Year,Géographie,GeoCode,Type de famille économique,Value
2017,Île-du-Prince-Édouard,,Familles monoparentales ayant un homme à leur tête,
2018,Île-du-Prince-Édouard,,Familles monoparentales ayant un homme à leur tête,
2019,Île-du-Prince-Édouard,,Familles monoparentales ayant un homme à leur tête,
2020,Île-du-Prince-Édouard,,Familles monoparentales ayant un homme à leur tête,
2015,Île-du-Prince-Édouard,,Familles monoparentales ayant une femme à leur tête,40500.0
2016,Île-du-Prince-Édouard,,Familles monoparentales ayant une femme à leur tête,42500.0
2017,Île-du-Prince-Édouard,,Familles monoparentales ayant une femme à leur tête,45600.0
2018,Île-du-Prince-Édouard,,Familles monoparentales ayant une femme à leur tête,47300.0
2019,Île-du-Prince-Édouard,,Familles monoparentales ayant une femme à leur tête,52400.0
2020,Île-du-Prince-Édouard,,Familles monoparentales ayant une femme à leur tête,50000.0
2015,Île-du-Prince-Édouard,,Autres familles de personnes non âgées,
2016,Île-du-Prince-Édouard,,Autres familles de personnes non âgées,67300.0
2017,Île-du-Prince-Édouard,,Autres familles de personnes non âgées,61900.0
2018,Île-du-Prince-Édouard,,Autres familles de personnes non âgées,63800.0
2019,Île-du-Prince-Édouard,,Autres familles de personnes non âgées,68000.0
2020,Île-du-Prince-Édouard,,Autres familles de personnes non âgées,70200.0
2015,Île-du-Prince-Édouard,,Personnes hors famille économique,27000.0
2016,Île-du-Prince-Édouard,,Personnes hors famille économique,27200.0
2017,Île-du-Prince-Édouard,,Personnes hors famille économique,26400.0
2018,Île-du-Prince-Édouard,,Personnes hors famille économique,25900.0
2019,Île-du-Prince-Édouard,,Personnes hors famille économique,29100.0
2020,Île-du-Prince-Édouard,,Personnes hors famille économique,30400.0
2015,Île-du-Prince-Édouard,,Personnes âgées hors famille économique,25900.0
2016,Île-du-Prince-Édouard,,Personnes âgées hors famille économique,26800.0
2017,Île-du-Prince-Édouard,,Personnes âgées hors famille économique,25400.0
2018,Île-du-Prince-Édouard,,Personnes âgées hors famille économique,24200.0
2019,Île-du-Prince-Édouard,,Personnes âgées hors famille économique,33300.0
2020,Île-du-Prince-Édouard,,Personnes âgées hors famille économique,28700.0
2015,Île-du-Prince-Édouard,,Hommes âgés hors famille économique,27500.0
2016,Île-du-Prince-Édouard,,Hommes âgés hors famille économique,
2017,Île-du-Prince-Édouard,,Hommes âgés hors famille économique,21700.0
2018,Île-du-Prince-Édouard,,Hommes âgés hors famille économique,24700.0
2019,Île-du-Prince-Édouard,,Hommes âgés hors famille économique,35100.0
2020,Île-du-Prince-Édouard,,Hommes âgés hors famille économique,28100.0
2015,Île-du-Prince-Édouard,,Femmes âgées hors famille économique,24900.0
2016,Île-du-Prince-Édouard,,Femmes âgées hors famille économique,24900.0
2017,Île-du-Prince-Édouard,,Femmes âgées hors famille économique,26800.0
2018,Île-du-Prince-Édouard,,Femmes âgées hors famille économique,23800.0
2019,Île-du-Prince-Édouard,,Femmes âgées hors famille économique,33300.0
2020,Île-du-Prince-Édouard,,Femmes âgées hors famille économique,29300.0
2015,Île-du-Prince-Édouard,,Personnes non âgées hors famille économique,27600.0
2016,Île-du-Prince-Édouard,,Personnes non âgées hors famille économique,27400.0
2017,Île-du-Prince-Édouard,,Personnes non âgées hors famille économique,26900.0
2018,Île-du-Prince-Édouard,,Personnes non âgées hors famille économique,27000.0
2019,Île-du-Prince-Édouard,,Personnes non âgées hors famille économique,26700.0
2020,Île-du-Prince-Édouard,,Personnes non âgées hors famille économique,31800.0
2015,Île-du-Prince-Édouard,,Hommes non âgés hors famille économique,28600.0
2016,Île-du-Prince-Édouard,,Hommes non âgés hors famille économique,27400.0
2017,Île-du-Prince-Édouard,,Hommes non âgés hors famille économique,28500.0
2018,Île-du-Prince-Édouard,,Hommes non âgés hors famille économique,28400.0
2019,Île-du-Prince-Édouard,,Hommes non âgés hors famille économique,27500.0
2020,Île-du-Prince-Édouard,,Hommes non âgés hors famille économique,29300.0
2015,Île-du-Prince-Édouard,,Femmes non âgées hors famille économique,25000.0
2016,Île-du-Prince-Édouard,,Femmes non âgées hors famille économique,25500.0
2017,Île-du-Prince-Édouard,,Femmes non âgées hors famille économique,26800.0
2018,Île-du-Prince-Édouard,,Femmes non âgées hors famille économique,25600.0
2019,Île-du-Prince-Édouard,,Femmes non âgées hors famille économique,25900.0
2020,Île-du-Prince-Édouard,,Femmes non âgées hors famille économique,34200.0
2015,Nouvelle-Écosse,12,Familles économiques et personnes hors famille économique,51700.0
2016,Nouvelle-Écosse,12,Familles économiques et personnes hors famille économique,53000.0
2017,Nouvelle-Écosse,12,Familles économiques et personnes hors famille économique,52600.0
2018,Nouvelle-Écosse,12,Familles économiques et personnes hors famille économique,52800.0
2019,Nouvelle-Écosse,12,Familles économiques et personnes hors famille économique,53300.0
2020,Nouvelle-Écosse,12,Familles économiques et personnes hors famille économique,57500.0
2015,Nouvelle-Écosse,,Familles économiques,74400.0
2016,Nouvelle-Écosse,,Familles économiques,73700.0
2017,Nouvelle-Écosse,,Familles économiques,73500.0
2018,Nouvelle-Écosse,,Familles économiques,73800.0
2019,Nouvelle-Écosse,,Familles économiques,75700.0
2020,Nouvelle-Écosse,,Familles économiques,81200.0
2015,Nouvelle-Écosse,,Familles de personnes âgées,55700.0
2016,Nouvelle-Écosse,,Familles de personnes âgées,59700.0
2017,Nouvelle-Écosse,,Familles de personnes âgées,58600.0
2018,Nouvelle-Écosse,,Familles de personnes âgées,58700.0
2019,Nouvelle-Écosse,,Familles de personnes âgées,60000.0
2020,Nouvelle-Écosse,,Familles de personnes âgées,63800.0
2015,Nouvelle-Écosse,,Couples de personnes âgées,53700.0
2016,Nouvelle-Écosse,,Couples de personnes âgées,57800.0
2017,Nouvelle-Écosse,,Couples de personnes âgées,58100.0
2018,Nouvelle-Écosse,,Couples de personnes âgées,58500.0
2019,Nouvelle-Écosse,,Couples de personnes âgées,59600.0
2020,Nouvelle-Écosse,,Couples de personnes âgées,61200.0
2015,Nouvelle-Écosse,,Autres familles de personnes âgées,61900.0
2016,Nouvelle-Écosse,,Autres familles de personnes âgées,71200.0
2017,Nouvelle-Écosse,,Autres familles de personnes âgées,60700.0
2018,Nouvelle-Écosse,,Autres familles de personnes âgées,60300.0
2019,Nouvelle-Écosse,,Autres familles de personnes âgées,63800.0
2020,Nouvelle-Écosse,,Autres familles de personnes âgées,76000.0
2015,Nouvelle-Écosse,,Familles de personnes non âgées,79900.0
2016,Nouvelle-Écosse,,Familles de personnes non âgées,80200.0
2017,Nouvelle-Écosse,,Familles de personnes non âgées,80200.0
2018,Nouvelle-Écosse,,Familles de personnes non âgées,80000.0
2019,Nouvelle-Écosse,,Familles de personnes non âgées,82700.0
2020,Nouvelle-Écosse,,Familles de personnes non âgées,87300.0
2015,Nouvelle-Écosse,,Couples,71800.0
2016,Nouvelle-Écosse,,Couples,75000.0
2017,Nouvelle-Écosse,,Couples,76000.0
2018,Nouvelle-Écosse,,Couples,73400.0
2019,Nouvelle-Écosse,,Couples,77900.0
2020,Nouvelle-Écosse,,Couples,79000.0
2015,Nouvelle-Écosse,,Couples avec des enfants,96100.0
2016,Nouvelle-Écosse,,Couples avec des enfants,98800.0
2017,Nouvelle-Écosse,,Couples avec des enfants,95000.0
2018,Nouvelle-Écosse,,Couples avec des enfants,96300.0
2019,Nouvelle-Écosse,,Couples avec des enfants,94000.0
2020,Nouvelle-Écosse,,Couples avec des enfants,97900.0
2015,Nouvelle-Écosse,,Couples avec d'autres personnes apparentées,111100.0
2016,Nouvelle-Écosse,,Couples avec d'autres personnes apparentées,110500.0
2017,Nouvelle-Écosse,,Couples avec d'autres personnes apparentées,104700.0
2018,Nouvelle-Écosse,,Couples avec d'autres personnes apparentées,107400.0
2019,Nouvelle-Écosse,,Couples avec d'autres personnes apparentées,118400.0
2020,Nouvelle-Écosse,,Couples avec d'autres personnes apparentées,128700.0
2015,Nouvelle-Écosse,,Familles monoparentales,41400.0
2016,Nouvelle-Écosse,,Familles monoparentales,45400.0
2017,Nouvelle-Écosse,,Familles monoparentales,50600.0
2018,Nouvelle-Écosse,,Familles monoparentales,50100.0
2019,Nouvelle-Écosse,,Familles monoparentales,58500.0
2020,Nouvelle-Écosse,,Familles monoparentales,55300.0
2015,Nouvelle-Écosse,,Familles monoparentales ayant un homme à leur tête,
2016,Nouvelle-Écosse,,Familles monoparentales ayant un homme à leur tête,
2017,Nouvelle-Écosse,,Familles monoparentales ayant un homme à leur tête,69500.0
2018,Nouvelle-Écosse,,Familles monoparentales ayant un homme à leur tête,55600.0
2019,Nouvelle-Écosse,,Familles monoparentales ayant un homme à leur tête,
2020,Nouvelle-Écosse,,Familles monoparentales ayant un homme à leur tête,62200.0
2015,Nouvelle-Écosse,,Familles monoparentales ayant une femme à leur tête,41400.0
2016,Nouvelle-Écosse,,Familles monoparentales ayant une femme à leur tête,43600.0
2017,Nouvelle-Écosse,,Familles monoparentales ayant une femme à leur tête,48200.0
2018,Nouvelle-Écosse,,Familles monoparentales ayant une femme à leur tête,46900.0
2019,Nouvelle-Écosse,,Familles monoparentales ayant une femme à leur tête,57900.0
2020,Nouvelle-Écosse,,Familles monoparentales ayant une femme à leur tête,52000.0
2015,Nouvelle-Écosse,,Autres familles de personnes non âgées,65200.0
2016,Nouvelle-Écosse,,Autres familles de personnes non âgées,65600.0
2017,Nouvelle-Écosse,,Autres familles de personnes non âgées,63300.0
2018,Nouvelle-Écosse,,Autres familles de personnes non âgées,63200.0
2019,Nouvelle-Écosse,,Autres familles de personnes non âgées,71000.0
2020,Nouvelle-Écosse,,Autres familles de personnes non âgées,74500.0
2015,Nouvelle-Écosse,,Personnes hors famille économique,27000.0
2016,Nouvelle-Écosse,,Personnes hors famille économique,28300.0
2017,Nouvelle-Écosse,,Personnes hors famille économique,29300.0
2018,Nouvelle-Écosse,,Personnes hors famille économique,29300.0
2019,Nouvelle-Écosse,,Personnes hors famille économique,28600.0
2020,Nouvelle-Écosse,,Personnes hors famille économique,30900.0
2015,Nouvelle-Écosse,,Personnes âgées hors famille économique,25900.0
2016,Nouvelle-Écosse,,Personnes âgées hors famille économique,28100.0
2017,Nouvelle-Écosse,,Personnes âgées hors famille économique,29500.0
2018,Nouvelle-Écosse,,Personnes âgées hors famille économique,26300.0
2019,Nouvelle-Écosse,,Personnes âgées hors famille économique,27400.0
2020,Nouvelle-Écosse,,Personnes âgées hors famille économique,29000.0
2015,Nouvelle-Écosse,,Hommes âgés hors famille économique,27800.0
2016,Nouvelle-Écosse,,Hommes âgés hors famille économique,29000.0
2017,Nouvelle-Écosse,,Hommes âgés hors famille économique,28400.0
2018,Nouvelle-Écosse,,Hommes âgés hors famille économique,27800.0
2019,Nouvelle-Écosse,,Hommes âgés hors famille économique,30900.0
2020,Nouvelle-Écosse,,Hommes âgés hors famille économique,30900.0
2015,Nouvelle-Écosse,,Femmes âgées hors famille économique,25400.0
2016,Nouvelle-Écosse,,Femmes âgées hors famille économique,27800.0
2017,Nouvelle-Écosse,,Femmes âgées hors famille économique,29800.0
2018,Nouvelle-Écosse,,Femmes âgées hors famille économique,26000.0
2019,Nouvelle-Écosse,,Femmes âgées hors famille économique,25500.0
2020,Nouvelle-Écosse,,Femmes âgées hors famille économique,27900.0
2015,Nouvelle-Écosse,,Personnes non âgées hors famille économique,28000.0
2016,Nouvelle-Écosse,,Personnes non âgées hors famille économique,28300.0
2017,Nouvelle-Écosse,,Personnes non âgées hors famille économique,29300.0
2018,Nouvelle-Écosse,,Personnes non âgées hors famille économique,30200.0
2019,Nouvelle-Écosse,,Personnes non âgées hors famille économique,29200.0
2020,Nouvelle-Écosse,,Personnes non âgées hors famille économique,31800.0
2015,Nouvelle-Écosse,,Hommes non âgés hors famille économique,29400.0
2016,Nouvelle-Écosse,,Hommes non âgés hors famille économique,26100.0
2017,Nouvelle-Écosse,,Hommes non âgés hors famille économique,31700.0
2018,Nouvelle-Écosse,,Hommes non âgés hors famille économique,32900.0
2019,Nouvelle-Écosse,,Hommes non âgés hors famille économique,30800.0
2020,Nouvelle-Écosse,,Hommes non âgés hors famille économique,33300.0
2015,Nouvelle-Écosse,,Femmes non âgées hors famille économique,25600.0
2016,Nouvelle-Écosse,,Femmes non âgées hors famille économique,31900.0
2017,Nouvelle-Écosse,,Femmes non âgées hors famille économique,25000.0
2018,Nouvelle-Écosse,,Femmes non âgées hors famille économique,28200.0
2019,Nouvelle-Écosse,,Femmes non âgées hors famille économique,27900.0
2020,Nouvelle-Écosse,,Femmes non âgées hors famille économique,29800.0
2015,Nouveau-Brunswick,13,Familles économiques et personnes hors famille économique,54300.0
2016,Nouveau-Brunswick,13,Familles économiques et personnes hors famille économique,53100.0
2017,Nouveau-Brunswick,13,Familles économiques et personnes hors famille économique,54200.0
2018,Nouveau-Brunswick,13,Familles économiques et personnes hors famille économique,54800.0
2019,Nouveau-Brunswick,13,Familles économiques et personnes hors famille économique,54800.0
2020,Nouveau-Brunswick,13,Familles économiques et personnes hors famille économique,56900.0
2015,Nouveau-Brunswick,,Familles économiques,71900.0
2016,Nouveau-Brunswick,,Familles économiques,70100.0
2017,Nouveau-Brunswick,,Familles économiques,72500.0
2018,Nouveau-Brunswick,,Familles économiques,73400.0
2019,Nouveau-Brunswick,,Familles économiques,73200.0
2020,Nouveau-Brunswick,,Familles économiques,78600.0
2015,Nouveau-Brunswick,,Familles de personnes âgées,54600.0
2016,Nouveau-Brunswick,,Familles de personnes âgées,54800.0
2017,Nouveau-Brunswick,,Familles de personnes âgées,55800.0
2018,Nouveau-Brunswick,,Familles de personnes âgées,58500.0
2019,Nouveau-Brunswick,,Familles de personnes âgées,58300.0
2020,Nouveau-Brunswick,,Familles de personnes âgées,63400.0
2015,Nouveau-Brunswick,,Couples de personnes âgées,55400.0
2016,Nouveau-Brunswick,,Couples de personnes âgées,54800.0
2017,Nouveau-Brunswick,,Couples de personnes âgées,56400.0
2018,Nouveau-Brunswick,,Couples de personnes âgées,58000.0
2019,Nouveau-Brunswick,,Couples de personnes âgées,58300.0
2020,Nouveau-Brunswick,,Couples de personnes âgées,62000.0
2015,Nouveau-Brunswick,,Autres familles de personnes âgées,46500.0
2016,Nouveau-Brunswick,,Autres familles de personnes âgées,49600.0
2017,Nouveau-Brunswick,,Autres familles de personnes âgées,55400.0
2018,Nouveau-Brunswick,,Autres familles de personnes âgées,65200.0
2019,Nouveau-Brunswick,,Autres familles de personnes âgées,58100.0
2020,Nouveau-Brunswick,,Autres familles de personnes âgées,73400.0
2015,Nouveau-Brunswick,,Familles de personnes non âgées,79000.0
2016,Nouveau-Brunswick,,Familles de personnes non âgées,78200.0
2017,Nouveau-Brunswick,,Familles de personnes non âgées,79200.0
2018,Nouveau-Brunswick,,Familles de personnes non âgées,79400.0
2019,Nouveau-Brunswick,,Familles de personnes non âgées,78300.0
2020,Nouveau-Brunswick,,Familles de personnes non âgées,86300.0
2015,Nouveau-Brunswick,,Couples,72800.0
2016,Nouveau-Brunswick,,Couples,73100.0
2017,Nouveau-Brunswick,,Couples,71700.0
2018,Nouveau-Brunswick,,Couples,72400.0
2019,Nouveau-Brunswick,,Couples,73600.0
2020,Nouveau-Brunswick,,Couples,74000.0
2015,Nouveau-Brunswick,,Couples avec des enfants,91300.0
2016,Nouveau-Brunswick,,Couples avec des enfants,91400.0
2017,Nouveau-Brunswick,,Couples avec des enfants,94800.0
2018,Nouveau-Brunswick,,Couples avec des enfants,94500.0
2019,Nouveau-Brunswick,,Couples avec des enfants,91900.0
2020,Nouveau-Brunswick,,Couples avec des enfants,104200.0
2015,Nouveau-Brunswick,,Couples avec d'autres personnes apparentées,94600.0
2016,Nouveau-Brunswick,,Couples avec d'autres personnes apparentées,102200.0
2017,Nouveau-Brunswick,,Couples avec d'autres personnes apparentées,110500.0
2018,Nouveau-Brunswick,,Couples avec d'autres personnes apparentées,113900.0
2019,Nouveau-Brunswick,,Couples avec d'autres personnes apparentées,118100.0
2020,Nouveau-Brunswick,,Couples avec d'autres personnes apparentées,124200.0
2015,Nouveau-Brunswick,,Familles monoparentales,47600.0
2016,Nouveau-Brunswick,,Familles monoparentales,45700.0
2017,Nouveau-Brunswick,,Familles monoparentales,45500.0
2018,Nouveau-Brunswick,,Familles monoparentales,48600.0
2019,Nouveau-Brunswick,,Familles monoparentales,50500.0
2020,Nouveau-Brunswick,,Familles monoparentales,55400.0
2015,Nouveau-Brunswick,,Familles monoparentales ayant un homme à leur tête,
2016,Nouveau-Brunswick,,Familles monoparentales ayant un homme à leur tête,
2017,Nouveau-Brunswick,,Familles monoparentales ayant un homme à leur tête,
2018,Nouveau-Brunswick,,Familles monoparentales ayant un homme à leur tête,49400.0
2019,Nouveau-Brunswick,,Familles monoparentales ayant un homme à leur tête,
2020,Nouveau-Brunswick,,Familles monoparentales ayant un homme à leur tête,
2015,Nouveau-Brunswick,,Familles monoparentales ayant une femme à leur tête,42300.0
2016,Nouveau-Brunswick,,Familles monoparentales ayant une femme à leur tête,45200.0
2017,Nouveau-Brunswick,,Familles monoparentales ayant une femme à leur tête,41000.0
2018,Nouveau-Brunswick,,Familles monoparentales ayant une femme à leur tête,48600.0
2019,Nouveau-Brunswick,,Familles monoparentales ayant une femme à leur tête,47800.0
2020,Nouveau-Brunswick,,Familles monoparentales ayant une femme à leur tête,56300.0
2015,Nouveau-Brunswick,,Autres familles de personnes non âgées,53100.0
2016,Nouveau-Brunswick,,Autres familles de personnes non âgées,67400.0
2017,Nouveau-Brunswick,,Autres familles de personnes non âgées,64900.0
2018,Nouveau-Brunswick,,Autres familles de personnes non âgées,64300.0
2019,Nouveau-Brunswick,,Autres familles de personnes non âgées,70200.0
2020,Nouveau-Brunswick,,Autres familles de personnes non âgées,66900.0
2015,Nouveau-Brunswick,,Personnes hors famille économique,26200.0
2016,Nouveau-Brunswick,,Personnes hors famille économique,26800.0
2017,Nouveau-Brunswick,,Personnes hors famille économique,28600.0
2018,Nouveau-Brunswick,,Personnes hors famille économique,27100.0
2019,Nouveau-Brunswick,,Personnes hors famille économique,28900.0
2020,Nouveau-Brunswick,,Personnes hors famille économique,30100.0
2015,Nouveau-Brunswick,,Personnes âgées hors famille économique,25900.0
2016,Nouveau-Brunswick,,Personnes âgées hors famille économique,25200.0
2017,Nouveau-Brunswick,,Personnes âgées hors famille économique,26000.0
2018,Nouveau-Brunswick,,Personnes âgées hors famille économique,25800.0
2019,Nouveau-Brunswick,,Personnes âgées hors famille économique,26300.0
2020,Nouveau-Brunswick,,Personnes âgées hors famille économique,27100.0
2015,Nouveau-Brunswick,,Hommes âgés hors famille économique,29000.0
2016,Nouveau-Brunswick,,Hommes âgés hors famille économique,26700.0
2017,Nouveau-Brunswick,,Hommes âgés hors famille économique,28200.0
2018,Nouveau-Brunswick,,Hommes âgés hors famille économique,25800.0
2019,Nouveau-Brunswick,,Hommes âgés hors famille économique,26400.0
2020,Nouveau-Brunswick,,Hommes âgés hors famille économique,29500.0
2015,Nouveau-Brunswick,,Femmes âgées hors famille économique,24000.0
2016,Nouveau-Brunswick,,Femmes âgées hors famille économique,24900.0
2017,Nouveau-Brunswick,,Femmes âgées hors famille économique,25600.0
2018,Nouveau-Brunswick,,Femmes âgées hors famille économique,25800.0
2019,Nouveau-Brunswick,,Femmes âgées hors famille économique,26300.0
2020,Nouveau-Brunswick,,Femmes âgées hors famille économique,25400.0
2015,Nouveau-Brunswick,,Personnes non âgées hors famille économique,26300.0
2016,Nouveau-Brunswick,,Personnes non âgées hors famille économique,27000.0
2017,Nouveau-Brunswick,,Personnes non âgées hors famille économique,30200.0
2018,Nouveau-Brunswick,,Personnes non âgées hors famille économique,28200.0
2019,Nouveau-Brunswick,,Personnes non âgées hors famille économique,31300.0
2020,Nouveau-Brunswick,,Personnes non âgées hors famille économique,32500.0
2015,Nouveau-Brunswick,,Hommes non âgés hors famille économique,27100.0
2016,Nouveau-Brunswick,,Hommes non âgés hors famille économique,29100.0
2017,Nouveau-Brunswick,,Hommes non âgés hors famille économique,32300.0
2018,Nouveau-Brunswick,,Hommes non âgés hors famille économique,28600.0
2019,Nouveau-Brunswick,,Hommes non âgés hors famille économique,31900.0
2020,Nouveau-Brunswick,,Hommes non âgés hors famille économique,34200.0
2015,Nouveau-Brunswick,,Femmes non âgées hors famille économique,25900.0
2016,Nouveau-Brunswick,,Femmes non âgées hors famille économique,25600.0
2017,Nouveau-Brunswick,,Femmes non âgées hors famille économique,28000.0
2018,Nouveau-Brunswick,,Femmes non âgées hors famille économique,27900.0
2019,Nouveau-Brunswick,,Femmes non âgées hors famille économique,30300.0
2020,Nouveau-Brunswick,,Femmes non âgées hors famille économique,30800.0
2015,Québec,24,Familles économiques et personnes hors famille économique,52300.0
2016,Québec,24,Familles économiques et personnes hors famille économique,52700.0
2017,Québec,24,Familles économiques et personnes hors famille économique,53800.0
2018,Québec,24,Familles économiques et personnes hors famille économique,53700.0
2019,Québec,24,Familles économiques et personnes hors famille économique,55400.0
2020,Québec,24,Familles économiques et personnes hors famille économique,59700.0
2015,Québec,,Familles économiques,74700.0
2016,Québec,,Familles économiques,75500.0
2017,Québec,,Familles économiques,77300.0
2018,Québec,,Familles économiques,78300.0
2019,Québec,,Familles économiques,81200.0
2020,Québec,,Familles économiques,85700.0
2015,Québec,,Familles de personnes âgées,54600.0
2016,Québec,,Familles de personnes âgées,56000.0
2017,Québec,,Familles de personnes âgées,55800.0
2018,Québec,,Familles de personnes âgées,56500.0
2019,Québec,,Familles de personnes âgées,56300.0
2020,Québec,,Familles de personnes âgées,61200.0
2015,Québec,,Couples de personnes âgées,53500.0
2016,Québec,,Couples de personnes âgées,56000.0
2017,Québec,,Couples de personnes âgées,54400.0
2018,Québec,,Couples de personnes âgées,55600.0
2019,Québec,,Couples de personnes âgées,55400.0
2020,Québec,,Couples de personnes âgées,59900.0
2015,Québec,,Autres familles de personnes âgées,61100.0
2016,Québec,,Autres familles de personnes âgées,57100.0
2017,Québec,,Autres familles de personnes âgées,61900.0
2018,Québec,,Autres familles de personnes âgées,63800.0
2019,Québec,,Autres familles de personnes âgées,58000.0
2020,Québec,,Autres familles de personnes âgées,68600.0
2015,Québec,,Familles de personnes non âgées,80100.0
2016,Québec,,Familles de personnes non âgées,81800.0
2017,Québec,,Familles de personnes non âgées,84100.0
2018,Québec,,Familles de personnes non âgées,85500.0
2019,Québec,,Familles de personnes non âgées,88800.0
2020,Québec,,Familles de personnes non âgées,94700.0
2015,Québec,,Couples,71700.0
2016,Québec,,Couples,75100.0
2017,Québec,,Couples,72300.0
2018,Québec,,Couples,74200.0
2019,Québec,,Couples,75900.0
2020,Québec,,Couples,82300.0
2015,Québec,,Couples avec des enfants,93400.0
2016,Québec,,Couples avec des enfants,95700.0
2017,Québec,,Couples avec des enfants,96100.0
2018,Québec,,Couples avec des enfants,96600.0
2019,Québec,,Couples avec des enfants,101900.0
2020,Québec,,Couples avec des enfants,105900.0
2015,Québec,,Couples avec d'autres personnes apparentées,103200.0
2016,Québec,,Couples avec d'autres personnes apparentées,113700.0
2017,Québec,,Couples avec d'autres personnes apparentées,119500.0
2018,Québec,,Couples avec d'autres personnes apparentées,121200.0
2019,Québec,,Couples avec d'autres personnes apparentées,121000.0
2020,Québec,,Couples avec d'autres personnes apparentées,130200.0
2015,Québec,,Familles monoparentales,51600.0
2016,Québec,,Familles monoparentales,53900.0
2017,Québec,,Familles monoparentales,55200.0
2018,Québec,,Familles monoparentales,53700.0
2019,Québec,,Familles monoparentales,66700.0
2020,Québec,,Familles monoparentales,65100.0
2015,Québec,,Familles monoparentales ayant un homme à leur tête,66300.0
2016,Québec,,Familles monoparentales ayant un homme à leur tête,61800.0
2017,Québec,,Familles monoparentales ayant un homme à leur tête,59000.0
2018,Québec,,Familles monoparentales ayant un homme à leur tête,64600.0
2019,Québec,,Familles monoparentales ayant un homme à leur tête,73400.0
2020,Québec,,Familles monoparentales ayant un homme à leur tête,68600.0
2015,Québec,,Familles monoparentales ayant une femme à leur tête,49900.0
2016,Québec,,Familles monoparentales ayant une femme à leur tête,51500.0
2017,Québec,,Familles monoparentales ayant une femme à leur tête,54200.0
2018,Québec,,Familles monoparentales ayant une femme à leur tête,52100.0
2019,Québec,,Familles monoparentales ayant une femme à leur tête,62000.0
2020,Québec,,Familles monoparentales ayant une femme à leur tête,64500.0
2015,Québec,,Autres familles de personnes non âgées,70300.0
2016,Québec,,Autres familles de personnes non âgées,64400.0
2017,Québec,,Autres familles de personnes non âgées,69400.0
2018,Québec,,Autres familles de personnes non âgées,69700.0
2019,Québec,,Autres familles de personnes non âgées,77000.0
2020,Québec,,Autres familles de personnes non âgées,83000.0
2015,Québec,,Personnes hors famille économique,29100.0
2016,Québec,,Personnes hors famille économique,29200.0
2017,Québec,,Personnes hors famille économique,29700.0
2018,Québec,,Personnes hors famille économique,29300.0
2019,Québec,,Personnes hors famille économique,29200.0
2020,Québec,,Personnes hors famille économique,32700.0
2015,Québec,,Personnes âgées hors famille économique,26600.0
2016,Québec,,Personnes âgées hors famille économique,25400.0
2017,Québec,,Personnes âgées hors famille économique,25000.0
2018,Québec,,Personnes âgées hors famille économique,25700.0
2019,Québec,,Personnes âgées hors famille économique,25700.0
2020,Québec,,Personnes âgées hors famille économique,28100.0
2015,Québec,,Hommes âgés hors famille économique,26600.0
2016,Québec,,Hommes âgés hors famille économique,25800.0
2017,Québec,,Hommes âgés hors famille économique,27800.0
2018,Québec,,Hommes âgés hors famille économique,26500.0
2019,Québec,,Hommes âgés hors famille économique,26800.0
2020,Québec,,Hommes âgés hors famille économique,29600.0
2015,Québec,,Femmes âgées hors famille économique,26700.0
2016,Québec,,Femmes âgées hors famille économique,25200.0
2017,Québec,,Femmes âgées hors famille économique,24000.0
2018,Québec,,Femmes âgées hors famille économique,25400.0
2019,Québec,,Femmes âgées hors famille économique,24900.0
2020,Québec,,Femmes âgées hors famille économique,27300.0
2015,Québec,,Personnes non âgées hors famille économique,31200.0
2016,Québec,,Personnes non âgées hors famille économique,31800.0
2017,Québec,,Personnes non âgées hors famille économique,32500.0
2018,Québec,,Personnes non âgées hors famille économique,32300.0
2019,Québec,,Personnes non âgées hors famille économique,32200.0
2020,Québec,,Personnes non âgées hors famille économique,35600.0
2015,Québec,,Hommes non âgés hors famille économique,32900.0
2016,Québec,,Hommes non âgés hors famille économique,33000.0
2017,Québec,,Hommes non âgés hors famille économique,33500.0
2018,Québec,,Hommes non âgés hors famille économique,33700.0
2019,Québec,,Hommes non âgés hors famille économique,32800.0
2020,Québec,,Hommes non âgés hors famille économique,37400.0
2015,Québec,,Femmes non âgées hors famille économique,28700.0
2016,Québec,,Femmes non âgées hors famille économique,30400.0
2017,Québec,,Femmes non âgées hors famille économique,30700.0
2018,Québec,,Femmes non âgées hors famille économique,30500.0
2019,Québec,,Femmes non âgées hors famille économique,31900.0
2020,Québec,,Femmes non âgées hors famille économique,33100.0
2015,Ontario,35,Familles économiques et personnes hors famille économique,63200.0
2016,Ontario,35,Familles économiques et personnes hors famille économique,62800.0
2017,Ontario,35,Familles économiques et personnes hors famille économique,64500.0
2018,Ontario,35,Familles économiques et personnes hors famille économique,66200.0
2019,Ontario,35,Familles économiques et personnes hors famille économique,65100.0
2020,Ontario,35,Familles économiques et personnes hors famille économique,70100.0
2015,Ontario,,Familles économiques,87200.0
2016,Ontario,,Familles économiques,86900.0
2017,Ontario,,Familles économiques,88400.0
2018,Ontario,,Familles économiques,92000.0
2019,Ontario,,Familles économiques,90600.0
2020,Ontario,,Familles économiques,96700.0
2015,Ontario,,Familles de personnes âgées,69100.0
2016,Ontario,,Familles de personnes âgées,63700.0
2017,Ontario,,Familles de personnes âgées,67800.0
2018,Ontario,,Familles de personnes âgées,70400.0
2019,Ontario,,Familles de personnes âgées,67600.0
2020,Ontario,,Familles de personnes âgées,71600.0
