Year,Geography,Violations,GeoCode,Value
2017,British Columbia,"Sexual assault, level 3, aggravated",,0.57
2017,British Columbia,"Sexual assault, level 2, weapon or bodily harm",,0.63
2017,British Columbia,"Sexual assault, level 1",,54.49
2017,British Columbia,Total sexual violations against children,,20.0
2017,British Columbia,"Assault, level 3, aggravated",,7.3
2017,British Columbia,"Assault, level 2, weapon or bodily harm",,138.9
2017,British Columbia,"Assault, level 1",,418.59
2017,British Columbia,Total robbery,,50.45
2017,British Columbia,Uttering threats,,175.68
2017,British Columbia,Total other violent violations,,10.16
2017,Yukon,Total violent Criminal Code violations,,3711.18
2017,Yukon,Homicide,,20.2
2017,Yukon,Total other violations causing death,,0.0
2017,Yukon,Attempted murder,,5.05
2017,Yukon,"Sexual assault, level 3, aggravated",,0.0
2017,Yukon,"Sexual assault, level 2, weapon or bodily harm",,2.52
2017,Yukon,"Sexual assault, level 1",,164.1
2017,Yukon,Total sexual violations against children,,40.39
2017,Yukon,"Assault, level 3, aggravated",,37.87
2017,Yukon,"Assault, level 2, weapon or bodily harm",,348.4
2017,Yukon,"Assault, level 1",,1895.99
2017,Yukon,Total robbery,,30.3
2017,Yukon,Uttering threats,,689.22
2017,Yukon,Total other violent violations,,45.44
2017,Northwest Territories,Total violent Criminal Code violations,,8424.85
2017,Northwest Territories,Homicide,,4.46
2017,Northwest Territories,Total other violations causing death,,0.0
2017,Northwest Territories,Attempted murder,,2.23
2017,Northwest Territories,"Sexual assault, level 3, aggravated",,2.23
2017,Northwest Territories,"Sexual assault, level 2, weapon or bodily harm",,11.14
2017,Northwest Territories,"Sexual assault, level 1",,405.43
2017,Northwest Territories,Total sexual violations against children,,122.52
2017,Northwest Territories,"Assault, level 3, aggravated",,75.74
2017,Northwest Territories,"Assault, level 2, weapon or bodily harm",,948.97
2017,Northwest Territories,"Assault, level 1",,4876.26
2017,Northwest Territories,Total robbery,,66.83
2017,Northwest Territories,Uttering threats,,1187.32
2017,Northwest Territories,Total other violent violations,,53.46
2017,Nunavut,Total violent Criminal Code violations,,8301.82
2017,Nunavut,Homicide,,15.98
2017,Nunavut,Total other violations causing death,,0.0
2017,Nunavut,Attempted murder,,5.33
2017,Nunavut,"Sexual assault, level 3, aggravated",,0.0
2017,Nunavut,"Sexual assault, level 2, weapon or bodily harm",,2.66
2017,Nunavut,"Sexual assault, level 1",,396.85
2017,Nunavut,Total sexual violations against children,,218.4
2017,Nunavut,"Assault, level 3, aggravated",,141.16
2017,Nunavut,"Assault, level 2, weapon or bodily harm",,910.88
2017,Nunavut,"Assault, level 1",,4434.56
2017,Nunavut,Total robbery,,39.95
2017,Nunavut,Uttering threats,,1158.58
2017,Nunavut,Total other violent violations,,47.94
2018,,,,1151.59
2018,Canada,Homicide,,1.78
2018,Canada,Total other violations causing death,,0.36
2018,Canada,Attempted murder,,2.22
2018,Canada,"Sexual assault, level 3, aggravated",,0.43
2018,Canada,"Sexual assault, level 2, weapon or bodily harm",,1.32
2018,Canada,"Sexual assault, level 1",,75.3
2018,Canada,Total sexual violations against children,,24.48
2018,Canada,"Assault, level 3, aggravated",,9.67
2018,Canada,"Assault, level 2, weapon or bodily harm",,146.28
2018,Canada,"Assault, level 1",,459.02
2018,Canada,Total robbery,,60.84
2018,Canada,Uttering threats,,180.24
2018,Canada,Total other violent violations,,15.94
2018,Newfoundland and Labrador,Total violent Criminal Code violations,,1353.98
2018,Newfoundland and Labrador,Homicide,,0.38
2018,Newfoundland and Labrador,Total other violations causing death,,0.38
2018,Newfoundland and Labrador,Attempted murder,,0.76
2018,Newfoundland and Labrador,"Sexual assault, level 3, aggravated",,0.0
2018,Newfoundland and Labrador,"Sexual assault, level 2, weapon or bodily harm",,0.95
2018,Newfoundland and Labrador,"Sexual assault, level 1",,65.64
2018,Newfoundland and Labrador,Total sexual violations against children,,23.21
2018,Newfoundland and Labrador,"Assault, level 3, aggravated",,6.85
2018,Newfoundland and Labrador,"Assault, level 2, weapon or bodily harm",,111.31
2018,Newfoundland and Labrador,"Assault, level 1",,566.82
2018,Newfoundland and Labrador,Total robbery,,40.91
2018,Newfoundland and Labrador,Uttering threats,,333.93
2018,Newfoundland and Labrador,Total other violent violations,,18.65
2018,Prince Edward Island,Total violent Criminal Code violations,,1013.72
2018,Prince Edward Island,Homicide,,0.0
2018,Prince Edward Island,Total other violations causing death,,0.0
2018,Prince Edward Island,Attempted murder,,0.65
2018,Prince Edward Island,"Sexual assault, level 3, aggravated",,0.65
2018,Prince Edward Island,"Sexual assault, level 2, weapon or bodily harm",,0.65
2018,Prince Edward Island,"Sexual assault, level 1",,68.45
2018,Prince Edward Island,Total sexual violations against children,,23.47
2018,Prince Edward Island,"Assault, level 3, aggravated",,1.96
2018,Prince Edward Island,"Assault, level 2, weapon or bodily harm",,69.1
2018,Prince Edward Island,"Assault, level 1",,413.96
2018,Prince Edward Island,Total robbery,,13.69
2018,Prince Edward Island,Uttering threats,,224.91
2018,Prince Edward Island,Total other violent violations,,14.34
2018,Nova Scotia,Total violent Criminal Code violations,,1276.39
2018,Nova Scotia,Homicide,,1.15
2018,Nova Scotia,Total other violations causing death,,0.31
2018,Nova Scotia,Attempted murder,,1.98
2018,Nova Scotia,"Sexual assault, level 3, aggravated",,0.73
2018,Nova Scotia,"Sexual assault, level 2, weapon or bodily harm",,0.73
2018,Nova Scotia,"Sexual assault, level 1",,107.89
2018,Nova Scotia,Total sexual violations against children,,27.13
2018,Nova Scotia,"Assault, level 3, aggravated",,8.35
2018,Nova Scotia,"Assault, level 2, weapon or bodily harm",,111.85
2018,Nova Scotia,"Assault, level 1",,480.17
2018,Nova Scotia,Total robbery,,32.76
2018,Nova Scotia,Uttering threats,,252.09
2018,Nova Scotia,Total other violent violations,,18.47
2018,New Brunswick,Total violent Criminal Code violations,,1348.04
2018,New Brunswick,Homicide,,1.69
2018,New Brunswick,Total other violations causing death,,0.52
2018,New Brunswick,Attempted murder,,1.17
2018,New Brunswick,"Sexual assault, level 3, aggravated",,0.26
2018,New Brunswick,"Sexual assault, level 2, weapon or bodily harm",,0.78
2018,New Brunswick,"Sexual assault, level 1",,71.4
2018,New Brunswick,Total sexual violations against children,,24.93
2018,New Brunswick,"Assault, level 3, aggravated",,9.09
2018,New Brunswick,"Assault, level 2, weapon or bodily harm",,129.82
2018,New Brunswick,"Assault, level 1",,561.86
2018,New Brunswick,Total robbery,,26.48
2018,New Brunswick,Uttering threats,,292.61
2018,New Brunswick,Total other violent violations,,15.06
2018,Quebec,Total violent Criminal Code violations,,1074.86
2018,Quebec,Homicide,,0.99
2018,Quebec,Total other violations causing death,,0.51
2018,Quebec,Attempted murder,,2.21
2018,Quebec,"Sexual assault, level 3, aggravated",,0.42
2018,Quebec,"Sexual assault, level 2, weapon or bodily harm",,1.17
2018,Quebec,"Sexual assault, level 1",,65.86
2018,Quebec,Total sexual violations against children,,32.2
2018,Quebec,"Assault, level 3, aggravated",,3.33
2018,Quebec,"Assault, level 2, weapon or bodily harm",,122.53
2018,Quebec,"Assault, level 1",,409.93
2018,Quebec,Total robbery,,38.56
2018,Quebec,Uttering threats,,206.29
2018,Quebec,Total other violent violations,,28.15
2018,Ontario,Total violent Criminal Code violations,,905.46
2018,Ontario,Homicide,,1.9
2018,Ontario,Total other violations causing death,,0.36
2018,Ontario,Attempted murder,,2.64
2018,Ontario,"Sexual assault, level 3, aggravated",,0.26
2018,Ontario,"Sexual assault, level 2, weapon or bodily harm",,1.23
2018,Ontario,"Sexual assault, level 1",,73.86
2018,Ontario,Total sexual violations against children,,15.92
2018,Ontario,"Assault, level 3, aggravated",,7.37
2018,Ontario,"Assault, level 2, weapon or bodily harm",,107.56
2018,Ontario,"Assault, level 1",,357.94
2018,Ontario,Total robbery,,61.84
2018,Ontario,Uttering threats,,125.33
2018,Ontario,Total other violent violations,,10.77
2018,Manitoba,Total violent Criminal Code violations,,1999.15
2018,Manitoba,Homicide,,4.07
2018,Manitoba,Total other violations causing death,,0.37
2018,Manitoba,Attempted murder,,2.66
2018,Manitoba,"Sexual assault, level 3, aggravated",,1.33
2018,Manitoba,"Sexual assault, level 2, weapon or bodily harm",,1.77
2018,Manitoba,"Sexual assault, level 1",,107.85
2018,Manitoba,Total sexual violations against children,,43.61
2018,Manitoba,"Assault, level 3, aggravated",,36.59
2018,Manitoba,"Assault, level 2, weapon or bodily harm",,366.94
2018,Manitoba,"Assault, level 1",,813.78
2018,Manitoba,Total robbery,,197.44
2018,Manitoba,Uttering threats,,245.71
2018,Manitoba,Total other violent violations,,14.78
2018,Saskatchewan,Total violent Criminal Code violations,,1996.79
2018,Saskatchewan,Homicide,,2.93
2018,Saskatchewan,Total other violations causing death,,0.09
2018,Saskatchewan,Attempted murder,,3.1
2018,Saskatchewan,"Sexual assault, level 3, aggravated",,1.46
2018,Saskatchewan,"Sexual assault, level 2, weapon or bodily harm",,1.38
2018,Saskatchewan,"Sexual assault, level 1",,108.03
2018,Saskatchewan,Total sexual violations against children,,34.26
2018,Saskatchewan,"Assault, level 3, aggravated",,33.23
2018,Saskatchewan,"Assault, level 2, weapon or bodily harm",,328.47
2018,Saskatchewan,"Assault, level 1",,864.72
2018,Saskatchewan,Total robbery,,85.65
2018,Saskatchewan,Uttering threats,,259.09
2018,Saskatchewan,Total other violent violations,,19.19
2018,Alberta,Total violent Criminal Code violations,,1337.63
2018,Alberta,Homicide,,1.88
2018,Alberta,Total other violations causing death,,0.05
2018,Alberta,Attempted murder,,1.23
2018,Alberta,"Sexual assault, level 3, aggravated",,0.54
2018,Alberta,"Sexual assault, level 2, weapon or bodily harm",,2.07
2018,Alberta,"Sexual assault, level 1",,79.96
2018,Alberta,Total sexual violations against children,,27.48
2018,Alberta,"Assault, level 3, aggravated",,17.05
2018,Alberta,"Assault, level 2, weapon or bodily harm",,201.62
2018,Alberta,"Assault, level 1",,546.38
2018,Alberta,Total robbery,,81.22
2018,Alberta,Uttering threats,,173.93
2018,Alberta,Total other violent violations,,12.63
2018,British Columbia,Total violent Criminal Code violations,,1179.29
2018,British Columbia,Homicide,,1.8
2018,British Columbia,Total other violations causing death,,0.42
2018,British Columbia,Attempted murder,,1.76
2018,British Columbia,"Sexual assault, level 3, aggravated",,0.16
2018,British Columbia,"Sexual assault, level 2, weapon or bodily harm",,1.28
2018,British Columbia,"Sexual assault, level 1",,64.13
2018,British Columbia,Total sexual violations against children,,22.63
2018,British Columbia,"Assault, level 3, aggravated",,6.67
2018,British Columbia,"Assault, level 2, weapon or bodily harm",,146.35
2018,British Columbia,"Assault, level 1",,449.62
2018,British Columbia,Total robbery,,49.54
2018,British Columbia,Uttering threats,,193.65
2018,British Columbia,Total other violent violations,,11.38
2018,Yukon,Total violent Criminal Code violations,,3916.68
2018,Yukon,Homicide,,7.4
2018,Yukon,Total other violations causing death,,0.0
2018,Yukon,Attempted murder,,4.94
2018,Yukon,"Sexual assault, level 3, aggravated",,4.94
2018,Yukon,"Sexual assault, level 2, weapon or bodily harm",,4.94
2018,Yukon,"Sexual assault, level 1",,197.44
2018,Yukon,Total sexual violations against children,,69.1
2018,Yukon,"Assault, level 3, aggravated",,29.62
2018,Yukon,"Assault, level 2, weapon or bodily harm",,515.81
2018,Yukon,"Assault, level 1",,1984.25
2018,Yukon,Total robbery,,39.49
2018,Yukon,Uttering threats,,636.74
2018,Yukon,Total other violent violations,,12.34
2018,Northwest Territories,Total violent Criminal Code violations,,8643.65
2018,Northwest Territories,Homicide,,13.34
2018,Northwest Territories,Total other violations causing death,,0.0
2018,Northwest Territories,Attempted murder,,2.22
2018,Northwest Territories,"Sexual assault, level 3, aggravated",,2.22
2018,Northwest Territories,"Sexual assault, level 2, weapon or bodily harm",,0.0
2018,Northwest Territories,"Sexual assault, level 1",,360.15
2018,Northwest Territories,Total sexual violations against children,,140.06
2018,Northwest Territories,"Assault, level 3, aggravated",,84.48
2018,Northwest Territories,"Assault, level 2, weapon or bodily harm",,878.15
2018,Northwest Territories,"Assault, level 1",,5113.27
2018,Northwest Territories,Total robbery,,86.7
2018,Northwest Territories,Uttering threats,,1204.95
2018,Northwest Territories,Total other violent violations,,48.91
2018,Nunavut,Total violent Criminal Code violations,,8871.88
2018,Nunavut,Homicide,,20.97
2018,Nunavut,Total other violations causing death,,0.0
2018,Nunavut,Attempted murder,,20.97
2018,Nunavut,"Sexual assault, level 3, aggravated",,18.35
2018,Nunavut,"Sexual assault, level 2, weapon or bodily harm",,5.24
2018,Nunavut,"Sexual assault, level 1",,437.83
2018,Nunavut,Total sexual violations against children,,230.71
2018,Nunavut,"Assault, level 3, aggravated",,165.17
2018,Nunavut,"Assault, level 2, weapon or bodily harm",,1014.6
2018,Nunavut,"Assault, level 1",,4624.7
2018,Nunavut,Total robbery,,34.08
2018,Nunavut,Uttering threats,,1200.74
2018,Nunavut,Total other violent violations,,73.41
2019,,,,1279.05
2019,Canada,Homicide,,1.83
2019,Canada,Total other violations causing death,,0.31
2019,Canada,Attempted murder,,2.33
2019,Canada,"Sexual assault, level 3, aggravated",,0.33
2019,Canada,"Sexual assault, level 2, weapon or bodily harm",,1.42
2019,Canada,"Sexual assault, level 1",,80.68
2019,Canada,Total sexual violations against children,,27.5
2019,Canada,"Assault, level 3, aggravated",,10.57
2019,Canada,"Assault, level 2, weapon or bodily harm",,158.78
2019,Canada,"Assault, level 1",,500.48
2019,Canada,Total robbery,,62.15
2019,Canada,Uttering threats,,214.96
2019,Canada,Total other violent violations,,19.32
2019,Newfoundland and Labrador,Total violent Criminal Code violations,,1556.09
2019,Newfoundland and Labrador,Homicide,,0.96
2019,Newfoundland and Labrador,Total other violations causing death,,0.0
2019,Newfoundland and Labrador,Attempted murder,,0.76
2019,Newfoundland and Labrador,"Sexual assault, level 3, aggravated",,0.0
2019,Newfoundland and Labrador,"Sexual assault, level 2, weapon or bodily harm",,0.96
2019,Newfoundland and Labrador,"Sexual assault, level 1",,73.55
2019,Newfoundland and Labrador,Total sexual violations against children,,29.61
2019,Newfoundland and Labrador,"Assault, level 3, aggravated",,5.73
2019,Newfoundland and Labrador,"Assault, level 2, weapon or bodily harm",,137.55
2019,Newfoundland and Labrador,"Assault, level 1",,638.87
2019,Newfoundland and Labrador,Total robbery,,31.52
2019,Newfoundland and Labrador,Uttering threats,,397.0
2019,Newfoundland and Labrador,Total other violent violations,,19.1
2019,Prince Edward Island,Total violent Criminal Code violations,,1273.67
2019,Prince Edward Island,Homicide,,1.27
2019,Prince Edward Island,Total other violations causing death,,0.64
2019,Prince Edward Island,Attempted murder,,0.0
2019,Prince Edward Island,"Sexual assault, level 3, aggravated",,0.0
2019,Prince Edward Island,"Sexual assault, level 2, weapon or bodily harm",,0.0
2019,Prince Edward Island,"Sexual assault, level 1",,83.85
2019,Prince Edward Island,Total sexual violations against children,,33.03
2019,Prince Edward Island,"Assault, level 3, aggravated",,1.91
2019,Prince Edward Island,"Assault, level 2, weapon or bodily harm",,67.34
2019,Prince Edward Island,"Assault, level 1",,466.91
2019,Prince Edward Island,Total robbery,,15.25
2019,Prince Edward Island,Uttering threats,,266.17
2019,Prince Edward Island,Total other violent violations,,21.6
2019,Nova Scotia,Total violent Criminal Code violations,,1421.19
2019,Nova Scotia,Homicide,,0.62
2019,Nova Scotia,Total other violations causing death,,0.82
2019,Nova Scotia,Attempted murder,,4.33
2019,Nova Scotia,"Sexual assault, level 3, aggravated",,0.41
2019,Nova Scotia,"Sexual assault, level 2, weapon or bodily harm",,1.55
2019,Nova Scotia,"Sexual assault, level 1",,91.01
2019,Nova Scotia,Total sexual violations against children,,32.26
2019,Nova Scotia,"Assault, level 3, aggravated",,10.82
2019,Nova Scotia,"Assault, level 2, weapon or bodily harm",,119.35
2019,Nova Scotia,"Assault, level 1",,512.66
2019,Nova Scotia,Total robbery,,24.63
2019,Nova Scotia,Uttering threats,,314.56
2019,Nova Scotia,Total other violent violations,,26.49
2019,New Brunswick,Total violent Criminal Code violations,,1603.34
2019,New Brunswick,Homicide,,2.19
2019,New Brunswick,Total other violations causing death,,0.39
2019,New Brunswick,Attempted murder,,2.19
2019,New Brunswick,"Sexual assault, level 3, aggravated",,0.13
2019,New Brunswick,"Sexual assault, level 2, weapon or bodily harm",,0.9
2019,New Brunswick,"Sexual assault, level 1",,80.42
2019,New Brunswick,Total sexual violations against children,,29.47
2019,New Brunswick,"Assault, level 3, aggravated",,9.52
2019,New Brunswick,"Assault, level 2, weapon or bodily harm",,142.32
2019,New Brunswick,"Assault, level 1",,643.01
2019,New Brunswick,Total robbery,,21.62
2019,New Brunswick,Uttering threats,,341.9
2019,New Brunswick,Total other violent violations,,32.68
2019,Quebec,Total violent Criminal Code violations,,1127.26
2019,Quebec,Homicide,,0.91
2019,Quebec,Total other violations causing death,,0.53
2019,Quebec,Attempted murder,,2.39
2019,Quebec,"Sexual assault, level 3, aggravated",,0.29
2019,Quebec,"Sexual assault, level 2, weapon or bodily harm",,1.32
2019,Quebec,"Sexual assault, level 1",,68.45
2019,Quebec,Total sexual violations against children,,35.49
2019,Quebec,"Assault, level 3, aggravated",,3.56
2019,Quebec,"Assault, level 2, weapon or bodily harm",,131.71
2019,Quebec,"Assault, level 1",,431.22
2019,Quebec,Total robbery,,40.38
2019,Quebec,Uttering threats,,211.69
2019,Quebec,Total other violent violations,,29.36
2019,Ontario,Total violent Criminal Code violations,,942.21
2019,Ontario,Homicide,,1.74
2019,Ontario,Total other violations causing death,,0.2
2019,Ontario,Attempted murder,,2.39
2019,Ontario,"Sexual assault, level 3, aggravated",,0.21
2019,Ontario,"Sexual assault, level 2, weapon or bodily harm",,1.49
2019,Ontario,"Sexual assault, level 1",,74.54
2019,Ontario,Total sexual violations against children,,15.94
2019,Ontario,"Assault, level 3, aggravated",,7.8
2019,Ontario,"Assault, level 2, weapon or bodily harm",,109.72
2019,Ontario,"Assault, level 1",,371.04
2019,Ontario,Total robbery,,61.49
2019,Ontario,Uttering threats,,135.17
2019,Ontario,Total other violent violations,,13.08
2019,Manitoba,Total violent Criminal Code violations,,2198.54
2019,Manitoba,Homicide,,5.26
2019,Manitoba,Total other violations causing death,,0.22
2019,Manitoba,Attempted murder,,2.04
2019,Manitoba,"Sexual assault, level 3, aggravated",,0.51
2019,Manitoba,"Sexual assault, level 2, weapon or bodily harm",,2.19
2019,Manitoba,"Sexual assault, level 1",,120.88
2019,Manitoba,Total sexual violations against children,,47.81
2019,Manitoba,"Assault, level 3, aggravated",,40.88
2019,Manitoba,"Assault, level 2, weapon or bodily harm",,410.74
2019,Manitoba,"Assault, level 1",,880.1
2019,Manitoba,Total robbery,,196.5
2019,Manitoba,Uttering threats,,284.02
2019,Manitoba,Total other violent violations,,21.83
2019,Saskatchewan,Total violent Criminal Code violations,,2271.77
2019,Saskatchewan,Homicide,,4.69
2019,Saskatchewan,Total other violations causing death,,0.26
2019,Saskatchewan,Attempted murder,,6.06
2019,Saskatchewan,"Sexual assault, level 3, aggravated",,1.28
2019,Saskatchewan,"Sexual assault, level 2, weapon or bodily harm",,1.19
2019,Saskatchewan,"Sexual assault, level 1",,122.56
2019,Saskatchewan,Total sexual violations against children,,45.54
2019,Saskatchewan,"Assault, level 3, aggravated",,38.29
2019,Saskatchewan,"Assault, level 2, weapon or bodily harm",,360.01
2019,Saskatchewan,"Assault, level 1",,960.61
2019,Saskatchewan,Total robbery,,95.1
2019,Saskatchewan,Uttering threats,,314.21
2019,Saskatchewan,Total other violent violations,,31.47
2019,Alberta,Total violent Criminal Code violations,,1460.28
2019,Alberta,Homicide,,2.29
2019,Alberta,Total other violations causing death,,0.05
2019,Alberta,Attempted murder,,1.21
2019,Alberta,"Sexual assault, level 3, aggravated",,0.62
2019,Alberta,"Sexual assault, level 2, weapon or bodily harm",,1.81
2019,Alberta,"Sexual assault, level 1",,88.71
2019,Alberta,Total sexual violations against children,,32.0
2019,Alberta,"Assault, level 3, aggravated",,19.14
2019,Alberta,"Assault, level 2, weapon or bodily harm",,214.85
2019,Alberta,"Assault, level 1",,567.37
2019,Alberta,Total robbery,,83.69
2019,Alberta,Uttering threats,,210.01
2019,Alberta,Total other violent violations,,15.66
2019,British Columbia,Total violent Criminal Code violations,,1566.56
2019,British Columbia,Homicide,,1.77
2019,British Columbia,Total other violations causing death,,0.47
2019,British Columbia,Attempted murder,,1.98
2019,British Columbia,"Sexual assault, level 3, aggravated",,0.2
2019,British Columbia,"Sexual assault, level 2, weapon or bodily harm",,1.06
2019,British Columbia,"Sexual assault, level 1",,80.24
2019,British Columbia,Total sexual violations against children,,28.91
2019,British Columbia,"Assault, level 3, aggravated",,6.71
2019,British Columbia,"Assault, level 2, weapon or bodily harm",,175.98
2019,British Columbia,"Assault, level 1",,576.57
2019,British Columbia,Total robbery,,56.25
2019,British Columbia,Uttering threats,,321.72
2019,British Columbia,Total other violent violations,,15.15
2019,Yukon,Total violent Criminal Code violations,,5050.53
2019,Yukon,Homicide,,2.42
2019,Yukon,Total other violations causing death,,0.0
2019,Yukon,Attempted murder,,2.42
2019,Yukon,"Sexual assault, level 3, aggravated",,2.42
2019,Yukon,"Sexual assault, level 2, weapon or bodily harm",,4.84
2019,Yukon,"Sexual assault, level 1",,299.79
2019,Yukon,Total sexual violations against children,,67.69
2019,Yukon,"Assault, level 3, aggravated",,29.01
2019,Yukon,"Assault, level 2, weapon or bodily harm",,522.22
2019,Yukon,"Assault, level 1",,2502.3
2019,Yukon,Total robbery,,53.19
2019,Yukon,Uttering threats,,964.65
2019,Yukon,Total other violent violations,,38.68
2019,Northwest Territories,Total violent Criminal Code violations,,11049.48
2019,Northwest Territories,Homicide,,4.44
2019,Northwest Territories,Total other violations causing death,,0.0
2019,Northwest Territories,Attempted murder,,2.22
2019,Northwest Territories,"Sexual assault, level 3, aggravated",,4.44
2019,Northwest Territories,"Sexual assault, level 2, weapon or bodily harm",,2.22
2019,Northwest Territories,"Sexual assault, level 1",,574.66
2019,Northwest Territories,Total sexual violations against children,,142.0
2019,Northwest Territories,"Assault, level 3, aggravated",,95.41
2019,Northwest Territories,"Assault, level 2, weapon or bodily harm",,1124.92
2019,Northwest Territories,"Assault, level 1",,6194.81
2019,Northwest Territories,Total robbery,,79.88
2019,Northwest Territories,Uttering threats,,1746.17
2019,Northwest Territories,Total other violent violations,,102.06
2019,Nunavut,Total violent Criminal Code violations,,11142.21
2019,Nunavut,Homicide,,18.14
2019,Nunavut,Total other violations causing death,,0.0
2019,Nunavut,Attempted murder,,15.55
2019,Nunavut,"Sexual assault, level 3, aggravated",,5.18
2019,Nunavut,"Sexual assault, level 2, weapon or bodily harm",,0.0
2019,Nunavut,"Sexual assault, level 1",,554.52
2019,Nunavut,Total sexual violations against children,,266.89
2019,Nunavut,"Assault, level 3, aggravated",,215.07
2019,Nunavut,"Assault, level 2, weapon or bodily harm",,1412.21
2019,Nunavut,"Assault, level 1",,5770.63
2019,Nunavut,Total robbery,,38.87
2019,Nunavut,Uttering threats,,1676.51
2019,Nunavut,Total other violent violations,,88.1
2020,,,,1264.74
2020,Canada,Homicide,,2.0
2020,Canada,Total other violations causing death,,0.31
2020,Canada,Attempted murder,,2.24
2020,Canada,"Sexual assault, level 3, aggravated",,0.37
2020,Canada,"Sexual assault, level 2, weapon or bodily harm",,1.64
2020,Canada,"Sexual assault, level 1",,74.0
2020,Canada,Total sexual violations against children,,28.25
2020,Canada,"Assault, level 3, aggravated",,10.2
2020,Canada,"Assault, level 2, weapon or bodily harm",,172.2
2020,Canada,"Assault, level 1",,470.47
2020,Canada,Total robbery,,50.87
2020,Canada,Uttering threats,,222.99
2020,Canada,Total other violent violations,,19.63
2020,Newfoundland and Labrador,Total violent Criminal Code violations,,1676.76
2020,Newfoundland and Labrador,Homicide,,0.77
2020,Newfoundland and Labrador,Total other violations causing death,,0.38
2020,Newfoundland and Labrador,Attempted murder,,0.19
2020,Newfoundland and Labrador,"Sexual assault, level 3, aggravated",,0.0
2020,Newfoundland and Labrador,"Sexual assault, level 2, weapon or bodily harm",,0.58
2020,Newfoundland and Labrador,"Sexual assault, level 1",,79.41
2020,Newfoundland and Labrador,Total sexual violations against children,,30.31
2020,Newfoundland and Labrador,"Assault, level 3, aggravated",,7.67
2020,Newfoundland and Labrador,"Assault, level 2, weapon or bodily harm",,155.55
2020,Newfoundland and Labrador,"Assault, level 1",,683.59
2020,Newfoundland and Labrador,Total robbery,,24.36
2020,Newfoundland and Labrador,Uttering threats,,429.26
2020,Newfoundland and Labrador,Total other violent violations,,18.61
2020,Prince Edward Island,Total violent Criminal Code violations,,1257.68
2020,Prince Edward Island,Homicide,,0.62
2020,Prince Edward Island,Total other violations causing death,,0.0
2020,Prince Edward Island,Attempted murder,,0.0
2020,Prince Edward Island,"Sexual assault, level 3, aggravated",,0.62
2020,Prince Edward Island,"Sexual assault, level 2, weapon or bodily harm",,0.62
2020,Prince Edward Island,"Sexual assault, level 1",,73.76
2020,Prince Edward Island,Total sexual violations against children,,27.27
2020,Prince Edward Island,"Assault, level 3, aggravated",,3.1
2020,Prince Edward Island,"Assault, level 2, weapon or bodily harm",,69.42
2020,Prince Edward Island,"Assault, level 1",,403.52
2020,Prince Edward Island,Total robbery,,4.96
2020,Prince Edward Island,Uttering threats,,305.59
2020,Prince Edward Island,Total other violent violations,,24.17
2020,Nova Scotia,Total violent Criminal Code violations,,1512.19
2020,Nova Scotia,Homicide,,3.77
2020,Nova Scotia,Total other violations causing death,,0.2
2020,Nova Scotia,Attempted murder,,4.89
2020,Nova Scotia,"Sexual assault, level 3, aggravated",,0.92
2020,Nova Scotia,"Sexual assault, level 2, weapon or bodily harm",,1.32
2020,Nova Scotia,"Sexual assault, level 1",,86.47
2020,Nova Scotia,Total sexual violations against children,,33.2
2020,Nova Scotia,"Assault, level 3, aggravated",,7.13
2020,Nova Scotia,"Assault, level 2, weapon or bodily harm",,145.13
2020,Nova Scotia,"Assault, level 1",,522.46
2020,Nova Scotia,Total robbery,,27.09
2020,Nova Scotia,Uttering threats,,363.28
2020,Nova Scotia,Total other violent violations,,32.08
2020,New Brunswick,Total violent Criminal Code violations,,1634.57
2020,New Brunswick,Homicide,,1.79
2020,New Brunswick,Total other violations causing death,,0.51
2020,New Brunswick,Attempted murder,,1.15
2020,New Brunswick,"Sexual assault, level 3, aggravated",,0.38
2020,New Brunswick,"Sexual assault, level 2, weapon or bodily harm",,1.02
2020,New Brunswick,"Sexual assault, level 1",,76.48
2020,New Brunswick,Total sexual violations against children,,27.71
2020,New Brunswick,"Assault, level 3, aggravated",,9.19
2020,New Brunswick,"Assault, level 2, weapon or bodily harm",,151.81
2020,New Brunswick,"Assault, level 1",,640.57
2020,New Brunswick,Total robbery,,18.64
2020,New Brunswick,Uttering threats,,369.89
2020,New Brunswick,Total other violent violations,,21.96
2020,Quebec,Total violent Criminal Code violations,,1117.13
2020,Quebec,Homicide,,1.01
2020,Quebec,Total other violations causing death,,0.54
2020,Quebec,Attempted murder,,2.62
2020,Quebec,"Sexual assault, level 3, aggravated",,0.41
2020,Quebec,"Sexual assault, level 2, weapon or bodily harm",,1.4
2020,Quebec,"Sexual assault, level 1",,68.94
2020,Quebec,Total sexual violations against children,,35.66
2020,Quebec,"Assault, level 3, aggravated",,3.05
2020,Quebec,"Assault, level 2, weapon or bodily harm",,138.05
2020,Quebec,"Assault, level 1",,412.47
2020,Quebec,Total robbery,,32.41
2020,Quebec,Uttering threats,,216.7
2020,Quebec,Total other violent violations,,29.52
2020,Ontario,Total violent Criminal Code violations,,899.52
2020,Ontario,Homicide,,1.63
2020,Ontario,Total other violations causing death,,0.18
2020,Ontario,Attempted murder,,2.23
2020,Ontario,"Sexual assault, level 3, aggravated",,0.2
2020,Ontario,"Sexual assault, level 2, weapon or bodily harm",,1.69
2020,Ontario,"Sexual assault, level 1",,63.09
