Year,Géographie,Actifs d'infrastructures publiques essentielles,Type de municipalité par taille de population,GeoCode,Value
2016,Territoires du Nord-Ouest,Routes,Toutes les municipalités,61,16.67
2016,Territoires du Nord-Ouest,Routes,Toutes les municipalités urbaines,61,0.0
2016,Territoires du Nord-Ouest,Routes,"Municipalités urbaines, population moins de 5 000",61,
2016,Territoires du Nord-Ouest,Routes,"Municipalités urbaines, population plus de 5 000 à 30 000",61,0.0
2016,Territoires du Nord-Ouest,Routes,"Municipalités urbaines, population 30 000 et plus",61,
2016,Territoires du Nord-Ouest,Routes,Toutes les municipalités rurales,61,20.0
2016,Territoires du Nord-Ouest,Routes,"Municipalités rurales, population moins de 5 000",61,20.0
2016,Territoires du Nord-Ouest,Routes,"Municipalités rurales, population 5 000 et plus",61,
2016,Territoires du Nord-Ouest,Ponts et tunnels,Toutes les municipalités,61,25.0
2016,Territoires du Nord-Ouest,Ponts et tunnels,Toutes les municipalités urbaines,61,0.0
2016,Territoires du Nord-Ouest,Ponts et tunnels,"Municipalités urbaines, population moins de 5 000",61,
2016,Territoires du Nord-Ouest,Ponts et tunnels,"Municipalités urbaines, population plus de 5 000 à 30 000",61,0.0
2016,Territoires du Nord-Ouest,Ponts et tunnels,"Municipalités urbaines, population 30 000 et plus",61,
2016,Territoires du Nord-Ouest,Ponts et tunnels,Toutes les municipalités rurales,61,33.33
2016,Territoires du Nord-Ouest,Ponts et tunnels,"Municipalités rurales, population moins de 5 000",61,33.33
2016,Territoires du Nord-Ouest,Ponts et tunnels,"Municipalités rurales, population 5 000 et plus",61,
2016,Territoires du Nord-Ouest,Logement social et abordable,Toutes les municipalités,61,
2016,Territoires du Nord-Ouest,Logement social et abordable,Toutes les municipalités urbaines,61,
2016,Territoires du Nord-Ouest,Logement social et abordable,"Municipalités urbaines, population moins de 5 000",61,
2016,Territoires du Nord-Ouest,Logement social et abordable,"Municipalités urbaines, population plus de 5 000 à 30 000",61,
2016,Territoires du Nord-Ouest,Logement social et abordable,"Municipalités urbaines, population 30 000 et plus",61,
2016,Territoires du Nord-Ouest,Logement social et abordable,Toutes les municipalités rurales,61,
2016,Territoires du Nord-Ouest,Logement social et abordable,"Municipalités rurales, population moins de 5 000",61,
2016,Territoires du Nord-Ouest,Logement social et abordable,"Municipalités rurales, population 5 000 et plus",61,
2016,Territoires du Nord-Ouest,"Installations culturelles, sportives et de loisirs",Toutes les municipalités,61,16.67
2016,Territoires du Nord-Ouest,"Installations culturelles, sportives et de loisirs",Toutes les municipalités urbaines,61,0.0
2016,Territoires du Nord-Ouest,"Installations culturelles, sportives et de loisirs","Municipalités urbaines, population moins de 5 000",61,
2016,Territoires du Nord-Ouest,"Installations culturelles, sportives et de loisirs","Municipalités urbaines, population plus de 5 000 à 30 000",61,0.0
2016,Territoires du Nord-Ouest,"Installations culturelles, sportives et de loisirs","Municipalités urbaines, population 30 000 et plus",61,
2016,Territoires du Nord-Ouest,"Installations culturelles, sportives et de loisirs",Toutes les municipalités rurales,61,20.0
2016,Territoires du Nord-Ouest,"Installations culturelles, sportives et de loisirs","Municipalités rurales, population moins de 5 000",61,20.0
2016,Territoires du Nord-Ouest,"Installations culturelles, sportives et de loisirs","Municipalités rurales, population 5 000 et plus",61,
2016,Nunavut,Actifs de transport en commun,Toutes les municipalités,62,
2016,Nunavut,Actifs de transport en commun,Toutes les municipalités urbaines,62,
2016,Nunavut,Actifs de transport en commun,"Municipalités urbaines, population moins de 5 000",62,
2016,Nunavut,Actifs de transport en commun,"Municipalités urbaines, population plus de 5 000 à 30 000",62,
2016,Nunavut,Actifs de transport en commun,"Municipalités urbaines, population 30 000 et plus",62,
2016,Nunavut,Actifs de transport en commun,Toutes les municipalités rurales,62,
2016,Nunavut,Actifs de transport en commun,"Municipalités rurales, population moins de 5 000",62,
2016,Nunavut,Actifs de transport en commun,"Municipalités rurales, population 5 000 et plus",62,
2016,Nunavut,Actifs relatifs à l'eau potable,Toutes les municipalités,62,37.5
2016,Nunavut,Actifs relatifs à l'eau potable,Toutes les municipalités urbaines,62,
2016,Nunavut,Actifs relatifs à l'eau potable,"Municipalités urbaines, population moins de 5 000",62,
2016,Nunavut,Actifs relatifs à l'eau potable,"Municipalités urbaines, population plus de 5 000 à 30 000",62,
2016,Nunavut,Actifs relatifs à l'eau potable,"Municipalités urbaines, population 30 000 et plus",62,
2016,Nunavut,Actifs relatifs à l'eau potable,Toutes les municipalités rurales,62,37.5
2016,Nunavut,Actifs relatifs à l'eau potable,"Municipalités rurales, population moins de 5 000",62,28.57
2016,Nunavut,Actifs relatifs à l'eau potable,"Municipalités rurales, population 5 000 et plus",62,100.0
2016,Nunavut,Actifs relatifs aux eaux pluviales,Toutes les municipalités,62,0.0
2016,Nunavut,Actifs relatifs aux eaux pluviales,Toutes les municipalités urbaines,62,
2016,Nunavut,Actifs relatifs aux eaux pluviales,"Municipalités urbaines, population moins de 5 000",62,
2016,Nunavut,Actifs relatifs aux eaux pluviales,"Municipalités urbaines, population plus de 5 000 à 30 000",62,
2016,Nunavut,Actifs relatifs aux eaux pluviales,"Municipalités urbaines, population 30 000 et plus",62,
2016,Nunavut,Actifs relatifs aux eaux pluviales,Toutes les municipalités rurales,62,0.0
2016,Nunavut,Actifs relatifs aux eaux pluviales,"Municipalités rurales, population moins de 5 000",62,0.0
2016,Nunavut,Actifs relatifs aux eaux pluviales,"Municipalités rurales, population 5 000 et plus",62,
2016,Nunavut,Actifs relatifs aux eaux usées,Toutes les municipalités,62,40.0
2016,Nunavut,Actifs relatifs aux eaux usées,Toutes les municipalités urbaines,62,
2016,Nunavut,Actifs relatifs aux eaux usées,"Municipalités urbaines, population moins de 5 000",62,
2016,Nunavut,Actifs relatifs aux eaux usées,"Municipalités urbaines, population plus de 5 000 à 30 000",62,
2016,Nunavut,Actifs relatifs aux eaux usées,"Municipalités urbaines, population 30 000 et plus",62,
2016,Nunavut,Actifs relatifs aux eaux usées,Toutes les municipalités rurales,62,40.0
2016,Nunavut,Actifs relatifs aux eaux usées,"Municipalités rurales, population moins de 5 000",62,44.44
2016,Nunavut,Actifs relatifs aux eaux usées,"Municipalités rurales, population 5 000 et plus",62,0.0
2016,Nunavut,Actifs relatifs aux déchets solides,Toutes les municipalités,62,33.33
2016,Nunavut,Actifs relatifs aux déchets solides,Toutes les municipalités urbaines,62,
2016,Nunavut,Actifs relatifs aux déchets solides,"Municipalités urbaines, population moins de 5 000",62,
2016,Nunavut,Actifs relatifs aux déchets solides,"Municipalités urbaines, population plus de 5 000 à 30 000",62,
2016,Nunavut,Actifs relatifs aux déchets solides,"Municipalités urbaines, population 30 000 et plus",62,
2016,Nunavut,Actifs relatifs aux déchets solides,Toutes les municipalités rurales,62,33.33
2016,Nunavut,Actifs relatifs aux déchets solides,"Municipalités rurales, population moins de 5 000",62,36.36
2016,Nunavut,Actifs relatifs aux déchets solides,"Municipalités rurales, population 5 000 et plus",62,0.0
2016,Nunavut,Routes,Toutes les municipalités,62,41.67
2016,Nunavut,Routes,Toutes les municipalités urbaines,62,
2016,Nunavut,Routes,"Municipalités urbaines, population moins de 5 000",62,
2016,Nunavut,Routes,"Municipalités urbaines, population plus de 5 000 à 30 000",62,
2016,Nunavut,Routes,"Municipalités urbaines, population 30 000 et plus",62,
2016,Nunavut,Routes,Toutes les municipalités rurales,62,41.67
2016,Nunavut,Routes,"Municipalités rurales, population moins de 5 000",62,36.36
2016,Nunavut,Routes,"Municipalités rurales, population 5 000 et plus",62,100.0
2016,Nunavut,Ponts et tunnels,Toutes les municipalités,62,0.0
2016,Nunavut,Ponts et tunnels,Toutes les municipalités urbaines,62,
2016,Nunavut,Ponts et tunnels,"Municipalités urbaines, population moins de 5 000",62,
2016,Nunavut,Ponts et tunnels,"Municipalités urbaines, population plus de 5 000 à 30 000",62,
2016,Nunavut,Ponts et tunnels,"Municipalités urbaines, population 30 000 et plus",62,
2016,Nunavut,Ponts et tunnels,Toutes les municipalités rurales,62,0.0
2016,Nunavut,Ponts et tunnels,"Municipalités rurales, population moins de 5 000",62,0.0
2016,Nunavut,Ponts et tunnels,"Municipalités rurales, population 5 000 et plus",62,0.0
2016,Nunavut,Logement social et abordable,Toutes les municipalités,62,0.0
2016,Nunavut,Logement social et abordable,Toutes les municipalités urbaines,62,
2016,Nunavut,Logement social et abordable,"Municipalités urbaines, population moins de 5 000",62,
2016,Nunavut,Logement social et abordable,"Municipalités urbaines, population plus de 5 000 à 30 000",62,
2016,Nunavut,Logement social et abordable,"Municipalités urbaines, population 30 000 et plus",62,
2016,Nunavut,Logement social et abordable,Toutes les municipalités rurales,62,0.0
2016,Nunavut,Logement social et abordable,"Municipalités rurales, population moins de 5 000",62,0.0
2016,Nunavut,Logement social et abordable,"Municipalités rurales, population 5 000 et plus",62,
2016,Nunavut,"Installations culturelles, sportives et de loisirs",Toutes les municipalités,62,33.33
2016,Nunavut,"Installations culturelles, sportives et de loisirs",Toutes les municipalités urbaines,62,
2016,Nunavut,"Installations culturelles, sportives et de loisirs","Municipalités urbaines, population moins de 5 000",62,
2016,Nunavut,"Installations culturelles, sportives et de loisirs","Municipalités urbaines, population plus de 5 000 à 30 000",62,
2016,Nunavut,"Installations culturelles, sportives et de loisirs","Municipalités urbaines, population 30 000 et plus",62,
2016,Nunavut,"Installations culturelles, sportives et de loisirs",Toutes les municipalités rurales,62,33.33
2016,Nunavut,"Installations culturelles, sportives et de loisirs","Municipalités rurales, population moins de 5 000",62,36.36
2016,Nunavut,"Installations culturelles, sportives et de loisirs","Municipalités rurales, population 5 000 et plus",62,0.0
2018,Canada,Actifs de transport en commun,Toutes les municipalités,11124,27.55
2018,Canada,Actifs de transport en commun,Toutes les municipalités urbaines,11124,28.94
2018,Canada,Actifs de transport en commun,"Municipalités urbaines, population moins de 5 000",11124,
2018,Canada,Actifs de transport en commun,"Municipalités urbaines, population plus de 5 000 à 30 000",11124,
2018,Canada,Actifs de transport en commun,"Municipalités urbaines, population 30 000 et plus",11124,
2018,Canada,Actifs de transport en commun,Toutes les municipalités rurales,11124,25.89
2018,Canada,Actifs de transport en commun,"Municipalités rurales, population moins de 5 000",11124,22.73
2018,Canada,Actifs de transport en commun,"Municipalités rurales, population 5 000 et plus",11124,37.21
2018,Canada,Actifs relatifs à l'eau potable,Toutes les municipalités,11124,42.47
2018,Canada,Actifs relatifs à l'eau potable,Toutes les municipalités urbaines,11124,55.5
2018,Canada,Actifs relatifs à l'eau potable,"Municipalités urbaines, population moins de 5 000",11124,50.76
2018,Canada,Actifs relatifs à l'eau potable,"Municipalités urbaines, population plus de 5 000 à 30 000",11124,63.74
2018,Canada,Actifs relatifs à l'eau potable,"Municipalités urbaines, population 30 000 et plus",11124,52.46
2018,Canada,Actifs relatifs à l'eau potable,Toutes les municipalités rurales,11124,37.79
2018,Canada,Actifs relatifs à l'eau potable,"Municipalités rurales, population moins de 5 000",11124,36.31
2018,Canada,Actifs relatifs à l'eau potable,"Municipalités rurales, population 5 000 et plus",11124,49.01
2018,Canada,Actifs relatifs aux eaux pluviales,Toutes les municipalités,11124,50.18
2018,Canada,Actifs relatifs aux eaux pluviales,Toutes les municipalités urbaines,11124,61.77
2018,Canada,Actifs relatifs aux eaux pluviales,"Municipalités urbaines, population moins de 5 000",11124,52.21
2018,Canada,Actifs relatifs aux eaux pluviales,"Municipalités urbaines, population plus de 5 000 à 30 000",11124,71.33
2018,Canada,Actifs relatifs aux eaux pluviales,"Municipalités urbaines, population 30 000 et plus",11124,69.06
2018,Canada,Actifs relatifs aux eaux pluviales,Toutes les municipalités rurales,11124,45.37
2018,Canada,Actifs relatifs aux eaux pluviales,"Municipalités rurales, population moins de 5 000",11124,43.42
2018,Canada,Actifs relatifs aux eaux pluviales,"Municipalités rurales, population 5 000 et plus",11124,56.47
2018,Canada,Actifs relatifs aux eaux usées,Toutes les municipalités,11124,43.9
2018,Canada,Actifs relatifs aux eaux usées,Toutes les municipalités urbaines,11124,55.84
2018,Canada,Actifs relatifs aux eaux usées,"Municipalités urbaines, population moins de 5 000",11124,49.39
2018,Canada,Actifs relatifs aux eaux usées,"Municipalités urbaines, population plus de 5 000 à 30 000",11124,65.59
2018,Canada,Actifs relatifs aux eaux usées,"Municipalités urbaines, population 30 000 et plus",11124,55.12
2018,Canada,Actifs relatifs aux eaux usées,Toutes les municipalités rurales,11124,39.78
2018,Canada,Actifs relatifs aux eaux usées,"Municipalités rurales, population moins de 5 000",11124,38.21
2018,Canada,Actifs relatifs aux eaux usées,"Municipalités rurales, population 5 000 et plus",11124,52.4
2018,Canada,Actifs relatifs aux déchets solides,Toutes les municipalités,11124,30.16
2018,Canada,Actifs relatifs aux déchets solides,Toutes les municipalités urbaines,11124,37.08
2018,Canada,Actifs relatifs aux déchets solides,"Municipalités urbaines, population moins de 5 000",11124,34.52
2018,Canada,Actifs relatifs aux déchets solides,"Municipalités urbaines, population plus de 5 000 à 30 000",11124,39.52
2018,Canada,Actifs relatifs aux déchets solides,"Municipalités urbaines, population 30 000 et plus",11124,40.23
2018,Canada,Actifs relatifs aux déchets solides,Toutes les municipalités rurales,11124,27.72
2018,Canada,Actifs relatifs aux déchets solides,"Municipalités rurales, population moins de 5 000",11124,27.35
2018,Canada,Actifs relatifs aux déchets solides,"Municipalités rurales, population 5 000 et plus",11124,31.18
2018,Canada,Routes,Toutes les municipalités,11124,41.81
2018,Canada,Routes,Toutes les municipalités urbaines,11124,49.17
2018,Canada,Routes,"Municipalités urbaines, population moins de 5 000",11124,39.33
2018,Canada,Routes,"Municipalités urbaines, population plus de 5 000 à 30 000",11124,59.65
2018,Canada,Routes,"Municipalités urbaines, population 30 000 et plus",11124,56.83
2018,Canada,Routes,Toutes les municipalités rurales,11124,39.73
2018,Canada,Routes,"Municipalités rurales, population moins de 5 000",11124,38.56
2018,Canada,Routes,"Municipalités rurales, population 5 000 et plus",11124,50.17
2018,Canada,Ponts et tunnels,Toutes les municipalités,11124,39.54
2018,Canada,Ponts et tunnels,Toutes les municipalités urbaines,11124,38.01
2018,Canada,Ponts et tunnels,"Municipalités urbaines, population moins de 5 000",11124,
2018,Canada,Ponts et tunnels,"Municipalités urbaines, population plus de 5 000 à 30 000",11124,
2018,Canada,Ponts et tunnels,"Municipalités urbaines, population 30 000 et plus",11124,
2018,Canada,Ponts et tunnels,Toutes les municipalités rurales,11124,40.05
2018,Canada,Ponts et tunnels,"Municipalités rurales, population moins de 5 000",11124,38.66
2018,Canada,Ponts et tunnels,"Municipalités rurales, population 5 000 et plus",11124,46.41
2018,Canada,Logement social et abordable,Toutes les municipalités,11124,
2018,Canada,Logement social et abordable,Toutes les municipalités urbaines,11124,
2018,Canada,Logement social et abordable,"Municipalités urbaines, population moins de 5 000",11124,
2018,Canada,Logement social et abordable,"Municipalités urbaines, population plus de 5 000 à 30 000",11124,
2018,Canada,Logement social et abordable,"Municipalités urbaines, population 30 000 et plus",11124,
2018,Canada,Logement social et abordable,Toutes les municipalités rurales,11124,
2018,Canada,Logement social et abordable,"Municipalités rurales, population moins de 5 000",11124,
2018,Canada,Logement social et abordable,"Municipalités rurales, population 5 000 et plus",11124,
2018,Canada,"Installations culturelles, sportives et de loisirs",Toutes les municipalités,11124,35.07
2018,Canada,"Installations culturelles, sportives et de loisirs",Toutes les municipalités urbaines,11124,40.46
2018,Canada,"Installations culturelles, sportives et de loisirs","Municipalités urbaines, population moins de 5 000",11124,36.59
2018,Canada,"Installations culturelles, sportives et de loisirs","Municipalités urbaines, population plus de 5 000 à 30 000",11124,44.09
2018,Canada,"Installations culturelles, sportives et de loisirs","Municipalités urbaines, population 30 000 et plus",11124,44.29
2018,Canada,"Installations culturelles, sportives et de loisirs",Toutes les municipalités rurales,11124,33.27
2018,Canada,"Installations culturelles, sportives et de loisirs","Municipalités rurales, population moins de 5 000",11124,32.16
2018,Canada,"Installations culturelles, sportives et de loisirs","Municipalités rurales, population 5 000 et plus",11124,41.61
2018,Terre-Neuve-et-Labrador,Actifs de transport en commun,Toutes les municipalités,10,100.0
2018,Terre-Neuve-et-Labrador,Actifs de transport en commun,Toutes les municipalités urbaines,10,100.0
2018,Terre-Neuve-et-Labrador,Actifs de transport en commun,"Municipalités urbaines, population moins de 5 000",10,
2018,Terre-Neuve-et-Labrador,Actifs de transport en commun,"Municipalités urbaines, population plus de 5 000 à 30 000",10,100.0
2018,Terre-Neuve-et-Labrador,Actifs de transport en commun,"Municipalités urbaines, population 30 000 et plus",10,100.0
2018,Terre-Neuve-et-Labrador,Actifs de transport en commun,Toutes les municipalités rurales,10,
2018,Terre-Neuve-et-Labrador,Actifs de transport en commun,"Municipalités rurales, population moins de 5 000",10,
2018,Terre-Neuve-et-Labrador,Actifs de transport en commun,"Municipalités rurales, population 5 000 et plus",10,
2018,Terre-Neuve-et-Labrador,Actifs relatifs à l'eau potable,Toutes les municipalités,10,36.97
2018,Terre-Neuve-et-Labrador,Actifs relatifs à l'eau potable,Toutes les municipalités urbaines,10,54.05
2018,Terre-Neuve-et-Labrador,Actifs relatifs à l'eau potable,"Municipalités urbaines, population moins de 5 000",10,36.36
2018,Terre-Neuve-et-Labrador,Actifs relatifs à l'eau potable,"Municipalités urbaines, population plus de 5 000 à 30 000",10,73.33
2018,Terre-Neuve-et-Labrador,Actifs relatifs à l'eau potable,"Municipalités urbaines, population 30 000 et plus",10,100.0
2018,Terre-Neuve-et-Labrador,Actifs relatifs à l'eau potable,Toutes les municipalités rurales,10,34.55
2018,Terre-Neuve-et-Labrador,Actifs relatifs à l'eau potable,"Municipalités rurales, population moins de 5 000",10,34.16
2018,Terre-Neuve-et-Labrador,Actifs relatifs à l'eau potable,"Municipalités rurales, population 5 000 et plus",10,33.33
2018,Terre-Neuve-et-Labrador,Actifs relatifs aux eaux pluviales,Toutes les municipalités,10,50.6
2018,Terre-Neuve-et-Labrador,Actifs relatifs aux eaux pluviales,Toutes les municipalités urbaines,10,67.65
2018,Terre-Neuve-et-Labrador,Actifs relatifs aux eaux pluviales,"Municipalités urbaines, population moins de 5 000",10,57.89
2018,Terre-Neuve-et-Labrador,Actifs relatifs aux eaux pluviales,"Municipalités urbaines, population plus de 5 000 à 30 000",10,73.33
2018,Terre-Neuve-et-Labrador,Actifs relatifs aux eaux pluviales,"Municipalités urbaines, population 30 000 et plus",10,100.0
2018,Terre-Neuve-et-Labrador,Actifs relatifs aux eaux pluviales,Toutes les municipalités rurales,10,46.27
2018,Terre-Neuve-et-Labrador,Actifs relatifs aux eaux pluviales,"Municipalités rurales, population moins de 5 000",10,45.8
2018,Terre-Neuve-et-Labrador,Actifs relatifs aux eaux pluviales,"Municipalités rurales, population 5 000 et plus",10,66.67
2018,Terre-Neuve-et-Labrador,Actifs relatifs aux eaux usées,Toutes les municipalités,10,36.4
2018,Terre-Neuve-et-Labrador,Actifs relatifs aux eaux usées,Toutes les municipalités urbaines,10,54.05
2018,Terre-Neuve-et-Labrador,Actifs relatifs aux eaux usées,"Municipalités urbaines, population moins de 5 000",10,36.36
2018,Terre-Neuve-et-Labrador,Actifs relatifs aux eaux usées,"Municipalités urbaines, population plus de 5 000 à 30 000",10,73.33
2018,Terre-Neuve-et-Labrador,Actifs relatifs aux eaux usées,"Municipalités urbaines, population 30 000 et plus",10,100.0
2018,Terre-Neuve-et-Labrador,Actifs relatifs aux eaux usées,Toutes les municipalités rurales,10,33.76
2018,Terre-Neuve-et-Labrador,Actifs relatifs aux eaux usées,"Municipalités rurales, population moins de 5 000",10,33.33
2018,Terre-Neuve-et-Labrador,Actifs relatifs aux eaux usées,"Municipalités rurales, population 5 000 et plus",10,66.67
2018,Terre-Neuve-et-Labrador,Actifs relatifs aux déchets solides,Toutes les municipalités,10,34.68
2018,Terre-Neuve-et-Labrador,Actifs relatifs aux déchets solides,Toutes les municipalités urbaines,10,54.17
2018,Terre-Neuve-et-Labrador,Actifs relatifs aux déchets solides,"Municipalités urbaines, population moins de 5 000",10,54.55
2018,Terre-Neuve-et-Labrador,Actifs relatifs aux déchets solides,"Municipalités urbaines, population plus de 5 000 à 30 000",10,50.0
2018,Terre-Neuve-et-Labrador,Actifs relatifs aux déchets solides,"Municipalités urbaines, population 30 000 et plus",10,100.0
2018,Terre-Neuve-et-Labrador,Actifs relatifs aux déchets solides,Toutes les municipalités rurales,10,31.54
2018,Terre-Neuve-et-Labrador,Actifs relatifs aux déchets solides,"Municipalités rurales, population moins de 5 000",10,29.93
2018,Terre-Neuve-et-Labrador,Actifs relatifs aux déchets solides,"Municipalités rurales, population 5 000 et plus",10,100.0
2018,Terre-Neuve-et-Labrador,Routes,Toutes les municipalités,10,40.44
2018,Terre-Neuve-et-Labrador,Routes,Toutes les municipalités urbaines,10,52.5
2018,Terre-Neuve-et-Labrador,Routes,"Municipalités urbaines, population moins de 5 000",10,45.83
2018,Terre-Neuve-et-Labrador,Routes,"Municipalités urbaines, population plus de 5 000 à 30 000",10,66.67
2018,Terre-Neuve-et-Labrador,Routes,"Municipalités urbaines, population 30 000 et plus",10,0.0
2018,Terre-Neuve-et-Labrador,Routes,Toutes les municipalités rurales,10,38.71
2018,Terre-Neuve-et-Labrador,Routes,"Municipalités rurales, population moins de 5 000",10,38.55
2018,Terre-Neuve-et-Labrador,Routes,"Municipalités rurales, population 5 000 et plus",10,66.67
2018,Terre-Neuve-et-Labrador,Ponts et tunnels,Toutes les municipalités,10,40.96
2018,Terre-Neuve-et-Labrador,Ponts et tunnels,Toutes les municipalités urbaines,10,48.0
2018,Terre-Neuve-et-Labrador,Ponts et tunnels,"Municipalités urbaines, population moins de 5 000",10,35.71
2018,Terre-Neuve-et-Labrador,Ponts et tunnels,"Municipalités urbaines, population plus de 5 000 à 30 000",10,60.0
2018,Terre-Neuve-et-Labrador,Ponts et tunnels,"Municipalités urbaines, population 30 000 et plus",10,100.0
2018,Terre-Neuve-et-Labrador,Ponts et tunnels,Toutes les municipalités rurales,10,37.93
2018,Terre-Neuve-et-Labrador,Ponts et tunnels,"Municipalités rurales, population moins de 5 000",10,36.84
2018,Terre-Neuve-et-Labrador,Ponts et tunnels,"Municipalités rurales, population 5 000 et plus",10,100.0
2018,Terre-Neuve-et-Labrador,Logement social et abordable,Toutes les municipalités,10,
2018,Terre-Neuve-et-Labrador,Logement social et abordable,Toutes les municipalités urbaines,10,
2018,Terre-Neuve-et-Labrador,Logement social et abordable,"Municipalités urbaines, population moins de 5 000",10,
2018,Terre-Neuve-et-Labrador,Logement social et abordable,"Municipalités urbaines, population plus de 5 000 à 30 000",10,
2018,Terre-Neuve-et-Labrador,Logement social et abordable,"Municipalités urbaines, population 30 000 et plus",10,
2018,Terre-Neuve-et-Labrador,Logement social et abordable,Toutes les municipalités rurales,10,
2018,Terre-Neuve-et-Labrador,Logement social et abordable,"Municipalités rurales, population moins de 5 000",10,
2018,Terre-Neuve-et-Labrador,Logement social et abordable,"Municipalités rurales, population 5 000 et plus",10,
2018,Terre-Neuve-et-Labrador,"Installations culturelles, sportives et de loisirs",Toutes les municipalités,10,27.33
2018,Terre-Neuve-et-Labrador,"Installations culturelles, sportives et de loisirs",Toutes les municipalités urbaines,10,43.59
2018,Terre-Neuve-et-Labrador,"Installations culturelles, sportives et de loisirs","Municipalités urbaines, population moins de 5 000",10,33.33
2018,Terre-Neuve-et-Labrador,"Installations culturelles, sportives et de loisirs","Municipalités urbaines, population plus de 5 000 à 30 000",10,61.54
2018,Terre-Neuve-et-Labrador,"Installations culturelles, sportives et de loisirs","Municipalités urbaines, population 30 000 et plus",10,100.0
2018,Terre-Neuve-et-Labrador,"Installations culturelles, sportives et de loisirs",Toutes les municipalités rurales,10,24.9
2018,Terre-Neuve-et-Labrador,"Installations culturelles, sportives et de loisirs","Municipalités rurales, population moins de 5 000",10,24.03
2018,Terre-Neuve-et-Labrador,"Installations culturelles, sportives et de loisirs","Municipalités rurales, population 5 000 et plus",10,66.67
2018,Île-du-Prince-Édouard,Actifs de transport en commun,Toutes les municipalités,11,40.0
2018,Île-du-Prince-Édouard,Actifs de transport en commun,Toutes les municipalités urbaines,11,66.67
2018,Île-du-Prince-Édouard,Actifs de transport en commun,"Municipalités urbaines, population moins de 5 000",11,
2018,Île-du-Prince-Édouard,Actifs de transport en commun,"Municipalités urbaines, population plus de 5 000 à 30 000",11,100.0
2018,Île-du-Prince-Édouard,Actifs de transport en commun,"Municipalités urbaines, population 30 000 et plus",11,0.0
2018,Île-du-Prince-Édouard,Actifs de transport en commun,Toutes les municipalités rurales,11,0.0
2018,Île-du-Prince-Édouard,Actifs de transport en commun,"Municipalités rurales, population moins de 5 000",11,
2018,Île-du-Prince-Édouard,Actifs de transport en commun,"Municipalités rurales, population 5 000 et plus",11,0.0
2018,Île-du-Prince-Édouard,Actifs relatifs à l'eau potable,Toutes les municipalités,11,45.0
2018,Île-du-Prince-Édouard,Actifs relatifs à l'eau potable,Toutes les municipalités urbaines,11,44.44
2018,Île-du-Prince-Édouard,Actifs relatifs à l'eau potable,"Municipalités urbaines, population moins de 5 000",11,0.0
2018,Île-du-Prince-Édouard,Actifs relatifs à l'eau potable,"Municipalités urbaines, population plus de 5 000 à 30 000",11,100.0
2018,Île-du-Prince-Édouard,Actifs relatifs à l'eau potable,"Municipalités urbaines, population 30 000 et plus",11,100.0
2018,Île-du-Prince-Édouard,Actifs relatifs à l'eau potable,Toutes les municipalités rurales,11,45.16
2018,Île-du-Prince-Édouard,Actifs relatifs à l'eau potable,"Municipalités rurales, population moins de 5 000",11,37.93
2018,Île-du-Prince-Édouard,Actifs relatifs à l'eau potable,"Municipalités rurales, population 5 000 et plus",11,100.0
2018,Île-du-Prince-Édouard,Actifs relatifs aux eaux pluviales,Toutes les municipalités,11,50.0
2018,Île-du-Prince-Édouard,Actifs relatifs aux eaux pluviales,Toutes les municipalités urbaines,11,37.5
2018,Île-du-Prince-Édouard,Actifs relatifs aux eaux pluviales,"Municipalités urbaines, population moins de 5 000",11,0.0
2018,Île-du-Prince-Édouard,Actifs relatifs aux eaux pluviales,"Municipalités urbaines, population plus de 5 000 à 30 000",11,100.0
2018,Île-du-Prince-Édouard,Actifs relatifs aux eaux pluviales,"Municipalités urbaines, population 30 000 et plus",11,100.0
2018,Île-du-Prince-Édouard,Actifs relatifs aux eaux pluviales,Toutes les municipalités rurales,11,54.55
2018,Île-du-Prince-Édouard,Actifs relatifs aux eaux pluviales,"Municipalités rurales, population moins de 5 000",11,54.55
2018,Île-du-Prince-Édouard,Actifs relatifs aux eaux pluviales,"Municipalités rurales, population 5 000 et plus",11,
2018,Île-du-Prince-Édouard,Actifs relatifs aux eaux usées,Toutes les municipalités,11,35.8
2018,Île-du-Prince-Édouard,Actifs relatifs aux eaux usées,Toutes les municipalités urbaines,11,21.43
2018,Île-du-Prince-Édouard,Actifs relatifs aux eaux usées,"Municipalités urbaines, population moins de 5 000",11,0.0
2018,Île-du-Prince-Édouard,Actifs relatifs aux eaux usées,"Municipalités urbaines, population plus de 5 000 à 30 000",11,100.0
2018,Île-du-Prince-Édouard,Actifs relatifs aux eaux usées,"Municipalités urbaines, population 30 000 et plus",11,0.0
2018,Île-du-Prince-Édouard,Actifs relatifs aux eaux usées,Toutes les municipalités rurales,11,38.81
2018,Île-du-Prince-Édouard,Actifs relatifs aux eaux usées,"Municipalités rurales, population moins de 5 000",11,36.92
2018,Île-du-Prince-Édouard,Actifs relatifs aux eaux usées,"Municipalités rurales, population 5 000 et plus",11,100.0
2018,Île-du-Prince-Édouard,Actifs relatifs aux déchets solides,Toutes les municipalités,11,0.0
2018,Île-du-Prince-Édouard,Actifs relatifs aux déchets solides,Toutes les municipalités urbaines,11,
2018,Île-du-Prince-Édouard,Actifs relatifs aux déchets solides,"Municipalités urbaines, population moins de 5 000",11,
