Year,Géographie,Type de famille économique,data.Demographic characteristics,Niveau de sécurité alimentaire du ménage,GeoCode,Value
2020,Saskatchewan,Personnes dans les couples,,Insécurité alimentaire grave,47,4.2
2020,Saskatchewan,Personnes dans les familles comptant un couple avec des enfants,,Sécurité alimentaire,47,81.6
2020,Saskatchewan,Personnes dans les familles comptant un couple avec des enfants,,Insécurité alimentaire,47,18.4
2020,Saskatchewan,Personnes dans les familles comptant un couple avec des enfants,,Insécurité alimentaire marginale,47,7.4
2020,Saskatchewan,Personnes dans les familles comptant un couple avec des enfants,,Insécurité alimentaire modérée ou grave,47,10.9
2020,Saskatchewan,Personnes dans les familles comptant un couple avec des enfants,,Insécurité alimentaire modérée,47,7.2
2020,Saskatchewan,Personnes dans les familles comptant un couple avec des enfants,,Insécurité alimentaire grave,47,3.8
2020,Saskatchewan,Personnes dans les familles comptant un couple avec d'autres personnes apparentées,,Sécurité alimentaire,47,89.1
2020,Saskatchewan,Personnes dans les familles comptant un couple avec d'autres personnes apparentées,,Insécurité alimentaire,47,10.9
2020,Saskatchewan,Personnes dans les familles comptant un couple avec d'autres personnes apparentées,,Insécurité alimentaire marginale,47,
2020,Saskatchewan,Personnes dans les familles comptant un couple avec d'autres personnes apparentées,,Insécurité alimentaire modérée ou grave,47,7.0
2020,Saskatchewan,Personnes dans les familles comptant un couple avec d'autres personnes apparentées,,Insécurité alimentaire modérée,47,5.7
2020,Saskatchewan,Personnes dans les familles comptant un couple avec d'autres personnes apparentées,,Insécurité alimentaire grave,47,
2020,Saskatchewan,Personnes dans les familles monoparentales,,Sécurité alimentaire,47,53.4
2020,Saskatchewan,Personnes dans les familles monoparentales,,Insécurité alimentaire,47,46.6
2020,Saskatchewan,Personnes dans les familles monoparentales,,Insécurité alimentaire marginale,47,10.4
2020,Saskatchewan,Personnes dans les familles monoparentales,,Insécurité alimentaire modérée ou grave,47,36.3
2020,Saskatchewan,Personnes dans les familles monoparentales,,Insécurité alimentaire modérée,47,23.0
2020,Saskatchewan,Personnes dans les familles monoparentales,,Insécurité alimentaire grave,47,13.3
2020,Saskatchewan,Personnes dans les familles monoparentales ayant un homme à leur tête,,Sécurité alimentaire,47,68.0
2020,Saskatchewan,Personnes dans les familles monoparentales ayant un homme à leur tête,,Insécurité alimentaire,47,32.0
2020,Saskatchewan,Personnes dans les familles monoparentales ayant un homme à leur tête,,Insécurité alimentaire marginale,47,
2020,Saskatchewan,Personnes dans les familles monoparentales ayant un homme à leur tête,,Insécurité alimentaire modérée ou grave,47,
2020,Saskatchewan,Personnes dans les familles monoparentales ayant un homme à leur tête,,Insécurité alimentaire modérée,47,
2020,Saskatchewan,Personnes dans les familles monoparentales ayant un homme à leur tête,,Insécurité alimentaire grave,47,
2020,Saskatchewan,Personnes dans les familles monoparentales ayant une femme à leur tête,,Sécurité alimentaire,47,49.8
2020,Saskatchewan,Personnes dans les familles monoparentales ayant une femme à leur tête,,Insécurité alimentaire,47,50.2
2020,Saskatchewan,Personnes dans les familles monoparentales ayant une femme à leur tête,,Insécurité alimentaire marginale,47,
2020,Saskatchewan,Personnes dans les familles monoparentales ayant une femme à leur tête,,Insécurité alimentaire modérée ou grave,47,41.8
2020,Saskatchewan,Personnes dans les familles monoparentales ayant une femme à leur tête,,Insécurité alimentaire modérée,47,25.6
2020,Saskatchewan,Personnes dans les familles monoparentales ayant une femme à leur tête,,Insécurité alimentaire grave,47,16.2
2020,Saskatchewan,Personnes dans les autres familles de personnes non âgées,,Sécurité alimentaire,47,73.8
2020,Saskatchewan,Personnes dans les autres familles de personnes non âgées,,Insécurité alimentaire,47,26.2
2020,Saskatchewan,Personnes dans les autres familles de personnes non âgées,,Insécurité alimentaire marginale,47,
2020,Saskatchewan,Personnes dans les autres familles de personnes non âgées,,Insécurité alimentaire modérée ou grave,47,22.6
2020,Saskatchewan,Personnes dans les autres familles de personnes non âgées,,Insécurité alimentaire modérée,47,16.4
2020,Saskatchewan,Personnes dans les autres familles de personnes non âgées,,Insécurité alimentaire grave,47,
2020,Saskatchewan,Personnes hors famille économique,,Sécurité alimentaire,47,76.9
2020,Saskatchewan,Personnes hors famille économique,,Insécurité alimentaire,47,23.1
2020,Saskatchewan,Personnes hors famille économique,,Insécurité alimentaire marginale,47,5.8
2020,Saskatchewan,Personnes hors famille économique,,Insécurité alimentaire modérée ou grave,47,17.3
2020,Saskatchewan,Personnes hors famille économique,,Insécurité alimentaire modérée,47,8.3
2020,Saskatchewan,Personnes hors famille économique,,Insécurité alimentaire grave,47,9.0
2020,Saskatchewan,Personnes âgées hors famille économique,,Sécurité alimentaire,47,88.7
2020,Saskatchewan,Personnes âgées hors famille économique,,Insécurité alimentaire,47,11.3
2020,Saskatchewan,Personnes âgées hors famille économique,,Insécurité alimentaire marginale,47,4.8
2020,Saskatchewan,Personnes âgées hors famille économique,,Insécurité alimentaire modérée ou grave,47,6.5
2020,Saskatchewan,Personnes âgées hors famille économique,,Insécurité alimentaire modérée,47,4.4
2020,Saskatchewan,Personnes âgées hors famille économique,,Insécurité alimentaire grave,47,
2020,Saskatchewan,Hommes âgés hors famille économique,,Sécurité alimentaire,47,86.6
2020,Saskatchewan,Hommes âgés hors famille économique,,Insécurité alimentaire,47,13.4
2020,Saskatchewan,Hommes âgés hors famille économique,,Insécurité alimentaire marginale,47,
2020,Saskatchewan,Hommes âgés hors famille économique,,Insécurité alimentaire modérée ou grave,47,9.4
2020,Saskatchewan,Hommes âgés hors famille économique,,Insécurité alimentaire modérée,47,
2020,Saskatchewan,Hommes âgés hors famille économique,,Insécurité alimentaire grave,47,
2020,Saskatchewan,Femmes âgées hors famille économique,,Sécurité alimentaire,47,89.9
2020,Saskatchewan,Femmes âgées hors famille économique,,Insécurité alimentaire,47,10.1
2020,Saskatchewan,Femmes âgées hors famille économique,,Insécurité alimentaire marginale,47,5.3
2020,Saskatchewan,Femmes âgées hors famille économique,,Insécurité alimentaire modérée ou grave,47,4.7
2020,Saskatchewan,Femmes âgées hors famille économique,,Insécurité alimentaire modérée,47,
2020,Saskatchewan,Femmes âgées hors famille économique,,Insécurité alimentaire grave,47,
2020,Saskatchewan,Personnes non âgées hors famille économique,,Sécurité alimentaire,47,70.9
2020,Saskatchewan,Personnes non âgées hors famille économique,,Insécurité alimentaire,47,29.1
2020,Saskatchewan,Personnes non âgées hors famille économique,,Insécurité alimentaire marginale,47,6.3
2020,Saskatchewan,Personnes non âgées hors famille économique,,Insécurité alimentaire modérée ou grave,47,22.8
2020,Saskatchewan,Personnes non âgées hors famille économique,,Insécurité alimentaire modérée,47,10.3
2020,Saskatchewan,Personnes non âgées hors famille économique,,Insécurité alimentaire grave,47,12.5
2020,Saskatchewan,Hommes non âgés hors famille économique,,Sécurité alimentaire,47,71.7
2020,Saskatchewan,Hommes non âgés hors famille économique,,Insécurité alimentaire,47,28.3
2020,Saskatchewan,Hommes non âgés hors famille économique,,Insécurité alimentaire marginale,47,5.5
2020,Saskatchewan,Hommes non âgés hors famille économique,,Insécurité alimentaire modérée ou grave,47,22.8
2020,Saskatchewan,Hommes non âgés hors famille économique,,Insécurité alimentaire modérée,47,8.6
2020,Saskatchewan,Hommes non âgés hors famille économique,,Insécurité alimentaire grave,47,14.2
2020,Saskatchewan,Femmes non âgées hors famille économique,,Sécurité alimentaire,47,69.7
2020,Saskatchewan,Femmes non âgées hors famille économique,,Insécurité alimentaire,47,30.3
2020,Saskatchewan,Femmes non âgées hors famille économique,,Insécurité alimentaire marginale,47,7.5
2020,Saskatchewan,Femmes non âgées hors famille économique,,Insécurité alimentaire modérée ou grave,47,22.8
2020,Saskatchewan,Femmes non âgées hors famille économique,,Insécurité alimentaire modérée,47,13.0
2020,Saskatchewan,Femmes non âgées hors famille économique,,Insécurité alimentaire grave,47,9.8
2020,Alberta,Toutes les personnes,,Sécurité alimentaire,48,80.3
2020,Alberta,Toutes les personnes,,Insécurité alimentaire,48,19.7
2020,Alberta,Toutes les personnes,,Insécurité alimentaire marginale,48,4.6
2020,Alberta,Toutes les personnes,,Insécurité alimentaire modérée ou grave,48,15.1
2020,Alberta,Toutes les personnes,,Insécurité alimentaire modérée,48,9.7
2020,Alberta,Toutes les personnes,,Insécurité alimentaire grave,48,5.4
2020,Alberta,Personnes dans les familles économiques,,Sécurité alimentaire,48,81.1
2020,Alberta,Personnes dans les familles économiques,,Insécurité alimentaire,48,18.9
2020,Alberta,Personnes dans les familles économiques,,Insécurité alimentaire marginale,48,4.5
2020,Alberta,Personnes dans les familles économiques,,Insécurité alimentaire modérée ou grave,48,14.4
2020,Alberta,Personnes dans les familles économiques,,Insécurité alimentaire modérée,48,9.6
2020,Alberta,Personnes dans les familles économiques,,Insécurité alimentaire grave,48,4.8
2020,Alberta,Personnes dans les familles de personnes âgées,,Sécurité alimentaire,48,91.3
2020,Alberta,Personnes dans les familles de personnes âgées,,Insécurité alimentaire,48,8.7
2020,Alberta,Personnes dans les familles de personnes âgées,,Insécurité alimentaire marginale,48,3.6
2020,Alberta,Personnes dans les familles de personnes âgées,,Insécurité alimentaire modérée ou grave,48,5.1
2020,Alberta,Personnes dans les familles de personnes âgées,,Insécurité alimentaire modérée,48,3.2
2020,Alberta,Personnes dans les familles de personnes âgées,,Insécurité alimentaire grave,48,1.8
2020,Alberta,Personnes dans les couples de personnes âgées,,Sécurité alimentaire,48,93.2
2020,Alberta,Personnes dans les couples de personnes âgées,,Insécurité alimentaire,48,6.8
2020,Alberta,Personnes dans les couples de personnes âgées,,Insécurité alimentaire marginale,48,2.7
2020,Alberta,Personnes dans les couples de personnes âgées,,Insécurité alimentaire modérée ou grave,48,4.0
2020,Alberta,Personnes dans les couples de personnes âgées,,Insécurité alimentaire modérée,48,1.9
2020,Alberta,Personnes dans les couples de personnes âgées,,Insécurité alimentaire grave,48,
2020,Alberta,Personnes dans les autres familles de personnes âgées,,Sécurité alimentaire,48,87.1
2020,Alberta,Personnes dans les autres familles de personnes âgées,,Insécurité alimentaire,48,12.9
2020,Alberta,Personnes dans les autres familles de personnes âgées,,Insécurité alimentaire marginale,48,
2020,Alberta,Personnes dans les autres familles de personnes âgées,,Insécurité alimentaire modérée ou grave,48,
2020,Alberta,Personnes dans les autres familles de personnes âgées,,Insécurité alimentaire modérée,48,
2020,Alberta,Personnes dans les autres familles de personnes âgées,,Insécurité alimentaire grave,48,
2020,Alberta,Personnes dans les familles non âgées,,Sécurité alimentaire,48,79.8
2020,Alberta,Personnes dans les familles non âgées,,Insécurité alimentaire,48,20.2
2020,Alberta,Personnes dans les familles non âgées,,Insécurité alimentaire marginale,48,4.6
2020,Alberta,Personnes dans les familles non âgées,,Insécurité alimentaire modérée ou grave,48,15.6
2020,Alberta,Personnes dans les familles non âgées,,Insécurité alimentaire modérée,48,10.4
2020,Alberta,Personnes dans les familles non âgées,,Insécurité alimentaire grave,48,5.2
2020,Alberta,Personnes dans les couples,,Sécurité alimentaire,48,83.4
2020,Alberta,Personnes dans les couples,,Insécurité alimentaire,48,16.6
2020,Alberta,Personnes dans les couples,,Insécurité alimentaire marginale,48,5.1
2020,Alberta,Personnes dans les couples,,Insécurité alimentaire modérée ou grave,48,11.5
2020,Alberta,Personnes dans les couples,,Insécurité alimentaire modérée,48,7.0
2020,Alberta,Personnes dans les couples,,Insécurité alimentaire grave,48,4.5
2020,Alberta,Personnes dans les familles comptant un couple avec des enfants,,Sécurité alimentaire,48,80.4
2020,Alberta,Personnes dans les familles comptant un couple avec des enfants,,Insécurité alimentaire,48,19.6
2020,Alberta,Personnes dans les familles comptant un couple avec des enfants,,Insécurité alimentaire marginale,48,5.0
2020,Alberta,Personnes dans les familles comptant un couple avec des enfants,,Insécurité alimentaire modérée ou grave,48,14.6
2020,Alberta,Personnes dans les familles comptant un couple avec des enfants,,Insécurité alimentaire modérée,48,10.8
2020,Alberta,Personnes dans les familles comptant un couple avec des enfants,,Insécurité alimentaire grave,48,3.8
2020,Alberta,Personnes dans les familles comptant un couple avec d'autres personnes apparentées,,Sécurité alimentaire,48,81.3
2020,Alberta,Personnes dans les familles comptant un couple avec d'autres personnes apparentées,,Insécurité alimentaire,48,18.7
2020,Alberta,Personnes dans les familles comptant un couple avec d'autres personnes apparentées,,Insécurité alimentaire marginale,48,
2020,Alberta,Personnes dans les familles comptant un couple avec d'autres personnes apparentées,,Insécurité alimentaire modérée ou grave,48,16.6
2020,Alberta,Personnes dans les familles comptant un couple avec d'autres personnes apparentées,,Insécurité alimentaire modérée,48,
2020,Alberta,Personnes dans les familles comptant un couple avec d'autres personnes apparentées,,Insécurité alimentaire grave,48,
2020,Alberta,Personnes dans les familles monoparentales,,Sécurité alimentaire,48,60.6
2020,Alberta,Personnes dans les familles monoparentales,,Insécurité alimentaire,48,39.4
2020,Alberta,Personnes dans les familles monoparentales,,Insécurité alimentaire marginale,48,7.2
2020,Alberta,Personnes dans les familles monoparentales,,Insécurité alimentaire modérée ou grave,48,32.1
2020,Alberta,Personnes dans les familles monoparentales,,Insécurité alimentaire modérée,48,23.5
2020,Alberta,Personnes dans les familles monoparentales,,Insécurité alimentaire grave,48,8.6
2020,Alberta,Personnes dans les familles monoparentales ayant un homme à leur tête,,Sécurité alimentaire,48,65.1
2020,Alberta,Personnes dans les familles monoparentales ayant un homme à leur tête,,Insécurité alimentaire,48,
2020,Alberta,Personnes dans les familles monoparentales ayant un homme à leur tête,,Insécurité alimentaire marginale,48,
2020,Alberta,Personnes dans les familles monoparentales ayant un homme à leur tête,,Insécurité alimentaire modérée ou grave,48,
2020,Alberta,Personnes dans les familles monoparentales ayant un homme à leur tête,,Insécurité alimentaire modérée,48,
2020,Alberta,Personnes dans les familles monoparentales ayant un homme à leur tête,,Insécurité alimentaire grave,48,
2020,Alberta,Personnes dans les familles monoparentales ayant une femme à leur tête,,Sécurité alimentaire,48,59.5
2020,Alberta,Personnes dans les familles monoparentales ayant une femme à leur tête,,Insécurité alimentaire,48,40.5
2020,Alberta,Personnes dans les familles monoparentales ayant une femme à leur tête,,Insécurité alimentaire marginale,48,
2020,Alberta,Personnes dans les familles monoparentales ayant une femme à leur tête,,Insécurité alimentaire modérée ou grave,48,31.9
2020,Alberta,Personnes dans les familles monoparentales ayant une femme à leur tête,,Insécurité alimentaire modérée,48,22.0
2020,Alberta,Personnes dans les familles monoparentales ayant une femme à leur tête,,Insécurité alimentaire grave,48,9.9
2020,Alberta,Personnes dans les autres familles de personnes non âgées,,Sécurité alimentaire,48,78.0
2020,Alberta,Personnes dans les autres familles de personnes non âgées,,Insécurité alimentaire,48,22.0
2020,Alberta,Personnes dans les autres familles de personnes non âgées,,Insécurité alimentaire marginale,48,
2020,Alberta,Personnes dans les autres familles de personnes non âgées,,Insécurité alimentaire modérée ou grave,48,17.6
2020,Alberta,Personnes dans les autres familles de personnes non âgées,,Insécurité alimentaire modérée,48,
2020,Alberta,Personnes dans les autres familles de personnes non âgées,,Insécurité alimentaire grave,48,
2020,Alberta,Personnes hors famille économique,,Sécurité alimentaire,48,75.6
2020,Alberta,Personnes hors famille économique,,Insécurité alimentaire,48,24.4
2020,Alberta,Personnes hors famille économique,,Insécurité alimentaire marginale,48,5.2
2020,Alberta,Personnes hors famille économique,,Insécurité alimentaire modérée ou grave,48,19.1
2020,Alberta,Personnes hors famille économique,,Insécurité alimentaire modérée,48,10.5
2020,Alberta,Personnes hors famille économique,,Insécurité alimentaire grave,48,8.6
2020,Alberta,Personnes âgées hors famille économique,,Sécurité alimentaire,48,82.2
2020,Alberta,Personnes âgées hors famille économique,,Insécurité alimentaire,48,17.8
2020,Alberta,Personnes âgées hors famille économique,,Insécurité alimentaire marginale,48,3.9
2020,Alberta,Personnes âgées hors famille économique,,Insécurité alimentaire modérée ou grave,48,13.8
2020,Alberta,Personnes âgées hors famille économique,,Insécurité alimentaire modérée,48,8.4
2020,Alberta,Personnes âgées hors famille économique,,Insécurité alimentaire grave,48,5.4
2020,Alberta,Hommes âgés hors famille économique,,Sécurité alimentaire,48,79.5
2020,Alberta,Hommes âgés hors famille économique,,Insécurité alimentaire,48,20.5
2020,Alberta,Hommes âgés hors famille économique,,Insécurité alimentaire marginale,48,
2020,Alberta,Hommes âgés hors famille économique,,Insécurité alimentaire modérée ou grave,48,14.2
2020,Alberta,Hommes âgés hors famille économique,,Insécurité alimentaire modérée,48,6.2
2020,Alberta,Hommes âgés hors famille économique,,Insécurité alimentaire grave,48,
2020,Alberta,Femmes âgées hors famille économique,,Sécurité alimentaire,48,84.0
2020,Alberta,Femmes âgées hors famille économique,,Insécurité alimentaire,48,16.0
2020,Alberta,Femmes âgées hors famille économique,,Insécurité alimentaire marginale,48,
2020,Alberta,Femmes âgées hors famille économique,,Insécurité alimentaire modérée ou grave,48,13.6
2020,Alberta,Femmes âgées hors famille économique,,Insécurité alimentaire modérée,48,9.8
2020,Alberta,Femmes âgées hors famille économique,,Insécurité alimentaire grave,48,
2020,Alberta,Personnes non âgées hors famille économique,,Sécurité alimentaire,48,73.3
2020,Alberta,Personnes non âgées hors famille économique,,Insécurité alimentaire,48,26.7
2020,Alberta,Personnes non âgées hors famille économique,,Insécurité alimentaire marginale,48,5.7
2020,Alberta,Personnes non âgées hors famille économique,,Insécurité alimentaire modérée ou grave,48,21.0
2020,Alberta,Personnes non âgées hors famille économique,,Insécurité alimentaire modérée,48,11.3
2020,Alberta,Personnes non âgées hors famille économique,,Insécurité alimentaire grave,48,9.7
2020,Alberta,Hommes non âgés hors famille économique,,Sécurité alimentaire,48,73.2
2020,Alberta,Hommes non âgés hors famille économique,,Insécurité alimentaire,48,26.8
2020,Alberta,Hommes non âgés hors famille économique,,Insécurité alimentaire marginale,48,
2020,Alberta,Hommes non âgés hors famille économique,,Insécurité alimentaire modérée ou grave,48,21.4
2020,Alberta,Hommes non âgés hors famille économique,,Insécurité alimentaire modérée,48,11.1
2020,Alberta,Hommes non âgés hors famille économique,,Insécurité alimentaire grave,48,10.3
2020,Alberta,Femmes non âgées hors famille économique,,Sécurité alimentaire,48,73.6
2020,Alberta,Femmes non âgées hors famille économique,,Insécurité alimentaire,48,26.4
2020,Alberta,Femmes non âgées hors famille économique,,Insécurité alimentaire marginale,48,6.1
2020,Alberta,Femmes non âgées hors famille économique,,Insécurité alimentaire modérée ou grave,48,20.4
2020,Alberta,Femmes non âgées hors famille économique,,Insécurité alimentaire modérée,48,11.5
2020,Alberta,Femmes non âgées hors famille économique,,Insécurité alimentaire grave,48,8.8
2020,Colombie-Britannique,Toutes les personnes,,Sécurité alimentaire,59,85.4
2020,Colombie-Britannique,Toutes les personnes,,Insécurité alimentaire,59,14.6
2020,Colombie-Britannique,Toutes les personnes,,Insécurité alimentaire marginale,59,4.6
2020,Colombie-Britannique,Toutes les personnes,,Insécurité alimentaire modérée ou grave,59,10.0
2020,Colombie-Britannique,Toutes les personnes,,Insécurité alimentaire modérée,59,7.3
2020,Colombie-Britannique,Toutes les personnes,,Insécurité alimentaire grave,59,2.7
2020,Colombie-Britannique,Personnes dans les familles économiques,,Sécurité alimentaire,59,86.3
2020,Colombie-Britannique,Personnes dans les familles économiques,,Insécurité alimentaire,59,13.7
2020,Colombie-Britannique,Personnes dans les familles économiques,,Insécurité alimentaire marginale,59,4.5
2020,Colombie-Britannique,Personnes dans les familles économiques,,Insécurité alimentaire modérée ou grave,59,9.2
2020,Colombie-Britannique,Personnes dans les familles économiques,,Insécurité alimentaire modérée,59,7.0
2020,Colombie-Britannique,Personnes dans les familles économiques,,Insécurité alimentaire grave,59,2.3
2020,Colombie-Britannique,Personnes dans les familles de personnes âgées,,Sécurité alimentaire,59,92.6
2020,Colombie-Britannique,Personnes dans les familles de personnes âgées,,Insécurité alimentaire,59,7.4
2020,Colombie-Britannique,Personnes dans les familles de personnes âgées,,Insécurité alimentaire marginale,59,
2020,Colombie-Britannique,Personnes dans les familles de personnes âgées,,Insécurité alimentaire modérée ou grave,59,4.1
2020,Colombie-Britannique,Personnes dans les familles de personnes âgées,,Insécurité alimentaire modérée,59,3.6
2020,Colombie-Britannique,Personnes dans les familles de personnes âgées,,Insécurité alimentaire grave,59,
2020,Colombie-Britannique,Personnes dans les couples de personnes âgées,,Sécurité alimentaire,59,94.9
2020,Colombie-Britannique,Personnes dans les couples de personnes âgées,,Insécurité alimentaire,59,5.1
2020,Colombie-Britannique,Personnes dans les couples de personnes âgées,,Insécurité alimentaire marginale,59,1.8
2020,Colombie-Britannique,Personnes dans les couples de personnes âgées,,Insécurité alimentaire modérée ou grave,59,3.2
2020,Colombie-Britannique,Personnes dans les couples de personnes âgées,,Insécurité alimentaire modérée,59,2.8
2020,Colombie-Britannique,Personnes dans les couples de personnes âgées,,Insécurité alimentaire grave,59,
2020,Colombie-Britannique,Personnes dans les autres familles de personnes âgées,,Sécurité alimentaire,59,87.0
2020,Colombie-Britannique,Personnes dans les autres familles de personnes âgées,,Insécurité alimentaire,59,
2020,Colombie-Britannique,Personnes dans les autres familles de personnes âgées,,Insécurité alimentaire marginale,59,
2020,Colombie-Britannique,Personnes dans les autres familles de personnes âgées,,Insécurité alimentaire modérée ou grave,59,
2020,Colombie-Britannique,Personnes dans les autres familles de personnes âgées,,Insécurité alimentaire modérée,59,
2020,Colombie-Britannique,Personnes dans les autres familles de personnes âgées,,Insécurité alimentaire grave,59,
2020,Colombie-Britannique,Personnes dans les familles non âgées,,Sécurité alimentaire,59,85.1
2020,Colombie-Britannique,Personnes dans les familles non âgées,,Insécurité alimentaire,59,14.9
2020,Colombie-Britannique,Personnes dans les familles non âgées,,Insécurité alimentaire marginale,59,4.7
2020,Colombie-Britannique,Personnes dans les familles non âgées,,Insécurité alimentaire modérée ou grave,59,10.2
2020,Colombie-Britannique,Personnes dans les familles non âgées,,Insécurité alimentaire modérée,59,7.6
2020,Colombie-Britannique,Personnes dans les familles non âgées,,Insécurité alimentaire grave,59,2.6
2020,Colombie-Britannique,Personnes dans les couples,,Sécurité alimentaire,59,88.5
2020,Colombie-Britannique,Personnes dans les couples,,Insécurité alimentaire,59,11.5
2020,Colombie-Britannique,Personnes dans les couples,,Insécurité alimentaire marginale,59,3.5
2020,Colombie-Britannique,Personnes dans les couples,,Insécurité alimentaire modérée ou grave,59,8.1
2020,Colombie-Britannique,Personnes dans les couples,,Insécurité alimentaire modérée,59,5.7
2020,Colombie-Britannique,Personnes dans les couples,,Insécurité alimentaire grave,59,2.4
2020,Colombie-Britannique,Personnes dans les familles comptant un couple avec des enfants,,Sécurité alimentaire,59,84.6
2020,Colombie-Britannique,Personnes dans les familles comptant un couple avec des enfants,,Insécurité alimentaire,59,15.4
2020,Colombie-Britannique,Personnes dans les familles comptant un couple avec des enfants,,Insécurité alimentaire marginale,59,6.0
2020,Colombie-Britannique,Personnes dans les familles comptant un couple avec des enfants,,Insécurité alimentaire modérée ou grave,59,9.4
2020,Colombie-Britannique,Personnes dans les familles comptant un couple avec des enfants,,Insécurité alimentaire modérée,59,7.2
2020,Colombie-Britannique,Personnes dans les familles comptant un couple avec des enfants,,Insécurité alimentaire grave,59,2.2
2020,Colombie-Britannique,Personnes dans les familles comptant un couple avec d'autres personnes apparentées,,Sécurité alimentaire,59,86.8
2020,Colombie-Britannique,Personnes dans les familles comptant un couple avec d'autres personnes apparentées,,Insécurité alimentaire,59,13.2
2020,Colombie-Britannique,Personnes dans les familles comptant un couple avec d'autres personnes apparentées,,Insécurité alimentaire marginale,59,
2020,Colombie-Britannique,Personnes dans les familles comptant un couple avec d'autres personnes apparentées,,Insécurité alimentaire modérée ou grave,59,9.1
2020,Colombie-Britannique,Personnes dans les familles comptant un couple avec d'autres personnes apparentées,,Insécurité alimentaire modérée,59,
2020,Colombie-Britannique,Personnes dans les familles comptant un couple avec d'autres personnes apparentées,,Insécurité alimentaire grave,59,
2020,Colombie-Britannique,Personnes dans les familles monoparentales,,Sécurité alimentaire,59,70.7
2020,Colombie-Britannique,Personnes dans les familles monoparentales,,Insécurité alimentaire,59,29.3
2020,Colombie-Britannique,Personnes dans les familles monoparentales,,Insécurité alimentaire marginale,59,5.9
2020,Colombie-Britannique,Personnes dans les familles monoparentales,,Insécurité alimentaire modérée ou grave,59,23.4
2020,Colombie-Britannique,Personnes dans les familles monoparentales,,Insécurité alimentaire modérée,59,12.4
2020,Colombie-Britannique,Personnes dans les familles monoparentales,,Insécurité alimentaire grave,59,11.0
2020,Colombie-Britannique,Personnes dans les familles monoparentales ayant un homme à leur tête,,Sécurité alimentaire,59,72.0
2020,Colombie-Britannique,Personnes dans les familles monoparentales ayant un homme à leur tête,,Insécurité alimentaire,59,28.0
2020,Colombie-Britannique,Personnes dans les familles monoparentales ayant un homme à leur tête,,Insécurité alimentaire marginale,59,
2020,Colombie-Britannique,Personnes dans les familles monoparentales ayant un homme à leur tête,,Insécurité alimentaire modérée ou grave,59,
2020,Colombie-Britannique,Personnes dans les familles monoparentales ayant un homme à leur tête,,Insécurité alimentaire modérée,59,
2020,Colombie-Britannique,Personnes dans les familles monoparentales ayant un homme à leur tête,,Insécurité alimentaire grave,59,
2020,Colombie-Britannique,Personnes dans les familles monoparentales ayant une femme à leur tête,,Sécurité alimentaire,59,70.3
2020,Colombie-Britannique,Personnes dans les familles monoparentales ayant une femme à leur tête,,Insécurité alimentaire,59,29.7
2020,Colombie-Britannique,Personnes dans les familles monoparentales ayant une femme à leur tête,,Insécurité alimentaire marginale,59,
2020,Colombie-Britannique,Personnes dans les familles monoparentales ayant une femme à leur tête,,Insécurité alimentaire modérée ou grave,59,25.3
2020,Colombie-Britannique,Personnes dans les familles monoparentales ayant une femme à leur tête,,Insécurité alimentaire modérée,59,13.4
2020,Colombie-Britannique,Personnes dans les familles monoparentales ayant une femme à leur tête,,Insécurité alimentaire grave,59,11.9
2020,Colombie-Britannique,Personnes dans les autres familles de personnes non âgées,,Sécurité alimentaire,59,84.9
2020,Colombie-Britannique,Personnes dans les autres familles de personnes non âgées,,Insécurité alimentaire,59,15.1
2020,Colombie-Britannique,Personnes dans les autres familles de personnes non âgées,,Insécurité alimentaire marginale,59,
2020,Colombie-Britannique,Personnes dans les autres familles de personnes non âgées,,Insécurité alimentaire modérée ou grave,59,13.0
2020,Colombie-Britannique,Personnes dans les autres familles de personnes non âgées,,Insécurité alimentaire modérée,59,10.2
2020,Colombie-Britannique,Personnes dans les autres familles de personnes non âgées,,Insécurité alimentaire grave,59,2.9
2020,Colombie-Britannique,Personnes hors famille économique,,Sécurité alimentaire,59,81.8
2020,Colombie-Britannique,Personnes hors famille économique,,Insécurité alimentaire,59,18.2
2020,Colombie-Britannique,Personnes hors famille économique,,Insécurité alimentaire marginale,59,4.9
2020,Colombie-Britannique,Personnes hors famille économique,,Insécurité alimentaire modérée ou grave,59,13.3
2020,Colombie-Britannique,Personnes hors famille économique,,Insécurité alimentaire modérée,59,8.6
2020,Colombie-Britannique,Personnes hors famille économique,,Insécurité alimentaire grave,59,4.6
2020,Colombie-Britannique,Personnes âgées hors famille économique,,Sécurité alimentaire,59,86.6
2020,Colombie-Britannique,Personnes âgées hors famille économique,,Insécurité alimentaire,59,13.4
2020,Colombie-Britannique,Personnes âgées hors famille économique,,Insécurité alimentaire marginale,59,
2020,Colombie-Britannique,Personnes âgées hors famille économique,,Insécurité alimentaire modérée ou grave,59,9.1
2020,Colombie-Britannique,Personnes âgées hors famille économique,,Insécurité alimentaire modérée,59,6.8
2020,Colombie-Britannique,Personnes âgées hors famille économique,,Insécurité alimentaire grave,59,2.2
2020,Colombie-Britannique,Hommes âgés hors famille économique,,Sécurité alimentaire,59,87.3
2020,Colombie-Britannique,Hommes âgés hors famille économique,,Insécurité alimentaire,59,12.7
2020,Colombie-Britannique,Hommes âgés hors famille économique,,Insécurité alimentaire marginale,59,
