Year,Geography,Type of materials diverted,Sources of materials prepared for recycling,GeoCode,Value
2020,Quebec,Tires,All sources of diverted materials,24,10.95726218
2020,Quebec,Tires,Residential sources of diverted materials,24,
2020,Quebec,Tires,Non-residential sources of diverted materials,24,
2020,Quebec,"data.Construction, renovation and demolition",All sources of diverted materials,24,31.24783204
2020,Quebec,"data.Construction, renovation and demolition",Residential sources of diverted materials,24,0.0
2020,Quebec,"data.Construction, renovation and demolition",Non-residential sources of diverted materials,24,31.24783204
2020,Quebec,Organics,All sources of diverted materials,24,63.04763137
2020,Quebec,Organics,Residential sources of diverted materials,24,58.00285545
2020,Quebec,Organics,Non-residential sources of diverted materials,24,5.044775928
2020,Quebec,Other materials,All sources of diverted materials,24,0.0
2020,Quebec,Other materials,Residential sources of diverted materials,24,0.0
2020,Quebec,Other materials,Non-residential sources of diverted materials,24,0.0
2020,Ontario,All materials diverted,All sources of diverted materials,35,235.3255346
2020,Ontario,All materials diverted,Residential sources of diverted materials,35,
2020,Ontario,All materials diverted,Non-residential sources of diverted materials,35,
2020,Ontario,All paper fibres,All sources of diverted materials,35,90.90975146
2020,Ontario,All paper fibres,Residential sources of diverted materials,35,43.24521585
2020,Ontario,All paper fibres,Non-residential sources of diverted materials,35,47.66453561
2020,Ontario,Glass,All sources of diverted materials,35,8.717425521
2020,Ontario,Glass,Residential sources of diverted materials,35,5.956055206
2020,Ontario,Glass,Non-residential sources of diverted materials,35,2.761370314
2020,Ontario,Ferrous metals,All sources of diverted materials,35,8.183472767
2020,Ontario,Ferrous metals,Residential sources of diverted materials,35,3.833553963
2020,Ontario,Ferrous metals,Non-residential sources of diverted materials,35,4.349918804
2020,Ontario,Copper and aluminum,All sources of diverted materials,35,1.473446121
2020,Ontario,Copper and aluminum,Residential sources of diverted materials,35,1.066615275
2020,Ontario,Copper and aluminum,Non-residential sources of diverted materials,35,0.406830847
2020,Ontario,Mixed metals,All sources of diverted materials,35,2.623790729
2020,Ontario,Mixed metals,Residential sources of diverted materials,35,1.4839038
2020,Ontario,Mixed metals,Non-residential sources of diverted materials,35,1.139954836
2020,Ontario,White goods,All sources of diverted materials,35,0.84204682
2020,Ontario,White goods,Residential sources of diverted materials,35,0.616663482
2020,Ontario,White goods,Non-residential sources of diverted materials,35,0.225383338
2020,Ontario,Electronics,All sources of diverted materials,35,3.116659747
2020,Ontario,Electronics,Residential sources of diverted materials,35,
2020,Ontario,Electronics,Non-residential sources of diverted materials,35,
2020,Ontario,Plastics,All sources of diverted materials,35,8.143475543
2020,Ontario,Plastics,Residential sources of diverted materials,35,6.127384571
2020,Ontario,Plastics,Non-residential sources of diverted materials,35,2.016090971
2020,Ontario,Gable top and aseptic containers,All sources of diverted materials,35,0.498573206
2020,Ontario,Gable top and aseptic containers,Residential sources of diverted materials,35,0.395354564
2020,Ontario,Gable top and aseptic containers,Non-residential sources of diverted materials,35,0.103218642
2020,Ontario,Textiles,All sources of diverted materials,35,0.179410298
2020,Ontario,Textiles,Residential sources of diverted materials,35,0.177508902
2020,Ontario,Textiles,Non-residential sources of diverted materials,35,0.001901396
2020,Ontario,Tires,All sources of diverted materials,35,8.283024431
2020,Ontario,Tires,Residential sources of diverted materials,35,
2020,Ontario,Tires,Non-residential sources of diverted materials,35,
2020,Ontario,"data.Construction, renovation and demolition",All sources of diverted materials,35,11.19684596
2020,Ontario,"data.Construction, renovation and demolition",Residential sources of diverted materials,35,6.019751974
2020,Ontario,"data.Construction, renovation and demolition",Non-residential sources of diverted materials,35,5.17709399
2020,Ontario,Organics,All sources of diverted materials,35,88.94316469
2020,Ontario,Organics,Residential sources of diverted materials,35,77.5093912
2020,Ontario,Organics,Non-residential sources of diverted materials,35,11.43377349
2020,Ontario,Other materials,All sources of diverted materials,35,2.214379416
2020,Ontario,Other materials,Residential sources of diverted materials,35,1.511406135
2020,Ontario,Other materials,Non-residential sources of diverted materials,35,0.702973281
2020,Manitoba,All materials diverted,All sources of diverted materials,46,160.1615493
2020,Manitoba,All materials diverted,Residential sources of diverted materials,46,
2020,Manitoba,All materials diverted,Non-residential sources of diverted materials,46,
2020,Manitoba,All paper fibres,All sources of diverted materials,46,59.68455411
2020,Manitoba,All paper fibres,Residential sources of diverted materials,46,28.5298517
2020,Manitoba,All paper fibres,Non-residential sources of diverted materials,46,31.15470241
2020,Manitoba,Glass,All sources of diverted materials,46,7.279576313
2020,Manitoba,Glass,Residential sources of diverted materials,46,5.398988903
2020,Manitoba,Glass,Non-residential sources of diverted materials,46,1.88058741
2020,Manitoba,Ferrous metals,All sources of diverted materials,46,15.49111232
2020,Manitoba,Ferrous metals,Residential sources of diverted materials,46,2.135680577
2020,Manitoba,Ferrous metals,Non-residential sources of diverted materials,46,13.35543175
2020,Manitoba,Copper and aluminum,All sources of diverted materials,46,2.955312315
2020,Manitoba,Copper and aluminum,Residential sources of diverted materials,46,1.418231045
2020,Manitoba,Copper and aluminum,Non-residential sources of diverted materials,46,1.53708127
2020,Manitoba,Mixed metals,All sources of diverted materials,46,3.379259766
2020,Manitoba,Mixed metals,Residential sources of diverted materials,46,
2020,Manitoba,Mixed metals,Non-residential sources of diverted materials,46,
2020,Manitoba,White goods,All sources of diverted materials,46,2.264676553
2020,Manitoba,White goods,Residential sources of diverted materials,46,
2020,Manitoba,White goods,Non-residential sources of diverted materials,46,
2020,Manitoba,Electronics,All sources of diverted materials,46,2.017555048
2020,Manitoba,Electronics,Residential sources of diverted materials,46,
2020,Manitoba,Electronics,Non-residential sources of diverted materials,46,
2020,Manitoba,Plastics,All sources of diverted materials,46,5.786701529
2020,Manitoba,Plastics,Residential sources of diverted materials,46,4.191644539
2020,Manitoba,Plastics,Non-residential sources of diverted materials,46,1.59505699
2020,Manitoba,Gable top and aseptic containers,All sources of diverted materials,46,0.998631773
2020,Manitoba,Gable top and aseptic containers,Residential sources of diverted materials,46,
2020,Manitoba,Gable top and aseptic containers,Non-residential sources of diverted materials,46,
2020,Manitoba,Textiles,All sources of diverted materials,46,0.0
2020,Manitoba,Textiles,Residential sources of diverted materials,46,0.0
2020,Manitoba,Textiles,Non-residential sources of diverted materials,46,0.0
2020,Manitoba,Tires,All sources of diverted materials,46,12.89814826
2020,Manitoba,Tires,Residential sources of diverted materials,46,
2020,Manitoba,Tires,Non-residential sources of diverted materials,46,
2020,Manitoba,"data.Construction, renovation and demolition",All sources of diverted materials,46,1.514615679
2020,Manitoba,"data.Construction, renovation and demolition",Residential sources of diverted materials,46,
2020,Manitoba,"data.Construction, renovation and demolition",Non-residential sources of diverted materials,46,
2020,Manitoba,Organics,All sources of diverted materials,46,41.17290679
2020,Manitoba,Organics,Residential sources of diverted materials,46,26.06515891
2020,Manitoba,Organics,Non-residential sources of diverted materials,46,15.10774788
2020,Manitoba,Other materials,All sources of diverted materials,46,4.719223589
2020,Manitoba,Other materials,Residential sources of diverted materials,46,3.051696949
2020,Manitoba,Other materials,Non-residential sources of diverted materials,46,1.66752664
2020,Saskatchewan,All materials diverted,All sources of diverted materials,47,171.7986163
2020,Saskatchewan,All materials diverted,Residential sources of diverted materials,47,
2020,Saskatchewan,All materials diverted,Non-residential sources of diverted materials,47,
2020,Saskatchewan,All paper fibres,All sources of diverted materials,47,40.57559524
2020,Saskatchewan,All paper fibres,Residential sources of diverted materials,47,29.88119311
2020,Saskatchewan,All paper fibres,Non-residential sources of diverted materials,47,10.69440213
2020,Saskatchewan,Glass,All sources of diverted materials,47,
2020,Saskatchewan,Glass,Residential sources of diverted materials,47,
2020,Saskatchewan,Glass,Non-residential sources of diverted materials,47,
2020,Saskatchewan,Ferrous metals,All sources of diverted materials,47,31.12942492
2020,Saskatchewan,Ferrous metals,Residential sources of diverted materials,47,3.730269918
2020,Saskatchewan,Ferrous metals,Non-residential sources of diverted materials,47,27.399155
2020,Saskatchewan,Copper and aluminum,All sources of diverted materials,47,6.018836336
2020,Saskatchewan,Copper and aluminum,Residential sources of diverted materials,47,
2020,Saskatchewan,Copper and aluminum,Non-residential sources of diverted materials,47,
2020,Saskatchewan,Mixed metals,All sources of diverted materials,47,1.227866372
2020,Saskatchewan,Mixed metals,Residential sources of diverted materials,47,0.905413558
2020,Saskatchewan,Mixed metals,Non-residential sources of diverted materials,47,0.322452814
2020,Saskatchewan,White goods,All sources of diverted materials,47,1.232957732
2020,Saskatchewan,White goods,Residential sources of diverted materials,47,
2020,Saskatchewan,White goods,Non-residential sources of diverted materials,47,
2020,Saskatchewan,Electronics,All sources of diverted materials,47,1.449340542
2020,Saskatchewan,Electronics,Residential sources of diverted materials,47,
2020,Saskatchewan,Electronics,Non-residential sources of diverted materials,47,
2020,Saskatchewan,Plastics,All sources of diverted materials,47,5.663289681
2020,Saskatchewan,Plastics,Residential sources of diverted materials,47,5.320471426
2020,Saskatchewan,Plastics,Non-residential sources of diverted materials,47,0.343666815
2020,Saskatchewan,Gable top and aseptic containers,All sources of diverted materials,47,
2020,Saskatchewan,Gable top and aseptic containers,Residential sources of diverted materials,47,
2020,Saskatchewan,Gable top and aseptic containers,Non-residential sources of diverted materials,47,
2020,Saskatchewan,Textiles,All sources of diverted materials,47,0.0
2020,Saskatchewan,Textiles,Residential sources of diverted materials,47,0.0
2020,Saskatchewan,Textiles,Non-residential sources of diverted materials,47,0.0
2020,Saskatchewan,Tires,All sources of diverted materials,47,36.73416396
2020,Saskatchewan,Tires,Residential sources of diverted materials,47,
2020,Saskatchewan,Tires,Non-residential sources of diverted materials,47,
2020,Saskatchewan,"data.Construction, renovation and demolition",All sources of diverted materials,47,
2020,Saskatchewan,"data.Construction, renovation and demolition",Residential sources of diverted materials,47,
2020,Saskatchewan,"data.Construction, renovation and demolition",Non-residential sources of diverted materials,47,
2020,Saskatchewan,Organics,All sources of diverted materials,47,34.40995802
2020,Saskatchewan,Organics,Residential sources of diverted materials,47,29.50528101
2020,Saskatchewan,Organics,Non-residential sources of diverted materials,47,4.904677008
2020,Saskatchewan,Other materials,All sources of diverted materials,47,
2020,Saskatchewan,Other materials,Residential sources of diverted materials,47,
2020,Saskatchewan,Other materials,Non-residential sources of diverted materials,47,
2020,Alberta,All materials diverted,All sources of diverted materials,48,214.7299715
2020,Alberta,All materials diverted,Residential sources of diverted materials,48,
2020,Alberta,All materials diverted,Non-residential sources of diverted materials,48,
2020,Alberta,All paper fibres,All sources of diverted materials,48,60.97903358
2020,Alberta,All paper fibres,Residential sources of diverted materials,48,11.17037631
2020,Alberta,All paper fibres,Non-residential sources of diverted materials,48,49.80865727
2020,Alberta,Glass,All sources of diverted materials,48,14.37119539
2020,Alberta,Glass,Residential sources of diverted materials,48,11.21339503
2020,Alberta,Glass,Non-residential sources of diverted materials,48,3.157800358
2020,Alberta,Ferrous metals,All sources of diverted materials,48,12.39844752
2020,Alberta,Ferrous metals,Residential sources of diverted materials,48,0.617431819
2020,Alberta,Ferrous metals,Non-residential sources of diverted materials,48,11.78124212
2020,Alberta,Copper and aluminum,All sources of diverted materials,48,4.497946649
2020,Alberta,Copper and aluminum,Residential sources of diverted materials,48,3.530025481
2020,Alberta,Copper and aluminum,Non-residential sources of diverted materials,48,0.967921168
2020,Alberta,Mixed metals,All sources of diverted materials,48,4.310022773
2020,Alberta,Mixed metals,Residential sources of diverted materials,48,1.424145999
2020,Alberta,Mixed metals,Non-residential sources of diverted materials,48,2.885650359
2020,Alberta,White goods,All sources of diverted materials,48,3.295913086
2020,Alberta,White goods,Residential sources of diverted materials,48,2.46791596
2020,Alberta,White goods,Non-residential sources of diverted materials,48,0.827770711
2020,Alberta,Electronics,All sources of diverted materials,48,1.947163051
2020,Alberta,Electronics,Residential sources of diverted materials,48,
2020,Alberta,Electronics,Non-residential sources of diverted materials,48,
2020,Alberta,Plastics,All sources of diverted materials,48,8.93453502
2020,Alberta,Plastics,Residential sources of diverted materials,48,5.879753172
2020,Alberta,Plastics,Non-residential sources of diverted materials,48,3.054781848
2020,Alberta,Gable top and aseptic containers,All sources of diverted materials,48,
2020,Alberta,Gable top and aseptic containers,Residential sources of diverted materials,48,
2020,Alberta,Gable top and aseptic containers,Non-residential sources of diverted materials,48,
2020,Alberta,Textiles,All sources of diverted materials,48,
2020,Alberta,Textiles,Residential sources of diverted materials,48,
2020,Alberta,Textiles,Non-residential sources of diverted materials,48,
2020,Alberta,Tires,All sources of diverted materials,48,15.04772134
2020,Alberta,Tires,Residential sources of diverted materials,48,
2020,Alberta,Tires,Non-residential sources of diverted materials,48,
2020,Alberta,"data.Construction, renovation and demolition",All sources of diverted materials,48,16.27556614
2020,Alberta,"data.Construction, renovation and demolition",Residential sources of diverted materials,48,2.449349987
2020,Alberta,"data.Construction, renovation and demolition",Non-residential sources of diverted materials,48,13.82621615
2020,Alberta,Organics,All sources of diverted materials,48,70.32949169
2020,Alberta,Organics,Residential sources of diverted materials,48,51.55725497
2020,Alberta,Organics,Non-residential sources of diverted materials,48,18.77223672
2020,Alberta,Other materials,All sources of diverted materials,48,1.153354486
2020,Alberta,Other materials,Residential sources of diverted materials,48,0.383772253
2020,Alberta,Other materials,Non-residential sources of diverted materials,48,0.769582234
2020,British Columbia,All materials diverted,All sources of diverted materials,59,357.9662089
2020,British Columbia,All materials diverted,Residential sources of diverted materials,59,
2020,British Columbia,All materials diverted,Non-residential sources of diverted materials,59,
2020,British Columbia,All paper fibres,All sources of diverted materials,59,108.6809317
2020,British Columbia,All paper fibres,Residential sources of diverted materials,59,37.43966389
2020,British Columbia,All paper fibres,Non-residential sources of diverted materials,59,71.24126781
2020,British Columbia,Glass,All sources of diverted materials,59,22.29097303
2020,British Columbia,Glass,Residential sources of diverted materials,59,16.85347382
2020,British Columbia,Glass,Non-residential sources of diverted materials,59,5.437499212
2020,British Columbia,Ferrous metals,All sources of diverted materials,59,15.37640905
2020,British Columbia,Ferrous metals,Residential sources of diverted materials,59,2.236836618
2020,British Columbia,Ferrous metals,Non-residential sources of diverted materials,59,13.13957244
2020,British Columbia,Copper and aluminum,All sources of diverted materials,59,3.31452169
2020,British Columbia,Copper and aluminum,Residential sources of diverted materials,59,1.141888412
2020,British Columbia,Copper and aluminum,Non-residential sources of diverted materials,59,2.17243931
2020,British Columbia,Mixed metals,All sources of diverted materials,59,11.72845672
2020,British Columbia,Mixed metals,Residential sources of diverted materials,59,4.94229943
2020,British Columbia,Mixed metals,Non-residential sources of diverted materials,59,6.785963327
2020,British Columbia,White goods,All sources of diverted materials,59,4.468630073
2020,British Columbia,White goods,Residential sources of diverted materials,59,2.890314121
2020,British Columbia,White goods,Non-residential sources of diverted materials,59,1.578315952
2020,British Columbia,Electronics,All sources of diverted materials,59,2.701583456
2020,British Columbia,Electronics,Residential sources of diverted materials,59,
2020,British Columbia,Electronics,Non-residential sources of diverted materials,59,
2020,British Columbia,Plastics,All sources of diverted materials,59,11.5003506
2020,British Columbia,Plastics,Residential sources of diverted materials,59,7.423147535
2020,British Columbia,Plastics,Non-residential sources of diverted materials,59,4.077203062
2020,British Columbia,Gable top and aseptic containers,All sources of diverted materials,59,0.393560657
2020,British Columbia,Gable top and aseptic containers,Residential sources of diverted materials,59,0.347978225
2020,British Columbia,Gable top and aseptic containers,Non-residential sources of diverted materials,59,0.045388464
2020,British Columbia,Textiles,All sources of diverted materials,59,0.117544484
2020,British Columbia,Textiles,Residential sources of diverted materials,59,0.117544484
2020,British Columbia,Textiles,Non-residential sources of diverted materials,59,0.0
2020,British Columbia,Tires,All sources of diverted materials,59,9.74998521
2020,British Columbia,Tires,Residential sources of diverted materials,59,
2020,British Columbia,Tires,Non-residential sources of diverted materials,59,
2020,British Columbia,"data.Construction, renovation and demolition",All sources of diverted materials,59,33.29263242
2020,British Columbia,"data.Construction, renovation and demolition",Residential sources of diverted materials,59,3.221611116
2020,British Columbia,"data.Construction, renovation and demolition",Non-residential sources of diverted materials,59,30.07102131
2020,British Columbia,Organics,All sources of diverted materials,59,124.718577
2020,British Columbia,Organics,Residential sources of diverted materials,59,85.18212121
2020,British Columbia,Organics,Non-residential sources of diverted materials,59,39.53645576
2020,British Columbia,Other materials,All sources of diverted materials,59,9.632246758
2020,British Columbia,Other materials,Residential sources of diverted materials,59,8.370680216
2020,British Columbia,Other materials,Non-residential sources of diverted materials,59,1.261372574
2020,Territories,All materials diverted,All sources of diverted materials,,227.5275133
2020,Territories,All materials diverted,Residential sources of diverted materials,,
2020,Territories,All materials diverted,Non-residential sources of diverted materials,,
2020,Territories,All paper fibres,All sources of diverted materials,,42.4581182
2020,Territories,All paper fibres,Residential sources of diverted materials,,16.95798399
2020,Territories,All paper fibres,Non-residential sources of diverted materials,,25.50013421
2020,Territories,Glass,All sources of diverted materials,,2.384223075
2020,Territories,Glass,Residential sources of diverted materials,,1.650008684
2020,Territories,Glass,Non-residential sources of diverted materials,,0.734214391
2020,Territories,Ferrous metals,All sources of diverted materials,,64.6740246
2020,Territories,Ferrous metals,Residential sources of diverted materials,,21.03168964
2020,Territories,Ferrous metals,Non-residential sources of diverted materials,,43.64233496
2020,Territories,Copper and aluminum,All sources of diverted materials,,
2020,Territories,Copper and aluminum,Residential sources of diverted materials,,
2020,Territories,Copper and aluminum,Non-residential sources of diverted materials,,
2020,Territories,Mixed metals,All sources of diverted materials,,
2020,Territories,Mixed metals,Residential sources of diverted materials,,
2020,Territories,Mixed metals,Non-residential sources of diverted materials,,
2020,Territories,White goods,All sources of diverted materials,,1.492113116
2020,Territories,White goods,Residential sources of diverted materials,,
2020,Territories,White goods,Non-residential sources of diverted materials,,
2020,Territories,Electronics,All sources of diverted materials,,1.689482576
2020,Territories,Electronics,Residential sources of diverted materials,,
2020,Territories,Electronics,Non-residential sources of diverted materials,,
2020,Territories,Plastics,All sources of diverted materials,,4.468444571
2020,Territories,Plastics,Residential sources of diverted materials,,
2020,Territories,Plastics,Non-residential sources of diverted materials,,
2020,Territories,Gable top and aseptic containers,All sources of diverted materials,,
2020,Territories,Gable top and aseptic containers,Residential sources of diverted materials,,
2020,Territories,Gable top and aseptic containers,Non-residential sources of diverted materials,,
2020,Territories,Textiles,All sources of diverted materials,,
2020,Territories,Textiles,Residential sources of diverted materials,,
2020,Territories,Textiles,Non-residential sources of diverted materials,,
2020,Territories,Tires,All sources of diverted materials,,7.113195333
2020,Territories,Tires,Residential sources of diverted materials,,
2020,Territories,Tires,Non-residential sources of diverted materials,,
2020,Territories,"data.Construction, renovation and demolition",All sources of diverted materials,,59.02925805
2020,Territories,"data.Construction, renovation and demolition",Residential sources of diverted materials,,8.478991995
2020,Territories,"data.Construction, renovation and demolition",Non-residential sources of diverted materials,,50.55026605
2020,Territories,Organics,All sources of diverted materials,,36.11861115
2020,Territories,Organics,Residential sources of diverted materials,,
2020,Territories,Organics,Non-residential sources of diverted materials,,
2020,Territories,Other materials,All sources of diverted materials,,0.789477839
2020,Territories,Other materials,Residential sources of diverted materials,,0.552634488
2020,Territories,Other materials,Non-residential sources of diverted materials,,0.236843352
