Year,Géographie,Groupe d'âge,Sexe,Value
2018,Nouveau-Brunswick,18 à 24 ans,Hommes,24.0
2019,Nouveau-Brunswick,18 à 24 ans,Hommes,21.0
2020,Nouveau-Brunswick,18 à 24 ans,Hommes,17.0
2016,Nouveau-Brunswick,18 à 24 ans,Femmes,19.0
2017,Nouveau-Brunswick,18 à 24 ans,Femmes,16.0
2018,Nouveau-Brunswick,18 à 24 ans,Femmes,15.0
2019,Nouveau-Brunswick,18 à 24 ans,Femmes,11.0
2020,Nouveau-Brunswick,18 à 24 ans,Femmes,12.0
2016,Nouveau-Brunswick,20 à 24 ans,Les deux sexes,24.0
2017,Nouveau-Brunswick,20 à 24 ans,Les deux sexes,20.0
2018,Nouveau-Brunswick,20 à 24 ans,Les deux sexes,23.0
2019,Nouveau-Brunswick,20 à 24 ans,Les deux sexes,18.0
2020,Nouveau-Brunswick,20 à 24 ans,Les deux sexes,15.0
2016,Nouveau-Brunswick,20 à 24 ans,Hommes,26.0
2017,Nouveau-Brunswick,20 à 24 ans,Hommes,23.0
2018,Nouveau-Brunswick,20 à 24 ans,Hommes,27.0
2019,Nouveau-Brunswick,20 à 24 ans,Hommes,22.0
2020,Nouveau-Brunswick,20 à 24 ans,Hommes,18.0
2016,Nouveau-Brunswick,20 à 24 ans,Femmes,23.0
2017,Nouveau-Brunswick,20 à 24 ans,Femmes,17.0
2018,Nouveau-Brunswick,20 à 24 ans,Femmes,19.0
2019,Nouveau-Brunswick,20 à 24 ans,Femmes,14.0
2020,Nouveau-Brunswick,20 à 24 ans,Femmes,12.0
2016,Nouveau-Brunswick,25 à 29 ans,Les deux sexes,20.0
2017,Nouveau-Brunswick,25 à 29 ans,Les deux sexes,22.0
2018,Nouveau-Brunswick,25 à 29 ans,Les deux sexes,18.0
2019,Nouveau-Brunswick,25 à 29 ans,Les deux sexes,18.0
2020,Nouveau-Brunswick,25 à 29 ans,Les deux sexes,21.0
2016,Nouveau-Brunswick,25 à 29 ans,Hommes,20.0
2017,Nouveau-Brunswick,25 à 29 ans,Hommes,24.0
2018,Nouveau-Brunswick,25 à 29 ans,Hommes,17.0
2019,Nouveau-Brunswick,25 à 29 ans,Hommes,19.0
2020,Nouveau-Brunswick,25 à 29 ans,Hommes,23.0
2016,Nouveau-Brunswick,25 à 29 ans,Femmes,19.0
2017,Nouveau-Brunswick,25 à 29 ans,Femmes,20.0
2018,Nouveau-Brunswick,25 à 29 ans,Femmes,19.0
2019,Nouveau-Brunswick,25 à 29 ans,Femmes,17.0
2020,Nouveau-Brunswick,25 à 29 ans,Femmes,20.0
2016,Québec,Total 15 à 29 ans,Les deux sexes,13.0
2017,Québec,Total 15 à 29 ans,Les deux sexes,10.0
2018,Québec,Total 15 à 29 ans,Les deux sexes,10.0
2019,Québec,Total 15 à 29 ans,Les deux sexes,10.0
2020,Québec,Total 15 à 29 ans,Les deux sexes,12.0
2016,Québec,Total 15 à 29 ans,Hommes,15.0
2017,Québec,Total 15 à 29 ans,Hommes,12.0
2018,Québec,Total 15 à 29 ans,Hommes,10.0
2019,Québec,Total 15 à 29 ans,Hommes,10.0
2020,Québec,Total 15 à 29 ans,Hommes,14.0
2016,Québec,Total 15 à 29 ans,Femmes,11.0
2017,Québec,Total 15 à 29 ans,Femmes,9.0
2018,Québec,Total 15 à 29 ans,Femmes,9.0
2019,Québec,Total 15 à 29 ans,Femmes,9.0
2020,Québec,Total 15 à 29 ans,Femmes,10.0
2016,Québec,15 à 19 ans,Les deux sexes,7.0
2017,Québec,15 à 19 ans,Les deux sexes,6.0
2018,Québec,15 à 19 ans,Les deux sexes,5.0
2019,Québec,15 à 19 ans,Les deux sexes,5.0
2020,Québec,15 à 19 ans,Les deux sexes,10.0
2016,Québec,15 à 19 ans,Hommes,8.0
2017,Québec,15 à 19 ans,Hommes,6.0
2018,Québec,15 à 19 ans,Hommes,7.0
2019,Québec,15 à 19 ans,Hommes,5.0
2020,Québec,15 à 19 ans,Hommes,11.0
2016,Québec,15 à 19 ans,Femmes,6.0
2017,Québec,15 à 19 ans,Femmes,6.0
2018,Québec,15 à 19 ans,Femmes,3.0
2019,Québec,15 à 19 ans,Femmes,5.0
2020,Québec,15 à 19 ans,Femmes,9.0
2016,Québec,15 à 24 ans,Les deux sexes,11.0
2017,Québec,15 à 24 ans,Les deux sexes,8.0
2018,Québec,15 à 24 ans,Les deux sexes,8.0
2019,Québec,15 à 24 ans,Les deux sexes,8.0
2020,Québec,15 à 24 ans,Les deux sexes,12.0
2016,Québec,15 à 24 ans,Hommes,14.0
2017,Québec,15 à 24 ans,Hommes,9.0
2018,Québec,15 à 24 ans,Hommes,10.0
2019,Québec,15 à 24 ans,Hommes,9.0
2020,Québec,15 à 24 ans,Hommes,14.0
2016,Québec,15 à 24 ans,Femmes,8.0
2017,Québec,15 à 24 ans,Femmes,7.0
2018,Québec,15 à 24 ans,Femmes,7.0
2019,Québec,15 à 24 ans,Femmes,7.0
2020,Québec,15 à 24 ans,Femmes,9.0
2016,Québec,18 à 24 ans,Les deux sexes,13.0
2017,Québec,18 à 24 ans,Les deux sexes,10.0
2018,Québec,18 à 24 ans,Les deux sexes,10.0
2019,Québec,18 à 24 ans,Les deux sexes,10.0
2020,Québec,18 à 24 ans,Les deux sexes,13.0
2016,Québec,18 à 24 ans,Hommes,17.0
2017,Québec,18 à 24 ans,Hommes,12.0
2018,Québec,18 à 24 ans,Hommes,11.0
2019,Québec,18 à 24 ans,Hommes,11.0
2020,Québec,18 à 24 ans,Hommes,16.0
2016,Québec,18 à 24 ans,Femmes,9.0
2017,Québec,18 à 24 ans,Femmes,8.0
2018,Québec,18 à 24 ans,Femmes,9.0
2019,Québec,18 à 24 ans,Femmes,8.0
2020,Québec,18 à 24 ans,Femmes,9.0
2016,Québec,20 à 24 ans,Les deux sexes,14.0
2017,Québec,20 à 24 ans,Les deux sexes,10.0
2018,Québec,20 à 24 ans,Les deux sexes,11.0
2019,Québec,20 à 24 ans,Les deux sexes,11.0
2020,Québec,20 à 24 ans,Les deux sexes,13.0
2016,Québec,20 à 24 ans,Hommes,18.0
2017,Québec,20 à 24 ans,Hommes,12.0
2018,Québec,20 à 24 ans,Hommes,12.0
2019,Québec,20 à 24 ans,Hommes,12.0
2020,Québec,20 à 24 ans,Hommes,17.0
2016,Québec,20 à 24 ans,Femmes,9.0
2017,Québec,20 à 24 ans,Femmes,7.0
2018,Québec,20 à 24 ans,Femmes,10.0
2019,Québec,20 à 24 ans,Femmes,9.0
2020,Québec,20 à 24 ans,Femmes,9.0
2016,Québec,25 à 29 ans,Les deux sexes,17.0
2017,Québec,25 à 29 ans,Les deux sexes,14.0
2018,Québec,25 à 29 ans,Les deux sexes,11.0
2019,Québec,25 à 29 ans,Les deux sexes,12.0
2020,Québec,25 à 29 ans,Les deux sexes,14.0
2016,Québec,25 à 29 ans,Hommes,17.0
2017,Québec,25 à 29 ans,Hommes,15.0
2018,Québec,25 à 29 ans,Hommes,11.0
2019,Québec,25 à 29 ans,Hommes,13.0
2020,Québec,25 à 29 ans,Hommes,15.0
2016,Québec,25 à 29 ans,Femmes,17.0
2017,Québec,25 à 29 ans,Femmes,13.0
2018,Québec,25 à 29 ans,Femmes,12.0
2019,Québec,25 à 29 ans,Femmes,12.0
2020,Québec,25 à 29 ans,Femmes,13.0
2016,Ontario,Total 15 à 29 ans,Les deux sexes,12.0
2017,Ontario,Total 15 à 29 ans,Les deux sexes,12.0
2018,Ontario,Total 15 à 29 ans,Les deux sexes,12.0
2019,Ontario,Total 15 à 29 ans,Les deux sexes,11.0
2020,Ontario,Total 15 à 29 ans,Les deux sexes,13.0
2016,Ontario,Total 15 à 29 ans,Hommes,13.0
2017,Ontario,Total 15 à 29 ans,Hommes,12.0
2018,Ontario,Total 15 à 29 ans,Hommes,12.0
2019,Ontario,Total 15 à 29 ans,Hommes,12.0
2020,Ontario,Total 15 à 29 ans,Hommes,14.0
2016,Ontario,Total 15 à 29 ans,Femmes,12.0
2017,Ontario,Total 15 à 29 ans,Femmes,12.0
2018,Ontario,Total 15 à 29 ans,Femmes,12.0
2019,Ontario,Total 15 à 29 ans,Femmes,11.0
2020,Ontario,Total 15 à 29 ans,Femmes,13.0
2016,Ontario,15 à 19 ans,Les deux sexes,5.0
2017,Ontario,15 à 19 ans,Les deux sexes,5.0
2018,Ontario,15 à 19 ans,Les deux sexes,6.0
2019,Ontario,15 à 19 ans,Les deux sexes,6.0
2020,Ontario,15 à 19 ans,Les deux sexes,8.0
2016,Ontario,15 à 19 ans,Hommes,6.0
2017,Ontario,15 à 19 ans,Hommes,6.0
2018,Ontario,15 à 19 ans,Hommes,7.0
2019,Ontario,15 à 19 ans,Hommes,7.0
2020,Ontario,15 à 19 ans,Hommes,10.0
2016,Ontario,15 à 19 ans,Femmes,4.0
2017,Ontario,15 à 19 ans,Femmes,4.0
2018,Ontario,15 à 19 ans,Femmes,5.0
2019,Ontario,15 à 19 ans,Femmes,5.0
2020,Ontario,15 à 19 ans,Femmes,7.0
2016,Ontario,15 à 24 ans,Les deux sexes,10.0
2017,Ontario,15 à 24 ans,Les deux sexes,9.0
2018,Ontario,15 à 24 ans,Les deux sexes,10.0
2019,Ontario,15 à 24 ans,Les deux sexes,10.0
2020,Ontario,15 à 24 ans,Les deux sexes,11.0
2016,Ontario,15 à 24 ans,Hommes,11.0
2017,Ontario,15 à 24 ans,Hommes,10.0
2018,Ontario,15 à 24 ans,Hommes,11.0
2019,Ontario,15 à 24 ans,Hommes,10.0
2020,Ontario,15 à 24 ans,Hommes,13.0
2016,Ontario,15 à 24 ans,Femmes,9.0
2017,Ontario,15 à 24 ans,Femmes,9.0
2018,Ontario,15 à 24 ans,Femmes,8.0
2019,Ontario,15 à 24 ans,Femmes,9.0
2020,Ontario,15 à 24 ans,Femmes,10.0
2016,Ontario,18 à 24 ans,Les deux sexes,13.0
2017,Ontario,18 à 24 ans,Les deux sexes,12.0
2018,Ontario,18 à 24 ans,Les deux sexes,12.0
2019,Ontario,18 à 24 ans,Les deux sexes,12.0
2020,Ontario,18 à 24 ans,Les deux sexes,13.0
2016,Ontario,18 à 24 ans,Hommes,14.0
2017,Ontario,18 à 24 ans,Hommes,12.0
2018,Ontario,18 à 24 ans,Hommes,13.0
2019,Ontario,18 à 24 ans,Hommes,13.0
2020,Ontario,18 à 24 ans,Hommes,15.0
2016,Ontario,18 à 24 ans,Femmes,11.0
2017,Ontario,18 à 24 ans,Femmes,11.0
2018,Ontario,18 à 24 ans,Femmes,11.0
2019,Ontario,18 à 24 ans,Femmes,11.0
2020,Ontario,18 à 24 ans,Femmes,11.0
2016,Ontario,20 à 24 ans,Les deux sexes,14.0
2017,Ontario,20 à 24 ans,Les deux sexes,13.0
2018,Ontario,20 à 24 ans,Les deux sexes,13.0
2019,Ontario,20 à 24 ans,Les deux sexes,13.0
2020,Ontario,20 à 24 ans,Les deux sexes,14.0
2016,Ontario,20 à 24 ans,Hommes,15.0
2017,Ontario,20 à 24 ans,Hommes,13.0
2018,Ontario,20 à 24 ans,Hommes,14.0
2019,Ontario,20 à 24 ans,Hommes,13.0
2020,Ontario,20 à 24 ans,Hommes,15.0
2016,Ontario,20 à 24 ans,Femmes,13.0
2017,Ontario,20 à 24 ans,Femmes,13.0
2018,Ontario,20 à 24 ans,Femmes,12.0
2019,Ontario,20 à 24 ans,Femmes,12.0
2020,Ontario,20 à 24 ans,Femmes,12.0
2016,Ontario,25 à 29 ans,Les deux sexes,17.0
2017,Ontario,25 à 29 ans,Les deux sexes,17.0
2018,Ontario,25 à 29 ans,Les deux sexes,17.0
2019,Ontario,25 à 29 ans,Les deux sexes,15.0
2020,Ontario,25 à 29 ans,Les deux sexes,17.0
2016,Ontario,25 à 29 ans,Hommes,17.0
2017,Ontario,25 à 29 ans,Hommes,16.0
2018,Ontario,25 à 29 ans,Hommes,15.0
2019,Ontario,25 à 29 ans,Hommes,14.0
2020,Ontario,25 à 29 ans,Hommes,15.0
2016,Ontario,25 à 29 ans,Femmes,17.0
2017,Ontario,25 à 29 ans,Femmes,17.0
2018,Ontario,25 à 29 ans,Femmes,18.0
2019,Ontario,25 à 29 ans,Femmes,15.0
2020,Ontario,25 à 29 ans,Femmes,18.0
2016,Manitoba,Total 15 à 29 ans,Les deux sexes,13.0
2017,Manitoba,Total 15 à 29 ans,Les deux sexes,13.0
2018,Manitoba,Total 15 à 29 ans,Les deux sexes,13.0
2019,Manitoba,Total 15 à 29 ans,Les deux sexes,13.0
2020,Manitoba,Total 15 à 29 ans,Les deux sexes,13.0
2016,Manitoba,Total 15 à 29 ans,Hommes,13.0
2017,Manitoba,Total 15 à 29 ans,Hommes,12.0
2018,Manitoba,Total 15 à 29 ans,Hommes,13.0
2019,Manitoba,Total 15 à 29 ans,Hommes,13.0
2020,Manitoba,Total 15 à 29 ans,Hommes,13.0
2016,Manitoba,Total 15 à 29 ans,Femmes,14.0
2017,Manitoba,Total 15 à 29 ans,Femmes,14.0
2018,Manitoba,Total 15 à 29 ans,Femmes,14.0
2019,Manitoba,Total 15 à 29 ans,Femmes,13.0
2020,Manitoba,Total 15 à 29 ans,Femmes,14.0
2016,Manitoba,15 à 19 ans,Les deux sexes,6.0
2017,Manitoba,15 à 19 ans,Les deux sexes,6.0
2018,Manitoba,15 à 19 ans,Les deux sexes,7.0
2019,Manitoba,15 à 19 ans,Les deux sexes,8.0
2020,Manitoba,15 à 19 ans,Les deux sexes,7.0
2016,Manitoba,15 à 19 ans,Hommes,7.0
2017,Manitoba,15 à 19 ans,Hommes,7.0
2018,Manitoba,15 à 19 ans,Hommes,8.0
2019,Manitoba,15 à 19 ans,Hommes,9.0
2020,Manitoba,15 à 19 ans,Hommes,7.0
2016,Manitoba,15 à 19 ans,Femmes,6.0
2017,Manitoba,15 à 19 ans,Femmes,5.0
2018,Manitoba,15 à 19 ans,Femmes,6.0
2019,Manitoba,15 à 19 ans,Femmes,7.0
2020,Manitoba,15 à 19 ans,Femmes,6.0
2016,Manitoba,15 à 24 ans,Les deux sexes,11.0
2017,Manitoba,15 à 24 ans,Les deux sexes,11.0
2018,Manitoba,15 à 24 ans,Les deux sexes,12.0
2019,Manitoba,15 à 24 ans,Les deux sexes,12.0
2020,Manitoba,15 à 24 ans,Les deux sexes,11.0
2016,Manitoba,15 à 24 ans,Hommes,11.0
2017,Manitoba,15 à 24 ans,Hommes,12.0
2018,Manitoba,15 à 24 ans,Hommes,12.0
2019,Manitoba,15 à 24 ans,Hommes,13.0
2020,Manitoba,15 à 24 ans,Hommes,12.0
2016,Manitoba,15 à 24 ans,Femmes,12.0
2017,Manitoba,15 à 24 ans,Femmes,11.0
2018,Manitoba,15 à 24 ans,Femmes,11.0
2019,Manitoba,15 à 24 ans,Femmes,10.0
2020,Manitoba,15 à 24 ans,Femmes,11.0
2016,Manitoba,18 à 24 ans,Les deux sexes,15.0
2017,Manitoba,18 à 24 ans,Les deux sexes,15.0
2018,Manitoba,18 à 24 ans,Les deux sexes,14.0
2019,Manitoba,18 à 24 ans,Les deux sexes,15.0
2020,Manitoba,18 à 24 ans,Les deux sexes,14.0
2016,Manitoba,18 à 24 ans,Hommes,14.0
2017,Manitoba,18 à 24 ans,Hommes,15.0
2018,Manitoba,18 à 24 ans,Hommes,15.0
2019,Manitoba,18 à 24 ans,Hommes,17.0
2020,Manitoba,18 à 24 ans,Hommes,14.0
2016,Manitoba,18 à 24 ans,Femmes,15.0
2017,Manitoba,18 à 24 ans,Femmes,14.0
2018,Manitoba,18 à 24 ans,Femmes,14.0
2019,Manitoba,18 à 24 ans,Femmes,14.0
2020,Manitoba,18 à 24 ans,Femmes,13.0
2016,Manitoba,20 à 24 ans,Les deux sexes,16.0
2017,Manitoba,20 à 24 ans,Les deux sexes,16.0
2018,Manitoba,20 à 24 ans,Les deux sexes,16.0
2019,Manitoba,20 à 24 ans,Les deux sexes,15.0
2020,Manitoba,20 à 24 ans,Les deux sexes,15.0
2016,Manitoba,20 à 24 ans,Hommes,15.0
2017,Manitoba,20 à 24 ans,Hommes,15.0
2018,Manitoba,20 à 24 ans,Hommes,15.0
2019,Manitoba,20 à 24 ans,Hommes,16.0
2020,Manitoba,20 à 24 ans,Hommes,16.0
2016,Manitoba,20 à 24 ans,Femmes,16.0
2017,Manitoba,20 à 24 ans,Femmes,17.0
2018,Manitoba,20 à 24 ans,Femmes,16.0
2019,Manitoba,20 à 24 ans,Femmes,14.0
2020,Manitoba,20 à 24 ans,Femmes,15.0
2016,Manitoba,25 à 29 ans,Les deux sexes,17.0
2017,Manitoba,25 à 29 ans,Les deux sexes,15.0
2018,Manitoba,25 à 29 ans,Les deux sexes,17.0
2019,Manitoba,25 à 29 ans,Les deux sexes,16.0
2020,Manitoba,25 à 29 ans,Les deux sexes,17.0
2016,Manitoba,25 à 29 ans,Hommes,16.0
2017,Manitoba,25 à 29 ans,Hommes,12.0
2018,Manitoba,25 à 29 ans,Hommes,16.0
2019,Manitoba,25 à 29 ans,Hommes,14.0
2020,Manitoba,25 à 29 ans,Hommes,14.0
2016,Manitoba,25 à 29 ans,Femmes,18.0
2017,Manitoba,25 à 29 ans,Femmes,19.0
2018,Manitoba,25 à 29 ans,Femmes,19.0
2019,Manitoba,25 à 29 ans,Femmes,18.0
2020,Manitoba,25 à 29 ans,Femmes,20.0
2016,Saskatchewan,Total 15 à 29 ans,Les deux sexes,13.0
2017,Saskatchewan,Total 15 à 29 ans,Les deux sexes,13.0
2018,Saskatchewan,Total 15 à 29 ans,Les deux sexes,13.0
2019,Saskatchewan,Total 15 à 29 ans,Les deux sexes,11.0
2020,Saskatchewan,Total 15 à 29 ans,Les deux sexes,14.0
2016,Saskatchewan,Total 15 à 29 ans,Hommes,12.0
2017,Saskatchewan,Total 15 à 29 ans,Hommes,13.0
2018,Saskatchewan,Total 15 à 29 ans,Hommes,13.0
2019,Saskatchewan,Total 15 à 29 ans,Hommes,10.0
2020,Saskatchewan,Total 15 à 29 ans,Hommes,14.0
2016,Saskatchewan,Total 15 à 29 ans,Femmes,14.0
2017,Saskatchewan,Total 15 à 29 ans,Femmes,14.0
2018,Saskatchewan,Total 15 à 29 ans,Femmes,13.0
2019,Saskatchewan,Total 15 à 29 ans,Femmes,13.0
2020,Saskatchewan,Total 15 à 29 ans,Femmes,15.0
2016,Saskatchewan,15 à 19 ans,Les deux sexes,8.0
2017,Saskatchewan,15 à 19 ans,Les deux sexes,8.0
2018,Saskatchewan,15 à 19 ans,Les deux sexes,8.0
2019,Saskatchewan,15 à 19 ans,Les deux sexes,6.0
2020,Saskatchewan,15 à 19 ans,Les deux sexes,12.0
2016,Saskatchewan,15 à 19 ans,Hommes,9.0
2017,Saskatchewan,15 à 19 ans,Hommes,9.0
2018,Saskatchewan,15 à 19 ans,Hommes,8.0
2019,Saskatchewan,15 à 19 ans,Hommes,6.0
2020,Saskatchewan,15 à 19 ans,Hommes,14.0
2016,Saskatchewan,15 à 19 ans,Femmes,8.0
2017,Saskatchewan,15 à 19 ans,Femmes,6.0
2018,Saskatchewan,15 à 19 ans,Femmes,8.0
2019,Saskatchewan,15 à 19 ans,Femmes,6.0
2020,Saskatchewan,15 à 19 ans,Femmes,11.0
2016,Saskatchewan,15 à 24 ans,Les deux sexes,12.0
2017,Saskatchewan,15 à 24 ans,Les deux sexes,12.0
2018,Saskatchewan,15 à 24 ans,Les deux sexes,11.0
2019,Saskatchewan,15 à 24 ans,Les deux sexes,9.0
2020,Saskatchewan,15 à 24 ans,Les deux sexes,14.0
2016,Saskatchewan,15 à 24 ans,Hommes,12.0
2017,Saskatchewan,15 à 24 ans,Hommes,12.0
2018,Saskatchewan,15 à 24 ans,Hommes,12.0
2019,Saskatchewan,15 à 24 ans,Hommes,9.0
2020,Saskatchewan,15 à 24 ans,Hommes,13.0
2016,Saskatchewan,15 à 24 ans,Femmes,11.0
2017,Saskatchewan,15 à 24 ans,Femmes,11.0
2018,Saskatchewan,15 à 24 ans,Femmes,10.0
2019,Saskatchewan,15 à 24 ans,Femmes,10.0
2020,Saskatchewan,15 à 24 ans,Femmes,14.0
2016,Saskatchewan,18 à 24 ans,Les deux sexes,15.0
2017,Saskatchewan,18 à 24 ans,Les deux sexes,15.0
2018,Saskatchewan,18 à 24 ans,Les deux sexes,14.0
2019,Saskatchewan,18 à 24 ans,Les deux sexes,12.0
2020,Saskatchewan,18 à 24 ans,Les deux sexes,16.0
2016,Saskatchewan,18 à 24 ans,Hommes,16.0
2017,Saskatchewan,18 à 24 ans,Hommes,16.0
2018,Saskatchewan,18 à 24 ans,Hommes,16.0
2019,Saskatchewan,18 à 24 ans,Hommes,12.0
2020,Saskatchewan,18 à 24 ans,Hommes,15.0
2016,Saskatchewan,18 à 24 ans,Femmes,14.0
2017,Saskatchewan,18 à 24 ans,Femmes,14.0
2018,Saskatchewan,18 à 24 ans,Femmes,12.0
2019,Saskatchewan,18 à 24 ans,Femmes,12.0
2020,Saskatchewan,18 à 24 ans,Femmes,17.0
2016,Saskatchewan,20 à 24 ans,Les deux sexes,15.0
2017,Saskatchewan,20 à 24 ans,Les deux sexes,15.0
2018,Saskatchewan,20 à 24 ans,Les deux sexes,14.0
2019,Saskatchewan,20 à 24 ans,Les deux sexes,12.0
2020,Saskatchewan,20 à 24 ans,Les deux sexes,15.0
2016,Saskatchewan,20 à 24 ans,Hommes,16.0
2017,Saskatchewan,20 à 24 ans,Hommes,15.0
2018,Saskatchewan,20 à 24 ans,Hommes,16.0
2019,Saskatchewan,20 à 24 ans,Hommes,12.0
2020,Saskatchewan,20 à 24 ans,Hommes,13.0
2016,Saskatchewan,20 à 24 ans,Femmes,14.0
2017,Saskatchewan,20 à 24 ans,Femmes,15.0
2018,Saskatchewan,20 à 24 ans,Femmes,12.0
2019,Saskatchewan,20 à 24 ans,Femmes,13.0
2020,Saskatchewan,20 à 24 ans,Femmes,17.0
2016,Saskatchewan,25 à 29 ans,Les deux sexes,15.0
2017,Saskatchewan,25 à 29 ans,Les deux sexes,17.0
2018,Saskatchewan,25 à 29 ans,Les deux sexes,17.0
2019,Saskatchewan,25 à 29 ans,Les deux sexes,15.0
2020,Saskatchewan,25 à 29 ans,Les deux sexes,16.0
2016,Saskatchewan,25 à 29 ans,Hommes,12.0
2017,Saskatchewan,25 à 29 ans,Hommes,14.0
2018,Saskatchewan,25 à 29 ans,Hommes,15.0
2019,Saskatchewan,25 à 29 ans,Hommes,12.0
2020,Saskatchewan,25 à 29 ans,Hommes,14.0
2016,Saskatchewan,25 à 29 ans,Femmes,19.0
2017,Saskatchewan,25 à 29 ans,Femmes,20.0
2018,Saskatchewan,25 à 29 ans,Femmes,20.0
2019,Saskatchewan,25 à 29 ans,Femmes,18.0
2020,Saskatchewan,25 à 29 ans,Femmes,17.0
2016,Alberta,Total 15 à 29 ans,Les deux sexes,14.0
2017,Alberta,Total 15 à 29 ans,Les deux sexes,13.0
2018,Alberta,Total 15 à 29 ans,Les deux sexes,13.0
2019,Alberta,Total 15 à 29 ans,Les deux sexes,12.0
2020,Alberta,Total 15 à 29 ans,Les deux sexes,15.0
2016,Alberta,Total 15 à 29 ans,Hommes,13.0
2017,Alberta,Total 15 à 29 ans,Hommes,13.0
2018,Alberta,Total 15 à 29 ans,Hommes,12.0
2019,Alberta,Total 15 à 29 ans,Hommes,12.0
2020,Alberta,Total 15 à 29 ans,Hommes,15.0
2016,Alberta,Total 15 à 29 ans,Femmes,15.0
2017,Alberta,Total 15 à 29 ans,Femmes,13.0
2018,Alberta,Total 15 à 29 ans,Femmes,15.0
2019,Alberta,Total 15 à 29 ans,Femmes,12.0
2020,Alberta,Total 15 à 29 ans,Femmes,15.0
2016,Alberta,15 à 19 ans,Les deux sexes,6.0
2017,Alberta,15 à 19 ans,Les deux sexes,6.0
2018,Alberta,15 à 19 ans,Les deux sexes,7.0
2019,Alberta,15 à 19 ans,Les deux sexes,8.0
2020,Alberta,15 à 19 ans,Les deux sexes,8.0
2016,Alberta,15 à 19 ans,Hommes,7.0
2017,Alberta,15 à 19 ans,Hommes,7.0
2018,Alberta,15 à 19 ans,Hommes,8.0
2019,Alberta,15 à 19 ans,Hommes,9.0
2020,Alberta,15 à 19 ans,Hommes,10.0
2016,Alberta,15 à 19 ans,Femmes,5.0
2017,Alberta,15 à 19 ans,Femmes,5.0
2018,Alberta,15 à 19 ans,Femmes,6.0
2019,Alberta,15 à 19 ans,Femmes,6.0
2020,Alberta,15 à 19 ans,Femmes,6.0
2016,Alberta,15 à 24 ans,Les deux sexes,11.0
2017,Alberta,15 à 24 ans,Les deux sexes,11.0
2018,Alberta,15 à 24 ans,Les deux sexes,11.0
2019,Alberta,15 à 24 ans,Les deux sexes,10.0
2020,Alberta,15 à 24 ans,Les deux sexes,12.0
2016,Alberta,15 à 24 ans,Hommes,12.0
2017,Alberta,15 à 24 ans,Hommes,11.0
2018,Alberta,15 à 24 ans,Hommes,11.0
2019,Alberta,15 à 24 ans,Hommes,11.0
2020,Alberta,15 à 24 ans,Hommes,13.0
2016,Alberta,15 à 24 ans,Femmes,10.0
2017,Alberta,15 à 24 ans,Femmes,10.0
2018,Alberta,15 à 24 ans,Femmes,11.0
2019,Alberta,15 à 24 ans,Femmes,8.0
2020,Alberta,15 à 24 ans,Femmes,11.0
2016,Alberta,18 à 24 ans,Les deux sexes,14.0
2017,Alberta,18 à 24 ans,Les deux sexes,13.0
2018,Alberta,18 à 24 ans,Les deux sexes,14.0
2019,Alberta,18 à 24 ans,Les deux sexes,12.0
2020,Alberta,18 à 24 ans,Les deux sexes,15.0
2016,Alberta,18 à 24 ans,Hommes,15.0
2017,Alberta,18 à 24 ans,Hommes,14.0
2018,Alberta,18 à 24 ans,Hommes,14.0
2019,Alberta,18 à 24 ans,Hommes,14.0
2020,Alberta,18 à 24 ans,Hommes,16.0
2016,Alberta,18 à 24 ans,Femmes,13.0
2017,Alberta,18 à 24 ans,Femmes,13.0
2018,Alberta,18 à 24 ans,Femmes,14.0
2019,Alberta,18 à 24 ans,Femmes,11.0
2020,Alberta,18 à 24 ans,Femmes,14.0
2016,Alberta,20 à 24 ans,Les deux sexes,15.0
2017,Alberta,20 à 24 ans,Les deux sexes,15.0
2018,Alberta,20 à 24 ans,Les deux sexes,15.0
2019,Alberta,20 à 24 ans,Les deux sexes,12.0
2020,Alberta,20 à 24 ans,Les deux sexes,16.0
2016,Alberta,20 à 24 ans,Hommes,16.0
2017,Alberta,20 à 24 ans,Hommes,15.0
2018,Alberta,20 à 24 ans,Hommes,14.0
2019,Alberta,20 à 24 ans,Hommes,14.0
2020,Alberta,20 à 24 ans,Hommes,16.0
2016,Alberta,20 à 24 ans,Femmes,14.0
2017,Alberta,20 à 24 ans,Femmes,14.0
2018,Alberta,20 à 24 ans,Femmes,16.0
2019,Alberta,20 à 24 ans,Femmes,10.0
2020,Alberta,20 à 24 ans,Femmes,15.0
2016,Alberta,25 à 29 ans,Les deux sexes,18.0
2017,Alberta,25 à 29 ans,Les deux sexes,17.0
2018,Alberta,25 à 29 ans,Les deux sexes,17.0
2019,Alberta,25 à 29 ans,Les deux sexes,16.0
2020,Alberta,25 à 29 ans,Les deux sexes,21.0
2016,Alberta,25 à 29 ans,Hommes,15.0
2017,Alberta,25 à 29 ans,Hommes,16.0
2018,Alberta,25 à 29 ans,Hommes,14.0
2019,Alberta,25 à 29 ans,Hommes,13.0
2020,Alberta,25 à 29 ans,Hommes,19.0
2016,Alberta,25 à 29 ans,Femmes,22.0
2017,Alberta,25 à 29 ans,Femmes,19.0
2018,Alberta,25 à 29 ans,Femmes,20.0
2019,Alberta,25 à 29 ans,Femmes,18.0
2020,Alberta,25 à 29 ans,Femmes,23.0
2016,Colombie-Britannique,Total 15 à 29 ans,Les deux sexes,12.0
