Year,Géographie,Groupe d'âge et type de famille,Statistiques,GeoCode,Value
2005,Terre-Neuve-et-Labrador,Personnes de 65 ans et plus,Personnes en situation de résilience des actifs pour au moins 1 mois,10,69.3
2005,Terre-Neuve-et-Labrador,Personnes de 65 ans et plus,Personnes en situation de résilience des actifs pour au moins 3 mois,10,59.2
2005,Terre-Neuve-et-Labrador,Personnes de 65 ans et plus,Personnes en situation de résilience des actifs pour au moins 6 mois,10,53.4
2005,Terre-Neuve-et-Labrador,Personnes dans une famille économique,Personnes en situation de résilience des actifs pour au moins 1 mois,10,59.7
2005,Terre-Neuve-et-Labrador,Personnes dans une famille économique,Personnes en situation de résilience des actifs pour au moins 3 mois,10,49.5
2005,Terre-Neuve-et-Labrador,Personnes dans une famille économique,Personnes en situation de résilience des actifs pour au moins 6 mois,10,41.1
2005,Terre-Neuve-et-Labrador,Personnes dans une famille ayant un couple seulement,Personnes en situation de résilience des actifs pour au moins 1 mois,10,71.2
2005,Terre-Neuve-et-Labrador,Personnes dans une famille ayant un couple seulement,Personnes en situation de résilience des actifs pour au moins 3 mois,10,66.2
2005,Terre-Neuve-et-Labrador,Personnes dans une famille ayant un couple seulement,Personnes en situation de résilience des actifs pour au moins 6 mois,10,61.4
2005,Terre-Neuve-et-Labrador,Personnes dans une famille ayant un couple avec enfant,Personnes en situation de résilience des actifs pour au moins 1 mois,10,48.3
2005,Terre-Neuve-et-Labrador,Personnes dans une famille ayant un couple avec enfant,Personnes en situation de résilience des actifs pour au moins 3 mois,10,35.8
2005,Terre-Neuve-et-Labrador,Personnes dans une famille ayant un couple avec enfant,Personnes en situation de résilience des actifs pour au moins 6 mois,10,25.8
2005,Terre-Neuve-et-Labrador,Personnes dans une famille monoparentale,Personnes en situation de résilience des actifs pour au moins 1 mois,10,42.5
2005,Terre-Neuve-et-Labrador,Personnes dans une famille monoparentale,Personnes en situation de résilience des actifs pour au moins 3 mois,10,42.5
2005,Terre-Neuve-et-Labrador,Personnes dans une famille monoparentale,Personnes en situation de résilience des actifs pour au moins 6 mois,10,18.5
2005,Terre-Neuve-et-Labrador,Personnes dans un autre type de famille économique,Personnes en situation de résilience des actifs pour au moins 1 mois,10,74.2
2005,Terre-Neuve-et-Labrador,Personnes dans un autre type de famille économique,Personnes en situation de résilience des actifs pour au moins 3 mois,10,58.2
2005,Terre-Neuve-et-Labrador,Personnes dans un autre type de famille économique,Personnes en situation de résilience des actifs pour au moins 6 mois,10,54.0
2005,Terre-Neuve-et-Labrador,Personnes hors famille économique,Personnes en situation de résilience des actifs pour au moins 1 mois,10,43.8
2005,Terre-Neuve-et-Labrador,Personnes hors famille économique,Personnes en situation de résilience des actifs pour au moins 3 mois,10,33.1
2005,Terre-Neuve-et-Labrador,Personnes hors famille économique,Personnes en situation de résilience des actifs pour au moins 6 mois,10,16.0
2005,Île-du-Prince-Édouard,Personnes de tous âge et types de familles,Personnes en situation de résilience des actifs pour au moins 1 mois,11,67.7
2005,Île-du-Prince-Édouard,Personnes de tous âge et types de familles,Personnes en situation de résilience des actifs pour au moins 3 mois,11,54.0
2005,Île-du-Prince-Édouard,Personnes de tous âge et types de familles,Personnes en situation de résilience des actifs pour au moins 6 mois,11,37.0
2005,Île-du-Prince-Édouard,Personnes de moins de 18 ans,Personnes en situation de résilience des actifs pour au moins 1 mois,11,65.9
2005,Île-du-Prince-Édouard,Personnes de moins de 18 ans,Personnes en situation de résilience des actifs pour au moins 3 mois,11,43.9
2005,Île-du-Prince-Édouard,Personnes de moins de 18 ans,Personnes en situation de résilience des actifs pour au moins 6 mois,11,25.4
2005,Île-du-Prince-Édouard,Personnes de 18 à 64 ans,Personnes en situation de résilience des actifs pour au moins 1 mois,11,64.4
2005,Île-du-Prince-Édouard,Personnes de 18 à 64 ans,Personnes en situation de résilience des actifs pour au moins 3 mois,11,50.2
2005,Île-du-Prince-Édouard,Personnes de 18 à 64 ans,Personnes en situation de résilience des actifs pour au moins 6 mois,11,34.4
2005,Île-du-Prince-Édouard,Personnes de 65 ans et plus,Personnes en situation de résilience des actifs pour au moins 1 mois,11,81.9
2005,Île-du-Prince-Édouard,Personnes de 65 ans et plus,Personnes en situation de résilience des actifs pour au moins 3 mois,11,81.9
2005,Île-du-Prince-Édouard,Personnes de 65 ans et plus,Personnes en situation de résilience des actifs pour au moins 6 mois,11,62.5
2005,Île-du-Prince-Édouard,Personnes dans une famille économique,Personnes en situation de résilience des actifs pour au moins 1 mois,11,70.3
2005,Île-du-Prince-Édouard,Personnes dans une famille économique,Personnes en situation de résilience des actifs pour au moins 3 mois,11,57.2
2005,Île-du-Prince-Édouard,Personnes dans une famille économique,Personnes en situation de résilience des actifs pour au moins 6 mois,11,39.1
2005,Île-du-Prince-Édouard,Personnes dans une famille ayant un couple seulement,Personnes en situation de résilience des actifs pour au moins 1 mois,11,76.2
2005,Île-du-Prince-Édouard,Personnes dans une famille ayant un couple seulement,Personnes en situation de résilience des actifs pour au moins 3 mois,11,76.2
2005,Île-du-Prince-Édouard,Personnes dans une famille ayant un couple seulement,Personnes en situation de résilience des actifs pour au moins 6 mois,11,53.7
2005,Île-du-Prince-Édouard,Personnes dans une famille ayant un couple avec enfant,Personnes en situation de résilience des actifs pour au moins 1 mois,11,67.2
2005,Île-du-Prince-Édouard,Personnes dans une famille ayant un couple avec enfant,Personnes en situation de résilience des actifs pour au moins 3 mois,11,48.4
2005,Île-du-Prince-Édouard,Personnes dans une famille ayant un couple avec enfant,Personnes en situation de résilience des actifs pour au moins 6 mois,11,28.0
2005,Île-du-Prince-Édouard,Personnes dans une famille monoparentale,Personnes en situation de résilience des actifs pour au moins 1 mois,11,
2005,Île-du-Prince-Édouard,Personnes dans une famille monoparentale,Personnes en situation de résilience des actifs pour au moins 3 mois,11,
2005,Île-du-Prince-Édouard,Personnes dans une famille monoparentale,Personnes en situation de résilience des actifs pour au moins 6 mois,11,
2005,Île-du-Prince-Édouard,Personnes dans un autre type de famille économique,Personnes en situation de résilience des actifs pour au moins 1 mois,11,
2005,Île-du-Prince-Édouard,Personnes dans un autre type de famille économique,Personnes en situation de résilience des actifs pour au moins 3 mois,11,
2005,Île-du-Prince-Édouard,Personnes dans un autre type de famille économique,Personnes en situation de résilience des actifs pour au moins 6 mois,11,
2005,Île-du-Prince-Édouard,Personnes hors famille économique,Personnes en situation de résilience des actifs pour au moins 1 mois,11,49.9
2005,Île-du-Prince-Édouard,Personnes hors famille économique,Personnes en situation de résilience des actifs pour au moins 3 mois,11,31.8
2005,Île-du-Prince-Édouard,Personnes hors famille économique,Personnes en situation de résilience des actifs pour au moins 6 mois,11,22.4
2005,Nouvelle-Écosse,Personnes de tous âge et types de familles,Personnes en situation de résilience des actifs pour au moins 1 mois,12,63.8
2005,Nouvelle-Écosse,Personnes de tous âge et types de familles,Personnes en situation de résilience des actifs pour au moins 3 mois,12,52.5
2005,Nouvelle-Écosse,Personnes de tous âge et types de familles,Personnes en situation de résilience des actifs pour au moins 6 mois,12,42.0
2005,Nouvelle-Écosse,Personnes de moins de 18 ans,Personnes en situation de résilience des actifs pour au moins 1 mois,12,55.9
2005,Nouvelle-Écosse,Personnes de moins de 18 ans,Personnes en situation de résilience des actifs pour au moins 3 mois,12,44.6
2005,Nouvelle-Écosse,Personnes de moins de 18 ans,Personnes en situation de résilience des actifs pour au moins 6 mois,12,34.4
2005,Nouvelle-Écosse,Personnes de 18 à 64 ans,Personnes en situation de résilience des actifs pour au moins 1 mois,12,62.8
2005,Nouvelle-Écosse,Personnes de 18 à 64 ans,Personnes en situation de résilience des actifs pour au moins 3 mois,12,52.1
2005,Nouvelle-Écosse,Personnes de 18 à 64 ans,Personnes en situation de résilience des actifs pour au moins 6 mois,12,42.7
2005,Nouvelle-Écosse,Personnes de 65 ans et plus,Personnes en situation de résilience des actifs pour au moins 1 mois,12,79.6
2005,Nouvelle-Écosse,Personnes de 65 ans et plus,Personnes en situation de résilience des actifs pour au moins 3 mois,12,65.9
2005,Nouvelle-Écosse,Personnes de 65 ans et plus,Personnes en situation de résilience des actifs pour au moins 6 mois,12,49.4
2005,Nouvelle-Écosse,Personnes dans une famille économique,Personnes en situation de résilience des actifs pour au moins 1 mois,12,63.1
2005,Nouvelle-Écosse,Personnes dans une famille économique,Personnes en situation de résilience des actifs pour au moins 3 mois,12,52.1
2005,Nouvelle-Écosse,Personnes dans une famille économique,Personnes en situation de résilience des actifs pour au moins 6 mois,12,40.8
2005,Nouvelle-Écosse,Personnes dans une famille ayant un couple seulement,Personnes en situation de résilience des actifs pour au moins 1 mois,12,82.2
2005,Nouvelle-Écosse,Personnes dans une famille ayant un couple seulement,Personnes en situation de résilience des actifs pour au moins 3 mois,12,66.7
2005,Nouvelle-Écosse,Personnes dans une famille ayant un couple seulement,Personnes en situation de résilience des actifs pour au moins 6 mois,12,57.4
2005,Nouvelle-Écosse,Personnes dans une famille ayant un couple avec enfant,Personnes en situation de résilience des actifs pour au moins 1 mois,12,55.6
2005,Nouvelle-Écosse,Personnes dans une famille ayant un couple avec enfant,Personnes en situation de résilience des actifs pour au moins 3 mois,12,46.2
2005,Nouvelle-Écosse,Personnes dans une famille ayant un couple avec enfant,Personnes en situation de résilience des actifs pour au moins 6 mois,12,35.6
2005,Nouvelle-Écosse,Personnes dans une famille monoparentale,Personnes en situation de résilience des actifs pour au moins 1 mois,12,61.7
2005,Nouvelle-Écosse,Personnes dans une famille monoparentale,Personnes en situation de résilience des actifs pour au moins 3 mois,12,51.4
2005,Nouvelle-Écosse,Personnes dans une famille monoparentale,Personnes en situation de résilience des actifs pour au moins 6 mois,12,46.1
2005,Nouvelle-Écosse,Personnes dans un autre type de famille économique,Personnes en situation de résilience des actifs pour au moins 1 mois,12,52.4
2005,Nouvelle-Écosse,Personnes dans un autre type de famille économique,Personnes en situation de résilience des actifs pour au moins 3 mois,12,44.0
2005,Nouvelle-Écosse,Personnes dans un autre type de famille économique,Personnes en situation de résilience des actifs pour au moins 6 mois,12,27.7
2005,Nouvelle-Écosse,Personnes hors famille économique,Personnes en situation de résilience des actifs pour au moins 1 mois,12,67.3
2005,Nouvelle-Écosse,Personnes hors famille économique,Personnes en situation de résilience des actifs pour au moins 3 mois,12,54.4
2005,Nouvelle-Écosse,Personnes hors famille économique,Personnes en situation de résilience des actifs pour au moins 6 mois,12,48.5
2005,Nouveau-Brunswick,Personnes de tous âge et types de familles,Personnes en situation de résilience des actifs pour au moins 1 mois,13,74.1
2005,Nouveau-Brunswick,Personnes de tous âge et types de familles,Personnes en situation de résilience des actifs pour au moins 3 mois,13,41.9
2005,Nouveau-Brunswick,Personnes de tous âge et types de familles,Personnes en situation de résilience des actifs pour au moins 6 mois,13,35.1
2005,Nouveau-Brunswick,Personnes de moins de 18 ans,Personnes en situation de résilience des actifs pour au moins 1 mois,13,71.1
2005,Nouveau-Brunswick,Personnes de moins de 18 ans,Personnes en situation de résilience des actifs pour au moins 3 mois,13,35.6
2005,Nouveau-Brunswick,Personnes de moins de 18 ans,Personnes en situation de résilience des actifs pour au moins 6 mois,13,27.8
2005,Nouveau-Brunswick,Personnes de 18 à 64 ans,Personnes en situation de résilience des actifs pour au moins 1 mois,13,74.7
2005,Nouveau-Brunswick,Personnes de 18 à 64 ans,Personnes en situation de résilience des actifs pour au moins 3 mois,13,38.9
2005,Nouveau-Brunswick,Personnes de 18 à 64 ans,Personnes en situation de résilience des actifs pour au moins 6 mois,13,31.9
2005,Nouveau-Brunswick,Personnes de 65 ans et plus,Personnes en situation de résilience des actifs pour au moins 1 mois,13,75.3
2005,Nouveau-Brunswick,Personnes de 65 ans et plus,Personnes en situation de résilience des actifs pour au moins 3 mois,13,67.8
2005,Nouveau-Brunswick,Personnes de 65 ans et plus,Personnes en situation de résilience des actifs pour au moins 6 mois,13,63.1
2005,Nouveau-Brunswick,Personnes dans une famille économique,Personnes en situation de résilience des actifs pour au moins 1 mois,13,75.7
2005,Nouveau-Brunswick,Personnes dans une famille économique,Personnes en situation de résilience des actifs pour au moins 3 mois,13,45.8
2005,Nouveau-Brunswick,Personnes dans une famille économique,Personnes en situation de résilience des actifs pour au moins 6 mois,13,38.5
2005,Nouveau-Brunswick,Personnes dans une famille ayant un couple seulement,Personnes en situation de résilience des actifs pour au moins 1 mois,13,72.7
2005,Nouveau-Brunswick,Personnes dans une famille ayant un couple seulement,Personnes en situation de résilience des actifs pour au moins 3 mois,13,62.9
2005,Nouveau-Brunswick,Personnes dans une famille ayant un couple seulement,Personnes en situation de résilience des actifs pour au moins 6 mois,13,56.8
2005,Nouveau-Brunswick,Personnes dans une famille ayant un couple avec enfant,Personnes en situation de résilience des actifs pour au moins 1 mois,13,78.2
2005,Nouveau-Brunswick,Personnes dans une famille ayant un couple avec enfant,Personnes en situation de résilience des actifs pour au moins 3 mois,13,33.4
2005,Nouveau-Brunswick,Personnes dans une famille ayant un couple avec enfant,Personnes en situation de résilience des actifs pour au moins 6 mois,13,25.5
2005,Nouveau-Brunswick,Personnes dans une famille monoparentale,Personnes en situation de résilience des actifs pour au moins 1 mois,13,
2005,Nouveau-Brunswick,Personnes dans une famille monoparentale,Personnes en situation de résilience des actifs pour au moins 3 mois,13,
2005,Nouveau-Brunswick,Personnes dans une famille monoparentale,Personnes en situation de résilience des actifs pour au moins 6 mois,13,
2005,Nouveau-Brunswick,Personnes dans un autre type de famille économique,Personnes en situation de résilience des actifs pour au moins 1 mois,13,79.7
2005,Nouveau-Brunswick,Personnes dans un autre type de famille économique,Personnes en situation de résilience des actifs pour au moins 3 mois,13,59.7
2005,Nouveau-Brunswick,Personnes dans un autre type de famille économique,Personnes en situation de résilience des actifs pour au moins 6 mois,13,51.8
2005,Nouveau-Brunswick,Personnes hors famille économique,Personnes en situation de résilience des actifs pour au moins 1 mois,13,63.9
2005,Nouveau-Brunswick,Personnes hors famille économique,Personnes en situation de résilience des actifs pour au moins 3 mois,13,17.5
2005,Nouveau-Brunswick,Personnes hors famille économique,Personnes en situation de résilience des actifs pour au moins 6 mois,13,13.5
2005,Québec,Personnes de tous âge et types de familles,Personnes en situation de résilience des actifs pour au moins 1 mois,24,71.6
2005,Québec,Personnes de tous âge et types de familles,Personnes en situation de résilience des actifs pour au moins 3 mois,24,60.3
2005,Québec,Personnes de tous âge et types de familles,Personnes en situation de résilience des actifs pour au moins 6 mois,24,48.9
2005,Québec,Personnes de moins de 18 ans,Personnes en situation de résilience des actifs pour au moins 1 mois,24,64.3
2005,Québec,Personnes de moins de 18 ans,Personnes en situation de résilience des actifs pour au moins 3 mois,24,48.4
2005,Québec,Personnes de moins de 18 ans,Personnes en situation de résilience des actifs pour au moins 6 mois,24,36.7
2005,Québec,Personnes de 18 à 64 ans,Personnes en situation de résilience des actifs pour au moins 1 mois,24,72.3
2005,Québec,Personnes de 18 à 64 ans,Personnes en situation de résilience des actifs pour au moins 3 mois,24,61.2
2005,Québec,Personnes de 18 à 64 ans,Personnes en situation de résilience des actifs pour au moins 6 mois,24,49.7
2005,Québec,Personnes de 65 ans et plus,Personnes en situation de résilience des actifs pour au moins 1 mois,24,79.8
2005,Québec,Personnes de 65 ans et plus,Personnes en situation de résilience des actifs pour au moins 3 mois,24,74.6
2005,Québec,Personnes de 65 ans et plus,Personnes en situation de résilience des actifs pour au moins 6 mois,24,64.4
2005,Québec,Personnes dans une famille économique,Personnes en situation de résilience des actifs pour au moins 1 mois,24,73.6
2005,Québec,Personnes dans une famille économique,Personnes en situation de résilience des actifs pour au moins 3 mois,24,61.7
2005,Québec,Personnes dans une famille économique,Personnes en situation de résilience des actifs pour au moins 6 mois,24,49.7
2005,Québec,Personnes dans une famille ayant un couple seulement,Personnes en situation de résilience des actifs pour au moins 1 mois,24,82.4
2005,Québec,Personnes dans une famille ayant un couple seulement,Personnes en situation de résilience des actifs pour au moins 3 mois,24,72.9
2005,Québec,Personnes dans une famille ayant un couple seulement,Personnes en situation de résilience des actifs pour au moins 6 mois,24,63.4
2005,Québec,Personnes dans une famille ayant un couple avec enfant,Personnes en situation de résilience des actifs pour au moins 1 mois,24,73.3
2005,Québec,Personnes dans une famille ayant un couple avec enfant,Personnes en situation de résilience des actifs pour au moins 3 mois,24,58.1
2005,Québec,Personnes dans une famille ayant un couple avec enfant,Personnes en situation de résilience des actifs pour au moins 6 mois,24,44.0
2005,Québec,Personnes dans une famille monoparentale,Personnes en situation de résilience des actifs pour au moins 1 mois,24,34.8
2005,Québec,Personnes dans une famille monoparentale,Personnes en situation de résilience des actifs pour au moins 3 mois,24,17.7
2005,Québec,Personnes dans une famille monoparentale,Personnes en situation de résilience des actifs pour au moins 6 mois,24,15.3
2005,Québec,Personnes dans un autre type de famille économique,Personnes en situation de résilience des actifs pour au moins 1 mois,24,77.2
2005,Québec,Personnes dans un autre type de famille économique,Personnes en situation de résilience des actifs pour au moins 3 mois,24,70.7
2005,Québec,Personnes dans un autre type de famille économique,Personnes en situation de résilience des actifs pour au moins 6 mois,24,56.9
2005,Québec,Personnes hors famille économique,Personnes en situation de résilience des actifs pour au moins 1 mois,24,62.1
2005,Québec,Personnes hors famille économique,Personnes en situation de résilience des actifs pour au moins 3 mois,24,53.6
2005,Québec,Personnes hors famille économique,Personnes en situation de résilience des actifs pour au moins 6 mois,24,44.9
2005,Ontario,Personnes de tous âge et types de familles,Personnes en situation de résilience des actifs pour au moins 1 mois,35,81.1
2005,Ontario,Personnes de tous âge et types de familles,Personnes en situation de résilience des actifs pour au moins 3 mois,35,70.6
2005,Ontario,Personnes de tous âge et types de familles,Personnes en situation de résilience des actifs pour au moins 6 mois,35,60.3
2005,Ontario,Personnes de moins de 18 ans,Personnes en situation de résilience des actifs pour au moins 1 mois,35,76.0
2005,Ontario,Personnes de moins de 18 ans,Personnes en situation de résilience des actifs pour au moins 3 mois,35,62.0
2005,Ontario,Personnes de moins de 18 ans,Personnes en situation de résilience des actifs pour au moins 6 mois,35,49.6
2005,Ontario,Personnes de 18 à 64 ans,Personnes en situation de résilience des actifs pour au moins 1 mois,35,81.2
2005,Ontario,Personnes de 18 à 64 ans,Personnes en situation de résilience des actifs pour au moins 3 mois,35,70.6
2005,Ontario,Personnes de 18 à 64 ans,Personnes en situation de résilience des actifs pour au moins 6 mois,35,60.5
2005,Ontario,Personnes de 65 ans et plus,Personnes en situation de résilience des actifs pour au moins 1 mois,35,90.3
2005,Ontario,Personnes de 65 ans et plus,Personnes en situation de résilience des actifs pour au moins 3 mois,35,86.2
2005,Ontario,Personnes de 65 ans et plus,Personnes en situation de résilience des actifs pour au moins 6 mois,35,78.6
2005,Ontario,Personnes dans une famille économique,Personnes en situation de résilience des actifs pour au moins 1 mois,35,83.1
2005,Ontario,Personnes dans une famille économique,Personnes en situation de résilience des actifs pour au moins 3 mois,35,72.1
2005,Ontario,Personnes dans une famille économique,Personnes en situation de résilience des actifs pour au moins 6 mois,35,61.9
2005,Ontario,Personnes dans une famille ayant un couple seulement,Personnes en situation de résilience des actifs pour au moins 1 mois,35,84.6
2005,Ontario,Personnes dans une famille ayant un couple seulement,Personnes en situation de résilience des actifs pour au moins 3 mois,35,77.8
2005,Ontario,Personnes dans une famille ayant un couple seulement,Personnes en situation de résilience des actifs pour au moins 6 mois,35,72.3
2005,Ontario,Personnes dans une famille ayant un couple avec enfant,Personnes en situation de résilience des actifs pour au moins 1 mois,35,84.3
2005,Ontario,Personnes dans une famille ayant un couple avec enfant,Personnes en situation de résilience des actifs pour au moins 3 mois,35,70.4
2005,Ontario,Personnes dans une famille ayant un couple avec enfant,Personnes en situation de résilience des actifs pour au moins 6 mois,35,57.3
2005,Ontario,Personnes dans une famille monoparentale,Personnes en situation de résilience des actifs pour au moins 1 mois,35,38.0
2005,Ontario,Personnes dans une famille monoparentale,Personnes en situation de résilience des actifs pour au moins 3 mois,35,25.3
2005,Ontario,Personnes dans une famille monoparentale,Personnes en situation de résilience des actifs pour au moins 6 mois,35,17.3
2005,Ontario,Personnes dans un autre type de famille économique,Personnes en situation de résilience des actifs pour au moins 1 mois,35,89.9
2005,Ontario,Personnes dans un autre type de famille économique,Personnes en situation de résilience des actifs pour au moins 3 mois,35,81.7
2005,Ontario,Personnes dans un autre type de famille économique,Personnes en situation de résilience des actifs pour au moins 6 mois,35,72.1
2005,Ontario,Personnes hors famille économique,Personnes en situation de résilience des actifs pour au moins 1 mois,35,67.6
2005,Ontario,Personnes hors famille économique,Personnes en situation de résilience des actifs pour au moins 3 mois,35,60.0
2005,Ontario,Personnes hors famille économique,Personnes en situation de résilience des actifs pour au moins 6 mois,35,49.0
2005,Manitoba,Personnes de tous âge et types de familles,Personnes en situation de résilience des actifs pour au moins 1 mois,46,72.6
2005,Manitoba,Personnes de tous âge et types de familles,Personnes en situation de résilience des actifs pour au moins 3 mois,46,65.8
2005,Manitoba,Personnes de tous âge et types de familles,Personnes en situation de résilience des actifs pour au moins 6 mois,46,59.9
2005,Manitoba,Personnes de moins de 18 ans,Personnes en situation de résilience des actifs pour au moins 1 mois,46,58.7
2005,Manitoba,Personnes de moins de 18 ans,Personnes en situation de résilience des actifs pour au moins 3 mois,46,50.1
2005,Manitoba,Personnes de moins de 18 ans,Personnes en situation de résilience des actifs pour au moins 6 mois,46,45.0
2005,Manitoba,Personnes de 18 à 64 ans,Personnes en situation de résilience des actifs pour au moins 1 mois,46,75.5
2005,Manitoba,Personnes de 18 à 64 ans,Personnes en situation de résilience des actifs pour au moins 3 mois,46,68.4
2005,Manitoba,Personnes de 18 à 64 ans,Personnes en situation de résilience des actifs pour au moins 6 mois,46,62.3
2005,Manitoba,Personnes de 65 ans et plus,Personnes en situation de résilience des actifs pour au moins 1 mois,46,84.0
2005,Manitoba,Personnes de 65 ans et plus,Personnes en situation de résilience des actifs pour au moins 3 mois,46,83.0
2005,Manitoba,Personnes de 65 ans et plus,Personnes en situation de résilience des actifs pour au moins 6 mois,46,76.2
2005,Manitoba,Personnes dans une famille économique,Personnes en situation de résilience des actifs pour au moins 1 mois,46,73.1
2005,Manitoba,Personnes dans une famille économique,Personnes en situation de résilience des actifs pour au moins 3 mois,46,66.0
2005,Manitoba,Personnes dans une famille économique,Personnes en situation de résilience des actifs pour au moins 6 mois,46,59.6
2005,Manitoba,Personnes dans une famille ayant un couple seulement,Personnes en situation de résilience des actifs pour au moins 1 mois,46,87.5
2005,Manitoba,Personnes dans une famille ayant un couple seulement,Personnes en situation de résilience des actifs pour au moins 3 mois,46,82.5
2005,Manitoba,Personnes dans une famille ayant un couple seulement,Personnes en situation de résilience des actifs pour au moins 6 mois,46,79.0
2005,Manitoba,Personnes dans une famille ayant un couple avec enfant,Personnes en situation de résilience des actifs pour au moins 1 mois,46,73.2
2005,Manitoba,Personnes dans une famille ayant un couple avec enfant,Personnes en situation de résilience des actifs pour au moins 3 mois,46,60.6
2005,Manitoba,Personnes dans une famille ayant un couple avec enfant,Personnes en situation de résilience des actifs pour au moins 6 mois,46,56.8
2005,Manitoba,Personnes dans une famille monoparentale,Personnes en situation de résilience des actifs pour au moins 1 mois,46,31.9
2005,Manitoba,Personnes dans une famille monoparentale,Personnes en situation de résilience des actifs pour au moins 3 mois,46,27.9
2005,Manitoba,Personnes dans une famille monoparentale,Personnes en situation de résilience des actifs pour au moins 6 mois,46,9.6
2005,Manitoba,Personnes dans un autre type de famille économique,Personnes en situation de résilience des actifs pour au moins 1 mois,46,71.2
2005,Manitoba,Personnes dans un autre type de famille économique,Personnes en situation de résilience des actifs pour au moins 3 mois,46,71.2
2005,Manitoba,Personnes dans un autre type de famille économique,Personnes en situation de résilience des actifs pour au moins 6 mois,46,60.4
2005,Manitoba,Personnes hors famille économique,Personnes en situation de résilience des actifs pour au moins 1 mois,46,69.3
2005,Manitoba,Personnes hors famille économique,Personnes en situation de résilience des actifs pour au moins 3 mois,46,64.5
2005,Manitoba,Personnes hors famille économique,Personnes en situation de résilience des actifs pour au moins 6 mois,46,61.8
2005,Saskatchewan,Personnes de tous âge et types de familles,Personnes en situation de résilience des actifs pour au moins 1 mois,47,77.0
2005,Saskatchewan,Personnes de tous âge et types de familles,Personnes en situation de résilience des actifs pour au moins 3 mois,47,64.8
2005,Saskatchewan,Personnes de tous âge et types de familles,Personnes en situation de résilience des actifs pour au moins 6 mois,47,56.3
2005,Saskatchewan,Personnes de moins de 18 ans,Personnes en situation de résilience des actifs pour au moins 1 mois,47,66.9
2005,Saskatchewan,Personnes de moins de 18 ans,Personnes en situation de résilience des actifs pour au moins 3 mois,47,54.3
2005,Saskatchewan,Personnes de moins de 18 ans,Personnes en situation de résilience des actifs pour au moins 6 mois,47,45.6
2005,Saskatchewan,Personnes de 18 à 64 ans,Personnes en situation de résilience des actifs pour au moins 1 mois,47,77.9
2005,Saskatchewan,Personnes de 18 à 64 ans,Personnes en situation de résilience des actifs pour au moins 3 mois,47,64.3
2005,Saskatchewan,Personnes de 18 à 64 ans,Personnes en situation de résilience des actifs pour au moins 6 mois,47,55.3
2005,Saskatchewan,Personnes de 65 ans et plus,Personnes en situation de résilience des actifs pour au moins 1 mois,47,86.4
2005,Saskatchewan,Personnes de 65 ans et plus,Personnes en situation de résilience des actifs pour au moins 3 mois,47,80.7
2005,Saskatchewan,Personnes de 65 ans et plus,Personnes en situation de résilience des actifs pour au moins 6 mois,47,74.4
2005,Saskatchewan,Personnes dans une famille économique,Personnes en situation de résilience des actifs pour au moins 1 mois,47,78.7
2005,Saskatchewan,Personnes dans une famille économique,Personnes en situation de résilience des actifs pour au moins 3 mois,47,65.6
2005,Saskatchewan,Personnes dans une famille économique,Personnes en situation de résilience des actifs pour au moins 6 mois,47,58.3
2005,Saskatchewan,Personnes dans une famille ayant un couple seulement,Personnes en situation de résilience des actifs pour au moins 1 mois,47,87.8
2005,Saskatchewan,Personnes dans une famille ayant un couple seulement,Personnes en situation de résilience des actifs pour au moins 3 mois,47,73.9
2005,Saskatchewan,Personnes dans une famille ayant un couple seulement,Personnes en situation de résilience des actifs pour au moins 6 mois,47,67.5
2005,Saskatchewan,Personnes dans une famille ayant un couple avec enfant,Personnes en situation de résilience des actifs pour au moins 1 mois,47,72.4
2005,Saskatchewan,Personnes dans une famille ayant un couple avec enfant,Personnes en situation de résilience des actifs pour au moins 3 mois,47,59.2
2005,Saskatchewan,Personnes dans une famille ayant un couple avec enfant,Personnes en situation de résilience des actifs pour au moins 6 mois,47,49.3
2005,Saskatchewan,Personnes dans une famille monoparentale,Personnes en situation de résilience des actifs pour au moins 1 mois,47,45.9
2005,Saskatchewan,Personnes dans une famille monoparentale,Personnes en situation de résilience des actifs pour au moins 3 mois,47,27.1
2005,Saskatchewan,Personnes dans une famille monoparentale,Personnes en situation de résilience des actifs pour au moins 6 mois,47,20.1
2005,Saskatchewan,Personnes dans un autre type de famille économique,Personnes en situation de résilience des actifs pour au moins 1 mois,47,87.8
2005,Saskatchewan,Personnes dans un autre type de famille économique,Personnes en situation de résilience des actifs pour au moins 3 mois,47,80.5
2005,Saskatchewan,Personnes dans un autre type de famille économique,Personnes en situation de résilience des actifs pour au moins 6 mois,47,80.5
2005,Saskatchewan,Personnes hors famille économique,Personnes en situation de résilience des actifs pour au moins 1 mois,47,68.6
2005,Saskatchewan,Personnes hors famille économique,Personnes en situation de résilience des actifs pour au moins 3 mois,47,60.7
2005,Saskatchewan,Personnes hors famille économique,Personnes en situation de résilience des actifs pour au moins 6 mois,47,46.2
2005,Alberta,Personnes de tous âge et types de familles,Personnes en situation de résilience des actifs pour au moins 1 mois,48,77.6
2005,Alberta,Personnes de tous âge et types de familles,Personnes en situation de résilience des actifs pour au moins 3 mois,48,65.1
2005,Alberta,Personnes de tous âge et types de familles,Personnes en situation de résilience des actifs pour au moins 6 mois,48,57.4
2005,Alberta,Personnes de moins de 18 ans,Personnes en situation de résilience des actifs pour au moins 1 mois,48,69.3
