Year,Units,Géographie,Type d'événement,GeoCode,Value
2019,Taux par 100 000 personnes,Nouvelle-Écosse,Décès totaux apparemment liés à une intoxication aux opioïdes,12,5.9
2019,Nombre,Nouvelle-Écosse,Décès totaux apparemment liés à une intoxication aux opioïdes,12,57.0
2019,Taux par 100 000 personnes,Île-du-Prince-Édouard,Décès totaux apparemment liés à une intoxication aux opioïdes,11,3.2
2019,Nombre,Île-du-Prince-Édouard,Décès totaux apparemment liés à une intoxication aux opioïdes,11,5.0
2019,Taux par 100 000 personnes,Terre-Neuve-et-Labrador,Décès totaux apparemment liés à une intoxication aux opioïdes,10,3.4
2019,Nombre,Terre-Neuve-et-Labrador,Décès totaux apparemment liés à une intoxication aux opioïdes,10,18.0
2019,Taux par 100 000 personnes,Yukon,Décès totaux apparemment liés à une intoxication aux opioïdes,60,9.7
2019,Nombre,Yukon,Décès totaux apparemment liés à une intoxication aux opioïdes,60,4.0
2019,Taux par 100 000 personnes,Territoires du Nord-Ouest,Décès totaux apparemment liés à une intoxication aux opioïdes,61,2.2
2019,Nombre,Territoires du Nord-Ouest,Décès totaux apparemment liés à une intoxication aux opioïdes,61,1.0
2019,Taux par 100 000 personnes,Nunavut,Décès totaux apparemment liés à une intoxication aux opioïdes,62,
2019,Nombre,Nunavut,Décès totaux apparemment liés à une intoxication aux opioïdes,62,
2019,Taux par 100 000 personnes,Canada,Hospitalisations pour intoxication aux opioïdes,,15.5
2019,Nombre,Canada,Hospitalisations pour intoxication aux opioïdes,,4514.0
2019,Taux par 100 000 personnes,Colombie-Britannique,Hospitalisations pour intoxication aux opioïdes,59,23.5
2019,Nombre,Colombie-Britannique,Hospitalisations pour intoxication aux opioïdes,59,1196.0
2019,Taux par 100 000 personnes,Alberta,Hospitalisations pour intoxication aux opioïdes,48,16.3
2019,Nombre,Alberta,Hospitalisations pour intoxication aux opioïdes,48,709.0
2019,Taux par 100 000 personnes,Saskatchewan,Hospitalisations pour intoxication aux opioïdes,47,22.5
2019,Nombre,Saskatchewan,Hospitalisations pour intoxication aux opioïdes,47,264.0
2019,Taux par 100 000 personnes,Manitoba,Hospitalisations pour intoxication aux opioïdes,46,6.1
2019,Nombre,Manitoba,Hospitalisations pour intoxication aux opioïdes,46,84.0
2019,Taux par 100 000 personnes,Ontario,Hospitalisations pour intoxication aux opioïdes,35,13.6
2019,Nombre,Ontario,Hospitalisations pour intoxication aux opioïdes,35,1981.0
2019,Taux par 100 000 personnes,Québec,Hospitalisations pour intoxication aux opioïdes,24,
2019,Nombre,Québec,Hospitalisations pour intoxication aux opioïdes,24,
2019,Taux par 100 000 personnes,Nouveau-Brunswick,Hospitalisations pour intoxication aux opioïdes,13,13.4
2019,Nombre,Nouveau-Brunswick,Hospitalisations pour intoxication aux opioïdes,13,104.0
2019,Taux par 100 000 personnes,Nouvelle-Écosse,Hospitalisations pour intoxication aux opioïdes,12,8.1
2019,Nombre,Nouvelle-Écosse,Hospitalisations pour intoxication aux opioïdes,12,79.0
2019,Taux par 100 000 personnes,Île-du-Prince-Édouard,Hospitalisations pour intoxication aux opioïdes,11,15.2
2019,Nombre,Île-du-Prince-Édouard,Hospitalisations pour intoxication aux opioïdes,11,24.0
2019,Taux par 100 000 personnes,Terre-Neuve-et-Labrador,Hospitalisations pour intoxication aux opioïdes,10,9.9
2019,Nombre,Terre-Neuve-et-Labrador,Hospitalisations pour intoxication aux opioïdes,10,52.0
2019,Taux par 100 000 personnes,Territoires,Hospitalisations pour intoxication aux opioïdes,,16.8
2019,Nombre,Territoires,Hospitalisations pour intoxication aux opioïdes,,21.0
2019,Nombre,Colombie-Britannique,Interventions des SMU pour surdoses suspectées d'être liées aux opioïdes,59,13486.0
2019,Nombre,Alberta,Interventions des SMU pour surdoses suspectées d'être liées aux opioïdes,48,3536.0
2019,Nombre,Saskatchewan,Interventions des SMU pour surdoses suspectées d'être liées aux opioïdes,47,321.0
2019,Nombre,Winnipeg Manitoba,Interventions des SMU pour surdoses suspectées d'être liées aux opioïdes,,1403.0
2019,Nombre,Régions rurales et du nord du Manitoba,Interventions des SMU pour surdoses suspectées d'être liées aux opioïdes,,21.0
2019,Nombre,Ontario,Interventions des SMU pour surdoses suspectées d'être liées aux opioïdes,35,2629.0
2019,Nombre,Nouveau-Brunswick,Interventions des SMU pour surdoses suspectées d'être liées aux opioïdes,13,127.0
2019,Nombre,Nouvelle-Écosse,Interventions des SMU pour surdoses suspectées d'être liées aux opioïdes,12,188.0
2019,Nombre,Whitehorse Yukon,Interventions des SMU pour surdoses suspectées d'être liées aux opioïdes,,48.0
2019,Nombre,Yellowknife Territoires du Nord-Ouest,Interventions des SMU pour surdoses suspectées d'être liées aux opioïdes,,
2019,Taux par 100 000 personnes,Colombie-Britannique,Décès totaux apparemment liés à une intoxication aux stimulants,59,9.5
2019,Nombre,Colombie-Britannique,Décès totaux apparemment liés à une intoxication aux stimulants,59,482.0
2019,Taux par 100 000 personnes,Saskatchewan,Décès totaux apparemment liés à une intoxication aux stimulants,47,8.1
2019,Nombre,Saskatchewan,Décès totaux apparemment liés à une intoxication aux stimulants,47,95.0
2019,Taux par 100 000 personnes,Manitoba,Décès totaux apparemment liés à une intoxication aux stimulants,46,5.9
2019,Nombre,Manitoba,Décès totaux apparemment liés à une intoxication aux stimulants,46,81.0
2019,Taux par 100 000 personnes,Ontario,Décès totaux apparemment liés à une intoxication aux stimulants,35,7.0
2019,Nombre,Ontario,Décès totaux apparemment liés à une intoxication aux stimulants,35,1025.0
2019,Taux par 100 000 personnes,Québec,Décès totaux apparemment liés à une intoxication aux stimulants,24,1.6
2019,Nombre,Québec,Décès totaux apparemment liés à une intoxication aux stimulants,24,139.0
2019,Taux par 100 000 personnes,Nouvelle-Écosse,Décès totaux apparemment liés à une intoxication aux stimulants,12,3.0
2019,Nombre,Nouvelle-Écosse,Décès totaux apparemment liés à une intoxication aux stimulants,12,29.0
2019,Taux par 100 000 personnes,Terre-Neuve-et-Labrador,Décès totaux apparemment liés à une intoxication aux stimulants,10,
2019,Nombre,Terre-Neuve-et-Labrador,Décès totaux apparemment liés à une intoxication aux stimulants,10,
2019,Taux par 100 000 personnes,Yukon,Décès totaux apparemment liés à une intoxication aux stimulants,60,
2019,Nombre,Yukon,Décès totaux apparemment liés à une intoxication aux stimulants,60,
2019,Taux par 100 000 personnes,Territoires du Nord-Ouest,Décès totaux apparemment liés à une intoxication aux stimulants,61,
2019,Nombre,Territoires du Nord-Ouest,Décès totaux apparemment liés à une intoxication aux stimulants,61,
2019,Taux par 100 000 personnes,Canada,Hospitalisations pour intoxication aux stimulants,,7.5
2019,Nombre,Canada,Hospitalisations pour intoxication aux stimulants,,2179.0
2019,Taux par 100 000 personnes,Colombie-Britannique,Hospitalisations pour intoxication aux stimulants,59,10.3
2019,Nombre,Colombie-Britannique,Hospitalisations pour intoxication aux stimulants,59,524.0
2019,Taux par 100 000 personnes,Alberta,Hospitalisations pour intoxication aux stimulants,48,7.4
2019,Nombre,Alberta,Hospitalisations pour intoxication aux stimulants,48,321.0
2019,Taux par 100 000 personnes,Saskatchewan,Hospitalisations pour intoxication aux stimulants,47,13.6
2019,Nombre,Saskatchewan,Hospitalisations pour intoxication aux stimulants,47,159.0
2019,Taux par 100 000 personnes,Manitoba,Hospitalisations pour intoxication aux stimulants,46,4.2
2019,Nombre,Manitoba,Hospitalisations pour intoxication aux stimulants,46,58.0
2019,Taux par 100 000 personnes,Ontario,Hospitalisations pour intoxication aux stimulants,35,6.7
2019,Nombre,Ontario,Hospitalisations pour intoxication aux stimulants,35,975.0
2019,Taux par 100 000 personnes,Québec,Hospitalisations pour intoxication aux stimulants,24,
2019,Nombre,Québec,Hospitalisations pour intoxication aux stimulants,24,
2019,Taux par 100 000 personnes,Nouveau-Brunswick,Hospitalisations pour intoxication aux stimulants,13,7.2
2019,Nombre,Nouveau-Brunswick,Hospitalisations pour intoxication aux stimulants,13,56.0
2019,Taux par 100 000 personnes,Nouvelle-Écosse,Hospitalisations pour intoxication aux stimulants,12,3.3
2019,Nombre,Nouvelle-Écosse,Hospitalisations pour intoxication aux stimulants,12,32.0
2019,Taux par 100 000 personnes,Île-du-Prince-Édouard,Hospitalisations pour intoxication aux stimulants,11,3.8
2019,Nombre,Île-du-Prince-Édouard,Hospitalisations pour intoxication aux stimulants,11,6.0
2019,Taux par 100 000 personnes,Terre-Neuve-et-Labrador,Hospitalisations pour intoxication aux stimulants,10,6.9
2019,Nombre,Terre-Neuve-et-Labrador,Hospitalisations pour intoxication aux stimulants,10,36.0
2019,Taux par 100 000 personnes,Territoires,Hospitalisations pour intoxication aux stimulants,,9.6
2019,Nombre,Territoires,Hospitalisations pour intoxication aux stimulants,,12.0
2020,Taux par 100 000 personnes,Canada,Décès totaux apparemment liés à une intoxication aux opioïdes,,16.9
2020,Nombre,Canada,Décès totaux apparemment liés à une intoxication aux opioïdes,,6423.0
2020,Taux par 100 000 personnes,Colombie-Britannique,Décès totaux apparemment liés à une intoxication aux opioïdes,59,34.8
2020,Nombre,Colombie-Britannique,Décès totaux apparemment liés à une intoxication aux opioïdes,59,1794.0
2020,Taux par 100 000 personnes,Alberta,Décès totaux apparemment liés à une intoxication aux opioïdes,48,26.8
2020,Nombre,Alberta,Décès totaux apparemment liés à une intoxication aux opioïdes,48,1184.0
2020,Taux par 100 000 personnes,Saskatchewan,Décès totaux apparemment liés à une intoxication aux opioïdes,47,22.7
2020,Nombre,Saskatchewan,Décès totaux apparemment liés à une intoxication aux opioïdes,47,268.0
2020,Taux par 100 000 personnes,Manitoba,Décès totaux apparemment liés à une intoxication aux opioïdes,46,18.8
2020,Nombre,Manitoba,Décès totaux apparemment liés à une intoxication aux opioïdes,46,260.0
2020,Taux par 100 000 personnes,Ontario,Décès totaux apparemment liés à une intoxication aux opioïdes,35,16.7
2020,Nombre,Ontario,Décès totaux apparemment liés à une intoxication aux opioïdes,35,2461.0
2020,Taux par 100 000 personnes,Québec,Décès totaux apparemment liés à une intoxication aux opioïdes,24,3.7
2020,Nombre,Québec,Décès totaux apparemment liés à une intoxication aux opioïdes,24,316.0
2020,Taux par 100 000 personnes,Nouveau-Brunswick,Décès totaux apparemment liés à une intoxication aux opioïdes,13,5.7
2020,Nombre,Nouveau-Brunswick,Décès totaux apparemment liés à une intoxication aux opioïdes,13,45.0
2020,Taux par 100 000 personnes,Nouvelle-Écosse,Décès totaux apparemment liés à une intoxication aux opioïdes,12,5.1
2020,Nombre,Nouvelle-Écosse,Décès totaux apparemment liés à une intoxication aux opioïdes,12,50.0
2020,Taux par 100 000 personnes,Île-du-Prince-Édouard,Décès totaux apparemment liés à une intoxication aux opioïdes,11,5.0
2020,Nombre,Île-du-Prince-Édouard,Décès totaux apparemment liés à une intoxication aux opioïdes,11,8.0
2020,Taux par 100 000 personnes,Terre-Neuve-et-Labrador,Décès totaux apparemment liés à une intoxication aux opioïdes,10,4.6
2020,Nombre,Terre-Neuve-et-Labrador,Décès totaux apparemment liés à une intoxication aux opioïdes,10,24.0
2020,Taux par 100 000 personnes,Yukon,Décès totaux apparemment liés à une intoxication aux opioïdes,60,23.7
2020,Nombre,Yukon,Décès totaux apparemment liés à une intoxication aux opioïdes,60,10.0
2020,Taux par 100 000 personnes,Territoires du Nord-Ouest,Décès totaux apparemment liés à une intoxication aux opioïdes,61,6.6
2020,Nombre,Territoires du Nord-Ouest,Décès totaux apparemment liés à une intoxication aux opioïdes,61,3.0
2020,Taux par 100 000 personnes,Nunavut,Décès totaux apparemment liés à une intoxication aux opioïdes,62,
2020,Nombre,Nunavut,Décès totaux apparemment liés à une intoxication aux opioïdes,62,
2020,Taux par 100 000 personnes,Canada,Hospitalisations pour intoxication aux opioïdes,,17.8
2020,Nombre,Canada,Hospitalisations pour intoxication aux opioïdes,,5240.0
2020,Taux par 100 000 personnes,Colombie-Britannique,Hospitalisations pour intoxication aux opioïdes,59,30.7
2020,Nombre,Colombie-Britannique,Hospitalisations pour intoxication aux opioïdes,59,1586.0
2020,Taux par 100 000 personnes,Alberta,Hospitalisations pour intoxication aux opioïdes,48,20.1
2020,Nombre,Alberta,Hospitalisations pour intoxication aux opioïdes,48,890.0
2020,Taux par 100 000 personnes,Saskatchewan,Hospitalisations pour intoxication aux opioïdes,47,26.7
2020,Nombre,Saskatchewan,Hospitalisations pour intoxication aux opioïdes,47,315.0
2020,Taux par 100 000 personnes,Manitoba,Hospitalisations pour intoxication aux opioïdes,46,9.1
2020,Nombre,Manitoba,Hospitalisations pour intoxication aux opioïdes,46,126.0
2020,Taux par 100 000 personnes,Ontario,Hospitalisations pour intoxication aux opioïdes,35,13.9
2020,Nombre,Ontario,Hospitalisations pour intoxication aux opioïdes,35,2044.0
2020,Taux par 100 000 personnes,Québec,Hospitalisations pour intoxication aux opioïdes,24,
2020,Nombre,Québec,Hospitalisations pour intoxication aux opioïdes,24,
2020,Taux par 100 000 personnes,Nouveau-Brunswick,Hospitalisations pour intoxication aux opioïdes,13,13.4
2020,Nombre,Nouveau-Brunswick,Hospitalisations pour intoxication aux opioïdes,13,105.0
2020,Taux par 100 000 personnes,Nouvelle-Écosse,Hospitalisations pour intoxication aux opioïdes,12,7.3
2020,Nombre,Nouvelle-Écosse,Hospitalisations pour intoxication aux opioïdes,12,72.0
2020,Taux par 100 000 personnes,Île-du-Prince-Édouard,Hospitalisations pour intoxication aux opioïdes,11,10.5
2020,Nombre,Île-du-Prince-Édouard,Hospitalisations pour intoxication aux opioïdes,11,17.0
2020,Taux par 100 000 personnes,Terre-Neuve-et-Labrador,Hospitalisations pour intoxication aux opioïdes,10,12.3
2020,Nombre,Terre-Neuve-et-Labrador,Hospitalisations pour intoxication aux opioïdes,10,64.0
2020,Taux par 100 000 personnes,Territoires,Hospitalisations pour intoxication aux opioïdes,,16.6
2020,Nombre,Territoires,Hospitalisations pour intoxication aux opioïdes,,21.0
2020,Nombre,Colombie-Britannique,Interventions des SMU pour surdoses suspectées d'être liées aux opioïdes,59,17011.0
2020,Nombre,Alberta,Interventions des SMU pour surdoses suspectées d'être liées aux opioïdes,48,5188.0
2020,Nombre,Saskatchewan,Interventions des SMU pour surdoses suspectées d'être liées aux opioïdes,47,640.0
2020,Nombre,Winnipeg Manitoba,Interventions des SMU pour surdoses suspectées d'être liées aux opioïdes,,2684.0
2020,Nombre,Régions rurales et du nord du Manitoba,Interventions des SMU pour surdoses suspectées d'être liées aux opioïdes,,53.0
2020,Nombre,Ontario,Interventions des SMU pour surdoses suspectées d'être liées aux opioïdes,35,3809.0
2020,Nombre,Nouveau-Brunswick,Interventions des SMU pour surdoses suspectées d'être liées aux opioïdes,13,125.0
2020,Nombre,Nouvelle-Écosse,Interventions des SMU pour surdoses suspectées d'être liées aux opioïdes,12,182.0
2020,Nombre,Whitehorse Yukon,Interventions des SMU pour surdoses suspectées d'être liées aux opioïdes,,104.0
2020,Nombre,Yellowknife Territoires du Nord-Ouest,Interventions des SMU pour surdoses suspectées d'être liées aux opioïdes,,6.0
2020,Taux par 100 000 personnes,Colombie-Britannique,Décès totaux apparemment liés à une intoxication aux stimulants,59,15.9
2020,Nombre,Colombie-Britannique,Décès totaux apparemment liés à une intoxication aux stimulants,59,822.0
2020,Taux par 100 000 personnes,Saskatchewan,Décès totaux apparemment liés à une intoxication aux stimulants,47,15.6
2020,Nombre,Saskatchewan,Décès totaux apparemment liés à une intoxication aux stimulants,47,184.0
2020,Taux par 100 000 personnes,Manitoba,Décès totaux apparemment liés à une intoxication aux stimulants,46,18.0
2020,Nombre,Manitoba,Décès totaux apparemment liés à une intoxication aux stimulants,46,249.0
2020,Taux par 100 000 personnes,Ontario,Décès totaux apparemment liés à une intoxication aux stimulants,35,11.7
2020,Nombre,Ontario,Décès totaux apparemment liés à une intoxication aux stimulants,35,1722.0
2020,Taux par 100 000 personnes,Québec,Décès totaux apparemment liés à une intoxication aux stimulants,24,2.2
2020,Nombre,Québec,Décès totaux apparemment liés à une intoxication aux stimulants,24,192.0
2020,Taux par 100 000 personnes,Nouvelle-Écosse,Décès totaux apparemment liés à une intoxication aux stimulants,12,3.6
2020,Nombre,Nouvelle-Écosse,Décès totaux apparemment liés à une intoxication aux stimulants,12,35.0
2020,Taux par 100 000 personnes,Terre-Neuve-et-Labrador,Décès totaux apparemment liés à une intoxication aux stimulants,10,1.9
2020,Nombre,Terre-Neuve-et-Labrador,Décès totaux apparemment liés à une intoxication aux stimulants,10,10.0
2020,Taux par 100 000 personnes,Yukon,Décès totaux apparemment liés à une intoxication aux stimulants,60,
2020,Nombre,Yukon,Décès totaux apparemment liés à une intoxication aux stimulants,60,
2020,Taux par 100 000 personnes,Territoires du Nord-Ouest,Décès totaux apparemment liés à une intoxication aux stimulants,61,6.6
2020,Nombre,Territoires du Nord-Ouest,Décès totaux apparemment liés à une intoxication aux stimulants,61,3.0
2020,Taux par 100 000 personnes,Canada,Hospitalisations pour intoxication aux stimulants,,8.5
2020,Nombre,Canada,Hospitalisations pour intoxication aux stimulants,,2516.0
2020,Taux par 100 000 personnes,Colombie-Britannique,Hospitalisations pour intoxication aux stimulants,59,11.7
2020,Nombre,Colombie-Britannique,Hospitalisations pour intoxication aux stimulants,59,606.0
2020,Taux par 100 000 personnes,Alberta,Hospitalisations pour intoxication aux stimulants,48,9.6
2020,Nombre,Alberta,Hospitalisations pour intoxication aux stimulants,48,425.0
2020,Taux par 100 000 personnes,Saskatchewan,Hospitalisations pour intoxication aux stimulants,47,12.1
2020,Nombre,Saskatchewan,Hospitalisations pour intoxication aux stimulants,47,143.0
2020,Taux par 100 000 personnes,Manitoba,Hospitalisations pour intoxication aux stimulants,46,4.1
2020,Nombre,Manitoba,Hospitalisations pour intoxication aux stimulants,46,56.0
2020,Taux par 100 000 personnes,Ontario,Hospitalisations pour intoxication aux stimulants,35,7.5
2020,Nombre,Ontario,Hospitalisations pour intoxication aux stimulants,35,1111.0
2020,Taux par 100 000 personnes,Québec,Hospitalisations pour intoxication aux stimulants,24,
2020,Nombre,Québec,Hospitalisations pour intoxication aux stimulants,24,
2020,Taux par 100 000 personnes,Nouveau-Brunswick,Hospitalisations pour intoxication aux stimulants,13,7.5
2020,Nombre,Nouveau-Brunswick,Hospitalisations pour intoxication aux stimulants,13,59.0
2020,Taux par 100 000 personnes,Nouvelle-Écosse,Hospitalisations pour intoxication aux stimulants,12,4.7
2020,Nombre,Nouvelle-Écosse,Hospitalisations pour intoxication aux stimulants,12,46.0
2020,Taux par 100 000 personnes,Île-du-Prince-Édouard,Hospitalisations pour intoxication aux stimulants,11,4.3
2020,Nombre,Île-du-Prince-Édouard,Hospitalisations pour intoxication aux stimulants,11,7.0
2020,Taux par 100 000 personnes,Terre-Neuve-et-Labrador,Hospitalisations pour intoxication aux stimulants,10,8.2
2020,Nombre,Terre-Neuve-et-Labrador,Hospitalisations pour intoxication aux stimulants,10,43.0
2020,Taux par 100 000 personnes,Territoires,Hospitalisations pour intoxication aux stimulants,,15.8
2020,Nombre,Territoires,Hospitalisations pour intoxication aux stimulants,,20.0
2021,Nombre,Canada,Décès totaux apparemment liés à une intoxication aux opioïdes,,8013.0
2021,Nombre,Colombie-Britannique,Décès totaux apparemment liés à une intoxication aux opioïdes,59,2334.0
2021,Nombre,Alberta,Décès totaux apparemment liés à une intoxication aux opioïdes,48,1626.0
2021,Nombre,Saskatchewan,Décès totaux apparemment liés à une intoxication aux opioïdes,47,332.0
2021,Nombre,Manitoba,Décès totaux apparemment liés à une intoxication aux opioïdes,46,270.0
2021,Nombre,Ontario,Décès totaux apparemment liés à une intoxication aux opioïdes,35,2854.0
2021,Nombre,Québec,Décès totaux apparemment liés à une intoxication aux opioïdes,24,450.0
2021,Nombre,Nouveau-Brunswick,Décès totaux apparemment liés à une intoxication aux opioïdes,13,44.0
2021,Nombre,Nouvelle-Écosse,Décès totaux apparemment liés à une intoxication aux opioïdes,12,39.0
2021,Nombre,Île-du-Prince-Édouard,Décès totaux apparemment liés à une intoxication aux opioïdes,11,12.0
2021,Nombre,Terre-Neuve-et-Labrador,Décès totaux apparemment liés à une intoxication aux opioïdes,10,25.0
2021,Nombre,Yukon,Décès totaux apparemment liés à une intoxication aux opioïdes,60,23.0
2021,Nombre,Territoires du Nord-Ouest,Décès totaux apparemment liés à une intoxication aux opioïdes,61,4.0
2021,Nombre,Nunavut,Décès totaux apparemment liés à une intoxication aux opioïdes,62,
2021,Nombre,Canada,Hospitalisations pour intoxication aux opioïdes,,6272.0
2021,Nombre,Colombie-Britannique,Hospitalisations pour intoxication aux opioïdes,59,1954.0
2021,Nombre,Alberta,Hospitalisations pour intoxication aux opioïdes,48,1144.0
2021,Nombre,Saskatchewan,Hospitalisations pour intoxication aux opioïdes,47,321.0
2021,Nombre,Manitoba,Hospitalisations pour intoxication aux opioïdes,46,122.0
2021,Nombre,Ontario,Hospitalisations pour intoxication aux opioïdes,35,2446.0
2021,Nombre,Québec,Hospitalisations pour intoxication aux opioïdes,24,
2021,Nombre,Nouveau-Brunswick,Hospitalisations pour intoxication aux opioïdes,13,98.0
2021,Nombre,Nouvelle-Écosse,Hospitalisations pour intoxication aux opioïdes,12,71.0
2021,Nombre,Île-du-Prince-Édouard,Hospitalisations pour intoxication aux opioïdes,11,17.0
2021,Nombre,Terre-Neuve-et-Labrador,Hospitalisations pour intoxication aux opioïdes,10,68.0
2021,Nombre,Territoires,Hospitalisations pour intoxication aux opioïdes,,31.0
2021,Nombre,Colombie-Britannique,Interventions des SMU pour surdoses suspectées d'être liées aux opioïdes,59,24158.0
2021,Nombre,Alberta,Interventions des SMU pour surdoses suspectées d'être liées aux opioïdes,48,8215.0
2021,Nombre,Saskatchewan,Interventions des SMU pour surdoses suspectées d'être liées aux opioïdes,47,1015.0
2021,Nombre,Winnipeg Manitoba,Interventions des SMU pour surdoses suspectées d'être liées aux opioïdes,,2732.0
2021,Nombre,Régions rurales et du nord du Manitoba,Interventions des SMU pour surdoses suspectées d'être liées aux opioïdes,,63.0
2021,Nombre,Ontario,Interventions des SMU pour surdoses suspectées d'être liées aux opioïdes,35,5008.0
2021,Nombre,Nouveau-Brunswick,Interventions des SMU pour surdoses suspectées d'être liées aux opioïdes,13,175.0
2021,Nombre,Nouvelle-Écosse,Interventions des SMU pour surdoses suspectées d'être liées aux opioïdes,12,220.0
2021,Nombre,Whitehorse Yukon,Interventions des SMU pour surdoses suspectées d'être liées aux opioïdes,,133.0
2021,Nombre,Yellowknife Territoires du Nord-Ouest,Interventions des SMU pour surdoses suspectées d'être liées aux opioïdes,,
2021,Nombre,Colombie-Britannique,Décès totaux apparemment liés à une intoxication aux stimulants,59,717.0
2021,Nombre,Saskatchewan,Décès totaux apparemment liés à une intoxication aux stimulants,47,268.0
2021,Nombre,Manitoba,Décès totaux apparemment liés à une intoxication aux stimulants,46,281.0
2021,Nombre,Ontario,Décès totaux apparemment liés à une intoxication aux stimulants,35,2083.0
2021,Nombre,Québec,Décès totaux apparemment liés à une intoxication aux stimulants,24,
2021,Nombre,Nouvelle-Écosse,Décès totaux apparemment liés à une intoxication aux stimulants,12,34.0
2021,Nombre,Terre-Neuve-et-Labrador,Décès totaux apparemment liés à une intoxication aux stimulants,10,16.0
2021,Nombre,Yukon,Décès totaux apparemment liés à une intoxication aux stimulants,60,6.0
2021,Nombre,Territoires du Nord-Ouest,Décès totaux apparemment liés à une intoxication aux stimulants,61,3.0
2021,Nombre,Canada,Hospitalisations pour intoxication aux stimulants,,2422.0
2021,Nombre,Colombie-Britannique,Hospitalisations pour intoxication aux stimulants,59,663.0
2021,Nombre,Alberta,Hospitalisations pour intoxication aux stimulants,48,402.0
2021,Nombre,Saskatchewan,Hospitalisations pour intoxication aux stimulants,47,162.0
2021,Nombre,Manitoba,Hospitalisations pour intoxication aux stimulants,46,54.0
2021,Nombre,Ontario,Hospitalisations pour intoxication aux stimulants,35,1002.0
2021,Nombre,Québec,Hospitalisations pour intoxication aux stimulants,24,
2021,Nombre,Nouveau-Brunswick,Hospitalisations pour intoxication aux stimulants,13,60.0
2021,Nombre,Nouvelle-Écosse,Hospitalisations pour intoxication aux stimulants,12,34.0
2021,Nombre,Île-du-Prince-Édouard,Hospitalisations pour intoxication aux stimulants,11,
2021,Nombre,Terre-Neuve-et-Labrador,Hospitalisations pour intoxication aux stimulants,10,32.0
2021,Nombre,Territoires,Hospitalisations pour intoxication aux stimulants,,13.0
2021,Taux par 100 000 personnes,Canada,Décès totaux apparemment liés à une intoxication aux opioïdes,,21.0
2021,Taux par 100 000 personnes,Colombie-Britannique,Décès totaux apparemment liés à une intoxication aux opioïdes,59,44.9
2021,Taux par 100 000 personnes,Alberta,Décès totaux apparemment liés à une intoxication aux opioïdes,48,36.6
2021,Taux par 100 000 personnes,Saskatchewan,Décès totaux apparemment liés à une intoxication aux opioïdes,47,28.1
2021,Taux par 100 000 personnes,Manitoba,Décès totaux apparemment liés à une intoxication aux opioïdes,46,19.4
2021,Taux par 100 000 personnes,Ontario,Décès totaux apparemment liés à une intoxication aux opioïdes,35,19.3
2021,Taux par 100 000 personnes,Québec,Décès totaux apparemment liés à une intoxication aux opioïdes,24,5.2
2021,Taux par 100 000 personnes,Nouveau-Brunswick,Décès totaux apparemment liés à une intoxication aux opioïdes,13,5.6
2021,Taux par 100 000 personnes,Nouvelle-Écosse,Décès totaux apparemment liés à une intoxication aux opioïdes,12,3.9
2021,Taux par 100 000 personnes,Île-du-Prince-Édouard,Décès totaux apparemment liés à une intoxication aux opioïdes,11,7.3
2021,Taux par 100 000 personnes,Terre-Neuve-et-Labrador,Décès totaux apparemment liés à une intoxication aux opioïdes,10,4.8
2021,Taux par 100 000 personnes,Yukon,Décès totaux apparemment liés à une intoxication aux opioïdes,60,53.2
2021,Taux par 100 000 personnes,Territoires du Nord-Ouest,Décès totaux apparemment liés à une intoxication aux opioïdes,61,8.8
2021,Taux par 100 000 personnes,Nunavut,Décès totaux apparemment liés à une intoxication aux opioïdes,62,
2021,Taux par 100 000 personnes,Colombie-Britannique,Décès totaux apparemment liés à une intoxication aux stimulants,59,13.8
2021,Taux par 100 000 personnes,Saskatchewan,Décès totaux apparemment liés à une intoxication aux stimulants,47,22.7
2021,Taux par 100 000 personnes,Manitoba,Décès totaux apparemment liés à une intoxication aux stimulants,46,20.2
2021,Taux par 100 000 personnes,Ontario,Décès totaux apparemment liés à une intoxication aux stimulants,35,14.1
2021,Taux par 100 000 personnes,Québec,Décès totaux apparemment liés à une intoxication aux stimulants,24,
2021,Taux par 100 000 personnes,Nouvelle-Écosse,Décès totaux apparemment liés à une intoxication aux stimulants,12,3.4
2021,Taux par 100 000 personnes,Terre-Neuve-et-Labrador,Décès totaux apparemment liés à une intoxication aux stimulants,10,3.1
2021,Taux par 100 000 personnes,Yukon,Décès totaux apparemment liés à une intoxication aux stimulants,60,13.9
2021,Taux par 100 000 personnes,Territoires du Nord-Ouest,Décès totaux apparemment liés à une intoxication aux stimulants,61,6.6
2021,Taux par 100 000 personnes,Canada,Hospitalisations pour intoxication aux opioïdes,,21.2
2021,Taux par 100 000 personnes,Colombie-Britannique,Hospitalisations pour intoxication aux opioïdes,59,37.6
2021,Taux par 100 000 personnes,Alberta,Hospitalisations pour intoxication aux opioïdes,48,25.7
2021,Taux par 100 000 personnes,Saskatchewan,Hospitalisations pour intoxication aux opioïdes,47,27.2
2021,Taux par 100 000 personnes,Manitoba,Hospitalisations pour intoxication aux opioïdes,46,8.8
2021,Taux par 100 000 personnes,Ontario,Hospitalisations pour intoxication aux opioïdes,35,16.5
2021,Taux par 100 000 personnes,Québec,Hospitalisations pour intoxication aux opioïdes,24,
2021,Taux par 100 000 personnes,Nouveau-Brunswick,Hospitalisations pour intoxication aux opioïdes,13,12.4
