Year,Geography,Age group,Sex,Economic family type,GeoCode,Value
2022,"Calgary, Alberta",Under 18 years,Both sexes,Persons in female lone-parent families,,31.0
2022,"Calgary, Alberta",18 to 64 years,Both sexes,Persons in economic families,,6.5
2022,"Calgary, Alberta",18 to 64 years,Male,Persons in economic families,,5.8
2022,"Calgary, Alberta",18 to 64 years,Female,Persons in economic families,,7.0
2022,"Calgary, Alberta",Total,Both sexes,Persons not in an economic family,,26.8
2022,"Calgary, Alberta",Total,Male,Persons not in an economic family,,27.4
2022,"Calgary, Alberta",Total,Female,Persons not in an economic family,,26.1
2022,"Calgary, Alberta",65 years and over,Both sexes,Seniors not in an economic family,,17.3
2022,"Calgary, Alberta",65 years and over,Male,Seniors not in an economic family,,17.2
2022,"Calgary, Alberta",65 years and over,Female,Seniors not in an economic family,,17.3
2022,"Calgary, Alberta",,Both sexes,Non-seniors not in an economic family,,28.8
2022,"Calgary, Alberta",,Male,Non-seniors not in an economic family,,28.6
2022,"Calgary, Alberta",,Female,Non-seniors not in an economic family,,29.0
2023,"Calgary, Alberta",Total,Both sexes,Total,,9.0
2023,"Calgary, Alberta",Under 18 years,Both sexes,Total,,11.1
2023,"Calgary, Alberta",18 to 64 years,Both sexes,Total,,9.1
2023,"Calgary, Alberta",65 years and over,Both sexes,Total,,5.1
2023,"Calgary, Alberta",Total,Male,Total,,8.8
2023,"Calgary, Alberta",Under 18 years,Male,Total,,11.6
2023,"Calgary, Alberta",18 to 64 years,Male,Total,,8.8
2023,"Calgary, Alberta",65 years and over,Male,Total,,4.4
2023,"Calgary, Alberta",Total,Female,Total,,9.1
2023,"Calgary, Alberta",Under 18 years,Female,Total,,10.6
2023,"Calgary, Alberta",18 to 64 years,Female,Total,,9.4
2023,"Calgary, Alberta",65 years and over,Female,Total,,5.8
2023,"Calgary, Alberta",Total,Both sexes,Persons in economic families,,6.3
2023,"Calgary, Alberta",Total,Male,Persons in economic families,,6.2
2023,"Calgary, Alberta",Total,Female,Persons in economic families,,6.4
2023,"Calgary, Alberta",Under 18 years,Both sexes,Persons in economic families,,11.1
2023,"Calgary, Alberta",Under 18 years,Both sexes,Persons in couple families with children,,9.8
2023,"Calgary, Alberta",Under 18 years,Both sexes,Persons in female lone-parent families,,26.9
2023,"Calgary, Alberta",18 to 64 years,Both sexes,Persons in economic families,,5.4
2023,"Calgary, Alberta",18 to 64 years,Male,Persons in economic families,,4.9
2023,"Calgary, Alberta",18 to 64 years,Female,Persons in economic families,,5.9
2023,"Calgary, Alberta",Total,Both sexes,Persons not in an economic family,,25.0
2023,"Calgary, Alberta",Total,Male,Persons not in an economic family,,23.2
2023,"Calgary, Alberta",Total,Female,Persons not in an economic family,,27.1
2023,"Calgary, Alberta",65 years and over,Both sexes,Seniors not in an economic family,,22.6
2023,"Calgary, Alberta",65 years and over,Male,Seniors not in an economic family,,26.5
2023,"Calgary, Alberta",65 years and over,Female,Seniors not in an economic family,,20.8
2023,"Calgary, Alberta",,Both sexes,Non-seniors not in an economic family,,25.4
2023,"Calgary, Alberta",,Male,Non-seniors not in an economic family,,22.9
2023,"Calgary, Alberta",,Female,Non-seniors not in an economic family,,29.3
2015,Canada,Under 18 years,Both sexes,Total,,16.3
2015,Canada,18 to 64 years,Both sexes,Total,,15.7
2015,Canada,65 years and over,Both sexes,Total,,7.1
2015,Canada,Total,Male,Total,,14.1
2015,Canada,Under 18 years,Male,Total,,15.9
2015,Canada,18 to 64 years,Male,Total,,15.4
2015,Canada,65 years and over,Male,Total,,6.1
2015,Canada,Total,Female,Total,,14.8
2015,Canada,Under 18 years,Female,Total,,16.6
2015,Canada,18 to 64 years,Female,Total,,16.0
2015,Canada,65 years and over,Female,Total,,8.0
2015,Canada,Total,Both sexes,Persons in economic families,,10.9
2015,Canada,Total,Male,Persons in economic families,,10.4
2015,Canada,Total,Female,Persons in economic families,,11.4
2015,Canada,65 years and over,Both sexes,Seniors in economic families,,3.3
2015,Canada,65 years and over,Male,Seniors in economic families,,3.2
2015,Canada,65 years and over,Female,Seniors in economic families,,3.5
2015,Canada,Under 18 years,Both sexes,Persons in economic families,,16.1
2015,Canada,Under 18 years,Both sexes,Persons in couple families with children,,13.2
2015,Canada,Under 18 years,Both sexes,Persons in female lone-parent families,,39.2
2015,Canada,Under 18 years,Both sexes,Persons in all other economic families,,17.6
2015,Canada,18 to 64 years,Both sexes,Persons in economic families,,10.6
2015,Canada,18 to 64 years,Male,Persons in economic families,,10.0
2015,Canada,18 to 64 years,Female,Persons in economic families,,11.2
2015,Canada,Total,Both sexes,Persons not in an economic family,,32.8
2015,Canada,Total,Male,Persons not in an economic family,,33.0
2015,Canada,Total,Female,Persons not in an economic family,,32.6
2015,Canada,65 years and over,Both sexes,Seniors not in an economic family,,16.9
2015,Canada,65 years and over,Male,Seniors not in an economic family,,17.5
2015,Canada,65 years and over,Female,Seniors not in an economic family,,16.6
2015,Canada,,Both sexes,Non-seniors not in an economic family,,38.9
2015,Canada,,Male,Non-seniors not in an economic family,,36.5
2015,Canada,,Female,Non-seniors not in an economic family,,41.9
2016,Canada,Under 18 years,Both sexes,Total,,13.9
2016,Canada,18 to 64 years,Both sexes,Total,,14.0
2016,Canada,65 years and over,Both sexes,Total,,7.1
2016,Canada,Total,Male,Total,,12.4
2016,Canada,Under 18 years,Male,Total,,13.0
2016,Canada,18 to 64 years,Male,Total,,13.6
2016,Canada,65 years and over,Male,Total,,6.4
2016,Canada,Total,Female,Total,,13.4
2016,Canada,Under 18 years,Female,Total,,14.9
2016,Canada,18 to 64 years,Female,Total,,14.5
2016,Canada,65 years and over,Female,Total,,7.6
2016,Canada,Total,Both sexes,Persons in economic families,,9.4
2016,Canada,Total,Male,Persons in economic families,,8.7
2016,Canada,Total,Female,Persons in economic families,,10.1
2016,Canada,65 years and over,Both sexes,Seniors in economic families,,3.5
2016,Canada,65 years and over,Male,Seniors in economic families,,3.6
2016,Canada,65 years and over,Female,Seniors in economic families,,3.3
2016,Canada,Under 18 years,Both sexes,Persons in economic families,,13.8
2016,Canada,Under 18 years,Both sexes,Persons in couple families with children,,10.1
2016,Canada,Under 18 years,Both sexes,Persons in female lone-parent families,,41.7
2016,Canada,Under 18 years,Both sexes,Persons in all other economic families,,11.8
2016,Canada,18 to 64 years,Both sexes,Persons in economic families,,9.1
2016,Canada,18 to 64 years,Male,Persons in economic families,,8.3
2016,Canada,18 to 64 years,Female,Persons in economic families,,9.8
2016,Canada,Total,Both sexes,Persons not in an economic family,,30.8
2016,Canada,Total,Male,Persons not in an economic family,,31.4
2016,Canada,Total,Female,Persons not in an economic family,,30.2
2016,Canada,65 years and over,Both sexes,Seniors not in an economic family,,16.3
2016,Canada,65 years and over,Male,Seniors not in an economic family,,17.9
2016,Canada,65 years and over,Female,Seniors not in an economic family,,15.6
2016,Canada,,Both sexes,Non-seniors not in an economic family,,36.4
2016,Canada,,Male,Non-seniors not in an economic family,,34.4
2016,Canada,,Female,Non-seniors not in an economic family,,38.9
2017,Canada,Under 18 years,Both sexes,Total,,11.7
2017,Canada,18 to 64 years,Both sexes,Total,,13.4
2017,Canada,65 years and over,Both sexes,Total,,6.1
2017,Canada,Total,Male,Total,,11.7
2017,Canada,Under 18 years,Male,Total,,11.5
2017,Canada,18 to 64 years,Male,Total,,13.2
2017,Canada,65 years and over,Male,Total,,5.5
2017,Canada,Total,Female,Total,,12.1
2017,Canada,Under 18 years,Female,Total,,12.0
2017,Canada,18 to 64 years,Female,Total,,13.7
2017,Canada,65 years and over,Female,Total,,6.7
2017,Canada,Total,Both sexes,Persons in economic families,,8.6
2017,Canada,Total,Male,Persons in economic families,,8.1
2017,Canada,Total,Female,Persons in economic families,,9.0
2017,Canada,65 years and over,Both sexes,Seniors in economic families,,3.3
2017,Canada,65 years and over,Male,Seniors in economic families,,3.5
2017,Canada,65 years and over,Female,Seniors in economic families,,3.0
2017,Canada,Under 18 years,Both sexes,Persons in economic families,,11.6
2017,Canada,Under 18 years,Both sexes,Persons in couple families with children,,8.8
2017,Canada,Under 18 years,Both sexes,Persons in female lone-parent families,,33.1
2017,Canada,Under 18 years,Both sexes,Persons in all other economic families,,12.6
2017,Canada,18 to 64 years,Both sexes,Persons in economic families,,8.6
2017,Canada,18 to 64 years,Male,Persons in economic families,,8.0
2017,Canada,18 to 64 years,Female,Persons in economic families,,9.2
2017,Canada,Total,Both sexes,Persons not in an economic family,,28.8
2017,Canada,Total,Male,Persons not in an economic family,,29.4
2017,Canada,Total,Female,Persons not in an economic family,,28.2
2017,Canada,65 years and over,Both sexes,Seniors not in an economic family,,13.0
2017,Canada,65 years and over,Male,Seniors not in an economic family,,12.8
2017,Canada,65 years and over,Female,Seniors not in an economic family,,13.2
2017,Canada,,Both sexes,Non-seniors not in an economic family,,35.5
2017,Canada,,Male,Non-seniors not in an economic family,,33.6
2017,Canada,,Female,Non-seniors not in an economic family,,37.9
2018,Canada,Under 18 years,Both sexes,Total,,10.6
2018,Canada,18 to 64 years,Both sexes,Total,,12.8
2018,Canada,65 years and over,Both sexes,Total,,6.0
2018,Canada,Total,Male,Total,,11.3
2018,Canada,Under 18 years,Male,Total,,11.2
2018,Canada,18 to 64 years,Male,Total,,12.8
2018,Canada,65 years and over,Male,Total,,5.3
2018,Canada,Total,Female,Total,,11.1
2018,Canada,Under 18 years,Female,Total,,9.9
2018,Canada,18 to 64 years,Female,Total,,12.7
2018,Canada,65 years and over,Female,Total,,6.6
2018,Canada,Total,Both sexes,Persons in economic families,,7.6
2018,Canada,Total,Male,Persons in economic families,,7.4
2018,Canada,Total,Female,Persons in economic families,,7.8
2018,Canada,65 years and over,Both sexes,Seniors in economic families,,2.7
2018,Canada,65 years and over,Male,Seniors in economic families,,2.6
2018,Canada,65 years and over,Female,Seniors in economic families,,2.9
2018,Canada,Under 18 years,Both sexes,Persons in economic families,,10.4
2018,Canada,Under 18 years,Both sexes,Persons in couple families with children,,7.8
2018,Canada,Under 18 years,Both sexes,Persons in female lone-parent families,,31.0
2018,Canada,Under 18 years,Both sexes,Persons in all other economic families,,10.7
2018,Canada,18 to 64 years,Both sexes,Persons in economic families,,7.7
2018,Canada,18 to 64 years,Male,Persons in economic families,,7.2
2018,Canada,18 to 64 years,Female,Persons in economic families,,8.2
2018,Canada,Total,Both sexes,Persons not in an economic family,,29.1
2018,Canada,Total,Male,Persons not in an economic family,,30.7
2018,Canada,Total,Female,Persons not in an economic family,,27.5
2018,Canada,65 years and over,Both sexes,Seniors not in an economic family,,13.7
2018,Canada,65 years and over,Male,Seniors not in an economic family,,15.0
2018,Canada,65 years and over,Female,Seniors not in an economic family,,13.1
2018,Canada,,Both sexes,Non-seniors not in an economic family,,35.8
2018,Canada,,Male,Non-seniors not in an economic family,,34.9
2018,Canada,,Female,Non-seniors not in an economic family,,37.1
2019,Canada,Under 18 years,Both sexes,Total,,9.4
2019,Canada,18 to 64 years,Both sexes,Total,,11.8
2019,Canada,65 years and over,Both sexes,Total,,5.7
2019,Canada,Total,Male,Total,,9.9
2019,Canada,Under 18 years,Male,Total,,9.4
2019,Canada,18 to 64 years,Male,Total,,11.3
2019,Canada,65 years and over,Male,Total,,5.1
2019,Canada,Total,Female,Total,,10.7
2019,Canada,Under 18 years,Female,Total,,9.4
2019,Canada,18 to 64 years,Female,Total,,12.3
2019,Canada,65 years and over,Female,Total,,6.3
2019,Canada,Total,Both sexes,Persons in economic families,,7.0
2019,Canada,Total,Male,Persons in economic families,,6.7
2019,Canada,Total,Female,Persons in economic families,,7.2
2019,Canada,65 years and over,Both sexes,Seniors in economic families,,3.0
2019,Canada,65 years and over,Male,Seniors in economic families,,3.2
2019,Canada,65 years and over,Female,Seniors in economic families,,2.8
2019,Canada,Under 18 years,Both sexes,Persons in economic families,,9.2
2019,Canada,Under 18 years,Both sexes,Persons in couple families with children,,7.0
2019,Canada,Under 18 years,Both sexes,Persons in female lone-parent families,,28.6
2019,Canada,Under 18 years,Both sexes,Persons in all other economic families,,8.0
2019,Canada,18 to 64 years,Both sexes,Persons in economic families,,7.1
2019,Canada,18 to 64 years,Male,Persons in economic families,,6.6
2019,Canada,18 to 64 years,Female,Persons in economic families,,7.5
2019,Canada,Total,Both sexes,Persons not in an economic family,,26.9
2019,Canada,Total,Male,Persons not in an economic family,,26.4
2019,Canada,Total,Female,Persons not in an economic family,,27.3
2019,Canada,65 years and over,Both sexes,Seniors not in an economic family,,12.0
2019,Canada,65 years and over,Male,Seniors not in an economic family,,11.3
2019,Canada,65 years and over,Female,Seniors not in an economic family,,12.4
2019,Canada,,Both sexes,Non-seniors not in an economic family,,33.8
2019,Canada,,Male,Non-seniors not in an economic family,,31.0
2019,Canada,,Female,Non-seniors not in an economic family,,37.1
2020,Canada,Under 18 years,Both sexes,Total,,4.7
2020,Canada,18 to 64 years,Both sexes,Total,,7.8
2020,Canada,65 years and over,Both sexes,Total,,3.1
2020,Canada,Total,Male,Total,,6.3
2020,Canada,Under 18 years,Male,Total,,4.7
2020,Canada,18 to 64 years,Male,Total,,7.8
2020,Canada,65 years and over,Male,Total,,2.7
2020,Canada,Total,Female,Total,,6.4
2020,Canada,Under 18 years,Female,Total,,4.7
2020,Canada,18 to 64 years,Female,Total,,7.8
2020,Canada,65 years and over,Female,Total,,3.5
2020,Canada,Total,Both sexes,Persons in economic families,,3.4
2020,Canada,Total,Male,Persons in economic families,,3.2
2020,Canada,Total,Female,Persons in economic families,,3.6
2020,Canada,65 years and over,Both sexes,Seniors in economic families,,1.3
2020,Canada,65 years and over,Male,Seniors in economic families,,1.2
2020,Canada,65 years and over,Female,Seniors in economic families,,1.3
2020,Canada,Under 18 years,Both sexes,Persons in economic families,,4.6
2020,Canada,Under 18 years,Both sexes,Persons in couple families with children,,3.0
2020,Canada,Under 18 years,Both sexes,Persons in female lone-parent families,,16.9
2020,Canada,Under 18 years,Both sexes,Persons in all other economic families,,4.4
2020,Canada,18 to 64 years,Both sexes,Persons in economic families,,3.5
2020,Canada,18 to 64 years,Male,Persons in economic families,,3.2
2020,Canada,18 to 64 years,Female,Persons in economic families,,3.8
2020,Canada,Total,Both sexes,Persons not in an economic family,,20.9
2020,Canada,Total,Male,Persons not in an economic family,,21.4
2020,Canada,Total,Female,Persons not in an economic family,,20.4
2020,Canada,65 years and over,Both sexes,Seniors not in an economic family,,7.4
2020,Canada,65 years and over,Male,Seniors not in an economic family,,7.6
2020,Canada,65 years and over,Female,Seniors not in an economic family,,7.3
2020,Canada,,Both sexes,Non-seniors not in an economic family,,27.3
2020,Canada,,Male,Non-seniors not in an economic family,,25.4
2020,Canada,,Female,Non-seniors not in an economic family,,29.7
2021,Canada,Under 18 years,Both sexes,Total,,6.4
2021,Canada,18 to 64 years,Both sexes,Total,,8.2
2021,Canada,65 years and over,Both sexes,Total,,5.6
2021,Canada,Total,Male,Total,,7.0
2021,Canada,Under 18 years,Male,Total,,6.1
2021,Canada,18 to 64 years,Male,Total,,7.9
2021,Canada,65 years and over,Male,Total,,4.9
2021,Canada,Total,Female,Total,,7.7
2021,Canada,Under 18 years,Female,Total,,6.6
2021,Canada,18 to 64 years,Female,Total,,8.5
2021,Canada,65 years and over,Female,Total,,6.1
2021,Canada,Total,Both sexes,Persons in economic families,,4.4
2021,Canada,Total,Male,Persons in economic families,,4.1
2021,Canada,Total,Female,Persons in economic families,,4.8
2021,Canada,65 years and over,Both sexes,Seniors in economic families,,2.4
2021,Canada,65 years and over,Male,Seniors in economic families,,2.4
2021,Canada,65 years and over,Female,Seniors in economic families,,2.3
2021,Canada,Under 18 years,Both sexes,Persons in economic families,,6.1
2021,Canada,Under 18 years,Both sexes,Persons in couple families with children,,4.2
2021,Canada,Under 18 years,Both sexes,Persons in female lone-parent families,,18.4
2021,Canada,Under 18 years,Both sexes,Persons in all other economic families,,9.5
2021,Canada,18 to 64 years,Both sexes,Persons in economic families,,4.3
2021,Canada,18 to 64 years,Male,Persons in economic families,,3.8
2021,Canada,18 to 64 years,Female,Persons in economic families,,4.8
2021,Canada,Total,Both sexes,Persons not in an economic family,,21.9
2021,Canada,Total,Male,Persons not in an economic family,,21.6
2021,Canada,Total,Female,Persons not in an economic family,,22.2
2021,Canada,65 years and over,Both sexes,Seniors not in an economic family,,13.0
2021,Canada,65 years and over,Male,Seniors not in an economic family,,13.2
2021,Canada,65 years and over,Female,Seniors not in an economic family,,12.9
2021,Canada,,Both sexes,Non-seniors not in an economic family,,26.2
2021,Canada,,Male,Non-seniors not in an economic family,,24.2
2021,Canada,,Female,Non-seniors not in an economic family,,28.8
2022,Canada,Under 18 years,Both sexes,Total,,9.9
2022,Canada,18 to 64 years,Both sexes,Total,,11.1
2022,Canada,65 years and over,Both sexes,Total,,6.0
2022,Canada,Total,Male,Total,,9.9
2022,Canada,Under 18 years,Male,Total,,9.9
2022,Canada,18 to 64 years,Male,Total,,11.0
2022,Canada,65 years and over,Male,Total,,5.6
2022,Canada,Total,Female,Total,,10.0
2022,Canada,Under 18 years,Female,Total,,9.9
2022,Canada,18 to 64 years,Female,Total,,11.2
2022,Canada,65 years and over,Female,Total,,6.3
2022,Canada,Total,Both sexes,Persons in economic families,,6.6
2022,Canada,Total,Male,Persons in economic families,,6.3
2022,Canada,Total,Female,Persons in economic families,,6.9
2022,Canada,65 years and over,Both sexes,Seniors in economic families,,3.3
2022,Canada,65 years and over,Male,Seniors in economic families,,3.3
2022,Canada,65 years and over,Female,Seniors in economic families,,3.2
2022,Canada,Under 18 years,Both sexes,Persons in economic families,,9.8
2022,Canada,Under 18 years,Both sexes,Persons in couple families with children,,6.8
2022,Canada,Under 18 years,Both sexes,Persons in female lone-parent families,,26.9
2022,Canada,Under 18 years,Both sexes,Persons in all other economic families,,12.4
2022,Canada,18 to 64 years,Both sexes,Persons in economic families,,6.3
2022,Canada,18 to 64 years,Male,Persons in economic families,,5.8
2022,Canada,18 to 64 years,Female,Persons in economic families,,6.8
2022,Canada,Total,Both sexes,Persons not in an economic family,,26.0
2022,Canada,Total,Male,Persons not in an economic family,,27.4
2022,Canada,Total,Female,Persons not in an economic family,,24.8
2022,Canada,65 years and over,Both sexes,Seniors not in an economic family,,13.8
2022,Canada,65 years and over,Male,Seniors not in an economic family,,16.0
2022,Canada,65 years and over,Female,Seniors not in an economic family,,12.7
2022,Canada,,Both sexes,Non-seniors not in an economic family,,31.0
2022,Canada,,Male,Non-seniors not in an economic family,,30.1
2022,Canada,,Female,Non-seniors not in an economic family,,32.1
2023,Canada,Under 18 years,Both sexes,Total,,10.7
2023,Canada,18 to 64 years,Both sexes,Total,,11.6
2023,Canada,65 years and over,Both sexes,Total,,5.0
2023,Canada,Total,Male,Total,,10.1
2023,Canada,Under 18 years,Male,Total,,10.9
2023,Canada,18 to 64 years,Male,Total,,11.3
2023,Canada,65 years and over,Male,Total,,4.9
2023,Canada,Total,Female,Total,,10.2
2023,Canada,Under 18 years,Female,Total,,10.4
2023,Canada,18 to 64 years,Female,Total,,11.8
2023,Canada,65 years and over,Female,Total,,5.2
2023,Canada,Total,Both sexes,Persons in economic families,,7.0
2023,Canada,Total,Male,Persons in economic families,,6.7
2023,Canada,Total,Female,Persons in economic families,,7.2
2023,Canada,65 years and over,Both sexes,Seniors in economic families,,2.7
2023,Canada,65 years and over,Male,Seniors in economic families,,3.0
2023,Canada,65 years and over,Female,Seniors in economic families,,2.5
2023,Canada,Under 18 years,Both sexes,Persons in economic families,,10.6
2023,Canada,Under 18 years,Both sexes,Persons in couple families with children,,7.5
2023,Canada,Under 18 years,Both sexes,Persons in female lone-parent families,,29.3
2023,Canada,Under 18 years,Both sexes,Persons in all other economic families,,11.1
2023,Canada,18 to 64 years,Both sexes,Persons in economic families,,6.7
2023,Canada,18 to 64 years,Male,Persons in economic families,,6.2
2023,Canada,18 to 64 years,Female,Persons in economic families,,7.3
2023,Canada,Total,Both sexes,Persons not in an economic family,,25.7
2023,Canada,Total,Male,Persons not in an economic family,,26.7
2023,Canada,Total,Female,Persons not in an economic family,,24.8
2023,Canada,65 years and over,Both sexes,Seniors not in an economic family,,11.5
2023,Canada,65 years and over,Male,Seniors not in an economic family,,13.3
2023,Canada,65 years and over,Female,Seniors not in an economic family,,10.7
2023,Canada,,Both sexes,Non-seniors not in an economic family,,31.4
2023,Canada,,Male,Non-seniors not in an economic family,,29.9
2023,Canada,,Female,Non-seniors not in an economic family,,33.4
2015,"Edmonton, Alberta",Total,Both sexes,Total,,7.6
2015,"Edmonton, Alberta",Under 18 years,Both sexes,Total,,10.2
2015,"Edmonton, Alberta",18 to 64 years,Both sexes,Total,,7.6
2015,"Edmonton, Alberta",Total,Male,Total,,7.4
2015,"Edmonton, Alberta",18 to 64 years,Male,Total,,8.2
2015,"Edmonton, Alberta",Total,Female,Total,,7.9
2015,"Edmonton, Alberta",18 to 64 years,Female,Total,,7.0
2015,"Edmonton, Alberta",Total,Both sexes,Persons in economic families,,5.7
2015,"Edmonton, Alberta",Total,Male,Persons in economic families,,4.2
2015,"Edmonton, Alberta",Total,Female,Persons in economic families,,7.3
2015,"Edmonton, Alberta",Under 18 years,Both sexes,Persons in economic families,,9.9
2015,"Edmonton, Alberta",Under 18 years,Both sexes,Persons in female lone-parent families,,50.7
2015,"Edmonton, Alberta",18 to 64 years,Both sexes,Persons in economic families,,4.9
2015,"Edmonton, Alberta",18 to 64 years,Female,Persons in economic families,,5.8
2015,"Edmonton, Alberta",Total,Both sexes,Persons not in an economic family,,18.8
2015,"Edmonton, Alberta",Total,Male,Persons not in an economic family,,25.1
2015,"Edmonton, Alberta",,Both sexes,Non-seniors not in an economic family,,20.5
2015,"Edmonton, Alberta",,Male,Non-seniors not in an economic family,,26.2
2016,"Edmonton, Alberta",Total,Both sexes,Total,,8.5
2016,"Edmonton, Alberta",Under 18 years,Both sexes,Total,,8.0
2016,"Edmonton, Alberta",18 to 64 years,Both sexes,Total,,9.7
2016,"Edmonton, Alberta",Total,Male,Total,,8.6
2016,"Edmonton, Alberta",18 to 64 years,Male,Total,,9.6
2016,"Edmonton, Alberta",Total,Female,Total,,8.4
2016,"Edmonton, Alberta",18 to 64 years,Female,Total,,9.7
2016,"Edmonton, Alberta",Total,Both sexes,Persons in economic families,,6.4
2016,"Edmonton, Alberta",Total,Male,Persons in economic families,,6.4
2016,"Edmonton, Alberta",Total,Female,Persons in economic families,,6.3
2016,"Edmonton, Alberta",Under 18 years,Both sexes,Persons in economic families,,8.0
2016,"Edmonton, Alberta",Under 18 years,Both sexes,Persons in couple families with children,,7.6
2016,"Edmonton, Alberta",18 to 64 years,Both sexes,Persons in economic families,,6.6
2016,"Edmonton, Alberta",18 to 64 years,Male,Persons in economic families,,6.6
2016,"Edmonton, Alberta",18 to 64 years,Female,Persons in economic families,,6.5
2016,"Edmonton, Alberta",Total,Both sexes,Persons not in an economic family,,25.3
2016,"Edmonton, Alberta",Total,Male,Persons not in an economic family,,23.0
2016,"Edmonton, Alberta",Total,Female,Persons not in an economic family,,28.3
2016,"Edmonton, Alberta",,Both sexes,Non-seniors not in an economic family,,28.6
2016,"Edmonton, Alberta",,Male,Non-seniors not in an economic family,,24.3
2016,"Edmonton, Alberta",,Female,Non-seniors not in an economic family,,35.7
2017,"Edmonton, Alberta",Total,Both sexes,Total,,9.7
2017,"Edmonton, Alberta",Under 18 years,Both sexes,Total,,8.3
2017,"Edmonton, Alberta",18 to 64 years,Both sexes,Total,,11.1
2017,"Edmonton, Alberta",65 years and over,Both sexes,Total,,4.4
2017,"Edmonton, Alberta",Total,Male,Total,,8.2
2017,"Edmonton, Alberta",18 to 64 years,Male,Total,,9.0
2017,"Edmonton, Alberta",Total,Female,Total,,11.2
2017,"Edmonton, Alberta",18 to 64 years,Female,Total,,13.1
2017,"Edmonton, Alberta",Total,Both sexes,Persons in economic families,,6.4
2017,"Edmonton, Alberta",Total,Male,Persons in economic families,,6.1
2017,"Edmonton, Alberta",Total,Female,Persons in economic families,,6.8
2017,"Edmonton, Alberta",Under 18 years,Both sexes,Persons in economic families,,8.3
2017,"Edmonton, Alberta",18 to 64 years,Both sexes,Persons in economic families,,6.1
2017,"Edmonton, Alberta",18 to 64 years,Male,Persons in economic families,,5.6
2017,"Edmonton, Alberta",18 to 64 years,Female,Persons in economic families,,6.6
2017,"Edmonton, Alberta",Total,Both sexes,Persons not in an economic family,,27.1
2017,"Edmonton, Alberta",Total,Male,Persons not in an economic family,,21.6
2017,"Edmonton, Alberta",Total,Female,Persons not in an economic family,,31.2
2017,"Edmonton, Alberta",,Both sexes,Non-seniors not in an economic family,,33.0
2017,"Edmonton, Alberta",,Male,Non-seniors not in an economic family,,24.6
2017,"Edmonton, Alberta",,Female,Non-seniors not in an economic family,,40.2
2018,"Edmonton, Alberta",Total,Both sexes,Total,,7.2
2018,"Edmonton, Alberta",Under 18 years,Both sexes,Total,,6.5
2018,"Edmonton, Alberta",18 to 64 years,Both sexes,Total,,8.3
2018,"Edmonton, Alberta",Total,Male,Total,,6.5
2018,"Edmonton, Alberta",Under 18 years,Male,Total,,6.3
2018,"Edmonton, Alberta",18 to 64 years,Male,Total,,7.2
2018,"Edmonton, Alberta",Total,Female,Total,,8.0
2018,"Edmonton, Alberta",Under 18 years,Female,Total,,6.6
2018,"Edmonton, Alberta",18 to 64 years,Female,Total,,9.4
2018,"Edmonton, Alberta",Total,Both sexes,Persons in economic families,,4.1
2018,"Edmonton, Alberta",Total,Male,Persons in economic families,,3.5
2018,"Edmonton, Alberta",Total,Female,Persons in economic families,,4.6
2018,"Edmonton, Alberta",Under 18 years,Both sexes,Persons in economic families,,6.3
2018,"Edmonton, Alberta",Under 18 years,Both sexes,Persons in couple families with children,,4.2
2018,"Edmonton, Alberta",Under 18 years,Both sexes,Persons in female lone-parent families,,35.8
2018,"Edmonton, Alberta",18 to 64 years,Both sexes,Persons in economic families,,3.6
2018,"Edmonton, Alberta",18 to 64 years,Male,Persons in economic families,,2.9
2018,"Edmonton, Alberta",18 to 64 years,Female,Persons in economic families,,4.3
2018,"Edmonton, Alberta",Total,Both sexes,Persons not in an economic family,,25.6
2018,"Edmonton, Alberta",Total,Male,Persons not in an economic family,,23.3
2018,"Edmonton, Alberta",Total,Female,Persons not in an economic family,,27.8
2018,"Edmonton, Alberta",,Both sexes,Non-seniors not in an economic family,,29.6
2018,"Edmonton, Alberta",,Male,Non-seniors not in an economic family,,25.5
2018,"Edmonton, Alberta",,Female,Non-seniors not in an economic family,,34.7
2019,"Edmonton, Alberta",Total,Both sexes,Total,,9.8
2019,"Edmonton, Alberta",18 to 64 years,Both sexes,Total,,10.8
2019,"Edmonton, Alberta",Total,Male,Total,,9.5
2019,"Edmonton, Alberta",Under 18 years,Male,Total,,9.8
2019,"Edmonton, Alberta",18 to 64 years,Male,Total,,10.3
2019,"Edmonton, Alberta",Total,Female,Total,,10.0
2019,"Edmonton, Alberta",18 to 64 years,Female,Total,,11.4
2019,"Edmonton, Alberta",Total,Both sexes,Persons in economic families,,6.4
2019,"Edmonton, Alberta",Total,Male,Persons in economic families,,5.9
2019,"Edmonton, Alberta",Total,Female,Persons in economic families,,7.0
2019,"Edmonton, Alberta",Under 18 years,Both sexes,Persons in female lone-parent families,,43.2
2019,"Edmonton, Alberta",18 to 64 years,Both sexes,Persons in economic families,,5.9
2019,"Edmonton, Alberta",18 to 64 years,Male,Persons in economic families,,5.4
2019,"Edmonton, Alberta",18 to 64 years,Female,Persons in economic families,,6.5
2019,"Edmonton, Alberta",Total,Both sexes,Persons not in an economic family,,31.5
2019,"Edmonton, Alberta",Total,Male,Persons not in an economic family,,32.5
2019,"Edmonton, Alberta",Total,Female,Persons not in an economic family,,30.4
2019,"Edmonton, Alberta",,Both sexes,Non-seniors not in an economic family,,37.8
2019,"Edmonton, Alberta",,Male,Non-seniors not in an economic family,,36.3
