Year,Géographie,Industrie,Taille de l'entreprise,Innovations offrant des avantages pour l'environnement,GeoCode,Value
2017/2019,Atlantic Region,Commerce de gros,"Total, toutes les entreprises",Réduction de l'utilisation de matériaux ou augmentation du recyclage de l'utilisateur final ou du consommateur,,12.9
2017/2019,Atlantic Region,Commerce de gros,"Total, toutes les entreprises","Réduction de la pollution atmosphérique, de l'eau, du sol ou de la pollution par le bruit de l'utilisateur final ou du consommateur",,9.0
2017/2019,Atlantic Region,Commerce de gros,"Total, toutes les entreprises",Réduction des émissions de gaz à effet de serre de l'utilisateur final ou du consommateur,,5.9
2017/2019,Atlantic Region,Commerce de gros,"Total, toutes les entreprises",Innovations soutenant d'autres avantages environnementaux,,6.3
2017/2019,Atlantic Region,Commerce de détail,"Total, toutes les entreprises",Innovations offrant des avantages quelconques pour l'environnement,,53.2
2017/2019,Atlantic Region,Commerce de détail,"Total, toutes les entreprises",Innovations présentant des avantages environnementaux découlant de la production fondée sur une utilisation efficace des ressources,,48.6
2017/2019,Atlantic Region,Commerce de détail,"Total, toutes les entreprises",Amélioration de l'efficacité environnementale par la réduction de l'utilisation de matériaux par unité de production,,17.3
2017/2019,Atlantic Region,Commerce de détail,"Total, toutes les entreprises",Amélioration de l'efficacité environnementale par la réduction de la consommation d'énergie par unité de production,,24.0
2017/2019,Atlantic Region,Commerce de détail,"Total, toutes les entreprises",Amélioration de l'efficacité environnementale par le remplacement de matériaux par des matériaux moins polluants sur le plan des émissions de gaz à effet de serre,,21.3
2017/2019,Atlantic Region,Commerce de détail,"Total, toutes les entreprises","Réduction de la consommation de ressources (eau, déchets ou matériaux) au moyen du recyclage",,36.9
2017/2019,Atlantic Region,Commerce de détail,"Total, toutes les entreprises","Carburants renouvelables (éthanol, biodiesel, biogaz, biocharbon, hydrogène)",,0.9
2017/2019,Atlantic Region,Commerce de détail,"Total, toutes les entreprises",Innovations présentant des avantages environnementaux découlant de l'augmentation des activités de protection de l'environnement,,17.8
2017/2019,Atlantic Region,Commerce de détail,"Total, toutes les entreprises","Réduction de la pollution atmosphérique, de l'eau, du sol ou de la pollution par le bruit",,13.5
2017/2019,Atlantic Region,Commerce de détail,"Total, toutes les entreprises",Réduction des émissions de gaz à effet de serre,,11.2
2017/2019,Atlantic Region,Commerce de détail,"Total, toutes les entreprises",Innovations présentant des avantages environnementaux découlant de l'utilisateur final ou du consommateur,,29.1
2017/2019,Atlantic Region,Commerce de détail,"Total, toutes les entreprises",Réduction de la consommation d'énergie ou augmentation de l'efficacité énergétique de l'utilisateur final ou du consommateur,,13.7
2017/2019,Atlantic Region,Commerce de détail,"Total, toutes les entreprises",Réduction de l'utilisation de matériaux ou augmentation du recyclage de l'utilisateur final ou du consommateur,,17.7
2017/2019,Atlantic Region,Commerce de détail,"Total, toutes les entreprises","Réduction de la pollution atmosphérique, de l'eau, du sol ou de la pollution par le bruit de l'utilisateur final ou du consommateur",,15.1
2017/2019,Atlantic Region,Commerce de détail,"Total, toutes les entreprises",Réduction des émissions de gaz à effet de serre de l'utilisateur final ou du consommateur,,13.4
2017/2019,Atlantic Region,Commerce de détail,"Total, toutes les entreprises",Innovations soutenant d'autres avantages environnementaux,,8.9
2017/2019,Atlantic Region,Transport et entreposage,"Total, toutes les entreprises",Innovations offrant des avantages quelconques pour l'environnement,,58.6
2017/2019,Atlantic Region,Transport et entreposage,"Total, toutes les entreprises",Innovations présentant des avantages environnementaux découlant de la production fondée sur une utilisation efficace des ressources,,50.9
2017/2019,Atlantic Region,Transport et entreposage,"Total, toutes les entreprises",Amélioration de l'efficacité environnementale par la réduction de l'utilisation de matériaux par unité de production,,21.7
2017/2019,Atlantic Region,Transport et entreposage,"Total, toutes les entreprises",Amélioration de l'efficacité environnementale par la réduction de la consommation d'énergie par unité de production,,23.5
2017/2019,Atlantic Region,Transport et entreposage,"Total, toutes les entreprises",Amélioration de l'efficacité environnementale par le remplacement de matériaux par des matériaux moins polluants sur le plan des émissions de gaz à effet de serre,,24.1
2017/2019,Atlantic Region,Transport et entreposage,"Total, toutes les entreprises","Réduction de la consommation de ressources (eau, déchets ou matériaux) au moyen du recyclage",,22.3
2017/2019,Atlantic Region,Transport et entreposage,"Total, toutes les entreprises","Carburants renouvelables (éthanol, biodiesel, biogaz, biocharbon, hydrogène)",,3.0
2017/2019,Atlantic Region,Transport et entreposage,"Total, toutes les entreprises",Innovations présentant des avantages environnementaux découlant de l'augmentation des activités de protection de l'environnement,,41.7
2017/2019,Atlantic Region,Transport et entreposage,"Total, toutes les entreprises","Réduction de la pollution atmosphérique, de l'eau, du sol ou de la pollution par le bruit",,23.2
2017/2019,Atlantic Region,Transport et entreposage,"Total, toutes les entreprises",Réduction des émissions de gaz à effet de serre,,40.0
2017/2019,Atlantic Region,Transport et entreposage,"Total, toutes les entreprises",Innovations présentant des avantages environnementaux découlant de l'utilisateur final ou du consommateur,,34.0
2017/2019,Atlantic Region,Transport et entreposage,"Total, toutes les entreprises",Réduction de la consommation d'énergie ou augmentation de l'efficacité énergétique de l'utilisateur final ou du consommateur,,17.6
2017/2019,Atlantic Region,Transport et entreposage,"Total, toutes les entreprises",Réduction de l'utilisation de matériaux ou augmentation du recyclage de l'utilisateur final ou du consommateur,,15.3
2017/2019,Atlantic Region,Transport et entreposage,"Total, toutes les entreprises","Réduction de la pollution atmosphérique, de l'eau, du sol ou de la pollution par le bruit de l'utilisateur final ou du consommateur",,21.8
2017/2019,Atlantic Region,Transport et entreposage,"Total, toutes les entreprises",Réduction des émissions de gaz à effet de serre de l'utilisateur final ou du consommateur,,24.9
2017/2019,Atlantic Region,Transport et entreposage,"Total, toutes les entreprises",Innovations soutenant d'autres avantages environnementaux,,9.4
2017/2019,Atlantic Region,Tous les transports,"Total, toutes les entreprises",Innovations offrant des avantages quelconques pour l'environnement,,58.9
2017/2019,Atlantic Region,Tous les transports,"Total, toutes les entreprises",Innovations présentant des avantages environnementaux découlant de la production fondée sur une utilisation efficace des ressources,,50.8
2017/2019,Atlantic Region,Tous les transports,"Total, toutes les entreprises",Amélioration de l'efficacité environnementale par la réduction de l'utilisation de matériaux par unité de production,,20.9
2017/2019,Atlantic Region,Tous les transports,"Total, toutes les entreprises",Amélioration de l'efficacité environnementale par la réduction de la consommation d'énergie par unité de production,,22.8
2017/2019,Atlantic Region,Tous les transports,"Total, toutes les entreprises",Amélioration de l'efficacité environnementale par le remplacement de matériaux par des matériaux moins polluants sur le plan des émissions de gaz à effet de serre,,23.7
2017/2019,Atlantic Region,Tous les transports,"Total, toutes les entreprises","Réduction de la consommation de ressources (eau, déchets ou matériaux) au moyen du recyclage",,22.6
2017/2019,Atlantic Region,Tous les transports,"Total, toutes les entreprises","Carburants renouvelables (éthanol, biodiesel, biogaz, biocharbon, hydrogène)",,3.2
2017/2019,Atlantic Region,Tous les transports,"Total, toutes les entreprises",Innovations présentant des avantages environnementaux découlant de l'augmentation des activités de protection de l'environnement,,43.0
2017/2019,Atlantic Region,Tous les transports,"Total, toutes les entreprises","Réduction de la pollution atmosphérique, de l'eau, du sol ou de la pollution par le bruit",,23.5
2017/2019,Atlantic Region,Tous les transports,"Total, toutes les entreprises",Réduction des émissions de gaz à effet de serre,,41.2
2017/2019,Atlantic Region,Tous les transports,"Total, toutes les entreprises",Innovations présentant des avantages environnementaux découlant de l'utilisateur final ou du consommateur,,35.6
2017/2019,Atlantic Region,Tous les transports,"Total, toutes les entreprises",Réduction de la consommation d'énergie ou augmentation de l'efficacité énergétique de l'utilisateur final ou du consommateur,,18.5
2017/2019,Atlantic Region,Tous les transports,"Total, toutes les entreprises",Réduction de l'utilisation de matériaux ou augmentation du recyclage de l'utilisateur final ou du consommateur,,16.1
2017/2019,Atlantic Region,Tous les transports,"Total, toutes les entreprises","Réduction de la pollution atmosphérique, de l'eau, du sol ou de la pollution par le bruit de l'utilisateur final ou du consommateur",,22.8
2017/2019,Atlantic Region,Tous les transports,"Total, toutes les entreprises",Réduction des émissions de gaz à effet de serre de l'utilisateur final ou du consommateur,,26.1
2017/2019,Atlantic Region,Tous les transports,"Total, toutes les entreprises",Innovations soutenant d'autres avantages environnementaux,,9.8
2017/2019,Atlantic Region,"Services postaux, messageries et services de messagers, et entreposage","Total, toutes les entreprises",Innovations offrant des avantages quelconques pour l'environnement,,53.3
2017/2019,Atlantic Region,"Services postaux, messageries et services de messagers, et entreposage","Total, toutes les entreprises",Innovations présentant des avantages environnementaux découlant de la production fondée sur une utilisation efficace des ressources,,53.3
2017/2019,Atlantic Region,"Services postaux, messageries et services de messagers, et entreposage","Total, toutes les entreprises",Amélioration de l'efficacité environnementale par la réduction de l'utilisation de matériaux par unité de production,,37.0
2017/2019,Atlantic Region,"Services postaux, messageries et services de messagers, et entreposage","Total, toutes les entreprises",Amélioration de l'efficacité environnementale par la réduction de la consommation d'énergie par unité de production,,37.0
2017/2019,Atlantic Region,"Services postaux, messageries et services de messagers, et entreposage","Total, toutes les entreprises",Amélioration de l'efficacité environnementale par le remplacement de matériaux par des matériaux moins polluants sur le plan des émissions de gaz à effet de serre,,32.3
2017/2019,Atlantic Region,"Services postaux, messageries et services de messagers, et entreposage","Total, toutes les entreprises","Réduction de la consommation de ressources (eau, déchets ou matériaux) au moyen du recyclage",,16.0
2017/2019,Atlantic Region,"Services postaux, messageries et services de messagers, et entreposage","Total, toutes les entreprises","Carburants renouvelables (éthanol, biodiesel, biogaz, biocharbon, hydrogène)",,0.0
2017/2019,Atlantic Region,"Services postaux, messageries et services de messagers, et entreposage","Total, toutes les entreprises",Innovations présentant des avantages environnementaux découlant de l'augmentation des activités de protection de l'environnement,,16.0
2017/2019,Atlantic Region,"Services postaux, messageries et services de messagers, et entreposage","Total, toutes les entreprises","Réduction de la pollution atmosphérique, de l'eau, du sol ou de la pollution par le bruit",,16.0
2017/2019,Atlantic Region,"Services postaux, messageries et services de messagers, et entreposage","Total, toutes les entreprises",Réduction des émissions de gaz à effet de serre,,16.0
2017/2019,Atlantic Region,"Services postaux, messageries et services de messagers, et entreposage","Total, toutes les entreprises",Innovations présentant des avantages environnementaux découlant de l'utilisateur final ou du consommateur,,0.0
2017/2019,Atlantic Region,"Services postaux, messageries et services de messagers, et entreposage","Total, toutes les entreprises",Réduction de la consommation d'énergie ou augmentation de l'efficacité énergétique de l'utilisateur final ou du consommateur,,0.0
2017/2019,Atlantic Region,"Services postaux, messageries et services de messagers, et entreposage","Total, toutes les entreprises",Réduction de l'utilisation de matériaux ou augmentation du recyclage de l'utilisateur final ou du consommateur,,0.0
2017/2019,Atlantic Region,"Services postaux, messageries et services de messagers, et entreposage","Total, toutes les entreprises","Réduction de la pollution atmosphérique, de l'eau, du sol ou de la pollution par le bruit de l'utilisateur final ou du consommateur",,0.0
2017/2019,Atlantic Region,"Services postaux, messageries et services de messagers, et entreposage","Total, toutes les entreprises",Réduction des émissions de gaz à effet de serre de l'utilisateur final ou du consommateur,,0.0
2017/2019,Atlantic Region,"Services postaux, messageries et services de messagers, et entreposage","Total, toutes les entreprises",Innovations soutenant d'autres avantages environnementaux,,0.0
2017/2019,Atlantic Region,Industries d'information et de culture,"Total, toutes les entreprises",Innovations offrant des avantages quelconques pour l'environnement,,21.9
2017/2019,Atlantic Region,Industries d'information et de culture,"Total, toutes les entreprises",Innovations présentant des avantages environnementaux découlant de la production fondée sur une utilisation efficace des ressources,,19.4
2017/2019,Atlantic Region,Industries d'information et de culture,"Total, toutes les entreprises",Amélioration de l'efficacité environnementale par la réduction de l'utilisation de matériaux par unité de production,,8.3
2017/2019,Atlantic Region,Industries d'information et de culture,"Total, toutes les entreprises",Amélioration de l'efficacité environnementale par la réduction de la consommation d'énergie par unité de production,,11.2
2017/2019,Atlantic Region,Industries d'information et de culture,"Total, toutes les entreprises",Amélioration de l'efficacité environnementale par le remplacement de matériaux par des matériaux moins polluants sur le plan des émissions de gaz à effet de serre,,4.2
2017/2019,Atlantic Region,Industries d'information et de culture,"Total, toutes les entreprises","Réduction de la consommation de ressources (eau, déchets ou matériaux) au moyen du recyclage",,2.5
2017/2019,Atlantic Region,Industries d'information et de culture,"Total, toutes les entreprises","Carburants renouvelables (éthanol, biodiesel, biogaz, biocharbon, hydrogène)",,0.0
2017/2019,Atlantic Region,Industries d'information et de culture,"Total, toutes les entreprises",Innovations présentant des avantages environnementaux découlant de l'augmentation des activités de protection de l'environnement,,4.2
2017/2019,Atlantic Region,Industries d'information et de culture,"Total, toutes les entreprises","Réduction de la pollution atmosphérique, de l'eau, du sol ou de la pollution par le bruit",,0.0
2017/2019,Atlantic Region,Industries d'information et de culture,"Total, toutes les entreprises",Réduction des émissions de gaz à effet de serre,,4.2
2017/2019,Atlantic Region,Industries d'information et de culture,"Total, toutes les entreprises",Innovations présentant des avantages environnementaux découlant de l'utilisateur final ou du consommateur,,8.2
2017/2019,Atlantic Region,Industries d'information et de culture,"Total, toutes les entreprises",Réduction de la consommation d'énergie ou augmentation de l'efficacité énergétique de l'utilisateur final ou du consommateur,,0.0
2017/2019,Atlantic Region,Industries d'information et de culture,"Total, toutes les entreprises",Réduction de l'utilisation de matériaux ou augmentation du recyclage de l'utilisateur final ou du consommateur,,8.2
2017/2019,Atlantic Region,Industries d'information et de culture,"Total, toutes les entreprises","Réduction de la pollution atmosphérique, de l'eau, du sol ou de la pollution par le bruit de l'utilisateur final ou du consommateur",,0.0
2017/2019,Atlantic Region,Industries d'information et de culture,"Total, toutes les entreprises",Réduction des émissions de gaz à effet de serre de l'utilisateur final ou du consommateur,,0.0
2017/2019,Atlantic Region,Industries d'information et de culture,"Total, toutes les entreprises",Innovations soutenant d'autres avantages environnementaux,,2.5
2017/2019,Atlantic Region,Finance et assurances excluant les autorités monétaires,"Total, toutes les entreprises",Innovations offrant des avantages quelconques pour l'environnement,,33.5
2017/2019,Atlantic Region,Finance et assurances excluant les autorités monétaires,"Total, toutes les entreprises",Innovations présentant des avantages environnementaux découlant de la production fondée sur une utilisation efficace des ressources,,27.7
2017/2019,Atlantic Region,Finance et assurances excluant les autorités monétaires,"Total, toutes les entreprises",Amélioration de l'efficacité environnementale par la réduction de l'utilisation de matériaux par unité de production,,11.0
2017/2019,Atlantic Region,Finance et assurances excluant les autorités monétaires,"Total, toutes les entreprises",Amélioration de l'efficacité environnementale par la réduction de la consommation d'énergie par unité de production,,8.4
2017/2019,Atlantic Region,Finance et assurances excluant les autorités monétaires,"Total, toutes les entreprises",Amélioration de l'efficacité environnementale par le remplacement de matériaux par des matériaux moins polluants sur le plan des émissions de gaz à effet de serre,,5.1
2017/2019,Atlantic Region,Finance et assurances excluant les autorités monétaires,"Total, toutes les entreprises","Réduction de la consommation de ressources (eau, déchets ou matériaux) au moyen du recyclage",,18.1
2017/2019,Atlantic Region,Finance et assurances excluant les autorités monétaires,"Total, toutes les entreprises","Carburants renouvelables (éthanol, biodiesel, biogaz, biocharbon, hydrogène)",,1.3
2017/2019,Atlantic Region,Finance et assurances excluant les autorités monétaires,"Total, toutes les entreprises",Innovations présentant des avantages environnementaux découlant de l'augmentation des activités de protection de l'environnement,,5.2
2017/2019,Atlantic Region,Finance et assurances excluant les autorités monétaires,"Total, toutes les entreprises","Réduction de la pollution atmosphérique, de l'eau, du sol ou de la pollution par le bruit",,5.2
2017/2019,Atlantic Region,Finance et assurances excluant les autorités monétaires,"Total, toutes les entreprises",Réduction des émissions de gaz à effet de serre,,1.3
2017/2019,Atlantic Region,Finance et assurances excluant les autorités monétaires,"Total, toutes les entreprises",Innovations présentant des avantages environnementaux découlant de l'utilisateur final ou du consommateur,,18.1
2017/2019,Atlantic Region,Finance et assurances excluant les autorités monétaires,"Total, toutes les entreprises",Réduction de la consommation d'énergie ou augmentation de l'efficacité énergétique de l'utilisateur final ou du consommateur,,9.7
2017/2019,Atlantic Region,Finance et assurances excluant les autorités monétaires,"Total, toutes les entreprises",Réduction de l'utilisation de matériaux ou augmentation du recyclage de l'utilisateur final ou du consommateur,,16.8
2017/2019,Atlantic Region,Finance et assurances excluant les autorités monétaires,"Total, toutes les entreprises","Réduction de la pollution atmosphérique, de l'eau, du sol ou de la pollution par le bruit de l'utilisateur final ou du consommateur",,3.3
2017/2019,Atlantic Region,Finance et assurances excluant les autorités monétaires,"Total, toutes les entreprises",Réduction des émissions de gaz à effet de serre de l'utilisateur final ou du consommateur,,1.3
2017/2019,Atlantic Region,Finance et assurances excluant les autorités monétaires,"Total, toutes les entreprises",Innovations soutenant d'autres avantages environnementaux,,5.2
2017/2019,Atlantic Region,Immobilier et service de location,"Total, toutes les entreprises",Innovations offrant des avantages quelconques pour l'environnement,,47.8
2017/2019,Atlantic Region,Immobilier et service de location,"Total, toutes les entreprises",Innovations présentant des avantages environnementaux découlant de la production fondée sur une utilisation efficace des ressources,,47.8
2017/2019,Atlantic Region,Immobilier et service de location,"Total, toutes les entreprises",Amélioration de l'efficacité environnementale par la réduction de l'utilisation de matériaux par unité de production,,10.6
2017/2019,Atlantic Region,Immobilier et service de location,"Total, toutes les entreprises",Amélioration de l'efficacité environnementale par la réduction de la consommation d'énergie par unité de production,,15.5
2017/2019,Atlantic Region,Immobilier et service de location,"Total, toutes les entreprises",Amélioration de l'efficacité environnementale par le remplacement de matériaux par des matériaux moins polluants sur le plan des émissions de gaz à effet de serre,,28.3
2017/2019,Atlantic Region,Immobilier et service de location,"Total, toutes les entreprises","Réduction de la consommation de ressources (eau, déchets ou matériaux) au moyen du recyclage",,24.3
2017/2019,Atlantic Region,Immobilier et service de location,"Total, toutes les entreprises","Carburants renouvelables (éthanol, biodiesel, biogaz, biocharbon, hydrogène)",,0.0
2017/2019,Atlantic Region,Immobilier et service de location,"Total, toutes les entreprises",Innovations présentant des avantages environnementaux découlant de l'augmentation des activités de protection de l'environnement,,21.2
2017/2019,Atlantic Region,Immobilier et service de location,"Total, toutes les entreprises","Réduction de la pollution atmosphérique, de l'eau, du sol ou de la pollution par le bruit",,21.2
2017/2019,Atlantic Region,Immobilier et service de location,"Total, toutes les entreprises",Réduction des émissions de gaz à effet de serre,,7.0
2017/2019,Atlantic Region,Immobilier et service de location,"Total, toutes les entreprises",Innovations présentant des avantages environnementaux découlant de l'utilisateur final ou du consommateur,,33.5
2017/2019,Atlantic Region,Immobilier et service de location,"Total, toutes les entreprises",Réduction de la consommation d'énergie ou augmentation de l'efficacité énergétique de l'utilisateur final ou du consommateur,,26.2
2017/2019,Atlantic Region,Immobilier et service de location,"Total, toutes les entreprises",Réduction de l'utilisation de matériaux ou augmentation du recyclage de l'utilisateur final ou du consommateur,,10.3
2017/2019,Atlantic Region,Immobilier et service de location,"Total, toutes les entreprises","Réduction de la pollution atmosphérique, de l'eau, du sol ou de la pollution par le bruit de l'utilisateur final ou du consommateur",,21.2
2017/2019,Atlantic Region,Immobilier et service de location,"Total, toutes les entreprises",Réduction des émissions de gaz à effet de serre de l'utilisateur final ou du consommateur,,14.0
2017/2019,Atlantic Region,Immobilier et service de location,"Total, toutes les entreprises",Innovations soutenant d'autres avantages environnementaux,,8.9
2017/2019,Atlantic Region,"Services professionnels, scientifiques et techniques","Total, toutes les entreprises",Innovations offrant des avantages quelconques pour l'environnement,,48.7
2017/2019,Atlantic Region,"Services professionnels, scientifiques et techniques","Total, toutes les entreprises",Innovations présentant des avantages environnementaux découlant de la production fondée sur une utilisation efficace des ressources,,41.8
2017/2019,Atlantic Region,"Services professionnels, scientifiques et techniques","Total, toutes les entreprises",Amélioration de l'efficacité environnementale par la réduction de l'utilisation de matériaux par unité de production,,11.0
2017/2019,Atlantic Region,"Services professionnels, scientifiques et techniques","Total, toutes les entreprises",Amélioration de l'efficacité environnementale par la réduction de la consommation d'énergie par unité de production,,17.0
2017/2019,Atlantic Region,"Services professionnels, scientifiques et techniques","Total, toutes les entreprises",Amélioration de l'efficacité environnementale par le remplacement de matériaux par des matériaux moins polluants sur le plan des émissions de gaz à effet de serre,,16.5
2017/2019,Atlantic Region,"Services professionnels, scientifiques et techniques","Total, toutes les entreprises","Réduction de la consommation de ressources (eau, déchets ou matériaux) au moyen du recyclage",,33.3
2017/2019,Atlantic Region,"Services professionnels, scientifiques et techniques","Total, toutes les entreprises","Carburants renouvelables (éthanol, biodiesel, biogaz, biocharbon, hydrogène)",,0.0
2017/2019,Atlantic Region,"Services professionnels, scientifiques et techniques","Total, toutes les entreprises",Innovations présentant des avantages environnementaux découlant de l'augmentation des activités de protection de l'environnement,,20.6
2017/2019,Atlantic Region,"Services professionnels, scientifiques et techniques","Total, toutes les entreprises","Réduction de la pollution atmosphérique, de l'eau, du sol ou de la pollution par le bruit",,11.3
2017/2019,Atlantic Region,"Services professionnels, scientifiques et techniques","Total, toutes les entreprises",Réduction des émissions de gaz à effet de serre,,16.6
2017/2019,Atlantic Region,"Services professionnels, scientifiques et techniques","Total, toutes les entreprises",Innovations présentant des avantages environnementaux découlant de l'utilisateur final ou du consommateur,,43.9
2017/2019,Atlantic Region,"Services professionnels, scientifiques et techniques","Total, toutes les entreprises",Réduction de la consommation d'énergie ou augmentation de l'efficacité énergétique de l'utilisateur final ou du consommateur,,16.8
2017/2019,Atlantic Region,"Services professionnels, scientifiques et techniques","Total, toutes les entreprises",Réduction de l'utilisation de matériaux ou augmentation du recyclage de l'utilisateur final ou du consommateur,,32.6
2017/2019,Atlantic Region,"Services professionnels, scientifiques et techniques","Total, toutes les entreprises","Réduction de la pollution atmosphérique, de l'eau, du sol ou de la pollution par le bruit de l'utilisateur final ou du consommateur",,10.7
2017/2019,Atlantic Region,"Services professionnels, scientifiques et techniques","Total, toutes les entreprises",Réduction des émissions de gaz à effet de serre de l'utilisateur final ou du consommateur,,11.9
2017/2019,Atlantic Region,"Services professionnels, scientifiques et techniques","Total, toutes les entreprises",Innovations soutenant d'autres avantages environnementaux,,7.7
2017/2019,Atlantic Region,Gestion de sociétés et d'entreprises,"Total, toutes les entreprises",Innovations offrant des avantages quelconques pour l'environnement,,36.8
2017/2019,Atlantic Region,Gestion de sociétés et d'entreprises,"Total, toutes les entreprises",Innovations présentant des avantages environnementaux découlant de la production fondée sur une utilisation efficace des ressources,,30.2
2017/2019,Atlantic Region,Gestion de sociétés et d'entreprises,"Total, toutes les entreprises",Amélioration de l'efficacité environnementale par la réduction de l'utilisation de matériaux par unité de production,,6.3
2017/2019,Atlantic Region,Gestion de sociétés et d'entreprises,"Total, toutes les entreprises",Amélioration de l'efficacité environnementale par la réduction de la consommation d'énergie par unité de production,,13.1
2017/2019,Atlantic Region,Gestion de sociétés et d'entreprises,"Total, toutes les entreprises",Amélioration de l'efficacité environnementale par le remplacement de matériaux par des matériaux moins polluants sur le plan des émissions de gaz à effet de serre,,0.0
2017/2019,Atlantic Region,Gestion de sociétés et d'entreprises,"Total, toutes les entreprises","Réduction de la consommation de ressources (eau, déchets ou matériaux) au moyen du recyclage",,17.3
2017/2019,Atlantic Region,Gestion de sociétés et d'entreprises,"Total, toutes les entreprises","Carburants renouvelables (éthanol, biodiesel, biogaz, biocharbon, hydrogène)",,0.0
2017/2019,Atlantic Region,Gestion de sociétés et d'entreprises,"Total, toutes les entreprises",Innovations présentant des avantages environnementaux découlant de l'augmentation des activités de protection de l'environnement,,0.0
2017/2019,Atlantic Region,Gestion de sociétés et d'entreprises,"Total, toutes les entreprises","Réduction de la pollution atmosphérique, de l'eau, du sol ou de la pollution par le bruit",,0.0
2017/2019,Atlantic Region,Gestion de sociétés et d'entreprises,"Total, toutes les entreprises",Réduction des émissions de gaz à effet de serre,,0.0
2017/2019,Atlantic Region,Gestion de sociétés et d'entreprises,"Total, toutes les entreprises",Innovations présentant des avantages environnementaux découlant de l'utilisateur final ou du consommateur,,0.0
2017/2019,Atlantic Region,Gestion de sociétés et d'entreprises,"Total, toutes les entreprises",Réduction de la consommation d'énergie ou augmentation de l'efficacité énergétique de l'utilisateur final ou du consommateur,,0.0
2017/2019,Atlantic Region,Gestion de sociétés et d'entreprises,"Total, toutes les entreprises",Réduction de l'utilisation de matériaux ou augmentation du recyclage de l'utilisateur final ou du consommateur,,0.0
2017/2019,Atlantic Region,Gestion de sociétés et d'entreprises,"Total, toutes les entreprises","Réduction de la pollution atmosphérique, de l'eau, du sol ou de la pollution par le bruit de l'utilisateur final ou du consommateur",,0.0
2017/2019,Atlantic Region,Gestion de sociétés et d'entreprises,"Total, toutes les entreprises",Réduction des émissions de gaz à effet de serre de l'utilisateur final ou du consommateur,,0.0
2017/2019,Atlantic Region,Gestion de sociétés et d'entreprises,"Total, toutes les entreprises",Innovations soutenant d'autres avantages environnementaux,,6.7
2017/2019,Atlantic Region,"Services administratifs, services de soutien, services de gestion des déchets et services d'assainissement","Total, toutes les entreprises",Innovations offrant des avantages quelconques pour l'environnement,,44.8
2017/2019,Atlantic Region,"Services administratifs, services de soutien, services de gestion des déchets et services d'assainissement","Total, toutes les entreprises",Innovations présentant des avantages environnementaux découlant de la production fondée sur une utilisation efficace des ressources,,34.2
2017/2019,Atlantic Region,"Services administratifs, services de soutien, services de gestion des déchets et services d'assainissement","Total, toutes les entreprises",Amélioration de l'efficacité environnementale par la réduction de l'utilisation de matériaux par unité de production,,19.6
2017/2019,Atlantic Region,"Services administratifs, services de soutien, services de gestion des déchets et services d'assainissement","Total, toutes les entreprises",Amélioration de l'efficacité environnementale par la réduction de la consommation d'énergie par unité de production,,19.5
2017/2019,Atlantic Region,"Services administratifs, services de soutien, services de gestion des déchets et services d'assainissement","Total, toutes les entreprises",Amélioration de l'efficacité environnementale par le remplacement de matériaux par des matériaux moins polluants sur le plan des émissions de gaz à effet de serre,,15.5
2017/2019,Atlantic Region,"Services administratifs, services de soutien, services de gestion des déchets et services d'assainissement","Total, toutes les entreprises","Réduction de la consommation de ressources (eau, déchets ou matériaux) au moyen du recyclage",,25.3
2017/2019,Atlantic Region,"Services administratifs, services de soutien, services de gestion des déchets et services d'assainissement","Total, toutes les entreprises","Carburants renouvelables (éthanol, biodiesel, biogaz, biocharbon, hydrogène)",,3.0
2017/2019,Atlantic Region,"Services administratifs, services de soutien, services de gestion des déchets et services d'assainissement","Total, toutes les entreprises",Innovations présentant des avantages environnementaux découlant de l'augmentation des activités de protection de l'environnement,,20.5
2017/2019,Atlantic Region,"Services administratifs, services de soutien, services de gestion des déchets et services d'assainissement","Total, toutes les entreprises","Réduction de la pollution atmosphérique, de l'eau, du sol ou de la pollution par le bruit",,19.0
2017/2019,Atlantic Region,"Services administratifs, services de soutien, services de gestion des déchets et services d'assainissement","Total, toutes les entreprises",Réduction des émissions de gaz à effet de serre,,15.5
2017/2019,Atlantic Region,"Services administratifs, services de soutien, services de gestion des déchets et services d'assainissement","Total, toutes les entreprises",Innovations présentant des avantages environnementaux découlant de l'utilisateur final ou du consommateur,,30.2
2017/2019,Atlantic Region,"Services administratifs, services de soutien, services de gestion des déchets et services d'assainissement","Total, toutes les entreprises",Réduction de la consommation d'énergie ou augmentation de l'efficacité énergétique de l'utilisateur final ou du consommateur,,8.2
2017/2019,Atlantic Region,"Services administratifs, services de soutien, services de gestion des déchets et services d'assainissement","Total, toutes les entreprises",Réduction de l'utilisation de matériaux ou augmentation du recyclage de l'utilisateur final ou du consommateur,,24.7
2017/2019,Atlantic Region,"Services administratifs, services de soutien, services de gestion des déchets et services d'assainissement","Total, toutes les entreprises","Réduction de la pollution atmosphérique, de l'eau, du sol ou de la pollution par le bruit de l'utilisateur final ou du consommateur",,17.8
2017/2019,Atlantic Region,"Services administratifs, services de soutien, services de gestion des déchets et services d'assainissement","Total, toutes les entreprises",Réduction des émissions de gaz à effet de serre de l'utilisateur final ou du consommateur,,13.8
2017/2019,Atlantic Region,"Services administratifs, services de soutien, services de gestion des déchets et services d'assainissement","Total, toutes les entreprises",Innovations soutenant d'autres avantages environnementaux,,8.6
