Year,data.Geography,data.Persons in low income,Value
2019,data.Nova Scotia,data.Males in economic families,8.0
2015,data.Nova Scotia,data.Females in economic families,12.8
2016,data.Nova Scotia,data.Females in economic families,12.0
2017,data.Nova Scotia,data.Females in economic families,12.1
2018,data.Nova Scotia,data.Females in economic families,9.0
2019,data.Nova Scotia,data.Females in economic families,8.1
2015,data.Nova Scotia,data.Elderly persons in economic families,3.6
2016,data.Nova Scotia,data.Elderly persons in economic families,3.4
2017,data.Nova Scotia,data.Elderly persons in economic families,2.4
2018,data.Nova Scotia,data.Elderly persons in economic families,2.8
2019,data.Nova Scotia,data.Elderly persons in economic families,4.1
2015,data.Nova Scotia,data.Persons under 18 years in economic families,20.5
2016,data.Nova Scotia,data.Persons under 18 years in economic families,18.8
2017,data.Nova Scotia,data.Persons under 18 years in economic families,19.1
2018,data.Nova Scotia,data.Persons under 18 years in economic families,14.7
2019,data.Nova Scotia,data.Persons under 18 years in economic families,11.6
2015,data.Nova Scotia,data.Persons under 18 years in couple families with children,14.1
2016,data.Nova Scotia,data.Persons under 18 years in couple families with children,8.2
2017,data.Nova Scotia,data.Persons under 18 years in couple families with children,15.8
2018,data.Nova Scotia,data.Persons under 18 years in couple families with children,10.3
2019,data.Nova Scotia,data.Persons under 18 years in couple families with children,11.2
2015,data.Nova Scotia,data.Persons under 18 years in female lone-parent families,50.1
2016,data.Nova Scotia,data.Persons under 18 years in female lone-parent families,59.1
2017,data.Nova Scotia,data.Persons under 18 years in female lone-parent families,35.6
2018,data.Nova Scotia,data.Persons under 18 years in female lone-parent families,35.7
2019,data.Nova Scotia,data.Persons under 18 years in female lone-parent families,
2015,data.Nova Scotia,data.Persons 18 to 64 years in economic families,11.6
2016,data.Nova Scotia,data.Persons 18 to 64 years in economic families,12.0
2017,data.Nova Scotia,data.Persons 18 to 64 years in economic families,10.6
2018,data.Nova Scotia,data.Persons 18 to 64 years in economic families,8.7
2019,data.Nova Scotia,data.Persons 18 to 64 years in economic families,8.0
2015,data.Nova Scotia,data.Persons not in an economic family,39.6
2016,data.Nova Scotia,data.Persons not in an economic family,35.8
2017,data.Nova Scotia,data.Persons not in an economic family,33.2
2018,data.Nova Scotia,data.Persons not in an economic family,33.5
2019,data.Nova Scotia,data.Persons not in an economic family,30.6
2015,data.Nova Scotia,data.Males not in an economic family,40.7
2016,data.Nova Scotia,data.Males not in an economic family,42.9
2017,data.Nova Scotia,data.Males not in an economic family,31.3
2018,data.Nova Scotia,data.Males not in an economic family,32.9
2019,data.Nova Scotia,data.Males not in an economic family,25.3
2015,data.Nova Scotia,data.Females not in an economic family,38.6
2016,data.Nova Scotia,data.Females not in an economic family,29.9
2017,data.Nova Scotia,data.Females not in an economic family,35.0
2018,data.Nova Scotia,data.Females not in an economic family,34.0
2019,data.Nova Scotia,data.Females not in an economic family,35.0
2015,data.Nova Scotia,data.Elderly persons not in an economic family,28.1
2016,data.Nova Scotia,data.Elderly persons not in an economic family,21.6
2017,data.Nova Scotia,data.Elderly persons not in an economic family,18.2
2018,data.Nova Scotia,data.Elderly persons not in an economic family,21.9
2019,data.Nova Scotia,data.Elderly persons not in an economic family,17.0
2015,data.Nova Scotia,data.Non-elderly persons not in an economic family,44.5
2016,data.Nova Scotia,data.Non-elderly persons not in an economic family,41.0
2017,data.Nova Scotia,data.Non-elderly persons not in an economic family,40.2
2018,data.Nova Scotia,data.Non-elderly persons not in an economic family,38.8
2019,data.Nova Scotia,data.Non-elderly persons not in an economic family,37.3
2015,data.Nova Scotia,data.Non-elderly males not in an economic family,44.0
2016,data.Nova Scotia,data.Non-elderly males not in an economic family,45.6
2017,data.Nova Scotia,data.Non-elderly males not in an economic family,35.1
2018,data.Nova Scotia,data.Non-elderly males not in an economic family,36.7
2019,data.Nova Scotia,data.Non-elderly males not in an economic family,29.6
2015,data.Nova Scotia,data.Non-elderly females not in an economic family,45.0
2016,data.Nova Scotia,data.Non-elderly females not in an economic family,36.2
2017,data.Nova Scotia,data.Non-elderly females not in an economic family,46.5
2018,data.Nova Scotia,data.Non-elderly females not in an economic family,41.3
2019,data.Nova Scotia,data.Non-elderly females not in an economic family,45.2
2015,data.New Brunswick,data.All persons,16.1
2016,data.New Brunswick,data.All persons,13.6
2017,data.New Brunswick,data.All persons,12.1
2018,data.New Brunswick,data.All persons,10.0
2019,data.New Brunswick,data.All persons,9.4
2015,data.New Brunswick,data.Persons under 18 years,20.3
2016,data.New Brunswick,data.Persons under 18 years,16.5
2017,data.New Brunswick,data.Persons under 18 years,15.4
2018,data.New Brunswick,data.Persons under 18 years,11.5
2019,data.New Brunswick,data.Persons under 18 years,12.4
2015,data.New Brunswick,data.Persons 18 to 64 years,16.5
2016,data.New Brunswick,data.Persons 18 to 64 years,14.0
2017,data.New Brunswick,data.Persons 18 to 64 years,13.1
2018,data.New Brunswick,data.Persons 18 to 64 years,11.1
2019,data.New Brunswick,data.Persons 18 to 64 years,9.9
2015,data.New Brunswick,data.Persons 65 years and over,10.8
2016,data.New Brunswick,data.Persons 65 years and over,9.6
2017,data.New Brunswick,data.Persons 65 years and over,6.3
2018,data.New Brunswick,data.Persons 65 years and over,5.3
2019,data.New Brunswick,data.Persons 65 years and over,5.6
2015,data.New Brunswick,data.Males,15.9
2016,data.New Brunswick,data.Males,12.1
2017,data.New Brunswick,data.Males,11.2
2018,data.New Brunswick,data.Males,9.7
2019,data.New Brunswick,data.Males,7.8
2015,data.New Brunswick,"data.Males, under 18 years",21.8
2016,data.New Brunswick,"data.Males, under 18 years",17.2
2017,data.New Brunswick,"data.Males, under 18 years",14.9
2018,data.New Brunswick,"data.Males, under 18 years",11.1
2019,data.New Brunswick,"data.Males, under 18 years",9.7
2015,data.New Brunswick,"data.Males, 18 to 64 years",16.1
2016,data.New Brunswick,"data.Males, 18 to 64 years",12.1
2017,data.New Brunswick,"data.Males, 18 to 64 years",12.0
2018,data.New Brunswick,"data.Males, 18 to 64 years",10.9
2019,data.New Brunswick,"data.Males, 18 to 64 years",8.8
2015,data.New Brunswick,"data.Males, 65 years and over",8.5
2016,data.New Brunswick,"data.Males, 65 years and over",7.0
2017,data.New Brunswick,"data.Males, 65 years and over",5.1
2018,data.New Brunswick,"data.Males, 65 years and over",4.4
2019,data.New Brunswick,"data.Males, 65 years and over",3.2
2015,data.New Brunswick,data.Females,16.3
2016,data.New Brunswick,data.Females,14.9
2017,data.New Brunswick,data.Females,13.0
2018,data.New Brunswick,data.Females,10.3
2019,data.New Brunswick,data.Females,11.0
2015,data.New Brunswick,"data.Females, under 18 years",18.5
2016,data.New Brunswick,"data.Females, under 18 years",15.7
2017,data.New Brunswick,"data.Females, under 18 years",15.8
2018,data.New Brunswick,"data.Females, under 18 years",12.1
2019,data.New Brunswick,"data.Females, under 18 years",15.2
2015,data.New Brunswick,"data.Females, 18 to 64 years",16.8
2016,data.New Brunswick,"data.Females, 18 to 64 years",15.8
2017,data.New Brunswick,"data.Females, 18 to 64 years",14.1
2018,data.New Brunswick,"data.Females, 18 to 64 years",11.3
2019,data.New Brunswick,"data.Females, 18 to 64 years",10.9
2015,data.New Brunswick,"data.Females, 65 years and over",12.7
2016,data.New Brunswick,"data.Females, 65 years and over",11.8
2017,data.New Brunswick,"data.Females, 65 years and over",7.4
2018,data.New Brunswick,"data.Females, 65 years and over",6.1
2019,data.New Brunswick,"data.Females, 65 years and over",7.8
2015,data.New Brunswick,data.Persons in economic families,12.3
2016,data.New Brunswick,data.Persons in economic families,9.6
2017,data.New Brunswick,data.Persons in economic families,9.2
2018,data.New Brunswick,data.Persons in economic families,6.4
2019,data.New Brunswick,data.Persons in economic families,6.6
2015,data.New Brunswick,data.Males in economic families,12.0
2016,data.New Brunswick,data.Males in economic families,8.3
2017,data.New Brunswick,data.Males in economic families,8.2
2018,data.New Brunswick,data.Males in economic families,5.6
2019,data.New Brunswick,data.Males in economic families,5.3
2015,data.New Brunswick,data.Females in economic families,12.7
2016,data.New Brunswick,data.Females in economic families,10.8
2017,data.New Brunswick,data.Females in economic families,10.2
2018,data.New Brunswick,data.Females in economic families,7.3
2019,data.New Brunswick,data.Females in economic families,7.8
2015,data.New Brunswick,data.Elderly persons in economic families,6.0
2016,data.New Brunswick,data.Elderly persons in economic families,3.9
2017,data.New Brunswick,data.Elderly persons in economic families,3.3
2018,data.New Brunswick,data.Elderly persons in economic families,2.1
2019,data.New Brunswick,data.Elderly persons in economic families,
2015,data.New Brunswick,data.Persons under 18 years in economic families,20.3
2016,data.New Brunswick,data.Persons under 18 years in economic families,16.5
2017,data.New Brunswick,data.Persons under 18 years in economic families,15.0
2018,data.New Brunswick,data.Persons under 18 years in economic families,11.3
2019,data.New Brunswick,data.Persons under 18 years in economic families,11.5
2015,data.New Brunswick,data.Persons under 18 years in couple families with children,14.2
2016,data.New Brunswick,data.Persons under 18 years in couple families with children,11.6
2017,data.New Brunswick,data.Persons under 18 years in couple families with children,6.9
2018,data.New Brunswick,data.Persons under 18 years in couple families with children,5.3
2019,data.New Brunswick,data.Persons under 18 years in couple families with children,
2015,data.New Brunswick,data.Persons under 18 years in female lone-parent families,48.2
2016,data.New Brunswick,data.Persons under 18 years in female lone-parent families,42.0
2017,data.New Brunswick,data.Persons under 18 years in female lone-parent families,52.7
2018,data.New Brunswick,data.Persons under 18 years in female lone-parent families,35.9
2019,data.New Brunswick,data.Persons under 18 years in female lone-parent families,32.0
2015,data.New Brunswick,data.Persons 18 to 64 years in economic families,11.3
2016,data.New Brunswick,data.Persons 18 to 64 years in economic families,8.8
2017,data.New Brunswick,data.Persons 18 to 64 years in economic families,8.9
2018,data.New Brunswick,data.Persons 18 to 64 years in economic families,6.0
2019,data.New Brunswick,data.Persons 18 to 64 years in economic families,6.4
2015,data.New Brunswick,data.Persons not in an economic family,36.6
2016,data.New Brunswick,data.Persons not in an economic family,35.2
2017,data.New Brunswick,data.Persons not in an economic family,28.1
2018,data.New Brunswick,data.Persons not in an economic family,29.2
2019,data.New Brunswick,data.Persons not in an economic family,24.8
2015,data.New Brunswick,data.Males not in an economic family,37.8
2016,data.New Brunswick,data.Males not in an economic family,34.2
2017,data.New Brunswick,data.Males not in an economic family,28.5
2018,data.New Brunswick,data.Males not in an economic family,32.7
2019,data.New Brunswick,data.Males not in an economic family,22.0
2015,data.New Brunswick,data.Females not in an economic family,35.5
2016,data.New Brunswick,data.Females not in an economic family,36.1
2017,data.New Brunswick,data.Females not in an economic family,27.8
2018,data.New Brunswick,data.Females not in an economic family,25.9
2019,data.New Brunswick,data.Females not in an economic family,27.3
2015,data.New Brunswick,data.Elderly persons not in an economic family,25.3
2016,data.New Brunswick,data.Elderly persons not in an economic family,25.1
2017,data.New Brunswick,data.Elderly persons not in an economic family,14.7
2018,data.New Brunswick,data.Elderly persons not in an economic family,14.3
2019,data.New Brunswick,data.Elderly persons not in an economic family,16.1
2015,data.New Brunswick,data.Non-elderly persons not in an economic family,41.5
2016,data.New Brunswick,data.Non-elderly persons not in an economic family,40.3
2017,data.New Brunswick,data.Non-elderly persons not in an economic family,35.3
2018,data.New Brunswick,data.Non-elderly persons not in an economic family,37.2
2019,data.New Brunswick,data.Non-elderly persons not in an economic family,30.6
2015,data.New Brunswick,data.Non-elderly males not in an economic family,41.6
2016,data.New Brunswick,data.Non-elderly males not in an economic family,38.5
2017,data.New Brunswick,data.Non-elderly males not in an economic family,33.3
2018,data.New Brunswick,data.Non-elderly males not in an economic family,37.8
2019,data.New Brunswick,data.Non-elderly males not in an economic family,26.4
2015,data.New Brunswick,data.Non-elderly females not in an economic family,41.4
2016,data.New Brunswick,data.Non-elderly females not in an economic family,42.6
2017,data.New Brunswick,data.Non-elderly females not in an economic family,37.7
2018,data.New Brunswick,data.Non-elderly females not in an economic family,36.4
2019,data.New Brunswick,data.Non-elderly females not in an economic family,36.1
2015,data.Quebec,data.All persons,13.7
2016,data.Quebec,data.All persons,10.9
2017,data.Quebec,data.All persons,10.8
2018,data.Quebec,data.All persons,9.7
2019,data.Quebec,data.All persons,8.7
2015,data.Quebec,data.Persons under 18 years,14.1
2016,data.Quebec,data.Persons under 18 years,10.7
2017,data.Quebec,data.Persons under 18 years,10.1
2018,data.Quebec,data.Persons under 18 years,7.6
2019,data.Quebec,data.Persons under 18 years,6.2
2015,data.Quebec,data.Persons 18 to 64 years,15.6
2016,data.Quebec,data.Persons 18 to 64 years,12.1
2017,data.Quebec,data.Persons 18 to 64 years,12.4
2018,data.Quebec,data.Persons 18 to 64 years,11.7
2019,data.Quebec,data.Persons 18 to 64 years,10.6
2015,data.Quebec,data.Persons 65 years and over,6.8
2016,data.Quebec,data.Persons 65 years and over,7.2
2017,data.Quebec,data.Persons 65 years and over,5.9
2018,data.Quebec,data.Persons 65 years and over,5.4
2019,data.Quebec,data.Persons 65 years and over,5.0
2015,data.Quebec,data.Males,13.7
2016,data.Quebec,data.Males,11.0
2017,data.Quebec,data.Males,10.7
2018,data.Quebec,data.Males,9.6
2019,data.Quebec,data.Males,9.2
2015,data.Quebec,"data.Males, under 18 years",15.1
2016,data.Quebec,"data.Males, under 18 years",10.0
2017,data.Quebec,"data.Males, under 18 years",10.1
2018,data.Quebec,"data.Males, under 18 years",7.9
2019,data.Quebec,"data.Males, under 18 years",7.2
2015,data.Quebec,"data.Males, 18 to 64 years",15.1
2016,data.Quebec,"data.Males, 18 to 64 years",12.4
2017,data.Quebec,"data.Males, 18 to 64 years",12.5
2018,data.Quebec,"data.Males, 18 to 64 years",11.6
2019,data.Quebec,"data.Males, 18 to 64 years",11.2
2015,data.Quebec,"data.Males, 65 years and over",5.9
2016,data.Quebec,"data.Males, 65 years and over",6.7
2017,data.Quebec,"data.Males, 65 years and over",4.8
2018,data.Quebec,"data.Males, 65 years and over",4.4
2019,data.Quebec,"data.Males, 65 years and over",4.5
2015,data.Quebec,data.Females,13.8
2016,data.Quebec,data.Females,10.9
2017,data.Quebec,data.Females,10.8
2018,data.Quebec,data.Females,9.9
2019,data.Quebec,data.Females,8.1
2015,data.Quebec,"data.Females, under 18 years",13.0
2016,data.Quebec,"data.Females, under 18 years",11.4
2017,data.Quebec,"data.Females, under 18 years",10.1
2018,data.Quebec,"data.Females, under 18 years",7.3
2019,data.Quebec,"data.Females, under 18 years",5.3
2015,data.Quebec,"data.Females, 18 to 64 years",16.0
2016,data.Quebec,"data.Females, 18 to 64 years",11.7
2017,data.Quebec,"data.Females, 18 to 64 years",12.2
2018,data.Quebec,"data.Females, 18 to 64 years",11.8
2019,data.Quebec,"data.Females, 18 to 64 years",9.9
2015,data.Quebec,"data.Females, 65 years and over",7.5
2016,data.Quebec,"data.Females, 65 years and over",7.6
2017,data.Quebec,"data.Females, 65 years and over",6.9
2018,data.Quebec,"data.Females, 65 years and over",6.2
2019,data.Quebec,"data.Females, 65 years and over",5.5
2015,data.Quebec,data.Persons in economic families,10.0
2016,data.Quebec,data.Persons in economic families,7.2
2017,data.Quebec,data.Persons in economic families,7.5
2018,data.Quebec,data.Persons in economic families,6.2
2019,data.Quebec,data.Persons in economic families,5.2
2015,data.Quebec,data.Males in economic families,10.0
2016,data.Quebec,data.Males in economic families,6.7
2017,data.Quebec,data.Males in economic families,7.5
2018,data.Quebec,data.Males in economic families,6.0
2019,data.Quebec,data.Males in economic families,5.4
2015,data.Quebec,data.Females in economic families,10.0
2016,data.Quebec,data.Females in economic families,7.7
2017,data.Quebec,data.Females in economic families,7.6
2018,data.Quebec,data.Females in economic families,6.4
2019,data.Quebec,data.Females in economic families,5.0
2015,data.Quebec,data.Elderly persons in economic families,2.7
2016,data.Quebec,data.Elderly persons in economic families,3.1
2017,data.Quebec,data.Elderly persons in economic families,3.2
2018,data.Quebec,data.Elderly persons in economic families,2.0
2019,data.Quebec,data.Elderly persons in economic families,
2015,data.Quebec,data.Persons under 18 years in economic families,14.1
2016,data.Quebec,data.Persons under 18 years in economic families,10.4
2017,data.Quebec,data.Persons under 18 years in economic families,10.1
2018,data.Quebec,data.Persons under 18 years in economic families,7.5
2019,data.Quebec,data.Persons under 18 years in economic families,6.2
2015,data.Quebec,data.Persons under 18 years in couple families with children,11.5
2016,data.Quebec,data.Persons under 18 years in couple families with children,7.5
2017,data.Quebec,data.Persons under 18 years in couple families with children,7.9
2018,data.Quebec,data.Persons under 18 years in couple families with children,6.4
2019,data.Quebec,data.Persons under 18 years in couple families with children,4.7
2015,data.Quebec,data.Persons under 18 years in female lone-parent families,31.8
2016,data.Quebec,data.Persons under 18 years in female lone-parent families,30.2
2017,data.Quebec,data.Persons under 18 years in female lone-parent families,27.0
2018,data.Quebec,data.Persons under 18 years in female lone-parent families,18.5
2019,data.Quebec,data.Persons under 18 years in female lone-parent families,20.6
2015,data.Quebec,data.Persons 18 to 64 years in economic families,10.2
2016,data.Quebec,data.Persons 18 to 64 years in economic families,7.0
2017,data.Quebec,data.Persons 18 to 64 years in economic families,7.7
2018,data.Quebec,data.Persons 18 to 64 years in economic families,6.8
2019,data.Quebec,data.Persons 18 to 64 years in economic families,5.7
2015,data.Quebec,data.Persons not in an economic family,30.6
2016,data.Quebec,data.Persons not in an economic family,27.6
2017,data.Quebec,data.Persons not in an economic family,25.0
2018,data.Quebec,data.Persons not in an economic family,25.4
2019,data.Quebec,data.Persons not in an economic family,24.2
2015,data.Quebec,data.Males not in an economic family,30.0
2016,data.Quebec,data.Males not in an economic family,29.8
2017,data.Quebec,data.Males not in an economic family,25.4
2018,data.Quebec,data.Males not in an economic family,25.6
2019,data.Quebec,data.Males not in an economic family,26.7
2015,data.Quebec,data.Females not in an economic family,31.2
2016,data.Quebec,data.Females not in an economic family,25.3
2017,data.Quebec,data.Females not in an economic family,24.6
2018,data.Quebec,data.Females not in an economic family,25.2
2019,data.Quebec,data.Females not in an economic family,21.7
2015,data.Quebec,data.Elderly persons not in an economic family,15.7
2016,data.Quebec,data.Elderly persons not in an economic family,16.6
2017,data.Quebec,data.Elderly persons not in an economic family,11.4
2018,data.Quebec,data.Elderly persons not in an economic family,12.6
2019,data.Quebec,data.Elderly persons not in an economic family,11.0
2015,data.Quebec,data.Non-elderly persons not in an economic family,37.0
2016,data.Quebec,data.Non-elderly persons not in an economic family,32.2
2017,data.Quebec,data.Non-elderly persons not in an economic family,31.8
2018,data.Quebec,data.Non-elderly persons not in an economic family,31.5
2019,data.Quebec,data.Non-elderly persons not in an economic family,31.5
2015,data.Quebec,data.Non-elderly males not in an economic family,33.8
2016,data.Quebec,data.Non-elderly males not in an economic family,32.3
2017,data.Quebec,data.Non-elderly males not in an economic family,30.4
2018,data.Quebec,data.Non-elderly males not in an economic family,29.2
2019,data.Quebec,data.Non-elderly males not in an economic family,32.7
2015,data.Quebec,data.Non-elderly females not in an economic family,41.0
2016,data.Quebec,data.Non-elderly females not in an economic family,32.0
2017,data.Quebec,data.Non-elderly females not in an economic family,33.5
2018,data.Quebec,data.Non-elderly females not in an economic family,34.9
2019,data.Quebec,data.Non-elderly females not in an economic family,29.9
2015,data.Ontario,data.All persons,15.1
2016,data.Ontario,data.All persons,13.6
2017,data.Ontario,data.All persons,12.2
2018,data.Ontario,data.All persons,11.6
2019,data.Ontario,data.All persons,10.9
2015,data.Ontario,data.Persons under 18 years,18.2
2016,data.Ontario,data.Persons under 18 years,15.4
2017,data.Ontario,data.Persons under 18 years,12.3
2018,data.Ontario,data.Persons under 18 years,12.5
2019,data.Ontario,data.Persons under 18 years,12.1
2015,data.Ontario,data.Persons 18 to 64 years,16.4
2016,data.Ontario,data.Persons 18 to 64 years,14.9
2017,data.Ontario,data.Persons 18 to 64 years,13.9
2018,data.Ontario,data.Persons 18 to 64 years,13.0
2019,data.Ontario,data.Persons 18 to 64 years,11.9
2015,data.Ontario,data.Persons 65 years and over,6.0
2016,data.Ontario,data.Persons 65 years and over,6.5
2017,data.Ontario,data.Persons 65 years and over,5.4
2018,data.Ontario,data.Persons 65 years and over,5.4
2019,data.Ontario,data.Persons 65 years and over,5.6
2015,data.Ontario,data.Males,14.8
2016,data.Ontario,data.Males,12.5
2017,data.Ontario,data.Males,12.1
2018,data.Ontario,data.Males,11.9
2019,data.Ontario,data.Males,10.1
2015,data.Ontario,"data.Males, under 18 years",18.0
2016,data.Ontario,"data.Males, under 18 years",13.1
2017,data.Ontario,"data.Males, under 18 years",11.8
2018,data.Ontario,"data.Males, under 18 years",13.0
2019,data.Ontario,"data.Males, under 18 years",11.2
2015,data.Ontario,"data.Males, 18 to 64 years",16.1
2016,data.Ontario,"data.Males, 18 to 64 years",13.9
2017,data.Ontario,"data.Males, 18 to 64 years",13.8
2018,data.Ontario,"data.Males, 18 to 64 years",13.1
2019,data.Ontario,"data.Males, 18 to 64 years",11.0
2015,data.Ontario,"data.Males, 65 years and over",4.6
2016,data.Ontario,"data.Males, 65 years and over",5.9
2017,data.Ontario,"data.Males, 65 years and over",5.1
2018,data.Ontario,"data.Males, 65 years and over",5.3
2019,data.Ontario,"data.Males, 65 years and over",4.8
2015,data.Ontario,data.Females,15.5
2016,data.Ontario,data.Females,14.7
2017,data.Ontario,data.Females,12.2
2018,data.Ontario,data.Females,11.4
2019,data.Ontario,data.Females,11.7
2015,data.Ontario,"data.Females, under 18 years",18.5
2016,data.Ontario,"data.Females, under 18 years",17.8
2017,data.Ontario,"data.Females, under 18 years",12.8
2018,data.Ontario,"data.Females, under 18 years",12.0
2019,data.Ontario,"data.Females, under 18 years",13.0
2015,data.Ontario,"data.Females, 18 to 64 years",16.8
2016,data.Ontario,"data.Females, 18 to 64 years",15.9
2017,data.Ontario,"data.Females, 18 to 64 years",13.9
2018,data.Ontario,"data.Females, 18 to 64 years",12.9
2019,data.Ontario,"data.Females, 18 to 64 years",12.9
2015,data.Ontario,"data.Females, 65 years and over",7.1
2016,data.Ontario,"data.Females, 65 years and over",7.0
2017,data.Ontario,"data.Females, 65 years and over",5.6
2018,data.Ontario,"data.Females, 65 years and over",5.5
2019,data.Ontario,"data.Females, 65 years and over",6.3
2015,data.Ontario,data.Persons in economic families,12.0
2016,data.Ontario,data.Persons in economic families,10.6
2017,data.Ontario,data.Persons in economic families,9.1
2018,data.Ontario,data.Persons in economic families,8.4
2019,data.Ontario,data.Persons in economic families,8.3
2015,data.Ontario,data.Males in economic families,11.6
2016,data.Ontario,data.Males in economic families,9.5
2017,data.Ontario,data.Males in economic families,8.5
2018,data.Ontario,data.Males in economic families,7.9
2019,data.Ontario,data.Males in economic families,7.6
2015,data.Ontario,data.Females in economic families,12.4
2016,data.Ontario,data.Females in economic families,11.6
2017,data.Ontario,data.Females in economic families,9.6
2018,data.Ontario,data.Females in economic families,8.9
2019,data.Ontario,data.Females in economic families,9.0
2015,data.Ontario,data.Elderly persons in economic families,3.0
2016,data.Ontario,data.Elderly persons in economic families,3.8
2017,data.Ontario,data.Elderly persons in economic families,2.8
2018,data.Ontario,data.Elderly persons in economic families,2.7
2019,data.Ontario,data.Elderly persons in economic families,3.3
2015,data.Ontario,data.Persons under 18 years in economic families,18.2
2016,data.Ontario,data.Persons under 18 years in economic families,15.4
2017,data.Ontario,data.Persons under 18 years in economic families,12.2
2018,data.Ontario,data.Persons under 18 years in economic families,12.3
2019,data.Ontario,data.Persons under 18 years in economic families,12.1
2015,data.Ontario,data.Persons under 18 years in couple families with children,15.4
2016,data.Ontario,data.Persons under 18 years in couple families with children,11.5
2017,data.Ontario,data.Persons under 18 years in couple families with children,9.4
2018,data.Ontario,data.Persons under 18 years in couple families with children,8.6
2019,data.Ontario,data.Persons under 18 years in couple families with children,9.0
2015,data.Ontario,data.Persons under 18 years in female lone-parent families,40.6
2016,data.Ontario,data.Persons under 18 years in female lone-parent families,42.8
2017,data.Ontario,data.Persons under 18 years in female lone-parent families,33.5
2018,data.Ontario,data.Persons under 18 years in female lone-parent families,35.7
2019,data.Ontario,data.Persons under 18 years in female lone-parent families,33.8
2015,data.Ontario,data.Persons 18 to 64 years in economic families,11.7
2016,data.Ontario,data.Persons 18 to 64 years in economic families,10.3
2017,data.Ontario,data.Persons 18 to 64 years in economic families,9.4
2018,data.Ontario,data.Persons 18 to 64 years in economic families,8.4
2019,data.Ontario,data.Persons 18 to 64 years in economic families,8.2
2015,data.Ontario,data.Persons not in an economic family,34.5
2016,data.Ontario,data.Persons not in an economic family,32.6
2017,data.Ontario,data.Persons not in an economic family,31.1
2018,data.Ontario,data.Persons not in an economic family,31.1
2019,data.Ontario,data.Persons not in an economic family,26.4
2015,data.Ontario,data.Males not in an economic family,34.8
2016,data.Ontario,data.Males not in an economic family,32.2
2017,data.Ontario,data.Males not in an economic family,34.4
2018,data.Ontario,data.Males not in an economic family,35.7
2019,data.Ontario,data.Males not in an economic family,25.6
2015,data.Ontario,data.Females not in an economic family,34.2
2016,data.Ontario,data.Females not in an economic family,33.0
2017,data.Ontario,data.Females not in an economic family,28.1
2018,data.Ontario,data.Females not in an economic family,26.6
2019,data.Ontario,data.Females not in an economic family,27.1
2015,data.Ontario,data.Elderly persons not in an economic family,15.1
2016,data.Ontario,data.Elderly persons not in an economic family,14.9
2017,data.Ontario,data.Elderly persons not in an economic family,13.1
2018,data.Ontario,data.Elderly persons not in an economic family,12.8
2019,data.Ontario,data.Elderly persons not in an economic family,12.0
2015,data.Ontario,data.Non-elderly persons not in an economic family,42.0
2016,data.Ontario,data.Non-elderly persons not in an economic family,39.6
2017,data.Ontario,data.Non-elderly persons not in an economic family,38.7
2018,data.Ontario,data.Non-elderly persons not in an economic family,39.5
2019,data.Ontario,data.Non-elderly persons not in an economic family,33.3
2015,data.Ontario,data.Non-elderly males not in an economic family,39.1
2016,data.Ontario,data.Non-elderly males not in an economic family,35.9
2017,data.Ontario,data.Non-elderly males not in an economic family,38.9
2018,data.Ontario,data.Non-elderly males not in an economic family,40.7
2019,data.Ontario,data.Non-elderly males not in an economic family,29.4
2015,data.Ontario,data.Non-elderly females not in an economic family,45.3
2016,data.Ontario,data.Non-elderly females not in an economic family,44.1
2017,data.Ontario,data.Non-elderly females not in an economic family,38.4
2018,data.Ontario,data.Non-elderly females not in an economic family,38.0
2019,data.Ontario,data.Non-elderly females not in an economic family,37.9
2015,data.Manitoba,data.All persons,14.0
2016,data.Manitoba,data.All persons,12.3
2017,data.Manitoba,data.All persons,11.0
2018,data.Manitoba,data.All persons,10.9
2019,data.Manitoba,data.All persons,11.4
2015,data.Manitoba,data.Persons under 18 years,19.2
2016,data.Manitoba,data.Persons under 18 years,15.6
2017,data.Manitoba,data.Persons under 18 years,12.7
2018,data.Manitoba,data.Persons under 18 years,13.1
2019,data.Manitoba,data.Persons under 18 years,14.4
2015,data.Manitoba,data.Persons 18 to 64 years,14.1
2016,data.Manitoba,data.Persons 18 to 64 years,13.0
2017,data.Manitoba,data.Persons 18 to 64 years,11.9
2018,data.Manitoba,data.Persons 18 to 64 years,11.4
2019,data.Manitoba,data.Persons 18 to 64 years,11.8
2015,data.Manitoba,data.Persons 65 years and over,5.9
2016,data.Manitoba,data.Persons 65 years and over,4.9
2017,data.Manitoba,data.Persons 65 years and over,5.4
2018,data.Manitoba,data.Persons 65 years and over,5.8
2019,data.Manitoba,data.Persons 65 years and over,5.4
2015,data.Manitoba,data.Males,14.4
2016,data.Manitoba,data.Males,12.4
2017,data.Manitoba,data.Males,10.7
2018,data.Manitoba,data.Males,11.0
2019,data.Manitoba,data.Males,11.8
2015,data.Manitoba,"data.Males, under 18 years",22.8
2016,data.Manitoba,"data.Males, under 18 years",16.7
2017,data.Manitoba,"data.Males, under 18 years",11.5
2018,data.Manitoba,"data.Males, under 18 years",13.9
2019,data.Manitoba,"data.Males, under 18 years",15.7
2015,data.Manitoba,"data.Males, 18 to 64 years",13.8
2016,data.Manitoba,"data.Males, 18 to 64 years",12.8
2017,data.Manitoba,"data.Males, 18 to 64 years",11.7
