Year,data.Geography,data.Population centres,GeoCode,Value
2020,data.Yukon,data.Rural communities,60,87.7
2021,data.Yukon,data.Rural communities,60,87.4
2022,data.Yukon,data.Rural communities,60,88.0
2016,data.Alberta,data.Urban centres,48,100.0
2017,data.Alberta,data.Urban centres,48,100.0
2018,data.Alberta,data.Urban centres,48,100.0
2019,data.Alberta,data.Urban centres,48,100.0
2020,data.Alberta,data.Urban centres,48,100.0
2021,data.Alberta,data.Urban centres,48,100.0
2022,data.Alberta,data.Urban centres,48,100.0
2016,data.British Columbia,data.Urban centres,59,100.0
2017,data.British Columbia,data.Urban centres,59,100.0
2018,data.British Columbia,data.Urban centres,59,100.0
2019,data.British Columbia,data.Urban centres,59,100.0
2020,data.British Columbia,data.Urban centres,59,100.0
2021,data.British Columbia,data.Urban centres,59,100.0
2022,data.British Columbia,data.Urban centres,59,100.0
2015,data.Canada,data.Urban centres,,99.4
2016,data.Canada,data.Urban centres,,99.8
2017,data.Canada,data.Urban centres,,99.9
2018,data.Canada,data.Urban centres,,99.9
2019,data.Canada,data.Urban centres,,100.0
2020,data.Canada,data.Urban centres,,100.0
2021,data.Canada,data.Urban centres,,100.0
2022,data.Canada,data.Urban centres,,100.0
2016,data.Manitoba,data.Urban centres,46,99.4
2017,data.Manitoba,data.Urban centres,46,99.4
2018,data.Manitoba,data.Urban centres,46,99.4
2019,data.Manitoba,data.Urban centres,46,99.7
2020,data.Manitoba,data.Urban centres,46,99.9
2021,data.Manitoba,data.Urban centres,46,99.9
2022,data.Manitoba,data.Urban centres,46,100.0
2016,data.New Brunswick,data.Urban centres,13,100.0
2017,data.New Brunswick,data.Urban centres,13,100.0
2018,data.New Brunswick,data.Urban centres,13,100.0
2019,data.New Brunswick,data.Urban centres,13,100.0
2020,data.New Brunswick,data.Urban centres,13,100.0
2021,data.New Brunswick,data.Urban centres,13,100.0
2022,data.New Brunswick,data.Urban centres,13,100.0
2016,data.Newfoundland and Labrador,data.Urban centres,10,100.0
2017,data.Newfoundland and Labrador,data.Urban centres,10,100.0
2018,data.Newfoundland and Labrador,data.Urban centres,10,100.0
2019,data.Newfoundland and Labrador,data.Urban centres,10,100.0
2020,data.Newfoundland and Labrador,data.Urban centres,10,100.0
2021,data.Newfoundland and Labrador,data.Urban centres,10,100.0
2022,data.Newfoundland and Labrador,data.Urban centres,10,100.0
2016,data.Northwest Territories,data.Urban centres,61,100.0
2017,data.Northwest Territories,data.Urban centres,61,100.0
2018,data.Northwest Territories,data.Urban centres,61,100.0
2019,data.Northwest Territories,data.Urban centres,61,100.0
2020,data.Northwest Territories,data.Urban centres,61,100.0
2021,data.Northwest Territories,data.Urban centres,61,100.0
2022,data.Northwest Territories,data.Urban centres,61,100.0
2016,data.Nova Scotia,data.Urban centres,12,100.0
2017,data.Nova Scotia,data.Urban centres,12,100.0
2018,data.Nova Scotia,data.Urban centres,12,100.0
2019,data.Nova Scotia,data.Urban centres,12,100.0
2020,data.Nova Scotia,data.Urban centres,12,100.0
2021,data.Nova Scotia,data.Urban centres,12,100.0
2022,data.Nova Scotia,data.Urban centres,12,100.0
2016,data.Nunavut,data.Urban centres,62,0.0
2017,data.Nunavut,data.Urban centres,62,0.0
2018,data.Nunavut,data.Urban centres,62,93.2
2019,data.Nunavut,data.Urban centres,62,100.0
2020,data.Nunavut,data.Urban centres,62,100.0
2021,data.Nunavut,data.Urban centres,62,100.0
2022,data.Nunavut,data.Urban centres,62,100.0
2016,data.Ontario,data.Urban centres,35,100.0
2017,data.Ontario,data.Urban centres,35,100.0
2018,data.Ontario,data.Urban centres,35,100.0
2019,data.Ontario,data.Urban centres,35,100.0
2020,data.Ontario,data.Urban centres,35,100.0
2021,data.Ontario,data.Urban centres,35,100.0
2022,data.Ontario,data.Urban centres,35,100.0
2016,data.Prince Edward Island,data.Urban centres,11,100.0
2017,data.Prince Edward Island,data.Urban centres,11,100.0
2018,data.Prince Edward Island,data.Urban centres,11,100.0
2019,data.Prince Edward Island,data.Urban centres,11,100.0
2020,data.Prince Edward Island,data.Urban centres,11,100.0
2021,data.Prince Edward Island,data.Urban centres,11,100.0
2022,data.Prince Edward Island,data.Urban centres,11,100.0
2016,data.Quebec,data.Urban centres,24,99.7
2017,data.Quebec,data.Urban centres,24,99.9
2018,data.Quebec,data.Urban centres,24,99.9
2019,data.Quebec,data.Urban centres,24,99.9
2020,data.Quebec,data.Urban centres,24,99.9
2021,data.Quebec,data.Urban centres,24,99.9
2022,data.Quebec,data.Urban centres,24,99.9
2016,data.Saskatchewan,data.Urban centres,47,97.1
2017,data.Saskatchewan,data.Urban centres,47,100.0
2018,data.Saskatchewan,data.Urban centres,47,100.0
2019,data.Saskatchewan,data.Urban centres,47,100.0
2020,data.Saskatchewan,data.Urban centres,47,100.0
2021,data.Saskatchewan,data.Urban centres,47,100.0
2022,data.Saskatchewan,data.Urban centres,47,100.0
2016,data.Yukon,data.Urban centres,60,100.0
2017,data.Yukon,data.Urban centres,60,100.0
2018,data.Yukon,data.Urban centres,60,100.0
2019,data.Yukon,data.Urban centres,60,100.0
2020,data.Yukon,data.Urban centres,60,100.0
2021,data.Yukon,data.Urban centres,60,100.0
2022,data.Yukon,data.Urban centres,60,100.0
