Year,Geography,Selected diseases,Target population,Gender,GeoCode,Value
2021,Prince Edward Island,Varicella,Recommended vaccines for 2-year-old children,Total - Gender,11,96.7
2021,Prince Edward Island,Pneumococcal,Recommended vaccines for 2-year-old children,Total - Gender,11,97.4
2021,Prince Edward Island,Rotavirus,Recommended vaccines for 2-year-old children,Total - Gender,11,96.4
2021,Nova Scotia,Diphtheria,Recommended vaccines for 2-year-old children,Total - Gender,12,70.3
2021,Nova Scotia,Pertussis (whooping cough),Recommended vaccines for 2-year-old children,Total - Gender,12,70.3
2021,Nova Scotia,Tetanus,Recommended vaccines for 2-year-old children,Total - Gender,12,70.3
2021,Nova Scotia,Polio,Recommended vaccines for 2-year-old children,Total - Gender,12,87.9
2021,Nova Scotia,Haemophilus influenzae type B (Hib),Recommended vaccines for 2-year-old children,Total - Gender,12,66.8
2021,Nova Scotia,Measles,Recommended vaccines for 2-year-old children,Total - Gender,12,93.6
2021,Nova Scotia,Mumps,Recommended vaccines for 2-year-old children,Total - Gender,12,93.6
2021,Nova Scotia,Rubella,Recommended vaccines for 2-year-old children,Total - Gender,12,93.6
2021,Nova Scotia,Varicella,Recommended vaccines for 2-year-old children,Total - Gender,12,93.2
2021,Nova Scotia,Meningococcal type C,Recommended vaccines for 2-year-old children,Total - Gender,12,89.4
2021,Nova Scotia,Pneumococcal,Recommended vaccines for 2-year-old children,Total - Gender,12,79.0
2021,New Brunswick,Diphtheria,Recommended vaccines for 2-year-old children,Total - Gender,13,78.1
2021,New Brunswick,Pertussis (whooping cough),Recommended vaccines for 2-year-old children,Total - Gender,13,78.1
2021,New Brunswick,Tetanus,Recommended vaccines for 2-year-old children,Total - Gender,13,78.1
2021,New Brunswick,Polio,Recommended vaccines for 2-year-old children,Total - Gender,13,89.6
2021,New Brunswick,Haemophilus influenzae type B (Hib),Recommended vaccines for 2-year-old children,Total - Gender,13,75.9
2021,New Brunswick,Measles,Recommended vaccines for 2-year-old children,Total - Gender,13,94.3
2021,New Brunswick,Mumps,Recommended vaccines for 2-year-old children,Total - Gender,13,94.3
2021,New Brunswick,Rubella,Recommended vaccines for 2-year-old children,Total - Gender,13,94.3
2021,New Brunswick,Hepatitis B,Recommended vaccines for 2-year-old children,Total - Gender,13,79.8
2021,New Brunswick,Varicella,Recommended vaccines for 2-year-old children,Total - Gender,13,91.2
2021,New Brunswick,Meningococcal type C,Recommended vaccines for 2-year-old children,Total - Gender,13,90.6
2021,New Brunswick,Pneumococcal,Recommended vaccines for 2-year-old children,Total - Gender,13,86.7
2021,New Brunswick,Rotavirus,Recommended vaccines for 2-year-old children,Total - Gender,13,66.6
2021,Ontario,Diphtheria,Recommended vaccines for 2-year-old children,Total - Gender,35,76.7
2021,Ontario,Pertussis (whooping cough),Recommended vaccines for 2-year-old children,Total - Gender,35,76.7
2021,Ontario,Tetanus,Recommended vaccines for 2-year-old children,Total - Gender,35,76.7
2021,Ontario,Polio,Recommended vaccines for 2-year-old children,Total - Gender,35,94.4
2021,Ontario,Haemophilus influenzae type B (Hib),Recommended vaccines for 2-year-old children,Total - Gender,35,73.8
2021,Ontario,Measles,Recommended vaccines for 2-year-old children,Total - Gender,35,92.0
2021,Ontario,Mumps,Recommended vaccines for 2-year-old children,Total - Gender,35,91.7
2021,Ontario,Rubella,Recommended vaccines for 2-year-old children,Total - Gender,35,91.7
2021,Ontario,Varicella,Recommended vaccines for 2-year-old children,Total - Gender,35,85.9
2021,Ontario,Meningococcal type C,Recommended vaccines for 2-year-old children,Total - Gender,35,90.1
2021,Ontario,Pneumococcal,Recommended vaccines for 2-year-old children,Total - Gender,35,86.1
2021,Ontario,Rotavirus,Recommended vaccines for 2-year-old children,Total - Gender,35,84.7
2021,Quebec,Diphtheria,Recommended vaccines for 2-year-old children,Total - Gender,24,76.2
2021,Quebec,Pertussis (whooping cough),Recommended vaccines for 2-year-old children,Total - Gender,24,76.2
2021,Quebec,Tetanus,Recommended vaccines for 2-year-old children,Total - Gender,24,76.2
2021,Quebec,Polio,Recommended vaccines for 2-year-old children,Total - Gender,24,91.7
2021,Quebec,Haemophilus influenzae type B (Hib),Recommended vaccines for 2-year-old children,Total - Gender,24,75.8
2021,Quebec,Measles,Recommended vaccines for 2-year-old children,Total - Gender,24,93.2
2021,Quebec,Mumps,Recommended vaccines for 2-year-old children,Total - Gender,24,93.2
2021,Quebec,Rubella,Recommended vaccines for 2-year-old children,Total - Gender,24,93.2
2021,Quebec,Hepatitis B,Recommended vaccines for 2-year-old children,Total - Gender,24,80.6
2021,Quebec,Varicella,Recommended vaccines for 2-year-old children,Total - Gender,24,89.9
2021,Quebec,Meningococcal type C,Recommended vaccines for 2-year-old children,Total - Gender,24,90.2
2021,Quebec,Pneumococcal,Recommended vaccines for 2-year-old children,Total - Gender,24,85.3
2021,Quebec,Rotavirus,Recommended vaccines for 2-year-old children,Total - Gender,24,86.0
2021,Manitoba,Diphtheria,Recommended vaccines for 2-year-old children,Total - Gender,46,75.5
2021,Manitoba,Pertussis (whooping cough),Recommended vaccines for 2-year-old children,Total - Gender,46,75.5
2021,Manitoba,Tetanus,Recommended vaccines for 2-year-old children,Total - Gender,46,75.5
2021,Manitoba,Polio,Recommended vaccines for 2-year-old children,Total - Gender,46,87.9
2021,Manitoba,Haemophilus influenzae type B (Hib),Recommended vaccines for 2-year-old children,Total - Gender,46,75.3
2021,Manitoba,Measles,Recommended vaccines for 2-year-old children,Total - Gender,46,87.1
2021,Manitoba,Mumps,Recommended vaccines for 2-year-old children,Total - Gender,46,86.6
2021,Manitoba,Rubella,Recommended vaccines for 2-year-old children,Total - Gender,46,86.6
2021,Manitoba,Varicella,Recommended vaccines for 2-year-old children,Total - Gender,46,86.9
2021,Manitoba,Meningococcal type C,Recommended vaccines for 2-year-old children,Total - Gender,46,88.8
2021,Manitoba,Pneumococcal,Recommended vaccines for 2-year-old children,Total - Gender,46,81.7
2021,Manitoba,Rotavirus,Recommended vaccines for 2-year-old children,Total - Gender,46,82.2
2021,Saskatchewan,Diphtheria,Recommended vaccines for 2-year-old children,Total - Gender,47,80.9
2021,Saskatchewan,Pertussis (whooping cough),Recommended vaccines for 2-year-old children,Total - Gender,47,80.9
2021,Saskatchewan,Tetanus,Recommended vaccines for 2-year-old children,Total - Gender,47,80.9
2021,Saskatchewan,Polio,Recommended vaccines for 2-year-old children,Total - Gender,47,91.0
2021,Saskatchewan,Haemophilus influenzae type B (Hib),Recommended vaccines for 2-year-old children,Total - Gender,47,80.6
2021,Saskatchewan,Measles,Recommended vaccines for 2-year-old children,Total - Gender,47,91.4
2021,Saskatchewan,Mumps,Recommended vaccines for 2-year-old children,Total - Gender,47,91.0
2021,Saskatchewan,Rubella,Recommended vaccines for 2-year-old children,Total - Gender,47,91.0
2021,Saskatchewan,Varicella,Recommended vaccines for 2-year-old children,Total - Gender,47,80.9
2021,Saskatchewan,Meningococcal type C,Recommended vaccines for 2-year-old children,Total - Gender,47,89.1
2021,Saskatchewan,Pneumococcal,Recommended vaccines for 2-year-old children,Total - Gender,47,83.7
2021,Saskatchewan,Rotavirus,Recommended vaccines for 2-year-old children,Total - Gender,47,88.2
2021,Alberta,Diphtheria,Recommended vaccines for 2-year-old children,Total - Gender,48,74.6
2021,Alberta,Pertussis (whooping cough),Recommended vaccines for 2-year-old children,Total - Gender,48,74.6
2021,Alberta,Tetanus,Recommended vaccines for 2-year-old children,Total - Gender,48,74.6
2021,Alberta,Polio,Recommended vaccines for 2-year-old children,Total - Gender,48,85.7
2021,Alberta,Haemophilus influenzae type B (Hib),Recommended vaccines for 2-year-old children,Total - Gender,48,71.1
2021,Alberta,Measles,Recommended vaccines for 2-year-old children,Total - Gender,48,88.4
2021,Alberta,Mumps,Recommended vaccines for 2-year-old children,Total - Gender,48,88.4
2021,Alberta,Rubella,Recommended vaccines for 2-year-old children,Total - Gender,48,88.4
2021,Alberta,Varicella,Recommended vaccines for 2-year-old children,Total - Gender,48,83.3
2021,Alberta,Meningococcal type C,Recommended vaccines for 2-year-old children,Total - Gender,48,89.8
2021,Alberta,Pneumococcal,Recommended vaccines for 2-year-old children,Total - Gender,48,81.3
2021,Alberta,Rotavirus,Recommended vaccines for 2-year-old children,Total - Gender,48,84.8
2021,British Columbia,Diphtheria,Recommended vaccines for 2-year-old children,Total - Gender,59,83.6
2021,British Columbia,Pertussis (whooping cough),Recommended vaccines for 2-year-old children,Total - Gender,59,83.6
2021,British Columbia,Tetanus,Recommended vaccines for 2-year-old children,Total - Gender,59,83.6
2021,British Columbia,Polio,Recommended vaccines for 2-year-old children,Total - Gender,59,92.6
2021,British Columbia,Haemophilus influenzae type B (Hib),Recommended vaccines for 2-year-old children,Total - Gender,59,82.8
2021,British Columbia,Measles,Recommended vaccines for 2-year-old children,Total - Gender,59,91.3
2021,British Columbia,Mumps,Recommended vaccines for 2-year-old children,Total - Gender,59,91.3
2021,British Columbia,Rubella,Recommended vaccines for 2-year-old children,Total - Gender,59,91.3
2021,British Columbia,Hepatitis B,Recommended vaccines for 2-year-old children,Total - Gender,59,87.1
2021,British Columbia,Varicella,Recommended vaccines for 2-year-old children,Total - Gender,59,91.0
2021,British Columbia,Meningococcal type C,Recommended vaccines for 2-year-old children,Total - Gender,59,94.2
2021,British Columbia,Pneumococcal,Recommended vaccines for 2-year-old children,Total - Gender,59,88.2
2021,British Columbia,Rotavirus,Recommended vaccines for 2-year-old children,Total - Gender,59,91.2
2021,Yukon,Diphtheria,Recommended vaccines for 2-year-old children,Total - Gender,60,66.6
2021,Yukon,Pertussis (whooping cough),Recommended vaccines for 2-year-old children,Total - Gender,60,66.6
2021,Yukon,Tetanus,Recommended vaccines for 2-year-old children,Total - Gender,60,66.6
2021,Yukon,Polio,Recommended vaccines for 2-year-old children,Total - Gender,60,86.3
2021,Yukon,Haemophilus influenzae type B (Hib),Recommended vaccines for 2-year-old children,Total - Gender,60,64.0
2021,Yukon,Measles,Recommended vaccines for 2-year-old children,Total - Gender,60,85.3
2021,Yukon,Mumps,Recommended vaccines for 2-year-old children,Total - Gender,60,85.3
2021,Yukon,Rubella,Recommended vaccines for 2-year-old children,Total - Gender,60,85.3
2021,Yukon,Hepatitis B,Recommended vaccines for 2-year-old children,Total - Gender,60,71.3
2021,Yukon,Varicella,Recommended vaccines for 2-year-old children,Total - Gender,60,81.8
2021,Yukon,Meningococcal type C,Recommended vaccines for 2-year-old children,Total - Gender,60,90.0
2021,Yukon,Pneumococcal,Recommended vaccines for 2-year-old children,Total - Gender,60,73.2
2021,Yukon,Rotavirus,Recommended vaccines for 2-year-old children,Total - Gender,60,86.7
2021,Northwest Territories,Diphtheria,Recommended vaccines for 2-year-old children,Total - Gender,61,66.0
2021,Northwest Territories,Pertussis (whooping cough),Recommended vaccines for 2-year-old children,Total - Gender,61,66.0
2021,Northwest Territories,Tetanus,Recommended vaccines for 2-year-old children,Total - Gender,61,66.0
2021,Northwest Territories,Polio,Recommended vaccines for 2-year-old children,Total - Gender,61,80.4
2021,Northwest Territories,Haemophilus influenzae type B (Hib),Recommended vaccines for 2-year-old children,Total - Gender,61,60.0
2021,Northwest Territories,Measles,Recommended vaccines for 2-year-old children,Total - Gender,61,90.8
2021,Northwest Territories,Mumps,Recommended vaccines for 2-year-old children,Total - Gender,61,89.5
2021,Northwest Territories,Rubella,Recommended vaccines for 2-year-old children,Total - Gender,61,88.2
2021,Northwest Territories,Hepatitis B,Recommended vaccines for 2-year-old children,Total - Gender,61,81.0
2021,Northwest Territories,Varicella,Recommended vaccines for 2-year-old children,Total - Gender,61,80.2
2021,Northwest Territories,Meningococcal type C,Recommended vaccines for 2-year-old children,Total - Gender,61,88.8
2021,Northwest Territories,Pneumococcal,Recommended vaccines for 2-year-old children,Total - Gender,61,59.9
2021,Northwest Territories,Rotavirus,Recommended vaccines for 2-year-old children,Total - Gender,61,75.6
2021,Nunavut,Diphtheria,Recommended vaccines for 2-year-old children,Total - Gender,62,24.1
2021,Nunavut,Pertussis (whooping cough),Recommended vaccines for 2-year-old children,Total - Gender,62,24.1
2021,Nunavut,Tetanus,Recommended vaccines for 2-year-old children,Total - Gender,62,24.1
2021,Nunavut,Polio,Recommended vaccines for 2-year-old children,Total - Gender,62,33.5
2021,Nunavut,Haemophilus influenzae type B (Hib),Recommended vaccines for 2-year-old children,Total - Gender,62,24.1
2021,Nunavut,Measles,Recommended vaccines for 2-year-old children,Total - Gender,62,34.6
2021,Nunavut,Mumps,Recommended vaccines for 2-year-old children,Total - Gender,62,34.6
2021,Nunavut,Rubella,Recommended vaccines for 2-year-old children,Total - Gender,62,34.6
2021,Nunavut,Hepatitis B,Recommended vaccines for 2-year-old children,Total - Gender,62,32.5
2021,Nunavut,Varicella,Recommended vaccines for 2-year-old children,Total - Gender,62,21.2
2021,Nunavut,Meningococcal type C,Recommended vaccines for 2-year-old children,Total - Gender,62,34.5
2021,Nunavut,Pneumococcal,Recommended vaccines for 2-year-old children,Total - Gender,62,21.0
