Year,Geography,Age group,Gender,GeoCode,Value
2016,Northwest Territories,15 to 19 years,Women+,61,
2016,Northwest Territories,15 to 24 years,Total - Gender,61,20.0
2016,Northwest Territories,15 to 24 years,Men+,61,23.0
2016,Northwest Territories,15 to 24 years,Women+,61,18.0
2016,Northwest Territories,18 to 24 years,Total - Gender,61,27.0
2016,Northwest Territories,18 to 24 years,Men+,61,30.0
2016,Northwest Territories,18 to 24 years,Women+,61,24.0
2016,Northwest Territories,20 to 24 years,Total - Gender,61,29.0
2016,Northwest Territories,20 to 24 years,Men+,61,33.0
2016,Northwest Territories,20 to 24 years,Women+,61,24.0
2016,Northwest Territories,25 to 29 years,Total - Gender,61,19.0
2016,Northwest Territories,25 to 29 years,Men+,61,20.0
2016,Northwest Territories,25 to 29 years,Women+,61,18.0
2016,Nunavut,"Total, 15 to 29 years",Total - Gender,62,36.0
2016,Nunavut,"Total, 15 to 29 years",Men+,62,39.0
2016,Nunavut,"Total, 15 to 29 years",Women+,62,33.0
2016,Nunavut,15 to 19 years,Total - Gender,62,24.0
2016,Nunavut,15 to 19 years,Men+,62,
2016,Nunavut,15 to 19 years,Women+,62,
2016,Nunavut,15 to 24 years,Total - Gender,62,35.0
2016,Nunavut,15 to 24 years,Men+,62,37.0
2016,Nunavut,15 to 24 years,Women+,62,33.0
2016,Nunavut,18 to 24 years,Total - Gender,62,45.0
2016,Nunavut,18 to 24 years,Men+,62,46.0
2016,Nunavut,18 to 24 years,Women+,62,44.0
2016,Nunavut,20 to 24 years,Total - Gender,62,47.0
2016,Nunavut,20 to 24 years,Men+,62,48.0
2016,Nunavut,20 to 24 years,Women+,62,45.0
2016,Nunavut,25 to 29 years,Total - Gender,62,38.0
2016,Nunavut,25 to 29 years,Men+,62,42.0
2016,Nunavut,25 to 29 years,Women+,62,32.0
2017,Canada,"Total, 15 to 29 years",Men+,,12.0
2017,Canada,"Total, 15 to 29 years",Women+,,11.0
2017,Canada,15 to 19 years,Total - Gender,,6.0
2017,Canada,15 to 19 years,Men+,,7.0
2017,Canada,15 to 19 years,Women+,,5.0
2017,Canada,15 to 24 years,Total - Gender,,9.0
2017,Canada,15 to 24 years,Men+,,10.0
2017,Canada,15 to 24 years,Women+,,8.0
2017,Canada,18 to 24 years,Total - Gender,,12.0
2017,Canada,18 to 24 years,Men+,,13.0
2017,Canada,18 to 24 years,Women+,,10.0
2017,Canada,20 to 24 years,Total - Gender,,13.0
2017,Canada,20 to 24 years,Men+,,14.0
2017,Canada,20 to 24 years,Women+,,11.0
2017,Canada,25 to 29 years,Total - Gender,,16.0
2017,Canada,25 to 29 years,Men+,,15.0
2017,Canada,25 to 29 years,Women+,,16.0
2017,Newfoundland and Labrador,"Total, 15 to 29 years",Total - Gender,10,21.0
2017,Newfoundland and Labrador,"Total, 15 to 29 years",Men+,10,24.0
2017,Newfoundland and Labrador,"Total, 15 to 29 years",Women+,10,18.0
2017,Newfoundland and Labrador,15 to 19 years,Total - Gender,10,8.0
2017,Newfoundland and Labrador,15 to 19 years,Men+,10,10.0
2017,Newfoundland and Labrador,15 to 19 years,Women+,10,7.0
2017,Newfoundland and Labrador,15 to 24 years,Total - Gender,10,17.0
2017,Newfoundland and Labrador,15 to 24 years,Men+,10,20.0
2017,Newfoundland and Labrador,15 to 24 years,Women+,10,13.0
2017,Newfoundland and Labrador,18 to 24 years,Total - Gender,10,23.0
2017,Newfoundland and Labrador,18 to 24 years,Men+,10,27.0
2017,Newfoundland and Labrador,18 to 24 years,Women+,10,18.0
2017,Newfoundland and Labrador,20 to 24 years,Total - Gender,10,25.0
2017,Newfoundland and Labrador,20 to 24 years,Men+,10,31.0
2017,Newfoundland and Labrador,20 to 24 years,Women+,10,20.0
2017,Newfoundland and Labrador,25 to 29 years,Total - Gender,10,29.0
2017,Newfoundland and Labrador,25 to 29 years,Men+,10,31.0
2017,Newfoundland and Labrador,25 to 29 years,Women+,10,27.0
2017,Prince Edward Island,"Total, 15 to 29 years",Total - Gender,11,17.0
2017,Prince Edward Island,"Total, 15 to 29 years",Men+,11,19.0
2017,Prince Edward Island,"Total, 15 to 29 years",Women+,11,15.0
2017,Prince Edward Island,15 to 19 years,Total - Gender,11,12.0
2017,Prince Edward Island,15 to 19 years,Men+,11,15.0
2017,Prince Edward Island,15 to 19 years,Women+,11,9.0
2017,Prince Edward Island,15 to 24 years,Total - Gender,11,16.0
2017,Prince Edward Island,15 to 24 years,Men+,11,19.0
2017,Prince Edward Island,15 to 24 years,Women+,11,14.0
2017,Prince Edward Island,18 to 24 years,Total - Gender,11,22.0
2017,Prince Edward Island,18 to 24 years,Men+,11,26.0
2017,Prince Edward Island,18 to 24 years,Women+,11,18.0
2017,Prince Edward Island,20 to 24 years,Total - Gender,11,21.0
2017,Prince Edward Island,20 to 24 years,Men+,11,24.0
2017,Prince Edward Island,20 to 24 years,Women+,11,18.0
2017,Prince Edward Island,25 to 29 years,Total - Gender,11,17.0
2017,Prince Edward Island,25 to 29 years,Men+,11,18.0
2017,Prince Edward Island,25 to 29 years,Women+,11,17.0
2017,Nova Scotia,"Total, 15 to 29 years",Total - Gender,12,14.0
2017,Nova Scotia,"Total, 15 to 29 years",Men+,12,16.0
2017,Nova Scotia,"Total, 15 to 29 years",Women+,12,13.0
2017,Nova Scotia,15 to 19 years,Total - Gender,12,7.0
2017,Nova Scotia,15 to 19 years,Men+,12,8.0
2017,Nova Scotia,15 to 19 years,Women+,12,6.0
2017,Nova Scotia,15 to 24 years,Total - Gender,12,12.0
2017,Nova Scotia,15 to 24 years,Men+,12,14.0
2017,Nova Scotia,15 to 24 years,Women+,12,10.0
2017,Nova Scotia,18 to 24 years,Total - Gender,12,15.0
2017,Nova Scotia,18 to 24 years,Men+,12,17.0
2017,Nova Scotia,18 to 24 years,Women+,12,12.0
2017,Nova Scotia,20 to 24 years,Total - Gender,12,16.0
2017,Nova Scotia,20 to 24 years,Men+,12,19.0
2017,Nova Scotia,20 to 24 years,Women+,12,13.0
2017,Nova Scotia,25 to 29 years,Total - Gender,12,20.0
2017,Nova Scotia,25 to 29 years,Men+,12,22.0
2017,Nova Scotia,25 to 29 years,Women+,12,18.0
2017,New Brunswick,"Total, 15 to 29 years",Total - Gender,13,16.0
2017,New Brunswick,"Total, 15 to 29 years",Men+,13,18.0
2017,New Brunswick,"Total, 15 to 29 years",Women+,13,14.0
2017,New Brunswick,15 to 19 years,Total - Gender,13,8.0
2017,New Brunswick,15 to 19 years,Men+,13,10.0
2017,New Brunswick,15 to 19 years,Women+,13,7.0
2017,New Brunswick,15 to 24 years,Total - Gender,13,14.0
2017,New Brunswick,15 to 24 years,Men+,13,16.0
2017,New Brunswick,15 to 24 years,Women+,13,12.0
2017,New Brunswick,18 to 24 years,Total - Gender,13,18.0
2017,New Brunswick,18 to 24 years,Men+,13,20.0
2017,New Brunswick,18 to 24 years,Women+,13,16.0
2017,New Brunswick,20 to 24 years,Total - Gender,13,19.0
2017,New Brunswick,20 to 24 years,Men+,13,22.0
2017,New Brunswick,20 to 24 years,Women+,13,17.0
2017,New Brunswick,25 to 29 years,Total - Gender,13,20.0
2017,New Brunswick,25 to 29 years,Men+,13,23.0
2017,New Brunswick,25 to 29 years,Women+,13,17.0
2017,Quebec,"Total, 15 to 29 years",Total - Gender,24,10.0
2017,Quebec,"Total, 15 to 29 years",Men+,24,12.0
2017,Quebec,"Total, 15 to 29 years",Women+,24,9.0
2017,Quebec,15 to 19 years,Total - Gender,24,6.0
2017,Quebec,15 to 19 years,Men+,24,6.0
2017,Quebec,15 to 19 years,Women+,24,6.0
2017,Quebec,15 to 24 years,Total - Gender,24,8.0
2017,Quebec,15 to 24 years,Men+,24,9.0
2017,Quebec,15 to 24 years,Women+,24,7.0
2017,Quebec,18 to 24 years,Total - Gender,24,10.0
2017,Quebec,18 to 24 years,Men+,24,12.0
2017,Quebec,18 to 24 years,Women+,24,8.0
2017,Quebec,20 to 24 years,Total - Gender,24,10.0
2017,Quebec,20 to 24 years,Men+,24,12.0
2017,Quebec,20 to 24 years,Women+,24,7.0
2017,Quebec,25 to 29 years,Total - Gender,24,14.0
2017,Quebec,25 to 29 years,Men+,24,16.0
2017,Quebec,25 to 29 years,Women+,24,13.0
2017,Ontario,"Total, 15 to 29 years",Total - Gender,35,12.0
2017,Ontario,"Total, 15 to 29 years",Men+,35,12.0
2017,Ontario,"Total, 15 to 29 years",Women+,35,11.0
2017,Ontario,15 to 19 years,Total - Gender,35,5.0
2017,Ontario,15 to 19 years,Men+,35,6.0
2017,Ontario,15 to 19 years,Women+,35,4.0
2017,Ontario,15 to 24 years,Total - Gender,35,9.0
2017,Ontario,15 to 24 years,Men+,35,10.0
2017,Ontario,15 to 24 years,Women+,35,8.0
2017,Ontario,18 to 24 years,Total - Gender,35,11.0
2017,Ontario,18 to 24 years,Men+,35,12.0
2017,Ontario,18 to 24 years,Women+,35,11.0
2017,Ontario,20 to 24 years,Total - Gender,35,12.0
2017,Ontario,20 to 24 years,Men+,35,13.0
2017,Ontario,20 to 24 years,Women+,35,12.0
2017,Ontario,25 to 29 years,Total - Gender,35,16.0
2017,Ontario,25 to 29 years,Men+,35,16.0
2017,Ontario,25 to 29 years,Women+,35,17.0
2017,Manitoba,"Total, 15 to 29 years",Total - Gender,46,13.0
2017,Manitoba,"Total, 15 to 29 years",Men+,46,12.0
2017,Manitoba,"Total, 15 to 29 years",Women+,46,14.0
2017,Manitoba,15 to 19 years,Total - Gender,46,6.0
2017,Manitoba,15 to 19 years,Men+,46,8.0
2017,Manitoba,15 to 19 years,Women+,46,4.0
2017,Manitoba,15 to 24 years,Total - Gender,46,12.0
2017,Manitoba,15 to 24 years,Men+,46,12.0
2017,Manitoba,15 to 24 years,Women+,46,11.0
2017,Manitoba,18 to 24 years,Total - Gender,46,15.0
2017,Manitoba,18 to 24 years,Men+,46,15.0
2017,Manitoba,18 to 24 years,Women+,46,15.0
2017,Manitoba,20 to 24 years,Total - Gender,46,16.0
2017,Manitoba,20 to 24 years,Men+,46,15.0
2017,Manitoba,20 to 24 years,Women+,46,18.0
2017,Manitoba,25 to 29 years,Total - Gender,46,15.0
2017,Manitoba,25 to 29 years,Men+,46,12.0
2017,Manitoba,25 to 29 years,Women+,46,18.0
2017,Saskatchewan,"Total, 15 to 29 years",Total - Gender,47,14.0
2017,Saskatchewan,"Total, 15 to 29 years",Men+,47,13.0
2017,Saskatchewan,"Total, 15 to 29 years",Women+,47,14.0
2017,Saskatchewan,15 to 19 years,Total - Gender,47,8.0
2017,Saskatchewan,15 to 19 years,Men+,47,10.0
2017,Saskatchewan,15 to 19 years,Women+,47,6.0
2017,Saskatchewan,15 to 24 years,Total - Gender,47,12.0
2017,Saskatchewan,15 to 24 years,Men+,47,12.0
2017,Saskatchewan,15 to 24 years,Women+,47,11.0
2017,Saskatchewan,18 to 24 years,Total - Gender,47,15.0
2017,Saskatchewan,18 to 24 years,Men+,47,16.0
2017,Saskatchewan,18 to 24 years,Women+,47,14.0
2017,Saskatchewan,20 to 24 years,Total - Gender,47,15.0
2017,Saskatchewan,20 to 24 years,Men+,47,14.0
2017,Saskatchewan,20 to 24 years,Women+,47,16.0
2017,Saskatchewan,25 to 29 years,Total - Gender,47,17.0
2017,Saskatchewan,25 to 29 years,Men+,47,14.0
2017,Saskatchewan,25 to 29 years,Women+,47,20.0
2017,Alberta,"Total, 15 to 29 years",Total - Gender,48,13.0
2017,Alberta,"Total, 15 to 29 years",Men+,48,13.0
2017,Alberta,"Total, 15 to 29 years",Women+,48,13.0
2017,Alberta,15 to 19 years,Total - Gender,48,6.0
2017,Alberta,15 to 19 years,Men+,48,7.0
2017,Alberta,15 to 19 years,Women+,48,4.0
2017,Alberta,15 to 24 years,Total - Gender,48,10.0
2017,Alberta,15 to 24 years,Men+,48,12.0
2017,Alberta,15 to 24 years,Women+,48,9.0
2017,Alberta,18 to 24 years,Total - Gender,48,13.0
2017,Alberta,18 to 24 years,Men+,48,14.0
2017,Alberta,18 to 24 years,Women+,48,12.0
2017,Alberta,20 to 24 years,Total - Gender,48,15.0
2017,Alberta,20 to 24 years,Men+,48,15.0
2017,Alberta,20 to 24 years,Women+,48,14.0
2017,Alberta,25 to 29 years,Total - Gender,48,17.0
2017,Alberta,25 to 29 years,Men+,48,15.0
2017,Alberta,25 to 29 years,Women+,48,18.0
2017,British Columbia,"Total, 15 to 29 years",Total - Gender,59,11.0
2017,British Columbia,"Total, 15 to 29 years",Men+,59,11.0
2017,British Columbia,"Total, 15 to 29 years",Women+,59,11.0
2017,British Columbia,15 to 19 years,Total - Gender,59,6.0
2017,British Columbia,15 to 19 years,Men+,59,8.0
2017,British Columbia,15 to 19 years,Women+,59,4.0
2017,British Columbia,15 to 24 years,Total - Gender,59,9.0
2017,British Columbia,15 to 24 years,Men+,59,10.0
2017,British Columbia,15 to 24 years,Women+,59,7.0
2017,British Columbia,18 to 24 years,Total - Gender,59,11.0
2017,British Columbia,18 to 24 years,Men+,59,13.0
2017,British Columbia,18 to 24 years,Women+,59,8.0
2017,British Columbia,20 to 24 years,Total - Gender,59,11.0
2017,British Columbia,20 to 24 years,Men+,59,13.0
2017,British Columbia,20 to 24 years,Women+,59,10.0
2017,British Columbia,25 to 29 years,Total - Gender,59,14.0
2017,British Columbia,25 to 29 years,Men+,59,12.0
2017,British Columbia,25 to 29 years,Women+,59,17.0
2017,Yukon,"Total, 15 to 29 years",Total - Gender,60,15.0
2017,Yukon,"Total, 15 to 29 years",Men+,60,10.0
2017,Yukon,"Total, 15 to 29 years",Women+,60,21.0
2017,Yukon,15 to 19 years,Total - Gender,60,
2017,Yukon,15 to 19 years,Men+,60,
2017,Yukon,15 to 19 years,Women+,60,
2017,Yukon,15 to 24 years,Total - Gender,60,13.0
2017,Yukon,15 to 24 years,Men+,60,
2017,Yukon,15 to 24 years,Women+,60,18.0
2017,Yukon,18 to 24 years,Total - Gender,60,16.0
2017,Yukon,18 to 24 years,Men+,60,
2017,Yukon,18 to 24 years,Women+,60,19.0
2017,Yukon,20 to 24 years,Total - Gender,60,21.0
2017,Yukon,20 to 24 years,Men+,60,
2017,Yukon,20 to 24 years,Women+,60,24.0
2017,Yukon,25 to 29 years,Total - Gender,60,20.0
2017,Yukon,25 to 29 years,Men+,60,
2017,Yukon,25 to 29 years,Women+,60,27.0
2017,Northwest Territories,"Total, 15 to 29 years",Total - Gender,61,19.0
2017,Northwest Territories,"Total, 15 to 29 years",Men+,61,23.0
2017,Northwest Territories,"Total, 15 to 29 years",Women+,61,15.0
2017,Northwest Territories,15 to 19 years,Total - Gender,61,
2017,Northwest Territories,15 to 19 years,Men+,61,
2017,Northwest Territories,15 to 19 years,Women+,61,
2017,Northwest Territories,15 to 24 years,Total - Gender,61,19.0
2017,Northwest Territories,15 to 24 years,Men+,61,22.0
2017,Northwest Territories,15 to 24 years,Women+,61,16.0
2017,Northwest Territories,18 to 24 years,Total - Gender,61,25.0
2017,Northwest Territories,18 to 24 years,Men+,61,29.0
2017,Northwest Territories,18 to 24 years,Women+,61,20.0
2017,Northwest Territories,20 to 24 years,Total - Gender,61,29.0
2017,Northwest Territories,20 to 24 years,Men+,61,35.0
2017,Northwest Territories,20 to 24 years,Women+,61,22.0
2017,Northwest Territories,25 to 29 years,Total - Gender,61,19.0
2017,Northwest Territories,25 to 29 years,Men+,61,24.0
2017,Northwest Territories,25 to 29 years,Women+,61,
2017,Nunavut,"Total, 15 to 29 years",Total - Gender,62,36.0
2017,Nunavut,"Total, 15 to 29 years",Men+,62,38.0
2017,Nunavut,"Total, 15 to 29 years",Women+,62,34.0
2017,Nunavut,15 to 19 years,Total - Gender,62,27.0
2017,Nunavut,15 to 19 years,Men+,62,29.0
2017,Nunavut,15 to 19 years,Women+,62,
2017,Nunavut,15 to 24 years,Total - Gender,62,34.0
2017,Nunavut,15 to 24 years,Men+,62,37.0
2017,Nunavut,15 to 24 years,Women+,62,31.0
2017,Nunavut,18 to 24 years,Total - Gender,62,41.0
2017,Nunavut,18 to 24 years,Men+,62,45.0
2017,Nunavut,18 to 24 years,Women+,62,37.0
2017,Nunavut,20 to 24 years,Total - Gender,62,42.0
2017,Nunavut,20 to 24 years,Men+,62,46.0
2017,Nunavut,20 to 24 years,Women+,62,38.0
2017,Nunavut,25 to 29 years,Total - Gender,62,40.0
2017,Nunavut,25 to 29 years,Men+,62,40.0
2017,Nunavut,25 to 29 years,Women+,62,41.0
2018,Canada,"Total, 15 to 29 years",Men+,,12.0
2018,Canada,"Total, 15 to 29 years",Women+,,11.0
2018,Canada,15 to 19 years,Total - Gender,,6.0
2018,Canada,15 to 19 years,Men+,,7.0
2018,Canada,15 to 19 years,Women+,,5.0
2018,Canada,15 to 24 years,Total - Gender,,10.0
2018,Canada,15 to 24 years,Men+,,11.0
2018,Canada,15 to 24 years,Women+,,8.0
2018,Canada,18 to 24 years,Total - Gender,,12.0
2018,Canada,18 to 24 years,Men+,,14.0
2018,Canada,18 to 24 years,Women+,,10.0
2018,Canada,20 to 24 years,Total - Gender,,13.0
2018,Canada,20 to 24 years,Men+,,14.0
2018,Canada,20 to 24 years,Women+,,12.0
2018,Canada,25 to 29 years,Total - Gender,,15.0
2018,Canada,25 to 29 years,Men+,,14.0
2018,Canada,25 to 29 years,Women+,,16.0
2018,Newfoundland and Labrador,"Total, 15 to 29 years",Total - Gender,10,16.0
2018,Newfoundland and Labrador,"Total, 15 to 29 years",Men+,10,21.0
2018,Newfoundland and Labrador,"Total, 15 to 29 years",Women+,10,12.0
2018,Newfoundland and Labrador,15 to 19 years,Total - Gender,10,6.0
2018,Newfoundland and Labrador,15 to 19 years,Men+,10,8.0
2018,Newfoundland and Labrador,15 to 19 years,Women+,10,
2018,Newfoundland and Labrador,15 to 24 years,Total - Gender,10,12.0
2018,Newfoundland and Labrador,15 to 24 years,Men+,10,17.0
2018,Newfoundland and Labrador,15 to 24 years,Women+,10,7.0
2018,Newfoundland and Labrador,18 to 24 years,Total - Gender,10,16.0
2018,Newfoundland and Labrador,18 to 24 years,Men+,10,22.0
2018,Newfoundland and Labrador,18 to 24 years,Women+,10,9.0
2018,Newfoundland and Labrador,20 to 24 years,Total - Gender,10,18.0
2018,Newfoundland and Labrador,20 to 24 years,Men+,10,25.0
2018,Newfoundland and Labrador,20 to 24 years,Women+,10,10.0
2018,Newfoundland and Labrador,25 to 29 years,Total - Gender,10,25.0
2018,Newfoundland and Labrador,25 to 29 years,Men+,10,30.0
2018,Newfoundland and Labrador,25 to 29 years,Women+,10,21.0
2018,Prince Edward Island,"Total, 15 to 29 years",Total - Gender,11,13.0
2018,Prince Edward Island,"Total, 15 to 29 years",Men+,11,15.0
2018,Prince Edward Island,"Total, 15 to 29 years",Women+,11,11.0
2018,Prince Edward Island,15 to 19 years,Total - Gender,11,
2018,Prince Edward Island,15 to 19 years,Men+,11,
2018,Prince Edward Island,15 to 19 years,Women+,11,
2018,Prince Edward Island,15 to 24 years,Total - Gender,11,10.0
2018,Prince Edward Island,15 to 24 years,Men+,11,13.0
2018,Prince Edward Island,15 to 24 years,Women+,11,6.0
2018,Prince Edward Island,18 to 24 years,Total - Gender,11,13.0
2018,Prince Edward Island,18 to 24 years,Men+,11,17.0
2018,Prince Edward Island,18 to 24 years,Women+,11,8.0
2018,Prince Edward Island,20 to 24 years,Total - Gender,11,16.0
2018,Prince Edward Island,20 to 24 years,Men+,11,21.0
2018,Prince Edward Island,20 to 24 years,Women+,11,11.0
2018,Prince Edward Island,25 to 29 years,Total - Gender,11,21.0
2018,Prince Edward Island,25 to 29 years,Men+,11,20.0
2018,Prince Edward Island,25 to 29 years,Women+,11,21.0
2018,Nova Scotia,"Total, 15 to 29 years",Total - Gender,12,13.0
2018,Nova Scotia,"Total, 15 to 29 years",Men+,12,14.0
2018,Nova Scotia,"Total, 15 to 29 years",Women+,12,12.0
2018,Nova Scotia,15 to 19 years,Total - Gender,12,7.0
2018,Nova Scotia,15 to 19 years,Men+,12,6.0
2018,Nova Scotia,15 to 19 years,Women+,12,7.0
2018,Nova Scotia,15 to 24 years,Total - Gender,12,12.0
2018,Nova Scotia,15 to 24 years,Men+,12,12.0
2018,Nova Scotia,15 to 24 years,Women+,12,11.0
2018,Nova Scotia,18 to 24 years,Total - Gender,12,15.0
2018,Nova Scotia,18 to 24 years,Men+,12,16.0
2018,Nova Scotia,18 to 24 years,Women+,12,13.0
2018,Nova Scotia,20 to 24 years,Total - Gender,12,16.0
2018,Nova Scotia,20 to 24 years,Men+,12,18.0
2018,Nova Scotia,20 to 24 years,Women+,12,14.0
2018,Nova Scotia,25 to 29 years,Total - Gender,12,15.0
2018,Nova Scotia,25 to 29 years,Men+,12,17.0
2018,Nova Scotia,25 to 29 years,Women+,12,13.0
2018,New Brunswick,"Total, 15 to 29 years",Total - Gender,13,15.0
2018,New Brunswick,"Total, 15 to 29 years",Men+,13,16.0
2018,New Brunswick,"Total, 15 to 29 years",Women+,13,13.0
2018,New Brunswick,15 to 19 years,Total - Gender,13,6.0
2018,New Brunswick,15 to 19 years,Men+,13,8.0
2018,New Brunswick,15 to 19 years,Women+,13,
2018,New Brunswick,15 to 24 years,Total - Gender,13,13.0
2018,New Brunswick,15 to 24 years,Men+,13,16.0
2018,New Brunswick,15 to 24 years,Women+,13,10.0
2018,New Brunswick,18 to 24 years,Total - Gender,13,18.0
2018,New Brunswick,18 to 24 years,Men+,13,22.0
2018,New Brunswick,18 to 24 years,Women+,13,14.0
2018,New Brunswick,20 to 24 years,Total - Gender,13,21.0
2018,New Brunswick,20 to 24 years,Men+,13,24.0
2018,New Brunswick,20 to 24 years,Women+,13,17.0
2018,New Brunswick,25 to 29 years,Total - Gender,13,17.0
2018,New Brunswick,25 to 29 years,Men+,13,16.0
2018,New Brunswick,25 to 29 years,Women+,13,18.0
2018,Quebec,"Total, 15 to 29 years",Total - Gender,24,9.0
2018,Quebec,"Total, 15 to 29 years",Men+,24,10.0
2018,Quebec,"Total, 15 to 29 years",Women+,24,9.0
2018,Quebec,15 to 19 years,Total - Gender,24,5.0
2018,Quebec,15 to 19 years,Men+,24,7.0
2018,Quebec,15 to 19 years,Women+,24,3.0
2018,Quebec,15 to 24 years,Total - Gender,24,9.0
2018,Quebec,15 to 24 years,Men+,24,10.0
2018,Quebec,15 to 24 years,Women+,24,7.0
2018,Quebec,18 to 24 years,Total - Gender,24,10.0
2018,Quebec,18 to 24 years,Men+,24,12.0
2018,Quebec,18 to 24 years,Women+,24,9.0
2018,Quebec,20 to 24 years,Total - Gender,24,11.0
2018,Quebec,20 to 24 years,Men+,24,12.0
2018,Quebec,20 to 24 years,Women+,24,10.0
2018,Quebec,25 to 29 years,Total - Gender,24,11.0
2018,Quebec,25 to 29 years,Men+,24,11.0
2018,Quebec,25 to 29 years,Women+,24,11.0
2018,Ontario,"Total, 15 to 29 years",Total - Gender,35,12.0
2018,Ontario,"Total, 15 to 29 years",Men+,35,13.0
2018,Ontario,"Total, 15 to 29 years",Women+,35,12.0
2018,Ontario,15 to 19 years,Total - Gender,35,6.0
2018,Ontario,15 to 19 years,Men+,35,7.0
2018,Ontario,15 to 19 years,Women+,35,5.0
2018,Ontario,15 to 24 years,Total - Gender,35,10.0
2018,Ontario,15 to 24 years,Men+,35,11.0
2018,Ontario,15 to 24 years,Women+,35,8.0
2018,Ontario,18 to 24 years,Total - Gender,35,12.0
2018,Ontario,18 to 24 years,Men+,35,14.0
2018,Ontario,18 to 24 years,Women+,35,10.0
2018,Ontario,20 to 24 years,Total - Gender,35,13.0
2018,Ontario,20 to 24 years,Men+,35,15.0
2018,Ontario,20 to 24 years,Women+,35,11.0
2018,Ontario,25 to 29 years,Total - Gender,35,16.0
2018,Ontario,25 to 29 years,Men+,35,15.0
2018,Ontario,25 to 29 years,Women+,35,18.0
2018,Manitoba,"Total, 15 to 29 years",Total - Gender,46,13.0
2018,Manitoba,"Total, 15 to 29 years",Men+,46,13.0
2018,Manitoba,"Total, 15 to 29 years",Women+,46,13.0
2018,Manitoba,15 to 19 years,Total - Gender,46,7.0
2018,Manitoba,15 to 19 years,Men+,46,8.0
2018,Manitoba,15 to 19 years,Women+,46,6.0
2018,Manitoba,15 to 24 years,Total - Gender,46,11.0
2018,Manitoba,15 to 24 years,Men+,46,11.0
2018,Manitoba,15 to 24 years,Women+,46,10.0
2018,Manitoba,18 to 24 years,Total - Gender,46,14.0
2018,Manitoba,18 to 24 years,Men+,46,14.0
2018,Manitoba,18 to 24 years,Women+,46,13.0
2018,Manitoba,20 to 24 years,Total - Gender,46,15.0
2018,Manitoba,20 to 24 years,Men+,46,14.0
2018,Manitoba,20 to 24 years,Women+,46,15.0
2018,Manitoba,25 to 29 years,Total - Gender,46,16.0
2018,Manitoba,25 to 29 years,Men+,46,15.0
2018,Manitoba,25 to 29 years,Women+,46,18.0
2018,Saskatchewan,"Total, 15 to 29 years",Total - Gender,47,13.0
2018,Saskatchewan,"Total, 15 to 29 years",Men+,47,13.0
2018,Saskatchewan,"Total, 15 to 29 years",Women+,47,13.0
2018,Saskatchewan,15 to 19 years,Total - Gender,47,8.0
2018,Saskatchewan,15 to 19 years,Men+,47,8.0
2018,Saskatchewan,15 to 19 years,Women+,47,7.0
2018,Saskatchewan,15 to 24 years,Total - Gender,47,11.0
2018,Saskatchewan,15 to 24 years,Men+,47,13.0
2018,Saskatchewan,15 to 24 years,Women+,47,10.0
2018,Saskatchewan,18 to 24 years,Total - Gender,47,14.0
2018,Saskatchewan,18 to 24 years,Men+,47,16.0
2018,Saskatchewan,18 to 24 years,Women+,47,12.0
2018,Saskatchewan,20 to 24 years,Total - Gender,47,14.0
2018,Saskatchewan,20 to 24 years,Men+,47,17.0
2018,Saskatchewan,20 to 24 years,Women+,47,12.0
2018,Saskatchewan,25 to 29 years,Total - Gender,47,16.0
2018,Saskatchewan,25 to 29 years,Men+,47,14.0
2018,Saskatchewan,25 to 29 years,Women+,47,18.0
2018,Alberta,"Total, 15 to 29 years",Total - Gender,48,13.0
2018,Alberta,"Total, 15 to 29 years",Men+,48,11.0
2018,Alberta,"Total, 15 to 29 years",Women+,48,14.0
2018,Alberta,15 to 19 years,Total - Gender,48,7.0
2018,Alberta,15 to 19 years,Men+,48,7.0
2018,Alberta,15 to 19 years,Women+,48,6.0
2018,Alberta,15 to 24 years,Total - Gender,48,11.0
2018,Alberta,15 to 24 years,Men+,48,10.0
2018,Alberta,15 to 24 years,Women+,48,11.0
2018,Alberta,18 to 24 years,Total - Gender,48,13.0
2018,Alberta,18 to 24 years,Men+,48,13.0
2018,Alberta,18 to 24 years,Women+,48,14.0
2018,Alberta,20 to 24 years,Total - Gender,48,14.0
2018,Alberta,20 to 24 years,Men+,48,13.0
2018,Alberta,20 to 24 years,Women+,48,16.0
2018,Alberta,25 to 29 years,Total - Gender,48,16.0
2018,Alberta,25 to 29 years,Men+,48,13.0
2018,Alberta,25 to 29 years,Women+,48,19.0
2018,British Columbia,"Total, 15 to 29 years",Total - Gender,59,11.0
2018,British Columbia,"Total, 15 to 29 years",Men+,59,12.0
2018,British Columbia,"Total, 15 to 29 years",Women+,59,10.0
2018,British Columbia,15 to 19 years,Total - Gender,59,6.0
2018,British Columbia,15 to 19 years,Men+,59,8.0
2018,British Columbia,15 to 19 years,Women+,59,5.0
2018,British Columbia,15 to 24 years,Total - Gender,59,9.0
2018,British Columbia,15 to 24 years,Men+,59,11.0
2018,British Columbia,15 to 24 years,Women+,59,8.0
2018,British Columbia,18 to 24 years,Total - Gender,59,11.0
2018,British Columbia,18 to 24 years,Men+,59,13.0
2018,British Columbia,18 to 24 years,Women+,59,9.0
2018,British Columbia,20 to 24 years,Total - Gender,59,11.0
2018,British Columbia,20 to 24 years,Men+,59,13.0
