Year,Geography,Population,Gender,Age group,GeoCode,Value
2017,Nova Scotia,Total population,Women+,15 years and over,12,6.5
2017,Nova Scotia,Total population,Women+,15 to 24 years,12,13.1
2017,Nova Scotia,Total population,Women+,25 years and over,12,5.4
2017,Nova Scotia,Total population,Women+,25 to 44 years,12,5.4
2017,Nova Scotia,Total population,Women+,45 to 64 years,12,5.2
2017,Nova Scotia,Total population,Women+,45 years and over,12,5.4
2017,Nova Scotia,Total population,Women+,25 to 54 years,12,5.2
2017,Nova Scotia,Total population,Women+,55 years and over,12,5.8
2017,Nova Scotia,Total population,Women+,15 to 64 years,12,6.5
2017,Nova Scotia,Total population,Women+,15 to 19 years,12,17.8
2017,Nova Scotia,Total population,Women+,20 to 24 years,12,10.2
2017,Nova Scotia,Total population,Women+,25 to 29 years,12,5.6
2017,Nova Scotia,Total population,Women+,30 to 34 years,12,6.2
2017,Nova Scotia,Total population,Women+,35 to 39 years,12,4.6
2017,Nova Scotia,Total population,Women+,40 to 44 years,12,5.5
2017,Nova Scotia,Total population,Women+,45 to 49 years,12,5.7
2017,Nova Scotia,Total population,Women+,50 to 54 years,12,4.3
2017,Nova Scotia,Total population,Women+,55 to 59 years,12,5.9
2017,Nova Scotia,Total population,Women+,60 to 64 years,12,5.1
2017,Nova Scotia,Total population,Women+,65 years and over,12,6.5
2017,Nova Scotia,Total population,Women+,65 to 69 years,12,
2017,Nova Scotia,Total population,Women+,70 years and over,12,
2017,New Brunswick,Total population,Total - Gender,15 years and over,13,8.3
2017,New Brunswick,Total population,Total - Gender,15 to 24 years,13,13.1
2017,New Brunswick,Total population,Total - Gender,25 years and over,13,7.6
2017,New Brunswick,Total population,Total - Gender,25 to 44 years,13,6.8
2017,New Brunswick,Total population,Total - Gender,45 to 64 years,13,8.3
2017,New Brunswick,Total population,Total - Gender,45 years and over,13,8.2
2017,New Brunswick,Total population,Total - Gender,25 to 54 years,13,6.9
2017,New Brunswick,Total population,Total - Gender,55 years and over,13,9.5
2017,New Brunswick,Total population,Total - Gender,15 to 64 years,13,8.4
2017,New Brunswick,Total population,Total - Gender,15 to 19 years,13,17.4
2017,New Brunswick,Total population,Total - Gender,20 to 24 years,13,10.2
2017,New Brunswick,Total population,Total - Gender,25 to 29 years,13,9.6
2017,New Brunswick,Total population,Total - Gender,30 to 34 years,13,6.8
2017,New Brunswick,Total population,Total - Gender,35 to 39 years,13,6.5
2017,New Brunswick,Total population,Total - Gender,40 to 44 years,13,5.3
2017,New Brunswick,Total population,Total - Gender,45 to 49 years,13,7.8
2017,New Brunswick,Total population,Total - Gender,50 to 54 years,13,6.3
2017,New Brunswick,Total population,Total - Gender,55 to 59 years,13,8.4
2017,New Brunswick,Total population,Total - Gender,60 to 64 years,13,12.5
2017,New Brunswick,Total population,Total - Gender,65 years and over,13,7.7
2017,New Brunswick,Total population,Total - Gender,65 to 69 years,13,9.2
2017,New Brunswick,Total population,Total - Gender,70 years and over,13,
2017,New Brunswick,Total population,Men+,15 years and over,13,10.2
2017,New Brunswick,Total population,Men+,15 to 24 years,13,15.6
2017,New Brunswick,Total population,Men+,25 years and over,13,9.4
2017,New Brunswick,Total population,Men+,25 to 44 years,13,8.8
2017,New Brunswick,Total population,Men+,45 to 64 years,13,10.1
2017,New Brunswick,Total population,Men+,45 years and over,13,9.9
2017,New Brunswick,Total population,Men+,25 to 54 years,13,9.0
2017,New Brunswick,Total population,Men+,55 years and over,13,10.5
2017,New Brunswick,Total population,Men+,15 to 64 years,13,10.3
2017,New Brunswick,Total population,Men+,15 to 19 years,13,20.0
2017,New Brunswick,Total population,Men+,20 to 24 years,13,12.3
2017,New Brunswick,Total population,Men+,25 to 29 years,13,13.5
2017,New Brunswick,Total population,Men+,30 to 34 years,13,7.5
2017,New Brunswick,Total population,Men+,35 to 39 years,13,7.9
2017,New Brunswick,Total population,Men+,40 to 44 years,13,6.9
2017,New Brunswick,Total population,Men+,45 to 49 years,13,10.6
2017,New Brunswick,Total population,Men+,50 to 54 years,13,8.5
2017,New Brunswick,Total population,Men+,55 to 59 years,13,8.6
2017,New Brunswick,Total population,Men+,60 to 64 years,13,14.6
2017,New Brunswick,Total population,Men+,65 years and over,13,
2017,New Brunswick,Total population,Men+,65 to 69 years,13,
2017,New Brunswick,Total population,Men+,70 years and over,13,
2017,New Brunswick,Total population,Women+,15 years and over,13,6.4
2017,New Brunswick,Total population,Women+,15 to 24 years,13,10.6
2017,New Brunswick,Total population,Women+,25 years and over,13,5.7
2017,New Brunswick,Total population,Women+,25 to 44 years,13,5.0
2017,New Brunswick,Total population,Women+,45 to 64 years,13,6.3
2017,New Brunswick,Total population,Women+,45 years and over,13,6.3
2017,New Brunswick,Total population,Women+,25 to 54 years,13,4.7
2017,New Brunswick,Total population,Women+,55 years and over,13,8.4
2017,New Brunswick,Total population,Women+,15 to 64 years,13,6.4
2017,New Brunswick,Total population,Women+,15 to 19 years,13,15.0
2017,New Brunswick,Total population,Women+,20 to 24 years,13,7.2
2017,New Brunswick,Total population,Women+,25 to 29 years,13,5.5
2017,New Brunswick,Total population,Women+,30 to 34 years,13,5.5
2017,New Brunswick,Total population,Women+,35 to 39 years,13,5.0
2017,New Brunswick,Total population,Women+,40 to 44 years,13,3.6
2017,New Brunswick,Total population,Women+,45 to 49 years,13,5.0
2017,New Brunswick,Total population,Women+,50 to 54 years,13,3.8
2017,New Brunswick,Total population,Women+,55 to 59 years,13,8.1
2017,New Brunswick,Total population,Women+,60 to 64 years,13,9.9
2017,New Brunswick,Total population,Women+,65 years and over,13,
2017,New Brunswick,Total population,Women+,65 to 69 years,13,
2017,New Brunswick,Total population,Women+,70 years and over,13,
2017,Quebec,Total population,Total - Gender,15 years and over,24,6.1
2017,Quebec,Total population,Total - Gender,15 to 24 years,24,9.8
2017,Quebec,Total population,Total - Gender,25 years and over,24,5.5
2017,Quebec,Total population,Total - Gender,25 to 44 years,24,5.8
2017,Quebec,Total population,Total - Gender,45 to 64 years,24,5.2
2017,Quebec,Total population,Total - Gender,45 years and over,24,5.2
2017,Quebec,Total population,Total - Gender,25 to 54 years,24,5.5
2017,Quebec,Total population,Total - Gender,55 years and over,24,5.6
2017,Quebec,Total population,Total - Gender,15 to 64 years,24,6.1
2017,Quebec,Total population,Total - Gender,15 to 19 years,24,14.2
2017,Quebec,Total population,Total - Gender,20 to 24 years,24,7.2
2017,Quebec,Total population,Total - Gender,25 to 29 years,24,6.9
2017,Quebec,Total population,Total - Gender,30 to 34 years,24,5.9
2017,Quebec,Total population,Total - Gender,35 to 39 years,24,4.8
2017,Quebec,Total population,Total - Gender,40 to 44 years,24,5.5
2017,Quebec,Total population,Total - Gender,45 to 49 years,24,5.4
2017,Quebec,Total population,Total - Gender,50 to 54 years,24,4.4
2017,Quebec,Total population,Total - Gender,55 to 59 years,24,4.8
2017,Quebec,Total population,Total - Gender,60 to 64 years,24,7.1
2017,Quebec,Total population,Total - Gender,65 years and over,24,5.4
2017,Quebec,Total population,Total - Gender,65 to 69 years,24,5.6
2017,Quebec,Total population,Total - Gender,70 years and over,24,5.3
2017,Quebec,Total population,Men+,15 years and over,24,6.5
2017,Quebec,Total population,Men+,15 to 24 years,24,10.7
2017,Quebec,Total population,Men+,25 years and over,24,5.8
2017,Quebec,Total population,Men+,25 to 44 years,24,6.4
2017,Quebec,Total population,Men+,45 to 64 years,24,5.3
2017,Quebec,Total population,Men+,45 years and over,24,5.2
2017,Quebec,Total population,Men+,25 to 54 years,24,5.8
2017,Quebec,Total population,Men+,55 years and over,24,5.9
2017,Quebec,Total population,Men+,15 to 64 years,24,6.5
2017,Quebec,Total population,Men+,15 to 19 years,24,15.4
2017,Quebec,Total population,Men+,20 to 24 years,24,8.1
2017,Quebec,Total population,Men+,25 to 29 years,24,8.4
2017,Quebec,Total population,Men+,30 to 34 years,24,6.4
2017,Quebec,Total population,Men+,35 to 39 years,24,5.4
2017,Quebec,Total population,Men+,40 to 44 years,24,5.3
2017,Quebec,Total population,Men+,45 to 49 years,24,5.1
2017,Quebec,Total population,Men+,50 to 54 years,24,4.2
2017,Quebec,Total population,Men+,55 to 59 years,24,5.5
2017,Quebec,Total population,Men+,60 to 64 years,24,7.1
2017,Quebec,Total population,Men+,65 years and over,24,4.7
2017,Quebec,Total population,Men+,65 to 69 years,24,5.3
2017,Quebec,Total population,Men+,70 years and over,24,
2017,Quebec,Total population,Women+,15 years and over,24,5.7
2017,Quebec,Total population,Women+,15 to 24 years,24,8.8
2017,Quebec,Total population,Women+,25 years and over,24,5.2
2017,Quebec,Total population,Women+,25 to 44 years,24,5.1
2017,Quebec,Total population,Women+,45 to 64 years,24,5.1
2017,Quebec,Total population,Women+,45 years and over,24,5.2
2017,Quebec,Total population,Women+,25 to 54 years,24,5.1
2017,Quebec,Total population,Women+,55 years and over,24,5.3
2017,Quebec,Total population,Women+,15 to 64 years,24,5.7
2017,Quebec,Total population,Women+,15 to 19 years,24,13.0
2017,Quebec,Total population,Women+,20 to 24 years,24,6.4
2017,Quebec,Total population,Women+,25 to 29 years,24,5.3
2017,Quebec,Total population,Women+,30 to 34 years,24,5.5
2017,Quebec,Total population,Women+,35 to 39 years,24,4.2
2017,Quebec,Total population,Women+,40 to 44 years,24,5.7
2017,Quebec,Total population,Women+,45 to 49 years,24,5.8
2017,Quebec,Total population,Women+,50 to 54 years,24,4.6
2017,Quebec,Total population,Women+,55 to 59 years,24,4.0
2017,Quebec,Total population,Women+,60 to 64 years,24,7.0
2017,Quebec,Total population,Women+,65 years and over,24,6.9
2017,Quebec,Total population,Women+,65 to 69 years,24,6.1
2017,Quebec,Total population,Women+,70 years and over,24,
2017,Ontario,Total population,Total - Gender,15 years and over,35,6.1
2017,Ontario,Total population,Total - Gender,15 to 24 years,35,11.7
2017,Ontario,Total population,Total - Gender,25 years and over,35,5.1
2017,Ontario,Total population,Total - Gender,25 to 44 years,35,5.5
2017,Ontario,Total population,Total - Gender,45 to 64 years,35,4.7
2017,Ontario,Total population,Total - Gender,45 years and over,35,4.7
2017,Ontario,Total population,Total - Gender,25 to 54 years,35,5.2
2017,Ontario,Total population,Total - Gender,55 years and over,35,4.7
2017,Ontario,Total population,Total - Gender,15 to 64 years,35,6.2
2017,Ontario,Total population,Total - Gender,15 to 19 years,35,15.3
2017,Ontario,Total population,Total - Gender,20 to 24 years,35,9.6
2017,Ontario,Total population,Total - Gender,25 to 29 years,35,7.9
2017,Ontario,Total population,Total - Gender,30 to 34 years,35,5.0
2017,Ontario,Total population,Total - Gender,35 to 39 years,35,4.6
2017,Ontario,Total population,Total - Gender,40 to 44 years,35,4.6
2017,Ontario,Total population,Total - Gender,45 to 49 years,35,4.8
2017,Ontario,Total population,Total - Gender,50 to 54 years,35,4.5
2017,Ontario,Total population,Total - Gender,55 to 59 years,35,4.7
2017,Ontario,Total population,Total - Gender,60 to 64 years,35,5.3
2017,Ontario,Total population,Total - Gender,65 years and over,35,4.0
2017,Ontario,Total population,Total - Gender,65 to 69 years,35,4.5
2017,Ontario,Total population,Total - Gender,70 years and over,35,3.4
2017,Ontario,Total population,Men+,15 years and over,35,6.3
2017,Ontario,Total population,Men+,15 to 24 years,35,13.0
2017,Ontario,Total population,Men+,25 years and over,35,5.1
2017,Ontario,Total population,Men+,25 to 44 years,35,5.5
2017,Ontario,Total population,Men+,45 to 64 years,35,4.8
2017,Ontario,Total population,Men+,45 years and over,35,4.7
2017,Ontario,Total population,Men+,25 to 54 years,35,5.2
2017,Ontario,Total population,Men+,55 years and over,35,4.9
2017,Ontario,Total population,Men+,15 to 64 years,35,6.4
2017,Ontario,Total population,Men+,15 to 19 years,35,16.4
2017,Ontario,Total population,Men+,20 to 24 years,35,11.1
2017,Ontario,Total population,Men+,25 to 29 years,35,8.5
2017,Ontario,Total population,Men+,30 to 34 years,35,5.1
2017,Ontario,Total population,Men+,35 to 39 years,35,4.2
2017,Ontario,Total population,Men+,40 to 44 years,35,4.1
2017,Ontario,Total population,Men+,45 to 49 years,35,4.7
2017,Ontario,Total population,Men+,50 to 54 years,35,4.4
2017,Ontario,Total population,Men+,55 to 59 years,35,4.8
2017,Ontario,Total population,Men+,60 to 64 years,35,5.6
2017,Ontario,Total population,Men+,65 years and over,35,4.2
2017,Ontario,Total population,Men+,65 to 69 years,35,4.7
2017,Ontario,Total population,Men+,70 years and over,35,3.5
2017,Ontario,Total population,Women+,15 years and over,35,5.8
2017,Ontario,Total population,Women+,15 to 24 years,35,10.2
2017,Ontario,Total population,Women+,25 years and over,35,5.1
2017,Ontario,Total population,Women+,25 to 44 years,35,5.5
2017,Ontario,Total population,Women+,45 to 64 years,35,4.7
2017,Ontario,Total population,Women+,45 years and over,35,4.6
2017,Ontario,Total population,Women+,25 to 54 years,35,5.3
2017,Ontario,Total population,Women+,55 years and over,35,4.5
2017,Ontario,Total population,Women+,15 to 64 years,35,5.9
2017,Ontario,Total population,Women+,15 to 19 years,35,14.2
2017,Ontario,Total population,Women+,20 to 24 years,35,7.9
2017,Ontario,Total population,Women+,25 to 29 years,35,7.2
2017,Ontario,Total population,Women+,30 to 34 years,35,4.8
2017,Ontario,Total population,Women+,35 to 39 years,35,5.0
2017,Ontario,Total population,Women+,40 to 44 years,35,5.1
2017,Ontario,Total population,Women+,45 to 49 years,35,4.9
2017,Ontario,Total population,Women+,50 to 54 years,35,4.5
2017,Ontario,Total population,Women+,55 to 59 years,35,4.5
2017,Ontario,Total population,Women+,60 to 64 years,35,4.8
2017,Ontario,Total population,Women+,65 years and over,35,3.8
2017,Ontario,Total population,Women+,65 to 69 years,35,4.1
2017,Ontario,Total population,Women+,70 years and over,35,3.2
2017,Manitoba,Total population,Total - Gender,15 years and over,46,5.3
2017,Manitoba,Total population,Total - Gender,15 to 24 years,46,10.9
2017,Manitoba,Total population,Total - Gender,25 years and over,46,4.2
2017,Manitoba,Total population,Total - Gender,25 to 44 years,46,4.5
2017,Manitoba,Total population,Total - Gender,45 to 64 years,46,4.1
2017,Manitoba,Total population,Total - Gender,45 years and over,46,3.9
2017,Manitoba,Total population,Total - Gender,25 to 54 years,46,4.4
2017,Manitoba,Total population,Total - Gender,55 years and over,46,3.9
2017,Manitoba,Total population,Total - Gender,15 to 64 years,46,5.5
2017,Manitoba,Total population,Total - Gender,15 to 19 years,46,15.8
2017,Manitoba,Total population,Total - Gender,20 to 24 years,46,8.0
2017,Manitoba,Total population,Total - Gender,25 to 29 years,46,5.3
2017,Manitoba,Total population,Total - Gender,30 to 34 years,46,5.0
2017,Manitoba,Total population,Total - Gender,35 to 39 years,46,4.2
2017,Manitoba,Total population,Total - Gender,40 to 44 years,46,3.4
2017,Manitoba,Total population,Total - Gender,45 to 49 years,46,3.8
2017,Manitoba,Total population,Total - Gender,50 to 54 years,46,4.2
2017,Manitoba,Total population,Total - Gender,55 to 59 years,46,4.1
2017,Manitoba,Total population,Total - Gender,60 to 64 years,46,4.4
2017,Manitoba,Total population,Total - Gender,65 years and over,46,2.3
2017,Manitoba,Total population,Total - Gender,65 to 69 years,46,3.2
2017,Manitoba,Total population,Total - Gender,70 years and over,46,
2017,Manitoba,Total population,Men+,15 years and over,46,5.6
2017,Manitoba,Total population,Men+,15 to 24 years,46,12.1
2017,Manitoba,Total population,Men+,25 years and over,46,4.4
2017,Manitoba,Total population,Men+,25 to 44 years,46,4.8
2017,Manitoba,Total population,Men+,45 to 64 years,46,4.2
2017,Manitoba,Total population,Men+,45 years and over,46,4.0
2017,Manitoba,Total population,Men+,25 to 54 years,46,4.6
2017,Manitoba,Total population,Men+,55 years and over,46,3.7
2017,Manitoba,Total population,Men+,15 to 64 years,46,5.8
2017,Manitoba,Total population,Men+,15 to 19 years,46,18.1
2017,Manitoba,Total population,Men+,20 to 24 years,46,8.7
2017,Manitoba,Total population,Men+,25 to 29 years,46,5.8
2017,Manitoba,Total population,Men+,30 to 34 years,46,5.6
2017,Manitoba,Total population,Men+,35 to 39 years,46,4.5
2017,Manitoba,Total population,Men+,40 to 44 years,46,3.2
2017,Manitoba,Total population,Men+,45 to 49 years,46,3.7
2017,Manitoba,Total population,Men+,50 to 54 years,46,4.6
2017,Manitoba,Total population,Men+,55 to 59 years,46,4.0
2017,Manitoba,Total population,Men+,60 to 64 years,46,4.5
2017,Manitoba,Total population,Men+,65 years and over,46,
2017,Manitoba,Total population,Men+,65 to 69 years,46,
2017,Manitoba,Total population,Men+,70 years and over,46,
2017,Manitoba,Total population,Women+,15 years and over,46,5.0
2017,Manitoba,Total population,Women+,15 to 24 years,46,9.5
2017,Manitoba,Total population,Women+,25 years and over,46,4.1
2017,Manitoba,Total population,Women+,25 to 44 years,46,4.2
2017,Manitoba,Total population,Women+,45 to 64 years,46,4.1
2017,Manitoba,Total population,Women+,45 years and over,46,4.0
2017,Manitoba,Total population,Women+,25 to 54 years,46,4.1
2017,Manitoba,Total population,Women+,55 years and over,46,4.1
2017,Manitoba,Total population,Women+,15 to 64 years,46,5.1
2017,Manitoba,Total population,Women+,15 to 19 years,46,13.6
2017,Manitoba,Total population,Women+,20 to 24 years,46,7.1
2017,Manitoba,Total population,Women+,25 to 29 years,46,4.6
2017,Manitoba,Total population,Women+,30 to 34 years,46,4.6
2017,Manitoba,Total population,Women+,35 to 39 years,46,3.8
2017,Manitoba,Total population,Women+,40 to 44 years,46,3.7
2017,Manitoba,Total population,Women+,45 to 49 years,46,3.9
2017,Manitoba,Total population,Women+,50 to 54 years,46,3.8
2017,Manitoba,Total population,Women+,55 to 59 years,46,4.2
2017,Manitoba,Total population,Women+,60 to 64 years,46,4.3
2017,Manitoba,Total population,Women+,65 years and over,46,
2017,Manitoba,Total population,Women+,65 to 69 years,46,
2017,Manitoba,Total population,Women+,70 years and over,46,
2017,Saskatchewan,Total population,Total - Gender,15 years and over,47,6.4
2017,Saskatchewan,Total population,Total - Gender,15 to 24 years,47,11.8
2017,Saskatchewan,Total population,Total - Gender,25 years and over,47,5.5
2017,Saskatchewan,Total population,Total - Gender,25 to 44 years,47,5.8
2017,Saskatchewan,Total population,Total - Gender,45 to 64 years,47,5.2
2017,Saskatchewan,Total population,Total - Gender,45 years and over,47,5.1
2017,Saskatchewan,Total population,Total - Gender,25 to 54 years,47,5.6
2017,Saskatchewan,Total population,Total - Gender,55 years and over,47,5.0
2017,Saskatchewan,Total population,Total - Gender,15 to 64 years,47,6.5
2017,Saskatchewan,Total population,Total - Gender,15 to 19 years,47,15.4
2017,Saskatchewan,Total population,Total - Gender,20 to 24 years,47,9.5
2017,Saskatchewan,Total population,Total - Gender,25 to 29 years,47,8.1
2017,Saskatchewan,Total population,Total - Gender,30 to 34 years,47,5.2
2017,Saskatchewan,Total population,Total - Gender,35 to 39 years,47,5.4
2017,Saskatchewan,Total population,Total - Gender,40 to 44 years,47,4.8
2017,Saskatchewan,Total population,Total - Gender,45 to 49 years,47,5.2
2017,Saskatchewan,Total population,Total - Gender,50 to 54 years,47,5.2
2017,Saskatchewan,Total population,Total - Gender,55 to 59 years,47,5.1
2017,Saskatchewan,Total population,Total - Gender,60 to 64 years,47,5.5
2017,Saskatchewan,Total population,Total - Gender,65 years and over,47,4.4
2017,Saskatchewan,Total population,Total - Gender,65 to 69 years,47,5.7
2017,Saskatchewan,Total population,Total - Gender,70 years and over,47,
2017,Saskatchewan,Total population,Men+,15 years and over,47,7.0
2017,Saskatchewan,Total population,Men+,15 to 24 years,47,13.0
2017,Saskatchewan,Total population,Men+,25 years and over,47,6.0
2017,Saskatchewan,Total population,Men+,25 to 44 years,47,6.3
2017,Saskatchewan,Total population,Men+,45 to 64 years,47,5.6
2017,Saskatchewan,Total population,Men+,45 years and over,47,5.6
2017,Saskatchewan,Total population,Men+,25 to 54 years,47,6.1
2017,Saskatchewan,Total population,Men+,55 years and over,47,5.5
2017,Saskatchewan,Total population,Men+,15 to 64 years,47,7.1
2017,Saskatchewan,Total population,Men+,15 to 19 years,47,17.2
2017,Saskatchewan,Total population,Men+,20 to 24 years,47,10.7
2017,Saskatchewan,Total population,Men+,25 to 29 years,47,9.2
2017,Saskatchewan,Total population,Men+,30 to 34 years,47,5.3
2017,Saskatchewan,Total population,Men+,35 to 39 years,47,5.9
2017,Saskatchewan,Total population,Men+,40 to 44 years,47,5.0
2017,Saskatchewan,Total population,Men+,45 to 49 years,47,5.2
2017,Saskatchewan,Total population,Men+,50 to 54 years,47,6.2
2017,Saskatchewan,Total population,Men+,55 to 59 years,47,5.3
2017,Saskatchewan,Total population,Men+,60 to 64 years,47,5.9
2017,Saskatchewan,Total population,Men+,65 years and over,47,
2017,Saskatchewan,Total population,Men+,65 to 69 years,47,
2017,Saskatchewan,Total population,Men+,70 years and over,47,
2017,Saskatchewan,Total population,Women+,15 years and over,47,5.7
2017,Saskatchewan,Total population,Women+,15 to 24 years,47,10.4
2017,Saskatchewan,Total population,Women+,25 years and over,47,4.9
2017,Saskatchewan,Total population,Women+,25 to 44 years,47,5.3
2017,Saskatchewan,Total population,Women+,45 to 64 years,47,4.7
2017,Saskatchewan,Total population,Women+,45 years and over,47,4.5
2017,Saskatchewan,Total population,Women+,25 to 54 years,47,5.1
2017,Saskatchewan,Total population,Women+,55 years and over,47,4.4
2017,Saskatchewan,Total population,Women+,15 to 64 years,47,5.9
2017,Saskatchewan,Total population,Women+,15 to 19 years,47,13.6
2017,Saskatchewan,Total population,Women+,20 to 24 years,47,8.2
2017,Saskatchewan,Total population,Women+,25 to 29 years,47,6.8
2017,Saskatchewan,Total population,Women+,30 to 34 years,47,5.0
2017,Saskatchewan,Total population,Women+,35 to 39 years,47,4.7
2017,Saskatchewan,Total population,Women+,40 to 44 years,47,4.6
2017,Saskatchewan,Total population,Women+,45 to 49 years,47,5.2
2017,Saskatchewan,Total population,Women+,50 to 54 years,47,4.1
2017,Saskatchewan,Total population,Women+,55 to 59 years,47,4.8
2017,Saskatchewan,Total population,Women+,60 to 64 years,47,4.4
2017,Saskatchewan,Total population,Women+,65 years and over,47,
2017,Saskatchewan,Total population,Women+,65 to 69 years,47,
2017,Saskatchewan,Total population,Women+,70 years and over,47,
2017,Alberta,Total population,Total - Gender,15 years and over,48,8.0
2017,Alberta,Total population,Total - Gender,15 to 24 years,48,13.1
2017,Alberta,Total population,Total - Gender,25 years and over,48,7.2
2017,Alberta,Total population,Total - Gender,25 to 44 years,48,6.4
2017,Alberta,Total population,Total - Gender,45 to 64 years,48,8.2
2017,Alberta,Total population,Total - Gender,45 years and over,48,8.1
2017,Alberta,Total population,Total - Gender,25 to 54 years,48,6.8
2017,Alberta,Total population,Total - Gender,55 years and over,48,8.6
2017,Alberta,Total population,Total - Gender,15 to 64 years,48,8.1
2017,Alberta,Total population,Total - Gender,15 to 19 years,48,18.2
2017,Alberta,Total population,Total - Gender,20 to 24 years,48,10.2
2017,Alberta,Total population,Total - Gender,25 to 29 years,48,8.2
2017,Alberta,Total population,Total - Gender,30 to 34 years,48,5.9
2017,Alberta,Total population,Total - Gender,35 to 39 years,48,5.4
2017,Alberta,Total population,Total - Gender,40 to 44 years,48,6.2
2017,Alberta,Total population,Total - Gender,45 to 49 years,48,7.1
2017,Alberta,Total population,Total - Gender,50 to 54 years,48,8.0
2017,Alberta,Total population,Total - Gender,55 to 59 years,48,8.6
2017,Alberta,Total population,Total - Gender,60 to 64 years,48,9.5
2017,Alberta,Total population,Total - Gender,65 years and over,48,7.3
2017,Alberta,Total population,Total - Gender,65 to 69 years,48,9.8
2017,Alberta,Total population,Total - Gender,70 years and over,48,
2017,Alberta,Total population,Men+,15 years and over,48,8.5
2017,Alberta,Total population,Men+,15 to 24 years,48,15.8
2017,Alberta,Total population,Men+,25 years and over,48,7.3
2017,Alberta,Total population,Men+,25 to 44 years,48,6.3
2017,Alberta,Total population,Men+,45 to 64 years,48,8.7
2017,Alberta,Total population,Men+,45 years and over,48,8.6
2017,Alberta,Total population,Men+,25 to 54 years,48,6.7
2017,Alberta,Total population,Men+,55 years and over,48,9.3
2017,Alberta,Total population,Men+,15 to 64 years,48,8.5
2017,Alberta,Total population,Men+,15 to 19 years,48,21.3
2017,Alberta,Total population,Men+,20 to 24 years,48,12.7
2017,Alberta,Total population,Men+,25 to 29 years,48,8.4
2017,Alberta,Total population,Men+,30 to 34 years,48,5.2
2017,Alberta,Total population,Men+,35 to 39 years,48,5.4
2017,Alberta,Total population,Men+,40 to 44 years,48,6.3
2017,Alberta,Total population,Men+,45 to 49 years,48,6.7
2017,Alberta,Total population,Men+,50 to 54 years,48,8.9
2017,Alberta,Total population,Men+,55 to 59 years,48,9.5
2017,Alberta,Total population,Men+,60 to 64 years,48,9.8
2017,Alberta,Total population,Men+,65 years and over,48,8.0
2017,Alberta,Total population,Men+,65 to 69 years,48,
2017,Alberta,Total population,Men+,70 years and over,48,
2017,Alberta,Total population,Women+,15 years and over,48,7.5
2017,Alberta,Total population,Women+,15 to 24 years,48,10.2
2017,Alberta,Total population,Women+,25 years and over,48,7.0
2017,Alberta,Total population,Women+,25 to 44 years,48,6.6
2017,Alberta,Total population,Women+,45 to 64 years,48,7.6
2017,Alberta,Total population,Women+,45 years and over,48,7.4
2017,Alberta,Total population,Women+,25 to 54 years,48,6.8
2017,Alberta,Total population,Women+,55 years and over,48,7.7
2017,Alberta,Total population,Women+,15 to 64 years,48,7.5
2017,Alberta,Total population,Women+,15 to 19 years,48,14.8
2017,Alberta,Total population,Women+,20 to 24 years,48,7.4
2017,Alberta,Total population,Women+,25 to 29 years,48,8.0
2017,Alberta,Total population,Women+,30 to 34 years,48,6.8
2017,Alberta,Total population,Women+,35 to 39 years,48,5.4
2017,Alberta,Total population,Women+,40 to 44 years,48,6.1
2017,Alberta,Total population,Women+,45 to 49 years,48,7.5
2017,Alberta,Total population,Women+,50 to 54 years,48,7.0
2017,Alberta,Total population,Women+,55 to 59 years,48,7.5
2017,Alberta,Total population,Women+,60 to 64 years,48,9.0
2017,Alberta,Total population,Women+,65 years and over,48,5.8
2017,Alberta,Total population,Women+,65 to 69 years,48,
2017,Alberta,Total population,Women+,70 years and over,48,
2017,British Columbia,Total population,Total - Gender,15 years and over,59,5.3
2017,British Columbia,Total population,Total - Gender,15 to 24 years,59,8.5
2017,British Columbia,Total population,Total - Gender,25 years and over,59,4.7
2017,British Columbia,Total population,Total - Gender,25 to 44 years,59,4.7
2017,British Columbia,Total population,Total - Gender,45 to 64 years,59,4.8
2017,British Columbia,Total population,Total - Gender,45 years and over,59,4.8
2017,British Columbia,Total population,Total - Gender,25 to 54 years,59,4.6
2017,British Columbia,Total population,Total - Gender,55 years and over,59,5.2
2017,British Columbia,Total population,Total - Gender,15 to 64 years,59,5.3
2017,British Columbia,Total population,Total - Gender,15 to 19 years,59,10.9
2017,British Columbia,Total population,Total - Gender,20 to 24 years,59,7.3
2017,British Columbia,Total population,Total - Gender,25 to 29 years,59,4.8
2017,British Columbia,Total population,Total - Gender,30 to 34 years,59,4.6
2017,British Columbia,Total population,Total - Gender,35 to 39 years,59,4.7
2017,British Columbia,Total population,Total - Gender,40 to 44 years,59,4.5
2017,British Columbia,Total population,Total - Gender,45 to 49 years,59,4.7
2017,British Columbia,Total population,Total - Gender,50 to 54 years,59,4.1
2017,British Columbia,Total population,Total - Gender,55 to 59 years,59,4.7
2017,British Columbia,Total population,Total - Gender,60 to 64 years,59,6.2
2017,British Columbia,Total population,Total - Gender,65 years and over,59,4.8
2017,British Columbia,Total population,Total - Gender,65 to 69 years,59,4.6
2017,British Columbia,Total population,Total - Gender,70 years and over,59,5.5
2017,British Columbia,Total population,Men+,15 years and over,59,5.6
2017,British Columbia,Total population,Men+,15 to 24 years,59,10.4
2017,British Columbia,Total population,Men+,25 years and over,59,4.8
2017,British Columbia,Total population,Men+,25 to 44 years,59,4.7
2017,British Columbia,Total population,Men+,45 to 64 years,59,4.8
