Year,Geography,Violations,GeoCode,Value
2017,Saskatchewan,"Assault, level 2, weapon or bodily harm",47,350.56
2017,Saskatchewan,"Assault, level 1",47,932.35
2017,Saskatchewan,Total robbery,47,89.43
2017,Saskatchewan,Uttering threats,47,272.38
2017,Saskatchewan,Total other violent violations,47,20.48
2017,Alberta,Total violent Criminal Code violations,48,1313.0
2017,Alberta,Homicide,48,2.81
2017,Alberta,Total other violations causing death,48,0.35
2017,Alberta,Attempted murder,48,1.42
2017,Alberta,"Sexual assault, level 3, aggravated",48,0.33
2017,Alberta,"Sexual assault, level 2, weapon or bodily harm",48,1.75
2017,Alberta,"Sexual assault, level 1",48,70.3
2017,Alberta,Total sexual violations against children,48,21.97
2017,Alberta,"Assault, level 3, aggravated",48,16.1
2017,Alberta,"Assault, level 2, weapon or bodily harm",48,197.48
2017,Alberta,"Assault, level 1",48,541.99
2017,Alberta,Total robbery,48,77.01
2017,Alberta,Uttering threats,48,180.21
2017,Alberta,Total other violent violations,48,14.58
2017,British Columbia,Total violent Criminal Code violations,59,1085.08
2017,British Columbia,Homicide,59,2.41
2017,British Columbia,Total other violations causing death,59,0.22
2017,British Columbia,Attempted murder,59,2.33
2017,British Columbia,"Sexual assault, level 3, aggravated",59,0.57
2017,British Columbia,"Sexual assault, level 2, weapon or bodily harm",59,0.63
2017,British Columbia,"Sexual assault, level 1",59,54.44
2017,British Columbia,Total sexual violations against children,59,19.98
2017,British Columbia,"Assault, level 3, aggravated",59,7.3
2017,British Columbia,"Assault, level 2, weapon or bodily harm",59,138.77
2017,British Columbia,"Assault, level 1",59,418.18
2017,British Columbia,Total robbery,59,50.4
2017,British Columbia,Uttering threats,59,175.51
2017,British Columbia,Total other violent violations,59,10.15
2017,Yukon,Total violent Criminal Code violations,60,3718.41
2017,Yukon,Homicide,60,20.24
2017,Yukon,Total other violations causing death,60,0.0
2017,Yukon,Attempted murder,60,5.06
2017,Yukon,"Sexual assault, level 3, aggravated",60,0.0
2017,Yukon,"Sexual assault, level 2, weapon or bodily harm",60,2.53
2017,Yukon,"Sexual assault, level 1",60,164.42
2017,Yukon,Total sexual violations against children,60,40.47
2017,Yukon,"Assault, level 3, aggravated",60,37.94
2017,Yukon,"Assault, level 2, weapon or bodily harm",60,349.08
2017,Yukon,"Assault, level 1",60,1899.68
2017,Yukon,Total robbery,60,30.35
2017,Yukon,Uttering threats,60,690.56
2017,Yukon,Total other violent violations,60,45.53
2017,Northwest Territories,Total violent Criminal Code violations,61,8469.19
2017,Northwest Territories,Homicide,61,4.48
2017,Northwest Territories,Total other violations causing death,61,0.0
2017,Northwest Territories,Attempted murder,61,2.24
2017,Northwest Territories,"Sexual assault, level 3, aggravated",61,2.24
2017,Northwest Territories,"Sexual assault, level 2, weapon or bodily harm",61,11.2
2017,Northwest Territories,"Sexual assault, level 1",61,407.56
2017,Northwest Territories,Total sexual violations against children,61,123.16
2017,Northwest Territories,"Assault, level 3, aggravated",61,76.14
2017,Northwest Territories,"Assault, level 2, weapon or bodily harm",61,953.96
2017,Northwest Territories,"Assault, level 1",61,4901.92
2017,Northwest Territories,Total robbery,61,67.18
2017,Northwest Territories,Uttering threats,61,1193.57
2017,Northwest Territories,Total other violent violations,61,53.74
2017,Nunavut,Total violent Criminal Code violations,62,8277.57
2017,Nunavut,Homicide,62,15.93
2017,Nunavut,Total other violations causing death,62,0.0
2017,Nunavut,Attempted murder,62,5.31
2017,Nunavut,"Sexual assault, level 3, aggravated",62,0.0
2017,Nunavut,"Sexual assault, level 2, weapon or bodily harm",62,2.66
2017,Nunavut,"Sexual assault, level 1",62,395.69
2017,Nunavut,Total sexual violations against children,62,217.76
2017,Nunavut,"Assault, level 3, aggravated",62,140.75
2017,Nunavut,"Assault, level 2, weapon or bodily harm",62,908.22
2017,Nunavut,"Assault, level 1",62,4421.61
2017,Nunavut,Total robbery,62,39.83
2017,Nunavut,Uttering threats,62,1155.19
2017,Nunavut,Total other violent violations,62,47.8
2018,Canada,Homicide,,1.77
2018,Canada,Total other violations causing death,,0.36
2018,Canada,Attempted murder,,2.21
2018,Canada,"Sexual assault, level 3, aggravated",,0.43
2018,Canada,"Sexual assault, level 2, weapon or bodily harm",,1.32
2018,Canada,"Sexual assault, level 1",,75.28
2018,Canada,Total sexual violations against children,,24.48
2018,Canada,"Assault, level 3, aggravated",,9.67
2018,Canada,"Assault, level 2, weapon or bodily harm",,146.25
2018,Canada,"Assault, level 1",,458.93
2018,Canada,Total robbery,,60.83
2018,Canada,Uttering threats,,180.2
2018,Canada,Total other violent violations,,15.94
2018,Newfoundland and Labrador,Total violent Criminal Code violations,10,1346.7
2018,Newfoundland and Labrador,Homicide,10,0.38
2018,Newfoundland and Labrador,Total other violations causing death,10,0.38
2018,Newfoundland and Labrador,Attempted murder,10,0.76
2018,Newfoundland and Labrador,"Sexual assault, level 3, aggravated",10,0.0
2018,Newfoundland and Labrador,"Sexual assault, level 2, weapon or bodily harm",10,0.95
2018,Newfoundland and Labrador,"Sexual assault, level 1",10,65.29
2018,Newfoundland and Labrador,Total sexual violations against children,10,23.09
2018,Newfoundland and Labrador,"Assault, level 3, aggravated",10,6.81
2018,Newfoundland and Labrador,"Assault, level 2, weapon or bodily harm",10,110.71
2018,Newfoundland and Labrador,"Assault, level 1",10,563.78
2018,Newfoundland and Labrador,Total robbery,10,40.69
2018,Newfoundland and Labrador,Uttering threats,10,332.13
2018,Newfoundland and Labrador,Total other violent violations,10,18.55
2018,Prince Edward Island,Total violent Criminal Code violations,11,1021.29
2018,Prince Edward Island,Homicide,11,0.0
2018,Prince Edward Island,Total other violations causing death,11,0.0
2018,Prince Edward Island,Attempted murder,11,0.66
2018,Prince Edward Island,"Sexual assault, level 3, aggravated",11,0.66
2018,Prince Edward Island,"Sexual assault, level 2, weapon or bodily harm",11,0.66
2018,Prince Edward Island,"Sexual assault, level 1",11,68.96
2018,Prince Edward Island,Total sexual violations against children,11,23.64
2018,Prince Edward Island,"Assault, level 3, aggravated",11,1.97
2018,Prince Edward Island,"Assault, level 2, weapon or bodily harm",11,69.62
2018,Prince Edward Island,"Assault, level 1",11,417.05
2018,Prince Edward Island,Total robbery,11,13.79
2018,Prince Edward Island,Uttering threats,11,226.59
2018,Prince Edward Island,Total other violent violations,11,14.45
2018,Nova Scotia,Total violent Criminal Code violations,12,1271.53
2018,Nova Scotia,Homicide,12,1.14
2018,Nova Scotia,Total other violations causing death,12,0.31
2018,Nova Scotia,Attempted murder,12,1.97
2018,Nova Scotia,"Sexual assault, level 3, aggravated",12,0.73
2018,Nova Scotia,"Sexual assault, level 2, weapon or bodily harm",12,0.73
2018,Nova Scotia,"Sexual assault, level 1",12,107.48
2018,Nova Scotia,Total sexual violations against children,12,27.03
2018,Nova Scotia,"Assault, level 3, aggravated",12,8.32
2018,Nova Scotia,"Assault, level 2, weapon or bodily harm",12,111.43
2018,Nova Scotia,"Assault, level 1",12,478.34
2018,Nova Scotia,Total robbery,12,32.64
2018,Nova Scotia,Uttering threats,12,251.12
2018,Nova Scotia,Total other violent violations,12,18.4
2018,New Brunswick,Total violent Criminal Code violations,13,1347.7
2018,New Brunswick,Homicide,13,1.69
2018,New Brunswick,Total other violations causing death,13,0.52
2018,New Brunswick,Attempted murder,13,1.17
2018,New Brunswick,"Sexual assault, level 3, aggravated",13,0.26
2018,New Brunswick,"Sexual assault, level 2, weapon or bodily harm",13,0.78
2018,New Brunswick,"Sexual assault, level 1",13,71.38
2018,New Brunswick,Total sexual violations against children,13,24.92
2018,New Brunswick,"Assault, level 3, aggravated",13,9.09
2018,New Brunswick,"Assault, level 2, weapon or bodily harm",13,129.79
2018,New Brunswick,"Assault, level 1",13,561.72
2018,New Brunswick,Total robbery,13,26.48
2018,New Brunswick,Uttering threats,13,292.54
2018,New Brunswick,Total other violent violations,13,15.06
2018,Quebec,Total violent Criminal Code violations,24,1076.76
2018,Quebec,Homicide,24,0.99
2018,Quebec,Total other violations causing death,24,0.51
2018,Quebec,Attempted murder,24,2.22
2018,Quebec,"Sexual assault, level 3, aggravated",24,0.42
2018,Quebec,"Sexual assault, level 2, weapon or bodily harm",24,1.17
2018,Quebec,"Sexual assault, level 1",24,65.97
2018,Quebec,Total sexual violations against children,24,32.25
2018,Quebec,"Assault, level 3, aggravated",24,3.34
2018,Quebec,"Assault, level 2, weapon or bodily harm",24,122.75
2018,Quebec,"Assault, level 1",24,410.65
2018,Quebec,Total robbery,24,38.63
2018,Quebec,Uttering threats,24,206.65
2018,Quebec,Total other violent violations,24,28.2
2018,Ontario,Total violent Criminal Code violations,35,904.32
2018,Ontario,Homicide,35,1.9
2018,Ontario,Total other violations causing death,35,0.36
2018,Ontario,Attempted murder,35,2.64
2018,Ontario,"Sexual assault, level 3, aggravated",35,0.26
2018,Ontario,"Sexual assault, level 2, weapon or bodily harm",35,1.23
2018,Ontario,"Sexual assault, level 1",35,73.77
2018,Ontario,Total sexual violations against children,35,15.9
2018,Ontario,"Assault, level 3, aggravated",35,7.36
2018,Ontario,"Assault, level 2, weapon or bodily harm",35,107.42
2018,Ontario,"Assault, level 1",35,357.49
2018,Ontario,Total robbery,35,61.77
2018,Ontario,Uttering threats,35,125.17
2018,Ontario,Total other violent violations,35,10.76
2018,Manitoba,Total violent Criminal Code violations,46,1999.35
2018,Manitoba,Homicide,46,4.07
2018,Manitoba,Total other violations causing death,46,0.37
2018,Manitoba,Attempted murder,46,2.66
2018,Manitoba,"Sexual assault, level 3, aggravated",46,1.33
2018,Manitoba,"Sexual assault, level 2, weapon or bodily harm",46,1.77
2018,Manitoba,"Sexual assault, level 1",46,107.86
2018,Manitoba,Total sexual violations against children,46,43.62
2018,Manitoba,"Assault, level 3, aggravated",46,36.59
2018,Manitoba,"Assault, level 2, weapon or bodily harm",46,366.97
2018,Manitoba,"Assault, level 1",46,813.86
2018,Manitoba,Total robbery,46,197.46
2018,Manitoba,Uttering threats,46,245.73
2018,Manitoba,Total other violent violations,46,14.79
2018,Saskatchewan,Total violent Criminal Code violations,47,2006.38
2018,Saskatchewan,Homicide,47,2.94
2018,Saskatchewan,Total other violations causing death,47,0.09
2018,Saskatchewan,Attempted murder,47,3.11
2018,Saskatchewan,"Sexual assault, level 3, aggravated",47,1.47
2018,Saskatchewan,"Sexual assault, level 2, weapon or bodily harm",47,1.38
2018,Saskatchewan,"Sexual assault, level 1",47,108.54
2018,Saskatchewan,Total sexual violations against children,47,34.42
2018,Saskatchewan,"Assault, level 3, aggravated",47,33.38
2018,Saskatchewan,"Assault, level 2, weapon or bodily harm",47,330.04
2018,Saskatchewan,"Assault, level 1",47,868.87
2018,Saskatchewan,Total robbery,47,86.06
2018,Saskatchewan,Uttering threats,47,260.33
2018,Saskatchewan,Total other violent violations,47,19.29
2018,Alberta,Total violent Criminal Code violations,48,1339.41
2018,Alberta,Homicide,48,1.89
2018,Alberta,Total other violations causing death,48,0.05
2018,Alberta,Attempted murder,48,1.23
2018,Alberta,"Sexual assault, level 3, aggravated",48,0.54
2018,Alberta,"Sexual assault, level 2, weapon or bodily harm",48,2.07
2018,Alberta,"Sexual assault, level 1",48,80.07
2018,Alberta,Total sexual violations against children,48,27.51
2018,Alberta,"Assault, level 3, aggravated",48,17.08
2018,Alberta,"Assault, level 2, weapon or bodily harm",48,201.88
2018,Alberta,"Assault, level 1",48,547.11
2018,Alberta,Total robbery,48,81.33
2018,Alberta,Uttering threats,48,174.16
2018,Alberta,Total other violent violations,48,12.65
2018,British Columbia,Total violent Criminal Code violations,59,1176.82
2018,British Columbia,Homicide,59,1.79
2018,British Columbia,Total other violations causing death,59,0.42
2018,British Columbia,Attempted murder,59,1.75
2018,British Columbia,"Sexual assault, level 3, aggravated",59,0.16
2018,British Columbia,"Sexual assault, level 2, weapon or bodily harm",59,1.27
2018,British Columbia,"Sexual assault, level 1",59,63.99
2018,British Columbia,Total sexual violations against children,59,22.59
2018,British Columbia,"Assault, level 3, aggravated",59,6.65
2018,British Columbia,"Assault, level 2, weapon or bodily harm",59,146.05
2018,British Columbia,"Assault, level 1",59,448.68
2018,British Columbia,Total robbery,59,49.43
2018,British Columbia,Uttering threats,59,193.25
2018,British Columbia,Total other violent violations,59,11.35
2018,Yukon,Total violent Criminal Code violations,60,3927.93
2018,Yukon,Homicide,60,7.43
2018,Yukon,Total other violations causing death,60,0.0
2018,Yukon,Attempted murder,60,4.95
2018,Yukon,"Sexual assault, level 3, aggravated",60,4.95
2018,Yukon,"Sexual assault, level 2, weapon or bodily harm",60,4.95
2018,Yukon,"Sexual assault, level 1",60,198.01
2018,Yukon,Total sexual violations against children,60,69.3
2018,Yukon,"Assault, level 3, aggravated",60,29.7
2018,Yukon,"Assault, level 2, weapon or bodily harm",60,517.29
2018,Yukon,"Assault, level 1",60,1989.95
2018,Yukon,Total robbery,60,39.6
2018,Yukon,Uttering threats,60,638.57
2018,Yukon,Total other violent violations,60,12.38
2018,Northwest Territories,Total violent Criminal Code violations,61,8730.02
2018,Northwest Territories,Homicide,61,13.47
2018,Northwest Territories,Total other violations causing death,61,0.0
2018,Northwest Territories,Attempted murder,61,2.25
2018,Northwest Territories,"Sexual assault, level 3, aggravated",61,2.25
2018,Northwest Territories,"Sexual assault, level 2, weapon or bodily harm",61,0.0
2018,Northwest Territories,"Sexual assault, level 1",61,363.75
2018,Northwest Territories,Total sexual violations against children,61,141.46
2018,Northwest Territories,"Assault, level 3, aggravated",61,85.32
2018,Northwest Territories,"Assault, level 2, weapon or bodily harm",61,886.92
2018,Northwest Territories,"Assault, level 1",61,5164.36
2018,Northwest Territories,Total robbery,61,87.57
2018,Northwest Territories,Uttering threats,61,1216.99
2018,Northwest Territories,Total other violent violations,61,49.4
2018,Nunavut,Total violent Criminal Code violations,62,8830.44
2018,Nunavut,Homicide,62,20.88
2018,Nunavut,Total other violations causing death,62,0.0
2018,Nunavut,Attempted murder,62,20.88
2018,Nunavut,"Sexual assault, level 3, aggravated",62,18.27
2018,Nunavut,"Sexual assault, level 2, weapon or bodily harm",62,5.22
2018,Nunavut,"Sexual assault, level 1",62,435.78
2018,Nunavut,Total sexual violations against children,62,229.63
2018,Nunavut,"Assault, level 3, aggravated",62,164.4
2018,Nunavut,"Assault, level 2, weapon or bodily harm",62,1009.86
2018,Nunavut,"Assault, level 1",62,4603.1
2018,Nunavut,Total robbery,62,33.92
2018,Nunavut,Uttering threats,62,1195.14
2018,Nunavut,Total other violent violations,62,73.07
2019,Canada,Homicide,,1.83
2019,Canada,Total other violations causing death,,0.31
2019,Canada,Attempted murder,,2.33
2019,Canada,"Sexual assault, level 3, aggravated",,0.33
2019,Canada,"Sexual assault, level 2, weapon or bodily harm",,1.42
2019,Canada,"Sexual assault, level 1",,80.64
2019,Canada,Total sexual violations against children,,27.48
2019,Canada,"Assault, level 3, aggravated",,10.56
2019,Canada,"Assault, level 2, weapon or bodily harm",,158.71
2019,Canada,"Assault, level 1",,500.25
2019,Canada,Total robbery,,62.13
2019,Canada,Uttering threats,,214.86
2019,Canada,Total other violent violations,,19.31
2019,Newfoundland and Labrador,Total violent Criminal Code violations,10,1543.66
2019,Newfoundland and Labrador,Homicide,10,0.95
2019,Newfoundland and Labrador,Total other violations causing death,10,0.0
2019,Newfoundland and Labrador,Attempted murder,10,0.76
2019,Newfoundland and Labrador,"Sexual assault, level 3, aggravated",10,0.0
2019,Newfoundland and Labrador,"Sexual assault, level 2, weapon or bodily harm",10,0.95
2019,Newfoundland and Labrador,"Sexual assault, level 1",10,72.97
2019,Newfoundland and Labrador,Total sexual violations against children,10,29.38
2019,Newfoundland and Labrador,"Assault, level 3, aggravated",10,5.69
2019,Newfoundland and Labrador,"Assault, level 2, weapon or bodily harm",10,136.46
2019,Newfoundland and Labrador,"Assault, level 1",10,633.76
2019,Newfoundland and Labrador,Total robbery,10,31.27
2019,Newfoundland and Labrador,Uttering threats,10,393.83
2019,Newfoundland and Labrador,Total other violent violations,10,18.95
2019,Prince Edward Island,Total violent Criminal Code violations,11,1286.97
2019,Prince Edward Island,Homicide,11,1.28
2019,Prince Edward Island,Total other violations causing death,11,0.64
2019,Prince Edward Island,Attempted murder,11,0.0
2019,Prince Edward Island,"Sexual assault, level 3, aggravated",11,0.0
2019,Prince Edward Island,"Sexual assault, level 2, weapon or bodily harm",11,0.0
2019,Prince Edward Island,"Sexual assault, level 1",11,84.73
2019,Prince Edward Island,Total sexual violations against children,11,33.38
2019,Prince Edward Island,"Assault, level 3, aggravated",11,1.93
2019,Prince Edward Island,"Assault, level 2, weapon or bodily harm",11,68.04
2019,Prince Edward Island,"Assault, level 1",11,471.78
2019,Prince Edward Island,Total robbery,11,15.41
2019,Prince Edward Island,Uttering threats,11,268.95
2019,Prince Edward Island,Total other violent violations,11,21.82
2019,Nova Scotia,Total violent Criminal Code violations,12,1413.1
2019,Nova Scotia,Homicide,12,0.61
2019,Nova Scotia,Total other violations causing death,12,0.82
2019,Nova Scotia,Attempted murder,12,4.3
2019,Nova Scotia,"Sexual assault, level 3, aggravated",12,0.41
2019,Nova Scotia,"Sexual assault, level 2, weapon or bodily harm",12,1.54
2019,Nova Scotia,"Sexual assault, level 1",12,90.49
2019,Nova Scotia,Total sexual violations against children,12,32.08
2019,Nova Scotia,"Assault, level 3, aggravated",12,10.76
2019,Nova Scotia,"Assault, level 2, weapon or bodily harm",12,118.67
2019,Nova Scotia,"Assault, level 1",12,509.74
2019,Nova Scotia,Total robbery,12,24.49
2019,Nova Scotia,Uttering threats,12,312.77
2019,Nova Scotia,Total other violent violations,12,26.34
2019,New Brunswick,Total violent Criminal Code violations,13,1602.81
2019,New Brunswick,Homicide,13,2.19
2019,New Brunswick,Total other violations causing death,13,0.39
2019,New Brunswick,Attempted murder,13,2.19
2019,New Brunswick,"Sexual assault, level 3, aggravated",13,0.13
2019,New Brunswick,"Sexual assault, level 2, weapon or bodily harm",13,0.9
2019,New Brunswick,"Sexual assault, level 1",13,80.4
2019,New Brunswick,Total sexual violations against children,13,29.46
2019,New Brunswick,"Assault, level 3, aggravated",13,9.52
2019,New Brunswick,"Assault, level 2, weapon or bodily harm",13,142.27
2019,New Brunswick,"Assault, level 1",13,642.79
2019,New Brunswick,Total robbery,13,21.61
2019,New Brunswick,Uttering threats,13,341.79
2019,New Brunswick,Total other violent violations,13,32.67
2019,Quebec,Total violent Criminal Code violations,24,1129.95
2019,Quebec,Homicide,24,0.91
2019,Quebec,Total other violations causing death,24,0.53
2019,Quebec,Attempted murder,24,2.39
2019,Quebec,"Sexual assault, level 3, aggravated",24,0.29
2019,Quebec,"Sexual assault, level 2, weapon or bodily harm",24,1.32
2019,Quebec,"Sexual assault, level 1",24,68.62
2019,Quebec,Total sexual violations against children,24,35.58
2019,Quebec,"Assault, level 3, aggravated",24,3.57
2019,Quebec,"Assault, level 2, weapon or bodily harm",24,132.03
2019,Quebec,"Assault, level 1",24,432.26
2019,Quebec,Total robbery,24,40.48
2019,Quebec,Uttering threats,24,212.2
2019,Quebec,Total other violent violations,24,29.43
2019,Ontario,Total violent Criminal Code violations,35,940.34
2019,Ontario,Homicide,35,1.74
2019,Ontario,Total other violations causing death,35,0.2
2019,Ontario,Attempted murder,35,2.39
2019,Ontario,"Sexual assault, level 3, aggravated",35,0.21
2019,Ontario,"Sexual assault, level 2, weapon or bodily harm",35,1.48
2019,Ontario,"Sexual assault, level 1",35,74.39
2019,Ontario,Total sexual violations against children,35,15.91
2019,Ontario,"Assault, level 3, aggravated",35,7.78
2019,Ontario,"Assault, level 2, weapon or bodily harm",35,109.51
2019,Ontario,"Assault, level 1",35,370.3
2019,Ontario,Total robbery,35,61.37
2019,Ontario,Uttering threats,35,134.9
2019,Ontario,Total other violent violations,35,13.06
2019,Manitoba,Total violent Criminal Code violations,46,2198.41
2019,Manitoba,Homicide,46,5.26
2019,Manitoba,Total other violations causing death,46,0.22
2019,Manitoba,Attempted murder,46,2.04
2019,Manitoba,"Sexual assault, level 3, aggravated",46,0.51
2019,Manitoba,"Sexual assault, level 2, weapon or bodily harm",46,2.19
2019,Manitoba,"Sexual assault, level 1",46,120.87
2019,Manitoba,Total sexual violations against children,46,47.81
2019,Manitoba,"Assault, level 3, aggravated",46,40.87
2019,Manitoba,"Assault, level 2, weapon or bodily harm",46,410.72
2019,Manitoba,"Assault, level 1",46,880.05
2019,Manitoba,Total robbery,46,196.49
2019,Manitoba,Uttering threats,46,284.01
2019,Manitoba,Total other violent violations,46,21.82
2019,Saskatchewan,Total violent Criminal Code violations,47,2287.88
2019,Saskatchewan,Homicide,47,4.72
2019,Saskatchewan,Total other violations causing death,47,0.26
2019,Saskatchewan,Attempted murder,47,6.1
2019,Saskatchewan,"Sexual assault, level 3, aggravated",47,1.29
2019,Saskatchewan,"Sexual assault, level 2, weapon or bodily harm",47,1.2
2019,Saskatchewan,"Sexual assault, level 1",47,123.43
2019,Saskatchewan,Total sexual violations against children,47,45.87
2019,Saskatchewan,"Assault, level 3, aggravated",47,38.57
2019,Saskatchewan,"Assault, level 2, weapon or bodily harm",47,362.56
2019,Saskatchewan,"Assault, level 1",47,967.43
2019,Saskatchewan,Total robbery,47,95.77
2019,Saskatchewan,Uttering threats,47,316.43
2019,Saskatchewan,Total other violent violations,47,31.69
2019,Alberta,Total violent Criminal Code violations,48,1462.7
2019,Alberta,Homicide,48,2.3
2019,Alberta,Total other violations causing death,48,0.05
2019,Alberta,Attempted murder,48,1.22
2019,Alberta,"Sexual assault, level 3, aggravated",48,0.62
2019,Alberta,"Sexual assault, level 2, weapon or bodily harm",48,1.81
2019,Alberta,"Sexual assault, level 1",48,88.86
2019,Alberta,Total sexual violations against children,48,32.05
2019,Alberta,"Assault, level 3, aggravated",48,19.17
2019,Alberta,"Assault, level 2, weapon or bodily harm",48,215.21
2019,Alberta,"Assault, level 1",48,568.31
2019,Alberta,Total robbery,48,83.83
2019,Alberta,Uttering threats,48,210.36
2019,Alberta,Total other violent violations,48,15.68
2019,British Columbia,Total violent Criminal Code violations,59,1561.59
2019,British Columbia,Homicide,59,1.76
2019,British Columbia,Total other violations causing death,59,0.47
2019,British Columbia,Attempted murder,59,1.98
2019,British Columbia,"Sexual assault, level 3, aggravated",59,0.2
2019,British Columbia,"Sexual assault, level 2, weapon or bodily harm",59,1.06
2019,British Columbia,"Sexual assault, level 1",59,79.98
2019,British Columbia,Total sexual violations against children,59,28.82
2019,British Columbia,"Assault, level 3, aggravated",59,6.69
2019,British Columbia,"Assault, level 2, weapon or bodily harm",59,175.42
2019,British Columbia,"Assault, level 1",59,574.74
2019,British Columbia,Total robbery,59,56.07
2019,British Columbia,Uttering threats,59,320.7
2019,British Columbia,Total other violent violations,59,15.1
2019,Yukon,Total violent Criminal Code violations,60,5071.99
2019,Yukon,Homicide,60,2.43
2019,Yukon,Total other violations causing death,60,0.0
2019,Yukon,Attempted murder,60,2.43
2019,Yukon,"Sexual assault, level 3, aggravated",60,2.43
2019,Yukon,"Sexual assault, level 2, weapon or bodily harm",60,4.86
2019,Yukon,"Sexual assault, level 1",60,301.07
2019,Yukon,Total sexual violations against children,60,67.98
2019,Yukon,"Assault, level 3, aggravated",60,29.14
2019,Yukon,"Assault, level 2, weapon or bodily harm",60,524.44
2019,Yukon,"Assault, level 1",60,2512.93
2019,Yukon,Total robbery,60,53.41
2019,Yukon,Uttering threats,60,968.75
2019,Yukon,Total other violent violations,60,38.85
2019,Northwest Territories,Total violent Criminal Code violations,61,11205.62
2019,Northwest Territories,Homicide,61,4.5
2019,Northwest Territories,Total other violations causing death,61,0.0
2019,Northwest Territories,Attempted murder,61,2.25
2019,Northwest Territories,"Sexual assault, level 3, aggravated",61,4.5
2019,Northwest Territories,"Sexual assault, level 2, weapon or bodily harm",61,2.25
2019,Northwest Territories,"Sexual assault, level 1",61,582.78
2019,Northwest Territories,Total sexual violations against children,61,144.01
2019,Northwest Territories,"Assault, level 3, aggravated",61,96.76
2019,Northwest Territories,"Assault, level 2, weapon or bodily harm",61,1140.81
2019,Northwest Territories,"Assault, level 1",61,6282.35
2019,Northwest Territories,Total robbery,61,81.0
2019,Northwest Territories,Uttering threats,61,1770.85
2019,Northwest Territories,Total other violent violations,61,103.51
2019,Nunavut,Total violent Criminal Code violations,62,11071.35
2019,Nunavut,Homicide,62,18.02
2019,Nunavut,Total other violations causing death,62,0.0
2019,Nunavut,Attempted murder,62,15.45
2019,Nunavut,"Sexual assault, level 3, aggravated",62,5.15
2019,Nunavut,"Sexual assault, level 2, weapon or bodily harm",62,0.0
2019,Nunavut,"Sexual assault, level 1",62,550.99
2019,Nunavut,Total sexual violations against children,62,265.2
2019,Nunavut,"Assault, level 3, aggravated",62,213.7
2019,Nunavut,"Assault, level 2, weapon or bodily harm",62,1403.23
2019,Nunavut,"Assault, level 1",62,5733.93
2019,Nunavut,Total robbery,62,38.62
2019,Nunavut,Uttering threats,62,1665.85
2019,Nunavut,Total other violent violations,62,87.54
2020,Canada,Homicide,,2.0
2020,Canada,Total other violations causing death,,0.31
2020,Canada,Attempted murder,,2.24
2020,Canada,"Sexual assault, level 3, aggravated",,0.37
2020,Canada,"Sexual assault, level 2, weapon or bodily harm",,1.64
2020,Canada,"Sexual assault, level 1",,74.01
2020,Canada,Total sexual violations against children,,28.26
2020,Canada,"Assault, level 3, aggravated",,10.2
2020,Canada,"Assault, level 2, weapon or bodily harm",,172.24
2020,Canada,"Assault, level 1",,470.57
2020,Canada,Total robbery,,50.88
2020,Canada,Uttering threats,,223.04
2020,Canada,Total other violent violations,,19.64
2020,Newfoundland and Labrador,Total violent Criminal Code violations,10,1659.19
2020,Newfoundland and Labrador,Homicide,10,0.76
2020,Newfoundland and Labrador,Total other violations causing death,10,0.38
2020,Newfoundland and Labrador,Attempted murder,10,0.19
2020,Newfoundland and Labrador,"Sexual assault, level 3, aggravated",10,0.0
2020,Newfoundland and Labrador,"Sexual assault, level 2, weapon or bodily harm",10,0.57
2020,Newfoundland and Labrador,"Sexual assault, level 1",10,78.58
2020,Newfoundland and Labrador,Total sexual violations against children,10,29.99
2020,Newfoundland and Labrador,"Assault, level 3, aggravated",10,7.59
2020,Newfoundland and Labrador,"Assault, level 2, weapon or bodily harm",10,153.92
2020,Newfoundland and Labrador,"Assault, level 1",10,676.43
2020,Newfoundland and Labrador,Total robbery,10,24.1
2020,Newfoundland and Labrador,Uttering threats,10,424.76
2020,Newfoundland and Labrador,Total other violent violations,10,18.41
2020,Prince Edward Island,Total violent Criminal Code violations,11,1274.55
2020,Prince Edward Island,Homicide,11,0.63
2020,Prince Edward Island,Total other violations causing death,11,0.0
2020,Prince Edward Island,Attempted murder,11,0.0
2020,Prince Edward Island,"Sexual assault, level 3, aggravated",11,0.63
2020,Prince Edward Island,"Sexual assault, level 2, weapon or bodily harm",11,0.63
2020,Prince Edward Island,"Sexual assault, level 1",11,74.75
2020,Prince Edward Island,Total sexual violations against children,11,27.64
2020,Prince Edward Island,"Assault, level 3, aggravated",11,3.14
2020,Prince Edward Island,"Assault, level 2, weapon or bodily harm",11,70.35
2020,Prince Edward Island,"Assault, level 1",11,408.94
2020,Prince Edward Island,Total robbery,11,5.03
2020,Prince Edward Island,Uttering threats,11,309.69
2020,Prince Edward Island,Total other violent violations,11,24.5
2020,Nova Scotia,Total violent Criminal Code violations,12,1501.06
2020,Nova Scotia,Homicide,12,3.74
2020,Nova Scotia,Total other violations causing death,12,0.2
2020,Nova Scotia,Attempted murder,12,4.85
2020,Nova Scotia,"Sexual assault, level 3, aggravated",12,0.91
2020,Nova Scotia,"Sexual assault, level 2, weapon or bodily harm",12,1.31
2020,Nova Scotia,"Sexual assault, level 1",12,85.83
2020,Nova Scotia,Total sexual violations against children,12,32.96
2020,Nova Scotia,"Assault, level 3, aggravated",12,7.08
