Year,Geography,Sex,Age group,Value
2016,Quebec,Males,55 years and over,13.54
2016,Quebec,Males,65 years and over,5.33
2016,Saskatchewan,Both sexes,15 to 24 years,17.68
2016,Saskatchewan,Both sexes,15 years and over,20.66
2016,Saskatchewan,Both sexes,25 to 44 years,28.32
2016,Saskatchewan,Both sexes,25 to 54 years,28.89
2016,Saskatchewan,Both sexes,25 years and over,22.14
2016,Saskatchewan,Both sexes,45 years and over,17.78
2016,Saskatchewan,Both sexes,55 to 64 years,12.0
2016,Saskatchewan,Both sexes,55 years and over,10.14
2016,Saskatchewan,Both sexes,65 years and over,0.0
2016,Saskatchewan,Females,15 to 24 years,11.7
2016,Saskatchewan,Females,15 years and over,18.75
2016,Saskatchewan,Females,25 to 44 years,22.57
2016,Saskatchewan,Females,25 to 54 years,24.14
2016,Saskatchewan,Females,25 years and over,19.6
2016,Saskatchewan,Females,45 years and over,17.15
2016,Saskatchewan,Females,55 to 64 years,10.32
2016,Saskatchewan,Females,55 years and over,7.73
2016,Saskatchewan,Females,65 years and over,0.0
2016,Saskatchewan,Males,15 to 24 years,16.39
2016,Saskatchewan,Males,15 years and over,24.84
2016,Saskatchewan,Males,25 to 44 years,48.33
2016,Saskatchewan,Males,25 to 54 years,45.35
2016,Saskatchewan,Males,25 years and over,27.23
2016,Saskatchewan,Males,45 years and over,16.79
2016,Saskatchewan,Males,55 to 64 years,16.67
2016,Saskatchewan,Males,55 years and over,9.52
2016,Saskatchewan,Males,65 years and over,0.0
2017,Alberta,Both sexes,15 to 24 years,21.61
2017,Alberta,Both sexes,15 years and over,26.2
2017,Alberta,Both sexes,25 to 44 years,31.37
2017,Alberta,Both sexes,25 to 54 years,32.55
2017,Alberta,Both sexes,25 years and over,28.31
2017,Alberta,Both sexes,45 years and over,25.57
2017,Alberta,Both sexes,55 to 64 years,26.26
2017,Alberta,Both sexes,55 years and over,20.04
2017,Alberta,Both sexes,65 years and over,6.38
2017,Alberta,Females,15 to 24 years,21.87
2017,Alberta,Females,15 years and over,24.21
2017,Alberta,Females,25 to 44 years,26.47
2017,Alberta,Females,25 to 54 years,27.31
2017,Alberta,Females,25 years and over,25.06
2017,Alberta,Females,45 years and over,23.7
2017,Alberta,Females,55 to 64 years,21.86
2017,Alberta,Females,55 years and over,18.08
2017,Alberta,Females,65 years and over,0.0
2017,Alberta,Males,15 to 24 years,19.47
2017,Alberta,Males,15 years and over,30.59
2017,Alberta,Males,25 to 44 years,46.18
2017,Alberta,Males,25 to 54 years,48.4
2017,Alberta,Males,25 years and over,36.99
2017,Alberta,Males,45 years and over,27.25
2017,Alberta,Males,55 to 64 years,18.62
2017,Alberta,Males,55 years and over,12.22
2017,Alberta,Males,65 years and over,0.0
2017,British Columbia,Both sexes,15 to 24 years,17.49
2017,British Columbia,Both sexes,15 years and over,20.9
2017,British Columbia,Both sexes,25 to 44 years,27.2
2017,British Columbia,Both sexes,25 to 54 years,27.11
2017,British Columbia,Both sexes,25 years and over,22.49
2017,British Columbia,Both sexes,45 years and over,19.25
2017,British Columbia,Both sexes,55 to 64 years,19.26
2017,British Columbia,Both sexes,55 years and over,14.94
2017,British Columbia,Both sexes,65 years and over,5.21
2017,British Columbia,Females,15 to 24 years,17.18
2017,British Columbia,Females,15 years and over,19.01
2017,British Columbia,Females,25 to 44 years,22.98
2017,British Columbia,Females,25 to 54 years,22.71
2017,British Columbia,Females,25 years and over,19.79
2017,British Columbia,Females,45 years and over,17.4
2017,British Columbia,Females,55 to 64 years,13.11
2017,British Columbia,Females,55 years and over,12.77
2017,British Columbia,Females,65 years and over,5.99
2017,British Columbia,Males,15 to 24 years,15.97
2017,British Columbia,Males,15 years and over,24.44
2017,British Columbia,Males,25 to 44 years,39.1
2017,British Columbia,Males,25 to 54 years,39.34
2017,British Columbia,Males,25 years and over,28.53
2017,British Columbia,Males,45 years and over,23.03
2017,British Columbia,Males,55 to 64 years,12.5
2017,British Columbia,Males,55 years and over,12.13
2017,British Columbia,Males,65 years and over,0.0
2017,Canada,Both sexes,15 to 24 years,17.87
2017,Canada,Both sexes,25 to 44 years,34.0
2017,Canada,Both sexes,25 to 54 years,34.13
2017,Canada,Both sexes,25 years and over,27.57
2017,Canada,Both sexes,45 years and over,22.85
2017,Canada,Both sexes,55 to 64 years,22.54
2017,Canada,Both sexes,55 years and over,16.79
2017,Canada,Both sexes,65 years and over,6.76
2017,Canada,Females,15 to 24 years,17.24
2017,Canada,Females,15 years and over,23.25
2017,Canada,Females,25 to 44 years,30.61
2017,Canada,Females,25 to 54 years,30.42
2017,Canada,Females,25 years and over,25.94
2017,Canada,Females,45 years and over,22.15
2017,Canada,Females,55 to 64 years,21.01
2017,Canada,Females,55 years and over,17.01
2017,Canada,Females,65 years and over,5.74
2017,Canada,Males,15 to 24 years,18.69
2017,Canada,Males,15 years and over,25.82
2017,Canada,Males,25 to 44 years,43.35
2017,Canada,Males,25 to 54 years,44.62
2017,Canada,Males,25 years and over,31.13
2017,Canada,Males,45 years and over,24.21
2017,Canada,Males,55 to 64 years,25.87
2017,Canada,Males,55 years and over,16.36
2017,Canada,Males,65 years and over,5.63
2017,Manitoba,Both sexes,15 to 24 years,20.31
2017,Manitoba,Both sexes,15 years and over,22.64
2017,Manitoba,Both sexes,25 to 44 years,30.23
2017,Manitoba,Both sexes,25 to 54 years,30.49
2017,Manitoba,Both sexes,25 years and over,23.98
2017,Manitoba,Both sexes,45 years and over,19.32
2017,Manitoba,Both sexes,55 to 64 years,17.51
2017,Manitoba,Both sexes,55 years and over,12.03
2017,Manitoba,Both sexes,65 years and over,0.0
2017,Manitoba,Females,15 to 24 years,18.7
2017,Manitoba,Females,15 years and over,21.26
2017,Manitoba,Females,25 to 44 years,27.41
2017,Manitoba,Females,25 to 54 years,26.65
2017,Manitoba,Females,25 years and over,22.46
2017,Manitoba,Females,45 years and over,18.54
2017,Manitoba,Females,55 to 64 years,12.0
2017,Manitoba,Females,55 years and over,9.34
2017,Manitoba,Females,65 years and over,0.0
2017,Manitoba,Males,15 to 24 years,21.99
2017,Manitoba,Males,15 years and over,25.36
2017,Manitoba,Males,25 to 44 years,35.29
2017,Manitoba,Males,25 to 54 years,38.94
2017,Manitoba,Males,25 years and over,28.25
2017,Manitoba,Males,45 years and over,18.84
2017,Manitoba,Males,55 to 64 years,11.32
2017,Manitoba,Males,55 years and over,6.36
2017,Manitoba,Males,65 years and over,0.0
2017,New Brunswick,Both sexes,15 to 24 years,18.78
2017,New Brunswick,Both sexes,15 years and over,24.61
2017,New Brunswick,Both sexes,25 to 44 years,37.61
2017,New Brunswick,Both sexes,25 to 54 years,37.64
2017,New Brunswick,Both sexes,25 years and over,26.57
2017,New Brunswick,Both sexes,45 years and over,18.81
2017,New Brunswick,Both sexes,55 to 64 years,12.36
2017,New Brunswick,Both sexes,55 years and over,12.74
2017,New Brunswick,Both sexes,65 years and over,0.0
2017,New Brunswick,Females,15 to 24 years,18.02
2017,New Brunswick,Females,15 years and over,24.2
2017,New Brunswick,Females,25 to 44 years,25.0
2017,New Brunswick,Females,25 to 54 years,33.09
2017,New Brunswick,Females,25 years and over,25.86
2017,New Brunswick,Females,45 years and over,17.36
2017,New Brunswick,Females,55 to 64 years,12.7
2017,New Brunswick,Females,55 years and over,9.57
2017,New Brunswick,Females,65 years and over,0.0
2017,New Brunswick,Males,15 to 24 years,10.0
2017,New Brunswick,Males,15 years and over,25.0
2017,New Brunswick,Males,25 to 44 years,41.38
2017,New Brunswick,Males,25 to 54 years,40.0
2017,New Brunswick,Males,25 years and over,23.3
2017,New Brunswick,Males,45 years and over,12.16
2017,New Brunswick,Males,55 to 64 years,0.0
2017,New Brunswick,Males,55 years and over,9.52
2017,New Brunswick,Males,65 years and over,0.0
2017,Newfoundland and Labrador,Both sexes,15 to 24 years,21.17
2017,Newfoundland and Labrador,Both sexes,15 years and over,37.35
2017,Newfoundland and Labrador,Both sexes,25 to 44 years,47.56
2017,Newfoundland and Labrador,Both sexes,25 to 54 years,55.74
2017,Newfoundland and Labrador,Both sexes,25 years and over,47.18
2017,Newfoundland and Labrador,Both sexes,45 years and over,43.36
2017,Newfoundland and Labrador,Both sexes,55 to 64 years,32.69
2017,Newfoundland and Labrador,Both sexes,55 years and over,27.4
2017,Newfoundland and Labrador,Both sexes,65 years and over,0.0
2017,Newfoundland and Labrador,Females,15 to 24 years,14.1
2017,Newfoundland and Labrador,Females,15 years and over,37.16
2017,Newfoundland and Labrador,Females,25 to 44 years,45.0
2017,Newfoundland and Labrador,Females,25 to 54 years,52.17
2017,Newfoundland and Labrador,Females,25 years and over,46.43
2017,Newfoundland and Labrador,Females,45 years and over,40.0
2017,Newfoundland and Labrador,Females,55 to 64 years,21.05
2017,Newfoundland and Labrador,Females,55 years and over,16.67
2017,Newfoundland and Labrador,Females,65 years and over,0.0
2017,Newfoundland and Labrador,Males,15 to 24 years,13.56
2017,Newfoundland and Labrador,Males,15 years and over,35.09
2017,Newfoundland and Labrador,Males,25 to 44 years,45.45
2017,Newfoundland and Labrador,Males,25 to 54 years,48.39
2017,Newfoundland and Labrador,Males,25 years and over,40.0
2017,Newfoundland and Labrador,Males,45 years and over,27.27
2017,Newfoundland and Labrador,Males,55 to 64 years,0.0
2017,Newfoundland and Labrador,Males,55 years and over,20.0
2017,Newfoundland and Labrador,Males,65 years and over,0.0
2017,Nova Scotia,Both sexes,15 to 24 years,20.28
2017,Nova Scotia,Both sexes,15 years and over,26.04
2017,Nova Scotia,Both sexes,25 to 44 years,34.78
2017,Nova Scotia,Both sexes,25 to 54 years,36.83
2017,Nova Scotia,Both sexes,25 years and over,28.7
2017,Nova Scotia,Both sexes,45 years and over,24.86
2017,Nova Scotia,Both sexes,55 to 64 years,19.21
2017,Nova Scotia,Both sexes,55 years and over,16.33
2017,Nova Scotia,Both sexes,65 years and over,6.38
2017,Nova Scotia,Females,15 to 24 years,15.24
2017,Nova Scotia,Females,15 years and over,24.86
2017,Nova Scotia,Females,25 to 44 years,33.56
2017,Nova Scotia,Females,25 to 54 years,34.62
2017,Nova Scotia,Females,25 years and over,28.13
2017,Nova Scotia,Females,45 years and over,25.21
2017,Nova Scotia,Females,55 to 64 years,17.12
2017,Nova Scotia,Females,55 years and over,14.01
2017,Nova Scotia,Females,65 years and over,0.0
2017,Nova Scotia,Males,15 to 24 years,21.55
2017,Nova Scotia,Males,15 years and over,27.97
2017,Nova Scotia,Males,25 to 44 years,29.31
2017,Nova Scotia,Males,25 to 54 years,34.57
2017,Nova Scotia,Males,25 years and over,30.0
2017,Nova Scotia,Males,45 years and over,21.43
2017,Nova Scotia,Males,55 to 64 years,17.5
2017,Nova Scotia,Males,55 years and over,11.36
2017,Nova Scotia,Males,65 years and over,0.0
2017,Ontario,Both sexes,15 to 24 years,20.3
2017,Ontario,Both sexes,15 years and over,26.6
2017,Ontario,Both sexes,25 to 44 years,37.78
2017,Ontario,Both sexes,25 to 54 years,37.87
2017,Ontario,Both sexes,25 years and over,30.18
2017,Ontario,Both sexes,45 years and over,24.68
2017,Ontario,Both sexes,55 to 64 years,23.51
2017,Ontario,Both sexes,55 years and over,17.43
2017,Ontario,Both sexes,65 years and over,6.25
2017,Ontario,Females,15 to 24 years,19.81
2017,Ontario,Females,15 years and over,26.34
2017,Ontario,Females,25 to 44 years,35.75
2017,Ontario,Females,25 to 54 years,34.94
2017,Ontario,Females,25 years and over,29.3
2017,Ontario,Females,45 years and over,24.2
2017,Ontario,Females,55 to 64 years,22.35
2017,Ontario,Females,55 years and over,18.22
2017,Ontario,Females,65 years and over,7.38
2017,Ontario,Males,15 to 24 years,20.95
2017,Ontario,Males,15 years and over,27.08
2017,Ontario,Males,25 to 44 years,43.46
2017,Ontario,Males,25 to 54 years,46.07
2017,Ontario,Males,25 years and over,32.13
2017,Ontario,Males,45 years and over,25.61
2017,Ontario,Males,55 to 64 years,26.18
2017,Ontario,Males,55 years and over,16.08
2017,Ontario,Males,65 years and over,5.16
2017,Prince Edward Island,Both sexes,15 to 24 years,13.04
2017,Prince Edward Island,Both sexes,15 years and over,25.83
2017,Prince Edward Island,Both sexes,25 to 44 years,38.46
2017,Prince Edward Island,Both sexes,25 to 54 years,41.03
2017,Prince Edward Island,Both sexes,25 years and over,29.33
2017,Prince Edward Island,Both sexes,45 years and over,16.67
2017,Prince Edward Island,Both sexes,55 to 64 years,10.53
2017,Prince Edward Island,Both sexes,55 years and over,13.89
2017,Prince Edward Island,Both sexes,65 years and over,0.0
2017,Prince Edward Island,Females,15 to 24 years,14.29
2017,Prince Edward Island,Females,15 years and over,25.64
2017,Prince Edward Island,Females,25 to 44 years,30.0
2017,Prince Edward Island,Females,25 to 54 years,34.48
2017,Prince Edward Island,Females,25 years and over,32.0
2017,Prince Edward Island,Females,45 years and over,16.67
2017,Prince Edward Island,Females,55 to 64 years,15.38
2017,Prince Edward Island,Females,55 years and over,9.52
2017,Prince Edward Island,Females,65 years and over,0.0
2017,Prince Edward Island,Males,15 to 24 years,11.76
2017,Prince Edward Island,Males,15 years and over,19.05
2017,Prince Edward Island,Males,25 to 44 years,0.0
2017,Prince Edward Island,Males,25 to 54 years,20.0
2017,Prince Edward Island,Males,25 years and over,20.0
2017,Prince Edward Island,Males,45 years and over,11.11
2017,Prince Edward Island,Males,55 to 64 years,0.0
2017,Prince Edward Island,Males,55 years and over,0.0
2017,Prince Edward Island,Males,65 years and over,0.0
2017,Quebec,Both sexes,15 to 24 years,11.35
2017,Quebec,Both sexes,15 years and over,20.74
2017,Quebec,Both sexes,25 to 44 years,33.76
2017,Quebec,Both sexes,25 to 54 years,33.34
2017,Quebec,Both sexes,25 years and over,26.44
2017,Quebec,Both sexes,45 years and over,21.05
2017,Quebec,Both sexes,55 to 64 years,21.33
2017,Quebec,Both sexes,55 years and over,15.31
2017,Quebec,Both sexes,65 years and over,4.52
2017,Quebec,Females,15 to 24 years,10.48
2017,Quebec,Females,15 years and over,19.95
2017,Quebec,Females,25 to 44 years,29.91
2017,Quebec,Females,25 to 54 years,29.61
2017,Quebec,Females,25 years and over,25.04
2017,Quebec,Females,45 years and over,21.01
2017,Quebec,Females,55 to 64 years,19.85
2017,Quebec,Females,55 years and over,15.83
2017,Quebec,Females,65 years and over,0.0
2017,Quebec,Males,15 to 24 years,12.62
2017,Quebec,Males,15 years and over,22.06
2017,Quebec,Males,25 to 44 years,42.72
2017,Quebec,Males,25 to 54 years,42.08
2017,Quebec,Males,25 years and over,29.0
2017,Quebec,Males,45 years and over,21.28
2017,Quebec,Males,55 to 64 years,24.4
2017,Quebec,Males,55 years and over,14.64
2017,Quebec,Males,65 years and over,0.0
2017,Saskatchewan,Both sexes,15 to 24 years,20.48
2017,Saskatchewan,Both sexes,15 years and over,23.77
2017,Saskatchewan,Both sexes,25 to 44 years,32.84
2017,Saskatchewan,Both sexes,25 to 54 years,32.22
2017,Saskatchewan,Both sexes,25 years and over,25.23
2017,Saskatchewan,Both sexes,45 years and over,20.51
2017,Saskatchewan,Both sexes,55 to 64 years,16.67
2017,Saskatchewan,Both sexes,55 years and over,12.23
2017,Saskatchewan,Both sexes,65 years and over,5.45
2017,Saskatchewan,Females,15 to 24 years,21.03
2017,Saskatchewan,Females,15 years and over,22.67
2017,Saskatchewan,Females,25 to 44 years,28.29
2017,Saskatchewan,Females,25 to 54 years,27.76
2017,Saskatchewan,Females,25 years and over,23.57
2017,Saskatchewan,Females,45 years and over,19.17
2017,Saskatchewan,Females,55 to 64 years,14.53
2017,Saskatchewan,Females,55 years and over,11.63
2017,Saskatchewan,Females,65 years and over,0.0
2017,Saskatchewan,Males,15 to 24 years,18.25
2017,Saskatchewan,Males,15 years and over,25.98
2017,Saskatchewan,Males,25 to 44 years,42.42
2017,Saskatchewan,Males,25 to 54 years,44.94
2017,Saskatchewan,Males,25 years and over,28.21
2017,Saskatchewan,Males,45 years and over,17.83
2017,Saskatchewan,Males,55 to 64 years,13.46
2017,Saskatchewan,Males,55 years and over,10.38
2017,Saskatchewan,Males,65 years and over,0.0
2018,Alberta,Both sexes,15 to 24 years,22.75
2018,Alberta,Both sexes,15 years and over,24.86
2018,Alberta,Both sexes,25 to 44 years,29.02
2018,Alberta,Both sexes,25 to 54 years,30.57
2018,Alberta,Both sexes,25 years and over,25.81
2018,Alberta,Both sexes,45 years and over,22.87
2018,Alberta,Both sexes,55 to 64 years,19.31
2018,Alberta,Both sexes,55 years and over,16.6
2018,Alberta,Both sexes,65 years and over,5.13
2018,Alberta,Females,15 to 24 years,22.19
2018,Alberta,Females,15 years and over,22.67
2018,Alberta,Females,25 to 44 years,24.81
2018,Alberta,Females,25 to 54 years,26.22
2018,Alberta,Females,25 years and over,22.85
2018,Alberta,Females,45 years and over,20.74
2018,Alberta,Females,55 to 64 years,12.95
2018,Alberta,Females,55 years and over,10.63
2018,Alberta,Females,65 years and over,0.0
2018,Alberta,Males,15 to 24 years,20.87
2018,Alberta,Males,15 years and over,29.46
2018,Alberta,Males,25 to 44 years,40.49
2018,Alberta,Males,25 to 54 years,45.5
2018,Alberta,Males,25 years and over,33.25
2018,Alberta,Males,45 years and over,25.59
2018,Alberta,Males,55 to 64 years,16.84
2018,Alberta,Males,55 years and over,16.0
2018,Alberta,Males,65 years and over,0.0
2018,British Columbia,Both sexes,15 to 24 years,12.38
2018,British Columbia,Both sexes,15 years and over,17.56
2018,British Columbia,Both sexes,25 to 44 years,24.15
2018,British Columbia,Both sexes,25 to 54 years,24.0
2018,British Columbia,Both sexes,25 years and over,19.92
2018,British Columbia,Both sexes,45 years and over,16.89
2018,British Columbia,Both sexes,55 to 64 years,16.59
2018,British Columbia,Both sexes,55 years and over,13.16
2018,British Columbia,Both sexes,65 years and over,4.41
2018,British Columbia,Females,15 to 24 years,12.45
2018,British Columbia,Females,15 years and over,15.73
2018,British Columbia,Females,25 to 44 years,19.78
2018,British Columbia,Females,25 to 54 years,19.75
2018,British Columbia,Females,25 years and over,16.98
2018,British Columbia,Females,45 years and over,14.73
2018,British Columbia,Females,55 to 64 years,8.04
2018,British Columbia,Females,55 years and over,8.68
2018,British Columbia,Females,65 years and over,0.0
2018,British Columbia,Males,15 to 24 years,10.96
2018,British Columbia,Males,15 years and over,21.36
2018,British Columbia,Males,25 to 44 years,33.33
2018,British Columbia,Males,25 to 54 years,36.52
2018,British Columbia,Males,25 years and over,26.8
2018,British Columbia,Males,45 years and over,21.44
2018,British Columbia,Males,55 to 64 years,14.44
2018,British Columbia,Males,55 years and over,9.51
2018,British Columbia,Males,65 years and over,0.0
2018,Canada,Both sexes,15 to 24 years,15.62
2018,Canada,Both sexes,25 to 44 years,30.93
2018,Canada,Both sexes,25 to 54 years,31.08
2018,Canada,Both sexes,25 years and over,25.06
2018,Canada,Both sexes,45 years and over,20.81
2018,Canada,Both sexes,55 to 64 years,19.97
2018,Canada,Both sexes,55 years and over,15.4
2018,Canada,Both sexes,65 years and over,7.88
2018,Canada,Females,15 to 24 years,15.58
2018,Canada,Females,15 years and over,20.84
2018,Canada,Females,25 to 44 years,27.24
2018,Canada,Females,25 to 54 years,27.46
2018,Canada,Females,25 years and over,23.14
2018,Canada,Females,45 years and over,19.87
2018,Canada,Females,55 to 64 years,17.71
2018,Canada,Females,55 years and over,14.72
2018,Canada,Females,65 years and over,5.51
2018,Canada,Males,15 to 24 years,15.64
2018,Canada,Males,15 years and over,23.51
2018,Canada,Males,25 to 44 years,41.13
2018,Canada,Males,25 to 54 years,41.74
2018,Canada,Males,25 years and over,29.45
2018,Canada,Males,45 years and over,22.69
2018,Canada,Males,55 to 64 years,25.02
2018,Canada,Males,55 years and over,16.5
2018,Canada,Males,65 years and over,7.64
2018,Manitoba,Both sexes,15 to 24 years,19.22
2018,Manitoba,Both sexes,15 years and over,22.91
2018,Manitoba,Both sexes,25 to 44 years,31.36
2018,Manitoba,Both sexes,25 to 54 years,31.59
2018,Manitoba,Both sexes,25 years and over,24.97
2018,Manitoba,Both sexes,45 years and over,19.91
2018,Manitoba,Both sexes,55 to 64 years,17.55
2018,Manitoba,Both sexes,55 years and over,14.73
2018,Manitoba,Both sexes,65 years and over,5.34
2018,Manitoba,Females,15 to 24 years,20.22
2018,Manitoba,Females,15 years and over,21.97
2018,Manitoba,Females,25 to 44 years,26.52
2018,Manitoba,Females,25 to 54 years,27.2
2018,Manitoba,Females,25 years and over,22.63
2018,Manitoba,Females,45 years and over,19.3
2018,Manitoba,Females,55 to 64 years,13.04
2018,Manitoba,Females,55 years and over,11.27
2018,Manitoba,Females,65 years and over,0.0
2018,Manitoba,Males,15 to 24 years,16.23
2018,Manitoba,Males,15 years and over,24.53
2018,Manitoba,Males,25 to 44 years,41.76
2018,Manitoba,Males,25 to 54 years,41.46
2018,Manitoba,Males,25 years and over,30.67
2018,Manitoba,Males,45 years and over,16.33
2018,Manitoba,Males,55 to 64 years,16.0
2018,Manitoba,Males,55 years and over,9.57
2018,Manitoba,Males,65 years and over,0.0
2018,New Brunswick,Both sexes,15 to 24 years,20.88
2018,New Brunswick,Both sexes,15 years and over,23.17
2018,New Brunswick,Both sexes,25 to 44 years,31.03
2018,New Brunswick,Both sexes,25 to 54 years,31.43
2018,New Brunswick,Both sexes,25 years and over,24.11
2018,New Brunswick,Both sexes,45 years and over,20.45
2018,New Brunswick,Both sexes,55 to 64 years,12.87
2018,New Brunswick,Both sexes,55 years and over,9.32
2018,New Brunswick,Both sexes,65 years and over,0.0
2018,New Brunswick,Females,15 to 24 years,19.27
2018,New Brunswick,Females,15 years and over,23.85
2018,New Brunswick,Females,25 to 44 years,25.0
2018,New Brunswick,Females,25 to 54 years,30.88
2018,New Brunswick,Females,25 years and over,24.27
2018,New Brunswick,Females,45 years and over,16.45
2018,New Brunswick,Females,55 to 64 years,12.33
2018,New Brunswick,Females,55 years and over,9.71
2018,New Brunswick,Females,65 years and over,0.0
2018,New Brunswick,Males,15 to 24 years,13.51
2018,New Brunswick,Males,15 years and over,21.76
2018,New Brunswick,Males,25 to 44 years,20.69
2018,New Brunswick,Males,25 to 54 years,20.51
2018,New Brunswick,Males,25 years and over,18.56
2018,New Brunswick,Males,45 years and over,10.29
2018,New Brunswick,Males,55 to 64 years,0.0
2018,New Brunswick,Males,55 years and over,8.62
2018,New Brunswick,Males,65 years and over,0.0
2018,Newfoundland and Labrador,Both sexes,15 to 24 years,16.67
2018,Newfoundland and Labrador,Both sexes,15 years and over,34.62
2018,Newfoundland and Labrador,Both sexes,25 to 44 years,46.67
2018,Newfoundland and Labrador,Both sexes,25 to 54 years,47.71
2018,Newfoundland and Labrador,Both sexes,25 years and over,40.76
2018,Newfoundland and Labrador,Both sexes,45 years and over,33.08
2018,Newfoundland and Labrador,Both sexes,55 to 64 years,22.64
2018,Newfoundland and Labrador,Both sexes,55 years and over,18.82
2018,Newfoundland and Labrador,Both sexes,65 years and over,0.0
2018,Newfoundland and Labrador,Females,15 to 24 years,10.96
2018,Newfoundland and Labrador,Females,15 years and over,35.32
2018,Newfoundland and Labrador,Females,25 to 44 years,34.29
2018,Newfoundland and Labrador,Females,25 to 54 years,47.22
2018,Newfoundland and Labrador,Females,25 years and over,41.1
2018,Newfoundland and Labrador,Females,45 years and over,29.03
2018,Newfoundland and Labrador,Females,55 to 64 years,23.08
2018,Newfoundland and Labrador,Females,55 years and over,18.52
2018,Newfoundland and Labrador,Females,65 years and over,0.0
2018,Newfoundland and Labrador,Males,15 to 24 years,18.87
2018,Newfoundland and Labrador,Males,15 years and over,31.01
2018,Newfoundland and Labrador,Males,25 to 44 years,30.56
2018,Newfoundland and Labrador,Males,25 to 54 years,35.56
2018,Newfoundland and Labrador,Males,25 years and over,37.33
2018,Newfoundland and Labrador,Males,45 years and over,22.5
2018,Newfoundland and Labrador,Males,55 to 64 years,0.0
2018,Newfoundland and Labrador,Males,55 years and over,20.0
2018,Newfoundland and Labrador,Males,65 years and over,0.0
2018,Nova Scotia,Both sexes,15 to 24 years,21.9
2018,Nova Scotia,Both sexes,15 years and over,25.06
2018,Nova Scotia,Both sexes,25 to 44 years,32.29
2018,Nova Scotia,Both sexes,25 to 54 years,33.89
2018,Nova Scotia,Both sexes,25 years and over,26.7
2018,Nova Scotia,Both sexes,45 years and over,23.51
2018,Nova Scotia,Both sexes,55 to 64 years,15.17
2018,Nova Scotia,Both sexes,55 years and over,14.98
2018,Nova Scotia,Both sexes,65 years and over,8.54
2018,Nova Scotia,Females,15 to 24 years,20.13
2018,Nova Scotia,Females,15 years and over,24.9
2018,Nova Scotia,Females,25 to 44 years,29.08
2018,Nova Scotia,Females,25 to 54 years,31.72
2018,Nova Scotia,Females,25 years and over,27.0
2018,Nova Scotia,Females,45 years and over,23.87
2018,Nova Scotia,Females,55 to 64 years,15.62
2018,Nova Scotia,Females,55 years and over,13.24
2018,Nova Scotia,Females,65 years and over,0.0
2018,Nova Scotia,Males,15 to 24 years,20.87
2018,Nova Scotia,Males,15 years and over,25.0
2018,Nova Scotia,Males,25 to 44 years,29.41
2018,Nova Scotia,Males,25 to 54 years,32.43
2018,Nova Scotia,Males,25 years and over,22.42
2018,Nova Scotia,Males,45 years and over,19.3
2018,Nova Scotia,Males,55 to 64 years,16.33
2018,Nova Scotia,Males,55 years and over,12.09
2018,Nova Scotia,Males,65 years and over,0.0
2018,Ontario,Both sexes,15 to 24 years,17.35
2018,Ontario,Both sexes,15 years and over,24.02
2018,Ontario,Both sexes,25 to 44 years,34.69
2018,Ontario,Both sexes,25 to 54 years,34.45
2018,Ontario,Both sexes,25 years and over,27.85
2018,Ontario,Both sexes,45 years and over,22.86
2018,Ontario,Both sexes,55 to 64 years,22.89
2018,Ontario,Both sexes,55 years and over,17.21
2018,Ontario,Both sexes,65 years and over,6.96
2018,Ontario,Females,15 to 24 years,17.1
2018,Ontario,Females,15 years and over,23.11
2018,Ontario,Females,25 to 44 years,30.68
2018,Ontario,Females,25 to 54 years,30.52
2018,Ontario,Females,25 years and over,25.85
2018,Ontario,Females,45 years and over,22.19
2018,Ontario,Females,55 to 64 years,20.8
2018,Ontario,Females,55 years and over,16.97
2018,Ontario,Females,65 years and over,7.26
2018,Ontario,Males,15 to 24 years,17.66
2018,Ontario,Males,15 years and over,25.65
2018,Ontario,Males,25 to 44 years,44.65
2018,Ontario,Males,25 to 54 years,45.17
2018,Ontario,Males,25 years and over,32.22
2018,Ontario,Males,45 years and over,24.25
2018,Ontario,Males,55 to 64 years,27.36
2018,Ontario,Males,55 years and over,17.77
2018,Ontario,Males,65 years and over,6.67
2018,Prince Edward Island,Both sexes,15 to 24 years,20.0
2018,Prince Edward Island,Both sexes,15 years and over,26.23
2018,Prince Edward Island,Both sexes,25 to 44 years,28.57
2018,Prince Edward Island,Both sexes,25 to 54 years,38.1
2018,Prince Edward Island,Both sexes,25 years and over,29.87
2018,Prince Edward Island,Both sexes,45 years and over,25.0
2018,Prince Edward Island,Both sexes,55 to 64 years,15.79
2018,Prince Edward Island,Both sexes,55 years and over,11.43
2018,Prince Edward Island,Both sexes,65 years and over,0.0
2018,Prince Edward Island,Females,15 to 24 years,14.29
2018,Prince Edward Island,Females,15 years and over,26.83
2018,Prince Edward Island,Females,25 to 44 years,27.27
2018,Prince Edward Island,Females,25 to 54 years,27.27
2018,Prince Edward Island,Females,25 years and over,31.48
2018,Prince Edward Island,Females,45 years and over,19.35
2018,Prince Edward Island,Females,55 to 64 years,15.38
2018,Prince Edward Island,Females,55 years and over,14.29
2018,Prince Edward Island,Females,65 years and over,0.0
2018,Prince Edward Island,Males,15 to 24 years,11.76
2018,Prince Edward Island,Males,15 years and over,22.5
2018,Prince Edward Island,Males,25 to 44 years,0.0
2018,Prince Edward Island,Males,25 to 54 years,22.22
2018,Prince Edward Island,Males,25 years and over,26.09
2018,Prince Edward Island,Males,45 years and over,17.65
