Year,Geography,Source,GeoCode,Value
1995,Prince Edward Island,"Light Manufacturing, Construction and Forest Resources",11,0.097981287
1996,Prince Edward Island,"Light Manufacturing, Construction and Forest Resources",11,0.117011082
1997,Prince Edward Island,"Light Manufacturing, Construction and Forest Resources",11,0.137172592
1998,Prince Edward Island,"Light Manufacturing, Construction and Forest Resources",11,0.120851716
1999,Prince Edward Island,"Light Manufacturing, Construction and Forest Resources",11,0.083318396
2000,Prince Edward Island,"Light Manufacturing, Construction and Forest Resources",11,0.164242744
2001,Prince Edward Island,"Light Manufacturing, Construction and Forest Resources",11,0.152170831
2002,Prince Edward Island,"Light Manufacturing, Construction and Forest Resources",11,0.146351118
2003,Prince Edward Island,"Light Manufacturing, Construction and Forest Resources",11,0.164950199
2004,Prince Edward Island,"Light Manufacturing, Construction and Forest Resources",11,0.171189325
2005,Prince Edward Island,"Light Manufacturing, Construction and Forest Resources",11,0.173171122
2006,Prince Edward Island,"Light Manufacturing, Construction and Forest Resources",11,0.190539372
2007,Prince Edward Island,"Light Manufacturing, Construction and Forest Resources",11,0.204150296
2008,Prince Edward Island,"Light Manufacturing, Construction and Forest Resources",11,0.188160893
2009,Prince Edward Island,"Light Manufacturing, Construction and Forest Resources",11,0.158615967
2010,Prince Edward Island,"Light Manufacturing, Construction and Forest Resources",11,0.212671629
2011,Prince Edward Island,"Light Manufacturing, Construction and Forest Resources",11,0.172999553
2012,Prince Edward Island,"Light Manufacturing, Construction and Forest Resources",11,0.205355396
2013,Prince Edward Island,"Light Manufacturing, Construction and Forest Resources",11,0.12929688
2014,Prince Edward Island,"Light Manufacturing, Construction and Forest Resources",11,0.089616206
2015,Prince Edward Island,"Light Manufacturing, Construction and Forest Resources",11,0.078583074
2016,Prince Edward Island,"Light Manufacturing, Construction and Forest Resources",11,0.093051617
2017,Prince Edward Island,"Light Manufacturing, Construction and Forest Resources",11,0.106367382
2018,Prince Edward Island,"Light Manufacturing, Construction and Forest Resources",11,0.093008184
2019,Prince Edward Island,"Light Manufacturing, Construction and Forest Resources",11,0.114067975
2020,Prince Edward Island,"Light Manufacturing, Construction and Forest Resources",11,0.173401765
1990,Nova Scotia,Provincial Inventory Total,12,19.53365097
1991,Nova Scotia,Provincial Inventory Total,12,19.19493459
1992,Nova Scotia,Provincial Inventory Total,12,19.59633137
1993,Nova Scotia,Provincial Inventory Total,12,19.6197869
1994,Nova Scotia,Provincial Inventory Total,12,19.10303604
1995,Nova Scotia,Provincial Inventory Total,12,18.96935543
1996,Nova Scotia,Provincial Inventory Total,12,18.96645096
1997,Nova Scotia,Provincial Inventory Total,12,19.77272778
1998,Nova Scotia,Provincial Inventory Total,12,19.91509997
1999,Nova Scotia,Provincial Inventory Total,12,20.57299729
2000,Nova Scotia,Provincial Inventory Total,12,22.19935236
2001,Nova Scotia,Provincial Inventory Total,12,21.39490658
2002,Nova Scotia,Provincial Inventory Total,12,20.56966834
2003,Nova Scotia,Provincial Inventory Total,12,22.04272091
2004,Nova Scotia,Provincial Inventory Total,12,23.76423281
2005,Nova Scotia,Provincial Inventory Total,12,22.96377958
2006,Nova Scotia,Provincial Inventory Total,12,21.7083143
2007,Nova Scotia,Provincial Inventory Total,12,23.29798378
2008,Nova Scotia,Provincial Inventory Total,12,21.12307222
2009,Nova Scotia,Provincial Inventory Total,12,20.56377471
2010,Nova Scotia,Provincial Inventory Total,12,20.2190565
2011,Nova Scotia,Provincial Inventory Total,12,20.84299907
2012,Nova Scotia,Provincial Inventory Total,12,19.11055624
2013,Nova Scotia,Provincial Inventory Total,12,18.18450424
2014,Nova Scotia,Provincial Inventory Total,12,16.41722735
2015,Nova Scotia,Provincial Inventory Total,12,16.58177988
2016,Nova Scotia,Provincial Inventory Total,12,15.43502432
2017,Nova Scotia,Provincial Inventory Total,12,15.98554226
2018,Nova Scotia,Provincial Inventory Total,12,16.53914181
2019,Nova Scotia,Provincial Inventory Total,12,16.12365666
2020,Nova Scotia,Provincial Inventory Total,12,14.5964462
1990,Nova Scotia,Oil and Gas,12,0.716697525
1991,Nova Scotia,Oil and Gas,12,0.792802641
1992,Nova Scotia,Oil and Gas,12,0.749512432
1993,Nova Scotia,Oil and Gas,12,0.897253427
1994,Nova Scotia,Oil and Gas,12,0.587964222
1995,Nova Scotia,Oil and Gas,12,0.680125149
1996,Nova Scotia,Oil and Gas,12,0.709794914
1997,Nova Scotia,Oil and Gas,12,0.634157808
1998,Nova Scotia,Oil and Gas,12,0.611573748
1999,Nova Scotia,Oil and Gas,12,0.606162398
2000,Nova Scotia,Oil and Gas,12,1.081506606
2001,Nova Scotia,Oil and Gas,12,0.945060017
2002,Nova Scotia,Oil and Gas,12,1.284172443
2003,Nova Scotia,Oil and Gas,12,1.601361734
2004,Nova Scotia,Oil and Gas,12,1.28731365
2005,Nova Scotia,Oil and Gas,12,1.53837377
2006,Nova Scotia,Oil and Gas,12,1.383880934
2007,Nova Scotia,Oil and Gas,12,1.274649472
2008,Nova Scotia,Oil and Gas,12,1.383208529
2009,Nova Scotia,Oil and Gas,12,1.442197782
2010,Nova Scotia,Oil and Gas,12,1.423738596
2011,Nova Scotia,Oil and Gas,12,1.542314513
2012,Nova Scotia,Oil and Gas,12,1.457624434
2013,Nova Scotia,Oil and Gas,12,1.330945479
2014,Nova Scotia,Oil and Gas,12,0.815457266
2015,Nova Scotia,Oil and Gas,12,0.625428124
2016,Nova Scotia,Oil and Gas,12,0.465464928
2017,Nova Scotia,Oil and Gas,12,0.323389483
2018,Nova Scotia,Oil and Gas,12,0.213614093
2019,Nova Scotia,Oil and Gas,12,0.015720949
2020,Nova Scotia,Oil and Gas,12,0.016172949
1990,Nova Scotia,Electricity,12,6.924279659
1991,Nova Scotia,Electricity,12,7.10083804
1992,Nova Scotia,Electricity,12,7.50333664
1993,Nova Scotia,Electricity,12,7.43377038
1994,Nova Scotia,Electricity,12,7.27254606
1995,Nova Scotia,Electricity,12,7.058568483
1996,Nova Scotia,Electricity,12,7.291534081
1997,Nova Scotia,Electricity,12,7.842660528
1998,Nova Scotia,Electricity,12,8.208419273
1999,Nova Scotia,Electricity,12,8.635106565
2000,Nova Scotia,Electricity,12,9.619814817
2001,Nova Scotia,Electricity,12,9.280579025
2002,Nova Scotia,Electricity,12,7.857516325
2003,Nova Scotia,Electricity,12,8.620856269
2004,Nova Scotia,Electricity,12,10.9958659
2005,Nova Scotia,Electricity,12,10.76865658
2006,Nova Scotia,Electricity,12,10.16532908
2007,Nova Scotia,Electricity,12,11.65785602
2008,Nova Scotia,Electricity,12,9.543101095
2009,Nova Scotia,Electricity,12,9.46598115
2010,Nova Scotia,Electricity,12,8.871080183
2011,Nova Scotia,Electricity,12,8.549910095
2012,Nova Scotia,Electricity,12,7.697746578
2013,Nova Scotia,Electricity,12,7.621756476
2014,Nova Scotia,Electricity,12,7.242927975
2015,Nova Scotia,Electricity,12,7.021176196
2016,Nova Scotia,Electricity,12,6.424460677
2017,Nova Scotia,Electricity,12,6.722215191
2018,Nova Scotia,Electricity,12,7.021995687
2019,Nova Scotia,Electricity,12,6.73301907
2020,Nova Scotia,Electricity,12,6.342533494
1990,Nova Scotia,Transport,12,4.483837691
1991,Nova Scotia,Transport,12,4.178173045
1992,Nova Scotia,Transport,12,4.245845711
1993,Nova Scotia,Transport,12,4.31640972
1994,Nova Scotia,Transport,12,4.441859643
1995,Nova Scotia,Transport,12,4.524053079
1996,Nova Scotia,Transport,12,4.483744384
1997,Nova Scotia,Transport,12,4.585823277
1998,Nova Scotia,Transport,12,4.769066745
1999,Nova Scotia,Transport,12,5.116743934
2000,Nova Scotia,Transport,12,5.11140031
2001,Nova Scotia,Transport,12,5.057459782
2002,Nova Scotia,Transport,12,5.164249882
2003,Nova Scotia,Transport,12,5.372430916
2004,Nova Scotia,Transport,12,5.396650647
2005,Nova Scotia,Transport,12,5.386469793
2006,Nova Scotia,Transport,12,5.248391876
2007,Nova Scotia,Transport,12,5.072163338
2008,Nova Scotia,Transport,12,5.078450366
2009,Nova Scotia,Transport,12,4.804877335
2010,Nova Scotia,Transport,12,5.014136324
2011,Nova Scotia,Transport,12,5.46501724
2012,Nova Scotia,Transport,12,5.250723903
2013,Nova Scotia,Transport,12,4.827698743
2014,Nova Scotia,Transport,12,4.391157889
2015,Nova Scotia,Transport,12,4.884879713
2016,Nova Scotia,Transport,12,4.859986526
2017,Nova Scotia,Transport,12,5.127672795
2018,Nova Scotia,Transport,12,5.337316461
2019,Nova Scotia,Transport,12,5.24889927
2020,Nova Scotia,Transport,12,4.448591353
1990,Nova Scotia,Heavy Industry,12,0.970969518
1991,Nova Scotia,Heavy Industry,12,0.843784464
1992,Nova Scotia,Heavy Industry,12,0.771562995
1993,Nova Scotia,Heavy Industry,12,0.78457785
1994,Nova Scotia,Heavy Industry,12,0.895911456
1995,Nova Scotia,Heavy Industry,12,1.095586551
1996,Nova Scotia,Heavy Industry,12,0.914947495
1997,Nova Scotia,Heavy Industry,12,0.773772475
1998,Nova Scotia,Heavy Industry,12,0.930653344
1999,Nova Scotia,Heavy Industry,12,0.922956745
2000,Nova Scotia,Heavy Industry,12,0.914190062
2001,Nova Scotia,Heavy Industry,12,0.660944651
2002,Nova Scotia,Heavy Industry,12,0.853082111
2003,Nova Scotia,Heavy Industry,12,0.898595033
2004,Nova Scotia,Heavy Industry,12,0.862914623
2005,Nova Scotia,Heavy Industry,12,0.834077406
2006,Nova Scotia,Heavy Industry,12,0.667113501
2007,Nova Scotia,Heavy Industry,12,0.651159847
2008,Nova Scotia,Heavy Industry,12,0.711417284
2009,Nova Scotia,Heavy Industry,12,0.564354528
2010,Nova Scotia,Heavy Industry,12,0.65663339
2011,Nova Scotia,Heavy Industry,12,0.652696139
2012,Nova Scotia,Heavy Industry,12,0.630032608
2013,Nova Scotia,Heavy Industry,12,0.507360224
2014,Nova Scotia,Heavy Industry,12,0.455056031
2015,Nova Scotia,Heavy Industry,12,0.515365018
2016,Nova Scotia,Heavy Industry,12,0.475647641
2017,Nova Scotia,Heavy Industry,12,0.421961626
2018,Nova Scotia,Heavy Industry,12,0.377348933
2019,Nova Scotia,Heavy Industry,12,0.323851373
2020,Nova Scotia,Heavy Industry,12,0.306942294
1990,Nova Scotia,Buildings,12,2.956546901
1991,Nova Scotia,Buildings,12,2.689014498
1992,Nova Scotia,Buildings,12,2.967367421
1993,Nova Scotia,Buildings,12,2.818454773
1994,Nova Scotia,Buildings,12,2.621370452
1995,Nova Scotia,Buildings,12,2.449485758
1996,Nova Scotia,Buildings,12,2.576011164
1997,Nova Scotia,Buildings,12,2.82877701
1998,Nova Scotia,Buildings,12,2.521838891
1999,Nova Scotia,Buildings,12,2.688819582
2000,Nova Scotia,Buildings,12,2.757275945
2001,Nova Scotia,Buildings,12,2.975425252
2002,Nova Scotia,Buildings,12,2.943604721
2003,Nova Scotia,Buildings,12,3.275096373
2004,Nova Scotia,Buildings,12,2.966714835
2005,Nova Scotia,Buildings,12,2.688709422
2006,Nova Scotia,Buildings,12,2.507978629
2007,Nova Scotia,Buildings,12,2.879821
2008,Nova Scotia,Buildings,12,2.705071504
2009,Nova Scotia,Buildings,12,2.657704765
2010,Nova Scotia,Buildings,12,2.619263678
2011,Nova Scotia,Buildings,12,2.986586487
2012,Nova Scotia,Buildings,12,2.521742322
2013,Nova Scotia,Buildings,12,2.381170015
2014,Nova Scotia,Buildings,12,2.087286902
2015,Nova Scotia,Buildings,12,2.235763726
2016,Nova Scotia,Buildings,12,1.887785547
2017,Nova Scotia,Buildings,12,1.957785832
2018,Nova Scotia,Buildings,12,1.987835199
2019,Nova Scotia,Buildings,12,2.157307007
2020,Nova Scotia,Buildings,12,2.050859072
1990,Nova Scotia,Agriculture,12,0.575147632
1991,Nova Scotia,Agriculture,12,0.65492701
1992,Nova Scotia,Agriculture,12,0.717767618
1993,Nova Scotia,Agriculture,12,0.638195106
1994,Nova Scotia,Agriculture,12,0.646343734
1995,Nova Scotia,Agriculture,12,0.699371809
1996,Nova Scotia,Agriculture,12,0.696723205
1997,Nova Scotia,Agriculture,12,0.747043481
1998,Nova Scotia,Agriculture,12,0.703805631
1999,Nova Scotia,Agriculture,12,0.682252171
2000,Nova Scotia,Agriculture,12,0.722833497
2001,Nova Scotia,Agriculture,12,0.604848542
2002,Nova Scotia,Agriculture,12,0.591482912
2003,Nova Scotia,Agriculture,12,0.54970266
2004,Nova Scotia,Agriculture,12,0.551455433
2005,Nova Scotia,Agriculture,12,0.539566331
2006,Nova Scotia,Agriculture,12,0.491066658
2007,Nova Scotia,Agriculture,12,0.510190524
2008,Nova Scotia,Agriculture,12,0.487505752
2009,Nova Scotia,Agriculture,12,0.467284327
2010,Nova Scotia,Agriculture,12,0.473379213
2011,Nova Scotia,Agriculture,12,0.512067807
2012,Nova Scotia,Agriculture,12,0.463947578
2013,Nova Scotia,Agriculture,12,0.43644196
2014,Nova Scotia,Agriculture,12,0.424803145
2015,Nova Scotia,Agriculture,12,0.406098501
2016,Nova Scotia,Agriculture,12,0.392310576
2017,Nova Scotia,Agriculture,12,0.394226916
2018,Nova Scotia,Agriculture,12,0.394368598
2019,Nova Scotia,Agriculture,12,0.38675912
2020,Nova Scotia,Agriculture,12,0.388895422
1990,Nova Scotia,Waste,12,0.887121247
1991,Nova Scotia,Waste,12,0.911484569
1992,Nova Scotia,Waste,12,0.934736367
1993,Nova Scotia,Waste,12,0.959909136
1994,Nova Scotia,Waste,12,0.985710868
1995,Nova Scotia,Waste,12,0.976406689
1996,Nova Scotia,Waste,12,0.996463487
1997,Nova Scotia,Waste,12,0.996408981
1998,Nova Scotia,Waste,12,1.001398071
1999,Nova Scotia,Waste,12,0.986791142
2000,Nova Scotia,Waste,12,0.970472223
2001,Nova Scotia,Waste,12,0.949577704
2002,Nova Scotia,Waste,12,0.943848721
2003,Nova Scotia,Waste,12,0.885870726
2004,Nova Scotia,Waste,12,0.839647327
2005,Nova Scotia,Waste,12,0.74751949
2006,Nova Scotia,Waste,12,0.684653638
2007,Nova Scotia,Waste,12,0.647472181
2008,Nova Scotia,Waste,12,0.649523322
2009,Nova Scotia,Waste,12,0.608867823
2010,Nova Scotia,Waste,12,0.601594943
2011,Nova Scotia,Waste,12,0.582501482
2012,Nova Scotia,Waste,12,0.583647846
2013,Nova Scotia,Waste,12,0.584862202
2014,Nova Scotia,Waste,12,0.585932348
2015,Nova Scotia,Waste,12,0.540076572
2016,Nova Scotia,Waste,12,0.574143165
2017,Nova Scotia,Waste,12,0.576806719
2018,Nova Scotia,Waste,12,0.562008021
2019,Nova Scotia,Waste,12,0.581639234
2020,Nova Scotia,Waste,12,0.596626128
1990,Nova Scotia,Coal Production,12,1.629528923
1991,Nova Scotia,Coal Production,12,1.670306966
1992,Nova Scotia,Coal Production,12,1.329489842
1993,Nova Scotia,Coal Production,12,1.407286136
1994,Nova Scotia,Coal Production,12,1.22958843
1995,Nova Scotia,Coal Production,12,0.985366872
1996,Nova Scotia,Coal Production,12,0.807086639
1997,Nova Scotia,Coal Production,12,0.836048215
1998,Nova Scotia,Coal Production,12,0.673931794
1999,Nova Scotia,Coal Production,12,0.48667015
2000,Nova Scotia,Coal Production,12,0.5821716
2001,Nova Scotia,Coal Production,12,0.501060117
2002,Nova Scotia,Coal Production,12,0.434216472
2003,Nova Scotia,Coal Production,12,0.396759419
2004,Nova Scotia,Coal Production,12,0.374437067
2005,Nova Scotia,Coal Production,12,0.098912468
2006,Nova Scotia,Coal Production,12,0.09536135
2007,Nova Scotia,Coal Production,12,0.092552842
2008,Nova Scotia,Coal Production,12,0.090120355
2009,Nova Scotia,Coal Production,12,0.087962578
2010,Nova Scotia,Coal Production,12,0.086018798
2011,Nova Scotia,Coal Production,12,0.084247566
2012,Nova Scotia,Coal Production,12,0.09340247
2013,Nova Scotia,Coal Production,12,0.101979605
2014,Nova Scotia,Coal Production,12,0.01476523
2015,Nova Scotia,Coal Production,12,0.011464964
2016,Nova Scotia,Coal Production,12,0.0163413
2017,Nova Scotia,Coal Production,12,0.090302532
2018,Nova Scotia,Coal Production,12,0.141586833
2019,Nova Scotia,Coal Production,12,0.202410713
2020,Nova Scotia,Coal Production,12,0.032911229
1990,Nova Scotia,"Light Manufacturing, Construction and Forest Resources",12,0.389521873
1991,Nova Scotia,"Light Manufacturing, Construction and Forest Resources",12,0.353603357
1992,Nova Scotia,"Light Manufacturing, Construction and Forest Resources",12,0.376712342
1993,Nova Scotia,"Light Manufacturing, Construction and Forest Resources",12,0.363930373
1994,Nova Scotia,"Light Manufacturing, Construction and Forest Resources",12,0.421741173
1995,Nova Scotia,"Light Manufacturing, Construction and Forest Resources",12,0.500391045
1996,Nova Scotia,"Light Manufacturing, Construction and Forest Resources",12,0.490145589
1997,Nova Scotia,"Light Manufacturing, Construction and Forest Resources",12,0.528036001
1998,Nova Scotia,"Light Manufacturing, Construction and Forest Resources",12,0.494412476
1999,Nova Scotia,"Light Manufacturing, Construction and Forest Resources",12,0.447494599
2000,Nova Scotia,"Light Manufacturing, Construction and Forest Resources",12,0.439687302
2001,Nova Scotia,"Light Manufacturing, Construction and Forest Resources",12,0.419951491
2002,Nova Scotia,"Light Manufacturing, Construction and Forest Resources",12,0.497494753
2003,Nova Scotia,"Light Manufacturing, Construction and Forest Resources",12,0.442047778
2004,Nova Scotia,"Light Manufacturing, Construction and Forest Resources",12,0.489233333
2005,Nova Scotia,"Light Manufacturing, Construction and Forest Resources",12,0.361494322
2006,Nova Scotia,"Light Manufacturing, Construction and Forest Resources",12,0.464538628
2007,Nova Scotia,"Light Manufacturing, Construction and Forest Resources",12,0.512118558
2008,Nova Scotia,"Light Manufacturing, Construction and Forest Resources",12,0.474674014
2009,Nova Scotia,"Light Manufacturing, Construction and Forest Resources",12,0.464544421
2010,Nova Scotia,"Light Manufacturing, Construction and Forest Resources",12,0.473211372
2011,Nova Scotia,"Light Manufacturing, Construction and Forest Resources",12,0.467657737
2012,Nova Scotia,"Light Manufacturing, Construction and Forest Resources",12,0.4116885
2013,Nova Scotia,"Light Manufacturing, Construction and Forest Resources",12,0.392289534
2014,Nova Scotia,"Light Manufacturing, Construction and Forest Resources",12,0.39984057
2015,Nova Scotia,"Light Manufacturing, Construction and Forest Resources",12,0.341527068
2016,Nova Scotia,"Light Manufacturing, Construction and Forest Resources",12,0.338883956
2017,Nova Scotia,"Light Manufacturing, Construction and Forest Resources",12,0.371181163
2018,Nova Scotia,"Light Manufacturing, Construction and Forest Resources",12,0.503067984
2019,Nova Scotia,"Light Manufacturing, Construction and Forest Resources",12,0.474049926
2020,Nova Scotia,"Light Manufacturing, Construction and Forest Resources",12,0.412914258
1990,New Brunswick,Provincial Inventory Total,13,16.21803936
1991,New Brunswick,Provincial Inventory Total,13,15.56280391
1992,New Brunswick,Provincial Inventory Total,13,16.34375426
1993,New Brunswick,Provincial Inventory Total,13,15.58914536
1994,New Brunswick,Provincial Inventory Total,13,17.05510586
1995,New Brunswick,Provincial Inventory Total,13,17.59465015
1996,New Brunswick,Provincial Inventory Total,13,17.14062122
1997,New Brunswick,Provincial Inventory Total,13,19.67795822
1998,New Brunswick,Provincial Inventory Total,13,20.45915183
1999,New Brunswick,Provincial Inventory Total,13,19.49259628
2000,New Brunswick,Provincial Inventory Total,13,20.74725645
2001,New Brunswick,Provincial Inventory Total,13,22.54265827
2002,New Brunswick,Provincial Inventory Total,13,21.15922059
2003,New Brunswick,Provincial Inventory Total,13,20.84415985
2004,New Brunswick,Provincial Inventory Total,13,21.71134851
2005,New Brunswick,Provincial Inventory Total,13,19.7811128
2006,New Brunswick,Provincial Inventory Total,13,19.37640429
2007,New Brunswick,Provincial Inventory Total,13,19.43714163
2008,New Brunswick,Provincial Inventory Total,13,18.30983643
2009,New Brunswick,Provincial Inventory Total,13,18.06232177
2010,New Brunswick,Provincial Inventory Total,13,17.69217662
2011,New Brunswick,Provincial Inventory Total,13,17.78641845
2012,New Brunswick,Provincial Inventory Total,13,16.10435482
2013,New Brunswick,Provincial Inventory Total,13,14.23537096
2014,New Brunswick,Provincial Inventory Total,13,13.69122658
2015,New Brunswick,Provincial Inventory Total,13,14.04022956
2016,New Brunswick,Provincial Inventory Total,13,14.83634595
2017,New Brunswick,Provincial Inventory Total,13,13.76213725
2018,New Brunswick,Provincial Inventory Total,13,13.55964181
2019,New Brunswick,Provincial Inventory Total,13,13.14848945
2020,New Brunswick,Provincial Inventory Total,13,12.44090741
1990,New Brunswick,Oil and Gas,13,1.218964001
1991,New Brunswick,Oil and Gas,13,1.157263535
1992,New Brunswick,Oil and Gas,13,1.253826246
1993,New Brunswick,Oil and Gas,13,1.454435948
1994,New Brunswick,Oil and Gas,13,1.485778966
1995,New Brunswick,Oil and Gas,13,1.300564251
1996,New Brunswick,Oil and Gas,13,1.499262488
1997,New Brunswick,Oil and Gas,13,1.541581606
1998,New Brunswick,Oil and Gas,13,1.332098121
1999,New Brunswick,Oil and Gas,13,1.441922005
2000,New Brunswick,Oil and Gas,13,1.816297675
2001,New Brunswick,Oil and Gas,13,2.407591956
2002,New Brunswick,Oil and Gas,13,2.694290697
2003,New Brunswick,Oil and Gas,13,2.504571788
2004,New Brunswick,Oil and Gas,13,2.732430993
2005,New Brunswick,Oil and Gas,13,2.72328702
2006,New Brunswick,Oil and Gas,13,2.969801977
2007,New Brunswick,Oil and Gas,13,2.962684727
2008,New Brunswick,Oil and Gas,13,3.02339926
2009,New Brunswick,Oil and Gas,13,3.360648622
2010,New Brunswick,Oil and Gas,13,4.189198509
2011,New Brunswick,Oil and Gas,13,3.639833381
2012,New Brunswick,Oil and Gas,13,3.432111355
2013,New Brunswick,Oil and Gas,13,3.390029137
2014,New Brunswick,Oil and Gas,13,2.973133637
2015,New Brunswick,Oil and Gas,13,2.815115796
2016,New Brunswick,Oil and Gas,13,3.069808357
2017,New Brunswick,Oil and Gas,13,3.254241645
2018,New Brunswick,Oil and Gas,13,2.836800666
2019,New Brunswick,Oil and Gas,13,3.167061925
2020,New Brunswick,Oil and Gas,13,3.358985897
1990,New Brunswick,Electricity,13,6.01709502
1991,New Brunswick,Electricity,13,5.442461836
1992,New Brunswick,Electricity,13,6.178979557
1993,New Brunswick,Electricity,13,5.178265531
1994,New Brunswick,Electricity,13,6.335738425
1995,New Brunswick,Electricity,13,6.973547121
1996,New Brunswick,Electricity,13,6.177222188
1997,New Brunswick,Electricity,13,8.616363561
1998,New Brunswick,Electricity,13,9.854482773
1999,New Brunswick,Electricity,13,8.53343069
2000,New Brunswick,Electricity,13,8.974877892
2001,New Brunswick,Electricity,13,10.48000311
2002,New Brunswick,Electricity,13,8.939061191
2003,New Brunswick,Electricity,13,8.726873
2004,New Brunswick,Electricity,13,9.114047101
2005,New Brunswick,Electricity,13,7.791907043
2006,New Brunswick,Electricity,13,7.30343286
2007,New Brunswick,Electricity,13,7.169796582
2008,New Brunswick,Electricity,13,6.68989652
2009,New Brunswick,Electricity,13,6.645203399
2010,New Brunswick,Electricity,13,4.708450455
2011,New Brunswick,Electricity,13,4.250411951
2012,New Brunswick,Electricity,13,3.574315018
2013,New Brunswick,Electricity,13,3.467224985
2014,New Brunswick,Electricity,13,3.752716441
2015,New Brunswick,Electricity,13,3.845345376
2016,New Brunswick,Electricity,13,4.173792692
2017,New Brunswick,Electricity,13,3.486996889
2018,New Brunswick,Electricity,13,3.66236505
2019,New Brunswick,Electricity,13,3.237591582
2020,New Brunswick,Electricity,13,2.905424946
1990,New Brunswick,Transport,13,3.754745795
1991,New Brunswick,Transport,13,3.629210819
1992,New Brunswick,Transport,13,3.670343527
1993,New Brunswick,Transport,13,3.716066876
1994,New Brunswick,Transport,13,3.870046832
1995,New Brunswick,Transport,13,3.79794072
1996,New Brunswick,Transport,13,3.961308934
1997,New Brunswick,Transport,13,4.035439421
1998,New Brunswick,Transport,13,4.197538185
1999,New Brunswick,Transport,13,4.449315263
2000,New Brunswick,Transport,13,4.607542893
2001,New Brunswick,Transport,13,4.549597679
2002,New Brunswick,Transport,13,4.609073373
2003,New Brunswick,Transport,13,4.535285003
2004,New Brunswick,Transport,13,4.580078125
2005,New Brunswick,Transport,13,4.580615143
2006,New Brunswick,Transport,13,4.523232379
2007,New Brunswick,Transport,13,4.432162999
2008,New Brunswick,Transport,13,4.292778465
2009,New Brunswick,Transport,13,3.979105138
2010,New Brunswick,Transport,13,4.393811372
2011,New Brunswick,Transport,13,5.037042952
2012,New Brunswick,Transport,13,4.558386603
2013,New Brunswick,Transport,13,3.788776122
2014,New Brunswick,Transport,13,3.466424264
2015,New Brunswick,Transport,13,3.782083636
2016,New Brunswick,Transport,13,4.141315708
2017,New Brunswick,Transport,13,3.741414927
2018,New Brunswick,Transport,13,3.690600936
2019,New Brunswick,Transport,13,3.598807574
2020,New Brunswick,Transport,13,3.202840138
1990,New Brunswick,Heavy Industry,13,1.778626583
1991,New Brunswick,Heavy Industry,13,1.723979666
1992,New Brunswick,Heavy Industry,13,1.652444587
1993,New Brunswick,Heavy Industry,13,1.715735846
1994,New Brunswick,Heavy Industry,13,1.674404796
1995,New Brunswick,Heavy Industry,13,1.782312525
1996,New Brunswick,Heavy Industry,13,1.864666342
1997,New Brunswick,Heavy Industry,13,1.675199159
1998,New Brunswick,Heavy Industry,13,1.524216995
1999,New Brunswick,Heavy Industry,13,1.559300271
2000,New Brunswick,Heavy Industry,13,1.615154881
2001,New Brunswick,Heavy Industry,13,1.709072852
2002,New Brunswick,Heavy Industry,13,1.602402284
2003,New Brunswick,Heavy Industry,13,1.548475941
2004,New Brunswick,Heavy Industry,13,1.529888745
2005,New Brunswick,Heavy Industry,13,1.213937937
2006,New Brunswick,Heavy Industry,13,1.039217342
2007,New Brunswick,Heavy Industry,13,1.343015509
2008,New Brunswick,Heavy Industry,13,0.969279985
2009,New Brunswick,Heavy Industry,13,0.99322186
2010,New Brunswick,Heavy Industry,13,1.051313787
2011,New Brunswick,Heavy Industry,13,1.14163532
2012,New Brunswick,Heavy Industry,13,1.021607634
2013,New Brunswick,Heavy Industry,13,0.854184871
2014,New Brunswick,Heavy Industry,13,0.709711539
2015,New Brunswick,Heavy Industry,13,0.738403184
2016,New Brunswick,Heavy Industry,13,0.792282692
2017,New Brunswick,Heavy Industry,13,0.767117967
2018,New Brunswick,Heavy Industry,13,0.802550286
2019,New Brunswick,Heavy Industry,13,0.620801785
2020,New Brunswick,Heavy Industry,13,0.54896473
1990,New Brunswick,Buildings,13,1.653300696
1991,New Brunswick,Buildings,13,1.74024288
1992,New Brunswick,Buildings,13,1.606420581
1993,New Brunswick,Buildings,13,1.515730915
1994,New Brunswick,Buildings,13,1.461314907
1995,New Brunswick,Buildings,13,1.401728822
1996,New Brunswick,Buildings,13,1.344318278
1997,New Brunswick,Buildings,13,1.483545345
1998,New Brunswick,Buildings,13,1.263784193
1999,New Brunswick,Buildings,13,1.223777613
2000,New Brunswick,Buildings,13,1.478427419
2001,New Brunswick,Buildings,13,1.226481026
2002,New Brunswick,Buildings,13,1.191534242
2003,New Brunswick,Buildings,13,1.414638549
2004,New Brunswick,Buildings,13,1.650557003
2005,New Brunswick,Buildings,13,1.447538472
2006,New Brunswick,Buildings,13,1.457189918
2007,New Brunswick,Buildings,13,1.560775044
2008,New Brunswick,Buildings,13,1.561170468
2009,New Brunswick,Buildings,13,1.328980943
2010,New Brunswick,Buildings,13,1.522857063
2011,New Brunswick,Buildings,13,1.94466495
2012,New Brunswick,Buildings,13,1.898653162
2013,New Brunswick,Buildings,13,1.130317618
2014,New Brunswick,Buildings,13,1.253519036
2015,New Brunswick,Buildings,13,1.418751357
2016,New Brunswick,Buildings,13,1.252120517
2017,New Brunswick,Buildings,13,1.088073235
2018,New Brunswick,Buildings,13,1.120022144
2019,New Brunswick,Buildings,13,1.066550329
