Year,Age at time of death,Sex,Leading causes of death,Value
2016,45 to 54 years,Males,Accidents (unintentional injuries),42.7
2016,45 to 54 years,Males,Intentional self-harm (suicide),26.5
2016,45 to 54 years,Females,Malignant neoplasms,92.7
2016,45 to 54 years,Females,Diabetes mellitus,4.1
2016,45 to 54 years,Females,Alzheimer's disease,0.3
2016,45 to 54 years,Females,Diseases of heart,18.1
2016,45 to 54 years,Females,Cerebrovascular diseases,5.7
2016,45 to 54 years,Females,Influenza and pneumonia,3.0
2016,45 to 54 years,Females,Chronic lower respiratory diseases,3.2
2016,45 to 54 years,Females,Chronic liver disease and cirrhosis,7.8
2016,45 to 54 years,Females,Accidents (unintentional injuries),16.0
2016,45 to 54 years,Females,Intentional self-harm (suicide),9.7
2016,55 to 64 years,Both sexes,Malignant neoplasms,261.5
2016,55 to 64 years,Both sexes,Diabetes mellitus,15.7
2016,55 to 64 years,Both sexes,Alzheimer's disease,1.3
2016,55 to 64 years,Both sexes,Diseases of heart,101.9
2016,55 to 64 years,Both sexes,Cerebrovascular diseases,16.8
2016,55 to 64 years,Both sexes,Influenza and pneumonia,8.4
2016,55 to 64 years,Both sexes,Chronic lower respiratory diseases,19.4
2016,55 to 64 years,Both sexes,Chronic liver disease and cirrhosis,19.6
2016,55 to 64 years,Both sexes,Accidents (unintentional injuries),29.5
2016,55 to 64 years,Both sexes,Intentional self-harm (suicide),16.8
2016,55 to 64 years,Males,Malignant neoplasms,278.5
2016,55 to 64 years,Males,Diabetes mellitus,20.7
2016,55 to 64 years,Males,Alzheimer's disease,0.9
2016,55 to 64 years,Males,Diseases of heart,154.7
2016,55 to 64 years,Males,Cerebrovascular diseases,20.7
2016,55 to 64 years,Males,Influenza and pneumonia,10.1
2016,55 to 64 years,Males,Chronic lower respiratory diseases,21.8
2016,55 to 64 years,Males,Chronic liver disease and cirrhosis,27.0
2016,55 to 64 years,Males,Accidents (unintentional injuries),43.2
2016,55 to 64 years,Males,Intentional self-harm (suicide),25.2
2016,55 to 64 years,Females,Malignant neoplasms,244.9
2016,55 to 64 years,Females,Diabetes mellitus,10.8
2016,55 to 64 years,Females,Alzheimer's disease,1.7
2016,55 to 64 years,Females,Diseases of heart,50.3
2016,55 to 64 years,Females,Cerebrovascular diseases,13.0
2016,55 to 64 years,Females,Influenza and pneumonia,6.7
2016,55 to 64 years,Females,Chronic lower respiratory diseases,17.0
2016,55 to 64 years,Females,Chronic liver disease and cirrhosis,12.3
2016,55 to 64 years,Females,Accidents (unintentional injuries),16.2
2016,55 to 64 years,Females,Intentional self-harm (suicide),8.6
2016,65 to 74 years,Both sexes,Malignant neoplasms,627.0
2016,65 to 74 years,Both sexes,Diabetes mellitus,43.4
2016,65 to 74 years,Both sexes,Alzheimer's disease,11.2
2016,65 to 74 years,Both sexes,Diseases of heart,244.7
2016,65 to 74 years,Both sexes,Cerebrovascular diseases,51.9
2016,65 to 74 years,Both sexes,Influenza and pneumonia,19.6
2016,65 to 74 years,Both sexes,Chronic lower respiratory diseases,77.8
2016,65 to 74 years,Both sexes,Chronic liver disease and cirrhosis,28.4
2016,65 to 74 years,Both sexes,Accidents (unintentional injuries),36.5
2016,65 to 74 years,Both sexes,Intentional self-harm (suicide),11.8
2016,65 to 74 years,Males,Malignant neoplasms,712.9
2016,65 to 74 years,Males,Diabetes mellitus,57.2
2016,65 to 74 years,Males,Alzheimer's disease,10.2
2016,65 to 74 years,Males,Diseases of heart,341.0
2016,65 to 74 years,Males,Cerebrovascular diseases,61.4
2016,65 to 74 years,Males,Influenza and pneumonia,24.3
2016,65 to 74 years,Males,Chronic lower respiratory diseases,86.4
2016,65 to 74 years,Males,Chronic liver disease and cirrhosis,40.7
2016,65 to 74 years,Males,Accidents (unintentional injuries),47.9
2016,65 to 74 years,Males,Intentional self-harm (suicide),18.2
2016,65 to 74 years,Females,Malignant neoplasms,546.4
2016,65 to 74 years,Females,Diabetes mellitus,30.4
2016,65 to 74 years,Females,Alzheimer's disease,12.1
2016,65 to 74 years,Females,Diseases of heart,154.6
2016,65 to 74 years,Females,Cerebrovascular diseases,42.9
2016,65 to 74 years,Females,Influenza and pneumonia,15.3
2016,65 to 74 years,Females,Chronic lower respiratory diseases,69.8
2016,65 to 74 years,Females,Chronic liver disease and cirrhosis,16.8
2016,65 to 74 years,Females,Accidents (unintentional injuries),25.9
2016,65 to 74 years,Females,Intentional self-harm (suicide),5.8
2016,75 to 84 years,Both sexes,Malignant neoplasms,1277.9
2016,75 to 84 years,Both sexes,Diabetes mellitus,110.9
2016,75 to 84 years,Both sexes,Alzheimer's disease,94.3
2016,75 to 84 years,Both sexes,Diseases of heart,741.3
2016,75 to 84 years,Both sexes,Cerebrovascular diseases,210.2
2016,75 to 84 years,Both sexes,Influenza and pneumonia,76.8
2016,75 to 84 years,Both sexes,Chronic lower respiratory diseases,234.3
2016,75 to 84 years,Both sexes,Chronic liver disease and cirrhosis,29.7
2016,75 to 84 years,Both sexes,Accidents (unintentional injuries),111.6
2016,75 to 84 years,Both sexes,Intentional self-harm (suicide),12.9
2016,75 to 84 years,Males,Malignant neoplasms,1559.2
2016,75 to 84 years,Males,Diabetes mellitus,134.8
2016,75 to 84 years,Males,Alzheimer's disease,85.5
2016,75 to 84 years,Males,Diseases of heart,947.4
2016,75 to 84 years,Males,Cerebrovascular diseases,223.4
2016,75 to 84 years,Males,Influenza and pneumonia,90.1
2016,75 to 84 years,Males,Chronic lower respiratory diseases,262.0
2016,75 to 84 years,Males,Chronic liver disease and cirrhosis,39.3
2016,75 to 84 years,Males,Accidents (unintentional injuries),137.0
2016,75 to 84 years,Males,Intentional self-harm (suicide),22.7
2016,75 to 84 years,Females,Malignant neoplasms,1047.3
2016,75 to 84 years,Females,Diabetes mellitus,91.3
2016,75 to 84 years,Females,Alzheimer's disease,101.5
2016,75 to 84 years,Females,Diseases of heart,572.4
2016,75 to 84 years,Females,Cerebrovascular diseases,199.5
2016,75 to 84 years,Females,Influenza and pneumonia,65.9
2016,75 to 84 years,Females,Chronic lower respiratory diseases,211.6
2016,75 to 84 years,Females,Chronic liver disease and cirrhosis,21.8
2016,75 to 84 years,Females,Accidents (unintentional injuries),90.9
2016,75 to 84 years,Females,Intentional self-harm (suicide),4.8
2016,85 and over,Both sexes,Malignant neoplasms,2106.1
2016,85 and over,Both sexes,Diabetes mellitus,283.4
2016,85 and over,Both sexes,Alzheimer's disease,572.4
2016,85 and over,Both sexes,Diseases of heart,2950.4
2016,85 and over,Both sexes,Cerebrovascular diseases,886.5
2016,85 and over,Both sexes,Influenza and pneumonia,451.2
2016,85 and over,Both sexes,Chronic lower respiratory diseases,568.4
2016,85 and over,Both sexes,Chronic liver disease and cirrhosis,25.7
2016,85 and over,Both sexes,Accidents (unintentional injuries),495.8
2016,85 and over,Both sexes,Intentional self-harm (suicide),11.4
2016,85 and over,Males,Malignant neoplasms,2899.3
2016,85 and over,Males,Diabetes mellitus,324.9
2016,85 and over,Males,Alzheimer's disease,447.8
2016,85 and over,Males,Diseases of heart,3317.8
2016,85 and over,Males,Cerebrovascular diseases,806.9
2016,85 and over,Males,Influenza and pneumonia,526.5
2016,85 and over,Males,Chronic lower respiratory diseases,761.6
2016,85 and over,Males,Chronic liver disease and cirrhosis,40.1
2016,85 and over,Males,Accidents (unintentional injuries),535.1
2016,85 and over,Males,Intentional self-harm (suicide),24.1
2016,85 and over,Females,Malignant neoplasms,1680.6
2016,85 and over,Females,Diabetes mellitus,261.1
2016,85 and over,Females,Alzheimer's disease,639.2
2016,85 and over,Females,Diseases of heart,2753.3
2016,85 and over,Females,Cerebrovascular diseases,929.3
2016,85 and over,Females,Influenza and pneumonia,410.7
2016,85 and over,Females,Chronic lower respiratory diseases,464.7
2016,85 and over,Females,Chronic liver disease and cirrhosis,17.9
2016,85 and over,Females,Accidents (unintentional injuries),474.7
2016,85 and over,Females,Intentional self-harm (suicide),4.6
2017,All ages,Both sexes,Malignant neoplasms,219.1
2017,All ages,Both sexes,Diabetes mellitus,19.0
2017,All ages,Both sexes,Alzheimer's disease,18.3
2017,All ages,Both sexes,Diseases of heart,146.4
2017,All ages,Both sexes,Cerebrovascular diseases,38.2
2017,All ages,Both sexes,Influenza and pneumonia,20.4
2017,All ages,Both sexes,Chronic lower respiratory diseases,35.3
2017,All ages,Both sexes,Chronic liver disease and cirrhosis,9.5
2017,All ages,Both sexes,Accidents (unintentional injuries),41.3
2017,All ages,Both sexes,Intentional self-harm (suicide),12.3
2017,All ages,Males,Malignant neoplasms,233.2
2017,All ages,Males,Diabetes mellitus,21.7
2017,All ages,Males,Alzheimer's disease,11.9
2017,All ages,Males,Diseases of heart,159.5
2017,All ages,Males,Cerebrovascular diseases,33.3
2017,All ages,Males,Influenza and pneumonia,18.4
2017,All ages,Males,Chronic lower respiratory diseases,34.9
2017,All ages,Males,Chronic liver disease and cirrhosis,12.2
2017,All ages,Males,Accidents (unintentional injuries),51.3
2017,All ages,Males,Intentional self-harm (suicide),18.4
2017,All ages,Females,Malignant neoplasms,205.3
2017,All ages,Females,Diabetes mellitus,16.4
2017,All ages,Females,Alzheimer's disease,24.6
2017,All ages,Females,Diseases of heart,133.6
2017,All ages,Females,Cerebrovascular diseases,42.9
2017,All ages,Females,Influenza and pneumonia,22.3
2017,All ages,Females,Chronic lower respiratory diseases,35.8
2017,All ages,Females,Chronic liver disease and cirrhosis,6.9
2017,All ages,Females,Accidents (unintentional injuries),31.5
2017,All ages,Females,Intentional self-harm (suicide),6.2
2017,1 to 14 years,Both sexes,Malignant neoplasms,1.9
2017,1 to 14 years,Both sexes,Diabetes mellitus,0.0
2017,1 to 14 years,Both sexes,Alzheimer's disease,0.0
2017,1 to 14 years,Both sexes,Diseases of heart,0.4
2017,1 to 14 years,Both sexes,Cerebrovascular diseases,0.1
2017,1 to 14 years,Both sexes,Influenza and pneumonia,0.4
2017,1 to 14 years,Both sexes,Chronic lower respiratory diseases,0.1
2017,1 to 14 years,Both sexes,Chronic liver disease and cirrhosis,0.0
2017,1 to 14 years,Both sexes,Accidents (unintentional injuries),2.9
2017,1 to 14 years,Both sexes,Intentional self-harm (suicide),1.9
2017,1 to 14 years,Males,Malignant neoplasms,2.4
2017,1 to 14 years,Males,Diabetes mellitus,0.0
2017,1 to 14 years,Males,Alzheimer's disease,0.0
2017,1 to 14 years,Males,Diseases of heart,0.5
2017,1 to 14 years,Males,Cerebrovascular diseases,0.2
2017,1 to 14 years,Males,Influenza and pneumonia,0.4
2017,1 to 14 years,Males,Chronic lower respiratory diseases,0.1
2017,1 to 14 years,Males,Chronic liver disease and cirrhosis,0.0
2017,1 to 14 years,Males,Accidents (unintentional injuries),3.5
2017,1 to 14 years,Males,Intentional self-harm (suicide),1.1
2017,1 to 14 years,Females,Malignant neoplasms,1.4
2017,1 to 14 years,Females,Diabetes mellitus,0.0
2017,1 to 14 years,Females,Alzheimer's disease,0.0
2017,1 to 14 years,Females,Diseases of heart,0.3
2017,1 to 14 years,Females,Cerebrovascular diseases,0.1
2017,1 to 14 years,Females,Influenza and pneumonia,0.5
2017,1 to 14 years,Females,Chronic lower respiratory diseases,0.2
2017,1 to 14 years,Females,Chronic liver disease and cirrhosis,0.0
2017,1 to 14 years,Females,Accidents (unintentional injuries),2.2
2017,1 to 14 years,Females,Intentional self-harm (suicide),2.7
2017,15 to 24,Both sexes,Malignant neoplasms,3.2
2017,15 to 24,Both sexes,Diabetes mellitus,0.3
2017,15 to 24,Both sexes,Alzheimer's disease,0.0
2017,15 to 24,Both sexes,Diseases of heart,1.2
2017,15 to 24,Both sexes,Cerebrovascular diseases,0.3
2017,15 to 24,Both sexes,Influenza and pneumonia,0.2
2017,15 to 24,Both sexes,Chronic lower respiratory diseases,0.3
2017,15 to 24,Both sexes,Chronic liver disease and cirrhosis,0.1
2017,15 to 24,Both sexes,Accidents (unintentional injuries),19.8
2017,15 to 24,Both sexes,Intentional self-harm (suicide),12.8
2017,15 to 24,Males,Malignant neoplasms,4.0
2017,15 to 24,Males,Diabetes mellitus,0.3
2017,15 to 24,Males,Alzheimer's disease,0.0
2017,15 to 24,Males,Diseases of heart,1.6
2017,15 to 24,Males,Cerebrovascular diseases,0.3
2017,15 to 24,Males,Influenza and pneumonia,0.2
2017,15 to 24,Males,Chronic lower respiratory diseases,0.2
2017,15 to 24,Males,Chronic liver disease and cirrhosis,0.0
2017,15 to 24,Males,Accidents (unintentional injuries),27.9
2017,15 to 24,Males,Intentional self-harm (suicide),17.3
2017,15 to 24,Females,Malignant neoplasms,2.3
2017,15 to 24,Females,Diabetes mellitus,0.4
2017,15 to 24,Females,Alzheimer's disease,0.0
2017,15 to 24,Females,Diseases of heart,0.8
2017,15 to 24,Females,Cerebrovascular diseases,0.5
2017,15 to 24,Females,Influenza and pneumonia,0.3
2017,15 to 24,Females,Chronic lower respiratory diseases,0.3
2017,15 to 24,Females,Chronic liver disease and cirrhosis,0.2
2017,15 to 24,Females,Accidents (unintentional injuries),11.1
2017,15 to 24,Females,Intentional self-harm (suicide),7.9
2017,25 to 34 years,Both sexes,Malignant neoplasms,7.4
2017,25 to 34 years,Both sexes,Diabetes mellitus,1.0
2017,25 to 34 years,Both sexes,Alzheimer's disease,0.0
2017,25 to 34 years,Both sexes,Diseases of heart,3.4
2017,25 to 34 years,Both sexes,Cerebrovascular diseases,0.6
2017,25 to 34 years,Both sexes,Influenza and pneumonia,0.5
2017,25 to 34 years,Both sexes,Chronic lower respiratory diseases,0.2
2017,25 to 34 years,Both sexes,Chronic liver disease and cirrhosis,1.1
2017,25 to 34 years,Both sexes,Accidents (unintentional injuries),34.4
2017,25 to 34 years,Both sexes,Intentional self-harm (suicide),14.3
2017,25 to 34 years,Males,Malignant neoplasms,7.4
2017,25 to 34 years,Males,Diabetes mellitus,1.1
2017,25 to 34 years,Males,Alzheimer's disease,0.0
2017,25 to 34 years,Males,Diseases of heart,4.3
2017,25 to 34 years,Males,Cerebrovascular diseases,0.7
2017,25 to 34 years,Males,Influenza and pneumonia,0.5
2017,25 to 34 years,Males,Chronic lower respiratory diseases,0.3
2017,25 to 34 years,Males,Chronic liver disease and cirrhosis,1.1
2017,25 to 34 years,Males,Accidents (unintentional injuries),53.4
2017,25 to 34 years,Males,Intentional self-harm (suicide),21.6
2017,25 to 34 years,Females,Malignant neoplasms,7.3
2017,25 to 34 years,Females,Diabetes mellitus,0.8
2017,25 to 34 years,Females,Alzheimer's disease,0.0
2017,25 to 34 years,Females,Diseases of heart,2.5
2017,25 to 34 years,Females,Cerebrovascular diseases,0.6
2017,25 to 34 years,Females,Influenza and pneumonia,0.4
2017,25 to 34 years,Females,Chronic lower respiratory diseases,0.3
2017,25 to 34 years,Females,Chronic liver disease and cirrhosis,1.1
2017,25 to 34 years,Females,Accidents (unintentional injuries),14.8
2017,25 to 34 years,Females,Intentional self-harm (suicide),6.8
2017,35 to 44 years,Both sexes,Malignant neoplasms,23.3
2017,35 to 44 years,Both sexes,Diabetes mellitus,2.1
2017,35 to 44 years,Both sexes,Alzheimer's disease,0.0
2017,35 to 44 years,Both sexes,Diseases of heart,10.1
2017,35 to 44 years,Both sexes,Cerebrovascular diseases,2.1
2017,35 to 44 years,Both sexes,Influenza and pneumonia,0.9
2017,35 to 44 years,Both sexes,Chronic lower respiratory diseases,0.4
2017,35 to 44 years,Both sexes,Chronic liver disease and cirrhosis,3.5
2017,35 to 44 years,Both sexes,Accidents (unintentional injuries),32.3
2017,35 to 44 years,Both sexes,Intentional self-harm (suicide),14.5
2017,35 to 44 years,Males,Malignant neoplasms,19.7
2017,35 to 44 years,Males,Diabetes mellitus,2.7
2017,35 to 44 years,Males,Alzheimer's disease,0.0
2017,35 to 44 years,Males,Diseases of heart,15.0
2017,35 to 44 years,Males,Cerebrovascular diseases,2.5
2017,35 to 44 years,Males,Influenza and pneumonia,1.0
2017,35 to 44 years,Males,Chronic lower respiratory diseases,0.4
2017,35 to 44 years,Males,Chronic liver disease and cirrhosis,3.9
2017,35 to 44 years,Males,Accidents (unintentional injuries),50.4
2017,35 to 44 years,Males,Intentional self-harm (suicide),22.3
2017,35 to 44 years,Females,Malignant neoplasms,26.9
2017,35 to 44 years,Females,Diabetes mellitus,1.4
2017,35 to 44 years,Females,Alzheimer's disease,0.0
2017,35 to 44 years,Females,Diseases of heart,5.2
2017,35 to 44 years,Females,Cerebrovascular diseases,1.7
2017,35 to 44 years,Females,Influenza and pneumonia,0.8
2017,35 to 44 years,Females,Chronic lower respiratory diseases,0.3
2017,35 to 44 years,Females,Chronic liver disease and cirrhosis,3.2
2017,35 to 44 years,Females,Accidents (unintentional injuries),14.4
2017,35 to 44 years,Females,Intentional self-harm (suicide),6.8
2017,45 to 54 years,Both sexes,Malignant neoplasms,84.4
2017,45 to 54 years,Both sexes,Diabetes mellitus,6.4
2017,45 to 54 years,Both sexes,Alzheimer's disease,0.1
2017,45 to 54 years,Both sexes,Diseases of heart,35.3
2017,45 to 54 years,Both sexes,Cerebrovascular diseases,6.4
2017,45 to 54 years,Both sexes,Influenza and pneumonia,2.9
2017,45 to 54 years,Both sexes,Chronic lower respiratory diseases,3.8
2017,45 to 54 years,Both sexes,Chronic liver disease and cirrhosis,9.4
2017,45 to 54 years,Both sexes,Accidents (unintentional injuries),34.6
2017,45 to 54 years,Both sexes,Intentional self-harm (suicide),18.0
2017,45 to 54 years,Males,Malignant neoplasms,80.3
2017,45 to 54 years,Males,Diabetes mellitus,8.4
2017,45 to 54 years,Males,Alzheimer's disease,0.1
2017,45 to 54 years,Males,Diseases of heart,54.4
2017,45 to 54 years,Males,Cerebrovascular diseases,7.3
2017,45 to 54 years,Males,Influenza and pneumonia,3.3
2017,45 to 54 years,Males,Chronic lower respiratory diseases,4.2
2017,45 to 54 years,Males,Chronic liver disease and cirrhosis,11.7
2017,45 to 54 years,Males,Accidents (unintentional injuries),50.8
2017,45 to 54 years,Males,Intentional self-harm (suicide),26.7
2017,45 to 54 years,Females,Malignant neoplasms,88.5
2017,45 to 54 years,Females,Diabetes mellitus,4.4
2017,45 to 54 years,Females,Alzheimer's disease,0.2
2017,45 to 54 years,Females,Diseases of heart,16.3
2017,45 to 54 years,Females,Cerebrovascular diseases,5.5
2017,45 to 54 years,Females,Influenza and pneumonia,2.6
2017,45 to 54 years,Females,Chronic lower respiratory diseases,3.4
2017,45 to 54 years,Females,Chronic liver disease and cirrhosis,7.2
2017,45 to 54 years,Females,Accidents (unintentional injuries),18.5
2017,45 to 54 years,Females,Intentional self-harm (suicide),9.5
2017,55 to 64 years,Both sexes,Malignant neoplasms,260.1
2017,55 to 64 years,Both sexes,Diabetes mellitus,16.4
2017,55 to 64 years,Both sexes,Alzheimer's disease,1.4
2017,55 to 64 years,Both sexes,Diseases of heart,100.1
2017,55 to 64 years,Both sexes,Cerebrovascular diseases,15.9
2017,55 to 64 years,Both sexes,Influenza and pneumonia,7.3
2017,55 to 64 years,Both sexes,Chronic lower respiratory diseases,19.8
2017,55 to 64 years,Both sexes,Chronic liver disease and cirrhosis,19.5
2017,55 to 64 years,Both sexes,Accidents (unintentional injuries),32.9
2017,55 to 64 years,Both sexes,Intentional self-harm (suicide),16.5
2017,55 to 64 years,Males,Malignant neoplasms,277.1
2017,55 to 64 years,Males,Diabetes mellitus,22.4
2017,55 to 64 years,Males,Alzheimer's disease,1.1
2017,55 to 64 years,Males,Diseases of heart,150.4
2017,55 to 64 years,Males,Cerebrovascular diseases,17.9
2017,55 to 64 years,Males,Influenza and pneumonia,8.2
2017,55 to 64 years,Males,Chronic lower respiratory diseases,20.9
2017,55 to 64 years,Males,Chronic liver disease and cirrhosis,26.8
2017,55 to 64 years,Males,Accidents (unintentional injuries),47.9
2017,55 to 64 years,Males,Intentional self-harm (suicide),24.5
2017,55 to 64 years,Females,Malignant neoplasms,243.5
2017,55 to 64 years,Females,Diabetes mellitus,10.5
2017,55 to 64 years,Females,Alzheimer's disease,1.7
2017,55 to 64 years,Females,Diseases of heart,51.0
2017,55 to 64 years,Females,Cerebrovascular diseases,14.0
2017,55 to 64 years,Females,Influenza and pneumonia,6.4
2017,55 to 64 years,Females,Chronic lower respiratory diseases,18.7
2017,55 to 64 years,Females,Chronic liver disease and cirrhosis,12.4
2017,55 to 64 years,Females,Accidents (unintentional injuries),18.2
2017,55 to 64 years,Females,Intentional self-harm (suicide),8.6
2017,65 to 74 years,Both sexes,Malignant neoplasms,612.2
2017,65 to 74 years,Both sexes,Diabetes mellitus,43.4
2017,65 to 74 years,Both sexes,Alzheimer's disease,11.5
2017,65 to 74 years,Both sexes,Diseases of heart,247.2
2017,65 to 74 years,Both sexes,Cerebrovascular diseases,50.5
2017,65 to 74 years,Both sexes,Influenza and pneumonia,20.5
2017,65 to 74 years,Both sexes,Chronic lower respiratory diseases,80.5
2017,65 to 74 years,Both sexes,Chronic liver disease and cirrhosis,28.3
2017,65 to 74 years,Both sexes,Accidents (unintentional injuries),36.1
2017,65 to 74 years,Both sexes,Intentional self-harm (suicide),11.0
2017,65 to 74 years,Males,Malignant neoplasms,700.2
2017,65 to 74 years,Males,Diabetes mellitus,56.9
2017,65 to 74 years,Males,Alzheimer's disease,10.5
2017,65 to 74 years,Males,Diseases of heart,349.7
2017,65 to 74 years,Males,Cerebrovascular diseases,60.2
2017,65 to 74 years,Males,Influenza and pneumonia,24.9
2017,65 to 74 years,Males,Chronic lower respiratory diseases,87.6
2017,65 to 74 years,Males,Chronic liver disease and cirrhosis,40.3
2017,65 to 74 years,Males,Accidents (unintentional injuries),47.9
2017,65 to 74 years,Males,Intentional self-harm (suicide),18.1
2017,65 to 74 years,Females,Malignant neoplasms,529.8
2017,65 to 74 years,Females,Diabetes mellitus,30.7
2017,65 to 74 years,Females,Alzheimer's disease,12.5
2017,65 to 74 years,Females,Diseases of heart,151.2
2017,65 to 74 years,Females,Cerebrovascular diseases,41.5
2017,65 to 74 years,Females,Influenza and pneumonia,16.4
2017,65 to 74 years,Females,Chronic lower respiratory diseases,73.8
2017,65 to 74 years,Females,Chronic liver disease and cirrhosis,17.1
2017,65 to 74 years,Females,Accidents (unintentional injuries),25.1
2017,65 to 74 years,Females,Intentional self-harm (suicide),4.3
2017,75 to 84 years,Both sexes,Malignant neoplasms,1249.8
2017,75 to 84 years,Both sexes,Diabetes mellitus,107.5
2017,75 to 84 years,Both sexes,Alzheimer's disease,90.2
2017,75 to 84 years,Both sexes,Diseases of heart,724.9
2017,75 to 84 years,Both sexes,Cerebrovascular diseases,212.3
2017,75 to 84 years,Both sexes,Influenza and pneumonia,90.0
2017,75 to 84 years,Both sexes,Chronic lower respiratory diseases,229.0
2017,75 to 84 years,Both sexes,Chronic liver disease and cirrhosis,28.4
2017,75 to 84 years,Both sexes,Accidents (unintentional injuries),107.0
2017,75 to 84 years,Both sexes,Intentional self-harm (suicide),11.4
2017,75 to 84 years,Males,Malignant neoplasms,1530.1
2017,75 to 84 years,Males,Diabetes mellitus,140.3
2017,75 to 84 years,Males,Alzheimer's disease,84.0
2017,75 to 84 years,Males,Diseases of heart,935.0
2017,75 to 84 years,Males,Cerebrovascular diseases,235.9
2017,75 to 84 years,Males,Influenza and pneumonia,98.3
2017,75 to 84 years,Males,Chronic lower respiratory diseases,251.9
2017,75 to 84 years,Males,Chronic liver disease and cirrhosis,37.1
2017,75 to 84 years,Males,Accidents (unintentional injuries),132.8
2017,75 to 84 years,Males,Intentional self-harm (suicide),19.6
2017,75 to 84 years,Females,Malignant neoplasms,1018.6
2017,75 to 84 years,Females,Diabetes mellitus,80.4
2017,75 to 84 years,Females,Alzheimer's disease,95.2
2017,75 to 84 years,Females,Diseases of heart,551.6
2017,75 to 84 years,Females,Cerebrovascular diseases,192.8
2017,75 to 84 years,Females,Influenza and pneumonia,83.1
2017,75 to 84 years,Females,Chronic lower respiratory diseases,210.1
2017,75 to 84 years,Females,Chronic liver disease and cirrhosis,21.3
2017,75 to 84 years,Females,Accidents (unintentional injuries),85.6
2017,75 to 84 years,Females,Intentional self-harm (suicide),4.6
2017,85 and over,Both sexes,Malignant neoplasms,2101.1
2017,85 and over,Both sexes,Diabetes mellitus,271.8
2017,85 and over,Both sexes,Alzheimer's disease,576.9
2017,85 and over,Both sexes,Diseases of heart,3036.6
2017,85 and over,Both sexes,Cerebrovascular diseases,888.2
2017,85 and over,Both sexes,Influenza and pneumonia,564.4
2017,85 and over,Both sexes,Chronic lower respiratory diseases,591.9
2017,85 and over,Both sexes,Chronic liver disease and cirrhosis,32.7
2017,85 and over,Both sexes,Accidents (unintentional injuries),516.9
2017,85 and over,Both sexes,Intentional self-harm (suicide),12.9
2017,85 and over,Males,Malignant neoplasms,2869.5
2017,85 and over,Males,Diabetes mellitus,335.5
2017,85 and over,Males,Alzheimer's disease,452.2
2017,85 and over,Males,Diseases of heart,3446.6
2017,85 and over,Males,Cerebrovascular diseases,843.7
2017,85 and over,Males,Influenza and pneumonia,631.4
2017,85 and over,Males,Chronic lower respiratory diseases,758.0
2017,85 and over,Males,Chronic liver disease and cirrhosis,46.0
2017,85 and over,Males,Accidents (unintentional injuries),563.5
2017,85 and over,Males,Intentional self-harm (suicide),28.2
2017,85 and over,Females,Malignant neoplasms,1681.1
2017,85 and over,Females,Diabetes mellitus,237.0
2017,85 and over,Females,Alzheimer's disease,645.1
2017,85 and over,Females,Diseases of heart,2812.6
2017,85 and over,Females,Cerebrovascular diseases,912.6
2017,85 and over,Females,Influenza and pneumonia,527.9
2017,85 and over,Females,Chronic lower respiratory diseases,501.1
2017,85 and over,Females,Chronic liver disease and cirrhosis,25.4
2017,85 and over,Females,Accidents (unintentional injuries),491.4
2017,85 and over,Females,Intentional self-harm (suicide),4.5
2018,All ages,Both sexes,Malignant neoplasms,215.3
2018,All ages,Both sexes,Diabetes mellitus,18.5
2018,All ages,Both sexes,Alzheimer's disease,17.4
2018,All ages,Both sexes,Diseases of heart,146.4
2018,All ages,Both sexes,Cerebrovascular diseases,36.6
2018,All ages,Both sexes,Influenza and pneumonia,23.2
2018,All ages,Both sexes,Chronic lower respiratory diseases,35.3
2018,All ages,Both sexes,Chronic liver disease and cirrhosis,9.7
2018,All ages,Both sexes,Accidents (unintentional injuries),43.2
2018,All ages,Both sexes,Intentional self-harm (suicide),12.4
2018,All ages,Males,Malignant neoplasms,229.4
2018,All ages,Males,Diabetes mellitus,20.6
2018,All ages,Males,Alzheimer's disease,11.4
2018,All ages,Males,Diseases of heart,159.8
2018,All ages,Males,Cerebrovascular diseases,31.4
2018,All ages,Males,Influenza and pneumonia,21.7
2018,All ages,Males,Chronic lower respiratory diseases,35.2
2018,All ages,Males,Chronic liver disease and cirrhosis,12.3
2018,All ages,Males,Accidents (unintentional injuries),52.4
2018,All ages,Males,Intentional self-harm (suicide),18.8
2018,All ages,Females,Malignant neoplasms,201.3
2018,All ages,Females,Diabetes mellitus,16.5
2018,All ages,Females,Alzheimer's disease,23.3
2018,All ages,Females,Diseases of heart,133.1
2018,All ages,Females,Cerebrovascular diseases,41.6
2018,All ages,Females,Influenza and pneumonia,24.7
2018,All ages,Females,Chronic lower respiratory diseases,35.4
2018,All ages,Females,Chronic liver disease and cirrhosis,7.1
2018,All ages,Females,Accidents (unintentional injuries),34.2
2018,All ages,Females,Intentional self-harm (suicide),6.1
2018,1 to 14 years,Both sexes,Malignant neoplasms,2.0
2018,1 to 14 years,Both sexes,Diabetes mellitus,0.0
2018,1 to 14 years,Both sexes,Alzheimer's disease,0.0
2018,1 to 14 years,Both sexes,Diseases of heart,0.3
2018,1 to 14 years,Both sexes,Cerebrovascular diseases,0.1
2018,1 to 14 years,Both sexes,Influenza and pneumonia,0.5
2018,1 to 14 years,Both sexes,Chronic lower respiratory diseases,0.1
2018,1 to 14 years,Both sexes,Chronic liver disease and cirrhosis,0.0
