Year,Geography,Population characteristics,Educational attainment level,Age group,Sex,GeoCode,Value
2013,Quebec,Total population,Bachelor's level,35 to 44 years,Both sexes,24,20.0
2013,Quebec,Total population,Bachelor's level,35 to 44 years,Male,24,17.0
2013,Quebec,Total population,Bachelor's level,35 to 44 years,Female,24,23.0
2013,Quebec,Total population,Bachelor's level,45 to 54 years,Both sexes,24,16.0
2013,Quebec,Total population,Bachelor's level,45 to 54 years,Male,24,16.0
2013,Quebec,Total population,Bachelor's level,45 to 54 years,Female,24,16.0
2013,Quebec,Total population,Bachelor's level,55 to 64 years,Both sexes,24,13.0
2013,Quebec,Total population,Bachelor's level,55 to 64 years,Male,24,13.0
2013,Quebec,Total population,Bachelor's level,55 to 64 years,Female,24,12.0
2013,Quebec,Total population,Master's or Doctoral level,"Total, 25 to 64 years",Both sexes,24,8.0
2013,Quebec,Total population,Master's or Doctoral level,"Total, 25 to 64 years",Male,24,8.0
2013,Quebec,Total population,Master's or Doctoral level,"Total, 25 to 64 years",Female,24,8.0
2013,Quebec,Total population,Master's or Doctoral level,25 to 34 years,Both sexes,24,10.0
2013,Quebec,Total population,Master's or Doctoral level,25 to 34 years,Male,24,9.0
2013,Quebec,Total population,Master's or Doctoral level,25 to 34 years,Female,24,10.0
2013,Quebec,Total population,Master's or Doctoral level,30 to 34 years,Both sexes,24,11.0
2013,Quebec,Total population,Master's or Doctoral level,30 to 34 years,Male,24,10.0
2013,Quebec,Total population,Master's or Doctoral level,30 to 34 years,Female,24,12.0
2013,Quebec,Total population,Master's or Doctoral level,35 to 44 years,Both sexes,24,10.0
2013,Quebec,Total population,Master's or Doctoral level,35 to 44 years,Male,24,10.0
2013,Quebec,Total population,Master's or Doctoral level,35 to 44 years,Female,24,11.0
2013,Quebec,Total population,Master's or Doctoral level,45 to 54 years,Both sexes,24,6.0
2013,Quebec,Total population,Master's or Doctoral level,45 to 54 years,Male,24,6.0
2013,Quebec,Total population,Master's or Doctoral level,45 to 54 years,Female,24,5.0
2013,Quebec,Total population,Master's or Doctoral level,55 to 64 years,Both sexes,24,7.0
2013,Quebec,Total population,Master's or Doctoral level,55 to 64 years,Male,24,8.0
2013,Quebec,Total population,Master's or Doctoral level,55 to 64 years,Female,24,6.0
2013,Ontario,Total population,Tertiary education,"Total, 25 to 64 years",Both sexes,35,60.0
2013,Ontario,Total population,Tertiary education,"Total, 25 to 64 years",Male,35,55.0
2013,Ontario,Total population,Tertiary education,"Total, 25 to 64 years",Female,35,65.0
2013,Ontario,Total population,Tertiary education,25 to 34 years,Both sexes,35,65.0
2013,Ontario,Total population,Tertiary education,25 to 34 years,Male,35,57.0
2013,Ontario,Total population,Tertiary education,25 to 34 years,Female,35,73.0
2013,Ontario,Total population,Tertiary education,30 to 34 years,Both sexes,35,66.0
2013,Ontario,Total population,Tertiary education,30 to 34 years,Male,35,58.0
2013,Ontario,Total population,Tertiary education,30 to 34 years,Female,35,74.0
2013,Ontario,Total population,Tertiary education,35 to 44 years,Both sexes,35,67.0
2013,Ontario,Total population,Tertiary education,35 to 44 years,Male,35,61.0
2013,Ontario,Total population,Tertiary education,35 to 44 years,Female,35,72.0
2013,Ontario,Total population,Tertiary education,45 to 54 years,Both sexes,35,56.0
2013,Ontario,Total population,Tertiary education,45 to 54 years,Male,35,52.0
2013,Ontario,Total population,Tertiary education,45 to 54 years,Female,35,60.0
2013,Ontario,Total population,Tertiary education,55 to 64 years,Both sexes,35,52.0
2013,Ontario,Total population,Tertiary education,55 to 64 years,Male,35,50.0
2013,Ontario,Total population,Tertiary education,55 to 64 years,Female,35,53.0
2013,Ontario,Total population,Short-cycle tertiary,"Total, 25 to 64 years",Both sexes,35,28.0
2013,Ontario,Total population,Short-cycle tertiary,"Total, 25 to 64 years",Male,35,25.0
2013,Ontario,Total population,Short-cycle tertiary,"Total, 25 to 64 years",Female,35,31.0
2013,Ontario,Total population,Short-cycle tertiary,25 to 34 years,Both sexes,35,29.0
2013,Ontario,Total population,Short-cycle tertiary,25 to 34 years,Male,35,27.0
2013,Ontario,Total population,Short-cycle tertiary,25 to 34 years,Female,35,31.0
2013,Ontario,Total population,Short-cycle tertiary,30 to 34 years,Both sexes,35,30.0
2013,Ontario,Total population,Short-cycle tertiary,30 to 34 years,Male,35,27.0
2013,Ontario,Total population,Short-cycle tertiary,30 to 34 years,Female,35,32.0
2013,Ontario,Total population,Short-cycle tertiary,35 to 44 years,Both sexes,35,30.0
2013,Ontario,Total population,Short-cycle tertiary,35 to 44 years,Male,35,27.0
2013,Ontario,Total population,Short-cycle tertiary,35 to 44 years,Female,35,33.0
2013,Ontario,Total population,Short-cycle tertiary,45 to 54 years,Both sexes,35,28.0
2013,Ontario,Total population,Short-cycle tertiary,45 to 54 years,Male,35,24.0
2013,Ontario,Total population,Short-cycle tertiary,45 to 54 years,Female,35,32.0
2013,Ontario,Total population,Short-cycle tertiary,55 to 64 years,Both sexes,35,25.0
2013,Ontario,Total population,Short-cycle tertiary,55 to 64 years,Male,35,22.0
2013,Ontario,Total population,Short-cycle tertiary,55 to 64 years,Female,35,29.0
2013,Ontario,Total population,Bachelor's level,"Total, 25 to 64 years",Both sexes,35,21.0
2013,Ontario,Total population,Bachelor's level,"Total, 25 to 64 years",Male,35,19.0
2013,Ontario,Total population,Bachelor's level,"Total, 25 to 64 years",Female,35,22.0
2013,Ontario,Total population,Bachelor's level,25 to 34 years,Both sexes,35,25.0
2013,Ontario,Total population,Bachelor's level,25 to 34 years,Male,35,22.0
2013,Ontario,Total population,Bachelor's level,25 to 34 years,Female,35,29.0
2013,Ontario,Total population,Bachelor's level,30 to 34 years,Both sexes,35,24.0
2013,Ontario,Total population,Bachelor's level,30 to 34 years,Male,35,20.0
2013,Ontario,Total population,Bachelor's level,30 to 34 years,Female,35,27.0
2013,Ontario,Total population,Bachelor's level,35 to 44 years,Both sexes,35,23.0
2013,Ontario,Total population,Bachelor's level,35 to 44 years,Male,35,20.0
2013,Ontario,Total population,Bachelor's level,35 to 44 years,Female,35,26.0
2013,Ontario,Total population,Bachelor's level,45 to 54 years,Both sexes,35,18.0
2013,Ontario,Total population,Bachelor's level,45 to 54 years,Male,35,17.0
2013,Ontario,Total population,Bachelor's level,45 to 54 years,Female,35,19.0
2013,Ontario,Total population,Bachelor's level,55 to 64 years,Both sexes,35,17.0
2013,Ontario,Total population,Bachelor's level,55 to 64 years,Male,35,17.0
2013,Ontario,Total population,Bachelor's level,55 to 64 years,Female,35,17.0
2013,Ontario,Total population,Master's or Doctoral level,"Total, 25 to 64 years",Both sexes,35,11.0
2013,Ontario,Total population,Master's or Doctoral level,"Total, 25 to 64 years",Male,35,11.0
2013,Ontario,Total population,Master's or Doctoral level,"Total, 25 to 64 years",Female,35,11.0
2013,Ontario,Total population,Master's or Doctoral level,25 to 34 years,Both sexes,35,11.0
2013,Ontario,Total population,Master's or Doctoral level,25 to 34 years,Male,35,9.0
2013,Ontario,Total population,Master's or Doctoral level,25 to 34 years,Female,35,13.0
2013,Ontario,Total population,Master's or Doctoral level,30 to 34 years,Both sexes,35,13.0
2013,Ontario,Total population,Master's or Doctoral level,30 to 34 years,Male,35,11.0
2013,Ontario,Total population,Master's or Doctoral level,30 to 34 years,Female,35,14.0
2013,Ontario,Total population,Master's or Doctoral level,35 to 44 years,Both sexes,35,14.0
2013,Ontario,Total population,Master's or Doctoral level,35 to 44 years,Male,35,14.0
2013,Ontario,Total population,Master's or Doctoral level,35 to 44 years,Female,35,14.0
2013,Ontario,Total population,Master's or Doctoral level,45 to 54 years,Both sexes,35,10.0
2013,Ontario,Total population,Master's or Doctoral level,45 to 54 years,Male,35,11.0
2013,Ontario,Total population,Master's or Doctoral level,45 to 54 years,Female,35,9.0
2013,Ontario,Total population,Master's or Doctoral level,55 to 64 years,Both sexes,35,10.0
2013,Ontario,Total population,Master's or Doctoral level,55 to 64 years,Male,35,12.0
2013,Ontario,Total population,Master's or Doctoral level,55 to 64 years,Female,35,8.0
2013,Manitoba,Total population,Tertiary education,"Total, 25 to 64 years",Both sexes,46,45.0
2013,Manitoba,Total population,Tertiary education,"Total, 25 to 64 years",Male,46,39.0
2013,Manitoba,Total population,Tertiary education,"Total, 25 to 64 years",Female,46,52.0
2013,Manitoba,Total population,Tertiary education,25 to 34 years,Both sexes,46,48.0
2013,Manitoba,Total population,Tertiary education,25 to 34 years,Male,46,40.0
2013,Manitoba,Total population,Tertiary education,25 to 34 years,Female,46,56.0
2013,Manitoba,Total population,Tertiary education,30 to 34 years,Both sexes,46,50.0
2013,Manitoba,Total population,Tertiary education,30 to 34 years,Male,46,41.0
2013,Manitoba,Total population,Tertiary education,30 to 34 years,Female,46,60.0
2013,Manitoba,Total population,Tertiary education,35 to 44 years,Both sexes,46,49.0
2013,Manitoba,Total population,Tertiary education,35 to 44 years,Male,46,42.0
2013,Manitoba,Total population,Tertiary education,35 to 44 years,Female,46,57.0
2013,Manitoba,Total population,Tertiary education,45 to 54 years,Both sexes,46,44.0
2013,Manitoba,Total population,Tertiary education,45 to 54 years,Male,46,38.0
2013,Manitoba,Total population,Tertiary education,45 to 54 years,Female,46,50.0
2013,Manitoba,Total population,Tertiary education,55 to 64 years,Both sexes,46,40.0
2013,Manitoba,Total population,Tertiary education,55 to 64 years,Male,46,36.0
2013,Manitoba,Total population,Tertiary education,55 to 64 years,Female,46,44.0
2013,Manitoba,Total population,Short-cycle tertiary,"Total, 25 to 64 years",Both sexes,46,22.0
2013,Manitoba,Total population,Short-cycle tertiary,"Total, 25 to 64 years",Male,46,17.0
2013,Manitoba,Total population,Short-cycle tertiary,"Total, 25 to 64 years",Female,46,26.0
2013,Manitoba,Total population,Short-cycle tertiary,25 to 34 years,Both sexes,46,19.0
2013,Manitoba,Total population,Short-cycle tertiary,25 to 34 years,Male,46,16.0
2013,Manitoba,Total population,Short-cycle tertiary,25 to 34 years,Female,46,23.0
2013,Manitoba,Total population,Short-cycle tertiary,30 to 34 years,Both sexes,46,20.0
2013,Manitoba,Total population,Short-cycle tertiary,30 to 34 years,Male,46,16.0
2013,Manitoba,Total population,Short-cycle tertiary,30 to 34 years,Female,46,24.0
2013,Manitoba,Total population,Short-cycle tertiary,35 to 44 years,Both sexes,46,23.0
2013,Manitoba,Total population,Short-cycle tertiary,35 to 44 years,Male,46,18.0
2013,Manitoba,Total population,Short-cycle tertiary,35 to 44 years,Female,46,27.0
2013,Manitoba,Total population,Short-cycle tertiary,45 to 54 years,Both sexes,46,24.0
2013,Manitoba,Total population,Short-cycle tertiary,45 to 54 years,Male,46,20.0
2013,Manitoba,Total population,Short-cycle tertiary,45 to 54 years,Female,46,28.0
2013,Manitoba,Total population,Short-cycle tertiary,55 to 64 years,Both sexes,46,20.0
2013,Manitoba,Total population,Short-cycle tertiary,55 to 64 years,Male,46,16.0
2013,Manitoba,Total population,Short-cycle tertiary,55 to 64 years,Female,46,24.0
2013,Manitoba,Total population,Bachelor's level,"Total, 25 to 64 years",Both sexes,46,18.0
2013,Manitoba,Total population,Bachelor's level,"Total, 25 to 64 years",Male,46,16.0
2013,Manitoba,Total population,Bachelor's level,"Total, 25 to 64 years",Female,46,20.0
2013,Manitoba,Total population,Bachelor's level,25 to 34 years,Both sexes,46,23.0
2013,Manitoba,Total population,Bachelor's level,25 to 34 years,Male,46,20.0
2013,Manitoba,Total population,Bachelor's level,25 to 34 years,Female,46,26.0
2013,Manitoba,Total population,Bachelor's level,30 to 34 years,Both sexes,46,24.0
2013,Manitoba,Total population,Bachelor's level,30 to 34 years,Male,46,19.0
2013,Manitoba,Total population,Bachelor's level,30 to 34 years,Female,46,28.0
2013,Manitoba,Total population,Bachelor's level,35 to 44 years,Both sexes,46,20.0
2013,Manitoba,Total population,Bachelor's level,35 to 44 years,Male,46,18.0
2013,Manitoba,Total population,Bachelor's level,35 to 44 years,Female,46,23.0
2013,Manitoba,Total population,Bachelor's level,45 to 54 years,Both sexes,46,15.0
2013,Manitoba,Total population,Bachelor's level,45 to 54 years,Male,46,13.0
2013,Manitoba,Total population,Bachelor's level,45 to 54 years,Female,46,17.0
2013,Manitoba,Total population,Bachelor's level,55 to 64 years,Both sexes,46,13.0
2013,Manitoba,Total population,Bachelor's level,55 to 64 years,Male,46,13.0
2013,Manitoba,Total population,Bachelor's level,55 to 64 years,Female,46,14.0
2013,Manitoba,Total population,Master's or Doctoral level,"Total, 25 to 64 years",Both sexes,46,6.0
2013,Manitoba,Total population,Master's or Doctoral level,"Total, 25 to 64 years",Male,46,6.0
2013,Manitoba,Total population,Master's or Doctoral level,"Total, 25 to 64 years",Female,46,6.0
2013,Manitoba,Total population,Master's or Doctoral level,25 to 34 years,Both sexes,46,6.0
2013,Manitoba,Total population,Master's or Doctoral level,25 to 34 years,Male,46,5.0
2013,Manitoba,Total population,Master's or Doctoral level,25 to 34 years,Female,46,6.0
2013,Manitoba,Total population,Master's or Doctoral level,30 to 34 years,Both sexes,46,7.0
2013,Manitoba,Total population,Master's or Doctoral level,30 to 34 years,Male,46,6.0
2013,Manitoba,Total population,Master's or Doctoral level,30 to 34 years,Female,46,8.0
2013,Manitoba,Total population,Master's or Doctoral level,35 to 44 years,Both sexes,46,6.0
2013,Manitoba,Total population,Master's or Doctoral level,35 to 44 years,Male,46,7.0
2013,Manitoba,Total population,Master's or Doctoral level,35 to 44 years,Female,46,6.0
2013,Manitoba,Total population,Master's or Doctoral level,45 to 54 years,Both sexes,46,5.0
2013,Manitoba,Total population,Master's or Doctoral level,45 to 54 years,Male,46,5.0
2013,Manitoba,Total population,Master's or Doctoral level,45 to 54 years,Female,46,5.0
2013,Manitoba,Total population,Master's or Doctoral level,55 to 64 years,Both sexes,46,7.0
2013,Manitoba,Total population,Master's or Doctoral level,55 to 64 years,Male,46,7.0
2013,Manitoba,Total population,Master's or Doctoral level,55 to 64 years,Female,46,6.0
2013,Saskatchewan,Total population,Tertiary education,"Total, 25 to 64 years",Both sexes,47,41.0
2013,Saskatchewan,Total population,Tertiary education,"Total, 25 to 64 years",Male,47,33.0
2013,Saskatchewan,Total population,Tertiary education,"Total, 25 to 64 years",Female,47,50.0
2013,Saskatchewan,Total population,Tertiary education,25 to 34 years,Both sexes,47,46.0
2013,Saskatchewan,Total population,Tertiary education,25 to 34 years,Male,47,37.0
2013,Saskatchewan,Total population,Tertiary education,25 to 34 years,Female,47,55.0
2013,Saskatchewan,Total population,Tertiary education,30 to 34 years,Both sexes,47,47.0
2013,Saskatchewan,Total population,Tertiary education,30 to 34 years,Male,47,37.0
2013,Saskatchewan,Total population,Tertiary education,30 to 34 years,Female,47,57.0
2013,Saskatchewan,Total population,Tertiary education,35 to 44 years,Both sexes,47,46.0
2013,Saskatchewan,Total population,Tertiary education,35 to 44 years,Male,47,38.0
2013,Saskatchewan,Total population,Tertiary education,35 to 44 years,Female,47,54.0
2013,Saskatchewan,Total population,Tertiary education,45 to 54 years,Both sexes,47,36.0
2013,Saskatchewan,Total population,Tertiary education,45 to 54 years,Male,47,28.0
2013,Saskatchewan,Total population,Tertiary education,45 to 54 years,Female,47,45.0
2013,Saskatchewan,Total population,Tertiary education,55 to 64 years,Both sexes,47,35.0
2013,Saskatchewan,Total population,Tertiary education,55 to 64 years,Male,47,27.0
2013,Saskatchewan,Total population,Tertiary education,55 to 64 years,Female,47,44.0
2013,Saskatchewan,Total population,Short-cycle tertiary,"Total, 25 to 64 years",Both sexes,47,18.0
2013,Saskatchewan,Total population,Short-cycle tertiary,"Total, 25 to 64 years",Male,47,12.0
2013,Saskatchewan,Total population,Short-cycle tertiary,"Total, 25 to 64 years",Female,47,24.0
2013,Saskatchewan,Total population,Short-cycle tertiary,25 to 34 years,Both sexes,47,17.0
2013,Saskatchewan,Total population,Short-cycle tertiary,25 to 34 years,Male,47,12.0
2013,Saskatchewan,Total population,Short-cycle tertiary,25 to 34 years,Female,47,21.0
2013,Saskatchewan,Total population,Short-cycle tertiary,30 to 34 years,Both sexes,47,17.0
2013,Saskatchewan,Total population,Short-cycle tertiary,30 to 34 years,Male,47,12.0
2013,Saskatchewan,Total population,Short-cycle tertiary,30 to 34 years,Female,47,22.0
2013,Saskatchewan,Total population,Short-cycle tertiary,35 to 44 years,Both sexes,47,20.0
2013,Saskatchewan,Total population,Short-cycle tertiary,35 to 44 years,Male,47,15.0
2013,Saskatchewan,Total population,Short-cycle tertiary,35 to 44 years,Female,47,25.0
2013,Saskatchewan,Total population,Short-cycle tertiary,45 to 54 years,Both sexes,47,18.0
2013,Saskatchewan,Total population,Short-cycle tertiary,45 to 54 years,Male,47,11.0
2013,Saskatchewan,Total population,Short-cycle tertiary,45 to 54 years,Female,47,26.0
2013,Saskatchewan,Total population,Short-cycle tertiary,55 to 64 years,Both sexes,47,18.0
2013,Saskatchewan,Total population,Short-cycle tertiary,55 to 64 years,Male,47,9.0
2013,Saskatchewan,Total population,Short-cycle tertiary,55 to 64 years,Female,47,27.0
2013,Saskatchewan,Total population,Bachelor's level,"Total, 25 to 64 years",Both sexes,47,17.0
2013,Saskatchewan,Total population,Bachelor's level,"Total, 25 to 64 years",Male,47,15.0
2013,Saskatchewan,Total population,Bachelor's level,"Total, 25 to 64 years",Female,47,19.0
2013,Saskatchewan,Total population,Bachelor's level,25 to 34 years,Both sexes,47,24.0
2013,Saskatchewan,Total population,Bachelor's level,25 to 34 years,Male,47,19.0
2013,Saskatchewan,Total population,Bachelor's level,25 to 34 years,Female,47,28.0
2013,Saskatchewan,Total population,Bachelor's level,30 to 34 years,Both sexes,47,24.0
2013,Saskatchewan,Total population,Bachelor's level,30 to 34 years,Male,47,19.0
2013,Saskatchewan,Total population,Bachelor's level,30 to 34 years,Female,47,28.0
2013,Saskatchewan,Total population,Bachelor's level,35 to 44 years,Both sexes,47,19.0
2013,Saskatchewan,Total population,Bachelor's level,35 to 44 years,Male,47,16.0
2013,Saskatchewan,Total population,Bachelor's level,35 to 44 years,Female,47,22.0
2013,Saskatchewan,Total population,Bachelor's level,45 to 54 years,Both sexes,47,12.0
2013,Saskatchewan,Total population,Bachelor's level,45 to 54 years,Male,47,11.0
2013,Saskatchewan,Total population,Bachelor's level,45 to 54 years,Female,47,14.0
2013,Saskatchewan,Total population,Bachelor's level,55 to 64 years,Both sexes,47,12.0
2013,Saskatchewan,Total population,Bachelor's level,55 to 64 years,Male,47,12.0
2013,Saskatchewan,Total population,Bachelor's level,55 to 64 years,Female,47,13.0
2013,Saskatchewan,Total population,Master's or Doctoral level,"Total, 25 to 64 years",Both sexes,47,6.0
2013,Saskatchewan,Total population,Master's or Doctoral level,"Total, 25 to 64 years",Male,47,6.0
2013,Saskatchewan,Total population,Master's or Doctoral level,"Total, 25 to 64 years",Female,47,6.0
2013,Saskatchewan,Total population,Master's or Doctoral level,25 to 34 years,Both sexes,47,6.0
2013,Saskatchewan,Total population,Master's or Doctoral level,25 to 34 years,Male,47,6.0
2013,Saskatchewan,Total population,Master's or Doctoral level,25 to 34 years,Female,47,6.0
2013,Saskatchewan,Total population,Master's or Doctoral level,30 to 34 years,Both sexes,47,7.0
2013,Saskatchewan,Total population,Master's or Doctoral level,30 to 34 years,Male,47,6.0
2013,Saskatchewan,Total population,Master's or Doctoral level,30 to 34 years,Female,47,7.0
2013,Saskatchewan,Total population,Master's or Doctoral level,35 to 44 years,Both sexes,47,7.0
2013,Saskatchewan,Total population,Master's or Doctoral level,35 to 44 years,Male,47,7.0
2013,Saskatchewan,Total population,Master's or Doctoral level,35 to 44 years,Female,47,7.0
2013,Saskatchewan,Total population,Master's or Doctoral level,45 to 54 years,Both sexes,47,6.0
2013,Saskatchewan,Total population,Master's or Doctoral level,45 to 54 years,Male,47,6.0
2013,Saskatchewan,Total population,Master's or Doctoral level,45 to 54 years,Female,47,6.0
2013,Saskatchewan,Total population,Master's or Doctoral level,55 to 64 years,Both sexes,47,5.0
2013,Saskatchewan,Total population,Master's or Doctoral level,55 to 64 years,Male,47,6.0
2013,Saskatchewan,Total population,Master's or Doctoral level,55 to 64 years,Female,47,4.0
2013,Alberta,Total population,Tertiary education,"Total, 25 to 64 years",Both sexes,48,47.0
2013,Alberta,Total population,Tertiary education,"Total, 25 to 64 years",Male,48,39.0
2013,Alberta,Total population,Tertiary education,"Total, 25 to 64 years",Female,48,56.0
2013,Alberta,Total population,Tertiary education,25 to 34 years,Both sexes,48,50.0
2013,Alberta,Total population,Tertiary education,25 to 34 years,Male,48,40.0
2013,Alberta,Total population,Tertiary education,25 to 34 years,Female,48,59.0
2013,Alberta,Total population,Tertiary education,30 to 34 years,Both sexes,48,52.0
2013,Alberta,Total population,Tertiary education,30 to 34 years,Male,48,42.0
2013,Alberta,Total population,Tertiary education,30 to 34 years,Female,48,61.0
2013,Alberta,Total population,Tertiary education,35 to 44 years,Both sexes,48,50.0
2013,Alberta,Total population,Tertiary education,35 to 44 years,Male,48,41.0
2013,Alberta,Total population,Tertiary education,35 to 44 years,Female,48,60.0
2013,Alberta,Total population,Tertiary education,45 to 54 years,Both sexes,48,45.0
2013,Alberta,Total population,Tertiary education,45 to 54 years,Male,48,37.0
2013,Alberta,Total population,Tertiary education,45 to 54 years,Female,48,52.0
2013,Alberta,Total population,Tertiary education,55 to 64 years,Both sexes,48,43.0
2013,Alberta,Total population,Tertiary education,55 to 64 years,Male,48,37.0
2013,Alberta,Total population,Tertiary education,55 to 64 years,Female,48,49.0
2013,Alberta,Total population,Short-cycle tertiary,"Total, 25 to 64 years",Both sexes,48,21.0
2013,Alberta,Total population,Short-cycle tertiary,"Total, 25 to 64 years",Male,48,15.0
2013,Alberta,Total population,Short-cycle tertiary,"Total, 25 to 64 years",Female,48,27.0
2013,Alberta,Total population,Short-cycle tertiary,25 to 34 years,Both sexes,48,20.0
2013,Alberta,Total population,Short-cycle tertiary,25 to 34 years,Male,48,15.0
2013,Alberta,Total population,Short-cycle tertiary,25 to 34 years,Female,48,25.0
2013,Alberta,Total population,Short-cycle tertiary,30 to 34 years,Both sexes,48,21.0
2013,Alberta,Total population,Short-cycle tertiary,30 to 34 years,Male,48,16.0
2013,Alberta,Total population,Short-cycle tertiary,30 to 34 years,Female,48,27.0
2013,Alberta,Total population,Short-cycle tertiary,35 to 44 years,Both sexes,48,23.0
2013,Alberta,Total population,Short-cycle tertiary,35 to 44 years,Male,48,16.0
2013,Alberta,Total population,Short-cycle tertiary,35 to 44 years,Female,48,29.0
2013,Alberta,Total population,Short-cycle tertiary,45 to 54 years,Both sexes,48,21.0
2013,Alberta,Total population,Short-cycle tertiary,45 to 54 years,Male,48,15.0
2013,Alberta,Total population,Short-cycle tertiary,45 to 54 years,Female,48,28.0
2013,Alberta,Total population,Short-cycle tertiary,55 to 64 years,Both sexes,48,20.0
2013,Alberta,Total population,Short-cycle tertiary,55 to 64 years,Male,48,15.0
2013,Alberta,Total population,Short-cycle tertiary,55 to 64 years,Female,48,26.0
2013,Alberta,Total population,Bachelor's level,"Total, 25 to 64 years",Both sexes,48,19.0
2013,Alberta,Total population,Bachelor's level,"Total, 25 to 64 years",Male,48,17.0
2013,Alberta,Total population,Bachelor's level,"Total, 25 to 64 years",Female,48,21.0
2013,Alberta,Total population,Bachelor's level,25 to 34 years,Both sexes,48,23.0
2013,Alberta,Total population,Bachelor's level,25 to 34 years,Male,48,19.0
2013,Alberta,Total population,Bachelor's level,25 to 34 years,Female,48,26.0
2013,Alberta,Total population,Bachelor's level,30 to 34 years,Both sexes,48,22.0
2013,Alberta,Total population,Bachelor's level,30 to 34 years,Male,48,19.0
2013,Alberta,Total population,Bachelor's level,30 to 34 years,Female,48,26.0
2013,Alberta,Total population,Bachelor's level,35 to 44 years,Both sexes,48,19.0
2013,Alberta,Total population,Bachelor's level,35 to 44 years,Male,48,16.0
2013,Alberta,Total population,Bachelor's level,35 to 44 years,Female,48,23.0
2013,Alberta,Total population,Bachelor's level,45 to 54 years,Both sexes,48,17.0
2013,Alberta,Total population,Bachelor's level,45 to 54 years,Male,48,15.0
2013,Alberta,Total population,Bachelor's level,45 to 54 years,Female,48,18.0
2013,Alberta,Total population,Bachelor's level,55 to 64 years,Both sexes,48,15.0
2013,Alberta,Total population,Bachelor's level,55 to 64 years,Male,48,15.0
2013,Alberta,Total population,Bachelor's level,55 to 64 years,Female,48,16.0
2013,Alberta,Total population,Master's or Doctoral level,"Total, 25 to 64 years",Both sexes,48,7.0
2013,Alberta,Total population,Master's or Doctoral level,"Total, 25 to 64 years",Male,48,7.0
2013,Alberta,Total population,Master's or Doctoral level,"Total, 25 to 64 years",Female,48,7.0
2013,Alberta,Total population,Master's or Doctoral level,25 to 34 years,Both sexes,48,7.0
2013,Alberta,Total population,Master's or Doctoral level,25 to 34 years,Male,48,6.0
2013,Alberta,Total population,Master's or Doctoral level,25 to 34 years,Female,48,8.0
2013,Alberta,Total population,Master's or Doctoral level,30 to 34 years,Both sexes,48,8.0
2013,Alberta,Total population,Master's or Doctoral level,30 to 34 years,Male,48,8.0
2013,Alberta,Total population,Master's or Doctoral level,30 to 34 years,Female,48,8.0
2013,Alberta,Total population,Master's or Doctoral level,35 to 44 years,Both sexes,48,9.0
2013,Alberta,Total population,Master's or Doctoral level,35 to 44 years,Male,48,9.0
2013,Alberta,Total population,Master's or Doctoral level,35 to 44 years,Female,48,8.0
2013,Alberta,Total population,Master's or Doctoral level,45 to 54 years,Both sexes,48,6.0
2013,Alberta,Total population,Master's or Doctoral level,45 to 54 years,Male,48,7.0
2013,Alberta,Total population,Master's or Doctoral level,45 to 54 years,Female,48,6.0
2013,Alberta,Total population,Master's or Doctoral level,55 to 64 years,Both sexes,48,7.0
2013,Alberta,Total population,Master's or Doctoral level,55 to 64 years,Male,48,7.0
2013,Alberta,Total population,Master's or Doctoral level,55 to 64 years,Female,48,7.0
2013,British Columbia,Total population,Tertiary education,"Total, 25 to 64 years",Both sexes,59,51.0
2013,British Columbia,Total population,Tertiary education,"Total, 25 to 64 years",Male,59,44.0
2013,British Columbia,Total population,Tertiary education,"Total, 25 to 64 years",Female,59,58.0
2013,British Columbia,Total population,Tertiary education,25 to 34 years,Both sexes,59,55.0
2013,British Columbia,Total population,Tertiary education,25 to 34 years,Male,59,45.0
2013,British Columbia,Total population,Tertiary education,25 to 34 years,Female,59,65.0
2013,British Columbia,Total population,Tertiary education,30 to 34 years,Both sexes,59,57.0
2013,British Columbia,Total population,Tertiary education,30 to 34 years,Male,59,47.0
2013,British Columbia,Total population,Tertiary education,30 to 34 years,Female,59,67.0
2013,British Columbia,Total population,Tertiary education,35 to 44 years,Both sexes,59,58.0
2013,British Columbia,Total population,Tertiary education,35 to 44 years,Male,59,50.0
2013,British Columbia,Total population,Tertiary education,35 to 44 years,Female,59,65.0
2013,British Columbia,Total population,Tertiary education,45 to 54 years,Both sexes,59,49.0
2013,British Columbia,Total population,Tertiary education,45 to 54 years,Male,59,43.0
2013,British Columbia,Total population,Tertiary education,45 to 54 years,Female,59,55.0
2013,British Columbia,Total population,Tertiary education,55 to 64 years,Both sexes,59,44.0
2013,British Columbia,Total population,Tertiary education,55 to 64 years,Male,59,39.0
2013,British Columbia,Total population,Tertiary education,55 to 64 years,Female,59,49.0
2013,British Columbia,Total population,Short-cycle tertiary,"Total, 25 to 64 years",Both sexes,59,22.0
2013,British Columbia,Total population,Short-cycle tertiary,"Total, 25 to 64 years",Male,59,16.0
2013,British Columbia,Total population,Short-cycle tertiary,"Total, 25 to 64 years",Female,59,27.0
2013,British Columbia,Total population,Short-cycle tertiary,25 to 34 years,Both sexes,59,20.0
2013,British Columbia,Total population,Short-cycle tertiary,25 to 34 years,Male,59,14.0
2013,British Columbia,Total population,Short-cycle tertiary,25 to 34 years,Female,59,25.0
2013,British Columbia,Total population,Short-cycle tertiary,30 to 34 years,Both sexes,59,21.0
