Year,Géographie,Groupe d'âge,Sexe,GeoCode,Value
2017,Terre-Neuve-et-Labrador,18 à 34 ans,Hommes,10,65.3
2017,Terre-Neuve-et-Labrador,18 à 34 ans,Femmes,10,66.5
2017,Terre-Neuve-et-Labrador,35 à 49 ans,Les deux sexes,10,73.0
2017,Terre-Neuve-et-Labrador,35 à 49 ans,Hommes,10,73.7
2017,Terre-Neuve-et-Labrador,35 à 49 ans,Femmes,10,72.3
2017,Terre-Neuve-et-Labrador,50 à 64 ans,Les deux sexes,10,79.7
2017,Terre-Neuve-et-Labrador,50 à 64 ans,Hommes,10,81.7
2017,Terre-Neuve-et-Labrador,50 à 64 ans,Femmes,10,77.8
2017,Terre-Neuve-et-Labrador,65 ans et plus,Les deux sexes,10,86.3
2017,Terre-Neuve-et-Labrador,65 ans et plus,Hommes,10,83.0
2017,Terre-Neuve-et-Labrador,65 ans et plus,Femmes,10,89.0
2017,Île-du-Prince-Édouard,"Total, 12 ans et plus",Les deux sexes,11,76.5
2017,Île-du-Prince-Édouard,"Total, 12 ans et plus",Hommes,11,78.1
2017,Île-du-Prince-Édouard,"Total, 12 ans et plus",Femmes,11,74.9
2017,Île-du-Prince-Édouard,12 à 17 ans,Les deux sexes,11,85.1
2017,Île-du-Prince-Édouard,12 à 17 ans,Hommes,11,80.3
2017,Île-du-Prince-Édouard,12 à 17 ans,Femmes,11,90.3
2017,Île-du-Prince-Édouard,18 à 34 ans,Les deux sexes,11,69.2
2017,Île-du-Prince-Édouard,18 à 34 ans,Hommes,11,69.4
2017,Île-du-Prince-Édouard,18 à 34 ans,Femmes,11,69.1
2017,Île-du-Prince-Édouard,35 à 49 ans,Les deux sexes,11,80.6
2017,Île-du-Prince-Édouard,35 à 49 ans,Hommes,11,80.3
2017,Île-du-Prince-Édouard,35 à 49 ans,Femmes,11,80.9
2017,Île-du-Prince-Édouard,50 à 64 ans,Les deux sexes,11,71.4
2017,Île-du-Prince-Édouard,50 à 64 ans,Hommes,11,76.7
2017,Île-du-Prince-Édouard,50 à 64 ans,Femmes,11,66.4
2017,Île-du-Prince-Édouard,65 ans et plus,Les deux sexes,11,83.5
2017,Île-du-Prince-Édouard,65 ans et plus,Hommes,11,87.1
2017,Île-du-Prince-Édouard,65 ans et plus,Femmes,11,80.5
2017,Nouvelle-Écosse,"Total, 12 ans et plus",Les deux sexes,12,71.7
2017,Nouvelle-Écosse,"Total, 12 ans et plus",Hommes,12,70.7
2017,Nouvelle-Écosse,"Total, 12 ans et plus",Femmes,12,72.6
2017,Nouvelle-Écosse,12 à 17 ans,Les deux sexes,12,91.8
2017,Nouvelle-Écosse,12 à 17 ans,Hommes,12,88.4
2017,Nouvelle-Écosse,12 à 17 ans,Femmes,12,95.4
2017,Nouvelle-Écosse,18 à 34 ans,Les deux sexes,12,64.5
2017,Nouvelle-Écosse,18 à 34 ans,Hommes,12,65.9
2017,Nouvelle-Écosse,18 à 34 ans,Femmes,12,63.1
2017,Nouvelle-Écosse,35 à 49 ans,Les deux sexes,12,67.0
2017,Nouvelle-Écosse,35 à 49 ans,Hommes,12,67.2
2017,Nouvelle-Écosse,35 à 49 ans,Femmes,12,67.0
2017,Nouvelle-Écosse,50 à 64 ans,Les deux sexes,12,69.9
2017,Nouvelle-Écosse,50 à 64 ans,Hommes,12,68.7
2017,Nouvelle-Écosse,50 à 64 ans,Femmes,12,71.1
2017,Nouvelle-Écosse,65 ans et plus,Les deux sexes,12,80.8
2017,Nouvelle-Écosse,65 ans et plus,Hommes,12,77.5
2017,Nouvelle-Écosse,65 ans et plus,Femmes,12,83.4
2017,Nouveau-Brunswick,"Total, 12 ans et plus",Les deux sexes,13,77.1
2017,Nouveau-Brunswick,"Total, 12 ans et plus",Hommes,13,76.1
2017,Nouveau-Brunswick,"Total, 12 ans et plus",Femmes,13,77.9
2017,Nouveau-Brunswick,12 à 17 ans,Les deux sexes,13,90.5
2017,Nouveau-Brunswick,12 à 17 ans,Hommes,13,87.8
2017,Nouveau-Brunswick,12 à 17 ans,Femmes,13,93.3
2017,Nouveau-Brunswick,18 à 34 ans,Les deux sexes,13,72.2
2017,Nouveau-Brunswick,18 à 34 ans,Hommes,13,73.2
2017,Nouveau-Brunswick,18 à 34 ans,Femmes,13,71.2
2017,Nouveau-Brunswick,35 à 49 ans,Les deux sexes,13,78.9
2017,Nouveau-Brunswick,35 à 49 ans,Hommes,13,77.6
2017,Nouveau-Brunswick,35 à 49 ans,Femmes,13,80.2
2017,Nouveau-Brunswick,50 à 64 ans,Les deux sexes,13,74.5
2017,Nouveau-Brunswick,50 à 64 ans,Hommes,13,74.8
2017,Nouveau-Brunswick,50 à 64 ans,Femmes,13,74.2
2017,Nouveau-Brunswick,65 ans et plus,Les deux sexes,13,79.3
2017,Nouveau-Brunswick,65 ans et plus,Hommes,13,75.6
2017,Nouveau-Brunswick,65 ans et plus,Femmes,13,82.5
2017,Québec,"Total, 12 ans et plus",Les deux sexes,24,61.6
2017,Québec,"Total, 12 ans et plus",Hommes,24,61.8
2017,Québec,"Total, 12 ans et plus",Femmes,24,61.4
2017,Québec,12 à 17 ans,Les deux sexes,24,81.7
2017,Québec,12 à 17 ans,Hommes,24,81.1
2017,Québec,12 à 17 ans,Femmes,24,82.2
2017,Québec,18 à 34 ans,Les deux sexes,24,57.1
2017,Québec,18 à 34 ans,Hommes,24,55.6
2017,Québec,18 à 34 ans,Femmes,24,58.6
2017,Québec,35 à 49 ans,Les deux sexes,24,59.6
2017,Québec,35 à 49 ans,Hommes,24,59.3
2017,Québec,35 à 49 ans,Femmes,24,60.0
2017,Québec,50 à 64 ans,Les deux sexes,24,59.1
2017,Québec,50 à 64 ans,Hommes,24,61.2
2017,Québec,50 à 64 ans,Femmes,24,57.1
2017,Québec,65 ans et plus,Les deux sexes,24,66.2
2017,Québec,65 ans et plus,Hommes,24,67.5
2017,Québec,65 ans et plus,Femmes,24,65.2
2017,Ontario,"Total, 12 ans et plus",Les deux sexes,35,71.7
2017,Ontario,"Total, 12 ans et plus",Hommes,35,71.0
2017,Ontario,"Total, 12 ans et plus",Femmes,35,72.4
2017,Ontario,12 à 17 ans,Les deux sexes,35,84.6
2017,Ontario,12 à 17 ans,Hommes,35,84.8
2017,Ontario,12 à 17 ans,Femmes,35,84.4
2017,Ontario,18 à 34 ans,Les deux sexes,35,64.0
2017,Ontario,18 à 34 ans,Hommes,35,61.9
2017,Ontario,18 à 34 ans,Femmes,35,66.1
2017,Ontario,35 à 49 ans,Les deux sexes,35,71.7
2017,Ontario,35 à 49 ans,Hommes,35,70.9
2017,Ontario,35 à 49 ans,Femmes,35,72.6
2017,Ontario,50 à 64 ans,Les deux sexes,35,70.3
2017,Ontario,50 à 64 ans,Hommes,35,70.6
2017,Ontario,50 à 64 ans,Femmes,35,70.0
2017,Ontario,65 ans et plus,Les deux sexes,35,80.2
2017,Ontario,65 ans et plus,Hommes,35,80.7
2017,Ontario,65 ans et plus,Femmes,35,79.8
2017,Manitoba,"Total, 12 ans et plus",Les deux sexes,46,73.4
2017,Manitoba,"Total, 12 ans et plus",Hommes,46,74.0
2017,Manitoba,"Total, 12 ans et plus",Femmes,46,72.9
2017,Manitoba,12 à 17 ans,Les deux sexes,46,88.1
2017,Manitoba,12 à 17 ans,Hommes,46,84.4
2017,Manitoba,12 à 17 ans,Femmes,46,91.9
2017,Manitoba,18 à 34 ans,Les deux sexes,46,67.2
2017,Manitoba,18 à 34 ans,Hommes,46,68.6
2017,Manitoba,18 à 34 ans,Femmes,46,65.8
2017,Manitoba,35 à 49 ans,Les deux sexes,46,68.4
2017,Manitoba,35 à 49 ans,Hommes,46,71.5
2017,Manitoba,35 à 49 ans,Femmes,46,65.4
2017,Manitoba,50 à 64 ans,Les deux sexes,46,77.4
2017,Manitoba,50 à 64 ans,Hommes,46,77.2
2017,Manitoba,50 à 64 ans,Femmes,46,77.6
2017,Manitoba,65 ans et plus,Les deux sexes,46,78.1
2017,Manitoba,65 ans et plus,Hommes,46,77.2
2017,Manitoba,65 ans et plus,Femmes,46,78.8
2017,Saskatchewan,"Total, 12 ans et plus",Les deux sexes,47,74.4
2017,Saskatchewan,"Total, 12 ans et plus",Hommes,47,74.0
2017,Saskatchewan,"Total, 12 ans et plus",Femmes,47,74.8
2017,Saskatchewan,12 à 17 ans,Les deux sexes,47,91.1
2017,Saskatchewan,12 à 17 ans,Hommes,47,92.1
2017,Saskatchewan,12 à 17 ans,Femmes,47,90.0
2017,Saskatchewan,18 à 34 ans,Les deux sexes,47,71.2
2017,Saskatchewan,18 à 34 ans,Hommes,47,69.9
2017,Saskatchewan,18 à 34 ans,Femmes,47,72.4
2017,Saskatchewan,35 à 49 ans,Les deux sexes,47,70.0
2017,Saskatchewan,35 à 49 ans,Hommes,47,69.3
2017,Saskatchewan,35 à 49 ans,Femmes,47,70.7
2017,Saskatchewan,50 à 64 ans,Les deux sexes,47,71.4
2017,Saskatchewan,50 à 64 ans,Hommes,47,69.2
2017,Saskatchewan,50 à 64 ans,Femmes,47,73.7
2017,Saskatchewan,65 ans et plus,Les deux sexes,47,82.3
2017,Saskatchewan,65 ans et plus,Hommes,47,86.8
2017,Saskatchewan,65 ans et plus,Femmes,47,78.5
2017,Alberta,"Total, 12 ans et plus",Les deux sexes,48,68.9
2017,Alberta,"Total, 12 ans et plus",Hommes,48,68.2
2017,Alberta,"Total, 12 ans et plus",Femmes,48,69.6
2017,Alberta,12 à 17 ans,Les deux sexes,48,88.3
2017,Alberta,12 à 17 ans,Hommes,48,84.0
2017,Alberta,12 à 17 ans,Femmes,48,92.8
2017,Alberta,18 à 34 ans,Les deux sexes,48,62.8
2017,Alberta,18 à 34 ans,Hommes,48,60.8
2017,Alberta,18 à 34 ans,Femmes,48,64.9
2017,Alberta,35 à 49 ans,Les deux sexes,48,67.0
2017,Alberta,35 à 49 ans,Hommes,48,68.4
2017,Alberta,35 à 49 ans,Femmes,48,65.6
2017,Alberta,50 à 64 ans,Les deux sexes,48,68.0
2017,Alberta,50 à 64 ans,Hommes,48,67.7
2017,Alberta,50 à 64 ans,Femmes,48,68.3
2017,Alberta,65 ans et plus,Les deux sexes,48,77.4
2017,Alberta,65 ans et plus,Hommes,48,78.2
2017,Alberta,65 ans et plus,Femmes,48,76.6
2017,Colombie-Britannique,"Total, 12 ans et plus",Les deux sexes,59,71.6
2017,Colombie-Britannique,"Total, 12 ans et plus",Hommes,59,70.4
2017,Colombie-Britannique,"Total, 12 ans et plus",Femmes,59,72.9
2017,Colombie-Britannique,12 à 17 ans,Les deux sexes,59,84.2
2017,Colombie-Britannique,12 à 17 ans,Hommes,59,84.2
2017,Colombie-Britannique,12 à 17 ans,Femmes,59,84.3
2017,Colombie-Britannique,18 à 34 ans,Les deux sexes,59,63.8
2017,Colombie-Britannique,18 à 34 ans,Hommes,59,62.9
2017,Colombie-Britannique,18 à 34 ans,Femmes,59,64.7
2017,Colombie-Britannique,35 à 49 ans,Les deux sexes,59,71.8
2017,Colombie-Britannique,35 à 49 ans,Hommes,59,67.8
2017,Colombie-Britannique,35 à 49 ans,Femmes,59,75.5
2017,Colombie-Britannique,50 à 64 ans,Les deux sexes,59,70.7
2017,Colombie-Britannique,50 à 64 ans,Hommes,59,71.5
2017,Colombie-Britannique,50 à 64 ans,Femmes,59,69.8
2017,Colombie-Britannique,65 ans et plus,Les deux sexes,59,79.3
2017,Colombie-Britannique,65 ans et plus,Hommes,59,78.0
2017,Colombie-Britannique,65 ans et plus,Femmes,59,80.4
2018,Canada,"Total, 12 ans et plus",Hommes,,67.0
2018,Canada,"Total, 12 ans et plus",Femmes,,69.6
2018,Canada,12 à 17 ans,Les deux sexes,,85.3
2018,Canada,12 à 17 ans,Hommes,,83.6
2018,Canada,12 à 17 ans,Femmes,,87.1
2018,Canada,18 à 34 ans,Les deux sexes,,60.9
2018,Canada,18 à 34 ans,Hommes,,57.8
2018,Canada,18 à 34 ans,Femmes,,64.1
2018,Canada,35 à 49 ans,Les deux sexes,,66.0
2018,Canada,35 à 49 ans,Hommes,,64.4
2018,Canada,35 à 49 ans,Femmes,,67.6
2018,Canada,50 à 64 ans,Les deux sexes,,68.4
2018,Canada,50 à 64 ans,Hommes,,68.6
2018,Canada,50 à 64 ans,Femmes,,68.2
2018,Canada,65 ans et plus,Les deux sexes,,75.5
2018,Canada,65 ans et plus,Hommes,,76.0
2018,Canada,65 ans et plus,Femmes,,75.1
2018,Terre-Neuve-et-Labrador,"Total, 12 ans et plus",Les deux sexes,10,78.2
2018,Terre-Neuve-et-Labrador,"Total, 12 ans et plus",Hommes,10,76.9
2018,Terre-Neuve-et-Labrador,"Total, 12 ans et plus",Femmes,10,79.4
2018,Terre-Neuve-et-Labrador,12 à 17 ans,Les deux sexes,10,90.8
2018,Terre-Neuve-et-Labrador,12 à 17 ans,Hommes,10,90.0
2018,Terre-Neuve-et-Labrador,12 à 17 ans,Femmes,10,91.6
2018,Terre-Neuve-et-Labrador,18 à 34 ans,Les deux sexes,10,71.1
2018,Terre-Neuve-et-Labrador,18 à 34 ans,Hommes,10,69.7
2018,Terre-Neuve-et-Labrador,18 à 34 ans,Femmes,10,72.5
2018,Terre-Neuve-et-Labrador,35 à 49 ans,Les deux sexes,10,75.9
2018,Terre-Neuve-et-Labrador,35 à 49 ans,Hommes,10,77.9
2018,Terre-Neuve-et-Labrador,35 à 49 ans,Femmes,10,74.0
2018,Terre-Neuve-et-Labrador,50 à 64 ans,Les deux sexes,10,77.7
2018,Terre-Neuve-et-Labrador,50 à 64 ans,Hommes,10,73.4
2018,Terre-Neuve-et-Labrador,50 à 64 ans,Femmes,10,81.7
2018,Terre-Neuve-et-Labrador,65 ans et plus,Les deux sexes,10,84.3
2018,Terre-Neuve-et-Labrador,65 ans et plus,Hommes,10,83.5
2018,Terre-Neuve-et-Labrador,65 ans et plus,Femmes,10,85.0
2018,Île-du-Prince-Édouard,"Total, 12 ans et plus",Les deux sexes,11,72.3
2018,Île-du-Prince-Édouard,"Total, 12 ans et plus",Hommes,11,74.6
2018,Île-du-Prince-Édouard,"Total, 12 ans et plus",Femmes,11,70.0
2018,Île-du-Prince-Édouard,12 à 17 ans,Les deux sexes,11,87.9
2018,Île-du-Prince-Édouard,12 à 17 ans,Hommes,11,85.5
2018,Île-du-Prince-Édouard,12 à 17 ans,Femmes,11,90.3
2018,Île-du-Prince-Édouard,18 à 34 ans,Les deux sexes,11,56.5
2018,Île-du-Prince-Édouard,18 à 34 ans,Hommes,11,68.1
2018,Île-du-Prince-Édouard,18 à 34 ans,Femmes,11,44.7
2018,Île-du-Prince-Édouard,35 à 49 ans,Les deux sexes,11,66.0
2018,Île-du-Prince-Édouard,35 à 49 ans,Hommes,11,63.7
2018,Île-du-Prince-Édouard,35 à 49 ans,Femmes,11,68.1
2018,Île-du-Prince-Édouard,50 à 64 ans,Les deux sexes,11,77.3
2018,Île-du-Prince-Édouard,50 à 64 ans,Hommes,11,83.0
2018,Île-du-Prince-Édouard,50 à 64 ans,Femmes,11,72.1
2018,Île-du-Prince-Édouard,65 ans et plus,Les deux sexes,11,84.7
2018,Île-du-Prince-Édouard,65 ans et plus,Hommes,11,79.5
2018,Île-du-Prince-Édouard,65 ans et plus,Femmes,11,89.1
2018,Nouvelle-Écosse,"Total, 12 ans et plus",Les deux sexes,12,74.2
2018,Nouvelle-Écosse,"Total, 12 ans et plus",Hommes,12,73.8
2018,Nouvelle-Écosse,"Total, 12 ans et plus",Femmes,12,74.6
2018,Nouvelle-Écosse,12 à 17 ans,Les deux sexes,12,88.7
2018,Nouvelle-Écosse,12 à 17 ans,Hommes,12,88.9
2018,Nouvelle-Écosse,12 à 17 ans,Femmes,12,88.6
2018,Nouvelle-Écosse,18 à 34 ans,Les deux sexes,12,61.8
2018,Nouvelle-Écosse,18 à 34 ans,Hommes,12,55.7
2018,Nouvelle-Écosse,18 à 34 ans,Femmes,12,67.9
2018,Nouvelle-Écosse,35 à 49 ans,Les deux sexes,12,71.3
2018,Nouvelle-Écosse,35 à 49 ans,Hommes,12,69.8
2018,Nouvelle-Écosse,35 à 49 ans,Femmes,12,72.8
2018,Nouvelle-Écosse,50 à 64 ans,Les deux sexes,12,76.7
2018,Nouvelle-Écosse,50 à 64 ans,Hommes,12,80.7
2018,Nouvelle-Écosse,50 à 64 ans,Femmes,12,72.8
2018,Nouvelle-Écosse,65 ans et plus,Les deux sexes,12,83.6
2018,Nouvelle-Écosse,65 ans et plus,Hommes,12,86.2
2018,Nouvelle-Écosse,65 ans et plus,Femmes,12,81.5
2018,Nouveau-Brunswick,"Total, 12 ans et plus",Les deux sexes,13,74.9
2018,Nouveau-Brunswick,"Total, 12 ans et plus",Hommes,13,72.1
2018,Nouveau-Brunswick,"Total, 12 ans et plus",Femmes,13,77.5
2018,Nouveau-Brunswick,12 à 17 ans,Les deux sexes,13,89.5
2018,Nouveau-Brunswick,12 à 17 ans,Hommes,13,86.1
2018,Nouveau-Brunswick,12 à 17 ans,Femmes,13,92.7
2018,Nouveau-Brunswick,18 à 34 ans,Les deux sexes,13,70.2
2018,Nouveau-Brunswick,18 à 34 ans,Hommes,13,71.3
2018,Nouveau-Brunswick,18 à 34 ans,Femmes,13,69.0
2018,Nouveau-Brunswick,35 à 49 ans,Les deux sexes,13,73.9
2018,Nouveau-Brunswick,35 à 49 ans,Hommes,13,68.9
2018,Nouveau-Brunswick,35 à 49 ans,Femmes,13,78.6
2018,Nouveau-Brunswick,50 à 64 ans,Les deux sexes,13,71.6
2018,Nouveau-Brunswick,50 à 64 ans,Hommes,13,68.7
2018,Nouveau-Brunswick,50 à 64 ans,Femmes,13,74.4
2018,Nouveau-Brunswick,65 ans et plus,Les deux sexes,13,80.8
2018,Nouveau-Brunswick,65 ans et plus,Hommes,13,76.9
2018,Nouveau-Brunswick,65 ans et plus,Femmes,13,83.9
2018,Québec,"Total, 12 ans et plus",Les deux sexes,24,60.6
2018,Québec,"Total, 12 ans et plus",Hommes,24,59.3
2018,Québec,"Total, 12 ans et plus",Femmes,24,61.8
2018,Québec,12 à 17 ans,Les deux sexes,24,83.4
2018,Québec,12 à 17 ans,Hommes,24,84.7
2018,Québec,12 à 17 ans,Femmes,24,82.1
2018,Québec,18 à 34 ans,Les deux sexes,24,55.3
2018,Québec,18 à 34 ans,Hommes,24,51.0
2018,Québec,18 à 34 ans,Femmes,24,59.6
2018,Québec,35 à 49 ans,Les deux sexes,24,58.0
2018,Québec,35 à 49 ans,Hommes,24,57.7
2018,Québec,35 à 49 ans,Femmes,24,58.3
2018,Québec,50 à 64 ans,Les deux sexes,24,56.7
2018,Québec,50 à 64 ans,Hommes,24,56.2
2018,Québec,50 à 64 ans,Femmes,24,57.2
2018,Québec,65 ans et plus,Les deux sexes,24,67.4
2018,Québec,65 ans et plus,Hommes,24,67.4
2018,Québec,65 ans et plus,Femmes,24,67.4
2018,Ontario,"Total, 12 ans et plus",Les deux sexes,35,69.9
2018,Ontario,"Total, 12 ans et plus",Hommes,35,68.4
2018,Ontario,"Total, 12 ans et plus",Femmes,35,71.4
2018,Ontario,12 à 17 ans,Les deux sexes,35,85.0
2018,Ontario,12 à 17 ans,Hommes,35,81.9
2018,Ontario,12 à 17 ans,Femmes,35,88.4
2018,Ontario,18 à 34 ans,Les deux sexes,35,61.9
2018,Ontario,18 à 34 ans,Hommes,35,58.3
2018,Ontario,18 à 34 ans,Femmes,35,65.5
2018,Ontario,35 à 49 ans,Les deux sexes,35,67.9
2018,Ontario,35 à 49 ans,Hommes,35,66.3
2018,Ontario,35 à 49 ans,Femmes,35,69.4
2018,Ontario,50 à 64 ans,Les deux sexes,35,70.0
2018,Ontario,50 à 64 ans,Hommes,35,69.6
2018,Ontario,50 à 64 ans,Femmes,35,70.4
2018,Ontario,65 ans et plus,Les deux sexes,35,78.5
2018,Ontario,65 ans et plus,Hommes,35,80.1
2018,Ontario,65 ans et plus,Femmes,35,77.1
2018,Manitoba,"Total, 12 ans et plus",Les deux sexes,46,73.7
2018,Manitoba,"Total, 12 ans et plus",Hommes,46,75.3
2018,Manitoba,"Total, 12 ans et plus",Femmes,46,72.2
2018,Manitoba,12 à 17 ans,Les deux sexes,46,88.8
2018,Manitoba,12 à 17 ans,Hommes,46,94.2
2018,Manitoba,12 à 17 ans,Femmes,46,83.3
2018,Manitoba,18 à 34 ans,Les deux sexes,46,68.2
2018,Manitoba,18 à 34 ans,Hommes,46,68.1
2018,Manitoba,18 à 34 ans,Femmes,46,68.2
2018,Manitoba,35 à 49 ans,Les deux sexes,46,74.5
2018,Manitoba,35 à 49 ans,Hommes,46,75.9
2018,Manitoba,35 à 49 ans,Femmes,46,73.1
2018,Manitoba,50 à 64 ans,Les deux sexes,46,71.7
2018,Manitoba,50 à 64 ans,Hommes,46,74.2
2018,Manitoba,50 à 64 ans,Femmes,46,69.2
2018,Manitoba,65 ans et plus,Les deux sexes,46,77.9
2018,Manitoba,65 ans et plus,Hommes,46,79.9
2018,Manitoba,65 ans et plus,Femmes,46,76.2
2018,Saskatchewan,"Total, 12 ans et plus",Les deux sexes,47,74.6
2018,Saskatchewan,"Total, 12 ans et plus",Hommes,47,74.7
2018,Saskatchewan,"Total, 12 ans et plus",Femmes,47,74.5
2018,Saskatchewan,12 à 17 ans,Les deux sexes,47,89.4
2018,Saskatchewan,12 à 17 ans,Hommes,47,90.1
2018,Saskatchewan,12 à 17 ans,Femmes,47,88.7
2018,Saskatchewan,18 à 34 ans,Les deux sexes,47,61.8
2018,Saskatchewan,18 à 34 ans,Hommes,47,61.9
2018,Saskatchewan,18 à 34 ans,Femmes,47,61.7
2018,Saskatchewan,35 à 49 ans,Les deux sexes,47,74.2
2018,Saskatchewan,35 à 49 ans,Hommes,47,71.9
2018,Saskatchewan,35 à 49 ans,Femmes,47,76.6
2018,Saskatchewan,50 à 64 ans,Les deux sexes,47,79.8
2018,Saskatchewan,50 à 64 ans,Hommes,47,81.9
2018,Saskatchewan,50 à 64 ans,Femmes,47,77.7
2018,Saskatchewan,65 ans et plus,Les deux sexes,47,82.4
2018,Saskatchewan,65 ans et plus,Hommes,47,84.2
2018,Saskatchewan,65 ans et plus,Femmes,47,80.9
2018,Alberta,"Total, 12 ans et plus",Les deux sexes,48,69.3
2018,Alberta,"Total, 12 ans et plus",Hommes,48,68.2
2018,Alberta,"Total, 12 ans et plus",Femmes,48,70.4
2018,Alberta,12 à 17 ans,Les deux sexes,48,82.6
2018,Alberta,12 à 17 ans,Hommes,48,77.3
2018,Alberta,12 à 17 ans,Femmes,48,88.1
2018,Alberta,18 à 34 ans,Les deux sexes,48,63.9
2018,Alberta,18 à 34 ans,Hommes,48,61.2
2018,Alberta,18 à 34 ans,Femmes,48,66.7
2018,Alberta,35 à 49 ans,Les deux sexes,48,66.6
2018,Alberta,35 à 49 ans,Hommes,48,65.0
2018,Alberta,35 à 49 ans,Femmes,48,68.3
2018,Alberta,50 à 64 ans,Les deux sexes,48,72.1
2018,Alberta,50 à 64 ans,Hommes,48,74.9
2018,Alberta,50 à 64 ans,Femmes,48,69.2
2018,Alberta,65 ans et plus,Les deux sexes,48,73.9
2018,Alberta,65 ans et plus,Hommes,48,73.5
2018,Alberta,65 ans et plus,Femmes,48,74.2
2018,Colombie-Britannique,"Total, 12 ans et plus",Les deux sexes,59,70.4
2018,Colombie-Britannique,"Total, 12 ans et plus",Hommes,59,68.3
2018,Colombie-Britannique,"Total, 12 ans et plus",Femmes,59,72.4
2018,Colombie-Britannique,12 à 17 ans,Les deux sexes,59,88.1
2018,Colombie-Britannique,12 à 17 ans,Hommes,59,86.4
2018,Colombie-Britannique,12 à 17 ans,Femmes,59,89.8
2018,Colombie-Britannique,18 à 34 ans,Les deux sexes,59,59.7
2018,Colombie-Britannique,18 à 34 ans,Hommes,59,56.9
2018,Colombie-Britannique,18 à 34 ans,Femmes,59,62.6
2018,Colombie-Britannique,35 à 49 ans,Les deux sexes,59,66.7
2018,Colombie-Britannique,35 à 49 ans,Hommes,59,62.2
2018,Colombie-Britannique,35 à 49 ans,Femmes,59,70.9
2018,Colombie-Britannique,50 à 64 ans,Les deux sexes,59,74.9
2018,Colombie-Britannique,50 à 64 ans,Hommes,59,75.4
2018,Colombie-Britannique,50 à 64 ans,Femmes,59,74.5
2018,Colombie-Britannique,65 ans et plus,Les deux sexes,59,77.5
2018,Colombie-Britannique,65 ans et plus,Hommes,59,76.3
2018,Colombie-Britannique,65 ans et plus,Femmes,59,78.4
2019,Canada,"Total, 12 ans et plus",Hommes,,68.4
2019,Canada,"Total, 12 ans et plus",Femmes,,70.9
2019,Canada,12 à 17 ans,Les deux sexes,,86.5
2019,Canada,12 à 17 ans,Hommes,,86.5
2019,Canada,12 à 17 ans,Femmes,,86.6
2019,Canada,18 à 34 ans,Les deux sexes,,62.5
2019,Canada,18 à 34 ans,Hommes,,60.2
2019,Canada,18 à 34 ans,Femmes,,64.9
2019,Canada,35 à 49 ans,Les deux sexes,,67.4
2019,Canada,35 à 49 ans,Hommes,,64.9
2019,Canada,35 à 49 ans,Femmes,,69.9
2019,Canada,50 à 64 ans,Les deux sexes,,70.0
2019,Canada,50 à 64 ans,Hommes,,69.5
2019,Canada,50 à 64 ans,Femmes,,70.4
2019,Canada,65 ans et plus,Les deux sexes,,75.8
2019,Canada,65 ans et plus,Hommes,,76.9
2019,Canada,65 ans et plus,Femmes,,75.0
2019,Terre-Neuve-et-Labrador,"Total, 12 ans et plus",Les deux sexes,10,80.1
2019,Terre-Neuve-et-Labrador,"Total, 12 ans et plus",Hommes,10,79.5
2019,Terre-Neuve-et-Labrador,"Total, 12 ans et plus",Femmes,10,80.6
2019,Terre-Neuve-et-Labrador,12 à 17 ans,Les deux sexes,10,96.1
2019,Terre-Neuve-et-Labrador,12 à 17 ans,Hommes,10,95.9
2019,Terre-Neuve-et-Labrador,12 à 17 ans,Femmes,10,96.3
2019,Terre-Neuve-et-Labrador,18 à 34 ans,Les deux sexes,10,67.8
2019,Terre-Neuve-et-Labrador,18 à 34 ans,Hommes,10,65.6
2019,Terre-Neuve-et-Labrador,18 à 34 ans,Femmes,10,70.2
2019,Terre-Neuve-et-Labrador,35 à 49 ans,Les deux sexes,10,74.6
2019,Terre-Neuve-et-Labrador,35 à 49 ans,Hommes,10,79.9
2019,Terre-Neuve-et-Labrador,35 à 49 ans,Femmes,10,69.6
2019,Terre-Neuve-et-Labrador,50 à 64 ans,Les deux sexes,10,83.7
2019,Terre-Neuve-et-Labrador,50 à 64 ans,Hommes,10,80.7
2019,Terre-Neuve-et-Labrador,50 à 64 ans,Femmes,10,86.6
2019,Terre-Neuve-et-Labrador,65 ans et plus,Les deux sexes,10,87.3
2019,Terre-Neuve-et-Labrador,65 ans et plus,Hommes,10,86.3
2019,Terre-Neuve-et-Labrador,65 ans et plus,Femmes,10,88.2
2019,Île-du-Prince-Édouard,"Total, 12 ans et plus",Les deux sexes,11,74.4
2019,Île-du-Prince-Édouard,"Total, 12 ans et plus",Hommes,11,76.2
2019,Île-du-Prince-Édouard,"Total, 12 ans et plus",Femmes,11,72.7
2019,Île-du-Prince-Édouard,12 à 17 ans,Les deux sexes,11,85.7
2019,Île-du-Prince-Édouard,12 à 17 ans,Hommes,11,91.5
2019,Île-du-Prince-Édouard,12 à 17 ans,Femmes,11,79.2
2019,Île-du-Prince-Édouard,18 à 34 ans,Les deux sexes,11,64.9
2019,Île-du-Prince-Édouard,18 à 34 ans,Hommes,11,60.1
2019,Île-du-Prince-Édouard,18 à 34 ans,Femmes,11,70.2
2019,Île-du-Prince-Édouard,35 à 49 ans,Les deux sexes,11,75.8
2019,Île-du-Prince-Édouard,35 à 49 ans,Hommes,11,78.1
2019,Île-du-Prince-Édouard,35 à 49 ans,Femmes,11,73.8
