Year,Âge,Génération,Type de ménage,Statut de propriété,Quintile de revenu,Source principale de revenu du ménage,Value
2016 Q4,,,,,,Transferts courants reçus - prestations de retraite,74.3
2016 Q4,,,,,,Transferts courants reçus - autres,171.0
2017 Q4,,,,,,Salaires et traitements,214.4
2017 Q4,,,,,,Revenu de travail autonome,305.6
2017 Q4,,,,,,Revenu net de la propriété,112.0
2017 Q4,,,,,,Transferts courants reçus - prestations de retraite,77.0
2017 Q4,,,,,,Transferts courants reçus - autres,183.4
2018 Q4,,,,,,Salaires et traitements,216.9
2018 Q4,,,,,,Revenu de travail autonome,288.6
2018 Q4,,,,,,Revenu net de la propriété,116.9
2018 Q4,,,,,,Transferts courants reçus - prestations de retraite,77.5
2018 Q4,,,,,,Transferts courants reçus - autres,178.2
2019 Q4,,,,,,Salaires et traitements,217.6
2019 Q4,,,,,,Revenu de travail autonome,266.5
2019 Q4,,,,,,Revenu net de la propriété,108.7
2019 Q4,,,,,,Transferts courants reçus - prestations de retraite,76.4
2019 Q4,,,,,,Transferts courants reçus - autres,196.2
2020 Q4,,,,,,Salaires et traitements,202.1
2020 Q4,,,,,,Revenu de travail autonome,193.5
2020 Q4,,,,,,Revenu net de la propriété,120.7
2020 Q4,,,,,,Transferts courants reçus - prestations de retraite,74.9
2020 Q4,,,,,,Transferts courants reçus - autres,177.1
2021 Q4,,,,,,Salaires et traitements,199.6
2021 Q4,,,,,,Revenu de travail autonome,239.9
2021 Q4,,,,,,Revenu net de la propriété,123.9
2021 Q4,,,,,,Transferts courants reçus - prestations de retraite,80.9
2021 Q4,,,,,,Transferts courants reçus - autres,282.3
2022 Q4,,,,,,Salaires et traitements,200.0
2022 Q4,,,,,,Revenu de travail autonome,212.1
2022 Q4,,,,,,Revenu net de la propriété,107.0
2022 Q4,,,,,,Transferts courants reçus - prestations de retraite,79.0
2022 Q4,,,,,,Transferts courants reçus - autres,273.0
2023 Q4,,,,,,Salaires et traitements,197.8
2023 Q4,,,,,,Revenu de travail autonome,211.2
2023 Q4,,,,,,Revenu net de la propriété,91.0
2023 Q4,,,,,,Transferts courants reçus - prestations de retraite,78.2
2023 Q4,,,,,,Transferts courants reçus - autres,322.8
