Year,Geography,Geographic location,Selected census metropolitan areas,Tenure,Select housing-vulnerable populations,GeoCode,Value
2018,,,"Kitchener-Cambridge-Waterloo, Ontario",Renter in social and affordable housing,,541,23.0
2018,,,"London, Ontario","Total, tenure",,555,13.3
2018,,,"London, Ontario",Owner,,555,8.6
2018,,,"London, Ontario",Owner who is a first-time homebuyer,,555,30.0
2018,,,"London, Ontario",Owner who is not a first-time homebuyer,,555,5.7
2018,,,"London, Ontario",Renter,,555,22.0
2018,,,"London, Ontario",Renter not in social and affordable housing,,555,21.0
2018,,,"London, Ontario",Renter in social and affordable housing,,555,29.0
2018,,,"Winnipeg, Manitoba","Total, tenure",,602,11.8
2018,,,"Winnipeg, Manitoba",Owner,,602,5.1
2018,,,"Winnipeg, Manitoba",Owner who is a first-time homebuyer,,602,8.9
2018,,,"Winnipeg, Manitoba",Owner who is not a first-time homebuyer,,602,4.5
2018,,,"Winnipeg, Manitoba",Renter,,602,26.0
2018,,,"Winnipeg, Manitoba",Renter not in social and affordable housing,,602,22.0
2018,,,"Winnipeg, Manitoba",Renter in social and affordable housing,,602,44.0
2018,,,"Regina, Saskatchewan","Total, tenure",,705,11.3
2018,,,"Regina, Saskatchewan",Owner,,705,4.7
2018,,,"Regina, Saskatchewan",Owner who is a first-time homebuyer,,705,5.6
2018,,,"Regina, Saskatchewan",Owner who is not a first-time homebuyer,,705,4.5
2018,,,"Regina, Saskatchewan",Renter,,705,28.0
2018,,,"Regina, Saskatchewan",Renter not in social and affordable housing,,705,20.0
2018,,,"Regina, Saskatchewan",Renter in social and affordable housing,,705,57.0
2018,,,"Saskatoon, Saskatchewan","Total, tenure",,725,10.3
2018,,,"Saskatoon, Saskatchewan",Owner,,725,4.3
2018,,,"Saskatoon, Saskatchewan",Owner who is a first-time homebuyer,,725,6.5
2018,,,"Saskatoon, Saskatchewan",Owner who is not a first-time homebuyer,,725,3.9
2018,,,"Saskatoon, Saskatchewan",Renter,,725,25.0
2018,,,"Saskatoon, Saskatchewan",Renter not in social and affordable housing,,725,20.0
2018,,,"Saskatoon, Saskatchewan",Renter in social and affordable housing,,725,50.0
2018,,,"Calgary, Alberta","Total, tenure",,825,9.9
2018,,,"Calgary, Alberta",Owner,,825,5.7
2018,,,"Calgary, Alberta",Owner who is a first-time homebuyer,,825,3.1
2018,,,"Calgary, Alberta",Owner who is not a first-time homebuyer,,825,6.2
2018,,,"Calgary, Alberta",Renter,,825,22.0
2018,,,"Calgary, Alberta",Renter not in social and affordable housing,,825,19.3
2018,,,"Calgary, Alberta",Renter in social and affordable housing,,825,49.0
2018,,,"Edmonton, Alberta","Total, tenure",,835,11.4
2018,,,"Edmonton, Alberta",Owner,,835,7.2
2018,,,"Edmonton, Alberta",Owner who is a first-time homebuyer,,835,7.0
2018,,,"Edmonton, Alberta",Owner who is not a first-time homebuyer,,835,7.3
2018,,,"Edmonton, Alberta",Renter,,835,22.0
2018,,,"Edmonton, Alberta",Renter not in social and affordable housing,,835,18.6
2018,,,"Edmonton, Alberta",Renter in social and affordable housing,,835,48.0
2018,,,"Vancouver, British Columbia","Total, tenure",,933,17.8
2018,,,"Vancouver, British Columbia",Owner,,933,11.8
2018,,,"Vancouver, British Columbia",Owner who is a first-time homebuyer,,933,21.0
2018,,,"Vancouver, British Columbia",Owner who is not a first-time homebuyer,,933,10.3
2018,,,"Vancouver, British Columbia",Renter,,933,28.0
2018,,,"Vancouver, British Columbia",Renter not in social and affordable housing,,933,25.0
2018,,,"Vancouver, British Columbia",Renter in social and affordable housing,,933,46.0
2018,,,"Other census metropolitan areas, New Brunswick","Total, tenure",,,7.2
2018,,,"Other census metropolitan areas, New Brunswick",Owner,,,2.6
2018,,,"Other census metropolitan areas, New Brunswick",Owner who is a first-time homebuyer,,,
2018,,,"Other census metropolitan areas, New Brunswick",Owner who is not a first-time homebuyer,,,2.9
2018,,,"Other census metropolitan areas, New Brunswick",Renter,,,18.6
2018,,,"Other census metropolitan areas, New Brunswick",Renter not in social and affordable housing,,,16.9
2018,,,"Other census metropolitan areas, New Brunswick",Renter in social and affordable housing,,,30.0
2018,,,"Other census metropolitan areas, Quebec","Total, tenure",,,4.2
2018,,,"Other census metropolitan areas, Quebec",Owner,,,1.0
2018,,,"Other census metropolitan areas, Quebec",Owner who is a first-time homebuyer,,,
2018,,,"Other census metropolitan areas, Quebec",Owner who is not a first-time homebuyer,,,0.6
2018,,,"Other census metropolitan areas, Quebec",Renter,,,8.6
2018,,,"Other census metropolitan areas, Quebec",Renter not in social and affordable housing,,,8.4
2018,,,"Other census metropolitan areas, Quebec",Renter in social and affordable housing,,,9.6
2018,,,"Other census metropolitan areas, Ontario","Total, tenure",,,9.8
2018,,,"Other census metropolitan areas, Ontario",Owner,,,4.9
2018,,,"Other census metropolitan areas, Ontario",Owner who is a first-time homebuyer,,,
2018,,,"Other census metropolitan areas, Ontario",Owner who is not a first-time homebuyer,,,5.6
2018,,,"Other census metropolitan areas, Ontario",Renter,,,24.0
2018,,,"Other census metropolitan areas, Ontario",Renter not in social and affordable housing,,,24.0
2018,,,"Other census metropolitan areas, Ontario",Renter in social and affordable housing,,,25.0
2018,,,"Other census metropolitan areas, Alberta","Total, tenure",,,10.6
2018,,,"Other census metropolitan areas, Alberta",Owner,,,5.1
2018,,,"Other census metropolitan areas, Alberta",Owner who is a first-time homebuyer,,,1.1
2018,,,"Other census metropolitan areas, Alberta",Owner who is not a first-time homebuyer,,,6.0
2018,,,"Other census metropolitan areas, Alberta",Renter,,,21.0
2018,,,"Other census metropolitan areas, Alberta",Renter not in social and affordable housing,,,19.3
2018,,,"Other census metropolitan areas, Alberta",Renter in social and affordable housing,,,39.0
2018,,,"Other census metropolitan areas, British Columbia","Total, tenure",,,12.2
2018,,,"Other census metropolitan areas, British Columbia",Owner,,,4.7
2018,,,"Other census metropolitan areas, British Columbia",Owner who is a first-time homebuyer,,,2.4
2018,,,"Other census metropolitan areas, British Columbia",Owner who is not a first-time homebuyer,,,5.1
2018,,,"Other census metropolitan areas, British Columbia",Renter,,,27.0
2018,,,"Other census metropolitan areas, British Columbia",Renter not in social and affordable housing,,,25.0
2018,,,"Other census metropolitan areas, British Columbia",Renter in social and affordable housing,,,50.0
2018,Canada (provinces only),Census agglomerations,,"Total, tenure",,,9.1
2018,Canada (provinces only),Census agglomerations,,Owner,,,3.6
2018,Canada (provinces only),Census agglomerations,,Owner who is a first-time homebuyer,,,3.9
2018,Canada (provinces only),Census agglomerations,,Owner who is not a first-time homebuyer,,,3.6
2018,Canada (provinces only),Census agglomerations,,Renter,,,22.0
2018,Canada (provinces only),Census agglomerations,,Renter not in social and affordable housing,,,19.5
2018,Canada (provinces only),Census agglomerations,,Renter in social and affordable housing,,,33.0
2018,Newfoundland and Labrador,Census agglomerations,,"Total, tenure",,,8.4
2018,Newfoundland and Labrador,Census agglomerations,,Owner,,,2.8
2018,Newfoundland and Labrador,Census agglomerations,,Owner who is a first-time homebuyer,,,
2018,Newfoundland and Labrador,Census agglomerations,,Owner who is not a first-time homebuyer,,,3.1
2018,Newfoundland and Labrador,Census agglomerations,,Renter,,,22.0
2018,Newfoundland and Labrador,Census agglomerations,,Renter not in social and affordable housing,,,19.0
2018,Newfoundland and Labrador,Census agglomerations,,Renter in social and affordable housing,,,31.0
2018,Prince Edward Island,Census agglomerations,,"Total, tenure",,,8.0
2018,Prince Edward Island,Census agglomerations,,Owner,,,5.2
2018,Prince Edward Island,Census agglomerations,,Owner who is a first-time homebuyer,,,3.4
2018,Prince Edward Island,Census agglomerations,,Owner who is not a first-time homebuyer,,,5.5
2018,Prince Edward Island,Census agglomerations,,Renter,,,13.4
2018,Prince Edward Island,Census agglomerations,,Renter not in social and affordable housing,,,11.3
2018,Prince Edward Island,Census agglomerations,,Renter in social and affordable housing,,,26.0
2018,Nova Scotia,Census agglomerations,,"Total, tenure",,,11.6
2018,Nova Scotia,Census agglomerations,,Owner,,,6.8
2018,Nova Scotia,Census agglomerations,,Owner who is a first-time homebuyer,,,8.4
2018,Nova Scotia,Census agglomerations,,Owner who is not a first-time homebuyer,,,6.6
2018,Nova Scotia,Census agglomerations,,Renter,,,24.0
2018,Nova Scotia,Census agglomerations,,Renter not in social and affordable housing,,,19.7
2018,Nova Scotia,Census agglomerations,,Renter in social and affordable housing,,,43.0
2018,New Brunswick,Census agglomerations,,"Total, tenure",,,3.4
2018,New Brunswick,Census agglomerations,,Owner,,,1.3
2018,New Brunswick,Census agglomerations,,Owner who is a first-time homebuyer,,,
2018,New Brunswick,Census agglomerations,,Owner who is not a first-time homebuyer,,,1.4
2018,New Brunswick,Census agglomerations,,Renter,,,10.6
2018,New Brunswick,Census agglomerations,,Renter not in social and affordable housing,,,5.0
2018,New Brunswick,Census agglomerations,,Renter in social and affordable housing,,,32.0
2018,Quebec,Census agglomerations,,"Total, tenure",,,5.4
2018,Quebec,Census agglomerations,,Owner,,,
2018,Quebec,Census agglomerations,,Owner who is a first-time homebuyer,,,
2018,Quebec,Census agglomerations,,Owner who is not a first-time homebuyer,,,
2018,Quebec,Census agglomerations,,Renter,,,13.9
2018,Quebec,Census agglomerations,,Renter not in social and affordable housing,,,14.0
2018,Quebec,Census agglomerations,,Renter in social and affordable housing,,,12.0
2018,Ontario,Census agglomerations,,"Total, tenure",,,10.9
2018,Ontario,Census agglomerations,,Owner,,,3.8
2018,Ontario,Census agglomerations,,Owner who is a first-time homebuyer,,,6.3
2018,Ontario,Census agglomerations,,Owner who is not a first-time homebuyer,,,3.4
2018,Ontario,Census agglomerations,,Renter,,,28.0
2018,Ontario,Census agglomerations,,Renter not in social and affordable housing,,,27.0
2018,Ontario,Census agglomerations,,Renter in social and affordable housing,,,34.0
2018,Manitoba,Census agglomerations,,"Total, tenure",,,7.7
2018,Manitoba,Census agglomerations,,Owner,,,2.4
2018,Manitoba,Census agglomerations,,Owner who is a first-time homebuyer,,,2.5
2018,Manitoba,Census agglomerations,,Owner who is not a first-time homebuyer,,,2.4
2018,Manitoba,Census agglomerations,,Renter,,,18.7
2018,Manitoba,Census agglomerations,,Renter not in social and affordable housing,,,13.7
2018,Manitoba,Census agglomerations,,Renter in social and affordable housing,,,38.0
2018,Saskatchewan,Census agglomerations,,"Total, tenure",,,11.9
2018,Saskatchewan,Census agglomerations,,Owner,,,5.3
2018,Saskatchewan,Census agglomerations,,Owner who is a first-time homebuyer,,,5.1
2018,Saskatchewan,Census agglomerations,,Owner who is not a first-time homebuyer,,,5.4
2018,Saskatchewan,Census agglomerations,,Renter,,,28.0
2018,Saskatchewan,Census agglomerations,,Renter not in social and affordable housing,,,19.7
2018,Saskatchewan,Census agglomerations,,Renter in social and affordable housing,,,52.0
2018,Alberta,Census agglomerations,,"Total, tenure",,,8.8
2018,Alberta,Census agglomerations,,Owner,,,5.6
2018,Alberta,Census agglomerations,,Owner who is a first-time homebuyer,,,6.3
2018,Alberta,Census agglomerations,,Owner who is not a first-time homebuyer,,,5.5
2018,Alberta,Census agglomerations,,Renter,,,18.2
2018,Alberta,Census agglomerations,,Renter not in social and affordable housing,,,15.3
2018,Alberta,Census agglomerations,,Renter in social and affordable housing,,,46.0
2018,British Columbia,Census agglomerations,,"Total, tenure",,,10.5
2018,British Columbia,Census agglomerations,,Owner,,,5.1
2018,British Columbia,Census agglomerations,,Owner who is a first-time homebuyer,,,
2018,British Columbia,Census agglomerations,,Owner who is not a first-time homebuyer,,,5.7
2018,British Columbia,Census agglomerations,,Renter,,,26.0
2018,British Columbia,Census agglomerations,,Renter not in social and affordable housing,,,24.0
2018,British Columbia,Census agglomerations,,Renter in social and affordable housing,,,40.0
2018,Canada (provinces only),Outside census metropolitan areas and census agglomerations,,"Total, tenure",,,8.5
2018,Canada (provinces only),Outside census metropolitan areas and census agglomerations,,Owner,,,5.9
2018,Canada (provinces only),Outside census metropolitan areas and census agglomerations,,Owner who is a first-time homebuyer,,,3.2
2018,Canada (provinces only),Outside census metropolitan areas and census agglomerations,,Owner who is not a first-time homebuyer,,,6.2
2018,Canada (provinces only),Outside census metropolitan areas and census agglomerations,,Renter,,,18.9
2018,Canada (provinces only),Outside census metropolitan areas and census agglomerations,,Renter not in social and affordable housing,,,17.0
2018,Canada (provinces only),Outside census metropolitan areas and census agglomerations,,Renter in social and affordable housing,,,28.0
2018,Newfoundland and Labrador,Outside census metropolitan areas and census agglomerations,,"Total, tenure",,,8.7
2018,Newfoundland and Labrador,Outside census metropolitan areas and census agglomerations,,Owner,,,5.4
2018,Newfoundland and Labrador,Outside census metropolitan areas and census agglomerations,,Owner who is a first-time homebuyer,,,
2018,Newfoundland and Labrador,Outside census metropolitan areas and census agglomerations,,Owner who is not a first-time homebuyer,,,5.5
2018,Newfoundland and Labrador,Outside census metropolitan areas and census agglomerations,,Renter,,,28.0
2018,Newfoundland and Labrador,Outside census metropolitan areas and census agglomerations,,Renter not in social and affordable housing,,,25.0
2018,Newfoundland and Labrador,Outside census metropolitan areas and census agglomerations,,Renter in social and affordable housing,,,41.0
2018,Prince Edward Island,Outside census metropolitan areas and census agglomerations,,"Total, tenure",,,10.4
2018,Prince Edward Island,Outside census metropolitan areas and census agglomerations,,Owner,,,9.4
2018,Prince Edward Island,Outside census metropolitan areas and census agglomerations,,Owner who is a first-time homebuyer,,,
2018,Prince Edward Island,Outside census metropolitan areas and census agglomerations,,Owner who is not a first-time homebuyer,,,9.4
2018,Prince Edward Island,Outside census metropolitan areas and census agglomerations,,Renter,,,15.6
2018,Prince Edward Island,Outside census metropolitan areas and census agglomerations,,Renter not in social and affordable housing,,,16.0
2018,Prince Edward Island,Outside census metropolitan areas and census agglomerations,,Renter in social and affordable housing,,,14.1
2018,Nova Scotia,Outside census metropolitan areas and census agglomerations,,"Total, tenure",,,8.7
2018,Nova Scotia,Outside census metropolitan areas and census agglomerations,,Owner,,,4.8
2018,Nova Scotia,Outside census metropolitan areas and census agglomerations,,Owner who is a first-time homebuyer,,,5.0
2018,Nova Scotia,Outside census metropolitan areas and census agglomerations,,Owner who is not a first-time homebuyer,,,4.8
2018,Nova Scotia,Outside census metropolitan areas and census agglomerations,,Renter,,,23.0
2018,Nova Scotia,Outside census metropolitan areas and census agglomerations,,Renter not in social and affordable housing,,,18.3
2018,Nova Scotia,Outside census metropolitan areas and census agglomerations,,Renter in social and affordable housing,,,43.0
2018,New Brunswick,Outside census metropolitan areas and census agglomerations,,"Total, tenure",,,7.9
2018,New Brunswick,Outside census metropolitan areas and census agglomerations,,Owner,,,4.3
2018,New Brunswick,Outside census metropolitan areas and census agglomerations,,Owner who is a first-time homebuyer,,,1.7
2018,New Brunswick,Outside census metropolitan areas and census agglomerations,,Owner who is not a first-time homebuyer,,,4.5
2018,New Brunswick,Outside census metropolitan areas and census agglomerations,,Renter,,,23.0
2018,New Brunswick,Outside census metropolitan areas and census agglomerations,,Renter not in social and affordable housing,,,22.0
2018,New Brunswick,Outside census metropolitan areas and census agglomerations,,Renter in social and affordable housing,,,27.0
2018,Quebec,Outside census metropolitan areas and census agglomerations,,"Total, tenure",,,5.9
2018,Quebec,Outside census metropolitan areas and census agglomerations,,Owner,,,3.9
2018,Quebec,Outside census metropolitan areas and census agglomerations,,Owner who is a first-time homebuyer,,,
2018,Quebec,Outside census metropolitan areas and census agglomerations,,Owner who is not a first-time homebuyer,,,4.0
2018,Quebec,Outside census metropolitan areas and census agglomerations,,Renter,,,13.3
2018,Quebec,Outside census metropolitan areas and census agglomerations,,Renter not in social and affordable housing,,,13.1
2018,Quebec,Outside census metropolitan areas and census agglomerations,,Renter in social and affordable housing,,,14.4
2018,Ontario,Outside census metropolitan areas and census agglomerations,,"Total, tenure",,,8.6
2018,Ontario,Outside census metropolitan areas and census agglomerations,,Owner,,,5.5
2018,Ontario,Outside census metropolitan areas and census agglomerations,,Owner who is a first-time homebuyer,,,1.0
2018,Ontario,Outside census metropolitan areas and census agglomerations,,Owner who is not a first-time homebuyer,,,6.1
2018,Ontario,Outside census metropolitan areas and census agglomerations,,Renter,,,22.0
2018,Ontario,Outside census metropolitan areas and census agglomerations,,Renter not in social and affordable housing,,,22.0
2018,Ontario,Outside census metropolitan areas and census agglomerations,,Renter in social and affordable housing,,,21.0
2018,Manitoba,Outside census metropolitan areas and census agglomerations,,"Total, tenure",,,10.0
2018,Manitoba,Outside census metropolitan areas and census agglomerations,,Owner,,,7.2
2018,Manitoba,Outside census metropolitan areas and census agglomerations,,Owner who is a first-time homebuyer,,,
2018,Manitoba,Outside census metropolitan areas and census agglomerations,,Owner who is not a first-time homebuyer,,,8.0
2018,Manitoba,Outside census metropolitan areas and census agglomerations,,Renter,,,22.0
2018,Manitoba,Outside census metropolitan areas and census agglomerations,,Renter not in social and affordable housing,,,20.0
2018,Manitoba,Outside census metropolitan areas and census agglomerations,,Renter in social and affordable housing,,,25.0
2018,Saskatchewan,Outside census metropolitan areas and census agglomerations,,"Total, tenure",,,13.0
2018,Saskatchewan,Outside census metropolitan areas and census agglomerations,,Owner,,,9.9
2018,Saskatchewan,Outside census metropolitan areas and census agglomerations,,Owner who is a first-time homebuyer,,,11.0
2018,Saskatchewan,Outside census metropolitan areas and census agglomerations,,Owner who is not a first-time homebuyer,,,9.7
2018,Saskatchewan,Outside census metropolitan areas and census agglomerations,,Renter,,,29.0
2018,Saskatchewan,Outside census metropolitan areas and census agglomerations,,Renter not in social and affordable housing,,,18.4
2018,Saskatchewan,Outside census metropolitan areas and census agglomerations,,Renter in social and affordable housing,,,47.0
2018,Alberta,Outside census metropolitan areas and census agglomerations,,"Total, tenure",,,9.0
2018,Alberta,Outside census metropolitan areas and census agglomerations,,Owner,,,8.0
2018,Alberta,Outside census metropolitan areas and census agglomerations,,Owner who is a first-time homebuyer,,,3.0
2018,Alberta,Outside census metropolitan areas and census agglomerations,,Owner who is not a first-time homebuyer,,,8.7
2018,Alberta,Outside census metropolitan areas and census agglomerations,,Renter,,,12.9
2018,Alberta,Outside census metropolitan areas and census agglomerations,,Renter not in social and affordable housing,,,9.6
2018,Alberta,Outside census metropolitan areas and census agglomerations,,Renter in social and affordable housing,,,33.0
2018,British Columbia,Outside census metropolitan areas and census agglomerations,,"Total, tenure",,,12.1
2018,British Columbia,Outside census metropolitan areas and census agglomerations,,Owner,,,9.2
2018,British Columbia,Outside census metropolitan areas and census agglomerations,,Owner who is a first-time homebuyer,,,6.2
2018,British Columbia,Outside census metropolitan areas and census agglomerations,,Owner who is not a first-time homebuyer,,,9.6
2018,British Columbia,Outside census metropolitan areas and census agglomerations,,Renter,,,22.0
2018,British Columbia,Outside census metropolitan areas and census agglomerations,,Renter not in social and affordable housing,,,18.2
2018,British Columbia,Outside census metropolitan areas and census agglomerations,,Renter in social and affordable housing,,,49.0
2018,Canada (provinces only),Large urban population centres,,"Total, tenure",,,13.0
2018,Canada (provinces only),Large urban population centres,,Owner,,,7.2
2018,Canada (provinces only),Large urban population centres,,Owner who is a first-time homebuyer,,,8.3
2018,Canada (provinces only),Large urban population centres,,Owner who is not a first-time homebuyer,,,7.0
2018,Canada (provinces only),Large urban population centres,,Renter,,,23.0
2018,Canada (provinces only),Large urban population centres,,Renter not in social and affordable housing,,,22.0
2018,Canada (provinces only),Large urban population centres,,Renter in social and affordable housing,,,33.0
2018,Canada (provinces only),Medium population centres,,"Total, tenure",,,9.6
2018,Canada (provinces only),Medium population centres,,Owner,,,4.2
2018,Canada (provinces only),Medium population centres,,Owner who is a first-time homebuyer,,,2.2
2018,Canada (provinces only),Medium population centres,,Owner who is not a first-time homebuyer,,,4.5
2018,Canada (provinces only),Medium population centres,,Renter,,,21.0
2018,Canada (provinces only),Medium population centres,,Renter not in social and affordable housing,,,19.3
2018,Canada (provinces only),Medium population centres,,Renter in social and affordable housing,,,28.0
2018,Canada (provinces only),Small population centres,,"Total, tenure",,,8.9
2018,Canada (provinces only),Small population centres,,Owner,,,3.5
2018,Canada (provinces only),Small population centres,,Owner who is a first-time homebuyer,,,3.4
2018,Canada (provinces only),Small population centres,,Owner who is not a first-time homebuyer,,,3.6
2018,Canada (provinces only),Small population centres,,Renter,,,22.0
2018,Canada (provinces only),Small population centres,,Renter not in social and affordable housing,,,20.0
2018,Canada (provinces only),Small population centres,,Renter in social and affordable housing,,,31.0
2018,Canada (provinces only),Rural areas,,"Total, tenure",,,7.4
2018,Canada (provinces only),Rural areas,,Owner,,,5.8
2018,Canada (provinces only),Rural areas,,Owner who is a first-time homebuyer,,,3.2
2018,Canada (provinces only),Rural areas,,Owner who is not a first-time homebuyer,,,6.1
2018,Canada (provinces only),Rural areas,,Renter,,,18.5
2018,Canada (provinces only),Rural areas,,Renter not in social and affordable housing,,,16.9
2018,Canada (provinces only),Rural areas,,Renter in social and affordable housing,,,30.0
2021,Canada (provinces only),Total,,Owner,,,5.1
2021,Canada (provinces only),Total,,Owner who is a first-time homebuyer,,,4.1
2021,Canada (provinces only),Total,,Owner who is not a first-time homebuyer,,,5.3
2021,Canada (provinces only),Total,,Renter,,,19.7
2021,Canada (provinces only),Total,,Renter not in social and affordable housing,,,18.7
2021,Canada (provinces only),Total,,Renter in social and affordable housing,,,27.0
2021,Newfoundland and Labrador,Total,,"Total, tenure",,10,7.4
2021,Newfoundland and Labrador,Total,,Owner,,10,4.0
2021,Newfoundland and Labrador,Total,,Owner who is a first-time homebuyer,,10,1.5
2021,Newfoundland and Labrador,Total,,Owner who is not a first-time homebuyer,,10,4.2
2021,Newfoundland and Labrador,Total,,Renter,,10,18.9
2021,Newfoundland and Labrador,Total,,Renter not in social and affordable housing,,10,15.7
2021,Newfoundland and Labrador,Total,,Renter in social and affordable housing,,10,33.0
2021,Newfoundland and Labrador,Large urban population centres,,"Total, tenure",,,7.7
2021,Newfoundland and Labrador,Large urban population centres,,Owner,,,2.4
2021,Newfoundland and Labrador,Large urban population centres,,Owner who is a first-time homebuyer,,,
2021,Newfoundland and Labrador,Large urban population centres,,Owner who is not a first-time homebuyer,,,2.4
2021,Newfoundland and Labrador,Large urban population centres,,Renter,,,19.4
2021,Newfoundland and Labrador,Large urban population centres,,Renter not in social and affordable housing,,,15.1
2021,Newfoundland and Labrador,Large urban population centres,,Renter in social and affordable housing,,,38.0
2021,Newfoundland and Labrador,Small population centres,,"Total, tenure",,,7.7
2021,Newfoundland and Labrador,Small population centres,,Owner,,,2.4
2021,Newfoundland and Labrador,Small population centres,,Owner who is a first-time homebuyer,,,
2021,Newfoundland and Labrador,Small population centres,,Owner who is not a first-time homebuyer,,,2.6
2021,Newfoundland and Labrador,Small population centres,,Renter,,,18.9
2021,Newfoundland and Labrador,Small population centres,,Renter not in social and affordable housing,,,17.1
2021,Newfoundland and Labrador,Small population centres,,Renter in social and affordable housing,,,27.0
2021,Newfoundland and Labrador,Rural areas,,"Total, tenure",,,7.0
2021,Newfoundland and Labrador,Rural areas,,Owner,,,5.9
2021,Newfoundland and Labrador,Rural areas,,Owner who is a first-time homebuyer,,,
2021,Newfoundland and Labrador,Rural areas,,Owner who is not a first-time homebuyer,,,6.2
2021,Newfoundland and Labrador,Rural areas,,Renter,,,17.6
2021,Newfoundland and Labrador,Rural areas,,Renter not in social and affordable housing,,,14.1
2021,Newfoundland and Labrador,Rural areas,,Renter in social and affordable housing,,,30.0
2021,Prince Edward Island,Total,,"Total, tenure",,11,7.2
2021,Prince Edward Island,Total,,Owner,,11,4.0
2021,Prince Edward Island,Total,,Owner who is a first-time homebuyer,,11,4.0
2021,Prince Edward Island,Total,,Owner who is not a first-time homebuyer,,11,4.0
2021,Prince Edward Island,Total,,Renter,,11,14.5
2021,Prince Edward Island,Total,,Renter not in social and affordable housing,,11,13.2
2021,Prince Edward Island,Total,,Renter in social and affordable housing,,11,19.6
2021,Prince Edward Island,Medium population centres,,"Total, tenure",,,7.8
2021,Prince Edward Island,Medium population centres,,Owner,,,3.3
2021,Prince Edward Island,Medium population centres,,Owner who is a first-time homebuyer,,,
2021,Prince Edward Island,Medium population centres,,Owner who is not a first-time homebuyer,,,2.4
2021,Prince Edward Island,Medium population centres,,Renter,,,12.7
2021,Prince Edward Island,Medium population centres,,Renter not in social and affordable housing,,,10.9
2021,Prince Edward Island,Medium population centres,,Renter in social and affordable housing,,,22.0
2021,Prince Edward Island,Small population centres,,"Total, tenure",,,10.2
2021,Prince Edward Island,Small population centres,,Owner,,,4.0
2021,Prince Edward Island,Small population centres,,Owner who is a first-time homebuyer,,,
2021,Prince Edward Island,Small population centres,,Owner who is not a first-time homebuyer,,,4.6
2021,Prince Edward Island,Small population centres,,Renter,,,15.7
2021,Prince Edward Island,Small population centres,,Renter not in social and affordable housing,,,13.9
2021,Prince Edward Island,Small population centres,,Renter in social and affordable housing,,,21.0
2021,Prince Edward Island,Rural areas,,"Total, tenure",,,6.2
2021,Prince Edward Island,Rural areas,,Owner,,,4.3
2021,Prince Edward Island,Rural areas,,Owner who is a first-time homebuyer,,,
2021,Prince Edward Island,Rural areas,,Owner who is not a first-time homebuyer,,,4.5
2021,Prince Edward Island,Rural areas,,Renter,,,17.2
2021,Prince Edward Island,Rural areas,,Renter not in social and affordable housing,,,17.8
2021,Prince Edward Island,Rural areas,,Renter in social and affordable housing,,,14.6
2021,Nova Scotia,Total,,"Total, tenure",,12,9.9
2021,Nova Scotia,Total,,Owner,,12,5.9
2021,Nova Scotia,Total,,Owner who is a first-time homebuyer,,12,8.0
2021,Nova Scotia,Total,,Owner who is not a first-time homebuyer,,12,5.7
2021,Nova Scotia,Total,,Renter,,12,18.7
2021,Nova Scotia,Total,,Renter not in social and affordable housing,,12,16.5
2021,Nova Scotia,Total,,Renter in social and affordable housing,,12,34.0
2021,Nova Scotia,Large urban population centres,,"Total, tenure",,,10.4
2021,Nova Scotia,Large urban population centres,,Owner,,,3.4
2021,Nova Scotia,Large urban population centres,,Owner who is a first-time homebuyer,,,
2021,Nova Scotia,Large urban population centres,,Owner who is not a first-time homebuyer,,,3.3
2021,Nova Scotia,Large urban population centres,,Renter,,,18.4
2021,Nova Scotia,Large urban population centres,,Renter not in social and affordable housing,,,16.0
2021,Nova Scotia,Large urban population centres,,Renter in social and affordable housing,,,47.0
2021,Nova Scotia,Medium population centres,,"Total, tenure",,,10.7
2021,Nova Scotia,Medium population centres,,Owner,,,2.5
2021,Nova Scotia,Medium population centres,,Owner who is a first-time homebuyer,,,
2021,Nova Scotia,Medium population centres,,Owner who is not a first-time homebuyer,,,3.0
2021,Nova Scotia,Medium population centres,,Renter,,,19.4
2021,Nova Scotia,Medium population centres,,Renter not in social and affordable housing,,,15.5
2021,Nova Scotia,Medium population centres,,Renter in social and affordable housing,,,29.0
2021,Nova Scotia,Small population centres,,"Total, tenure",,,9.9
2021,Nova Scotia,Small population centres,,Owner,,,4.3
2021,Nova Scotia,Small population centres,,Owner who is a first-time homebuyer,,,13.9
2021,Nova Scotia,Small population centres,,Owner who is not a first-time homebuyer,,,3.5
2021,Nova Scotia,Small population centres,,Renter,,,18.6
2021,Nova Scotia,Small population centres,,Renter not in social and affordable housing,,,16.7
2021,Nova Scotia,Small population centres,,Renter in social and affordable housing,,,26.0
2021,Nova Scotia,Rural areas,,"Total, tenure",,,9.4
2021,Nova Scotia,Rural areas,,Owner,,,8.0
2021,Nova Scotia,Rural areas,,Owner who is a first-time homebuyer,,,10.6
2021,Nova Scotia,Rural areas,,Owner who is not a first-time homebuyer,,,7.7
2021,Nova Scotia,Rural areas,,Renter,,,19.6
2021,Nova Scotia,Rural areas,,Renter not in social and affordable housing,,,18.3
2021,Nova Scotia,Rural areas,,Renter in social and affordable housing,,,28.0
2021,New Brunswick,Total,,"Total, tenure",,13,5.9
2021,New Brunswick,Total,,Owner,,13,3.8
2021,New Brunswick,Total,,Owner who is a first-time homebuyer,,13,3.2
