Year,data.Geography,data.Type of materials diverted,data.Sources of materials prepared for recycling,GeoCode,Value
2018,,,,,257.6880441
2020,,,,,260.5568381
2018,data.Canada,data.All materials diverted,data.Residential sources of diverted materials,,
2018,data.Canada,data.All materials diverted,data.Non-residential sources of diverted materials,,
2018,data.Canada,data.All paper fibres,data.All sources of diverted materials,,94.95969306
2018,data.Canada,data.All paper fibres,data.Residential sources of diverted materials,,41.46918971
2018,data.Canada,data.All paper fibres,data.Non-residential sources of diverted materials,,53.49050335
2018,data.Canada,data.Glass,data.All sources of diverted materials,,10.7090274
2018,data.Canada,data.Glass,data.Residential sources of diverted materials,,8.04131457
2018,data.Canada,data.Glass,data.Non-residential sources of diverted materials,,2.667712826
2018,data.Canada,data.Ferrous metals,data.All sources of diverted materials,,16.85861551
2018,data.Canada,data.Ferrous metals,data.Residential sources of diverted materials,,3.098900302
2018,data.Canada,data.Ferrous metals,data.Non-residential sources of diverted materials,,13.75971521
2018,data.Canada,data.Copper and aluminum,data.All sources of diverted materials,,3.562975872
2018,data.Canada,data.Copper and aluminum,data.Residential sources of diverted materials,,1.098473161
2018,data.Canada,data.Copper and aluminum,data.Non-residential sources of diverted materials,,2.464502711
2018,data.Canada,data.Mixed metals,data.All sources of diverted materials,,3.156258866
2018,data.Canada,data.Mixed metals,data.Residential sources of diverted materials,,1.615050974
2018,data.Canada,data.Mixed metals,data.Non-residential sources of diverted materials,,1.541207893
2018,data.Canada,data.White goods,data.All sources of diverted materials,,1.712096484
2018,data.Canada,data.White goods,data.Residential sources of diverted materials,,1.041492311
2018,data.Canada,data.White goods,data.Non-residential sources of diverted materials,,0.670604173
2018,data.Canada,data.Electronics,data.All sources of diverted materials,,2.840139253
2018,data.Canada,data.Electronics,data.Residential sources of diverted materials,,
2018,data.Canada,data.Electronics,data.Non-residential sources of diverted materials,,
2018,data.Canada,data.Plastics,data.All sources of diverted materials,,9.565849089
2018,data.Canada,data.Plastics,data.Residential sources of diverted materials,,6.75360671
2018,data.Canada,data.Plastics,data.Non-residential sources of diverted materials,,2.812242379
2018,data.Canada,data.Gable top and aseptic containers,data.All sources of diverted materials,,0.680505675
2018,data.Canada,data.Gable top and aseptic containers,data.Residential sources of diverted materials,,0.599081335
2018,data.Canada,data.Gable top and aseptic containers,data.Non-residential sources of diverted materials,,0.08142434
2018,data.Canada,data.Textiles,data.All sources of diverted materials,,1.58896173
2018,data.Canada,data.Textiles,data.Residential sources of diverted materials,,1.5757957
2018,data.Canada,data.Textiles,data.Non-residential sources of diverted materials,,0.01316603
2018,data.Canada,data.Tires,data.All sources of diverted materials,,13.16343975
2018,data.Canada,data.Tires,data.Residential sources of diverted materials,,
2018,data.Canada,data.Tires,data.Non-residential sources of diverted materials,,
2018,data.Canada,"data.Construction, renovation and demolition",data.All sources of diverted materials,,19.49141677
2018,data.Canada,"data.Construction, renovation and demolition",data.Residential sources of diverted materials,,3.173498811
2018,data.Canada,"data.Construction, renovation and demolition",data.Non-residential sources of diverted materials,,16.31791796
2018,data.Canada,data.Organics,data.All sources of diverted materials,,77.67310065
2018,data.Canada,data.Organics,data.Residential sources of diverted materials,,61.48600661
2018,data.Canada,data.Organics,data.Non-residential sources of diverted materials,,16.18709403
2018,data.Canada,data.Other materials,data.All sources of diverted materials,,1.725963983
2018,data.Canada,data.Other materials,data.Residential sources of diverted materials,,1.254145276
2018,data.Canada,data.Other materials,data.Non-residential sources of diverted materials,,0.471818707
2018,data.Newfoundland and Labrador,data.All materials diverted,data.All sources of diverted materials,10,79.41814446
2018,data.Newfoundland and Labrador,data.All materials diverted,data.Residential sources of diverted materials,10,
2018,data.Newfoundland and Labrador,data.All materials diverted,data.Non-residential sources of diverted materials,10,
2018,data.Newfoundland and Labrador,data.All paper fibres,data.All sources of diverted materials,10,54.56846031
2018,data.Newfoundland and Labrador,data.All paper fibres,data.Residential sources of diverted materials,10,25.59365248
2018,data.Newfoundland and Labrador,data.All paper fibres,data.Non-residential sources of diverted materials,10,28.97480782
2018,data.Newfoundland and Labrador,data.Glass,data.All sources of diverted materials,10,
2018,data.Newfoundland and Labrador,data.Glass,data.Residential sources of diverted materials,10,
2018,data.Newfoundland and Labrador,data.Glass,data.Non-residential sources of diverted materials,10,
2018,data.Newfoundland and Labrador,data.Ferrous metals,data.All sources of diverted materials,10,1.016059061
2018,data.Newfoundland and Labrador,data.Ferrous metals,data.Residential sources of diverted materials,10,
2018,data.Newfoundland and Labrador,data.Ferrous metals,data.Non-residential sources of diverted materials,10,
2018,data.Newfoundland and Labrador,data.Copper and aluminum,data.All sources of diverted materials,10,0.201689626
2018,data.Newfoundland and Labrador,data.Copper and aluminum,data.Residential sources of diverted materials,10,
2018,data.Newfoundland and Labrador,data.Copper and aluminum,data.Non-residential sources of diverted materials,10,
2018,data.Newfoundland and Labrador,data.Mixed metals,data.All sources of diverted materials,10,
2018,data.Newfoundland and Labrador,data.Mixed metals,data.Residential sources of diverted materials,10,
2018,data.Newfoundland and Labrador,data.Mixed metals,data.Non-residential sources of diverted materials,10,
2018,data.Newfoundland and Labrador,data.White goods,data.All sources of diverted materials,10,2.401248192
2018,data.Newfoundland and Labrador,data.White goods,data.Residential sources of diverted materials,10,2.401248192
2018,data.Newfoundland and Labrador,data.White goods,data.Non-residential sources of diverted materials,10,0.0
2018,data.Newfoundland and Labrador,data.Electronics,data.All sources of diverted materials,10,1.51457493
2018,data.Newfoundland and Labrador,data.Electronics,data.Residential sources of diverted materials,10,
2018,data.Newfoundland and Labrador,data.Electronics,data.Non-residential sources of diverted materials,10,
2018,data.Newfoundland and Labrador,data.Plastics,data.All sources of diverted materials,10,2.108227415
2018,data.Newfoundland and Labrador,data.Plastics,data.Residential sources of diverted materials,10,1.877996803
2018,data.Newfoundland and Labrador,data.Plastics,data.Non-residential sources of diverted materials,10,0.230230611
2018,data.Newfoundland and Labrador,data.Gable top and aseptic containers,data.All sources of diverted materials,10,1.033183652
2018,data.Newfoundland and Labrador,data.Gable top and aseptic containers,data.Residential sources of diverted materials,10,0.869548672
2018,data.Newfoundland and Labrador,data.Gable top and aseptic containers,data.Non-residential sources of diverted materials,10,0.16363498
2018,data.Newfoundland and Labrador,data.Textiles,data.All sources of diverted materials,10,0.0
2018,data.Newfoundland and Labrador,data.Textiles,data.Residential sources of diverted materials,10,0.0
2018,data.Newfoundland and Labrador,data.Textiles,data.Non-residential sources of diverted materials,10,0.0
2018,data.Newfoundland and Labrador,data.Tires,data.All sources of diverted materials,10,11.28129995
2018,data.Newfoundland and Labrador,data.Tires,data.Residential sources of diverted materials,10,
2018,data.Newfoundland and Labrador,data.Tires,data.Non-residential sources of diverted materials,10,
2018,data.Newfoundland and Labrador,"data.Construction, renovation and demolition",data.All sources of diverted materials,10,0.0
2018,data.Newfoundland and Labrador,"data.Construction, renovation and demolition",data.Residential sources of diverted materials,10,0.0
2018,data.Newfoundland and Labrador,"data.Construction, renovation and demolition",data.Non-residential sources of diverted materials,10,0.0
2018,data.Newfoundland and Labrador,data.Organics,data.All sources of diverted materials,10,1.721972753
2018,data.Newfoundland and Labrador,data.Organics,data.Residential sources of diverted materials,10,
2018,data.Newfoundland and Labrador,data.Organics,data.Non-residential sources of diverted materials,10,
2018,data.Newfoundland and Labrador,data.Other materials,data.All sources of diverted materials,10,0.0
2018,data.Newfoundland and Labrador,data.Other materials,data.Residential sources of diverted materials,10,0.0
2018,data.Newfoundland and Labrador,data.Other materials,data.Non-residential sources of diverted materials,10,0.0
2018,data.Prince Edward Island,data.All materials diverted,data.All sources of diverted materials,11,370.250854
2018,data.Prince Edward Island,data.All materials diverted,data.Residential sources of diverted materials,11,
2018,data.Prince Edward Island,data.All materials diverted,data.Non-residential sources of diverted materials,11,
2018,data.Prince Edward Island,data.All paper fibres,data.All sources of diverted materials,11,79.62397976
2018,data.Prince Edward Island,data.All paper fibres,data.Residential sources of diverted materials,11,30.25502621
2018,data.Prince Edward Island,data.All paper fibres,data.Non-residential sources of diverted materials,11,49.36895356
2018,data.Prince Edward Island,data.Glass,data.All sources of diverted materials,11,1.74711205
2018,data.Prince Edward Island,data.Glass,data.Residential sources of diverted materials,11,0.664945631
2018,data.Prince Edward Island,data.Glass,data.Non-residential sources of diverted materials,11,1.082166419
2018,data.Prince Edward Island,data.Ferrous metals,data.All sources of diverted materials,11,61.03809747
2018,data.Prince Edward Island,data.Ferrous metals,data.Residential sources of diverted materials,11,23.19486818
2018,data.Prince Edward Island,data.Ferrous metals,data.Non-residential sources of diverted materials,11,37.84322929
2018,data.Prince Edward Island,data.Copper and aluminum,data.All sources of diverted materials,11,10.59349657
2018,data.Prince Edward Island,data.Copper and aluminum,data.Residential sources of diverted materials,11,4.393856424
2018,data.Prince Edward Island,data.Copper and aluminum,data.Non-residential sources of diverted materials,11,6.199640147
2018,data.Prince Edward Island,data.Mixed metals,data.All sources of diverted materials,11,13.06422593
2018,data.Prince Edward Island,data.Mixed metals,data.Residential sources of diverted materials,11,4.967535007
2018,data.Prince Edward Island,data.Mixed metals,data.Non-residential sources of diverted materials,11,8.096690918
2018,data.Prince Edward Island,data.White goods,data.All sources of diverted materials,11,44.26451798
2018,data.Prince Edward Island,data.White goods,data.Residential sources of diverted materials,11,16.81921302
2018,data.Prince Edward Island,data.White goods,data.Non-residential sources of diverted materials,11,27.44530496
2018,data.Prince Edward Island,data.Electronics,data.All sources of diverted materials,11,2.985736264
2018,data.Prince Edward Island,data.Electronics,data.Residential sources of diverted materials,11,
2018,data.Prince Edward Island,data.Electronics,data.Non-residential sources of diverted materials,11,
2018,data.Prince Edward Island,data.Plastics,data.All sources of diverted materials,11,6.121411249
2018,data.Prince Edward Island,data.Plastics,data.Residential sources of diverted materials,11,2.327309708
2018,data.Prince Edward Island,data.Plastics,data.Non-residential sources of diverted materials,11,3.794101541
2018,data.Prince Edward Island,data.Gable top and aseptic containers,data.All sources of diverted materials,11,0.0
2018,data.Prince Edward Island,data.Gable top and aseptic containers,data.Residential sources of diverted materials,11,0.0
2018,data.Prince Edward Island,data.Gable top and aseptic containers,data.Non-residential sources of diverted materials,11,0.0
2018,data.Prince Edward Island,data.Textiles,data.All sources of diverted materials,11,0.0
2018,data.Prince Edward Island,data.Textiles,data.Residential sources of diverted materials,11,0.0
2018,data.Prince Edward Island,data.Textiles,data.Non-residential sources of diverted materials,11,0.0
2018,data.Prince Edward Island,data.Tires,data.All sources of diverted materials,11,15.34590211
2018,data.Prince Edward Island,data.Tires,data.Residential sources of diverted materials,11,
2018,data.Prince Edward Island,data.Tires,data.Non-residential sources of diverted materials,11,
2018,data.Prince Edward Island,"data.Construction, renovation and demolition",data.All sources of diverted materials,11,0.0
2018,data.Prince Edward Island,"data.Construction, renovation and demolition",data.Residential sources of diverted materials,11,0.0
2018,data.Prince Edward Island,"data.Construction, renovation and demolition",data.Non-residential sources of diverted materials,11,0.0
2018,data.Prince Edward Island,data.Organics,data.All sources of diverted materials,11,133.2824845
2018,data.Prince Edward Island,data.Organics,data.Residential sources of diverted materials,11,105.0614097
2018,data.Prince Edward Island,data.Organics,data.Non-residential sources of diverted materials,11,28.22107487
2018,data.Prince Edward Island,data.Other materials,data.All sources of diverted materials,11,2.183890062
2018,data.Prince Edward Island,data.Other materials,data.Residential sources of diverted materials,11,0.827922501
2018,data.Prince Edward Island,data.Other materials,data.Non-residential sources of diverted materials,11,1.355967561
2018,data.Nova Scotia,data.All materials diverted,data.All sources of diverted materials,12,330.4319881
2018,data.Nova Scotia,data.All materials diverted,data.Residential sources of diverted materials,12,
2018,data.Nova Scotia,data.All materials diverted,data.Non-residential sources of diverted materials,12,
2018,data.Nova Scotia,data.All paper fibres,data.All sources of diverted materials,12,76.65018792
2018,data.Nova Scotia,data.All paper fibres,data.Residential sources of diverted materials,12,41.59928047
2018,data.Nova Scotia,data.All paper fibres,data.Non-residential sources of diverted materials,12,35.05090744
2018,data.Nova Scotia,data.Glass,data.All sources of diverted materials,12,4.365582018
2018,data.Nova Scotia,data.Glass,data.Residential sources of diverted materials,12,
2018,data.Nova Scotia,data.Glass,data.Non-residential sources of diverted materials,12,
2018,data.Nova Scotia,data.Ferrous metals,data.All sources of diverted materials,12,5.776257661
2018,data.Nova Scotia,data.Ferrous metals,data.Residential sources of diverted materials,12,5.35055081
2018,data.Nova Scotia,data.Ferrous metals,data.Non-residential sources of diverted materials,12,0.425706851
2018,data.Nova Scotia,data.Copper and aluminum,data.All sources of diverted materials,12,0.474746611
2018,data.Nova Scotia,data.Copper and aluminum,data.Residential sources of diverted materials,12,0.442401237
2018,data.Nova Scotia,data.Copper and aluminum,data.Non-residential sources of diverted materials,12,0.032345373
2018,data.Nova Scotia,data.Mixed metals,data.All sources of diverted materials,12,
2018,data.Nova Scotia,data.Mixed metals,data.Residential sources of diverted materials,12,
2018,data.Nova Scotia,data.Mixed metals,data.Non-residential sources of diverted materials,12,
2018,data.Nova Scotia,data.White goods,data.All sources of diverted materials,12,1.143565462
2018,data.Nova Scotia,data.White goods,data.Residential sources of diverted materials,12,
2018,data.Nova Scotia,data.White goods,data.Non-residential sources of diverted materials,12,
2018,data.Nova Scotia,data.Electronics,data.All sources of diverted materials,12,3.306531887
2018,data.Nova Scotia,data.Electronics,data.Residential sources of diverted materials,12,
2018,data.Nova Scotia,data.Electronics,data.Non-residential sources of diverted materials,12,
2018,data.Nova Scotia,data.Plastics,data.All sources of diverted materials,12,15.67289854
2018,data.Nova Scotia,data.Plastics,data.Residential sources of diverted materials,12,11.19045582
2018,data.Nova Scotia,data.Plastics,data.Non-residential sources of diverted materials,12,4.482442723
2018,data.Nova Scotia,data.Gable top and aseptic containers,data.All sources of diverted materials,12,1.099742698
2018,data.Nova Scotia,data.Gable top and aseptic containers,data.Residential sources of diverted materials,12,1.014183968
2018,data.Nova Scotia,data.Gable top and aseptic containers,data.Non-residential sources of diverted materials,12,0.08555873
2018,data.Nova Scotia,data.Textiles,data.All sources of diverted materials,12,
2018,data.Nova Scotia,data.Textiles,data.Residential sources of diverted materials,12,
2018,data.Nova Scotia,data.Textiles,data.Non-residential sources of diverted materials,12,
2018,data.Nova Scotia,data.Tires,data.All sources of diverted materials,12,14.89139258
2018,data.Nova Scotia,data.Tires,data.Residential sources of diverted materials,12,
2018,data.Nova Scotia,data.Tires,data.Non-residential sources of diverted materials,12,
2018,data.Nova Scotia,"data.Construction, renovation and demolition",data.All sources of diverted materials,12,51.74633715
2018,data.Nova Scotia,"data.Construction, renovation and demolition",data.Residential sources of diverted materials,12,5.484105901
2018,data.Nova Scotia,"data.Construction, renovation and demolition",data.Non-residential sources of diverted materials,12,46.26327465
2018,data.Nova Scotia,data.Organics,data.All sources of diverted materials,12,154.7861762
2018,data.Nova Scotia,data.Organics,data.Residential sources of diverted materials,12,101.4131798
2018,data.Nova Scotia,data.Organics,data.Non-residential sources of diverted materials,12,53.37299641
2018,data.Nova Scotia,data.Other materials,data.All sources of diverted materials,12,
2018,data.Nova Scotia,data.Other materials,data.Residential sources of diverted materials,12,
2018,data.Nova Scotia,data.Other materials,data.Non-residential sources of diverted materials,12,
2018,data.New Brunswick,data.All materials diverted,data.All sources of diverted materials,13,212.5662566
2018,data.New Brunswick,data.All materials diverted,data.Residential sources of diverted materials,13,
2018,data.New Brunswick,data.All materials diverted,data.Non-residential sources of diverted materials,13,
2018,data.New Brunswick,data.All paper fibres,data.All sources of diverted materials,13,36.5052103
2018,data.New Brunswick,data.All paper fibres,data.Residential sources of diverted materials,13,21.3734631
2018,data.New Brunswick,data.All paper fibres,data.Non-residential sources of diverted materials,13,15.1317472
2018,data.New Brunswick,data.Glass,data.All sources of diverted materials,13,5.717245596
2018,data.New Brunswick,data.Glass,data.Residential sources of diverted materials,13,2.881990287
2018,data.New Brunswick,data.Glass,data.Non-residential sources of diverted materials,13,2.835255309
2018,data.New Brunswick,data.Ferrous metals,data.All sources of diverted materials,13,1.971956417
2018,data.New Brunswick,data.Ferrous metals,data.Residential sources of diverted materials,13,1.429311399
2018,data.New Brunswick,data.Ferrous metals,data.Non-residential sources of diverted materials,13,0.542645018
2018,data.New Brunswick,data.Copper and aluminum,data.All sources of diverted materials,13,2.802800464
2018,data.New Brunswick,data.Copper and aluminum,data.Residential sources of diverted materials,13,2.610667778
2018,data.New Brunswick,data.Copper and aluminum,data.Non-residential sources of diverted materials,13,0.192132686
2018,data.New Brunswick,data.Mixed metals,data.All sources of diverted materials,13,0.802283783
2018,data.New Brunswick,data.Mixed metals,data.Residential sources of diverted materials,13,
2018,data.New Brunswick,data.Mixed metals,data.Non-residential sources of diverted materials,13,
2018,data.New Brunswick,data.White goods,data.All sources of diverted materials,13,0.173957972
2018,data.New Brunswick,data.White goods,data.Residential sources of diverted materials,13,
2018,data.New Brunswick,data.White goods,data.Non-residential sources of diverted materials,13,
2018,data.New Brunswick,data.Electronics,data.All sources of diverted materials,13,1.117744882
2018,data.New Brunswick,data.Electronics,data.Residential sources of diverted materials,13,
2018,data.New Brunswick,data.Electronics,data.Non-residential sources of diverted materials,13,
2018,data.New Brunswick,data.Plastics,data.All sources of diverted materials,13,7.110207568
2018,data.New Brunswick,data.Plastics,data.Residential sources of diverted materials,13,4.067241247
2018,data.New Brunswick,data.Plastics,data.Non-residential sources of diverted materials,13,3.042966321
2018,data.New Brunswick,data.Gable top and aseptic containers,data.All sources of diverted materials,13,0.614045678
2018,data.New Brunswick,data.Gable top and aseptic containers,data.Residential sources of diverted materials,13,
2018,data.New Brunswick,data.Gable top and aseptic containers,data.Non-residential sources of diverted materials,13,
2018,data.New Brunswick,data.Textiles,data.All sources of diverted materials,13,0.0
2018,data.New Brunswick,data.Textiles,data.Residential sources of diverted materials,13,0.0
2018,data.New Brunswick,data.Textiles,data.Non-residential sources of diverted materials,13,0.0
2018,data.New Brunswick,data.Tires,data.All sources of diverted materials,13,14.07891201
2018,data.New Brunswick,data.Tires,data.Residential sources of diverted materials,13,
2018,data.New Brunswick,data.Tires,data.Non-residential sources of diverted materials,13,
2018,data.New Brunswick,"data.Construction, renovation and demolition",data.All sources of diverted materials,13,14.04126439
2018,data.New Brunswick,"data.Construction, renovation and demolition",data.Residential sources of diverted materials,13,0.830844047
2018,data.New Brunswick,"data.Construction, renovation and demolition",data.Non-residential sources of diverted materials,13,13.21042034
2018,data.New Brunswick,data.Organics,data.All sources of diverted materials,13,122.3690479
2018,data.New Brunswick,data.Organics,data.Residential sources of diverted materials,13,
2018,data.New Brunswick,data.Organics,data.Non-residential sources of diverted materials,13,
2018,data.New Brunswick,data.Other materials,data.All sources of diverted materials,13,5.261579564
2018,data.New Brunswick,data.Other materials,data.Residential sources of diverted materials,13,4.789037013
2018,data.New Brunswick,data.Other materials,data.Non-residential sources of diverted materials,13,0.472542552
2018,data.Quebec,data.All materials diverted,data.All sources of diverted materials,24,298.9552876
2018,data.Quebec,data.All materials diverted,data.Residential sources of diverted materials,24,
2018,data.Quebec,data.All materials diverted,data.Non-residential sources of diverted materials,24,
2018,data.Quebec,data.All paper fibres,data.All sources of diverted materials,24,130.9252919
2018,data.Quebec,data.All paper fibres,data.Residential sources of diverted materials,24,62.72511711
2018,data.Quebec,data.All paper fibres,data.Non-residential sources of diverted materials,24,68.20017477
2018,data.Quebec,data.Glass,data.All sources of diverted materials,24,6.911308113
2018,data.Quebec,data.Glass,data.Residential sources of diverted materials,24,5.356034668
2018,data.Quebec,data.Glass,data.Non-residential sources of diverted materials,24,1.555273445
2018,data.Quebec,data.Ferrous metals,data.All sources of diverted materials,24,37.63507027
2018,data.Quebec,data.Ferrous metals,data.Residential sources of diverted materials,24,4.641896712
2018,data.Quebec,data.Ferrous metals,data.Non-residential sources of diverted materials,24,32.99317356
2018,data.Quebec,data.Copper and aluminum,data.All sources of diverted materials,24,6.284414011
2018,data.Quebec,data.Copper and aluminum,data.Residential sources of diverted materials,24,
2018,data.Quebec,data.Copper and aluminum,data.Non-residential sources of diverted materials,24,6.284414011
2018,data.Quebec,data.Mixed metals,data.All sources of diverted materials,24,0.0
2018,data.Quebec,data.Mixed metals,data.Residential sources of diverted materials,24,0.0
2018,data.Quebec,data.Mixed metals,data.Non-residential sources of diverted materials,24,0.0
2018,data.Quebec,data.White goods,data.All sources of diverted materials,24,0.0
2018,data.Quebec,data.White goods,data.Residential sources of diverted materials,24,0.0
2018,data.Quebec,data.White goods,data.Non-residential sources of diverted materials,24,0.0
2018,data.Quebec,data.Electronics,data.All sources of diverted materials,24,2.545544743
2018,data.Quebec,data.Electronics,data.Residential sources of diverted materials,24,
2018,data.Quebec,data.Electronics,data.Non-residential sources of diverted materials,24,
2018,data.Quebec,data.Plastics,data.All sources of diverted materials,24,9.878908388
2018,data.Quebec,data.Plastics,data.Residential sources of diverted materials,24,7.022356565
2018,data.Quebec,data.Plastics,data.Non-residential sources of diverted materials,24,2.856551823
2018,data.Quebec,data.Gable top and aseptic containers,data.All sources of diverted materials,24,0.0
2018,data.Quebec,data.Gable top and aseptic containers,data.Residential sources of diverted materials,24,0.0
2018,data.Quebec,data.Gable top and aseptic containers,data.Non-residential sources of diverted materials,24,0.0
2018,data.Quebec,data.Textiles,data.All sources of diverted materials,24,6.598634711
2018,data.Quebec,data.Textiles,data.Residential sources of diverted materials,24,6.598634711
2018,data.Quebec,data.Textiles,data.Non-residential sources of diverted materials,24,0.0
2018,data.Quebec,data.Tires,data.All sources of diverted materials,24,10.93226187
2018,data.Quebec,data.Tires,data.Residential sources of diverted materials,24,
2018,data.Quebec,data.Tires,data.Non-residential sources of diverted materials,24,
2018,data.Quebec,"data.Construction, renovation and demolition",data.All sources of diverted materials,24,35.11178282
2018,data.Quebec,"data.Construction, renovation and demolition",data.Residential sources of diverted materials,24,0.0
2018,data.Quebec,"data.Construction, renovation and demolition",data.Non-residential sources of diverted materials,24,35.11178282
2018,data.Quebec,data.Organics,data.All sources of diverted materials,24,52.13207077
2018,data.Quebec,data.Organics,data.Residential sources of diverted materials,24,46.06189815
2018,data.Quebec,data.Organics,data.Non-residential sources of diverted materials,24,6.070172624
2018,data.Quebec,data.Other materials,data.All sources of diverted materials,24,0.0
2018,data.Quebec,data.Other materials,data.Residential sources of diverted materials,24,0.0
2018,data.Quebec,data.Other materials,data.Non-residential sources of diverted materials,24,0.0
2018,data.Ontario,data.All materials diverted,data.All sources of diverted materials,35,233.5106404
2018,data.Ontario,data.All materials diverted,data.Residential sources of diverted materials,35,
2018,data.Ontario,data.All materials diverted,data.Non-residential sources of diverted materials,35,
2018,data.Ontario,data.All paper fibres,data.All sources of diverted materials,35,92.16213049
2018,data.Ontario,data.All paper fibres,data.Residential sources of diverted materials,35,40.66967104
2018,data.Ontario,data.All paper fibres,data.Non-residential sources of diverted materials,35,51.49245945
2018,data.Ontario,data.Glass,data.All sources of diverted materials,35,7.977316174
2018,data.Ontario,data.Glass,data.Residential sources of diverted materials,35,5.865383829
2018,data.Ontario,data.Glass,data.Non-residential sources of diverted materials,35,2.111932344
2018,data.Ontario,data.Ferrous metals,data.All sources of diverted materials,35,8.083125948
2018,data.Ontario,data.Ferrous metals,data.Residential sources of diverted materials,35,2.694025878
2018,data.Ontario,data.Ferrous metals,data.Non-residential sources of diverted materials,35,5.38910007
2018,data.Ontario,data.Copper and aluminum,data.All sources of diverted materials,35,1.543956099
2018,data.Ontario,data.Copper and aluminum,data.Residential sources of diverted materials,35,0.828097765
2018,data.Ontario,data.Copper and aluminum,data.Non-residential sources of diverted materials,35,0.715858334
2018,data.Ontario,data.Mixed metals,data.All sources of diverted materials,35,2.753080871
2018,data.Ontario,data.Mixed metals,data.Residential sources of diverted materials,35,1.029304066
2018,data.Ontario,data.Mixed metals,data.Non-residential sources of diverted materials,35,1.723776805
2018,data.Ontario,data.White goods,data.All sources of diverted materials,35,0.797417123
2018,data.Ontario,data.White goods,data.Residential sources of diverted materials,35,0.70278936
2018,data.Ontario,data.White goods,data.Non-residential sources of diverted materials,35,0.094627764
2018,data.Ontario,data.Electronics,data.All sources of diverted materials,35,3.212521727
2018,data.Ontario,data.Electronics,data.Residential sources of diverted materials,35,
2018,data.Ontario,data.Electronics,data.Non-residential sources of diverted materials,35,
2018,data.Ontario,data.Plastics,data.All sources of diverted materials,35,8.779206101
2018,data.Ontario,data.Plastics,data.Residential sources of diverted materials,35,6.874490389
2018,data.Ontario,data.Plastics,data.Non-residential sources of diverted materials,35,1.904715712
2018,data.Ontario,data.Gable top and aseptic containers,data.All sources of diverted materials,35,0.628498877
2018,data.Ontario,data.Gable top and aseptic containers,data.Residential sources of diverted materials,35,0.513394057
2018,data.Ontario,data.Gable top and aseptic containers,data.Non-residential sources of diverted materials,35,0.115104821
2018,data.Ontario,data.Textiles,data.All sources of diverted materials,35,0.084773617
2018,data.Ontario,data.Textiles,data.Residential sources of diverted materials,35,0.084284404
2018,data.Ontario,data.Textiles,data.Non-residential sources of diverted materials,35,0.000489213
2018,data.Ontario,data.Tires,data.All sources of diverted materials,35,14.72558962
2018,data.Ontario,data.Tires,data.Residential sources of diverted materials,35,
2018,data.Ontario,data.Tires,data.Non-residential sources of diverted materials,35,
2018,data.Ontario,"data.Construction, renovation and demolition",data.All sources of diverted materials,35,10.92426515
2018,data.Ontario,"data.Construction, renovation and demolition",data.Residential sources of diverted materials,35,3.765052821
2018,data.Ontario,"data.Construction, renovation and demolition",data.Non-residential sources of diverted materials,35,7.159212331
2018,data.Ontario,data.Organics,data.All sources of diverted materials,35,80.03307359
2018,data.Ontario,data.Organics,data.Residential sources of diverted materials,35,73.59887487
2018,data.Ontario,data.Organics,data.Non-residential sources of diverted materials,35,6.434198725
2018,data.Ontario,data.Other materials,data.All sources of diverted materials,35,1.805685032
2018,data.Ontario,data.Other materials,data.Residential sources of diverted materials,35,1.315493647
2018,data.Ontario,data.Other materials,data.Non-residential sources of diverted materials,35,0.490191385
2018,data.Manitoba,data.All materials diverted,data.All sources of diverted materials,46,163.8770721
2018,data.Manitoba,data.All materials diverted,data.Residential sources of diverted materials,46,
2018,data.Manitoba,data.All materials diverted,data.Non-residential sources of diverted materials,46,
2018,data.Manitoba,data.All paper fibres,data.All sources of diverted materials,46,64.80069484
2018,data.Manitoba,data.All paper fibres,data.Residential sources of diverted materials,46,39.68288581
2018,data.Manitoba,data.All paper fibres,data.Non-residential sources of diverted materials,46,25.11780903
2018,data.Manitoba,data.Glass,data.All sources of diverted materials,46,6.66383309
2018,data.Manitoba,data.Glass,data.Residential sources of diverted materials,46,6.29127936
2018,data.Manitoba,data.Glass,data.Non-residential sources of diverted materials,46,0.37255373
2018,data.Manitoba,data.Ferrous metals,data.All sources of diverted materials,46,
2018,data.Manitoba,data.Ferrous metals,data.Residential sources of diverted materials,46,
2018,data.Manitoba,data.Ferrous metals,data.Non-residential sources of diverted materials,46,
2018,data.Manitoba,data.Copper and aluminum,data.All sources of diverted materials,46,1.90046754
2018,data.Manitoba,data.Copper and aluminum,data.Residential sources of diverted materials,46,1.631400957
2018,data.Manitoba,data.Copper and aluminum,data.Non-residential sources of diverted materials,46,0.269066583
2018,data.Manitoba,data.Mixed metals,data.All sources of diverted materials,46,3.103875224
2018,data.Manitoba,data.Mixed metals,data.Residential sources of diverted materials,46,2.429730379
2018,data.Manitoba,data.Mixed metals,data.Non-residential sources of diverted materials,46,0.674144845
2018,data.Manitoba,data.White goods,data.All sources of diverted materials,46,2.197623492
2018,data.Manitoba,data.White goods,data.Residential sources of diverted materials,46,1.34828969
2018,data.Manitoba,data.White goods,data.Non-residential sources of diverted materials,46,0.849333801
2018,data.Manitoba,data.Electronics,data.All sources of diverted materials,46,2.235322381
2018,data.Manitoba,data.Electronics,data.Residential sources of diverted materials,46,
2018,data.Manitoba,data.Electronics,data.Non-residential sources of diverted materials,46,
2018,data.Manitoba,data.Plastics,data.All sources of diverted materials,46,5.017648255
