Year,data.Geography,data.Population characteristics,data.Educational attainment level,data.Age group,data.Sex,GeoCode,Value
2014,data.Canada,data.Total population,data.Master's or Doctoral level,"data.Total, 25 to 64 years",data.Male,,9.0
2014,data.Canada,data.Total population,data.Master's or Doctoral level,"data.Total, 25 to 64 years",data.Female,,9.0
2014,data.Canada,data.Total population,data.Master's or Doctoral level,data.25 to 34 years,data.Both sexes,,9.0
2014,data.Canada,data.Total population,data.Master's or Doctoral level,data.25 to 34 years,data.Male,,8.0
2014,data.Canada,data.Total population,data.Master's or Doctoral level,data.25 to 34 years,data.Female,,10.0
2014,data.Canada,data.Total population,data.Master's or Doctoral level,data.30 to 34 years,data.Both sexes,,11.0
2014,data.Canada,data.Total population,data.Master's or Doctoral level,data.30 to 34 years,data.Male,,9.0
2014,data.Canada,data.Total population,data.Master's or Doctoral level,data.30 to 34 years,data.Female,,12.0
2014,data.Canada,data.Total population,data.Master's or Doctoral level,data.35 to 44 years,data.Both sexes,,11.0
2014,data.Canada,data.Total population,data.Master's or Doctoral level,data.35 to 44 years,data.Male,,10.0
2014,data.Canada,data.Total population,data.Master's or Doctoral level,data.35 to 44 years,data.Female,,12.0
2014,data.Canada,data.Total population,data.Master's or Doctoral level,data.45 to 54 years,data.Both sexes,,8.0
2014,data.Canada,data.Total population,data.Master's or Doctoral level,data.45 to 54 years,data.Male,,9.0
2014,data.Canada,data.Total population,data.Master's or Doctoral level,data.45 to 54 years,data.Female,,7.0
2014,data.Canada,data.Total population,data.Master's or Doctoral level,data.55 to 64 years,data.Both sexes,,8.0
2014,data.Canada,data.Total population,data.Master's or Doctoral level,data.55 to 64 years,data.Male,,9.0
2014,data.Canada,data.Total population,data.Master's or Doctoral level,data.55 to 64 years,data.Female,,7.0
2014,data.Newfoundland and Labrador,data.Total population,data.Tertiary education,"data.Total, 25 to 64 years",data.Both sexes,10,42.0
2014,data.Newfoundland and Labrador,data.Total population,data.Tertiary education,"data.Total, 25 to 64 years",data.Male,10,35.0
2014,data.Newfoundland and Labrador,data.Total population,data.Tertiary education,"data.Total, 25 to 64 years",data.Female,10,49.0
2014,data.Newfoundland and Labrador,data.Total population,data.Tertiary education,data.25 to 34 years,data.Both sexes,10,54.0
2014,data.Newfoundland and Labrador,data.Total population,data.Tertiary education,data.25 to 34 years,data.Male,10,44.0
2014,data.Newfoundland and Labrador,data.Total population,data.Tertiary education,data.25 to 34 years,data.Female,10,63.0
2014,data.Newfoundland and Labrador,data.Total population,data.Tertiary education,data.30 to 34 years,data.Both sexes,10,57.0
2014,data.Newfoundland and Labrador,data.Total population,data.Tertiary education,data.30 to 34 years,data.Male,10,45.0
2014,data.Newfoundland and Labrador,data.Total population,data.Tertiary education,data.30 to 34 years,data.Female,10,68.0
2014,data.Newfoundland and Labrador,data.Total population,data.Tertiary education,data.35 to 44 years,data.Both sexes,10,53.0
2014,data.Newfoundland and Labrador,data.Total population,data.Tertiary education,data.35 to 44 years,data.Male,10,46.0
2014,data.Newfoundland and Labrador,data.Total population,data.Tertiary education,data.35 to 44 years,data.Female,10,59.0
2014,data.Newfoundland and Labrador,data.Total population,data.Tertiary education,data.45 to 54 years,data.Both sexes,10,38.0
2014,data.Newfoundland and Labrador,data.Total population,data.Tertiary education,data.45 to 54 years,data.Male,10,30.0
2014,data.Newfoundland and Labrador,data.Total population,data.Tertiary education,data.45 to 54 years,data.Female,10,46.0
2014,data.Newfoundland and Labrador,data.Total population,data.Tertiary education,data.55 to 64 years,data.Both sexes,10,29.0
2014,data.Newfoundland and Labrador,data.Total population,data.Tertiary education,data.55 to 64 years,data.Male,10,26.0
2014,data.Newfoundland and Labrador,data.Total population,data.Tertiary education,data.55 to 64 years,data.Female,10,32.0
2014,data.Newfoundland and Labrador,data.Total population,data.Short-cycle tertiary,"data.Total, 25 to 64 years",data.Both sexes,10,22.0
2014,data.Newfoundland and Labrador,data.Total population,data.Short-cycle tertiary,"data.Total, 25 to 64 years",data.Male,10,17.0
2014,data.Newfoundland and Labrador,data.Total population,data.Short-cycle tertiary,"data.Total, 25 to 64 years",data.Female,10,27.0
2014,data.Newfoundland and Labrador,data.Total population,data.Short-cycle tertiary,data.25 to 34 years,data.Both sexes,10,24.0
2014,data.Newfoundland and Labrador,data.Total population,data.Short-cycle tertiary,data.25 to 34 years,data.Male,10,22.0
2014,data.Newfoundland and Labrador,data.Total population,data.Short-cycle tertiary,data.25 to 34 years,data.Female,10,27.0
2014,data.Newfoundland and Labrador,data.Total population,data.Short-cycle tertiary,data.30 to 34 years,data.Both sexes,10,25.0
2014,data.Newfoundland and Labrador,data.Total population,data.Short-cycle tertiary,data.30 to 34 years,data.Male,10,21.0
2014,data.Newfoundland and Labrador,data.Total population,data.Short-cycle tertiary,data.30 to 34 years,data.Female,10,29.0
2014,data.Newfoundland and Labrador,data.Total population,data.Short-cycle tertiary,data.35 to 44 years,data.Both sexes,10,28.0
2014,data.Newfoundland and Labrador,data.Total population,data.Short-cycle tertiary,data.35 to 44 years,data.Male,10,25.0
2014,data.Newfoundland and Labrador,data.Total population,data.Short-cycle tertiary,data.35 to 44 years,data.Female,10,30.0
2014,data.Newfoundland and Labrador,data.Total population,data.Short-cycle tertiary,data.45 to 54 years,data.Both sexes,10,22.0
2014,data.Newfoundland and Labrador,data.Total population,data.Short-cycle tertiary,data.45 to 54 years,data.Male,10,14.0
2014,data.Newfoundland and Labrador,data.Total population,data.Short-cycle tertiary,data.45 to 54 years,data.Female,10,29.0
2014,data.Newfoundland and Labrador,data.Total population,data.Short-cycle tertiary,data.55 to 64 years,data.Both sexes,10,16.0
2014,data.Newfoundland and Labrador,data.Total population,data.Short-cycle tertiary,data.55 to 64 years,data.Male,10,11.0
2014,data.Newfoundland and Labrador,data.Total population,data.Short-cycle tertiary,data.55 to 64 years,data.Female,10,21.0
2014,data.Newfoundland and Labrador,data.Total population,data.Bachelor's level,"data.Total, 25 to 64 years",data.Both sexes,10,13.0
2014,data.Newfoundland and Labrador,data.Total population,data.Bachelor's level,"data.Total, 25 to 64 years",data.Male,10,12.0
2014,data.Newfoundland and Labrador,data.Total population,data.Bachelor's level,"data.Total, 25 to 64 years",data.Female,10,15.0
2014,data.Newfoundland and Labrador,data.Total population,data.Bachelor's level,data.25 to 34 years,data.Both sexes,10,23.0
2014,data.Newfoundland and Labrador,data.Total population,data.Bachelor's level,data.25 to 34 years,data.Male,10,18.0
2014,data.Newfoundland and Labrador,data.Total population,data.Bachelor's level,data.25 to 34 years,data.Female,10,27.0
2014,data.Newfoundland and Labrador,data.Total population,data.Bachelor's level,data.30 to 34 years,data.Both sexes,10,22.0
2014,data.Newfoundland and Labrador,data.Total population,data.Bachelor's level,data.30 to 34 years,data.Male,10,19.0
2014,data.Newfoundland and Labrador,data.Total population,data.Bachelor's level,data.30 to 34 years,data.Female,10,24.0
2014,data.Newfoundland and Labrador,data.Total population,data.Bachelor's level,data.35 to 44 years,data.Both sexes,10,16.0
2014,data.Newfoundland and Labrador,data.Total population,data.Bachelor's level,data.35 to 44 years,data.Male,10,12.0
2014,data.Newfoundland and Labrador,data.Total population,data.Bachelor's level,data.35 to 44 years,data.Female,10,20.0
2014,data.Newfoundland and Labrador,data.Total population,data.Bachelor's level,data.45 to 54 years,data.Both sexes,10,10.0
2014,data.Newfoundland and Labrador,data.Total population,data.Bachelor's level,data.45 to 54 years,data.Male,10,10.0
2014,data.Newfoundland and Labrador,data.Total population,data.Bachelor's level,data.45 to 54 years,data.Female,10,10.0
2014,data.Newfoundland and Labrador,data.Total population,data.Bachelor's level,data.55 to 64 years,data.Both sexes,10,8.0
2014,data.Newfoundland and Labrador,data.Total population,data.Bachelor's level,data.55 to 64 years,data.Male,10,8.0
2014,data.Newfoundland and Labrador,data.Total population,data.Bachelor's level,data.55 to 64 years,data.Female,10,7.0
2014,data.Newfoundland and Labrador,data.Total population,data.Master's or Doctoral level,"data.Total, 25 to 64 years",data.Both sexes,10,7.0
2014,data.Newfoundland and Labrador,data.Total population,data.Master's or Doctoral level,"data.Total, 25 to 64 years",data.Male,10,6.0
2014,data.Newfoundland and Labrador,data.Total population,data.Master's or Doctoral level,"data.Total, 25 to 64 years",data.Female,10,7.0
2014,data.Newfoundland and Labrador,data.Total population,data.Master's or Doctoral level,data.25 to 34 years,data.Both sexes,10,7.0
2014,data.Newfoundland and Labrador,data.Total population,data.Master's or Doctoral level,data.25 to 34 years,data.Male,10,4.0
2014,data.Newfoundland and Labrador,data.Total population,data.Master's or Doctoral level,data.25 to 34 years,data.Female,10,10.0
2014,data.Newfoundland and Labrador,data.Total population,data.Master's or Doctoral level,data.30 to 34 years,data.Both sexes,10,11.0
2014,data.Newfoundland and Labrador,data.Total population,data.Master's or Doctoral level,data.30 to 34 years,data.Male,10,6.0
2014,data.Newfoundland and Labrador,data.Total population,data.Master's or Doctoral level,data.30 to 34 years,data.Female,10,15.0
2014,data.Newfoundland and Labrador,data.Total population,data.Master's or Doctoral level,data.35 to 44 years,data.Both sexes,10,9.0
2014,data.Newfoundland and Labrador,data.Total population,data.Master's or Doctoral level,data.35 to 44 years,data.Male,10,9.0
2014,data.Newfoundland and Labrador,data.Total population,data.Master's or Doctoral level,data.35 to 44 years,data.Female,10,9.0
2014,data.Newfoundland and Labrador,data.Total population,data.Master's or Doctoral level,data.45 to 54 years,data.Both sexes,10,6.0
2014,data.Newfoundland and Labrador,data.Total population,data.Master's or Doctoral level,data.45 to 54 years,data.Male,10,6.0
2014,data.Newfoundland and Labrador,data.Total population,data.Master's or Doctoral level,data.45 to 54 years,data.Female,10,7.0
2014,data.Newfoundland and Labrador,data.Total population,data.Master's or Doctoral level,data.55 to 64 years,data.Both sexes,10,5.0
2014,data.Newfoundland and Labrador,data.Total population,data.Master's or Doctoral level,data.55 to 64 years,data.Male,10,6.0
2014,data.Newfoundland and Labrador,data.Total population,data.Master's or Doctoral level,data.55 to 64 years,data.Female,10,4.0
2014,data.Prince Edward Island,data.Total population,data.Tertiary education,"data.Total, 25 to 64 years",data.Both sexes,11,52.0
2014,data.Prince Edward Island,data.Total population,data.Tertiary education,"data.Total, 25 to 64 years",data.Male,11,41.0
2014,data.Prince Edward Island,data.Total population,data.Tertiary education,"data.Total, 25 to 64 years",data.Female,11,63.0
2014,data.Prince Edward Island,data.Total population,data.Tertiary education,data.25 to 34 years,data.Both sexes,11,60.0
2014,data.Prince Edward Island,data.Total population,data.Tertiary education,data.25 to 34 years,data.Male,11,48.0
2014,data.Prince Edward Island,data.Total population,data.Tertiary education,data.25 to 34 years,data.Female,11,71.0
2014,data.Prince Edward Island,data.Total population,data.Tertiary education,data.30 to 34 years,data.Both sexes,11,63.0
2014,data.Prince Edward Island,data.Total population,data.Tertiary education,data.30 to 34 years,data.Male,11,51.0
2014,data.Prince Edward Island,data.Total population,data.Tertiary education,data.30 to 34 years,data.Female,11,73.0
2014,data.Prince Edward Island,data.Total population,data.Tertiary education,data.35 to 44 years,data.Both sexes,11,60.0
2014,data.Prince Edward Island,data.Total population,data.Tertiary education,data.35 to 44 years,data.Male,11,47.0
2014,data.Prince Edward Island,data.Total population,data.Tertiary education,data.35 to 44 years,data.Female,11,72.0
2014,data.Prince Edward Island,data.Total population,data.Tertiary education,data.45 to 54 years,data.Both sexes,11,49.0
2014,data.Prince Edward Island,data.Total population,data.Tertiary education,data.45 to 54 years,data.Male,11,39.0
2014,data.Prince Edward Island,data.Total population,data.Tertiary education,data.45 to 54 years,data.Female,11,59.0
2014,data.Prince Edward Island,data.Total population,data.Tertiary education,data.55 to 64 years,data.Both sexes,11,44.0
2014,data.Prince Edward Island,data.Total population,data.Tertiary education,data.55 to 64 years,data.Male,11,34.0
2014,data.Prince Edward Island,data.Total population,data.Tertiary education,data.55 to 64 years,data.Female,11,53.0
2014,data.Prince Edward Island,data.Total population,data.Short-cycle tertiary,"data.Total, 25 to 64 years",data.Both sexes,11,29.0
2014,data.Prince Edward Island,data.Total population,data.Short-cycle tertiary,"data.Total, 25 to 64 years",data.Male,11,22.0
2014,data.Prince Edward Island,data.Total population,data.Short-cycle tertiary,"data.Total, 25 to 64 years",data.Female,11,37.0
2014,data.Prince Edward Island,data.Total population,data.Short-cycle tertiary,data.25 to 34 years,data.Both sexes,11,29.0
2014,data.Prince Edward Island,data.Total population,data.Short-cycle tertiary,data.25 to 34 years,data.Male,11,25.0
2014,data.Prince Edward Island,data.Total population,data.Short-cycle tertiary,data.25 to 34 years,data.Female,11,33.0
2014,data.Prince Edward Island,data.Total population,data.Short-cycle tertiary,data.30 to 34 years,data.Both sexes,11,32.0
2014,data.Prince Edward Island,data.Total population,data.Short-cycle tertiary,data.30 to 34 years,data.Male,11,29.0
2014,data.Prince Edward Island,data.Total population,data.Short-cycle tertiary,data.30 to 34 years,data.Female,11,35.0
2014,data.Prince Edward Island,data.Total population,data.Short-cycle tertiary,data.35 to 44 years,data.Both sexes,11,34.0
2014,data.Prince Edward Island,data.Total population,data.Short-cycle tertiary,data.35 to 44 years,data.Male,11,28.0
2014,data.Prince Edward Island,data.Total population,data.Short-cycle tertiary,data.35 to 44 years,data.Female,11,39.0
2014,data.Prince Edward Island,data.Total population,data.Short-cycle tertiary,data.45 to 54 years,data.Both sexes,11,30.0
2014,data.Prince Edward Island,data.Total population,data.Short-cycle tertiary,data.45 to 54 years,data.Male,11,20.0
2014,data.Prince Edward Island,data.Total population,data.Short-cycle tertiary,data.45 to 54 years,data.Female,11,39.0
2014,data.Prince Edward Island,data.Total population,data.Short-cycle tertiary,data.55 to 64 years,data.Both sexes,11,26.0
2014,data.Prince Edward Island,data.Total population,data.Short-cycle tertiary,data.55 to 64 years,data.Male,11,16.0
2014,data.Prince Edward Island,data.Total population,data.Short-cycle tertiary,data.55 to 64 years,data.Female,11,35.0
2014,data.Prince Edward Island,data.Total population,data.Bachelor's level,"data.Total, 25 to 64 years",data.Both sexes,11,16.0
2014,data.Prince Edward Island,data.Total population,data.Bachelor's level,"data.Total, 25 to 64 years",data.Male,11,13.0
2014,data.Prince Edward Island,data.Total population,data.Bachelor's level,"data.Total, 25 to 64 years",data.Female,11,18.0
2014,data.Prince Edward Island,data.Total population,data.Bachelor's level,data.25 to 34 years,data.Both sexes,11,24.0
2014,data.Prince Edward Island,data.Total population,data.Bachelor's level,data.25 to 34 years,data.Male,11,17.0
2014,data.Prince Edward Island,data.Total population,data.Bachelor's level,data.25 to 34 years,data.Female,11,30.0
2014,data.Prince Edward Island,data.Total population,data.Bachelor's level,data.30 to 34 years,data.Both sexes,11,22.0
2014,data.Prince Edward Island,data.Total population,data.Bachelor's level,data.30 to 34 years,data.Male,11,16.0
2014,data.Prince Edward Island,data.Total population,data.Bachelor's level,data.30 to 34 years,data.Female,11,28.0
2014,data.Prince Edward Island,data.Total population,data.Bachelor's level,data.35 to 44 years,data.Both sexes,11,18.0
2014,data.Prince Edward Island,data.Total population,data.Bachelor's level,data.35 to 44 years,data.Male,11,13.0
2014,data.Prince Edward Island,data.Total population,data.Bachelor's level,data.35 to 44 years,data.Female,11,23.0
2014,data.Prince Edward Island,data.Total population,data.Bachelor's level,data.45 to 54 years,data.Both sexes,11,13.0
2014,data.Prince Edward Island,data.Total population,data.Bachelor's level,data.45 to 54 years,data.Male,11,12.0
2014,data.Prince Edward Island,data.Total population,data.Bachelor's level,data.45 to 54 years,data.Female,11,13.0
2014,data.Prince Edward Island,data.Total population,data.Bachelor's level,data.55 to 64 years,data.Both sexes,11,11.0
2014,data.Prince Edward Island,data.Total population,data.Bachelor's level,data.55 to 64 years,data.Male,11,11.0
2014,data.Prince Edward Island,data.Total population,data.Bachelor's level,data.55 to 64 years,data.Female,11,11.0
2014,data.Prince Edward Island,data.Total population,data.Master's or Doctoral level,"data.Total, 25 to 64 years",data.Both sexes,11,7.0
2014,data.Prince Edward Island,data.Total population,data.Master's or Doctoral level,"data.Total, 25 to 64 years",data.Male,11,7.0
2014,data.Prince Edward Island,data.Total population,data.Master's or Doctoral level,"data.Total, 25 to 64 years",data.Female,11,8.0
2014,data.Prince Edward Island,data.Total population,data.Master's or Doctoral level,data.25 to 34 years,data.Both sexes,11,7.0
2014,data.Prince Edward Island,data.Total population,data.Master's or Doctoral level,data.25 to 34 years,data.Male,11,6.0
2014,data.Prince Edward Island,data.Total population,data.Master's or Doctoral level,data.25 to 34 years,data.Female,11,8.0
2014,data.Prince Edward Island,data.Total population,data.Master's or Doctoral level,data.30 to 34 years,data.Both sexes,11,8.0
2014,data.Prince Edward Island,data.Total population,data.Master's or Doctoral level,data.30 to 34 years,data.Male,11,6.0
2014,data.Prince Edward Island,data.Total population,data.Master's or Doctoral level,data.30 to 34 years,data.Female,11,10.0
2014,data.Prince Edward Island,data.Total population,data.Master's or Doctoral level,data.35 to 44 years,data.Both sexes,11,8.0
2014,data.Prince Edward Island,data.Total population,data.Master's or Doctoral level,data.35 to 44 years,data.Male,11,6.0
2014,data.Prince Edward Island,data.Total population,data.Master's or Doctoral level,data.35 to 44 years,data.Female,11,10.0
2014,data.Prince Edward Island,data.Total population,data.Master's or Doctoral level,data.45 to 54 years,data.Both sexes,11,7.0
2014,data.Prince Edward Island,data.Total population,data.Master's or Doctoral level,data.45 to 54 years,data.Male,11,7.0
2014,data.Prince Edward Island,data.Total population,data.Master's or Doctoral level,data.45 to 54 years,data.Female,11,6.0
2014,data.Prince Edward Island,data.Total population,data.Master's or Doctoral level,data.55 to 64 years,data.Both sexes,11,7.0
2014,data.Prince Edward Island,data.Total population,data.Master's or Doctoral level,data.55 to 64 years,data.Male,11,8.0
2014,data.Prince Edward Island,data.Total population,data.Master's or Doctoral level,data.55 to 64 years,data.Female,11,7.0
2014,data.Nova Scotia,data.Total population,data.Tertiary education,"data.Total, 25 to 64 years",data.Both sexes,12,52.0
2014,data.Nova Scotia,data.Total population,data.Tertiary education,"data.Total, 25 to 64 years",data.Male,12,45.0
2014,data.Nova Scotia,data.Total population,data.Tertiary education,"data.Total, 25 to 64 years",data.Female,12,60.0
2014,data.Nova Scotia,data.Total population,data.Tertiary education,data.25 to 34 years,data.Both sexes,12,63.0
2014,data.Nova Scotia,data.Total population,data.Tertiary education,data.25 to 34 years,data.Male,12,55.0
2014,data.Nova Scotia,data.Total population,data.Tertiary education,data.25 to 34 years,data.Female,12,71.0
2014,data.Nova Scotia,data.Total population,data.Tertiary education,data.30 to 34 years,data.Both sexes,12,63.0
2014,data.Nova Scotia,data.Total population,data.Tertiary education,data.30 to 34 years,data.Male,12,54.0
2014,data.Nova Scotia,data.Total population,data.Tertiary education,data.30 to 34 years,data.Female,12,71.0
2014,data.Nova Scotia,data.Total population,data.Tertiary education,data.35 to 44 years,data.Both sexes,12,59.0
2014,data.Nova Scotia,data.Total population,data.Tertiary education,data.35 to 44 years,data.Male,12,50.0
2014,data.Nova Scotia,data.Total population,data.Tertiary education,data.35 to 44 years,data.Female,12,67.0
2014,data.Nova Scotia,data.Total population,data.Tertiary education,data.45 to 54 years,data.Both sexes,12,48.0
2014,data.Nova Scotia,data.Total population,data.Tertiary education,data.45 to 54 years,data.Male,12,41.0
2014,data.Nova Scotia,data.Total population,data.Tertiary education,data.45 to 54 years,data.Female,12,55.0
2014,data.Nova Scotia,data.Total population,data.Tertiary education,data.55 to 64 years,data.Both sexes,12,44.0
2014,data.Nova Scotia,data.Total population,data.Tertiary education,data.55 to 64 years,data.Male,12,38.0
2014,data.Nova Scotia,data.Total population,data.Tertiary education,data.55 to 64 years,data.Female,12,50.0
2014,data.Nova Scotia,data.Total population,data.Short-cycle tertiary,"data.Total, 25 to 64 years",data.Both sexes,12,26.0
2014,data.Nova Scotia,data.Total population,data.Short-cycle tertiary,"data.Total, 25 to 64 years",data.Male,12,21.0
2014,data.Nova Scotia,data.Total population,data.Short-cycle tertiary,"data.Total, 25 to 64 years",data.Female,12,31.0
2014,data.Nova Scotia,data.Total population,data.Short-cycle tertiary,data.25 to 34 years,data.Both sexes,12,27.0
2014,data.Nova Scotia,data.Total population,data.Short-cycle tertiary,data.25 to 34 years,data.Male,12,23.0
2014,data.Nova Scotia,data.Total population,data.Short-cycle tertiary,data.25 to 34 years,data.Female,12,31.0
2014,data.Nova Scotia,data.Total population,data.Short-cycle tertiary,data.30 to 34 years,data.Both sexes,12,28.0
2014,data.Nova Scotia,data.Total population,data.Short-cycle tertiary,data.30 to 34 years,data.Male,12,25.0
2014,data.Nova Scotia,data.Total population,data.Short-cycle tertiary,data.30 to 34 years,data.Female,12,30.0
2014,data.Nova Scotia,data.Total population,data.Short-cycle tertiary,data.35 to 44 years,data.Both sexes,12,29.0
2014,data.Nova Scotia,data.Total population,data.Short-cycle tertiary,data.35 to 44 years,data.Male,12,26.0
2014,data.Nova Scotia,data.Total population,data.Short-cycle tertiary,data.35 to 44 years,data.Female,12,33.0
2014,data.Nova Scotia,data.Total population,data.Short-cycle tertiary,data.45 to 54 years,data.Both sexes,12,27.0
2014,data.Nova Scotia,data.Total population,data.Short-cycle tertiary,data.45 to 54 years,data.Male,12,20.0
2014,data.Nova Scotia,data.Total population,data.Short-cycle tertiary,data.45 to 54 years,data.Female,12,33.0
2014,data.Nova Scotia,data.Total population,data.Short-cycle tertiary,data.55 to 64 years,data.Both sexes,12,21.0
2014,data.Nova Scotia,data.Total population,data.Short-cycle tertiary,data.55 to 64 years,data.Male,12,15.0
2014,data.Nova Scotia,data.Total population,data.Short-cycle tertiary,data.55 to 64 years,data.Female,12,27.0
2014,data.Nova Scotia,data.Total population,data.Bachelor's level,"data.Total, 25 to 64 years",data.Both sexes,12,16.0
2014,data.Nova Scotia,data.Total population,data.Bachelor's level,"data.Total, 25 to 64 years",data.Male,12,15.0
2014,data.Nova Scotia,data.Total population,data.Bachelor's level,"data.Total, 25 to 64 years",data.Female,12,18.0
2014,data.Nova Scotia,data.Total population,data.Bachelor's level,data.25 to 34 years,data.Both sexes,12,25.0
2014,data.Nova Scotia,data.Total population,data.Bachelor's level,data.25 to 34 years,data.Male,12,21.0
2014,data.Nova Scotia,data.Total population,data.Bachelor's level,data.25 to 34 years,data.Female,12,28.0
2014,data.Nova Scotia,data.Total population,data.Bachelor's level,data.30 to 34 years,data.Both sexes,12,24.0
2014,data.Nova Scotia,data.Total population,data.Bachelor's level,data.30 to 34 years,data.Male,12,20.0
2014,data.Nova Scotia,data.Total population,data.Bachelor's level,data.30 to 34 years,data.Female,12,28.0
2014,data.Nova Scotia,data.Total population,data.Bachelor's level,data.35 to 44 years,data.Both sexes,12,18.0
2014,data.Nova Scotia,data.Total population,data.Bachelor's level,data.35 to 44 years,data.Male,12,15.0
2014,data.Nova Scotia,data.Total population,data.Bachelor's level,data.35 to 44 years,data.Female,12,21.0
2014,data.Nova Scotia,data.Total population,data.Bachelor's level,data.45 to 54 years,data.Both sexes,12,13.0
2014,data.Nova Scotia,data.Total population,data.Bachelor's level,data.45 to 54 years,data.Male,12,12.0
2014,data.Nova Scotia,data.Total population,data.Bachelor's level,data.45 to 54 years,data.Female,12,13.0
2014,data.Nova Scotia,data.Total population,data.Bachelor's level,data.55 to 64 years,data.Both sexes,12,13.0
2014,data.Nova Scotia,data.Total population,data.Bachelor's level,data.55 to 64 years,data.Male,12,12.0
2014,data.Nova Scotia,data.Total population,data.Bachelor's level,data.55 to 64 years,data.Female,12,13.0
2014,data.Nova Scotia,data.Total population,data.Master's or Doctoral level,"data.Total, 25 to 64 years",data.Both sexes,12,10.0
2014,data.Nova Scotia,data.Total population,data.Master's or Doctoral level,"data.Total, 25 to 64 years",data.Male,12,10.0
2014,data.Nova Scotia,data.Total population,data.Master's or Doctoral level,"data.Total, 25 to 64 years",data.Female,12,11.0
2014,data.Nova Scotia,data.Total population,data.Master's or Doctoral level,data.25 to 34 years,data.Both sexes,12,11.0
2014,data.Nova Scotia,data.Total population,data.Master's or Doctoral level,data.25 to 34 years,data.Male,12,10.0
2014,data.Nova Scotia,data.Total population,data.Master's or Doctoral level,data.25 to 34 years,data.Female,12,11.0
2014,data.Nova Scotia,data.Total population,data.Master's or Doctoral level,data.30 to 34 years,data.Both sexes,12,11.0
2014,data.Nova Scotia,data.Total population,data.Master's or Doctoral level,data.30 to 34 years,data.Male,12,9.0
2014,data.Nova Scotia,data.Total population,data.Master's or Doctoral level,data.30 to 34 years,data.Female,12,13.0
2014,data.Nova Scotia,data.Total population,data.Master's or Doctoral level,data.35 to 44 years,data.Both sexes,12,12.0
2014,data.Nova Scotia,data.Total population,data.Master's or Doctoral level,data.35 to 44 years,data.Male,12,9.0
2014,data.Nova Scotia,data.Total population,data.Master's or Doctoral level,data.35 to 44 years,data.Female,12,14.0
2014,data.Nova Scotia,data.Total population,data.Master's or Doctoral level,data.45 to 54 years,data.Both sexes,12,9.0
2014,data.Nova Scotia,data.Total population,data.Master's or Doctoral level,data.45 to 54 years,data.Male,12,9.0
2014,data.Nova Scotia,data.Total population,data.Master's or Doctoral level,data.45 to 54 years,data.Female,12,9.0
2014,data.Nova Scotia,data.Total population,data.Master's or Doctoral level,data.55 to 64 years,data.Both sexes,12,10.0
2014,data.Nova Scotia,data.Total population,data.Master's or Doctoral level,data.55 to 64 years,data.Male,12,11.0
2014,data.Nova Scotia,data.Total population,data.Master's or Doctoral level,data.55 to 64 years,data.Female,12,10.0
2014,data.New Brunswick,data.Total population,data.Tertiary education,"data.Total, 25 to 64 years",data.Both sexes,13,50.0
2014,data.New Brunswick,data.Total population,data.Tertiary education,"data.Total, 25 to 64 years",data.Male,13,43.0
2014,data.New Brunswick,data.Total population,data.Tertiary education,"data.Total, 25 to 64 years",data.Female,13,56.0
2014,data.New Brunswick,data.Total population,data.Tertiary education,data.25 to 34 years,data.Both sexes,13,58.0
2014,data.New Brunswick,data.Total population,data.Tertiary education,data.25 to 34 years,data.Male,13,49.0
2014,data.New Brunswick,data.Total population,data.Tertiary education,data.25 to 34 years,data.Female,13,66.0
2014,data.New Brunswick,data.Total population,data.Tertiary education,data.30 to 34 years,data.Both sexes,13,60.0
2014,data.New Brunswick,data.Total population,data.Tertiary education,data.30 to 34 years,data.Male,13,52.0
2014,data.New Brunswick,data.Total population,data.Tertiary education,data.30 to 34 years,data.Female,13,67.0
2014,data.New Brunswick,data.Total population,data.Tertiary education,data.35 to 44 years,data.Both sexes,13,60.0
2014,data.New Brunswick,data.Total population,data.Tertiary education,data.35 to 44 years,data.Male,13,52.0
2014,data.New Brunswick,data.Total population,data.Tertiary education,data.35 to 44 years,data.Female,13,67.0
2014,data.New Brunswick,data.Total population,data.Tertiary education,data.45 to 54 years,data.Both sexes,13,45.0
2014,data.New Brunswick,data.Total population,data.Tertiary education,data.45 to 54 years,data.Male,13,39.0
2014,data.New Brunswick,data.Total population,data.Tertiary education,data.45 to 54 years,data.Female,13,51.0
2014,data.New Brunswick,data.Total population,data.Tertiary education,data.55 to 64 years,data.Both sexes,13,40.0
2014,data.New Brunswick,data.Total population,data.Tertiary education,data.55 to 64 years,data.Male,13,36.0
2014,data.New Brunswick,data.Total population,data.Tertiary education,data.55 to 64 years,data.Female,13,43.0
2014,data.New Brunswick,data.Total population,data.Short-cycle tertiary,"data.Total, 25 to 64 years",data.Both sexes,13,29.0
2014,data.New Brunswick,data.Total population,data.Short-cycle tertiary,"data.Total, 25 to 64 years",data.Male,13,26.0
2014,data.New Brunswick,data.Total population,data.Short-cycle tertiary,"data.Total, 25 to 64 years",data.Female,13,32.0
2014,data.New Brunswick,data.Total population,data.Short-cycle tertiary,data.25 to 34 years,data.Both sexes,13,30.0
2014,data.New Brunswick,data.Total population,data.Short-cycle tertiary,data.25 to 34 years,data.Male,13,29.0
2014,data.New Brunswick,data.Total population,data.Short-cycle tertiary,data.25 to 34 years,data.Female,13,31.0
