Year,data.Geography,data.Age group,data.Sex,Value
2015,data.New Brunswick,data.65 years and over,data.Both sexes,27.4
2016,data.New Brunswick,data.65 years and over,data.Both sexes,20.1
2017,data.New Brunswick,data.65 years and over,data.Both sexes,27.5
2018,data.New Brunswick,data.65 years and over,data.Both sexes,
2019,data.New Brunswick,data.65 years and over,data.Both sexes,
2015,data.New Brunswick,data.65 years and over,data.Males,18.5
2016,data.New Brunswick,data.65 years and over,data.Males,13.6
2017,data.New Brunswick,data.65 years and over,data.Males,22.6
2018,data.New Brunswick,data.65 years and over,data.Males,
2019,data.New Brunswick,data.65 years and over,data.Males,
2015,data.New Brunswick,data.65 years and over,data.Females,34.3
2016,data.New Brunswick,data.65 years and over,data.Females,25.4
2017,data.New Brunswick,data.65 years and over,data.Females,31.8
2018,data.New Brunswick,data.65 years and over,data.Females,
2019,data.New Brunswick,data.65 years and over,data.Females,
2015,data.Quebec,"data.Total, 12 years and over",data.Both sexes,38.8
2016,data.Quebec,"data.Total, 12 years and over",data.Both sexes,38.4
2017,data.Quebec,"data.Total, 12 years and over",data.Both sexes,34.5
2018,data.Quebec,"data.Total, 12 years and over",data.Both sexes,
2019,data.Quebec,"data.Total, 12 years and over",data.Both sexes,
2015,data.Quebec,"data.Total, 12 years and over",data.Males,30.8
2016,data.Quebec,"data.Total, 12 years and over",data.Males,29.6
2017,data.Quebec,"data.Total, 12 years and over",data.Males,27.1
2018,data.Quebec,"data.Total, 12 years and over",data.Males,
2019,data.Quebec,"data.Total, 12 years and over",data.Males,
2015,data.Quebec,"data.Total, 12 years and over",data.Females,46.7
2016,data.Quebec,"data.Total, 12 years and over",data.Females,46.9
2017,data.Quebec,"data.Total, 12 years and over",data.Females,41.8
2018,data.Quebec,"data.Total, 12 years and over",data.Females,
2019,data.Quebec,"data.Total, 12 years and over",data.Females,
2015,data.Quebec,data.12 to 17 years,data.Both sexes,44.2
2016,data.Quebec,data.12 to 17 years,data.Both sexes,42.2
2017,data.Quebec,data.12 to 17 years,data.Both sexes,38.7
2018,data.Quebec,data.12 to 17 years,data.Both sexes,
2019,data.Quebec,data.12 to 17 years,data.Both sexes,
2015,data.Quebec,data.12 to 17 years,data.Males,44.2
2016,data.Quebec,data.12 to 17 years,data.Males,40.6
2017,data.Quebec,data.12 to 17 years,data.Males,35.4
2018,data.Quebec,data.12 to 17 years,data.Males,
2019,data.Quebec,data.12 to 17 years,data.Males,
2015,data.Quebec,data.12 to 17 years,data.Females,44.3
2016,data.Quebec,data.12 to 17 years,data.Females,43.7
2017,data.Quebec,data.12 to 17 years,data.Females,41.9
2018,data.Quebec,data.12 to 17 years,data.Females,
2019,data.Quebec,data.12 to 17 years,data.Females,
2015,data.Quebec,data.18 to 34 years,data.Both sexes,39.2
2016,data.Quebec,data.18 to 34 years,data.Both sexes,40.5
2017,data.Quebec,data.18 to 34 years,data.Both sexes,32.5
2018,data.Quebec,data.18 to 34 years,data.Both sexes,
2019,data.Quebec,data.18 to 34 years,data.Both sexes,
2015,data.Quebec,data.18 to 34 years,data.Males,37.0
2016,data.Quebec,data.18 to 34 years,data.Males,32.3
2017,data.Quebec,data.18 to 34 years,data.Males,28.2
2018,data.Quebec,data.18 to 34 years,data.Males,
2019,data.Quebec,data.18 to 34 years,data.Males,
2015,data.Quebec,data.18 to 34 years,data.Females,41.5
2016,data.Quebec,data.18 to 34 years,data.Females,48.4
2017,data.Quebec,data.18 to 34 years,data.Females,36.8
2018,data.Quebec,data.18 to 34 years,data.Females,
2019,data.Quebec,data.18 to 34 years,data.Females,
2015,data.Quebec,data.35 to 49 years,data.Both sexes,40.3
2016,data.Quebec,data.35 to 49 years,data.Both sexes,41.7
2017,data.Quebec,data.35 to 49 years,data.Both sexes,36.1
2018,data.Quebec,data.35 to 49 years,data.Both sexes,
2019,data.Quebec,data.35 to 49 years,data.Both sexes,
2015,data.Quebec,data.35 to 49 years,data.Males,30.8
2016,data.Quebec,data.35 to 49 years,data.Males,31.7
2017,data.Quebec,data.35 to 49 years,data.Males,26.4
2018,data.Quebec,data.35 to 49 years,data.Males,
2019,data.Quebec,data.35 to 49 years,data.Males,
2015,data.Quebec,data.35 to 49 years,data.Females,50.1
2016,data.Quebec,data.35 to 49 years,data.Females,51.9
2017,data.Quebec,data.35 to 49 years,data.Females,46.2
2018,data.Quebec,data.35 to 49 years,data.Females,
2019,data.Quebec,data.35 to 49 years,data.Females,
2015,data.Quebec,data.50 to 64 years,data.Both sexes,35.9
2016,data.Quebec,data.50 to 64 years,data.Both sexes,34.4
2017,data.Quebec,data.50 to 64 years,data.Both sexes,31.9
2018,data.Quebec,data.50 to 64 years,data.Both sexes,
2019,data.Quebec,data.50 to 64 years,data.Both sexes,
2015,data.Quebec,data.50 to 64 years,data.Males,23.4
2016,data.Quebec,data.50 to 64 years,data.Males,26.9
2017,data.Quebec,data.50 to 64 years,data.Males,23.3
2018,data.Quebec,data.50 to 64 years,data.Males,
2019,data.Quebec,data.50 to 64 years,data.Males,
2015,data.Quebec,data.50 to 64 years,data.Females,48.8
2016,data.Quebec,data.50 to 64 years,data.Females,42.0
2017,data.Quebec,data.50 to 64 years,data.Females,40.4
2018,data.Quebec,data.50 to 64 years,data.Females,
2019,data.Quebec,data.50 to 64 years,data.Females,
2015,data.Quebec,data.65 years and over,data.Both sexes,38.5
2016,data.Quebec,data.65 years and over,data.Both sexes,35.7
2017,data.Quebec,data.65 years and over,data.Both sexes,37.4
2018,data.Quebec,data.65 years and over,data.Both sexes,
2019,data.Quebec,data.65 years and over,data.Both sexes,
2015,data.Quebec,data.65 years and over,data.Males,27.6
2016,data.Quebec,data.65 years and over,data.Males,22.8
2017,data.Quebec,data.65 years and over,data.Males,29.0
2018,data.Quebec,data.65 years and over,data.Males,
2019,data.Quebec,data.65 years and over,data.Males,
2015,data.Quebec,data.65 years and over,data.Females,47.7
2016,data.Quebec,data.65 years and over,data.Females,46.4
2017,data.Quebec,data.65 years and over,data.Females,44.4
2018,data.Quebec,data.65 years and over,data.Females,
2019,data.Quebec,data.65 years and over,data.Females,
2015,data.Ontario,"data.Total, 12 years and over",data.Both sexes,28.7
2016,data.Ontario,"data.Total, 12 years and over",data.Both sexes,26.9
2017,data.Ontario,"data.Total, 12 years and over",data.Both sexes,26.7
2018,data.Ontario,"data.Total, 12 years and over",data.Both sexes,
2019,data.Ontario,"data.Total, 12 years and over",data.Both sexes,
2015,data.Ontario,"data.Total, 12 years and over",data.Males,22.8
2016,data.Ontario,"data.Total, 12 years and over",data.Males,20.5
2017,data.Ontario,"data.Total, 12 years and over",data.Males,20.9
2018,data.Ontario,"data.Total, 12 years and over",data.Males,
2019,data.Ontario,"data.Total, 12 years and over",data.Males,
2015,data.Ontario,"data.Total, 12 years and over",data.Females,34.2
2016,data.Ontario,"data.Total, 12 years and over",data.Females,32.8
2017,data.Ontario,"data.Total, 12 years and over",data.Females,32.1
2018,data.Ontario,"data.Total, 12 years and over",data.Females,
2019,data.Ontario,"data.Total, 12 years and over",data.Females,
2015,data.Ontario,data.12 to 17 years,data.Both sexes,23.9
2016,data.Ontario,data.12 to 17 years,data.Both sexes,25.2
2017,data.Ontario,data.12 to 17 years,data.Both sexes,23.6
2018,data.Ontario,data.12 to 17 years,data.Both sexes,
2019,data.Ontario,data.12 to 17 years,data.Both sexes,
2015,data.Ontario,data.12 to 17 years,data.Males,22.9
2016,data.Ontario,data.12 to 17 years,data.Males,24.9
2017,data.Ontario,data.12 to 17 years,data.Males,19.8
2018,data.Ontario,data.12 to 17 years,data.Males,
2019,data.Ontario,data.12 to 17 years,data.Males,
2015,data.Ontario,data.12 to 17 years,data.Females,24.9
2016,data.Ontario,data.12 to 17 years,data.Females,25.5
2017,data.Ontario,data.12 to 17 years,data.Females,27.5
2018,data.Ontario,data.12 to 17 years,data.Females,
2019,data.Ontario,data.12 to 17 years,data.Females,
2015,data.Ontario,data.18 to 34 years,data.Both sexes,28.4
2016,data.Ontario,data.18 to 34 years,data.Both sexes,24.9
2017,data.Ontario,data.18 to 34 years,data.Both sexes,25.4
2018,data.Ontario,data.18 to 34 years,data.Both sexes,
2019,data.Ontario,data.18 to 34 years,data.Both sexes,
2015,data.Ontario,data.18 to 34 years,data.Males,22.5
2016,data.Ontario,data.18 to 34 years,data.Males,19.5
2017,data.Ontario,data.18 to 34 years,data.Males,19.9
2018,data.Ontario,data.18 to 34 years,data.Males,
2019,data.Ontario,data.18 to 34 years,data.Males,
2015,data.Ontario,data.18 to 34 years,data.Females,34.2
2016,data.Ontario,data.18 to 34 years,data.Females,30.1
2017,data.Ontario,data.18 to 34 years,data.Females,30.7
2018,data.Ontario,data.18 to 34 years,data.Females,
2019,data.Ontario,data.18 to 34 years,data.Females,
2015,data.Ontario,data.35 to 49 years,data.Both sexes,30.3
2016,data.Ontario,data.35 to 49 years,data.Both sexes,29.7
2017,data.Ontario,data.35 to 49 years,data.Both sexes,26.7
2018,data.Ontario,data.35 to 49 years,data.Both sexes,
2019,data.Ontario,data.35 to 49 years,data.Both sexes,
2015,data.Ontario,data.35 to 49 years,data.Males,23.7
2016,data.Ontario,data.35 to 49 years,data.Males,21.8
2017,data.Ontario,data.35 to 49 years,data.Males,21.3
2018,data.Ontario,data.35 to 49 years,data.Males,
2019,data.Ontario,data.35 to 49 years,data.Males,
2015,data.Ontario,data.35 to 49 years,data.Females,36.5
2016,data.Ontario,data.35 to 49 years,data.Females,36.9
2017,data.Ontario,data.35 to 49 years,data.Females,31.7
2018,data.Ontario,data.35 to 49 years,data.Females,
2019,data.Ontario,data.35 to 49 years,data.Females,
2015,data.Ontario,data.50 to 64 years,data.Both sexes,28.2
2016,data.Ontario,data.50 to 64 years,data.Both sexes,27.0
2017,data.Ontario,data.50 to 64 years,data.Both sexes,27.6
2018,data.Ontario,data.50 to 64 years,data.Both sexes,
2019,data.Ontario,data.50 to 64 years,data.Both sexes,
2015,data.Ontario,data.50 to 64 years,data.Males,20.7
2016,data.Ontario,data.50 to 64 years,data.Males,18.6
2017,data.Ontario,data.50 to 64 years,data.Males,21.2
2018,data.Ontario,data.50 to 64 years,data.Males,
2019,data.Ontario,data.50 to 64 years,data.Males,
2015,data.Ontario,data.50 to 64 years,data.Females,35.5
2016,data.Ontario,data.50 to 64 years,data.Females,35.0
2017,data.Ontario,data.50 to 64 years,data.Females,33.7
2018,data.Ontario,data.50 to 64 years,data.Females,
2019,data.Ontario,data.50 to 64 years,data.Females,
2015,data.Ontario,data.65 years and over,data.Both sexes,29.5
2016,data.Ontario,data.65 years and over,data.Both sexes,26.7
2017,data.Ontario,data.65 years and over,data.Both sexes,28.7
2018,data.Ontario,data.65 years and over,data.Both sexes,
2019,data.Ontario,data.65 years and over,data.Both sexes,
2015,data.Ontario,data.65 years and over,data.Males,25.6
2016,data.Ontario,data.65 years and over,data.Males,21.2
2017,data.Ontario,data.65 years and over,data.Males,22.2
2018,data.Ontario,data.65 years and over,data.Males,
2019,data.Ontario,data.65 years and over,data.Males,
2015,data.Ontario,data.65 years and over,data.Females,32.6
2016,data.Ontario,data.65 years and over,data.Females,31.2
2017,data.Ontario,data.65 years and over,data.Females,34.0
2018,data.Ontario,data.65 years and over,data.Females,
2019,data.Ontario,data.65 years and over,data.Females,
2015,data.Manitoba,"data.Total, 12 years and over",data.Both sexes,29.6
2016,data.Manitoba,"data.Total, 12 years and over",data.Both sexes,25.0
2017,data.Manitoba,"data.Total, 12 years and over",data.Both sexes,25.0
2018,data.Manitoba,"data.Total, 12 years and over",data.Both sexes,
2019,data.Manitoba,"data.Total, 12 years and over",data.Both sexes,
2015,data.Manitoba,"data.Total, 12 years and over",data.Males,22.3
2016,data.Manitoba,"data.Total, 12 years and over",data.Males,16.7
2017,data.Manitoba,"data.Total, 12 years and over",data.Males,20.6
2018,data.Manitoba,"data.Total, 12 years and over",data.Males,
2019,data.Manitoba,"data.Total, 12 years and over",data.Males,
2015,data.Manitoba,"data.Total, 12 years and over",data.Females,36.6
2016,data.Manitoba,"data.Total, 12 years and over",data.Females,32.8
2017,data.Manitoba,"data.Total, 12 years and over",data.Females,29.3
2018,data.Manitoba,"data.Total, 12 years and over",data.Females,
2019,data.Manitoba,"data.Total, 12 years and over",data.Females,
2015,data.Manitoba,data.12 to 17 years,data.Both sexes,42.9
2016,data.Manitoba,data.12 to 17 years,data.Both sexes,19.8
2017,data.Manitoba,data.12 to 17 years,data.Both sexes,22.4
2018,data.Manitoba,data.12 to 17 years,data.Both sexes,
2019,data.Manitoba,data.12 to 17 years,data.Both sexes,
2015,data.Manitoba,data.12 to 17 years,data.Males,37.4
2016,data.Manitoba,data.12 to 17 years,data.Males,15.8
2017,data.Manitoba,data.12 to 17 years,data.Males,27.4
2018,data.Manitoba,data.12 to 17 years,data.Males,
2019,data.Manitoba,data.12 to 17 years,data.Males,
2015,data.Manitoba,data.12 to 17 years,data.Females,48.6
2016,data.Manitoba,data.12 to 17 years,data.Females,24.0
2017,data.Manitoba,data.12 to 17 years,data.Females,17.4
2018,data.Manitoba,data.12 to 17 years,data.Females,
2019,data.Manitoba,data.12 to 17 years,data.Females,
2015,data.Manitoba,data.18 to 34 years,data.Both sexes,33.6
2016,data.Manitoba,data.18 to 34 years,data.Both sexes,26.9
2017,data.Manitoba,data.18 to 34 years,data.Both sexes,24.3
2018,data.Manitoba,data.18 to 34 years,data.Both sexes,
2019,data.Manitoba,data.18 to 34 years,data.Both sexes,
2015,data.Manitoba,data.18 to 34 years,data.Males,25.4
2016,data.Manitoba,data.18 to 34 years,data.Males,19.0
2017,data.Manitoba,data.18 to 34 years,data.Males,19.3
2018,data.Manitoba,data.18 to 34 years,data.Males,
2019,data.Manitoba,data.18 to 34 years,data.Males,
2015,data.Manitoba,data.18 to 34 years,data.Females,41.7
2016,data.Manitoba,data.18 to 34 years,data.Females,34.7
2017,data.Manitoba,data.18 to 34 years,data.Females,29.4
2018,data.Manitoba,data.18 to 34 years,data.Females,
2019,data.Manitoba,data.18 to 34 years,data.Females,
2015,data.Manitoba,data.35 to 49 years,data.Both sexes,30.0
2016,data.Manitoba,data.35 to 49 years,data.Both sexes,27.6
2017,data.Manitoba,data.35 to 49 years,data.Both sexes,29.2
2018,data.Manitoba,data.35 to 49 years,data.Both sexes,
2019,data.Manitoba,data.35 to 49 years,data.Both sexes,
2015,data.Manitoba,data.35 to 49 years,data.Males,22.8
2016,data.Manitoba,data.35 to 49 years,data.Males,17.8
2017,data.Manitoba,data.35 to 49 years,data.Males,21.7
2018,data.Manitoba,data.35 to 49 years,data.Males,
2019,data.Manitoba,data.35 to 49 years,data.Males,
2015,data.Manitoba,data.35 to 49 years,data.Females,37.0
2016,data.Manitoba,data.35 to 49 years,data.Females,37.0
2017,data.Manitoba,data.35 to 49 years,data.Females,36.6
2018,data.Manitoba,data.35 to 49 years,data.Females,
2019,data.Manitoba,data.35 to 49 years,data.Females,
2015,data.Manitoba,data.50 to 64 years,data.Both sexes,23.9
2016,data.Manitoba,data.50 to 64 years,data.Both sexes,22.2
2017,data.Manitoba,data.50 to 64 years,data.Both sexes,22.7
2018,data.Manitoba,data.50 to 64 years,data.Both sexes,
2019,data.Manitoba,data.50 to 64 years,data.Both sexes,
2015,data.Manitoba,data.50 to 64 years,data.Males,16.0
2016,data.Manitoba,data.50 to 64 years,data.Males,13.2
2017,data.Manitoba,data.50 to 64 years,data.Males,18.2
2018,data.Manitoba,data.50 to 64 years,data.Males,
2019,data.Manitoba,data.50 to 64 years,data.Males,
2015,data.Manitoba,data.50 to 64 years,data.Females,31.8
2016,data.Manitoba,data.50 to 64 years,data.Females,31.0
2017,data.Manitoba,data.50 to 64 years,data.Females,27.2
2018,data.Manitoba,data.50 to 64 years,data.Females,
2019,data.Manitoba,data.50 to 64 years,data.Females,
2015,data.Manitoba,data.65 years and over,data.Both sexes,25.1
2016,data.Manitoba,data.65 years and over,data.Both sexes,24.7
2017,data.Manitoba,data.65 years and over,data.Both sexes,24.8
2018,data.Manitoba,data.65 years and over,data.Both sexes,
2019,data.Manitoba,data.65 years and over,data.Both sexes,
2015,data.Manitoba,data.65 years and over,data.Males,18.4
2016,data.Manitoba,data.65 years and over,data.Males,17.0
2017,data.Manitoba,data.65 years and over,data.Males,21.5
2018,data.Manitoba,data.65 years and over,data.Males,
2019,data.Manitoba,data.65 years and over,data.Males,
2015,data.Manitoba,data.65 years and over,data.Females,30.6
2016,data.Manitoba,data.65 years and over,data.Females,30.7
2017,data.Manitoba,data.65 years and over,data.Females,27.6
2018,data.Manitoba,data.65 years and over,data.Females,
2019,data.Manitoba,data.65 years and over,data.Females,
2015,data.Saskatchewan,"data.Total, 12 years and over",data.Both sexes,30.0
2016,data.Saskatchewan,"data.Total, 12 years and over",data.Both sexes,26.7
2017,data.Saskatchewan,"data.Total, 12 years and over",data.Both sexes,26.0
2018,data.Saskatchewan,"data.Total, 12 years and over",data.Both sexes,
2019,data.Saskatchewan,"data.Total, 12 years and over",data.Both sexes,27.1
2015,data.Saskatchewan,"data.Total, 12 years and over",data.Males,22.1
2016,data.Saskatchewan,"data.Total, 12 years and over",data.Males,18.2
2017,data.Saskatchewan,"data.Total, 12 years and over",data.Males,19.3
2018,data.Saskatchewan,"data.Total, 12 years and over",data.Males,
2019,data.Saskatchewan,"data.Total, 12 years and over",data.Males,20.1
2015,data.Saskatchewan,"data.Total, 12 years and over",data.Females,37.9
2016,data.Saskatchewan,"data.Total, 12 years and over",data.Females,35.4
2017,data.Saskatchewan,"data.Total, 12 years and over",data.Females,32.7
2018,data.Saskatchewan,"data.Total, 12 years and over",data.Females,
2019,data.Saskatchewan,"data.Total, 12 years and over",data.Females,34.1
2015,data.Saskatchewan,data.12 to 17 years,data.Both sexes,34.0
2016,data.Saskatchewan,data.12 to 17 years,data.Both sexes,24.4
2017,data.Saskatchewan,data.12 to 17 years,data.Both sexes,24.8
2018,data.Saskatchewan,data.12 to 17 years,data.Both sexes,
2019,data.Saskatchewan,data.12 to 17 years,data.Both sexes,24.5
2015,data.Saskatchewan,data.12 to 17 years,data.Males,31.1
2016,data.Saskatchewan,data.12 to 17 years,data.Males,16.0
2017,data.Saskatchewan,data.12 to 17 years,data.Males,21.4
2018,data.Saskatchewan,data.12 to 17 years,data.Males,
2019,data.Saskatchewan,data.12 to 17 years,data.Males,20.6
2015,data.Saskatchewan,data.12 to 17 years,data.Females,36.8
2016,data.Saskatchewan,data.12 to 17 years,data.Females,32.9
2017,data.Saskatchewan,data.12 to 17 years,data.Females,28.6
2018,data.Saskatchewan,data.12 to 17 years,data.Females,
2019,data.Saskatchewan,data.12 to 17 years,data.Females,28.4
2015,data.Saskatchewan,data.18 to 34 years,data.Both sexes,29.3
2016,data.Saskatchewan,data.18 to 34 years,data.Both sexes,27.9
2017,data.Saskatchewan,data.18 to 34 years,data.Both sexes,23.7
2018,data.Saskatchewan,data.18 to 34 years,data.Both sexes,
2019,data.Saskatchewan,data.18 to 34 years,data.Both sexes,27.5
2015,data.Saskatchewan,data.18 to 34 years,data.Males,21.8
2016,data.Saskatchewan,data.18 to 34 years,data.Males,22.4
2017,data.Saskatchewan,data.18 to 34 years,data.Males,16.6
2018,data.Saskatchewan,data.18 to 34 years,data.Males,
2019,data.Saskatchewan,data.18 to 34 years,data.Males,21.2
2015,data.Saskatchewan,data.18 to 34 years,data.Females,37.0
2016,data.Saskatchewan,data.18 to 34 years,data.Females,33.9
2017,data.Saskatchewan,data.18 to 34 years,data.Females,30.9
2018,data.Saskatchewan,data.18 to 34 years,data.Females,
2019,data.Saskatchewan,data.18 to 34 years,data.Females,34.1
2015,data.Saskatchewan,data.35 to 49 years,data.Both sexes,28.3
2016,data.Saskatchewan,data.35 to 49 years,data.Both sexes,23.0
2017,data.Saskatchewan,data.35 to 49 years,data.Both sexes,27.6
2018,data.Saskatchewan,data.35 to 49 years,data.Both sexes,
2019,data.Saskatchewan,data.35 to 49 years,data.Both sexes,29.9
2015,data.Saskatchewan,data.35 to 49 years,data.Males,20.3
2016,data.Saskatchewan,data.35 to 49 years,data.Males,15.8
2017,data.Saskatchewan,data.35 to 49 years,data.Males,20.8
2018,data.Saskatchewan,data.35 to 49 years,data.Males,
2019,data.Saskatchewan,data.35 to 49 years,data.Males,23.6
2015,data.Saskatchewan,data.35 to 49 years,data.Females,36.5
2016,data.Saskatchewan,data.35 to 49 years,data.Females,30.4
2017,data.Saskatchewan,data.35 to 49 years,data.Females,34.9
2018,data.Saskatchewan,data.35 to 49 years,data.Females,
2019,data.Saskatchewan,data.35 to 49 years,data.Females,36.5
2015,data.Saskatchewan,data.50 to 64 years,data.Both sexes,30.2
2016,data.Saskatchewan,data.50 to 64 years,data.Both sexes,26.7
2017,data.Saskatchewan,data.50 to 64 years,data.Both sexes,28.4
2018,data.Saskatchewan,data.50 to 64 years,data.Both sexes,
2019,data.Saskatchewan,data.50 to 64 years,data.Both sexes,24.5
2015,data.Saskatchewan,data.50 to 64 years,data.Males,19.2
2016,data.Saskatchewan,data.50 to 64 years,data.Males,14.4
2017,data.Saskatchewan,data.50 to 64 years,data.Males,21.1
2018,data.Saskatchewan,data.50 to 64 years,data.Males,
2019,data.Saskatchewan,data.50 to 64 years,data.Males,15.9
2015,data.Saskatchewan,data.50 to 64 years,data.Females,41.9
2016,data.Saskatchewan,data.50 to 64 years,data.Females,39.5
2017,data.Saskatchewan,data.50 to 64 years,data.Females,36.2
2018,data.Saskatchewan,data.50 to 64 years,data.Females,
2019,data.Saskatchewan,data.50 to 64 years,data.Females,33.2
2015,data.Saskatchewan,data.65 years and over,data.Both sexes,31.5
2016,data.Saskatchewan,data.65 years and over,data.Both sexes,30.8
2017,data.Saskatchewan,data.65 years and over,data.Both sexes,24.7
2018,data.Saskatchewan,data.65 years and over,data.Both sexes,
2019,data.Saskatchewan,data.65 years and over,data.Both sexes,27.2
2015,data.Saskatchewan,data.65 years and over,data.Males,26.4
2016,data.Saskatchewan,data.65 years and over,data.Males,20.8
2017,data.Saskatchewan,data.65 years and over,data.Males,18.5
2018,data.Saskatchewan,data.65 years and over,data.Males,
2019,data.Saskatchewan,data.65 years and over,data.Males,18.2
2015,data.Saskatchewan,data.65 years and over,data.Females,36.1
2016,data.Saskatchewan,data.65 years and over,data.Females,39.8
2017,data.Saskatchewan,data.65 years and over,data.Females,30.0
2018,data.Saskatchewan,data.65 years and over,data.Females,
2019,data.Saskatchewan,data.65 years and over,data.Females,34.9
2015,data.Alberta,"data.Total, 12 years and over",data.Both sexes,32.1
2016,data.Alberta,"data.Total, 12 years and over",data.Both sexes,27.9
2017,data.Alberta,"data.Total, 12 years and over",data.Both sexes,27.4
2018,data.Alberta,"data.Total, 12 years and over",data.Both sexes,
2019,data.Alberta,"data.Total, 12 years and over",data.Both sexes,26.6
2015,data.Alberta,"data.Total, 12 years and over",data.Males,25.6
2016,data.Alberta,"data.Total, 12 years and over",data.Males,19.8
2017,data.Alberta,"data.Total, 12 years and over",data.Males,21.4
2018,data.Alberta,"data.Total, 12 years and over",data.Males,
2019,data.Alberta,"data.Total, 12 years and over",data.Males,20.3
2015,data.Alberta,"data.Total, 12 years and over",data.Females,38.8
2016,data.Alberta,"data.Total, 12 years and over",data.Females,36.1
2017,data.Alberta,"data.Total, 12 years and over",data.Females,33.5
2018,data.Alberta,"data.Total, 12 years and over",data.Females,
2019,data.Alberta,"data.Total, 12 years and over",data.Females,32.9
2015,data.Alberta,data.12 to 17 years,data.Both sexes,33.2
2016,data.Alberta,data.12 to 17 years,data.Both sexes,27.3
2017,data.Alberta,data.12 to 17 years,data.Both sexes,25.3
2018,data.Alberta,data.12 to 17 years,data.Both sexes,
2019,data.Alberta,data.12 to 17 years,data.Both sexes,25.3
2015,data.Alberta,data.12 to 17 years,data.Males,31.7
2016,data.Alberta,data.12 to 17 years,data.Males,22.4
2017,data.Alberta,data.12 to 17 years,data.Males,21.7
2018,data.Alberta,data.12 to 17 years,data.Males,
2019,data.Alberta,data.12 to 17 years,data.Males,18.3
2015,data.Alberta,data.12 to 17 years,data.Females,34.8
2016,data.Alberta,data.12 to 17 years,data.Females,31.8
2017,data.Alberta,data.12 to 17 years,data.Females,29.1
2018,data.Alberta,data.12 to 17 years,data.Females,
2019,data.Alberta,data.12 to 17 years,data.Females,32.5
2015,data.Alberta,data.18 to 34 years,data.Both sexes,29.6
2016,data.Alberta,data.18 to 34 years,data.Both sexes,28.8
2017,data.Alberta,data.18 to 34 years,data.Both sexes,26.8
2018,data.Alberta,data.18 to 34 years,data.Both sexes,
2019,data.Alberta,data.18 to 34 years,data.Both sexes,24.3
2015,data.Alberta,data.18 to 34 years,data.Males,21.8
2016,data.Alberta,data.18 to 34 years,data.Males,21.7
2017,data.Alberta,data.18 to 34 years,data.Males,23.4
2018,data.Alberta,data.18 to 34 years,data.Males,
2019,data.Alberta,data.18 to 34 years,data.Males,20.7
2015,data.Alberta,data.18 to 34 years,data.Females,37.9
2016,data.Alberta,data.18 to 34 years,data.Females,36.2
2017,data.Alberta,data.18 to 34 years,data.Females,30.3
2018,data.Alberta,data.18 to 34 years,data.Females,
2019,data.Alberta,data.18 to 34 years,data.Females,27.9
2015,data.Alberta,data.35 to 49 years,data.Both sexes,33.0
2016,data.Alberta,data.35 to 49 years,data.Both sexes,29.2
2017,data.Alberta,data.35 to 49 years,data.Both sexes,29.7
2018,data.Alberta,data.35 to 49 years,data.Both sexes,
2019,data.Alberta,data.35 to 49 years,data.Both sexes,26.4
2015,data.Alberta,data.35 to 49 years,data.Males,28.4
2016,data.Alberta,data.35 to 49 years,data.Males,20.7
2017,data.Alberta,data.35 to 49 years,data.Males,22.7
2018,data.Alberta,data.35 to 49 years,data.Males,
2019,data.Alberta,data.35 to 49 years,data.Males,20.4
2015,data.Alberta,data.35 to 49 years,data.Females,37.9
2016,data.Alberta,data.35 to 49 years,data.Females,38.3
2017,data.Alberta,data.35 to 49 years,data.Females,37.4
2018,data.Alberta,data.35 to 49 years,data.Females,
2019,data.Alberta,data.35 to 49 years,data.Females,32.8
2015,data.Alberta,data.50 to 64 years,data.Both sexes,35.2
2016,data.Alberta,data.50 to 64 years,data.Both sexes,24.2
2017,data.Alberta,data.50 to 64 years,data.Both sexes,25.7
2018,data.Alberta,data.50 to 64 years,data.Both sexes,
2019,data.Alberta,data.50 to 64 years,data.Both sexes,29.5
2015,data.Alberta,data.50 to 64 years,data.Males,26.9
2016,data.Alberta,data.50 to 64 years,data.Males,15.4
2017,data.Alberta,data.50 to 64 years,data.Males,18.6
2018,data.Alberta,data.50 to 64 years,data.Males,
2019,data.Alberta,data.50 to 64 years,data.Males,21.1
2015,data.Alberta,data.50 to 64 years,data.Females,43.8
2016,data.Alberta,data.50 to 64 years,data.Females,33.5
2017,data.Alberta,data.50 to 64 years,data.Females,33.1
2018,data.Alberta,data.50 to 64 years,data.Females,
2019,data.Alberta,data.50 to 64 years,data.Females,38.2
2015,data.Alberta,data.65 years and over,data.Both sexes,30.0
2016,data.Alberta,data.65 years and over,data.Both sexes,29.9
2017,data.Alberta,data.65 years and over,data.Both sexes,28.3
2018,data.Alberta,data.65 years and over,data.Both sexes,
2019,data.Alberta,data.65 years and over,data.Both sexes,27.9
2015,data.Alberta,data.65 years and over,data.Males,23.2
2016,data.Alberta,data.65 years and over,data.Males,20.3
2017,data.Alberta,data.65 years and over,data.Males,18.8
2018,data.Alberta,data.65 years and over,data.Males,
2019,data.Alberta,data.65 years and over,data.Males,19.6
2015,data.Alberta,data.65 years and over,data.Females,35.9
2016,data.Alberta,data.65 years and over,data.Females,38.4
2017,data.Alberta,data.65 years and over,data.Females,36.3
2018,data.Alberta,data.65 years and over,data.Females,
2019,data.Alberta,data.65 years and over,data.Females,35.5
2015,data.British Columbia,"data.Total, 12 years and over",data.Both sexes,29.9
