Year,data.Age at time of death,data.Sex,data.Leading causes of death (ICD-10),Value
2017,data.25 to 34 years,data.Both sexes,data.Influenza and pneumonia [J09-J18],0.5
2017,data.25 to 34 years,data.Both sexes,data.Chronic lower respiratory diseases [J40-J47],0.2
2017,data.25 to 34 years,data.Both sexes,"data.Chronic liver disease and cirrhosis [K70, K73-K74]",1.1
2017,data.25 to 34 years,data.Both sexes,"data.Accidents (unintentional injuries) [V01-X59, Y85-Y86]",34.4
2017,data.25 to 34 years,data.Both sexes,"data.Intentional self-harm (suicide) [X60-X84, Y87.0]",14.3
2017,data.25 to 34 years,data.Males,data.Malignant neoplasms [C00-C97],7.4
2017,data.25 to 34 years,data.Males,data.Diabetes mellitus [E10-E14],1.1
2017,data.25 to 34 years,data.Males,data.Alzheimer's disease [G30],0.0
2017,data.25 to 34 years,data.Males,"data.Diseases of heart [I00-I09, I11, I13, I20-I51]",4.3
2017,data.25 to 34 years,data.Males,data.Cerebrovascular diseases [I60-I69],0.7
2017,data.25 to 34 years,data.Males,data.Influenza and pneumonia [J09-J18],0.5
2017,data.25 to 34 years,data.Males,data.Chronic lower respiratory diseases [J40-J47],0.3
2017,data.25 to 34 years,data.Males,"data.Chronic liver disease and cirrhosis [K70, K73-K74]",1.1
2017,data.25 to 34 years,data.Males,"data.Accidents (unintentional injuries) [V01-X59, Y85-Y86]",53.4
2017,data.25 to 34 years,data.Males,"data.Intentional self-harm (suicide) [X60-X84, Y87.0]",21.6
2017,data.25 to 34 years,data.Females,data.Malignant neoplasms [C00-C97],7.3
2017,data.25 to 34 years,data.Females,data.Diabetes mellitus [E10-E14],0.8
2017,data.25 to 34 years,data.Females,data.Alzheimer's disease [G30],0.0
2017,data.25 to 34 years,data.Females,"data.Diseases of heart [I00-I09, I11, I13, I20-I51]",2.5
2017,data.25 to 34 years,data.Females,data.Cerebrovascular diseases [I60-I69],0.6
2017,data.25 to 34 years,data.Females,data.Influenza and pneumonia [J09-J18],0.4
2017,data.25 to 34 years,data.Females,data.Chronic lower respiratory diseases [J40-J47],0.3
2017,data.25 to 34 years,data.Females,"data.Chronic liver disease and cirrhosis [K70, K73-K74]",1.1
2017,data.25 to 34 years,data.Females,"data.Accidents (unintentional injuries) [V01-X59, Y85-Y86]",14.8
2017,data.25 to 34 years,data.Females,"data.Intentional self-harm (suicide) [X60-X84, Y87.0]",6.8
2017,data.35 to 44 years,data.Both sexes,data.Malignant neoplasms [C00-C97],23.3
2017,data.35 to 44 years,data.Both sexes,data.Diabetes mellitus [E10-E14],2.1
2017,data.35 to 44 years,data.Both sexes,data.Alzheimer's disease [G30],0.0
2017,data.35 to 44 years,data.Both sexes,"data.Diseases of heart [I00-I09, I11, I13, I20-I51]",10.1
2017,data.35 to 44 years,data.Both sexes,data.Cerebrovascular diseases [I60-I69],2.1
2017,data.35 to 44 years,data.Both sexes,data.Influenza and pneumonia [J09-J18],0.9
2017,data.35 to 44 years,data.Both sexes,data.Chronic lower respiratory diseases [J40-J47],0.4
2017,data.35 to 44 years,data.Both sexes,"data.Chronic liver disease and cirrhosis [K70, K73-K74]",3.5
2017,data.35 to 44 years,data.Both sexes,"data.Accidents (unintentional injuries) [V01-X59, Y85-Y86]",32.3
2017,data.35 to 44 years,data.Both sexes,"data.Intentional self-harm (suicide) [X60-X84, Y87.0]",14.5
2017,data.35 to 44 years,data.Males,data.Malignant neoplasms [C00-C97],19.7
2017,data.35 to 44 years,data.Males,data.Diabetes mellitus [E10-E14],2.7
2017,data.35 to 44 years,data.Males,data.Alzheimer's disease [G30],0.0
2017,data.35 to 44 years,data.Males,"data.Diseases of heart [I00-I09, I11, I13, I20-I51]",15.0
2017,data.35 to 44 years,data.Males,data.Cerebrovascular diseases [I60-I69],2.5
2017,data.35 to 44 years,data.Males,data.Influenza and pneumonia [J09-J18],1.0
2017,data.35 to 44 years,data.Males,data.Chronic lower respiratory diseases [J40-J47],0.4
2017,data.35 to 44 years,data.Males,"data.Chronic liver disease and cirrhosis [K70, K73-K74]",3.9
2017,data.35 to 44 years,data.Males,"data.Accidents (unintentional injuries) [V01-X59, Y85-Y86]",50.4
2017,data.35 to 44 years,data.Males,"data.Intentional self-harm (suicide) [X60-X84, Y87.0]",22.3
2017,data.35 to 44 years,data.Females,data.Malignant neoplasms [C00-C97],26.9
2017,data.35 to 44 years,data.Females,data.Diabetes mellitus [E10-E14],1.4
2017,data.35 to 44 years,data.Females,data.Alzheimer's disease [G30],0.0
2017,data.35 to 44 years,data.Females,"data.Diseases of heart [I00-I09, I11, I13, I20-I51]",5.2
2017,data.35 to 44 years,data.Females,data.Cerebrovascular diseases [I60-I69],1.7
2017,data.35 to 44 years,data.Females,data.Influenza and pneumonia [J09-J18],0.8
2017,data.35 to 44 years,data.Females,data.Chronic lower respiratory diseases [J40-J47],0.3
2017,data.35 to 44 years,data.Females,"data.Chronic liver disease and cirrhosis [K70, K73-K74]",3.2
2017,data.35 to 44 years,data.Females,"data.Accidents (unintentional injuries) [V01-X59, Y85-Y86]",14.4
2017,data.35 to 44 years,data.Females,"data.Intentional self-harm (suicide) [X60-X84, Y87.0]",6.8
2017,data.45 to 54 years,data.Both sexes,data.Malignant neoplasms [C00-C97],84.4
2017,data.45 to 54 years,data.Both sexes,data.Diabetes mellitus [E10-E14],6.4
2017,data.45 to 54 years,data.Both sexes,data.Alzheimer's disease [G30],0.1
2017,data.45 to 54 years,data.Both sexes,"data.Diseases of heart [I00-I09, I11, I13, I20-I51]",35.3
2017,data.45 to 54 years,data.Both sexes,data.Cerebrovascular diseases [I60-I69],6.4
2017,data.45 to 54 years,data.Both sexes,data.Influenza and pneumonia [J09-J18],2.9
2017,data.45 to 54 years,data.Both sexes,data.Chronic lower respiratory diseases [J40-J47],3.8
2017,data.45 to 54 years,data.Both sexes,"data.Chronic liver disease and cirrhosis [K70, K73-K74]",9.4
2017,data.45 to 54 years,data.Both sexes,"data.Accidents (unintentional injuries) [V01-X59, Y85-Y86]",34.6
2017,data.45 to 54 years,data.Both sexes,"data.Intentional self-harm (suicide) [X60-X84, Y87.0]",18.0
2017,data.45 to 54 years,data.Males,data.Malignant neoplasms [C00-C97],80.3
2017,data.45 to 54 years,data.Males,data.Diabetes mellitus [E10-E14],8.4
2017,data.45 to 54 years,data.Males,data.Alzheimer's disease [G30],0.1
2017,data.45 to 54 years,data.Males,"data.Diseases of heart [I00-I09, I11, I13, I20-I51]",54.4
2017,data.45 to 54 years,data.Males,data.Cerebrovascular diseases [I60-I69],7.3
2017,data.45 to 54 years,data.Males,data.Influenza and pneumonia [J09-J18],3.3
2017,data.45 to 54 years,data.Males,data.Chronic lower respiratory diseases [J40-J47],4.2
2017,data.45 to 54 years,data.Males,"data.Chronic liver disease and cirrhosis [K70, K73-K74]",11.7
2017,data.45 to 54 years,data.Males,"data.Accidents (unintentional injuries) [V01-X59, Y85-Y86]",50.8
2017,data.45 to 54 years,data.Males,"data.Intentional self-harm (suicide) [X60-X84, Y87.0]",26.7
2017,data.45 to 54 years,data.Females,data.Malignant neoplasms [C00-C97],88.5
2017,data.45 to 54 years,data.Females,data.Diabetes mellitus [E10-E14],4.4
2017,data.45 to 54 years,data.Females,data.Alzheimer's disease [G30],0.2
2017,data.45 to 54 years,data.Females,"data.Diseases of heart [I00-I09, I11, I13, I20-I51]",16.3
2017,data.45 to 54 years,data.Females,data.Cerebrovascular diseases [I60-I69],5.5
2017,data.45 to 54 years,data.Females,data.Influenza and pneumonia [J09-J18],2.6
2017,data.45 to 54 years,data.Females,data.Chronic lower respiratory diseases [J40-J47],3.4
2017,data.45 to 54 years,data.Females,"data.Chronic liver disease and cirrhosis [K70, K73-K74]",7.2
2017,data.45 to 54 years,data.Females,"data.Accidents (unintentional injuries) [V01-X59, Y85-Y86]",18.5
2017,data.45 to 54 years,data.Females,"data.Intentional self-harm (suicide) [X60-X84, Y87.0]",9.5
2017,data.55 to 64 years,data.Both sexes,data.Malignant neoplasms [C00-C97],260.1
2017,data.55 to 64 years,data.Both sexes,data.Diabetes mellitus [E10-E14],16.4
2017,data.55 to 64 years,data.Both sexes,data.Alzheimer's disease [G30],1.4
2017,data.55 to 64 years,data.Both sexes,"data.Diseases of heart [I00-I09, I11, I13, I20-I51]",100.1
2017,data.55 to 64 years,data.Both sexes,data.Cerebrovascular diseases [I60-I69],15.9
2017,data.55 to 64 years,data.Both sexes,data.Influenza and pneumonia [J09-J18],7.3
2017,data.55 to 64 years,data.Both sexes,data.Chronic lower respiratory diseases [J40-J47],19.8
2017,data.55 to 64 years,data.Both sexes,"data.Chronic liver disease and cirrhosis [K70, K73-K74]",19.5
2017,data.55 to 64 years,data.Both sexes,"data.Accidents (unintentional injuries) [V01-X59, Y85-Y86]",32.9
2017,data.55 to 64 years,data.Both sexes,"data.Intentional self-harm (suicide) [X60-X84, Y87.0]",16.5
2017,data.55 to 64 years,data.Males,data.Malignant neoplasms [C00-C97],277.1
2017,data.55 to 64 years,data.Males,data.Diabetes mellitus [E10-E14],22.4
2017,data.55 to 64 years,data.Males,data.Alzheimer's disease [G30],1.1
2017,data.55 to 64 years,data.Males,"data.Diseases of heart [I00-I09, I11, I13, I20-I51]",150.4
2017,data.55 to 64 years,data.Males,data.Cerebrovascular diseases [I60-I69],17.9
2017,data.55 to 64 years,data.Males,data.Influenza and pneumonia [J09-J18],8.2
2017,data.55 to 64 years,data.Males,data.Chronic lower respiratory diseases [J40-J47],20.9
2017,data.55 to 64 years,data.Males,"data.Chronic liver disease and cirrhosis [K70, K73-K74]",26.8
2017,data.55 to 64 years,data.Males,"data.Accidents (unintentional injuries) [V01-X59, Y85-Y86]",47.9
2017,data.55 to 64 years,data.Males,"data.Intentional self-harm (suicide) [X60-X84, Y87.0]",24.5
2017,data.55 to 64 years,data.Females,data.Malignant neoplasms [C00-C97],243.5
2017,data.55 to 64 years,data.Females,data.Diabetes mellitus [E10-E14],10.5
2017,data.55 to 64 years,data.Females,data.Alzheimer's disease [G30],1.7
2017,data.55 to 64 years,data.Females,"data.Diseases of heart [I00-I09, I11, I13, I20-I51]",51.0
2017,data.55 to 64 years,data.Females,data.Cerebrovascular diseases [I60-I69],14.0
2017,data.55 to 64 years,data.Females,data.Influenza and pneumonia [J09-J18],6.4
2017,data.55 to 64 years,data.Females,data.Chronic lower respiratory diseases [J40-J47],18.7
2017,data.55 to 64 years,data.Females,"data.Chronic liver disease and cirrhosis [K70, K73-K74]",12.4
2017,data.55 to 64 years,data.Females,"data.Accidents (unintentional injuries) [V01-X59, Y85-Y86]",18.2
2017,data.55 to 64 years,data.Females,"data.Intentional self-harm (suicide) [X60-X84, Y87.0]",8.6
2017,data.65 to 74 years,data.Both sexes,data.Malignant neoplasms [C00-C97],612.2
2017,data.65 to 74 years,data.Both sexes,data.Diabetes mellitus [E10-E14],43.4
2017,data.65 to 74 years,data.Both sexes,data.Alzheimer's disease [G30],11.5
2017,data.65 to 74 years,data.Both sexes,"data.Diseases of heart [I00-I09, I11, I13, I20-I51]",247.2
2017,data.65 to 74 years,data.Both sexes,data.Cerebrovascular diseases [I60-I69],50.5
2017,data.65 to 74 years,data.Both sexes,data.Influenza and pneumonia [J09-J18],20.5
2017,data.65 to 74 years,data.Both sexes,data.Chronic lower respiratory diseases [J40-J47],80.5
2017,data.65 to 74 years,data.Both sexes,"data.Chronic liver disease and cirrhosis [K70, K73-K74]",28.3
2017,data.65 to 74 years,data.Both sexes,"data.Accidents (unintentional injuries) [V01-X59, Y85-Y86]",36.1
2017,data.65 to 74 years,data.Both sexes,"data.Intentional self-harm (suicide) [X60-X84, Y87.0]",11.0
2017,data.65 to 74 years,data.Males,data.Malignant neoplasms [C00-C97],700.2
2017,data.65 to 74 years,data.Males,data.Diabetes mellitus [E10-E14],56.9
2017,data.65 to 74 years,data.Males,data.Alzheimer's disease [G30],10.5
2017,data.65 to 74 years,data.Males,"data.Diseases of heart [I00-I09, I11, I13, I20-I51]",349.7
2017,data.65 to 74 years,data.Males,data.Cerebrovascular diseases [I60-I69],60.2
2017,data.65 to 74 years,data.Males,data.Influenza and pneumonia [J09-J18],24.9
2017,data.65 to 74 years,data.Males,data.Chronic lower respiratory diseases [J40-J47],87.6
2017,data.65 to 74 years,data.Males,"data.Chronic liver disease and cirrhosis [K70, K73-K74]",40.3
2017,data.65 to 74 years,data.Males,"data.Accidents (unintentional injuries) [V01-X59, Y85-Y86]",47.9
2017,data.65 to 74 years,data.Males,"data.Intentional self-harm (suicide) [X60-X84, Y87.0]",18.1
2017,data.65 to 74 years,data.Females,data.Malignant neoplasms [C00-C97],529.8
2017,data.65 to 74 years,data.Females,data.Diabetes mellitus [E10-E14],30.7
2017,data.65 to 74 years,data.Females,data.Alzheimer's disease [G30],12.5
2017,data.65 to 74 years,data.Females,"data.Diseases of heart [I00-I09, I11, I13, I20-I51]",151.2
2017,data.65 to 74 years,data.Females,data.Cerebrovascular diseases [I60-I69],41.5
2017,data.65 to 74 years,data.Females,data.Influenza and pneumonia [J09-J18],16.4
2017,data.65 to 74 years,data.Females,data.Chronic lower respiratory diseases [J40-J47],73.8
2017,data.65 to 74 years,data.Females,"data.Chronic liver disease and cirrhosis [K70, K73-K74]",17.1
2017,data.65 to 74 years,data.Females,"data.Accidents (unintentional injuries) [V01-X59, Y85-Y86]",25.1
2017,data.65 to 74 years,data.Females,"data.Intentional self-harm (suicide) [X60-X84, Y87.0]",4.3
2017,data.75 to 84 years,data.Both sexes,data.Malignant neoplasms [C00-C97],1249.8
2017,data.75 to 84 years,data.Both sexes,data.Diabetes mellitus [E10-E14],107.5
2017,data.75 to 84 years,data.Both sexes,data.Alzheimer's disease [G30],90.2
2017,data.75 to 84 years,data.Both sexes,"data.Diseases of heart [I00-I09, I11, I13, I20-I51]",724.9
2017,data.75 to 84 years,data.Both sexes,data.Cerebrovascular diseases [I60-I69],212.3
2017,data.75 to 84 years,data.Both sexes,data.Influenza and pneumonia [J09-J18],90.0
2017,data.75 to 84 years,data.Both sexes,data.Chronic lower respiratory diseases [J40-J47],229.0
2017,data.75 to 84 years,data.Both sexes,"data.Chronic liver disease and cirrhosis [K70, K73-K74]",28.4
2017,data.75 to 84 years,data.Both sexes,"data.Accidents (unintentional injuries) [V01-X59, Y85-Y86]",107.0
2017,data.75 to 84 years,data.Both sexes,"data.Intentional self-harm (suicide) [X60-X84, Y87.0]",11.4
2017,data.75 to 84 years,data.Males,data.Malignant neoplasms [C00-C97],1530.1
2017,data.75 to 84 years,data.Males,data.Diabetes mellitus [E10-E14],140.3
2017,data.75 to 84 years,data.Males,data.Alzheimer's disease [G30],84.0
2017,data.75 to 84 years,data.Males,"data.Diseases of heart [I00-I09, I11, I13, I20-I51]",935.0
2017,data.75 to 84 years,data.Males,data.Cerebrovascular diseases [I60-I69],235.9
2017,data.75 to 84 years,data.Males,data.Influenza and pneumonia [J09-J18],98.3
2017,data.75 to 84 years,data.Males,data.Chronic lower respiratory diseases [J40-J47],251.9
2017,data.75 to 84 years,data.Males,"data.Chronic liver disease and cirrhosis [K70, K73-K74]",37.1
2017,data.75 to 84 years,data.Males,"data.Accidents (unintentional injuries) [V01-X59, Y85-Y86]",132.8
2017,data.75 to 84 years,data.Males,"data.Intentional self-harm (suicide) [X60-X84, Y87.0]",19.6
2017,data.75 to 84 years,data.Females,data.Malignant neoplasms [C00-C97],1018.6
2017,data.75 to 84 years,data.Females,data.Diabetes mellitus [E10-E14],80.4
2017,data.75 to 84 years,data.Females,data.Alzheimer's disease [G30],95.2
2017,data.75 to 84 years,data.Females,"data.Diseases of heart [I00-I09, I11, I13, I20-I51]",551.6
2017,data.75 to 84 years,data.Females,data.Cerebrovascular diseases [I60-I69],192.8
2017,data.75 to 84 years,data.Females,data.Influenza and pneumonia [J09-J18],83.1
2017,data.75 to 84 years,data.Females,data.Chronic lower respiratory diseases [J40-J47],210.1
2017,data.75 to 84 years,data.Females,"data.Chronic liver disease and cirrhosis [K70, K73-K74]",21.3
2017,data.75 to 84 years,data.Females,"data.Accidents (unintentional injuries) [V01-X59, Y85-Y86]",85.6
2017,data.75 to 84 years,data.Females,"data.Intentional self-harm (suicide) [X60-X84, Y87.0]",4.6
2017,data.85 and over,data.Both sexes,data.Malignant neoplasms [C00-C97],2101.1
2017,data.85 and over,data.Both sexes,data.Diabetes mellitus [E10-E14],271.8
2017,data.85 and over,data.Both sexes,data.Alzheimer's disease [G30],576.9
2017,data.85 and over,data.Both sexes,"data.Diseases of heart [I00-I09, I11, I13, I20-I51]",3036.6
2017,data.85 and over,data.Both sexes,data.Cerebrovascular diseases [I60-I69],888.2
2017,data.85 and over,data.Both sexes,data.Influenza and pneumonia [J09-J18],564.4
2017,data.85 and over,data.Both sexes,data.Chronic lower respiratory diseases [J40-J47],591.9
2017,data.85 and over,data.Both sexes,"data.Chronic liver disease and cirrhosis [K70, K73-K74]",32.7
2017,data.85 and over,data.Both sexes,"data.Accidents (unintentional injuries) [V01-X59, Y85-Y86]",516.9
2017,data.85 and over,data.Both sexes,"data.Intentional self-harm (suicide) [X60-X84, Y87.0]",12.9
2017,data.85 and over,data.Males,data.Malignant neoplasms [C00-C97],2869.5
2017,data.85 and over,data.Males,data.Diabetes mellitus [E10-E14],335.5
2017,data.85 and over,data.Males,data.Alzheimer's disease [G30],452.2
2017,data.85 and over,data.Males,"data.Diseases of heart [I00-I09, I11, I13, I20-I51]",3446.6
2017,data.85 and over,data.Males,data.Cerebrovascular diseases [I60-I69],843.7
2017,data.85 and over,data.Males,data.Influenza and pneumonia [J09-J18],631.4
2017,data.85 and over,data.Males,data.Chronic lower respiratory diseases [J40-J47],758.0
2017,data.85 and over,data.Males,"data.Chronic liver disease and cirrhosis [K70, K73-K74]",46.0
2017,data.85 and over,data.Males,"data.Accidents (unintentional injuries) [V01-X59, Y85-Y86]",563.5
2017,data.85 and over,data.Males,"data.Intentional self-harm (suicide) [X60-X84, Y87.0]",28.2
2017,data.85 and over,data.Females,data.Malignant neoplasms [C00-C97],1681.1
2017,data.85 and over,data.Females,data.Diabetes mellitus [E10-E14],237.0
2017,data.85 and over,data.Females,data.Alzheimer's disease [G30],645.1
2017,data.85 and over,data.Females,"data.Diseases of heart [I00-I09, I11, I13, I20-I51]",2812.6
2017,data.85 and over,data.Females,data.Cerebrovascular diseases [I60-I69],912.6
2017,data.85 and over,data.Females,data.Influenza and pneumonia [J09-J18],527.9
2017,data.85 and over,data.Females,data.Chronic lower respiratory diseases [J40-J47],501.1
2017,data.85 and over,data.Females,"data.Chronic liver disease and cirrhosis [K70, K73-K74]",25.4
2017,data.85 and over,data.Females,"data.Accidents (unintentional injuries) [V01-X59, Y85-Y86]",491.4
2017,data.85 and over,data.Females,"data.Intentional self-harm (suicide) [X60-X84, Y87.0]",4.5
2018,data.All ages,data.Both sexes,data.Malignant neoplasms [C00-C97],215.3
2018,data.All ages,data.Both sexes,data.Diabetes mellitus [E10-E14],18.5
2018,data.All ages,data.Both sexes,data.Alzheimer's disease [G30],17.4
2018,data.All ages,data.Both sexes,"data.Diseases of heart [I00-I09, I11, I13, I20-I51]",146.4
2018,data.All ages,data.Both sexes,data.Cerebrovascular diseases [I60-I69],36.6
2018,data.All ages,data.Both sexes,data.Influenza and pneumonia [J09-J18],23.2
2018,data.All ages,data.Both sexes,data.Chronic lower respiratory diseases [J40-J47],35.3
2018,data.All ages,data.Both sexes,"data.Chronic liver disease and cirrhosis [K70, K73-K74]",9.7
2018,data.All ages,data.Both sexes,"data.Accidents (unintentional injuries) [V01-X59, Y85-Y86]",43.2
2018,data.All ages,data.Both sexes,"data.Intentional self-harm (suicide) [X60-X84, Y87.0]",12.4
2018,data.All ages,data.Males,data.Malignant neoplasms [C00-C97],229.4
2018,data.All ages,data.Males,data.Diabetes mellitus [E10-E14],20.6
2018,data.All ages,data.Males,data.Alzheimer's disease [G30],11.4
2018,data.All ages,data.Males,"data.Diseases of heart [I00-I09, I11, I13, I20-I51]",159.8
2018,data.All ages,data.Males,data.Cerebrovascular diseases [I60-I69],31.4
2018,data.All ages,data.Males,data.Influenza and pneumonia [J09-J18],21.7
2018,data.All ages,data.Males,data.Chronic lower respiratory diseases [J40-J47],35.2
2018,data.All ages,data.Males,"data.Chronic liver disease and cirrhosis [K70, K73-K74]",12.3
2018,data.All ages,data.Males,"data.Accidents (unintentional injuries) [V01-X59, Y85-Y86]",52.4
2018,data.All ages,data.Males,"data.Intentional self-harm (suicide) [X60-X84, Y87.0]",18.8
2018,data.All ages,data.Females,data.Malignant neoplasms [C00-C97],201.3
2018,data.All ages,data.Females,data.Diabetes mellitus [E10-E14],16.5
2018,data.All ages,data.Females,data.Alzheimer's disease [G30],23.3
2018,data.All ages,data.Females,"data.Diseases of heart [I00-I09, I11, I13, I20-I51]",133.1
2018,data.All ages,data.Females,data.Cerebrovascular diseases [I60-I69],41.6
2018,data.All ages,data.Females,data.Influenza and pneumonia [J09-J18],24.7
2018,data.All ages,data.Females,data.Chronic lower respiratory diseases [J40-J47],35.4
2018,data.All ages,data.Females,"data.Chronic liver disease and cirrhosis [K70, K73-K74]",7.1
2018,data.All ages,data.Females,"data.Accidents (unintentional injuries) [V01-X59, Y85-Y86]",34.2
2018,data.All ages,data.Females,"data.Intentional self-harm (suicide) [X60-X84, Y87.0]",6.1
2018,data.1 to 14 years,data.Both sexes,data.Malignant neoplasms [C00-C97],2.0
2018,data.1 to 14 years,data.Both sexes,data.Diabetes mellitus [E10-E14],0.0
2018,data.1 to 14 years,data.Both sexes,data.Alzheimer's disease [G30],0.0
2018,data.1 to 14 years,data.Both sexes,"data.Diseases of heart [I00-I09, I11, I13, I20-I51]",0.3
2018,data.1 to 14 years,data.Both sexes,data.Cerebrovascular diseases [I60-I69],0.1
2018,data.1 to 14 years,data.Both sexes,data.Influenza and pneumonia [J09-J18],0.5
2018,data.1 to 14 years,data.Both sexes,data.Chronic lower respiratory diseases [J40-J47],0.1
2018,data.1 to 14 years,data.Both sexes,"data.Chronic liver disease and cirrhosis [K70, K73-K74]",0.0
2018,data.1 to 14 years,data.Both sexes,"data.Accidents (unintentional injuries) [V01-X59, Y85-Y86]",2.5
2018,data.1 to 14 years,data.Both sexes,"data.Intentional self-harm (suicide) [X60-X84, Y87.0]",1.3
2018,data.1 to 14 years,data.Males,data.Malignant neoplasms [C00-C97],2.4
2018,data.1 to 14 years,data.Males,data.Diabetes mellitus [E10-E14],0.0
2018,data.1 to 14 years,data.Males,data.Alzheimer's disease [G30],0.0
2018,data.1 to 14 years,data.Males,"data.Diseases of heart [I00-I09, I11, I13, I20-I51]",0.3
2018,data.1 to 14 years,data.Males,data.Cerebrovascular diseases [I60-I69],0.2
2018,data.1 to 14 years,data.Males,data.Influenza and pneumonia [J09-J18],0.6
2018,data.1 to 14 years,data.Males,data.Chronic lower respiratory diseases [J40-J47],0.2
2018,data.1 to 14 years,data.Males,"data.Chronic liver disease and cirrhosis [K70, K73-K74]",0.0
2018,data.1 to 14 years,data.Males,"data.Accidents (unintentional injuries) [V01-X59, Y85-Y86]",2.8
2018,data.1 to 14 years,data.Males,"data.Intentional self-harm (suicide) [X60-X84, Y87.0]",1.1
2018,data.1 to 14 years,data.Females,data.Malignant neoplasms [C00-C97],1.7
2018,data.1 to 14 years,data.Females,data.Diabetes mellitus [E10-E14],0.0
2018,data.1 to 14 years,data.Females,data.Alzheimer's disease [G30],0.0
2018,data.1 to 14 years,data.Females,"data.Diseases of heart [I00-I09, I11, I13, I20-I51]",0.4
2018,data.1 to 14 years,data.Females,data.Cerebrovascular diseases [I60-I69],0.0
2018,data.1 to 14 years,data.Females,data.Influenza and pneumonia [J09-J18],0.5
2018,data.1 to 14 years,data.Females,data.Chronic lower respiratory diseases [J40-J47],0.1
2018,data.1 to 14 years,data.Females,"data.Chronic liver disease and cirrhosis [K70, K73-K74]",0.0
2018,data.1 to 14 years,data.Females,"data.Accidents (unintentional injuries) [V01-X59, Y85-Y86]",2.2
2018,data.1 to 14 years,data.Females,"data.Intentional self-harm (suicide) [X60-X84, Y87.0]",2.9
2018,data.15 to 24,data.Both sexes,data.Malignant neoplasms [C00-C97],2.8
2018,data.15 to 24,data.Both sexes,data.Diabetes mellitus [E10-E14],0.4
2018,data.15 to 24,data.Both sexes,data.Alzheimer's disease [G30],0.0
2018,data.15 to 24,data.Both sexes,"data.Diseases of heart [I00-I09, I11, I13, I20-I51]",1.1
2018,data.15 to 24,data.Both sexes,data.Cerebrovascular diseases [I60-I69],0.3
2018,data.15 to 24,data.Both sexes,data.Influenza and pneumonia [J09-J18],0.3
2018,data.15 to 24,data.Both sexes,data.Chronic lower respiratory diseases [J40-J47],0.1
2018,data.15 to 24,data.Both sexes,"data.Chronic liver disease and cirrhosis [K70, K73-K74]",0.2
2018,data.15 to 24,data.Both sexes,"data.Accidents (unintentional injuries) [V01-X59, Y85-Y86]",19.0
2018,data.15 to 24,data.Both sexes,"data.Intentional self-harm (suicide) [X60-X84, Y87.0]",13.7
2018,data.15 to 24,data.Males,data.Malignant neoplasms [C00-C97],3.1
2018,data.15 to 24,data.Males,data.Diabetes mellitus [E10-E14],0.2
2018,data.15 to 24,data.Males,data.Alzheimer's disease [G30],0.0
2018,data.15 to 24,data.Males,"data.Diseases of heart [I00-I09, I11, I13, I20-I51]",1.4
2018,data.15 to 24,data.Males,data.Cerebrovascular diseases [I60-I69],0.4
2018,data.15 to 24,data.Males,data.Influenza and pneumonia [J09-J18],0.4
2018,data.15 to 24,data.Males,data.Chronic lower respiratory diseases [J40-J47],0.2
2018,data.15 to 24,data.Males,"data.Chronic liver disease and cirrhosis [K70, K73-K74]",0.1
2018,data.15 to 24,data.Males,"data.Accidents (unintentional injuries) [V01-X59, Y85-Y86]",26.0
2018,data.15 to 24,data.Males,"data.Intentional self-harm (suicide) [X60-X84, Y87.0]",19.4
2018,data.15 to 24,data.Females,data.Malignant neoplasms [C00-C97],2.3
2018,data.15 to 24,data.Females,data.Diabetes mellitus [E10-E14],0.5
2018,data.15 to 24,data.Females,data.Alzheimer's disease [G30],0.0
2018,data.15 to 24,data.Females,"data.Diseases of heart [I00-I09, I11, I13, I20-I51]",0.8
2018,data.15 to 24,data.Females,data.Cerebrovascular diseases [I60-I69],0.2
2018,data.15 to 24,data.Females,data.Influenza and pneumonia [J09-J18],0.2
2018,data.15 to 24,data.Females,data.Chronic lower respiratory diseases [J40-J47],0.1
2018,data.15 to 24,data.Females,"data.Chronic liver disease and cirrhosis [K70, K73-K74]",0.4
2018,data.15 to 24,data.Females,"data.Accidents (unintentional injuries) [V01-X59, Y85-Y86]",11.5
2018,data.15 to 24,data.Females,"data.Intentional self-harm (suicide) [X60-X84, Y87.0]",7.7
2018,data.25 to 34 years,data.Both sexes,data.Malignant neoplasms [C00-C97],7.1
2018,data.25 to 34 years,data.Both sexes,data.Diabetes mellitus [E10-E14],0.9
2018,data.25 to 34 years,data.Both sexes,data.Alzheimer's disease [G30],0.0
2018,data.25 to 34 years,data.Both sexes,"data.Diseases of heart [I00-I09, I11, I13, I20-I51]",3.4
2018,data.25 to 34 years,data.Both sexes,data.Cerebrovascular diseases [I60-I69],0.4
2018,data.25 to 34 years,data.Both sexes,data.Influenza and pneumonia [J09-J18],0.6
2018,data.25 to 34 years,data.Both sexes,data.Chronic lower respiratory diseases [J40-J47],0.2
2018,data.25 to 34 years,data.Both sexes,"data.Chronic liver disease and cirrhosis [K70, K73-K74]",1.1
2018,data.25 to 34 years,data.Both sexes,"data.Accidents (unintentional injuries) [V01-X59, Y85-Y86]",33.5
2018,data.25 to 34 years,data.Both sexes,"data.Intentional self-harm (suicide) [X60-X84, Y87.0]",13.4
2018,data.25 to 34 years,data.Males,data.Malignant neoplasms [C00-C97],6.4
