Year,data.Geography,data.Age group,data.Gender,GeoCode,Value
2017,data.British Columbia,data.15 to 19 years,data.Women+,59,4.0
2017,data.British Columbia,data.15 to 24 years,data.Total - Gender,59,9.0
2017,data.British Columbia,data.15 to 24 years,data.Men+,59,10.0
2017,data.British Columbia,data.15 to 24 years,data.Women+,59,7.0
2017,data.British Columbia,data.18 to 24 years,data.Total - Gender,59,11.0
2017,data.British Columbia,data.18 to 24 years,data.Men+,59,13.0
2017,data.British Columbia,data.18 to 24 years,data.Women+,59,8.0
2017,data.British Columbia,data.20 to 24 years,data.Total - Gender,59,11.0
2017,data.British Columbia,data.20 to 24 years,data.Men+,59,13.0
2017,data.British Columbia,data.20 to 24 years,data.Women+,59,10.0
2017,data.British Columbia,data.25 to 29 years,data.Total - Gender,59,14.0
2017,data.British Columbia,data.25 to 29 years,data.Men+,59,12.0
2017,data.British Columbia,data.25 to 29 years,data.Women+,59,17.0
2017,data.Yukon,"data.Total, 15 to 29 years",data.Total - Gender,60,15.0
2017,data.Yukon,"data.Total, 15 to 29 years",data.Men+,60,10.0
2017,data.Yukon,"data.Total, 15 to 29 years",data.Women+,60,21.0
2017,data.Yukon,data.15 to 19 years,data.Total - Gender,60,
2017,data.Yukon,data.15 to 19 years,data.Men+,60,
2017,data.Yukon,data.15 to 19 years,data.Women+,60,
2017,data.Yukon,data.15 to 24 years,data.Total - Gender,60,13.0
2017,data.Yukon,data.15 to 24 years,data.Men+,60,
2017,data.Yukon,data.15 to 24 years,data.Women+,60,18.0
2017,data.Yukon,data.18 to 24 years,data.Total - Gender,60,16.0
2017,data.Yukon,data.18 to 24 years,data.Men+,60,
2017,data.Yukon,data.18 to 24 years,data.Women+,60,19.0
2017,data.Yukon,data.20 to 24 years,data.Total - Gender,60,21.0
2017,data.Yukon,data.20 to 24 years,data.Men+,60,
2017,data.Yukon,data.20 to 24 years,data.Women+,60,24.0
2017,data.Yukon,data.25 to 29 years,data.Total - Gender,60,20.0
2017,data.Yukon,data.25 to 29 years,data.Men+,60,
2017,data.Yukon,data.25 to 29 years,data.Women+,60,27.0
2017,data.Northwest Territories,"data.Total, 15 to 29 years",data.Total - Gender,61,19.0
2017,data.Northwest Territories,"data.Total, 15 to 29 years",data.Men+,61,23.0
2017,data.Northwest Territories,"data.Total, 15 to 29 years",data.Women+,61,15.0
2017,data.Northwest Territories,data.15 to 19 years,data.Total - Gender,61,
2017,data.Northwest Territories,data.15 to 19 years,data.Men+,61,
2017,data.Northwest Territories,data.15 to 19 years,data.Women+,61,
2017,data.Northwest Territories,data.15 to 24 years,data.Total - Gender,61,19.0
2017,data.Northwest Territories,data.15 to 24 years,data.Men+,61,22.0
2017,data.Northwest Territories,data.15 to 24 years,data.Women+,61,16.0
2017,data.Northwest Territories,data.18 to 24 years,data.Total - Gender,61,25.0
2017,data.Northwest Territories,data.18 to 24 years,data.Men+,61,29.0
2017,data.Northwest Territories,data.18 to 24 years,data.Women+,61,20.0
2017,data.Northwest Territories,data.20 to 24 years,data.Total - Gender,61,29.0
2017,data.Northwest Territories,data.20 to 24 years,data.Men+,61,35.0
2017,data.Northwest Territories,data.20 to 24 years,data.Women+,61,22.0
2017,data.Northwest Territories,data.25 to 29 years,data.Total - Gender,61,19.0
2017,data.Northwest Territories,data.25 to 29 years,data.Men+,61,24.0
2017,data.Northwest Territories,data.25 to 29 years,data.Women+,61,
2017,data.Nunavut,"data.Total, 15 to 29 years",data.Total - Gender,62,36.0
2017,data.Nunavut,"data.Total, 15 to 29 years",data.Men+,62,38.0
2017,data.Nunavut,"data.Total, 15 to 29 years",data.Women+,62,34.0
2017,data.Nunavut,data.15 to 19 years,data.Total - Gender,62,27.0
2017,data.Nunavut,data.15 to 19 years,data.Men+,62,29.0
2017,data.Nunavut,data.15 to 19 years,data.Women+,62,
2017,data.Nunavut,data.15 to 24 years,data.Total - Gender,62,34.0
2017,data.Nunavut,data.15 to 24 years,data.Men+,62,37.0
2017,data.Nunavut,data.15 to 24 years,data.Women+,62,31.0
2017,data.Nunavut,data.18 to 24 years,data.Total - Gender,62,41.0
2017,data.Nunavut,data.18 to 24 years,data.Men+,62,45.0
2017,data.Nunavut,data.18 to 24 years,data.Women+,62,37.0
2017,data.Nunavut,data.20 to 24 years,data.Total - Gender,62,42.0
2017,data.Nunavut,data.20 to 24 years,data.Men+,62,46.0
2017,data.Nunavut,data.20 to 24 years,data.Women+,62,38.0
2017,data.Nunavut,data.25 to 29 years,data.Total - Gender,62,40.0
2017,data.Nunavut,data.25 to 29 years,data.Men+,62,40.0
2017,data.Nunavut,data.25 to 29 years,data.Women+,62,41.0
2018,data.Canada,"data.Total, 15 to 29 years",data.Men+,,12.0
2018,data.Canada,"data.Total, 15 to 29 years",data.Women+,,11.0
2018,data.Canada,data.15 to 19 years,data.Total - Gender,,6.0
2018,data.Canada,data.15 to 19 years,data.Men+,,7.0
2018,data.Canada,data.15 to 19 years,data.Women+,,5.0
2018,data.Canada,data.15 to 24 years,data.Total - Gender,,10.0
2018,data.Canada,data.15 to 24 years,data.Men+,,11.0
2018,data.Canada,data.15 to 24 years,data.Women+,,8.0
2018,data.Canada,data.18 to 24 years,data.Total - Gender,,12.0
2018,data.Canada,data.18 to 24 years,data.Men+,,14.0
2018,data.Canada,data.18 to 24 years,data.Women+,,10.0
2018,data.Canada,data.20 to 24 years,data.Total - Gender,,13.0
2018,data.Canada,data.20 to 24 years,data.Men+,,14.0
2018,data.Canada,data.20 to 24 years,data.Women+,,12.0
2018,data.Canada,data.25 to 29 years,data.Total - Gender,,15.0
2018,data.Canada,data.25 to 29 years,data.Men+,,14.0
2018,data.Canada,data.25 to 29 years,data.Women+,,16.0
2018,data.Newfoundland and Labrador,"data.Total, 15 to 29 years",data.Total - Gender,10,16.0
2018,data.Newfoundland and Labrador,"data.Total, 15 to 29 years",data.Men+,10,21.0
2018,data.Newfoundland and Labrador,"data.Total, 15 to 29 years",data.Women+,10,12.0
2018,data.Newfoundland and Labrador,data.15 to 19 years,data.Total - Gender,10,6.0
2018,data.Newfoundland and Labrador,data.15 to 19 years,data.Men+,10,8.0
2018,data.Newfoundland and Labrador,data.15 to 19 years,data.Women+,10,
2018,data.Newfoundland and Labrador,data.15 to 24 years,data.Total - Gender,10,12.0
2018,data.Newfoundland and Labrador,data.15 to 24 years,data.Men+,10,17.0
2018,data.Newfoundland and Labrador,data.15 to 24 years,data.Women+,10,7.0
2018,data.Newfoundland and Labrador,data.18 to 24 years,data.Total - Gender,10,16.0
2018,data.Newfoundland and Labrador,data.18 to 24 years,data.Men+,10,22.0
2018,data.Newfoundland and Labrador,data.18 to 24 years,data.Women+,10,9.0
2018,data.Newfoundland and Labrador,data.20 to 24 years,data.Total - Gender,10,18.0
2018,data.Newfoundland and Labrador,data.20 to 24 years,data.Men+,10,25.0
2018,data.Newfoundland and Labrador,data.20 to 24 years,data.Women+,10,10.0
2018,data.Newfoundland and Labrador,data.25 to 29 years,data.Total - Gender,10,25.0
2018,data.Newfoundland and Labrador,data.25 to 29 years,data.Men+,10,30.0
2018,data.Newfoundland and Labrador,data.25 to 29 years,data.Women+,10,21.0
2018,data.Prince Edward Island,"data.Total, 15 to 29 years",data.Total - Gender,11,13.0
2018,data.Prince Edward Island,"data.Total, 15 to 29 years",data.Men+,11,15.0
2018,data.Prince Edward Island,"data.Total, 15 to 29 years",data.Women+,11,11.0
2018,data.Prince Edward Island,data.15 to 19 years,data.Total - Gender,11,
2018,data.Prince Edward Island,data.15 to 19 years,data.Men+,11,
2018,data.Prince Edward Island,data.15 to 19 years,data.Women+,11,
2018,data.Prince Edward Island,data.15 to 24 years,data.Total - Gender,11,10.0
2018,data.Prince Edward Island,data.15 to 24 years,data.Men+,11,13.0
2018,data.Prince Edward Island,data.15 to 24 years,data.Women+,11,6.0
2018,data.Prince Edward Island,data.18 to 24 years,data.Total - Gender,11,13.0
2018,data.Prince Edward Island,data.18 to 24 years,data.Men+,11,17.0
2018,data.Prince Edward Island,data.18 to 24 years,data.Women+,11,8.0
2018,data.Prince Edward Island,data.20 to 24 years,data.Total - Gender,11,16.0
2018,data.Prince Edward Island,data.20 to 24 years,data.Men+,11,21.0
2018,data.Prince Edward Island,data.20 to 24 years,data.Women+,11,11.0
2018,data.Prince Edward Island,data.25 to 29 years,data.Total - Gender,11,21.0
2018,data.Prince Edward Island,data.25 to 29 years,data.Men+,11,20.0
2018,data.Prince Edward Island,data.25 to 29 years,data.Women+,11,21.0
2018,data.Nova Scotia,"data.Total, 15 to 29 years",data.Total - Gender,12,13.0
2018,data.Nova Scotia,"data.Total, 15 to 29 years",data.Men+,12,14.0
2018,data.Nova Scotia,"data.Total, 15 to 29 years",data.Women+,12,12.0
2018,data.Nova Scotia,data.15 to 19 years,data.Total - Gender,12,7.0
2018,data.Nova Scotia,data.15 to 19 years,data.Men+,12,6.0
2018,data.Nova Scotia,data.15 to 19 years,data.Women+,12,7.0
2018,data.Nova Scotia,data.15 to 24 years,data.Total - Gender,12,12.0
2018,data.Nova Scotia,data.15 to 24 years,data.Men+,12,12.0
2018,data.Nova Scotia,data.15 to 24 years,data.Women+,12,11.0
2018,data.Nova Scotia,data.18 to 24 years,data.Total - Gender,12,15.0
2018,data.Nova Scotia,data.18 to 24 years,data.Men+,12,16.0
2018,data.Nova Scotia,data.18 to 24 years,data.Women+,12,13.0
2018,data.Nova Scotia,data.20 to 24 years,data.Total - Gender,12,16.0
2018,data.Nova Scotia,data.20 to 24 years,data.Men+,12,18.0
2018,data.Nova Scotia,data.20 to 24 years,data.Women+,12,14.0
2018,data.Nova Scotia,data.25 to 29 years,data.Total - Gender,12,15.0
2018,data.Nova Scotia,data.25 to 29 years,data.Men+,12,17.0
2018,data.Nova Scotia,data.25 to 29 years,data.Women+,12,13.0
2018,data.New Brunswick,"data.Total, 15 to 29 years",data.Total - Gender,13,15.0
2018,data.New Brunswick,"data.Total, 15 to 29 years",data.Men+,13,16.0
2018,data.New Brunswick,"data.Total, 15 to 29 years",data.Women+,13,13.0
2018,data.New Brunswick,data.15 to 19 years,data.Total - Gender,13,6.0
2018,data.New Brunswick,data.15 to 19 years,data.Men+,13,8.0
2018,data.New Brunswick,data.15 to 19 years,data.Women+,13,
2018,data.New Brunswick,data.15 to 24 years,data.Total - Gender,13,13.0
2018,data.New Brunswick,data.15 to 24 years,data.Men+,13,16.0
2018,data.New Brunswick,data.15 to 24 years,data.Women+,13,10.0
2018,data.New Brunswick,data.18 to 24 years,data.Total - Gender,13,18.0
2018,data.New Brunswick,data.18 to 24 years,data.Men+,13,22.0
2018,data.New Brunswick,data.18 to 24 years,data.Women+,13,14.0
2018,data.New Brunswick,data.20 to 24 years,data.Total - Gender,13,21.0
2018,data.New Brunswick,data.20 to 24 years,data.Men+,13,24.0
2018,data.New Brunswick,data.20 to 24 years,data.Women+,13,17.0
2018,data.New Brunswick,data.25 to 29 years,data.Total - Gender,13,17.0
2018,data.New Brunswick,data.25 to 29 years,data.Men+,13,16.0
2018,data.New Brunswick,data.25 to 29 years,data.Women+,13,18.0
2018,data.Quebec,"data.Total, 15 to 29 years",data.Total - Gender,24,9.0
2018,data.Quebec,"data.Total, 15 to 29 years",data.Men+,24,10.0
2018,data.Quebec,"data.Total, 15 to 29 years",data.Women+,24,9.0
2018,data.Quebec,data.15 to 19 years,data.Total - Gender,24,5.0
2018,data.Quebec,data.15 to 19 years,data.Men+,24,7.0
2018,data.Quebec,data.15 to 19 years,data.Women+,24,3.0
2018,data.Quebec,data.15 to 24 years,data.Total - Gender,24,9.0
2018,data.Quebec,data.15 to 24 years,data.Men+,24,10.0
2018,data.Quebec,data.15 to 24 years,data.Women+,24,7.0
2018,data.Quebec,data.18 to 24 years,data.Total - Gender,24,10.0
2018,data.Quebec,data.18 to 24 years,data.Men+,24,12.0
2018,data.Quebec,data.18 to 24 years,data.Women+,24,9.0
2018,data.Quebec,data.20 to 24 years,data.Total - Gender,24,11.0
2018,data.Quebec,data.20 to 24 years,data.Men+,24,12.0
2018,data.Quebec,data.20 to 24 years,data.Women+,24,10.0
2018,data.Quebec,data.25 to 29 years,data.Total - Gender,24,11.0
2018,data.Quebec,data.25 to 29 years,data.Men+,24,11.0
2018,data.Quebec,data.25 to 29 years,data.Women+,24,11.0
2018,data.Ontario,"data.Total, 15 to 29 years",data.Total - Gender,35,12.0
2018,data.Ontario,"data.Total, 15 to 29 years",data.Men+,35,13.0
2018,data.Ontario,"data.Total, 15 to 29 years",data.Women+,35,12.0
2018,data.Ontario,data.15 to 19 years,data.Total - Gender,35,6.0
2018,data.Ontario,data.15 to 19 years,data.Men+,35,7.0
2018,data.Ontario,data.15 to 19 years,data.Women+,35,5.0
2018,data.Ontario,data.15 to 24 years,data.Total - Gender,35,10.0
2018,data.Ontario,data.15 to 24 years,data.Men+,35,11.0
2018,data.Ontario,data.15 to 24 years,data.Women+,35,8.0
2018,data.Ontario,data.18 to 24 years,data.Total - Gender,35,12.0
2018,data.Ontario,data.18 to 24 years,data.Men+,35,14.0
2018,data.Ontario,data.18 to 24 years,data.Women+,35,10.0
2018,data.Ontario,data.20 to 24 years,data.Total - Gender,35,13.0
2018,data.Ontario,data.20 to 24 years,data.Men+,35,15.0
2018,data.Ontario,data.20 to 24 years,data.Women+,35,11.0
2018,data.Ontario,data.25 to 29 years,data.Total - Gender,35,16.0
2018,data.Ontario,data.25 to 29 years,data.Men+,35,15.0
2018,data.Ontario,data.25 to 29 years,data.Women+,35,18.0
2018,data.Manitoba,"data.Total, 15 to 29 years",data.Total - Gender,46,13.0
2018,data.Manitoba,"data.Total, 15 to 29 years",data.Men+,46,13.0
2018,data.Manitoba,"data.Total, 15 to 29 years",data.Women+,46,13.0
2018,data.Manitoba,data.15 to 19 years,data.Total - Gender,46,7.0
2018,data.Manitoba,data.15 to 19 years,data.Men+,46,8.0
2018,data.Manitoba,data.15 to 19 years,data.Women+,46,6.0
2018,data.Manitoba,data.15 to 24 years,data.Total - Gender,46,11.0
2018,data.Manitoba,data.15 to 24 years,data.Men+,46,11.0
2018,data.Manitoba,data.15 to 24 years,data.Women+,46,10.0
2018,data.Manitoba,data.18 to 24 years,data.Total - Gender,46,14.0
2018,data.Manitoba,data.18 to 24 years,data.Men+,46,14.0
2018,data.Manitoba,data.18 to 24 years,data.Women+,46,13.0
2018,data.Manitoba,data.20 to 24 years,data.Total - Gender,46,15.0
2018,data.Manitoba,data.20 to 24 years,data.Men+,46,14.0
2018,data.Manitoba,data.20 to 24 years,data.Women+,46,15.0
2018,data.Manitoba,data.25 to 29 years,data.Total - Gender,46,16.0
2018,data.Manitoba,data.25 to 29 years,data.Men+,46,15.0
2018,data.Manitoba,data.25 to 29 years,data.Women+,46,18.0
2018,data.Saskatchewan,"data.Total, 15 to 29 years",data.Total - Gender,47,13.0
2018,data.Saskatchewan,"data.Total, 15 to 29 years",data.Men+,47,13.0
2018,data.Saskatchewan,"data.Total, 15 to 29 years",data.Women+,47,13.0
2018,data.Saskatchewan,data.15 to 19 years,data.Total - Gender,47,8.0
2018,data.Saskatchewan,data.15 to 19 years,data.Men+,47,8.0
2018,data.Saskatchewan,data.15 to 19 years,data.Women+,47,7.0
2018,data.Saskatchewan,data.15 to 24 years,data.Total - Gender,47,11.0
2018,data.Saskatchewan,data.15 to 24 years,data.Men+,47,13.0
2018,data.Saskatchewan,data.15 to 24 years,data.Women+,47,10.0
2018,data.Saskatchewan,data.18 to 24 years,data.Total - Gender,47,14.0
2018,data.Saskatchewan,data.18 to 24 years,data.Men+,47,16.0
2018,data.Saskatchewan,data.18 to 24 years,data.Women+,47,12.0
2018,data.Saskatchewan,data.20 to 24 years,data.Total - Gender,47,14.0
2018,data.Saskatchewan,data.20 to 24 years,data.Men+,47,17.0
2018,data.Saskatchewan,data.20 to 24 years,data.Women+,47,12.0
2018,data.Saskatchewan,data.25 to 29 years,data.Total - Gender,47,16.0
2018,data.Saskatchewan,data.25 to 29 years,data.Men+,47,14.0
2018,data.Saskatchewan,data.25 to 29 years,data.Women+,47,18.0
2018,data.Alberta,"data.Total, 15 to 29 years",data.Total - Gender,48,13.0
2018,data.Alberta,"data.Total, 15 to 29 years",data.Men+,48,11.0
2018,data.Alberta,"data.Total, 15 to 29 years",data.Women+,48,14.0
2018,data.Alberta,data.15 to 19 years,data.Total - Gender,48,7.0
2018,data.Alberta,data.15 to 19 years,data.Men+,48,7.0
2018,data.Alberta,data.15 to 19 years,data.Women+,48,6.0
2018,data.Alberta,data.15 to 24 years,data.Total - Gender,48,11.0
2018,data.Alberta,data.15 to 24 years,data.Men+,48,10.0
2018,data.Alberta,data.15 to 24 years,data.Women+,48,11.0
2018,data.Alberta,data.18 to 24 years,data.Total - Gender,48,13.0
2018,data.Alberta,data.18 to 24 years,data.Men+,48,13.0
2018,data.Alberta,data.18 to 24 years,data.Women+,48,14.0
2018,data.Alberta,data.20 to 24 years,data.Total - Gender,48,14.0
2018,data.Alberta,data.20 to 24 years,data.Men+,48,13.0
2018,data.Alberta,data.20 to 24 years,data.Women+,48,16.0
2018,data.Alberta,data.25 to 29 years,data.Total - Gender,48,16.0
2018,data.Alberta,data.25 to 29 years,data.Men+,48,13.0
2018,data.Alberta,data.25 to 29 years,data.Women+,48,19.0
2018,data.British Columbia,"data.Total, 15 to 29 years",data.Total - Gender,59,11.0
2018,data.British Columbia,"data.Total, 15 to 29 years",data.Men+,59,12.0
2018,data.British Columbia,"data.Total, 15 to 29 years",data.Women+,59,10.0
2018,data.British Columbia,data.15 to 19 years,data.Total - Gender,59,6.0
2018,data.British Columbia,data.15 to 19 years,data.Men+,59,8.0
2018,data.British Columbia,data.15 to 19 years,data.Women+,59,5.0
2018,data.British Columbia,data.15 to 24 years,data.Total - Gender,59,9.0
2018,data.British Columbia,data.15 to 24 years,data.Men+,59,11.0
2018,data.British Columbia,data.15 to 24 years,data.Women+,59,8.0
2018,data.British Columbia,data.18 to 24 years,data.Total - Gender,59,11.0
2018,data.British Columbia,data.18 to 24 years,data.Men+,59,13.0
2018,data.British Columbia,data.18 to 24 years,data.Women+,59,9.0
2018,data.British Columbia,data.20 to 24 years,data.Total - Gender,59,11.0
2018,data.British Columbia,data.20 to 24 years,data.Men+,59,13.0
2018,data.British Columbia,data.20 to 24 years,data.Women+,59,9.0
2018,data.British Columbia,data.25 to 29 years,data.Total - Gender,59,14.0
2018,data.British Columbia,data.25 to 29 years,data.Men+,59,14.0
2018,data.British Columbia,data.25 to 29 years,data.Women+,59,15.0
2018,data.Yukon,"data.Total, 15 to 29 years",data.Total - Gender,60,15.0
2018,data.Yukon,"data.Total, 15 to 29 years",data.Men+,60,11.0
2018,data.Yukon,"data.Total, 15 to 29 years",data.Women+,60,19.0
2018,data.Yukon,data.15 to 19 years,data.Total - Gender,60,
2018,data.Yukon,data.15 to 19 years,data.Men+,60,
2018,data.Yukon,data.15 to 19 years,data.Women+,60,
2018,data.Yukon,data.15 to 24 years,data.Total - Gender,60,13.0
2018,data.Yukon,data.15 to 24 years,data.Men+,60,12.0
2018,data.Yukon,data.15 to 24 years,data.Women+,60,14.0
2018,data.Yukon,data.18 to 24 years,data.Total - Gender,60,18.0
2018,data.Yukon,data.18 to 24 years,data.Men+,60,
2018,data.Yukon,data.18 to 24 years,data.Women+,60,18.0
2018,data.Yukon,data.20 to 24 years,data.Total - Gender,60,20.0
2018,data.Yukon,data.20 to 24 years,data.Men+,60,
2018,data.Yukon,data.20 to 24 years,data.Women+,60,22.0
2018,data.Yukon,data.25 to 29 years,data.Total - Gender,60,18.0
2018,data.Yukon,data.25 to 29 years,data.Men+,60,
2018,data.Yukon,data.25 to 29 years,data.Women+,60,26.0
2018,data.Northwest Territories,"data.Total, 15 to 29 years",data.Total - Gender,61,22.0
2018,data.Northwest Territories,"data.Total, 15 to 29 years",data.Men+,61,23.0
2018,data.Northwest Territories,"data.Total, 15 to 29 years",data.Women+,61,21.0
2018,data.Northwest Territories,data.15 to 19 years,data.Total - Gender,61,10.0
2018,data.Northwest Territories,data.15 to 19 years,data.Men+,61,
2018,data.Northwest Territories,data.15 to 19 years,data.Women+,61,
2018,data.Northwest Territories,data.15 to 24 years,data.Total - Gender,61,22.0
2018,data.Northwest Territories,data.15 to 24 years,data.Men+,61,21.0
2018,data.Northwest Territories,data.15 to 24 years,data.Women+,61,23.0
2018,data.Northwest Territories,data.18 to 24 years,data.Total - Gender,61,30.0
2018,data.Northwest Territories,data.18 to 24 years,data.Men+,61,29.0
2018,data.Northwest Territories,data.18 to 24 years,data.Women+,61,31.0
2018,data.Northwest Territories,data.20 to 24 years,data.Total - Gender,61,34.0
2018,data.Northwest Territories,data.20 to 24 years,data.Men+,61,39.0
2018,data.Northwest Territories,data.20 to 24 years,data.Women+,61,30.0
2018,data.Northwest Territories,data.25 to 29 years,data.Total - Gender,61,22.0
2018,data.Northwest Territories,data.25 to 29 years,data.Men+,61,26.0
2018,data.Northwest Territories,data.25 to 29 years,data.Women+,61,18.0
2018,data.Nunavut,"data.Total, 15 to 29 years",data.Total - Gender,62,38.0
2018,data.Nunavut,"data.Total, 15 to 29 years",data.Men+,62,41.0
2018,data.Nunavut,"data.Total, 15 to 29 years",data.Women+,62,36.0
2018,data.Nunavut,data.15 to 19 years,data.Total - Gender,62,27.0
2018,data.Nunavut,data.15 to 19 years,data.Men+,62,
2018,data.Nunavut,data.15 to 19 years,data.Women+,62,
2018,data.Nunavut,data.15 to 24 years,data.Total - Gender,62,37.0
2018,data.Nunavut,data.15 to 24 years,data.Men+,62,39.0
2018,data.Nunavut,data.15 to 24 years,data.Women+,62,36.0
2018,data.Nunavut,data.18 to 24 years,data.Total - Gender,62,48.0
2018,data.Nunavut,data.18 to 24 years,data.Men+,62,48.0
2018,data.Nunavut,data.18 to 24 years,data.Women+,62,48.0
2018,data.Nunavut,data.20 to 24 years,data.Total - Gender,62,51.0
2018,data.Nunavut,data.20 to 24 years,data.Men+,62,48.0
2018,data.Nunavut,data.20 to 24 years,data.Women+,62,53.0
2018,data.Nunavut,data.25 to 29 years,data.Total - Gender,62,41.0
2018,data.Nunavut,data.25 to 29 years,data.Men+,62,45.0
2018,data.Nunavut,data.25 to 29 years,data.Women+,62,35.0
2019,data.Canada,"data.Total, 15 to 29 years",data.Men+,,11.0
2019,data.Canada,"data.Total, 15 to 29 years",data.Women+,,10.0
2019,data.Canada,data.15 to 19 years,data.Total - Gender,,6.0
2019,data.Canada,data.15 to 19 years,data.Men+,,7.0
2019,data.Canada,data.15 to 19 years,data.Women+,,5.0
2019,data.Canada,data.15 to 24 years,data.Total - Gender,,9.0
2019,data.Canada,data.15 to 24 years,data.Men+,,10.0
2019,data.Canada,data.15 to 24 years,data.Women+,,8.0
2019,data.Canada,data.18 to 24 years,data.Total - Gender,,12.0
2019,data.Canada,data.18 to 24 years,data.Men+,,13.0
2019,data.Canada,data.18 to 24 years,data.Women+,,10.0
2019,data.Canada,data.20 to 24 years,data.Total - Gender,,12.0
2019,data.Canada,data.20 to 24 years,data.Men+,,13.0
2019,data.Canada,data.20 to 24 years,data.Women+,,11.0
2019,data.Canada,data.25 to 29 years,data.Total - Gender,,14.0
2019,data.Canada,data.25 to 29 years,data.Men+,,13.0
2019,data.Canada,data.25 to 29 years,data.Women+,,15.0
2019,data.Newfoundland and Labrador,"data.Total, 15 to 29 years",data.Total - Gender,10,17.0
2019,data.Newfoundland and Labrador,"data.Total, 15 to 29 years",data.Men+,10,21.0
2019,data.Newfoundland and Labrador,"data.Total, 15 to 29 years",data.Women+,10,13.0
2019,data.Newfoundland and Labrador,data.15 to 19 years,data.Total - Gender,10,9.0
2019,data.Newfoundland and Labrador,data.15 to 19 years,data.Men+,10,13.0
2019,data.Newfoundland and Labrador,data.15 to 19 years,data.Women+,10,
2019,data.Newfoundland and Labrador,data.15 to 24 years,data.Total - Gender,10,14.0
2019,data.Newfoundland and Labrador,data.15 to 24 years,data.Men+,10,17.0
2019,data.Newfoundland and Labrador,data.15 to 24 years,data.Women+,10,10.0
2019,data.Newfoundland and Labrador,data.18 to 24 years,data.Total - Gender,10,17.0
2019,data.Newfoundland and Labrador,data.18 to 24 years,data.Men+,10,21.0
2019,data.Newfoundland and Labrador,data.18 to 24 years,data.Women+,10,13.0
2019,data.Newfoundland and Labrador,data.20 to 24 years,data.Total - Gender,10,18.0
2019,data.Newfoundland and Labrador,data.20 to 24 years,data.Men+,10,21.0
2019,data.Newfoundland and Labrador,data.20 to 24 years,data.Women+,10,15.0
2019,data.Newfoundland and Labrador,data.25 to 29 years,data.Total - Gender,10,23.0
2019,data.Newfoundland and Labrador,data.25 to 29 years,data.Men+,10,29.0
2019,data.Newfoundland and Labrador,data.25 to 29 years,data.Women+,10,18.0
2019,data.Prince Edward Island,"data.Total, 15 to 29 years",data.Total - Gender,11,12.0
2019,data.Prince Edward Island,"data.Total, 15 to 29 years",data.Men+,11,15.0
2019,data.Prince Edward Island,"data.Total, 15 to 29 years",data.Women+,11,10.0
2019,data.Prince Edward Island,data.15 to 19 years,data.Total - Gender,11,6.0
2019,data.Prince Edward Island,data.15 to 19 years,data.Men+,11,9.0
2019,data.Prince Edward Island,data.15 to 19 years,data.Women+,11,
2019,data.Prince Edward Island,data.15 to 24 years,data.Total - Gender,11,10.0
2019,data.Prince Edward Island,data.15 to 24 years,data.Men+,11,13.0
2019,data.Prince Edward Island,data.15 to 24 years,data.Women+,11,6.0
2019,data.Prince Edward Island,data.18 to 24 years,data.Total - Gender,11,13.0
2019,data.Prince Edward Island,data.18 to 24 years,data.Men+,11,17.0
2019,data.Prince Edward Island,data.18 to 24 years,data.Women+,11,9.0
2019,data.Prince Edward Island,data.20 to 24 years,data.Total - Gender,11,13.0
2019,data.Prince Edward Island,data.20 to 24 years,data.Men+,11,17.0
2019,data.Prince Edward Island,data.20 to 24 years,data.Women+,11,9.0
2019,data.Prince Edward Island,data.25 to 29 years,data.Total - Gender,11,18.0
2019,data.Prince Edward Island,data.25 to 29 years,data.Men+,11,17.0
2019,data.Prince Edward Island,data.25 to 29 years,data.Women+,11,18.0
2019,data.Nova Scotia,"data.Total, 15 to 29 years",data.Total - Gender,12,13.0
2019,data.Nova Scotia,"data.Total, 15 to 29 years",data.Men+,12,15.0
2019,data.Nova Scotia,"data.Total, 15 to 29 years",data.Women+,12,12.0
2019,data.Nova Scotia,data.15 to 19 years,data.Total - Gender,12,5.0
2019,data.Nova Scotia,data.15 to 19 years,data.Men+,12,7.0
2019,data.Nova Scotia,data.15 to 19 years,data.Women+,12,
2019,data.Nova Scotia,data.15 to 24 years,data.Total - Gender,12,11.0
2019,data.Nova Scotia,data.15 to 24 years,data.Men+,12,12.0
2019,data.Nova Scotia,data.15 to 24 years,data.Women+,12,10.0
2019,data.Nova Scotia,data.18 to 24 years,data.Total - Gender,12,15.0
2019,data.Nova Scotia,data.18 to 24 years,data.Men+,12,16.0
2019,data.Nova Scotia,data.18 to 24 years,data.Women+,12,13.0
2019,data.Nova Scotia,data.20 to 24 years,data.Total - Gender,12,16.0
2019,data.Nova Scotia,data.20 to 24 years,data.Men+,12,17.0
2019,data.Nova Scotia,data.20 to 24 years,data.Women+,12,15.0
2019,data.Nova Scotia,data.25 to 29 years,data.Total - Gender,12,18.0
2019,data.Nova Scotia,data.25 to 29 years,data.Men+,12,19.0
2019,data.Nova Scotia,data.25 to 29 years,data.Women+,12,16.0
2019,data.New Brunswick,"data.Total, 15 to 29 years",data.Total - Gender,13,14.0
2019,data.New Brunswick,"data.Total, 15 to 29 years",data.Men+,13,16.0
2019,data.New Brunswick,"data.Total, 15 to 29 years",data.Women+,13,11.0
2019,data.New Brunswick,data.15 to 19 years,data.Total - Gender,13,6.0
2019,data.New Brunswick,data.15 to 19 years,data.Men+,13,9.0
