Year,data.Geography,data.Population centres,GeoCode,Value
2019,data.British Columbia,data.Total population centre,59,93.51
2020,data.British Columbia,data.Total population centre,59,93.76
2021,data.British Columbia,data.Total population centre,59,94.14
2022,data.British Columbia,data.Total population centre,59,94.65
2016,data.Alberta,data.Total population centre,48,82.58
2017,data.Alberta,data.Total population centre,48,80.34
2018,data.Alberta,data.Total population centre,48,84.91
2019,data.Alberta,data.Total population centre,48,87.82
2020,data.Alberta,data.Total population centre,48,87.75
2021,data.Alberta,data.Total population centre,48,89.03
2022,data.Alberta,data.Total population centre,48,90.47
2016,data.Saskatchewan,data.Total population centre,47,42.73
2017,data.Saskatchewan,data.Total population centre,47,45.36
2018,data.Saskatchewan,data.Total population centre,47,49.12
2019,data.Saskatchewan,data.Total population centre,47,71.13
2020,data.Saskatchewan,data.Total population centre,47,77.3
2021,data.Saskatchewan,data.Total population centre,47,80.99
2022,data.Saskatchewan,data.Total population centre,47,79.76
2016,data.Manitoba,data.Total population centre,46,63.74
2017,data.Manitoba,data.Total population centre,46,69.75
2018,data.Manitoba,data.Total population centre,46,71.99
2019,data.Manitoba,data.Total population centre,46,73.0
2020,data.Manitoba,data.Total population centre,46,78.98
2021,data.Manitoba,data.Total population centre,46,81.12
2022,data.Manitoba,data.Total population centre,46,84.11
2016,data.Ontario,data.Total population centre,35,87.88
2017,data.Ontario,data.Total population centre,35,86.86
2018,data.Ontario,data.Total population centre,35,87.18
2019,data.Ontario,data.Total population centre,35,87.73
2020,data.Ontario,data.Total population centre,35,89.83
2021,data.Ontario,data.Total population centre,35,92.41
2022,data.Ontario,data.Total population centre,35,93.99
2016,data.Quebec,data.Total population centre,24,87.27
2017,data.Quebec,data.Total population centre,24,88.47
2018,data.Quebec,data.Total population centre,24,89.98
2019,data.Quebec,data.Total population centre,24,91.78
2020,data.Quebec,data.Total population centre,24,93.99
2021,data.Quebec,data.Total population centre,24,94.8
2022,data.Quebec,data.Total population centre,24,96.58
2016,data.New Brunswick,data.Total population centre,13,83.4
2017,data.New Brunswick,data.Total population centre,13,81.16
2018,data.New Brunswick,data.Total population centre,13,81.11
2019,data.New Brunswick,data.Total population centre,13,81.22
2020,data.New Brunswick,data.Total population centre,13,92.66
2021,data.New Brunswick,data.Total population centre,13,89.12
2022,data.New Brunswick,data.Total population centre,13,91.34
2016,data.Prince Edward Island,data.Total population centre,11,66.88
2017,data.Prince Edward Island,data.Total population centre,11,59.79
2018,data.Prince Edward Island,data.Total population centre,11,60.19
2019,data.Prince Edward Island,data.Total population centre,11,61.27
2020,data.Prince Edward Island,data.Total population centre,11,79.2
2021,data.Prince Edward Island,data.Total population centre,11,87.89
2022,data.Prince Edward Island,data.Total population centre,11,91.05
2016,data.Nova Scotia,data.Total population centre,12,80.68
2017,data.Nova Scotia,data.Total population centre,12,77.8
2018,data.Nova Scotia,data.Total population centre,12,77.96
2019,data.Nova Scotia,data.Total population centre,12,78.37
2020,data.Nova Scotia,data.Total population centre,12,81.05
2021,data.Nova Scotia,data.Total population centre,12,84.19
2022,data.Nova Scotia,data.Total population centre,12,90.71
2016,data.Newfoundland and Labrador,data.Total population centre,10,72.35
2017,data.Newfoundland and Labrador,data.Total population centre,10,70.91
2018,data.Newfoundland and Labrador,data.Total population centre,10,71.17
2019,data.Newfoundland and Labrador,data.Total population centre,10,73.9
2020,data.Newfoundland and Labrador,data.Total population centre,10,74.41
2021,data.Newfoundland and Labrador,data.Total population centre,10,77.07
2022,data.Newfoundland and Labrador,data.Total population centre,10,82.83
2016,data.Northwest Territories,data.Total population centre,61,
2017,data.Northwest Territories,data.Total population centre,61,
2018,data.Northwest Territories,data.Total population centre,61,
2019,data.Northwest Territories,data.Total population centre,61,
2020,data.Northwest Territories,data.Total population centre,61,58.92
2021,data.Northwest Territories,data.Total population centre,61,67.28
2022,data.Northwest Territories,data.Total population centre,61,81.35
2016,data.Yukon,data.Total population centre,60,
2017,data.Yukon,data.Total population centre,60,
2018,data.Yukon,data.Total population centre,60,
2019,data.Yukon,data.Total population centre,60,
2020,data.Yukon,data.Total population centre,60,57.55
2021,data.Yukon,data.Total population centre,60,63.07
2022,data.Yukon,data.Total population centre,60,70.42
2016,data.Nunavut,data.Total population centre,62,
2017,data.Nunavut,data.Total population centre,62,
2018,data.Nunavut,data.Total population centre,62,
2019,data.Nunavut,data.Total population centre,62,
2020,data.Nunavut,data.Total population centre,62,
2021,data.Nunavut,data.Total population centre,62,0.0
2022,data.Nunavut,data.Total population centre,62,0.0
