Year,data.Geography,data.Population,data.Sex,data.Age group,GeoCode,Value
2017,data.Prince Edward Island,data.Total population,data.Both sexes,data.70 years and over,11,
2017,data.Prince Edward Island,data.Total population,data.Males,data.15 years and over,11,11.3
2017,data.Prince Edward Island,data.Total population,data.Males,data.15 to 24 years,11,15.4
2017,data.Prince Edward Island,data.Total population,data.Males,data.25 years and over,11,10.6
2017,data.Prince Edward Island,data.Total population,data.Males,data.25 to 44 years,11,10.7
2017,data.Prince Edward Island,data.Total population,data.Males,data.45 to 64 years,11,10.2
2017,data.Prince Edward Island,data.Total population,data.Males,data.45 years and over,11,10.5
2017,data.Prince Edward Island,data.Total population,data.Males,data.25 to 54 years,11,10.3
2017,data.Prince Edward Island,data.Total population,data.Males,data.55 years and over,11,11.3
2017,data.Prince Edward Island,data.Total population,data.Males,data.15 to 64 years,11,11.3
2017,data.Prince Edward Island,data.Total population,data.Males,data.15 to 19 years,11,20.0
2017,data.Prince Edward Island,data.Total population,data.Males,data.20 to 24 years,11,12.5
2017,data.Prince Edward Island,data.Total population,data.Males,data.25 to 29 years,11,9.8
2017,data.Prince Edward Island,data.Total population,data.Males,data.30 to 34 years,11,10.3
2017,data.Prince Edward Island,data.Total population,data.Males,data.35 to 39 years,11,10.0
2017,data.Prince Edward Island,data.Total population,data.Males,data.40 to 44 years,11,12.8
2017,data.Prince Edward Island,data.Total population,data.Males,data.45 to 49 years,11,11.1
2017,data.Prince Edward Island,data.Total population,data.Males,data.50 to 54 years,11,8.2
2017,data.Prince Edward Island,data.Total population,data.Males,data.55 to 59 years,11,8.7
2017,data.Prince Edward Island,data.Total population,data.Males,data.60 to 64 years,11,13.9
2017,data.Prince Edward Island,data.Total population,data.Males,data.65 years and over,11,12.1
2017,data.Prince Edward Island,data.Total population,data.Males,data.65 to 69 years,11,
2017,data.Prince Edward Island,data.Total population,data.Males,data.70 years and over,11,
2017,data.Prince Edward Island,data.Total population,data.Females,data.15 years and over,11,8.0
2017,data.Prince Edward Island,data.Total population,data.Females,data.15 to 24 years,11,11.1
2017,data.Prince Edward Island,data.Total population,data.Females,data.25 years and over,11,7.8
2017,data.Prince Edward Island,data.Total population,data.Females,data.25 to 44 years,11,7.8
2017,data.Prince Edward Island,data.Total population,data.Females,data.45 to 64 years,11,7.4
2017,data.Prince Edward Island,data.Total population,data.Females,data.45 years and over,11,7.7
2017,data.Prince Edward Island,data.Total population,data.Females,data.25 to 54 years,11,7.0
2017,data.Prince Edward Island,data.Total population,data.Females,data.55 years and over,11,8.7
2017,data.Prince Edward Island,data.Total population,data.Females,data.15 to 64 years,11,7.9
2017,data.Prince Edward Island,data.Total population,data.Females,data.15 to 19 years,11,16.0
2017,data.Prince Edward Island,data.Total population,data.Females,data.20 to 24 years,11,7.9
2017,data.Prince Edward Island,data.Total population,data.Females,data.25 to 29 years,11,11.1
2017,data.Prince Edward Island,data.Total population,data.Females,data.30 to 34 years,11,5.4
2017,data.Prince Edward Island,data.Total population,data.Females,data.35 to 39 years,11,5.3
2017,data.Prince Edward Island,data.Total population,data.Females,data.40 to 44 years,11,7.1
2017,data.Prince Edward Island,data.Total population,data.Females,data.45 to 49 years,11,7.3
2017,data.Prince Edward Island,data.Total population,data.Females,data.50 to 54 years,11,6.0
2017,data.Prince Edward Island,data.Total population,data.Females,data.55 to 59 years,11,9.5
2017,data.Prince Edward Island,data.Total population,data.Females,data.60 to 64 years,11,10.3
2017,data.Prince Edward Island,data.Total population,data.Females,data.65 years and over,11,9.5
2017,data.Prince Edward Island,data.Total population,data.Females,data.65 to 69 years,11,
2017,data.Prince Edward Island,data.Total population,data.Females,data.70 years and over,11,
2017,data.Nova Scotia,data.Total population,data.Both sexes,data.15 years and over,12,8.5
2017,data.Nova Scotia,data.Total population,data.Both sexes,data.15 to 24 years,12,16.3
2017,data.Nova Scotia,data.Total population,data.Both sexes,data.25 years and over,12,7.2
2017,data.Nova Scotia,data.Total population,data.Both sexes,data.25 to 44 years,12,7.5
2017,data.Nova Scotia,data.Total population,data.Both sexes,data.45 to 64 years,12,7.0
2017,data.Nova Scotia,data.Total population,data.Both sexes,data.45 years and over,12,7.0
2017,data.Nova Scotia,data.Total population,data.Both sexes,data.25 to 54 years,12,7.1
2017,data.Nova Scotia,data.Total population,data.Both sexes,data.55 years and over,12,7.4
2017,data.Nova Scotia,data.Total population,data.Both sexes,data.15 to 64 years,12,8.6
2017,data.Nova Scotia,data.Total population,data.Both sexes,data.15 to 19 years,12,21.2
2017,data.Nova Scotia,data.Total population,data.Both sexes,data.20 to 24 years,12,13.4
2017,data.Nova Scotia,data.Total population,data.Both sexes,data.25 to 29 years,12,8.6
2017,data.Nova Scotia,data.Total population,data.Both sexes,data.30 to 34 years,12,7.6
2017,data.Nova Scotia,data.Total population,data.Both sexes,data.35 to 39 years,12,7.3
2017,data.Nova Scotia,data.Total population,data.Both sexes,data.40 to 44 years,12,6.6
2017,data.Nova Scotia,data.Total population,data.Both sexes,data.45 to 49 years,12,6.5
2017,data.Nova Scotia,data.Total population,data.Both sexes,data.50 to 54 years,12,6.3
2017,data.Nova Scotia,data.Total population,data.Both sexes,data.55 to 59 years,12,7.1
2017,data.Nova Scotia,data.Total population,data.Both sexes,data.60 to 64 years,12,8.5
2017,data.Nova Scotia,data.Total population,data.Both sexes,data.65 years and over,12,6.4
2017,data.Nova Scotia,data.Total population,data.Both sexes,data.65 to 69 years,12,6.7
2017,data.Nova Scotia,data.Total population,data.Both sexes,data.70 years and over,12,
2017,data.Nova Scotia,data.Total population,data.Males,data.15 years and over,12,10.6
2017,data.Nova Scotia,data.Total population,data.Males,data.15 to 24 years,12,19.6
2017,data.Nova Scotia,data.Total population,data.Males,data.25 years and over,12,9.1
2017,data.Nova Scotia,data.Total population,data.Males,data.25 to 44 years,12,9.8
2017,data.Nova Scotia,data.Total population,data.Males,data.45 to 64 years,12,8.8
2017,data.Nova Scotia,data.Total population,data.Males,data.45 years and over,12,8.5
2017,data.Nova Scotia,data.Total population,data.Males,data.25 to 54 years,12,9.2
2017,data.Nova Scotia,data.Total population,data.Males,data.55 years and over,12,8.9
2017,data.Nova Scotia,data.Total population,data.Males,data.15 to 64 years,12,10.8
2017,data.Nova Scotia,data.Total population,data.Males,data.15 to 19 years,12,24.2
2017,data.Nova Scotia,data.Total population,data.Males,data.20 to 24 years,12,17.0
2017,data.Nova Scotia,data.Total population,data.Males,data.25 to 29 years,12,11.6
2017,data.Nova Scotia,data.Total population,data.Males,data.30 to 34 years,12,8.9
2017,data.Nova Scotia,data.Total population,data.Males,data.35 to 39 years,12,10.1
2017,data.Nova Scotia,data.Total population,data.Males,data.40 to 44 years,12,8.1
2017,data.Nova Scotia,data.Total population,data.Males,data.45 to 49 years,12,7.9
2017,data.Nova Scotia,data.Total population,data.Males,data.50 to 54 years,12,8.7
2017,data.Nova Scotia,data.Total population,data.Males,data.55 to 59 years,12,8.3
2017,data.Nova Scotia,data.Total population,data.Males,data.60 to 64 years,12,11.3
2017,data.Nova Scotia,data.Total population,data.Males,data.65 years and over,12,6.6
2017,data.Nova Scotia,data.Total population,data.Males,data.65 to 69 years,12,
2017,data.Nova Scotia,data.Total population,data.Males,data.70 years and over,12,
2017,data.Nova Scotia,data.Total population,data.Females,data.15 years and over,12,6.4
2017,data.Nova Scotia,data.Total population,data.Females,data.15 to 24 years,12,12.7
2017,data.Nova Scotia,data.Total population,data.Females,data.25 years and over,12,5.3
2017,data.Nova Scotia,data.Total population,data.Females,data.25 to 44 years,12,5.3
2017,data.Nova Scotia,data.Total population,data.Females,data.45 to 64 years,12,5.1
2017,data.Nova Scotia,data.Total population,data.Females,data.45 years and over,12,5.2
2017,data.Nova Scotia,data.Total population,data.Females,data.25 to 54 years,12,5.1
2017,data.Nova Scotia,data.Total population,data.Females,data.55 years and over,12,5.7
2017,data.Nova Scotia,data.Total population,data.Females,data.15 to 64 years,12,6.4
2017,data.Nova Scotia,data.Total population,data.Females,data.15 to 19 years,12,17.6
2017,data.Nova Scotia,data.Total population,data.Females,data.20 to 24 years,12,9.6
2017,data.Nova Scotia,data.Total population,data.Females,data.25 to 29 years,12,5.5
2017,data.Nova Scotia,data.Total population,data.Females,data.30 to 34 years,12,5.7
2017,data.Nova Scotia,data.Total population,data.Females,data.35 to 39 years,12,4.6
2017,data.Nova Scotia,data.Total population,data.Females,data.40 to 44 years,12,5.1
2017,data.Nova Scotia,data.Total population,data.Females,data.45 to 49 years,12,5.6
2017,data.Nova Scotia,data.Total population,data.Females,data.50 to 54 years,12,4.3
2017,data.Nova Scotia,data.Total population,data.Females,data.55 to 59 years,12,5.9
2017,data.Nova Scotia,data.Total population,data.Females,data.60 to 64 years,12,5.0
2017,data.Nova Scotia,data.Total population,data.Females,data.65 years and over,12,6.2
2017,data.Nova Scotia,data.Total population,data.Females,data.65 to 69 years,12,
2017,data.Nova Scotia,data.Total population,data.Females,data.70 years and over,12,
2017,data.New Brunswick,data.Total population,data.Both sexes,data.15 years and over,13,8.3
2017,data.New Brunswick,data.Total population,data.Both sexes,data.15 to 24 years,13,13.2
2017,data.New Brunswick,data.Total population,data.Both sexes,data.25 years and over,13,7.6
2017,data.New Brunswick,data.Total population,data.Both sexes,data.25 to 44 years,13,6.8
2017,data.New Brunswick,data.Total population,data.Both sexes,data.45 to 64 years,13,8.3
2017,data.New Brunswick,data.Total population,data.Both sexes,data.45 years and over,13,8.2
2017,data.New Brunswick,data.Total population,data.Both sexes,data.25 to 54 years,13,6.9
2017,data.New Brunswick,data.Total population,data.Both sexes,data.55 years and over,13,9.5
2017,data.New Brunswick,data.Total population,data.Both sexes,data.15 to 64 years,13,8.4
2017,data.New Brunswick,data.Total population,data.Both sexes,data.15 to 19 years,13,17.8
2017,data.New Brunswick,data.Total population,data.Both sexes,data.20 to 24 years,13,10.1
2017,data.New Brunswick,data.Total population,data.Both sexes,data.25 to 29 years,13,9.6
2017,data.New Brunswick,data.Total population,data.Both sexes,data.30 to 34 years,13,6.5
2017,data.New Brunswick,data.Total population,data.Both sexes,data.35 to 39 years,13,6.5
2017,data.New Brunswick,data.Total population,data.Both sexes,data.40 to 44 years,13,5.3
2017,data.New Brunswick,data.Total population,data.Both sexes,data.45 to 49 years,13,7.8
2017,data.New Brunswick,data.Total population,data.Both sexes,data.50 to 54 years,13,6.1
2017,data.New Brunswick,data.Total population,data.Both sexes,data.55 to 59 years,13,8.4
2017,data.New Brunswick,data.Total population,data.Both sexes,data.60 to 64 years,13,12.5
2017,data.New Brunswick,data.Total population,data.Both sexes,data.65 years and over,13,7.6
2017,data.New Brunswick,data.Total population,data.Both sexes,data.65 to 69 years,13,9.2
2017,data.New Brunswick,data.Total population,data.Both sexes,data.70 years and over,13,
2017,data.New Brunswick,data.Total population,data.Males,data.15 years and over,13,10.2
2017,data.New Brunswick,data.Total population,data.Males,data.15 to 24 years,13,15.5
2017,data.New Brunswick,data.Total population,data.Males,data.25 years and over,13,9.4
2017,data.New Brunswick,data.Total population,data.Males,data.25 to 44 years,13,8.8
2017,data.New Brunswick,data.Total population,data.Males,data.45 to 64 years,13,10.1
2017,data.New Brunswick,data.Total population,data.Males,data.45 years and over,13,9.9
2017,data.New Brunswick,data.Total population,data.Males,data.25 to 54 years,13,9.0
2017,data.New Brunswick,data.Total population,data.Males,data.55 years and over,13,10.4
2017,data.New Brunswick,data.Total population,data.Males,data.15 to 64 years,13,10.3
2017,data.New Brunswick,data.Total population,data.Males,data.15 to 19 years,13,19.8
2017,data.New Brunswick,data.Total population,data.Males,data.20 to 24 years,13,12.8
2017,data.New Brunswick,data.Total population,data.Males,data.25 to 29 years,13,13.4
2017,data.New Brunswick,data.Total population,data.Males,data.30 to 34 years,13,7.5
2017,data.New Brunswick,data.Total population,data.Males,data.35 to 39 years,13,7.9
2017,data.New Brunswick,data.Total population,data.Males,data.40 to 44 years,13,6.9
2017,data.New Brunswick,data.Total population,data.Males,data.45 to 49 years,13,10.6
2017,data.New Brunswick,data.Total population,data.Males,data.50 to 54 years,13,8.1
2017,data.New Brunswick,data.Total population,data.Males,data.55 to 59 years,13,8.7
2017,data.New Brunswick,data.Total population,data.Males,data.60 to 64 years,13,14.5
2017,data.New Brunswick,data.Total population,data.Males,data.65 years and over,13,
2017,data.New Brunswick,data.Total population,data.Males,data.65 to 69 years,13,
2017,data.New Brunswick,data.Total population,data.Males,data.70 years and over,13,
2017,data.New Brunswick,data.Total population,data.Females,data.15 years and over,13,6.3
2017,data.New Brunswick,data.Total population,data.Females,data.15 to 24 years,13,10.6
2017,data.New Brunswick,data.Total population,data.Females,data.25 years and over,13,5.6
2017,data.New Brunswick,data.Total population,data.Females,data.25 to 44 years,13,4.8
2017,data.New Brunswick,data.Total population,data.Females,data.45 to 64 years,13,6.2
2017,data.New Brunswick,data.Total population,data.Females,data.45 years and over,13,6.3
2017,data.New Brunswick,data.Total population,data.Females,data.25 to 54 years,13,4.7
2017,data.New Brunswick,data.Total population,data.Females,data.55 years and over,13,8.4
2017,data.New Brunswick,data.Total population,data.Females,data.15 to 64 years,13,6.3
2017,data.New Brunswick,data.Total population,data.Females,data.15 to 19 years,13,15.0
2017,data.New Brunswick,data.Total population,data.Females,data.20 to 24 years,13,7.2
2017,data.New Brunswick,data.Total population,data.Females,data.25 to 29 years,13,5.5
2017,data.New Brunswick,data.Total population,data.Females,data.30 to 34 years,13,5.5
2017,data.New Brunswick,data.Total population,data.Females,data.35 to 39 years,13,5.0
2017,data.New Brunswick,data.Total population,data.Females,data.40 to 44 years,13,3.7
2017,data.New Brunswick,data.Total population,data.Females,data.45 to 49 years,13,5.0
2017,data.New Brunswick,data.Total population,data.Females,data.50 to 54 years,13,3.8
2017,data.New Brunswick,data.Total population,data.Females,data.55 to 59 years,13,8.1
2017,data.New Brunswick,data.Total population,data.Females,data.60 to 64 years,13,9.1
2017,data.New Brunswick,data.Total population,data.Females,data.65 years and over,13,
2017,data.New Brunswick,data.Total population,data.Females,data.65 to 69 years,13,
2017,data.New Brunswick,data.Total population,data.Females,data.70 years and over,13,
2017,data.Quebec,data.Total population,data.Both sexes,data.15 years and over,24,6.0
2017,data.Quebec,data.Total population,data.Both sexes,data.15 to 24 years,24,9.8
2017,data.Quebec,data.Total population,data.Both sexes,data.25 years and over,24,5.4
2017,data.Quebec,data.Total population,data.Both sexes,data.25 to 44 years,24,5.7
2017,data.Quebec,data.Total population,data.Both sexes,data.45 to 64 years,24,5.1
2017,data.Quebec,data.Total population,data.Both sexes,data.45 years and over,24,5.1
2017,data.Quebec,data.Total population,data.Both sexes,data.25 to 54 years,24,5.4
2017,data.Quebec,data.Total population,data.Both sexes,data.55 years and over,24,5.5
2017,data.Quebec,data.Total population,data.Both sexes,data.15 to 64 years,24,6.1
2017,data.Quebec,data.Total population,data.Both sexes,data.15 to 19 years,24,14.2
2017,data.Quebec,data.Total population,data.Both sexes,data.20 to 24 years,24,7.3
2017,data.Quebec,data.Total population,data.Both sexes,data.25 to 29 years,24,6.8
2017,data.Quebec,data.Total population,data.Both sexes,data.30 to 34 years,24,5.9
2017,data.Quebec,data.Total population,data.Both sexes,data.35 to 39 years,24,4.8
2017,data.Quebec,data.Total population,data.Both sexes,data.40 to 44 years,24,5.4
2017,data.Quebec,data.Total population,data.Both sexes,data.45 to 49 years,24,5.3
2017,data.Quebec,data.Total population,data.Both sexes,data.50 to 54 years,24,4.3
2017,data.Quebec,data.Total population,data.Both sexes,data.55 to 59 years,24,4.8
2017,data.Quebec,data.Total population,data.Both sexes,data.60 to 64 years,24,7.0
2017,data.Quebec,data.Total population,data.Both sexes,data.65 years and over,24,5.4
2017,data.Quebec,data.Total population,data.Both sexes,data.65 to 69 years,24,5.5
2017,data.Quebec,data.Total population,data.Both sexes,data.70 years and over,24,5.1
2017,data.Quebec,data.Total population,data.Males,data.15 years and over,24,6.4
2017,data.Quebec,data.Total population,data.Males,data.15 to 24 years,24,10.7
2017,data.Quebec,data.Total population,data.Males,data.25 years and over,24,5.8
2017,data.Quebec,data.Total population,data.Males,data.25 to 44 years,24,6.3
2017,data.Quebec,data.Total population,data.Males,data.45 to 64 years,24,5.3
2017,data.Quebec,data.Total population,data.Males,data.45 years and over,24,5.2
2017,data.Quebec,data.Total population,data.Males,data.25 to 54 years,24,5.7
2017,data.Quebec,data.Total population,data.Males,data.55 years and over,24,5.8
2017,data.Quebec,data.Total population,data.Males,data.15 to 64 years,24,6.5
2017,data.Quebec,data.Total population,data.Males,data.15 to 19 years,24,15.3
2017,data.Quebec,data.Total population,data.Males,data.20 to 24 years,24,8.1
2017,data.Quebec,data.Total population,data.Males,data.25 to 29 years,24,8.3
2017,data.Quebec,data.Total population,data.Males,data.30 to 34 years,24,6.4
2017,data.Quebec,data.Total population,data.Males,data.35 to 39 years,24,5.4
2017,data.Quebec,data.Total population,data.Males,data.40 to 44 years,24,5.3
2017,data.Quebec,data.Total population,data.Males,data.45 to 49 years,24,5.0
2017,data.Quebec,data.Total population,data.Males,data.50 to 54 years,24,4.2
2017,data.Quebec,data.Total population,data.Males,data.55 to 59 years,24,5.5
2017,data.Quebec,data.Total population,data.Males,data.60 to 64 years,24,7.1
2017,data.Quebec,data.Total population,data.Males,data.65 years and over,24,4.6
2017,data.Quebec,data.Total population,data.Males,data.65 to 69 years,24,5.3
2017,data.Quebec,data.Total population,data.Males,data.70 years and over,24,
2017,data.Quebec,data.Total population,data.Females,data.15 years and over,24,5.6
2017,data.Quebec,data.Total population,data.Females,data.15 to 24 years,24,9.0
2017,data.Quebec,data.Total population,data.Females,data.25 years and over,24,5.1
2017,data.Quebec,data.Total population,data.Females,data.25 to 44 years,24,5.1
2017,data.Quebec,data.Total population,data.Females,data.45 to 64 years,24,5.0
2017,data.Quebec,data.Total population,data.Females,data.45 years and over,24,5.1
2017,data.Quebec,data.Total population,data.Females,data.25 to 54 years,24,5.0
2017,data.Quebec,data.Total population,data.Females,data.55 years and over,24,5.1
2017,data.Quebec,data.Total population,data.Females,data.15 to 64 years,24,5.6
2017,data.Quebec,data.Total population,data.Females,data.15 to 19 years,24,13.1
2017,data.Quebec,data.Total population,data.Females,data.20 to 24 years,24,6.5
2017,data.Quebec,data.Total population,data.Females,data.25 to 29 years,24,5.2
2017,data.Quebec,data.Total population,data.Females,data.30 to 34 years,24,5.4
2017,data.Quebec,data.Total population,data.Females,data.35 to 39 years,24,4.1
2017,data.Quebec,data.Total population,data.Females,data.40 to 44 years,24,5.5
2017,data.Quebec,data.Total population,data.Females,data.45 to 49 years,24,5.7
2017,data.Quebec,data.Total population,data.Females,data.50 to 54 years,24,4.5
2017,data.Quebec,data.Total population,data.Females,data.55 to 59 years,24,3.9
2017,data.Quebec,data.Total population,data.Females,data.60 to 64 years,24,6.8
2017,data.Quebec,data.Total population,data.Females,data.65 years and over,24,6.8
2017,data.Quebec,data.Total population,data.Females,data.65 to 69 years,24,6.0
2017,data.Quebec,data.Total population,data.Females,data.70 years and over,24,
2017,data.Ontario,data.Total population,data.Both sexes,data.15 years and over,35,6.1
2017,data.Ontario,data.Total population,data.Both sexes,data.15 to 24 years,35,11.7
2017,data.Ontario,data.Total population,data.Both sexes,data.25 years and over,35,5.1
2017,data.Ontario,data.Total population,data.Both sexes,data.25 to 44 years,35,5.5
2017,data.Ontario,data.Total population,data.Both sexes,data.45 to 64 years,35,4.7
2017,data.Ontario,data.Total population,data.Both sexes,data.45 years and over,35,4.7
2017,data.Ontario,data.Total population,data.Both sexes,data.25 to 54 years,35,5.2
2017,data.Ontario,data.Total population,data.Both sexes,data.55 years and over,35,4.7
2017,data.Ontario,data.Total population,data.Both sexes,data.15 to 64 years,35,6.2
2017,data.Ontario,data.Total population,data.Both sexes,data.15 to 19 years,35,15.4
2017,data.Ontario,data.Total population,data.Both sexes,data.20 to 24 years,35,9.7
2017,data.Ontario,data.Total population,data.Both sexes,data.25 to 29 years,35,7.8
2017,data.Ontario,data.Total population,data.Both sexes,data.30 to 34 years,35,4.9
2017,data.Ontario,data.Total population,data.Both sexes,data.35 to 39 years,35,4.6
2017,data.Ontario,data.Total population,data.Both sexes,data.40 to 44 years,35,4.6
2017,data.Ontario,data.Total population,data.Both sexes,data.45 to 49 years,35,4.8
2017,data.Ontario,data.Total population,data.Both sexes,data.50 to 54 years,35,4.4
2017,data.Ontario,data.Total population,data.Both sexes,data.55 to 59 years,35,4.6
2017,data.Ontario,data.Total population,data.Both sexes,data.60 to 64 years,35,5.3
2017,data.Ontario,data.Total population,data.Both sexes,data.65 years and over,35,4.1
2017,data.Ontario,data.Total population,data.Both sexes,data.65 to 69 years,35,4.5
2017,data.Ontario,data.Total population,data.Both sexes,data.70 years and over,35,3.4
2017,data.Ontario,data.Total population,data.Males,data.15 years and over,35,6.3
2017,data.Ontario,data.Total population,data.Males,data.15 to 24 years,35,13.1
2017,data.Ontario,data.Total population,data.Males,data.25 years and over,35,5.1
2017,data.Ontario,data.Total population,data.Males,data.25 to 44 years,35,5.5
2017,data.Ontario,data.Total population,data.Males,data.45 to 64 years,35,4.8
2017,data.Ontario,data.Total population,data.Males,data.45 years and over,35,4.7
2017,data.Ontario,data.Total population,data.Males,data.25 to 54 years,35,5.2
2017,data.Ontario,data.Total population,data.Males,data.55 years and over,35,4.9
2017,data.Ontario,data.Total population,data.Males,data.15 to 64 years,35,6.4
2017,data.Ontario,data.Total population,data.Males,data.15 to 19 years,35,16.6
2017,data.Ontario,data.Total population,data.Males,data.20 to 24 years,35,11.2
2017,data.Ontario,data.Total population,data.Males,data.25 to 29 years,35,8.5
2017,data.Ontario,data.Total population,data.Males,data.30 to 34 years,35,5.1
2017,data.Ontario,data.Total population,data.Males,data.35 to 39 years,35,4.2
2017,data.Ontario,data.Total population,data.Males,data.40 to 44 years,35,4.1
2017,data.Ontario,data.Total population,data.Males,data.45 to 49 years,35,4.7
2017,data.Ontario,data.Total population,data.Males,data.50 to 54 years,35,4.4
2017,data.Ontario,data.Total population,data.Males,data.55 to 59 years,35,4.8
2017,data.Ontario,data.Total population,data.Males,data.60 to 64 years,35,5.7
2017,data.Ontario,data.Total population,data.Males,data.65 years and over,35,4.3
2017,data.Ontario,data.Total population,data.Males,data.65 to 69 years,35,4.7
2017,data.Ontario,data.Total population,data.Males,data.70 years and over,35,3.6
2017,data.Ontario,data.Total population,data.Females,data.15 years and over,35,5.8
2017,data.Ontario,data.Total population,data.Females,data.15 to 24 years,35,10.3
2017,data.Ontario,data.Total population,data.Females,data.25 years and over,35,5.0
2017,data.Ontario,data.Total population,data.Females,data.25 to 44 years,35,5.5
2017,data.Ontario,data.Total population,data.Females,data.45 to 64 years,35,4.6
2017,data.Ontario,data.Total population,data.Females,data.45 years and over,35,4.5
2017,data.Ontario,data.Total population,data.Females,data.25 to 54 years,35,5.2
2017,data.Ontario,data.Total population,data.Females,data.55 years and over,35,4.4
2017,data.Ontario,data.Total population,data.Females,data.15 to 64 years,35,5.9
2017,data.Ontario,data.Total population,data.Females,data.15 to 19 years,35,14.2
2017,data.Ontario,data.Total population,data.Females,data.20 to 24 years,35,8.0
2017,data.Ontario,data.Total population,data.Females,data.25 to 29 years,35,7.1
2017,data.Ontario,data.Total population,data.Females,data.30 to 34 years,35,4.8
2017,data.Ontario,data.Total population,data.Females,data.35 to 39 years,35,5.0
2017,data.Ontario,data.Total population,data.Females,data.40 to 44 years,35,5.1
2017,data.Ontario,data.Total population,data.Females,data.45 to 49 years,35,4.9
2017,data.Ontario,data.Total population,data.Females,data.50 to 54 years,35,4.4
2017,data.Ontario,data.Total population,data.Females,data.55 to 59 years,35,4.5
2017,data.Ontario,data.Total population,data.Females,data.60 to 64 years,35,4.8
2017,data.Ontario,data.Total population,data.Females,data.65 years and over,35,3.8
2017,data.Ontario,data.Total population,data.Females,data.65 to 69 years,35,4.0
2017,data.Ontario,data.Total population,data.Females,data.70 years and over,35,3.1
2017,data.Manitoba,data.Total population,data.Both sexes,data.15 years and over,46,5.4
2017,data.Manitoba,data.Total population,data.Both sexes,data.15 to 24 years,46,10.9
2017,data.Manitoba,data.Total population,data.Both sexes,data.25 years and over,46,4.3
2017,data.Manitoba,data.Total population,data.Both sexes,data.25 to 44 years,46,4.5
2017,data.Manitoba,data.Total population,data.Both sexes,data.45 to 64 years,46,4.1
2017,data.Manitoba,data.Total population,data.Both sexes,data.45 years and over,46,4.0
2017,data.Manitoba,data.Total population,data.Both sexes,data.25 to 54 years,46,4.4
2017,data.Manitoba,data.Total population,data.Both sexes,data.55 years and over,46,3.9
2017,data.Manitoba,data.Total population,data.Both sexes,data.15 to 64 years,46,5.5
2017,data.Manitoba,data.Total population,data.Both sexes,data.15 to 19 years,46,16.0
2017,data.Manitoba,data.Total population,data.Both sexes,data.20 to 24 years,46,8.0
2017,data.Manitoba,data.Total population,data.Both sexes,data.25 to 29 years,46,5.3
2017,data.Manitoba,data.Total population,data.Both sexes,data.30 to 34 years,46,5.1
2017,data.Manitoba,data.Total population,data.Both sexes,data.35 to 39 years,46,4.2
2017,data.Manitoba,data.Total population,data.Both sexes,data.40 to 44 years,46,3.4
2017,data.Manitoba,data.Total population,data.Both sexes,data.45 to 49 years,46,3.8
2017,data.Manitoba,data.Total population,data.Both sexes,data.50 to 54 years,46,4.2
2017,data.Manitoba,data.Total population,data.Both sexes,data.55 to 59 years,46,4.1
2017,data.Manitoba,data.Total population,data.Both sexes,data.60 to 64 years,46,4.4
2017,data.Manitoba,data.Total population,data.Both sexes,data.65 years and over,46,2.3
2017,data.Manitoba,data.Total population,data.Both sexes,data.65 to 69 years,46,3.2
2017,data.Manitoba,data.Total population,data.Both sexes,data.70 years and over,46,
2017,data.Manitoba,data.Total population,data.Males,data.15 years and over,46,5.7
2017,data.Manitoba,data.Total population,data.Males,data.15 to 24 years,46,12.1
2017,data.Manitoba,data.Total population,data.Males,data.25 years and over,46,4.4
2017,data.Manitoba,data.Total population,data.Males,data.25 to 44 years,46,4.8
2017,data.Manitoba,data.Total population,data.Males,data.45 to 64 years,46,4.2
2017,data.Manitoba,data.Total population,data.Males,data.45 years and over,46,4.0
2017,data.Manitoba,data.Total population,data.Males,data.25 to 54 years,46,4.6
2017,data.Manitoba,data.Total population,data.Males,data.55 years and over,46,3.8
2017,data.Manitoba,data.Total population,data.Males,data.15 to 64 years,46,5.8
2017,data.Manitoba,data.Total population,data.Males,data.15 to 19 years,46,18.1
2017,data.Manitoba,data.Total population,data.Males,data.20 to 24 years,46,8.8
2017,data.Manitoba,data.Total population,data.Males,data.25 to 29 years,46,5.8
2017,data.Manitoba,data.Total population,data.Males,data.30 to 34 years,46,5.6
2017,data.Manitoba,data.Total population,data.Males,data.35 to 39 years,46,4.5
2017,data.Manitoba,data.Total population,data.Males,data.40 to 44 years,46,3.2
2017,data.Manitoba,data.Total population,data.Males,data.45 to 49 years,46,3.7
2017,data.Manitoba,data.Total population,data.Males,data.50 to 54 years,46,4.7
2017,data.Manitoba,data.Total population,data.Males,data.55 to 59 years,46,4.0
2017,data.Manitoba,data.Total population,data.Males,data.60 to 64 years,46,4.6
2017,data.Manitoba,data.Total population,data.Males,data.65 years and over,46,
2017,data.Manitoba,data.Total population,data.Males,data.65 to 69 years,46,
2017,data.Manitoba,data.Total population,data.Males,data.70 years and over,46,
2017,data.Manitoba,data.Total population,data.Females,data.15 years and over,46,5.0
2017,data.Manitoba,data.Total population,data.Females,data.15 to 24 years,46,9.7
2017,data.Manitoba,data.Total population,data.Females,data.25 years and over,46,4.1
2017,data.Manitoba,data.Total population,data.Females,data.25 to 44 years,46,4.2
2017,data.Manitoba,data.Total population,data.Females,data.45 to 64 years,46,4.1
2017,data.Manitoba,data.Total population,data.Females,data.45 years and over,46,3.9
2017,data.Manitoba,data.Total population,data.Females,data.25 to 54 years,46,4.1
