Year,Geography,Product category,GeoCode,Value
2020,New Brunswick,Construction materials,13,0.92
2020,New Brunswick,Electrical and electronic equipment,13,0.93
2020,New Brunswick,Packaging,13,1.02
2020,New Brunswick,Agriculture film,13,1.03
2020,New Brunswick,Textiles,13,0.89
2020,New Brunswick,Vehicles,13,0.23
2020,New Brunswick,Other products,13,0.72
2020,Quebec,"Total, all product categories",24,0.82
2020,Quebec,Construction materials,24,0.93
2020,Quebec,Electrical and electronic equipment,24,0.95
2020,Quebec,Packaging,24,1.11
2020,Quebec,Agriculture film,24,1.06
2020,Quebec,Textiles,24,0.89
2020,Quebec,Vehicles,24,0.23
2020,Quebec,Other products,24,0.85
2020,Ontario,"Total, all product categories",35,0.85
2020,Ontario,Construction materials,35,0.97
2020,Ontario,Electrical and electronic equipment,35,0.96
2020,Ontario,Packaging,35,1.02
2020,Ontario,Agriculture film,35,1.07
2020,Ontario,Textiles,35,0.9
2020,Ontario,Vehicles,35,0.23
2020,Ontario,Other products,35,0.78
2020,Manitoba,"Total, all product categories",46,0.78
2020,Manitoba,Construction materials,46,0.91
2020,Manitoba,Electrical and electronic equipment,46,0.96
2020,Manitoba,Packaging,46,0.99
2020,Manitoba,Agriculture film,46,1.08
2020,Manitoba,Textiles,46,0.89
2020,Manitoba,Vehicles,46,0.23
2020,Manitoba,Other products,46,0.75
2020,Saskatchewan,"Total, all product categories",47,0.8
2020,Saskatchewan,Construction materials,47,0.9
2020,Saskatchewan,Electrical and electronic equipment,47,0.95
2020,Saskatchewan,Packaging,47,1.04
2020,Saskatchewan,Agriculture film,47,1.06
2020,Saskatchewan,Textiles,47,0.88
2020,Saskatchewan,Vehicles,47,0.23
2020,Saskatchewan,Other products,47,0.73
2020,Alberta,"Total, all product categories",48,0.8
2020,Alberta,Construction materials,48,0.93
2020,Alberta,Electrical and electronic equipment,48,0.96
2020,Alberta,Packaging,48,1.01
2020,Alberta,Agriculture film,48,1.07
2020,Alberta,Textiles,48,0.9
2020,Alberta,Vehicles,48,0.23
2020,Alberta,Other products,48,0.69
2020,British Columbia,"Total, all product categories",59,0.79
2020,British Columbia,Construction materials,59,0.92
2020,British Columbia,Electrical and electronic equipment,59,1.17
2020,British Columbia,Packaging,59,1.15
2020,British Columbia,Agriculture film,59,1.08
2020,British Columbia,Textiles,59,0.9
2020,British Columbia,Vehicles,59,0.23
2020,British Columbia,Other products,59,0.65
2020,Yukon,"Total, all product categories",60,4.68
2020,Yukon,Construction materials,60,0.9
2020,Yukon,Electrical and electronic equipment,60,1.02
2020,Yukon,Packaging,60,1.12
2020,Yukon,Agriculture film,60,0.0
2020,Yukon,Textiles,60,0.84
2020,Yukon,Vehicles,60,25.13
2020,Yukon,Other products,60,0.62
2020,Northwest Territories,"Total, all product categories",61,4.62
2020,Northwest Territories,Construction materials,61,0.94
2020,Northwest Territories,Electrical and electronic equipment,61,0.96
2020,Northwest Territories,Packaging,61,0.93
2020,Northwest Territories,Agriculture film,61,0.0
2020,Northwest Territories,Textiles,61,0.8
2020,Northwest Territories,Vehicles,61,25.18
2020,Northwest Territories,Other products,61,0.64
2020,Nunavut,"Total, all product categories",62,4.51
2020,Nunavut,Construction materials,62,0.97
2020,Nunavut,Electrical and electronic equipment,62,0.89
2020,Nunavut,Packaging,62,0.89
2020,Nunavut,Textiles,62,0.94
2020,Nunavut,Vehicles,62,25.18
2020,Nunavut,Other products,62,0.46
