Year,data.Geography,GeoCode,data.Economic family type,data.Household food security status,Value
2019,data.Atlantic provinces,,data.Elderly males not in an economic family,"data.Food insecure, severe",
2020,data.Atlantic provinces,,data.Elderly males not in an economic family,"data.Food insecure, severe",2.9
2018,data.Atlantic provinces,,data.Elderly females not in an economic family,data.Food secure,87.2
2019,data.Atlantic provinces,,data.Elderly females not in an economic family,data.Food secure,88.2
2020,data.Atlantic provinces,,data.Elderly females not in an economic family,data.Food secure,86.7
2018,data.Atlantic provinces,,data.Elderly females not in an economic family,"data.Food insecure, marginal",3.9
2019,data.Atlantic provinces,,data.Elderly females not in an economic family,"data.Food insecure, marginal",3.9
2020,data.Atlantic provinces,,data.Elderly females not in an economic family,"data.Food insecure, marginal",4.5
2018,data.Atlantic provinces,,data.Elderly females not in an economic family,"data.Food insecure, moderate or severe",9.0
2019,data.Atlantic provinces,,data.Elderly females not in an economic family,"data.Food insecure, moderate or severe",7.9
2020,data.Atlantic provinces,,data.Elderly females not in an economic family,"data.Food insecure, moderate or severe",8.8
2018,data.Atlantic provinces,,data.Elderly females not in an economic family,"data.Food insecure, moderate",5.7
2019,data.Atlantic provinces,,data.Elderly females not in an economic family,"data.Food insecure, moderate",6.4
2020,data.Atlantic provinces,,data.Elderly females not in an economic family,"data.Food insecure, moderate",5.7
2018,data.Atlantic provinces,,data.Elderly females not in an economic family,"data.Food insecure, severe",3.3
2019,data.Atlantic provinces,,data.Elderly females not in an economic family,"data.Food insecure, severe",
2020,data.Atlantic provinces,,data.Elderly females not in an economic family,"data.Food insecure, severe",3.1
2018,data.Atlantic provinces,,data.Non-elderly persons not in an economic family,data.Food secure,72.7
2019,data.Atlantic provinces,,data.Non-elderly persons not in an economic family,data.Food secure,70.1
2020,data.Atlantic provinces,,data.Non-elderly persons not in an economic family,data.Food secure,74.2
2018,data.Atlantic provinces,,data.Non-elderly persons not in an economic family,"data.Food insecure, marginal",6.2
2019,data.Atlantic provinces,,data.Non-elderly persons not in an economic family,"data.Food insecure, marginal",8.9
2020,data.Atlantic provinces,,data.Non-elderly persons not in an economic family,"data.Food insecure, marginal",4.4
2018,data.Atlantic provinces,,data.Non-elderly persons not in an economic family,"data.Food insecure, moderate or severe",21.1
2019,data.Atlantic provinces,,data.Non-elderly persons not in an economic family,"data.Food insecure, moderate or severe",21.0
2020,data.Atlantic provinces,,data.Non-elderly persons not in an economic family,"data.Food insecure, moderate or severe",21.3
2018,data.Atlantic provinces,,data.Non-elderly persons not in an economic family,"data.Food insecure, moderate",10.3
2019,data.Atlantic provinces,,data.Non-elderly persons not in an economic family,"data.Food insecure, moderate",9.5
2020,data.Atlantic provinces,,data.Non-elderly persons not in an economic family,"data.Food insecure, moderate",10.8
2018,data.Atlantic provinces,,data.Non-elderly persons not in an economic family,"data.Food insecure, severe",10.8
2019,data.Atlantic provinces,,data.Non-elderly persons not in an economic family,"data.Food insecure, severe",11.5
2020,data.Atlantic provinces,,data.Non-elderly persons not in an economic family,"data.Food insecure, severe",10.5
2018,data.Atlantic provinces,,data.Non-elderly males not in an economic family,data.Food secure,73.2
2019,data.Atlantic provinces,,data.Non-elderly males not in an economic family,data.Food secure,69.2
2020,data.Atlantic provinces,,data.Non-elderly males not in an economic family,data.Food secure,76.5
2018,data.Atlantic provinces,,data.Non-elderly males not in an economic family,"data.Food insecure, marginal",6.2
2019,data.Atlantic provinces,,data.Non-elderly males not in an economic family,"data.Food insecure, marginal",7.7
2020,data.Atlantic provinces,,data.Non-elderly males not in an economic family,"data.Food insecure, marginal",5.3
2018,data.Atlantic provinces,,data.Non-elderly males not in an economic family,"data.Food insecure, moderate or severe",20.6
2019,data.Atlantic provinces,,data.Non-elderly males not in an economic family,"data.Food insecure, moderate or severe",23.1
2020,data.Atlantic provinces,,data.Non-elderly males not in an economic family,"data.Food insecure, moderate or severe",18.2
2018,data.Atlantic provinces,,data.Non-elderly males not in an economic family,"data.Food insecure, moderate",10.2
2019,data.Atlantic provinces,,data.Non-elderly males not in an economic family,"data.Food insecure, moderate",11.1
2020,data.Atlantic provinces,,data.Non-elderly males not in an economic family,"data.Food insecure, moderate",9.2
2018,data.Atlantic provinces,,data.Non-elderly males not in an economic family,"data.Food insecure, severe",10.4
2019,data.Atlantic provinces,,data.Non-elderly males not in an economic family,"data.Food insecure, severe",12.0
2020,data.Atlantic provinces,,data.Non-elderly males not in an economic family,"data.Food insecure, severe",9.0
2018,data.Atlantic provinces,,data.Non-elderly females not in an economic family,data.Food secure,72.1
2019,data.Atlantic provinces,,data.Non-elderly females not in an economic family,data.Food secure,71.2
2020,data.Atlantic provinces,,data.Non-elderly females not in an economic family,data.Food secure,71.7
2018,data.Atlantic provinces,,data.Non-elderly females not in an economic family,"data.Food insecure, marginal",6.1
2019,data.Atlantic provinces,,data.Non-elderly females not in an economic family,"data.Food insecure, marginal",10.2
2020,data.Atlantic provinces,,data.Non-elderly females not in an economic family,"data.Food insecure, marginal",3.5
2018,data.Atlantic provinces,,data.Non-elderly females not in an economic family,"data.Food insecure, moderate or severe",21.8
2019,data.Atlantic provinces,,data.Non-elderly females not in an economic family,"data.Food insecure, moderate or severe",18.6
2020,data.Atlantic provinces,,data.Non-elderly females not in an economic family,"data.Food insecure, moderate or severe",24.8
2018,data.Atlantic provinces,,data.Non-elderly females not in an economic family,"data.Food insecure, moderate",10.5
2019,data.Atlantic provinces,,data.Non-elderly females not in an economic family,"data.Food insecure, moderate",7.7
2020,data.Atlantic provinces,,data.Non-elderly females not in an economic family,"data.Food insecure, moderate",12.7
2018,data.Atlantic provinces,,data.Non-elderly females not in an economic family,"data.Food insecure, severe",11.3
2019,data.Atlantic provinces,,data.Non-elderly females not in an economic family,"data.Food insecure, severe",10.9
2020,data.Atlantic provinces,,data.Non-elderly females not in an economic family,"data.Food insecure, severe",12.1
2018,data.Newfoundland and Labrador,,data.All persons,data.Food secure,81.1
2019,data.Newfoundland and Labrador,,data.All persons,data.Food secure,82.3
2020,data.Newfoundland and Labrador,,data.All persons,data.Food secure,82.5
2018,data.Newfoundland and Labrador,,data.All persons,"data.Food insecure, marginal",6.9
2019,data.Newfoundland and Labrador,,data.All persons,"data.Food insecure, marginal",5.6
2020,data.Newfoundland and Labrador,,data.All persons,"data.Food insecure, marginal",4.9
2018,data.Newfoundland and Labrador,10,data.All persons,"data.Food insecure, moderate or severe",12.0
2019,data.Newfoundland and Labrador,10,data.All persons,"data.Food insecure, moderate or severe",12.0
2020,data.Newfoundland and Labrador,10,data.All persons,"data.Food insecure, moderate or severe",12.6
2018,data.Newfoundland and Labrador,,data.All persons,"data.Food insecure, moderate",8.0
2019,data.Newfoundland and Labrador,,data.All persons,"data.Food insecure, moderate",9.0
2020,data.Newfoundland and Labrador,,data.All persons,"data.Food insecure, moderate",9.1
2018,data.Newfoundland and Labrador,,data.All persons,"data.Food insecure, severe",4.0
2019,data.Newfoundland and Labrador,,data.All persons,"data.Food insecure, severe",3.0
2020,data.Newfoundland and Labrador,,data.All persons,"data.Food insecure, severe",3.5
2018,data.Newfoundland and Labrador,,data.Persons in economic families,data.Food secure,81.8
2019,data.Newfoundland and Labrador,,data.Persons in economic families,data.Food secure,83.6
2020,data.Newfoundland and Labrador,,data.Persons in economic families,data.Food secure,83.5
2018,data.Newfoundland and Labrador,,data.Persons in economic families,"data.Food insecure, marginal",7.4
2019,data.Newfoundland and Labrador,,data.Persons in economic families,"data.Food insecure, marginal",5.4
2020,data.Newfoundland and Labrador,,data.Persons in economic families,"data.Food insecure, marginal",5.0
2018,data.Newfoundland and Labrador,,data.Persons in economic families,"data.Food insecure, moderate or severe",10.9
2019,data.Newfoundland and Labrador,,data.Persons in economic families,"data.Food insecure, moderate or severe",11.0
2020,data.Newfoundland and Labrador,,data.Persons in economic families,"data.Food insecure, moderate or severe",11.5
2018,data.Newfoundland and Labrador,,data.Persons in economic families,"data.Food insecure, moderate",7.3
2019,data.Newfoundland and Labrador,,data.Persons in economic families,"data.Food insecure, moderate",8.7
2020,data.Newfoundland and Labrador,,data.Persons in economic families,"data.Food insecure, moderate",8.9
2018,data.Newfoundland and Labrador,,data.Persons in economic families,"data.Food insecure, severe",3.6
2019,data.Newfoundland and Labrador,,data.Persons in economic families,"data.Food insecure, severe",2.3
2020,data.Newfoundland and Labrador,,data.Persons in economic families,"data.Food insecure, severe",2.6
2018,data.Newfoundland and Labrador,,data.Persons in elderly families,data.Food secure,90.3
2019,data.Newfoundland and Labrador,,data.Persons in elderly families,data.Food secure,92.5
2020,data.Newfoundland and Labrador,,data.Persons in elderly families,data.Food secure,90.3
2018,data.Newfoundland and Labrador,,data.Persons in elderly families,"data.Food insecure, marginal",3.3
2019,data.Newfoundland and Labrador,,data.Persons in elderly families,"data.Food insecure, marginal",4.6
2020,data.Newfoundland and Labrador,,data.Persons in elderly families,"data.Food insecure, marginal",5.0
2018,data.Newfoundland and Labrador,,data.Persons in elderly families,"data.Food insecure, moderate or severe",6.4
2019,data.Newfoundland and Labrador,,data.Persons in elderly families,"data.Food insecure, moderate or severe",2.9
2020,data.Newfoundland and Labrador,,data.Persons in elderly families,"data.Food insecure, moderate or severe",4.7
2018,data.Newfoundland and Labrador,,data.Persons in elderly families,"data.Food insecure, moderate",4.5
2019,data.Newfoundland and Labrador,,data.Persons in elderly families,"data.Food insecure, moderate",
2020,data.Newfoundland and Labrador,,data.Persons in elderly families,"data.Food insecure, moderate",4.4
2018,data.Newfoundland and Labrador,,data.Persons in elderly families,"data.Food insecure, severe",
2019,data.Newfoundland and Labrador,,data.Persons in elderly families,"data.Food insecure, severe",
2020,data.Newfoundland and Labrador,,data.Persons in elderly families,"data.Food insecure, severe",
2018,data.Newfoundland and Labrador,,data.Persons in elderly couples,data.Food secure,89.4
2019,data.Newfoundland and Labrador,,data.Persons in elderly couples,data.Food secure,92.4
2020,data.Newfoundland and Labrador,,data.Persons in elderly couples,data.Food secure,91.8
2018,data.Newfoundland and Labrador,,data.Persons in elderly couples,"data.Food insecure, marginal",4.2
2019,data.Newfoundland and Labrador,,data.Persons in elderly couples,"data.Food insecure, marginal",
2020,data.Newfoundland and Labrador,,data.Persons in elderly couples,"data.Food insecure, marginal",3.6
2018,data.Newfoundland and Labrador,,data.Persons in elderly couples,"data.Food insecure, moderate or severe",6.4
2019,data.Newfoundland and Labrador,,data.Persons in elderly couples,"data.Food insecure, moderate or severe",
2020,data.Newfoundland and Labrador,,data.Persons in elderly couples,"data.Food insecure, moderate or severe",4.6
2018,data.Newfoundland and Labrador,,data.Persons in elderly couples,"data.Food insecure, moderate",4.0
2019,data.Newfoundland and Labrador,,data.Persons in elderly couples,"data.Food insecure, moderate",
2020,data.Newfoundland and Labrador,,data.Persons in elderly couples,"data.Food insecure, moderate",
2018,data.Newfoundland and Labrador,,data.Persons in elderly couples,"data.Food insecure, severe",
2019,data.Newfoundland and Labrador,,data.Persons in elderly couples,"data.Food insecure, severe",
2020,data.Newfoundland and Labrador,,data.Persons in elderly couples,"data.Food insecure, severe",
2018,data.Newfoundland and Labrador,,data.Persons in other elderly families,data.Food secure,93.7
2019,data.Newfoundland and Labrador,,data.Persons in other elderly families,data.Food secure,93.0
2020,data.Newfoundland and Labrador,,data.Persons in other elderly families,data.Food secure,85.9
2018,data.Newfoundland and Labrador,,data.Persons in other elderly families,"data.Food insecure, marginal",
2019,data.Newfoundland and Labrador,,data.Persons in other elderly families,"data.Food insecure, marginal",
2020,data.Newfoundland and Labrador,,data.Persons in other elderly families,"data.Food insecure, marginal",
2018,data.Newfoundland and Labrador,,data.Persons in other elderly families,"data.Food insecure, moderate or severe",
2019,data.Newfoundland and Labrador,,data.Persons in other elderly families,"data.Food insecure, moderate or severe",
2020,data.Newfoundland and Labrador,,data.Persons in other elderly families,"data.Food insecure, moderate or severe",
2018,data.Newfoundland and Labrador,,data.Persons in other elderly families,"data.Food insecure, moderate",
2019,data.Newfoundland and Labrador,,data.Persons in other elderly families,"data.Food insecure, moderate",
2020,data.Newfoundland and Labrador,,data.Persons in other elderly families,"data.Food insecure, moderate",
2018,data.Newfoundland and Labrador,,data.Persons in other elderly families,"data.Food insecure, severe",
2019,data.Newfoundland and Labrador,,data.Persons in other elderly families,"data.Food insecure, severe",
2020,data.Newfoundland and Labrador,,data.Persons in other elderly families,"data.Food insecure, severe",
2018,data.Newfoundland and Labrador,,data.Persons in non-elderly families,data.Food secure,79.9
2019,data.Newfoundland and Labrador,,data.Persons in non-elderly families,data.Food secure,81.2
2020,data.Newfoundland and Labrador,,data.Persons in non-elderly families,data.Food secure,81.8
2018,data.Newfoundland and Labrador,,data.Persons in non-elderly families,"data.Food insecure, marginal",8.3
2019,data.Newfoundland and Labrador,,data.Persons in non-elderly families,"data.Food insecure, marginal",5.6
2020,data.Newfoundland and Labrador,,data.Persons in non-elderly families,"data.Food insecure, marginal",4.9
2018,data.Newfoundland and Labrador,,data.Persons in non-elderly families,"data.Food insecure, moderate or severe",11.9
2019,data.Newfoundland and Labrador,,data.Persons in non-elderly families,"data.Food insecure, moderate or severe",13.1
2020,data.Newfoundland and Labrador,,data.Persons in non-elderly families,"data.Food insecure, moderate or severe",13.2
2018,data.Newfoundland and Labrador,,data.Persons in non-elderly families,"data.Food insecure, moderate",7.9
2019,data.Newfoundland and Labrador,,data.Persons in non-elderly families,"data.Food insecure, moderate",10.4
2020,data.Newfoundland and Labrador,,data.Persons in non-elderly families,"data.Food insecure, moderate",10.1
2018,data.Newfoundland and Labrador,,data.Persons in non-elderly families,"data.Food insecure, severe",3.9
2019,data.Newfoundland and Labrador,,data.Persons in non-elderly families,"data.Food insecure, severe",2.7
2020,data.Newfoundland and Labrador,,data.Persons in non-elderly families,"data.Food insecure, severe",3.2
2018,data.Newfoundland and Labrador,,data.Persons in couples,data.Food secure,88.9
2019,data.Newfoundland and Labrador,,data.Persons in couples,data.Food secure,89.9
2020,data.Newfoundland and Labrador,,data.Persons in couples,data.Food secure,92.5
2018,data.Newfoundland and Labrador,,data.Persons in couples,"data.Food insecure, marginal",
2019,data.Newfoundland and Labrador,,data.Persons in couples,"data.Food insecure, marginal",
2020,data.Newfoundland and Labrador,,data.Persons in couples,"data.Food insecure, marginal",3.7
2018,data.Newfoundland and Labrador,,data.Persons in couples,"data.Food insecure, moderate or severe",8.1
2019,data.Newfoundland and Labrador,,data.Persons in couples,"data.Food insecure, moderate or severe",7.1
2020,data.Newfoundland and Labrador,,data.Persons in couples,"data.Food insecure, moderate or severe",3.8
2018,data.Newfoundland and Labrador,,data.Persons in couples,"data.Food insecure, moderate",5.0
2019,data.Newfoundland and Labrador,,data.Persons in couples,"data.Food insecure, moderate",6.0
2020,data.Newfoundland and Labrador,,data.Persons in couples,"data.Food insecure, moderate",
2018,data.Newfoundland and Labrador,,data.Persons in couples,"data.Food insecure, severe",
2019,data.Newfoundland and Labrador,,data.Persons in couples,"data.Food insecure, severe",
2020,data.Newfoundland and Labrador,,data.Persons in couples,"data.Food insecure, severe",
2018,data.Newfoundland and Labrador,,data.Persons in couple families with children,data.Food secure,80.2
2019,data.Newfoundland and Labrador,,data.Persons in couple families with children,data.Food secure,78.8
2020,data.Newfoundland and Labrador,,data.Persons in couple families with children,data.Food secure,77.9
2018,data.Newfoundland and Labrador,,data.Persons in couple families with children,"data.Food insecure, marginal",10.9
2019,data.Newfoundland and Labrador,,data.Persons in couple families with children,"data.Food insecure, marginal",6.1
2020,data.Newfoundland and Labrador,,data.Persons in couple families with children,"data.Food insecure, marginal",5.8
2018,data.Newfoundland and Labrador,,data.Persons in couple families with children,"data.Food insecure, moderate or severe",8.8
2019,data.Newfoundland and Labrador,,data.Persons in couple families with children,"data.Food insecure, moderate or severe",15.1
2020,data.Newfoundland and Labrador,,data.Persons in couple families with children,"data.Food insecure, moderate or severe",16.4
2018,data.Newfoundland and Labrador,,data.Persons in couple families with children,"data.Food insecure, moderate",5.8
2019,data.Newfoundland and Labrador,,data.Persons in couple families with children,"data.Food insecure, moderate",13.4
2020,data.Newfoundland and Labrador,,data.Persons in couple families with children,"data.Food insecure, moderate",13.7
2018,data.Newfoundland and Labrador,,data.Persons in couple families with children,"data.Food insecure, severe",
2019,data.Newfoundland and Labrador,,data.Persons in couple families with children,"data.Food insecure, severe",
2020,data.Newfoundland and Labrador,,data.Persons in couple families with children,"data.Food insecure, severe",
2018,data.Newfoundland and Labrador,,data.Persons in couple families with other relatives,data.Food secure,89.1
2019,data.Newfoundland and Labrador,,data.Persons in couple families with other relatives,data.Food secure,89.6
2020,data.Newfoundland and Labrador,,data.Persons in couple families with other relatives,data.Food secure,92.3
2018,data.Newfoundland and Labrador,,data.Persons in couple families with other relatives,"data.Food insecure, marginal",
2019,data.Newfoundland and Labrador,,data.Persons in couple families with other relatives,"data.Food insecure, marginal",
2020,data.Newfoundland and Labrador,,data.Persons in couple families with other relatives,"data.Food insecure, marginal",
2018,data.Newfoundland and Labrador,,data.Persons in couple families with other relatives,"data.Food insecure, moderate or severe",
2019,data.Newfoundland and Labrador,,data.Persons in couple families with other relatives,"data.Food insecure, moderate or severe",
2020,data.Newfoundland and Labrador,,data.Persons in couple families with other relatives,"data.Food insecure, moderate or severe",
2018,data.Newfoundland and Labrador,,data.Persons in couple families with other relatives,"data.Food insecure, moderate",
2019,data.Newfoundland and Labrador,,data.Persons in couple families with other relatives,"data.Food insecure, moderate",
2020,data.Newfoundland and Labrador,,data.Persons in couple families with other relatives,"data.Food insecure, moderate",
2018,data.Newfoundland and Labrador,,data.Persons in couple families with other relatives,"data.Food insecure, severe",
2019,data.Newfoundland and Labrador,,data.Persons in couple families with other relatives,"data.Food insecure, severe",
2020,data.Newfoundland and Labrador,,data.Persons in couple families with other relatives,"data.Food insecure, severe",
2018,data.Newfoundland and Labrador,,data.Persons in lone-parent families,data.Food secure,52.7
2019,data.Newfoundland and Labrador,,data.Persons in lone-parent families,data.Food secure,51.7
2020,data.Newfoundland and Labrador,,data.Persons in lone-parent families,data.Food secure,51.8
2018,data.Newfoundland and Labrador,,data.Persons in lone-parent families,"data.Food insecure, marginal",
2019,data.Newfoundland and Labrador,,data.Persons in lone-parent families,"data.Food insecure, marginal",
2020,data.Newfoundland and Labrador,,data.Persons in lone-parent families,"data.Food insecure, marginal",
2018,data.Newfoundland and Labrador,,data.Persons in lone-parent families,"data.Food insecure, moderate or severe",37.5
2019,data.Newfoundland and Labrador,,data.Persons in lone-parent families,"data.Food insecure, moderate or severe",33.0
2020,data.Newfoundland and Labrador,,data.Persons in lone-parent families,"data.Food insecure, moderate or severe",35.1
2018,data.Newfoundland and Labrador,,data.Persons in lone-parent families,"data.Food insecure, moderate",26.0
2019,data.Newfoundland and Labrador,,data.Persons in lone-parent families,"data.Food insecure, moderate",
2020,data.Newfoundland and Labrador,,data.Persons in lone-parent families,"data.Food insecure, moderate",19.6
2018,data.Newfoundland and Labrador,,data.Persons in lone-parent families,"data.Food insecure, severe",
2019,data.Newfoundland and Labrador,,data.Persons in lone-parent families,"data.Food insecure, severe",
2020,data.Newfoundland and Labrador,,data.Persons in lone-parent families,"data.Food insecure, severe",15.5
2018,data.Newfoundland and Labrador,,data.Persons in male lone-parent families,data.Food secure,
2019,data.Newfoundland and Labrador,,data.Persons in male lone-parent families,data.Food secure,
2020,data.Newfoundland and Labrador,,data.Persons in male lone-parent families,data.Food secure,81.5
2018,data.Newfoundland and Labrador,,data.Persons in male lone-parent families,"data.Food insecure, marginal",
2019,data.Newfoundland and Labrador,,data.Persons in male lone-parent families,"data.Food insecure, marginal",
2020,data.Newfoundland and Labrador,,data.Persons in male lone-parent families,"data.Food insecure, marginal",
2018,data.Newfoundland and Labrador,,data.Persons in male lone-parent families,"data.Food insecure, moderate or severe",
2019,data.Newfoundland and Labrador,,data.Persons in male lone-parent families,"data.Food insecure, moderate or severe",
2020,data.Newfoundland and Labrador,,data.Persons in male lone-parent families,"data.Food insecure, moderate or severe",
2018,data.Newfoundland and Labrador,,data.Persons in male lone-parent families,"data.Food insecure, moderate",
2019,data.Newfoundland and Labrador,,data.Persons in male lone-parent families,"data.Food insecure, moderate",
2020,data.Newfoundland and Labrador,,data.Persons in male lone-parent families,"data.Food insecure, moderate",
2018,data.Newfoundland and Labrador,,data.Persons in male lone-parent families,"data.Food insecure, severe",
2019,data.Newfoundland and Labrador,,data.Persons in male lone-parent families,"data.Food insecure, severe",
2020,data.Newfoundland and Labrador,,data.Persons in male lone-parent families,"data.Food insecure, severe",
2018,data.Newfoundland and Labrador,,data.Persons in female lone-parent families,data.Food secure,52.5
2019,data.Newfoundland and Labrador,,data.Persons in female lone-parent families,data.Food secure,47.4
2020,data.Newfoundland and Labrador,,data.Persons in female lone-parent families,data.Food secure,45.8
2018,data.Newfoundland and Labrador,,data.Persons in female lone-parent families,"data.Food insecure, marginal",
2019,data.Newfoundland and Labrador,,data.Persons in female lone-parent families,"data.Food insecure, marginal",
2020,data.Newfoundland and Labrador,,data.Persons in female lone-parent families,"data.Food insecure, marginal",
2018,data.Newfoundland and Labrador,,data.Persons in female lone-parent families,"data.Food insecure, moderate or severe",36.1
2019,data.Newfoundland and Labrador,,data.Persons in female lone-parent families,"data.Food insecure, moderate or severe",39.7
2020,data.Newfoundland and Labrador,,data.Persons in female lone-parent families,"data.Food insecure, moderate or severe",39.2
2018,data.Newfoundland and Labrador,,data.Persons in female lone-parent families,"data.Food insecure, moderate",22.6
2019,data.Newfoundland and Labrador,,data.Persons in female lone-parent families,"data.Food insecure, moderate",
2020,data.Newfoundland and Labrador,,data.Persons in female lone-parent families,"data.Food insecure, moderate",20.6
2018,data.Newfoundland and Labrador,,data.Persons in female lone-parent families,"data.Food insecure, severe",
2019,data.Newfoundland and Labrador,,data.Persons in female lone-parent families,"data.Food insecure, severe",
2020,data.Newfoundland and Labrador,,data.Persons in female lone-parent families,"data.Food insecure, severe",18.6
2018,data.Newfoundland and Labrador,,data.Persons in other non-elderly families,data.Food secure,70.7
2019,data.Newfoundland and Labrador,,data.Persons in other non-elderly families,data.Food secure,79.1
2020,data.Newfoundland and Labrador,,data.Persons in other non-elderly families,data.Food secure,83.0
2018,data.Newfoundland and Labrador,,data.Persons in other non-elderly families,"data.Food insecure, marginal",10.8
2019,data.Newfoundland and Labrador,,data.Persons in other non-elderly families,"data.Food insecure, marginal",
2020,data.Newfoundland and Labrador,,data.Persons in other non-elderly families,"data.Food insecure, marginal",
2018,data.Newfoundland and Labrador,,data.Persons in other non-elderly families,"data.Food insecure, moderate or severe",18.5
2019,data.Newfoundland and Labrador,,data.Persons in other non-elderly families,"data.Food insecure, moderate or severe",
2020,data.Newfoundland and Labrador,,data.Persons in other non-elderly families,"data.Food insecure, moderate or severe",14.6
2018,data.Newfoundland and Labrador,,data.Persons in other non-elderly families,"data.Food insecure, moderate",10.6
2019,data.Newfoundland and Labrador,,data.Persons in other non-elderly families,"data.Food insecure, moderate",
2020,data.Newfoundland and Labrador,,data.Persons in other non-elderly families,"data.Food insecure, moderate",
2018,data.Newfoundland and Labrador,,data.Persons in other non-elderly families,"data.Food insecure, severe",
2019,data.Newfoundland and Labrador,,data.Persons in other non-elderly families,"data.Food insecure, severe",
2020,data.Newfoundland and Labrador,,data.Persons in other non-elderly families,"data.Food insecure, severe",
2018,data.Newfoundland and Labrador,,data.Persons not in an economic family,data.Food secure,77.1
2019,data.Newfoundland and Labrador,,data.Persons not in an economic family,data.Food secure,75.1
2020,data.Newfoundland and Labrador,,data.Persons not in an economic family,data.Food secure,77.2
2018,data.Newfoundland and Labrador,,data.Persons not in an economic family,"data.Food insecure, marginal",4.3
2019,data.Newfoundland and Labrador,,data.Persons not in an economic family,"data.Food insecure, marginal",7.0
2020,data.Newfoundland and Labrador,,data.Persons not in an economic family,"data.Food insecure, marginal",4.6
2018,data.Newfoundland and Labrador,,data.Persons not in an economic family,"data.Food insecure, moderate or severe",18.6
2019,data.Newfoundland and Labrador,,data.Persons not in an economic family,"data.Food insecure, moderate or severe",17.9
2020,data.Newfoundland and Labrador,,data.Persons not in an economic family,"data.Food insecure, moderate or severe",18.2
2018,data.Newfoundland and Labrador,,data.Persons not in an economic family,"data.Food insecure, moderate",11.8
2019,data.Newfoundland and Labrador,,data.Persons not in an economic family,"data.Food insecure, moderate",10.8
2020,data.Newfoundland and Labrador,,data.Persons not in an economic family,"data.Food insecure, moderate",10.0
2018,data.Newfoundland and Labrador,,data.Persons not in an economic family,"data.Food insecure, severe",6.8
2019,data.Newfoundland and Labrador,,data.Persons not in an economic family,"data.Food insecure, severe",7.1
2020,data.Newfoundland and Labrador,,data.Persons not in an economic family,"data.Food insecure, severe",8.2
2018,data.Newfoundland and Labrador,,data.Elderly persons not in an economic family,data.Food secure,82.9
2019,data.Newfoundland and Labrador,,data.Elderly persons not in an economic family,data.Food secure,88.0
2020,data.Newfoundland and Labrador,,data.Elderly persons not in an economic family,data.Food secure,84.9
2018,data.Newfoundland and Labrador,,data.Elderly persons not in an economic family,"data.Food insecure, marginal",4.8
2019,data.Newfoundland and Labrador,,data.Elderly persons not in an economic family,"data.Food insecure, marginal",
2020,data.Newfoundland and Labrador,,data.Elderly persons not in an economic family,"data.Food insecure, marginal",
2018,data.Newfoundland and Labrador,,data.Elderly persons not in an economic family,"data.Food insecure, moderate or severe",12.3
2019,data.Newfoundland and Labrador,,data.Elderly persons not in an economic family,"data.Food insecure, moderate or severe",6.0
2020,data.Newfoundland and Labrador,,data.Elderly persons not in an economic family,"data.Food insecure, moderate or severe",11.1
2018,data.Newfoundland and Labrador,,data.Elderly persons not in an economic family,"data.Food insecure, moderate",9.7
2019,data.Newfoundland and Labrador,,data.Elderly persons not in an economic family,"data.Food insecure, moderate",6.0
2020,data.Newfoundland and Labrador,,data.Elderly persons not in an economic family,"data.Food insecure, moderate",5.5
2018,data.Newfoundland and Labrador,,data.Elderly persons not in an economic family,"data.Food insecure, severe",
2019,data.Newfoundland and Labrador,,data.Elderly persons not in an economic family,"data.Food insecure, severe",
2020,data.Newfoundland and Labrador,,data.Elderly persons not in an economic family,"data.Food insecure, severe",
2018,data.Newfoundland and Labrador,,data.Elderly males not in an economic family,data.Food secure,77.7
2019,data.Newfoundland and Labrador,,data.Elderly males not in an economic family,data.Food secure,91.9
2020,data.Newfoundland and Labrador,,data.Elderly males not in an economic family,data.Food secure,88.0
2018,data.Newfoundland and Labrador,,data.Elderly males not in an economic family,"data.Food insecure, marginal",
2019,data.Newfoundland and Labrador,,data.Elderly males not in an economic family,"data.Food insecure, marginal",
2020,data.Newfoundland and Labrador,,data.Elderly males not in an economic family,"data.Food insecure, marginal",
2018,data.Newfoundland and Labrador,,data.Elderly males not in an economic family,"data.Food insecure, moderate or severe",14.3
2019,data.Newfoundland and Labrador,,data.Elderly males not in an economic family,"data.Food insecure, moderate or severe",
2020,data.Newfoundland and Labrador,,data.Elderly males not in an economic family,"data.Food insecure, moderate or severe",
2018,data.Newfoundland and Labrador,,data.Elderly males not in an economic family,"data.Food insecure, moderate",
2019,data.Newfoundland and Labrador,,data.Elderly males not in an economic family,"data.Food insecure, moderate",
2020,data.Newfoundland and Labrador,,data.Elderly males not in an economic family,"data.Food insecure, moderate",
2018,data.Newfoundland and Labrador,,data.Elderly males not in an economic family,"data.Food insecure, severe",
2019,data.Newfoundland and Labrador,,data.Elderly males not in an economic family,"data.Food insecure, severe",
2020,data.Newfoundland and Labrador,,data.Elderly males not in an economic family,"data.Food insecure, severe",
2018,data.Newfoundland and Labrador,,data.Elderly females not in an economic family,data.Food secure,86.0
2019,data.Newfoundland and Labrador,,data.Elderly females not in an economic family,data.Food secure,86.1
2020,data.Newfoundland and Labrador,,data.Elderly females not in an economic family,data.Food secure,83.2
2018,data.Newfoundland and Labrador,,data.Elderly females not in an economic family,"data.Food insecure, marginal",
