Year,Geography,Economic family type,GeoCode,Value
2016,"Toronto, Ontario",Elderly couples,,64800.0
2016,"Toronto, Ontario",Other elderly families,,72400.0
2016,"Toronto, Ontario",Non-elderly families,,106200.0
2016,"Toronto, Ontario",Couples,,97700.0
2016,"Toronto, Ontario",Couples with children,,108500.0
2016,"Toronto, Ontario",Couples with other relatives,,136600.0
2016,"Toronto, Ontario",Lone-parent families,,44600.0
2016,"Toronto, Ontario",Male lone-parent families,,
2016,"Toronto, Ontario",Female lone-parent families,,44600.0
2016,"Toronto, Ontario",Other non-elderly families,,102200.0
2016,"Toronto, Ontario",Persons not in an economic family,,34100.0
2016,"Toronto, Ontario",Elderly persons not in an economic family,,32400.0
2016,"Toronto, Ontario",Elderly males not in an economic family,,30800.0
2016,"Toronto, Ontario",Elderly females not in an economic family,,33700.0
2016,"Toronto, Ontario",Non-elderly persons not in an economic family,,34700.0
2016,"Toronto, Ontario",Non-elderly males not in an economic family,,37400.0
2016,"Toronto, Ontario",Non-elderly females not in an economic family,,31300.0
2016,"Winnipeg, Manitoba",Economic families and persons not in an economic family,,67400.0
2016,"Winnipeg, Manitoba",Economic families,,91100.0
2016,"Winnipeg, Manitoba",Elderly families,,78400.0
2016,"Winnipeg, Manitoba",Elderly couples,,77200.0
2016,"Winnipeg, Manitoba",Other elderly families,,84200.0
2016,"Winnipeg, Manitoba",Non-elderly families,,94500.0
2016,"Winnipeg, Manitoba",Couples,,83500.0
2016,"Winnipeg, Manitoba",Couples with children,,104700.0
2016,"Winnipeg, Manitoba",Couples with other relatives,,137500.0
2016,"Winnipeg, Manitoba",Lone-parent families,,51600.0
2016,"Winnipeg, Manitoba",Male lone-parent families,,
2016,"Winnipeg, Manitoba",Female lone-parent families,,47100.0
2016,"Winnipeg, Manitoba",Other non-elderly families,,77400.0
2016,"Winnipeg, Manitoba",Persons not in an economic family,,37100.0
2016,"Winnipeg, Manitoba",Elderly persons not in an economic family,,39100.0
2016,"Winnipeg, Manitoba",Elderly males not in an economic family,,43300.0
2016,"Winnipeg, Manitoba",Elderly females not in an economic family,,35700.0
2016,"Winnipeg, Manitoba",Non-elderly persons not in an economic family,,36500.0
2016,"Winnipeg, Manitoba",Non-elderly males not in an economic family,,35100.0
2016,"Winnipeg, Manitoba",Non-elderly females not in an economic family,,38500.0
2016,"Calgary, Alberta",Economic families and persons not in an economic family,,80000.0
2016,"Calgary, Alberta",Economic families,,106800.0
2016,"Calgary, Alberta",Elderly families,,91300.0
2016,"Calgary, Alberta",Elderly couples,,91900.0
2016,"Calgary, Alberta",Other elderly families,,
2016,"Calgary, Alberta",Non-elderly families,,107800.0
2016,"Calgary, Alberta",Couples,,89000.0
2016,"Calgary, Alberta",Couples with children,,109600.0
2016,"Calgary, Alberta",Couples with other relatives,,172500.0
2016,"Calgary, Alberta",Lone-parent families,,82000.0
2016,"Calgary, Alberta",Male lone-parent families,,
2016,"Calgary, Alberta",Female lone-parent families,,
2016,"Calgary, Alberta",Other non-elderly families,,117200.0
2016,"Calgary, Alberta",Persons not in an economic family,,43200.0
2016,"Calgary, Alberta",Elderly persons not in an economic family,,29700.0
2016,"Calgary, Alberta",Elderly males not in an economic family,,
2016,"Calgary, Alberta",Elderly females not in an economic family,,34500.0
2016,"Calgary, Alberta",Non-elderly persons not in an economic family,,51400.0
2016,"Calgary, Alberta",Non-elderly males not in an economic family,,52400.0
2016,"Calgary, Alberta",Non-elderly females not in an economic family,,46000.0
2016,"Edmonton, Alberta",Economic families and persons not in an economic family,,97900.0
2016,"Edmonton, Alberta",Economic families,,122700.0
2016,"Edmonton, Alberta",Elderly families,,89000.0
2016,"Edmonton, Alberta",Elderly couples,,83100.0
2016,"Edmonton, Alberta",Other elderly families,,
2016,"Edmonton, Alberta",Non-elderly families,,128300.0
2016,"Edmonton, Alberta",Couples,,108000.0
2016,"Edmonton, Alberta",Couples with children,,135400.0
2016,"Edmonton, Alberta",Couples with other relatives,,167300.0
2016,"Edmonton, Alberta",Lone-parent families,,83200.0
2016,"Edmonton, Alberta",Male lone-parent families,,
2016,"Edmonton, Alberta",Female lone-parent families,,85200.0
2016,"Edmonton, Alberta",Other non-elderly families,,120600.0
2016,"Edmonton, Alberta",Persons not in an economic family,,44900.0
2016,"Edmonton, Alberta",Elderly persons not in an economic family,,34900.0
2016,"Edmonton, Alberta",Elderly males not in an economic family,,
2016,"Edmonton, Alberta",Elderly females not in an economic family,,35000.0
2016,"Edmonton, Alberta",Non-elderly persons not in an economic family,,47900.0
2016,"Edmonton, Alberta",Non-elderly males not in an economic family,,51600.0
2016,"Edmonton, Alberta",Non-elderly females not in an economic family,,44800.0
2016,"Vancouver, British Columbia",Economic families and persons not in an economic family,,75200.0
2016,"Vancouver, British Columbia",Economic families,,100900.0
2016,"Vancouver, British Columbia",Elderly families,,86500.0
2016,"Vancouver, British Columbia",Elderly couples,,88500.0
2016,"Vancouver, British Columbia",Other elderly families,,
2016,"Vancouver, British Columbia",Non-elderly families,,105100.0
2016,"Vancouver, British Columbia",Couples,,93800.0
2016,"Vancouver, British Columbia",Couples with children,,115000.0
2016,"Vancouver, British Columbia",Couples with other relatives,,142800.0
2016,"Vancouver, British Columbia",Lone-parent families,,38800.0
2016,"Vancouver, British Columbia",Male lone-parent families,,
2016,"Vancouver, British Columbia",Female lone-parent families,,38800.0
2016,"Vancouver, British Columbia",Other non-elderly families,,85600.0
2016,"Vancouver, British Columbia",Persons not in an economic family,,38000.0
2016,"Vancouver, British Columbia",Elderly persons not in an economic family,,32500.0
2016,"Vancouver, British Columbia",Elderly males not in an economic family,,45700.0
2016,"Vancouver, British Columbia",Elderly females not in an economic family,,29800.0
2016,"Vancouver, British Columbia",Non-elderly persons not in an economic family,,39000.0
2016,"Vancouver, British Columbia",Non-elderly males not in an economic family,,42700.0
2016,"Vancouver, British Columbia",Non-elderly females not in an economic family,,36300.0
2017,Canada,Economic families,,94600.0
2017,Canada,Elderly families,,70900.0
2017,Canada,Elderly couples,,69000.0
2017,Canada,Other elderly families,,78000.0
2017,Canada,Non-elderly families,,101400.0
2017,Canada,Couples,,91700.0
2017,Canada,Couples with children,,112900.0
2017,Canada,Couples with other relatives,,140100.0
2017,Canada,Lone-parent families,,58200.0
2017,Canada,Male lone-parent families,,72600.0
2017,Canada,Female lone-parent families,,55300.0
2017,Canada,Other non-elderly families,,83100.0
2017,Canada,Persons not in an economic family,,34800.0
2017,Canada,Elderly persons not in an economic family,,31800.0
2017,Canada,Elderly males not in an economic family,,33500.0
2017,Canada,Elderly females not in an economic family,,31000.0
2017,Canada,Non-elderly persons not in an economic family,,36500.0
2017,Canada,Non-elderly males not in an economic family,,38400.0
2017,Canada,Non-elderly females not in an economic family,,34600.0
2017,Atlantic provinces,Economic families and persons not in an economic family,,59400.0
2017,Atlantic provinces,Economic families,,81100.0
2017,Atlantic provinces,Elderly families,,61700.0
2017,Atlantic provinces,Elderly couples,,61500.0
2017,Atlantic provinces,Other elderly families,,62600.0
2017,Atlantic provinces,Non-elderly families,,88800.0
2017,Atlantic provinces,Couples,,81500.0
2017,Atlantic provinces,Couples with children,,107500.0
2017,Atlantic provinces,Couples with other relatives,,122000.0
2017,Atlantic provinces,Lone-parent families,,52700.0
2017,Atlantic provinces,Male lone-parent families,,69600.0
2017,Atlantic provinces,Female lone-parent families,,50000.0
2017,Atlantic provinces,Other non-elderly families,,71600.0
2017,Atlantic provinces,Persons not in an economic family,,30900.0
2017,Atlantic provinces,Elderly persons not in an economic family,,29900.0
2017,Atlantic provinces,Elderly males not in an economic family,,31100.0
2017,Atlantic provinces,Elderly females not in an economic family,,29200.0
2017,Atlantic provinces,Non-elderly persons not in an economic family,,31900.0
2017,Atlantic provinces,Non-elderly males not in an economic family,,34400.0
2017,Atlantic provinces,Non-elderly females not in an economic family,,28200.0
2017,Newfoundland and Labrador,Economic families and persons not in an economic family,10,62800.0
2017,Newfoundland and Labrador,Economic families,10,83100.0
2017,Newfoundland and Labrador,Elderly families,10,57000.0
2017,Newfoundland and Labrador,Elderly couples,10,55900.0
2017,Newfoundland and Labrador,Other elderly families,10,61700.0
2017,Newfoundland and Labrador,Non-elderly families,10,93200.0
2017,Newfoundland and Labrador,Couples,10,83100.0
2017,Newfoundland and Labrador,Couples with children,10,120500.0
2017,Newfoundland and Labrador,Couples with other relatives,10,136600.0
2017,Newfoundland and Labrador,Lone-parent families,10,46600.0
2017,Newfoundland and Labrador,Male lone-parent families,10,
2017,Newfoundland and Labrador,Female lone-parent families,10,44000.0
2017,Newfoundland and Labrador,Other non-elderly families,10,74800.0
2017,Newfoundland and Labrador,Persons not in an economic family,10,28100.0
2017,Newfoundland and Labrador,Elderly persons not in an economic family,10,28400.0
2017,Newfoundland and Labrador,Elderly males not in an economic family,10,29100.0
2017,Newfoundland and Labrador,Elderly females not in an economic family,10,27900.0
2017,Newfoundland and Labrador,Non-elderly persons not in an economic family,10,27800.0
2017,Newfoundland and Labrador,Non-elderly males not in an economic family,10,30700.0
2017,Newfoundland and Labrador,Non-elderly females not in an economic family,10,21700.0
2017,Prince Edward Island,Economic families and persons not in an economic family,11,57700.0
2017,Prince Edward Island,Economic families,11,80100.0
2017,Prince Edward Island,Elderly families,11,71000.0
2017,Prince Edward Island,Elderly couples,11,67100.0
2017,Prince Edward Island,Other elderly families,11,
2017,Prince Edward Island,Non-elderly families,11,84900.0
2017,Prince Edward Island,Couples,11,74400.0
2017,Prince Edward Island,Couples with children,11,95200.0
2017,Prince Edward Island,Couples with other relatives,11,138100.0
2017,Prince Edward Island,Lone-parent families,11,53200.0
2017,Prince Edward Island,Male lone-parent families,11,
2017,Prince Edward Island,Female lone-parent families,11,50400.0
2017,Prince Edward Island,Other non-elderly families,11,68300.0
2017,Prince Edward Island,Persons not in an economic family,11,29100.0
2017,Prince Edward Island,Elderly persons not in an economic family,11,28100.0
2017,Prince Edward Island,Elderly males not in an economic family,11,24000.0
2017,Prince Edward Island,Elderly females not in an economic family,11,29600.0
2017,Prince Edward Island,Non-elderly persons not in an economic family,11,29600.0
2017,Prince Edward Island,Non-elderly males not in an economic family,11,31400.0
2017,Prince Edward Island,Non-elderly females not in an economic family,11,29500.0
2017,Nova Scotia,Economic families and persons not in an economic family,12,58100.0
2017,Nova Scotia,Economic families,12,81200.0
2017,Nova Scotia,Elderly families,12,64600.0
2017,Nova Scotia,Elderly couples,12,64200.0
2017,Nova Scotia,Other elderly families,12,67000.0
2017,Nova Scotia,Non-elderly families,12,88500.0
2017,Nova Scotia,Couples,12,83900.0
2017,Nova Scotia,Couples with children,12,104800.0
2017,Nova Scotia,Couples with other relatives,12,115500.0
2017,Nova Scotia,Lone-parent families,12,55800.0
2017,Nova Scotia,Male lone-parent families,12,76700.0
2017,Nova Scotia,Female lone-parent families,12,53200.0
2017,Nova Scotia,Other non-elderly families,12,69800.0
2017,Nova Scotia,Persons not in an economic family,12,32400.0
2017,Nova Scotia,Elderly persons not in an economic family,12,32600.0
2017,Nova Scotia,Elderly males not in an economic family,12,31400.0
2017,Nova Scotia,Elderly females not in an economic family,12,32900.0
2017,Nova Scotia,Non-elderly persons not in an economic family,12,32400.0
2017,Nova Scotia,Non-elderly males not in an economic family,12,35000.0
2017,Nova Scotia,Non-elderly females not in an economic family,12,27500.0
2017,New Brunswick,Economic families and persons not in an economic family,13,59800.0
2017,New Brunswick,Economic families,13,80000.0
2017,New Brunswick,Elderly families,13,61500.0
2017,New Brunswick,Elderly couples,13,62300.0
2017,New Brunswick,Other elderly families,13,61100.0
2017,New Brunswick,Non-elderly families,13,87400.0
2017,New Brunswick,Couples,13,79100.0
2017,New Brunswick,Couples with children,13,104700.0
2017,New Brunswick,Couples with other relatives,13,121900.0
2017,New Brunswick,Lone-parent families,13,50200.0
2017,New Brunswick,Male lone-parent families,13,
2017,New Brunswick,Female lone-parent families,13,45200.0
2017,New Brunswick,Other non-elderly families,13,71600.0
2017,New Brunswick,Persons not in an economic family,13,31600.0
2017,New Brunswick,Elderly persons not in an economic family,13,28700.0
2017,New Brunswick,Elderly males not in an economic family,13,31100.0
2017,New Brunswick,Elderly females not in an economic family,13,28200.0
2017,New Brunswick,Non-elderly persons not in an economic family,13,33400.0
2017,New Brunswick,Non-elderly males not in an economic family,13,35600.0
2017,New Brunswick,Non-elderly females not in an economic family,13,30900.0
2017,Quebec,Economic families and persons not in an economic family,24,59400.0
2017,Quebec,Economic families,24,85300.0
2017,Quebec,Elderly families,24,61600.0
2017,Quebec,Elderly couples,24,60000.0
2017,Quebec,Other elderly families,24,68300.0
2017,Quebec,Non-elderly families,24,92800.0
2017,Quebec,Couples,24,79800.0
2017,Quebec,Couples with children,24,106100.0
2017,Quebec,Couples with other relatives,24,131800.0
2017,Quebec,Lone-parent families,24,60900.0
2017,Quebec,Male lone-parent families,24,65200.0
2017,Quebec,Female lone-parent families,24,59800.0
2017,Quebec,Other non-elderly families,24,76600.0
2017,Quebec,Persons not in an economic family,24,32800.0
2017,Quebec,Elderly persons not in an economic family,24,27600.0
2017,Quebec,Elderly males not in an economic family,24,30700.0
2017,Quebec,Elderly females not in an economic family,24,26500.0
2017,Quebec,Non-elderly persons not in an economic family,24,35900.0
2017,Quebec,Non-elderly males not in an economic family,24,37000.0
2017,Quebec,Non-elderly females not in an economic family,24,33900.0
2017,Ontario,Economic families and persons not in an economic family,35,71100.0
2017,Ontario,Economic families,35,97500.0
2017,Ontario,Elderly families,35,74900.0
2017,Ontario,Elderly couples,35,73900.0
2017,Ontario,Other elderly families,35,82900.0
2017,Ontario,Non-elderly families,35,103500.0
2017,Ontario,Couples,35,97600.0
2017,Ontario,Couples with children,35,113500.0
2017,Ontario,Couples with other relatives,35,140600.0
2017,Ontario,Lone-parent families,35,57100.0
2017,Ontario,Male lone-parent families,35,75200.0
2017,Ontario,Female lone-parent families,35,54500.0
2017,Ontario,Other non-elderly families,35,84500.0
2017,Ontario,Persons not in an economic family,35,35700.0
2017,Ontario,Elderly persons not in an economic family,35,34500.0
2017,Ontario,Elderly males not in an economic family,35,35800.0
2017,Ontario,Elderly females not in an economic family,35,34000.0
2017,Ontario,Non-elderly persons not in an economic family,35,36500.0
2017,Ontario,Non-elderly males not in an economic family,35,37600.0
2017,Ontario,Non-elderly females not in an economic family,35,35700.0
2017,Prairie provinces,Economic families and persons not in an economic family,,77700.0
2017,Prairie provinces,Economic families,,106200.0
2017,Prairie provinces,Elderly families,,78000.0
2017,Prairie provinces,Elderly couples,,74300.0
2017,Prairie provinces,Other elderly families,,99200.0
2017,Prairie provinces,Non-elderly families,,113300.0
2017,Prairie provinces,Couples,,102600.0
2017,Prairie provinces,Couples with children,,119100.0
2017,Prairie provinces,Couples with other relatives,,155400.0
2017,Prairie provinces,Lone-parent families,,61900.0
2017,Prairie provinces,Male lone-parent families,,85000.0
2017,Prairie provinces,Female lone-parent families,,57200.0
2017,Prairie provinces,Other non-elderly families,,101300.0
2017,Prairie provinces,Persons not in an economic family,,39900.0
2017,Prairie provinces,Elderly persons not in an economic family,,34800.0
2017,Prairie provinces,Elderly males not in an economic family,,35400.0
2017,Prairie provinces,Elderly females not in an economic family,,34700.0
2017,Prairie provinces,Non-elderly persons not in an economic family,,42300.0
2017,Prairie provinces,Non-elderly males not in an economic family,,45200.0
2017,Prairie provinces,Non-elderly females not in an economic family,,38900.0
2017,Manitoba,Economic families and persons not in an economic family,46,68200.0
2017,Manitoba,Economic families,46,91700.0
2017,Manitoba,Elderly families,46,69400.0
2017,Manitoba,Elderly couples,46,66500.0
2017,Manitoba,Other elderly families,46,81600.0
2017,Manitoba,Non-elderly families,46,97600.0
2017,Manitoba,Couples,46,90900.0
2017,Manitoba,Couples with children,46,101800.0
2017,Manitoba,Couples with other relatives,46,146700.0
2017,Manitoba,Lone-parent families,46,56600.0
2017,Manitoba,Male lone-parent families,46,75000.0
2017,Manitoba,Female lone-parent families,46,51600.0
2017,Manitoba,Other non-elderly families,46,83100.0
2017,Manitoba,Persons not in an economic family,46,34500.0
2017,Manitoba,Elderly persons not in an economic family,46,33000.0
2017,Manitoba,Elderly males not in an economic family,46,34000.0
2017,Manitoba,Elderly females not in an economic family,46,32800.0
2017,Manitoba,Non-elderly persons not in an economic family,46,35700.0
2017,Manitoba,Non-elderly males not in an economic family,46,36100.0
2017,Manitoba,Non-elderly females not in an economic family,46,34500.0
2017,Saskatchewan,Economic families and persons not in an economic family,47,72500.0
2017,Saskatchewan,Economic families,47,100800.0
2017,Saskatchewan,Elderly families,47,71300.0
2017,Saskatchewan,Elderly couples,47,71100.0
2017,Saskatchewan,Other elderly families,47,78500.0
2017,Saskatchewan,Non-elderly families,47,109000.0
2017,Saskatchewan,Couples,47,103000.0
2017,Saskatchewan,Couples with children,47,118500.0
2017,Saskatchewan,Couples with other relatives,47,136000.0
2017,Saskatchewan,Lone-parent families,47,51400.0
2017,Saskatchewan,Male lone-parent families,47,81100.0
2017,Saskatchewan,Female lone-parent families,47,49500.0
2017,Saskatchewan,Other non-elderly families,47,91400.0
2017,Saskatchewan,Persons not in an economic family,47,35900.0
2017,Saskatchewan,Elderly persons not in an economic family,47,32500.0
2017,Saskatchewan,Elderly males not in an economic family,47,33100.0
2017,Saskatchewan,Elderly females not in an economic family,47,32100.0
2017,Saskatchewan,Non-elderly persons not in an economic family,47,37700.0
2017,Saskatchewan,Non-elderly males not in an economic family,47,38600.0
2017,Saskatchewan,Non-elderly females not in an economic family,47,37300.0
2017,Alberta,Economic families and persons not in an economic family,48,83100.0
2017,Alberta,Economic families,48,115000.0
2017,Alberta,Elderly families,48,83200.0
2017,Alberta,Elderly couples,48,78100.0
2017,Alberta,Other elderly families,48,107800.0
2017,Alberta,Non-elderly families,48,120600.0
2017,Alberta,Couples,48,108300.0
2017,Alberta,Couples with children,48,123900.0
2017,Alberta,Couples with other relatives,48,160400.0
2017,Alberta,Lone-parent families,48,70100.0
2017,Alberta,Male lone-parent families,48,89200.0
2017,Alberta,Female lone-parent families,48,63400.0
2017,Alberta,Other non-elderly families,48,110000.0
2017,Alberta,Persons not in an economic family,48,42500.0
2017,Alberta,Elderly persons not in an economic family,48,36500.0
2017,Alberta,Elderly males not in an economic family,48,36400.0
2017,Alberta,Elderly females not in an economic family,48,37000.0
2017,Alberta,Non-elderly persons not in an economic family,48,45400.0
2017,Alberta,Non-elderly males not in an economic family,48,48700.0
2017,Alberta,Non-elderly females not in an economic family,48,40400.0
2017,British Columbia,Economic families and persons not in an economic family,59,69500.0
2017,British Columbia,Economic families,59,97700.0
2017,British Columbia,Elderly families,59,76200.0
2017,British Columbia,Elderly couples,59,73800.0
2017,British Columbia,Other elderly families,59,78500.0
2017,British Columbia,Non-elderly families,59,104900.0
2017,British Columbia,Couples,59,97700.0
2017,British Columbia,Couples with children,59,118400.0
2017,British Columbia,Couples with other relatives,59,145800.0
2017,British Columbia,Lone-parent families,59,56700.0
2017,British Columbia,Male lone-parent families,59,68100.0
2017,British Columbia,Female lone-parent families,59,56600.0
2017,British Columbia,Other non-elderly families,59,79500.0
2017,British Columbia,Persons not in an economic family,59,33800.0
2017,British Columbia,Elderly persons not in an economic family,59,33100.0
2017,British Columbia,Elderly males not in an economic family,59,38800.0
2017,British Columbia,Elderly females not in an economic family,59,32400.0
2017,British Columbia,Non-elderly persons not in an economic family,59,34300.0
2017,British Columbia,Non-elderly males not in an economic family,59,37000.0
2017,British Columbia,Non-elderly females not in an economic family,59,30200.0
2017,"Québec, Quebec",Economic families and persons not in an economic family,,72500.0
2017,"Québec, Quebec",Economic families,,94700.0
2017,"Québec, Quebec",Elderly families,,71600.0
2017,"Québec, Quebec",Elderly couples,,70100.0
2017,"Québec, Quebec",Other elderly families,,
2017,"Québec, Quebec",Non-elderly families,,100700.0
2017,"Québec, Quebec",Couples,,88400.0
2017,"Québec, Quebec",Couples with children,,117400.0
2017,"Québec, Quebec",Couples with other relatives,,128300.0
2017,"Québec, Quebec",Lone-parent families,,69800.0
2017,"Québec, Quebec",Male lone-parent families,,
2017,"Québec, Quebec",Female lone-parent families,,77700.0
2017,"Québec, Quebec",Other non-elderly families,,81400.0
2017,"Québec, Quebec",Persons not in an economic family,,36600.0
2017,"Québec, Quebec",Elderly persons not in an economic family,,28500.0
2017,"Québec, Quebec",Elderly males not in an economic family,,33500.0
2017,"Québec, Quebec",Elderly females not in an economic family,,28300.0
2017,"Québec, Quebec",Non-elderly persons not in an economic family,,39700.0
2017,"Québec, Quebec",Non-elderly males not in an economic family,,42700.0
2017,"Québec, Quebec",Non-elderly females not in an economic family,,36000.0
2017,"Montréal, Quebec",Economic families and persons not in an economic family,,59700.0
2017,"Montréal, Quebec",Economic families,,87400.0
2017,"Montréal, Quebec",Elderly families,,66900.0
2017,"Montréal, Quebec",Elderly couples,,67000.0
2017,"Montréal, Quebec",Other elderly families,,65800.0
2017,"Montréal, Quebec",Non-elderly families,,93100.0
2017,"Montréal, Quebec",Couples,,77200.0
2017,"Montréal, Quebec",Couples with children,,103700.0
2017,"Montréal, Quebec",Couples with other relatives,,136800.0
2017,"Montréal, Quebec",Lone-parent families,,62300.0
2017,"Montréal, Quebec",Male lone-parent families,,
2017,"Montréal, Quebec",Female lone-parent families,,60600.0
2017,"Montréal, Quebec",Other non-elderly families,,68100.0
2017,"Montréal, Quebec",Persons not in an economic family,,34000.0
2017,"Montréal, Quebec",Elderly persons not in an economic family,,28700.0
2017,"Montréal, Quebec",Elderly males not in an economic family,,31100.0
2017,"Montréal, Quebec",Elderly females not in an economic family,,27200.0
2017,"Montréal, Quebec",Non-elderly persons not in an economic family,,37100.0
2017,"Montréal, Quebec",Non-elderly males not in an economic family,,37500.0
2017,"Montréal, Quebec",Non-elderly females not in an economic family,,35700.0
2017,"Ottawa-Gatineau, Ontario/Quebec",Economic families and persons not in an economic family,,73100.0
2017,"Ottawa-Gatineau, Ontario/Quebec",Economic families,,109100.0
2017,"Ottawa-Gatineau, Ontario/Quebec",Elderly families,,90400.0
2017,"Ottawa-Gatineau, Ontario/Quebec",Elderly couples,,90300.0
2017,"Ottawa-Gatineau, Ontario/Quebec",Other elderly families,,93000.0
2017,"Ottawa-Gatineau, Ontario/Quebec",Non-elderly families,,111700.0
2017,"Ottawa-Gatineau, Ontario/Quebec",Couples,,109800.0
2017,"Ottawa-Gatineau, Ontario/Quebec",Couples with children,,123700.0
2017,"Ottawa-Gatineau, Ontario/Quebec",Couples with other relatives,,172900.0
2017,"Ottawa-Gatineau, Ontario/Quebec",Lone-parent families,,65300.0
2017,"Ottawa-Gatineau, Ontario/Quebec",Male lone-parent families,,
2017,"Ottawa-Gatineau, Ontario/Quebec",Female lone-parent families,,55200.0
2017,"Ottawa-Gatineau, Ontario/Quebec",Other non-elderly families,,85400.0
2017,"Ottawa-Gatineau, Ontario/Quebec",Persons not in an economic family,,42100.0
2017,"Ottawa-Gatineau, Ontario/Quebec",Elderly persons not in an economic family,,38500.0
2017,"Ottawa-Gatineau, Ontario/Quebec",Elderly males not in an economic family,,30800.0
2017,"Ottawa-Gatineau, Ontario/Quebec",Elderly females not in an economic family,,40700.0
2017,"Ottawa-Gatineau, Ontario/Quebec",Non-elderly persons not in an economic family,,42900.0
2017,"Ottawa-Gatineau, Ontario/Quebec",Non-elderly males not in an economic family,,43900.0
2017,"Ottawa-Gatineau, Ontario/Quebec",Non-elderly females not in an economic family,,42200.0
2017,"Toronto, Ontario",Economic families and persons not in an economic family,,77700.0
2017,"Toronto, Ontario",Economic families,,102800.0
2017,"Toronto, Ontario",Elderly families,,80200.0
2017,"Toronto, Ontario",Elderly couples,,72700.0
2017,"Toronto, Ontario",Other elderly families,,104700.0
2017,"Toronto, Ontario",Non-elderly families,,106900.0
2017,"Toronto, Ontario",Couples,,103000.0
2017,"Toronto, Ontario",Couples with children,,113600.0
2017,"Toronto, Ontario",Couples with other relatives,,138900.0
2017,"Toronto, Ontario",Lone-parent families,,63600.0
2017,"Toronto, Ontario",Male lone-parent families,,
2017,"Toronto, Ontario",Female lone-parent families,,63000.0
2017,"Toronto, Ontario",Other non-elderly families,,88500.0
2017,"Toronto, Ontario",Persons not in an economic family,,37900.0
2017,"Toronto, Ontario",Elderly persons not in an economic family,,34500.0
2017,"Toronto, Ontario",Elderly males not in an economic family,,33400.0
2017,"Toronto, Ontario",Elderly females not in an economic family,,35800.0
2017,"Toronto, Ontario",Non-elderly persons not in an economic family,,38200.0
2017,"Toronto, Ontario",Non-elderly males not in an economic family,,38000.0
2017,"Toronto, Ontario",Non-elderly females not in an economic family,,38400.0
2017,"Winnipeg, Manitoba",Economic families and persons not in an economic family,,65900.0
2017,"Winnipeg, Manitoba",Economic families,,93900.0
2017,"Winnipeg, Manitoba",Elderly families,,71200.0
2017,"Winnipeg, Manitoba",Elderly couples,,69300.0
2017,"Winnipeg, Manitoba",Other elderly families,,83600.0
2017,"Winnipeg, Manitoba",Non-elderly families,,99900.0
2017,"Winnipeg, Manitoba",Couples,,91600.0
2017,"Winnipeg, Manitoba",Couples with children,,104700.0
2017,"Winnipeg, Manitoba",Couples with other relatives,,147500.0
2017,"Winnipeg, Manitoba",Lone-parent families,,56200.0
2017,"Winnipeg, Manitoba",Male lone-parent families,,73600.0
2017,"Winnipeg, Manitoba",Female lone-parent families,,50200.0
2017,"Winnipeg, Manitoba",Other non-elderly families,,83100.0
2017,"Winnipeg, Manitoba",Persons not in an economic family,,34100.0
2017,"Winnipeg, Manitoba",Elderly persons not in an economic family,,34200.0
2017,"Winnipeg, Manitoba",Elderly males not in an economic family,,36700.0
2017,"Winnipeg, Manitoba",Elderly females not in an economic family,,34200.0
2017,"Winnipeg, Manitoba",Non-elderly persons not in an economic family,,34100.0
2017,"Winnipeg, Manitoba",Non-elderly males not in an economic family,,35100.0
2017,"Winnipeg, Manitoba",Non-elderly females not in an economic family,,32900.0
2017,"Calgary, Alberta",Economic families and persons not in an economic family,,86600.0
2017,"Calgary, Alberta",Economic families,,116700.0
2017,"Calgary, Alberta",Elderly families,,95800.0
2017,"Calgary, Alberta",Elderly couples,,83200.0
2017,"Calgary, Alberta",Other elderly families,,
2017,"Calgary, Alberta",Non-elderly families,,119100.0
2017,"Calgary, Alberta",Couples,,116700.0
2017,"Calgary, Alberta",Couples with children,,119100.0
2017,"Calgary, Alberta",Couples with other relatives,,158400.0
2017,"Calgary, Alberta",Lone-parent families,,70100.0
2017,"Calgary, Alberta",Male lone-parent families,,
2017,"Calgary, Alberta",Female lone-parent families,,61300.0
2017,"Calgary, Alberta",Other non-elderly families,,101400.0
2017,"Calgary, Alberta",Persons not in an economic family,,46400.0
2017,"Calgary, Alberta",Elderly persons not in an economic family,,36400.0
2017,"Calgary, Alberta",Elderly males not in an economic family,,
2017,"Calgary, Alberta",Elderly females not in an economic family,,36600.0
2017,"Calgary, Alberta",Non-elderly persons not in an economic family,,48900.0
2017,"Calgary, Alberta",Non-elderly males not in an economic family,,48900.0
2017,"Calgary, Alberta",Non-elderly females not in an economic family,,47500.0
2017,"Edmonton, Alberta",Economic families and persons not in an economic family,,81800.0
2017,"Edmonton, Alberta",Economic families,,122300.0
2017,"Edmonton, Alberta",Elderly families,,88900.0
2017,"Edmonton, Alberta",Elderly couples,,79100.0
2017,"Edmonton, Alberta",Other elderly families,,99200.0
2017,"Edmonton, Alberta",Non-elderly families,,128200.0
2017,"Edmonton, Alberta",Couples,,107100.0
2017,"Edmonton, Alberta",Couples with children,,134200.0
2017,"Edmonton, Alberta",Couples with other relatives,,173500.0
2017,"Edmonton, Alberta",Lone-parent families,,68900.0
2017,"Edmonton, Alberta",Male lone-parent families,,
2017,"Edmonton, Alberta",Female lone-parent families,,58700.0
2017,"Edmonton, Alberta",Other non-elderly families,,123600.0
2017,"Edmonton, Alberta",Persons not in an economic family,,41100.0
