Year,Sexe,Groupe d'âge,Value
2010,Les deux sexes,65 à 69 ans,5
2010,Hommes,65 à 69 ans,2
2010,Femmes,65 à 69 ans,3
2010,Les deux sexes,70 à 74 ans,7
2010,Hommes,70 à 74 ans,5
2010,Femmes,70 à 74 ans,2
2010,Les deux sexes,75 à 79 ans,4
2010,Hommes,75 à 79 ans,2
2010,Femmes,75 à 79 ans,2
2010,Les deux sexes,80 à 84 ans,5
2010,Hommes,80 à 84 ans,2
2010,Femmes,80 à 84 ans,3
2010,Les deux sexes,85 à 89 ans,5
2010,Hommes,85 à 89 ans,3
2010,Femmes,85 à 89 ans,2
2010,Les deux sexes,90 ans et plus,2
2010,Hommes,90 ans et plus,0
2010,Femmes,90 ans et plus,2
2010,Les deux sexes,"Âge, non déclaré",0
2010,Hommes,"Âge, non déclaré",0
2010,Femmes,"Âge, non déclaré",0
2011,,,16
2011,Hommes,"Total, tous les âges",11
2011,Femmes,"Total, tous les âges",5
2011,Les deux sexes,Moins d'un an,0
2011,Hommes,Moins d'un an,0
2011,Femmes,Moins d'un an,0
2011,Les deux sexes,1 à 4 ans,0
2011,Hommes,1 à 4 ans,0
2011,Femmes,1 à 4 ans,0
2011,Les deux sexes,5 à 9 ans,0
2011,Hommes,5 à 9 ans,0
2011,Femmes,5 à 9 ans,0
2011,Les deux sexes,10 à 14 ans,0
2011,Hommes,10 à 14 ans,0
2011,Femmes,10 à 14 ans,0
2011,Les deux sexes,15 à 19 ans,0
2011,Hommes,15 à 19 ans,0
2011,Femmes,15 à 19 ans,0
2011,Les deux sexes,20 à 24 ans,0
2011,Hommes,20 à 24 ans,0
2011,Femmes,20 à 24 ans,0
2011,Les deux sexes,25 à 29 ans,0
2011,Hommes,25 à 29 ans,0
2011,Femmes,25 à 29 ans,0
2011,Les deux sexes,30 à 34 ans,1
2011,Hommes,30 à 34 ans,1
2011,Femmes,30 à 34 ans,0
2011,Les deux sexes,35 à 39 ans,0
2011,Hommes,35 à 39 ans,0
2011,Femmes,35 à 39 ans,0
2011,Les deux sexes,40 à 44 ans,2
2011,Hommes,40 à 44 ans,2
2011,Femmes,40 à 44 ans,0
2011,Les deux sexes,45 à 49 ans,0
2011,Hommes,45 à 49 ans,0
2011,Femmes,45 à 49 ans,0
2011,Les deux sexes,50 à 54 ans,0
2011,Hommes,50 à 54 ans,0
2011,Femmes,50 à 54 ans,0
2011,Les deux sexes,55 à 59 ans,2
2011,Hommes,55 à 59 ans,2
2011,Femmes,55 à 59 ans,0
2011,Les deux sexes,60 à 64 ans,0
2011,Hommes,60 à 64 ans,0
2011,Femmes,60 à 64 ans,0
2011,Les deux sexes,65 à 69 ans,1
2011,Hommes,65 à 69 ans,1
2011,Femmes,65 à 69 ans,0
2011,Les deux sexes,70 à 74 ans,1
2011,Hommes,70 à 74 ans,0
2011,Femmes,70 à 74 ans,1
2011,Les deux sexes,75 à 79 ans,1
2011,Hommes,75 à 79 ans,0
2011,Femmes,75 à 79 ans,1
2011,Les deux sexes,80 à 84 ans,4
2011,Hommes,80 à 84 ans,2
2011,Femmes,80 à 84 ans,2
2011,Les deux sexes,85 à 89 ans,1
2011,Hommes,85 à 89 ans,1
2011,Femmes,85 à 89 ans,0
2011,Les deux sexes,90 ans et plus,3
2011,Hommes,90 ans et plus,2
2011,Femmes,90 ans et plus,1
2011,Les deux sexes,"Âge, non déclaré",0
2011,Hommes,"Âge, non déclaré",0
2011,Femmes,"Âge, non déclaré",0
2012,,,9
2012,Hommes,"Total, tous les âges",9
2012,Femmes,"Total, tous les âges",0
2012,Les deux sexes,Moins d'un an,0
2012,Hommes,Moins d'un an,0
2012,Femmes,Moins d'un an,0
2012,Les deux sexes,1 à 4 ans,0
2012,Hommes,1 à 4 ans,0
2012,Femmes,1 à 4 ans,0
2012,Les deux sexes,5 à 9 ans,0
2012,Hommes,5 à 9 ans,0
2012,Femmes,5 à 9 ans,0
2012,Les deux sexes,10 à 14 ans,0
2012,Hommes,10 à 14 ans,0
2012,Femmes,10 à 14 ans,0
2012,Les deux sexes,15 à 19 ans,0
2012,Hommes,15 à 19 ans,0
2012,Femmes,15 à 19 ans,0
2012,Les deux sexes,20 à 24 ans,0
2012,Hommes,20 à 24 ans,0
2012,Femmes,20 à 24 ans,0
2012,Les deux sexes,25 à 29 ans,1
2012,Hommes,25 à 29 ans,1
2012,Femmes,25 à 29 ans,0
2012,Les deux sexes,30 à 34 ans,0
2012,Hommes,30 à 34 ans,0
2012,Femmes,30 à 34 ans,0
2012,Les deux sexes,35 à 39 ans,0
2012,Hommes,35 à 39 ans,0
2012,Femmes,35 à 39 ans,0
2012,Les deux sexes,40 à 44 ans,2
2012,Hommes,40 à 44 ans,2
2012,Femmes,40 à 44 ans,0
2012,Les deux sexes,45 à 49 ans,0
2012,Hommes,45 à 49 ans,0
2012,Femmes,45 à 49 ans,0
2012,Les deux sexes,50 à 54 ans,1
2012,Hommes,50 à 54 ans,1
2012,Femmes,50 à 54 ans,0
2012,Les deux sexes,55 à 59 ans,2
2012,Hommes,55 à 59 ans,2
2012,Femmes,55 à 59 ans,0
2012,Les deux sexes,60 à 64 ans,0
2012,Hommes,60 à 64 ans,0
2012,Femmes,60 à 64 ans,0
2012,Les deux sexes,65 à 69 ans,0
2012,Hommes,65 à 69 ans,0
2012,Femmes,65 à 69 ans,0
2012,Les deux sexes,70 à 74 ans,0
2012,Hommes,70 à 74 ans,0
2012,Femmes,70 à 74 ans,0
2012,Les deux sexes,75 à 79 ans,0
2012,Hommes,75 à 79 ans,0
2012,Femmes,75 à 79 ans,0
2012,Les deux sexes,80 à 84 ans,2
2012,Hommes,80 à 84 ans,2
2012,Femmes,80 à 84 ans,0
2012,Les deux sexes,85 à 89 ans,0
2012,Hommes,85 à 89 ans,0
2012,Femmes,85 à 89 ans,0
2012,Les deux sexes,90 ans et plus,1
2012,Hommes,90 ans et plus,1
2012,Femmes,90 ans et plus,0
2012,Les deux sexes,"Âge, non déclaré",0
2012,Hommes,"Âge, non déclaré",0
2012,Femmes,"Âge, non déclaré",0
2013,,,14
2013,Hommes,"Total, tous les âges",11
2013,Femmes,"Total, tous les âges",3
2013,Les deux sexes,Moins d'un an,0
2013,Hommes,Moins d'un an,0
2013,Femmes,Moins d'un an,0
2013,Les deux sexes,1 à 4 ans,2
2013,Hommes,1 à 4 ans,1
2013,Femmes,1 à 4 ans,1
2013,Les deux sexes,5 à 9 ans,0
2013,Hommes,5 à 9 ans,0
2013,Femmes,5 à 9 ans,0
2013,Les deux sexes,10 à 14 ans,0
2013,Hommes,10 à 14 ans,0
2013,Femmes,10 à 14 ans,0
2013,Les deux sexes,15 à 19 ans,0
2013,Hommes,15 à 19 ans,0
2013,Femmes,15 à 19 ans,0
2013,Les deux sexes,20 à 24 ans,0
2013,Hommes,20 à 24 ans,0
2013,Femmes,20 à 24 ans,0
2013,Les deux sexes,25 à 29 ans,0
2013,Hommes,25 à 29 ans,0
2013,Femmes,25 à 29 ans,0
2013,Les deux sexes,30 à 34 ans,1
2013,Hommes,30 à 34 ans,1
2013,Femmes,30 à 34 ans,0
2013,Les deux sexes,35 à 39 ans,2
2013,Hommes,35 à 39 ans,1
2013,Femmes,35 à 39 ans,1
2013,Les deux sexes,40 à 44 ans,0
2013,Hommes,40 à 44 ans,0
2013,Femmes,40 à 44 ans,0
2013,Les deux sexes,45 à 49 ans,1
2013,Hommes,45 à 49 ans,1
2013,Femmes,45 à 49 ans,0
2013,Les deux sexes,50 à 54 ans,1
2013,Hommes,50 à 54 ans,1
2013,Femmes,50 à 54 ans,0
2013,Les deux sexes,55 à 59 ans,2
2013,Hommes,55 à 59 ans,2
2013,Femmes,55 à 59 ans,0
2013,Les deux sexes,60 à 64 ans,0
2013,Hommes,60 à 64 ans,0
2013,Femmes,60 à 64 ans,0
2013,Les deux sexes,65 à 69 ans,1
2013,Hommes,65 à 69 ans,0
2013,Femmes,65 à 69 ans,1
2013,Les deux sexes,70 à 74 ans,2
2013,Hommes,70 à 74 ans,2
2013,Femmes,70 à 74 ans,0
2013,Les deux sexes,75 à 79 ans,0
2013,Hommes,75 à 79 ans,0
2013,Femmes,75 à 79 ans,0
2013,Les deux sexes,80 à 84 ans,1
2013,Hommes,80 à 84 ans,1
2013,Femmes,80 à 84 ans,0
2013,Les deux sexes,85 à 89 ans,0
2013,Hommes,85 à 89 ans,0
2013,Femmes,85 à 89 ans,0
2013,Les deux sexes,90 ans et plus,1
2013,Hommes,90 ans et plus,1
2013,Femmes,90 ans et plus,0
2013,Les deux sexes,"Âge, non déclaré",0
2013,Hommes,"Âge, non déclaré",0
2013,Femmes,"Âge, non déclaré",0
2014,,,7
2014,Hommes,"Total, tous les âges",4
2014,Femmes,"Total, tous les âges",3
2014,Les deux sexes,Moins d'un an,0
2014,Hommes,Moins d'un an,0
2014,Femmes,Moins d'un an,0
2014,Les deux sexes,1 à 4 ans,1
2014,Hommes,1 à 4 ans,0
2014,Femmes,1 à 4 ans,1
2014,Les deux sexes,5 à 9 ans,0
2014,Hommes,5 à 9 ans,0
2014,Femmes,5 à 9 ans,0
2014,Les deux sexes,10 à 14 ans,0
2014,Hommes,10 à 14 ans,0
2014,Femmes,10 à 14 ans,0
2014,Les deux sexes,15 à 19 ans,1
2014,Hommes,15 à 19 ans,1
2014,Femmes,15 à 19 ans,0
2014,Les deux sexes,20 à 24 ans,0
2014,Hommes,20 à 24 ans,0
2014,Femmes,20 à 24 ans,0
2014,Les deux sexes,25 à 29 ans,0
2014,Hommes,25 à 29 ans,0
2014,Femmes,25 à 29 ans,0
2014,Les deux sexes,30 à 34 ans,0
2014,Hommes,30 à 34 ans,0
2014,Femmes,30 à 34 ans,0
2014,Les deux sexes,35 à 39 ans,1
2014,Hommes,35 à 39 ans,1
2014,Femmes,35 à 39 ans,0
2014,Les deux sexes,40 à 44 ans,0
2014,Hommes,40 à 44 ans,0
2014,Femmes,40 à 44 ans,0
2014,Les deux sexes,45 à 49 ans,1
2014,Hommes,45 à 49 ans,0
2014,Femmes,45 à 49 ans,1
2014,Les deux sexes,50 à 54 ans,1
2014,Hommes,50 à 54 ans,1
2014,Femmes,50 à 54 ans,0
2014,Les deux sexes,55 à 59 ans,0
2014,Hommes,55 à 59 ans,0
2014,Femmes,55 à 59 ans,0
2014,Les deux sexes,60 à 64 ans,1
2014,Hommes,60 à 64 ans,1
2014,Femmes,60 à 64 ans,0
2014,Les deux sexes,65 à 69 ans,0
2014,Hommes,65 à 69 ans,0
2014,Femmes,65 à 69 ans,0
2014,Les deux sexes,70 à 74 ans,1
2014,Hommes,70 à 74 ans,0
2014,Femmes,70 à 74 ans,1
2014,Les deux sexes,75 à 79 ans,0
2014,Hommes,75 à 79 ans,0
2014,Femmes,75 à 79 ans,0
2014,Les deux sexes,80 à 84 ans,0
2014,Hommes,80 à 84 ans,0
2014,Femmes,80 à 84 ans,0
2014,Les deux sexes,85 à 89 ans,0
2014,Hommes,85 à 89 ans,0
2014,Femmes,85 à 89 ans,0
2014,Les deux sexes,90 ans et plus,0
2014,Hommes,90 ans et plus,0
2014,Femmes,90 ans et plus,0
2014,Les deux sexes,"Âge, non déclaré",0
2014,Hommes,"Âge, non déclaré",0
2014,Femmes,"Âge, non déclaré",0
2015,,,8
2015,Hommes,"Total, tous les âges",6
2015,Femmes,"Total, tous les âges",2
2015,Les deux sexes,Moins d'un an,0
2015,Hommes,Moins d'un an,0
2015,Femmes,Moins d'un an,0
2015,Les deux sexes,1 à 4 ans,1
2015,Hommes,1 à 4 ans,0
2015,Femmes,1 à 4 ans,1
2015,Les deux sexes,5 à 9 ans,0
2015,Hommes,5 à 9 ans,0
2015,Femmes,5 à 9 ans,0
2015,Les deux sexes,10 à 14 ans,0
2015,Hommes,10 à 14 ans,0
2015,Femmes,10 à 14 ans,0
2015,Les deux sexes,15 à 19 ans,0
2015,Hommes,15 à 19 ans,0
2015,Femmes,15 à 19 ans,0
2015,Les deux sexes,20 à 24 ans,0
2015,Hommes,20 à 24 ans,0
2015,Femmes,20 à 24 ans,0
2015,Les deux sexes,25 à 29 ans,1
2015,Hommes,25 à 29 ans,1
2015,Femmes,25 à 29 ans,0
2015,Les deux sexes,30 à 34 ans,0
2015,Hommes,30 à 34 ans,0
2015,Femmes,30 à 34 ans,0
2015,Les deux sexes,35 à 39 ans,0
2015,Hommes,35 à 39 ans,0
2015,Femmes,35 à 39 ans,0
2015,Les deux sexes,40 à 44 ans,2
2015,Hommes,40 à 44 ans,2
2015,Femmes,40 à 44 ans,0
2015,Les deux sexes,45 à 49 ans,2
2015,Hommes,45 à 49 ans,2
2015,Femmes,45 à 49 ans,0
2015,Les deux sexes,50 à 54 ans,0
2015,Hommes,50 à 54 ans,0
2015,Femmes,50 à 54 ans,0
2015,Les deux sexes,55 à 59 ans,1
2015,Hommes,55 à 59 ans,1
2015,Femmes,55 à 59 ans,0
2015,Les deux sexes,60 à 64 ans,1
2015,Hommes,60 à 64 ans,0
2015,Femmes,60 à 64 ans,1
2015,Les deux sexes,65 à 69 ans,0
2015,Hommes,65 à 69 ans,0
2015,Femmes,65 à 69 ans,0
2015,Les deux sexes,70 à 74 ans,0
2015,Hommes,70 à 74 ans,0
2015,Femmes,70 à 74 ans,0
2015,Les deux sexes,75 à 79 ans,0
2015,Hommes,75 à 79 ans,0
2015,Femmes,75 à 79 ans,0
2015,Les deux sexes,80 à 84 ans,0
2015,Hommes,80 à 84 ans,0
2015,Femmes,80 à 84 ans,0
2015,Les deux sexes,85 à 89 ans,0
2015,Hommes,85 à 89 ans,0
2015,Femmes,85 à 89 ans,0
2015,Les deux sexes,90 ans et plus,0
2015,Hommes,90 ans et plus,0
2015,Femmes,90 ans et plus,0
2015,Les deux sexes,"Âge, non déclaré",0
2015,Hommes,"Âge, non déclaré",0
2015,Femmes,"Âge, non déclaré",0
2016,,,4
2016,Hommes,"Total, tous les âges",2
2016,Femmes,"Total, tous les âges",2
2016,Les deux sexes,Moins d'un an,1
2016,Hommes,Moins d'un an,0
2016,Femmes,Moins d'un an,1
2016,Les deux sexes,1 à 4 ans,0
2016,Hommes,1 à 4 ans,0
2016,Femmes,1 à 4 ans,0
2016,Les deux sexes,5 à 9 ans,0
2016,Hommes,5 à 9 ans,0
2016,Femmes,5 à 9 ans,0
2016,Les deux sexes,10 à 14 ans,0
2016,Hommes,10 à 14 ans,0
2016,Femmes,10 à 14 ans,0
2016,Les deux sexes,15 à 19 ans,0
2016,Hommes,15 à 19 ans,0
2016,Femmes,15 à 19 ans,0
2016,Les deux sexes,20 à 24 ans,0
2016,Hommes,20 à 24 ans,0
2016,Femmes,20 à 24 ans,0
2016,Les deux sexes,25 à 29 ans,0
2016,Hommes,25 à 29 ans,0
2016,Femmes,25 à 29 ans,0
2016,Les deux sexes,30 à 34 ans,0
2016,Hommes,30 à 34 ans,0
2016,Femmes,30 à 34 ans,0
2016,Les deux sexes,35 à 39 ans,1
2016,Hommes,35 à 39 ans,1
2016,Femmes,35 à 39 ans,0
2016,Les deux sexes,40 à 44 ans,1
2016,Hommes,40 à 44 ans,0
2016,Femmes,40 à 44 ans,1
2016,Les deux sexes,45 à 49 ans,0
2016,Hommes,45 à 49 ans,0
2016,Femmes,45 à 49 ans,0
2016,Les deux sexes,50 à 54 ans,0
2016,Hommes,50 à 54 ans,0
2016,Femmes,50 à 54 ans,0
2016,Les deux sexes,55 à 59 ans,0
2016,Hommes,55 à 59 ans,0
2016,Femmes,55 à 59 ans,0
2016,Les deux sexes,60 à 64 ans,0
2016,Hommes,60 à 64 ans,0
2016,Femmes,60 à 64 ans,0
2016,Les deux sexes,65 à 69 ans,1
2016,Hommes,65 à 69 ans,1
2016,Femmes,65 à 69 ans,0
2016,Les deux sexes,70 à 74 ans,0
2016,Hommes,70 à 74 ans,0
2016,Femmes,70 à 74 ans,0
2016,Les deux sexes,75 à 79 ans,0
2016,Hommes,75 à 79 ans,0
2016,Femmes,75 à 79 ans,0
2016,Les deux sexes,80 à 84 ans,0
2016,Hommes,80 à 84 ans,0
2016,Femmes,80 à 84 ans,0
2016,Les deux sexes,85 à 89 ans,0
2016,Hommes,85 à 89 ans,0
2016,Femmes,85 à 89 ans,0
2016,Les deux sexes,90 ans et plus,0
2016,Hommes,90 ans et plus,0
2016,Femmes,90 ans et plus,0
2016,Les deux sexes,"Âge, non déclaré",0
2016,Hommes,"Âge, non déclaré",0
2016,Femmes,"Âge, non déclaré",0
2017,,,3
2017,Hommes,"Total, tous les âges",3
2017,Femmes,"Total, tous les âges",0
2017,Les deux sexes,Moins d'un an,0
2017,Hommes,Moins d'un an,0
2017,Femmes,Moins d'un an,0
2017,Les deux sexes,1 à 4 ans,1
2017,Hommes,1 à 4 ans,1
2017,Femmes,1 à 4 ans,0
2017,Les deux sexes,5 à 9 ans,0
2017,Hommes,5 à 9 ans,0
2017,Femmes,5 à 9 ans,0
2017,Les deux sexes,10 à 14 ans,0
2017,Hommes,10 à 14 ans,0
2017,Femmes,10 à 14 ans,0
2017,Les deux sexes,15 à 19 ans,0
2017,Hommes,15 à 19 ans,0
2017,Femmes,15 à 19 ans,0
2017,Les deux sexes,20 à 24 ans,0
2017,Hommes,20 à 24 ans,0
2017,Femmes,20 à 24 ans,0
2017,Les deux sexes,25 à 29 ans,0
2017,Hommes,25 à 29 ans,0
2017,Femmes,25 à 29 ans,0
2017,Les deux sexes,30 à 34 ans,1
2017,Hommes,30 à 34 ans,1
2017,Femmes,30 à 34 ans,0
2017,Les deux sexes,35 à 39 ans,0
2017,Hommes,35 à 39 ans,0
2017,Femmes,35 à 39 ans,0
2017,Les deux sexes,40 à 44 ans,1
2017,Hommes,40 à 44 ans,1
2017,Femmes,40 à 44 ans,0
2017,Les deux sexes,45 à 49 ans,0
2017,Hommes,45 à 49 ans,0
2017,Femmes,45 à 49 ans,0
2017,Les deux sexes,50 à 54 ans,0
2017,Hommes,50 à 54 ans,0
2017,Femmes,50 à 54 ans,0
2017,Les deux sexes,55 à 59 ans,0
2017,Hommes,55 à 59 ans,0
2017,Femmes,55 à 59 ans,0
2017,Les deux sexes,60 à 64 ans,0
2017,Hommes,60 à 64 ans,0
2017,Femmes,60 à 64 ans,0
2017,Les deux sexes,65 à 69 ans,0
2017,Hommes,65 à 69 ans,0
2017,Femmes,65 à 69 ans,0
2017,Les deux sexes,70 à 74 ans,0
2017,Hommes,70 à 74 ans,0
2017,Femmes,70 à 74 ans,0
2017,Les deux sexes,75 à 79 ans,0
2017,Hommes,75 à 79 ans,0
2017,Femmes,75 à 79 ans,0
2017,Les deux sexes,80 à 84 ans,0
2017,Hommes,80 à 84 ans,0
2017,Femmes,80 à 84 ans,0
2017,Les deux sexes,85 à 89 ans,0
2017,Hommes,85 à 89 ans,0
2017,Femmes,85 à 89 ans,0
2017,Les deux sexes,90 ans et plus,0
2017,Hommes,90 ans et plus,0
2017,Femmes,90 ans et plus,0
2017,Les deux sexes,"Âge, non déclaré",0
2017,Hommes,"Âge, non déclaré",0
2017,Femmes,"Âge, non déclaré",0
2018,,,160
2018,Hommes,"Total, tous les âges",95
2018,Femmes,"Total, tous les âges",65
2018,Les deux sexes,Moins d'un an,1
2018,Hommes,Moins d'un an,1
2018,Femmes,Moins d'un an,0
2018,Les deux sexes,1 à 4 ans,2
2018,Hommes,1 à 4 ans,1
2018,Femmes,1 à 4 ans,1
2018,Les deux sexes,5 à 9 ans,0
2018,Hommes,5 à 9 ans,0
2018,Femmes,5 à 9 ans,0
2018,Les deux sexes,10 à 14 ans,0
2018,Hommes,10 à 14 ans,0
2018,Femmes,10 à 14 ans,0
2018,Les deux sexes,15 à 19 ans,0
2018,Hommes,15 à 19 ans,0
2018,Femmes,15 à 19 ans,0
2018,Les deux sexes,20 à 24 ans,0
2018,Hommes,20 à 24 ans,0
2018,Femmes,20 à 24 ans,0
2018,Les deux sexes,25 à 29 ans,1
2018,Hommes,25 à 29 ans,1
2018,Femmes,25 à 29 ans,0
2018,Les deux sexes,30 à 34 ans,1
2018,Hommes,30 à 34 ans,1
2018,Femmes,30 à 34 ans,0
2018,Les deux sexes,35 à 39 ans,2
2018,Hommes,35 à 39 ans,2
2018,Femmes,35 à 39 ans,0
2018,Les deux sexes,40 à 44 ans,6
2018,Hommes,40 à 44 ans,6
2018,Femmes,40 à 44 ans,0
2018,Les deux sexes,45 à 49 ans,4
2018,Hommes,45 à 49 ans,3
2018,Femmes,45 à 49 ans,1
2018,Les deux sexes,50 à 54 ans,8
2018,Hommes,50 à 54 ans,5
2018,Femmes,50 à 54 ans,3
2018,Les deux sexes,55 à 59 ans,20
2018,Hommes,55 à 59 ans,12
2018,Femmes,55 à 59 ans,8
2018,Les deux sexes,60 à 64 ans,29
2018,Hommes,60 à 64 ans,22
2018,Femmes,60 à 64 ans,7
2018,Les deux sexes,65 à 69 ans,16
2018,Hommes,65 à 69 ans,10
2018,Femmes,65 à 69 ans,6
2018,Les deux sexes,70 à 74 ans,25
2018,Hommes,70 à 74 ans,14
2018,Femmes,70 à 74 ans,11
2018,Les deux sexes,75 à 79 ans,11
2018,Hommes,75 à 79 ans,7
2018,Femmes,75 à 79 ans,4
2018,Les deux sexes,80 à 84 ans,11
2018,Hommes,80 à 84 ans,2
2018,Femmes,80 à 84 ans,9
2018,Les deux sexes,85 à 89 ans,11
2018,Hommes,85 à 89 ans,4
2018,Femmes,85 à 89 ans,7
2018,Les deux sexes,90 ans et plus,12
2018,Hommes,90 ans et plus,4
2018,Femmes,90 ans et plus,8
2018,Les deux sexes,"Âge, non déclaré",0
2018,Hommes,"Âge, non déclaré",0
2018,Femmes,"Âge, non déclaré",0
2019,,,28
2019,Hommes,"Total, tous les âges",22
2019,Femmes,"Total, tous les âges",6
2019,Les deux sexes,Moins d'un an,0
2019,Hommes,Moins d'un an,0
2019,Femmes,Moins d'un an,0
2019,Les deux sexes,1 à 4 ans,0
2019,Hommes,1 à 4 ans,0
2019,Femmes,1 à 4 ans,0
2019,Les deux sexes,5 à 9 ans,0
2019,Hommes,5 à 9 ans,0
2019,Femmes,5 à 9 ans,0
2019,Les deux sexes,10 à 14 ans,0
2019,Hommes,10 à 14 ans,0
2019,Femmes,10 à 14 ans,0
2019,Les deux sexes,15 à 19 ans,0
2019,Hommes,15 à 19 ans,0
2019,Femmes,15 à 19 ans,0
2019,Les deux sexes,20 à 24 ans,1
2019,Hommes,20 à 24 ans,1
2019,Femmes,20 à 24 ans,0
2019,Les deux sexes,25 à 29 ans,0
2019,Hommes,25 à 29 ans,0
2019,Femmes,25 à 29 ans,0
2019,Les deux sexes,30 à 34 ans,1
2019,Hommes,30 à 34 ans,1
2019,Femmes,30 à 34 ans,0
2019,Les deux sexes,35 à 39 ans,1
2019,Hommes,35 à 39 ans,0
2019,Femmes,35 à 39 ans,1
2019,Les deux sexes,40 à 44 ans,0
2019,Hommes,40 à 44 ans,0
2019,Femmes,40 à 44 ans,0
2019,Les deux sexes,45 à 49 ans,1
2019,Hommes,45 à 49 ans,0
2019,Femmes,45 à 49 ans,1
2019,Les deux sexes,50 à 54 ans,1
2019,Hommes,50 à 54 ans,1
2019,Femmes,50 à 54 ans,0
2019,Les deux sexes,55 à 59 ans,3
2019,Hommes,55 à 59 ans,3
2019,Femmes,55 à 59 ans,0
2019,Les deux sexes,60 à 64 ans,6
2019,Hommes,60 à 64 ans,5
2019,Femmes,60 à 64 ans,1
2019,Les deux sexes,65 à 69 ans,2
2019,Hommes,65 à 69 ans,2
2019,Femmes,65 à 69 ans,0
2019,Les deux sexes,70 à 74 ans,2
2019,Hommes,70 à 74 ans,2
2019,Femmes,70 à 74 ans,0
2019,Les deux sexes,75 à 79 ans,1
2019,Hommes,75 à 79 ans,1
2019,Femmes,75 à 79 ans,0
2019,Les deux sexes,80 à 84 ans,5
2019,Hommes,80 à 84 ans,3
2019,Femmes,80 à 84 ans,2
2019,Les deux sexes,85 à 89 ans,2
2019,Hommes,85 à 89 ans,2
2019,Femmes,85 à 89 ans,0
2019,Les deux sexes,90 ans et plus,2
2019,Hommes,90 ans et plus,1
2019,Femmes,90 ans et plus,1
2019,Les deux sexes,"Âge, non déclaré",0
2019,Hommes,"Âge, non déclaré",0
2019,Femmes,"Âge, non déclaré",0
2020,,,54
2020,Hommes,"Total, tous les âges",37
2020,Femmes,"Total, tous les âges",17
2020,Les deux sexes,Moins d'un an,0
2020,Hommes,Moins d'un an,0
2020,Femmes,Moins d'un an,0
2020,Les deux sexes,1 à 4 ans,0
2020,Hommes,1 à 4 ans,0
2020,Femmes,1 à 4 ans,0
2020,Les deux sexes,5 à 9 ans,0
2020,Hommes,5 à 9 ans,0
2020,Femmes,5 à 9 ans,0
2020,Les deux sexes,10 à 14 ans,0
2020,Hommes,10 à 14 ans,0
2020,Femmes,10 à 14 ans,0
2020,Les deux sexes,15 à 19 ans,0
2020,Hommes,15 à 19 ans,0
2020,Femmes,15 à 19 ans,0
2020,Les deux sexes,20 à 24 ans,0
2020,Hommes,20 à 24 ans,0
2020,Femmes,20 à 24 ans,0
2020,Les deux sexes,25 à 29 ans,0
2020,Hommes,25 à 29 ans,0
2020,Femmes,25 à 29 ans,0
2020,Les deux sexes,30 à 34 ans,1
2020,Hommes,30 à 34 ans,0
2020,Femmes,30 à 34 ans,1
2020,Les deux sexes,35 à 39 ans,0
2020,Hommes,35 à 39 ans,0
2020,Femmes,35 à 39 ans,0
2020,Les deux sexes,40 à 44 ans,2
2020,Hommes,40 à 44 ans,2
2020,Femmes,40 à 44 ans,0
2020,Les deux sexes,45 à 49 ans,2
2020,Hommes,45 à 49 ans,2
2020,Femmes,45 à 49 ans,0
2020,Les deux sexes,50 à 54 ans,6
2020,Hommes,50 à 54 ans,5
2020,Femmes,50 à 54 ans,1
2020,Les deux sexes,55 à 59 ans,6
2020,Hommes,55 à 59 ans,4
2020,Femmes,55 à 59 ans,2
2020,Les deux sexes,60 à 64 ans,9
2020,Hommes,60 à 64 ans,6
2020,Femmes,60 à 64 ans,3
2020,Les deux sexes,65 à 69 ans,6
2020,Hommes,65 à 69 ans,4
2020,Femmes,65 à 69 ans,2
2020,Les deux sexes,70 à 74 ans,7
2020,Hommes,70 à 74 ans,5
2020,Femmes,70 à 74 ans,2
2020,Les deux sexes,75 à 79 ans,4
2020,Hommes,75 à 79 ans,4
2020,Femmes,75 à 79 ans,0
2020,Les deux sexes,80 à 84 ans,4
2020,Hommes,80 à 84 ans,1
2020,Femmes,80 à 84 ans,3
2020,Les deux sexes,85 à 89 ans,2
2020,Hommes,85 à 89 ans,2
2020,Femmes,85 à 89 ans,0
2020,Les deux sexes,90 ans et plus,5
2020,Hommes,90 ans et plus,2
2020,Femmes,90 ans et plus,3
2020,Les deux sexes,"Âge, non déclaré",0
2020,Hommes,"Âge, non déclaré",0
2020,Femmes,"Âge, non déclaré",0
2021,,,328
2021,Hommes,"Total, tous les âges",175
2021,Femmes,"Total, tous les âges",153
2021,Les deux sexes,Moins d'un an,0
2021,Hommes,Moins d'un an,0
2021,Femmes,Moins d'un an,0
2021,Les deux sexes,1 à 4 ans,0
2021,Hommes,1 à 4 ans,0
2021,Femmes,1 à 4 ans,0
2021,Les deux sexes,5 à 9 ans,0
2021,Hommes,5 à 9 ans,0
2021,Femmes,5 à 9 ans,0
2021,Les deux sexes,10 à 14 ans,0
2021,Hommes,10 à 14 ans,0
2021,Femmes,10 à 14 ans,0
2021,Les deux sexes,15 à 19 ans,2
2021,Hommes,15 à 19 ans,2
2021,Femmes,15 à 19 ans,0
2021,Les deux sexes,20 à 24 ans,0
2021,Hommes,20 à 24 ans,0
2021,Femmes,20 à 24 ans,0
2021,Les deux sexes,25 à 29 ans,0
2021,Hommes,25 à 29 ans,0
2021,Femmes,25 à 29 ans,0
2021,Les deux sexes,30 à 34 ans,3
