Year,Geography,Age group,Sex,Household income,Highest level of education,GeoCode,Value
2017,Saskatchewan,65 years and over,Males,,,47,15.5
2017,Saskatchewan,65 years and over,Females,,,47,9.4
2017,Alberta,"Total, 18 years and over",Both sexes,,,48,17.7
2017,Alberta,"Total, 18 years and over",Males,,,48,21.8
2017,Alberta,"Total, 18 years and over",Females,,,48,13.5
2017,Alberta,18 to 34 years,Both sexes,,,48,20.6
2017,Alberta,18 to 34 years,Males,,,48,25.2
2017,Alberta,18 to 34 years,Females,,,48,15.7
2017,Alberta,35 to 49 years,Both sexes,,,48,17.7
2017,Alberta,35 to 49 years,Males,,,48,22.1
2017,Alberta,35 to 49 years,Females,,,48,13.0
2017,Alberta,50 to 64 years,Both sexes,,,48,18.5
2017,Alberta,50 to 64 years,Males,,,48,24.1
2017,Alberta,50 to 64 years,Females,,,48,12.7
2017,Alberta,65 years and over,Both sexes,,,48,9.9
2017,Alberta,65 years and over,Males,,,48,8.9
2017,Alberta,65 years and over,Females,,,48,10.8
2017,British Columbia,"Total, 18 years and over",Both sexes,,,59,14.0
2017,British Columbia,"Total, 18 years and over",Males,,,59,18.3
2017,British Columbia,"Total, 18 years and over",Females,,,59,9.8
2017,British Columbia,18 to 34 years,Both sexes,,,59,16.2
2017,British Columbia,18 to 34 years,Males,,,59,21.3
2017,British Columbia,18 to 34 years,Females,,,59,10.9
2017,British Columbia,35 to 49 years,Both sexes,,,59,14.1
2017,British Columbia,35 to 49 years,Males,,,59,18.4
2017,British Columbia,35 to 49 years,Females,,,59,9.9
2017,British Columbia,50 to 64 years,Both sexes,,,59,16.5
2017,British Columbia,50 to 64 years,Males,,,59,22.1
2017,British Columbia,50 to 64 years,Females,,,59,11.2
2017,British Columbia,65 years and over,Both sexes,,,59,8.1
2017,British Columbia,65 years and over,Males,,,59,9.5
2017,British Columbia,65 years and over,Females,,,59,6.8
2018,Canada,"Total, 18 years and over",Males,,,,19.8
2018,Canada,"Total, 18 years and over",Females,,,,13.8
2018,Canada,18 to 34 years,Both sexes,,,,19.2
2018,Canada,18 to 34 years,Males,,,,23.3
2018,Canada,18 to 34 years,Females,,,,15.0
2018,Canada,35 to 49 years,Both sexes,,,,18.2
2018,Canada,35 to 49 years,Males,,,,22.1
2018,Canada,35 to 49 years,Females,,,,14.3
2018,Canada,50 to 64 years,Both sexes,,,,18.4
2018,Canada,50 to 64 years,Males,,,,20.3
2018,Canada,50 to 64 years,Females,,,,16.5
2018,Canada,65 years and over,Both sexes,,,,9.7
2018,Canada,65 years and over,Males,,,,11.1
2018,Canada,65 years and over,Females,,,,8.5
2018,Newfoundland and Labrador,"Total, 18 years and over",Both sexes,,,10,19.4
2018,Newfoundland and Labrador,"Total, 18 years and over",Males,,,10,22.0
2018,Newfoundland and Labrador,"Total, 18 years and over",Females,,,10,16.8
2018,Newfoundland and Labrador,18 to 34 years,Both sexes,,,10,20.3
2018,Newfoundland and Labrador,18 to 34 years,Males,,,10,24.4
2018,Newfoundland and Labrador,18 to 34 years,Females,,,10,16.2
2018,Newfoundland and Labrador,35 to 49 years,Both sexes,,,10,31.9
2018,Newfoundland and Labrador,35 to 49 years,Males,,,10,33.6
2018,Newfoundland and Labrador,35 to 49 years,Females,,,10,30.3
2018,Newfoundland and Labrador,50 to 64 years,Both sexes,,,10,17.0
2018,Newfoundland and Labrador,50 to 64 years,Males,,,10,19.6
2018,Newfoundland and Labrador,50 to 64 years,Females,,,10,14.5
2018,Newfoundland and Labrador,65 years and over,Both sexes,,,10,9.2
2018,Newfoundland and Labrador,65 years and over,Males,,,10,11.2
2018,Newfoundland and Labrador,65 years and over,Females,,,10,7.3
2018,Prince Edward Island,"Total, 18 years and over",Both sexes,,,11,18.4
2018,Prince Edward Island,"Total, 18 years and over",Males,,,11,23.5
2018,Prince Edward Island,"Total, 18 years and over",Females,,,11,13.4
2018,Prince Edward Island,18 to 34 years,Both sexes,,,11,21.0
2018,Prince Edward Island,18 to 34 years,Males,,,11,33.3
2018,Prince Edward Island,35 to 49 years,Both sexes,,,11,22.2
2018,Prince Edward Island,35 to 49 years,Males,,,11,24.0
2018,Prince Edward Island,35 to 49 years,Females,,,11,20.5
2018,Prince Edward Island,50 to 64 years,Both sexes,,,11,18.5
2018,Prince Edward Island,50 to 64 years,Males,,,11,19.5
2018,Prince Edward Island,50 to 64 years,Females,,,11,17.5
2018,Prince Edward Island,65 years and over,Both sexes,,,11,11.5
2018,Prince Edward Island,65 years and over,Males,,,11,16.5
2018,Prince Edward Island,65 years and over,Females,,,11,7.0
2018,Nova Scotia,"Total, 18 years and over",Both sexes,,,12,19.2
2018,Nova Scotia,"Total, 18 years and over",Males,,,12,21.3
2018,Nova Scotia,"Total, 18 years and over",Females,,,12,17.2
2018,Nova Scotia,18 to 34 years,Both sexes,,,12,15.4
2018,Nova Scotia,18 to 34 years,Males,,,12,15.4
2018,Nova Scotia,18 to 34 years,Females,,,12,15.4
2018,Nova Scotia,35 to 49 years,Both sexes,,,12,27.7
2018,Nova Scotia,35 to 49 years,Males,,,12,29.8
2018,Nova Scotia,35 to 49 years,Females,,,12,25.8
2018,Nova Scotia,50 to 64 years,Both sexes,,,12,22.8
2018,Nova Scotia,50 to 64 years,Males,,,12,27.7
2018,Nova Scotia,50 to 64 years,Females,,,12,18.3
2018,Nova Scotia,65 years and over,Both sexes,,,12,11.2
2018,Nova Scotia,65 years and over,Males,,,12,12.0
2018,Nova Scotia,65 years and over,Females,,,12,10.5
2018,New Brunswick,"Total, 18 years and over",Both sexes,,,13,15.3
2018,New Brunswick,"Total, 18 years and over",Males,,,13,19.2
2018,New Brunswick,"Total, 18 years and over",Females,,,13,11.6
2018,New Brunswick,18 to 34 years,Both sexes,,,13,18.9
2018,New Brunswick,18 to 34 years,Males,,,13,23.4
2018,New Brunswick,18 to 34 years,Females,,,13,14.2
2018,New Brunswick,35 to 49 years,Both sexes,,,13,16.2
2018,New Brunswick,35 to 49 years,Males,,,13,20.2
2018,New Brunswick,35 to 49 years,Females,,,13,12.4
2018,New Brunswick,50 to 64 years,Both sexes,,,13,17.0
2018,New Brunswick,50 to 64 years,Males,,,13,21.1
2018,New Brunswick,50 to 64 years,Females,,,13,13.1
2018,New Brunswick,65 years and over,Both sexes,,,13,9.1
2018,New Brunswick,65 years and over,Males,,,13,11.6
2018,New Brunswick,65 years and over,Females,,,13,7.0
2018,Quebec,"Total, 18 years and over",Both sexes,,,24,18.4
2018,Quebec,"Total, 18 years and over",Males,,,24,20.9
2018,Quebec,"Total, 18 years and over",Females,,,24,16.0
2018,Quebec,18 to 34 years,Both sexes,,,24,22.4
2018,Quebec,18 to 34 years,Males,,,24,25.6
2018,Quebec,18 to 34 years,Females,,,24,19.0
2018,Quebec,35 to 49 years,Both sexes,,,24,18.5
2018,Quebec,35 to 49 years,Males,,,24,22.4
2018,Quebec,35 to 49 years,Females,,,24,14.6
2018,Quebec,50 to 64 years,Both sexes,,,24,20.5
2018,Quebec,50 to 64 years,Males,,,24,20.9
2018,Quebec,50 to 64 years,Females,,,24,20.0
2018,Quebec,65 years and over,Both sexes,,,24,11.4
2018,Quebec,65 years and over,Males,,,24,13.0
2018,Quebec,65 years and over,Females,,,24,10.0
2018,Ontario,"Total, 18 years and over",Both sexes,,,35,16.1
2018,Ontario,"Total, 18 years and over",Males,,,35,19.9
2018,Ontario,"Total, 18 years and over",Females,,,35,12.5
2018,Ontario,18 to 34 years,Both sexes,,,35,18.0
2018,Ontario,18 to 34 years,Males,,,35,23.0
2018,Ontario,18 to 34 years,Females,,,35,12.9
2018,Ontario,35 to 49 years,Both sexes,,,35,17.6
2018,Ontario,35 to 49 years,Males,,,35,22.6
2018,Ontario,35 to 49 years,Females,,,35,12.9
2018,Ontario,50 to 64 years,Both sexes,,,35,18.1
2018,Ontario,50 to 64 years,Males,,,35,20.5
2018,Ontario,50 to 64 years,Females,,,35,15.8
2018,Ontario,65 years and over,Both sexes,,,35,9.1
2018,Ontario,65 years and over,Males,,,35,10.9
2018,Ontario,65 years and over,Females,,,35,7.6
2018,Manitoba,"Total, 18 years and over",Both sexes,,,46,18.9
2018,Manitoba,"Total, 18 years and over",Males,,,46,19.8
2018,Manitoba,"Total, 18 years and over",Females,,,46,18.0
2018,Manitoba,18 to 34 years,Both sexes,,,46,22.8
2018,Manitoba,18 to 34 years,Males,,,46,25.3
2018,Manitoba,18 to 34 years,Females,,,46,20.2
2018,Manitoba,35 to 49 years,Both sexes,,,46,19.6
2018,Manitoba,35 to 49 years,Males,,,46,20.3
2018,Manitoba,35 to 49 years,Females,,,46,19.0
2018,Manitoba,50 to 64 years,Both sexes,,,46,19.9
2018,Manitoba,50 to 64 years,Males,,,46,20.2
2018,Manitoba,50 to 64 years,Females,,,46,19.5
2018,Manitoba,65 years and over,Both sexes,,,46,10.7
2018,Manitoba,65 years and over,Males,,,46,9.1
2018,Manitoba,65 years and over,Females,,,46,12.2
2018,Saskatchewan,"Total, 18 years and over",Both sexes,,,47,21.7
2018,Saskatchewan,"Total, 18 years and over",Males,,,47,22.8
2018,Saskatchewan,"Total, 18 years and over",Females,,,47,20.6
2018,Saskatchewan,18 to 34 years,Both sexes,,,47,22.4
2018,Saskatchewan,18 to 34 years,Males,,,47,24.8
2018,Saskatchewan,18 to 34 years,Females,,,47,19.9
2018,Saskatchewan,35 to 49 years,Both sexes,,,47,24.8
2018,Saskatchewan,35 to 49 years,Males,,,47,20.9
2018,Saskatchewan,35 to 49 years,Females,,,47,28.9
2018,Saskatchewan,50 to 64 years,Both sexes,,,47,23.1
2018,Saskatchewan,50 to 64 years,Males,,,47,26.2
2018,Saskatchewan,50 to 64 years,Females,,,47,19.8
2018,Saskatchewan,65 years and over,Both sexes,,,47,14.8
2018,Saskatchewan,65 years and over,Males,,,47,16.9
2018,Saskatchewan,65 years and over,Females,,,47,12.9
2018,Alberta,"Total, 18 years and over",Both sexes,,,48,17.4
2018,Alberta,"Total, 18 years and over",Males,,,48,21.5
2018,Alberta,"Total, 18 years and over",Females,,,48,13.1
2018,Alberta,18 to 34 years,Both sexes,,,48,19.7
2018,Alberta,18 to 34 years,Males,,,48,24.3
2018,Alberta,18 to 34 years,Females,,,48,14.9
2018,Alberta,35 to 49 years,Both sexes,,,48,18.4
2018,Alberta,35 to 49 years,Males,,,48,23.3
2018,Alberta,35 to 49 years,Females,,,48,13.3
2018,Alberta,50 to 64 years,Both sexes,,,48,19.0
2018,Alberta,50 to 64 years,Males,,,48,22.8
2018,Alberta,50 to 64 years,Females,,,48,15.1
2018,Alberta,65 years and over,Both sexes,,,48,8.2
2018,Alberta,65 years and over,Males,,,48,9.8
2018,Alberta,65 years and over,Females,,,48,6.8
2018,British Columbia,"Total, 18 years and over",Both sexes,,,59,12.8
2018,British Columbia,"Total, 18 years and over",Males,,,59,14.7
2018,British Columbia,"Total, 18 years and over",Females,,,59,10.9
2018,British Columbia,18 to 34 years,Both sexes,,,59,15.8
2018,British Columbia,18 to 34 years,Males,,,59,19.2
2018,British Columbia,18 to 34 years,Females,,,59,12.4
2018,British Columbia,35 to 49 years,Both sexes,,,59,14.0
2018,British Columbia,35 to 49 years,Males,,,59,17.3
2018,British Columbia,35 to 49 years,Females,,,59,10.7
2018,British Columbia,50 to 64 years,Both sexes,,,59,12.8
2018,British Columbia,50 to 64 years,Males,,,59,13.1
2018,British Columbia,50 to 64 years,Females,,,59,12.6
2018,British Columbia,65 years and over,Both sexes,,,59,7.6
2018,British Columbia,65 years and over,Males,,,59,7.9
2018,British Columbia,65 years and over,Females,,,59,7.4
2019,Canada,"Total, 18 years and over",Males,,,,18.5
2019,Canada,"Total, 18 years and over",Females,,,,13.0
2019,Canada,18 to 34 years,Both sexes,,,,17.2
2019,Canada,18 to 34 years,Males,,,,21.2
2019,Canada,18 to 34 years,Females,,,,13.3
2019,Canada,35 to 49 years,Both sexes,,,,16.9
2019,Canada,35 to 49 years,Males,,,,20.2
2019,Canada,35 to 49 years,Females,,,,13.5
2019,Canada,50 to 64 years,Both sexes,,,,18.4
2019,Canada,50 to 64 years,Males,,,,20.5
2019,Canada,50 to 64 years,Females,,,,16.4
2019,Canada,65 years and over,Both sexes,,,,9.1
2019,Canada,65 years and over,Males,,,,10.0
2019,Canada,65 years and over,Females,,,,8.4
2019,Newfoundland and Labrador,"Total, 18 years and over",Both sexes,,,10,20.8
2019,Newfoundland and Labrador,"Total, 18 years and over",Males,,,10,23.9
2019,Newfoundland and Labrador,"Total, 18 years and over",Females,,,10,17.8
2019,Newfoundland and Labrador,18 to 34 years,Both sexes,,,10,21.9
2019,Newfoundland and Labrador,18 to 34 years,Males,,,10,21.9
2019,Newfoundland and Labrador,18 to 34 years,Females,,,10,22.0
2019,Newfoundland and Labrador,35 to 49 years,Both sexes,,,10,27.9
2019,Newfoundland and Labrador,35 to 49 years,Males,,,10,33.6
2019,Newfoundland and Labrador,35 to 49 years,Females,,,10,22.6
2019,Newfoundland and Labrador,50 to 64 years,Both sexes,,,10,23.1
2019,Newfoundland and Labrador,50 to 64 years,Males,,,10,28.3
2019,Newfoundland and Labrador,50 to 64 years,Females,,,10,17.9
2019,Newfoundland and Labrador,65 years and over,Both sexes,,,10,10.8
2019,Newfoundland and Labrador,65 years and over,Males,,,10,11.7
2019,Newfoundland and Labrador,65 years and over,Females,,,10,10.0
2019,Prince Edward Island,"Total, 18 years and over",Both sexes,,,11,17.1
2019,Prince Edward Island,"Total, 18 years and over",Males,,,11,19.0
2019,Prince Edward Island,"Total, 18 years and over",Females,,,11,15.2
2019,Prince Edward Island,18 to 34 years,Both sexes,,,11,24.4
2019,Prince Edward Island,18 to 34 years,Males,,,11,28.7
2019,Prince Edward Island,18 to 34 years,Females,,,11,19.8
2019,Prince Edward Island,35 to 49 years,Both sexes,,,11,12.1
2019,Prince Edward Island,35 to 49 years,Males,,,11,17.9
2019,Prince Edward Island,35 to 49 years,Females,,,11,6.8
2019,Prince Edward Island,50 to 64 years,Both sexes,,,11,21.3
2019,Prince Edward Island,50 to 64 years,Males,,,11,17.1
2019,Prince Edward Island,50 to 64 years,Females,,,11,25.3
2019,Prince Edward Island,65 years and over,Both sexes,,,11,8.9
2019,Prince Edward Island,65 years and over,Males,,,11,10.7
2019,Prince Edward Island,65 years and over,Females,,,11,7.3
2019,Nova Scotia,"Total, 18 years and over",Both sexes,,,12,19.4
2019,Nova Scotia,"Total, 18 years and over",Males,,,12,22.9
2019,Nova Scotia,"Total, 18 years and over",Females,,,12,16.2
2019,Nova Scotia,18 to 34 years,Both sexes,,,12,21.6
2019,Nova Scotia,18 to 34 years,Males,,,12,20.8
2019,Nova Scotia,18 to 34 years,Females,,,12,22.3
2019,Nova Scotia,35 to 49 years,Both sexes,,,12,22.1
2019,Nova Scotia,35 to 49 years,Males,,,12,30.3
2019,Nova Scotia,35 to 49 years,Females,,,12,14.4
2019,Nova Scotia,50 to 64 years,Both sexes,,,12,23.9
2019,Nova Scotia,50 to 64 years,Males,,,12,29.5
2019,Nova Scotia,50 to 64 years,Females,,,12,18.7
2019,Nova Scotia,65 years and over,Both sexes,,,12,9.8
2019,Nova Scotia,65 years and over,Males,,,12,10.4
2019,Nova Scotia,65 years and over,Females,,,12,9.2
2019,New Brunswick,"Total, 18 years and over",Both sexes,,,13,17.3
2019,New Brunswick,"Total, 18 years and over",Males,,,13,18.4
2019,New Brunswick,"Total, 18 years and over",Females,,,13,16.3
2019,New Brunswick,18 to 34 years,Both sexes,,,13,23.1
2019,New Brunswick,18 to 34 years,Males,,,13,25.7
2019,New Brunswick,18 to 34 years,Females,,,13,20.4
2019,New Brunswick,35 to 49 years,Both sexes,,,13,22.8
2019,New Brunswick,35 to 49 years,Males,,,13,25.3
2019,New Brunswick,35 to 49 years,Females,,,13,20.4
2019,New Brunswick,50 to 64 years,Both sexes,,,13,15.0
2019,New Brunswick,50 to 64 years,Males,,,13,12.5
2019,New Brunswick,50 to 64 years,Females,,,13,17.4
2019,New Brunswick,65 years and over,Both sexes,,,13,9.7
2019,New Brunswick,65 years and over,Males,,,13,11.6
2019,New Brunswick,65 years and over,Females,,,13,8.1
2019,Quebec,"Total, 18 years and over",Both sexes,,,24,17.9
2019,Quebec,"Total, 18 years and over",Males,,,24,19.9
2019,Quebec,"Total, 18 years and over",Females,,,24,16.0
2019,Quebec,18 to 34 years,Both sexes,,,24,21.4
2019,Quebec,18 to 34 years,Males,,,24,24.0
2019,Quebec,18 to 34 years,Females,,,24,18.8
2019,Quebec,35 to 49 years,Both sexes,,,24,17.2
2019,Quebec,35 to 49 years,Males,,,24,19.0
2019,Quebec,35 to 49 years,Females,,,24,15.3
2019,Quebec,50 to 64 years,Both sexes,,,24,22.0
2019,Quebec,50 to 64 years,Males,,,24,24.6
2019,Quebec,50 to 64 years,Females,,,24,19.5
2019,Quebec,65 years and over,Both sexes,,,24,10.3
2019,Quebec,65 years and over,Males,,,24,10.4
2019,Quebec,65 years and over,Females,,,24,10.3
2019,Ontario,"Total, 18 years and over",Both sexes,,,35,14.7
2019,Ontario,"Total, 18 years and over",Males,,,35,18.4
2019,Ontario,"Total, 18 years and over",Females,,,35,11.2
2019,Ontario,18 to 34 years,Both sexes,,,35,15.5
2019,Ontario,18 to 34 years,Males,,,35,20.9
2019,Ontario,18 to 34 years,Females,,,35,10.1
2019,Ontario,35 to 49 years,Both sexes,,,35,16.4
2019,Ontario,35 to 49 years,Males,,,35,21.5
2019,Ontario,35 to 49 years,Females,,,35,11.7
2019,Ontario,50 to 64 years,Both sexes,,,35,17.1
2019,Ontario,50 to 64 years,Males,,,35,18.4
2019,Ontario,50 to 64 years,Females,,,35,15.7
2019,Ontario,65 years and over,Both sexes,,,35,8.7
2019,Ontario,65 years and over,Males,,,35,10.7
2019,Ontario,65 years and over,Females,,,35,7.0
2019,Manitoba,"Total, 18 years and over",Both sexes,,,46,15.9
2019,Manitoba,"Total, 18 years and over",Males,,,46,19.6
2019,Manitoba,"Total, 18 years and over",Females,,,46,12.2
2019,Manitoba,18 to 34 years,Both sexes,,,46,15.0
2019,Manitoba,18 to 34 years,Males,,,46,21.4
2019,Manitoba,18 to 34 years,Females,,,46,8.3
2019,Manitoba,35 to 49 years,Both sexes,,,46,17.9
2019,Manitoba,35 to 49 years,Males,,,46,22.3
2019,Manitoba,35 to 49 years,Females,,,46,13.5
2019,Manitoba,50 to 64 years,Both sexes,,,46,20.0
2019,Manitoba,50 to 64 years,Males,,,46,21.3
2019,Manitoba,50 to 64 years,Females,,,46,18.7
2019,Manitoba,65 years and over,Both sexes,,,46,9.9
2019,Manitoba,65 years and over,Males,,,46,11.1
2019,Manitoba,65 years and over,Females,,,46,8.9
2019,Saskatchewan,"Total, 18 years and over",Both sexes,,,47,17.9
2019,Saskatchewan,"Total, 18 years and over",Males,,,47,19.0
2019,Saskatchewan,"Total, 18 years and over",Females,,,47,16.9
2019,Saskatchewan,18 to 34 years,Both sexes,,,47,23.9
2019,Saskatchewan,18 to 34 years,Males,,,47,24.9
2019,Saskatchewan,18 to 34 years,Females,,,47,22.9
2019,Saskatchewan,35 to 49 years,Both sexes,,,47,17.5
2019,Saskatchewan,35 to 49 years,Males,,,47,16.2
2019,Saskatchewan,35 to 49 years,Females,,,47,18.8
2019,Saskatchewan,50 to 64 years,Both sexes,,,47,17.6
2019,Saskatchewan,50 to 64 years,Males,,,47,22.1
2019,Saskatchewan,50 to 64 years,Females,,,47,13.0
2019,Saskatchewan,65 years and over,Both sexes,,,47,9.8
2019,Saskatchewan,65 years and over,Males,,,47,8.8
2019,Saskatchewan,65 years and over,Females,,,47,10.8
2019,Alberta,"Total, 18 years and over",Both sexes,,,48,16.8
2019,Alberta,"Total, 18 years and over",Males,,,48,18.9
2019,Alberta,"Total, 18 years and over",Females,,,48,14.7
2019,Alberta,18 to 34 years,Both sexes,,,48,18.7
2019,Alberta,18 to 34 years,Males,,,48,21.9
2019,Alberta,18 to 34 years,Females,,,48,15.3
2019,Alberta,35 to 49 years,Both sexes,,,48,16.6
2019,Alberta,35 to 49 years,Males,,,48,18.3
2019,Alberta,35 to 49 years,Females,,,48,14.9
2019,Alberta,50 to 64 years,Both sexes,,,48,19.5
2019,Alberta,50 to 64 years,Males,,,48,21.3
2019,Alberta,50 to 64 years,Females,,,48,17.5
2019,Alberta,65 years and over,Both sexes,,,48,9.7
2019,Alberta,65 years and over,Males,,,48,10.0
2019,Alberta,65 years and over,Females,,,48,9.5
2019,British Columbia,"Total, 18 years and over",Both sexes,,,59,11.7
2019,British Columbia,"Total, 18 years and over",Males,,,59,14.1
2019,British Columbia,"Total, 18 years and over",Females,,,59,9.4
2019,British Columbia,18 to 34 years,Both sexes,,,59,11.5
2019,British Columbia,18 to 34 years,Males,,,59,14.8
2019,British Columbia,18 to 34 years,Females,,,59,8.1
2019,British Columbia,35 to 49 years,Both sexes,,,59,14.6
2019,British Columbia,35 to 49 years,Males,,,59,17.6
2019,British Columbia,35 to 49 years,Females,,,59,11.6
2019,British Columbia,50 to 64 years,Both sexes,,,59,13.6
2019,British Columbia,50 to 64 years,Males,,,59,16.4
2019,British Columbia,50 to 64 years,Females,,,59,11.0
2019,British Columbia,65 years and over,Both sexes,,,59,6.8
2019,British Columbia,65 years and over,Males,,,59,6.7
2019,British Columbia,65 years and over,Females,,,59,6.9
2020,Canada,"Total, 18 years and over",Males,,,,17.0
2020,Canada,"Total, 18 years and over",Females,,,,10.8
2020,Canada,18 to 34 years,Both sexes,,,,14.9
2020,Canada,18 to 34 years,Males,,,,19.6
2020,Canada,18 to 34 years,Females,,,,9.9
2020,Canada,35 to 49 years,Both sexes,,,,15.1
2020,Canada,35 to 49 years,Males,,,,18.3
2020,Canada,35 to 49 years,Females,,,,11.9
2020,Canada,50 to 64 years,Both sexes,,,,16.1
2020,Canada,50 to 64 years,Males,,,,18.5
2020,Canada,50 to 64 years,Females,,,,13.7
2020,Canada,65 years and over,Both sexes,,,,8.4
2020,Canada,65 years and over,Males,,,,9.6
2020,Canada,65 years and over,Females,,,,7.4
2020,Newfoundland and Labrador,"Total, 18 years and over",Both sexes,,,10,20.2
2020,Newfoundland and Labrador,"Total, 18 years and over",Males,,,10,20.1
2020,Newfoundland and Labrador,"Total, 18 years and over",Females,,,10,20.3
2020,Newfoundland and Labrador,18 to 34 years,Both sexes,,,10,24.7
2020,Newfoundland and Labrador,35 to 49 years,Both sexes,,,10,22.0
2020,Newfoundland and Labrador,35 to 49 years,Males,,,10,16.8
2020,Newfoundland and Labrador,35 to 49 years,Females,,,10,26.8
2020,Newfoundland and Labrador,50 to 64 years,Both sexes,,,10,24.5
2020,Newfoundland and Labrador,50 to 64 years,Males,,,10,29.0
2020,Newfoundland and Labrador,50 to 64 years,Females,,,10,20.1
2020,Newfoundland and Labrador,65 years and over,Both sexes,,,10,10.3
2020,Newfoundland and Labrador,65 years and over,Males,,,10,9.8
2020,Newfoundland and Labrador,65 years and over,Females,,,10,10.7
2020,Prince Edward Island,"Total, 18 years and over",Both sexes,,,11,13.1
2020,Prince Edward Island,"Total, 18 years and over",Males,,,11,13.7
2020,Prince Edward Island,"Total, 18 years and over",Females,,,11,12.4
2020,Prince Edward Island,18 to 34 years,Both sexes,,,11,17.9
2020,Prince Edward Island,50 to 64 years,Both sexes,,,11,16.2
2020,Prince Edward Island,50 to 64 years,Females,,,11,12.7
2020,Prince Edward Island,65 years and over,Both sexes,,,11,8.5
2020,Prince Edward Island,65 years and over,Males,,,11,9.0
2020,Prince Edward Island,65 years and over,Females,,,11,8.1
2020,Nova Scotia,"Total, 18 years and over",Both sexes,,,12,13.9
2020,Nova Scotia,"Total, 18 years and over",Males,,,12,15.0
2020,Nova Scotia,"Total, 18 years and over",Females,,,12,12.9
2020,Nova Scotia,18 to 34 years,Both sexes,,,12,12.6
2020,Nova Scotia,18 to 34 years,Females,,,12,17.3
2020,Nova Scotia,35 to 49 years,Both sexes,,,12,18.9
2020,Nova Scotia,35 to 49 years,Males,,,12,18.2
2020,Nova Scotia,35 to 49 years,Females,,,12,19.5
2020,Nova Scotia,50 to 64 years,Both sexes,,,12,16.7
2020,Nova Scotia,50 to 64 years,Males,,,12,24.9
2020,Nova Scotia,50 to 64 years,Females,,,12,8.9
2020,Nova Scotia,65 years and over,Both sexes,,,12,8.0
2020,Nova Scotia,65 years and over,Males,,,12,8.9
2020,Nova Scotia,65 years and over,Females,,,12,7.3
2020,New Brunswick,"Total, 18 years and over",Both sexes,,,13,14.0
2020,New Brunswick,"Total, 18 years and over",Males,,,13,17.0
2020,New Brunswick,"Total, 18 years and over",Females,,,13,11.2
2020,New Brunswick,18 to 34 years,Both sexes,,,13,15.8
2020,New Brunswick,35 to 49 years,Both sexes,,,13,16.5
2020,New Brunswick,35 to 49 years,Males,,,13,13.8
2020,New Brunswick,35 to 49 years,Females,,,13,19.1
2020,New Brunswick,50 to 64 years,Both sexes,,,13,15.1
2020,New Brunswick,50 to 64 years,Males,,,13,15.8
2020,New Brunswick,50 to 64 years,Females,,,13,14.5
2020,New Brunswick,65 years and over,Both sexes,,,13,9.2
2020,New Brunswick,65 years and over,Males,,,13,12.8
2020,New Brunswick,65 years and over,Females,,,13,5.9
2020,Quebec,"Total, 18 years and over",Both sexes,,,24,16.1
2020,Quebec,"Total, 18 years and over",Males,,,24,21.3
2020,Quebec,"Total, 18 years and over",Females,,,24,11.0
2020,Quebec,18 to 34 years,Both sexes,,,24,18.5
2020,Quebec,18 to 34 years,Males,,,24,29.4
2020,Quebec,18 to 34 years,Females,,,24,6.9
2020,Quebec,35 to 49 years,Both sexes,,,24,16.8
2020,Quebec,35 to 49 years,Males,,,24,21.8
2020,Quebec,35 to 49 years,Females,,,24,11.6
2020,Quebec,50 to 64 years,Both sexes,,,24,18.3
2020,Quebec,50 to 64 years,Males,,,24,20.0
2020,Quebec,50 to 64 years,Females,,,24,16.6
2020,Quebec,65 years and over,Both sexes,,,24,10.4
2020,Quebec,65 years and over,Males,,,24,12.4
2020,Quebec,65 years and over,Females,,,24,8.7
2020,Ontario,"Total, 18 years and over",Both sexes,,,35,12.5
2020,Ontario,"Total, 18 years and over",Males,,,35,15.1
2020,Ontario,"Total, 18 years and over",Females,,,35,9.9
2020,Ontario,18 to 34 years,Both sexes,,,35,13.3
2020,Ontario,18 to 34 years,Males,,,35,16.5
2020,Ontario,18 to 34 years,Females,,,35,10.0
2020,Ontario,35 to 49 years,Both sexes,,,35,13.3
2020,Ontario,35 to 49 years,Males,,,35,17.0
2020,Ontario,35 to 49 years,Females,,,35,9.8
2020,Ontario,50 to 64 years,Both sexes,,,35,14.9
2020,Ontario,50 to 64 years,Males,,,35,17.3
2020,Ontario,50 to 64 years,Females,,,35,12.6
2020,Ontario,65 years and over,Both sexes,,,35,7.4
2020,Ontario,65 years and over,Males,,,35,8.1
2020,Ontario,65 years and over,Females,,,35,6.9
2020,Manitoba,"Total, 18 years and over",Both sexes,,,46,16.7
2020,Manitoba,"Total, 18 years and over",Males,,,46,17.9
2020,Manitoba,"Total, 18 years and over",Females,,,46,15.5
2020,Manitoba,18 to 34 years,Both sexes,,,46,16.5
2020,Manitoba,18 to 34 years,Males,,,46,18.2
2020,Manitoba,18 to 34 years,Females,,,46,14.7
2020,Manitoba,35 to 49 years,Both sexes,,,46,22.7
2020,Manitoba,35 to 49 years,Males,,,46,25.0
2020,Manitoba,35 to 49 years,Females,,,46,20.4
2020,Manitoba,50 to 64 years,Both sexes,,,46,18.6
2020,Manitoba,50 to 64 years,Males,,,46,18.3
2020,Manitoba,50 to 64 years,Females,,,46,18.8
2020,Manitoba,65 years and over,Both sexes,,,46,7.5
2020,Manitoba,65 years and over,Males,,,46,7.4
2020,Manitoba,65 years and over,Females,,,46,7.5
