Year,Géographie,Groupe d'âge,Sexe,Groupe autochtone,Niveau de scolarité atteint,Minorité visible,Status d'immigrant,GeoCode,Value
2019,Canada,20 à 24 ans,Hommes,,,,,,70.2
2019,Canada,25 à 29 ans,Hommes,,,,,,82.5
2019,Canada,30 à 34 ans,Hommes,,,,,,87.7
2019,Canada,35 à 39 ans,Hommes,,,,,,88.7
2019,Canada,40 à 44 ans,Hommes,,,,,,88.5
2019,Canada,45 à 49 ans,Hommes,,,,,,88.4
2019,Canada,50 à 54 ans,Hommes,,,,,,85.9
2019,Canada,55 à 59 ans,Hommes,,,,,,76.7
2019,Canada,60 à 64 ans,Hommes,,,,,,59.9
2019,Canada,65 ans et plus,Hommes,,,,,,18.8
2019,Canada,65 à 69 ans,Hommes,,,,,,33.0
2019,Canada,70 ans et plus,Hommes,,,,,,11.5
2019,Canada,15 à 24 ans,Femmes,,,,,,59.9
2019,Canada,25 ans et plus,Femmes,,,,,,58.2
2019,Canada,25 à 44 ans,Femmes,,,,,,79.7
2019,Canada,45 à 64 ans,Femmes,,,,,,68.8
2019,Canada,45 ans et plus,Femmes,,,,,,45.5
2019,Canada,25 à 54 ans,Femmes,,,,,,80.0
2019,Canada,55 ans et plus,Femmes,,,,,,31.2
2019,Canada,15 à 64 ans,Femmes,,,,,,71.7
2019,Canada,15 à 19 ans,Femmes,,,,,,45.9
2019,Canada,20 à 24 ans,Femmes,,,,,,72.1
2019,Canada,25 à 29 ans,Femmes,,,,,,80.2
2019,Canada,30 à 34 ans,Femmes,,,,,,77.8
2019,Canada,35 à 39 ans,Femmes,,,,,,78.9
2019,Canada,40 à 44 ans,Femmes,,,,,,81.7
2019,Canada,45 à 49 ans,Femmes,,,,,,82.4
2019,Canada,50 à 54 ans,Femmes,,,,,,79.2
2019,Canada,55 à 59 ans,Femmes,,,,,,67.6
2019,Canada,60 à 64 ans,Femmes,,,,,,47.3
2019,Canada,65 ans et plus,Femmes,,,,,,10.5
2019,Canada,65 à 69 ans,Femmes,,,,,,22.4
2019,Canada,70 ans et plus,Femmes,,,,,,4.9
2019,Terre-Neuve-et-Labrador,15 à 24 ans,Les deux sexes,,,,,10,50.2
2019,Terre-Neuve-et-Labrador,25 ans et plus,Les deux sexes,,,,,10,51.7
2019,Terre-Neuve-et-Labrador,25 à 44 ans,Les deux sexes,,,,,10,77.1
2019,Terre-Neuve-et-Labrador,45 à 64 ans,Les deux sexes,,,,,10,61.0
2019,Terre-Neuve-et-Labrador,45 ans et plus,Les deux sexes,,,,,10,40.6
2019,Terre-Neuve-et-Labrador,25 à 54 ans,Les deux sexes,,,,,10,75.3
2019,Terre-Neuve-et-Labrador,55 ans et plus,Les deux sexes,,,,,10,27.9
2019,Terre-Neuve-et-Labrador,15 à 64 ans,Les deux sexes,,,,,10,64.9
2019,Terre-Neuve-et-Labrador,15 à 19 ans,Les deux sexes,,,,,10,35.2
2019,Terre-Neuve-et-Labrador,20 à 24 ans,Les deux sexes,,,,,10,64.4
2019,Terre-Neuve-et-Labrador,25 à 29 ans,Les deux sexes,,,,,10,72.2
2019,Terre-Neuve-et-Labrador,30 à 34 ans,Les deux sexes,,,,,10,77.6
2019,Terre-Neuve-et-Labrador,35 à 39 ans,Les deux sexes,,,,,10,78.2
2019,Terre-Neuve-et-Labrador,40 à 44 ans,Les deux sexes,,,,,10,80.2
2019,Terre-Neuve-et-Labrador,45 à 49 ans,Les deux sexes,,,,,10,76.8
2019,Terre-Neuve-et-Labrador,50 à 54 ans,Les deux sexes,,,,,10,68.7
2019,Terre-Neuve-et-Labrador,55 à 59 ans,Les deux sexes,,,,,10,60.7
2019,Terre-Neuve-et-Labrador,60 à 64 ans,Les deux sexes,,,,,10,40.1
2019,Terre-Neuve-et-Labrador,65 ans et plus,Les deux sexes,,,,,10,10.3
2019,Terre-Neuve-et-Labrador,65 à 69 ans,Les deux sexes,,,,,10,19.2
2019,Terre-Neuve-et-Labrador,70 ans et plus,Les deux sexes,,,,,10,5.1
2019,Terre-Neuve-et-Labrador,15 à 24 ans,Hommes,,,,,10,50.2
2019,Terre-Neuve-et-Labrador,25 ans et plus,Hommes,,,,,10,54.6
2019,Terre-Neuve-et-Labrador,25 à 44 ans,Hommes,,,,,10,79.2
2019,Terre-Neuve-et-Labrador,45 à 64 ans,Hommes,,,,,10,63.4
2019,Terre-Neuve-et-Labrador,45 ans et plus,Hommes,,,,,10,43.7
2019,Terre-Neuve-et-Labrador,25 à 54 ans,Hommes,,,,,10,76.8
2019,Terre-Neuve-et-Labrador,55 ans et plus,Hommes,,,,,10,32.0
2019,Terre-Neuve-et-Labrador,15 à 64 ans,Hommes,,,,,10,66.6
2019,Terre-Neuve-et-Labrador,15 à 19 ans,Hommes,,,,,10,35.0
2019,Terre-Neuve-et-Labrador,20 à 24 ans,Hommes,,,,,10,64.4
2019,Terre-Neuve-et-Labrador,25 à 29 ans,Hommes,,,,,10,74.0
2019,Terre-Neuve-et-Labrador,30 à 34 ans,Hommes,,,,,10,81.0
2019,Terre-Neuve-et-Labrador,35 à 39 ans,Hommes,,,,,10,82.0
2019,Terre-Neuve-et-Labrador,40 à 44 ans,Hommes,,,,,10,79.9
2019,Terre-Neuve-et-Labrador,45 à 49 ans,Hommes,,,,,10,78.0
2019,Terre-Neuve-et-Labrador,50 à 54 ans,Hommes,,,,,10,69.3
2019,Terre-Neuve-et-Labrador,55 à 59 ans,Hommes,,,,,10,64.3
2019,Terre-Neuve-et-Labrador,60 à 64 ans,Hommes,,,,,10,44.9
2019,Terre-Neuve-et-Labrador,65 ans et plus,Hommes,,,,,10,13.6
2019,Terre-Neuve-et-Labrador,65 à 69 ans,Hommes,,,,,10,24.5
2019,Terre-Neuve-et-Labrador,70 ans et plus,Hommes,,,,,10,7.3
2019,Terre-Neuve-et-Labrador,15 à 24 ans,Femmes,,,,,10,50.6
2019,Terre-Neuve-et-Labrador,25 ans et plus,Femmes,,,,,10,49.0
2019,Terre-Neuve-et-Labrador,25 à 44 ans,Femmes,,,,,10,75.2
2019,Terre-Neuve-et-Labrador,45 à 64 ans,Femmes,,,,,10,58.7
2019,Terre-Neuve-et-Labrador,45 ans et plus,Femmes,,,,,10,37.7
2019,Terre-Neuve-et-Labrador,25 à 54 ans,Femmes,,,,,10,73.9
2019,Terre-Neuve-et-Labrador,55 ans et plus,Femmes,,,,,10,24.0
2019,Terre-Neuve-et-Labrador,15 à 64 ans,Femmes,,,,,10,63.3
2019,Terre-Neuve-et-Labrador,15 à 19 ans,Femmes,,,,,10,35.4
2019,Terre-Neuve-et-Labrador,20 à 24 ans,Femmes,,,,,10,65.2
2019,Terre-Neuve-et-Labrador,25 à 29 ans,Femmes,,,,,10,71.0
2019,Terre-Neuve-et-Labrador,30 à 34 ans,Femmes,,,,,10,74.3
2019,Terre-Neuve-et-Labrador,35 à 39 ans,Femmes,,,,,10,75.1
2019,Terre-Neuve-et-Labrador,40 à 44 ans,Femmes,,,,,10,80.5
2019,Terre-Neuve-et-Labrador,45 à 49 ans,Femmes,,,,,10,75.6
2019,Terre-Neuve-et-Labrador,50 à 54 ans,Femmes,,,,,10,68.1
2019,Terre-Neuve-et-Labrador,55 à 59 ans,Femmes,,,,,10,57.1
2019,Terre-Neuve-et-Labrador,60 à 64 ans,Femmes,,,,,10,35.5
2019,Terre-Neuve-et-Labrador,65 ans et plus,Femmes,,,,,10,7.0
2019,Terre-Neuve-et-Labrador,65 à 69 ans,Femmes,,,,,10,14.1
2019,Terre-Neuve-et-Labrador,70 ans et plus,Femmes,,,,,10,3.2
2019,Île-du-Prince-Édouard,15 à 24 ans,Les deux sexes,,,,,11,64.2
2019,Île-du-Prince-Édouard,25 ans et plus,Les deux sexes,,,,,11,60.6
2019,Île-du-Prince-Édouard,25 à 44 ans,Les deux sexes,,,,,11,82.7
2019,Île-du-Prince-Édouard,45 à 64 ans,Les deux sexes,,,,,11,71.6
2019,Île-du-Prince-Édouard,45 ans et plus,Les deux sexes,,,,,11,49.2
2019,Île-du-Prince-Édouard,25 à 54 ans,Les deux sexes,,,,,11,81.6
2019,Île-du-Prince-Édouard,55 ans et plus,Les deux sexes,,,,,11,37.1
2019,Île-du-Prince-Édouard,15 à 64 ans,Les deux sexes,,,,,11,74.1
2019,Île-du-Prince-Édouard,15 à 19 ans,Les deux sexes,,,,,11,48.4
2019,Île-du-Prince-Édouard,20 à 24 ans,Les deux sexes,,,,,11,76.4
2019,Île-du-Prince-Édouard,25 à 29 ans,Les deux sexes,,,,,11,82.5
2019,Île-du-Prince-Édouard,30 à 34 ans,Les deux sexes,,,,,11,80.7
2019,Île-du-Prince-Édouard,35 à 39 ans,Les deux sexes,,,,,11,82.0
2019,Île-du-Prince-Édouard,40 à 44 ans,Les deux sexes,,,,,11,85.4
2019,Île-du-Prince-Édouard,45 à 49 ans,Les deux sexes,,,,,11,81.3
2019,Île-du-Prince-Édouard,50 à 54 ans,Les deux sexes,,,,,11,79.1
2019,Île-du-Prince-Édouard,55 à 59 ans,Les deux sexes,,,,,11,71.4
2019,Île-du-Prince-Édouard,60 à 64 ans,Les deux sexes,,,,,11,55.9
2019,Île-du-Prince-Édouard,65 ans et plus,Les deux sexes,,,,,11,16.3
2019,Île-du-Prince-Édouard,65 à 69 ans,Les deux sexes,,,,,11,29.3
2019,Île-du-Prince-Édouard,70 ans et plus,Les deux sexes,,,,,11,9.7
2019,Île-du-Prince-Édouard,15 à 24 ans,Hommes,,,,,11,62.3
2019,Île-du-Prince-Édouard,25 ans et plus,Hommes,,,,,11,63.4
2019,Île-du-Prince-Édouard,25 à 44 ans,Hommes,,,,,11,83.6
2019,Île-du-Prince-Édouard,45 à 64 ans,Hommes,,,,,11,73.2
2019,Île-du-Prince-Édouard,45 ans et plus,Hommes,,,,,11,53.1
2019,Île-du-Prince-Édouard,25 à 54 ans,Hommes,,,,,11,82.5
2019,Île-du-Prince-Édouard,55 ans et plus,Hommes,,,,,11,41.9
2019,Île-du-Prince-Édouard,15 à 64 ans,Hommes,,,,,11,74.5
2019,Île-du-Prince-Édouard,15 à 19 ans,Hommes,,,,,11,44.7
2019,Île-du-Prince-Édouard,20 à 24 ans,Hommes,,,,,11,76.3
2019,Île-du-Prince-Édouard,25 à 29 ans,Hommes,,,,,11,82.4
2019,Île-du-Prince-Édouard,30 à 34 ans,Hommes,,,,,11,81.4
2019,Île-du-Prince-Édouard,35 à 39 ans,Hommes,,,,,11,85.4
2019,Île-du-Prince-Édouard,40 à 44 ans,Hommes,,,,,11,85.4
2019,Île-du-Prince-Édouard,45 à 49 ans,Hommes,,,,,11,82.6
2019,Île-du-Prince-Édouard,50 à 54 ans,Hommes,,,,,11,78.6
2019,Île-du-Prince-Édouard,55 à 59 ans,Hommes,,,,,11,71.9
2019,Île-du-Prince-Édouard,60 à 64 ans,Hommes,,,,,11,61.1
2019,Île-du-Prince-Édouard,65 ans et plus,Hommes,,,,,11,21.9
2019,Île-du-Prince-Édouard,65 à 69 ans,Hommes,,,,,11,37.5
2019,Île-du-Prince-Édouard,70 ans et plus,Hommes,,,,,11,13.5
2019,Île-du-Prince-Édouard,15 à 24 ans,Femmes,,,,,11,65.6
2019,Île-du-Prince-Édouard,25 ans et plus,Femmes,,,,,11,57.7
2019,Île-du-Prince-Édouard,25 à 44 ans,Femmes,,,,,11,81.8
2019,Île-du-Prince-Édouard,45 à 64 ans,Femmes,,,,,11,70.0
2019,Île-du-Prince-Édouard,45 ans et plus,Femmes,,,,,11,45.9
2019,Île-du-Prince-Édouard,25 à 54 ans,Femmes,,,,,11,81.4
2019,Île-du-Prince-Édouard,55 ans et plus,Femmes,,,,,11,33.2
2019,Île-du-Prince-Édouard,15 à 64 ans,Femmes,,,,,11,73.7
2019,Île-du-Prince-Édouard,15 à 19 ans,Femmes,,,,,11,51.1
2019,Île-du-Prince-Édouard,20 à 24 ans,Femmes,,,,,11,78.4
2019,Île-du-Prince-Édouard,25 à 29 ans,Femmes,,,,,11,82.6
2019,Île-du-Prince-Édouard,30 à 34 ans,Femmes,,,,,11,80.0
2019,Île-du-Prince-Édouard,35 à 39 ans,Femmes,,,,,11,79.2
2019,Île-du-Prince-Édouard,40 à 44 ans,Femmes,,,,,11,87.5
2019,Île-du-Prince-Édouard,45 à 49 ans,Femmes,,,,,11,80.0
2019,Île-du-Prince-Édouard,50 à 54 ans,Femmes,,,,,11,78.2
2019,Île-du-Prince-Édouard,55 à 59 ans,Femmes,,,,,11,72.1
2019,Île-du-Prince-Édouard,60 à 64 ans,Femmes,,,,,11,50.0
2019,Île-du-Prince-Édouard,65 ans et plus,Femmes,,,,,11,11.4
2019,Île-du-Prince-Édouard,65 à 69 ans,Femmes,,,,,11,23.5
2019,Île-du-Prince-Édouard,70 ans et plus,Femmes,,,,,11,6.6
2019,Nouvelle-Écosse,15 à 24 ans,Les deux sexes,,,,,12,60.3
2019,Nouvelle-Écosse,25 ans et plus,Les deux sexes,,,,,12,57.2
2019,Nouvelle-Écosse,25 à 44 ans,Les deux sexes,,,,,12,81.7
2019,Nouvelle-Écosse,45 à 64 ans,Les deux sexes,,,,,12,68.8
2019,Nouvelle-Écosse,45 ans et plus,Les deux sexes,,,,,12,45.5
2019,Nouvelle-Écosse,25 à 54 ans,Les deux sexes,,,,,12,81.7
2019,Nouvelle-Écosse,55 ans et plus,Les deux sexes,,,,,12,32.2
2019,Nouvelle-Écosse,15 à 64 ans,Les deux sexes,,,,,12,72.0
2019,Nouvelle-Écosse,15 à 19 ans,Les deux sexes,,,,,12,47.2
2019,Nouvelle-Écosse,20 à 24 ans,Les deux sexes,,,,,12,71.4
2019,Nouvelle-Écosse,25 à 29 ans,Les deux sexes,,,,,12,78.7
2019,Nouvelle-Écosse,30 à 34 ans,Les deux sexes,,,,,12,82.3
2019,Nouvelle-Écosse,35 à 39 ans,Les deux sexes,,,,,12,81.5
2019,Nouvelle-Écosse,40 à 44 ans,Les deux sexes,,,,,12,84.6
2019,Nouvelle-Écosse,45 à 49 ans,Les deux sexes,,,,,12,83.0
2019,Nouvelle-Écosse,50 à 54 ans,Les deux sexes,,,,,12,80.7
2019,Nouvelle-Écosse,55 à 59 ans,Les deux sexes,,,,,12,67.4
2019,Nouvelle-Écosse,60 à 64 ans,Les deux sexes,,,,,12,48.6
2019,Nouvelle-Écosse,65 ans et plus,Les deux sexes,,,,,12,12.0
2019,Nouvelle-Écosse,65 à 69 ans,Les deux sexes,,,,,12,22.8
2019,Nouvelle-Écosse,70 ans et plus,Les deux sexes,,,,,12,6.6
2019,Nouvelle-Écosse,15 à 24 ans,Hommes,,,,,12,59.1
2019,Nouvelle-Écosse,25 ans et plus,Hommes,,,,,12,59.4
2019,Nouvelle-Écosse,25 à 44 ans,Hommes,,,,,12,81.9
2019,Nouvelle-Écosse,45 à 64 ans,Hommes,,,,,12,70.7
2019,Nouvelle-Écosse,45 ans et plus,Hommes,,,,,12,48.4
2019,Nouvelle-Écosse,25 à 54 ans,Hommes,,,,,12,82.0
2019,Nouvelle-Écosse,55 ans et plus,Hommes,,,,,12,36.0
2019,Nouvelle-Écosse,15 à 64 ans,Hommes,,,,,12,72.5
2019,Nouvelle-Écosse,15 à 19 ans,Hommes,,,,,12,44.1
2019,Nouvelle-Écosse,20 à 24 ans,Hommes,,,,,12,71.4
2019,Nouvelle-Écosse,25 à 29 ans,Hommes,,,,,12,79.0
2019,Nouvelle-Écosse,30 à 34 ans,Hommes,,,,,12,83.6
2019,Nouvelle-Écosse,35 à 39 ans,Hommes,,,,,12,81.3
2019,Nouvelle-Écosse,40 à 44 ans,Hommes,,,,,12,84.4
2019,Nouvelle-Écosse,45 à 49 ans,Hommes,,,,,12,82.4
2019,Nouvelle-Écosse,50 à 54 ans,Hommes,,,,,12,82.0
2019,Nouvelle-Écosse,55 à 59 ans,Hommes,,,,,12,70.9
2019,Nouvelle-Écosse,60 à 64 ans,Hommes,,,,,12,51.4
2019,Nouvelle-Écosse,65 ans et plus,Hommes,,,,,12,15.2
2019,Nouvelle-Écosse,65 à 69 ans,Hommes,,,,,12,25.5
2019,Nouvelle-Écosse,70 ans et plus,Hommes,,,,,12,9.7
2019,Nouvelle-Écosse,15 à 24 ans,Femmes,,,,,12,61.8
2019,Nouvelle-Écosse,25 ans et plus,Femmes,,,,,12,55.2
2019,Nouvelle-Écosse,25 à 44 ans,Femmes,,,,,12,81.4
2019,Nouvelle-Écosse,45 à 64 ans,Femmes,,,,,12,67.0
2019,Nouvelle-Écosse,45 ans et plus,Femmes,,,,,12,42.8
2019,Nouvelle-Écosse,25 à 54 ans,Femmes,,,,,12,81.4
2019,Nouvelle-Écosse,55 ans et plus,Femmes,,,,,12,28.9
2019,Nouvelle-Écosse,15 à 64 ans,Femmes,,,,,12,71.5
2019,Nouvelle-Écosse,15 à 19 ans,Femmes,,,,,12,50.4
2019,Nouvelle-Écosse,20 à 24 ans,Femmes,,,,,12,71.4
2019,Nouvelle-Écosse,25 à 29 ans,Femmes,,,,,12,78.4
2019,Nouvelle-Écosse,30 à 34 ans,Femmes,,,,,12,81.1
2019,Nouvelle-Écosse,35 à 39 ans,Femmes,,,,,12,81.6
2019,Nouvelle-Écosse,40 à 44 ans,Femmes,,,,,12,84.7
2019,Nouvelle-Écosse,45 à 49 ans,Femmes,,,,,12,83.5
2019,Nouvelle-Écosse,50 à 54 ans,Femmes,,,,,12,79.5
2019,Nouvelle-Écosse,55 à 59 ans,Femmes,,,,,12,64.1
2019,Nouvelle-Écosse,60 à 64 ans,Femmes,,,,,12,45.8
2019,Nouvelle-Écosse,65 ans et plus,Femmes,,,,,12,9.2
2019,Nouvelle-Écosse,65 à 69 ans,Femmes,,,,,12,20.2
2019,Nouvelle-Écosse,70 ans et plus,Femmes,,,,,12,4.1
2019,Nouveau-Brunswick,15 à 24 ans,Les deux sexes,,,,,13,59.0
2019,Nouveau-Brunswick,25 ans et plus,Les deux sexes,,,,,13,56.2
2019,Nouveau-Brunswick,25 à 44 ans,Les deux sexes,,,,,13,81.5
2019,Nouveau-Brunswick,45 à 64 ans,Les deux sexes,,,,,13,67.8
2019,Nouveau-Brunswick,45 ans et plus,Les deux sexes,,,,,13,44.7
2019,Nouveau-Brunswick,25 à 54 ans,Les deux sexes,,,,,13,80.9
2019,Nouveau-Brunswick,55 ans et plus,Les deux sexes,,,,,13,31.5
2019,Nouveau-Brunswick,15 à 64 ans,Les deux sexes,,,,,13,71.2
2019,Nouveau-Brunswick,15 à 19 ans,Les deux sexes,,,,,13,46.4
2019,Nouveau-Brunswick,20 à 24 ans,Les deux sexes,,,,,13,71.1
2019,Nouveau-Brunswick,25 à 29 ans,Les deux sexes,,,,,13,78.0
2019,Nouveau-Brunswick,30 à 34 ans,Les deux sexes,,,,,13,81.7
2019,Nouveau-Brunswick,35 à 39 ans,Les deux sexes,,,,,13,81.4
2019,Nouveau-Brunswick,40 à 44 ans,Les deux sexes,,,,,13,84.1
2019,Nouveau-Brunswick,45 à 49 ans,Les deux sexes,,,,,13,82.3
2019,Nouveau-Brunswick,50 à 54 ans,Les deux sexes,,,,,13,77.7
2019,Nouveau-Brunswick,55 à 59 ans,Les deux sexes,,,,,13,65.4
2019,Nouveau-Brunswick,60 à 64 ans,Les deux sexes,,,,,13,48.8
2019,Nouveau-Brunswick,65 ans et plus,Les deux sexes,,,,,13,11.5
2019,Nouveau-Brunswick,65 à 69 ans,Les deux sexes,,,,,13,20.1
2019,Nouveau-Brunswick,70 ans et plus,Les deux sexes,,,,,13,7.2
2019,Nouveau-Brunswick,15 à 24 ans,Hommes,,,,,13,58.3
2019,Nouveau-Brunswick,25 ans et plus,Hommes,,,,,13,59.2
2019,Nouveau-Brunswick,25 à 44 ans,Hommes,,,,,13,82.2
2019,Nouveau-Brunswick,45 à 64 ans,Hommes,,,,,13,70.4
2019,Nouveau-Brunswick,45 ans et plus,Hommes,,,,,13,48.5
2019,Nouveau-Brunswick,25 à 54 ans,Hommes,,,,,13,81.5
2019,Nouveau-Brunswick,55 ans et plus,Hommes,,,,,13,36.2
2019,Nouveau-Brunswick,15 à 64 ans,Hommes,,,,,13,72.5
2019,Nouveau-Brunswick,15 à 19 ans,Hommes,,,,,13,45.3
2019,Nouveau-Brunswick,20 à 24 ans,Hommes,,,,,13,70.8
2019,Nouveau-Brunswick,25 à 29 ans,Hommes,,,,,13,77.1
2019,Nouveau-Brunswick,30 à 34 ans,Hommes,,,,,13,83.6
2019,Nouveau-Brunswick,35 à 39 ans,Hommes,,,,,13,82.5
2019,Nouveau-Brunswick,40 à 44 ans,Hommes,,,,,13,85.5
2019,Nouveau-Brunswick,45 à 49 ans,Hommes,,,,,13,82.9
2019,Nouveau-Brunswick,50 à 54 ans,Hommes,,,,,13,78.3
2019,Nouveau-Brunswick,55 à 59 ans,Hommes,,,,,13,68.3
2019,Nouveau-Brunswick,60 à 64 ans,Hommes,,,,,13,55.2
2019,Nouveau-Brunswick,65 ans et plus,Hommes,,,,,13,15.4
2019,Nouveau-Brunswick,65 à 69 ans,Hommes,,,,,13,23.9
2019,Nouveau-Brunswick,70 ans et plus,Hommes,,,,,13,10.6
2019,Nouveau-Brunswick,15 à 24 ans,Femmes,,,,,13,59.8
2019,Nouveau-Brunswick,25 ans et plus,Femmes,,,,,13,53.4
2019,Nouveau-Brunswick,25 à 44 ans,Femmes,,,,,13,80.7
2019,Nouveau-Brunswick,45 à 64 ans,Femmes,,,,,13,65.2
2019,Nouveau-Brunswick,45 ans et plus,Femmes,,,,,13,41.2
2019,Nouveau-Brunswick,25 à 54 ans,Femmes,,,,,13,80.2
2019,Nouveau-Brunswick,55 ans et plus,Femmes,,,,,13,27.2
2019,Nouveau-Brunswick,15 à 64 ans,Femmes,,,,,13,69.9
2019,Nouveau-Brunswick,15 à 19 ans,Femmes,,,,,13,47.7
2019,Nouveau-Brunswick,20 à 24 ans,Femmes,,,,,13,71.5
2019,Nouveau-Brunswick,25 à 29 ans,Femmes,,,,,13,79.3
2019,Nouveau-Brunswick,30 à 34 ans,Femmes,,,,,13,79.4
2019,Nouveau-Brunswick,35 à 39 ans,Femmes,,,,,13,80.4
2019,Nouveau-Brunswick,40 à 44 ans,Femmes,,,,,13,83.1
2019,Nouveau-Brunswick,45 à 49 ans,Femmes,,,,,13,81.9
2019,Nouveau-Brunswick,50 à 54 ans,Femmes,,,,,13,77.2
2019,Nouveau-Brunswick,55 à 59 ans,Femmes,,,,,13,62.9
2019,Nouveau-Brunswick,60 à 64 ans,Femmes,,,,,13,42.8
2019,Nouveau-Brunswick,65 ans et plus,Femmes,,,,,13,8.2
2019,Nouveau-Brunswick,65 à 69 ans,Femmes,,,,,13,16.4
2019,Nouveau-Brunswick,70 ans et plus,Femmes,,,,,13,4.3
2019,Québec,15 à 24 ans,Les deux sexes,,,,,24,64.8
2019,Québec,25 ans et plus,Les deux sexes,,,,,24,61.4
2019,Québec,25 à 44 ans,Les deux sexes,,,,,24,85.1
2019,Québec,45 à 64 ans,Les deux sexes,,,,,24,72.5
2019,Québec,45 ans et plus,Les deux sexes,,,,,24,47.9
2019,Québec,25 à 54 ans,Les deux sexes,,,,,24,85.4
2019,Québec,55 ans et plus,Les deux sexes,,,,,24,33.3
2019,Québec,15 à 64 ans,Les deux sexes,,,,,24,76.4
2019,Québec,15 à 19 ans,Les deux sexes,,,,,24,52.9
2019,Québec,20 à 24 ans,Les deux sexes,,,,,24,74.9
2019,Québec,25 à 29 ans,Les deux sexes,,,,,24,82.8
2019,Québec,30 à 34 ans,Les deux sexes,,,,,24,84.3
2019,Québec,35 à 39 ans,Les deux sexes,,,,,24,86.2
2019,Québec,40 à 44 ans,Les deux sexes,,,,,24,87.0
2019,Québec,45 à 49 ans,Les deux sexes,,,,,24,88.3
2019,Québec,50 à 54 ans,Les deux sexes,,,,,24,83.8
2019,Québec,55 à 59 ans,Les deux sexes,,,,,24,72.5
2019,Québec,60 à 64 ans,Les deux sexes,,,,,24,48.8
2019,Québec,65 ans et plus,Les deux sexes,,,,,24,11.3
2019,Québec,65 à 69 ans,Les deux sexes,,,,,24,22.4
2019,Québec,70 ans et plus,Les deux sexes,,,,,24,5.9
2019,Québec,15 à 24 ans,Hommes,,,,,24,62.7
2019,Québec,25 ans et plus,Hommes,,,,,24,65.4
2019,Québec,25 à 44 ans,Hommes,,,,,24,86.6
2019,Québec,45 à 64 ans,Hommes,,,,,24,76.4
2019,Québec,45 ans et plus,Hommes,,,,,24,52.8
2019,Québec,25 à 54 ans,Hommes,,,,,24,87.0
2019,Québec,55 ans et plus,Hommes,,,,,24,38.7
2019,Québec,15 à 64 ans,Hommes,,,,,24,78.2
2019,Québec,15 à 19 ans,Hommes,,,,,24,50.7
2019,Québec,20 à 24 ans,Hommes,,,,,24,72.7
2019,Québec,25 à 29 ans,Hommes,,,,,24,82.1
2019,Québec,30 à 34 ans,Hommes,,,,,24,86.2
2019,Québec,35 à 39 ans,Hommes,,,,,24,89.1
2019,Québec,40 à 44 ans,Hommes,,,,,24,88.9
2019,Québec,45 à 49 ans,Hommes,,,,,24,89.6
2019,Québec,50 à 54 ans,Hommes,,,,,24,86.3
2019,Québec,55 à 59 ans,Hommes,,,,,24,76.5
2019,Québec,60 à 64 ans,Hommes,,,,,24,55.5
2019,Québec,65 ans et plus,Hommes,,,,,24,15.4
2019,Québec,65 à 69 ans,Hommes,,,,,24,27.7
2019,Québec,70 ans et plus,Hommes,,,,,24,9.1
2019,Québec,15 à 24 ans,Femmes,,,,,24,67.1
2019,Québec,25 ans et plus,Femmes,,,,,24,57.5
2019,Québec,25 à 44 ans,Femmes,,,,,24,83.6
2019,Québec,45 à 64 ans,Femmes,,,,,24,68.7
2019,Québec,45 ans et plus,Femmes,,,,,24,43.2
2019,Québec,25 à 54 ans,Femmes,,,,,24,83.7
2019,Québec,55 ans et plus,Femmes,,,,,24,28.2
2019,Québec,15 à 64 ans,Femmes,,,,,24,74.5
2019,Québec,15 à 19 ans,Femmes,,,,,24,55.2
2019,Québec,20 à 24 ans,Femmes,,,,,24,77.2
2019,Québec,25 à 29 ans,Femmes,,,,,24,83.6
2019,Québec,30 à 34 ans,Femmes,,,,,24,82.4
2019,Québec,35 à 39 ans,Femmes,,,,,24,83.3
2019,Québec,40 à 44 ans,Femmes,,,,,24,84.9
2019,Québec,45 à 49 ans,Femmes,,,,,24,87.1
2019,Québec,50 à 54 ans,Femmes,,,,,24,81.1
2019,Québec,55 à 59 ans,Femmes,,,,,24,68.4
2019,Québec,60 à 64 ans,Femmes,,,,,24,42.3
2019,Québec,65 ans et plus,Femmes,,,,,24,7.7
2019,Québec,65 à 69 ans,Femmes,,,,,24,17.3
2019,Québec,70 ans et plus,Femmes,,,,,24,3.3
2019,Ontario,15 à 24 ans,Les deux sexes,,,,,35,55.2
2019,Ontario,25 ans et plus,Les deux sexes,,,,,35,62.8
2019,Ontario,25 à 44 ans,Les deux sexes,,,,,35,81.9
2019,Ontario,45 à 64 ans,Les deux sexes,,,,,35,73.6
2019,Ontario,45 ans et plus,Les deux sexes,,,,,35,51.1
2019,Ontario,25 à 54 ans,Les deux sexes,,,,,35,82.4
2019,Ontario,55 ans et plus,Les deux sexes,,,,,35,37.1
2019,Ontario,15 à 64 ans,Les deux sexes,,,,,35,73.4
2019,Ontario,15 à 19 ans,Les deux sexes,,,,,35,40.9
2019,Ontario,20 à 24 ans,Les deux sexes,,,,,35,67.1
2019,Ontario,25 à 29 ans,Les deux sexes,,,,,35,80.5
2019,Ontario,30 à 34 ans,Les deux sexes,,,,,35,81.6
2019,Ontario,35 à 39 ans,Les deux sexes,,,,,35,81.7
2019,Ontario,40 à 44 ans,Les deux sexes,,,,,35,83.9
2019,Ontario,45 à 49 ans,Les deux sexes,,,,,35,84.6
