Year,Geography,Geographic location,Selected census metropolitan areas,Tenure,GeoCode,Value
2021,New Brunswick,Census metropolitan areas,"Saint John, New Brunswick",Renter in social and affordable housing,13,16.6
2021,Ontario/Quebec,Census metropolitan areas,"Ottawa-Gatineau, Ontario/Quebec","Total, tenure",,8.9
2021,Ontario/Quebec,Census metropolitan areas,"Ottawa-Gatineau, Ontario/Quebec",Owner,,4.2
2021,Ontario/Quebec,Census metropolitan areas,"Ottawa-Gatineau, Ontario/Quebec",Owner who is not a first-time homebuyer,,4.4
2021,Ontario/Quebec,Census metropolitan areas,"Ottawa-Gatineau, Ontario/Quebec",Renter,,17.6
2021,Ontario/Quebec,Census metropolitan areas,"Ottawa-Gatineau, Ontario/Quebec",Renter not in social and affordable housing,,17.0
2021,Ontario/Quebec,Census metropolitan areas,"Ottawa-Gatineau, Ontario/Quebec",Renter in social and affordable housing,,22.0
2021,Ontario,Census metropolitan areas,"Toronto, Ontario","Total, tenure",35,15.3
2021,Ontario,Census metropolitan areas,"Toronto, Ontario",Owner,35,9.0
2021,Ontario,Census metropolitan areas,"Toronto, Ontario",Owner who is not a first-time homebuyer,35,9.8
2021,Ontario,Census metropolitan areas,"Toronto, Ontario",Renter,35,28.0
2021,Ontario,Census metropolitan areas,"Toronto, Ontario",Renter not in social and affordable housing,35,27.0
2021,Ontario,Census metropolitan areas,"Toronto, Ontario",Renter in social and affordable housing,35,33.0
2021,Ontario,Census metropolitan areas,"Hamilton, Ontario","Total, tenure",35,11.5
2021,Ontario,Census metropolitan areas,"Hamilton, Ontario",Owner,35,5.6
2021,Ontario,Census metropolitan areas,"Hamilton, Ontario",Owner who is not a first-time homebuyer,35,6.4
2021,Ontario,Census metropolitan areas,"Hamilton, Ontario",Renter,35,25.0
2021,Ontario,Census metropolitan areas,"Hamilton, Ontario",Renter not in social and affordable housing,35,24.0
2021,Ontario,Census metropolitan areas,"Hamilton, Ontario",Renter in social and affordable housing,35,31.0
2021,Ontario,Census metropolitan areas,"Kitchener-Cambridge-Waterloo, Ontario","Total, tenure",35,9.7
2021,Ontario,Census metropolitan areas,"Kitchener-Cambridge-Waterloo, Ontario",Owner,35,5.3
2021,Ontario,Census metropolitan areas,"Kitchener-Cambridge-Waterloo, Ontario",Owner who is a first-time homebuyer,35,6.0
2021,Ontario,Census metropolitan areas,"Kitchener-Cambridge-Waterloo, Ontario",Owner who is not a first-time homebuyer,35,5.2
2021,Ontario,Census metropolitan areas,"Kitchener-Cambridge-Waterloo, Ontario",Renter,35,18.3
2021,Ontario,Census metropolitan areas,"Kitchener-Cambridge-Waterloo, Ontario",Renter not in social and affordable housing,35,17.3
2021,Ontario,Census metropolitan areas,"Kitchener-Cambridge-Waterloo, Ontario",Renter in social and affordable housing,35,27.0
2021,Manitoba,Census metropolitan areas,"Winnipeg, Manitoba","Total, tenure",46,11.6
2021,Manitoba,Census metropolitan areas,"Winnipeg, Manitoba",Owner,46,5.6
2021,Manitoba,Census metropolitan areas,"Winnipeg, Manitoba",Owner who is a first-time homebuyer,46,6.1
2021,Manitoba,Census metropolitan areas,"Winnipeg, Manitoba",Owner who is not a first-time homebuyer,46,5.5
2021,Manitoba,Census metropolitan areas,"Winnipeg, Manitoba",Renter,46,25.0
2021,Manitoba,Census metropolitan areas,"Winnipeg, Manitoba",Renter not in social and affordable housing,46,23.0
2021,Manitoba,Census metropolitan areas,"Winnipeg, Manitoba",Renter in social and affordable housing,46,34.0
2021,Saskatchewan,Census metropolitan areas,"Regina, Saskatchewan","Total, tenure",47,9.5
2021,Saskatchewan,Census metropolitan areas,"Regina, Saskatchewan",Owner,47,4.2
2021,Saskatchewan,Census metropolitan areas,"Regina, Saskatchewan",Owner who is a first-time homebuyer,47,4.4
2021,Saskatchewan,Census metropolitan areas,"Regina, Saskatchewan",Owner who is not a first-time homebuyer,47,4.2
2021,Saskatchewan,Census metropolitan areas,"Regina, Saskatchewan",Renter,47,21.0
2021,Saskatchewan,Census metropolitan areas,"Regina, Saskatchewan",Renter not in social and affordable housing,47,17.2
2021,Saskatchewan,Census metropolitan areas,"Regina, Saskatchewan",Renter in social and affordable housing,47,43.0
2021,Saskatchewan,Census metropolitan areas,"Saskatoon, Saskatchewan","Total, tenure",47,9.3
2021,Saskatchewan,Census metropolitan areas,"Saskatoon, Saskatchewan",Owner,47,4.6
2021,Saskatchewan,Census metropolitan areas,"Saskatoon, Saskatchewan",Owner who is not a first-time homebuyer,47,5.1
2021,Saskatchewan,Census metropolitan areas,"Saskatoon, Saskatchewan",Renter,47,19.5
2021,Saskatchewan,Census metropolitan areas,"Saskatoon, Saskatchewan",Renter not in social and affordable housing,47,17.2
2021,Saskatchewan,Census metropolitan areas,"Saskatoon, Saskatchewan",Renter in social and affordable housing,47,36.0
2021,Alberta,Census metropolitan areas,"Lethbridge, Alberta","Total, tenure",48,9.0
2021,Alberta,Census metropolitan areas,"Lethbridge, Alberta",Owner,48,4.6
2021,Alberta,Census metropolitan areas,"Lethbridge, Alberta",Owner who is a first-time homebuyer,48,8.6
2021,Alberta,Census metropolitan areas,"Lethbridge, Alberta",Owner who is not a first-time homebuyer,48,4.1
2021,Alberta,Census metropolitan areas,"Lethbridge, Alberta",Renter,48,19.8
2021,Alberta,Census metropolitan areas,"Lethbridge, Alberta",Renter not in social and affordable housing,48,17.2
2021,Alberta,Census metropolitan areas,"Lethbridge, Alberta",Renter in social and affordable housing,48,42.0
2021,Alberta,Census metropolitan areas,"Calgary, Alberta","Total, tenure",48,8.2
2021,Alberta,Census metropolitan areas,"Calgary, Alberta",Owner,48,3.4
2021,Alberta,Census metropolitan areas,"Calgary, Alberta",Owner who is a first-time homebuyer,48,8.2
2021,Alberta,Census metropolitan areas,"Calgary, Alberta",Owner who is not a first-time homebuyer,48,2.6
2021,Alberta,Census metropolitan areas,"Calgary, Alberta",Renter,48,21.0
2021,Alberta,Census metropolitan areas,"Calgary, Alberta",Renter not in social and affordable housing,48,18.3
2021,Alberta,Census metropolitan areas,"Calgary, Alberta",Renter in social and affordable housing,48,45.0
2021,Alberta,Census metropolitan areas,"Edmonton, Alberta","Total, tenure",48,9.5
2021,Alberta,Census metropolitan areas,"Edmonton, Alberta",Owner,48,4.2
2021,Alberta,Census metropolitan areas,"Edmonton, Alberta",Owner who is a first-time homebuyer,48,3.9
2021,Alberta,Census metropolitan areas,"Edmonton, Alberta",Owner who is not a first-time homebuyer,48,4.2
2021,Alberta,Census metropolitan areas,"Edmonton, Alberta",Renter,48,22.0
2021,Alberta,Census metropolitan areas,"Edmonton, Alberta",Renter not in social and affordable housing,48,19.8
2021,Alberta,Census metropolitan areas,"Edmonton, Alberta",Renter in social and affordable housing,48,38.0
2021,British Columbia,Census metropolitan areas,"Vancouver, British Columbia","Total, tenure",59,15.0
2021,British Columbia,Census metropolitan areas,"Vancouver, British Columbia",Owner,59,9.4
2021,British Columbia,Census metropolitan areas,"Vancouver, British Columbia",Owner who is a first-time homebuyer,59,11.2
2021,British Columbia,Census metropolitan areas,"Vancouver, British Columbia",Owner who is not a first-time homebuyer,59,9.1
2021,British Columbia,Census metropolitan areas,"Vancouver, British Columbia",Renter,59,24.0
2021,British Columbia,Census metropolitan areas,"Vancouver, British Columbia",Renter not in social and affordable housing,59,23.0
2021,British Columbia,Census metropolitan areas,"Vancouver, British Columbia",Renter in social and affordable housing,59,32.0
2021,Quebec,Census metropolitan areas,"Other census metropolitan areas, Quebec","Total, tenure",24,3.1
2021,Quebec,Census metropolitan areas,"Other census metropolitan areas, Quebec",Renter,24,7.1
2021,Quebec,Census metropolitan areas,"Other census metropolitan areas, Quebec",Renter not in social and affordable housing,24,7.6
2021,Quebec,Census metropolitan areas,"Other census metropolitan areas, Quebec",Renter in social and affordable housing,24,2.6
2021,Ontario,Census metropolitan areas,"Other census metropolitan areas, Ontario","Total, tenure",35,9.1
2021,Ontario,Census metropolitan areas,"Other census metropolitan areas, Ontario",Owner,35,2.6
2021,Ontario,Census metropolitan areas,"Other census metropolitan areas, Ontario",Owner who is not a first-time homebuyer,35,3.1
2021,Ontario,Census metropolitan areas,"Other census metropolitan areas, Ontario",Renter,35,24.0
2021,Ontario,Census metropolitan areas,"Other census metropolitan areas, Ontario",Renter not in social and affordable housing,35,24.0
2021,Ontario,Census metropolitan areas,"Other census metropolitan areas, Ontario",Renter in social and affordable housing,35,21.0
2021,British Columbia,Census metropolitan areas,"Other census metropolitan areas, British Columbia","Total, tenure",59,9.4
2021,British Columbia,Census metropolitan areas,"Other census metropolitan areas, British Columbia",Owner,59,4.6
2021,British Columbia,Census metropolitan areas,"Other census metropolitan areas, British Columbia",Owner who is not a first-time homebuyer,59,4.8
2021,British Columbia,Census metropolitan areas,"Other census metropolitan areas, British Columbia",Renter,59,18.2
2021,British Columbia,Census metropolitan areas,"Other census metropolitan areas, British Columbia",Renter not in social and affordable housing,59,16.6
2021,British Columbia,Census metropolitan areas,"Other census metropolitan areas, British Columbia",Renter in social and affordable housing,59,34.0
2018,Canada,Census agglomerations,,"Total, tenure",,9.0
2018,Canada,Census agglomerations,,Owner,,3.4
2018,Canada,Census agglomerations,,Owner who is a first-time homebuyer,,3.6
2018,Canada,Census agglomerations,,Owner who is not a first-time homebuyer,,3.4
2018,Canada,Census agglomerations,,Renter,,22.0
2018,Canada,Census agglomerations,,Renter not in social and affordable housing,,20.0
2018,Canada,Census agglomerations,,Renter in social and affordable housing,,33.0
2018,Newfoundland and Labrador,Census agglomerations,,"Total, tenure",10,7.5
2018,Newfoundland and Labrador,Census agglomerations,,Owner,10,2.3
2018,Newfoundland and Labrador,Census agglomerations,,Owner who is not a first-time homebuyer,10,2.5
2018,Newfoundland and Labrador,Census agglomerations,,Renter,10,23.0
2018,Newfoundland and Labrador,Census agglomerations,,Renter not in social and affordable housing,10,20.0
2018,Newfoundland and Labrador,Census agglomerations,,Renter in social and affordable housing,10,30.0
2018,Prince Edward Island,Census agglomerations,,"Total, tenure",11,7.9
2018,Prince Edward Island,Census agglomerations,,Owner,11,4.7
2018,Prince Edward Island,Census agglomerations,,Owner who is a first-time homebuyer,11,3.6
2018,Prince Edward Island,Census agglomerations,,Owner who is not a first-time homebuyer,11,4.9
2018,Prince Edward Island,Census agglomerations,,Renter,11,13.5
2018,Prince Edward Island,Census agglomerations,,Renter not in social and affordable housing,11,11.5
2018,Prince Edward Island,Census agglomerations,,Renter in social and affordable housing,11,26.0
2018,Nova Scotia,Census agglomerations,,"Total, tenure",12,11.6
2018,Nova Scotia,Census agglomerations,,Owner,12,6.8
2018,Nova Scotia,Census agglomerations,,Owner who is a first-time homebuyer,12,8.4
2018,Nova Scotia,Census agglomerations,,Owner who is not a first-time homebuyer,12,6.6
2018,Nova Scotia,Census agglomerations,,Renter,12,24.0
2018,Nova Scotia,Census agglomerations,,Renter not in social and affordable housing,12,19.7
2018,Nova Scotia,Census agglomerations,,Renter in social and affordable housing,12,43.0
2018,New Brunswick,Census agglomerations,,"Total, tenure",13,5.9
2018,New Brunswick,Census agglomerations,,Owner,13,1.6
2018,New Brunswick,Census agglomerations,,Owner who is not a first-time homebuyer,13,1.7
2018,New Brunswick,Census agglomerations,,Renter,13,18.1
2018,New Brunswick,Census agglomerations,,Renter not in social and affordable housing,13,16.1
2018,New Brunswick,Census agglomerations,,Renter in social and affordable housing,13,30.0
2018,Quebec,Census agglomerations,,"Total, tenure",24,5.5
2018,Quebec,Census agglomerations,,Owner,24,0.6
2018,Quebec,Census agglomerations,,Owner who is not a first-time homebuyer,24,0.6
2018,Quebec,Census agglomerations,,Renter,24,14.0
2018,Quebec,Census agglomerations,,Renter not in social and affordable housing,24,14.3
2018,Quebec,Census agglomerations,,Renter in social and affordable housing,24,10.4
2018,Ontario,Census agglomerations,,"Total, tenure",35,10.3
2018,Ontario,Census agglomerations,,Owner,35,3.5
2018,Ontario,Census agglomerations,,Owner who is a first-time homebuyer,35,7.4
2018,Ontario,Census agglomerations,,Owner who is not a first-time homebuyer,35,3.0
2018,Ontario,Census agglomerations,,Renter,35,28.0
2018,Ontario,Census agglomerations,,Renter not in social and affordable housing,35,26.0
2018,Ontario,Census agglomerations,,Renter in social and affordable housing,35,33.0
2018,Manitoba,Census agglomerations,,"Total, tenure",46,7.5
2018,Manitoba,Census agglomerations,,Owner,46,2.4
2018,Manitoba,Census agglomerations,,Owner who is a first-time homebuyer,46,2.4
2018,Manitoba,Census agglomerations,,Owner who is not a first-time homebuyer,46,2.3
2018,Manitoba,Census agglomerations,,Renter,46,18.0
2018,Manitoba,Census agglomerations,,Renter not in social and affordable housing,46,13.2
2018,Manitoba,Census agglomerations,,Renter in social and affordable housing,46,36.0
2018,Saskatchewan,Census agglomerations,,"Total, tenure",47,12.0
2018,Saskatchewan,Census agglomerations,,Owner,47,5.4
2018,Saskatchewan,Census agglomerations,,Owner who is a first-time homebuyer,47,5.3
2018,Saskatchewan,Census agglomerations,,Owner who is not a first-time homebuyer,47,5.4
2018,Saskatchewan,Census agglomerations,,Renter,47,28.0
2018,Saskatchewan,Census agglomerations,,Renter not in social and affordable housing,47,19.7
2018,Saskatchewan,Census agglomerations,,Renter in social and affordable housing,47,52.0
2018,Alberta,Census agglomerations,,"Total, tenure",48,9.7
2018,Alberta,Census agglomerations,,Owner,48,5.9
2018,Alberta,Census agglomerations,,Owner who is a first-time homebuyer,48,5.0
2018,Alberta,Census agglomerations,,Owner who is not a first-time homebuyer,48,6.1
2018,Alberta,Census agglomerations,,Renter,48,18.9
2018,Alberta,Census agglomerations,,Renter not in social and affordable housing,48,16.8
2018,Alberta,Census agglomerations,,Renter in social and affordable housing,48,39.0
2018,British Columbia,Census agglomerations,,"Total, tenure",59,10.6
2018,British Columbia,Census agglomerations,,Owner,59,3.9
2018,British Columbia,Census agglomerations,,Owner who is not a first-time homebuyer,59,4.4
2018,British Columbia,Census agglomerations,,Renter,59,28.0
2018,British Columbia,Census agglomerations,,Renter not in social and affordable housing,59,26.0
2018,British Columbia,Census agglomerations,,Renter in social and affordable housing,59,45.0
2018,Yukon,Census agglomerations,,"Total, tenure",60,9.6
2018,Yukon,Census agglomerations,,Owner,60,3.7
2018,Yukon,Census agglomerations,,Owner who is not a first-time homebuyer,60,4.2
2018,Yukon,Census agglomerations,,Renter,60,21.0
2018,Yukon,Census agglomerations,,Renter not in social and affordable housing,60,18.6
2018,Yukon,Census agglomerations,,Renter in social and affordable housing,60,30.0
2018,Northwest Territories,Census agglomerations,,"Total, tenure",61,10.4
2018,Northwest Territories,Census agglomerations,,Owner,61,5.8
2018,Northwest Territories,Census agglomerations,,Owner who is not a first-time homebuyer,61,7.2
2018,Northwest Territories,Census agglomerations,,Renter,61,17.0
2018,Northwest Territories,Census agglomerations,,Renter not in social and affordable housing,61,15.8
2018,Northwest Territories,Census agglomerations,,Renter in social and affordable housing,61,23.0
2021,Canada,Census agglomerations,,"Total, tenure",,7.5
2021,Canada,Census agglomerations,,Owner,,3.0
2021,Canada,Census agglomerations,,Owner who is a first-time homebuyer,,3.1
2021,Canada,Census agglomerations,,Owner who is not a first-time homebuyer,,3.0
2021,Canada,Census agglomerations,,Renter,,17.8
2021,Canada,Census agglomerations,,Renter not in social and affordable housing,,16.5
2021,Canada,Census agglomerations,,Renter in social and affordable housing,,26.0
2021,Newfoundland and Labrador,Census agglomerations,,"Total, tenure",10,5.5
2021,Newfoundland and Labrador,Census agglomerations,,Owner,10,1.7
2021,Newfoundland and Labrador,Census agglomerations,,Owner who is not a first-time homebuyer,10,1.6
2021,Newfoundland and Labrador,Census agglomerations,,Renter,10,15.0
2021,Newfoundland and Labrador,Census agglomerations,,Renter not in social and affordable housing,10,12.6
2021,Newfoundland and Labrador,Census agglomerations,,Renter in social and affordable housing,10,23.0
2021,Prince Edward Island,Census agglomerations,,"Total, tenure",11,7.1
2021,Prince Edward Island,Census agglomerations,,Owner,11,3.0
2021,Prince Edward Island,Census agglomerations,,Owner who is a first-time homebuyer,11,4.5
2021,Prince Edward Island,Census agglomerations,,Owner who is not a first-time homebuyer,11,2.6
2021,Prince Edward Island,Census agglomerations,,Renter,11,14.0
2021,Prince Edward Island,Census agglomerations,,Renter not in social and affordable housing,11,11.8
2021,Prince Edward Island,Census agglomerations,,Renter in social and affordable housing,11,26.0
2021,Nova Scotia,Census agglomerations,,"Total, tenure",12,9.7
2021,Nova Scotia,Census agglomerations,,Owner,12,6.5
2021,Nova Scotia,Census agglomerations,,Owner who is a first-time homebuyer,12,17.9
2021,Nova Scotia,Census agglomerations,,Owner who is not a first-time homebuyer,12,5.7
2021,Nova Scotia,Census agglomerations,,Renter,12,17.8
2021,Nova Scotia,Census agglomerations,,Renter not in social and affordable housing,12,14.6
2021,Nova Scotia,Census agglomerations,,Renter in social and affordable housing,12,30.0
2021,New Brunswick,Census agglomerations,,"Total, tenure",13,4.2
2021,New Brunswick,Census agglomerations,,Owner,13,1.7
2021,New Brunswick,Census agglomerations,,Owner who is not a first-time homebuyer,13,1.9
2021,New Brunswick,Census agglomerations,,Renter,13,10.7
2021,New Brunswick,Census agglomerations,,Renter not in social and affordable housing,13,9.2
2021,New Brunswick,Census agglomerations,,Renter in social and affordable housing,13,22.0
2021,Quebec,Census agglomerations,,"Total, tenure",24,4.4
2021,Quebec,Census agglomerations,,Renter,24,11.1
2021,Quebec,Census agglomerations,,Renter not in social and affordable housing,24,11.5
2021,Quebec,Census agglomerations,,Renter in social and affordable housing,24,6.8
2021,Ontario,Census agglomerations,,"Total, tenure",35,9.2
2021,Ontario,Census agglomerations,,Owner,35,3.5
2021,Ontario,Census agglomerations,,Owner who is not a first-time homebuyer,35,3.6
2021,Ontario,Census agglomerations,,Renter,35,24.0
2021,Ontario,Census agglomerations,,Renter not in social and affordable housing,35,23.0
2021,Ontario,Census agglomerations,,Renter in social and affordable housing,35,29.0
2021,Manitoba,Census agglomerations,,"Total, tenure",46,6.8
2021,Manitoba,Census agglomerations,,Owner,46,2.6
2021,Manitoba,Census agglomerations,,Owner who is not a first-time homebuyer,46,2.8
2021,Manitoba,Census agglomerations,,Renter,46,15.0
2021,Manitoba,Census agglomerations,,Renter not in social and affordable housing,46,10.5
2021,Manitoba,Census agglomerations,,Renter in social and affordable housing,46,33.0
2021,Saskatchewan,Census agglomerations,,"Total, tenure",47,5.4
2021,Saskatchewan,Census agglomerations,,Owner,47,2.0
2021,Saskatchewan,Census agglomerations,,Owner who is not a first-time homebuyer,47,2.0
2021,Saskatchewan,Census agglomerations,,Renter,47,13.9
2021,Saskatchewan,Census agglomerations,,Renter not in social and affordable housing,47,10.0
2021,Saskatchewan,Census agglomerations,,Renter in social and affordable housing,47,25.0
2021,Alberta,Census agglomerations,,"Total, tenure",48,7.3
2021,Alberta,Census agglomerations,,Owner,48,2.1
2021,Alberta,Census agglomerations,,Owner who is not a first-time homebuyer,48,1.9
2021,Alberta,Census agglomerations,,Renter,48,20.0
2021,Alberta,Census agglomerations,,Renter not in social and affordable housing,48,18.2
2021,Alberta,Census agglomerations,,Renter in social and affordable housing,48,35.0
2021,British Columbia,Census agglomerations,,"Total, tenure",59,9.2
2021,British Columbia,Census agglomerations,,Owner,59,4.8
2021,British Columbia,Census agglomerations,,Owner who is a first-time homebuyer,59,3.2
2021,British Columbia,Census agglomerations,,Owner who is not a first-time homebuyer,59,4.9
2021,British Columbia,Census agglomerations,,Renter,59,21.0
2021,British Columbia,Census agglomerations,,Renter not in social and affordable housing,59,19.7
2021,British Columbia,Census agglomerations,,Renter in social and affordable housing,59,36.0
2018,Canada,Outside census metropolitan areas and census agglomerations,,"Total, tenure",,8.8
2018,Canada,Outside census metropolitan areas and census agglomerations,,Owner,,6.0
2018,Canada,Outside census metropolitan areas and census agglomerations,,Owner who is a first-time homebuyer,,3.0
2018,Canada,Outside census metropolitan areas and census agglomerations,,Owner who is not a first-time homebuyer,,6.3
2018,Canada,Outside census metropolitan areas and census agglomerations,,Renter,,19.5
2018,Canada,Outside census metropolitan areas and census agglomerations,,Renter not in social and affordable housing,,16.8
2018,Canada,Outside census metropolitan areas and census agglomerations,,Renter in social and affordable housing,,31.0
2018,Newfoundland and Labrador,Outside census metropolitan areas and census agglomerations,,"Total, tenure",10,8.8
2018,Newfoundland and Labrador,Outside census metropolitan areas and census agglomerations,,Owner,10,5.5
2018,Newfoundland and Labrador,Outside census metropolitan areas and census agglomerations,,Owner who is not a first-time homebuyer,10,5.6
2018,Newfoundland and Labrador,Outside census metropolitan areas and census agglomerations,,Renter,10,28.0
2018,Newfoundland and Labrador,Outside census metropolitan areas and census agglomerations,,Renter not in social and affordable housing,10,24.0
2018,Newfoundland and Labrador,Outside census metropolitan areas and census agglomerations,,Renter in social and affordable housing,10,42.0
2018,Prince Edward Island,Outside census metropolitan areas and census agglomerations,,"Total, tenure",11,10.6
2018,Prince Edward Island,Outside census metropolitan areas and census agglomerations,,Owner,11,9.7
2018,Prince Edward Island,Outside census metropolitan areas and census agglomerations,,Owner who is not a first-time homebuyer,11,9.9
2018,Prince Edward Island,Outside census metropolitan areas and census agglomerations,,Renter,11,15.1
2018,Prince Edward Island,Outside census metropolitan areas and census agglomerations,,Renter not in social and affordable housing,11,15.4
2018,Prince Edward Island,Outside census metropolitan areas and census agglomerations,,Renter in social and affordable housing,11,13.9
2018,Nova Scotia,Outside census metropolitan areas and census agglomerations,,"Total, tenure",12,8.4
2018,Nova Scotia,Outside census metropolitan areas and census agglomerations,,Owner,12,4.5
2018,Nova Scotia,Outside census metropolitan areas and census agglomerations,,Owner who is a first-time homebuyer,12,4.8
2018,Nova Scotia,Outside census metropolitan areas and census agglomerations,,Owner who is not a first-time homebuyer,12,4.4
2018,Nova Scotia,Outside census metropolitan areas and census agglomerations,,Renter,12,24.0
2018,Nova Scotia,Outside census metropolitan areas and census agglomerations,,Renter not in social and affordable housing,12,18.5
2018,Nova Scotia,Outside census metropolitan areas and census agglomerations,,Renter in social and affordable housing,12,43.0
2018,New Brunswick,Outside census metropolitan areas and census agglomerations,,"Total, tenure",13,7.9
2018,New Brunswick,Outside census metropolitan areas and census agglomerations,,Owner,13,4.3
2018,New Brunswick,Outside census metropolitan areas and census agglomerations,,Owner who is a first-time homebuyer,13,1.7
2018,New Brunswick,Outside census metropolitan areas and census agglomerations,,Owner who is not a first-time homebuyer,13,4.5
2018,New Brunswick,Outside census metropolitan areas and census agglomerations,,Renter,13,23.0
2018,New Brunswick,Outside census metropolitan areas and census agglomerations,,Renter not in social and affordable housing,13,23.0
2018,New Brunswick,Outside census metropolitan areas and census agglomerations,,Renter in social and affordable housing,13,28.0
2018,Quebec,Outside census metropolitan areas and census agglomerations,,"Total, tenure",24,5.8
2018,Quebec,Outside census metropolitan areas and census agglomerations,,Owner,24,3.7
2018,Quebec,Outside census metropolitan areas and census agglomerations,,Owner who is not a first-time homebuyer,24,3.8
2018,Quebec,Outside census metropolitan areas and census agglomerations,,Renter,24,12.6
2018,Quebec,Outside census metropolitan areas and census agglomerations,,Renter not in social and affordable housing,24,12.1
2018,Quebec,Outside census metropolitan areas and census agglomerations,,Renter in social and affordable housing,24,15.8
2018,Ontario,Outside census metropolitan areas and census agglomerations,,"Total, tenure",35,8.7
2018,Ontario,Outside census metropolitan areas and census agglomerations,,Owner,35,5.5
2018,Ontario,Outside census metropolitan areas and census agglomerations,,Owner who is a first-time homebuyer,35,0.9
2018,Ontario,Outside census metropolitan areas and census agglomerations,,Owner who is not a first-time homebuyer,35,6.2
2018,Ontario,Outside census metropolitan areas and census agglomerations,,Renter,35,22.0
2018,Ontario,Outside census metropolitan areas and census agglomerations,,Renter not in social and affordable housing,35,22.0
2018,Ontario,Outside census metropolitan areas and census agglomerations,,Renter in social and affordable housing,35,21.0
2018,Manitoba,Outside census metropolitan areas and census agglomerations,,"Total, tenure",46,10.3
2018,Manitoba,Outside census metropolitan areas and census agglomerations,,Owner,46,7.4
2018,Manitoba,Outside census metropolitan areas and census agglomerations,,Owner who is not a first-time homebuyer,46,8.2
2018,Manitoba,Outside census metropolitan areas and census agglomerations,,Renter,46,22.0
2018,Manitoba,Outside census metropolitan areas and census agglomerations,,Renter not in social and affordable housing,46,21.0
2018,Manitoba,Outside census metropolitan areas and census agglomerations,,Renter in social and affordable housing,46,27.0
2018,Saskatchewan,Outside census metropolitan areas and census agglomerations,,"Total, tenure",47,12.9
2018,Saskatchewan,Outside census metropolitan areas and census agglomerations,,Owner,47,9.8
2018,Saskatchewan,Outside census metropolitan areas and census agglomerations,,Owner who is a first-time homebuyer,47,10.6
2018,Saskatchewan,Outside census metropolitan areas and census agglomerations,,Owner who is not a first-time homebuyer,47,9.7
2018,Saskatchewan,Outside census metropolitan areas and census agglomerations,,Renter,47,29.0
2018,Saskatchewan,Outside census metropolitan areas and census agglomerations,,Renter not in social and affordable housing,47,18.4
2018,Saskatchewan,Outside census metropolitan areas and census agglomerations,,Renter in social and affordable housing,47,47.0
2018,Alberta,Outside census metropolitan areas and census agglomerations,,"Total, tenure",48,9.0
2018,Alberta,Outside census metropolitan areas and census agglomerations,,Owner,48,7.9
2018,Alberta,Outside census metropolitan areas and census agglomerations,,Owner who is a first-time homebuyer,48,3.0
2018,Alberta,Outside census metropolitan areas and census agglomerations,,Owner who is not a first-time homebuyer,48,8.6
2018,Alberta,Outside census metropolitan areas and census agglomerations,,Renter,48,13.4
2018,Alberta,Outside census metropolitan areas and census agglomerations,,Renter not in social and affordable housing,48,10.0
2018,Alberta,Outside census metropolitan areas and census agglomerations,,Renter in social and affordable housing,48,35.0
2018,British Columbia,Outside census metropolitan areas and census agglomerations,,"Total, tenure",59,12.6
2018,British Columbia,Outside census metropolitan areas and census agglomerations,,Owner,59,9.7
2018,British Columbia,Outside census metropolitan areas and census agglomerations,,Owner who is a first-time homebuyer,59,5.7
2018,British Columbia,Outside census metropolitan areas and census agglomerations,,Owner who is not a first-time homebuyer,59,10.2
2018,British Columbia,Outside census metropolitan areas and census agglomerations,,Renter,59,23.0
2018,British Columbia,Outside census metropolitan areas and census agglomerations,,Renter not in social and affordable housing,59,18.7
2018,British Columbia,Outside census metropolitan areas and census agglomerations,,Renter in social and affordable housing,59,49.0
2021,Canada,Outside census metropolitan areas and census agglomerations,,"Total, tenure",,8.3
2021,Canada,Outside census metropolitan areas and census agglomerations,,Owner,,5.8
2021,Canada,Outside census metropolitan areas and census agglomerations,,Owner who is a first-time homebuyer,,5.4
2021,Canada,Outside census metropolitan areas and census agglomerations,,Owner who is not a first-time homebuyer,,5.9
2021,Canada,Outside census metropolitan areas and census agglomerations,,Renter,,17.8
2021,Canada,Outside census metropolitan areas and census agglomerations,,Renter not in social and affordable housing,,16.9
2021,Canada,Outside census metropolitan areas and census agglomerations,,Renter in social and affordable housing,,23.0
2021,Newfoundland and Labrador,Outside census metropolitan areas and census agglomerations,,"Total, tenure",10,8.2
2021,Newfoundland and Labrador,Outside census metropolitan areas and census agglomerations,,Owner,10,5.6
2021,Newfoundland and Labrador,Outside census metropolitan areas and census agglomerations,,Owner who is not a first-time homebuyer,10,6.0
2021,Newfoundland and Labrador,Outside census metropolitan areas and census agglomerations,,Renter,10,22.0
2021,Newfoundland and Labrador,Outside census metropolitan areas and census agglomerations,,Renter not in social and affordable housing,10,19.5
2021,Newfoundland and Labrador,Outside census metropolitan areas and census agglomerations,,Renter in social and affordable housing,10,32.0
2021,Prince Edward Island,Outside census metropolitan areas and census agglomerations,,"Total, tenure",11,7.3
2021,Prince Edward Island,Outside census metropolitan areas and census agglomerations,,Owner,11,5.4
2021,Prince Edward Island,Outside census metropolitan areas and census agglomerations,,Owner who is not a first-time homebuyer,11,5.7
2021,Prince Edward Island,Outside census metropolitan areas and census agglomerations,,Renter,11,15.9
2021,Prince Edward Island,Outside census metropolitan areas and census agglomerations,,Renter not in social and affordable housing,11,19.0
