Year,data.Geography,data.Gender,data.Type of commute,GeoCode,Value
2021,"data.Kitchener - Cambridge - Waterloo (CMA), Ont.",data.Women+,data.Active transportation,,4.8
2021,"data.London (CMA), Ont.",data.Total,data.Sustainable transportation,,10.1
2021,"data.London (CMA), Ont.",data.Total,data.Public transit,,4.9
2021,"data.London (CMA), Ont.",data.Total,data.Active transportation,,5.2
2021,"data.London (CMA), Ont.",data.Men+,data.Sustainable transportation,,8.8
2021,"data.London (CMA), Ont.",data.Men+,data.Public transit,,3.8
2021,"data.London (CMA), Ont.",data.Men+,data.Active transportation,,5.0
2021,"data.London (CMA), Ont.",data.Women+,data.Sustainable transportation,,11.6
2021,"data.London (CMA), Ont.",data.Women+,data.Public transit,,6.2
2021,"data.London (CMA), Ont.",data.Women+,data.Active transportation,,5.4
2021,"data.Oshawa (CMA), Ont.",data.Total,data.Sustainable transportation,,8.0
2021,"data.Oshawa (CMA), Ont.",data.Total,data.Public transit,,5.1
2021,"data.Oshawa (CMA), Ont.",data.Total,data.Active transportation,,2.9
2021,"data.Oshawa (CMA), Ont.",data.Men+,data.Sustainable transportation,,6.4
2021,"data.Oshawa (CMA), Ont.",data.Men+,data.Public transit,,4.2
2021,"data.Oshawa (CMA), Ont.",data.Men+,data.Active transportation,,2.3
2021,"data.Oshawa (CMA), Ont.",data.Women+,data.Sustainable transportation,,10.0
2021,"data.Oshawa (CMA), Ont.",data.Women+,data.Public transit,,6.2
2021,"data.Oshawa (CMA), Ont.",data.Women+,data.Active transportation,,3.7
2021,"data.Ottawa - Gatineau (CMA), Ont./Que.",data.Total,data.Sustainable transportation,,16.9
2021,"data.Ottawa - Gatineau (CMA), Ont./Que.",data.Total,data.Public transit,,9.7
2021,"data.Ottawa - Gatineau (CMA), Ont./Que.",data.Total,data.Active transportation,,7.2
2021,"data.Ottawa - Gatineau (CMA), Ont./Que.",data.Men+,data.Sustainable transportation,,14.7
2021,"data.Ottawa - Gatineau (CMA), Ont./Que.",data.Men+,data.Public transit,,8.0
2021,"data.Ottawa - Gatineau (CMA), Ont./Que.",data.Men+,data.Active transportation,,6.7
2021,"data.Ottawa - Gatineau (CMA), Ont./Que.",data.Women+,data.Sustainable transportation,,19.6
2021,"data.Ottawa - Gatineau (CMA), Ont./Que.",data.Women+,data.Public transit,,11.6
2021,"data.Ottawa - Gatineau (CMA), Ont./Que.",data.Women+,data.Active transportation,,7.9
2021,"data.Ottawa - Gatineau (Ontario part) (CMA), Ont.",data.Total,data.Sustainable transportation,,17.9
2021,"data.Ottawa - Gatineau (Ontario part) (CMA), Ont.",data.Total,data.Public transit,,9.9
2021,"data.Ottawa - Gatineau (Ontario part) (CMA), Ont.",data.Total,data.Active transportation,,8.1
2021,"data.Ottawa - Gatineau (Ontario part) (CMA), Ont.",data.Men+,data.Sustainable transportation,,15.7
2021,"data.Ottawa - Gatineau (Ontario part) (CMA), Ont.",data.Men+,data.Public transit,,8.3
2021,"data.Ottawa - Gatineau (Ontario part) (CMA), Ont.",data.Men+,data.Active transportation,,7.4
2021,"data.Ottawa - Gatineau (Ontario part) (CMA), Ont.",data.Women+,data.Sustainable transportation,,20.6
2021,"data.Ottawa - Gatineau (Ontario part) (CMA), Ont.",data.Women+,data.Public transit,,11.8
2021,"data.Ottawa - Gatineau (Ontario part) (CMA), Ont.",data.Women+,data.Active transportation,,8.8
2021,"data.Ottawa - Gatineau (Quebec part) (CMA), Que.",data.Total,data.Sustainable transportation,,14.1
2021,"data.Ottawa - Gatineau (Quebec part) (CMA), Que.",data.Total,data.Public transit,,9.1
2021,"data.Ottawa - Gatineau (Quebec part) (CMA), Que.",data.Total,data.Active transportation,,5.1
2021,"data.Ottawa - Gatineau (Quebec part) (CMA), Que.",data.Men+,data.Sustainable transportation,,12.0
2021,"data.Ottawa - Gatineau (Quebec part) (CMA), Que.",data.Men+,data.Public transit,,7.4
2021,"data.Ottawa - Gatineau (Quebec part) (CMA), Que.",data.Men+,data.Active transportation,,4.6
2021,"data.Ottawa - Gatineau (Quebec part) (CMA), Que.",data.Women+,data.Sustainable transportation,,16.7
2021,"data.Ottawa - Gatineau (Quebec part) (CMA), Que.",data.Women+,data.Public transit,,11.1
2021,"data.Ottawa - Gatineau (Quebec part) (CMA), Que.",data.Women+,data.Active transportation,,5.6
2021,"data.Peterborough (CMA), Ont.",data.Total,data.Sustainable transportation,,9.4
2021,"data.Peterborough (CMA), Ont.",data.Total,data.Public transit,,2.5
2021,"data.Peterborough (CMA), Ont.",data.Total,data.Active transportation,,6.9
2021,"data.Peterborough (CMA), Ont.",data.Men+,data.Sustainable transportation,,8.5
2021,"data.Peterborough (CMA), Ont.",data.Men+,data.Public transit,,1.7
2021,"data.Peterborough (CMA), Ont.",data.Men+,data.Active transportation,,6.7
2021,"data.Peterborough (CMA), Ont.",data.Women+,data.Sustainable transportation,,10.4
2021,"data.Peterborough (CMA), Ont.",data.Women+,data.Public transit,,3.3
2021,"data.Peterborough (CMA), Ont.",data.Women+,data.Active transportation,,7.1
2021,"data.St. Catharines - Niagara (CMA), Ont.",data.Total,data.Sustainable transportation,,6.0
2021,"data.St. Catharines - Niagara (CMA), Ont.",data.Total,data.Public transit,,1.9
2021,"data.St. Catharines - Niagara (CMA), Ont.",data.Total,data.Active transportation,,4.1
2021,"data.St. Catharines - Niagara (CMA), Ont.",data.Men+,data.Sustainable transportation,,5.2
2021,"data.St. Catharines - Niagara (CMA), Ont.",data.Men+,data.Public transit,,1.3
2021,"data.St. Catharines - Niagara (CMA), Ont.",data.Men+,data.Active transportation,,3.9
2021,"data.St. Catharines - Niagara (CMA), Ont.",data.Women+,data.Sustainable transportation,,6.8
2021,"data.St. Catharines - Niagara (CMA), Ont.",data.Women+,data.Public transit,,2.5
2021,"data.St. Catharines - Niagara (CMA), Ont.",data.Women+,data.Active transportation,,4.3
2021,"data.Thunder Bay (CMA), Ont.",data.Total,data.Sustainable transportation,,8.8
2021,"data.Thunder Bay (CMA), Ont.",data.Total,data.Public transit,,3.4
2021,"data.Thunder Bay (CMA), Ont.",data.Total,data.Active transportation,,5.4
2021,"data.Thunder Bay (CMA), Ont.",data.Men+,data.Sustainable transportation,,8.6
2021,"data.Thunder Bay (CMA), Ont.",data.Men+,data.Public transit,,3.4
2021,"data.Thunder Bay (CMA), Ont.",data.Men+,data.Active transportation,,5.2
2021,"data.Thunder Bay (CMA), Ont.",data.Women+,data.Sustainable transportation,,8.9
2021,"data.Thunder Bay (CMA), Ont.",data.Women+,data.Public transit,,3.4
2021,"data.Thunder Bay (CMA), Ont.",data.Women+,data.Active transportation,,5.6
2021,"data.Toronto (CMA), Ont.",data.Total,data.Sustainable transportation,,21.3
2021,"data.Toronto (CMA), Ont.",data.Total,data.Public transit,,15.6
2021,"data.Toronto (CMA), Ont.",data.Total,data.Active transportation,,5.7
2021,"data.Toronto (CMA), Ont.",data.Men+,data.Sustainable transportation,,16.5
2021,"data.Toronto (CMA), Ont.",data.Men+,data.Public transit,,11.6
2021,"data.Toronto (CMA), Ont.",data.Men+,data.Active transportation,,4.9
2021,"data.Toronto (CMA), Ont.",data.Women+,data.Sustainable transportation,,27.1
2021,"data.Toronto (CMA), Ont.",data.Women+,data.Public transit,,20.5
2021,"data.Toronto (CMA), Ont.",data.Women+,data.Active transportation,,6.6
2021,"data.Windsor (CMA), Ont.",data.Total,data.Sustainable transportation,,5.3
2021,"data.Windsor (CMA), Ont.",data.Total,data.Public transit,,2.0
2021,"data.Windsor (CMA), Ont.",data.Total,data.Active transportation,,3.3
2021,"data.Windsor (CMA), Ont.",data.Men+,data.Sustainable transportation,,5.4
2021,"data.Windsor (CMA), Ont.",data.Men+,data.Public transit,,2.0
2021,"data.Windsor (CMA), Ont.",data.Men+,data.Active transportation,,3.4
2021,"data.Windsor (CMA), Ont.",data.Women+,data.Sustainable transportation,,5.2
2021,"data.Windsor (CMA), Ont.",data.Women+,data.Public transit,,2.0
2021,"data.Windsor (CMA), Ont.",data.Women+,data.Active transportation,,3.2
2021,data.Manitoba,data.Total,data.Sustainable transportation,46,12.0
2021,data.Manitoba,data.Total,data.Public transit,46,5.7
2021,data.Manitoba,data.Total,data.Active transportation,46,6.3
2021,data.Manitoba,data.Men+,data.Sustainable transportation,46,10.1
2021,data.Manitoba,data.Men+,data.Public transit,46,4.4
2021,data.Manitoba,data.Men+,data.Active transportation,46,5.8
2021,data.Manitoba,data.Women+,data.Sustainable transportation,46,14.2
2021,data.Manitoba,data.Women+,data.Public transit,46,7.2
2021,data.Manitoba,data.Women+,data.Active transportation,46,7.0
2021,"data.Winnipeg (CMA), Man.",data.Total,data.Sustainable transportation,,14.1
2021,"data.Winnipeg (CMA), Man.",data.Total,data.Public transit,,8.4
2021,"data.Winnipeg (CMA), Man.",data.Total,data.Active transportation,,5.7
2021,"data.Winnipeg (CMA), Man.",data.Men+,data.Sustainable transportation,,11.7
2021,"data.Winnipeg (CMA), Man.",data.Men+,data.Public transit,,6.4
2021,"data.Winnipeg (CMA), Man.",data.Men+,data.Active transportation,,5.2
2021,"data.Winnipeg (CMA), Man.",data.Women+,data.Sustainable transportation,,16.9
2021,"data.Winnipeg (CMA), Man.",data.Women+,data.Public transit,,10.7
2021,"data.Winnipeg (CMA), Man.",data.Women+,data.Active transportation,,6.2
2021,data.Saskatchewan,data.Total,data.Sustainable transportation,47,7.7
2021,data.Saskatchewan,data.Total,data.Public transit,47,1.8
2021,data.Saskatchewan,data.Total,data.Active transportation,47,5.8
2021,data.Saskatchewan,data.Men+,data.Sustainable transportation,47,6.3
2021,data.Saskatchewan,data.Men+,data.Public transit,47,1.3
2021,data.Saskatchewan,data.Men+,data.Active transportation,47,5.0
2021,data.Saskatchewan,data.Women+,data.Sustainable transportation,47,9.2
2021,data.Saskatchewan,data.Women+,data.Public transit,47,2.4
2021,data.Saskatchewan,data.Women+,data.Active transportation,47,6.8
2021,"data.Regina (CMA), Sask.",data.Total,data.Sustainable transportation,,7.4
2021,"data.Regina (CMA), Sask.",data.Total,data.Public transit,,3.3
2021,"data.Regina (CMA), Sask.",data.Total,data.Active transportation,,4.1
2021,"data.Regina (CMA), Sask.",data.Men+,data.Sustainable transportation,,5.9
2021,"data.Regina (CMA), Sask.",data.Men+,data.Public transit,,2.4
2021,"data.Regina (CMA), Sask.",data.Men+,data.Active transportation,,3.5
2021,"data.Regina (CMA), Sask.",data.Women+,data.Sustainable transportation,,9.1
2021,"data.Regina (CMA), Sask.",data.Women+,data.Public transit,,4.3
2021,"data.Regina (CMA), Sask.",data.Women+,data.Active transportation,,4.8
2021,"data.Saskatoon (CMA), Sask.",data.Total,data.Sustainable transportation,,7.8
2021,"data.Saskatoon (CMA), Sask.",data.Total,data.Public transit,,2.9
2021,"data.Saskatoon (CMA), Sask.",data.Total,data.Active transportation,,5.0
2021,"data.Saskatoon (CMA), Sask.",data.Men+,data.Sustainable transportation,,6.5
2021,"data.Saskatoon (CMA), Sask.",data.Men+,data.Public transit,,1.9
2021,"data.Saskatoon (CMA), Sask.",data.Men+,data.Active transportation,,4.6
2021,"data.Saskatoon (CMA), Sask.",data.Women+,data.Sustainable transportation,,9.3
2021,"data.Saskatoon (CMA), Sask.",data.Women+,data.Public transit,,3.9
2021,"data.Saskatoon (CMA), Sask.",data.Women+,data.Active transportation,,5.4
2021,data.Alberta,data.Total,data.Sustainable transportation,48,10.3
2021,data.Alberta,data.Total,data.Public transit,48,5.6
2021,data.Alberta,data.Total,data.Active transportation,48,4.7
2021,data.Alberta,data.Men+,data.Sustainable transportation,48,8.7
2021,data.Alberta,data.Men+,data.Public transit,48,4.6
2021,data.Alberta,data.Men+,data.Active transportation,48,4.1
2021,data.Alberta,data.Women+,data.Sustainable transportation,48,12.1
2021,data.Alberta,data.Women+,data.Public transit,48,6.7
2021,data.Alberta,data.Women+,data.Active transportation,48,5.4
2021,"data.Calgary (CMA), Alta.",data.Total,data.Sustainable transportation,,12.7
2021,"data.Calgary (CMA), Alta.",data.Total,data.Public transit,,7.9
2021,"data.Calgary (CMA), Alta.",data.Total,data.Active transportation,,4.9
2021,"data.Calgary (CMA), Alta.",data.Men+,data.Sustainable transportation,,10.9
2021,"data.Calgary (CMA), Alta.",data.Men+,data.Public transit,,6.3
2021,"data.Calgary (CMA), Alta.",data.Men+,data.Active transportation,,4.5
2021,"data.Calgary (CMA), Alta.",data.Women+,data.Sustainable transportation,,14.9
2021,"data.Calgary (CMA), Alta.",data.Women+,data.Public transit,,9.7
2021,"data.Calgary (CMA), Alta.",data.Women+,data.Active transportation,,5.2
2021,"data.Edmonton (CMA), Alta.",data.Total,data.Sustainable transportation,,10.2
2021,"data.Edmonton (CMA), Alta.",data.Total,data.Public transit,,6.1
2021,"data.Edmonton (CMA), Alta.",data.Total,data.Active transportation,,4.0
2021,"data.Edmonton (CMA), Alta.",data.Men+,data.Sustainable transportation,,7.9
2021,"data.Edmonton (CMA), Alta.",data.Men+,data.Public transit,,4.4
2021,"data.Edmonton (CMA), Alta.",data.Men+,data.Active transportation,,3.5
2021,"data.Edmonton (CMA), Alta.",data.Women+,data.Sustainable transportation,,12.9
2021,"data.Edmonton (CMA), Alta.",data.Women+,data.Public transit,,8.2
2021,"data.Edmonton (CMA), Alta.",data.Women+,data.Active transportation,,4.7
2021,"data.Lethbridge (CMA), Alta.",data.Total,data.Sustainable transportation,,6.3
2021,"data.Lethbridge (CMA), Alta.",data.Total,data.Public transit,,1.9
2021,"data.Lethbridge (CMA), Alta.",data.Total,data.Active transportation,,4.4
2021,"data.Lethbridge (CMA), Alta.",data.Men+,data.Sustainable transportation,,5.5
2021,"data.Lethbridge (CMA), Alta.",data.Men+,data.Public transit,,1.3
2021,"data.Lethbridge (CMA), Alta.",data.Men+,data.Active transportation,,4.2
2021,"data.Lethbridge (CMA), Alta.",data.Women+,data.Sustainable transportation,,7.2
2021,"data.Lethbridge (CMA), Alta.",data.Women+,data.Public transit,,2.6
2021,"data.Lethbridge (CMA), Alta.",data.Women+,data.Active transportation,,4.6
2021,data.British Columbia,data.Total,data.Sustainable transportation,59,17.7
2021,data.British Columbia,data.Total,data.Public transit,59,9.3
2021,data.British Columbia,data.Total,data.Active transportation,59,8.5
2021,data.British Columbia,data.Men+,data.Sustainable transportation,59,14.7
2021,data.British Columbia,data.Men+,data.Public transit,59,7.3
2021,data.British Columbia,data.Men+,data.Active transportation,59,7.5
2021,data.British Columbia,data.Women+,data.Sustainable transportation,59,21.2
2021,data.British Columbia,data.Women+,data.Public transit,59,11.6
2021,data.British Columbia,data.Women+,data.Active transportation,60,9.6
2021,"data.Abbotsford - Mission (CMA), B.C.",data.Total,data.Sustainable transportation,,6.2
2021,"data.Abbotsford - Mission (CMA), B.C.",data.Total,data.Public transit,,2.4
2021,"data.Abbotsford - Mission (CMA), B.C.",data.Total,data.Active transportation,,3.8
2021,"data.Abbotsford - Mission (CMA), B.C.",data.Men+,data.Sustainable transportation,,4.9
2021,"data.Abbotsford - Mission (CMA), B.C.",data.Men+,data.Public transit,,1.7
2021,"data.Abbotsford - Mission (CMA), B.C.",data.Men+,data.Active transportation,,3.2
2021,"data.Abbotsford - Mission (CMA), B.C.",data.Women+,data.Sustainable transportation,,7.8
2021,"data.Abbotsford - Mission (CMA), B.C.",data.Women+,data.Public transit,,3.2
2021,"data.Abbotsford - Mission (CMA), B.C.",data.Women+,data.Active transportation,,4.5
2021,"data.Kelowna (CMA), B.C.",data.Total,data.Sustainable transportation,,10.6
2021,"data.Kelowna (CMA), B.C.",data.Total,data.Public transit,,3.2
2021,"data.Kelowna (CMA), B.C.",data.Total,data.Active transportation,,7.4
2021,"data.Kelowna (CMA), B.C.",data.Men+,data.Sustainable transportation,,9.0
2021,"data.Kelowna (CMA), B.C.",data.Men+,data.Public transit,,2.4
2021,"data.Kelowna (CMA), B.C.",data.Men+,data.Active transportation,,6.6
2021,"data.Kelowna (CMA), B.C.",data.Women+,data.Sustainable transportation,,12.3
2021,"data.Kelowna (CMA), B.C.",data.Women+,data.Public transit,,4.1
2021,"data.Kelowna (CMA), B.C.",data.Women+,data.Active transportation,,8.3
2021,"data.Vancouver (CMA), B.C.",data.Total,data.Sustainable transportation,,23.2
2021,"data.Vancouver (CMA), B.C.",data.Total,data.Public transit,,14.9
2021,"data.Vancouver (CMA), B.C.",data.Total,data.Active transportation,,8.2
2021,"data.Vancouver (CMA), B.C.",data.Men+,data.Sustainable transportation,,18.7
2021,"data.Vancouver (CMA), B.C.",data.Men+,data.Public transit,,11.5
2021,"data.Vancouver (CMA), B.C.",data.Men+,data.Active transportation,,7.1
2021,"data.Vancouver (CMA), B.C.",data.Women+,data.Sustainable transportation,,28.2
2021,"data.Vancouver (CMA), B.C.",data.Women+,data.Public transit,,18.7
2021,"data.Vancouver (CMA), B.C.",data.Women+,data.Active transportation,,9.5
2021,"data.Victoria (CMA), B.C.",data.Total,data.Sustainable transportation,,23.0
2021,"data.Victoria (CMA), B.C.",data.Total,data.Public transit,,7.7
2021,"data.Victoria (CMA), B.C.",data.Total,data.Active transportation,,15.3
2021,"data.Victoria (CMA), B.C.",data.Men+,data.Sustainable transportation,,21.4
2021,"data.Victoria (CMA), B.C.",data.Men+,data.Public transit,,6.3
2021,"data.Victoria (CMA), B.C.",data.Men+,data.Active transportation,,15.2
2021,"data.Victoria (CMA), B.C.",data.Women+,data.Sustainable transportation,,24.8
2021,"data.Victoria (CMA), B.C.",data.Women+,data.Public transit,,9.3
2021,"data.Victoria (CMA), B.C.",data.Women+,data.Active transportation,,15.5
2021,data.Yukon,data.Total,data.Sustainable transportation,60,13.5
2021,data.Yukon,data.Total,data.Public transit,60,2.5
2021,data.Yukon,data.Total,data.Active transportation,60,11.1
2021,data.Yukon,data.Men+,data.Sustainable transportation,60,12.1
2021,data.Yukon,data.Men+,data.Public transit,60,2.1
2021,data.Yukon,data.Men+,data.Active transportation,60,10.0
2021,data.Yukon,data.Women+,data.Sustainable transportation,60,15.0
2021,data.Yukon,data.Women+,data.Public transit,60,2.9
2021,data.Yukon,data.Women+,data.Active transportation,60,12.2
2021,data.Northwest Territories,data.Total,data.Sustainable transportation,61,21.7
2021,data.Northwest Territories,data.Total,data.Public transit,61,0.8
2021,data.Northwest Territories,data.Total,data.Active transportation,61,20.9
2021,data.Northwest Territories,data.Men+,data.Sustainable transportation,61,19.3
2021,data.Northwest Territories,data.Men+,data.Public transit,61,0.8
2021,data.Northwest Territories,data.Men+,data.Active transportation,61,18.6
2021,data.Northwest Territories,data.Women+,data.Sustainable transportation,61,24.2
2021,data.Northwest Territories,data.Women+,data.Public transit,61,0.7
2021,data.Northwest Territories,data.Women+,data.Active transportation,61,23.6
2021,data.Nunavut,data.Total,data.Sustainable transportation,62,37.0
2021,data.Nunavut,data.Total,data.Public transit,62,0.9
2021,data.Nunavut,data.Total,data.Active transportation,62,36.1
2021,data.Nunavut,data.Men+,data.Sustainable transportation,62,33.5
2021,data.Nunavut,data.Men+,data.Public transit,62,1.0
2021,data.Nunavut,data.Men+,data.Active transportation,62,32.5
2021,data.Nunavut,data.Women+,data.Sustainable transportation,62,40.5
2021,data.Nunavut,data.Women+,data.Public transit,62,0.8
2021,data.Nunavut,data.Women+,data.Active transportation,62,39.7
