Year,data.Geography,data.Age group,data.Sex,Value
2015,data.Nova Scotia,data.65 years and over,data.Males,45.4
2016,data.Nova Scotia,data.65 years and over,data.Males,40.5
2017,data.Nova Scotia,data.65 years and over,data.Males,43.2
2018,data.Nova Scotia,data.65 years and over,data.Males,48.7
2019,data.Nova Scotia,data.65 years and over,data.Males,41.8
2020,data.Nova Scotia,data.65 years and over,data.Males,48.7
2015,data.Nova Scotia,data.65 years and over,data.Females,48.2
2016,data.Nova Scotia,data.65 years and over,data.Females,50.3
2017,data.Nova Scotia,data.65 years and over,data.Females,49.9
2018,data.Nova Scotia,data.65 years and over,data.Females,43.2
2019,data.Nova Scotia,data.65 years and over,data.Females,49.8
2020,data.Nova Scotia,data.65 years and over,data.Females,51.7
2015,data.New Brunswick,"data.Total, 12 years and over",data.Both sexes,54.6
2016,data.New Brunswick,"data.Total, 12 years and over",data.Both sexes,57.8
2017,data.New Brunswick,"data.Total, 12 years and over",data.Both sexes,56.5
2018,data.New Brunswick,"data.Total, 12 years and over",data.Both sexes,55.4
2019,data.New Brunswick,"data.Total, 12 years and over",data.Both sexes,52.8
2020,data.New Brunswick,"data.Total, 12 years and over",data.Both sexes,54.6
2015,data.New Brunswick,"data.Total, 12 years and over",data.Males,56.4
2016,data.New Brunswick,"data.Total, 12 years and over",data.Males,55.8
2017,data.New Brunswick,"data.Total, 12 years and over",data.Males,54.4
2018,data.New Brunswick,"data.Total, 12 years and over",data.Males,53.3
2019,data.New Brunswick,"data.Total, 12 years and over",data.Males,51.9
2020,data.New Brunswick,"data.Total, 12 years and over",data.Males,54.4
2015,data.New Brunswick,"data.Total, 12 years and over",data.Females,52.9
2016,data.New Brunswick,"data.Total, 12 years and over",data.Females,59.8
2017,data.New Brunswick,"data.Total, 12 years and over",data.Females,58.5
2018,data.New Brunswick,"data.Total, 12 years and over",data.Females,57.3
2019,data.New Brunswick,"data.Total, 12 years and over",data.Females,53.7
2020,data.New Brunswick,"data.Total, 12 years and over",data.Females,54.8
2015,data.New Brunswick,data.12 to 17 years,data.Both sexes,69.9
2016,data.New Brunswick,data.12 to 17 years,data.Both sexes,72.4
2017,data.New Brunswick,data.12 to 17 years,data.Both sexes,74.4
2018,data.New Brunswick,data.12 to 17 years,data.Both sexes,71.4
2019,data.New Brunswick,data.12 to 17 years,data.Both sexes,71.1
2020,data.New Brunswick,data.12 to 17 years,data.Both sexes,79.8
2015,data.New Brunswick,data.12 to 17 years,data.Males,73.4
2016,data.New Brunswick,data.12 to 17 years,data.Males,68.8
2017,data.New Brunswick,data.12 to 17 years,data.Males,63.8
2018,data.New Brunswick,data.12 to 17 years,data.Males,73.1
2019,data.New Brunswick,data.12 to 17 years,data.Males,67.8
2020,data.New Brunswick,data.12 to 17 years,data.Males,85.4
2015,data.New Brunswick,data.12 to 17 years,data.Females,66.1
2016,data.New Brunswick,data.12 to 17 years,data.Females,76.3
2017,data.New Brunswick,data.12 to 17 years,data.Females,85.8
2018,data.New Brunswick,data.12 to 17 years,data.Females,69.6
2019,data.New Brunswick,data.12 to 17 years,data.Females,74.6
2020,data.New Brunswick,data.12 to 17 years,data.Females,74.1
2015,data.New Brunswick,data.18 to 34 years,data.Both sexes,65.9
2016,data.New Brunswick,data.18 to 34 years,data.Both sexes,61.8
2017,data.New Brunswick,data.18 to 34 years,data.Both sexes,69.9
2018,data.New Brunswick,data.18 to 34 years,data.Both sexes,65.1
2019,data.New Brunswick,data.18 to 34 years,data.Both sexes,64.0
2020,data.New Brunswick,data.18 to 34 years,data.Both sexes,63.3
2015,data.New Brunswick,data.18 to 34 years,data.Males,74.1
2016,data.New Brunswick,data.18 to 34 years,data.Males,57.5
2017,data.New Brunswick,data.18 to 34 years,data.Males,68.8
2018,data.New Brunswick,data.18 to 34 years,data.Males,64.5
2019,data.New Brunswick,data.18 to 34 years,data.Males,62.6
2020,data.New Brunswick,data.18 to 34 years,data.Males,60.9
2015,data.New Brunswick,data.18 to 34 years,data.Females,57.4
2016,data.New Brunswick,data.18 to 34 years,data.Females,66.1
2017,data.New Brunswick,data.18 to 34 years,data.Females,71.1
2018,data.New Brunswick,data.18 to 34 years,data.Females,65.6
2019,data.New Brunswick,data.18 to 34 years,data.Females,65.5
2020,data.New Brunswick,data.18 to 34 years,data.Females,65.7
2015,data.New Brunswick,data.35 to 49 years,data.Both sexes,61.9
2016,data.New Brunswick,data.35 to 49 years,data.Both sexes,65.5
2017,data.New Brunswick,data.35 to 49 years,data.Both sexes,60.1
2018,data.New Brunswick,data.35 to 49 years,data.Both sexes,62.4
2019,data.New Brunswick,data.35 to 49 years,data.Both sexes,52.9
2020,data.New Brunswick,data.35 to 49 years,data.Both sexes,59.4
2015,data.New Brunswick,data.35 to 49 years,data.Males,61.3
2016,data.New Brunswick,data.35 to 49 years,data.Males,58.7
2017,data.New Brunswick,data.35 to 49 years,data.Males,62.2
2018,data.New Brunswick,data.35 to 49 years,data.Males,59.0
2019,data.New Brunswick,data.35 to 49 years,data.Males,50.2
2020,data.New Brunswick,data.35 to 49 years,data.Males,64.3
2015,data.New Brunswick,data.35 to 49 years,data.Females,62.5
2016,data.New Brunswick,data.35 to 49 years,data.Females,71.9
2017,data.New Brunswick,data.35 to 49 years,data.Females,58.1
2018,data.New Brunswick,data.35 to 49 years,data.Females,65.7
2019,data.New Brunswick,data.35 to 49 years,data.Females,55.5
2020,data.New Brunswick,data.35 to 49 years,data.Females,54.8
2015,data.New Brunswick,data.50 to 64 years,data.Both sexes,45.7
2016,data.New Brunswick,data.50 to 64 years,data.Both sexes,58.0
2017,data.New Brunswick,data.50 to 64 years,data.Both sexes,45.6
2018,data.New Brunswick,data.50 to 64 years,data.Both sexes,47.5
2019,data.New Brunswick,data.50 to 64 years,data.Both sexes,48.1
2020,data.New Brunswick,data.50 to 64 years,data.Both sexes,44.2
2015,data.New Brunswick,data.50 to 64 years,data.Males,41.1
2016,data.New Brunswick,data.50 to 64 years,data.Males,60.6
2017,data.New Brunswick,data.50 to 64 years,data.Males,41.6
2018,data.New Brunswick,data.50 to 64 years,data.Males,42.2
2019,data.New Brunswick,data.50 to 64 years,data.Males,48.6
2020,data.New Brunswick,data.50 to 64 years,data.Males,40.4
2015,data.New Brunswick,data.50 to 64 years,data.Females,50.0
2016,data.New Brunswick,data.50 to 64 years,data.Females,55.4
2017,data.New Brunswick,data.50 to 64 years,data.Females,49.4
2018,data.New Brunswick,data.50 to 64 years,data.Females,52.5
2019,data.New Brunswick,data.50 to 64 years,data.Females,47.6
2020,data.New Brunswick,data.50 to 64 years,data.Females,47.9
2015,data.New Brunswick,data.65 years and over,data.Both sexes,41.5
2016,data.New Brunswick,data.65 years and over,data.Both sexes,41.2
2017,data.New Brunswick,data.65 years and over,data.Both sexes,47.5
2018,data.New Brunswick,data.65 years and over,data.Both sexes,43.9
2019,data.New Brunswick,data.65 years and over,data.Both sexes,42.4
2020,data.New Brunswick,data.65 years and over,data.Both sexes,46.9
2015,data.New Brunswick,data.65 years and over,data.Males,45.1
2016,data.New Brunswick,data.65 years and over,data.Males,39.8
2017,data.New Brunswick,data.65 years and over,data.Males,44.2
2018,data.New Brunswick,data.65 years and over,data.Males,43.1
2019,data.New Brunswick,data.65 years and over,data.Males,41.4
2020,data.New Brunswick,data.65 years and over,data.Males,45.7
2015,data.New Brunswick,data.65 years and over,data.Females,38.4
2016,data.New Brunswick,data.65 years and over,data.Females,42.5
2017,data.New Brunswick,data.65 years and over,data.Females,50.4
2018,data.New Brunswick,data.65 years and over,data.Females,44.7
2019,data.New Brunswick,data.65 years and over,data.Females,43.3
2020,data.New Brunswick,data.65 years and over,data.Females,48.0
2015,data.Quebec,"data.Total, 12 years and over",data.Both sexes,63.1
2016,data.Quebec,"data.Total, 12 years and over",data.Both sexes,62.2
2017,data.Quebec,"data.Total, 12 years and over",data.Both sexes,61.9
2018,data.Quebec,"data.Total, 12 years and over",data.Both sexes,61.0
2019,data.Quebec,"data.Total, 12 years and over",data.Both sexes,62.1
2020,data.Quebec,"data.Total, 12 years and over",data.Both sexes,64.8
2015,data.Quebec,"data.Total, 12 years and over",data.Males,65.3
2016,data.Quebec,"data.Total, 12 years and over",data.Males,63.8
2017,data.Quebec,"data.Total, 12 years and over",data.Males,61.7
2018,data.Quebec,"data.Total, 12 years and over",data.Males,62.5
2019,data.Quebec,"data.Total, 12 years and over",data.Males,64.3
2020,data.Quebec,"data.Total, 12 years and over",data.Males,65.6
2015,data.Quebec,"data.Total, 12 years and over",data.Females,60.9
2016,data.Quebec,"data.Total, 12 years and over",data.Females,60.7
2017,data.Quebec,"data.Total, 12 years and over",data.Females,62.0
2018,data.Quebec,"data.Total, 12 years and over",data.Females,59.5
2019,data.Quebec,"data.Total, 12 years and over",data.Females,60.0
2020,data.Quebec,"data.Total, 12 years and over",data.Females,64.1
2015,data.Quebec,data.12 to 17 years,data.Both sexes,73.6
2016,data.Quebec,data.12 to 17 years,data.Both sexes,75.2
2017,data.Quebec,data.12 to 17 years,data.Both sexes,75.7
2018,data.Quebec,data.12 to 17 years,data.Both sexes,74.5
2019,data.Quebec,data.12 to 17 years,data.Both sexes,76.4
2020,data.Quebec,data.12 to 17 years,data.Both sexes,78.8
2015,data.Quebec,data.12 to 17 years,data.Males,71.9
2016,data.Quebec,data.12 to 17 years,data.Males,72.8
2017,data.Quebec,data.12 to 17 years,data.Males,73.6
2018,data.Quebec,data.12 to 17 years,data.Males,74.8
2019,data.Quebec,data.12 to 17 years,data.Males,78.1
2020,data.Quebec,data.12 to 17 years,data.Males,78.5
2015,data.Quebec,data.12 to 17 years,data.Females,75.4
2016,data.Quebec,data.12 to 17 years,data.Females,77.7
2017,data.Quebec,data.12 to 17 years,data.Females,77.9
2018,data.Quebec,data.12 to 17 years,data.Females,74.1
2019,data.Quebec,data.12 to 17 years,data.Females,74.7
2020,data.Quebec,data.12 to 17 years,data.Females,79.1
2015,data.Quebec,data.18 to 34 years,data.Both sexes,70.9
2016,data.Quebec,data.18 to 34 years,data.Both sexes,70.5
2017,data.Quebec,data.18 to 34 years,data.Both sexes,70.9
2018,data.Quebec,data.18 to 34 years,data.Both sexes,70.7
2019,data.Quebec,data.18 to 34 years,data.Both sexes,68.6
2020,data.Quebec,data.18 to 34 years,data.Both sexes,75.0
2015,data.Quebec,data.18 to 34 years,data.Males,70.8
2016,data.Quebec,data.18 to 34 years,data.Males,70.7
2017,data.Quebec,data.18 to 34 years,data.Males,71.2
2018,data.Quebec,data.18 to 34 years,data.Males,73.1
2019,data.Quebec,data.18 to 34 years,data.Males,71.6
2020,data.Quebec,data.18 to 34 years,data.Males,78.4
2015,data.Quebec,data.18 to 34 years,data.Females,71.0
2016,data.Quebec,data.18 to 34 years,data.Females,70.3
2017,data.Quebec,data.18 to 34 years,data.Females,70.7
2018,data.Quebec,data.18 to 34 years,data.Females,68.2
2019,data.Quebec,data.18 to 34 years,data.Females,65.7
2020,data.Quebec,data.18 to 34 years,data.Females,71.5
2015,data.Quebec,data.35 to 49 years,data.Both sexes,67.6
2016,data.Quebec,data.35 to 49 years,data.Both sexes,65.1
2017,data.Quebec,data.35 to 49 years,data.Both sexes,66.0
2018,data.Quebec,data.35 to 49 years,data.Both sexes,64.2
2019,data.Quebec,data.35 to 49 years,data.Both sexes,66.6
2020,data.Quebec,data.35 to 49 years,data.Both sexes,70.9
2015,data.Quebec,data.35 to 49 years,data.Males,70.3
2016,data.Quebec,data.35 to 49 years,data.Males,67.9
2017,data.Quebec,data.35 to 49 years,data.Males,65.0
2018,data.Quebec,data.35 to 49 years,data.Males,67.0
2019,data.Quebec,data.35 to 49 years,data.Males,69.0
2020,data.Quebec,data.35 to 49 years,data.Males,72.0
2015,data.Quebec,data.35 to 49 years,data.Females,64.7
2016,data.Quebec,data.35 to 49 years,data.Females,62.2
2017,data.Quebec,data.35 to 49 years,data.Females,67.0
2018,data.Quebec,data.35 to 49 years,data.Females,61.4
2019,data.Quebec,data.35 to 49 years,data.Females,64.1
2020,data.Quebec,data.35 to 49 years,data.Females,69.9
2015,data.Quebec,data.50 to 64 years,data.Both sexes,61.1
2016,data.Quebec,data.50 to 64 years,data.Both sexes,59.6
2017,data.Quebec,data.50 to 64 years,data.Both sexes,57.5
2018,data.Quebec,data.50 to 64 years,data.Both sexes,57.1
2019,data.Quebec,data.50 to 64 years,data.Both sexes,58.2
2020,data.Quebec,data.50 to 64 years,data.Both sexes,59.1
2015,data.Quebec,data.50 to 64 years,data.Males,62.9
2016,data.Quebec,data.50 to 64 years,data.Males,61.5
2017,data.Quebec,data.50 to 64 years,data.Males,56.6
2018,data.Quebec,data.50 to 64 years,data.Males,57.5
2019,data.Quebec,data.50 to 64 years,data.Males,61.7
2020,data.Quebec,data.50 to 64 years,data.Males,58.1
2015,data.Quebec,data.50 to 64 years,data.Females,59.3
2016,data.Quebec,data.50 to 64 years,data.Females,57.6
2017,data.Quebec,data.50 to 64 years,data.Females,58.4
2018,data.Quebec,data.50 to 64 years,data.Females,56.7
2019,data.Quebec,data.50 to 64 years,data.Females,54.7
2020,data.Quebec,data.50 to 64 years,data.Females,60.1
2015,data.Quebec,data.65 years and over,data.Both sexes,46.7
2016,data.Quebec,data.65 years and over,data.Both sexes,47.7
2017,data.Quebec,data.65 years and over,data.Both sexes,47.5
2018,data.Quebec,data.65 years and over,data.Both sexes,46.8
2019,data.Quebec,data.65 years and over,data.Both sexes,50.3
2020,data.Quebec,data.65 years and over,data.Both sexes,49.5
2015,data.Quebec,data.65 years and over,data.Males,51.8
2016,data.Quebec,data.65 years and over,data.Males,49.0
2017,data.Quebec,data.65 years and over,data.Males,48.0
2018,data.Quebec,data.65 years and over,data.Males,46.2
2019,data.Quebec,data.65 years and over,data.Males,48.9
2020,data.Quebec,data.65 years and over,data.Males,48.1
2015,data.Quebec,data.65 years and over,data.Females,42.5
2016,data.Quebec,data.65 years and over,data.Females,46.7
2017,data.Quebec,data.65 years and over,data.Females,47.1
2018,data.Quebec,data.65 years and over,data.Females,47.3
2019,data.Quebec,data.65 years and over,data.Females,51.5
2020,data.Quebec,data.65 years and over,data.Females,50.8
2015,data.Ontario,"data.Total, 12 years and over",data.Both sexes,61.2
2016,data.Ontario,"data.Total, 12 years and over",data.Both sexes,60.8
2017,data.Ontario,"data.Total, 12 years and over",data.Both sexes,60.6
2018,data.Ontario,"data.Total, 12 years and over",data.Both sexes,60.8
2019,data.Ontario,"data.Total, 12 years and over",data.Both sexes,61.3
2020,data.Ontario,"data.Total, 12 years and over",data.Both sexes,62.4
2015,data.Ontario,"data.Total, 12 years and over",data.Males,62.7
2016,data.Ontario,"data.Total, 12 years and over",data.Males,61.2
2017,data.Ontario,"data.Total, 12 years and over",data.Males,61.1
2018,data.Ontario,"data.Total, 12 years and over",data.Males,60.5
2019,data.Ontario,"data.Total, 12 years and over",data.Males,61.4
2020,data.Ontario,"data.Total, 12 years and over",data.Males,64.0
2015,data.Ontario,"data.Total, 12 years and over",data.Females,59.8
2016,data.Ontario,"data.Total, 12 years and over",data.Females,60.4
2017,data.Ontario,"data.Total, 12 years and over",data.Females,60.2
2018,data.Ontario,"data.Total, 12 years and over",data.Females,61.0
2019,data.Ontario,"data.Total, 12 years and over",data.Females,61.3
2020,data.Ontario,"data.Total, 12 years and over",data.Females,60.8
2015,data.Ontario,data.12 to 17 years,data.Both sexes,70.1
2016,data.Ontario,data.12 to 17 years,data.Both sexes,76.2
2017,data.Ontario,data.12 to 17 years,data.Both sexes,75.5
2018,data.Ontario,data.12 to 17 years,data.Both sexes,71.6
2019,data.Ontario,data.12 to 17 years,data.Both sexes,76.3
2020,data.Ontario,data.12 to 17 years,data.Both sexes,77.0
2015,data.Ontario,data.12 to 17 years,data.Males,67.6
2016,data.Ontario,data.12 to 17 years,data.Males,72.9
2017,data.Ontario,data.12 to 17 years,data.Males,76.8
2018,data.Ontario,data.12 to 17 years,data.Males,69.5
2019,data.Ontario,data.12 to 17 years,data.Males,78.2
2020,data.Ontario,data.12 to 17 years,data.Males,79.1
2015,data.Ontario,data.12 to 17 years,data.Females,72.7
2016,data.Ontario,data.12 to 17 years,data.Females,79.7
2017,data.Ontario,data.12 to 17 years,data.Females,74.2
2018,data.Ontario,data.12 to 17 years,data.Females,73.9
2019,data.Ontario,data.12 to 17 years,data.Females,74.3
2020,data.Ontario,data.12 to 17 years,data.Females,74.8
2015,data.Ontario,data.18 to 34 years,data.Both sexes,71.8
2016,data.Ontario,data.18 to 34 years,data.Both sexes,68.7
2017,data.Ontario,data.18 to 34 years,data.Both sexes,71.9
2018,data.Ontario,data.18 to 34 years,data.Both sexes,67.1
2019,data.Ontario,data.18 to 34 years,data.Both sexes,68.1
2020,data.Ontario,data.18 to 34 years,data.Both sexes,67.1
2015,data.Ontario,data.18 to 34 years,data.Males,73.2
2016,data.Ontario,data.18 to 34 years,data.Males,69.1
2017,data.Ontario,data.18 to 34 years,data.Males,75.0
2018,data.Ontario,data.18 to 34 years,data.Males,66.2
2019,data.Ontario,data.18 to 34 years,data.Males,66.6
2020,data.Ontario,data.18 to 34 years,data.Males,69.0
2015,data.Ontario,data.18 to 34 years,data.Females,70.4
2016,data.Ontario,data.18 to 34 years,data.Females,68.3
2017,data.Ontario,data.18 to 34 years,data.Females,68.9
2018,data.Ontario,data.18 to 34 years,data.Females,68.1
2019,data.Ontario,data.18 to 34 years,data.Females,69.7
2020,data.Ontario,data.18 to 34 years,data.Females,65.0
2015,data.Ontario,data.35 to 49 years,data.Both sexes,62.9
2016,data.Ontario,data.35 to 49 years,data.Both sexes,64.8
2017,data.Ontario,data.35 to 49 years,data.Both sexes,63.0
2018,data.Ontario,data.35 to 49 years,data.Both sexes,64.7
2019,data.Ontario,data.35 to 49 years,data.Both sexes,64.5
2020,data.Ontario,data.35 to 49 years,data.Both sexes,66.5
2015,data.Ontario,data.35 to 49 years,data.Males,66.3
2016,data.Ontario,data.35 to 49 years,data.Males,67.3
2017,data.Ontario,data.35 to 49 years,data.Males,62.1
2018,data.Ontario,data.35 to 49 years,data.Males,67.4
2019,data.Ontario,data.35 to 49 years,data.Males,66.1
2020,data.Ontario,data.35 to 49 years,data.Males,68.1
2015,data.Ontario,data.35 to 49 years,data.Females,59.7
2016,data.Ontario,data.35 to 49 years,data.Females,62.5
2017,data.Ontario,data.35 to 49 years,data.Females,64.0
2018,data.Ontario,data.35 to 49 years,data.Females,62.2
2019,data.Ontario,data.35 to 49 years,data.Females,63.0
2020,data.Ontario,data.35 to 49 years,data.Females,65.1
2015,data.Ontario,data.50 to 64 years,data.Both sexes,55.5
2016,data.Ontario,data.50 to 64 years,data.Both sexes,54.7
2017,data.Ontario,data.50 to 64 years,data.Both sexes,52.7
2018,data.Ontario,data.50 to 64 years,data.Both sexes,56.8
2019,data.Ontario,data.50 to 64 years,data.Both sexes,56.6
2020,data.Ontario,data.50 to 64 years,data.Both sexes,59.2
2015,data.Ontario,data.50 to 64 years,data.Males,56.4
2016,data.Ontario,data.50 to 64 years,data.Males,53.4
2017,data.Ontario,data.50 to 64 years,data.Males,51.7
2018,data.Ontario,data.50 to 64 years,data.Males,54.8
2019,data.Ontario,data.50 to 64 years,data.Males,56.0
2020,data.Ontario,data.50 to 64 years,data.Males,60.9
2015,data.Ontario,data.50 to 64 years,data.Females,54.5
2016,data.Ontario,data.50 to 64 years,data.Females,56.0
2017,data.Ontario,data.50 to 64 years,data.Females,53.7
2018,data.Ontario,data.50 to 64 years,data.Females,58.9
2019,data.Ontario,data.50 to 64 years,data.Females,57.1
2020,data.Ontario,data.50 to 64 years,data.Females,57.6
2015,data.Ontario,data.65 years and over,data.Both sexes,47.3
2016,data.Ontario,data.65 years and over,data.Both sexes,45.9
2017,data.Ontario,data.65 years and over,data.Both sexes,45.9
2018,data.Ontario,data.65 years and over,data.Both sexes,47.8
2019,data.Ontario,data.65 years and over,data.Both sexes,48.1
2020,data.Ontario,data.65 years and over,data.Both sexes,49.2
2015,data.Ontario,data.65 years and over,data.Males,47.5
2016,data.Ontario,data.65 years and over,data.Males,46.2
2017,data.Ontario,data.65 years and over,data.Males,44.0
2018,data.Ontario,data.65 years and over,data.Males,47.0
2019,data.Ontario,data.65 years and over,data.Males,47.1
2020,data.Ontario,data.65 years and over,data.Males,48.7
2015,data.Ontario,data.65 years and over,data.Females,47.2
2016,data.Ontario,data.65 years and over,data.Females,45.6
2017,data.Ontario,data.65 years and over,data.Females,47.5
2018,data.Ontario,data.65 years and over,data.Females,48.4
2019,data.Ontario,data.65 years and over,data.Females,48.9
2020,data.Ontario,data.65 years and over,data.Females,49.7
2015,data.Manitoba,"data.Total, 12 years and over",data.Both sexes,60.4
2016,data.Manitoba,"data.Total, 12 years and over",data.Both sexes,60.1
2017,data.Manitoba,"data.Total, 12 years and over",data.Both sexes,60.9
2018,data.Manitoba,"data.Total, 12 years and over",data.Both sexes,59.3
2019,data.Manitoba,"data.Total, 12 years and over",data.Both sexes,60.6
2020,data.Manitoba,"data.Total, 12 years and over",data.Both sexes,59.7
2015,data.Manitoba,"data.Total, 12 years and over",data.Males,56.8
2016,data.Manitoba,"data.Total, 12 years and over",data.Males,60.5
2017,data.Manitoba,"data.Total, 12 years and over",data.Males,62.4
2018,data.Manitoba,"data.Total, 12 years and over",data.Males,60.7
2019,data.Manitoba,"data.Total, 12 years and over",data.Males,60.6
2020,data.Manitoba,"data.Total, 12 years and over",data.Males,64.0
2015,data.Manitoba,"data.Total, 12 years and over",data.Females,64.0
2016,data.Manitoba,"data.Total, 12 years and over",data.Females,59.7
2017,data.Manitoba,"data.Total, 12 years and over",data.Females,59.4
2018,data.Manitoba,"data.Total, 12 years and over",data.Females,57.9
2019,data.Manitoba,"data.Total, 12 years and over",data.Females,60.5
2020,data.Manitoba,"data.Total, 12 years and over",data.Females,55.4
2015,data.Manitoba,data.12 to 17 years,data.Both sexes,74.9
2016,data.Manitoba,data.12 to 17 years,data.Both sexes,80.0
2017,data.Manitoba,data.12 to 17 years,data.Both sexes,77.5
2018,data.Manitoba,data.12 to 17 years,data.Both sexes,71.0
2019,data.Manitoba,data.12 to 17 years,data.Both sexes,75.7
2020,data.Manitoba,data.12 to 17 years,data.Both sexes,71.4
2015,data.Manitoba,data.12 to 17 years,data.Males,72.4
2016,data.Manitoba,data.12 to 17 years,data.Males,85.3
2017,data.Manitoba,data.12 to 17 years,data.Males,78.4
2018,data.Manitoba,data.12 to 17 years,data.Males,73.3
2019,data.Manitoba,data.12 to 17 years,data.Males,85.3
2020,data.Manitoba,data.12 to 17 years,data.Males,81.2
2015,data.Manitoba,data.12 to 17 years,data.Females,77.5
2016,data.Manitoba,data.12 to 17 years,data.Females,74.2
2017,data.Manitoba,data.12 to 17 years,data.Females,76.6
2018,data.Manitoba,data.12 to 17 years,data.Females,68.6
2019,data.Manitoba,data.12 to 17 years,data.Females,65.4
2020,data.Manitoba,data.12 to 17 years,data.Females,61.4
2015,data.Manitoba,data.18 to 34 years,data.Both sexes,70.2
2016,data.Manitoba,data.18 to 34 years,data.Both sexes,69.2
2017,data.Manitoba,data.18 to 34 years,data.Both sexes,68.6
2018,data.Manitoba,data.18 to 34 years,data.Both sexes,65.0
2019,data.Manitoba,data.18 to 34 years,data.Both sexes,69.3
2020,data.Manitoba,data.18 to 34 years,data.Both sexes,73.3
2015,data.Manitoba,data.18 to 34 years,data.Males,60.8
2016,data.Manitoba,data.18 to 34 years,data.Males,69.4
2017,data.Manitoba,data.18 to 34 years,data.Males,66.4
2018,data.Manitoba,data.18 to 34 years,data.Males,66.3
2019,data.Manitoba,data.18 to 34 years,data.Males,71.7
2020,data.Manitoba,data.18 to 34 years,data.Males,79.0
2015,data.Manitoba,data.18 to 34 years,data.Females,79.8
2016,data.Manitoba,data.18 to 34 years,data.Females,69.0
2017,data.Manitoba,data.18 to 34 years,data.Females,71.0
2018,data.Manitoba,data.18 to 34 years,data.Females,63.8
2019,data.Manitoba,data.18 to 34 years,data.Females,66.7
2020,data.Manitoba,data.18 to 34 years,data.Females,67.3
2015,data.Manitoba,data.35 to 49 years,data.Both sexes,63.6
2016,data.Manitoba,data.35 to 49 years,data.Both sexes,66.5
2017,data.Manitoba,data.35 to 49 years,data.Both sexes,66.1
2018,data.Manitoba,data.35 to 49 years,data.Both sexes,69.0
2019,data.Manitoba,data.35 to 49 years,data.Both sexes,65.2
2020,data.Manitoba,data.35 to 49 years,data.Both sexes,57.0
2015,data.Manitoba,data.35 to 49 years,data.Males,61.4
2016,data.Manitoba,data.35 to 49 years,data.Males,65.6
2017,data.Manitoba,data.35 to 49 years,data.Males,75.2
2018,data.Manitoba,data.35 to 49 years,data.Males,75.7
2019,data.Manitoba,data.35 to 49 years,data.Males,65.7
2020,data.Manitoba,data.35 to 49 years,data.Males,57.7
2015,data.Manitoba,data.35 to 49 years,data.Females,65.6
2016,data.Manitoba,data.35 to 49 years,data.Females,67.3
2017,data.Manitoba,data.35 to 49 years,data.Females,57.1
2018,data.Manitoba,data.35 to 49 years,data.Females,62.4
2019,data.Manitoba,data.35 to 49 years,data.Females,64.7
2020,data.Manitoba,data.35 to 49 years,data.Females,56.3
2015,data.Manitoba,data.50 to 64 years,data.Both sexes,55.8
2016,data.Manitoba,data.50 to 64 years,data.Both sexes,49.1
2017,data.Manitoba,data.50 to 64 years,data.Both sexes,52.4
2018,data.Manitoba,data.50 to 64 years,data.Both sexes,55.2
2019,data.Manitoba,data.50 to 64 years,data.Both sexes,51.2
2020,data.Manitoba,data.50 to 64 years,data.Both sexes,49.6
2015,data.Manitoba,data.50 to 64 years,data.Males,57.1
2016,data.Manitoba,data.50 to 64 years,data.Males,48.2
2017,data.Manitoba,data.50 to 64 years,data.Males,49.8
2018,data.Manitoba,data.50 to 64 years,data.Males,54.6
2019,data.Manitoba,data.50 to 64 years,data.Males,43.4
2020,data.Manitoba,data.50 to 64 years,data.Males,53.9
2015,data.Manitoba,data.50 to 64 years,data.Females,54.5
2016,data.Manitoba,data.50 to 64 years,data.Females,50.1
2017,data.Manitoba,data.50 to 64 years,data.Females,55.1
2018,data.Manitoba,data.50 to 64 years,data.Females,55.8
2019,data.Manitoba,data.50 to 64 years,data.Females,59.2
2020,data.Manitoba,data.50 to 64 years,data.Females,45.3
2015,data.Manitoba,data.65 years and over,data.Both sexes,39.9
2016,data.Manitoba,data.65 years and over,data.Both sexes,42.7
2017,data.Manitoba,data.65 years and over,data.Both sexes,45.7
2018,data.Manitoba,data.65 years and over,data.Both sexes,38.6
2019,data.Manitoba,data.65 years and over,data.Both sexes,46.4
2020,data.Manitoba,data.65 years and over,data.Both sexes,49.5
2015,data.Manitoba,data.65 years and over,data.Males,33.8
2016,data.Manitoba,data.65 years and over,data.Males,42.4
2017,data.Manitoba,data.65 years and over,data.Males,48.1
2018,data.Manitoba,data.65 years and over,data.Males,34.1
2019,data.Manitoba,data.65 years and over,data.Males,46.0
2020,data.Manitoba,data.65 years and over,data.Males,52.2
2015,data.Manitoba,data.65 years and over,data.Females,45.0
2016,data.Manitoba,data.65 years and over,data.Females,43.0
2017,data.Manitoba,data.65 years and over,data.Females,43.6
2018,data.Manitoba,data.65 years and over,data.Females,42.5
2019,data.Manitoba,data.65 years and over,data.Females,46.7
2020,data.Manitoba,data.65 years and over,data.Females,47.2
2015,data.Saskatchewan,"data.Total, 12 years and over",data.Both sexes,59.6
2016,data.Saskatchewan,"data.Total, 12 years and over",data.Both sexes,59.9
2017,data.Saskatchewan,"data.Total, 12 years and over",data.Both sexes,58.1
2018,data.Saskatchewan,"data.Total, 12 years and over",data.Both sexes,58.4
2019,data.Saskatchewan,"data.Total, 12 years and over",data.Both sexes,57.5
2020,data.Saskatchewan,"data.Total, 12 years and over",data.Both sexes,60.4
