Year,Units,Geography,Type of event,GeoCode,Value
2021,"data.Rate per 100,000 population",data.Territories,data.Opioid-related poisoning hospitalizations,,24.1
2021,data.Number,data.Territories,data.Opioid-related poisoning hospitalizations,,31.0
2017,data.Number,data.British Columbia,data.EMS responses to suspected opioid-related overdoses,59,12961.0
2018,data.Number,data.British Columbia,data.EMS responses to suspected opioid-related overdoses,59,13365.0
2019,data.Number,data.British Columbia,data.EMS responses to suspected opioid-related overdoses,59,13486.0
2020,data.Number,data.British Columbia,data.EMS responses to suspected opioid-related overdoses,59,17011.0
2021,data.Number,data.British Columbia,data.EMS responses to suspected opioid-related overdoses,59,24158.0
2017,data.Number,data.Alberta,data.EMS responses to suspected opioid-related overdoses,48,2643.0
2018,data.Number,data.Alberta,data.EMS responses to suspected opioid-related overdoses,48,4206.0
2019,data.Number,data.Alberta,data.EMS responses to suspected opioid-related overdoses,48,3536.0
2020,data.Number,data.Alberta,data.EMS responses to suspected opioid-related overdoses,48,5188.0
2021,data.Number,data.Alberta,data.EMS responses to suspected opioid-related overdoses,48,8215.0
2018,data.Number,data.Saskatchewan,data.EMS responses to suspected opioid-related overdoses,47,196.0
2019,data.Number,data.Saskatchewan,data.EMS responses to suspected opioid-related overdoses,47,321.0
2020,data.Number,data.Saskatchewan,data.EMS responses to suspected opioid-related overdoses,47,640.0
2021,data.Number,data.Saskatchewan,data.EMS responses to suspected opioid-related overdoses,47,1015.0
2017,data.Number,data.Winnipeg Manitoba,data.EMS responses to suspected opioid-related overdoses,,1520.0
2018,data.Number,data.Winnipeg Manitoba,data.EMS responses to suspected opioid-related overdoses,,1095.0
2019,data.Number,data.Winnipeg Manitoba,data.EMS responses to suspected opioid-related overdoses,,1403.0
2020,data.Number,data.Winnipeg Manitoba,data.EMS responses to suspected opioid-related overdoses,,2684.0
2021,data.Number,data.Winnipeg Manitoba,data.EMS responses to suspected opioid-related overdoses,,2732.0
2017,data.Number,data.Northern and Rural Manitoba,data.EMS responses to suspected opioid-related overdoses,,32.0
2018,data.Number,data.Northern and Rural Manitoba,data.EMS responses to suspected opioid-related overdoses,,21.0
2019,data.Number,data.Northern and Rural Manitoba,data.EMS responses to suspected opioid-related overdoses,,21.0
2020,data.Number,data.Northern and Rural Manitoba,data.EMS responses to suspected opioid-related overdoses,,53.0
2021,data.Number,data.Northern and Rural Manitoba,data.EMS responses to suspected opioid-related overdoses,,63.0
2018,data.Number,data.Ontario,data.EMS responses to suspected opioid-related overdoses,35,1804.0
2019,data.Number,data.Ontario,data.EMS responses to suspected opioid-related overdoses,35,2629.0
2020,data.Number,data.Ontario,data.EMS responses to suspected opioid-related overdoses,35,3809.0
2021,data.Number,data.Ontario,data.EMS responses to suspected opioid-related overdoses,35,5008.0
2017,data.Number,data.New Brunswick,data.EMS responses to suspected opioid-related overdoses,13,152.0
2018,data.Number,data.New Brunswick,data.EMS responses to suspected opioid-related overdoses,13,110.0
2019,data.Number,data.New Brunswick,data.EMS responses to suspected opioid-related overdoses,13,127.0
2020,data.Number,data.New Brunswick,data.EMS responses to suspected opioid-related overdoses,13,125.0
2021,data.Number,data.New Brunswick,data.EMS responses to suspected opioid-related overdoses,13,175.0
2018,data.Number,data.Nova Scotia,data.EMS responses to suspected opioid-related overdoses,12,111.0
2019,data.Number,data.Nova Scotia,data.EMS responses to suspected opioid-related overdoses,12,188.0
2020,data.Number,data.Nova Scotia,data.EMS responses to suspected opioid-related overdoses,12,182.0
2021,data.Number,data.Nova Scotia,data.EMS responses to suspected opioid-related overdoses,12,220.0
2017,data.Number,data.Newfoundland and Labrador,data.EMS responses to suspected opioid-related overdoses,10,46.0
2018,data.Number,data.Newfoundland and Labrador,data.EMS responses to suspected opioid-related overdoses,10,
2017,data.Number,data.Whitehorse Yukon,data.EMS responses to suspected opioid-related overdoses,,59.0
2018,data.Number,data.Whitehorse Yukon,data.EMS responses to suspected opioid-related overdoses,,78.0
2019,data.Number,data.Whitehorse Yukon,data.EMS responses to suspected opioid-related overdoses,,48.0
2020,data.Number,data.Whitehorse Yukon,data.EMS responses to suspected opioid-related overdoses,,104.0
2021,data.Number,data.Whitehorse Yukon,data.EMS responses to suspected opioid-related overdoses,,133.0
2017,data.Number,data.Yellowknife Northwest Territories,data.EMS responses to suspected opioid-related overdoses,,
2018,data.Number,data.Yellowknife Northwest Territories,data.EMS responses to suspected opioid-related overdoses,,
2019,data.Number,data.Yellowknife Northwest Territories,data.EMS responses to suspected opioid-related overdoses,,
2020,data.Number,data.Yellowknife Northwest Territories,data.EMS responses to suspected opioid-related overdoses,,6.0
2021,data.Number,data.Yellowknife Northwest Territories,data.EMS responses to suspected opioid-related overdoses,,
2018,"data.Rate per 100,000 population",data.British Columbia,data.Apparent stimulant toxicity deaths,59,21.2
2018,data.Number,data.British Columbia,data.Apparent stimulant toxicity deaths,59,1063.0
2019,"data.Rate per 100,000 population",data.British Columbia,data.Apparent stimulant toxicity deaths,59,9.5
2019,data.Number,data.British Columbia,data.Apparent stimulant toxicity deaths,59,482.0
2020,"data.Rate per 100,000 population",data.British Columbia,data.Apparent stimulant toxicity deaths,59,15.9
2020,data.Number,data.British Columbia,data.Apparent stimulant toxicity deaths,59,822.0
2021,"data.Rate per 100,000 population",data.British Columbia,data.Apparent stimulant toxicity deaths,59,10.9
2021,data.Number,data.British Columbia,data.Apparent stimulant toxicity deaths,59,565.0
2018,"data.Rate per 100,000 population",data.Saskatchewan,data.Apparent stimulant toxicity deaths,47,7.2
2018,data.Number,data.Saskatchewan,data.Apparent stimulant toxicity deaths,47,84.0
2019,"data.Rate per 100,000 population",data.Saskatchewan,data.Apparent stimulant toxicity deaths,47,8.1
2019,data.Number,data.Saskatchewan,data.Apparent stimulant toxicity deaths,47,95.0
2020,"data.Rate per 100,000 population",data.Saskatchewan,data.Apparent stimulant toxicity deaths,47,15.6
2020,data.Number,data.Saskatchewan,data.Apparent stimulant toxicity deaths,47,184.0
2021,"data.Rate per 100,000 population",data.Saskatchewan,data.Apparent stimulant toxicity deaths,47,22.7
2021,data.Number,data.Saskatchewan,data.Apparent stimulant toxicity deaths,47,268.0
2018,"data.Rate per 100,000 population",data.Manitoba,data.Apparent stimulant toxicity deaths,46,
2018,data.Number,data.Manitoba,data.Apparent stimulant toxicity deaths,46,
2019,"data.Rate per 100,000 population",data.Manitoba,data.Apparent stimulant toxicity deaths,46,5.9
2019,data.Number,data.Manitoba,data.Apparent stimulant toxicity deaths,46,81.0
2020,"data.Rate per 100,000 population",data.Manitoba,data.Apparent stimulant toxicity deaths,46,18.0
2020,data.Number,data.Manitoba,data.Apparent stimulant toxicity deaths,46,249.0
2021,"data.Rate per 100,000 population",data.Manitoba,data.Apparent stimulant toxicity deaths,46,19.4
2021,data.Number,data.Manitoba,data.Apparent stimulant toxicity deaths,46,270.0
2018,"data.Rate per 100,000 population",data.Ontario,data.Apparent stimulant toxicity deaths,35,6.4
2018,data.Number,data.Ontario,data.Apparent stimulant toxicity deaths,35,916.0
2019,"data.Rate per 100,000 population",data.Ontario,data.Apparent stimulant toxicity deaths,35,7.0
2019,data.Number,data.Ontario,data.Apparent stimulant toxicity deaths,35,1025.0
2020,"data.Rate per 100,000 population",data.Ontario,data.Apparent stimulant toxicity deaths,35,11.7
2020,data.Number,data.Ontario,data.Apparent stimulant toxicity deaths,35,1722.0
2021,"data.Rate per 100,000 population",data.Ontario,data.Apparent stimulant toxicity deaths,35,14.0
2021,data.Number,data.Ontario,data.Apparent stimulant toxicity deaths,35,2067.0
2018,"data.Rate per 100,000 population",data.Quebec,data.Apparent stimulant toxicity deaths,24,1.9
2018,data.Number,data.Quebec,data.Apparent stimulant toxicity deaths,24,163.0
2019,"data.Rate per 100,000 population",data.Quebec,data.Apparent stimulant toxicity deaths,24,1.6
2019,data.Number,data.Quebec,data.Apparent stimulant toxicity deaths,24,139.0
2020,"data.Rate per 100,000 population",data.Quebec,data.Apparent stimulant toxicity deaths,24,2.2
2020,data.Number,data.Quebec,data.Apparent stimulant toxicity deaths,24,192.0
2021,"data.Rate per 100,000 population",data.Quebec,data.Apparent stimulant toxicity deaths,24,
2021,data.Number,data.Quebec,data.Apparent stimulant toxicity deaths,24,
2018,"data.Rate per 100,000 population",data.Nova Scotia,data.Apparent stimulant toxicity deaths,12,2.6
2018,data.Number,data.Nova Scotia,data.Apparent stimulant toxicity deaths,12,25.0
2019,"data.Rate per 100,000 population",data.Nova Scotia,data.Apparent stimulant toxicity deaths,12,3.0
2019,data.Number,data.Nova Scotia,data.Apparent stimulant toxicity deaths,12,29.0
2020,"data.Rate per 100,000 population",data.Nova Scotia,data.Apparent stimulant toxicity deaths,12,3.6
2020,data.Number,data.Nova Scotia,data.Apparent stimulant toxicity deaths,12,35.0
2021,"data.Rate per 100,000 population",data.Nova Scotia,data.Apparent stimulant toxicity deaths,12,3.4
2021,data.Number,data.Nova Scotia,data.Apparent stimulant toxicity deaths,12,34.0
2018,"data.Rate per 100,000 population",data.Newfoundland and Labrador,data.Apparent stimulant toxicity deaths,10,
2018,data.Number,data.Newfoundland and Labrador,data.Apparent stimulant toxicity deaths,10,
2019,"data.Rate per 100,000 population",data.Newfoundland and Labrador,data.Apparent stimulant toxicity deaths,10,
2019,data.Number,data.Newfoundland and Labrador,data.Apparent stimulant toxicity deaths,10,
2020,"data.Rate per 100,000 population",data.Newfoundland and Labrador,data.Apparent stimulant toxicity deaths,10,1.9
2020,data.Number,data.Newfoundland and Labrador,data.Apparent stimulant toxicity deaths,10,10.0
2021,"data.Rate per 100,000 population",data.Newfoundland and Labrador,data.Apparent stimulant toxicity deaths,10,3.1
2021,data.Number,data.Newfoundland and Labrador,data.Apparent stimulant toxicity deaths,10,16.0
2018,"data.Rate per 100,000 population",data.Yukon,data.Apparent stimulant toxicity deaths,60,
2018,data.Number,data.Yukon,data.Apparent stimulant toxicity deaths,60,
2019,"data.Rate per 100,000 population",data.Yukon,data.Apparent stimulant toxicity deaths,60,
2019,data.Number,data.Yukon,data.Apparent stimulant toxicity deaths,60,
2020,"data.Rate per 100,000 population",data.Yukon,data.Apparent stimulant toxicity deaths,60,
2020,data.Number,data.Yukon,data.Apparent stimulant toxicity deaths,60,
2021,"data.Rate per 100,000 population",data.Yukon,data.Apparent stimulant toxicity deaths,60,13.9
2021,data.Number,data.Yukon,data.Apparent stimulant toxicity deaths,60,6.0
2018,"data.Rate per 100,000 population",data.Northwest Territories,data.Apparent stimulant toxicity deaths,61,
2018,data.Number,data.Northwest Territories,data.Apparent stimulant toxicity deaths,61,
2019,"data.Rate per 100,000 population",data.Northwest Territories,data.Apparent stimulant toxicity deaths,61,
2019,data.Number,data.Northwest Territories,data.Apparent stimulant toxicity deaths,61,
2020,"data.Rate per 100,000 population",data.Northwest Territories,data.Apparent stimulant toxicity deaths,61,6.6
2020,data.Number,data.Northwest Territories,data.Apparent stimulant toxicity deaths,61,3.0
2021,"data.Rate per 100,000 population",data.Northwest Territories,data.Apparent stimulant toxicity deaths,61,6.6
2021,data.Number,data.Northwest Territories,data.Apparent stimulant toxicity deaths,61,3.0
2016,"data.Rate per 100,000 population",data.Canada,data.Stimulant-related poisoning hospitalizations,,6.8
2016,data.Number,data.Canada,data.Stimulant-related poisoning hospitalizations,,1885.0
2017,"data.Rate per 100,000 population",data.Canada,data.Stimulant-related poisoning hospitalizations,,7.9
2017,data.Number,data.Canada,data.Stimulant-related poisoning hospitalizations,,2235.0
2018,"data.Rate per 100,000 population",data.Canada,data.Stimulant-related poisoning hospitalizations,,8.3
2018,data.Number,data.Canada,data.Stimulant-related poisoning hospitalizations,,2373.0
2019,"data.Rate per 100,000 population",data.Canada,data.Stimulant-related poisoning hospitalizations,,7.5
2019,data.Number,data.Canada,data.Stimulant-related poisoning hospitalizations,,2179.0
2020,"data.Rate per 100,000 population",data.Canada,data.Stimulant-related poisoning hospitalizations,,8.5
2020,data.Number,data.Canada,data.Stimulant-related poisoning hospitalizations,,2516.0
2021,"data.Rate per 100,000 population",data.Canada,data.Stimulant-related poisoning hospitalizations,,8.2
2021,data.Number,data.Canada,data.Stimulant-related poisoning hospitalizations,,2422.0
2016,"data.Rate per 100,000 population",data.British Columbia,data.Stimulant-related poisoning hospitalizations,59,9.9
2016,data.Number,data.British Columbia,data.Stimulant-related poisoning hospitalizations,59,480.0
2017,"data.Rate per 100,000 population",data.British Columbia,data.Stimulant-related poisoning hospitalizations,59,11.8
2017,data.Number,data.British Columbia,data.Stimulant-related poisoning hospitalizations,59,583.0
2018,"data.Rate per 100,000 population",data.British Columbia,data.Stimulant-related poisoning hospitalizations,59,10.9
2018,data.Number,data.British Columbia,data.Stimulant-related poisoning hospitalizations,59,548.0
2019,"data.Rate per 100,000 population",data.British Columbia,data.Stimulant-related poisoning hospitalizations,59,10.3
2019,data.Number,data.British Columbia,data.Stimulant-related poisoning hospitalizations,59,524.0
2020,"data.Rate per 100,000 population",data.British Columbia,data.Stimulant-related poisoning hospitalizations,59,11.7
2020,data.Number,data.British Columbia,data.Stimulant-related poisoning hospitalizations,59,606.0
2021,"data.Rate per 100,000 population",data.British Columbia,data.Stimulant-related poisoning hospitalizations,59,12.7
2021,data.Number,data.British Columbia,data.Stimulant-related poisoning hospitalizations,59,663.0
2016,"data.Rate per 100,000 population",data.Alberta,data.Stimulant-related poisoning hospitalizations,48,8.8
2016,data.Number,data.Alberta,data.Stimulant-related poisoning hospitalizations,48,370.0
2017,"data.Rate per 100,000 population",data.Alberta,data.Stimulant-related poisoning hospitalizations,48,9.5
2017,data.Number,data.Alberta,data.Stimulant-related poisoning hospitalizations,48,401.0
2018,"data.Rate per 100,000 population",data.Alberta,data.Stimulant-related poisoning hospitalizations,48,9.3
2018,data.Number,data.Alberta,data.Stimulant-related poisoning hospitalizations,48,399.0
2019,"data.Rate per 100,000 population",data.Alberta,data.Stimulant-related poisoning hospitalizations,48,7.4
2019,data.Number,data.Alberta,data.Stimulant-related poisoning hospitalizations,48,321.0
2020,"data.Rate per 100,000 population",data.Alberta,data.Stimulant-related poisoning hospitalizations,48,9.6
2020,data.Number,data.Alberta,data.Stimulant-related poisoning hospitalizations,48,425.0
2021,"data.Rate per 100,000 population",data.Alberta,data.Stimulant-related poisoning hospitalizations,48,9.0
2021,data.Number,data.Alberta,data.Stimulant-related poisoning hospitalizations,48,402.0
2016,"data.Rate per 100,000 population",data.Saskatchewan,data.Stimulant-related poisoning hospitalizations,47,10.6
2016,data.Number,data.Saskatchewan,data.Stimulant-related poisoning hospitalizations,47,120.0
2017,"data.Rate per 100,000 population",data.Saskatchewan,data.Stimulant-related poisoning hospitalizations,47,9.4
2017,data.Number,data.Saskatchewan,data.Stimulant-related poisoning hospitalizations,47,108.0
2018,"data.Rate per 100,000 population",data.Saskatchewan,data.Stimulant-related poisoning hospitalizations,47,10.8
2018,data.Number,data.Saskatchewan,data.Stimulant-related poisoning hospitalizations,47,126.0
2019,"data.Rate per 100,000 population",data.Saskatchewan,data.Stimulant-related poisoning hospitalizations,47,13.6
2019,data.Number,data.Saskatchewan,data.Stimulant-related poisoning hospitalizations,47,159.0
2020,"data.Rate per 100,000 population",data.Saskatchewan,data.Stimulant-related poisoning hospitalizations,47,12.1
2020,data.Number,data.Saskatchewan,data.Stimulant-related poisoning hospitalizations,47,143.0
2021,"data.Rate per 100,000 population",data.Saskatchewan,data.Stimulant-related poisoning hospitalizations,47,13.7
2021,data.Number,data.Saskatchewan,data.Stimulant-related poisoning hospitalizations,47,162.0
2016,"data.Rate per 100,000 population",data.Manitoba,data.Stimulant-related poisoning hospitalizations,46,5.0
2016,data.Number,data.Manitoba,data.Stimulant-related poisoning hospitalizations,46,66.0
2017,"data.Rate per 100,000 population",data.Manitoba,data.Stimulant-related poisoning hospitalizations,46,6.1
2017,data.Number,data.Manitoba,data.Stimulant-related poisoning hospitalizations,46,82.0
2018,"data.Rate per 100,000 population",data.Manitoba,data.Stimulant-related poisoning hospitalizations,46,4.7
2018,data.Number,data.Manitoba,data.Stimulant-related poisoning hospitalizations,46,64.0
2019,"data.Rate per 100,000 population",data.Manitoba,data.Stimulant-related poisoning hospitalizations,46,4.2
2019,data.Number,data.Manitoba,data.Stimulant-related poisoning hospitalizations,46,58.0
2020,"data.Rate per 100,000 population",data.Manitoba,data.Stimulant-related poisoning hospitalizations,46,4.1
2020,data.Number,data.Manitoba,data.Stimulant-related poisoning hospitalizations,46,56.0
2021,"data.Rate per 100,000 population",data.Manitoba,data.Stimulant-related poisoning hospitalizations,46,3.9
2021,data.Number,data.Manitoba,data.Stimulant-related poisoning hospitalizations,46,54.0
2016,"data.Rate per 100,000 population",data.Ontario,data.Stimulant-related poisoning hospitalizations,35,5.2
2016,data.Number,data.Ontario,data.Stimulant-related poisoning hospitalizations,35,722.0
2017,"data.Rate per 100,000 population",data.Ontario,data.Stimulant-related poisoning hospitalizations,35,6.5
2017,data.Number,data.Ontario,data.Stimulant-related poisoning hospitalizations,35,916.0
2018,"data.Rate per 100,000 population",data.Ontario,data.Stimulant-related poisoning hospitalizations,35,7.7
2018,data.Number,data.Ontario,data.Stimulant-related poisoning hospitalizations,35,1107.0
2019,"data.Rate per 100,000 population",data.Ontario,data.Stimulant-related poisoning hospitalizations,35,6.7
2019,data.Number,data.Ontario,data.Stimulant-related poisoning hospitalizations,35,975.0
2020,"data.Rate per 100,000 population",data.Ontario,data.Stimulant-related poisoning hospitalizations,35,7.5
2020,data.Number,data.Ontario,data.Stimulant-related poisoning hospitalizations,35,1111.0
2021,"data.Rate per 100,000 population",data.Ontario,data.Stimulant-related poisoning hospitalizations,35,6.8
2021,data.Number,data.Ontario,data.Stimulant-related poisoning hospitalizations,35,1002.0
2016,"data.Rate per 100,000 population",data.Quebec,data.Stimulant-related poisoning hospitalizations,24,
2016,data.Number,data.Quebec,data.Stimulant-related poisoning hospitalizations,24,
2017,"data.Rate per 100,000 population",data.Quebec,data.Stimulant-related poisoning hospitalizations,24,
2017,data.Number,data.Quebec,data.Stimulant-related poisoning hospitalizations,24,
2018,"data.Rate per 100,000 population",data.Quebec,data.Stimulant-related poisoning hospitalizations,24,
2018,data.Number,data.Quebec,data.Stimulant-related poisoning hospitalizations,24,
2019,"data.Rate per 100,000 population",data.Quebec,data.Stimulant-related poisoning hospitalizations,24,
2019,data.Number,data.Quebec,data.Stimulant-related poisoning hospitalizations,24,
2020,"data.Rate per 100,000 population",data.Quebec,data.Stimulant-related poisoning hospitalizations,24,
2020,data.Number,data.Quebec,data.Stimulant-related poisoning hospitalizations,24,
2021,"data.Rate per 100,000 population",data.Quebec,data.Stimulant-related poisoning hospitalizations,24,
2021,data.Number,data.Quebec,data.Stimulant-related poisoning hospitalizations,24,
2016,"data.Rate per 100,000 population",data.New Brunswick,data.Stimulant-related poisoning hospitalizations,13,6.7
2016,data.Number,data.New Brunswick,data.Stimulant-related poisoning hospitalizations,13,51.0
2017,"data.Rate per 100,000 population",data.New Brunswick,data.Stimulant-related poisoning hospitalizations,13,7.0
2017,data.Number,data.New Brunswick,data.Stimulant-related poisoning hospitalizations,13,54.0
2018,"data.Rate per 100,000 population",data.New Brunswick,data.Stimulant-related poisoning hospitalizations,13,6.9
2018,data.Number,data.New Brunswick,data.Stimulant-related poisoning hospitalizations,13,53.0
2019,"data.Rate per 100,000 population",data.New Brunswick,data.Stimulant-related poisoning hospitalizations,13,7.2
2019,data.Number,data.New Brunswick,data.Stimulant-related poisoning hospitalizations,13,56.0
2020,"data.Rate per 100,000 population",data.New Brunswick,data.Stimulant-related poisoning hospitalizations,13,7.5
2020,data.Number,data.New Brunswick,data.Stimulant-related poisoning hospitalizations,13,59.0
2021,"data.Rate per 100,000 population",data.New Brunswick,data.Stimulant-related poisoning hospitalizations,13,7.6
2021,data.Number,data.New Brunswick,data.Stimulant-related poisoning hospitalizations,13,60.0
2016,"data.Rate per 100,000 population",data.Nova Scotia,data.Stimulant-related poisoning hospitalizations,12,3.4
2016,data.Number,data.Nova Scotia,data.Stimulant-related poisoning hospitalizations,12,32.0
2017,"data.Rate per 100,000 population",data.Nova Scotia,data.Stimulant-related poisoning hospitalizations,12,3.9
2017,data.Number,data.Nova Scotia,data.Stimulant-related poisoning hospitalizations,12,37.0
2018,"data.Rate per 100,000 population",data.Nova Scotia,data.Stimulant-related poisoning hospitalizations,12,2.8
2018,data.Number,data.Nova Scotia,data.Stimulant-related poisoning hospitalizations,12,27.0
2019,"data.Rate per 100,000 population",data.Nova Scotia,data.Stimulant-related poisoning hospitalizations,12,3.3
2019,data.Number,data.Nova Scotia,data.Stimulant-related poisoning hospitalizations,12,32.0
2020,"data.Rate per 100,000 population",data.Nova Scotia,data.Stimulant-related poisoning hospitalizations,12,4.7
2020,data.Number,data.Nova Scotia,data.Stimulant-related poisoning hospitalizations,12,46.0
2021,"data.Rate per 100,000 population",data.Nova Scotia,data.Stimulant-related poisoning hospitalizations,12,3.4
2021,data.Number,data.Nova Scotia,data.Stimulant-related poisoning hospitalizations,12,34.0
2016,"data.Rate per 100,000 population",data.Prince Edward Island,data.Stimulant-related poisoning hospitalizations,11,3.4
2016,data.Number,data.Prince Edward Island,data.Stimulant-related poisoning hospitalizations,11,5.0
2017,"data.Rate per 100,000 population",data.Prince Edward Island,data.Stimulant-related poisoning hospitalizations,11,6.0
2017,data.Number,data.Prince Edward Island,data.Stimulant-related poisoning hospitalizations,11,9.0
2018,"data.Rate per 100,000 population",data.Prince Edward Island,data.Stimulant-related poisoning hospitalizations,11,3.9
2018,data.Number,data.Prince Edward Island,data.Stimulant-related poisoning hospitalizations,11,6.0
2019,"data.Rate per 100,000 population",data.Prince Edward Island,data.Stimulant-related poisoning hospitalizations,11,3.8
2019,data.Number,data.Prince Edward Island,data.Stimulant-related poisoning hospitalizations,11,6.0
2020,"data.Rate per 100,000 population",data.Prince Edward Island,data.Stimulant-related poisoning hospitalizations,11,4.3
2020,data.Number,data.Prince Edward Island,data.Stimulant-related poisoning hospitalizations,11,7.0
2021,"data.Rate per 100,000 population",data.Prince Edward Island,data.Stimulant-related poisoning hospitalizations,11,
2021,data.Number,data.Prince Edward Island,data.Stimulant-related poisoning hospitalizations,11,
2016,"data.Rate per 100,000 population",data.Newfoundland and Labrador,data.Stimulant-related poisoning hospitalizations,10,5.3
2016,data.Number,data.Newfoundland and Labrador,data.Stimulant-related poisoning hospitalizations,10,28.0
2017,"data.Rate per 100,000 population",data.Newfoundland and Labrador,data.Stimulant-related poisoning hospitalizations,10,6.2
2017,data.Number,data.Newfoundland and Labrador,data.Stimulant-related poisoning hospitalizations,10,33.0
2018,"data.Rate per 100,000 population",data.Newfoundland and Labrador,data.Stimulant-related poisoning hospitalizations,10,5.9
2018,data.Number,data.Newfoundland and Labrador,data.Stimulant-related poisoning hospitalizations,10,31.0
2019,"data.Rate per 100,000 population",data.Newfoundland and Labrador,data.Stimulant-related poisoning hospitalizations,10,6.9
2019,data.Number,data.Newfoundland and Labrador,data.Stimulant-related poisoning hospitalizations,10,36.0
2020,"data.Rate per 100,000 population",data.Newfoundland and Labrador,data.Stimulant-related poisoning hospitalizations,10,8.2
2020,data.Number,data.Newfoundland and Labrador,data.Stimulant-related poisoning hospitalizations,10,43.0
2021,"data.Rate per 100,000 population",data.Newfoundland and Labrador,data.Stimulant-related poisoning hospitalizations,10,6.1
2021,data.Number,data.Newfoundland and Labrador,data.Stimulant-related poisoning hospitalizations,10,32.0
2016,"data.Rate per 100,000 population",data.Territories,data.Stimulant-related poisoning hospitalizations,,9.2
2016,data.Number,data.Territories,data.Stimulant-related poisoning hospitalizations,,11.0
2017,"data.Rate per 100,000 population",data.Territories,data.Stimulant-related poisoning hospitalizations,,9.8
2017,data.Number,data.Territories,data.Stimulant-related poisoning hospitalizations,,12.0
2018,"data.Rate per 100,000 population",data.Territories,data.Stimulant-related poisoning hospitalizations,,9.7
2018,data.Number,data.Territories,data.Stimulant-related poisoning hospitalizations,,12.0
2019,"data.Rate per 100,000 population",data.Territories,data.Stimulant-related poisoning hospitalizations,,9.6
2019,data.Number,data.Territories,data.Stimulant-related poisoning hospitalizations,,12.0
2020,"data.Rate per 100,000 population",data.Territories,data.Stimulant-related poisoning hospitalizations,,15.8
2020,data.Number,data.Territories,data.Stimulant-related poisoning hospitalizations,,20.0
2021,"data.Rate per 100,000 population",data.Territories,data.Stimulant-related poisoning hospitalizations,,10.1
2021,data.Number,data.Territories,data.Stimulant-related poisoning hospitalizations,,13.0
