Year,Geography,Age group and family type,Statistics,GeoCode,Value
2005,Prince Edward Island,Persons in a couple only family,Persons who are asset resilient for at least 6 months,11,53.7
2005,Prince Edward Island,Persons in a couple with children family,Persons who are asset resilient for at least 1 month,11,67.2
2005,Prince Edward Island,Persons in a couple with children family,Persons who are asset resilient for at least 3 months,11,48.4
2005,Prince Edward Island,Persons in a couple with children family,Persons who are asset resilient for at least 6 months,11,28.0
2005,Prince Edward Island,Persons in a lone-parent family,Persons who are asset resilient for at least 1 month,11,
2005,Prince Edward Island,Persons in a lone-parent family,Persons who are asset resilient for at least 3 months,11,
2005,Prince Edward Island,Persons in a lone-parent family,Persons who are asset resilient for at least 6 months,11,
2005,Prince Edward Island,Persons in an other economic family type,Persons who are asset resilient for at least 1 month,11,
2005,Prince Edward Island,Persons in an other economic family type,Persons who are asset resilient for at least 3 months,11,
2005,Prince Edward Island,Persons in an other economic family type,Persons who are asset resilient for at least 6 months,11,
2005,Prince Edward Island,Persons not in an economic family,Persons who are asset resilient for at least 1 month,11,49.9
2005,Prince Edward Island,Persons not in an economic family,Persons who are asset resilient for at least 3 months,11,31.8
2005,Prince Edward Island,Persons not in an economic family,Persons who are asset resilient for at least 6 months,11,22.4
2005,Nova Scotia,Persons all ages and family types,Persons who are asset resilient for at least 1 month,12,63.8
2005,Nova Scotia,Persons all ages and family types,Persons who are asset resilient for at least 3 months,12,52.5
2005,Nova Scotia,Persons all ages and family types,Persons who are asset resilient for at least 6 months,12,42.0
2005,Nova Scotia,Persons under 18 years old,Persons who are asset resilient for at least 1 month,12,55.9
2005,Nova Scotia,Persons under 18 years old,Persons who are asset resilient for at least 3 months,12,44.6
2005,Nova Scotia,Persons under 18 years old,Persons who are asset resilient for at least 6 months,12,34.4
2005,Nova Scotia,Persons 18 to 64 years old,Persons who are asset resilient for at least 1 month,12,62.8
2005,Nova Scotia,Persons 18 to 64 years old,Persons who are asset resilient for at least 3 months,12,52.1
2005,Nova Scotia,Persons 18 to 64 years old,Persons who are asset resilient for at least 6 months,12,42.7
2005,Nova Scotia,Persons 65 years and older,Persons who are asset resilient for at least 1 month,12,79.6
2005,Nova Scotia,Persons 65 years and older,Persons who are asset resilient for at least 3 months,12,65.9
2005,Nova Scotia,Persons 65 years and older,Persons who are asset resilient for at least 6 months,12,49.4
2005,Nova Scotia,Persons in an economic family,Persons who are asset resilient for at least 1 month,12,63.1
2005,Nova Scotia,Persons in an economic family,Persons who are asset resilient for at least 3 months,12,52.1
2005,Nova Scotia,Persons in an economic family,Persons who are asset resilient for at least 6 months,12,40.8
2005,Nova Scotia,Persons in a couple only family,Persons who are asset resilient for at least 1 month,12,82.2
2005,Nova Scotia,Persons in a couple only family,Persons who are asset resilient for at least 3 months,12,66.7
2005,Nova Scotia,Persons in a couple only family,Persons who are asset resilient for at least 6 months,12,57.4
2005,Nova Scotia,Persons in a couple with children family,Persons who are asset resilient for at least 1 month,12,55.6
2005,Nova Scotia,Persons in a couple with children family,Persons who are asset resilient for at least 3 months,12,46.2
2005,Nova Scotia,Persons in a couple with children family,Persons who are asset resilient for at least 6 months,12,35.6
2005,Nova Scotia,Persons in a lone-parent family,Persons who are asset resilient for at least 1 month,12,61.7
2005,Nova Scotia,Persons in a lone-parent family,Persons who are asset resilient for at least 3 months,12,51.4
2005,Nova Scotia,Persons in a lone-parent family,Persons who are asset resilient for at least 6 months,12,46.1
2005,Nova Scotia,Persons in an other economic family type,Persons who are asset resilient for at least 1 month,12,52.4
2005,Nova Scotia,Persons in an other economic family type,Persons who are asset resilient for at least 3 months,12,44.0
2005,Nova Scotia,Persons in an other economic family type,Persons who are asset resilient for at least 6 months,12,27.7
2005,Nova Scotia,Persons not in an economic family,Persons who are asset resilient for at least 1 month,12,67.3
2005,Nova Scotia,Persons not in an economic family,Persons who are asset resilient for at least 3 months,12,54.4
2005,Nova Scotia,Persons not in an economic family,Persons who are asset resilient for at least 6 months,12,48.5
2005,New Brunswick,Persons all ages and family types,Persons who are asset resilient for at least 1 month,13,74.1
2005,New Brunswick,Persons all ages and family types,Persons who are asset resilient for at least 3 months,13,41.9
2005,New Brunswick,Persons all ages and family types,Persons who are asset resilient for at least 6 months,13,35.1
2005,New Brunswick,Persons under 18 years old,Persons who are asset resilient for at least 1 month,13,71.1
2005,New Brunswick,Persons under 18 years old,Persons who are asset resilient for at least 3 months,13,35.6
2005,New Brunswick,Persons under 18 years old,Persons who are asset resilient for at least 6 months,13,27.8
2005,New Brunswick,Persons 18 to 64 years old,Persons who are asset resilient for at least 1 month,13,74.7
2005,New Brunswick,Persons 18 to 64 years old,Persons who are asset resilient for at least 3 months,13,38.9
2005,New Brunswick,Persons 18 to 64 years old,Persons who are asset resilient for at least 6 months,13,31.9
2005,New Brunswick,Persons 65 years and older,Persons who are asset resilient for at least 1 month,13,75.3
2005,New Brunswick,Persons 65 years and older,Persons who are asset resilient for at least 3 months,13,67.8
2005,New Brunswick,Persons 65 years and older,Persons who are asset resilient for at least 6 months,13,63.1
2005,New Brunswick,Persons in an economic family,Persons who are asset resilient for at least 1 month,13,75.7
2005,New Brunswick,Persons in an economic family,Persons who are asset resilient for at least 3 months,13,45.8
2005,New Brunswick,Persons in an economic family,Persons who are asset resilient for at least 6 months,13,38.5
2005,New Brunswick,Persons in a couple only family,Persons who are asset resilient for at least 1 month,13,72.7
2005,New Brunswick,Persons in a couple only family,Persons who are asset resilient for at least 3 months,13,62.9
2005,New Brunswick,Persons in a couple only family,Persons who are asset resilient for at least 6 months,13,56.8
2005,New Brunswick,Persons in a couple with children family,Persons who are asset resilient for at least 1 month,13,78.2
2005,New Brunswick,Persons in a couple with children family,Persons who are asset resilient for at least 3 months,13,33.4
2005,New Brunswick,Persons in a couple with children family,Persons who are asset resilient for at least 6 months,13,25.5
2005,New Brunswick,Persons in a lone-parent family,Persons who are asset resilient for at least 1 month,13,
2005,New Brunswick,Persons in a lone-parent family,Persons who are asset resilient for at least 3 months,13,
2005,New Brunswick,Persons in a lone-parent family,Persons who are asset resilient for at least 6 months,13,
2005,New Brunswick,Persons in an other economic family type,Persons who are asset resilient for at least 1 month,13,79.7
2005,New Brunswick,Persons in an other economic family type,Persons who are asset resilient for at least 3 months,13,59.7
2005,New Brunswick,Persons in an other economic family type,Persons who are asset resilient for at least 6 months,13,51.8
2005,New Brunswick,Persons not in an economic family,Persons who are asset resilient for at least 1 month,13,63.9
2005,New Brunswick,Persons not in an economic family,Persons who are asset resilient for at least 3 months,13,17.5
2005,New Brunswick,Persons not in an economic family,Persons who are asset resilient for at least 6 months,13,13.5
2005,Quebec,Persons all ages and family types,Persons who are asset resilient for at least 1 month,24,71.6
2005,Quebec,Persons all ages and family types,Persons who are asset resilient for at least 3 months,24,60.3
2005,Quebec,Persons all ages and family types,Persons who are asset resilient for at least 6 months,24,48.9
2005,Quebec,Persons under 18 years old,Persons who are asset resilient for at least 1 month,24,64.3
2005,Quebec,Persons under 18 years old,Persons who are asset resilient for at least 3 months,24,48.4
2005,Quebec,Persons under 18 years old,Persons who are asset resilient for at least 6 months,24,36.7
2005,Quebec,Persons 18 to 64 years old,Persons who are asset resilient for at least 1 month,24,72.3
2005,Quebec,Persons 18 to 64 years old,Persons who are asset resilient for at least 3 months,24,61.2
2005,Quebec,Persons 18 to 64 years old,Persons who are asset resilient for at least 6 months,24,49.7
2005,Quebec,Persons 65 years and older,Persons who are asset resilient for at least 1 month,24,79.8
2005,Quebec,Persons 65 years and older,Persons who are asset resilient for at least 3 months,24,74.6
2005,Quebec,Persons 65 years and older,Persons who are asset resilient for at least 6 months,24,64.4
2005,Quebec,Persons in an economic family,Persons who are asset resilient for at least 1 month,24,73.6
2005,Quebec,Persons in an economic family,Persons who are asset resilient for at least 3 months,24,61.7
2005,Quebec,Persons in an economic family,Persons who are asset resilient for at least 6 months,24,49.7
2005,Quebec,Persons in a couple only family,Persons who are asset resilient for at least 1 month,24,82.4
2005,Quebec,Persons in a couple only family,Persons who are asset resilient for at least 3 months,24,72.9
2005,Quebec,Persons in a couple only family,Persons who are asset resilient for at least 6 months,24,63.4
2005,Quebec,Persons in a couple with children family,Persons who are asset resilient for at least 1 month,24,73.3
2005,Quebec,Persons in a couple with children family,Persons who are asset resilient for at least 3 months,24,58.1
2005,Quebec,Persons in a couple with children family,Persons who are asset resilient for at least 6 months,24,44.0
2005,Quebec,Persons in a lone-parent family,Persons who are asset resilient for at least 1 month,24,34.8
2005,Quebec,Persons in a lone-parent family,Persons who are asset resilient for at least 3 months,24,17.7
2005,Quebec,Persons in a lone-parent family,Persons who are asset resilient for at least 6 months,24,15.3
2005,Quebec,Persons in an other economic family type,Persons who are asset resilient for at least 1 month,24,77.2
2005,Quebec,Persons in an other economic family type,Persons who are asset resilient for at least 3 months,24,70.7
2005,Quebec,Persons in an other economic family type,Persons who are asset resilient for at least 6 months,24,56.9
2005,Quebec,Persons not in an economic family,Persons who are asset resilient for at least 1 month,24,62.1
2005,Quebec,Persons not in an economic family,Persons who are asset resilient for at least 3 months,24,53.6
2005,Quebec,Persons not in an economic family,Persons who are asset resilient for at least 6 months,24,44.9
2005,Ontario,Persons all ages and family types,Persons who are asset resilient for at least 1 month,35,81.1
2005,Ontario,Persons all ages and family types,Persons who are asset resilient for at least 3 months,35,70.6
2005,Ontario,Persons all ages and family types,Persons who are asset resilient for at least 6 months,35,60.3
2005,Ontario,Persons under 18 years old,Persons who are asset resilient for at least 1 month,35,76.0
2005,Ontario,Persons under 18 years old,Persons who are asset resilient for at least 3 months,35,62.0
2005,Ontario,Persons under 18 years old,Persons who are asset resilient for at least 6 months,35,49.6
2005,Ontario,Persons 18 to 64 years old,Persons who are asset resilient for at least 1 month,35,81.2
2005,Ontario,Persons 18 to 64 years old,Persons who are asset resilient for at least 3 months,35,70.6
2005,Ontario,Persons 18 to 64 years old,Persons who are asset resilient for at least 6 months,35,60.5
2005,Ontario,Persons 65 years and older,Persons who are asset resilient for at least 1 month,35,90.3
2005,Ontario,Persons 65 years and older,Persons who are asset resilient for at least 3 months,35,86.2
2005,Ontario,Persons 65 years and older,Persons who are asset resilient for at least 6 months,35,78.6
2005,Ontario,Persons in an economic family,Persons who are asset resilient for at least 1 month,35,83.1
2005,Ontario,Persons in an economic family,Persons who are asset resilient for at least 3 months,35,72.1
2005,Ontario,Persons in an economic family,Persons who are asset resilient for at least 6 months,35,61.9
2005,Ontario,Persons in a couple only family,Persons who are asset resilient for at least 1 month,35,84.6
2005,Ontario,Persons in a couple only family,Persons who are asset resilient for at least 3 months,35,77.8
2005,Ontario,Persons in a couple only family,Persons who are asset resilient for at least 6 months,35,72.3
2005,Ontario,Persons in a couple with children family,Persons who are asset resilient for at least 1 month,35,84.3
2005,Ontario,Persons in a couple with children family,Persons who are asset resilient for at least 3 months,35,70.4
2005,Ontario,Persons in a couple with children family,Persons who are asset resilient for at least 6 months,35,57.3
2005,Ontario,Persons in a lone-parent family,Persons who are asset resilient for at least 1 month,35,38.0
2005,Ontario,Persons in a lone-parent family,Persons who are asset resilient for at least 3 months,35,25.3
2005,Ontario,Persons in a lone-parent family,Persons who are asset resilient for at least 6 months,35,17.3
2005,Ontario,Persons in an other economic family type,Persons who are asset resilient for at least 1 month,35,89.9
2005,Ontario,Persons in an other economic family type,Persons who are asset resilient for at least 3 months,35,81.7
2005,Ontario,Persons in an other economic family type,Persons who are asset resilient for at least 6 months,35,72.1
2005,Ontario,Persons not in an economic family,Persons who are asset resilient for at least 1 month,35,67.6
2005,Ontario,Persons not in an economic family,Persons who are asset resilient for at least 3 months,35,60.0
2005,Ontario,Persons not in an economic family,Persons who are asset resilient for at least 6 months,35,49.0
2005,Manitoba,Persons all ages and family types,Persons who are asset resilient for at least 1 month,46,72.6
2005,Manitoba,Persons all ages and family types,Persons who are asset resilient for at least 3 months,46,65.8
2005,Manitoba,Persons all ages and family types,Persons who are asset resilient for at least 6 months,46,59.9
2005,Manitoba,Persons under 18 years old,Persons who are asset resilient for at least 1 month,46,58.7
2005,Manitoba,Persons under 18 years old,Persons who are asset resilient for at least 3 months,46,50.1
2005,Manitoba,Persons under 18 years old,Persons who are asset resilient for at least 6 months,46,45.0
2005,Manitoba,Persons 18 to 64 years old,Persons who are asset resilient for at least 1 month,46,75.5
2005,Manitoba,Persons 18 to 64 years old,Persons who are asset resilient for at least 3 months,46,68.4
2005,Manitoba,Persons 18 to 64 years old,Persons who are asset resilient for at least 6 months,46,62.3
2005,Manitoba,Persons 65 years and older,Persons who are asset resilient for at least 1 month,46,84.0
2005,Manitoba,Persons 65 years and older,Persons who are asset resilient for at least 3 months,46,83.0
2005,Manitoba,Persons 65 years and older,Persons who are asset resilient for at least 6 months,46,76.2
2005,Manitoba,Persons in an economic family,Persons who are asset resilient for at least 1 month,46,73.1
2005,Manitoba,Persons in an economic family,Persons who are asset resilient for at least 3 months,46,66.0
2005,Manitoba,Persons in an economic family,Persons who are asset resilient for at least 6 months,46,59.6
2005,Manitoba,Persons in a couple only family,Persons who are asset resilient for at least 1 month,46,87.5
2005,Manitoba,Persons in a couple only family,Persons who are asset resilient for at least 3 months,46,82.5
2005,Manitoba,Persons in a couple only family,Persons who are asset resilient for at least 6 months,46,79.0
2005,Manitoba,Persons in a couple with children family,Persons who are asset resilient for at least 1 month,46,73.2
2005,Manitoba,Persons in a couple with children family,Persons who are asset resilient for at least 3 months,46,60.6
2005,Manitoba,Persons in a couple with children family,Persons who are asset resilient for at least 6 months,46,56.8
2005,Manitoba,Persons in a lone-parent family,Persons who are asset resilient for at least 1 month,46,31.9
2005,Manitoba,Persons in a lone-parent family,Persons who are asset resilient for at least 3 months,46,27.9
2005,Manitoba,Persons in a lone-parent family,Persons who are asset resilient for at least 6 months,46,9.6
2005,Manitoba,Persons in an other economic family type,Persons who are asset resilient for at least 1 month,46,71.2
2005,Manitoba,Persons in an other economic family type,Persons who are asset resilient for at least 3 months,46,71.2
2005,Manitoba,Persons in an other economic family type,Persons who are asset resilient for at least 6 months,46,60.4
2005,Manitoba,Persons not in an economic family,Persons who are asset resilient for at least 1 month,46,69.3
2005,Manitoba,Persons not in an economic family,Persons who are asset resilient for at least 3 months,46,64.5
2005,Manitoba,Persons not in an economic family,Persons who are asset resilient for at least 6 months,46,61.8
2005,Saskatchewan,Persons all ages and family types,Persons who are asset resilient for at least 1 month,47,77.0
2005,Saskatchewan,Persons all ages and family types,Persons who are asset resilient for at least 3 months,47,64.8
2005,Saskatchewan,Persons all ages and family types,Persons who are asset resilient for at least 6 months,47,56.3
2005,Saskatchewan,Persons under 18 years old,Persons who are asset resilient for at least 1 month,47,66.9
2005,Saskatchewan,Persons under 18 years old,Persons who are asset resilient for at least 3 months,47,54.3
2005,Saskatchewan,Persons under 18 years old,Persons who are asset resilient for at least 6 months,47,45.6
2005,Saskatchewan,Persons 18 to 64 years old,Persons who are asset resilient for at least 1 month,47,77.9
2005,Saskatchewan,Persons 18 to 64 years old,Persons who are asset resilient for at least 3 months,47,64.3
2005,Saskatchewan,Persons 18 to 64 years old,Persons who are asset resilient for at least 6 months,47,55.3
2005,Saskatchewan,Persons 65 years and older,Persons who are asset resilient for at least 1 month,47,86.4
2005,Saskatchewan,Persons 65 years and older,Persons who are asset resilient for at least 3 months,47,80.7
2005,Saskatchewan,Persons 65 years and older,Persons who are asset resilient for at least 6 months,47,74.4
2005,Saskatchewan,Persons in an economic family,Persons who are asset resilient for at least 1 month,47,78.7
2005,Saskatchewan,Persons in an economic family,Persons who are asset resilient for at least 3 months,47,65.6
2005,Saskatchewan,Persons in an economic family,Persons who are asset resilient for at least 6 months,47,58.3
2005,Saskatchewan,Persons in a couple only family,Persons who are asset resilient for at least 1 month,47,87.8
2005,Saskatchewan,Persons in a couple only family,Persons who are asset resilient for at least 3 months,47,73.9
2005,Saskatchewan,Persons in a couple only family,Persons who are asset resilient for at least 6 months,47,67.5
2005,Saskatchewan,Persons in a couple with children family,Persons who are asset resilient for at least 1 month,47,72.4
2005,Saskatchewan,Persons in a couple with children family,Persons who are asset resilient for at least 3 months,47,59.2
2005,Saskatchewan,Persons in a couple with children family,Persons who are asset resilient for at least 6 months,47,49.3
2005,Saskatchewan,Persons in a lone-parent family,Persons who are asset resilient for at least 1 month,47,45.9
2005,Saskatchewan,Persons in a lone-parent family,Persons who are asset resilient for at least 3 months,47,27.1
2005,Saskatchewan,Persons in a lone-parent family,Persons who are asset resilient for at least 6 months,47,20.1
2005,Saskatchewan,Persons in an other economic family type,Persons who are asset resilient for at least 1 month,47,87.8
2005,Saskatchewan,Persons in an other economic family type,Persons who are asset resilient for at least 3 months,47,80.5
2005,Saskatchewan,Persons in an other economic family type,Persons who are asset resilient for at least 6 months,47,80.5
2005,Saskatchewan,Persons not in an economic family,Persons who are asset resilient for at least 1 month,47,68.6
2005,Saskatchewan,Persons not in an economic family,Persons who are asset resilient for at least 3 months,47,60.7
2005,Saskatchewan,Persons not in an economic family,Persons who are asset resilient for at least 6 months,47,46.2
2005,Alberta,Persons all ages and family types,Persons who are asset resilient for at least 1 month,48,77.6
2005,Alberta,Persons all ages and family types,Persons who are asset resilient for at least 3 months,48,65.1
2005,Alberta,Persons all ages and family types,Persons who are asset resilient for at least 6 months,48,57.4
2005,Alberta,Persons under 18 years old,Persons who are asset resilient for at least 1 month,48,69.3
2005,Alberta,Persons under 18 years old,Persons who are asset resilient for at least 3 months,48,58.2
2005,Alberta,Persons under 18 years old,Persons who are asset resilient for at least 6 months,48,51.3
2005,Alberta,Persons 18 to 64 years old,Persons who are asset resilient for at least 1 month,48,78.8
2005,Alberta,Persons 18 to 64 years old,Persons who are asset resilient for at least 3 months,48,65.4
2005,Alberta,Persons 18 to 64 years old,Persons who are asset resilient for at least 6 months,48,57.3
2005,Alberta,Persons 65 years and older,Persons who are asset resilient for at least 1 month,48,88.9
2005,Alberta,Persons 65 years and older,Persons who are asset resilient for at least 3 months,48,79.5
2005,Alberta,Persons 65 years and older,Persons who are asset resilient for at least 6 months,48,72.0
2005,Alberta,Persons in an economic family,Persons who are asset resilient for at least 1 month,48,78.9
2005,Alberta,Persons in an economic family,Persons who are asset resilient for at least 3 months,48,66.9
2005,Alberta,Persons in an economic family,Persons who are asset resilient for at least 6 months,48,60.2
2005,Alberta,Persons in a couple only family,Persons who are asset resilient for at least 1 month,48,88.6
2005,Alberta,Persons in a couple only family,Persons who are asset resilient for at least 3 months,48,75.2
2005,Alberta,Persons in a couple only family,Persons who are asset resilient for at least 6 months,48,69.6
2005,Alberta,Persons in a couple with children family,Persons who are asset resilient for at least 1 month,48,85.0
2005,Alberta,Persons in a couple with children family,Persons who are asset resilient for at least 3 months,48,71.9
2005,Alberta,Persons in a couple with children family,Persons who are asset resilient for at least 6 months,48,63.2
2005,Alberta,Persons in a lone-parent family,Persons who are asset resilient for at least 1 month,48,20.2
2005,Alberta,Persons in a lone-parent family,Persons who are asset resilient for at least 3 months,48,18.0
2005,Alberta,Persons in a lone-parent family,Persons who are asset resilient for at least 6 months,48,17.9
2005,Alberta,Persons in an other economic family type,Persons who are asset resilient for at least 1 month,48,81.6
2005,Alberta,Persons in an other economic family type,Persons who are asset resilient for at least 3 months,48,68.8
2005,Alberta,Persons in an other economic family type,Persons who are asset resilient for at least 6 months,48,63.0
2005,Alberta,Persons not in an economic family,Persons who are asset resilient for at least 1 month,48,69.7
2005,Alberta,Persons not in an economic family,Persons who are asset resilient for at least 3 months,48,55.2
2005,Alberta,Persons not in an economic family,Persons who are asset resilient for at least 6 months,48,41.0
2005,British Columbia,Persons all ages and family types,Persons who are asset resilient for at least 1 month,59,78.9
2005,British Columbia,Persons all ages and family types,Persons who are asset resilient for at least 3 months,59,66.4
2005,British Columbia,Persons all ages and family types,Persons who are asset resilient for at least 6 months,59,57.7
2005,British Columbia,Persons under 18 years old,Persons who are asset resilient for at least 1 month,59,74.8
2005,British Columbia,Persons under 18 years old,Persons who are asset resilient for at least 3 months,59,59.0
2005,British Columbia,Persons under 18 years old,Persons who are asset resilient for at least 6 months,59,48.4
2005,British Columbia,Persons 18 to 64 years old,Persons who are asset resilient for at least 1 month,59,77.6
2005,British Columbia,Persons 18 to 64 years old,Persons who are asset resilient for at least 3 months,59,65.6
2005,British Columbia,Persons 18 to 64 years old,Persons who are asset resilient for at least 6 months,59,57.0
2005,British Columbia,Persons 65 years and older,Persons who are asset resilient for at least 1 month,59,92.0
2005,British Columbia,Persons 65 years and older,Persons who are asset resilient for at least 3 months,59,81.7
2005,British Columbia,Persons 65 years and older,Persons who are asset resilient for at least 6 months,59,75.5
2005,British Columbia,Persons in an economic family,Persons who are asset resilient for at least 1 month,59,82.5
2005,British Columbia,Persons in an economic family,Persons who are asset resilient for at least 3 months,59,69.6
2005,British Columbia,Persons in an economic family,Persons who are asset resilient for at least 6 months,59,60.8
2005,British Columbia,Persons in a couple only family,Persons who are asset resilient for at least 1 month,59,92.6
2005,British Columbia,Persons in a couple only family,Persons who are asset resilient for at least 3 months,59,84.9
2005,British Columbia,Persons in a couple only family,Persons who are asset resilient for at least 6 months,59,76.6
2005,British Columbia,Persons in a couple with children family,Persons who are asset resilient for at least 1 month,59,79.3
2005,British Columbia,Persons in a couple with children family,Persons who are asset resilient for at least 3 months,59,64.5
2005,British Columbia,Persons in a couple with children family,Persons who are asset resilient for at least 6 months,59,55.0
2005,British Columbia,Persons in a lone-parent family,Persons who are asset resilient for at least 1 month,59,56.8
2005,British Columbia,Persons in a lone-parent family,Persons who are asset resilient for at least 3 months,59,39.6
2005,British Columbia,Persons in a lone-parent family,Persons who are asset resilient for at least 6 months,59,23.3
2005,British Columbia,Persons in an other economic family type,Persons who are asset resilient for at least 1 month,59,84.5
2005,British Columbia,Persons in an other economic family type,Persons who are asset resilient for at least 3 months,59,70.6
2005,British Columbia,Persons in an other economic family type,Persons who are asset resilient for at least 6 months,59,64.4
2005,British Columbia,Persons not in an economic family,Persons who are asset resilient for at least 1 month,59,60.1
2005,British Columbia,Persons not in an economic family,Persons who are asset resilient for at least 3 months,59,49.4
2005,British Columbia,Persons not in an economic family,Persons who are asset resilient for at least 6 months,59,41.4
2012,Canada,Persons all ages and family types,Persons who are asset resilient for at least 1 month,,76.6
2012,Canada,Persons all ages and family types,Persons who are asset resilient for at least 6 months,,57.0
2012,Canada,Persons under 18 years old,Persons who are asset resilient for at least 1 month,,70.1
2012,Canada,Persons under 18 years old,Persons who are asset resilient for at least 3 months,,56.7
2012,Canada,Persons under 18 years old,Persons who are asset resilient for at least 6 months,,47.6
2012,Canada,Persons 18 to 64 years old,Persons who are asset resilient for at least 1 month,,76.7
2012,Canada,Persons 18 to 64 years old,Persons who are asset resilient for at least 3 months,,65.1
2012,Canada,Persons 18 to 64 years old,Persons who are asset resilient for at least 6 months,,56.4
2012,Canada,Persons 65 years and older,Persons who are asset resilient for at least 1 month,,85.1
2012,Canada,Persons 65 years and older,Persons who are asset resilient for at least 3 months,,77.9
2012,Canada,Persons 65 years and older,Persons who are asset resilient for at least 6 months,,72.6
2012,Canada,Persons in an economic family,Persons who are asset resilient for at least 1 month,,77.8
2012,Canada,Persons in an economic family,Persons who are asset resilient for at least 3 months,,66.9
2012,Canada,Persons in an economic family,Persons who are asset resilient for at least 6 months,,58.6
2012,Canada,Persons in a couple only family,Persons who are asset resilient for at least 1 month,,86.9
2012,Canada,Persons in a couple only family,Persons who are asset resilient for at least 3 months,,79.2
2012,Canada,Persons in a couple only family,Persons who are asset resilient for at least 6 months,,71.5
2012,Canada,Persons in a couple with children family,Persons who are asset resilient for at least 1 month,,76.3
2012,Canada,Persons in a couple with children family,Persons who are asset resilient for at least 3 months,,61.9
2012,Canada,Persons in a couple with children family,Persons who are asset resilient for at least 6 months,,52.8
2012,Canada,Persons in a lone-parent family,Persons who are asset resilient for at least 1 month,,40.7
2012,Canada,Persons in a lone-parent family,Persons who are asset resilient for at least 3 months,,32.7
2012,Canada,Persons in a lone-parent family,Persons who are asset resilient for at least 6 months,,24.0
2012,Canada,Persons in an other economic family type,Persons who are asset resilient for at least 1 month,,80.2
2012,Canada,Persons in an other economic family type,Persons who are asset resilient for at least 3 months,,71.3
2012,Canada,Persons in an other economic family type,Persons who are asset resilient for at least 6 months,,64.2
2012,Canada,Persons not in an economic family,Persons who are asset resilient for at least 1 month,,70.0
2012,Canada,Persons not in an economic family,Persons who are asset resilient for at least 3 months,,56.4
2012,Canada,Persons not in an economic family,Persons who are asset resilient for at least 6 months,,47.9
2012,Newfoundland and Labrador,Persons all ages and family types,Persons who are asset resilient for at least 1 month,10,69.3
2012,Newfoundland and Labrador,Persons all ages and family types,Persons who are asset resilient for at least 3 months,10,55.4
2012,Newfoundland and Labrador,Persons all ages and family types,Persons who are asset resilient for at least 6 months,10,48.1
2012,Newfoundland and Labrador,Persons under 18 years old,Persons who are asset resilient for at least 1 month,10,62.6
2012,Newfoundland and Labrador,Persons under 18 years old,Persons who are asset resilient for at least 3 months,10,51.0
2012,Newfoundland and Labrador,Persons under 18 years old,Persons who are asset resilient for at least 6 months,10,47.2
2012,Newfoundland and Labrador,Persons 18 to 64 years old,Persons who are asset resilient for at least 1 month,10,71.8
2012,Newfoundland and Labrador,Persons 18 to 64 years old,Persons who are asset resilient for at least 3 months,10,57.2
2012,Newfoundland and Labrador,Persons 18 to 64 years old,Persons who are asset resilient for at least 6 months,10,50.2
2012,Newfoundland and Labrador,Persons 65 years and older,Persons who are asset resilient for at least 1 month,10,66.3
2012,Newfoundland and Labrador,Persons 65 years and older,Persons who are asset resilient for at least 3 months,10,53.3
2012,Newfoundland and Labrador,Persons 65 years and older,Persons who are asset resilient for at least 6 months,10,40.6
2012,Newfoundland and Labrador,Persons in an economic family,Persons who are asset resilient for at least 1 month,10,69.2
2012,Newfoundland and Labrador,Persons in an economic family,Persons who are asset resilient for at least 3 months,10,57.4
2012,Newfoundland and Labrador,Persons in an economic family,Persons who are asset resilient for at least 6 months,10,50.3
2012,Newfoundland and Labrador,Persons in a couple only family,Persons who are asset resilient for at least 1 month,10,72.3
2012,Newfoundland and Labrador,Persons in a couple only family,Persons who are asset resilient for at least 3 months,10,62.9
2012,Newfoundland and Labrador,Persons in a couple only family,Persons who are asset resilient for at least 6 months,10,51.5
2012,Newfoundland and Labrador,Persons in a couple with children family,Persons who are asset resilient for at least 1 month,10,71.4
2012,Newfoundland and Labrador,Persons in a couple with children family,Persons who are asset resilient for at least 3 months,10,60.2
2012,Newfoundland and Labrador,Persons in a couple with children family,Persons who are asset resilient for at least 6 months,10,56.2
2012,Newfoundland and Labrador,Persons in a lone-parent family,Persons who are asset resilient for at least 1 month,10,35.8
2012,Newfoundland and Labrador,Persons in a lone-parent family,Persons who are asset resilient for at least 3 months,10,21.8
2012,Newfoundland and Labrador,Persons in a lone-parent family,Persons who are asset resilient for at least 6 months,10,21.8
2012,Newfoundland and Labrador,Persons in an other economic family type,Persons who are asset resilient for at least 1 month,10,71.3
2012,Newfoundland and Labrador,Persons in an other economic family type,Persons who are asset resilient for at least 3 months,10,54.9
2012,Newfoundland and Labrador,Persons in an other economic family type,Persons who are asset resilient for at least 6 months,10,46.7
2012,Newfoundland and Labrador,Persons not in an economic family,Persons who are asset resilient for at least 1 month,10,69.3
2012,Newfoundland and Labrador,Persons not in an economic family,Persons who are asset resilient for at least 3 months,10,42.4
2012,Newfoundland and Labrador,Persons not in an economic family,Persons who are asset resilient for at least 6 months,10,33.0
2012,Prince Edward Island,Persons all ages and family types,Persons who are asset resilient for at least 1 month,11,63.6
2012,Prince Edward Island,Persons all ages and family types,Persons who are asset resilient for at least 3 months,11,54.5
2012,Prince Edward Island,Persons all ages and family types,Persons who are asset resilient for at least 6 months,11,47.5
2012,Prince Edward Island,Persons under 18 years old,Persons who are asset resilient for at least 1 month,11,54.6
