Year,data.Geography,data.Sex,data.Age group,GeoCode,Value
2016,data.Newfoundland and Labrador,data.Both sexes,data.15 to 24 years,10,19.85
2016,data.Newfoundland and Labrador,data.Both sexes,data.15 years and over,10,34.11
2016,data.Newfoundland and Labrador,data.Both sexes,data.25 to 44 years,10,43.93
2016,data.Newfoundland and Labrador,data.Both sexes,data.25 to 54 years,10,46.91
2016,data.Newfoundland and Labrador,data.Both sexes,data.25 years and over,10,40.73
2016,data.Newfoundland and Labrador,data.Both sexes,data.45 years and over,10,32.62
2016,data.Newfoundland and Labrador,data.Both sexes,data.55 to 64 years,10,29.31
2016,data.Newfoundland and Labrador,data.Both sexes,data.55 years and over,10,22.35
2016,data.Newfoundland and Labrador,data.Both sexes,data.65 years and over,10,0.0
2016,data.Newfoundland and Labrador,data.Females,data.15 to 24 years,10,12.16
2016,data.Newfoundland and Labrador,data.Females,data.15 years and over,10,36.96
2016,data.Newfoundland and Labrador,data.Females,data.25 to 44 years,10,43.21
2016,data.Newfoundland and Labrador,data.Females,data.25 to 54 years,10,46.88
2016,data.Newfoundland and Labrador,data.Females,data.25 years and over,10,41.53
2016,data.Newfoundland and Labrador,data.Females,data.45 years and over,10,31.37
2016,data.Newfoundland and Labrador,data.Females,data.55 to 64 years,10,21.43
2016,data.Newfoundland and Labrador,data.Females,data.55 years and over,10,20.0
2016,data.Newfoundland and Labrador,data.Females,data.65 years and over,10,0.0
2016,data.Newfoundland and Labrador,data.Males,data.15 to 24 years,10,11.29
2016,data.Newfoundland and Labrador,data.Males,data.15 years and over,10,26.77
2016,data.Newfoundland and Labrador,data.Males,data.25 to 44 years,10,23.08
2016,data.Newfoundland and Labrador,data.Males,data.25 to 54 years,10,41.18
2016,data.Newfoundland and Labrador,data.Males,data.25 years and over,10,30.77
2016,data.Newfoundland and Labrador,data.Males,data.45 years and over,10,12.82
2016,data.Newfoundland and Labrador,data.Males,data.55 to 64 years,10,0.0
2016,data.Newfoundland and Labrador,data.Males,data.55 years and over,10,0.0
2016,data.Newfoundland and Labrador,data.Males,data.65 years and over,10,0.0
2016,data.Nova Scotia,data.Both sexes,data.15 to 24 years,12,24.09
2016,data.Nova Scotia,data.Both sexes,data.15 years and over,12,27.55
2016,data.Nova Scotia,data.Both sexes,data.25 to 44 years,12,37.14
2016,data.Nova Scotia,data.Both sexes,data.25 to 54 years,12,37.05
2016,data.Nova Scotia,data.Both sexes,data.25 years and over,12,29.27
2016,data.Nova Scotia,data.Both sexes,data.45 years and over,12,24.41
2016,data.Nova Scotia,data.Both sexes,data.55 to 64 years,12,17.99
2016,data.Nova Scotia,data.Both sexes,data.55 years and over,12,14.22
2016,data.Nova Scotia,data.Both sexes,data.65 years and over,12,7.59
2016,data.Nova Scotia,data.Females,data.15 to 24 years,12,20.13
2016,data.Nova Scotia,data.Females,data.15 years and over,12,25.83
2016,data.Nova Scotia,data.Females,data.25 to 44 years,12,32.72
2016,data.Nova Scotia,data.Females,data.25 to 54 years,12,32.16
2016,data.Nova Scotia,data.Females,data.25 years and over,12,26.97
2016,data.Nova Scotia,data.Females,data.45 years and over,12,22.94
2016,data.Nova Scotia,data.Females,data.55 to 64 years,12,12.5
2016,data.Nova Scotia,data.Females,data.55 years and over,12,10.95
2016,data.Nova Scotia,data.Females,data.65 years and over,12,0.0
2016,data.Nova Scotia,data.Males,data.15 to 24 years,12,23.2
2016,data.Nova Scotia,data.Males,data.15 years and over,12,30.85
2016,data.Nova Scotia,data.Males,data.25 to 44 years,12,37.5
2016,data.Nova Scotia,data.Males,data.25 to 54 years,12,46.05
2016,data.Nova Scotia,data.Males,data.25 years and over,12,34.39
2016,data.Nova Scotia,data.Males,data.45 years and over,12,22.94
2016,data.Nova Scotia,data.Males,data.55 to 64 years,12,16.28
2016,data.Nova Scotia,data.Males,data.55 years and over,12,12.35
2016,data.Nova Scotia,data.Males,data.65 years and over,12,0.0
2016,data.Ontario,data.Both sexes,data.15 to 24 years,35,20.52
2016,data.Ontario,data.Both sexes,data.15 years and over,35,27.69
2016,data.Ontario,data.Both sexes,data.25 to 44 years,35,38.66
2016,data.Ontario,data.Both sexes,data.25 to 54 years,35,39.12
2016,data.Ontario,data.Both sexes,data.25 years and over,35,31.61
2016,data.Ontario,data.Both sexes,data.45 years and over,35,26.62
2016,data.Ontario,data.Both sexes,data.55 to 64 years,35,26.18
2016,data.Ontario,data.Both sexes,data.55 years and over,35,19.41
2016,data.Ontario,data.Both sexes,data.65 years and over,35,7.83
2016,data.Ontario,data.Females,data.15 to 24 years,35,20.09
2016,data.Ontario,data.Females,data.15 years and over,35,27.34
2016,data.Ontario,data.Females,data.25 to 44 years,35,35.29
2016,data.Ontario,data.Females,data.25 to 54 years,35,36.16
2016,data.Ontario,data.Females,data.25 years and over,35,30.59
2016,data.Ontario,data.Females,data.45 years and over,35,26.9
2016,data.Ontario,data.Females,data.55 to 64 years,35,25.62
2016,data.Ontario,data.Females,data.55 years and over,35,19.75
2016,data.Ontario,data.Females,data.65 years and over,35,5.69
2016,data.Ontario,data.Males,data.15 to 24 years,35,21.12
2016,data.Ontario,data.Males,data.15 years and over,35,28.28
2016,data.Ontario,data.Males,data.25 to 44 years,35,47.65
2016,data.Ontario,data.Males,data.25 to 54 years,35,47.11
2016,data.Ontario,data.Males,data.25 years and over,35,33.83
2016,data.Ontario,data.Males,data.45 years and over,35,26.04
2016,data.Ontario,data.Males,data.55 to 64 years,35,27.36
2016,data.Ontario,data.Males,data.55 years and over,35,18.78
2016,data.Ontario,data.Males,data.65 years and over,35,7.29
2016,data.Prince Edward Island,data.Both sexes,data.15 to 24 years,11,17.39
2016,data.Prince Edward Island,data.Both sexes,data.15 years and over,11,27.78
2016,data.Prince Edward Island,data.Both sexes,data.25 to 44 years,11,35.71
2016,data.Prince Edward Island,data.Both sexes,data.25 to 54 years,11,38.64
2016,data.Prince Edward Island,data.Both sexes,data.25 years and over,11,30.38
2016,data.Prince Edward Island,data.Both sexes,data.45 years and over,11,23.53
2016,data.Prince Edward Island,data.Both sexes,data.55 to 64 years,11,25.0
2016,data.Prince Edward Island,data.Both sexes,data.55 years and over,11,20.0
2016,data.Prince Edward Island,data.Both sexes,data.65 years and over,11,0.0
2016,data.Prince Edward Island,data.Females,data.15 to 24 years,11,17.86
2016,data.Prince Edward Island,data.Females,data.15 years and over,11,26.51
2016,data.Prince Edward Island,data.Females,data.25 to 44 years,11,28.57
2016,data.Prince Edward Island,data.Females,data.25 to 54 years,11,33.33
2016,data.Prince Edward Island,data.Females,data.25 years and over,11,29.63
2016,data.Prince Edward Island,data.Females,data.45 years and over,11,24.24
2016,data.Prince Edward Island,data.Females,data.55 to 64 years,11,14.29
2016,data.Prince Edward Island,data.Females,data.55 years and over,11,9.52
2016,data.Prince Edward Island,data.Females,data.65 years and over,11,0.0
2016,data.Prince Edward Island,data.Males,data.15 to 24 years,11,0.0
2016,data.Prince Edward Island,data.Males,data.15 years and over,11,27.91
2016,data.Prince Edward Island,data.Males,data.25 to 44 years,11,28.57
2016,data.Prince Edward Island,data.Males,data.25 to 54 years,11,45.45
2016,data.Prince Edward Island,data.Males,data.25 years and over,11,28.0
2016,data.Prince Edward Island,data.Males,data.45 years and over,11,16.67
2016,data.Prince Edward Island,data.Males,data.55 to 64 years,11,0.0
2016,data.Prince Edward Island,data.Males,data.55 years and over,11,14.29
2016,data.Prince Edward Island,data.Males,data.65 years and over,11,0.0
2016,data.Quebec,data.Both sexes,data.15 to 24 years,24,13.76
2016,data.Quebec,data.Both sexes,data.15 years and over,24,22.27
2016,data.Quebec,data.Both sexes,data.25 to 44 years,24,34.11
2016,data.Quebec,data.Both sexes,data.25 to 54 years,24,34.3
2016,data.Quebec,data.Both sexes,data.25 years and over,24,27.57
2016,data.Quebec,data.Both sexes,data.45 years and over,24,22.96
2016,data.Quebec,data.Both sexes,data.55 to 64 years,24,21.82
2016,data.Quebec,data.Both sexes,data.55 years and over,24,16.67
2016,data.Quebec,data.Both sexes,data.65 years and over,24,4.85
2016,data.Quebec,data.Females,data.15 to 24 years,24,12.86
2016,data.Quebec,data.Females,data.15 years and over,24,21.23
2016,data.Quebec,data.Females,data.25 to 44 years,24,30.4
2016,data.Quebec,data.Females,data.25 to 54 years,24,30.73
2016,data.Quebec,data.Females,data.25 years and over,24,25.85
2016,data.Quebec,data.Females,data.45 years and over,24,22.21
2016,data.Quebec,data.Females,data.55 to 64 years,24,18.09
2016,data.Quebec,data.Females,data.55 years and over,24,15.0
2016,data.Quebec,data.Females,data.65 years and over,24,0.0
2016,data.Quebec,data.Males,data.15 to 24 years,24,15.05
2016,data.Quebec,data.Males,data.15 years and over,24,24.03
2016,data.Quebec,data.Males,data.25 to 44 years,24,42.86
2016,data.Quebec,data.Males,data.25 to 54 years,24,43.12
2016,data.Quebec,data.Males,data.25 years and over,24,30.89
2016,data.Quebec,data.Males,data.45 years and over,24,24.24
2016,data.Quebec,data.Males,data.55 to 64 years,24,19.72
2016,data.Quebec,data.Males,data.55 years and over,24,15.65
2016,data.Quebec,data.Males,data.65 years and over,24,5.57
2016,data.Saskatchewan,data.Both sexes,data.15 to 24 years,47,17.89
2016,data.Saskatchewan,data.Both sexes,data.15 years and over,47,20.87
2016,data.Saskatchewan,data.Both sexes,data.25 to 44 years,47,29.18
2016,data.Saskatchewan,data.Both sexes,data.25 to 54 years,47,30.25
2016,data.Saskatchewan,data.Both sexes,data.25 years and over,47,22.32
2016,data.Saskatchewan,data.Both sexes,data.45 years and over,47,17.94
2016,data.Saskatchewan,data.Both sexes,data.55 to 64 years,47,14.69
2016,data.Saskatchewan,data.Both sexes,data.55 years and over,47,10.07
2016,data.Saskatchewan,data.Both sexes,data.65 years and over,47,0.0
2016,data.Saskatchewan,data.Females,data.15 to 24 years,47,11.46
2016,data.Saskatchewan,data.Females,data.15 years and over,47,18.33
2016,data.Saskatchewan,data.Females,data.25 to 44 years,47,22.62
2016,data.Saskatchewan,data.Females,data.25 to 54 years,47,24.52
2016,data.Saskatchewan,data.Females,data.25 years and over,47,19.36
2016,data.Saskatchewan,data.Females,data.45 years and over,47,16.79
2016,data.Saskatchewan,data.Females,data.55 to 64 years,47,10.16
2016,data.Saskatchewan,data.Females,data.55 years and over,47,7.49
2016,data.Saskatchewan,data.Females,data.65 years and over,47,0.0
2016,data.Saskatchewan,data.Males,data.15 to 24 years,47,16.53
2016,data.Saskatchewan,data.Males,data.15 years and over,47,26.42
2016,data.Saskatchewan,data.Males,data.25 to 44 years,47,50.0
2016,data.Saskatchewan,data.Males,data.25 to 54 years,47,46.51
2016,data.Saskatchewan,data.Males,data.25 years and over,47,27.78
2016,data.Saskatchewan,data.Males,data.45 years and over,47,17.52
2016,data.Saskatchewan,data.Males,data.55 to 64 years,47,16.33
2016,data.Saskatchewan,data.Males,data.55 years and over,47,9.82
2016,data.Saskatchewan,data.Males,data.65 years and over,47,0.0
2017,data.Alberta,data.Both sexes,data.15 to 24 years,48,21.59
2017,data.Alberta,data.Both sexes,data.15 years and over,48,26.26
2017,data.Alberta,data.Both sexes,data.25 to 44 years,48,31.63
2017,data.Alberta,data.Both sexes,data.25 to 54 years,48,32.84
2017,data.Alberta,data.Both sexes,data.25 years and over,48,28.41
2017,data.Alberta,data.Both sexes,data.45 years and over,48,25.61
2017,data.Alberta,data.Both sexes,data.55 to 64 years,48,26.59
2017,data.Alberta,data.Both sexes,data.55 years and over,48,19.96
2017,data.Alberta,data.Both sexes,data.65 years and over,48,6.06
2017,data.Alberta,data.Females,data.15 to 24 years,48,21.69
2017,data.Alberta,data.Females,data.15 years and over,48,24.24
2017,data.Alberta,data.Females,data.25 to 44 years,48,26.39
2017,data.Alberta,data.Females,data.25 to 54 years,48,27.48
2017,data.Alberta,data.Females,data.25 years and over,48,25.06
2017,data.Alberta,data.Females,data.45 years and over,48,23.69
2017,data.Alberta,data.Females,data.55 to 64 years,48,22.17
2017,data.Alberta,data.Females,data.55 years and over,48,17.92
2017,data.Alberta,data.Females,data.65 years and over,48,0.0
2017,data.Alberta,data.Males,data.15 to 24 years,48,19.22
2017,data.Alberta,data.Males,data.15 years and over,48,30.71
2017,data.Alberta,data.Males,data.25 to 44 years,48,48.79
2017,data.Alberta,data.Males,data.25 to 54 years,48,49.88
2017,data.Alberta,data.Males,data.25 years and over,48,37.39
2017,data.Alberta,data.Males,data.45 years and over,48,26.83
2017,data.Alberta,data.Males,data.55 to 64 years,48,19.49
2017,data.Alberta,data.Males,data.55 years and over,48,12.96
2017,data.Alberta,data.Males,data.65 years and over,48,0.0
2017,data.British Columbia,data.Both sexes,data.15 to 24 years,59,16.8
2017,data.British Columbia,data.Both sexes,data.15 years and over,59,20.65
2017,data.British Columbia,data.Both sexes,data.25 to 44 years,59,27.25
2017,data.British Columbia,data.Both sexes,data.25 to 54 years,59,27.04
2017,data.British Columbia,data.Both sexes,data.25 years and over,59,22.51
2017,data.British Columbia,data.Both sexes,data.45 years and over,59,19.26
2017,data.British Columbia,data.Both sexes,data.55 to 64 years,59,19.69
2017,data.British Columbia,data.Both sexes,data.55 years and over,59,15.05
2017,data.British Columbia,data.Both sexes,data.65 years and over,59,5.02
2017,data.British Columbia,data.Females,data.15 to 24 years,59,16.27
2017,data.British Columbia,data.Females,data.15 years and over,59,18.78
2017,data.British Columbia,data.Females,data.25 to 44 years,59,23.0
2017,data.British Columbia,data.Females,data.25 to 54 years,59,22.52
2017,data.British Columbia,data.Females,data.25 years and over,59,19.77
2017,data.British Columbia,data.Females,data.45 years and over,59,17.24
2017,data.British Columbia,data.Females,data.55 to 64 years,59,13.43
2017,data.British Columbia,data.Females,data.55 years and over,59,12.96
2017,data.British Columbia,data.Females,data.65 years and over,59,5.73
2017,data.British Columbia,data.Males,data.15 to 24 years,59,17.24
2017,data.British Columbia,data.Males,data.15 years and over,59,24.13
2017,data.British Columbia,data.Males,data.25 to 44 years,59,39.49
2017,data.British Columbia,data.Males,data.25 to 54 years,59,39.64
2017,data.British Columbia,data.Males,data.25 years and over,59,28.66
2017,data.British Columbia,data.Males,data.45 years and over,59,23.06
2017,data.British Columbia,data.Males,data.55 to 64 years,59,11.96
2017,data.British Columbia,data.Males,data.55 years and over,59,14.13
2017,data.British Columbia,data.Males,data.65 years and over,59,0.0
2017,data.Canada,data.Both sexes,data.15 to 24 years,,17.65
2017,data.Canada,data.Both sexes,data.25 to 44 years,,34.43
2017,data.Canada,data.Both sexes,data.25 to 54 years,,34.53
2017,data.Canada,data.Both sexes,data.25 years and over,,27.67
2017,data.Canada,data.Both sexes,data.45 years and over,,22.76
2017,data.Canada,data.Both sexes,data.55 to 64 years,,22.73
2017,data.Canada,data.Both sexes,data.55 years and over,,16.63
2017,data.Canada,data.Both sexes,data.65 years and over,,6.63
2017,data.Canada,data.Females,data.15 to 24 years,,17.05
2017,data.Canada,data.Females,data.15 years and over,,23.33
2017,data.Canada,data.Females,data.25 to 44 years,,30.93
2017,data.Canada,data.Females,data.25 to 54 years,,30.77
2017,data.Canada,data.Females,data.25 years and over,,26.14
2017,data.Canada,data.Females,data.45 years and over,,22.25
2017,data.Canada,data.Females,data.55 to 64 years,,21.35
2017,data.Canada,data.Females,data.55 years and over,,17.07
2017,data.Canada,data.Females,data.65 years and over,,6.61
2017,data.Canada,data.Males,data.15 to 24 years,,18.45
2017,data.Canada,data.Males,data.15 years and over,,25.63
2017,data.Canada,data.Males,data.25 to 44 years,,43.91
2017,data.Canada,data.Males,data.25 to 54 years,,45.03
2017,data.Canada,data.Males,data.25 years and over,,31.01
2017,data.Canada,data.Males,data.45 years and over,,23.75
2017,data.Canada,data.Males,data.55 to 64 years,,25.74
2017,data.Canada,data.Males,data.55 years and over,,16.0
2017,data.Canada,data.Males,data.65 years and over,,5.42
2017,data.Manitoba,data.Both sexes,data.15 to 24 years,46,20.18
2017,data.Manitoba,data.Both sexes,data.15 years and over,46,22.42
2017,data.Manitoba,data.Both sexes,data.25 to 44 years,46,30.97
2017,data.Manitoba,data.Both sexes,data.25 to 54 years,46,30.68
2017,data.Manitoba,data.Both sexes,data.25 years and over,46,23.8
2017,data.Manitoba,data.Both sexes,data.45 years and over,46,18.52
2017,data.Manitoba,data.Both sexes,data.55 to 64 years,46,14.67
2017,data.Manitoba,data.Both sexes,data.55 years and over,46,11.65
2017,data.Manitoba,data.Both sexes,data.65 years and over,46,0.0
2017,data.Manitoba,data.Females,data.15 to 24 years,46,19.1
2017,data.Manitoba,data.Females,data.15 years and over,46,21.18
2017,data.Manitoba,data.Females,data.25 to 44 years,46,27.65
2017,data.Manitoba,data.Females,data.25 to 54 years,46,27.01
2017,data.Manitoba,data.Females,data.25 years and over,46,22.15
2017,data.Manitoba,data.Females,data.45 years and over,46,17.46
2017,data.Manitoba,data.Females,data.55 to 64 years,46,11.63
2017,data.Manitoba,data.Females,data.55 years and over,46,8.81
2017,data.Manitoba,data.Females,data.65 years and over,46,0.0
2017,data.Manitoba,data.Males,data.15 to 24 years,46,21.69
2017,data.Manitoba,data.Males,data.15 years and over,46,24.88
2017,data.Manitoba,data.Males,data.25 to 44 years,46,35.96
2017,data.Manitoba,data.Males,data.25 to 54 years,46,42.74
2017,data.Manitoba,data.Males,data.25 years and over,46,27.9
2017,data.Manitoba,data.Males,data.45 years and over,46,18.06
2017,data.Manitoba,data.Males,data.55 to 64 years,46,10.91
2017,data.Manitoba,data.Males,data.55 years and over,46,6.03
2017,data.Manitoba,data.Males,data.65 years and over,46,0.0
2017,data.New Brunswick,data.Both sexes,data.15 to 24 years,13,19.25
2017,data.New Brunswick,data.Both sexes,data.15 years and over,13,25.51
2017,data.New Brunswick,data.Both sexes,data.25 to 44 years,13,40.68
2017,data.New Brunswick,data.Both sexes,data.25 to 54 years,13,39.44
2017,data.New Brunswick,data.Both sexes,data.25 years and over,13,27.43
2017,data.New Brunswick,data.Both sexes,data.45 years and over,13,19.4
2017,data.New Brunswick,data.Both sexes,data.55 to 64 years,13,12.9
2017,data.New Brunswick,data.Both sexes,data.55 years and over,13,12.94
2017,data.New Brunswick,data.Both sexes,data.65 years and over,13,6.49
2017,data.New Brunswick,data.Females,data.15 to 24 years,13,17.95
2017,data.New Brunswick,data.Females,data.15 years and over,13,24.16
2017,data.New Brunswick,data.Females,data.25 to 44 years,13,26.14
2017,data.New Brunswick,data.Females,data.25 to 54 years,13,34.53
2017,data.New Brunswick,data.Females,data.25 years and over,13,26.36
2017,data.New Brunswick,data.Females,data.45 years and over,13,19.21
2017,data.New Brunswick,data.Females,data.55 to 64 years,13,12.12
2017,data.New Brunswick,data.Females,data.55 years and over,13,10.0
2017,data.New Brunswick,data.Females,data.65 years and over,13,0.0
2017,data.New Brunswick,data.Males,data.15 to 24 years,13,10.0
2017,data.New Brunswick,data.Males,data.15 years and over,13,25.41
2017,data.New Brunswick,data.Males,data.25 to 44 years,13,43.33
2017,data.New Brunswick,data.Males,data.25 to 54 years,13,43.9
2017,data.New Brunswick,data.Males,data.25 years and over,13,28.83
2017,data.New Brunswick,data.Males,data.45 years and over,13,13.58
2017,data.New Brunswick,data.Males,data.55 to 64 years,13,0.0
2017,data.New Brunswick,data.Males,data.55 years and over,13,11.43
2017,data.New Brunswick,data.Males,data.65 years and over,13,0.0
2017,data.Newfoundland and Labrador,data.Both sexes,data.15 to 24 years,10,17.39
2017,data.Newfoundland and Labrador,data.Both sexes,data.15 years and over,10,37.54
2017,data.Newfoundland and Labrador,data.Both sexes,data.25 to 44 years,10,48.24
2017,data.Newfoundland and Labrador,data.Both sexes,data.25 to 54 years,10,56.0
2017,data.Newfoundland and Labrador,data.Both sexes,data.25 years and over,10,47.52
2017,data.Newfoundland and Labrador,data.Both sexes,data.45 years and over,10,44.07
2017,data.Newfoundland and Labrador,data.Both sexes,data.55 to 64 years,10,33.96
2017,data.Newfoundland and Labrador,data.Both sexes,data.55 years and over,10,32.47
2017,data.Newfoundland and Labrador,data.Both sexes,data.65 years and over,10,0.0
2017,data.Newfoundland and Labrador,data.Females,data.15 to 24 years,10,15.0
2017,data.Newfoundland and Labrador,data.Females,data.15 years and over,10,37.33
2017,data.Newfoundland and Labrador,data.Females,data.25 to 44 years,10,43.55
2017,data.Newfoundland and Labrador,data.Females,data.25 to 54 years,10,53.19
2017,data.Newfoundland and Labrador,data.Females,data.25 years and over,10,46.9
2017,data.Newfoundland and Labrador,data.Females,data.45 years and over,10,39.76
2017,data.Newfoundland and Labrador,data.Females,data.55 to 64 years,10,23.08
2017,data.Newfoundland and Labrador,data.Females,data.55 years and over,10,17.65
2017,data.Newfoundland and Labrador,data.Females,data.65 years and over,10,0.0
2017,data.Newfoundland and Labrador,data.Males,data.15 to 24 years,10,12.07
2017,data.Newfoundland and Labrador,data.Males,data.15 years and over,10,34.78
2017,data.Newfoundland and Labrador,data.Males,data.25 to 44 years,10,47.83
2017,data.Newfoundland and Labrador,data.Males,data.25 to 54 years,10,48.39
2017,data.Newfoundland and Labrador,data.Males,data.25 years and over,10,40.35
2017,data.Newfoundland and Labrador,data.Males,data.45 years and over,10,22.86
2017,data.Newfoundland and Labrador,data.Males,data.55 to 64 years,10,0.0
2017,data.Newfoundland and Labrador,data.Males,data.55 years and over,10,22.22
2017,data.Newfoundland and Labrador,data.Males,data.65 years and over,10,0.0
2017,data.Nova Scotia,data.Both sexes,data.15 to 24 years,12,20.83
2017,data.Nova Scotia,data.Both sexes,data.15 years and over,12,25.61
2017,data.Nova Scotia,data.Both sexes,data.25 to 44 years,12,34.78
2017,data.Nova Scotia,data.Both sexes,data.25 to 54 years,12,36.71
2017,data.Nova Scotia,data.Both sexes,data.25 years and over,12,28.04
2017,data.Nova Scotia,data.Both sexes,data.45 years and over,12,24.72
2017,data.Nova Scotia,data.Both sexes,data.55 to 64 years,12,18.3
2017,data.Nova Scotia,data.Both sexes,data.55 years and over,12,15.54
2017,data.Nova Scotia,data.Both sexes,data.65 years and over,12,6.06
2017,data.Nova Scotia,data.Females,data.15 to 24 years,12,15.88
2017,data.Nova Scotia,data.Females,data.15 years and over,12,25.04
2017,data.Nova Scotia,data.Females,data.25 to 44 years,12,33.56
2017,data.Nova Scotia,data.Females,data.25 to 54 years,12,34.89
2017,data.Nova Scotia,data.Females,data.25 years and over,12,28.28
2017,data.Nova Scotia,data.Females,data.45 years and over,12,25.1
2017,data.Nova Scotia,data.Females,data.55 to 64 years,12,16.96
2017,data.Nova Scotia,data.Females,data.55 years and over,12,13.66
2017,data.Nova Scotia,data.Females,data.65 years and over,12,0.0
2017,data.Nova Scotia,data.Males,data.15 to 24 years,12,21.37
2017,data.Nova Scotia,data.Males,data.15 years and over,12,26.74
2017,data.Nova Scotia,data.Males,data.25 to 44 years,12,29.31
2017,data.Nova Scotia,data.Males,data.25 to 54 years,12,33.33
2017,data.Nova Scotia,data.Males,data.25 years and over,12,25.73
2017,data.Nova Scotia,data.Males,data.45 years and over,12,19.47
2017,data.Nova Scotia,data.Males,data.55 to 64 years,12,12.2
2017,data.Nova Scotia,data.Males,data.55 years and over,12,10.0
2017,data.Nova Scotia,data.Males,data.65 years and over,12,0.0
2017,data.Ontario,data.Both sexes,data.15 to 24 years,35,19.94
2017,data.Ontario,data.Both sexes,data.15 years and over,35,26.45
2017,data.Ontario,data.Both sexes,data.25 to 44 years,35,37.97
2017,data.Ontario,data.Both sexes,data.25 to 54 years,35,38.23
2017,data.Ontario,data.Both sexes,data.25 years and over,35,30.14
2017,data.Ontario,data.Both sexes,data.45 years and over,35,24.54
2017,data.Ontario,data.Both sexes,data.55 to 64 years,35,23.81
2017,data.Ontario,data.Both sexes,data.55 years and over,35,17.08
2017,data.Ontario,data.Both sexes,data.65 years and over,35,5.71
2017,data.Ontario,data.Females,data.15 to 24 years,35,19.54
2017,data.Ontario,data.Females,data.15 years and over,35,26.39
2017,data.Ontario,data.Females,data.25 to 44 years,35,36.01
2017,data.Ontario,data.Females,data.25 to 54 years,35,35.4
2017,data.Ontario,data.Females,data.25 years and over,35,29.51
2017,data.Ontario,data.Females,data.45 years and over,35,24.39
2017,data.Ontario,data.Females,data.55 to 64 years,35,22.73
2017,data.Ontario,data.Females,data.55 years and over,35,18.19
2017,data.Ontario,data.Females,data.65 years and over,35,7.12
2017,data.Ontario,data.Males,data.15 to 24 years,35,20.48
2017,data.Ontario,data.Males,data.15 years and over,35,26.55
2017,data.Ontario,data.Males,data.25 to 44 years,35,43.19
2017,data.Ontario,data.Males,data.25 to 54 years,35,46.09
2017,data.Ontario,data.Males,data.25 years and over,35,31.54
2017,data.Ontario,data.Males,data.45 years and over,35,24.87
2017,data.Ontario,data.Males,data.55 to 64 years,35,26.33
2017,data.Ontario,data.Males,data.55 years and over,35,15.31
2017,data.Ontario,data.Males,data.65 years and over,35,4.33
2017,data.Prince Edward Island,data.Both sexes,data.15 to 24 years,11,12.77
2017,data.Prince Edward Island,data.Both sexes,data.15 years and over,11,23.77
2017,data.Prince Edward Island,data.Both sexes,data.25 to 44 years,11,38.46
2017,data.Prince Edward Island,data.Both sexes,data.25 to 54 years,11,44.74
2017,data.Prince Edward Island,data.Both sexes,data.25 years and over,11,28.95
2017,data.Prince Edward Island,data.Both sexes,data.45 years and over,11,16.0
2017,data.Prince Edward Island,data.Both sexes,data.55 to 64 years,11,10.53
2017,data.Prince Edward Island,data.Both sexes,data.55 years and over,11,13.16
2017,data.Prince Edward Island,data.Both sexes,data.65 years and over,11,0.0
2017,data.Prince Edward Island,data.Females,data.15 to 24 years,11,13.79
2017,data.Prince Edward Island,data.Females,data.15 years and over,11,26.58
2017,data.Prince Edward Island,data.Females,data.25 to 44 years,11,40.0
2017,data.Prince Edward Island,data.Females,data.25 to 54 years,11,35.71
2017,data.Prince Edward Island,data.Females,data.25 years and over,11,29.41
2017,data.Prince Edward Island,data.Females,data.45 years and over,11,16.13
2017,data.Prince Edward Island,data.Females,data.55 to 64 years,11,15.38
2017,data.Prince Edward Island,data.Females,data.55 years and over,11,8.7
2017,data.Prince Edward Island,data.Females,data.65 years and over,11,0.0
2017,data.Prince Edward Island,data.Males,data.15 to 24 years,11,11.11
2017,data.Prince Edward Island,data.Males,data.15 years and over,11,18.6
2017,data.Prince Edward Island,data.Males,data.25 to 44 years,11,0.0
2017,data.Prince Edward Island,data.Males,data.25 to 54 years,11,20.0
2017,data.Prince Edward Island,data.Males,data.25 years and over,11,20.0
2017,data.Prince Edward Island,data.Males,data.45 years and over,11,11.11
2017,data.Prince Edward Island,data.Males,data.55 to 64 years,11,0.0
2017,data.Prince Edward Island,data.Males,data.55 years and over,11,0.0
2017,data.Prince Edward Island,data.Males,data.65 years and over,11,0.0
2017,data.Quebec,data.Both sexes,data.15 to 24 years,24,11.37
2017,data.Quebec,data.Both sexes,data.15 years and over,24,21.04
2017,data.Quebec,data.Both sexes,data.25 to 44 years,24,34.79
2017,data.Quebec,data.Both sexes,data.25 to 54 years,24,34.05
2017,data.Quebec,data.Both sexes,data.25 years and over,24,26.84
2017,data.Quebec,data.Both sexes,data.45 years and over,24,20.98
2017,data.Quebec,data.Both sexes,data.55 to 64 years,24,21.34
2017,data.Quebec,data.Both sexes,data.55 years and over,24,15.44
2017,data.Quebec,data.Both sexes,data.65 years and over,24,4.97
2017,data.Quebec,data.Females,data.15 to 24 years,24,10.23
2017,data.Quebec,data.Females,data.15 years and over,24,20.18
2017,data.Quebec,data.Females,data.25 to 44 years,24,30.61
2017,data.Quebec,data.Females,data.25 to 54 years,24,30.36
2017,data.Quebec,data.Females,data.25 years and over,24,25.47
2017,data.Quebec,data.Females,data.45 years and over,24,21.14
2017,data.Quebec,data.Females,data.55 to 64 years,24,19.83
2017,data.Quebec,data.Females,data.55 years and over,24,15.95
2017,data.Quebec,data.Females,data.65 years and over,24,0.0
2017,data.Quebec,data.Males,data.15 to 24 years,24,12.81
