Year,Géographie,Niveau de scolarité,Genre,Groupe d'âge,Caractéristiques de la population,GeoCode,Value
2013,Yukon,Études tertiaires,Hommes+,55 à 64 ans,Population totale,60,38.0
2013,Yukon,Études tertiaires,Femmes+,55 à 64 ans,Population totale,60,59.0
2013,Yukon,Enseignement tertiaire de cycle court,Total - Genre,"Total, 25 à 64 ans",Population totale,60,27.0
2013,Yukon,Enseignement tertiaire de cycle court,Hommes+,"Total, 25 à 64 ans",Population totale,60,20.0
2013,Yukon,Enseignement tertiaire de cycle court,Femmes+,"Total, 25 à 64 ans",Population totale,60,35.0
2013,Yukon,Enseignement tertiaire de cycle court,Total - Genre,25 à 34 ans,Population totale,60,24.0
2013,Yukon,Enseignement tertiaire de cycle court,Hommes+,25 à 34 ans,Population totale,60,19.0
2013,Yukon,Enseignement tertiaire de cycle court,Femmes+,25 à 34 ans,Population totale,60,29.0
2013,Yukon,Enseignement tertiaire de cycle court,Total - Genre,30 à 34 ans,Population totale,60,20.0
2013,Yukon,Enseignement tertiaire de cycle court,Hommes+,30 à 34 ans,Population totale,60,19.0
2013,Yukon,Enseignement tertiaire de cycle court,Femmes+,30 à 34 ans,Population totale,60,22.0
2013,Yukon,Enseignement tertiaire de cycle court,Total - Genre,35 à 44 ans,Population totale,60,29.0
2013,Yukon,Enseignement tertiaire de cycle court,Hommes+,35 à 44 ans,Population totale,60,19.0
2013,Yukon,Enseignement tertiaire de cycle court,Femmes+,35 à 44 ans,Population totale,60,38.0
2013,Yukon,Enseignement tertiaire de cycle court,Total - Genre,45 à 54 ans,Population totale,60,30.0
2013,Yukon,Enseignement tertiaire de cycle court,Hommes+,45 à 54 ans,Population totale,60,23.0
2013,Yukon,Enseignement tertiaire de cycle court,Femmes+,45 à 54 ans,Population totale,60,37.0
2013,Yukon,Enseignement tertiaire de cycle court,Total - Genre,55 à 64 ans,Population totale,60,27.0
2013,Yukon,Enseignement tertiaire de cycle court,Hommes+,55 à 64 ans,Population totale,60,18.0
2013,Yukon,Enseignement tertiaire de cycle court,Femmes+,55 à 64 ans,Population totale,60,35.0
2013,Yukon,Baccalauréat,Total - Genre,"Total, 25 à 64 ans",Population totale,60,15.0
2013,Yukon,Baccalauréat,Hommes+,"Total, 25 à 64 ans",Population totale,60,12.0
2013,Yukon,Baccalauréat,Femmes+,"Total, 25 à 64 ans",Population totale,60,19.0
2013,Yukon,Baccalauréat,Total - Genre,25 à 34 ans,Population totale,60,17.0
2013,Yukon,Baccalauréat,Hommes+,25 à 34 ans,Population totale,60,13.0
2013,Yukon,Baccalauréat,Femmes+,25 à 34 ans,Population totale,60,22.0
2013,Yukon,Baccalauréat,Total - Genre,30 à 34 ans,Population totale,60,18.0
2013,Yukon,Baccalauréat,Hommes+,30 à 34 ans,Population totale,60,
2013,Yukon,Baccalauréat,Femmes+,30 à 34 ans,Population totale,60,25.0
2013,Yukon,Baccalauréat,Total - Genre,35 à 44 ans,Population totale,60,18.0
2013,Yukon,Baccalauréat,Hommes+,35 à 44 ans,Population totale,60,14.0
2013,Yukon,Baccalauréat,Femmes+,35 à 44 ans,Population totale,60,21.0
2013,Yukon,Baccalauréat,Total - Genre,45 à 54 ans,Population totale,60,14.0
2013,Yukon,Baccalauréat,Hommes+,45 à 54 ans,Population totale,60,11.0
2013,Yukon,Baccalauréat,Femmes+,45 à 54 ans,Population totale,60,16.0
2013,Yukon,Baccalauréat,Total - Genre,55 à 64 ans,Population totale,60,12.0
2013,Yukon,Baccalauréat,Hommes+,55 à 64 ans,Population totale,60,
2013,Yukon,Baccalauréat,Femmes+,55 à 64 ans,Population totale,60,17.0
2013,Yukon,Maîtrise ou doctorat,Total - Genre,"Total, 25 à 64 ans",Population totale,60,8.0
2013,Yukon,Maîtrise ou doctorat,Hommes+,"Total, 25 à 64 ans",Population totale,60,8.0
2013,Yukon,Maîtrise ou doctorat,Femmes+,"Total, 25 à 64 ans",Population totale,60,9.0
2013,Yukon,Maîtrise ou doctorat,Total - Genre,25 à 34 ans,Population totale,60,6.0
2013,Yukon,Maîtrise ou doctorat,Hommes+,25 à 34 ans,Population totale,60,
2013,Yukon,Maîtrise ou doctorat,Femmes+,25 à 34 ans,Population totale,60,10.0
2013,Yukon,Maîtrise ou doctorat,Total - Genre,30 à 34 ans,Population totale,60,11.0
2013,Yukon,Maîtrise ou doctorat,Hommes+,30 à 34 ans,Population totale,60,
2013,Yukon,Maîtrise ou doctorat,Femmes+,30 à 34 ans,Population totale,60,
2013,Yukon,Maîtrise ou doctorat,Total - Genre,35 à 44 ans,Population totale,60,10.0
2013,Yukon,Maîtrise ou doctorat,Hommes+,35 à 44 ans,Population totale,60,10.0
2013,Yukon,Maîtrise ou doctorat,Femmes+,35 à 44 ans,Population totale,60,11.0
2013,Yukon,Maîtrise ou doctorat,Total - Genre,45 à 54 ans,Population totale,60,7.0
2013,Yukon,Maîtrise ou doctorat,Hommes+,45 à 54 ans,Population totale,60,8.0
2013,Yukon,Maîtrise ou doctorat,Femmes+,45 à 54 ans,Population totale,60,
2013,Yukon,Maîtrise ou doctorat,Total - Genre,55 à 64 ans,Population totale,60,10.0
2013,Yukon,Maîtrise ou doctorat,Hommes+,55 à 64 ans,Population totale,60,13.0
2013,Yukon,Maîtrise ou doctorat,Femmes+,55 à 64 ans,Population totale,60,
2013,Territoires du Nord-Ouest,Études tertiaires,Total - Genre,"Total, 25 à 64 ans",Population totale,61,48.0
2013,Territoires du Nord-Ouest,Études tertiaires,Hommes+,"Total, 25 à 64 ans",Population totale,61,39.0
2013,Territoires du Nord-Ouest,Études tertiaires,Femmes+,"Total, 25 à 64 ans",Population totale,61,58.0
2013,Territoires du Nord-Ouest,Études tertiaires,Total - Genre,25 à 34 ans,Population totale,61,48.0
2013,Territoires du Nord-Ouest,Études tertiaires,Hommes+,25 à 34 ans,Population totale,61,38.0
2013,Territoires du Nord-Ouest,Études tertiaires,Femmes+,25 à 34 ans,Population totale,61,58.0
2013,Territoires du Nord-Ouest,Études tertiaires,Total - Genre,30 à 34 ans,Population totale,61,53.0
2013,Territoires du Nord-Ouest,Études tertiaires,Hommes+,30 à 34 ans,Population totale,61,42.0
2013,Territoires du Nord-Ouest,Études tertiaires,Femmes+,30 à 34 ans,Population totale,61,61.0
2013,Territoires du Nord-Ouest,Études tertiaires,Total - Genre,35 à 44 ans,Population totale,61,51.0
2013,Territoires du Nord-Ouest,Études tertiaires,Hommes+,35 à 44 ans,Population totale,61,40.0
2013,Territoires du Nord-Ouest,Études tertiaires,Femmes+,35 à 44 ans,Population totale,61,64.0
2013,Territoires du Nord-Ouest,Études tertiaires,Total - Genre,45 à 54 ans,Population totale,61,48.0
2013,Territoires du Nord-Ouest,Études tertiaires,Hommes+,45 à 54 ans,Population totale,61,39.0
2013,Territoires du Nord-Ouest,Études tertiaires,Femmes+,45 à 54 ans,Population totale,61,57.0
2013,Territoires du Nord-Ouest,Études tertiaires,Total - Genre,55 à 64 ans,Population totale,61,45.0
2013,Territoires du Nord-Ouest,Études tertiaires,Hommes+,55 à 64 ans,Population totale,61,40.0
2013,Territoires du Nord-Ouest,Études tertiaires,Femmes+,55 à 64 ans,Population totale,61,51.0
2013,Territoires du Nord-Ouest,Enseignement tertiaire de cycle court,Total - Genre,"Total, 25 à 64 ans",Population totale,61,26.0
2013,Territoires du Nord-Ouest,Enseignement tertiaire de cycle court,Hommes+,"Total, 25 à 64 ans",Population totale,61,21.0
2013,Territoires du Nord-Ouest,Enseignement tertiaire de cycle court,Femmes+,"Total, 25 à 64 ans",Population totale,61,32.0
2013,Territoires du Nord-Ouest,Enseignement tertiaire de cycle court,Total - Genre,25 à 34 ans,Population totale,61,25.0
2013,Territoires du Nord-Ouest,Enseignement tertiaire de cycle court,Hommes+,25 à 34 ans,Population totale,61,20.0
2013,Territoires du Nord-Ouest,Enseignement tertiaire de cycle court,Femmes+,25 à 34 ans,Population totale,61,30.0
2013,Territoires du Nord-Ouest,Enseignement tertiaire de cycle court,Total - Genre,30 à 34 ans,Population totale,61,26.0
2013,Territoires du Nord-Ouest,Enseignement tertiaire de cycle court,Hommes+,30 à 34 ans,Population totale,61,20.0
2013,Territoires du Nord-Ouest,Enseignement tertiaire de cycle court,Femmes+,30 à 34 ans,Population totale,61,32.0
2013,Territoires du Nord-Ouest,Enseignement tertiaire de cycle court,Total - Genre,35 à 44 ans,Population totale,61,28.0
2013,Territoires du Nord-Ouest,Enseignement tertiaire de cycle court,Hommes+,35 à 44 ans,Population totale,61,21.0
2013,Territoires du Nord-Ouest,Enseignement tertiaire de cycle court,Femmes+,35 à 44 ans,Population totale,61,35.0
2013,Territoires du Nord-Ouest,Enseignement tertiaire de cycle court,Total - Genre,45 à 54 ans,Population totale,61,29.0
2013,Territoires du Nord-Ouest,Enseignement tertiaire de cycle court,Hommes+,45 à 54 ans,Population totale,61,23.0
2013,Territoires du Nord-Ouest,Enseignement tertiaire de cycle court,Femmes+,45 à 54 ans,Population totale,61,34.0
2013,Territoires du Nord-Ouest,Enseignement tertiaire de cycle court,Total - Genre,55 à 64 ans,Population totale,61,22.0
2013,Territoires du Nord-Ouest,Enseignement tertiaire de cycle court,Hommes+,55 à 64 ans,Population totale,61,17.0
2013,Territoires du Nord-Ouest,Enseignement tertiaire de cycle court,Femmes+,55 à 64 ans,Population totale,61,27.0
2013,Territoires du Nord-Ouest,Baccalauréat,Total - Genre,"Total, 25 à 64 ans",Population totale,61,15.0
2013,Territoires du Nord-Ouest,Baccalauréat,Hommes+,"Total, 25 à 64 ans",Population totale,61,11.0
2013,Territoires du Nord-Ouest,Baccalauréat,Femmes+,"Total, 25 à 64 ans",Population totale,61,19.0
2013,Territoires du Nord-Ouest,Baccalauréat,Total - Genre,25 à 34 ans,Population totale,61,18.0
2013,Territoires du Nord-Ouest,Baccalauréat,Hommes+,25 à 34 ans,Population totale,61,13.0
2013,Territoires du Nord-Ouest,Baccalauréat,Femmes+,25 à 34 ans,Population totale,61,22.0
2013,Territoires du Nord-Ouest,Baccalauréat,Total - Genre,30 à 34 ans,Population totale,61,18.0
2013,Territoires du Nord-Ouest,Baccalauréat,Hommes+,30 à 34 ans,Population totale,61,15.0
2013,Territoires du Nord-Ouest,Baccalauréat,Femmes+,30 à 34 ans,Population totale,61,20.0
2013,Territoires du Nord-Ouest,Baccalauréat,Total - Genre,35 à 44 ans,Population totale,61,17.0
2013,Territoires du Nord-Ouest,Baccalauréat,Hommes+,35 à 44 ans,Population totale,61,13.0
2013,Territoires du Nord-Ouest,Baccalauréat,Femmes+,35 à 44 ans,Population totale,61,22.0
2013,Territoires du Nord-Ouest,Baccalauréat,Total - Genre,45 à 54 ans,Population totale,61,12.0
2013,Territoires du Nord-Ouest,Baccalauréat,Hommes+,45 à 54 ans,Population totale,61,8.0
2013,Territoires du Nord-Ouest,Baccalauréat,Femmes+,45 à 54 ans,Population totale,61,15.0
2013,Territoires du Nord-Ouest,Baccalauréat,Total - Genre,55 à 64 ans,Population totale,61,13.0
2013,Territoires du Nord-Ouest,Baccalauréat,Hommes+,55 à 64 ans,Population totale,61,12.0
2013,Territoires du Nord-Ouest,Baccalauréat,Femmes+,55 à 64 ans,Population totale,61,15.0
2013,Territoires du Nord-Ouest,Maîtrise ou doctorat,Total - Genre,"Total, 25 à 64 ans",Population totale,61,7.0
2013,Territoires du Nord-Ouest,Maîtrise ou doctorat,Hommes+,"Total, 25 à 64 ans",Population totale,61,7.0
2013,Territoires du Nord-Ouest,Maîtrise ou doctorat,Femmes+,"Total, 25 à 64 ans",Population totale,61,7.0
2013,Territoires du Nord-Ouest,Maîtrise ou doctorat,Total - Genre,25 à 34 ans,Population totale,61,6.0
2013,Territoires du Nord-Ouest,Maîtrise ou doctorat,Hommes+,25 à 34 ans,Population totale,61,
2013,Territoires du Nord-Ouest,Maîtrise ou doctorat,Femmes+,25 à 34 ans,Population totale,61,6.0
2013,Territoires du Nord-Ouest,Maîtrise ou doctorat,Total - Genre,30 à 34 ans,Population totale,61,8.0
2013,Territoires du Nord-Ouest,Maîtrise ou doctorat,Hommes+,30 à 34 ans,Population totale,61,
2013,Territoires du Nord-Ouest,Maîtrise ou doctorat,Femmes+,30 à 34 ans,Population totale,61,
2013,Territoires du Nord-Ouest,Maîtrise ou doctorat,Total - Genre,35 à 44 ans,Population totale,61,6.0
2013,Territoires du Nord-Ouest,Maîtrise ou doctorat,Hommes+,35 à 44 ans,Population totale,61,
2013,Territoires du Nord-Ouest,Maîtrise ou doctorat,Femmes+,35 à 44 ans,Population totale,61,7.0
2013,Territoires du Nord-Ouest,Maîtrise ou doctorat,Total - Genre,45 à 54 ans,Population totale,61,7.0
2013,Territoires du Nord-Ouest,Maîtrise ou doctorat,Hommes+,45 à 54 ans,Population totale,61,8.0
2013,Territoires du Nord-Ouest,Maîtrise ou doctorat,Femmes+,45 à 54 ans,Population totale,61,7.0
2013,Territoires du Nord-Ouest,Maîtrise ou doctorat,Total - Genre,55 à 64 ans,Population totale,61,11.0
2013,Territoires du Nord-Ouest,Maîtrise ou doctorat,Hommes+,55 à 64 ans,Population totale,61,12.0
2013,Territoires du Nord-Ouest,Maîtrise ou doctorat,Femmes+,55 à 64 ans,Population totale,61,
2013,Nunavut,Études tertiaires,Total - Genre,"Total, 25 à 64 ans",Population totale,62,28.0
2013,Nunavut,Études tertiaires,Hommes+,"Total, 25 à 64 ans",Population totale,62,24.0
2013,Nunavut,Études tertiaires,Femmes+,"Total, 25 à 64 ans",Population totale,62,31.0
2013,Nunavut,Études tertiaires,Total - Genre,25 à 34 ans,Population totale,62,29.0
2013,Nunavut,Études tertiaires,Hommes+,25 à 34 ans,Population totale,62,26.0
2013,Nunavut,Études tertiaires,Femmes+,25 à 34 ans,Population totale,62,32.0
2013,Nunavut,Études tertiaires,Total - Genre,30 à 34 ans,Population totale,62,35.0
2013,Nunavut,Études tertiaires,Hommes+,30 à 34 ans,Population totale,62,33.0
2013,Nunavut,Études tertiaires,Femmes+,30 à 34 ans,Population totale,62,37.0
2013,Nunavut,Études tertiaires,Total - Genre,35 à 44 ans,Population totale,62,27.0
2013,Nunavut,Études tertiaires,Hommes+,35 à 44 ans,Population totale,62,23.0
2013,Nunavut,Études tertiaires,Femmes+,35 à 44 ans,Population totale,62,33.0
2013,Nunavut,Études tertiaires,Total - Genre,45 à 54 ans,Population totale,62,26.0
2013,Nunavut,Études tertiaires,Hommes+,45 à 54 ans,Population totale,62,23.0
2013,Nunavut,Études tertiaires,Femmes+,45 à 54 ans,Population totale,62,29.0
2013,Nunavut,Études tertiaires,Total - Genre,55 à 64 ans,Population totale,62,29.0
2013,Nunavut,Études tertiaires,Hommes+,55 à 64 ans,Population totale,62,27.0
2013,Nunavut,Études tertiaires,Femmes+,55 à 64 ans,Population totale,62,33.0
2013,Nunavut,Enseignement tertiaire de cycle court,Total - Genre,"Total, 25 à 64 ans",Population totale,62,14.0
2013,Nunavut,Enseignement tertiaire de cycle court,Hommes+,"Total, 25 à 64 ans",Population totale,62,11.0
2013,Nunavut,Enseignement tertiaire de cycle court,Femmes+,"Total, 25 à 64 ans",Population totale,62,17.0
2013,Nunavut,Enseignement tertiaire de cycle court,Total - Genre,25 à 34 ans,Population totale,62,14.0
2013,Nunavut,Enseignement tertiaire de cycle court,Hommes+,25 à 34 ans,Population totale,62,12.0
2013,Nunavut,Enseignement tertiaire de cycle court,Femmes+,25 à 34 ans,Population totale,62,16.0
2013,Nunavut,Enseignement tertiaire de cycle court,Total - Genre,30 à 34 ans,Population totale,62,18.0
2013,Nunavut,Enseignement tertiaire de cycle court,Hommes+,30 à 34 ans,Population totale,62,
2013,Nunavut,Enseignement tertiaire de cycle court,Femmes+,30 à 34 ans,Population totale,62,21.0
2013,Nunavut,Enseignement tertiaire de cycle court,Total - Genre,35 à 44 ans,Population totale,62,14.0
2013,Nunavut,Enseignement tertiaire de cycle court,Hommes+,35 à 44 ans,Population totale,62,9.0
2013,Nunavut,Enseignement tertiaire de cycle court,Femmes+,35 à 44 ans,Population totale,62,20.0
2013,Nunavut,Enseignement tertiaire de cycle court,Total - Genre,45 à 54 ans,Population totale,62,11.0
2013,Nunavut,Enseignement tertiaire de cycle court,Hommes+,45 à 54 ans,Population totale,62,
2013,Nunavut,Enseignement tertiaire de cycle court,Femmes+,45 à 54 ans,Population totale,62,14.0
2013,Nunavut,Enseignement tertiaire de cycle court,Total - Genre,55 à 64 ans,Population totale,62,15.0
2013,Nunavut,Enseignement tertiaire de cycle court,Hommes+,55 à 64 ans,Population totale,62,
2013,Nunavut,Enseignement tertiaire de cycle court,Femmes+,55 à 64 ans,Population totale,62,
2013,Nunavut,Baccalauréat,Total - Genre,"Total, 25 à 64 ans",Population totale,62,8.0
2013,Nunavut,Baccalauréat,Hommes+,"Total, 25 à 64 ans",Population totale,62,6.0
2013,Nunavut,Baccalauréat,Femmes+,"Total, 25 à 64 ans",Population totale,62,9.0
2013,Nunavut,Baccalauréat,Total - Genre,25 à 34 ans,Population totale,62,8.0
2013,Nunavut,Baccalauréat,Hommes+,25 à 34 ans,Population totale,62,
2013,Nunavut,Baccalauréat,Femmes+,25 à 34 ans,Population totale,62,11.0
2013,Nunavut,Baccalauréat,Total - Genre,30 à 34 ans,Population totale,62,10.0
2013,Nunavut,Baccalauréat,Hommes+,30 à 34 ans,Population totale,62,
2013,Nunavut,Baccalauréat,Femmes+,30 à 34 ans,Population totale,62,
2013,Nunavut,Baccalauréat,Total - Genre,35 à 44 ans,Population totale,62,8.0
2013,Nunavut,Baccalauréat,Hommes+,35 à 44 ans,Population totale,62,8.0
2013,Nunavut,Baccalauréat,Femmes+,35 à 44 ans,Population totale,62,
2013,Nunavut,Baccalauréat,Total - Genre,45 à 54 ans,Population totale,62,6.0
2013,Nunavut,Baccalauréat,Hommes+,45 à 54 ans,Population totale,62,
2013,Nunavut,Baccalauréat,Femmes+,45 à 54 ans,Population totale,62,
2013,Nunavut,Baccalauréat,Total - Genre,55 à 64 ans,Population totale,62,
2013,Nunavut,Baccalauréat,Hommes+,55 à 64 ans,Population totale,62,
2013,Nunavut,Baccalauréat,Femmes+,55 à 64 ans,Population totale,62,
2013,Nunavut,Maîtrise ou doctorat,Total - Genre,"Total, 25 à 64 ans",Population totale,62,6.0
2013,Nunavut,Maîtrise ou doctorat,Hommes+,"Total, 25 à 64 ans",Population totale,62,7.0
2013,Nunavut,Maîtrise ou doctorat,Femmes+,"Total, 25 à 64 ans",Population totale,62,5.0
2013,Nunavut,Maîtrise ou doctorat,Total - Genre,25 à 34 ans,Population totale,62,6.0
2013,Nunavut,Maîtrise ou doctorat,Hommes+,25 à 34 ans,Population totale,62,
2013,Nunavut,Maîtrise ou doctorat,Femmes+,25 à 34 ans,Population totale,62,
2013,Nunavut,Maîtrise ou doctorat,Total - Genre,30 à 34 ans,Population totale,62,
2013,Nunavut,Maîtrise ou doctorat,Hommes+,30 à 34 ans,Population totale,62,
2013,Nunavut,Maîtrise ou doctorat,Femmes+,30 à 34 ans,Population totale,62,
2013,Nunavut,Maîtrise ou doctorat,Total - Genre,35 à 44 ans,Population totale,62,5.0
2013,Nunavut,Maîtrise ou doctorat,Hommes+,35 à 44 ans,Population totale,62,
2013,Nunavut,Maîtrise ou doctorat,Femmes+,35 à 44 ans,Population totale,62,
2013,Nunavut,Maîtrise ou doctorat,Total - Genre,45 à 54 ans,Population totale,62,8.0
2013,Nunavut,Maîtrise ou doctorat,Hommes+,45 à 54 ans,Population totale,62,11.0
2013,Nunavut,Maîtrise ou doctorat,Femmes+,45 à 54 ans,Population totale,62,
2013,Nunavut,Maîtrise ou doctorat,Total - Genre,55 à 64 ans,Population totale,62,
2013,Nunavut,Maîtrise ou doctorat,Hommes+,55 à 64 ans,Population totale,62,
2013,Nunavut,Maîtrise ou doctorat,Femmes+,55 à 64 ans,Population totale,62,
2014,Canada,Études tertiaires,Hommes+,"Total, 25 à 64 ans",Population totale,,48.0
2014,Canada,Études tertiaires,Femmes+,"Total, 25 à 64 ans",Population totale,,59.0
2014,Canada,Études tertiaires,Total - Genre,25 à 34 ans,Population totale,,58.0
2014,Canada,Études tertiaires,Hommes+,25 à 34 ans,Population totale,,50.0
2014,Canada,Études tertiaires,Femmes+,25 à 34 ans,Population totale,,66.0
2014,Canada,Études tertiaires,Total - Genre,30 à 34 ans,Population totale,,59.0
2014,Canada,Études tertiaires,Hommes+,30 à 34 ans,Population totale,,51.0
2014,Canada,Études tertiaires,Femmes+,30 à 34 ans,Population totale,,67.0
2014,Canada,Études tertiaires,Total - Genre,35 à 44 ans,Population totale,,60.0
2014,Canada,Études tertiaires,Hommes+,35 à 44 ans,Population totale,,53.0
2014,Canada,Études tertiaires,Femmes+,35 à 44 ans,Population totale,,67.0
2014,Canada,Études tertiaires,Total - Genre,45 à 54 ans,Population totale,,51.0
2014,Canada,Études tertiaires,Hommes+,45 à 54 ans,Population totale,,46.0
2014,Canada,Études tertiaires,Femmes+,45 à 54 ans,Population totale,,55.0
2014,Canada,Études tertiaires,Total - Genre,55 à 64 ans,Population totale,,45.0
2014,Canada,Études tertiaires,Hommes+,55 à 64 ans,Population totale,,42.0
2014,Canada,Études tertiaires,Femmes+,55 à 64 ans,Population totale,,47.0
2014,Canada,Enseignement tertiaire de cycle court,Total - Genre,"Total, 25 à 64 ans",Population totale,,25.0
2014,Canada,Enseignement tertiaire de cycle court,Hommes+,"Total, 25 à 64 ans",Population totale,,21.0
2014,Canada,Enseignement tertiaire de cycle court,Femmes+,"Total, 25 à 64 ans",Population totale,,29.0
2014,Canada,Enseignement tertiaire de cycle court,Total - Genre,25 à 34 ans,Population totale,,24.0
2014,Canada,Enseignement tertiaire de cycle court,Hommes+,25 à 34 ans,Population totale,,21.0
2014,Canada,Enseignement tertiaire de cycle court,Femmes+,25 à 34 ans,Population totale,,28.0
2014,Canada,Enseignement tertiaire de cycle court,Total - Genre,30 à 34 ans,Population totale,,25.0
2014,Canada,Enseignement tertiaire de cycle court,Hommes+,30 à 34 ans,Population totale,,22.0
2014,Canada,Enseignement tertiaire de cycle court,Femmes+,30 à 34 ans,Population totale,,28.0
2014,Canada,Enseignement tertiaire de cycle court,Total - Genre,35 à 44 ans,Population totale,,27.0
2014,Canada,Enseignement tertiaire de cycle court,Hommes+,35 à 44 ans,Population totale,,24.0
2014,Canada,Enseignement tertiaire de cycle court,Femmes+,35 à 44 ans,Population totale,,30.0
2014,Canada,Enseignement tertiaire de cycle court,Total - Genre,45 à 54 ans,Population totale,,26.0
2014,Canada,Enseignement tertiaire de cycle court,Hommes+,45 à 54 ans,Population totale,,22.0
2014,Canada,Enseignement tertiaire de cycle court,Femmes+,45 à 54 ans,Population totale,,30.0
2014,Canada,Enseignement tertiaire de cycle court,Total - Genre,55 à 64 ans,Population totale,,23.0
2014,Canada,Enseignement tertiaire de cycle court,Hommes+,55 à 64 ans,Population totale,,19.0
2014,Canada,Enseignement tertiaire de cycle court,Femmes+,55 à 64 ans,Population totale,,26.0
2014,Canada,Baccalauréat,Total - Genre,"Total, 25 à 64 ans",Population totale,,19.0
2014,Canada,Baccalauréat,Hommes+,"Total, 25 à 64 ans",Population totale,,17.0
2014,Canada,Baccalauréat,Femmes+,"Total, 25 à 64 ans",Population totale,,21.0
2014,Canada,Baccalauréat,Total - Genre,25 à 34 ans,Population totale,,24.0
2014,Canada,Baccalauréat,Hommes+,25 à 34 ans,Population totale,,20.0
2014,Canada,Baccalauréat,Femmes+,25 à 34 ans,Population totale,,28.0
2014,Canada,Baccalauréat,Total - Genre,30 à 34 ans,Population totale,,24.0
2014,Canada,Baccalauréat,Hommes+,30 à 34 ans,Population totale,,20.0
2014,Canada,Baccalauréat,Femmes+,30 à 34 ans,Population totale,,28.0
2014,Canada,Baccalauréat,Total - Genre,35 à 44 ans,Population totale,,22.0
2014,Canada,Baccalauréat,Hommes+,35 à 44 ans,Population totale,,19.0
2014,Canada,Baccalauréat,Femmes+,35 à 44 ans,Population totale,,25.0
2014,Canada,Baccalauréat,Total - Genre,45 à 54 ans,Population totale,,17.0
2014,Canada,Baccalauréat,Hommes+,45 à 54 ans,Population totale,,16.0
2014,Canada,Baccalauréat,Femmes+,45 à 54 ans,Population totale,,18.0
2014,Canada,Baccalauréat,Total - Genre,55 à 64 ans,Population totale,,14.0
2014,Canada,Baccalauréat,Hommes+,55 à 64 ans,Population totale,,14.0
2014,Canada,Baccalauréat,Femmes+,55 à 64 ans,Population totale,,14.0
2014,Canada,Maîtrise ou doctorat,Total - Genre,"Total, 25 à 64 ans",Population totale,,9.0
2014,Canada,Maîtrise ou doctorat,Hommes+,"Total, 25 à 64 ans",Population totale,,9.0
2014,Canada,Maîtrise ou doctorat,Femmes+,"Total, 25 à 64 ans",Population totale,,9.0
2014,Canada,Maîtrise ou doctorat,Total - Genre,25 à 34 ans,Population totale,,9.0
2014,Canada,Maîtrise ou doctorat,Hommes+,25 à 34 ans,Population totale,,8.0
2014,Canada,Maîtrise ou doctorat,Femmes+,25 à 34 ans,Population totale,,10.0
2014,Canada,Maîtrise ou doctorat,Total - Genre,30 à 34 ans,Population totale,,11.0
2014,Canada,Maîtrise ou doctorat,Hommes+,30 à 34 ans,Population totale,,9.0
2014,Canada,Maîtrise ou doctorat,Femmes+,30 à 34 ans,Population totale,,12.0
2014,Canada,Maîtrise ou doctorat,Total - Genre,35 à 44 ans,Population totale,,11.0
2014,Canada,Maîtrise ou doctorat,Hommes+,35 à 44 ans,Population totale,,10.0
2014,Canada,Maîtrise ou doctorat,Femmes+,35 à 44 ans,Population totale,,11.0
2014,Canada,Maîtrise ou doctorat,Total - Genre,45 à 54 ans,Population totale,,8.0
2014,Canada,Maîtrise ou doctorat,Hommes+,45 à 54 ans,Population totale,,9.0
2014,Canada,Maîtrise ou doctorat,Femmes+,45 à 54 ans,Population totale,,7.0
2014,Canada,Maîtrise ou doctorat,Total - Genre,55 à 64 ans,Population totale,,8.0
2014,Canada,Maîtrise ou doctorat,Hommes+,55 à 64 ans,Population totale,,9.0
2014,Canada,Maîtrise ou doctorat,Femmes+,55 à 64 ans,Population totale,,7.0
2014,Terre-Neuve-et-Labrador,Études tertiaires,Total - Genre,"Total, 25 à 64 ans",Population totale,10,42.0
2014,Terre-Neuve-et-Labrador,Études tertiaires,Hommes+,"Total, 25 à 64 ans",Population totale,10,36.0
2014,Terre-Neuve-et-Labrador,Études tertiaires,Femmes+,"Total, 25 à 64 ans",Population totale,10,49.0
2014,Terre-Neuve-et-Labrador,Études tertiaires,Total - Genre,25 à 34 ans,Population totale,10,54.0
2014,Terre-Neuve-et-Labrador,Études tertiaires,Hommes+,25 à 34 ans,Population totale,10,45.0
2014,Terre-Neuve-et-Labrador,Études tertiaires,Femmes+,25 à 34 ans,Population totale,10,63.0
2014,Terre-Neuve-et-Labrador,Études tertiaires,Total - Genre,30 à 34 ans,Population totale,10,57.0
2014,Terre-Neuve-et-Labrador,Études tertiaires,Hommes+,30 à 34 ans,Population totale,10,45.0
2014,Terre-Neuve-et-Labrador,Études tertiaires,Femmes+,30 à 34 ans,Population totale,10,69.0
2014,Terre-Neuve-et-Labrador,Études tertiaires,Total - Genre,35 à 44 ans,Population totale,10,53.0
2014,Terre-Neuve-et-Labrador,Études tertiaires,Hommes+,35 à 44 ans,Population totale,10,47.0
2014,Terre-Neuve-et-Labrador,Études tertiaires,Femmes+,35 à 44 ans,Population totale,10,59.0
2014,Terre-Neuve-et-Labrador,Études tertiaires,Total - Genre,45 à 54 ans,Population totale,10,39.0
2014,Terre-Neuve-et-Labrador,Études tertiaires,Hommes+,45 à 54 ans,Population totale,10,30.0
2014,Terre-Neuve-et-Labrador,Études tertiaires,Femmes+,45 à 54 ans,Population totale,10,47.0
