Year,Age at time of death,Sex,Leading causes of death,Value
2016,45 to 54 years,Males,Accidents (unintentional injuries),37.7
2016,45 to 54 years,Males,Intentional self-harm (suicide),24.0
2016,45 to 54 years,Females,Malignant neoplasms,93.9
2016,45 to 54 years,Females,Diabetes mellitus,4.0
2016,45 to 54 years,Females,Alzheimer's disease,0.3
2016,45 to 54 years,Females,Diseases of heart,17.7
2016,45 to 54 years,Females,Cerebrovascular diseases,5.7
2016,45 to 54 years,Females,Influenza and pneumonia,3.0
2016,45 to 54 years,Females,Chronic lower respiratory diseases,3.2
2016,45 to 54 years,Females,Chronic liver disease and cirrhosis,7.8
2016,45 to 54 years,Females,Accidents (unintentional injuries),14.2
2016,45 to 54 years,Females,Intentional self-harm (suicide),8.8
2016,55 to 64 years,Both sexes,Malignant neoplasms,262.5
2016,55 to 64 years,Both sexes,Diabetes mellitus,15.7
2016,55 to 64 years,Both sexes,Alzheimer's disease,1.3
2016,55 to 64 years,Both sexes,Diseases of heart,99.8
2016,55 to 64 years,Both sexes,Cerebrovascular diseases,16.7
2016,55 to 64 years,Both sexes,Influenza and pneumonia,8.3
2016,55 to 64 years,Both sexes,Chronic lower respiratory diseases,19.3
2016,55 to 64 years,Both sexes,Chronic liver disease and cirrhosis,19.5
2016,55 to 64 years,Both sexes,Accidents (unintentional injuries),25.7
2016,55 to 64 years,Both sexes,Intentional self-harm (suicide),14.5
2016,55 to 64 years,Males,Malignant neoplasms,278.3
2016,55 to 64 years,Males,Diabetes mellitus,20.6
2016,55 to 64 years,Males,Alzheimer's disease,0.9
2016,55 to 64 years,Males,Diseases of heart,150.3
2016,55 to 64 years,Males,Cerebrovascular diseases,20.4
2016,55 to 64 years,Males,Influenza and pneumonia,10.1
2016,55 to 64 years,Males,Chronic lower respiratory diseases,21.6
2016,55 to 64 years,Males,Chronic liver disease and cirrhosis,26.8
2016,55 to 64 years,Males,Accidents (unintentional injuries),37.1
2016,55 to 64 years,Males,Intentional self-harm (suicide),21.9
2016,55 to 64 years,Females,Malignant neoplasms,247.0
2016,55 to 64 years,Females,Diabetes mellitus,10.8
2016,55 to 64 years,Females,Alzheimer's disease,1.6
2016,55 to 64 years,Females,Diseases of heart,49.9
2016,55 to 64 years,Females,Cerebrovascular diseases,13.0
2016,55 to 64 years,Females,Influenza and pneumonia,6.6
2016,55 to 64 years,Females,Chronic lower respiratory diseases,17.1
2016,55 to 64 years,Females,Chronic liver disease and cirrhosis,12.4
2016,55 to 64 years,Females,Accidents (unintentional injuries),14.6
2016,55 to 64 years,Females,Intentional self-harm (suicide),7.1
2016,65 to 74 years,Both sexes,Malignant neoplasms,622.5
2016,65 to 74 years,Both sexes,Diabetes mellitus,42.9
2016,65 to 74 years,Both sexes,Alzheimer's disease,11.1
2016,65 to 74 years,Both sexes,Diseases of heart,240.4
2016,65 to 74 years,Both sexes,Cerebrovascular diseases,51.4
2016,65 to 74 years,Both sexes,Influenza and pneumonia,19.6
2016,65 to 74 years,Both sexes,Chronic lower respiratory diseases,77.1
2016,65 to 74 years,Both sexes,Chronic liver disease and cirrhosis,28.1
2016,65 to 74 years,Both sexes,Accidents (unintentional injuries),33.6
2016,65 to 74 years,Both sexes,Intentional self-harm (suicide),10.2
2016,65 to 74 years,Males,Malignant neoplasms,707.9
2016,65 to 74 years,Males,Diabetes mellitus,56.6
2016,65 to 74 years,Males,Alzheimer's disease,10.1
2016,65 to 74 years,Males,Diseases of heart,334.3
2016,65 to 74 years,Males,Cerebrovascular diseases,60.8
2016,65 to 74 years,Males,Influenza and pneumonia,24.2
2016,65 to 74 years,Males,Chronic lower respiratory diseases,85.5
2016,65 to 74 years,Males,Chronic liver disease and cirrhosis,40.3
2016,65 to 74 years,Males,Accidents (unintentional injuries),43.9
2016,65 to 74 years,Males,Intentional self-harm (suicide),15.7
2016,65 to 74 years,Females,Malignant neoplasms,542.5
2016,65 to 74 years,Females,Diabetes mellitus,30.2
2016,65 to 74 years,Females,Alzheimer's disease,12.0
2016,65 to 74 years,Females,Diseases of heart,152.5
2016,65 to 74 years,Females,Cerebrovascular diseases,42.6
2016,65 to 74 years,Females,Influenza and pneumonia,15.3
2016,65 to 74 years,Females,Chronic lower respiratory diseases,69.2
2016,65 to 74 years,Females,Chronic liver disease and cirrhosis,16.7
2016,65 to 74 years,Females,Accidents (unintentional injuries),23.9
2016,65 to 74 years,Females,Intentional self-harm (suicide),5.1
2016,75 to 84 years,Both sexes,Malignant neoplasms,1253.4
2016,75 to 84 years,Both sexes,Diabetes mellitus,108.9
2016,75 to 84 years,Both sexes,Alzheimer's disease,92.5
2016,75 to 84 years,Both sexes,Diseases of heart,724.4
2016,75 to 84 years,Both sexes,Cerebrovascular diseases,205.9
2016,75 to 84 years,Both sexes,Influenza and pneumonia,75.1
2016,75 to 84 years,Both sexes,Chronic lower respiratory diseases,230.1
2016,75 to 84 years,Both sexes,Chronic liver disease and cirrhosis,29.2
2016,75 to 84 years,Both sexes,Accidents (unintentional injuries),104.5
2016,75 to 84 years,Both sexes,Intentional self-harm (suicide),11.5
2016,75 to 84 years,Males,Malignant neoplasms,1541.5
2016,75 to 84 years,Males,Diabetes mellitus,133.3
2016,75 to 84 years,Males,Alzheimer's disease,84.7
2016,75 to 84 years,Males,Diseases of heart,933.2
2016,75 to 84 years,Males,Cerebrovascular diseases,220.9
2016,75 to 84 years,Males,Influenza and pneumonia,88.8
2016,75 to 84 years,Males,Chronic lower respiratory diseases,259.7
2016,75 to 84 years,Males,Chronic liver disease and cirrhosis,38.9
2016,75 to 84 years,Males,Accidents (unintentional injuries),128.3
2016,75 to 84 years,Males,Intentional self-harm (suicide),20.4
2016,75 to 84 years,Females,Malignant neoplasms,1020.6
2016,75 to 84 years,Females,Diabetes mellitus,89.2
2016,75 to 84 years,Females,Alzheimer's disease,98.8
2016,75 to 84 years,Females,Diseases of heart,555.7
2016,75 to 84 years,Females,Cerebrovascular diseases,193.8
2016,75 to 84 years,Females,Influenza and pneumonia,64.1
2016,75 to 84 years,Females,Chronic lower respiratory diseases,206.1
2016,75 to 84 years,Females,Chronic liver disease and cirrhosis,21.3
2016,75 to 84 years,Females,Accidents (unintentional injuries),85.3
2016,75 to 84 years,Females,Intentional self-harm (suicide),4.3
2016,85 and over,Both sexes,Malignant neoplasms,2066.4
2016,85 and over,Both sexes,Diabetes mellitus,278.0
2016,85 and over,Both sexes,Alzheimer's disease,561.7
2016,85 and over,Both sexes,Diseases of heart,2892.0
2016,85 and over,Both sexes,Cerebrovascular diseases,869.1
2016,85 and over,Both sexes,Influenza and pneumonia,442.8
2016,85 and over,Both sexes,Chronic lower respiratory diseases,557.8
2016,85 and over,Both sexes,Chronic liver disease and cirrhosis,25.1
2016,85 and over,Both sexes,Accidents (unintentional injuries),474.3
2016,85 and over,Both sexes,Intentional self-harm (suicide),10.2
2016,85 and over,Males,Malignant neoplasms,2856.5
2016,85 and over,Males,Diabetes mellitus,320.0
2016,85 and over,Males,Alzheimer's disease,441.6
2016,85 and over,Males,Diseases of heart,3262.6
2016,85 and over,Males,Cerebrovascular diseases,795.0
2016,85 and over,Males,Influenza and pneumonia,518.5
2016,85 and over,Males,Chronic lower respiratory diseases,750.3
2016,85 and over,Males,Chronic liver disease and cirrhosis,39.5
2016,85 and over,Males,Accidents (unintentional injuries),510.1
2016,85 and over,Males,Intentional self-harm (suicide),22.0
2016,85 and over,Females,Malignant neoplasms,1645.3
2016,85 and over,Females,Diabetes mellitus,255.6
2016,85 and over,Females,Alzheimer's disease,625.7
2016,85 and over,Females,Diseases of heart,2694.4
2016,85 and over,Females,Cerebrovascular diseases,908.6
2016,85 and over,Females,Influenza and pneumonia,402.5
2016,85 and over,Females,Chronic lower respiratory diseases,455.2
2016,85 and over,Females,Chronic liver disease and cirrhosis,17.4
2016,85 and over,Females,Accidents (unintentional injuries),455.2
2016,85 and over,Females,Intentional self-harm (suicide),3.9
2017,All ages,Both sexes,Malignant neoplasms,219.2
2017,All ages,Both sexes,Diabetes mellitus,19.0
2017,All ages,Both sexes,Alzheimer's disease,18.3
2017,All ages,Both sexes,Diseases of heart,146.5
2017,All ages,Both sexes,Cerebrovascular diseases,38.2
2017,All ages,Both sexes,Influenza and pneumonia,20.4
2017,All ages,Both sexes,Chronic lower respiratory diseases,35.3
2017,All ages,Both sexes,Chronic liver disease and cirrhosis,9.5
2017,All ages,Both sexes,Accidents (unintentional injuries),41.2
2017,All ages,Both sexes,Intentional self-harm (suicide),12.2
2017,All ages,Males,Malignant neoplasms,233.3
2017,All ages,Males,Diabetes mellitus,21.6
2017,All ages,Males,Alzheimer's disease,11.9
2017,All ages,Males,Diseases of heart,159.6
2017,All ages,Males,Cerebrovascular diseases,33.3
2017,All ages,Males,Influenza and pneumonia,18.4
2017,All ages,Males,Chronic lower respiratory diseases,34.8
2017,All ages,Males,Chronic liver disease and cirrhosis,12.2
2017,All ages,Males,Accidents (unintentional injuries),51.1
2017,All ages,Males,Intentional self-harm (suicide),18.4
2017,All ages,Females,Malignant neoplasms,205.3
2017,All ages,Females,Diabetes mellitus,16.4
2017,All ages,Females,Alzheimer's disease,24.6
2017,All ages,Females,Diseases of heart,133.6
2017,All ages,Females,Cerebrovascular diseases,42.9
2017,All ages,Females,Influenza and pneumonia,22.3
2017,All ages,Females,Chronic lower respiratory diseases,35.8
2017,All ages,Females,Chronic liver disease and cirrhosis,6.8
2017,All ages,Females,Accidents (unintentional injuries),31.4
2017,All ages,Females,Intentional self-harm (suicide),6.2
2017,1 to 14 years,Both sexes,Malignant neoplasms,1.9
2017,1 to 14 years,Both sexes,Diabetes mellitus,0.0
2017,1 to 14 years,Both sexes,Alzheimer's disease,0.0
2017,1 to 14 years,Both sexes,Diseases of heart,0.4
2017,1 to 14 years,Both sexes,Cerebrovascular diseases,0.1
2017,1 to 14 years,Both sexes,Influenza and pneumonia,0.4
2017,1 to 14 years,Both sexes,Chronic lower respiratory diseases,0.1
2017,1 to 14 years,Both sexes,Chronic liver disease and cirrhosis,0.0
2017,1 to 14 years,Both sexes,Accidents (unintentional injuries),2.9
2017,1 to 14 years,Both sexes,Intentional self-harm (suicide),0.7
2017,1 to 14 years,Males,Malignant neoplasms,2.4
2017,1 to 14 years,Males,Diabetes mellitus,0.0
2017,1 to 14 years,Males,Alzheimer's disease,0.0
2017,1 to 14 years,Males,Diseases of heart,0.5
2017,1 to 14 years,Males,Cerebrovascular diseases,0.2
2017,1 to 14 years,Males,Influenza and pneumonia,0.4
2017,1 to 14 years,Males,Chronic lower respiratory diseases,0.0
2017,1 to 14 years,Males,Chronic liver disease and cirrhosis,0.0
2017,1 to 14 years,Males,Accidents (unintentional injuries),3.5
2017,1 to 14 years,Males,Intentional self-harm (suicide),0.4
2017,1 to 14 years,Females,Malignant neoplasms,1.4
2017,1 to 14 years,Females,Diabetes mellitus,0.0
2017,1 to 14 years,Females,Alzheimer's disease,0.0
2017,1 to 14 years,Females,Diseases of heart,0.3
2017,1 to 14 years,Females,Cerebrovascular diseases,0.0
2017,1 to 14 years,Females,Influenza and pneumonia,0.3
2017,1 to 14 years,Females,Chronic lower respiratory diseases,0.1
2017,1 to 14 years,Females,Chronic liver disease and cirrhosis,0.0
2017,1 to 14 years,Females,Accidents (unintentional injuries),2.2
2017,1 to 14 years,Females,Intentional self-harm (suicide),1.0
2017,15 to 24,Both sexes,Malignant neoplasms,3.2
2017,15 to 24,Both sexes,Diabetes mellitus,0.3
2017,15 to 24,Both sexes,Alzheimer's disease,0.0
2017,15 to 24,Both sexes,Diseases of heart,1.2
2017,15 to 24,Both sexes,Cerebrovascular diseases,0.3
2017,15 to 24,Both sexes,Influenza and pneumonia,0.2
2017,15 to 24,Both sexes,Chronic lower respiratory diseases,0.3
2017,15 to 24,Both sexes,Chronic liver disease and cirrhosis,0.1
2017,15 to 24,Both sexes,Accidents (unintentional injuries),19.8
2017,15 to 24,Both sexes,Intentional self-harm (suicide),12.8
2017,15 to 24,Males,Malignant neoplasms,4.0
2017,15 to 24,Males,Diabetes mellitus,0.3
2017,15 to 24,Males,Alzheimer's disease,0.0
2017,15 to 24,Males,Diseases of heart,1.6
2017,15 to 24,Males,Cerebrovascular diseases,0.3
2017,15 to 24,Males,Influenza and pneumonia,0.2
2017,15 to 24,Males,Chronic lower respiratory diseases,0.2
2017,15 to 24,Males,Chronic liver disease and cirrhosis,0.0
2017,15 to 24,Males,Accidents (unintentional injuries),27.9
2017,15 to 24,Males,Intentional self-harm (suicide),17.3
2017,15 to 24,Females,Malignant neoplasms,2.4
2017,15 to 24,Females,Diabetes mellitus,0.4
2017,15 to 24,Females,Alzheimer's disease,0.0
2017,15 to 24,Females,Diseases of heart,0.7
2017,15 to 24,Females,Cerebrovascular diseases,0.2
2017,15 to 24,Females,Influenza and pneumonia,0.2
2017,15 to 24,Females,Chronic lower respiratory diseases,0.3
2017,15 to 24,Females,Chronic liver disease and cirrhosis,0.2
2017,15 to 24,Females,Accidents (unintentional injuries),11.0
2017,15 to 24,Females,Intentional self-harm (suicide),7.9
2017,25 to 34 years,Both sexes,Malignant neoplasms,7.3
2017,25 to 34 years,Both sexes,Diabetes mellitus,1.0
2017,25 to 34 years,Both sexes,Alzheimer's disease,0.0
2017,25 to 34 years,Both sexes,Diseases of heart,3.4
2017,25 to 34 years,Both sexes,Cerebrovascular diseases,0.6
2017,25 to 34 years,Both sexes,Influenza and pneumonia,0.5
2017,25 to 34 years,Both sexes,Chronic lower respiratory diseases,0.2
2017,25 to 34 years,Both sexes,Chronic liver disease and cirrhosis,1.1
2017,25 to 34 years,Both sexes,Accidents (unintentional injuries),34.2
2017,25 to 34 years,Both sexes,Intentional self-harm (suicide),14.3
2017,25 to 34 years,Males,Malignant neoplasms,7.4
2017,25 to 34 years,Males,Diabetes mellitus,1.1
2017,25 to 34 years,Males,Alzheimer's disease,0.0
2017,25 to 34 years,Males,Diseases of heart,4.3
2017,25 to 34 years,Males,Cerebrovascular diseases,0.7
2017,25 to 34 years,Males,Influenza and pneumonia,0.5
2017,25 to 34 years,Males,Chronic lower respiratory diseases,0.2
2017,25 to 34 years,Males,Chronic liver disease and cirrhosis,1.1
2017,25 to 34 years,Males,Accidents (unintentional injuries),53.2
2017,25 to 34 years,Males,Intentional self-harm (suicide),21.5
2017,25 to 34 years,Females,Malignant neoplasms,7.3
2017,25 to 34 years,Females,Diabetes mellitus,0.9
2017,25 to 34 years,Females,Alzheimer's disease,0.0
2017,25 to 34 years,Females,Diseases of heart,2.6
2017,25 to 34 years,Females,Cerebrovascular diseases,0.6
2017,25 to 34 years,Females,Influenza and pneumonia,0.4
2017,25 to 34 years,Females,Chronic lower respiratory diseases,0.3
2017,25 to 34 years,Females,Chronic liver disease and cirrhosis,1.1
2017,25 to 34 years,Females,Accidents (unintentional injuries),14.5
2017,25 to 34 years,Females,Intentional self-harm (suicide),6.8
2017,35 to 44 years,Both sexes,Malignant neoplasms,23.3
2017,35 to 44 years,Both sexes,Diabetes mellitus,2.1
2017,35 to 44 years,Both sexes,Alzheimer's disease,0.0
2017,35 to 44 years,Both sexes,Diseases of heart,10.1
2017,35 to 44 years,Both sexes,Cerebrovascular diseases,2.1
2017,35 to 44 years,Both sexes,Influenza and pneumonia,0.9
2017,35 to 44 years,Both sexes,Chronic lower respiratory diseases,0.4
2017,35 to 44 years,Both sexes,Chronic liver disease and cirrhosis,3.5
2017,35 to 44 years,Both sexes,Accidents (unintentional injuries),32.0
2017,35 to 44 years,Both sexes,Intentional self-harm (suicide),14.4
2017,35 to 44 years,Males,Malignant neoplasms,19.7
2017,35 to 44 years,Males,Diabetes mellitus,2.7
2017,35 to 44 years,Males,Alzheimer's disease,0.0
2017,35 to 44 years,Males,Diseases of heart,15.0
2017,35 to 44 years,Males,Cerebrovascular diseases,2.5
2017,35 to 44 years,Males,Influenza and pneumonia,1.0
2017,35 to 44 years,Males,Chronic lower respiratory diseases,0.4
2017,35 to 44 years,Males,Chronic liver disease and cirrhosis,3.9
2017,35 to 44 years,Males,Accidents (unintentional injuries),50.1
2017,35 to 44 years,Males,Intentional self-harm (suicide),22.3
2017,35 to 44 years,Females,Malignant neoplasms,26.9
2017,35 to 44 years,Females,Diabetes mellitus,1.4
2017,35 to 44 years,Females,Alzheimer's disease,0.0
2017,35 to 44 years,Females,Diseases of heart,5.2
2017,35 to 44 years,Females,Cerebrovascular diseases,1.6
2017,35 to 44 years,Females,Influenza and pneumonia,0.8
2017,35 to 44 years,Females,Chronic lower respiratory diseases,0.3
2017,35 to 44 years,Females,Chronic liver disease and cirrhosis,3.2
2017,35 to 44 years,Females,Accidents (unintentional injuries),14.3
2017,35 to 44 years,Females,Intentional self-harm (suicide),6.7
2017,45 to 54 years,Both sexes,Malignant neoplasms,84.4
2017,45 to 54 years,Both sexes,Diabetes mellitus,6.4
2017,45 to 54 years,Both sexes,Alzheimer's disease,0.1
2017,45 to 54 years,Both sexes,Diseases of heart,35.2
2017,45 to 54 years,Both sexes,Cerebrovascular diseases,6.4
2017,45 to 54 years,Both sexes,Influenza and pneumonia,2.9
2017,45 to 54 years,Both sexes,Chronic lower respiratory diseases,3.8
2017,45 to 54 years,Both sexes,Chronic liver disease and cirrhosis,9.4
2017,45 to 54 years,Both sexes,Accidents (unintentional injuries),34.4
2017,45 to 54 years,Both sexes,Intentional self-harm (suicide),18.0
2017,45 to 54 years,Males,Malignant neoplasms,80.2
2017,45 to 54 years,Males,Diabetes mellitus,8.3
2017,45 to 54 years,Males,Alzheimer's disease,0.1
2017,45 to 54 years,Males,Diseases of heart,54.3
2017,45 to 54 years,Males,Cerebrovascular diseases,7.3
2017,45 to 54 years,Males,Influenza and pneumonia,3.3
2017,45 to 54 years,Males,Chronic lower respiratory diseases,4.1
2017,45 to 54 years,Males,Chronic liver disease and cirrhosis,11.7
2017,45 to 54 years,Males,Accidents (unintentional injuries),50.5
2017,45 to 54 years,Males,Intentional self-harm (suicide),26.6
2017,45 to 54 years,Females,Malignant neoplasms,88.5
2017,45 to 54 years,Females,Diabetes mellitus,4.4
2017,45 to 54 years,Females,Alzheimer's disease,0.1
2017,45 to 54 years,Females,Diseases of heart,16.3
2017,45 to 54 years,Females,Cerebrovascular diseases,5.5
2017,45 to 54 years,Females,Influenza and pneumonia,2.6
2017,45 to 54 years,Females,Chronic lower respiratory diseases,3.4
2017,45 to 54 years,Females,Chronic liver disease and cirrhosis,7.1
2017,45 to 54 years,Females,Accidents (unintentional injuries),18.4
2017,45 to 54 years,Females,Intentional self-harm (suicide),9.5
2017,55 to 64 years,Both sexes,Malignant neoplasms,260.1
2017,55 to 64 years,Both sexes,Diabetes mellitus,16.3
2017,55 to 64 years,Both sexes,Alzheimer's disease,1.4
2017,55 to 64 years,Both sexes,Diseases of heart,100.1
2017,55 to 64 years,Both sexes,Cerebrovascular diseases,15.9
2017,55 to 64 years,Both sexes,Influenza and pneumonia,7.3
2017,55 to 64 years,Both sexes,Chronic lower respiratory diseases,19.8
2017,55 to 64 years,Both sexes,Chronic liver disease and cirrhosis,19.5
2017,55 to 64 years,Both sexes,Accidents (unintentional injuries),32.6
2017,55 to 64 years,Both sexes,Intentional self-harm (suicide),16.4
2017,55 to 64 years,Males,Malignant neoplasms,277.2
2017,55 to 64 years,Males,Diabetes mellitus,22.4
2017,55 to 64 years,Males,Alzheimer's disease,1.1
2017,55 to 64 years,Males,Diseases of heart,150.4
2017,55 to 64 years,Males,Cerebrovascular diseases,17.9
2017,55 to 64 years,Males,Influenza and pneumonia,8.2
2017,55 to 64 years,Males,Chronic lower respiratory diseases,20.9
2017,55 to 64 years,Males,Chronic liver disease and cirrhosis,26.7
2017,55 to 64 years,Males,Accidents (unintentional injuries),47.5
2017,55 to 64 years,Males,Intentional self-harm (suicide),24.5
2017,55 to 64 years,Females,Malignant neoplasms,243.4
2017,55 to 64 years,Females,Diabetes mellitus,10.5
2017,55 to 64 years,Females,Alzheimer's disease,1.7
2017,55 to 64 years,Females,Diseases of heart,51.0
2017,55 to 64 years,Females,Cerebrovascular diseases,14.0
2017,55 to 64 years,Females,Influenza and pneumonia,6.4
2017,55 to 64 years,Females,Chronic lower respiratory diseases,18.6
2017,55 to 64 years,Females,Chronic liver disease and cirrhosis,12.4
2017,55 to 64 years,Females,Accidents (unintentional injuries),18.1
2017,55 to 64 years,Females,Intentional self-harm (suicide),8.5
2017,65 to 74 years,Both sexes,Malignant neoplasms,611.5
2017,65 to 74 years,Both sexes,Diabetes mellitus,43.3
2017,65 to 74 years,Both sexes,Alzheimer's disease,11.5
2017,65 to 74 years,Both sexes,Diseases of heart,247.0
2017,65 to 74 years,Both sexes,Cerebrovascular diseases,50.4
2017,65 to 74 years,Both sexes,Influenza and pneumonia,20.5
2017,65 to 74 years,Both sexes,Chronic lower respiratory diseases,80.2
2017,65 to 74 years,Both sexes,Chronic liver disease and cirrhosis,28.2
2017,65 to 74 years,Both sexes,Accidents (unintentional injuries),36.0
2017,65 to 74 years,Both sexes,Intentional self-harm (suicide),10.9
2017,65 to 74 years,Males,Malignant neoplasms,699.8
2017,65 to 74 years,Males,Diabetes mellitus,56.9
2017,65 to 74 years,Males,Alzheimer's disease,10.5
2017,65 to 74 years,Males,Diseases of heart,349.5
2017,65 to 74 years,Males,Cerebrovascular diseases,60.1
2017,65 to 74 years,Males,Influenza and pneumonia,24.9
2017,65 to 74 years,Males,Chronic lower respiratory diseases,87.2
2017,65 to 74 years,Males,Chronic liver disease and cirrhosis,40.2
2017,65 to 74 years,Males,Accidents (unintentional injuries),47.8
2017,65 to 74 years,Males,Intentional self-harm (suicide),18.0
2017,65 to 74 years,Females,Malignant neoplasms,528.8
2017,65 to 74 years,Females,Diabetes mellitus,30.7
2017,65 to 74 years,Females,Alzheimer's disease,12.5
2017,65 to 74 years,Females,Diseases of heart,151.0
2017,65 to 74 years,Females,Cerebrovascular diseases,41.3
2017,65 to 74 years,Females,Influenza and pneumonia,16.4
2017,65 to 74 years,Females,Chronic lower respiratory diseases,73.6
2017,65 to 74 years,Females,Chronic liver disease and cirrhosis,17.0
2017,65 to 74 years,Females,Accidents (unintentional injuries),25.0
2017,65 to 74 years,Females,Intentional self-harm (suicide),4.3
2017,75 to 84 years,Both sexes,Malignant neoplasms,1248.2
2017,75 to 84 years,Both sexes,Diabetes mellitus,107.3
2017,75 to 84 years,Both sexes,Alzheimer's disease,90.0
2017,75 to 84 years,Both sexes,Diseases of heart,724.4
2017,75 to 84 years,Both sexes,Cerebrovascular diseases,212.0
2017,75 to 84 years,Both sexes,Influenza and pneumonia,89.9
2017,75 to 84 years,Both sexes,Chronic lower respiratory diseases,228.6
2017,75 to 84 years,Both sexes,Chronic liver disease and cirrhosis,28.4
2017,75 to 84 years,Both sexes,Accidents (unintentional injuries),106.6
2017,75 to 84 years,Both sexes,Intentional self-harm (suicide),11.4
2017,75 to 84 years,Males,Malignant neoplasms,1526.1
2017,75 to 84 years,Males,Diabetes mellitus,139.8
2017,75 to 84 years,Males,Alzheimer's disease,83.7
2017,75 to 84 years,Males,Diseases of heart,933.4
2017,75 to 84 years,Males,Cerebrovascular diseases,235.3
2017,75 to 84 years,Males,Influenza and pneumonia,98.0
2017,75 to 84 years,Males,Chronic lower respiratory diseases,251.2
2017,75 to 84 years,Males,Chronic liver disease and cirrhosis,37.0
2017,75 to 84 years,Males,Accidents (unintentional injuries),132.3
2017,75 to 84 years,Males,Intentional self-harm (suicide),19.5
2017,75 to 84 years,Females,Malignant neoplasms,1018.4
2017,75 to 84 years,Females,Diabetes mellitus,80.4
2017,75 to 84 years,Females,Alzheimer's disease,95.3
2017,75 to 84 years,Females,Diseases of heart,551.6
2017,75 to 84 years,Females,Cerebrovascular diseases,192.7
2017,75 to 84 years,Females,Influenza and pneumonia,83.1
2017,75 to 84 years,Females,Chronic lower respiratory diseases,209.8
2017,75 to 84 years,Females,Chronic liver disease and cirrhosis,21.3
2017,75 to 84 years,Females,Accidents (unintentional injuries),85.4
2017,75 to 84 years,Females,Intentional self-harm (suicide),4.7
2017,85 and over,Both sexes,Malignant neoplasms,2092.0
2017,85 and over,Both sexes,Diabetes mellitus,270.5
2017,85 and over,Both sexes,Alzheimer's disease,574.5
2017,85 and over,Both sexes,Diseases of heart,3023.9
2017,85 and over,Both sexes,Cerebrovascular diseases,884.3
2017,85 and over,Both sexes,Influenza and pneumonia,561.7
2017,85 and over,Both sexes,Chronic lower respiratory diseases,589.0
2017,85 and over,Both sexes,Chronic liver disease and cirrhosis,32.5
2017,85 and over,Both sexes,Accidents (unintentional injuries),514.0
2017,85 and over,Both sexes,Intentional self-harm (suicide),12.8
2017,85 and over,Males,Malignant neoplasms,2849.4
2017,85 and over,Males,Diabetes mellitus,332.5
2017,85 and over,Males,Alzheimer's disease,448.7
2017,85 and over,Males,Diseases of heart,3421.4
2017,85 and over,Males,Cerebrovascular diseases,837.9
2017,85 and over,Males,Influenza and pneumonia,625.9
2017,85 and over,Males,Chronic lower respiratory diseases,751.8
2017,85 and over,Males,Chronic liver disease and cirrhosis,45.7
2017,85 and over,Males,Accidents (unintentional injuries),557.9
2017,85 and over,Males,Intentional self-harm (suicide),28.0
2017,85 and over,Females,Malignant neoplasms,1676.2
2017,85 and over,Females,Diabetes mellitus,236.4
2017,85 and over,Females,Alzheimer's disease,643.6
2017,85 and over,Females,Diseases of heart,2805.7
2017,85 and over,Females,Cerebrovascular diseases,909.8
2017,85 and over,Females,Influenza and pneumonia,526.4
2017,85 and over,Females,Chronic lower respiratory diseases,499.6
2017,85 and over,Females,Chronic liver disease and cirrhosis,25.3
2017,85 and over,Females,Accidents (unintentional injuries),489.8
2017,85 and over,Females,Intentional self-harm (suicide),4.5
2018,All ages,Both sexes,Malignant neoplasms,215.1
2018,All ages,Both sexes,Diabetes mellitus,18.5
2018,All ages,Both sexes,Alzheimer's disease,17.4
2018,All ages,Both sexes,Diseases of heart,146.2
2018,All ages,Both sexes,Cerebrovascular diseases,36.5
2018,All ages,Both sexes,Influenza and pneumonia,23.2
2018,All ages,Both sexes,Chronic lower respiratory diseases,35.3
2018,All ages,Both sexes,Chronic liver disease and cirrhosis,9.6
2018,All ages,Both sexes,Accidents (unintentional injuries),42.8
2018,All ages,Both sexes,Intentional self-harm (suicide),12.3
2018,All ages,Males,Malignant neoplasms,229.4
2018,All ages,Males,Diabetes mellitus,20.6
2018,All ages,Males,Alzheimer's disease,11.4
2018,All ages,Males,Diseases of heart,159.7
2018,All ages,Males,Cerebrovascular diseases,31.4
2018,All ages,Males,Influenza and pneumonia,21.7
2018,All ages,Males,Chronic lower respiratory diseases,35.2
2018,All ages,Males,Chronic liver disease and cirrhosis,12.3
2018,All ages,Males,Accidents (unintentional injuries),51.8
2018,All ages,Males,Intentional self-harm (suicide),18.7
2018,All ages,Females,Malignant neoplasms,201.0
2018,All ages,Females,Diabetes mellitus,16.5
2018,All ages,Females,Alzheimer's disease,23.2
2018,All ages,Females,Diseases of heart,132.9
2018,All ages,Females,Cerebrovascular diseases,41.6
2018,All ages,Females,Influenza and pneumonia,24.7
2018,All ages,Females,Chronic lower respiratory diseases,35.3
2018,All ages,Females,Chronic liver disease and cirrhosis,7.1
2018,All ages,Females,Accidents (unintentional injuries),33.9
2018,All ages,Females,Intentional self-harm (suicide),6.1
2018,1 to 14 years,Both sexes,Malignant neoplasms,2.1
2018,1 to 14 years,Both sexes,Diabetes mellitus,0.0
2018,1 to 14 years,Both sexes,Alzheimer's disease,0.0
2018,1 to 14 years,Both sexes,Diseases of heart,0.3
2018,1 to 14 years,Both sexes,Cerebrovascular diseases,0.1
2018,1 to 14 years,Both sexes,Influenza and pneumonia,0.5
2018,1 to 14 years,Both sexes,Chronic lower respiratory diseases,0.1
2018,1 to 14 years,Both sexes,Chronic liver disease and cirrhosis,0.0
