Year,Géographie,Type de matières récupérées,Sources des matières préparées en vue du recyclage,GeoCode,Value
2020,Alberta,Récipients triangulaires et aseptiques,Toutes les sources des matières récupérées,48,
2020,Alberta,Récipients triangulaires et aseptiques,Sources des matières résidentielles récupérées,48,
2020,Alberta,Récipients triangulaires et aseptiques,Sources des matières non résidentielles récupérées,48,
2020,Alberta,Textiles,Toutes les sources des matières récupérées,48,
2020,Alberta,Textiles,Sources des matières résidentielles récupérées,48,
2020,Alberta,Textiles,Sources des matières non résidentielles récupérées,48,
2020,Alberta,Pneus,Toutes les sources des matières récupérées,48,15.04772134
2020,Alberta,Pneus,Sources des matières résidentielles récupérées,48,
2020,Alberta,Pneus,Sources des matières non résidentielles récupérées,48,
2020,Alberta,"data.Construction, renovation and demolition",Toutes les sources des matières récupérées,48,16.27556614
2020,Alberta,"data.Construction, renovation and demolition",Sources des matières résidentielles récupérées,48,2.449349987
2020,Alberta,"data.Construction, renovation and demolition",Sources des matières non résidentielles récupérées,48,13.82621615
2020,Alberta,Matières organiques,Toutes les sources des matières récupérées,48,70.32949169
2020,Alberta,Matières organiques,Sources des matières résidentielles récupérées,48,51.55725497
2020,Alberta,Matières organiques,Sources des matières non résidentielles récupérées,48,18.77223672
2020,Alberta,Autres matières,Toutes les sources des matières récupérées,48,1.153354486
2020,Alberta,Autres matières,Sources des matières résidentielles récupérées,48,0.383772253
2020,Alberta,Autres matières,Sources des matières non résidentielles récupérées,48,0.769582234
2020,Colombie-Britannique,Toutes les matières,Toutes les sources des matières récupérées,59,357.9662089
2020,Colombie-Britannique,Toutes les matières,Sources des matières résidentielles récupérées,59,
2020,Colombie-Britannique,Toutes les matières,Sources des matières non résidentielles récupérées,59,
2020,Colombie-Britannique,Toutes les fibres cellulosiques,Toutes les sources des matières récupérées,59,108.6809317
2020,Colombie-Britannique,Toutes les fibres cellulosiques,Sources des matières résidentielles récupérées,59,37.43966389
2020,Colombie-Britannique,Toutes les fibres cellulosiques,Sources des matières non résidentielles récupérées,59,71.24126781
2020,Colombie-Britannique,Verre,Toutes les sources des matières récupérées,59,22.29097303
2020,Colombie-Britannique,Verre,Sources des matières résidentielles récupérées,59,16.85347382
2020,Colombie-Britannique,Verre,Sources des matières non résidentielles récupérées,59,5.437499212
2020,Colombie-Britannique,Métaux ferreux,Toutes les sources des matières récupérées,59,15.37640905
2020,Colombie-Britannique,Métaux ferreux,Sources des matières résidentielles récupérées,59,2.236836618
2020,Colombie-Britannique,Métaux ferreux,Sources des matières non résidentielles récupérées,59,13.13957244
2020,Colombie-Britannique,Cuivre et aluminium,Toutes les sources des matières récupérées,59,3.31452169
2020,Colombie-Britannique,Cuivre et aluminium,Sources des matières résidentielles récupérées,59,1.141888412
2020,Colombie-Britannique,Cuivre et aluminium,Sources des matières non résidentielles récupérées,59,2.17243931
2020,Colombie-Britannique,Métaux mélangés,Toutes les sources des matières récupérées,59,11.72845672
2020,Colombie-Britannique,Métaux mélangés,Sources des matières résidentielles récupérées,59,4.94229943
2020,Colombie-Britannique,Métaux mélangés,Sources des matières non résidentielles récupérées,59,6.785963327
2020,Colombie-Britannique,Électroménagers,Toutes les sources des matières récupérées,59,4.468630073
2020,Colombie-Britannique,Électroménagers,Sources des matières résidentielles récupérées,59,2.890314121
2020,Colombie-Britannique,Électroménagers,Sources des matières non résidentielles récupérées,59,1.578315952
2020,Colombie-Britannique,Matériel électronique,Toutes les sources des matières récupérées,59,2.701583456
2020,Colombie-Britannique,Matériel électronique,Sources des matières résidentielles récupérées,59,
2020,Colombie-Britannique,Matériel électronique,Sources des matières non résidentielles récupérées,59,
2020,Colombie-Britannique,Matières plastiques,Toutes les sources des matières récupérées,59,11.5003506
2020,Colombie-Britannique,Matières plastiques,Sources des matières résidentielles récupérées,59,7.423147535
2020,Colombie-Britannique,Matières plastiques,Sources des matières non résidentielles récupérées,59,4.077203062
2020,Colombie-Britannique,Récipients triangulaires et aseptiques,Toutes les sources des matières récupérées,59,0.393560657
2020,Colombie-Britannique,Récipients triangulaires et aseptiques,Sources des matières résidentielles récupérées,59,0.347978225
2020,Colombie-Britannique,Récipients triangulaires et aseptiques,Sources des matières non résidentielles récupérées,59,0.045388464
2020,Colombie-Britannique,Textiles,Toutes les sources des matières récupérées,59,0.117544484
2020,Colombie-Britannique,Textiles,Sources des matières résidentielles récupérées,59,0.117544484
2020,Colombie-Britannique,Textiles,Sources des matières non résidentielles récupérées,59,0.0
2020,Colombie-Britannique,Pneus,Toutes les sources des matières récupérées,59,9.74998521
2020,Colombie-Britannique,Pneus,Sources des matières résidentielles récupérées,59,
2020,Colombie-Britannique,Pneus,Sources des matières non résidentielles récupérées,59,
2020,Colombie-Britannique,"data.Construction, renovation and demolition",Toutes les sources des matières récupérées,59,33.29263242
2020,Colombie-Britannique,"data.Construction, renovation and demolition",Sources des matières résidentielles récupérées,59,3.221611116
2020,Colombie-Britannique,"data.Construction, renovation and demolition",Sources des matières non résidentielles récupérées,59,30.07102131
2020,Colombie-Britannique,Matières organiques,Toutes les sources des matières récupérées,59,124.718577
2020,Colombie-Britannique,Matières organiques,Sources des matières résidentielles récupérées,59,85.18212121
2020,Colombie-Britannique,Matières organiques,Sources des matières non résidentielles récupérées,59,39.53645576
2020,Colombie-Britannique,Autres matières,Toutes les sources des matières récupérées,59,9.632246758
2020,Colombie-Britannique,Autres matières,Sources des matières résidentielles récupérées,59,8.370680216
2020,Colombie-Britannique,Autres matières,Sources des matières non résidentielles récupérées,59,1.261372574
2020,Territoires,Toutes les matières,Toutes les sources des matières récupérées,,227.5275133
2020,Territoires,Toutes les matières,Sources des matières résidentielles récupérées,,
2020,Territoires,Toutes les matières,Sources des matières non résidentielles récupérées,,
2020,Territoires,Toutes les fibres cellulosiques,Toutes les sources des matières récupérées,,42.4581182
2020,Territoires,Toutes les fibres cellulosiques,Sources des matières résidentielles récupérées,,16.95798399
2020,Territoires,Toutes les fibres cellulosiques,Sources des matières non résidentielles récupérées,,25.50013421
2020,Territoires,Verre,Toutes les sources des matières récupérées,,2.384223075
2020,Territoires,Verre,Sources des matières résidentielles récupérées,,1.650008684
2020,Territoires,Verre,Sources des matières non résidentielles récupérées,,0.734214391
2020,Territoires,Métaux ferreux,Toutes les sources des matières récupérées,,64.6740246
2020,Territoires,Métaux ferreux,Sources des matières résidentielles récupérées,,21.03168964
2020,Territoires,Métaux ferreux,Sources des matières non résidentielles récupérées,,43.64233496
2020,Territoires,Cuivre et aluminium,Toutes les sources des matières récupérées,,
2020,Territoires,Cuivre et aluminium,Sources des matières résidentielles récupérées,,
2020,Territoires,Cuivre et aluminium,Sources des matières non résidentielles récupérées,,
2020,Territoires,Métaux mélangés,Toutes les sources des matières récupérées,,
2020,Territoires,Métaux mélangés,Sources des matières résidentielles récupérées,,
2020,Territoires,Métaux mélangés,Sources des matières non résidentielles récupérées,,
2020,Territoires,Électroménagers,Toutes les sources des matières récupérées,,1.492113116
2020,Territoires,Électroménagers,Sources des matières résidentielles récupérées,,
2020,Territoires,Électroménagers,Sources des matières non résidentielles récupérées,,
2020,Territoires,Matériel électronique,Toutes les sources des matières récupérées,,1.689482576
2020,Territoires,Matériel électronique,Sources des matières résidentielles récupérées,,
2020,Territoires,Matériel électronique,Sources des matières non résidentielles récupérées,,
2020,Territoires,Matières plastiques,Toutes les sources des matières récupérées,,4.468444571
2020,Territoires,Matières plastiques,Sources des matières résidentielles récupérées,,
2020,Territoires,Matières plastiques,Sources des matières non résidentielles récupérées,,
2020,Territoires,Récipients triangulaires et aseptiques,Toutes les sources des matières récupérées,,
2020,Territoires,Récipients triangulaires et aseptiques,Sources des matières résidentielles récupérées,,
2020,Territoires,Récipients triangulaires et aseptiques,Sources des matières non résidentielles récupérées,,
2020,Territoires,Textiles,Toutes les sources des matières récupérées,,
2020,Territoires,Textiles,Sources des matières résidentielles récupérées,,
2020,Territoires,Textiles,Sources des matières non résidentielles récupérées,,
2020,Territoires,Pneus,Toutes les sources des matières récupérées,,7.113195333
2020,Territoires,Pneus,Sources des matières résidentielles récupérées,,
2020,Territoires,Pneus,Sources des matières non résidentielles récupérées,,
2020,Territoires,"data.Construction, renovation and demolition",Toutes les sources des matières récupérées,,59.02925805
2020,Territoires,"data.Construction, renovation and demolition",Sources des matières résidentielles récupérées,,8.478991995
2020,Territoires,"data.Construction, renovation and demolition",Sources des matières non résidentielles récupérées,,50.55026605
2020,Territoires,Matières organiques,Toutes les sources des matières récupérées,,36.11861115
2020,Territoires,Matières organiques,Sources des matières résidentielles récupérées,,
2020,Territoires,Matières organiques,Sources des matières non résidentielles récupérées,,
2020,Territoires,Autres matières,Toutes les sources des matières récupérées,,0.789477839
2020,Territoires,Autres matières,Sources des matières résidentielles récupérées,,0.552634488
2020,Territoires,Autres matières,Sources des matières non résidentielles récupérées,,0.236843352
