Year,Géographie,Groupe d'âge,Sexe,Value
2018,Nouveau-Brunswick,50 à 64 ans,Les deux sexes,
2019,Nouveau-Brunswick,50 à 64 ans,Les deux sexes,
2015,Nouveau-Brunswick,50 à 64 ans,Hommes,23.3
2016,Nouveau-Brunswick,50 à 64 ans,Hommes,10.6
2017,Nouveau-Brunswick,50 à 64 ans,Hommes,17.0
2018,Nouveau-Brunswick,50 à 64 ans,Hommes,
2019,Nouveau-Brunswick,50 à 64 ans,Hommes,
2015,Nouveau-Brunswick,50 à 64 ans,Femmes,24.3
2016,Nouveau-Brunswick,50 à 64 ans,Femmes,29.0
2017,Nouveau-Brunswick,50 à 64 ans,Femmes,35.8
2018,Nouveau-Brunswick,50 à 64 ans,Femmes,
2019,Nouveau-Brunswick,50 à 64 ans,Femmes,
2015,Nouveau-Brunswick,65 ans et plus,Les deux sexes,27.4
2016,Nouveau-Brunswick,65 ans et plus,Les deux sexes,20.1
2017,Nouveau-Brunswick,65 ans et plus,Les deux sexes,27.5
2018,Nouveau-Brunswick,65 ans et plus,Les deux sexes,
2019,Nouveau-Brunswick,65 ans et plus,Les deux sexes,
2015,Nouveau-Brunswick,65 ans et plus,Hommes,18.5
2016,Nouveau-Brunswick,65 ans et plus,Hommes,13.6
2017,Nouveau-Brunswick,65 ans et plus,Hommes,22.6
2018,Nouveau-Brunswick,65 ans et plus,Hommes,
2019,Nouveau-Brunswick,65 ans et plus,Hommes,
2015,Nouveau-Brunswick,65 ans et plus,Femmes,34.3
2016,Nouveau-Brunswick,65 ans et plus,Femmes,25.4
2017,Nouveau-Brunswick,65 ans et plus,Femmes,31.8
2018,Nouveau-Brunswick,65 ans et plus,Femmes,
2019,Nouveau-Brunswick,65 ans et plus,Femmes,
2015,Québec,"Total, 12 ans et plus",Les deux sexes,38.8
2016,Québec,"Total, 12 ans et plus",Les deux sexes,38.4
2017,Québec,"Total, 12 ans et plus",Les deux sexes,34.5
2018,Québec,"Total, 12 ans et plus",Les deux sexes,
2019,Québec,"Total, 12 ans et plus",Les deux sexes,
2015,Québec,"Total, 12 ans et plus",Hommes,30.8
2016,Québec,"Total, 12 ans et plus",Hommes,29.6
2017,Québec,"Total, 12 ans et plus",Hommes,27.1
2018,Québec,"Total, 12 ans et plus",Hommes,
2019,Québec,"Total, 12 ans et plus",Hommes,
2015,Québec,"Total, 12 ans et plus",Femmes,46.7
2016,Québec,"Total, 12 ans et plus",Femmes,46.9
2017,Québec,"Total, 12 ans et plus",Femmes,41.8
2018,Québec,"Total, 12 ans et plus",Femmes,
2019,Québec,"Total, 12 ans et plus",Femmes,
2015,Québec,12 à 17 ans,Les deux sexes,44.2
2016,Québec,12 à 17 ans,Les deux sexes,42.2
2017,Québec,12 à 17 ans,Les deux sexes,38.7
2018,Québec,12 à 17 ans,Les deux sexes,
2019,Québec,12 à 17 ans,Les deux sexes,
2015,Québec,12 à 17 ans,Hommes,44.2
2016,Québec,12 à 17 ans,Hommes,40.6
2017,Québec,12 à 17 ans,Hommes,35.4
2018,Québec,12 à 17 ans,Hommes,
2019,Québec,12 à 17 ans,Hommes,
2015,Québec,12 à 17 ans,Femmes,44.3
2016,Québec,12 à 17 ans,Femmes,43.7
2017,Québec,12 à 17 ans,Femmes,41.9
2018,Québec,12 à 17 ans,Femmes,
2019,Québec,12 à 17 ans,Femmes,
2015,Québec,18 à 34 ans,Les deux sexes,39.2
2016,Québec,18 à 34 ans,Les deux sexes,40.5
2017,Québec,18 à 34 ans,Les deux sexes,32.5
2018,Québec,18 à 34 ans,Les deux sexes,
2019,Québec,18 à 34 ans,Les deux sexes,
2015,Québec,18 à 34 ans,Hommes,37.0
2016,Québec,18 à 34 ans,Hommes,32.3
2017,Québec,18 à 34 ans,Hommes,28.2
2018,Québec,18 à 34 ans,Hommes,
2019,Québec,18 à 34 ans,Hommes,
2015,Québec,18 à 34 ans,Femmes,41.5
2016,Québec,18 à 34 ans,Femmes,48.4
2017,Québec,18 à 34 ans,Femmes,36.8
2018,Québec,18 à 34 ans,Femmes,
2019,Québec,18 à 34 ans,Femmes,
2015,Québec,35 à 49 ans,Les deux sexes,40.3
2016,Québec,35 à 49 ans,Les deux sexes,41.7
2017,Québec,35 à 49 ans,Les deux sexes,36.1
2018,Québec,35 à 49 ans,Les deux sexes,
2019,Québec,35 à 49 ans,Les deux sexes,
2015,Québec,35 à 49 ans,Hommes,30.8
2016,Québec,35 à 49 ans,Hommes,31.7
2017,Québec,35 à 49 ans,Hommes,26.4
2018,Québec,35 à 49 ans,Hommes,
2019,Québec,35 à 49 ans,Hommes,
2015,Québec,35 à 49 ans,Femmes,50.1
2016,Québec,35 à 49 ans,Femmes,51.9
2017,Québec,35 à 49 ans,Femmes,46.2
2018,Québec,35 à 49 ans,Femmes,
2019,Québec,35 à 49 ans,Femmes,
2015,Québec,50 à 64 ans,Les deux sexes,35.9
2016,Québec,50 à 64 ans,Les deux sexes,34.4
2017,Québec,50 à 64 ans,Les deux sexes,31.9
2018,Québec,50 à 64 ans,Les deux sexes,
2019,Québec,50 à 64 ans,Les deux sexes,
2015,Québec,50 à 64 ans,Hommes,23.4
2016,Québec,50 à 64 ans,Hommes,26.9
2017,Québec,50 à 64 ans,Hommes,23.3
2018,Québec,50 à 64 ans,Hommes,
2019,Québec,50 à 64 ans,Hommes,
2015,Québec,50 à 64 ans,Femmes,48.8
2016,Québec,50 à 64 ans,Femmes,42.0
2017,Québec,50 à 64 ans,Femmes,40.4
2018,Québec,50 à 64 ans,Femmes,
2019,Québec,50 à 64 ans,Femmes,
2015,Québec,65 ans et plus,Les deux sexes,38.5
2016,Québec,65 ans et plus,Les deux sexes,35.7
2017,Québec,65 ans et plus,Les deux sexes,37.4
2018,Québec,65 ans et plus,Les deux sexes,
2019,Québec,65 ans et plus,Les deux sexes,
2015,Québec,65 ans et plus,Hommes,27.6
2016,Québec,65 ans et plus,Hommes,22.8
2017,Québec,65 ans et plus,Hommes,29.0
2018,Québec,65 ans et plus,Hommes,
2019,Québec,65 ans et plus,Hommes,
2015,Québec,65 ans et plus,Femmes,47.7
2016,Québec,65 ans et plus,Femmes,46.4
2017,Québec,65 ans et plus,Femmes,44.4
2018,Québec,65 ans et plus,Femmes,
2019,Québec,65 ans et plus,Femmes,
2015,Ontario,"Total, 12 ans et plus",Les deux sexes,28.7
2016,Ontario,"Total, 12 ans et plus",Les deux sexes,26.9
2017,Ontario,"Total, 12 ans et plus",Les deux sexes,26.7
2018,Ontario,"Total, 12 ans et plus",Les deux sexes,
2019,Ontario,"Total, 12 ans et plus",Les deux sexes,
2015,Ontario,"Total, 12 ans et plus",Hommes,22.8
2016,Ontario,"Total, 12 ans et plus",Hommes,20.5
2017,Ontario,"Total, 12 ans et plus",Hommes,20.9
2018,Ontario,"Total, 12 ans et plus",Hommes,
2019,Ontario,"Total, 12 ans et plus",Hommes,
2015,Ontario,"Total, 12 ans et plus",Femmes,34.2
2016,Ontario,"Total, 12 ans et plus",Femmes,32.8
2017,Ontario,"Total, 12 ans et plus",Femmes,32.1
2018,Ontario,"Total, 12 ans et plus",Femmes,
2019,Ontario,"Total, 12 ans et plus",Femmes,
2015,Ontario,12 à 17 ans,Les deux sexes,23.9
2016,Ontario,12 à 17 ans,Les deux sexes,25.2
2017,Ontario,12 à 17 ans,Les deux sexes,23.6
2018,Ontario,12 à 17 ans,Les deux sexes,
2019,Ontario,12 à 17 ans,Les deux sexes,
2015,Ontario,12 à 17 ans,Hommes,22.9
2016,Ontario,12 à 17 ans,Hommes,24.9
2017,Ontario,12 à 17 ans,Hommes,19.8
2018,Ontario,12 à 17 ans,Hommes,
2019,Ontario,12 à 17 ans,Hommes,
2015,Ontario,12 à 17 ans,Femmes,24.9
2016,Ontario,12 à 17 ans,Femmes,25.5
2017,Ontario,12 à 17 ans,Femmes,27.5
2018,Ontario,12 à 17 ans,Femmes,
2019,Ontario,12 à 17 ans,Femmes,
2015,Ontario,18 à 34 ans,Les deux sexes,28.4
2016,Ontario,18 à 34 ans,Les deux sexes,24.9
2017,Ontario,18 à 34 ans,Les deux sexes,25.4
2018,Ontario,18 à 34 ans,Les deux sexes,
2019,Ontario,18 à 34 ans,Les deux sexes,
2015,Ontario,18 à 34 ans,Hommes,22.5
2016,Ontario,18 à 34 ans,Hommes,19.5
2017,Ontario,18 à 34 ans,Hommes,19.9
2018,Ontario,18 à 34 ans,Hommes,
2019,Ontario,18 à 34 ans,Hommes,
2015,Ontario,18 à 34 ans,Femmes,34.2
2016,Ontario,18 à 34 ans,Femmes,30.1
2017,Ontario,18 à 34 ans,Femmes,30.7
2018,Ontario,18 à 34 ans,Femmes,
2019,Ontario,18 à 34 ans,Femmes,
2015,Ontario,35 à 49 ans,Les deux sexes,30.3
2016,Ontario,35 à 49 ans,Les deux sexes,29.7
2017,Ontario,35 à 49 ans,Les deux sexes,26.7
2018,Ontario,35 à 49 ans,Les deux sexes,
2019,Ontario,35 à 49 ans,Les deux sexes,
2015,Ontario,35 à 49 ans,Hommes,23.7
2016,Ontario,35 à 49 ans,Hommes,21.8
2017,Ontario,35 à 49 ans,Hommes,21.3
2018,Ontario,35 à 49 ans,Hommes,
2019,Ontario,35 à 49 ans,Hommes,
2015,Ontario,35 à 49 ans,Femmes,36.5
2016,Ontario,35 à 49 ans,Femmes,36.9
2017,Ontario,35 à 49 ans,Femmes,31.7
2018,Ontario,35 à 49 ans,Femmes,
2019,Ontario,35 à 49 ans,Femmes,
2015,Ontario,50 à 64 ans,Les deux sexes,28.2
2016,Ontario,50 à 64 ans,Les deux sexes,27.0
2017,Ontario,50 à 64 ans,Les deux sexes,27.6
2018,Ontario,50 à 64 ans,Les deux sexes,
2019,Ontario,50 à 64 ans,Les deux sexes,
2015,Ontario,50 à 64 ans,Hommes,20.7
2016,Ontario,50 à 64 ans,Hommes,18.6
2017,Ontario,50 à 64 ans,Hommes,21.2
2018,Ontario,50 à 64 ans,Hommes,
2019,Ontario,50 à 64 ans,Hommes,
2015,Ontario,50 à 64 ans,Femmes,35.5
2016,Ontario,50 à 64 ans,Femmes,35.0
2017,Ontario,50 à 64 ans,Femmes,33.7
2018,Ontario,50 à 64 ans,Femmes,
2019,Ontario,50 à 64 ans,Femmes,
2015,Ontario,65 ans et plus,Les deux sexes,29.5
2016,Ontario,65 ans et plus,Les deux sexes,26.7
2017,Ontario,65 ans et plus,Les deux sexes,28.7
2018,Ontario,65 ans et plus,Les deux sexes,
2019,Ontario,65 ans et plus,Les deux sexes,
2015,Ontario,65 ans et plus,Hommes,25.6
2016,Ontario,65 ans et plus,Hommes,21.2
2017,Ontario,65 ans et plus,Hommes,22.2
2018,Ontario,65 ans et plus,Hommes,
2019,Ontario,65 ans et plus,Hommes,
2015,Ontario,65 ans et plus,Femmes,32.6
2016,Ontario,65 ans et plus,Femmes,31.2
2017,Ontario,65 ans et plus,Femmes,34.0
2018,Ontario,65 ans et plus,Femmes,
2019,Ontario,65 ans et plus,Femmes,
2015,Manitoba,"Total, 12 ans et plus",Les deux sexes,29.6
2016,Manitoba,"Total, 12 ans et plus",Les deux sexes,25.0
2017,Manitoba,"Total, 12 ans et plus",Les deux sexes,25.0
2018,Manitoba,"Total, 12 ans et plus",Les deux sexes,
2019,Manitoba,"Total, 12 ans et plus",Les deux sexes,
2015,Manitoba,"Total, 12 ans et plus",Hommes,22.3
2016,Manitoba,"Total, 12 ans et plus",Hommes,16.7
2017,Manitoba,"Total, 12 ans et plus",Hommes,20.6
2018,Manitoba,"Total, 12 ans et plus",Hommes,
2019,Manitoba,"Total, 12 ans et plus",Hommes,
2015,Manitoba,"Total, 12 ans et plus",Femmes,36.6
2016,Manitoba,"Total, 12 ans et plus",Femmes,32.8
2017,Manitoba,"Total, 12 ans et plus",Femmes,29.3
2018,Manitoba,"Total, 12 ans et plus",Femmes,
2019,Manitoba,"Total, 12 ans et plus",Femmes,
2015,Manitoba,12 à 17 ans,Les deux sexes,42.9
2016,Manitoba,12 à 17 ans,Les deux sexes,19.8
2017,Manitoba,12 à 17 ans,Les deux sexes,22.4
2018,Manitoba,12 à 17 ans,Les deux sexes,
2019,Manitoba,12 à 17 ans,Les deux sexes,
2015,Manitoba,12 à 17 ans,Hommes,37.4
2016,Manitoba,12 à 17 ans,Hommes,15.8
2017,Manitoba,12 à 17 ans,Hommes,27.4
2018,Manitoba,12 à 17 ans,Hommes,
2019,Manitoba,12 à 17 ans,Hommes,
2015,Manitoba,12 à 17 ans,Femmes,48.6
2016,Manitoba,12 à 17 ans,Femmes,24.0
2017,Manitoba,12 à 17 ans,Femmes,17.4
2018,Manitoba,12 à 17 ans,Femmes,
2019,Manitoba,12 à 17 ans,Femmes,
2015,Manitoba,18 à 34 ans,Les deux sexes,33.6
2016,Manitoba,18 à 34 ans,Les deux sexes,26.9
2017,Manitoba,18 à 34 ans,Les deux sexes,24.3
2018,Manitoba,18 à 34 ans,Les deux sexes,
2019,Manitoba,18 à 34 ans,Les deux sexes,
2015,Manitoba,18 à 34 ans,Hommes,25.4
2016,Manitoba,18 à 34 ans,Hommes,19.0
2017,Manitoba,18 à 34 ans,Hommes,19.3
2018,Manitoba,18 à 34 ans,Hommes,
2019,Manitoba,18 à 34 ans,Hommes,
2015,Manitoba,18 à 34 ans,Femmes,41.7
2016,Manitoba,18 à 34 ans,Femmes,34.7
2017,Manitoba,18 à 34 ans,Femmes,29.4
2018,Manitoba,18 à 34 ans,Femmes,
2019,Manitoba,18 à 34 ans,Femmes,
2015,Manitoba,35 à 49 ans,Les deux sexes,30.0
2016,Manitoba,35 à 49 ans,Les deux sexes,27.6
2017,Manitoba,35 à 49 ans,Les deux sexes,29.2
2018,Manitoba,35 à 49 ans,Les deux sexes,
2019,Manitoba,35 à 49 ans,Les deux sexes,
2015,Manitoba,35 à 49 ans,Hommes,22.8
2016,Manitoba,35 à 49 ans,Hommes,17.8
2017,Manitoba,35 à 49 ans,Hommes,21.7
2018,Manitoba,35 à 49 ans,Hommes,
2019,Manitoba,35 à 49 ans,Hommes,
2015,Manitoba,35 à 49 ans,Femmes,37.0
2016,Manitoba,35 à 49 ans,Femmes,37.0
2017,Manitoba,35 à 49 ans,Femmes,36.6
2018,Manitoba,35 à 49 ans,Femmes,
2019,Manitoba,35 à 49 ans,Femmes,
2015,Manitoba,50 à 64 ans,Les deux sexes,23.9
2016,Manitoba,50 à 64 ans,Les deux sexes,22.2
2017,Manitoba,50 à 64 ans,Les deux sexes,22.7
2018,Manitoba,50 à 64 ans,Les deux sexes,
2019,Manitoba,50 à 64 ans,Les deux sexes,
2015,Manitoba,50 à 64 ans,Hommes,16.0
2016,Manitoba,50 à 64 ans,Hommes,13.2
2017,Manitoba,50 à 64 ans,Hommes,18.2
2018,Manitoba,50 à 64 ans,Hommes,
2019,Manitoba,50 à 64 ans,Hommes,
2015,Manitoba,50 à 64 ans,Femmes,31.8
2016,Manitoba,50 à 64 ans,Femmes,31.0
2017,Manitoba,50 à 64 ans,Femmes,27.2
2018,Manitoba,50 à 64 ans,Femmes,
2019,Manitoba,50 à 64 ans,Femmes,
2015,Manitoba,65 ans et plus,Les deux sexes,25.1
2016,Manitoba,65 ans et plus,Les deux sexes,24.7
2017,Manitoba,65 ans et plus,Les deux sexes,24.8
2018,Manitoba,65 ans et plus,Les deux sexes,
2019,Manitoba,65 ans et plus,Les deux sexes,
2015,Manitoba,65 ans et plus,Hommes,18.4
2016,Manitoba,65 ans et plus,Hommes,17.0
2017,Manitoba,65 ans et plus,Hommes,21.5
2018,Manitoba,65 ans et plus,Hommes,
2019,Manitoba,65 ans et plus,Hommes,
2015,Manitoba,65 ans et plus,Femmes,30.6
2016,Manitoba,65 ans et plus,Femmes,30.7
2017,Manitoba,65 ans et plus,Femmes,27.6
2018,Manitoba,65 ans et plus,Femmes,
2019,Manitoba,65 ans et plus,Femmes,
2015,Saskatchewan,"Total, 12 ans et plus",Les deux sexes,30.0
2016,Saskatchewan,"Total, 12 ans et plus",Les deux sexes,26.7
2017,Saskatchewan,"Total, 12 ans et plus",Les deux sexes,26.0
2018,Saskatchewan,"Total, 12 ans et plus",Les deux sexes,
2019,Saskatchewan,"Total, 12 ans et plus",Les deux sexes,27.1
2015,Saskatchewan,"Total, 12 ans et plus",Hommes,22.1
2016,Saskatchewan,"Total, 12 ans et plus",Hommes,18.2
2017,Saskatchewan,"Total, 12 ans et plus",Hommes,19.3
2018,Saskatchewan,"Total, 12 ans et plus",Hommes,
2019,Saskatchewan,"Total, 12 ans et plus",Hommes,20.1
2015,Saskatchewan,"Total, 12 ans et plus",Femmes,37.9
2016,Saskatchewan,"Total, 12 ans et plus",Femmes,35.4
2017,Saskatchewan,"Total, 12 ans et plus",Femmes,32.7
2018,Saskatchewan,"Total, 12 ans et plus",Femmes,
2019,Saskatchewan,"Total, 12 ans et plus",Femmes,34.1
2015,Saskatchewan,12 à 17 ans,Les deux sexes,34.0
2016,Saskatchewan,12 à 17 ans,Les deux sexes,24.4
2017,Saskatchewan,12 à 17 ans,Les deux sexes,24.8
2018,Saskatchewan,12 à 17 ans,Les deux sexes,
2019,Saskatchewan,12 à 17 ans,Les deux sexes,24.5
2015,Saskatchewan,12 à 17 ans,Hommes,31.1
2016,Saskatchewan,12 à 17 ans,Hommes,16.0
2017,Saskatchewan,12 à 17 ans,Hommes,21.4
2018,Saskatchewan,12 à 17 ans,Hommes,
2019,Saskatchewan,12 à 17 ans,Hommes,20.6
2015,Saskatchewan,12 à 17 ans,Femmes,36.8
2016,Saskatchewan,12 à 17 ans,Femmes,32.9
2017,Saskatchewan,12 à 17 ans,Femmes,28.6
2018,Saskatchewan,12 à 17 ans,Femmes,
2019,Saskatchewan,12 à 17 ans,Femmes,28.4
2015,Saskatchewan,18 à 34 ans,Les deux sexes,29.3
2016,Saskatchewan,18 à 34 ans,Les deux sexes,27.9
2017,Saskatchewan,18 à 34 ans,Les deux sexes,23.7
2018,Saskatchewan,18 à 34 ans,Les deux sexes,
2019,Saskatchewan,18 à 34 ans,Les deux sexes,27.5
2015,Saskatchewan,18 à 34 ans,Hommes,21.8
2016,Saskatchewan,18 à 34 ans,Hommes,22.4
2017,Saskatchewan,18 à 34 ans,Hommes,16.6
2018,Saskatchewan,18 à 34 ans,Hommes,
2019,Saskatchewan,18 à 34 ans,Hommes,21.2
2015,Saskatchewan,18 à 34 ans,Femmes,37.0
2016,Saskatchewan,18 à 34 ans,Femmes,33.9
2017,Saskatchewan,18 à 34 ans,Femmes,30.9
2018,Saskatchewan,18 à 34 ans,Femmes,
2019,Saskatchewan,18 à 34 ans,Femmes,34.1
2015,Saskatchewan,35 à 49 ans,Les deux sexes,28.3
2016,Saskatchewan,35 à 49 ans,Les deux sexes,23.0
2017,Saskatchewan,35 à 49 ans,Les deux sexes,27.6
2018,Saskatchewan,35 à 49 ans,Les deux sexes,
2019,Saskatchewan,35 à 49 ans,Les deux sexes,29.9
2015,Saskatchewan,35 à 49 ans,Hommes,20.3
2016,Saskatchewan,35 à 49 ans,Hommes,15.8
2017,Saskatchewan,35 à 49 ans,Hommes,20.8
2018,Saskatchewan,35 à 49 ans,Hommes,
2019,Saskatchewan,35 à 49 ans,Hommes,23.6
2015,Saskatchewan,35 à 49 ans,Femmes,36.5
2016,Saskatchewan,35 à 49 ans,Femmes,30.4
2017,Saskatchewan,35 à 49 ans,Femmes,34.9
2018,Saskatchewan,35 à 49 ans,Femmes,
2019,Saskatchewan,35 à 49 ans,Femmes,36.5
2015,Saskatchewan,50 à 64 ans,Les deux sexes,30.2
2016,Saskatchewan,50 à 64 ans,Les deux sexes,26.7
2017,Saskatchewan,50 à 64 ans,Les deux sexes,28.4
2018,Saskatchewan,50 à 64 ans,Les deux sexes,
2019,Saskatchewan,50 à 64 ans,Les deux sexes,24.5
2015,Saskatchewan,50 à 64 ans,Hommes,19.2
2016,Saskatchewan,50 à 64 ans,Hommes,14.4
2017,Saskatchewan,50 à 64 ans,Hommes,21.1
2018,Saskatchewan,50 à 64 ans,Hommes,
2019,Saskatchewan,50 à 64 ans,Hommes,15.9
2015,Saskatchewan,50 à 64 ans,Femmes,41.9
2016,Saskatchewan,50 à 64 ans,Femmes,39.5
2017,Saskatchewan,50 à 64 ans,Femmes,36.2
2018,Saskatchewan,50 à 64 ans,Femmes,
2019,Saskatchewan,50 à 64 ans,Femmes,33.2
2015,Saskatchewan,65 ans et plus,Les deux sexes,31.5
2016,Saskatchewan,65 ans et plus,Les deux sexes,30.8
2017,Saskatchewan,65 ans et plus,Les deux sexes,24.7
2018,Saskatchewan,65 ans et plus,Les deux sexes,
2019,Saskatchewan,65 ans et plus,Les deux sexes,27.2
2015,Saskatchewan,65 ans et plus,Hommes,26.4
2016,Saskatchewan,65 ans et plus,Hommes,20.8
2017,Saskatchewan,65 ans et plus,Hommes,18.5
2018,Saskatchewan,65 ans et plus,Hommes,
2019,Saskatchewan,65 ans et plus,Hommes,18.2
2015,Saskatchewan,65 ans et plus,Femmes,36.1
2016,Saskatchewan,65 ans et plus,Femmes,39.8
2017,Saskatchewan,65 ans et plus,Femmes,30.0
2018,Saskatchewan,65 ans et plus,Femmes,
2019,Saskatchewan,65 ans et plus,Femmes,34.9
2015,Alberta,"Total, 12 ans et plus",Les deux sexes,32.1
2016,Alberta,"Total, 12 ans et plus",Les deux sexes,27.9
2017,Alberta,"Total, 12 ans et plus",Les deux sexes,27.4
2018,Alberta,"Total, 12 ans et plus",Les deux sexes,
2019,Alberta,"Total, 12 ans et plus",Les deux sexes,26.6
2015,Alberta,"Total, 12 ans et plus",Hommes,25.6
2016,Alberta,"Total, 12 ans et plus",Hommes,19.8
2017,Alberta,"Total, 12 ans et plus",Hommes,21.4
2018,Alberta,"Total, 12 ans et plus",Hommes,
2019,Alberta,"Total, 12 ans et plus",Hommes,20.3
2015,Alberta,"Total, 12 ans et plus",Femmes,38.8
2016,Alberta,"Total, 12 ans et plus",Femmes,36.1
2017,Alberta,"Total, 12 ans et plus",Femmes,33.5
2018,Alberta,"Total, 12 ans et plus",Femmes,
2019,Alberta,"Total, 12 ans et plus",Femmes,32.9
2015,Alberta,12 à 17 ans,Les deux sexes,33.2
2016,Alberta,12 à 17 ans,Les deux sexes,27.3
2017,Alberta,12 à 17 ans,Les deux sexes,25.3
2018,Alberta,12 à 17 ans,Les deux sexes,
2019,Alberta,12 à 17 ans,Les deux sexes,25.3
2015,Alberta,12 à 17 ans,Hommes,31.7
2016,Alberta,12 à 17 ans,Hommes,22.4
2017,Alberta,12 à 17 ans,Hommes,21.7
2018,Alberta,12 à 17 ans,Hommes,
2019,Alberta,12 à 17 ans,Hommes,18.3
2015,Alberta,12 à 17 ans,Femmes,34.8
2016,Alberta,12 à 17 ans,Femmes,31.8
2017,Alberta,12 à 17 ans,Femmes,29.1
2018,Alberta,12 à 17 ans,Femmes,
2019,Alberta,12 à 17 ans,Femmes,32.5
2015,Alberta,18 à 34 ans,Les deux sexes,29.6
2016,Alberta,18 à 34 ans,Les deux sexes,28.8
2017,Alberta,18 à 34 ans,Les deux sexes,26.8
2018,Alberta,18 à 34 ans,Les deux sexes,
2019,Alberta,18 à 34 ans,Les deux sexes,24.3
2015,Alberta,18 à 34 ans,Hommes,21.8
2016,Alberta,18 à 34 ans,Hommes,21.7
2017,Alberta,18 à 34 ans,Hommes,23.4
2018,Alberta,18 à 34 ans,Hommes,
2019,Alberta,18 à 34 ans,Hommes,20.7
2015,Alberta,18 à 34 ans,Femmes,37.9
2016,Alberta,18 à 34 ans,Femmes,36.2
2017,Alberta,18 à 34 ans,Femmes,30.3
2018,Alberta,18 à 34 ans,Femmes,
2019,Alberta,18 à 34 ans,Femmes,27.9
2015,Alberta,35 à 49 ans,Les deux sexes,33.0
2016,Alberta,35 à 49 ans,Les deux sexes,29.2
2017,Alberta,35 à 49 ans,Les deux sexes,29.7
2018,Alberta,35 à 49 ans,Les deux sexes,
2019,Alberta,35 à 49 ans,Les deux sexes,26.4
2015,Alberta,35 à 49 ans,Hommes,28.4
2016,Alberta,35 à 49 ans,Hommes,20.7
2017,Alberta,35 à 49 ans,Hommes,22.7
2018,Alberta,35 à 49 ans,Hommes,
2019,Alberta,35 à 49 ans,Hommes,20.4
2015,Alberta,35 à 49 ans,Femmes,37.9
2016,Alberta,35 à 49 ans,Femmes,38.3
2017,Alberta,35 à 49 ans,Femmes,37.4
2018,Alberta,35 à 49 ans,Femmes,
2019,Alberta,35 à 49 ans,Femmes,32.8
2015,Alberta,50 à 64 ans,Les deux sexes,35.2
2016,Alberta,50 à 64 ans,Les deux sexes,24.2
2017,Alberta,50 à 64 ans,Les deux sexes,25.7
2018,Alberta,50 à 64 ans,Les deux sexes,
2019,Alberta,50 à 64 ans,Les deux sexes,29.5
2015,Alberta,50 à 64 ans,Hommes,26.9
2016,Alberta,50 à 64 ans,Hommes,15.4
2017,Alberta,50 à 64 ans,Hommes,18.6
2018,Alberta,50 à 64 ans,Hommes,
2019,Alberta,50 à 64 ans,Hommes,21.1
2015,Alberta,50 à 64 ans,Femmes,43.8
2016,Alberta,50 à 64 ans,Femmes,33.5
2017,Alberta,50 à 64 ans,Femmes,33.1
2018,Alberta,50 à 64 ans,Femmes,
2019,Alberta,50 à 64 ans,Femmes,38.2
2015,Alberta,65 ans et plus,Les deux sexes,30.0
2016,Alberta,65 ans et plus,Les deux sexes,29.9
2017,Alberta,65 ans et plus,Les deux sexes,28.3
2018,Alberta,65 ans et plus,Les deux sexes,
2019,Alberta,65 ans et plus,Les deux sexes,27.9
2015,Alberta,65 ans et plus,Hommes,23.2
2016,Alberta,65 ans et plus,Hommes,20.3
2017,Alberta,65 ans et plus,Hommes,18.8
2018,Alberta,65 ans et plus,Hommes,
2019,Alberta,65 ans et plus,Hommes,19.6
2015,Alberta,65 ans et plus,Femmes,35.9
2016,Alberta,65 ans et plus,Femmes,38.4
2017,Alberta,65 ans et plus,Femmes,36.3
2018,Alberta,65 ans et plus,Femmes,
2019,Alberta,65 ans et plus,Femmes,35.5
2015,Colombie-Britannique,"Total, 12 ans et plus",Les deux sexes,29.9
2016,Colombie-Britannique,"Total, 12 ans et plus",Les deux sexes,31.7
2017,Colombie-Britannique,"Total, 12 ans et plus",Les deux sexes,28.8
2018,Colombie-Britannique,"Total, 12 ans et plus",Les deux sexes,
2019,Colombie-Britannique,"Total, 12 ans et plus",Les deux sexes,
2015,Colombie-Britannique,"Total, 12 ans et plus",Hommes,22.4
2016,Colombie-Britannique,"Total, 12 ans et plus",Hommes,25.9
2017,Colombie-Britannique,"Total, 12 ans et plus",Hommes,21.9
2018,Colombie-Britannique,"Total, 12 ans et plus",Hommes,
2019,Colombie-Britannique,"Total, 12 ans et plus",Hommes,
2015,Colombie-Britannique,"Total, 12 ans et plus",Femmes,37.0
2016,Colombie-Britannique,"Total, 12 ans et plus",Femmes,37.4
2017,Colombie-Britannique,"Total, 12 ans et plus",Femmes,35.4
2018,Colombie-Britannique,"Total, 12 ans et plus",Femmes,
2019,Colombie-Britannique,"Total, 12 ans et plus",Femmes,
2015,Colombie-Britannique,12 à 17 ans,Les deux sexes,28.9
2016,Colombie-Britannique,12 à 17 ans,Les deux sexes,26.8
2017,Colombie-Britannique,12 à 17 ans,Les deux sexes,26.9
2018,Colombie-Britannique,12 à 17 ans,Les deux sexes,
2019,Colombie-Britannique,12 à 17 ans,Les deux sexes,
2015,Colombie-Britannique,12 à 17 ans,Hommes,29.1
2016,Colombie-Britannique,12 à 17 ans,Hommes,28.8
2017,Colombie-Britannique,12 à 17 ans,Hommes,23.1
2018,Colombie-Britannique,12 à 17 ans,Hommes,
2019,Colombie-Britannique,12 à 17 ans,Hommes,
2015,Colombie-Britannique,12 à 17 ans,Femmes,28.8
2016,Colombie-Britannique,12 à 17 ans,Femmes,24.9
