Year,Géographie,Actif,GeoCode,Value
2017,Québec,Infrastructure d'adduction et de distribution d'eau,24,0.35
2017,Québec,Infrastructures pour les eaux usées,24,0.35
2017,Québec,Réseaux de communication,24,0.318
2017,Québec,Infrastructure liées à l'énergie électrique,24,0.3075
2017,Québec,Construction liée aux installations de pétrole et de gaz,24,0.2937
2017,Québec,Autres travaux de génie,24,0.35
2017,Québec,Autres machines et matériel,24,0.5229
2017,Québec,Machines et matériel de transport,24,0.5374
2017,Ontario,Total des actifs,35,0.3411
2017,Ontario,Immeubles commerciaux,35,0.3208
2017,Ontario,Bâtiments institutionnels,35,0.3208
2017,Ontario,Infrastructures de génie maritime,35,0.3461
2017,Ontario,Infrastructures de génie liées aux transports,35,0.3404
2017,Ontario,Infrastructure d'adduction et de distribution d'eau,35,0.3461
2017,Ontario,Infrastructures pour les eaux usées,35,0.3461
2017,Ontario,Réseaux de communication,35,0.3195
2017,Ontario,Infrastructure liées à l'énergie électrique,35,0.3196
2017,Ontario,Construction liée aux installations de pétrole et de gaz,35,0.3006
2017,Ontario,Autres travaux de génie,35,0.3461
2017,Ontario,Autres machines et matériel,35,0.5364
2017,Ontario,Machines et matériel de transport,35,0.5468
2017,Manitoba,Total des actifs,46,0.3408
2017,Manitoba,Immeubles commerciaux,46,0.3314
2017,Manitoba,Bâtiments institutionnels,46,0.3314
2017,Manitoba,Infrastructures de génie maritime,46,0.3478
2017,Manitoba,Infrastructures de génie liées aux transports,46,0.3306
2017,Manitoba,Infrastructure d'adduction et de distribution d'eau,46,0.3478
2017,Manitoba,Infrastructures pour les eaux usées,46,0.3478
2017,Manitoba,Réseaux de communication,46,0.3231
2017,Manitoba,Infrastructure liées à l'énergie électrique,46,0.3303
2017,Manitoba,Construction liée aux installations de pétrole et de gaz,46,0.4106
2017,Manitoba,Autres travaux de génie,46,0.3478
2017,Manitoba,Autres machines et matériel,46,0.5457
2017,Manitoba,Machines et matériel de transport,46,0.4943
2017,Saskatchewan,Total des actifs,47,0.3625
2017,Saskatchewan,Immeubles commerciaux,47,0.3297
2017,Saskatchewan,Bâtiments institutionnels,47,0.3297
2017,Saskatchewan,Infrastructures de génie maritime,47,0.4008
2017,Saskatchewan,Infrastructures de génie liées aux transports,47,0.3402
2017,Saskatchewan,Infrastructure d'adduction et de distribution d'eau,47,0.4008
2017,Saskatchewan,Infrastructures pour les eaux usées,47,0.4008
2017,Saskatchewan,Réseaux de communication,47,0.3386
2017,Saskatchewan,Infrastructure liées à l'énergie électrique,47,0.3342
2017,Saskatchewan,Construction liée aux installations de pétrole et de gaz,47,0.4295
2017,Saskatchewan,Autres travaux de génie,47,0.4008
2017,Saskatchewan,Autres machines et matériel,47,0.5317
2017,Saskatchewan,Machines et matériel de transport,47,0.5469
2017,Alberta,Total des actifs,48,0.3431
2017,Alberta,Immeubles commerciaux,48,0.3464
2017,Alberta,Bâtiments institutionnels,48,0.3464
2017,Alberta,Infrastructures de génie maritime,48,0.3473
2017,Alberta,Infrastructures de génie liées aux transports,48,0.3431
2017,Alberta,Infrastructure d'adduction et de distribution d'eau,48,0.3473
2017,Alberta,Infrastructures pour les eaux usées,48,0.3473
2017,Alberta,Réseaux de communication,48,0.3285
2017,Alberta,Infrastructure liées à l'énergie électrique,48,0.325
2017,Alberta,Construction liée aux installations de pétrole et de gaz,48,0.3531
2017,Alberta,Autres travaux de génie,48,0.3473
2017,Alberta,Autres machines et matériel,48,0.4677
2017,Alberta,Machines et matériel de transport,48,0.5114
2017,Colombie-Britannique,Total des actifs,59,0.3406
2017,Colombie-Britannique,Immeubles commerciaux,59,0.3289
2017,Colombie-Britannique,Bâtiments institutionnels,59,0.3289
2017,Colombie-Britannique,Infrastructures de génie maritime,59,0.3853
2017,Colombie-Britannique,Infrastructures de génie liées aux transports,59,0.328
2017,Colombie-Britannique,Infrastructure d'adduction et de distribution d'eau,59,0.3853
2017,Colombie-Britannique,Infrastructures pour les eaux usées,59,0.3853
2017,Colombie-Britannique,Réseaux de communication,59,0.3185
2017,Colombie-Britannique,Infrastructure liées à l'énergie électrique,59,0.3197
2017,Colombie-Britannique,Construction liée aux installations de pétrole et de gaz,59,0.4145
2017,Colombie-Britannique,Autres travaux de génie,59,0.3853
2017,Colombie-Britannique,Autres machines et matériel,59,0.531
2017,Colombie-Britannique,Machines et matériel de transport,59,0.5226
2017,Yukon,Total des actifs,60,0.3147
2017,Yukon,Immeubles commerciaux,60,0.3162
2017,Yukon,Bâtiments institutionnels,60,0.3162
2017,Yukon,Infrastructures de génie maritime,60,0.4277
2017,Yukon,Infrastructures de génie liées aux transports,60,0.2993
2017,Yukon,Infrastructure d'adduction et de distribution d'eau,60,0.4277
2017,Yukon,Infrastructures pour les eaux usées,60,0.4277
2017,Yukon,Réseaux de communication,60,0.2711
2017,Yukon,Infrastructure liées à l'énergie électrique,60,0.3008
2017,Yukon,Construction liée aux installations de pétrole et de gaz,60,0.3718
2017,Yukon,Autres travaux de génie,60,0.4277
2017,Yukon,Autres machines et matériel,60,0.5169
2017,Yukon,Machines et matériel de transport,60,0.4947
2017,Territoires du Nord-Ouest,Total des actifs,61,0.3431
2017,Territoires du Nord-Ouest,Immeubles commerciaux,61,0.3513
2017,Territoires du Nord-Ouest,Bâtiments institutionnels,61,0.3513
2017,Territoires du Nord-Ouest,Infrastructures de génie maritime,61,0.3578
2017,Territoires du Nord-Ouest,Infrastructures de génie liées aux transports,61,0.308
2017,Territoires du Nord-Ouest,Infrastructure d'adduction et de distribution d'eau,61,0.412
2017,Territoires du Nord-Ouest,Infrastructures pour les eaux usées,61,0.412
2017,Territoires du Nord-Ouest,Réseaux de communication,61,0.3143
2017,Territoires du Nord-Ouest,Infrastructure liées à l'énergie électrique,61,0.3143
2017,Territoires du Nord-Ouest,Construction liée aux installations de pétrole et de gaz,61,0.3357
2017,Territoires du Nord-Ouest,Autres travaux de génie,61,0.412
2017,Territoires du Nord-Ouest,Autres machines et matériel,61,0.5636
2017,Territoires du Nord-Ouest,Machines et matériel de transport,61,0.5327
2017,Nunavut,Total des actifs,62,0.3453
2017,Nunavut,Immeubles commerciaux,62,0.3507
2017,Nunavut,Bâtiments institutionnels,62,0.3507
2017,Nunavut,Infrastructures de génie maritime,62,0.3929
2017,Nunavut,Infrastructures de génie liées aux transports,62,0.3252
2017,Nunavut,Infrastructure d'adduction et de distribution d'eau,62,0.3929
2017,Nunavut,Infrastructures pour les eaux usées,62,0.3929
2017,Nunavut,Réseaux de communication,62,0.3113
2017,Nunavut,Infrastructure liées à l'énergie électrique,62,0.3006
2017,Nunavut,Construction liée aux installations de pétrole et de gaz,62,0.3718
2017,Nunavut,Autres travaux de génie,62,0.3929
2017,Nunavut,Autres machines et matériel,62,0.5677
2017,Nunavut,Machines et matériel de transport,62,0.4118
2018,Canada,Immeubles commerciaux,,0.3307
2018,Canada,Bâtiments institutionnels,,0.3295
2018,Canada,Infrastructures de génie maritime,,0.3634
2018,Canada,Infrastructures de génie liées aux transports,,0.3329
2018,Canada,Infrastructure d'adduction et de distribution d'eau,,0.3541
2018,Canada,Infrastructures pour les eaux usées,,0.3554
2018,Canada,Réseaux de communication,,0.3195
2018,Canada,Infrastructure liées à l'énergie électrique,,0.3191
2018,Canada,Construction liée aux installations de pétrole et de gaz,,0.3697
2018,Canada,Autres travaux de génie,,0.3576
2018,Canada,Autres machines et matériel,,0.5212
2018,Canada,Machines et matériel de transport,,0.5405
2018,Terre-Neuve-et-Labrador,Total des actifs,10,0.3249
2018,Terre-Neuve-et-Labrador,Immeubles commerciaux,10,0.3298
2018,Terre-Neuve-et-Labrador,Bâtiments institutionnels,10,0.3298
2018,Terre-Neuve-et-Labrador,Infrastructures de génie maritime,10,0.3561
2018,Terre-Neuve-et-Labrador,Infrastructures de génie liées aux transports,10,0.3175
2018,Terre-Neuve-et-Labrador,Infrastructure d'adduction et de distribution d'eau,10,0.3561
2018,Terre-Neuve-et-Labrador,Infrastructures pour les eaux usées,10,0.3561
2018,Terre-Neuve-et-Labrador,Réseaux de communication,10,0.3043
2018,Terre-Neuve-et-Labrador,Infrastructure liées à l'énergie électrique,10,0.3137
2018,Terre-Neuve-et-Labrador,Construction liée aux installations de pétrole et de gaz,10,0.3697
2018,Terre-Neuve-et-Labrador,Autres travaux de génie,10,0.3561
2018,Terre-Neuve-et-Labrador,Autres machines et matériel,10,0.527
2018,Terre-Neuve-et-Labrador,Machines et matériel de transport,10,0.539
2018,Île-du-Prince-Édouard,Total des actifs,11,0.349
2018,Île-du-Prince-Édouard,Immeubles commerciaux,11,0.3346
2018,Île-du-Prince-Édouard,Bâtiments institutionnels,11,0.3346
2018,Île-du-Prince-Édouard,Infrastructures de génie maritime,11,0.3208
2018,Île-du-Prince-Édouard,Infrastructures de génie liées aux transports,11,0.3766
2018,Île-du-Prince-Édouard,Infrastructure d'adduction et de distribution d'eau,11,0.3208
2018,Île-du-Prince-Édouard,Infrastructures pour les eaux usées,11,0.3208
2018,Île-du-Prince-Édouard,Réseaux de communication,11,0.3128
2018,Île-du-Prince-Édouard,Infrastructure liées à l'énergie électrique,11,0.318
2018,Île-du-Prince-Édouard,Construction liée aux installations de pétrole et de gaz,11,0.3697
2018,Île-du-Prince-Édouard,Autres travaux de génie,11,0.3208
2018,Île-du-Prince-Édouard,Autres machines et matériel,11,0.5444
2018,Île-du-Prince-Édouard,Machines et matériel de transport,11,0.5335
2018,Nouvelle-Écosse,Total des actifs,12,0.3293
2018,Nouvelle-Écosse,Immeubles commerciaux,12,0.3364
2018,Nouvelle-Écosse,Bâtiments institutionnels,12,0.3364
2018,Nouvelle-Écosse,Infrastructures de génie maritime,12,0.3001
2018,Nouvelle-Écosse,Infrastructures de génie liées aux transports,12,0.3225
2018,Nouvelle-Écosse,Infrastructure d'adduction et de distribution d'eau,12,0.3001
2018,Nouvelle-Écosse,Infrastructures pour les eaux usées,12,0.3001
2018,Nouvelle-Écosse,Réseaux de communication,12,0.2981
2018,Nouvelle-Écosse,Infrastructure liées à l'énergie électrique,12,0.3249
2018,Nouvelle-Écosse,Construction liée aux installations de pétrole et de gaz,12,0.2946
2018,Nouvelle-Écosse,Autres travaux de génie,12,0.3001
2018,Nouvelle-Écosse,Autres machines et matériel,12,0.5512
2018,Nouvelle-Écosse,Machines et matériel de transport,12,0.5
2018,Nouveau-Brunswick,Total des actifs,13,0.3207
2018,Nouveau-Brunswick,Immeubles commerciaux,13,0.3272
2018,Nouveau-Brunswick,Bâtiments institutionnels,13,0.3272
2018,Nouveau-Brunswick,Infrastructures de génie maritime,13,0.3493
2018,Nouveau-Brunswick,Infrastructures de génie liées aux transports,13,0.3121
2018,Nouveau-Brunswick,Infrastructure d'adduction et de distribution d'eau,13,0.3493
2018,Nouveau-Brunswick,Infrastructures pour les eaux usées,13,0.3493
2018,Nouveau-Brunswick,Réseaux de communication,13,0.3092
2018,Nouveau-Brunswick,Infrastructure liées à l'énergie électrique,13,0.3083
2018,Nouveau-Brunswick,Construction liée aux installations de pétrole et de gaz,13,0.2824
2018,Nouveau-Brunswick,Autres travaux de génie,13,0.3493
2018,Nouveau-Brunswick,Autres machines et matériel,13,0.4972
2018,Nouveau-Brunswick,Machines et matériel de transport,13,0.4599
2018,Québec,Total des actifs,24,0.3309
2018,Québec,Immeubles commerciaux,24,0.3308
2018,Québec,Bâtiments institutionnels,24,0.3308
2018,Québec,Infrastructures de génie maritime,24,0.35
2018,Québec,Infrastructures de génie liées aux transports,24,0.3211
2018,Québec,Infrastructure d'adduction et de distribution d'eau,24,0.35
2018,Québec,Infrastructures pour les eaux usées,24,0.35
2018,Québec,Réseaux de communication,24,0.318
2018,Québec,Infrastructure liées à l'énergie électrique,24,0.3075
2018,Québec,Construction liée aux installations de pétrole et de gaz,24,0.2937
2018,Québec,Autres travaux de génie,24,0.35
2018,Québec,Autres machines et matériel,24,0.5238
2018,Québec,Machines et matériel de transport,24,0.537
2018,Ontario,Total des actifs,35,0.3417
2018,Ontario,Immeubles commerciaux,35,0.3208
2018,Ontario,Bâtiments institutionnels,35,0.3208
2018,Ontario,Infrastructures de génie maritime,35,0.3461
2018,Ontario,Infrastructures de génie liées aux transports,35,0.3404
2018,Ontario,Infrastructure d'adduction et de distribution d'eau,35,0.3461
2018,Ontario,Infrastructures pour les eaux usées,35,0.3461
2018,Ontario,Réseaux de communication,35,0.3195
2018,Ontario,Infrastructure liées à l'énergie électrique,35,0.3196
2018,Ontario,Construction liée aux installations de pétrole et de gaz,35,0.3006
2018,Ontario,Autres travaux de génie,35,0.3461
2018,Ontario,Autres machines et matériel,35,0.5255
2018,Ontario,Machines et matériel de transport,35,0.5457
2018,Manitoba,Total des actifs,46,0.3353
2018,Manitoba,Immeubles commerciaux,46,0.3314
2018,Manitoba,Bâtiments institutionnels,46,0.3314
2018,Manitoba,Infrastructures de génie maritime,46,0.3478
2018,Manitoba,Infrastructures de génie liées aux transports,46,0.3306
2018,Manitoba,Infrastructure d'adduction et de distribution d'eau,46,0.3478
2018,Manitoba,Infrastructures pour les eaux usées,46,0.3478
2018,Manitoba,Réseaux de communication,46,0.3231
2018,Manitoba,Infrastructure liées à l'énergie électrique,46,0.3303
2018,Manitoba,Construction liée aux installations de pétrole et de gaz,46,0.4106
2018,Manitoba,Autres travaux de génie,46,0.3478
2018,Manitoba,Autres machines et matériel,46,0.5417
2018,Manitoba,Machines et matériel de transport,46,0.5003
2018,Saskatchewan,Total des actifs,47,0.3556
2018,Saskatchewan,Immeubles commerciaux,47,0.3297
2018,Saskatchewan,Bâtiments institutionnels,47,0.3297
2018,Saskatchewan,Infrastructures de génie maritime,47,0.4008
2018,Saskatchewan,Infrastructures de génie liées aux transports,47,0.3402
2018,Saskatchewan,Infrastructure d'adduction et de distribution d'eau,47,0.4008
2018,Saskatchewan,Infrastructures pour les eaux usées,47,0.4008
2018,Saskatchewan,Réseaux de communication,47,0.3386
2018,Saskatchewan,Infrastructure liées à l'énergie électrique,47,0.3342
2018,Saskatchewan,Construction liée aux installations de pétrole et de gaz,47,0.4295
2018,Saskatchewan,Autres travaux de génie,47,0.4008
2018,Saskatchewan,Autres machines et matériel,47,0.5065
2018,Saskatchewan,Machines et matériel de transport,47,0.5467
2018,Alberta,Total des actifs,48,0.3448
2018,Alberta,Immeubles commerciaux,48,0.3464
2018,Alberta,Bâtiments institutionnels,48,0.3464
2018,Alberta,Infrastructures de génie maritime,48,0.3473
2018,Alberta,Infrastructures de génie liées aux transports,48,0.3431
2018,Alberta,Infrastructure d'adduction et de distribution d'eau,48,0.3473
2018,Alberta,Infrastructures pour les eaux usées,48,0.3473
2018,Alberta,Réseaux de communication,48,0.3285
2018,Alberta,Infrastructure liées à l'énergie électrique,48,0.325
2018,Alberta,Construction liée aux installations de pétrole et de gaz,48,0.3531
2018,Alberta,Autres travaux de génie,48,0.3473
2018,Alberta,Autres machines et matériel,48,0.4863
2018,Alberta,Machines et matériel de transport,48,0.5297
2018,Colombie-Britannique,Total des actifs,59,0.3409
2018,Colombie-Britannique,Immeubles commerciaux,59,0.3289
2018,Colombie-Britannique,Bâtiments institutionnels,59,0.3289
2018,Colombie-Britannique,Infrastructures de génie maritime,59,0.3853
2018,Colombie-Britannique,Infrastructures de génie liées aux transports,59,0.328
2018,Colombie-Britannique,Infrastructure d'adduction et de distribution d'eau,59,0.3853
2018,Colombie-Britannique,Infrastructures pour les eaux usées,59,0.3853
2018,Colombie-Britannique,Réseaux de communication,59,0.3185
2018,Colombie-Britannique,Infrastructure liées à l'énergie électrique,59,0.3197
2018,Colombie-Britannique,Construction liée aux installations de pétrole et de gaz,59,0.4145
2018,Colombie-Britannique,Autres travaux de génie,59,0.3853
2018,Colombie-Britannique,Autres machines et matériel,59,0.4827
2018,Colombie-Britannique,Machines et matériel de transport,59,0.5223
2018,Yukon,Total des actifs,60,0.3209
2018,Yukon,Immeubles commerciaux,60,0.3162
2018,Yukon,Bâtiments institutionnels,60,0.3162
2018,Yukon,Infrastructures de génie maritime,60,0.4277
2018,Yukon,Infrastructures de génie liées aux transports,60,0.2993
2018,Yukon,Infrastructure d'adduction et de distribution d'eau,60,0.4277
2018,Yukon,Infrastructures pour les eaux usées,60,0.4277
2018,Yukon,Réseaux de communication,60,0.2711
2018,Yukon,Infrastructure liées à l'énergie électrique,60,0.3008
2018,Yukon,Construction liée aux installations de pétrole et de gaz,60,0.3697
2018,Yukon,Autres travaux de génie,60,0.4277
2018,Yukon,Autres machines et matériel,60,0.4756
2018,Yukon,Machines et matériel de transport,60,0.4947
2018,Territoires du Nord-Ouest,Total des actifs,61,0.3395
2018,Territoires du Nord-Ouest,Immeubles commerciaux,61,0.3513
2018,Territoires du Nord-Ouest,Bâtiments institutionnels,61,0.3513
2018,Territoires du Nord-Ouest,Infrastructures de génie maritime,61,0.412
2018,Territoires du Nord-Ouest,Infrastructures de génie liées aux transports,61,0.308
2018,Territoires du Nord-Ouest,Infrastructure d'adduction et de distribution d'eau,61,0.412
2018,Territoires du Nord-Ouest,Infrastructures pour les eaux usées,61,0.412
2018,Territoires du Nord-Ouest,Réseaux de communication,61,0.3143
2018,Territoires du Nord-Ouest,Infrastructure liées à l'énergie électrique,61,0.3143
2018,Territoires du Nord-Ouest,Construction liée aux installations de pétrole et de gaz,61,0.3357
2018,Territoires du Nord-Ouest,Autres travaux de génie,61,0.412
2018,Territoires du Nord-Ouest,Autres machines et matériel,61,0.5187
2018,Territoires du Nord-Ouest,Machines et matériel de transport,61,0.4382
2018,Nunavut,Total des actifs,62,0.3706
2018,Nunavut,Immeubles commerciaux,62,0.3507
2018,Nunavut,Bâtiments institutionnels,62,0.3507
2018,Nunavut,Infrastructures de génie maritime,62,0.3929
2018,Nunavut,Infrastructures de génie liées aux transports,62,0.3252
2018,Nunavut,Infrastructure d'adduction et de distribution d'eau,62,0.3929
2018,Nunavut,Infrastructures pour les eaux usées,62,0.3929
2018,Nunavut,Réseaux de communication,62,0.3113
2018,Nunavut,Infrastructure liées à l'énergie électrique,62,0.3006
2018,Nunavut,Construction liée aux installations de pétrole et de gaz,62,0.3697
2018,Nunavut,Autres travaux de génie,62,0.3929
2018,Nunavut,Autres machines et matériel,62,0.5686
2018,Nunavut,Machines et matériel de transport,62,0.43
2019,Canada,Immeubles commerciaux,,0.3299
2019,Canada,Bâtiments institutionnels,,0.3297
2019,Canada,Infrastructures de génie maritime,,0.3689
2019,Canada,Infrastructures de génie liées aux transports,,0.3327
2019,Canada,Infrastructure d'adduction et de distribution d'eau,,0.3518
2019,Canada,Infrastructures pour les eaux usées,,0.3549
2019,Canada,Réseaux de communication,,0.3196
2019,Canada,Infrastructure liées à l'énergie électrique,,0.3189
2019,Canada,Construction liée aux installations de pétrole et de gaz,,0.3728
2019,Canada,Autres travaux de génie,,0.3563
2019,Canada,Autres machines et matériel,,0.5252
2019,Canada,Machines et matériel de transport,,0.5407
2019,Terre-Neuve-et-Labrador,Total des actifs,10,0.3261
2019,Terre-Neuve-et-Labrador,Immeubles commerciaux,10,0.3298
2019,Terre-Neuve-et-Labrador,Bâtiments institutionnels,10,0.3298
2019,Terre-Neuve-et-Labrador,Infrastructures de génie maritime,10,0.3561
2019,Terre-Neuve-et-Labrador,Infrastructures de génie liées aux transports,10,0.3175
2019,Terre-Neuve-et-Labrador,Infrastructure d'adduction et de distribution d'eau,10,0.3561
2019,Terre-Neuve-et-Labrador,Infrastructures pour les eaux usées,10,0.3561
2019,Terre-Neuve-et-Labrador,Réseaux de communication,10,0.3043
2019,Terre-Neuve-et-Labrador,Infrastructure liées à l'énergie électrique,10,0.3137
2019,Terre-Neuve-et-Labrador,Construction liée aux installations de pétrole et de gaz,10,0.33
2019,Terre-Neuve-et-Labrador,Autres travaux de génie,10,0.3561
2019,Terre-Neuve-et-Labrador,Autres machines et matériel,10,0.5322
2019,Terre-Neuve-et-Labrador,Machines et matériel de transport,10,0.5394
2019,Île-du-Prince-Édouard,Total des actifs,11,0.3501
2019,Île-du-Prince-Édouard,Immeubles commerciaux,11,0.3346
2019,Île-du-Prince-Édouard,Bâtiments institutionnels,11,0.3346
2019,Île-du-Prince-Édouard,Infrastructures de génie maritime,11,0.3208
2019,Île-du-Prince-Édouard,Infrastructures de génie liées aux transports,11,0.3766
2019,Île-du-Prince-Édouard,Infrastructure d'adduction et de distribution d'eau,11,0.3208
2019,Île-du-Prince-Édouard,Infrastructures pour les eaux usées,11,0.3208
2019,Île-du-Prince-Édouard,Réseaux de communication,11,0.3128
2019,Île-du-Prince-Édouard,Infrastructure liées à l'énergie électrique,11,0.318
2019,Île-du-Prince-Édouard,Construction liée aux installations de pétrole et de gaz,11,0.2754
2019,Île-du-Prince-Édouard,Autres travaux de génie,11,0.3208
2019,Île-du-Prince-Édouard,Autres machines et matériel,11,0.5464
2019,Île-du-Prince-Édouard,Machines et matériel de transport,11,0.5335
2019,Nouvelle-Écosse,Total des actifs,12,0.3318
2019,Nouvelle-Écosse,Immeubles commerciaux,12,0.3364
2019,Nouvelle-Écosse,Bâtiments institutionnels,12,0.3364
2019,Nouvelle-Écosse,Infrastructures de génie maritime,12,0.3001
2019,Nouvelle-Écosse,Infrastructures de génie liées aux transports,12,0.3225
2019,Nouvelle-Écosse,Infrastructure d'adduction et de distribution d'eau,12,0.3001
2019,Nouvelle-Écosse,Infrastructures pour les eaux usées,12,0.3001
2019,Nouvelle-Écosse,Réseaux de communication,12,0.2981
2019,Nouvelle-Écosse,Infrastructure liées à l'énergie électrique,12,0.3249
2019,Nouvelle-Écosse,Construction liée aux installations de pétrole et de gaz,12,0.2946
2019,Nouvelle-Écosse,Autres travaux de génie,12,0.3001
2019,Nouvelle-Écosse,Autres machines et matériel,12,0.5344
2019,Nouvelle-Écosse,Machines et matériel de transport,12,0.4938
2019,Nouveau-Brunswick,Total des actifs,13,0.321
2019,Nouveau-Brunswick,Immeubles commerciaux,13,0.3272
2019,Nouveau-Brunswick,Bâtiments institutionnels,13,0.3272
2019,Nouveau-Brunswick,Infrastructures de génie maritime,13,0.3493
2019,Nouveau-Brunswick,Infrastructures de génie liées aux transports,13,0.3121
2019,Nouveau-Brunswick,Infrastructure d'adduction et de distribution d'eau,13,0.3493
2019,Nouveau-Brunswick,Infrastructures pour les eaux usées,13,0.3493
2019,Nouveau-Brunswick,Réseaux de communication,13,0.3092
2019,Nouveau-Brunswick,Infrastructure liées à l'énergie électrique,13,0.3083
2019,Nouveau-Brunswick,Construction liée aux installations de pétrole et de gaz,13,0.2824
2019,Nouveau-Brunswick,Autres travaux de génie,13,0.3493
2019,Nouveau-Brunswick,Autres machines et matériel,13,0.4785
2019,Nouveau-Brunswick,Machines et matériel de transport,13,0.4605
2019,Québec,Total des actifs,24,0.3298
2019,Québec,Immeubles commerciaux,24,0.3308
2019,Québec,Bâtiments institutionnels,24,0.3308
2019,Québec,Infrastructures de génie maritime,24,0.35
2019,Québec,Infrastructures de génie liées aux transports,24,0.3211
2019,Québec,Infrastructure d'adduction et de distribution d'eau,24,0.35
2019,Québec,Infrastructures pour les eaux usées,24,0.35
2019,Québec,Réseaux de communication,24,0.318
2019,Québec,Infrastructure liées à l'énergie électrique,24,0.3075
2019,Québec,Construction liée aux installations de pétrole et de gaz,24,0.2937
2019,Québec,Autres travaux de génie,24,0.35
2019,Québec,Autres machines et matériel,24,0.5322
2019,Québec,Machines et matériel de transport,24,0.537
2019,Ontario,Total des actifs,35,0.3451
2019,Ontario,Immeubles commerciaux,35,0.3208
2019,Ontario,Bâtiments institutionnels,35,0.3208
2019,Ontario,Infrastructures de génie maritime,35,0.3461
2019,Ontario,Infrastructures de génie liées aux transports,35,0.3404
2019,Ontario,Infrastructure d'adduction et de distribution d'eau,35,0.3461
2019,Ontario,Infrastructures pour les eaux usées,35,0.3461
2019,Ontario,Réseaux de communication,35,0.3195
2019,Ontario,Infrastructure liées à l'énergie électrique,35,0.3196
2019,Ontario,Construction liée aux installations de pétrole et de gaz,35,0.3006
2019,Ontario,Autres travaux de génie,35,0.3461
2019,Ontario,Autres machines et matériel,35,0.5274
2019,Ontario,Machines et matériel de transport,35,0.5456
2019,Manitoba,Total des actifs,46,0.3337
2019,Manitoba,Immeubles commerciaux,46,0.3314
2019,Manitoba,Bâtiments institutionnels,46,0.3314
2019,Manitoba,Infrastructures de génie maritime,46,0.3478
2019,Manitoba,Infrastructures de génie liées aux transports,46,0.3306
2019,Manitoba,Infrastructure d'adduction et de distribution d'eau,46,0.3478
2019,Manitoba,Infrastructures pour les eaux usées,46,0.3478
2019,Manitoba,Réseaux de communication,46,0.3231
2019,Manitoba,Infrastructure liées à l'énergie électrique,46,0.3303
2019,Manitoba,Construction liée aux installations de pétrole et de gaz,46,0.4106
2019,Manitoba,Autres travaux de génie,46,0.3478
2019,Manitoba,Autres machines et matériel,46,0.5217
2019,Manitoba,Machines et matériel de transport,46,0.5006
2019,Saskatchewan,Total des actifs,47,0.3511
2019,Saskatchewan,Immeubles commerciaux,47,0.3297
2019,Saskatchewan,Bâtiments institutionnels,47,0.3297
2019,Saskatchewan,Infrastructures de génie maritime,47,0.4008
2019,Saskatchewan,Infrastructures de génie liées aux transports,47,0.3402
2019,Saskatchewan,Infrastructure d'adduction et de distribution d'eau,47,0.4008
2019,Saskatchewan,Infrastructures pour les eaux usées,47,0.4008
2019,Saskatchewan,Réseaux de communication,47,0.3386
2019,Saskatchewan,Infrastructure liées à l'énergie électrique,47,0.3342
2019,Saskatchewan,Construction liée aux installations de pétrole et de gaz,47,0.4295
2019,Saskatchewan,Autres travaux de génie,47,0.4008
2019,Saskatchewan,Autres machines et matériel,47,0.4879
2019,Saskatchewan,Machines et matériel de transport,47,0.5467
2019,Alberta,Total des actifs,48,0.345
2019,Alberta,Immeubles commerciaux,48,0.3464
2019,Alberta,Bâtiments institutionnels,48,0.3464
2019,Alberta,Infrastructures de génie maritime,48,0.3473
2019,Alberta,Infrastructures de génie liées aux transports,48,0.3431
2019,Alberta,Infrastructure d'adduction et de distribution d'eau,48,0.3473
2019,Alberta,Infrastructures pour les eaux usées,48,0.3473
2019,Alberta,Réseaux de communication,48,0.3285
2019,Alberta,Infrastructure liées à l'énergie électrique,48,0.325
2019,Alberta,Construction liée aux installations de pétrole et de gaz,48,0.3531
2019,Alberta,Autres travaux de génie,48,0.3473
2019,Alberta,Autres machines et matériel,48,0.5096
2019,Alberta,Machines et matériel de transport,48,0.5305
2019,Colombie-Britannique,Total des actifs,59,0.3439
2019,Colombie-Britannique,Immeubles commerciaux,59,0.3289
2019,Colombie-Britannique,Bâtiments institutionnels,59,0.3289
2019,Colombie-Britannique,Infrastructures de génie maritime,59,0.3853
2019,Colombie-Britannique,Infrastructures de génie liées aux transports,59,0.328
2019,Colombie-Britannique,Infrastructure d'adduction et de distribution d'eau,59,0.3853
2019,Colombie-Britannique,Infrastructures pour les eaux usées,59,0.3853
2019,Colombie-Britannique,Réseaux de communication,59,0.3185
2019,Colombie-Britannique,Infrastructure liées à l'énergie électrique,59,0.3197
2019,Colombie-Britannique,Construction liée aux installations de pétrole et de gaz,59,0.4145
2019,Colombie-Britannique,Autres travaux de génie,59,0.3853
2019,Colombie-Britannique,Autres machines et matériel,59,0.4912
2019,Colombie-Britannique,Machines et matériel de transport,59,0.5224
2019,Yukon,Total des actifs,60,0.3196
2019,Yukon,Immeubles commerciaux,60,0.3162
2019,Yukon,Bâtiments institutionnels,60,0.3162
2019,Yukon,Infrastructures de génie maritime,60,0.4277
2019,Yukon,Infrastructures de génie liées aux transports,60,0.2993
2019,Yukon,Infrastructure d'adduction et de distribution d'eau,60,0.4277
2019,Yukon,Infrastructures pour les eaux usées,60,0.4277
2019,Yukon,Réseaux de communication,60,0.2711
2019,Yukon,Infrastructure liées à l'énergie électrique,60,0.3008
