Year,Géographie,Type de violence entre partenaires intimes,Groupe d'âge,Groupe autochtone,Minorité visible,Status d'immigrant,Incapacité,Plus haut grade obtenu,Revenu du ménage,Lieu de résidence,État matrimonial,GeoCode,Value
2018,Colombie-Britannique,"Violence émotionnelle, psychologique ou exploitation financière",,Personne non autochtone,,,,,,,,59,11.59
2018,Colombie-Britannique,"Total, violence physique ou sexuelle entre partenaires intimes",,Personne non autochtone,,,,,,,,59,3.17
2018,Colombie-Britannique,Violence physique,,Personne non autochtone,,,,,,,,59,2.71
2018,Colombie-Britannique,Violence sexuelle,,Personne non autochtone,,,,,,,,59,0.73
2018,Territoires,"Total, tous les types de violence entre partenaires intimes",,Personne autochtone,,,,,,,,,21.63
2018,Territoires,"Total, tous les types de violence entre partenaires intimes",,Premières Nations (Indien de l'Amérique du Nord),,,,,,,,,23.45
2018,Territoires,"Total, tous les types de violence entre partenaires intimes",,Inuk (Inuit),,,,,,,,,19.32
2018,Territoires,"Total, tous les types de violence entre partenaires intimes",,Personne non autochtone,,,,,,,,,9.71
2018,Territoires,"Violence émotionnelle, psychologique ou exploitation financière",,Personne autochtone,,,,,,,,,20.75
2018,Territoires,"Violence émotionnelle, psychologique ou exploitation financière",,Premières Nations (Indien de l'Amérique du Nord),,,,,,,,,23.45
2018,Territoires,"Violence émotionnelle, psychologique ou exploitation financière",,Inuk (Inuit),,,,,,,,,17.79
2018,Territoires,"Violence émotionnelle, psychologique ou exploitation financière",,Personne non autochtone,,,,,,,,,9.21
2018,Territoires,"Total, violence physique ou sexuelle entre partenaires intimes",,Personne autochtone,,,,,,,,,11.87
2018,Territoires,"Total, violence physique ou sexuelle entre partenaires intimes",,Premières Nations (Indien de l'Amérique du Nord),,,,,,,,,15.76
2018,Territoires,"Total, violence physique ou sexuelle entre partenaires intimes",,Inuk (Inuit),,,,,,,,,11.32
2018,Territoires,"Total, violence physique ou sexuelle entre partenaires intimes",,Personne non autochtone,,,,,,,,,3.98
2018,Territoires,Violence physique,,Personne autochtone,,,,,,,,,10.49
2018,Territoires,Violence physique,,Premières Nations (Indien de l'Amérique du Nord),,,,,,,,,11.83
2018,Territoires,Violence physique,,Inuk (Inuit),,,,,,,,,11.32
2018,Territoires,Violence physique,,Personne non autochtone,,,,,,,,,2.85
2018,Territoires,Violence sexuelle,,Personne autochtone,,,,,,,,,3.76
2018,Territoires,Violence sexuelle,,Inuk (Inuit),,,,,,,,,3.16
2018,Territoires,Violence sexuelle,,Personne non autochtone,,,,,,,,,1.94
2018,Canada,"Total, tous les types de violence entre partenaires intimes",,,Population des minorités visibles,,,,,,,,9.2
2018,Canada,"Total, tous les types de violence entre partenaires intimes",,,Arabe,,,,,,,,12.66
2018,Canada,"Total, tous les types de violence entre partenaires intimes",,,Noir,,,,,,,,9.02
2018,Canada,"Total, tous les types de violence entre partenaires intimes",,,Chinois,,,,,,,,8.19
2018,Canada,"Total, tous les types de violence entre partenaires intimes",,,Philippin,,,,,,,,3.58
2018,Canada,"Total, tous les types de violence entre partenaires intimes",,,Latino-Américain,,,,,,,,8.75
2018,Canada,"Total, tous les types de violence entre partenaires intimes",,,Sud-Asiatique,,,,,,,,8.86
2018,Canada,"Total, tous les types de violence entre partenaires intimes",,,Groupe non indiqué ailleurs,,,,,,,,15.5
2018,Canada,"Violence émotionnelle, psychologique ou exploitation financière",,,Population des minorités visibles,,,,,,,,9.06
2018,Canada,"Violence émotionnelle, psychologique ou exploitation financière",,,Arabe,,,,,,,,12.66
2018,Canada,"Violence émotionnelle, psychologique ou exploitation financière",,,Noir,,,,,,,,8.62
2018,Canada,"Violence émotionnelle, psychologique ou exploitation financière",,,Chinois,,,,,,,,8.03
2018,Canada,"Violence émotionnelle, psychologique ou exploitation financière",,,Philippin,,,,,,,,3.58
2018,Canada,"Violence émotionnelle, psychologique ou exploitation financière",,,Latino-Américain,,,,,,,,8.75
2018,Canada,"Violence émotionnelle, psychologique ou exploitation financière",,,Sud-Asiatique,,,,,,,,8.86
2018,Canada,"Violence émotionnelle, psychologique ou exploitation financière",,,Groupe non indiqué ailleurs,,,,,,,,14.94
2018,Canada,"Total, violence physique ou sexuelle entre partenaires intimes",,,Population des minorités visibles,,,,,,,,3.11
2018,Canada,"Total, violence physique ou sexuelle entre partenaires intimes",,,Chinois,,,,,,,,3.67
2018,Canada,"Total, violence physique ou sexuelle entre partenaires intimes",,,Sud-Asiatique,,,,,,,,2.55
2018,Canada,Violence physique,,,Population des minorités visibles,,,,,,,,2.45
2018,Canada,Violence physique,,,Chinois,,,,,,,,2.67
2018,Canada,Violence sexuelle,,,Population des minorités visibles,,,,,,,,1.3
2018,Canada,Violence sexuelle,,,Chinois,,,,,,,,2.42
2018,Québec,"Total, tous les types de violence entre partenaires intimes",,,Population des minorités visibles,,,,,,,24,13.59
2018,Québec,"Violence émotionnelle, psychologique ou exploitation financière",,,Population des minorités visibles,,,,,,,24,13.59
2018,Ontario,"Total, tous les types de violence entre partenaires intimes",,,Population des minorités visibles,,,,,,,35,7.54
2018,Ontario,"Total, tous les types de violence entre partenaires intimes",,,Chinois,,,,,,,35,8.39
2018,Ontario,"Violence émotionnelle, psychologique ou exploitation financière",,,Population des minorités visibles,,,,,,,35,7.45
2018,Ontario,"Violence émotionnelle, psychologique ou exploitation financière",,,Chinois,,,,,,,35,8.39
2018,Ontario,"Total, violence physique ou sexuelle entre partenaires intimes",,,Population des minorités visibles,,,,,,,35,3.38
2018,Ontario,Violence physique,,,Population des minorités visibles,,,,,,,35,3.01
2018,Provinces des Prairies,"Total, tous les types de violence entre partenaires intimes",,,Population des minorités visibles,,,,,,,,12.58
2018,Provinces des Prairies,"Total, tous les types de violence entre partenaires intimes",,,Chinois,,,,,,,,7.15
2018,Provinces des Prairies,"Total, tous les types de violence entre partenaires intimes",,,Sud-Asiatique,,,,,,,,18.91
2018,Provinces des Prairies,"Violence émotionnelle, psychologique ou exploitation financière",,,Population des minorités visibles,,,,,,,,12.11
2018,Provinces des Prairies,"Violence émotionnelle, psychologique ou exploitation financière",,,Sud-Asiatique,,,,,,,,18.91
2018,Provinces des Prairies,"Total, violence physique ou sexuelle entre partenaires intimes",,,Population des minorités visibles,,,,,,,,5.66
2018,Provinces des Prairies,Violence physique,,,Population des minorités visibles,,,,,,,,3.21
2018,Provinces des Prairies,Violence sexuelle,,,Population des minorités visibles,,,,,,,,2.94
2018,Colombie-Britannique,"Total, tous les types de violence entre partenaires intimes",,,Population des minorités visibles,,,,,,,59,7.95
2018,Colombie-Britannique,"Total, tous les types de violence entre partenaires intimes",,,Chinois,,,,,,,59,9.67
2018,Colombie-Britannique,"Violence émotionnelle, psychologique ou exploitation financière",,,Population des minorités visibles,,,,,,,59,7.86
2018,Colombie-Britannique,"Violence émotionnelle, psychologique ou exploitation financière",,,Chinois,,,,,,,59,9.46
2018,Canada,"Total, tous les types de violence entre partenaires intimes",,,,Personne immigrante,,,,,,,9.59
2018,Canada,"Total, tous les types de violence entre partenaires intimes",,,,Personne non immigrante,,,,,,,12.91
2018,Canada,"Violence émotionnelle, psychologique ou exploitation financière",,,,Personne immigrante,,,,,,,9.47
2018,Canada,"Violence émotionnelle, psychologique ou exploitation financière",,,,Personne non immigrante,,,,,,,12.69
2018,Canada,"Total, violence physique ou sexuelle entre partenaires intimes",,,,Personne immigrante,,,,,,,2.96
2018,Canada,"Total, violence physique ou sexuelle entre partenaires intimes",,,,Personne non immigrante,,,,,,,3.16
2018,Canada,Violence physique,,,,Personne immigrante,,,,,,,2.45
2018,Canada,Violence physique,,,,Personne non immigrante,,,,,,,2.42
2018,Canada,Violence sexuelle,,,,Personne immigrante,,,,,,,0.85
2018,Canada,Violence sexuelle,,,,Personne non immigrante,,,,,,,1.25
2018,Provinces de l'Atlantique,"Total, tous les types de violence entre partenaires intimes",,,,Personne immigrante,,,,,,,15.63
2018,Provinces de l'Atlantique,"Total, tous les types de violence entre partenaires intimes",,,,Personne non immigrante,,,,,,,10.35
2018,Provinces de l'Atlantique,"Violence émotionnelle, psychologique ou exploitation financière",,,,Personne immigrante,,,,,,,14.92
2018,Provinces de l'Atlantique,"Violence émotionnelle, psychologique ou exploitation financière",,,,Personne non immigrante,,,,,,,10.18
2018,Provinces de l'Atlantique,"Total, violence physique ou sexuelle entre partenaires intimes",,,,Personne immigrante,,,,,,,4.13
2018,Provinces de l'Atlantique,"Total, violence physique ou sexuelle entre partenaires intimes",,,,Personne non immigrante,,,,,,,3.24
2018,Provinces de l'Atlantique,Violence physique,,,,Personne non immigrante,,,,,,,2.56
2018,Provinces de l'Atlantique,Violence sexuelle,,,,Personne non immigrante,,,,,,,1.06
2018,Québec,"Total, tous les types de violence entre partenaires intimes",,,,Personne immigrante,,,,,,24,10.49
2018,Québec,"Total, tous les types de violence entre partenaires intimes",,,,Personne non immigrante,,,,,,24,12.92
2018,Québec,"Violence émotionnelle, psychologique ou exploitation financière",,,,Personne immigrante,,,,,,24,10.49
2018,Québec,"Violence émotionnelle, psychologique ou exploitation financière",,,,Personne non immigrante,,,,,,24,12.6
2018,Québec,"Total, violence physique ou sexuelle entre partenaires intimes",,,,Personne non immigrante,,,,,,24,2.68
2018,Québec,Violence physique,,,,Personne non immigrante,,,,,,24,1.81
2018,Québec,Violence sexuelle,,,,Personne non immigrante,,,,,,24,1.22
2018,Ontario,"Total, tous les types de violence entre partenaires intimes",,,,Personne immigrante,,,,,,35,9.64
2018,Ontario,"Total, tous les types de violence entre partenaires intimes",,,,Personne non immigrante,,,,,,35,12.43
2018,Ontario,"Violence émotionnelle, psychologique ou exploitation financière",,,,Personne immigrante,,,,,,35,9.5
2018,Ontario,"Violence émotionnelle, psychologique ou exploitation financière",,,,Personne non immigrante,,,,,,35,12.19
2018,Ontario,"Total, violence physique ou sexuelle entre partenaires intimes",,,,Personne immigrante,,,,,,35,3.88
2018,Ontario,"Total, violence physique ou sexuelle entre partenaires intimes",,,,Personne non immigrante,,,,,,35,2.89
2018,Ontario,Violence physique,,,,Personne immigrante,,,,,,35,3.51
2018,Ontario,Violence physique,,,,Personne non immigrante,,,,,,35,2.1
2018,Ontario,Violence sexuelle,,,,Personne non immigrante,,,,,,35,1.3
2018,Provinces des Prairies,"Total, tous les types de violence entre partenaires intimes",,,,Personne immigrante,,,,,,,10.83
2018,Provinces des Prairies,"Total, tous les types de violence entre partenaires intimes",,,,Personne non immigrante,,,,,,,13.99
2018,Provinces des Prairies,"Violence émotionnelle, psychologique ou exploitation financière",,,,Personne immigrante,,,,,,,10.67
2018,Provinces des Prairies,"Violence émotionnelle, psychologique ou exploitation financière",,,,Personne non immigrante,,,,,,,13.76
2018,Provinces des Prairies,"Total, violence physique ou sexuelle entre partenaires intimes",,,,Personne immigrante,,,,,,,3.2
2018,Provinces des Prairies,"Total, violence physique ou sexuelle entre partenaires intimes",,,,Personne non immigrante,,,,,,,3.67
2018,Provinces des Prairies,Violence physique,,,,Personne immigrante,,,,,,,1.52
2018,Provinces des Prairies,Violence physique,,,,Personne non immigrante,,,,,,,3.08
2018,Provinces des Prairies,Violence sexuelle,,,,Personne immigrante,,,,,,,1.71
2018,Provinces des Prairies,Violence sexuelle,,,,Personne non immigrante,,,,,,,1.37
2018,Colombie-Britannique,"Total, tous les types de violence entre partenaires intimes",,,,Personne immigrante,,,,,,59,7.04
2018,Colombie-Britannique,"Total, tous les types de violence entre partenaires intimes",,,,Personne non immigrante,,,,,,59,14.27
2018,Colombie-Britannique,"Violence émotionnelle, psychologique ou exploitation financière",,,,Personne immigrante,,,,,,59,6.96
2018,Colombie-Britannique,"Violence émotionnelle, psychologique ou exploitation financière",,,,Personne non immigrante,,,,,,59,14.27
2018,Colombie-Britannique,"Total, violence physique ou sexuelle entre partenaires intimes",,,,Personne immigrante,,,,,,59,1.47
2018,Colombie-Britannique,"Total, violence physique ou sexuelle entre partenaires intimes",,,,Personne non immigrante,,,,,,59,3.98
2018,Colombie-Britannique,Violence physique,,,,Personne immigrante,,,,,,59,1.31
2018,Colombie-Britannique,Violence physique,,,,Personne non immigrante,,,,,,59,3.38
2018,Colombie-Britannique,Violence sexuelle,,,,Personne non immigrante,,,,,,59,1.05
2018,Territoires,"Total, tous les types de violence entre partenaires intimes",,,,Personne non immigrante,,,,,,,16.66
2018,Territoires,"Violence émotionnelle, psychologique ou exploitation financière",,,,Personne non immigrante,,,,,,,15.89
2018,Territoires,"Total, violence physique ou sexuelle entre partenaires intimes",,,,Personne non immigrante,,,,,,,8.31
2018,Territoires,Violence physique,,,,Personne non immigrante,,,,,,,6.89
2018,Territoires,Violence sexuelle,,,,Personne non immigrante,,,,,,,3.18
2018,Canada,"Total, tous les types de violence entre partenaires intimes",,,,,Personne ayant une incapacité,,,,,,16.27
2018,Canada,"Total, tous les types de violence entre partenaires intimes",,,,,Personne n’ayant aucune incapacité,,,,,,9.55
2018,Canada,"Violence émotionnelle, psychologique ou exploitation financière",,,,,Personne ayant une incapacité,,,,,,15.88
2018,Canada,"Violence émotionnelle, psychologique ou exploitation financière",,,,,Personne n’ayant aucune incapacité,,,,,,9.47
2018,Canada,"Total, violence physique ou sexuelle entre partenaires intimes",,,,,Personne ayant une incapacité,,,,,,4.86
2018,Canada,"Total, violence physique ou sexuelle entre partenaires intimes",,,,,Personne n’ayant aucune incapacité,,,,,,2.02
2018,Canada,Violence physique,,,,,Personne ayant une incapacité,,,,,,3.53
2018,Canada,Violence physique,,,,,Personne n’ayant aucune incapacité,,,,,,1.73
2018,Canada,Violence sexuelle,,,,,Personne ayant une incapacité,,,,,,2.23
2018,Canada,Violence sexuelle,,,,,Personne n’ayant aucune incapacité,,,,,,0.5
2018,Provinces de l'Atlantique,"Total, tous les types de violence entre partenaires intimes",,,,,Personne ayant une incapacité,,,,,,13.56
2018,Provinces de l'Atlantique,"Total, tous les types de violence entre partenaires intimes",,,,,Personne n’ayant aucune incapacité,,,,,,8.58
2018,Provinces de l'Atlantique,"Violence émotionnelle, psychologique ou exploitation financière",,,,,Personne ayant une incapacité,,,,,,13.37
2018,Provinces de l'Atlantique,"Violence émotionnelle, psychologique ou exploitation financière",,,,,Personne n’ayant aucune incapacité,,,,,,8.36
2018,Provinces de l'Atlantique,"Total, violence physique ou sexuelle entre partenaires intimes",,,,,Personne ayant une incapacité,,,,,,5.35
2018,Provinces de l'Atlantique,"Total, violence physique ou sexuelle entre partenaires intimes",,,,,Personne n’ayant aucune incapacité,,,,,,1.81
2018,Provinces de l'Atlantique,Violence physique,,,,,Personne ayant une incapacité,,,,,,4.44
2018,Provinces de l'Atlantique,Violence physique,,,,,Personne n’ayant aucune incapacité,,,,,,1.35
2018,Provinces de l'Atlantique,Violence sexuelle,,,,,Personne ayant une incapacité,,,,,,1.85
2018,Provinces de l'Atlantique,Violence sexuelle,,,,,Personne n’ayant aucune incapacité,,,,,,0.61
2018,Québec,"Total, tous les types de violence entre partenaires intimes",,,,,Personne ayant une incapacité,,,,,24,16.41
2018,Québec,"Total, tous les types de violence entre partenaires intimes",,,,,Personne n’ayant aucune incapacité,,,,,24,10.61
2018,Québec,"Violence émotionnelle, psychologique ou exploitation financière",,,,,Personne ayant une incapacité,,,,,24,15.75
2018,Québec,"Violence émotionnelle, psychologique ou exploitation financière",,,,,Personne n’ayant aucune incapacité,,,,,24,10.53
2018,Québec,"Total, violence physique ou sexuelle entre partenaires intimes",,,,,Personne ayant une incapacité,,,,,24,5.39
2018,Québec,"Total, violence physique ou sexuelle entre partenaires intimes",,,,,Personne n’ayant aucune incapacité,,,,,24,0.95
2018,Québec,Violence physique,,,,,Personne ayant une incapacité,,,,,24,3.23
2018,Québec,Violence physique,,,,,Personne n’ayant aucune incapacité,,,,,24,0.84
2018,Québec,Violence sexuelle,,,,,Personne ayant une incapacité,,,,,24,3.07
2018,Ontario,"Total, tous les types de violence entre partenaires intimes",,,,,Personne ayant une incapacité,,,,,35,15.73
2018,Ontario,"Total, tous les types de violence entre partenaires intimes",,,,,Personne n’ayant aucune incapacité,,,,,35,8.7
2018,Ontario,"Violence émotionnelle, psychologique ou exploitation financière",,,,,Personne ayant une incapacité,,,,,35,15.22
2018,Ontario,"Violence émotionnelle, psychologique ou exploitation financière",,,,,Personne n’ayant aucune incapacité,,,,,35,8.7
2018,Ontario,"Total, violence physique ou sexuelle entre partenaires intimes",,,,,Personne ayant une incapacité,,,,,35,4.73
2018,Ontario,"Total, violence physique ou sexuelle entre partenaires intimes",,,,,Personne n’ayant aucune incapacité,,,,,35,2.15
2018,Ontario,Violence physique,,,,,Personne ayant une incapacité,,,,,35,3.46
2018,Ontario,Violence physique,,,,,Personne n’ayant aucune incapacité,,,,,35,1.88
2018,Ontario,Violence sexuelle,,,,,Personne ayant une incapacité,,,,,35,2.05
2018,Ontario,Violence sexuelle,,,,,Personne n’ayant aucune incapacité,,,,,35,0.6
2018,Provinces des Prairies,"Total, tous les types de violence entre partenaires intimes",,,,,Personne ayant une incapacité,,,,,,17.24
2018,Provinces des Prairies,"Total, tous les types de violence entre partenaires intimes",,,,,Personne n’ayant aucune incapacité,,,,,,11.07
2018,Provinces des Prairies,"Violence émotionnelle, psychologique ou exploitation financière",,,,,Personne ayant une incapacité,,,,,,17.05
2018,Provinces des Prairies,"Violence émotionnelle, psychologique ou exploitation financière",,,,,Personne n’ayant aucune incapacité,,,,,,10.83
2018,Provinces des Prairies,"Total, violence physique ou sexuelle entre partenaires intimes",,,,,Personne ayant une incapacité,,,,,,4.67
2018,Provinces des Prairies,"Total, violence physique ou sexuelle entre partenaires intimes",,,,,Personne n’ayant aucune incapacité,,,,,,2.9
2018,Provinces des Prairies,Violence physique,,,,,Personne ayant une incapacité,,,,,,3.7
2018,Provinces des Prairies,Violence physique,,,,,Personne n’ayant aucune incapacité,,,,,,2.23
2018,Provinces des Prairies,Violence sexuelle,,,,,Personne ayant une incapacité,,,,,,2.19
2018,Provinces des Prairies,Violence sexuelle,,,,,Personne n’ayant aucune incapacité,,,,,,0.96
2018,Colombie-Britannique,"Total, tous les types de violence entre partenaires intimes",,,,,Personne ayant une incapacité,,,,,59,17.82
2018,Colombie-Britannique,"Total, tous les types de violence entre partenaires intimes",,,,,Personne n’ayant aucune incapacité,,,,,59,8.38
2018,Colombie-Britannique,"Violence émotionnelle, psychologique ou exploitation financière",,,,,Personne ayant une incapacité,,,,,59,17.82
2018,Colombie-Britannique,"Violence émotionnelle, psychologique ou exploitation financière",,,,,Personne n’ayant aucune incapacité,,,,,59,8.35
2018,Colombie-Britannique,"Total, violence physique ou sexuelle entre partenaires intimes",,,,,Personne ayant une incapacité,,,,,59,4.33
2018,Colombie-Britannique,"Total, violence physique ou sexuelle entre partenaires intimes",,,,,Personne n’ayant aucune incapacité,,,,,59,2.51
2018,Colombie-Britannique,Violence physique,,,,,Personne ayant une incapacité,,,,,59,3.32
2018,Colombie-Britannique,Violence physique,,,,,Personne n’ayant aucune incapacité,,,,,59,2.41
2018,Colombie-Britannique,Violence sexuelle,,,,,Personne ayant une incapacité,,,,,59,1.71
2018,Territoires,"Total, tous les types de violence entre partenaires intimes",,,,,Personne ayant une incapacité,,,,,,20.85
2018,Territoires,"Total, tous les types de violence entre partenaires intimes",,,,,Personne n’ayant aucune incapacité,,,,,,11.46
2018,Territoires,"Violence émotionnelle, psychologique ou exploitation financière",,,,,Personne ayant une incapacité,,,,,,19.51
2018,Territoires,"Violence émotionnelle, psychologique ou exploitation financière",,,,,Personne n’ayant aucune incapacité,,,,,,11.23
2018,Territoires,"Total, violence physique ou sexuelle entre partenaires intimes",,,,,Personne ayant une incapacité,,,,,,12.0
2018,Territoires,"Total, violence physique ou sexuelle entre partenaires intimes",,,,,Personne n’ayant aucune incapacité,,,,,,4.72
2018,Territoires,Violence physique,,,,,Personne ayant une incapacité,,,,,,9.11
2018,Territoires,Violence physique,,,,,Personne n’ayant aucune incapacité,,,,,,4.58
2018,Territoires,Violence sexuelle,,,,,Personne ayant une incapacité,,,,,,5.67
2018,Canada,"Total, tous les types de violence entre partenaires intimes",,,,,,Études secondaires partielles ou moins,,,,,11.83
2018,Canada,"Total, tous les types de violence entre partenaires intimes",,,,,,Diplôme d'études secondaires,,,,,13.59
2018,Canada,"Total, tous les types de violence entre partenaires intimes",,,,,,Diplôme d'études collégiales ou d'une école de métiers,,,,,11.37
2018,Canada,"Total, tous les types de violence entre partenaires intimes",,,,,,Diplôme universitaire,,,,,11.97
2018,Canada,"Violence émotionnelle, psychologique ou exploitation financière",,,,,,Études secondaires partielles ou moins,,,,,11.82
2018,Canada,"Violence émotionnelle, psychologique ou exploitation financière",,,,,,Diplôme d'études secondaires,,,,,13.16
2018,Canada,"Violence émotionnelle, psychologique ou exploitation financière",,,,,,Diplôme d'études collégiales ou d'une école de métiers,,,,,11.15
2018,Canada,"Violence émotionnelle, psychologique ou exploitation financière",,,,,,Diplôme universitaire,,,,,11.89
2018,Canada,"Total, violence physique ou sexuelle entre partenaires intimes",,,,,,Études secondaires partielles ou moins,,,,,3.47
2018,Canada,"Total, violence physique ou sexuelle entre partenaires intimes",,,,,,Diplôme d'études secondaires,,,,,4.05
2018,Canada,"Total, violence physique ou sexuelle entre partenaires intimes",,,,,,Diplôme d'études collégiales ou d'une école de métiers,,,,,2.88
2018,Canada,"Total, violence physique ou sexuelle entre partenaires intimes",,,,,,Diplôme universitaire,,,,,2.67
2018,Canada,Violence physique,,,,,,Études secondaires partielles ou moins,,,,,2.65
2018,Canada,Violence physique,,,,,,Diplôme d'études secondaires,,,,,3.01
2018,Canada,Violence physique,,,,,,Diplôme d'études collégiales ou d'une école de métiers,,,,,2.35
2018,Canada,Violence physique,,,,,,Diplôme universitaire,,,,,2.09
2018,Canada,Violence sexuelle,,,,,,Études secondaires partielles ou moins,,,,,1.45
2018,Canada,Violence sexuelle,,,,,,Diplôme d'études secondaires,,,,,1.61
2018,Canada,Violence sexuelle,,,,,,Diplôme d'études collégiales ou d'une école de métiers,,,,,1.06
2018,Canada,Violence sexuelle,,,,,,Diplôme universitaire,,,,,0.9
2018,Provinces de l'Atlantique,"Total, tous les types de violence entre partenaires intimes",,,,,,Études secondaires partielles ou moins,,,,,9.22
2018,Provinces de l'Atlantique,"Total, tous les types de violence entre partenaires intimes",,,,,,Diplôme d'études secondaires,,,,,8.97
2018,Provinces de l'Atlantique,"Total, tous les types de violence entre partenaires intimes",,,,,,Diplôme d'études collégiales ou d'une école de métiers,,,,,10.86
2018,Provinces de l'Atlantique,"Total, tous les types de violence entre partenaires intimes",,,,,,Diplôme universitaire,,,,,12.31
2018,Provinces de l'Atlantique,"Violence émotionnelle, psychologique ou exploitation financière",,,,,,Études secondaires partielles ou moins,,,,,9.22
2018,Provinces de l'Atlantique,"Violence émotionnelle, psychologique ou exploitation financière",,,,,,Diplôme d'études secondaires,,,,,8.52
2018,Provinces de l'Atlantique,"Violence émotionnelle, psychologique ou exploitation financière",,,,,,Diplôme d'études collégiales ou d'une école de métiers,,,,,10.83
2018,Provinces de l'Atlantique,"Violence émotionnelle, psychologique ou exploitation financière",,,,,,Diplôme universitaire,,,,,12.04
2018,Provinces de l'Atlantique,"Total, violence physique ou sexuelle entre partenaires intimes",,,,,,Diplôme d'études secondaires,,,,,3.59
2018,Provinces de l'Atlantique,"Total, violence physique ou sexuelle entre partenaires intimes",,,,,,Diplôme d'études collégiales ou d'une école de métiers,,,,,4.1
2018,Provinces de l'Atlantique,"Total, violence physique ou sexuelle entre partenaires intimes",,,,,,Diplôme universitaire,,,,,2.38
2018,Provinces de l'Atlantique,Violence physique,,,,,,Diplôme d'études secondaires,,,,,2.78
2018,Provinces de l'Atlantique,Violence physique,,,,,,Diplôme d'études collégiales ou d'une école de métiers,,,,,3.36
2018,Provinces de l'Atlantique,Violence physique,,,,,,Diplôme universitaire,,,,,1.88
2018,Provinces de l'Atlantique,Violence sexuelle,,,,,,Diplôme d'études collégiales ou d'une école de métiers,,,,,1.25
2018,Québec,"Total, tous les types de violence entre partenaires intimes",,,,,,Études secondaires partielles ou moins,,,,24,11.13
2018,Québec,"Total, tous les types de violence entre partenaires intimes",,,,,,Diplôme d'études secondaires,,,,24,13.12
2018,Québec,"Total, tous les types de violence entre partenaires intimes",,,,,,Diplôme d'études collégiales ou d'une école de métiers,,,,24,12.07
2018,Québec,"Total, tous les types de violence entre partenaires intimes",,,,,,Diplôme universitaire,,,,24,13.19
2018,Québec,"Violence émotionnelle, psychologique ou exploitation financière",,,,,,Études secondaires partielles ou moins,,,,24,11.13
2018,Québec,"Violence émotionnelle, psychologique ou exploitation financière",,,,,,Diplôme d'études secondaires,,,,24,12.93
2018,Québec,"Violence émotionnelle, psychologique ou exploitation financière",,,,,,Diplôme d'études collégiales ou d'une école de métiers,,,,24,11.44
2018,Québec,"Violence émotionnelle, psychologique ou exploitation financière",,,,,,Diplôme universitaire,,,,24,13.15
2018,Québec,"Total, violence physique ou sexuelle entre partenaires intimes",,,,,,Diplôme d'études secondaires,,,,24,3.67
2018,Québec,"Total, violence physique ou sexuelle entre partenaires intimes",,,,,,Diplôme d'études collégiales ou d'une école de métiers,,,,24,2.86
2018,Québec,"Total, violence physique ou sexuelle entre partenaires intimes",,,,,,Diplôme universitaire,,,,24,1.57
2018,Québec,Violence physique,,,,,,Diplôme d'études secondaires,,,,24,2.63
2018,Québec,Violence physique,,,,,,Diplôme d'études collégiales ou d'une école de métiers,,,,24,1.63
2018,Québec,Violence physique,,,,,,Diplôme universitaire,,,,24,1.17
2018,Ontario,"Total, tous les types de violence entre partenaires intimes",,,,,,Études secondaires partielles ou moins,,,,35,10.46
2018,Ontario,"Total, tous les types de violence entre partenaires intimes",,,,,,Diplôme d'études secondaires,,,,35,14.71
2018,Ontario,"Total, tous les types de violence entre partenaires intimes",,,,,,Diplôme d'études collégiales ou d'une école de métiers,,,,35,9.87
2018,Ontario,"Total, tous les types de violence entre partenaires intimes",,,,,,Diplôme universitaire,,,,35,11.21
2018,Ontario,"Violence émotionnelle, psychologique ou exploitation financière",,,,,,Études secondaires partielles ou moins,,,,35,10.46
2018,Ontario,"Violence émotionnelle, psychologique ou exploitation financière",,,,,,Diplôme d'études secondaires,,,,35,13.89
2018,Ontario,"Violence émotionnelle, psychologique ou exploitation financière",,,,,,Diplôme d'études collégiales ou d'une école de métiers,,,,35,9.87
2018,Ontario,"Violence émotionnelle, psychologique ou exploitation financière",,,,,,Diplôme universitaire,,,,35,11.15
2018,Ontario,"Total, violence physique ou sexuelle entre partenaires intimes",,,,,,Diplôme d'études secondaires,,,,35,4.37
2018,Ontario,"Total, violence physique ou sexuelle entre partenaires intimes",,,,,,Diplôme d'études collégiales ou d'une école de métiers,,,,35,2.85
2018,Ontario,"Total, violence physique ou sexuelle entre partenaires intimes",,,,,,Diplôme universitaire,,,,35,2.58
2018,Ontario,Violence physique,,,,,,Diplôme d'études secondaires,,,,35,3.09
2018,Ontario,Violence physique,,,,,,Diplôme d'études collégiales ou d'une école de métiers,,,,35,2.53
2018,Ontario,Violence physique,,,,,,Diplôme universitaire,,,,35,2.06
2018,Ontario,Violence sexuelle,,,,,,Diplôme d'études collégiales ou d'une école de métiers,,,,35,1.1
2018,Ontario,Violence sexuelle,,,,,,Diplôme universitaire,,,,35,0.95
2018,Provinces des Prairies,"Total, tous les types de violence entre partenaires intimes",,,,,,Études secondaires partielles ou moins,,,,,17.49
2018,Provinces des Prairies,"Total, tous les types de violence entre partenaires intimes",,,,,,Diplôme d'études secondaires,,,,,14.61
2018,Provinces des Prairies,"Total, tous les types de violence entre partenaires intimes",,,,,,Diplôme d'études collégiales ou d'une école de métiers,,,,,12.57
2018,Provinces des Prairies,"Total, tous les types de violence entre partenaires intimes",,,,,,Diplôme universitaire,,,,,12.59
