Year,Géographie,Groupe d'âge,Sexe,Type de famille économique,GeoCode,Value
2015,Canada,65 ans et plus,Femme,Total,,8.0
2015,Canada,Total,Les deux sexes,Personnes dans les familles économiques,,10.9
2015,Canada,Total,Homme,Personnes dans les familles économiques,,10.4
2015,Canada,Total,Femme,Personnes dans les familles économiques,,11.4
2015,Canada,65 ans et plus,Les deux sexes,Personnes âgées dans les familles économiques,,3.3
2015,Canada,65 ans et plus,Homme,Personnes âgées dans les familles économiques,,3.2
2015,Canada,65 ans et plus,Femme,Personnes âgées dans les familles économiques,,3.5
2015,Canada,Moins de 18 ans,Les deux sexes,Personnes dans les familles économiques,,16.1
2015,Canada,Moins de 18 ans,Les deux sexes,Personnes dans les familles comptant un couple avec des enfants,,13.2
2015,Canada,Moins de 18 ans,Les deux sexes,Personnes dans les familles monoparentales ayant une femme à leur tête,,39.2
2015,Canada,Moins de 18 ans,Les deux sexes,Personnes dans l'ensemble des autres familles économiques,,17.6
2015,Canada,18 à 64 ans,Les deux sexes,Personnes dans les familles économiques,,10.6
2015,Canada,18 à 64 ans,Homme,Personnes dans les familles économiques,,10.0
2015,Canada,18 à 64 ans,Femme,Personnes dans les familles économiques,,11.2
2015,Canada,Total,Les deux sexes,Personnes hors famille économique,,32.8
2015,Canada,Total,Homme,Personnes hors famille économique,,33.0
2015,Canada,Total,Femme,Personnes hors famille économique,,32.6
2015,Canada,65 ans et plus,Les deux sexes,Personnes âgées hors famille économique,,16.9
2015,Canada,65 ans et plus,Homme,Personnes âgées hors famille économique,,17.5
2015,Canada,65 ans et plus,Femme,Personnes âgées hors famille économique,,16.6
2015,Canada,,Les deux sexes,Personnes non âgées hors famille économique,,38.9
2015,Canada,,Homme,Personnes non âgées hors famille économique,,36.5
2015,Canada,,Femme,Personnes non âgées hors famille économique,,41.9
2016,Canada,Moins de 18 ans,Les deux sexes,Total,,13.9
2016,Canada,18 à 64 ans,Les deux sexes,Total,,14.0
2016,Canada,65 ans et plus,Les deux sexes,Total,,7.1
2016,Canada,Total,Homme,Total,,12.4
2016,Canada,Moins de 18 ans,Homme,Total,,13.0
2016,Canada,18 à 64 ans,Homme,Total,,13.6
2016,Canada,65 ans et plus,Homme,Total,,6.4
2016,Canada,Total,Femme,Total,,13.4
2016,Canada,Moins de 18 ans,Femme,Total,,14.9
2016,Canada,18 à 64 ans,Femme,Total,,14.5
2016,Canada,65 ans et plus,Femme,Total,,7.6
2016,Canada,Total,Les deux sexes,Personnes dans les familles économiques,,9.4
2016,Canada,Total,Homme,Personnes dans les familles économiques,,8.7
2016,Canada,Total,Femme,Personnes dans les familles économiques,,10.1
2016,Canada,65 ans et plus,Les deux sexes,Personnes âgées dans les familles économiques,,3.5
2016,Canada,65 ans et plus,Homme,Personnes âgées dans les familles économiques,,3.6
2016,Canada,65 ans et plus,Femme,Personnes âgées dans les familles économiques,,3.3
2016,Canada,Moins de 18 ans,Les deux sexes,Personnes dans les familles économiques,,13.8
2016,Canada,Moins de 18 ans,Les deux sexes,Personnes dans les familles comptant un couple avec des enfants,,10.1
2016,Canada,Moins de 18 ans,Les deux sexes,Personnes dans les familles monoparentales ayant une femme à leur tête,,41.7
2016,Canada,Moins de 18 ans,Les deux sexes,Personnes dans l'ensemble des autres familles économiques,,11.8
2016,Canada,18 à 64 ans,Les deux sexes,Personnes dans les familles économiques,,9.1
2016,Canada,18 à 64 ans,Homme,Personnes dans les familles économiques,,8.3
2016,Canada,18 à 64 ans,Femme,Personnes dans les familles économiques,,9.8
2016,Canada,Total,Les deux sexes,Personnes hors famille économique,,30.8
2016,Canada,Total,Homme,Personnes hors famille économique,,31.4
2016,Canada,Total,Femme,Personnes hors famille économique,,30.2
2016,Canada,65 ans et plus,Les deux sexes,Personnes âgées hors famille économique,,16.3
2016,Canada,65 ans et plus,Homme,Personnes âgées hors famille économique,,17.9
2016,Canada,65 ans et plus,Femme,Personnes âgées hors famille économique,,15.6
2016,Canada,,Les deux sexes,Personnes non âgées hors famille économique,,36.4
2016,Canada,,Homme,Personnes non âgées hors famille économique,,34.4
2016,Canada,,Femme,Personnes non âgées hors famille économique,,38.9
2017,Canada,Moins de 18 ans,Les deux sexes,Total,,11.7
2017,Canada,18 à 64 ans,Les deux sexes,Total,,13.4
2017,Canada,65 ans et plus,Les deux sexes,Total,,6.1
2017,Canada,Total,Homme,Total,,11.7
2017,Canada,Moins de 18 ans,Homme,Total,,11.5
2017,Canada,18 à 64 ans,Homme,Total,,13.2
2017,Canada,65 ans et plus,Homme,Total,,5.5
2017,Canada,Total,Femme,Total,,12.1
2017,Canada,Moins de 18 ans,Femme,Total,,12.0
2017,Canada,18 à 64 ans,Femme,Total,,13.7
2017,Canada,65 ans et plus,Femme,Total,,6.7
2017,Canada,Total,Les deux sexes,Personnes dans les familles économiques,,8.6
2017,Canada,Total,Homme,Personnes dans les familles économiques,,8.1
2017,Canada,Total,Femme,Personnes dans les familles économiques,,9.0
2017,Canada,65 ans et plus,Les deux sexes,Personnes âgées dans les familles économiques,,3.3
2017,Canada,65 ans et plus,Homme,Personnes âgées dans les familles économiques,,3.5
2017,Canada,65 ans et plus,Femme,Personnes âgées dans les familles économiques,,3.0
2017,Canada,Moins de 18 ans,Les deux sexes,Personnes dans les familles économiques,,11.6
2017,Canada,Moins de 18 ans,Les deux sexes,Personnes dans les familles comptant un couple avec des enfants,,8.8
2017,Canada,Moins de 18 ans,Les deux sexes,Personnes dans les familles monoparentales ayant une femme à leur tête,,33.1
2017,Canada,Moins de 18 ans,Les deux sexes,Personnes dans l'ensemble des autres familles économiques,,12.6
2017,Canada,18 à 64 ans,Les deux sexes,Personnes dans les familles économiques,,8.6
2017,Canada,18 à 64 ans,Homme,Personnes dans les familles économiques,,8.0
2017,Canada,18 à 64 ans,Femme,Personnes dans les familles économiques,,9.2
2017,Canada,Total,Les deux sexes,Personnes hors famille économique,,28.8
2017,Canada,Total,Homme,Personnes hors famille économique,,29.4
2017,Canada,Total,Femme,Personnes hors famille économique,,28.2
2017,Canada,65 ans et plus,Les deux sexes,Personnes âgées hors famille économique,,13.0
2017,Canada,65 ans et plus,Homme,Personnes âgées hors famille économique,,12.8
2017,Canada,65 ans et plus,Femme,Personnes âgées hors famille économique,,13.2
2017,Canada,,Les deux sexes,Personnes non âgées hors famille économique,,35.5
2017,Canada,,Homme,Personnes non âgées hors famille économique,,33.6
2017,Canada,,Femme,Personnes non âgées hors famille économique,,37.9
2018,Canada,Moins de 18 ans,Les deux sexes,Total,,10.6
2018,Canada,18 à 64 ans,Les deux sexes,Total,,12.8
2018,Canada,65 ans et plus,Les deux sexes,Total,,6.0
2018,Canada,Total,Homme,Total,,11.3
2018,Canada,Moins de 18 ans,Homme,Total,,11.2
2018,Canada,18 à 64 ans,Homme,Total,,12.8
2018,Canada,65 ans et plus,Homme,Total,,5.3
2018,Canada,Total,Femme,Total,,11.1
2018,Canada,Moins de 18 ans,Femme,Total,,9.9
2018,Canada,18 à 64 ans,Femme,Total,,12.7
2018,Canada,65 ans et plus,Femme,Total,,6.6
2018,Canada,Total,Les deux sexes,Personnes dans les familles économiques,,7.6
2018,Canada,Total,Homme,Personnes dans les familles économiques,,7.4
2018,Canada,Total,Femme,Personnes dans les familles économiques,,7.8
2018,Canada,65 ans et plus,Les deux sexes,Personnes âgées dans les familles économiques,,2.7
2018,Canada,65 ans et plus,Homme,Personnes âgées dans les familles économiques,,2.6
2018,Canada,65 ans et plus,Femme,Personnes âgées dans les familles économiques,,2.9
2018,Canada,Moins de 18 ans,Les deux sexes,Personnes dans les familles économiques,,10.4
2018,Canada,Moins de 18 ans,Les deux sexes,Personnes dans les familles comptant un couple avec des enfants,,7.8
2018,Canada,Moins de 18 ans,Les deux sexes,Personnes dans les familles monoparentales ayant une femme à leur tête,,31.0
2018,Canada,Moins de 18 ans,Les deux sexes,Personnes dans l'ensemble des autres familles économiques,,10.7
2018,Canada,18 à 64 ans,Les deux sexes,Personnes dans les familles économiques,,7.7
2018,Canada,18 à 64 ans,Homme,Personnes dans les familles économiques,,7.2
2018,Canada,18 à 64 ans,Femme,Personnes dans les familles économiques,,8.2
2018,Canada,Total,Les deux sexes,Personnes hors famille économique,,29.1
2018,Canada,Total,Homme,Personnes hors famille économique,,30.7
2018,Canada,Total,Femme,Personnes hors famille économique,,27.5
2018,Canada,65 ans et plus,Les deux sexes,Personnes âgées hors famille économique,,13.7
2018,Canada,65 ans et plus,Homme,Personnes âgées hors famille économique,,15.0
2018,Canada,65 ans et plus,Femme,Personnes âgées hors famille économique,,13.1
2018,Canada,,Les deux sexes,Personnes non âgées hors famille économique,,35.8
2018,Canada,,Homme,Personnes non âgées hors famille économique,,34.9
2018,Canada,,Femme,Personnes non âgées hors famille économique,,37.1
2019,Canada,Moins de 18 ans,Les deux sexes,Total,,9.4
2019,Canada,18 à 64 ans,Les deux sexes,Total,,11.8
2019,Canada,65 ans et plus,Les deux sexes,Total,,5.7
2019,Canada,Total,Homme,Total,,9.9
2019,Canada,Moins de 18 ans,Homme,Total,,9.4
2019,Canada,18 à 64 ans,Homme,Total,,11.3
2019,Canada,65 ans et plus,Homme,Total,,5.1
2019,Canada,Total,Femme,Total,,10.7
2019,Canada,Moins de 18 ans,Femme,Total,,9.4
2019,Canada,18 à 64 ans,Femme,Total,,12.3
2019,Canada,65 ans et plus,Femme,Total,,6.3
2019,Canada,Total,Les deux sexes,Personnes dans les familles économiques,,7.0
2019,Canada,Total,Homme,Personnes dans les familles économiques,,6.7
2019,Canada,Total,Femme,Personnes dans les familles économiques,,7.2
2019,Canada,65 ans et plus,Les deux sexes,Personnes âgées dans les familles économiques,,3.0
2019,Canada,65 ans et plus,Homme,Personnes âgées dans les familles économiques,,3.2
2019,Canada,65 ans et plus,Femme,Personnes âgées dans les familles économiques,,2.8
2019,Canada,Moins de 18 ans,Les deux sexes,Personnes dans les familles économiques,,9.2
2019,Canada,Moins de 18 ans,Les deux sexes,Personnes dans les familles comptant un couple avec des enfants,,7.0
2019,Canada,Moins de 18 ans,Les deux sexes,Personnes dans les familles monoparentales ayant une femme à leur tête,,28.6
2019,Canada,Moins de 18 ans,Les deux sexes,Personnes dans l'ensemble des autres familles économiques,,8.0
2019,Canada,18 à 64 ans,Les deux sexes,Personnes dans les familles économiques,,7.1
2019,Canada,18 à 64 ans,Homme,Personnes dans les familles économiques,,6.6
2019,Canada,18 à 64 ans,Femme,Personnes dans les familles économiques,,7.5
2019,Canada,Total,Les deux sexes,Personnes hors famille économique,,26.9
2019,Canada,Total,Homme,Personnes hors famille économique,,26.4
2019,Canada,Total,Femme,Personnes hors famille économique,,27.3
2019,Canada,65 ans et plus,Les deux sexes,Personnes âgées hors famille économique,,12.0
2019,Canada,65 ans et plus,Homme,Personnes âgées hors famille économique,,11.3
2019,Canada,65 ans et plus,Femme,Personnes âgées hors famille économique,,12.4
2019,Canada,,Les deux sexes,Personnes non âgées hors famille économique,,33.8
2019,Canada,,Homme,Personnes non âgées hors famille économique,,31.0
2019,Canada,,Femme,Personnes non âgées hors famille économique,,37.1
2020,Canada,Moins de 18 ans,Les deux sexes,Total,,4.7
2020,Canada,18 à 64 ans,Les deux sexes,Total,,7.8
2020,Canada,65 ans et plus,Les deux sexes,Total,,3.1
2020,Canada,Total,Homme,Total,,6.3
2020,Canada,Moins de 18 ans,Homme,Total,,4.7
2020,Canada,18 à 64 ans,Homme,Total,,7.8
2020,Canada,65 ans et plus,Homme,Total,,2.7
2020,Canada,Total,Femme,Total,,6.4
2020,Canada,Moins de 18 ans,Femme,Total,,4.7
2020,Canada,18 à 64 ans,Femme,Total,,7.8
2020,Canada,65 ans et plus,Femme,Total,,3.5
2020,Canada,Total,Les deux sexes,Personnes dans les familles économiques,,3.4
2020,Canada,Total,Homme,Personnes dans les familles économiques,,3.2
2020,Canada,Total,Femme,Personnes dans les familles économiques,,3.6
2020,Canada,65 ans et plus,Les deux sexes,Personnes âgées dans les familles économiques,,1.3
2020,Canada,65 ans et plus,Homme,Personnes âgées dans les familles économiques,,1.2
2020,Canada,65 ans et plus,Femme,Personnes âgées dans les familles économiques,,1.3
2020,Canada,Moins de 18 ans,Les deux sexes,Personnes dans les familles économiques,,4.6
2020,Canada,Moins de 18 ans,Les deux sexes,Personnes dans les familles comptant un couple avec des enfants,,3.0
2020,Canada,Moins de 18 ans,Les deux sexes,Personnes dans les familles monoparentales ayant une femme à leur tête,,16.9
2020,Canada,Moins de 18 ans,Les deux sexes,Personnes dans l'ensemble des autres familles économiques,,4.4
2020,Canada,18 à 64 ans,Les deux sexes,Personnes dans les familles économiques,,3.5
2020,Canada,18 à 64 ans,Homme,Personnes dans les familles économiques,,3.2
2020,Canada,18 à 64 ans,Femme,Personnes dans les familles économiques,,3.8
2020,Canada,Total,Les deux sexes,Personnes hors famille économique,,20.9
2020,Canada,Total,Homme,Personnes hors famille économique,,21.4
2020,Canada,Total,Femme,Personnes hors famille économique,,20.4
2020,Canada,65 ans et plus,Les deux sexes,Personnes âgées hors famille économique,,7.4
2020,Canada,65 ans et plus,Homme,Personnes âgées hors famille économique,,7.6
2020,Canada,65 ans et plus,Femme,Personnes âgées hors famille économique,,7.3
2020,Canada,,Les deux sexes,Personnes non âgées hors famille économique,,27.3
2020,Canada,,Homme,Personnes non âgées hors famille économique,,25.4
2020,Canada,,Femme,Personnes non âgées hors famille économique,,29.7
2021,Canada,Moins de 18 ans,Les deux sexes,Total,,6.4
2021,Canada,18 à 64 ans,Les deux sexes,Total,,8.2
2021,Canada,65 ans et plus,Les deux sexes,Total,,5.6
2021,Canada,Total,Homme,Total,,7.0
2021,Canada,Moins de 18 ans,Homme,Total,,6.1
2021,Canada,18 à 64 ans,Homme,Total,,7.9
2021,Canada,65 ans et plus,Homme,Total,,4.9
2021,Canada,Total,Femme,Total,,7.7
2021,Canada,Moins de 18 ans,Femme,Total,,6.6
2021,Canada,18 à 64 ans,Femme,Total,,8.5
2021,Canada,65 ans et plus,Femme,Total,,6.1
2021,Canada,Total,Les deux sexes,Personnes dans les familles économiques,,4.4
2021,Canada,Total,Homme,Personnes dans les familles économiques,,4.1
2021,Canada,Total,Femme,Personnes dans les familles économiques,,4.8
2021,Canada,65 ans et plus,Les deux sexes,Personnes âgées dans les familles économiques,,2.4
2021,Canada,65 ans et plus,Homme,Personnes âgées dans les familles économiques,,2.4
2021,Canada,65 ans et plus,Femme,Personnes âgées dans les familles économiques,,2.3
2021,Canada,Moins de 18 ans,Les deux sexes,Personnes dans les familles économiques,,6.1
2021,Canada,Moins de 18 ans,Les deux sexes,Personnes dans les familles comptant un couple avec des enfants,,4.2
2021,Canada,Moins de 18 ans,Les deux sexes,Personnes dans les familles monoparentales ayant une femme à leur tête,,18.4
2021,Canada,Moins de 18 ans,Les deux sexes,Personnes dans l'ensemble des autres familles économiques,,9.5
2021,Canada,18 à 64 ans,Les deux sexes,Personnes dans les familles économiques,,4.3
2021,Canada,18 à 64 ans,Homme,Personnes dans les familles économiques,,3.8
2021,Canada,18 à 64 ans,Femme,Personnes dans les familles économiques,,4.8
2021,Canada,Total,Les deux sexes,Personnes hors famille économique,,21.9
2021,Canada,Total,Homme,Personnes hors famille économique,,21.6
2021,Canada,Total,Femme,Personnes hors famille économique,,22.2
2021,Canada,65 ans et plus,Les deux sexes,Personnes âgées hors famille économique,,13.0
2021,Canada,65 ans et plus,Homme,Personnes âgées hors famille économique,,13.2
2021,Canada,65 ans et plus,Femme,Personnes âgées hors famille économique,,12.9
2021,Canada,,Les deux sexes,Personnes non âgées hors famille économique,,26.2
2021,Canada,,Homme,Personnes non âgées hors famille économique,,24.2
2021,Canada,,Femme,Personnes non âgées hors famille économique,,28.8
2022,Canada,Moins de 18 ans,Les deux sexes,Total,,9.9
2022,Canada,18 à 64 ans,Les deux sexes,Total,,11.1
2022,Canada,65 ans et plus,Les deux sexes,Total,,6.0
2022,Canada,Total,Homme,Total,,9.9
2022,Canada,Moins de 18 ans,Homme,Total,,9.9
2022,Canada,18 à 64 ans,Homme,Total,,11.0
2022,Canada,65 ans et plus,Homme,Total,,5.6
2022,Canada,Total,Femme,Total,,10.0
2022,Canada,Moins de 18 ans,Femme,Total,,9.9
2022,Canada,18 à 64 ans,Femme,Total,,11.2
2022,Canada,65 ans et plus,Femme,Total,,6.3
2022,Canada,Total,Les deux sexes,Personnes dans les familles économiques,,6.6
2022,Canada,Total,Homme,Personnes dans les familles économiques,,6.3
2022,Canada,Total,Femme,Personnes dans les familles économiques,,6.9
2022,Canada,65 ans et plus,Les deux sexes,Personnes âgées dans les familles économiques,,3.3
2022,Canada,65 ans et plus,Homme,Personnes âgées dans les familles économiques,,3.3
2022,Canada,65 ans et plus,Femme,Personnes âgées dans les familles économiques,,3.2
2022,Canada,Moins de 18 ans,Les deux sexes,Personnes dans les familles économiques,,9.8
2022,Canada,Moins de 18 ans,Les deux sexes,Personnes dans les familles comptant un couple avec des enfants,,6.8
2022,Canada,Moins de 18 ans,Les deux sexes,Personnes dans les familles monoparentales ayant une femme à leur tête,,26.9
2022,Canada,Moins de 18 ans,Les deux sexes,Personnes dans l'ensemble des autres familles économiques,,12.4
2022,Canada,18 à 64 ans,Les deux sexes,Personnes dans les familles économiques,,6.3
2022,Canada,18 à 64 ans,Homme,Personnes dans les familles économiques,,5.8
2022,Canada,18 à 64 ans,Femme,Personnes dans les familles économiques,,6.8
2022,Canada,Total,Les deux sexes,Personnes hors famille économique,,26.0
2022,Canada,Total,Homme,Personnes hors famille économique,,27.4
2022,Canada,Total,Femme,Personnes hors famille économique,,24.8
2022,Canada,65 ans et plus,Les deux sexes,Personnes âgées hors famille économique,,13.8
2022,Canada,65 ans et plus,Homme,Personnes âgées hors famille économique,,16.0
2022,Canada,65 ans et plus,Femme,Personnes âgées hors famille économique,,12.7
2022,Canada,,Les deux sexes,Personnes non âgées hors famille économique,,31.0
2022,Canada,,Homme,Personnes non âgées hors famille économique,,30.1
2022,Canada,,Femme,Personnes non âgées hors famille économique,,32.1
2023,Canada,Moins de 18 ans,Les deux sexes,Total,,10.7
2023,Canada,18 à 64 ans,Les deux sexes,Total,,11.6
2023,Canada,65 ans et plus,Les deux sexes,Total,,5.0
2023,Canada,Total,Homme,Total,,10.1
2023,Canada,Moins de 18 ans,Homme,Total,,10.9
2023,Canada,18 à 64 ans,Homme,Total,,11.3
2023,Canada,65 ans et plus,Homme,Total,,4.9
2023,Canada,Total,Femme,Total,,10.2
2023,Canada,Moins de 18 ans,Femme,Total,,10.4
2023,Canada,18 à 64 ans,Femme,Total,,11.8
2023,Canada,65 ans et plus,Femme,Total,,5.2
2023,Canada,Total,Les deux sexes,Personnes dans les familles économiques,,7.0
2023,Canada,Total,Homme,Personnes dans les familles économiques,,6.7
2023,Canada,Total,Femme,Personnes dans les familles économiques,,7.2
2023,Canada,65 ans et plus,Les deux sexes,Personnes âgées dans les familles économiques,,2.7
2023,Canada,65 ans et plus,Homme,Personnes âgées dans les familles économiques,,3.0
2023,Canada,65 ans et plus,Femme,Personnes âgées dans les familles économiques,,2.5
2023,Canada,Moins de 18 ans,Les deux sexes,Personnes dans les familles économiques,,10.6
2023,Canada,Moins de 18 ans,Les deux sexes,Personnes dans les familles comptant un couple avec des enfants,,7.5
2023,Canada,Moins de 18 ans,Les deux sexes,Personnes dans les familles monoparentales ayant une femme à leur tête,,29.3
2023,Canada,Moins de 18 ans,Les deux sexes,Personnes dans l'ensemble des autres familles économiques,,11.1
2023,Canada,18 à 64 ans,Les deux sexes,Personnes dans les familles économiques,,6.7
2023,Canada,18 à 64 ans,Homme,Personnes dans les familles économiques,,6.2
2023,Canada,18 à 64 ans,Femme,Personnes dans les familles économiques,,7.3
2023,Canada,Total,Les deux sexes,Personnes hors famille économique,,25.7
2023,Canada,Total,Homme,Personnes hors famille économique,,26.7
2023,Canada,Total,Femme,Personnes hors famille économique,,24.8
2023,Canada,65 ans et plus,Les deux sexes,Personnes âgées hors famille économique,,11.5
2023,Canada,65 ans et plus,Homme,Personnes âgées hors famille économique,,13.3
2023,Canada,65 ans et plus,Femme,Personnes âgées hors famille économique,,10.7
2023,Canada,,Les deux sexes,Personnes non âgées hors famille économique,,31.4
2023,Canada,,Homme,Personnes non âgées hors famille économique,,29.9
2023,Canada,,Femme,Personnes non âgées hors famille économique,,33.4
2015,"Edmonton, Alberta",Total,Les deux sexes,Total,,7.6
2015,"Edmonton, Alberta",Moins de 18 ans,Les deux sexes,Total,,10.2
2015,"Edmonton, Alberta",18 à 64 ans,Les deux sexes,Total,,7.6
2015,"Edmonton, Alberta",Total,Homme,Total,,7.4
2015,"Edmonton, Alberta",18 à 64 ans,Homme,Total,,8.2
2015,"Edmonton, Alberta",Total,Femme,Total,,7.9
2015,"Edmonton, Alberta",18 à 64 ans,Femme,Total,,7.0
2015,"Edmonton, Alberta",Total,Les deux sexes,Personnes dans les familles économiques,,5.7
2015,"Edmonton, Alberta",Total,Homme,Personnes dans les familles économiques,,4.2
2015,"Edmonton, Alberta",Total,Femme,Personnes dans les familles économiques,,7.3
2015,"Edmonton, Alberta",Moins de 18 ans,Les deux sexes,Personnes dans les familles économiques,,9.9
2015,"Edmonton, Alberta",Moins de 18 ans,Les deux sexes,Personnes dans les familles monoparentales ayant une femme à leur tête,,50.7
2015,"Edmonton, Alberta",18 à 64 ans,Les deux sexes,Personnes dans les familles économiques,,4.9
2015,"Edmonton, Alberta",18 à 64 ans,Femme,Personnes dans les familles économiques,,5.8
2015,"Edmonton, Alberta",Total,Les deux sexes,Personnes hors famille économique,,18.8
2015,"Edmonton, Alberta",Total,Homme,Personnes hors famille économique,,25.1
2015,"Edmonton, Alberta",,Les deux sexes,Personnes non âgées hors famille économique,,20.5
2015,"Edmonton, Alberta",,Homme,Personnes non âgées hors famille économique,,26.2
2016,"Edmonton, Alberta",Total,Les deux sexes,Total,,8.5
2016,"Edmonton, Alberta",Moins de 18 ans,Les deux sexes,Total,,8.0
2016,"Edmonton, Alberta",18 à 64 ans,Les deux sexes,Total,,9.7
2016,"Edmonton, Alberta",Total,Homme,Total,,8.6
2016,"Edmonton, Alberta",18 à 64 ans,Homme,Total,,9.6
2016,"Edmonton, Alberta",Total,Femme,Total,,8.4
2016,"Edmonton, Alberta",18 à 64 ans,Femme,Total,,9.7
2016,"Edmonton, Alberta",Total,Les deux sexes,Personnes dans les familles économiques,,6.4
2016,"Edmonton, Alberta",Total,Homme,Personnes dans les familles économiques,,6.4
2016,"Edmonton, Alberta",Total,Femme,Personnes dans les familles économiques,,6.3
2016,"Edmonton, Alberta",Moins de 18 ans,Les deux sexes,Personnes dans les familles économiques,,8.0
2016,"Edmonton, Alberta",Moins de 18 ans,Les deux sexes,Personnes dans les familles comptant un couple avec des enfants,,7.6
2016,"Edmonton, Alberta",18 à 64 ans,Les deux sexes,Personnes dans les familles économiques,,6.6
2016,"Edmonton, Alberta",18 à 64 ans,Homme,Personnes dans les familles économiques,,6.6
2016,"Edmonton, Alberta",18 à 64 ans,Femme,Personnes dans les familles économiques,,6.5
2016,"Edmonton, Alberta",Total,Les deux sexes,Personnes hors famille économique,,25.3
2016,"Edmonton, Alberta",Total,Homme,Personnes hors famille économique,,23.0
2016,"Edmonton, Alberta",Total,Femme,Personnes hors famille économique,,28.3
2016,"Edmonton, Alberta",,Les deux sexes,Personnes non âgées hors famille économique,,28.6
2016,"Edmonton, Alberta",,Homme,Personnes non âgées hors famille économique,,24.3
2016,"Edmonton, Alberta",,Femme,Personnes non âgées hors famille économique,,35.7
2017,"Edmonton, Alberta",Total,Les deux sexes,Total,,9.7
2017,"Edmonton, Alberta",Moins de 18 ans,Les deux sexes,Total,,8.3
2017,"Edmonton, Alberta",18 à 64 ans,Les deux sexes,Total,,11.1
2017,"Edmonton, Alberta",65 ans et plus,Les deux sexes,Total,,4.4
2017,"Edmonton, Alberta",Total,Homme,Total,,8.2
2017,"Edmonton, Alberta",18 à 64 ans,Homme,Total,,9.0
2017,"Edmonton, Alberta",Total,Femme,Total,,11.2
2017,"Edmonton, Alberta",18 à 64 ans,Femme,Total,,13.1
2017,"Edmonton, Alberta",Total,Les deux sexes,Personnes dans les familles économiques,,6.4
2017,"Edmonton, Alberta",Total,Homme,Personnes dans les familles économiques,,6.1
2017,"Edmonton, Alberta",Total,Femme,Personnes dans les familles économiques,,6.8
2017,"Edmonton, Alberta",Moins de 18 ans,Les deux sexes,Personnes dans les familles économiques,,8.3
2017,"Edmonton, Alberta",18 à 64 ans,Les deux sexes,Personnes dans les familles économiques,,6.1
2017,"Edmonton, Alberta",18 à 64 ans,Homme,Personnes dans les familles économiques,,5.6
2017,"Edmonton, Alberta",18 à 64 ans,Femme,Personnes dans les familles économiques,,6.6
2017,"Edmonton, Alberta",Total,Les deux sexes,Personnes hors famille économique,,27.1
2017,"Edmonton, Alberta",Total,Homme,Personnes hors famille économique,,21.6
2017,"Edmonton, Alberta",Total,Femme,Personnes hors famille économique,,31.2
2017,"Edmonton, Alberta",,Les deux sexes,Personnes non âgées hors famille économique,,33.0
2017,"Edmonton, Alberta",,Homme,Personnes non âgées hors famille économique,,24.6
2017,"Edmonton, Alberta",,Femme,Personnes non âgées hors famille économique,,40.2
2018,"Edmonton, Alberta",Total,Les deux sexes,Total,,7.2
2018,"Edmonton, Alberta",Moins de 18 ans,Les deux sexes,Total,,6.5
2018,"Edmonton, Alberta",18 à 64 ans,Les deux sexes,Total,,8.3
2018,"Edmonton, Alberta",Total,Homme,Total,,6.5
2018,"Edmonton, Alberta",Moins de 18 ans,Homme,Total,,6.3
2018,"Edmonton, Alberta",18 à 64 ans,Homme,Total,,7.2
2018,"Edmonton, Alberta",Total,Femme,Total,,8.0
2018,"Edmonton, Alberta",Moins de 18 ans,Femme,Total,,6.6
2018,"Edmonton, Alberta",18 à 64 ans,Femme,Total,,9.4
2018,"Edmonton, Alberta",Total,Les deux sexes,Personnes dans les familles économiques,,4.1
2018,"Edmonton, Alberta",Total,Homme,Personnes dans les familles économiques,,3.5
2018,"Edmonton, Alberta",Total,Femme,Personnes dans les familles économiques,,4.6
2018,"Edmonton, Alberta",Moins de 18 ans,Les deux sexes,Personnes dans les familles économiques,,6.3
2018,"Edmonton, Alberta",Moins de 18 ans,Les deux sexes,Personnes dans les familles comptant un couple avec des enfants,,4.2
2018,"Edmonton, Alberta",Moins de 18 ans,Les deux sexes,Personnes dans les familles monoparentales ayant une femme à leur tête,,35.8
2018,"Edmonton, Alberta",18 à 64 ans,Les deux sexes,Personnes dans les familles économiques,,3.6
2018,"Edmonton, Alberta",18 à 64 ans,Homme,Personnes dans les familles économiques,,2.9
2018,"Edmonton, Alberta",18 à 64 ans,Femme,Personnes dans les familles économiques,,4.3
2018,"Edmonton, Alberta",Total,Les deux sexes,Personnes hors famille économique,,25.6
2018,"Edmonton, Alberta",Total,Homme,Personnes hors famille économique,,23.3
2018,"Edmonton, Alberta",Total,Femme,Personnes hors famille économique,,27.8
2018,"Edmonton, Alberta",,Les deux sexes,Personnes non âgées hors famille économique,,29.6
2018,"Edmonton, Alberta",,Homme,Personnes non âgées hors famille économique,,25.5
2018,"Edmonton, Alberta",,Femme,Personnes non âgées hors famille économique,,34.7
2019,"Edmonton, Alberta",Total,Les deux sexes,Total,,9.8
2019,"Edmonton, Alberta",18 à 64 ans,Les deux sexes,Total,,10.8
2019,"Edmonton, Alberta",Total,Homme,Total,,9.5
2019,"Edmonton, Alberta",Moins de 18 ans,Homme,Total,,9.8
2019,"Edmonton, Alberta",18 à 64 ans,Homme,Total,,10.3
2019,"Edmonton, Alberta",Total,Femme,Total,,10.0
2019,"Edmonton, Alberta",18 à 64 ans,Femme,Total,,11.4
2019,"Edmonton, Alberta",Total,Les deux sexes,Personnes dans les familles économiques,,6.4
