Year,Géographie,Groupe d'âge,Genre,GeoCode,Value
2016,Saskatchewan,25 à 29 ans,Total - Genre,47,15.0
2016,Saskatchewan,25 à 29 ans,Hommes+,47,12.0
2016,Saskatchewan,25 à 29 ans,Femmes+,47,18.0
2016,Alberta,"Total, 15 à 29 ans",Total - Genre,48,13.0
2016,Alberta,"Total, 15 à 29 ans",Hommes+,48,13.0
2016,Alberta,"Total, 15 à 29 ans",Femmes+,48,14.0
2016,Alberta,15 à 19 ans,Total - Genre,48,6.0
2016,Alberta,15 à 19 ans,Hommes+,48,7.0
2016,Alberta,15 à 19 ans,Femmes+,48,4.0
2016,Alberta,15 à 24 ans,Total - Genre,48,11.0
2016,Alberta,15 à 24 ans,Hommes+,48,12.0
2016,Alberta,15 à 24 ans,Femmes+,48,9.0
2016,Alberta,18 à 24 ans,Total - Genre,48,14.0
2016,Alberta,18 à 24 ans,Hommes+,48,16.0
2016,Alberta,18 à 24 ans,Femmes+,48,13.0
2016,Alberta,20 à 24 ans,Total - Genre,48,15.0
2016,Alberta,20 à 24 ans,Hommes+,48,16.0
2016,Alberta,20 à 24 ans,Femmes+,48,14.0
2016,Alberta,25 à 29 ans,Total - Genre,48,17.0
2016,Alberta,25 à 29 ans,Hommes+,48,13.0
2016,Alberta,25 à 29 ans,Femmes+,48,21.0
2016,Colombie-Britannique,"Total, 15 à 29 ans",Total - Genre,59,12.0
2016,Colombie-Britannique,"Total, 15 à 29 ans",Hommes+,59,13.0
2016,Colombie-Britannique,"Total, 15 à 29 ans",Femmes+,59,11.0
2016,Colombie-Britannique,15 à 19 ans,Total - Genre,59,7.0
2016,Colombie-Britannique,15 à 19 ans,Hommes+,59,8.0
2016,Colombie-Britannique,15 à 19 ans,Femmes+,59,6.0
2016,Colombie-Britannique,15 à 24 ans,Total - Genre,59,10.0
2016,Colombie-Britannique,15 à 24 ans,Hommes+,59,11.0
2016,Colombie-Britannique,15 à 24 ans,Femmes+,59,8.0
2016,Colombie-Britannique,18 à 24 ans,Total - Genre,59,12.0
2016,Colombie-Britannique,18 à 24 ans,Hommes+,59,14.0
2016,Colombie-Britannique,18 à 24 ans,Femmes+,59,10.0
2016,Colombie-Britannique,20 à 24 ans,Total - Genre,59,12.0
2016,Colombie-Britannique,20 à 24 ans,Hommes+,59,14.0
2016,Colombie-Britannique,20 à 24 ans,Femmes+,59,11.0
2016,Colombie-Britannique,25 à 29 ans,Total - Genre,59,16.0
2016,Colombie-Britannique,25 à 29 ans,Hommes+,59,15.0
2016,Colombie-Britannique,25 à 29 ans,Femmes+,59,17.0
2016,Yukon,"Total, 15 à 29 ans",Total - Genre,60,15.0
2016,Yukon,"Total, 15 à 29 ans",Hommes+,60,15.0
2016,Yukon,"Total, 15 à 29 ans",Femmes+,60,15.0
2016,Yukon,15 à 19 ans,Total - Genre,60,
2016,Yukon,15 à 19 ans,Hommes+,60,
2016,Yukon,15 à 19 ans,Femmes+,60,
2016,Yukon,15 à 24 ans,Total - Genre,60,13.0
2016,Yukon,15 à 24 ans,Hommes+,60,14.0
2016,Yukon,15 à 24 ans,Femmes+,60,12.0
2016,Yukon,18 à 24 ans,Total - Genre,60,18.0
2016,Yukon,18 à 24 ans,Hommes+,60,20.0
2016,Yukon,18 à 24 ans,Femmes+,60,16.0
2016,Yukon,20 à 24 ans,Total - Genre,60,20.0
2016,Yukon,20 à 24 ans,Hommes+,60,20.0
2016,Yukon,20 à 24 ans,Femmes+,60,
2016,Yukon,25 à 29 ans,Total - Genre,60,18.0
2016,Yukon,25 à 29 ans,Hommes+,60,17.0
2016,Yukon,25 à 29 ans,Femmes+,60,19.0
2016,Territoires du Nord-Ouest,"Total, 15 à 29 ans",Total - Genre,61,20.0
2016,Territoires du Nord-Ouest,"Total, 15 à 29 ans",Hommes+,61,22.0
2016,Territoires du Nord-Ouest,"Total, 15 à 29 ans",Femmes+,61,18.0
2016,Territoires du Nord-Ouest,15 à 19 ans,Total - Genre,61,11.0
2016,Territoires du Nord-Ouest,15 à 19 ans,Hommes+,61,
2016,Territoires du Nord-Ouest,15 à 19 ans,Femmes+,61,
2016,Territoires du Nord-Ouest,15 à 24 ans,Total - Genre,61,20.0
2016,Territoires du Nord-Ouest,15 à 24 ans,Hommes+,61,23.0
2016,Territoires du Nord-Ouest,15 à 24 ans,Femmes+,61,18.0
2016,Territoires du Nord-Ouest,18 à 24 ans,Total - Genre,61,27.0
2016,Territoires du Nord-Ouest,18 à 24 ans,Hommes+,61,30.0
2016,Territoires du Nord-Ouest,18 à 24 ans,Femmes+,61,24.0
2016,Territoires du Nord-Ouest,20 à 24 ans,Total - Genre,61,29.0
2016,Territoires du Nord-Ouest,20 à 24 ans,Hommes+,61,33.0
2016,Territoires du Nord-Ouest,20 à 24 ans,Femmes+,61,24.0
2016,Territoires du Nord-Ouest,25 à 29 ans,Total - Genre,61,19.0
2016,Territoires du Nord-Ouest,25 à 29 ans,Hommes+,61,20.0
2016,Territoires du Nord-Ouest,25 à 29 ans,Femmes+,61,18.0
2016,Nunavut,"Total, 15 à 29 ans",Total - Genre,62,36.0
2016,Nunavut,"Total, 15 à 29 ans",Hommes+,62,39.0
2016,Nunavut,"Total, 15 à 29 ans",Femmes+,62,33.0
2016,Nunavut,15 à 19 ans,Total - Genre,62,24.0
2016,Nunavut,15 à 19 ans,Hommes+,62,
2016,Nunavut,15 à 19 ans,Femmes+,62,
2016,Nunavut,15 à 24 ans,Total - Genre,62,35.0
2016,Nunavut,15 à 24 ans,Hommes+,62,37.0
2016,Nunavut,15 à 24 ans,Femmes+,62,33.0
2016,Nunavut,18 à 24 ans,Total - Genre,62,45.0
2016,Nunavut,18 à 24 ans,Hommes+,62,46.0
2016,Nunavut,18 à 24 ans,Femmes+,62,44.0
2016,Nunavut,20 à 24 ans,Total - Genre,62,47.0
2016,Nunavut,20 à 24 ans,Hommes+,62,48.0
2016,Nunavut,20 à 24 ans,Femmes+,62,45.0
2016,Nunavut,25 à 29 ans,Total - Genre,62,38.0
2016,Nunavut,25 à 29 ans,Hommes+,62,42.0
2016,Nunavut,25 à 29 ans,Femmes+,62,32.0
2017,Canada,"Total, 15 à 29 ans",Hommes+,,12.0
2017,Canada,"Total, 15 à 29 ans",Femmes+,,11.0
2017,Canada,15 à 19 ans,Total - Genre,,6.0
2017,Canada,15 à 19 ans,Hommes+,,7.0
2017,Canada,15 à 19 ans,Femmes+,,5.0
2017,Canada,15 à 24 ans,Total - Genre,,9.0
2017,Canada,15 à 24 ans,Hommes+,,10.0
2017,Canada,15 à 24 ans,Femmes+,,8.0
2017,Canada,18 à 24 ans,Total - Genre,,12.0
2017,Canada,18 à 24 ans,Hommes+,,13.0
2017,Canada,18 à 24 ans,Femmes+,,10.0
2017,Canada,20 à 24 ans,Total - Genre,,13.0
2017,Canada,20 à 24 ans,Hommes+,,14.0
2017,Canada,20 à 24 ans,Femmes+,,11.0
2017,Canada,25 à 29 ans,Total - Genre,,16.0
2017,Canada,25 à 29 ans,Hommes+,,15.0
2017,Canada,25 à 29 ans,Femmes+,,16.0
2017,Terre-Neuve-et-Labrador,"Total, 15 à 29 ans",Total - Genre,10,21.0
2017,Terre-Neuve-et-Labrador,"Total, 15 à 29 ans",Hommes+,10,24.0
2017,Terre-Neuve-et-Labrador,"Total, 15 à 29 ans",Femmes+,10,18.0
2017,Terre-Neuve-et-Labrador,15 à 19 ans,Total - Genre,10,8.0
2017,Terre-Neuve-et-Labrador,15 à 19 ans,Hommes+,10,10.0
2017,Terre-Neuve-et-Labrador,15 à 19 ans,Femmes+,10,7.0
2017,Terre-Neuve-et-Labrador,15 à 24 ans,Total - Genre,10,17.0
2017,Terre-Neuve-et-Labrador,15 à 24 ans,Hommes+,10,20.0
2017,Terre-Neuve-et-Labrador,15 à 24 ans,Femmes+,10,13.0
2017,Terre-Neuve-et-Labrador,18 à 24 ans,Total - Genre,10,23.0
2017,Terre-Neuve-et-Labrador,18 à 24 ans,Hommes+,10,27.0
2017,Terre-Neuve-et-Labrador,18 à 24 ans,Femmes+,10,18.0
2017,Terre-Neuve-et-Labrador,20 à 24 ans,Total - Genre,10,25.0
2017,Terre-Neuve-et-Labrador,20 à 24 ans,Hommes+,10,31.0
2017,Terre-Neuve-et-Labrador,20 à 24 ans,Femmes+,10,20.0
2017,Terre-Neuve-et-Labrador,25 à 29 ans,Total - Genre,10,29.0
2017,Terre-Neuve-et-Labrador,25 à 29 ans,Hommes+,10,31.0
2017,Terre-Neuve-et-Labrador,25 à 29 ans,Femmes+,10,27.0
2017,Île-du-Prince-Édouard,"Total, 15 à 29 ans",Total - Genre,11,17.0
2017,Île-du-Prince-Édouard,"Total, 15 à 29 ans",Hommes+,11,19.0
2017,Île-du-Prince-Édouard,"Total, 15 à 29 ans",Femmes+,11,15.0
2017,Île-du-Prince-Édouard,15 à 19 ans,Total - Genre,11,12.0
2017,Île-du-Prince-Édouard,15 à 19 ans,Hommes+,11,15.0
2017,Île-du-Prince-Édouard,15 à 19 ans,Femmes+,11,9.0
2017,Île-du-Prince-Édouard,15 à 24 ans,Total - Genre,11,16.0
2017,Île-du-Prince-Édouard,15 à 24 ans,Hommes+,11,19.0
2017,Île-du-Prince-Édouard,15 à 24 ans,Femmes+,11,14.0
2017,Île-du-Prince-Édouard,18 à 24 ans,Total - Genre,11,22.0
2017,Île-du-Prince-Édouard,18 à 24 ans,Hommes+,11,26.0
2017,Île-du-Prince-Édouard,18 à 24 ans,Femmes+,11,18.0
2017,Île-du-Prince-Édouard,20 à 24 ans,Total - Genre,11,21.0
2017,Île-du-Prince-Édouard,20 à 24 ans,Hommes+,11,24.0
2017,Île-du-Prince-Édouard,20 à 24 ans,Femmes+,11,18.0
2017,Île-du-Prince-Édouard,25 à 29 ans,Total - Genre,11,17.0
2017,Île-du-Prince-Édouard,25 à 29 ans,Hommes+,11,18.0
2017,Île-du-Prince-Édouard,25 à 29 ans,Femmes+,11,17.0
2017,Nouvelle-Écosse,"Total, 15 à 29 ans",Total - Genre,12,14.0
2017,Nouvelle-Écosse,"Total, 15 à 29 ans",Hommes+,12,16.0
2017,Nouvelle-Écosse,"Total, 15 à 29 ans",Femmes+,12,13.0
2017,Nouvelle-Écosse,15 à 19 ans,Total - Genre,12,7.0
2017,Nouvelle-Écosse,15 à 19 ans,Hommes+,12,8.0
2017,Nouvelle-Écosse,15 à 19 ans,Femmes+,12,6.0
2017,Nouvelle-Écosse,15 à 24 ans,Total - Genre,12,12.0
2017,Nouvelle-Écosse,15 à 24 ans,Hommes+,12,14.0
2017,Nouvelle-Écosse,15 à 24 ans,Femmes+,12,10.0
2017,Nouvelle-Écosse,18 à 24 ans,Total - Genre,12,15.0
2017,Nouvelle-Écosse,18 à 24 ans,Hommes+,12,17.0
2017,Nouvelle-Écosse,18 à 24 ans,Femmes+,12,12.0
2017,Nouvelle-Écosse,20 à 24 ans,Total - Genre,12,16.0
2017,Nouvelle-Écosse,20 à 24 ans,Hommes+,12,19.0
2017,Nouvelle-Écosse,20 à 24 ans,Femmes+,12,13.0
2017,Nouvelle-Écosse,25 à 29 ans,Total - Genre,12,20.0
2017,Nouvelle-Écosse,25 à 29 ans,Hommes+,12,22.0
2017,Nouvelle-Écosse,25 à 29 ans,Femmes+,12,18.0
2017,Nouveau-Brunswick,"Total, 15 à 29 ans",Total - Genre,13,16.0
2017,Nouveau-Brunswick,"Total, 15 à 29 ans",Hommes+,13,18.0
2017,Nouveau-Brunswick,"Total, 15 à 29 ans",Femmes+,13,14.0
2017,Nouveau-Brunswick,15 à 19 ans,Total - Genre,13,8.0
2017,Nouveau-Brunswick,15 à 19 ans,Hommes+,13,10.0
2017,Nouveau-Brunswick,15 à 19 ans,Femmes+,13,7.0
2017,Nouveau-Brunswick,15 à 24 ans,Total - Genre,13,14.0
2017,Nouveau-Brunswick,15 à 24 ans,Hommes+,13,16.0
2017,Nouveau-Brunswick,15 à 24 ans,Femmes+,13,12.0
2017,Nouveau-Brunswick,18 à 24 ans,Total - Genre,13,18.0
2017,Nouveau-Brunswick,18 à 24 ans,Hommes+,13,20.0
2017,Nouveau-Brunswick,18 à 24 ans,Femmes+,13,16.0
2017,Nouveau-Brunswick,20 à 24 ans,Total - Genre,13,19.0
2017,Nouveau-Brunswick,20 à 24 ans,Hommes+,13,22.0
2017,Nouveau-Brunswick,20 à 24 ans,Femmes+,13,17.0
2017,Nouveau-Brunswick,25 à 29 ans,Total - Genre,13,20.0
2017,Nouveau-Brunswick,25 à 29 ans,Hommes+,13,23.0
2017,Nouveau-Brunswick,25 à 29 ans,Femmes+,13,17.0
2017,Québec,"Total, 15 à 29 ans",Total - Genre,24,10.0
2017,Québec,"Total, 15 à 29 ans",Hommes+,24,12.0
2017,Québec,"Total, 15 à 29 ans",Femmes+,24,9.0
2017,Québec,15 à 19 ans,Total - Genre,24,6.0
2017,Québec,15 à 19 ans,Hommes+,24,6.0
2017,Québec,15 à 19 ans,Femmes+,24,6.0
2017,Québec,15 à 24 ans,Total - Genre,24,8.0
2017,Québec,15 à 24 ans,Hommes+,24,9.0
2017,Québec,15 à 24 ans,Femmes+,24,7.0
2017,Québec,18 à 24 ans,Total - Genre,24,10.0
2017,Québec,18 à 24 ans,Hommes+,24,12.0
2017,Québec,18 à 24 ans,Femmes+,24,8.0
2017,Québec,20 à 24 ans,Total - Genre,24,10.0
2017,Québec,20 à 24 ans,Hommes+,24,12.0
2017,Québec,20 à 24 ans,Femmes+,24,7.0
2017,Québec,25 à 29 ans,Total - Genre,24,14.0
2017,Québec,25 à 29 ans,Hommes+,24,16.0
2017,Québec,25 à 29 ans,Femmes+,24,13.0
2017,Ontario,"Total, 15 à 29 ans",Total - Genre,35,12.0
2017,Ontario,"Total, 15 à 29 ans",Hommes+,35,12.0
2017,Ontario,"Total, 15 à 29 ans",Femmes+,35,11.0
2017,Ontario,15 à 19 ans,Total - Genre,35,5.0
2017,Ontario,15 à 19 ans,Hommes+,35,6.0
2017,Ontario,15 à 19 ans,Femmes+,35,4.0
2017,Ontario,15 à 24 ans,Total - Genre,35,9.0
2017,Ontario,15 à 24 ans,Hommes+,35,10.0
2017,Ontario,15 à 24 ans,Femmes+,35,8.0
2017,Ontario,18 à 24 ans,Total - Genre,35,11.0
2017,Ontario,18 à 24 ans,Hommes+,35,12.0
2017,Ontario,18 à 24 ans,Femmes+,35,11.0
2017,Ontario,20 à 24 ans,Total - Genre,35,12.0
2017,Ontario,20 à 24 ans,Hommes+,35,13.0
2017,Ontario,20 à 24 ans,Femmes+,35,12.0
2017,Ontario,25 à 29 ans,Total - Genre,35,16.0
2017,Ontario,25 à 29 ans,Hommes+,35,16.0
2017,Ontario,25 à 29 ans,Femmes+,35,17.0
2017,Manitoba,"Total, 15 à 29 ans",Total - Genre,46,13.0
2017,Manitoba,"Total, 15 à 29 ans",Hommes+,46,12.0
2017,Manitoba,"Total, 15 à 29 ans",Femmes+,46,14.0
2017,Manitoba,15 à 19 ans,Total - Genre,46,6.0
2017,Manitoba,15 à 19 ans,Hommes+,46,8.0
2017,Manitoba,15 à 19 ans,Femmes+,46,4.0
2017,Manitoba,15 à 24 ans,Total - Genre,46,12.0
2017,Manitoba,15 à 24 ans,Hommes+,46,12.0
2017,Manitoba,15 à 24 ans,Femmes+,46,11.0
2017,Manitoba,18 à 24 ans,Total - Genre,46,15.0
2017,Manitoba,18 à 24 ans,Hommes+,46,15.0
2017,Manitoba,18 à 24 ans,Femmes+,46,15.0
2017,Manitoba,20 à 24 ans,Total - Genre,46,16.0
2017,Manitoba,20 à 24 ans,Hommes+,46,15.0
2017,Manitoba,20 à 24 ans,Femmes+,46,18.0
2017,Manitoba,25 à 29 ans,Total - Genre,46,15.0
2017,Manitoba,25 à 29 ans,Hommes+,46,12.0
2017,Manitoba,25 à 29 ans,Femmes+,46,18.0
2017,Saskatchewan,"Total, 15 à 29 ans",Total - Genre,47,14.0
2017,Saskatchewan,"Total, 15 à 29 ans",Hommes+,47,13.0
2017,Saskatchewan,"Total, 15 à 29 ans",Femmes+,47,14.0
2017,Saskatchewan,15 à 19 ans,Total - Genre,47,8.0
2017,Saskatchewan,15 à 19 ans,Hommes+,47,10.0
2017,Saskatchewan,15 à 19 ans,Femmes+,47,6.0
2017,Saskatchewan,15 à 24 ans,Total - Genre,47,12.0
2017,Saskatchewan,15 à 24 ans,Hommes+,47,12.0
2017,Saskatchewan,15 à 24 ans,Femmes+,47,11.0
2017,Saskatchewan,18 à 24 ans,Total - Genre,47,15.0
2017,Saskatchewan,18 à 24 ans,Hommes+,47,16.0
2017,Saskatchewan,18 à 24 ans,Femmes+,47,14.0
2017,Saskatchewan,20 à 24 ans,Total - Genre,47,15.0
2017,Saskatchewan,20 à 24 ans,Hommes+,47,14.0
2017,Saskatchewan,20 à 24 ans,Femmes+,47,16.0
2017,Saskatchewan,25 à 29 ans,Total - Genre,47,17.0
2017,Saskatchewan,25 à 29 ans,Hommes+,47,14.0
2017,Saskatchewan,25 à 29 ans,Femmes+,47,20.0
2017,Alberta,"Total, 15 à 29 ans",Total - Genre,48,13.0
2017,Alberta,"Total, 15 à 29 ans",Hommes+,48,13.0
2017,Alberta,"Total, 15 à 29 ans",Femmes+,48,13.0
2017,Alberta,15 à 19 ans,Total - Genre,48,6.0
2017,Alberta,15 à 19 ans,Hommes+,48,7.0
2017,Alberta,15 à 19 ans,Femmes+,48,4.0
2017,Alberta,15 à 24 ans,Total - Genre,48,10.0
2017,Alberta,15 à 24 ans,Hommes+,48,12.0
2017,Alberta,15 à 24 ans,Femmes+,48,9.0
2017,Alberta,18 à 24 ans,Total - Genre,48,13.0
2017,Alberta,18 à 24 ans,Hommes+,48,14.0
2017,Alberta,18 à 24 ans,Femmes+,48,12.0
2017,Alberta,20 à 24 ans,Total - Genre,48,15.0
2017,Alberta,20 à 24 ans,Hommes+,48,15.0
2017,Alberta,20 à 24 ans,Femmes+,48,14.0
2017,Alberta,25 à 29 ans,Total - Genre,48,17.0
2017,Alberta,25 à 29 ans,Hommes+,48,15.0
2017,Alberta,25 à 29 ans,Femmes+,48,18.0
2017,Colombie-Britannique,"Total, 15 à 29 ans",Total - Genre,59,11.0
2017,Colombie-Britannique,"Total, 15 à 29 ans",Hommes+,59,11.0
2017,Colombie-Britannique,"Total, 15 à 29 ans",Femmes+,59,11.0
2017,Colombie-Britannique,15 à 19 ans,Total - Genre,59,6.0
2017,Colombie-Britannique,15 à 19 ans,Hommes+,59,8.0
2017,Colombie-Britannique,15 à 19 ans,Femmes+,59,4.0
2017,Colombie-Britannique,15 à 24 ans,Total - Genre,59,9.0
2017,Colombie-Britannique,15 à 24 ans,Hommes+,59,10.0
2017,Colombie-Britannique,15 à 24 ans,Femmes+,59,7.0
2017,Colombie-Britannique,18 à 24 ans,Total - Genre,59,11.0
2017,Colombie-Britannique,18 à 24 ans,Hommes+,59,13.0
2017,Colombie-Britannique,18 à 24 ans,Femmes+,59,8.0
2017,Colombie-Britannique,20 à 24 ans,Total - Genre,59,11.0
2017,Colombie-Britannique,20 à 24 ans,Hommes+,59,13.0
2017,Colombie-Britannique,20 à 24 ans,Femmes+,59,10.0
2017,Colombie-Britannique,25 à 29 ans,Total - Genre,59,14.0
2017,Colombie-Britannique,25 à 29 ans,Hommes+,59,12.0
2017,Colombie-Britannique,25 à 29 ans,Femmes+,59,17.0
2017,Yukon,"Total, 15 à 29 ans",Total - Genre,60,15.0
2017,Yukon,"Total, 15 à 29 ans",Hommes+,60,10.0
2017,Yukon,"Total, 15 à 29 ans",Femmes+,60,21.0
2017,Yukon,15 à 19 ans,Total - Genre,60,
2017,Yukon,15 à 19 ans,Hommes+,60,
2017,Yukon,15 à 19 ans,Femmes+,60,
2017,Yukon,15 à 24 ans,Total - Genre,60,13.0
2017,Yukon,15 à 24 ans,Hommes+,60,
2017,Yukon,15 à 24 ans,Femmes+,60,18.0
2017,Yukon,18 à 24 ans,Total - Genre,60,16.0
2017,Yukon,18 à 24 ans,Hommes+,60,
2017,Yukon,18 à 24 ans,Femmes+,60,19.0
2017,Yukon,20 à 24 ans,Total - Genre,60,21.0
2017,Yukon,20 à 24 ans,Hommes+,60,
2017,Yukon,20 à 24 ans,Femmes+,60,24.0
2017,Yukon,25 à 29 ans,Total - Genre,60,20.0
2017,Yukon,25 à 29 ans,Hommes+,60,
2017,Yukon,25 à 29 ans,Femmes+,60,27.0
2017,Territoires du Nord-Ouest,"Total, 15 à 29 ans",Total - Genre,61,19.0
2017,Territoires du Nord-Ouest,"Total, 15 à 29 ans",Hommes+,61,23.0
2017,Territoires du Nord-Ouest,"Total, 15 à 29 ans",Femmes+,61,15.0
2017,Territoires du Nord-Ouest,15 à 19 ans,Total - Genre,61,
2017,Territoires du Nord-Ouest,15 à 19 ans,Hommes+,61,
2017,Territoires du Nord-Ouest,15 à 19 ans,Femmes+,61,
2017,Territoires du Nord-Ouest,15 à 24 ans,Total - Genre,61,19.0
2017,Territoires du Nord-Ouest,15 à 24 ans,Hommes+,61,22.0
2017,Territoires du Nord-Ouest,15 à 24 ans,Femmes+,61,16.0
2017,Territoires du Nord-Ouest,18 à 24 ans,Total - Genre,61,25.0
2017,Territoires du Nord-Ouest,18 à 24 ans,Hommes+,61,29.0
2017,Territoires du Nord-Ouest,18 à 24 ans,Femmes+,61,20.0
2017,Territoires du Nord-Ouest,20 à 24 ans,Total - Genre,61,29.0
2017,Territoires du Nord-Ouest,20 à 24 ans,Hommes+,61,35.0
2017,Territoires du Nord-Ouest,20 à 24 ans,Femmes+,61,22.0
2017,Territoires du Nord-Ouest,25 à 29 ans,Total - Genre,61,19.0
2017,Territoires du Nord-Ouest,25 à 29 ans,Hommes+,61,24.0
2017,Territoires du Nord-Ouest,25 à 29 ans,Femmes+,61,
2017,Nunavut,"Total, 15 à 29 ans",Total - Genre,62,36.0
2017,Nunavut,"Total, 15 à 29 ans",Hommes+,62,38.0
2017,Nunavut,"Total, 15 à 29 ans",Femmes+,62,34.0
2017,Nunavut,15 à 19 ans,Total - Genre,62,27.0
2017,Nunavut,15 à 19 ans,Hommes+,62,29.0
2017,Nunavut,15 à 19 ans,Femmes+,62,
2017,Nunavut,15 à 24 ans,Total - Genre,62,34.0
2017,Nunavut,15 à 24 ans,Hommes+,62,37.0
2017,Nunavut,15 à 24 ans,Femmes+,62,31.0
2017,Nunavut,18 à 24 ans,Total - Genre,62,41.0
2017,Nunavut,18 à 24 ans,Hommes+,62,45.0
2017,Nunavut,18 à 24 ans,Femmes+,62,37.0
2017,Nunavut,20 à 24 ans,Total - Genre,62,42.0
2017,Nunavut,20 à 24 ans,Hommes+,62,46.0
2017,Nunavut,20 à 24 ans,Femmes+,62,38.0
2017,Nunavut,25 à 29 ans,Total - Genre,62,40.0
2017,Nunavut,25 à 29 ans,Hommes+,62,40.0
2017,Nunavut,25 à 29 ans,Femmes+,62,41.0
2018,Canada,"Total, 15 à 29 ans",Hommes+,,12.0
2018,Canada,"Total, 15 à 29 ans",Femmes+,,11.0
2018,Canada,15 à 19 ans,Total - Genre,,6.0
2018,Canada,15 à 19 ans,Hommes+,,7.0
2018,Canada,15 à 19 ans,Femmes+,,5.0
2018,Canada,15 à 24 ans,Total - Genre,,10.0
2018,Canada,15 à 24 ans,Hommes+,,11.0
2018,Canada,15 à 24 ans,Femmes+,,8.0
2018,Canada,18 à 24 ans,Total - Genre,,12.0
2018,Canada,18 à 24 ans,Hommes+,,14.0
2018,Canada,18 à 24 ans,Femmes+,,10.0
2018,Canada,20 à 24 ans,Total - Genre,,13.0
2018,Canada,20 à 24 ans,Hommes+,,14.0
2018,Canada,20 à 24 ans,Femmes+,,12.0
2018,Canada,25 à 29 ans,Total - Genre,,15.0
2018,Canada,25 à 29 ans,Hommes+,,14.0
2018,Canada,25 à 29 ans,Femmes+,,16.0
2018,Terre-Neuve-et-Labrador,"Total, 15 à 29 ans",Total - Genre,10,16.0
2018,Terre-Neuve-et-Labrador,"Total, 15 à 29 ans",Hommes+,10,21.0
2018,Terre-Neuve-et-Labrador,"Total, 15 à 29 ans",Femmes+,10,12.0
2018,Terre-Neuve-et-Labrador,15 à 19 ans,Total - Genre,10,6.0
2018,Terre-Neuve-et-Labrador,15 à 19 ans,Hommes+,10,8.0
2018,Terre-Neuve-et-Labrador,15 à 19 ans,Femmes+,10,
2018,Terre-Neuve-et-Labrador,15 à 24 ans,Total - Genre,10,12.0
2018,Terre-Neuve-et-Labrador,15 à 24 ans,Hommes+,10,17.0
2018,Terre-Neuve-et-Labrador,15 à 24 ans,Femmes+,10,7.0
2018,Terre-Neuve-et-Labrador,18 à 24 ans,Total - Genre,10,16.0
2018,Terre-Neuve-et-Labrador,18 à 24 ans,Hommes+,10,22.0
2018,Terre-Neuve-et-Labrador,18 à 24 ans,Femmes+,10,9.0
2018,Terre-Neuve-et-Labrador,20 à 24 ans,Total - Genre,10,18.0
2018,Terre-Neuve-et-Labrador,20 à 24 ans,Hommes+,10,25.0
2018,Terre-Neuve-et-Labrador,20 à 24 ans,Femmes+,10,10.0
2018,Terre-Neuve-et-Labrador,25 à 29 ans,Total - Genre,10,25.0
2018,Terre-Neuve-et-Labrador,25 à 29 ans,Hommes+,10,30.0
2018,Terre-Neuve-et-Labrador,25 à 29 ans,Femmes+,10,21.0
2018,Île-du-Prince-Édouard,"Total, 15 à 29 ans",Total - Genre,11,13.0
2018,Île-du-Prince-Édouard,"Total, 15 à 29 ans",Hommes+,11,15.0
2018,Île-du-Prince-Édouard,"Total, 15 à 29 ans",Femmes+,11,11.0
2018,Île-du-Prince-Édouard,15 à 19 ans,Total - Genre,11,
2018,Île-du-Prince-Édouard,15 à 19 ans,Hommes+,11,
2018,Île-du-Prince-Édouard,15 à 19 ans,Femmes+,11,
2018,Île-du-Prince-Édouard,15 à 24 ans,Total - Genre,11,10.0
2018,Île-du-Prince-Édouard,15 à 24 ans,Hommes+,11,13.0
2018,Île-du-Prince-Édouard,15 à 24 ans,Femmes+,11,6.0
2018,Île-du-Prince-Édouard,18 à 24 ans,Total - Genre,11,13.0
2018,Île-du-Prince-Édouard,18 à 24 ans,Hommes+,11,17.0
2018,Île-du-Prince-Édouard,18 à 24 ans,Femmes+,11,8.0
2018,Île-du-Prince-Édouard,20 à 24 ans,Total - Genre,11,16.0
2018,Île-du-Prince-Édouard,20 à 24 ans,Hommes+,11,21.0
2018,Île-du-Prince-Édouard,20 à 24 ans,Femmes+,11,11.0
2018,Île-du-Prince-Édouard,25 à 29 ans,Total - Genre,11,21.0
2018,Île-du-Prince-Édouard,25 à 29 ans,Hommes+,11,20.0
2018,Île-du-Prince-Édouard,25 à 29 ans,Femmes+,11,21.0
2018,Nouvelle-Écosse,"Total, 15 à 29 ans",Total - Genre,12,13.0
2018,Nouvelle-Écosse,"Total, 15 à 29 ans",Hommes+,12,14.0
2018,Nouvelle-Écosse,"Total, 15 à 29 ans",Femmes+,12,12.0
2018,Nouvelle-Écosse,15 à 19 ans,Total - Genre,12,7.0
2018,Nouvelle-Écosse,15 à 19 ans,Hommes+,12,6.0
2018,Nouvelle-Écosse,15 à 19 ans,Femmes+,12,7.0
2018,Nouvelle-Écosse,15 à 24 ans,Total - Genre,12,12.0
2018,Nouvelle-Écosse,15 à 24 ans,Hommes+,12,12.0
2018,Nouvelle-Écosse,15 à 24 ans,Femmes+,12,11.0
2018,Nouvelle-Écosse,18 à 24 ans,Total - Genre,12,15.0
2018,Nouvelle-Écosse,18 à 24 ans,Hommes+,12,16.0
2018,Nouvelle-Écosse,18 à 24 ans,Femmes+,12,13.0
2018,Nouvelle-Écosse,20 à 24 ans,Total - Genre,12,16.0
2018,Nouvelle-Écosse,20 à 24 ans,Hommes+,12,18.0
2018,Nouvelle-Écosse,20 à 24 ans,Femmes+,12,14.0
