Year,Géographie,Groupe d'âge,Sexe,Value
2016,Nouveau-Brunswick,35 à 49 ans,Hommes,93.9
2017,Nouveau-Brunswick,35 à 49 ans,Hommes,93.8
2018,Nouveau-Brunswick,35 à 49 ans,Hommes,89.9
2019,Nouveau-Brunswick,35 à 49 ans,Hommes,89.8
2015,Nouveau-Brunswick,35 à 49 ans,Femmes,90.0
2016,Nouveau-Brunswick,35 à 49 ans,Femmes,95.9
2017,Nouveau-Brunswick,35 à 49 ans,Femmes,89.4
2018,Nouveau-Brunswick,35 à 49 ans,Femmes,97.8
2019,Nouveau-Brunswick,35 à 49 ans,Femmes,92.2
2015,Nouveau-Brunswick,50 à 64 ans,Les deux sexes,87.7
2016,Nouveau-Brunswick,50 à 64 ans,Les deux sexes,91.4
2017,Nouveau-Brunswick,50 à 64 ans,Les deux sexes,91.1
2018,Nouveau-Brunswick,50 à 64 ans,Les deux sexes,90.5
2019,Nouveau-Brunswick,50 à 64 ans,Les deux sexes,88.6
2015,Nouveau-Brunswick,50 à 64 ans,Hommes,90.1
2016,Nouveau-Brunswick,50 à 64 ans,Hommes,91.0
2017,Nouveau-Brunswick,50 à 64 ans,Hommes,89.7
2018,Nouveau-Brunswick,50 à 64 ans,Hommes,88.3
2019,Nouveau-Brunswick,50 à 64 ans,Hommes,87.9
2015,Nouveau-Brunswick,50 à 64 ans,Femmes,85.5
2016,Nouveau-Brunswick,50 à 64 ans,Femmes,91.7
2017,Nouveau-Brunswick,50 à 64 ans,Femmes,92.3
2018,Nouveau-Brunswick,50 à 64 ans,Femmes,92.6
2019,Nouveau-Brunswick,50 à 64 ans,Femmes,89.2
2015,Nouveau-Brunswick,65 ans et plus,Les deux sexes,88.4
2016,Nouveau-Brunswick,65 ans et plus,Les deux sexes,89.3
2017,Nouveau-Brunswick,65 ans et plus,Les deux sexes,90.1
2018,Nouveau-Brunswick,65 ans et plus,Les deux sexes,88.6
2019,Nouveau-Brunswick,65 ans et plus,Les deux sexes,91.1
2015,Nouveau-Brunswick,65 ans et plus,Hommes,85.1
2016,Nouveau-Brunswick,65 ans et plus,Hommes,90.6
2017,Nouveau-Brunswick,65 ans et plus,Hommes,89.9
2018,Nouveau-Brunswick,65 ans et plus,Hommes,88.1
2019,Nouveau-Brunswick,65 ans et plus,Hommes,92.0
2015,Nouveau-Brunswick,65 ans et plus,Femmes,91.0
2016,Nouveau-Brunswick,65 ans et plus,Femmes,88.2
2017,Nouveau-Brunswick,65 ans et plus,Femmes,90.3
2018,Nouveau-Brunswick,65 ans et plus,Femmes,89.0
2019,Nouveau-Brunswick,65 ans et plus,Femmes,90.4
2015,Québec,"Total, 12 ans et plus",Les deux sexes,93.5
2016,Québec,"Total, 12 ans et plus",Les deux sexes,93.9
2017,Québec,"Total, 12 ans et plus",Les deux sexes,94.0
2018,Québec,"Total, 12 ans et plus",Les deux sexes,94.3
2019,Québec,"Total, 12 ans et plus",Les deux sexes,95.3
2015,Québec,"Total, 12 ans et plus",Hommes,93.7
2016,Québec,"Total, 12 ans et plus",Hommes,93.9
2017,Québec,"Total, 12 ans et plus",Hommes,94.0
2018,Québec,"Total, 12 ans et plus",Hommes,94.7
2019,Québec,"Total, 12 ans et plus",Hommes,95.8
2015,Québec,"Total, 12 ans et plus",Femmes,93.2
2016,Québec,"Total, 12 ans et plus",Femmes,93.9
2017,Québec,"Total, 12 ans et plus",Femmes,94.0
2018,Québec,"Total, 12 ans et plus",Femmes,93.9
2019,Québec,"Total, 12 ans et plus",Femmes,94.8
2015,Québec,12 à 17 ans,Les deux sexes,96.4
2016,Québec,12 à 17 ans,Les deux sexes,96.9
2017,Québec,12 à 17 ans,Les deux sexes,97.1
2018,Québec,12 à 17 ans,Les deux sexes,98.3
2019,Québec,12 à 17 ans,Les deux sexes,98.6
2015,Québec,12 à 17 ans,Hommes,96.4
2016,Québec,12 à 17 ans,Hommes,96.6
2017,Québec,12 à 17 ans,Hommes,98.5
2018,Québec,12 à 17 ans,Hommes,99.3
2019,Québec,12 à 17 ans,Hommes,99.2
2015,Québec,12 à 17 ans,Femmes,96.3
2016,Québec,12 à 17 ans,Femmes,97.2
2017,Québec,12 à 17 ans,Femmes,95.6
2018,Québec,12 à 17 ans,Femmes,97.3
2019,Québec,12 à 17 ans,Femmes,98.0
2015,Québec,18 à 34 ans,Les deux sexes,95.8
2016,Québec,18 à 34 ans,Les deux sexes,96.2
2017,Québec,18 à 34 ans,Les deux sexes,95.5
2018,Québec,18 à 34 ans,Les deux sexes,95.9
2019,Québec,18 à 34 ans,Les deux sexes,97.2
2015,Québec,18 à 34 ans,Hommes,96.1
2016,Québec,18 à 34 ans,Hommes,95.3
2017,Québec,18 à 34 ans,Hommes,95.7
2018,Québec,18 à 34 ans,Hommes,96.4
2019,Québec,18 à 34 ans,Hommes,98.2
2015,Québec,18 à 34 ans,Femmes,95.4
2016,Québec,18 à 34 ans,Femmes,97.0
2017,Québec,18 à 34 ans,Femmes,95.3
2018,Québec,18 à 34 ans,Femmes,95.5
2019,Québec,18 à 34 ans,Femmes,96.1
2015,Québec,35 à 49 ans,Les deux sexes,93.7
2016,Québec,35 à 49 ans,Les deux sexes,93.7
2017,Québec,35 à 49 ans,Les deux sexes,94.0
2018,Québec,35 à 49 ans,Les deux sexes,94.3
2019,Québec,35 à 49 ans,Les deux sexes,96.0
2015,Québec,35 à 49 ans,Hommes,93.5
2016,Québec,35 à 49 ans,Hommes,93.9
2017,Québec,35 à 49 ans,Hommes,93.7
2018,Québec,35 à 49 ans,Hommes,94.3
2019,Québec,35 à 49 ans,Hommes,96.3
2015,Québec,35 à 49 ans,Femmes,93.9
2016,Québec,35 à 49 ans,Femmes,93.6
2017,Québec,35 à 49 ans,Femmes,94.3
2018,Québec,35 à 49 ans,Femmes,94.4
2019,Québec,35 à 49 ans,Femmes,95.7
2015,Québec,50 à 64 ans,Les deux sexes,92.4
2016,Québec,50 à 64 ans,Les deux sexes,92.3
2017,Québec,50 à 64 ans,Les deux sexes,93.2
2018,Québec,50 à 64 ans,Les deux sexes,92.6
2019,Québec,50 à 64 ans,Les deux sexes,93.4
2015,Québec,50 à 64 ans,Hommes,93.1
2016,Québec,50 à 64 ans,Hommes,92.7
2017,Québec,50 à 64 ans,Hommes,93.3
2018,Québec,50 à 64 ans,Hommes,93.2
2019,Québec,50 à 64 ans,Hommes,93.3
2015,Québec,50 à 64 ans,Femmes,91.6
2016,Québec,50 à 64 ans,Femmes,92.0
2017,Québec,50 à 64 ans,Femmes,93.0
2018,Québec,50 à 64 ans,Femmes,92.1
2019,Québec,50 à 64 ans,Femmes,93.4
2015,Québec,65 ans et plus,Les deux sexes,90.5
2016,Québec,65 ans et plus,Les deux sexes,92.0
2017,Québec,65 ans et plus,Les deux sexes,92.1
2018,Québec,65 ans et plus,Les deux sexes,93.0
2019,Québec,65 ans et plus,Les deux sexes,93.4
2015,Québec,65 ans et plus,Hommes,90.1
2016,Québec,65 ans et plus,Hommes,92.4
2017,Québec,65 ans et plus,Hommes,91.4
2018,Québec,65 ans et plus,Hommes,93.6
2019,Québec,65 ans et plus,Hommes,93.9
2015,Québec,65 ans et plus,Femmes,90.7
2016,Québec,65 ans et plus,Femmes,91.6
2017,Québec,65 ans et plus,Femmes,92.7
2018,Québec,65 ans et plus,Femmes,92.5
2019,Québec,65 ans et plus,Femmes,93.0
2015,Ontario,"Total, 12 ans et plus",Les deux sexes,93.3
2016,Ontario,"Total, 12 ans et plus",Les deux sexes,91.8
2017,Ontario,"Total, 12 ans et plus",Les deux sexes,92.8
2018,Ontario,"Total, 12 ans et plus",Les deux sexes,93.5
2019,Ontario,"Total, 12 ans et plus",Les deux sexes,92.6
2015,Ontario,"Total, 12 ans et plus",Hommes,93.6
2016,Ontario,"Total, 12 ans et plus",Hommes,91.4
2017,Ontario,"Total, 12 ans et plus",Hommes,92.8
2018,Ontario,"Total, 12 ans et plus",Hommes,94.3
2019,Ontario,"Total, 12 ans et plus",Hommes,92.7
2015,Ontario,"Total, 12 ans et plus",Femmes,93.0
2016,Ontario,"Total, 12 ans et plus",Femmes,92.2
2017,Ontario,"Total, 12 ans et plus",Femmes,92.9
2018,Ontario,"Total, 12 ans et plus",Femmes,92.8
2019,Ontario,"Total, 12 ans et plus",Femmes,92.6
2015,Ontario,12 à 17 ans,Les deux sexes,97.5
2016,Ontario,12 à 17 ans,Les deux sexes,97.4
2017,Ontario,12 à 17 ans,Les deux sexes,98.3
2018,Ontario,12 à 17 ans,Les deux sexes,97.6
2019,Ontario,12 à 17 ans,Les deux sexes,96.8
2015,Ontario,12 à 17 ans,Hommes,97.7
2016,Ontario,12 à 17 ans,Hommes,97.8
2017,Ontario,12 à 17 ans,Hommes,98.9
2018,Ontario,12 à 17 ans,Hommes,97.1
2019,Ontario,12 à 17 ans,Hommes,97.1
2015,Ontario,12 à 17 ans,Femmes,97.4
2016,Ontario,12 à 17 ans,Femmes,96.9
2017,Ontario,12 à 17 ans,Femmes,97.7
2018,Ontario,12 à 17 ans,Femmes,98.2
2019,Ontario,12 à 17 ans,Femmes,96.5
2015,Ontario,18 à 34 ans,Les deux sexes,96.6
2016,Ontario,18 à 34 ans,Les deux sexes,93.6
2017,Ontario,18 à 34 ans,Les deux sexes,94.8
2018,Ontario,18 à 34 ans,Les deux sexes,95.2
2019,Ontario,18 à 34 ans,Les deux sexes,94.5
2015,Ontario,18 à 34 ans,Hommes,97.2
2016,Ontario,18 à 34 ans,Hommes,91.6
2017,Ontario,18 à 34 ans,Hommes,93.9
2018,Ontario,18 à 34 ans,Hommes,95.7
2019,Ontario,18 à 34 ans,Hommes,94.4
2015,Ontario,18 à 34 ans,Femmes,96.0
2016,Ontario,18 à 34 ans,Femmes,95.6
2017,Ontario,18 à 34 ans,Femmes,95.7
2018,Ontario,18 à 34 ans,Femmes,94.7
2019,Ontario,18 à 34 ans,Femmes,94.7
2015,Ontario,35 à 49 ans,Les deux sexes,93.2
2016,Ontario,35 à 49 ans,Les deux sexes,92.1
2017,Ontario,35 à 49 ans,Les deux sexes,93.2
2018,Ontario,35 à 49 ans,Les deux sexes,93.3
2019,Ontario,35 à 49 ans,Les deux sexes,93.5
2015,Ontario,35 à 49 ans,Hommes,94.1
2016,Ontario,35 à 49 ans,Hommes,92.3
2017,Ontario,35 à 49 ans,Hommes,94.0
2018,Ontario,35 à 49 ans,Hommes,94.3
2019,Ontario,35 à 49 ans,Hommes,93.6
2015,Ontario,35 à 49 ans,Femmes,92.4
2016,Ontario,35 à 49 ans,Femmes,91.9
2017,Ontario,35 à 49 ans,Femmes,92.4
2018,Ontario,35 à 49 ans,Femmes,92.4
2019,Ontario,35 à 49 ans,Femmes,93.3
2015,Ontario,50 à 64 ans,Les deux sexes,90.9
2016,Ontario,50 à 64 ans,Les deux sexes,89.7
2017,Ontario,50 à 64 ans,Les deux sexes,90.9
2018,Ontario,50 à 64 ans,Les deux sexes,92.2
2019,Ontario,50 à 64 ans,Les deux sexes,90.5
2015,Ontario,50 à 64 ans,Hommes,90.4
2016,Ontario,50 à 64 ans,Hommes,90.0
2017,Ontario,50 à 64 ans,Hommes,90.7
2018,Ontario,50 à 64 ans,Hommes,93.0
2019,Ontario,50 à 64 ans,Hommes,89.8
2015,Ontario,50 à 64 ans,Femmes,91.4
2016,Ontario,50 à 64 ans,Femmes,89.4
2017,Ontario,50 à 64 ans,Femmes,91.1
2018,Ontario,50 à 64 ans,Femmes,91.3
2019,Ontario,50 à 64 ans,Femmes,91.1
2015,Ontario,65 ans et plus,Les deux sexes,89.7
2016,Ontario,65 ans et plus,Les deux sexes,89.1
2017,Ontario,65 ans et plus,Les deux sexes,89.8
2018,Ontario,65 ans et plus,Les deux sexes,91.2
2019,Ontario,65 ans et plus,Les deux sexes,89.9
2015,Ontario,65 ans et plus,Hommes,89.3
2016,Ontario,65 ans et plus,Hommes,88.4
2017,Ontario,65 ans et plus,Hommes,89.5
2018,Ontario,65 ans et plus,Hommes,92.3
2019,Ontario,65 ans et plus,Hommes,90.8
2015,Ontario,65 ans et plus,Femmes,90.1
2016,Ontario,65 ans et plus,Femmes,89.7
2017,Ontario,65 ans et plus,Femmes,90.0
2018,Ontario,65 ans et plus,Femmes,90.4
2019,Ontario,65 ans et plus,Femmes,89.0
2015,Manitoba,"Total, 12 ans et plus",Les deux sexes,92.5
2016,Manitoba,"Total, 12 ans et plus",Les deux sexes,92.0
2017,Manitoba,"Total, 12 ans et plus",Les deux sexes,93.8
2018,Manitoba,"Total, 12 ans et plus",Les deux sexes,92.6
2019,Manitoba,"Total, 12 ans et plus",Les deux sexes,93.4
2015,Manitoba,"Total, 12 ans et plus",Hommes,93.6
2016,Manitoba,"Total, 12 ans et plus",Hommes,91.6
2017,Manitoba,"Total, 12 ans et plus",Hommes,94.5
2018,Manitoba,"Total, 12 ans et plus",Hommes,93.8
2019,Manitoba,"Total, 12 ans et plus",Hommes,94.1
2015,Manitoba,"Total, 12 ans et plus",Femmes,91.4
2016,Manitoba,"Total, 12 ans et plus",Femmes,92.5
2017,Manitoba,"Total, 12 ans et plus",Femmes,93.1
2018,Manitoba,"Total, 12 ans et plus",Femmes,91.4
2019,Manitoba,"Total, 12 ans et plus",Femmes,92.7
2015,Manitoba,12 à 17 ans,Les deux sexes,97.8
2016,Manitoba,12 à 17 ans,Les deux sexes,99.6
2017,Manitoba,12 à 17 ans,Les deux sexes,99.1
2018,Manitoba,12 à 17 ans,Les deux sexes,98.5
2019,Manitoba,12 à 17 ans,Les deux sexes,99.2
2015,Manitoba,12 à 17 ans,Hommes,97.7
2016,Manitoba,12 à 17 ans,Hommes,100.0
2017,Manitoba,12 à 17 ans,Hommes,98.2
2018,Manitoba,12 à 17 ans,Hommes,99.0
2019,Manitoba,12 à 17 ans,Hommes,100.0
2015,Manitoba,12 à 17 ans,Femmes,97.9
2016,Manitoba,12 à 17 ans,Femmes,99.2
2017,Manitoba,12 à 17 ans,Femmes,100.0
2018,Manitoba,12 à 17 ans,Femmes,97.9
2019,Manitoba,12 à 17 ans,Femmes,98.4
2015,Manitoba,18 à 34 ans,Les deux sexes,93.7
2016,Manitoba,18 à 34 ans,Les deux sexes,93.3
2017,Manitoba,18 à 34 ans,Les deux sexes,96.3
2018,Manitoba,18 à 34 ans,Les deux sexes,95.7
2019,Manitoba,18 à 34 ans,Les deux sexes,93.9
2015,Manitoba,18 à 34 ans,Hommes,94.0
2016,Manitoba,18 à 34 ans,Hommes,93.6
2017,Manitoba,18 à 34 ans,Hommes,99.1
2018,Manitoba,18 à 34 ans,Hommes,97.7
2019,Manitoba,18 à 34 ans,Hommes,95.8
2015,Manitoba,18 à 34 ans,Femmes,93.4
2016,Manitoba,18 à 34 ans,Femmes,93.1
2017,Manitoba,18 à 34 ans,Femmes,93.5
2018,Manitoba,18 à 34 ans,Femmes,93.5
2019,Manitoba,18 à 34 ans,Femmes,91.9
2015,Manitoba,35 à 49 ans,Les deux sexes,94.0
2016,Manitoba,35 à 49 ans,Les deux sexes,92.9
2017,Manitoba,35 à 49 ans,Les deux sexes,92.7
2018,Manitoba,35 à 49 ans,Les deux sexes,90.9
2019,Manitoba,35 à 49 ans,Les deux sexes,96.0
2015,Manitoba,35 à 49 ans,Hommes,95.8
2016,Manitoba,35 à 49 ans,Hommes,92.3
2017,Manitoba,35 à 49 ans,Hommes,92.5
2018,Manitoba,35 à 49 ans,Hommes,91.6
2019,Manitoba,35 à 49 ans,Hommes,94.8
2015,Manitoba,35 à 49 ans,Femmes,92.1
2016,Manitoba,35 à 49 ans,Femmes,93.5
2017,Manitoba,35 à 49 ans,Femmes,92.8
2018,Manitoba,35 à 49 ans,Femmes,90.2
2019,Manitoba,35 à 49 ans,Femmes,97.1
2015,Manitoba,50 à 64 ans,Les deux sexes,92.3
2016,Manitoba,50 à 64 ans,Les deux sexes,89.1
2017,Manitoba,50 à 64 ans,Les deux sexes,94.2
2018,Manitoba,50 à 64 ans,Les deux sexes,90.1
2019,Manitoba,50 à 64 ans,Les deux sexes,91.5
2015,Manitoba,50 à 64 ans,Hommes,93.5
2016,Manitoba,50 à 64 ans,Hommes,86.8
2017,Manitoba,50 à 64 ans,Hommes,93.4
2018,Manitoba,50 à 64 ans,Hommes,89.9
2019,Manitoba,50 à 64 ans,Hommes,93.4
2015,Manitoba,50 à 64 ans,Femmes,91.1
2016,Manitoba,50 à 64 ans,Femmes,91.4
2017,Manitoba,50 à 64 ans,Femmes,94.9
2018,Manitoba,50 à 64 ans,Femmes,90.3
2019,Manitoba,50 à 64 ans,Femmes,89.5
2015,Manitoba,65 ans et plus,Les deux sexes,85.9
2016,Manitoba,65 ans et plus,Les deux sexes,89.0
2017,Manitoba,65 ans et plus,Les deux sexes,88.1
2018,Manitoba,65 ans et plus,Les deux sexes,90.3
2019,Manitoba,65 ans et plus,Les deux sexes,89.1
2015,Manitoba,65 ans et plus,Hommes,86.9
2016,Manitoba,65 ans et plus,Hommes,89.7
2017,Manitoba,65 ans et plus,Hommes,88.7
2018,Manitoba,65 ans et plus,Hommes,92.7
2019,Manitoba,65 ans et plus,Hommes,88.3
2015,Manitoba,65 ans et plus,Femmes,85.1
2016,Manitoba,65 ans et plus,Femmes,88.5
2017,Manitoba,65 ans et plus,Femmes,87.7
2018,Manitoba,65 ans et plus,Femmes,88.3
2019,Manitoba,65 ans et plus,Femmes,89.9
2015,Saskatchewan,"Total, 12 ans et plus",Les deux sexes,92.6
2016,Saskatchewan,"Total, 12 ans et plus",Les deux sexes,95.1
2017,Saskatchewan,"Total, 12 ans et plus",Les deux sexes,91.9
2018,Saskatchewan,"Total, 12 ans et plus",Les deux sexes,93.5
2019,Saskatchewan,"Total, 12 ans et plus",Les deux sexes,94.2
2015,Saskatchewan,"Total, 12 ans et plus",Hommes,93.6
2016,Saskatchewan,"Total, 12 ans et plus",Hommes,96.0
2017,Saskatchewan,"Total, 12 ans et plus",Hommes,91.8
2018,Saskatchewan,"Total, 12 ans et plus",Hommes,93.8
2019,Saskatchewan,"Total, 12 ans et plus",Hommes,93.5
2015,Saskatchewan,"Total, 12 ans et plus",Femmes,91.6
2016,Saskatchewan,"Total, 12 ans et plus",Femmes,94.2
2017,Saskatchewan,"Total, 12 ans et plus",Femmes,92.0
2018,Saskatchewan,"Total, 12 ans et plus",Femmes,93.2
2019,Saskatchewan,"Total, 12 ans et plus",Femmes,95.0
2015,Saskatchewan,12 à 17 ans,Les deux sexes,99.8
2016,Saskatchewan,12 à 17 ans,Les deux sexes,98.2
2017,Saskatchewan,12 à 17 ans,Les deux sexes,94.1
2018,Saskatchewan,12 à 17 ans,Les deux sexes,96.0
2019,Saskatchewan,12 à 17 ans,Les deux sexes,99.0
2015,Saskatchewan,12 à 17 ans,Hommes,99.5
2016,Saskatchewan,12 à 17 ans,Hommes,96.9
2017,Saskatchewan,12 à 17 ans,Hommes,99.6
2018,Saskatchewan,12 à 17 ans,Hommes,97.8
2019,Saskatchewan,12 à 17 ans,Hommes,98.6
2015,Saskatchewan,12 à 17 ans,Femmes,100.0
2016,Saskatchewan,12 à 17 ans,Femmes,99.6
2017,Saskatchewan,12 à 17 ans,Femmes,88.3
2018,Saskatchewan,12 à 17 ans,Femmes,94.1
2019,Saskatchewan,12 à 17 ans,Femmes,99.5
2015,Saskatchewan,18 à 34 ans,Les deux sexes,96.2
2016,Saskatchewan,18 à 34 ans,Les deux sexes,97.1
2017,Saskatchewan,18 à 34 ans,Les deux sexes,93.5
2018,Saskatchewan,18 à 34 ans,Les deux sexes,96.6
2019,Saskatchewan,18 à 34 ans,Les deux sexes,97.0
2015,Saskatchewan,18 à 34 ans,Hommes,96.0
2016,Saskatchewan,18 à 34 ans,Hommes,96.3
2017,Saskatchewan,18 à 34 ans,Hommes,92.6
2018,Saskatchewan,18 à 34 ans,Hommes,96.2
2019,Saskatchewan,18 à 34 ans,Hommes,96.1
2015,Saskatchewan,18 à 34 ans,Femmes,96.4
2016,Saskatchewan,18 à 34 ans,Femmes,97.8
2017,Saskatchewan,18 à 34 ans,Femmes,94.5
2018,Saskatchewan,18 à 34 ans,Femmes,97.0
2019,Saskatchewan,18 à 34 ans,Femmes,97.9
2015,Saskatchewan,35 à 49 ans,Les deux sexes,91.6
2016,Saskatchewan,35 à 49 ans,Les deux sexes,95.7
2017,Saskatchewan,35 à 49 ans,Les deux sexes,92.1
2018,Saskatchewan,35 à 49 ans,Les deux sexes,91.3
2019,Saskatchewan,35 à 49 ans,Les deux sexes,95.7
2015,Saskatchewan,35 à 49 ans,Hommes,91.8
2016,Saskatchewan,35 à 49 ans,Hommes,97.8
2017,Saskatchewan,35 à 49 ans,Hommes,91.3
2018,Saskatchewan,35 à 49 ans,Hommes,92.4
2019,Saskatchewan,35 à 49 ans,Hommes,96.0
2015,Saskatchewan,35 à 49 ans,Femmes,91.3
2016,Saskatchewan,35 à 49 ans,Femmes,93.6
2017,Saskatchewan,35 à 49 ans,Femmes,92.9
2018,Saskatchewan,35 à 49 ans,Femmes,90.2
2019,Saskatchewan,35 à 49 ans,Femmes,95.3
2015,Saskatchewan,50 à 64 ans,Les deux sexes,90.0
2016,Saskatchewan,50 à 64 ans,Les deux sexes,93.1
2017,Saskatchewan,50 à 64 ans,Les deux sexes,90.1
2018,Saskatchewan,50 à 64 ans,Les deux sexes,95.2
2019,Saskatchewan,50 à 64 ans,Les deux sexes,91.5
2015,Saskatchewan,50 à 64 ans,Hommes,91.4
2016,Saskatchewan,50 à 64 ans,Hommes,96.3
2017,Saskatchewan,50 à 64 ans,Hommes,90.4
2018,Saskatchewan,50 à 64 ans,Hommes,94.8
2019,Saskatchewan,50 à 64 ans,Hommes,88.1
2015,Saskatchewan,50 à 64 ans,Femmes,88.5
2016,Saskatchewan,50 à 64 ans,Femmes,89.8
2017,Saskatchewan,50 à 64 ans,Femmes,89.8
2018,Saskatchewan,50 à 64 ans,Femmes,95.7
2019,Saskatchewan,50 à 64 ans,Femmes,94.9
2015,Saskatchewan,65 ans et plus,Les deux sexes,88.0
2016,Saskatchewan,65 ans et plus,Les deux sexes,92.2
2017,Saskatchewan,65 ans et plus,Les deux sexes,90.1
2018,Saskatchewan,65 ans et plus,Les deux sexes,87.9
2019,Saskatchewan,65 ans et plus,Les deux sexes,89.1
2015,Saskatchewan,65 ans et plus,Hommes,92.1
2016,Saskatchewan,65 ans et plus,Hommes,91.4
2017,Saskatchewan,65 ans et plus,Hommes,88.9
2018,Saskatchewan,65 ans et plus,Hommes,88.2
2019,Saskatchewan,65 ans et plus,Hommes,89.9
2015,Saskatchewan,65 ans et plus,Femmes,84.5
2016,Saskatchewan,65 ans et plus,Femmes,92.8
2017,Saskatchewan,65 ans et plus,Femmes,91.1
2018,Saskatchewan,65 ans et plus,Femmes,87.7
2019,Saskatchewan,65 ans et plus,Femmes,88.4
2015,Alberta,"Total, 12 ans et plus",Les deux sexes,93.8
2016,Alberta,"Total, 12 ans et plus",Les deux sexes,92.9
2017,Alberta,"Total, 12 ans et plus",Les deux sexes,92.6
2018,Alberta,"Total, 12 ans et plus",Les deux sexes,93.3
2019,Alberta,"Total, 12 ans et plus",Les deux sexes,93.0
2015,Alberta,"Total, 12 ans et plus",Hommes,94.0
2016,Alberta,"Total, 12 ans et plus",Hommes,93.3
2017,Alberta,"Total, 12 ans et plus",Hommes,92.1
2018,Alberta,"Total, 12 ans et plus",Hommes,93.6
2019,Alberta,"Total, 12 ans et plus",Hommes,93.0
2015,Alberta,"Total, 12 ans et plus",Femmes,93.6
2016,Alberta,"Total, 12 ans et plus",Femmes,92.5
2017,Alberta,"Total, 12 ans et plus",Femmes,93.0
2018,Alberta,"Total, 12 ans et plus",Femmes,92.9
2019,Alberta,"Total, 12 ans et plus",Femmes,93.1
2015,Alberta,12 à 17 ans,Les deux sexes,98.1
2016,Alberta,12 à 17 ans,Les deux sexes,97.7
2017,Alberta,12 à 17 ans,Les deux sexes,98.7
2018,Alberta,12 à 17 ans,Les deux sexes,97.3
2019,Alberta,12 à 17 ans,Les deux sexes,98.8
2015,Alberta,12 à 17 ans,Hommes,98.1
2016,Alberta,12 à 17 ans,Hommes,97.6
2017,Alberta,12 à 17 ans,Hommes,98.3
2018,Alberta,12 à 17 ans,Hommes,98.5
2019,Alberta,12 à 17 ans,Hommes,99.6
2015,Alberta,12 à 17 ans,Femmes,98.0
2016,Alberta,12 à 17 ans,Femmes,97.8
2017,Alberta,12 à 17 ans,Femmes,99.2
2018,Alberta,12 à 17 ans,Femmes,96.1
2019,Alberta,12 à 17 ans,Femmes,97.8
2015,Alberta,18 à 34 ans,Les deux sexes,96.7
2016,Alberta,18 à 34 ans,Les deux sexes,94.9
2017,Alberta,18 à 34 ans,Les deux sexes,93.9
2018,Alberta,18 à 34 ans,Les deux sexes,96.4
2019,Alberta,18 à 34 ans,Les deux sexes,94.3
2015,Alberta,18 à 34 ans,Hommes,96.4
2016,Alberta,18 à 34 ans,Hommes,94.4
2017,Alberta,18 à 34 ans,Hommes,93.2
2018,Alberta,18 à 34 ans,Hommes,96.9
2019,Alberta,18 à 34 ans,Hommes,93.7
2015,Alberta,18 à 34 ans,Femmes,97.1
2016,Alberta,18 à 34 ans,Femmes,95.4
2017,Alberta,18 à 34 ans,Femmes,94.7
2018,Alberta,18 à 34 ans,Femmes,95.9
2019,Alberta,18 à 34 ans,Femmes,94.8
2015,Alberta,35 à 49 ans,Les deux sexes,94.8
2016,Alberta,35 à 49 ans,Les deux sexes,93.5
2017,Alberta,35 à 49 ans,Les deux sexes,93.6
2018,Alberta,35 à 49 ans,Les deux sexes,91.3
2019,Alberta,35 à 49 ans,Les deux sexes,92.0
2015,Alberta,35 à 49 ans,Hommes,95.4
2016,Alberta,35 à 49 ans,Hommes,94.5
2017,Alberta,35 à 49 ans,Hommes,93.0
2018,Alberta,35 à 49 ans,Hommes,92.0
2019,Alberta,35 à 49 ans,Hommes,92.4
2015,Alberta,35 à 49 ans,Femmes,94.2
2016,Alberta,35 à 49 ans,Femmes,92.4
2017,Alberta,35 à 49 ans,Femmes,94.3
2018,Alberta,35 à 49 ans,Femmes,90.6
2019,Alberta,35 à 49 ans,Femmes,91.5
2015,Alberta,50 à 64 ans,Les deux sexes,89.1
2016,Alberta,50 à 64 ans,Les deux sexes,88.8
2017,Alberta,50 à 64 ans,Les deux sexes,89.3
2018,Alberta,50 à 64 ans,Les deux sexes,91.3
2019,Alberta,50 à 64 ans,Les deux sexes,92.3
2015,Alberta,50 à 64 ans,Hommes,88.3
2016,Alberta,50 à 64 ans,Hommes,90.0
2017,Alberta,50 à 64 ans,Hommes,88.8
2018,Alberta,50 à 64 ans,Hommes,91.4
2019,Alberta,50 à 64 ans,Hommes,92.1
2015,Alberta,50 à 64 ans,Femmes,90.1
2016,Alberta,50 à 64 ans,Femmes,87.6
2017,Alberta,50 à 64 ans,Femmes,89.9
2018,Alberta,50 à 64 ans,Femmes,91.2
2019,Alberta,50 à 64 ans,Femmes,92.5
2015,Alberta,65 ans et plus,Les deux sexes,90.2
2016,Alberta,65 ans et plus,Les deux sexes,91.1
2017,Alberta,65 ans et plus,Les deux sexes,89.3
2018,Alberta,65 ans et plus,Les deux sexes,91.1
2019,Alberta,65 ans et plus,Les deux sexes,90.6
2015,Alberta,65 ans et plus,Hommes,92.5
2016,Alberta,65 ans et plus,Hommes,91.0
2017,Alberta,65 ans et plus,Hommes,89.7
2018,Alberta,65 ans et plus,Hommes,90.0
2019,Alberta,65 ans et plus,Hommes,90.2
2015,Alberta,65 ans et plus,Femmes,88.1
2016,Alberta,65 ans et plus,Femmes,91.1
2017,Alberta,65 ans et plus,Femmes,88.9
2018,Alberta,65 ans et plus,Femmes,92.1
2019,Alberta,65 ans et plus,Femmes,91.0
