Year,Géographie,Caractéristiques de la population,Niveau de scolarité,Groupe d'âge,Sexe,GeoCode,Value
2012,Canada,Population totale,Enseignement tertiaire de cycle court,45 à 54 ans,Les deux sexes,,25.0
2012,Canada,Population totale,Enseignement tertiaire de cycle court,45 à 54 ans,Homme,,21.0
2012,Canada,Population totale,Enseignement tertiaire de cycle court,45 à 54 ans,Femme,,30.0
2012,Canada,Population totale,Enseignement tertiaire de cycle court,55 à 64 ans,Les deux sexes,,22.0
2012,Canada,Population totale,Enseignement tertiaire de cycle court,55 à 64 ans,Homme,,18.0
2012,Canada,Population totale,Enseignement tertiaire de cycle court,55 à 64 ans,Femme,,26.0
2012,Canada,Population totale,Baccalauréat,"Total, 25 à 64 ans",Les deux sexes,,19.0
2012,Canada,Population totale,Baccalauréat,"Total, 25 à 64 ans",Homme,,17.0
2012,Canada,Population totale,Baccalauréat,"Total, 25 à 64 ans",Femme,,20.0
2012,Canada,Population totale,Baccalauréat,25 à 34 ans,Les deux sexes,,23.0
2012,Canada,Population totale,Baccalauréat,25 à 34 ans,Homme,,19.0
2012,Canada,Population totale,Baccalauréat,25 à 34 ans,Femme,,27.0
2012,Canada,Population totale,Baccalauréat,30 à 34 ans,Les deux sexes,,22.0
2012,Canada,Population totale,Baccalauréat,30 à 34 ans,Homme,,18.0
2012,Canada,Population totale,Baccalauréat,30 à 34 ans,Femme,,25.0
2012,Canada,Population totale,Baccalauréat,35 à 44 ans,Les deux sexes,,22.0
2012,Canada,Population totale,Baccalauréat,35 à 44 ans,Homme,,19.0
2012,Canada,Population totale,Baccalauréat,35 à 44 ans,Femme,,24.0
2012,Canada,Population totale,Baccalauréat,45 à 54 ans,Les deux sexes,,16.0
2012,Canada,Population totale,Baccalauréat,45 à 54 ans,Homme,,15.0
2012,Canada,Population totale,Baccalauréat,45 à 54 ans,Femme,,17.0
2012,Canada,Population totale,Baccalauréat,55 à 64 ans,Les deux sexes,,14.0
2012,Canada,Population totale,Baccalauréat,55 à 64 ans,Homme,,15.0
2012,Canada,Population totale,Baccalauréat,55 à 64 ans,Femme,,14.0
2012,Canada,Population totale,Maîtrise ou doctorat,"Total, 25 à 64 ans",Les deux sexes,,9.0
2012,Canada,Population totale,Maîtrise ou doctorat,"Total, 25 à 64 ans",Homme,,9.0
2012,Canada,Population totale,Maîtrise ou doctorat,"Total, 25 à 64 ans",Femme,,9.0
2012,Canada,Population totale,Maîtrise ou doctorat,25 à 34 ans,Les deux sexes,,9.0
2012,Canada,Population totale,Maîtrise ou doctorat,25 à 34 ans,Homme,,7.0
2012,Canada,Population totale,Maîtrise ou doctorat,25 à 34 ans,Femme,,11.0
2012,Canada,Population totale,Maîtrise ou doctorat,30 à 34 ans,Les deux sexes,,10.0
2012,Canada,Population totale,Maîtrise ou doctorat,30 à 34 ans,Homme,,8.0
2012,Canada,Population totale,Maîtrise ou doctorat,30 à 34 ans,Femme,,13.0
2012,Canada,Population totale,Maîtrise ou doctorat,35 à 44 ans,Les deux sexes,,10.0
2012,Canada,Population totale,Maîtrise ou doctorat,35 à 44 ans,Homme,,10.0
2012,Canada,Population totale,Maîtrise ou doctorat,35 à 44 ans,Femme,,10.0
2012,Canada,Population totale,Maîtrise ou doctorat,45 à 54 ans,Les deux sexes,,8.0
2012,Canada,Population totale,Maîtrise ou doctorat,45 à 54 ans,Homme,,9.0
2012,Canada,Population totale,Maîtrise ou doctorat,45 à 54 ans,Femme,,7.0
2012,Canada,Population totale,Maîtrise ou doctorat,55 à 64 ans,Les deux sexes,,8.0
2012,Canada,Population totale,Maîtrise ou doctorat,55 à 64 ans,Homme,,9.0
2012,Canada,Population totale,Maîtrise ou doctorat,55 à 64 ans,Femme,,7.0
2012,Terre-Neuve-et-Labrador,Population totale,Études tertiaires,"Total, 25 à 64 ans",Les deux sexes,10,40.0
2012,Terre-Neuve-et-Labrador,Population totale,Études tertiaires,"Total, 25 à 64 ans",Homme,10,33.0
2012,Terre-Neuve-et-Labrador,Population totale,Études tertiaires,"Total, 25 à 64 ans",Femme,10,47.0
2012,Terre-Neuve-et-Labrador,Population totale,Études tertiaires,25 à 34 ans,Les deux sexes,10,53.0
2012,Terre-Neuve-et-Labrador,Population totale,Études tertiaires,25 à 34 ans,Homme,10,43.0
2012,Terre-Neuve-et-Labrador,Population totale,Études tertiaires,25 à 34 ans,Femme,10,63.0
2012,Terre-Neuve-et-Labrador,Population totale,Études tertiaires,30 à 34 ans,Les deux sexes,10,54.0
2012,Terre-Neuve-et-Labrador,Population totale,Études tertiaires,30 à 34 ans,Homme,10,43.0
2012,Terre-Neuve-et-Labrador,Population totale,Études tertiaires,30 à 34 ans,Femme,10,65.0
2012,Terre-Neuve-et-Labrador,Population totale,Études tertiaires,35 à 44 ans,Les deux sexes,10,52.0
2012,Terre-Neuve-et-Labrador,Population totale,Études tertiaires,35 à 44 ans,Homme,10,44.0
2012,Terre-Neuve-et-Labrador,Population totale,Études tertiaires,35 à 44 ans,Femme,10,60.0
2012,Terre-Neuve-et-Labrador,Population totale,Études tertiaires,45 à 54 ans,Les deux sexes,10,35.0
2012,Terre-Neuve-et-Labrador,Population totale,Études tertiaires,45 à 54 ans,Homme,10,30.0
2012,Terre-Neuve-et-Labrador,Population totale,Études tertiaires,45 à 54 ans,Femme,10,40.0
2012,Terre-Neuve-et-Labrador,Population totale,Études tertiaires,55 à 64 ans,Les deux sexes,10,25.0
2012,Terre-Neuve-et-Labrador,Population totale,Études tertiaires,55 à 64 ans,Homme,10,21.0
2012,Terre-Neuve-et-Labrador,Population totale,Études tertiaires,55 à 64 ans,Femme,10,29.0
2012,Terre-Neuve-et-Labrador,Population totale,Enseignement tertiaire de cycle court,"Total, 25 à 64 ans",Les deux sexes,10,22.0
2012,Terre-Neuve-et-Labrador,Population totale,Enseignement tertiaire de cycle court,"Total, 25 à 64 ans",Homme,10,17.0
2012,Terre-Neuve-et-Labrador,Population totale,Enseignement tertiaire de cycle court,"Total, 25 à 64 ans",Femme,10,26.0
2012,Terre-Neuve-et-Labrador,Population totale,Enseignement tertiaire de cycle court,25 à 34 ans,Les deux sexes,10,26.0
2012,Terre-Neuve-et-Labrador,Population totale,Enseignement tertiaire de cycle court,25 à 34 ans,Homme,10,22.0
2012,Terre-Neuve-et-Labrador,Population totale,Enseignement tertiaire de cycle court,25 à 34 ans,Femme,10,30.0
2012,Terre-Neuve-et-Labrador,Population totale,Enseignement tertiaire de cycle court,30 à 34 ans,Les deux sexes,10,26.0
2012,Terre-Neuve-et-Labrador,Population totale,Enseignement tertiaire de cycle court,30 à 34 ans,Homme,10,22.0
2012,Terre-Neuve-et-Labrador,Population totale,Enseignement tertiaire de cycle court,30 à 34 ans,Femme,10,30.0
2012,Terre-Neuve-et-Labrador,Population totale,Enseignement tertiaire de cycle court,35 à 44 ans,Les deux sexes,10,28.0
2012,Terre-Neuve-et-Labrador,Population totale,Enseignement tertiaire de cycle court,35 à 44 ans,Homme,10,22.0
2012,Terre-Neuve-et-Labrador,Population totale,Enseignement tertiaire de cycle court,35 à 44 ans,Femme,10,34.0
2012,Terre-Neuve-et-Labrador,Population totale,Enseignement tertiaire de cycle court,45 à 54 ans,Les deux sexes,10,20.0
2012,Terre-Neuve-et-Labrador,Population totale,Enseignement tertiaire de cycle court,45 à 54 ans,Homme,10,14.0
2012,Terre-Neuve-et-Labrador,Population totale,Enseignement tertiaire de cycle court,45 à 54 ans,Femme,10,25.0
2012,Terre-Neuve-et-Labrador,Population totale,Enseignement tertiaire de cycle court,55 à 64 ans,Les deux sexes,10,15.0
2012,Terre-Neuve-et-Labrador,Population totale,Enseignement tertiaire de cycle court,55 à 64 ans,Homme,10,11.0
2012,Terre-Neuve-et-Labrador,Population totale,Enseignement tertiaire de cycle court,55 à 64 ans,Femme,10,19.0
2012,Terre-Neuve-et-Labrador,Population totale,Baccalauréat,"Total, 25 à 64 ans",Les deux sexes,10,12.0
2012,Terre-Neuve-et-Labrador,Population totale,Baccalauréat,"Total, 25 à 64 ans",Homme,10,10.0
2012,Terre-Neuve-et-Labrador,Population totale,Baccalauréat,"Total, 25 à 64 ans",Femme,10,13.0
2012,Terre-Neuve-et-Labrador,Population totale,Baccalauréat,25 à 34 ans,Les deux sexes,10,20.0
2012,Terre-Neuve-et-Labrador,Population totale,Baccalauréat,25 à 34 ans,Homme,10,15.0
2012,Terre-Neuve-et-Labrador,Population totale,Baccalauréat,25 à 34 ans,Femme,10,25.0
2012,Terre-Neuve-et-Labrador,Population totale,Baccalauréat,30 à 34 ans,Les deux sexes,10,20.0
2012,Terre-Neuve-et-Labrador,Population totale,Baccalauréat,30 à 34 ans,Homme,10,14.0
2012,Terre-Neuve-et-Labrador,Population totale,Baccalauréat,30 à 34 ans,Femme,10,25.0
2012,Terre-Neuve-et-Labrador,Population totale,Baccalauréat,35 à 44 ans,Les deux sexes,10,15.0
2012,Terre-Neuve-et-Labrador,Population totale,Baccalauréat,35 à 44 ans,Homme,10,12.0
2012,Terre-Neuve-et-Labrador,Population totale,Baccalauréat,35 à 44 ans,Femme,10,17.0
2012,Terre-Neuve-et-Labrador,Population totale,Baccalauréat,45 à 54 ans,Les deux sexes,10,9.0
2012,Terre-Neuve-et-Labrador,Population totale,Baccalauréat,45 à 54 ans,Homme,10,8.0
2012,Terre-Neuve-et-Labrador,Population totale,Baccalauréat,45 à 54 ans,Femme,10,9.0
2012,Terre-Neuve-et-Labrador,Population totale,Baccalauréat,55 à 64 ans,Les deux sexes,10,6.0
2012,Terre-Neuve-et-Labrador,Population totale,Baccalauréat,55 à 64 ans,Homme,10,6.0
2012,Terre-Neuve-et-Labrador,Population totale,Baccalauréat,55 à 64 ans,Femme,10,6.0
2012,Terre-Neuve-et-Labrador,Population totale,Maîtrise ou doctorat,"Total, 25 à 64 ans",Les deux sexes,10,7.0
2012,Terre-Neuve-et-Labrador,Population totale,Maîtrise ou doctorat,"Total, 25 à 64 ans",Homme,10,6.0
2012,Terre-Neuve-et-Labrador,Population totale,Maîtrise ou doctorat,"Total, 25 à 64 ans",Femme,10,7.0
2012,Terre-Neuve-et-Labrador,Population totale,Maîtrise ou doctorat,25 à 34 ans,Les deux sexes,10,7.0
2012,Terre-Neuve-et-Labrador,Population totale,Maîtrise ou doctorat,25 à 34 ans,Homme,10,6.0
2012,Terre-Neuve-et-Labrador,Population totale,Maîtrise ou doctorat,25 à 34 ans,Femme,10,8.0
2012,Terre-Neuve-et-Labrador,Population totale,Maîtrise ou doctorat,30 à 34 ans,Les deux sexes,10,8.0
2012,Terre-Neuve-et-Labrador,Population totale,Maîtrise ou doctorat,30 à 34 ans,Homme,10,6.0
2012,Terre-Neuve-et-Labrador,Population totale,Maîtrise ou doctorat,30 à 34 ans,Femme,10,10.0
2012,Terre-Neuve-et-Labrador,Population totale,Maîtrise ou doctorat,35 à 44 ans,Les deux sexes,10,9.0
2012,Terre-Neuve-et-Labrador,Population totale,Maîtrise ou doctorat,35 à 44 ans,Homme,10,9.0
2012,Terre-Neuve-et-Labrador,Population totale,Maîtrise ou doctorat,35 à 44 ans,Femme,10,10.0
2012,Terre-Neuve-et-Labrador,Population totale,Maîtrise ou doctorat,45 à 54 ans,Les deux sexes,10,7.0
2012,Terre-Neuve-et-Labrador,Population totale,Maîtrise ou doctorat,45 à 54 ans,Homme,10,7.0
2012,Terre-Neuve-et-Labrador,Population totale,Maîtrise ou doctorat,45 à 54 ans,Femme,10,6.0
2012,Terre-Neuve-et-Labrador,Population totale,Maîtrise ou doctorat,55 à 64 ans,Les deux sexes,10,4.0
2012,Terre-Neuve-et-Labrador,Population totale,Maîtrise ou doctorat,55 à 64 ans,Homme,10,4.0
2012,Terre-Neuve-et-Labrador,Population totale,Maîtrise ou doctorat,55 à 64 ans,Femme,10,4.0
2012,Île-du-Prince-Édouard,Population totale,Études tertiaires,"Total, 25 à 64 ans",Les deux sexes,11,51.0
2012,Île-du-Prince-Édouard,Population totale,Études tertiaires,"Total, 25 à 64 ans",Homme,11,41.0
2012,Île-du-Prince-Édouard,Population totale,Études tertiaires,"Total, 25 à 64 ans",Femme,11,61.0
2012,Île-du-Prince-Édouard,Population totale,Études tertiaires,25 à 34 ans,Les deux sexes,11,61.0
2012,Île-du-Prince-Édouard,Population totale,Études tertiaires,25 à 34 ans,Homme,11,50.0
2012,Île-du-Prince-Édouard,Population totale,Études tertiaires,25 à 34 ans,Femme,11,72.0
2012,Île-du-Prince-Édouard,Population totale,Études tertiaires,30 à 34 ans,Les deux sexes,11,63.0
2012,Île-du-Prince-Édouard,Population totale,Études tertiaires,30 à 34 ans,Homme,11,52.0
2012,Île-du-Prince-Édouard,Population totale,Études tertiaires,30 à 34 ans,Femme,11,73.0
2012,Île-du-Prince-Édouard,Population totale,Études tertiaires,35 à 44 ans,Les deux sexes,11,60.0
2012,Île-du-Prince-Édouard,Population totale,Études tertiaires,35 à 44 ans,Homme,11,50.0
2012,Île-du-Prince-Édouard,Population totale,Études tertiaires,35 à 44 ans,Femme,11,69.0
2012,Île-du-Prince-Édouard,Population totale,Études tertiaires,45 à 54 ans,Les deux sexes,11,46.0
2012,Île-du-Prince-Édouard,Population totale,Études tertiaires,45 à 54 ans,Homme,11,36.0
2012,Île-du-Prince-Édouard,Population totale,Études tertiaires,45 à 54 ans,Femme,11,56.0
2012,Île-du-Prince-Édouard,Population totale,Études tertiaires,55 à 64 ans,Les deux sexes,11,42.0
2012,Île-du-Prince-Édouard,Population totale,Études tertiaires,55 à 64 ans,Homme,11,31.0
2012,Île-du-Prince-Édouard,Population totale,Études tertiaires,55 à 64 ans,Femme,11,52.0
2012,Île-du-Prince-Édouard,Population totale,Enseignement tertiaire de cycle court,"Total, 25 à 64 ans",Les deux sexes,11,29.0
2012,Île-du-Prince-Édouard,Population totale,Enseignement tertiaire de cycle court,"Total, 25 à 64 ans",Homme,11,21.0
2012,Île-du-Prince-Édouard,Population totale,Enseignement tertiaire de cycle court,"Total, 25 à 64 ans",Femme,11,37.0
2012,Île-du-Prince-Édouard,Population totale,Enseignement tertiaire de cycle court,25 à 34 ans,Les deux sexes,11,32.0
2012,Île-du-Prince-Édouard,Population totale,Enseignement tertiaire de cycle court,25 à 34 ans,Homme,11,27.0
2012,Île-du-Prince-Édouard,Population totale,Enseignement tertiaire de cycle court,25 à 34 ans,Femme,11,37.0
2012,Île-du-Prince-Édouard,Population totale,Enseignement tertiaire de cycle court,30 à 34 ans,Les deux sexes,11,35.0
2012,Île-du-Prince-Édouard,Population totale,Enseignement tertiaire de cycle court,30 à 34 ans,Homme,11,31.0
2012,Île-du-Prince-Édouard,Population totale,Enseignement tertiaire de cycle court,30 à 34 ans,Femme,11,38.0
2012,Île-du-Prince-Édouard,Population totale,Enseignement tertiaire de cycle court,35 à 44 ans,Les deux sexes,11,32.0
2012,Île-du-Prince-Édouard,Population totale,Enseignement tertiaire de cycle court,35 à 44 ans,Homme,11,27.0
2012,Île-du-Prince-Édouard,Population totale,Enseignement tertiaire de cycle court,35 à 44 ans,Femme,11,37.0
2012,Île-du-Prince-Édouard,Population totale,Enseignement tertiaire de cycle court,45 à 54 ans,Les deux sexes,11,30.0
2012,Île-du-Prince-Édouard,Population totale,Enseignement tertiaire de cycle court,45 à 54 ans,Homme,11,21.0
2012,Île-du-Prince-Édouard,Population totale,Enseignement tertiaire de cycle court,45 à 54 ans,Femme,11,40.0
2012,Île-du-Prince-Édouard,Population totale,Enseignement tertiaire de cycle court,55 à 64 ans,Les deux sexes,11,23.0
2012,Île-du-Prince-Édouard,Population totale,Enseignement tertiaire de cycle court,55 à 64 ans,Homme,11,12.0
2012,Île-du-Prince-Édouard,Population totale,Enseignement tertiaire de cycle court,55 à 64 ans,Femme,11,33.0
2012,Île-du-Prince-Édouard,Population totale,Baccalauréat,"Total, 25 à 64 ans",Les deux sexes,11,15.0
2012,Île-du-Prince-Édouard,Population totale,Baccalauréat,"Total, 25 à 64 ans",Homme,11,14.0
2012,Île-du-Prince-Édouard,Population totale,Baccalauréat,"Total, 25 à 64 ans",Femme,11,17.0
2012,Île-du-Prince-Édouard,Population totale,Baccalauréat,25 à 34 ans,Les deux sexes,11,21.0
2012,Île-du-Prince-Édouard,Population totale,Baccalauréat,25 à 34 ans,Homme,11,18.0
2012,Île-du-Prince-Édouard,Population totale,Baccalauréat,25 à 34 ans,Femme,11,25.0
2012,Île-du-Prince-Édouard,Population totale,Baccalauréat,30 à 34 ans,Les deux sexes,11,19.0
2012,Île-du-Prince-Édouard,Population totale,Baccalauréat,30 à 34 ans,Homme,11,14.0
2012,Île-du-Prince-Édouard,Population totale,Baccalauréat,30 à 34 ans,Femme,11,24.0
2012,Île-du-Prince-Édouard,Population totale,Baccalauréat,35 à 44 ans,Les deux sexes,11,19.0
2012,Île-du-Prince-Édouard,Population totale,Baccalauréat,35 à 44 ans,Homme,11,15.0
2012,Île-du-Prince-Édouard,Population totale,Baccalauréat,35 à 44 ans,Femme,11,23.0
2012,Île-du-Prince-Édouard,Population totale,Baccalauréat,45 à 54 ans,Les deux sexes,11,11.0
2012,Île-du-Prince-Édouard,Population totale,Baccalauréat,45 à 54 ans,Homme,11,11.0
2012,Île-du-Prince-Édouard,Population totale,Baccalauréat,45 à 54 ans,Femme,11,11.0
2012,Île-du-Prince-Édouard,Population totale,Baccalauréat,55 à 64 ans,Les deux sexes,11,12.0
2012,Île-du-Prince-Édouard,Population totale,Baccalauréat,55 à 64 ans,Homme,11,11.0
2012,Île-du-Prince-Édouard,Population totale,Baccalauréat,55 à 64 ans,Femme,11,12.0
2012,Île-du-Prince-Édouard,Population totale,Maîtrise ou doctorat,"Total, 25 à 64 ans",Les deux sexes,11,7.0
2012,Île-du-Prince-Édouard,Population totale,Maîtrise ou doctorat,"Total, 25 à 64 ans",Homme,11,6.0
2012,Île-du-Prince-Édouard,Population totale,Maîtrise ou doctorat,"Total, 25 à 64 ans",Femme,11,8.0
2012,Île-du-Prince-Édouard,Population totale,Maîtrise ou doctorat,25 à 34 ans,Les deux sexes,11,8.0
2012,Île-du-Prince-Édouard,Population totale,Maîtrise ou doctorat,25 à 34 ans,Homme,11,5.0
2012,Île-du-Prince-Édouard,Population totale,Maîtrise ou doctorat,25 à 34 ans,Femme,11,11.0
2012,Île-du-Prince-Édouard,Population totale,Maîtrise ou doctorat,30 à 34 ans,Les deux sexes,11,8.0
2012,Île-du-Prince-Édouard,Population totale,Maîtrise ou doctorat,30 à 34 ans,Homme,11,7.0
2012,Île-du-Prince-Édouard,Population totale,Maîtrise ou doctorat,30 à 34 ans,Femme,11,10.0
2012,Île-du-Prince-Édouard,Population totale,Maîtrise ou doctorat,35 à 44 ans,Les deux sexes,11,9.0
2012,Île-du-Prince-Édouard,Population totale,Maîtrise ou doctorat,35 à 44 ans,Homme,11,8.0
2012,Île-du-Prince-Édouard,Population totale,Maîtrise ou doctorat,35 à 44 ans,Femme,11,10.0
2012,Île-du-Prince-Édouard,Population totale,Maîtrise ou doctorat,45 à 54 ans,Les deux sexes,11,5.0
2012,Île-du-Prince-Édouard,Population totale,Maîtrise ou doctorat,45 à 54 ans,Homme,11,4.0
2012,Île-du-Prince-Édouard,Population totale,Maîtrise ou doctorat,45 à 54 ans,Femme,11,5.0
2012,Île-du-Prince-Édouard,Population totale,Maîtrise ou doctorat,55 à 64 ans,Les deux sexes,11,7.0
2012,Île-du-Prince-Édouard,Population totale,Maîtrise ou doctorat,55 à 64 ans,Homme,11,8.0
2012,Île-du-Prince-Édouard,Population totale,Maîtrise ou doctorat,55 à 64 ans,Femme,11,6.0
2012,Nouvelle-Écosse,Population totale,Études tertiaires,"Total, 25 à 64 ans",Les deux sexes,12,51.0
2012,Nouvelle-Écosse,Population totale,Études tertiaires,"Total, 25 à 64 ans",Homme,12,43.0
2012,Nouvelle-Écosse,Population totale,Études tertiaires,"Total, 25 à 64 ans",Femme,12,58.0
2012,Nouvelle-Écosse,Population totale,Études tertiaires,25 à 34 ans,Les deux sexes,12,63.0
2012,Nouvelle-Écosse,Population totale,Études tertiaires,25 à 34 ans,Homme,12,55.0
2012,Nouvelle-Écosse,Population totale,Études tertiaires,25 à 34 ans,Femme,12,70.0
2012,Nouvelle-Écosse,Population totale,Études tertiaires,30 à 34 ans,Les deux sexes,12,63.0
2012,Nouvelle-Écosse,Population totale,Études tertiaires,30 à 34 ans,Homme,12,53.0
2012,Nouvelle-Écosse,Population totale,Études tertiaires,30 à 34 ans,Femme,12,72.0
2012,Nouvelle-Écosse,Population totale,Études tertiaires,35 à 44 ans,Les deux sexes,12,58.0
2012,Nouvelle-Écosse,Population totale,Études tertiaires,35 à 44 ans,Homme,12,48.0
2012,Nouvelle-Écosse,Population totale,Études tertiaires,35 à 44 ans,Femme,12,66.0
2012,Nouvelle-Écosse,Population totale,Études tertiaires,45 à 54 ans,Les deux sexes,12,46.0
2012,Nouvelle-Écosse,Population totale,Études tertiaires,45 à 54 ans,Homme,12,39.0
2012,Nouvelle-Écosse,Population totale,Études tertiaires,45 à 54 ans,Femme,12,52.0
2012,Nouvelle-Écosse,Population totale,Études tertiaires,55 à 64 ans,Les deux sexes,12,41.0
2012,Nouvelle-Écosse,Population totale,Études tertiaires,55 à 64 ans,Homme,12,34.0
2012,Nouvelle-Écosse,Population totale,Études tertiaires,55 à 64 ans,Femme,12,47.0
2012,Nouvelle-Écosse,Population totale,Enseignement tertiaire de cycle court,"Total, 25 à 64 ans",Les deux sexes,12,26.0
2012,Nouvelle-Écosse,Population totale,Enseignement tertiaire de cycle court,"Total, 25 à 64 ans",Homme,12,21.0
2012,Nouvelle-Écosse,Population totale,Enseignement tertiaire de cycle court,"Total, 25 à 64 ans",Femme,12,30.0
2012,Nouvelle-Écosse,Population totale,Enseignement tertiaire de cycle court,25 à 34 ans,Les deux sexes,12,27.0
2012,Nouvelle-Écosse,Population totale,Enseignement tertiaire de cycle court,25 à 34 ans,Homme,12,25.0
2012,Nouvelle-Écosse,Population totale,Enseignement tertiaire de cycle court,25 à 34 ans,Femme,12,29.0
2012,Nouvelle-Écosse,Population totale,Enseignement tertiaire de cycle court,30 à 34 ans,Les deux sexes,12,29.0
2012,Nouvelle-Écosse,Population totale,Enseignement tertiaire de cycle court,30 à 34 ans,Homme,12,25.0
2012,Nouvelle-Écosse,Population totale,Enseignement tertiaire de cycle court,30 à 34 ans,Femme,12,32.0
2012,Nouvelle-Écosse,Population totale,Enseignement tertiaire de cycle court,35 à 44 ans,Les deux sexes,12,29.0
2012,Nouvelle-Écosse,Population totale,Enseignement tertiaire de cycle court,35 à 44 ans,Homme,12,26.0
2012,Nouvelle-Écosse,Population totale,Enseignement tertiaire de cycle court,35 à 44 ans,Femme,12,33.0
2012,Nouvelle-Écosse,Population totale,Enseignement tertiaire de cycle court,45 à 54 ans,Les deux sexes,12,26.0
2012,Nouvelle-Écosse,Population totale,Enseignement tertiaire de cycle court,45 à 54 ans,Homme,12,20.0
2012,Nouvelle-Écosse,Population totale,Enseignement tertiaire de cycle court,45 à 54 ans,Femme,12,31.0
2012,Nouvelle-Écosse,Population totale,Enseignement tertiaire de cycle court,55 à 64 ans,Les deux sexes,12,21.0
2012,Nouvelle-Écosse,Population totale,Enseignement tertiaire de cycle court,55 à 64 ans,Homme,12,14.0
2012,Nouvelle-Écosse,Population totale,Enseignement tertiaire de cycle court,55 à 64 ans,Femme,12,27.0
2012,Nouvelle-Écosse,Population totale,Baccalauréat,"Total, 25 à 64 ans",Les deux sexes,12,16.0
2012,Nouvelle-Écosse,Population totale,Baccalauréat,"Total, 25 à 64 ans",Homme,12,13.0
2012,Nouvelle-Écosse,Population totale,Baccalauréat,"Total, 25 à 64 ans",Femme,12,18.0
2012,Nouvelle-Écosse,Population totale,Baccalauréat,25 à 34 ans,Les deux sexes,12,26.0
2012,Nouvelle-Écosse,Population totale,Baccalauréat,25 à 34 ans,Homme,12,21.0
2012,Nouvelle-Écosse,Population totale,Baccalauréat,25 à 34 ans,Femme,12,30.0
2012,Nouvelle-Écosse,Population totale,Baccalauréat,30 à 34 ans,Les deux sexes,12,23.0
2012,Nouvelle-Écosse,Population totale,Baccalauréat,30 à 34 ans,Homme,12,18.0
2012,Nouvelle-Écosse,Population totale,Baccalauréat,30 à 34 ans,Femme,12,28.0
2012,Nouvelle-Écosse,Population totale,Baccalauréat,35 à 44 ans,Les deux sexes,12,18.0
2012,Nouvelle-Écosse,Population totale,Baccalauréat,35 à 44 ans,Homme,12,13.0
2012,Nouvelle-Écosse,Population totale,Baccalauréat,35 à 44 ans,Femme,12,23.0
2012,Nouvelle-Écosse,Population totale,Baccalauréat,45 à 54 ans,Les deux sexes,12,12.0
2012,Nouvelle-Écosse,Population totale,Baccalauréat,45 à 54 ans,Homme,12,11.0
2012,Nouvelle-Écosse,Population totale,Baccalauréat,45 à 54 ans,Femme,12,13.0
2012,Nouvelle-Écosse,Population totale,Baccalauréat,55 à 64 ans,Les deux sexes,12,10.0
2012,Nouvelle-Écosse,Population totale,Baccalauréat,55 à 64 ans,Homme,12,10.0
2012,Nouvelle-Écosse,Population totale,Baccalauréat,55 à 64 ans,Femme,12,11.0
2012,Nouvelle-Écosse,Population totale,Maîtrise ou doctorat,"Total, 25 à 64 ans",Les deux sexes,12,9.0
2012,Nouvelle-Écosse,Population totale,Maîtrise ou doctorat,"Total, 25 à 64 ans",Homme,12,9.0
2012,Nouvelle-Écosse,Population totale,Maîtrise ou doctorat,"Total, 25 à 64 ans",Femme,12,10.0
2012,Nouvelle-Écosse,Population totale,Maîtrise ou doctorat,25 à 34 ans,Les deux sexes,12,10.0
2012,Nouvelle-Écosse,Population totale,Maîtrise ou doctorat,25 à 34 ans,Homme,12,9.0
2012,Nouvelle-Écosse,Population totale,Maîtrise ou doctorat,25 à 34 ans,Femme,12,11.0
2012,Nouvelle-Écosse,Population totale,Maîtrise ou doctorat,30 à 34 ans,Les deux sexes,12,11.0
2012,Nouvelle-Écosse,Population totale,Maîtrise ou doctorat,30 à 34 ans,Homme,12,11.0
2012,Nouvelle-Écosse,Population totale,Maîtrise ou doctorat,30 à 34 ans,Femme,12,12.0
2012,Nouvelle-Écosse,Population totale,Maîtrise ou doctorat,35 à 44 ans,Les deux sexes,12,10.0
2012,Nouvelle-Écosse,Population totale,Maîtrise ou doctorat,35 à 44 ans,Homme,12,9.0
2012,Nouvelle-Écosse,Population totale,Maîtrise ou doctorat,35 à 44 ans,Femme,12,11.0
2012,Nouvelle-Écosse,Population totale,Maîtrise ou doctorat,45 à 54 ans,Les deux sexes,12,8.0
2012,Nouvelle-Écosse,Population totale,Maîtrise ou doctorat,45 à 54 ans,Homme,12,8.0
2012,Nouvelle-Écosse,Population totale,Maîtrise ou doctorat,45 à 54 ans,Femme,12,8.0
2012,Nouvelle-Écosse,Population totale,Maîtrise ou doctorat,55 à 64 ans,Les deux sexes,12,9.0
2012,Nouvelle-Écosse,Population totale,Maîtrise ou doctorat,55 à 64 ans,Homme,12,10.0
2012,Nouvelle-Écosse,Population totale,Maîtrise ou doctorat,55 à 64 ans,Femme,12,9.0
2012,Nouveau-Brunswick,Population totale,Études tertiaires,"Total, 25 à 64 ans",Les deux sexes,13,47.0
2012,Nouveau-Brunswick,Population totale,Études tertiaires,"Total, 25 à 64 ans",Homme,13,41.0
2012,Nouveau-Brunswick,Population totale,Études tertiaires,"Total, 25 à 64 ans",Femme,13,53.0
2012,Nouveau-Brunswick,Population totale,Études tertiaires,25 à 34 ans,Les deux sexes,13,57.0
2012,Nouveau-Brunswick,Population totale,Études tertiaires,25 à 34 ans,Homme,13,49.0
2012,Nouveau-Brunswick,Population totale,Études tertiaires,25 à 34 ans,Femme,13,65.0
2012,Nouveau-Brunswick,Population totale,Études tertiaires,30 à 34 ans,Les deux sexes,13,58.0
