Year,Géographie,Groupe d'âge,Genre,Groupe autochtone,Niveau de scolarité atteint,Minorité visible,Status d'immigrant,GeoCode,Value
2021,Île-du-Prince-Édouard,15 à 24 ans,Hommes+,,,,,11,59.0
2021,Île-du-Prince-Édouard,25 ans et plus,Hommes+,,,,,11,63.9
2021,Île-du-Prince-Édouard,25 à 44 ans,Hommes+,,,,,11,83.7
2021,Île-du-Prince-Édouard,45 à 64 ans,Hommes+,,,,,11,73.9
2021,Île-du-Prince-Édouard,45 ans et plus,Hommes+,,,,,11,53.4
2021,Île-du-Prince-Édouard,25 à 54 ans,Hommes+,,,,,11,83.0
2021,Île-du-Prince-Édouard,55 ans et plus,Hommes+,,,,,11,42.7
2021,Île-du-Prince-Édouard,15 à 64 ans,Hommes+,,,,,11,74.7
2021,Île-du-Prince-Édouard,15 à 19 ans,Hommes+,,,,,11,43.2
2021,Île-du-Prince-Édouard,20 à 24 ans,Hommes+,,,,,11,70.5
2021,Île-du-Prince-Édouard,25 à 29 ans,Hommes+,,,,,11,81.1
2021,Île-du-Prince-Édouard,30 à 34 ans,Hommes+,,,,,11,87.0
2021,Île-du-Prince-Édouard,35 à 39 ans,Hommes+,,,,,11,83.0
2021,Île-du-Prince-Édouard,40 à 44 ans,Hommes+,,,,,11,84.1
2021,Île-du-Prince-Édouard,45 à 49 ans,Hommes+,,,,,11,82.6
2021,Île-du-Prince-Édouard,50 à 54 ans,Hommes+,,,,,11,80.8
2021,Île-du-Prince-Édouard,55 à 59 ans,Hommes+,,,,,11,73.7
2021,Île-du-Prince-Édouard,60 à 64 ans,Hommes+,,,,,11,63.6
2021,Île-du-Prince-Édouard,65 ans et plus,Hommes+,,,,,11,23.8
2021,Île-du-Prince-Édouard,65 à 69 ans,Hommes+,,,,,11,40.0
2021,Île-du-Prince-Édouard,70 ans et plus,Hommes+,,,,,11,15.5
2021,Île-du-Prince-Édouard,15 à 24 ans,Femmes+,,,,,11,58.8
2021,Île-du-Prince-Édouard,25 ans et plus,Femmes+,,,,,11,55.1
2021,Île-du-Prince-Édouard,25 à 44 ans,Femmes+,,,,,11,80.9
2021,Île-du-Prince-Édouard,45 à 64 ans,Femmes+,,,,,11,67.4
2021,Île-du-Prince-Édouard,45 ans et plus,Femmes+,,,,,11,42.4
2021,Île-du-Prince-Édouard,25 à 54 ans,Femmes+,,,,,11,80.1
2021,Île-du-Prince-Édouard,55 ans et plus,Femmes+,,,,,11,29.2
2021,Île-du-Prince-Édouard,15 à 64 ans,Femmes+,,,,,11,70.9
2021,Île-du-Prince-Édouard,15 à 19 ans,Femmes+,,,,,11,45.5
2021,Île-du-Prince-Édouard,20 à 24 ans,Femmes+,,,,,11,69.0
2021,Île-du-Prince-Édouard,25 à 29 ans,Femmes+,,,,,11,79.6
2021,Île-du-Prince-Édouard,30 à 34 ans,Femmes+,,,,,11,82.0
2021,Île-du-Prince-Édouard,35 à 39 ans,Femmes+,,,,,11,79.6
2021,Île-du-Prince-Édouard,40 à 44 ans,Femmes+,,,,,11,80.4
2021,Île-du-Prince-Édouard,45 à 49 ans,Femmes+,,,,,11,80.4
2021,Île-du-Prince-Édouard,50 à 54 ans,Femmes+,,,,,11,76.9
2021,Île-du-Prince-Édouard,55 à 59 ans,Femmes+,,,,,11,70.0
2021,Île-du-Prince-Édouard,60 à 64 ans,Femmes+,,,,,11,45.0
2021,Île-du-Prince-Édouard,65 ans et plus,Femmes+,,,,,11,9.4
2021,Île-du-Prince-Édouard,65 à 69 ans,Femmes+,,,,,11,18.2
2021,Île-du-Prince-Édouard,70 ans et plus,Femmes+,,,,,11,4.3
2021,Nouvelle-Écosse,15 à 24 ans,Total - Genre,,,,,12,59.6
2021,Nouvelle-Écosse,25 ans et plus,Total - Genre,,,,,12,56.7
2021,Nouvelle-Écosse,25 à 44 ans,Total - Genre,,,,,12,81.8
2021,Nouvelle-Écosse,45 à 64 ans,Total - Genre,,,,,12,68.4
2021,Nouvelle-Écosse,45 ans et plus,Total - Genre,,,,,12,44.4
2021,Nouvelle-Écosse,25 à 54 ans,Total - Genre,,,,,12,81.6
2021,Nouvelle-Écosse,55 ans et plus,Total - Genre,,,,,12,31.9
2021,Nouvelle-Écosse,15 à 64 ans,Total - Genre,,,,,12,72.0
2021,Nouvelle-Écosse,15 à 19 ans,Total - Genre,,,,,12,42.6
2021,Nouvelle-Écosse,20 à 24 ans,Total - Genre,,,,,12,73.0
2021,Nouvelle-Écosse,25 à 29 ans,Total - Genre,,,,,12,78.8
2021,Nouvelle-Écosse,30 à 34 ans,Total - Genre,,,,,12,82.0
2021,Nouvelle-Écosse,35 à 39 ans,Total - Genre,,,,,12,82.8
2021,Nouvelle-Écosse,40 à 44 ans,Total - Genre,,,,,12,84.0
2021,Nouvelle-Écosse,45 à 49 ans,Total - Genre,,,,,12,82.3
2021,Nouvelle-Écosse,50 à 54 ans,Total - Genre,,,,,12,80.6
2021,Nouvelle-Écosse,55 à 59 ans,Total - Genre,,,,,12,67.1
2021,Nouvelle-Écosse,60 à 64 ans,Total - Genre,,,,,12,49.0
2021,Nouvelle-Écosse,65 ans et plus,Total - Genre,,,,,12,12.7
2021,Nouvelle-Écosse,65 à 69 ans,Total - Genre,,,,,12,24.3
2021,Nouvelle-Écosse,70 ans et plus,Total - Genre,,,,,12,7.1
2021,Nouvelle-Écosse,15 à 24 ans,Hommes+,,,,,12,57.6
2021,Nouvelle-Écosse,25 ans et plus,Hommes+,,,,,12,59.6
2021,Nouvelle-Écosse,25 à 44 ans,Hommes+,,,,,12,82.7
2021,Nouvelle-Écosse,45 à 64 ans,Hommes+,,,,,12,70.9
2021,Nouvelle-Écosse,45 ans et plus,Hommes+,,,,,12,48.0
2021,Nouvelle-Écosse,25 à 54 ans,Hommes+,,,,,12,82.4
2021,Nouvelle-Écosse,55 ans et plus,Hommes+,,,,,12,36.4
2021,Nouvelle-Écosse,15 à 64 ans,Hommes+,,,,,12,72.9
2021,Nouvelle-Écosse,15 à 19 ans,Hommes+,,,,,12,40.1
2021,Nouvelle-Écosse,20 à 24 ans,Hommes+,,,,,12,71.2
2021,Nouvelle-Écosse,25 à 29 ans,Hommes+,,,,,12,80.1
2021,Nouvelle-Écosse,30 à 34 ans,Hommes+,,,,,12,80.9
2021,Nouvelle-Écosse,35 à 39 ans,Hommes+,,,,,12,83.8
2021,Nouvelle-Écosse,40 à 44 ans,Hommes+,,,,,12,86.4
2021,Nouvelle-Écosse,45 à 49 ans,Hommes+,,,,,12,84.6
2021,Nouvelle-Écosse,50 à 54 ans,Hommes+,,,,,12,79.1
2021,Nouvelle-Écosse,55 à 59 ans,Hommes+,,,,,12,70.1
2021,Nouvelle-Écosse,60 à 64 ans,Hommes+,,,,,12,54.5
2021,Nouvelle-Écosse,65 ans et plus,Hommes+,,,,,12,16.4
2021,Nouvelle-Écosse,65 à 69 ans,Hommes+,,,,,12,28.4
2021,Nouvelle-Écosse,70 ans et plus,Hommes+,,,,,12,10.4
2021,Nouvelle-Écosse,15 à 24 ans,Femmes+,,,,,12,61.6
2021,Nouvelle-Écosse,25 ans et plus,Femmes+,,,,,12,54.0
2021,Nouvelle-Écosse,25 à 44 ans,Femmes+,,,,,12,80.9
2021,Nouvelle-Écosse,45 à 64 ans,Femmes+,,,,,12,66.0
2021,Nouvelle-Écosse,45 ans et plus,Femmes+,,,,,12,41.1
2021,Nouvelle-Écosse,25 à 54 ans,Femmes+,,,,,12,81.0
2021,Nouvelle-Écosse,55 ans et plus,Femmes+,,,,,12,27.8
2021,Nouvelle-Écosse,15 à 64 ans,Femmes+,,,,,12,71.0
2021,Nouvelle-Écosse,15 à 19 ans,Femmes+,,,,,12,45.3
2021,Nouvelle-Écosse,20 à 24 ans,Femmes+,,,,,12,74.7
2021,Nouvelle-Écosse,25 à 29 ans,Femmes+,,,,,12,77.1
2021,Nouvelle-Écosse,30 à 34 ans,Femmes+,,,,,12,83.0
2021,Nouvelle-Écosse,35 à 39 ans,Femmes+,,,,,12,81.5
2021,Nouvelle-Écosse,40 à 44 ans,Femmes+,,,,,12,81.7
2021,Nouvelle-Écosse,45 à 49 ans,Femmes+,,,,,12,80.3
2021,Nouvelle-Écosse,50 à 54 ans,Femmes+,,,,,12,82.0
2021,Nouvelle-Écosse,55 à 59 ans,Femmes+,,,,,12,64.0
2021,Nouvelle-Écosse,60 à 64 ans,Femmes+,,,,,12,43.8
2021,Nouvelle-Écosse,65 ans et plus,Femmes+,,,,,12,9.4
2021,Nouvelle-Écosse,65 à 69 ans,Femmes+,,,,,12,20.5
2021,Nouvelle-Écosse,70 ans et plus,Femmes+,,,,,12,4.3
2021,Nouveau-Brunswick,15 à 24 ans,Total - Genre,,,,,13,59.7
2021,Nouveau-Brunswick,25 ans et plus,Total - Genre,,,,,13,55.2
2021,Nouveau-Brunswick,25 à 44 ans,Total - Genre,,,,,13,81.0
2021,Nouveau-Brunswick,45 à 64 ans,Total - Genre,,,,,13,67.9
2021,Nouveau-Brunswick,45 ans et plus,Total - Genre,,,,,13,43.5
2021,Nouveau-Brunswick,25 à 54 ans,Total - Genre,,,,,13,81.1
2021,Nouveau-Brunswick,55 ans et plus,Total - Genre,,,,,13,30.5
2021,Nouveau-Brunswick,15 à 64 ans,Total - Genre,,,,,13,71.4
2021,Nouveau-Brunswick,15 à 19 ans,Total - Genre,,,,,13,50.0
2021,Nouveau-Brunswick,20 à 24 ans,Total - Genre,,,,,13,68.6
2021,Nouveau-Brunswick,25 à 29 ans,Total - Genre,,,,,13,78.4
2021,Nouveau-Brunswick,30 à 34 ans,Total - Genre,,,,,13,81.3
2021,Nouveau-Brunswick,35 à 39 ans,Total - Genre,,,,,13,82.3
2021,Nouveau-Brunswick,40 à 44 ans,Total - Genre,,,,,13,81.8
2021,Nouveau-Brunswick,45 à 49 ans,Total - Genre,,,,,13,83.5
2021,Nouveau-Brunswick,50 à 54 ans,Total - Genre,,,,,13,78.9
2021,Nouveau-Brunswick,55 à 59 ans,Total - Genre,,,,,13,66.3
2021,Nouveau-Brunswick,60 à 64 ans,Total - Genre,,,,,13,47.7
2021,Nouveau-Brunswick,65 ans et plus,Total - Genre,,,,,13,11.3
2021,Nouveau-Brunswick,65 à 69 ans,Total - Genre,,,,,13,20.7
2021,Nouveau-Brunswick,70 ans et plus,Total - Genre,,,,,13,6.6
2021,Nouveau-Brunswick,15 à 24 ans,Hommes+,,,,,13,60.6
2021,Nouveau-Brunswick,25 ans et plus,Hommes+,,,,,13,57.5
2021,Nouveau-Brunswick,25 à 44 ans,Hommes+,,,,,13,81.1
2021,Nouveau-Brunswick,45 à 64 ans,Hommes+,,,,,13,70.0
2021,Nouveau-Brunswick,45 ans et plus,Hommes+,,,,,13,46.5
2021,Nouveau-Brunswick,25 à 54 ans,Hommes+,,,,,13,81.4
2021,Nouveau-Brunswick,55 ans et plus,Hommes+,,,,,13,34.1
2021,Nouveau-Brunswick,15 à 64 ans,Hommes+,,,,,13,72.5
2021,Nouveau-Brunswick,15 à 19 ans,Hommes+,,,,,13,50.0
2021,Nouveau-Brunswick,20 à 24 ans,Hommes+,,,,,13,70.2
2021,Nouveau-Brunswick,25 à 29 ans,Hommes+,,,,,13,78.6
2021,Nouveau-Brunswick,30 à 34 ans,Hommes+,,,,,13,82.5
2021,Nouveau-Brunswick,35 à 39 ans,Hommes+,,,,,13,81.9
2021,Nouveau-Brunswick,40 à 44 ans,Hommes+,,,,,13,82.3
2021,Nouveau-Brunswick,45 à 49 ans,Hommes+,,,,,13,84.4
2021,Nouveau-Brunswick,50 à 54 ans,Hommes+,,,,,13,79.1
2021,Nouveau-Brunswick,55 à 59 ans,Hommes+,,,,,13,67.7
2021,Nouveau-Brunswick,60 à 64 ans,Hommes+,,,,,13,53.0
2021,Nouveau-Brunswick,65 ans et plus,Hommes+,,,,,13,14.1
2021,Nouveau-Brunswick,65 à 69 ans,Hommes+,,,,,13,23.1
2021,Nouveau-Brunswick,70 ans et plus,Hommes+,,,,,13,9.5
2021,Nouveau-Brunswick,15 à 24 ans,Femmes+,,,,,13,58.7
2021,Nouveau-Brunswick,25 ans et plus,Femmes+,,,,,13,53.0
2021,Nouveau-Brunswick,25 à 44 ans,Femmes+,,,,,13,80.8
2021,Nouveau-Brunswick,45 à 64 ans,Femmes+,,,,,13,65.9
2021,Nouveau-Brunswick,45 ans et plus,Femmes+,,,,,13,40.7
2021,Nouveau-Brunswick,25 à 54 ans,Femmes+,,,,,13,80.8
2021,Nouveau-Brunswick,55 ans et plus,Femmes+,,,,,13,27.1
2021,Nouveau-Brunswick,15 à 64 ans,Femmes+,,,,,13,70.3
2021,Nouveau-Brunswick,15 à 19 ans,Femmes+,,,,,13,50.0
2021,Nouveau-Brunswick,20 à 24 ans,Femmes+,,,,,13,66.7
2021,Nouveau-Brunswick,25 à 29 ans,Femmes+,,,,,13,77.8
2021,Nouveau-Brunswick,30 à 34 ans,Femmes+,,,,,13,80.5
2021,Nouveau-Brunswick,35 à 39 ans,Femmes+,,,,,13,82.7
2021,Nouveau-Brunswick,40 à 44 ans,Femmes+,,,,,13,81.6
2021,Nouveau-Brunswick,45 à 49 ans,Femmes+,,,,,13,82.7
2021,Nouveau-Brunswick,50 à 54 ans,Femmes+,,,,,13,78.2
2021,Nouveau-Brunswick,55 à 59 ans,Femmes+,,,,,13,64.7
2021,Nouveau-Brunswick,60 à 64 ans,Femmes+,,,,,13,42.5
2021,Nouveau-Brunswick,65 ans et plus,Femmes+,,,,,13,8.7
2021,Nouveau-Brunswick,65 à 69 ans,Femmes+,,,,,13,18.2
2021,Nouveau-Brunswick,70 ans et plus,Femmes+,,,,,13,4.1
2021,Québec,15 à 24 ans,Total - Genre,,,,,24,62.3
2021,Québec,25 ans et plus,Total - Genre,,,,,24,60.1
2021,Québec,25 à 44 ans,Total - Genre,,,,,24,84.7
2021,Québec,45 à 64 ans,Total - Genre,,,,,24,72.0
2021,Québec,45 ans et plus,Total - Genre,,,,,24,46.0
2021,Québec,25 à 54 ans,Total - Genre,,,,,24,84.8
2021,Québec,55 ans et plus,Total - Genre,,,,,24,31.8
2021,Québec,15 à 64 ans,Total - Genre,,,,,24,75.6
2021,Québec,15 à 19 ans,Total - Genre,,,,,24,51.6
2021,Québec,20 à 24 ans,Total - Genre,,,,,24,71.8
2021,Québec,25 à 29 ans,Total - Genre,,,,,24,82.1
2021,Québec,30 à 34 ans,Total - Genre,,,,,24,83.9
2021,Québec,35 à 39 ans,Total - Genre,,,,,24,85.1
2021,Québec,40 à 44 ans,Total - Genre,,,,,24,87.3
2021,Québec,45 à 49 ans,Total - Genre,,,,,24,86.0
2021,Québec,50 à 54 ans,Total - Genre,,,,,24,84.3
2021,Québec,55 à 59 ans,Total - Genre,,,,,24,72.9
2021,Québec,60 à 64 ans,Total - Genre,,,,,24,49.0
2021,Québec,65 ans et plus,Total - Genre,,,,,24,10.2
2021,Québec,65 à 69 ans,Total - Genre,,,,,24,20.5
2021,Québec,70 ans et plus,Total - Genre,,,,,24,5.2
2021,Québec,15 à 24 ans,Hommes+,,,,,24,60.5
2021,Québec,25 ans et plus,Hommes+,,,,,24,64.3
2021,Québec,25 à 44 ans,Hommes+,,,,,24,86.5
2021,Québec,45 à 64 ans,Hommes+,,,,,24,76.0
2021,Québec,45 ans et plus,Hommes+,,,,,24,51.2
2021,Québec,25 à 54 ans,Hommes+,,,,,24,86.6
2021,Québec,55 ans et plus,Hommes+,,,,,24,37.6
2021,Québec,15 à 64 ans,Hommes+,,,,,24,77.7
2021,Québec,15 à 19 ans,Hommes+,,,,,24,49.6
2021,Québec,20 à 24 ans,Hommes+,,,,,24,70.0
2021,Québec,25 à 29 ans,Hommes+,,,,,24,82.7
2021,Québec,30 à 34 ans,Hommes+,,,,,24,86.5
2021,Québec,35 à 39 ans,Hommes+,,,,,24,87.5
2021,Québec,40 à 44 ans,Hommes+,,,,,24,89.1
2021,Québec,45 à 49 ans,Hommes+,,,,,24,88.3
2021,Québec,50 à 54 ans,Hommes+,,,,,24,85.3
2021,Québec,55 à 59 ans,Hommes+,,,,,24,77.2
2021,Québec,60 à 64 ans,Hommes+,,,,,24,56.4
2021,Québec,65 ans et plus,Hommes+,,,,,24,14.4
2021,Québec,65 à 69 ans,Hommes+,,,,,24,25.4
2021,Québec,70 ans et plus,Hommes+,,,,,24,8.8
2021,Québec,15 à 24 ans,Femmes+,,,,,24,64.2
2021,Québec,25 ans et plus,Femmes+,,,,,24,55.8
2021,Québec,25 à 44 ans,Femmes+,,,,,24,82.8
2021,Québec,45 à 64 ans,Femmes+,,,,,24,67.9
2021,Québec,45 ans et plus,Femmes+,,,,,24,41.0
2021,Québec,25 à 54 ans,Femmes+,,,,,24,83.0
2021,Québec,55 ans et plus,Femmes+,,,,,24,26.4
2021,Québec,15 à 64 ans,Femmes+,,,,,24,73.4
2021,Québec,15 à 19 ans,Femmes+,,,,,24,53.6
2021,Québec,20 à 24 ans,Femmes+,,,,,24,73.7
2021,Québec,25 à 29 ans,Femmes+,,,,,24,81.5
2021,Québec,30 à 34 ans,Femmes+,,,,,24,81.2
2021,Québec,35 à 39 ans,Femmes+,,,,,24,82.7
2021,Québec,40 à 44 ans,Femmes+,,,,,24,85.5
2021,Québec,45 à 49 ans,Femmes+,,,,,24,83.8
2021,Québec,50 à 54 ans,Femmes+,,,,,24,83.2
2021,Québec,55 à 59 ans,Femmes+,,,,,24,68.6
2021,Québec,60 à 64 ans,Femmes+,,,,,24,41.7
2021,Québec,65 ans et plus,Femmes+,,,,,24,6.4
2021,Québec,65 à 69 ans,Femmes+,,,,,24,15.9
2021,Québec,70 ans et plus,Femmes+,,,,,24,2.3
2021,Ontario,15 à 24 ans,Total - Genre,,,,,35,50.9
2021,Ontario,25 ans et plus,Total - Genre,,,,,35,61.4
2021,Ontario,25 à 44 ans,Total - Genre,,,,,35,81.0
2021,Ontario,45 à 64 ans,Total - Genre,,,,,35,72.5
2021,Ontario,45 ans et plus,Total - Genre,,,,,35,49.2
2021,Ontario,25 à 54 ans,Total - Genre,,,,,35,81.3
2021,Ontario,55 ans et plus,Total - Genre,,,,,35,35.9
2021,Ontario,15 à 64 ans,Total - Genre,,,,,35,72.1
2021,Ontario,15 à 19 ans,Total - Genre,,,,,35,37.1
2021,Ontario,20 à 24 ans,Total - Genre,,,,,35,62.4
2021,Ontario,25 à 29 ans,Total - Genre,,,,,35,77.8
2021,Ontario,30 à 34 ans,Total - Genre,,,,,35,82.7
2021,Ontario,35 à 39 ans,Total - Genre,,,,,35,81.5
2021,Ontario,40 à 44 ans,Total - Genre,,,,,35,82.4
2021,Ontario,45 à 49 ans,Total - Genre,,,,,35,82.9
2021,Ontario,50 à 54 ans,Total - Genre,,,,,35,80.9
2021,Ontario,55 à 59 ans,Total - Genre,,,,,35,71.8
2021,Ontario,60 à 64 ans,Total - Genre,,,,,35,55.4
2021,Ontario,65 ans et plus,Total - Genre,,,,,35,13.8
2021,Ontario,65 à 69 ans,Total - Genre,,,,,35,27.7
2021,Ontario,70 ans et plus,Total - Genre,,,,,35,7.4
2021,Ontario,15 à 24 ans,Hommes+,,,,,35,50.5
2021,Ontario,25 ans et plus,Hommes+,,,,,35,66.8
2021,Ontario,25 à 44 ans,Hommes+,,,,,35,84.8
2021,Ontario,45 à 64 ans,Hommes+,,,,,35,77.4
2021,Ontario,45 ans et plus,Hommes+,,,,,35,54.8
2021,Ontario,25 à 54 ans,Hommes+,,,,,35,85.1
2021,Ontario,55 ans et plus,Hommes+,,,,,35,41.9
2021,Ontario,15 à 64 ans,Hommes+,,,,,35,75.3
2021,Ontario,15 à 19 ans,Hommes+,,,,,35,36.1
2021,Ontario,20 à 24 ans,Hommes+,,,,,35,62.3
2021,Ontario,25 à 29 ans,Hommes+,,,,,35,79.5
2021,Ontario,30 à 34 ans,Hommes+,,,,,35,86.2
2021,Ontario,35 à 39 ans,Hommes+,,,,,35,87.7
2021,Ontario,40 à 44 ans,Hommes+,,,,,35,86.8
2021,Ontario,45 à 49 ans,Hommes+,,,,,35,86.9
2021,Ontario,50 à 54 ans,Hommes+,,,,,35,84.9
2021,Ontario,55 à 59 ans,Hommes+,,,,,35,77.2
2021,Ontario,60 à 64 ans,Hommes+,,,,,35,61.4
2021,Ontario,65 ans et plus,Hommes+,,,,,35,18.5
2021,Ontario,65 à 69 ans,Hommes+,,,,,35,34.1
2021,Ontario,70 ans et plus,Hommes+,,,,,35,10.9
2021,Ontario,15 à 24 ans,Femmes+,,,,,35,51.5
2021,Ontario,25 ans et plus,Femmes+,,,,,35,56.4
2021,Ontario,25 à 44 ans,Femmes+,,,,,35,77.2
2021,Ontario,45 à 64 ans,Femmes+,,,,,35,67.9
2021,Ontario,45 ans et plus,Femmes+,,,,,35,44.0
2021,Ontario,25 à 54 ans,Femmes+,,,,,35,77.5
2021,Ontario,55 ans et plus,Femmes+,,,,,35,30.5
2021,Ontario,15 à 64 ans,Femmes+,,,,,35,68.8
2021,Ontario,15 à 19 ans,Femmes+,,,,,35,38.2
2021,Ontario,20 à 24 ans,Femmes+,,,,,35,62.6
2021,Ontario,25 à 29 ans,Femmes+,,,,,35,75.9
2021,Ontario,30 à 34 ans,Femmes+,,,,,35,79.2
2021,Ontario,35 à 39 ans,Femmes+,,,,,35,75.4
2021,Ontario,40 à 44 ans,Femmes+,,,,,35,78.1
2021,Ontario,45 à 49 ans,Femmes+,,,,,35,79.1
2021,Ontario,50 à 54 ans,Femmes+,,,,,35,77.2
2021,Ontario,55 à 59 ans,Femmes+,,,,,35,66.5
2021,Ontario,60 à 64 ans,Femmes+,,,,,35,49.7
2021,Ontario,65 ans et plus,Femmes+,,,,,35,9.9
2021,Ontario,65 à 69 ans,Femmes+,,,,,35,21.8
2021,Ontario,70 ans et plus,Femmes+,,,,,35,4.6
2021,Manitoba,15 à 24 ans,Total - Genre,,,,,46,60.2
2021,Manitoba,25 ans et plus,Total - Genre,,,,,46,62.9
2021,Manitoba,25 à 44 ans,Total - Genre,,,,,46,82.5
2021,Manitoba,45 à 64 ans,Total - Genre,,,,,46,74.1
2021,Manitoba,45 ans et plus,Total - Genre,,,,,46,49.9
2021,Manitoba,25 à 54 ans,Total - Genre,,,,,46,83.2
2021,Manitoba,55 ans et plus,Total - Genre,,,,,46,35.9
2021,Manitoba,15 à 64 ans,Total - Genre,,,,,46,74.8
2021,Manitoba,15 à 19 ans,Total - Genre,,,,,46,43.6
2021,Manitoba,20 à 24 ans,Total - Genre,,,,,46,73.7
2021,Manitoba,25 à 29 ans,Total - Genre,,,,,46,78.8
2021,Manitoba,30 à 34 ans,Total - Genre,,,,,46,82.5
2021,Manitoba,35 à 39 ans,Total - Genre,,,,,46,84.1
2021,Manitoba,40 à 44 ans,Total - Genre,,,,,46,84.9
2021,Manitoba,45 à 49 ans,Total - Genre,,,,,46,84.6
2021,Manitoba,50 à 54 ans,Total - Genre,,,,,46,84.7
2021,Manitoba,55 à 59 ans,Total - Genre,,,,,46,73.6
2021,Manitoba,60 à 64 ans,Total - Genre,,,,,46,54.7
2021,Manitoba,65 ans et plus,Total - Genre,,,,,46,13.9
2021,Manitoba,65 à 69 ans,Total - Genre,,,,,46,26.2
2021,Manitoba,70 ans et plus,Total - Genre,,,,,46,7.9
2021,Manitoba,15 à 24 ans,Hommes+,,,,,46,59.7
2021,Manitoba,25 ans et plus,Hommes+,,,,,46,68.9
2021,Manitoba,25 à 44 ans,Hommes+,,,,,46,87.2
2021,Manitoba,45 à 64 ans,Hommes+,,,,,46,79.3
2021,Manitoba,45 ans et plus,Hommes+,,,,,46,56.1
2021,Manitoba,25 à 54 ans,Hommes+,,,,,46,87.5
2021,Manitoba,55 ans et plus,Hommes+,,,,,46,42.5
2021,Manitoba,15 à 64 ans,Hommes+,,,,,46,78.5
2021,Manitoba,15 à 19 ans,Hommes+,,,,,46,41.9
2021,Manitoba,20 à 24 ans,Hommes+,,,,,46,73.6
2021,Manitoba,25 à 29 ans,Hommes+,,,,,46,81.0
2021,Manitoba,30 à 34 ans,Hommes+,,,,,46,89.9
2021,Manitoba,35 à 39 ans,Hommes+,,,,,46,89.2
2021,Manitoba,40 à 44 ans,Hommes+,,,,,46,88.9
2021,Manitoba,45 à 49 ans,Hommes+,,,,,46,89.0
2021,Manitoba,50 à 54 ans,Hommes+,,,,,46,87.6
2021,Manitoba,55 à 59 ans,Hommes+,,,,,46,79.5
2021,Manitoba,60 à 64 ans,Hommes+,,,,,46,61.8
2021,Manitoba,65 ans et plus,Hommes+,,,,,46,18.9
2021,Manitoba,65 à 69 ans,Hommes+,,,,,46,32.8
2021,Manitoba,70 ans et plus,Hommes+,,,,,46,11.5
2021,Manitoba,15 à 24 ans,Femmes+,,,,,46,60.8
2021,Manitoba,25 ans et plus,Femmes+,,,,,46,57.0
2021,Manitoba,25 à 44 ans,Femmes+,,,,,46,77.6
2021,Manitoba,45 à 64 ans,Femmes+,,,,,46,68.9
2021,Manitoba,45 ans et plus,Femmes+,,,,,46,44.1
2021,Manitoba,25 à 54 ans,Femmes+,,,,,46,78.6
2021,Manitoba,55 ans et plus,Femmes+,,,,,46,29.9
2021,Manitoba,15 à 64 ans,Femmes+,,,,,46,71.0
2021,Manitoba,15 à 19 ans,Femmes+,,,,,46,45.2
2021,Manitoba,20 à 24 ans,Femmes+,,,,,46,73.8
2021,Manitoba,25 à 29 ans,Femmes+,,,,,46,76.3
2021,Manitoba,30 à 34 ans,Femmes+,,,,,46,74.7
2021,Manitoba,35 à 39 ans,Femmes+,,,,,46,78.6
2021,Manitoba,40 à 44 ans,Femmes+,,,,,46,80.7
2021,Manitoba,45 à 49 ans,Femmes+,,,,,46,80.4
2021,Manitoba,50 à 54 ans,Femmes+,,,,,46,81.8
2021,Manitoba,55 à 59 ans,Femmes+,,,,,46,67.7
2021,Manitoba,60 à 64 ans,Femmes+,,,,,46,47.8
2021,Manitoba,65 ans et plus,Femmes+,,,,,46,9.6
2021,Manitoba,65 à 69 ans,Femmes+,,,,,46,19.9
2021,Manitoba,70 ans et plus,Femmes+,,,,,46,4.9
2021,Saskatchewan,15 à 24 ans,Total - Genre,,,,,47,58.0
2021,Saskatchewan,25 ans et plus,Total - Genre,,,,,47,64.0
2021,Saskatchewan,25 à 44 ans,Total - Genre,,,,,47,84.1
2021,Saskatchewan,45 à 64 ans,Total - Genre,,,,,47,73.7
2021,Saskatchewan,45 ans et plus,Total - Genre,,,,,47,50.6
2021,Saskatchewan,25 à 54 ans,Total - Genre,,,,,47,84.1
2021,Saskatchewan,55 ans et plus,Total - Genre,,,,,47,37.7
2021,Saskatchewan,15 à 64 ans,Total - Genre,,,,,47,75.2
2021,Saskatchewan,15 à 19 ans,Total - Genre,,,,,47,44.4
2021,Saskatchewan,20 à 24 ans,Total - Genre,,,,,47,71.0
2021,Saskatchewan,25 à 29 ans,Total - Genre,,,,,47,80.2
2021,Saskatchewan,30 à 34 ans,Total - Genre,,,,,47,84.4
2021,Saskatchewan,35 à 39 ans,Total - Genre,,,,,47,85.5
2021,Saskatchewan,40 à 44 ans,Total - Genre,,,,,47,85.8
2021,Saskatchewan,45 à 49 ans,Total - Genre,,,,,47,85.3
2021,Saskatchewan,50 à 54 ans,Total - Genre,,,,,47,82.5
2021,Saskatchewan,55 à 59 ans,Total - Genre,,,,,47,75.5
2021,Saskatchewan,60 à 64 ans,Total - Genre,,,,,47,54.0
2021,Saskatchewan,65 ans et plus,Total - Genre,,,,,47,16.8
2021,Saskatchewan,65 à 69 ans,Total - Genre,,,,,47,27.1
2021,Saskatchewan,70 ans et plus,Total - Genre,,,,,47,11.4
2021,Saskatchewan,15 à 24 ans,Hommes+,,,,,47,58.4
2021,Saskatchewan,25 ans et plus,Hommes+,,,,,47,69.3
