Year,Géographie,Emplacement,Genre,Démographique and socio-économique,GeoCode,Value
2023,"Guelph, Ontario",Urbain,Femmes+,15 à 64 ans,550,84.6
2023,"Guelph, Ontario",Urbain,Femmes+,15 à 19 ans,550,82.8
2023,"Guelph, Ontario",Urbain,Femmes+,20 à 24 ans,550,86.6
2023,"Guelph, Ontario",Urbain,Femmes+,65 ans et plus,550,84.6
2023,"Guelph, Ontario",Rurale,"Total, genre",Total - Groupes d'âge de la population - Données intégrales (100 %),550,5.3
2023,"Guelph, Ontario",Rurale,"Total, genre",0 à 14 ans,550,6.2
2023,"Guelph, Ontario",Rurale,"Total, genre",15 à 64 ans,550,5.7
2023,"Guelph, Ontario",Rurale,"Total, genre",15 à 19 ans,550,5.5
2023,"Guelph, Ontario",Rurale,"Total, genre",20 à 24 ans,550,7.2
2023,"Guelph, Ontario",Rurale,"Total, genre",65 ans et plus,550,3.2
2023,"Guelph, Ontario",Rurale,Hommes+,Total - Groupes d'âge de la population - Données intégrales (100 %),550,5.3
2023,"Guelph, Ontario",Rurale,Hommes+,0 à 14 ans,550,6.0
2023,"Guelph, Ontario",Rurale,Hommes+,15 à 64 ans,550,5.9
2023,"Guelph, Ontario",Rurale,Hommes+,15 à 19 ans,550,6.1
2023,"Guelph, Ontario",Rurale,Hommes+,20 à 24 ans,550,7.4
2023,"Guelph, Ontario",Rurale,Hommes+,65 ans et plus,550,3.0
2023,"Guelph, Ontario",Rurale,Femmes+,Total - Groupes d'âge de la population - Données intégrales (100 %),550,5.2
2023,"Guelph, Ontario",Rurale,Femmes+,0 à 14 ans,550,6.4
2023,"Guelph, Ontario",Rurale,Femmes+,15 à 64 ans,550,5.6
2023,"Guelph, Ontario",Rurale,Femmes+,15 à 19 ans,550,3.9
2023,"Guelph, Ontario",Rurale,Femmes+,20 à 24 ans,550,5.9
2023,"Guelph, Ontario",Rurale,Femmes+,65 ans et plus,550,3.4
2023,"Hamilton, Ontario","Total, emplacement","Total, genre",Total - Groupes d'âge de la population - Données intégrales (100 %),537,71.5
2023,"Hamilton, Ontario","Total, emplacement","Total, genre",0 à 14 ans,537,68.2
2023,"Hamilton, Ontario","Total, emplacement","Total, genre",15 à 64 ans,537,71.9
2023,"Hamilton, Ontario","Total, emplacement","Total, genre",15 à 19 ans,537,67.7
2023,"Hamilton, Ontario","Total, emplacement","Total, genre",20 à 24 ans,537,73.0
2023,"Hamilton, Ontario","Total, emplacement","Total, genre",65 ans et plus,537,73.0
2023,"Hamilton, Ontario","Total, emplacement",Hommes+,Total - Groupes d'âge de la population - Données intégrales (100 %),537,71.1
2023,"Hamilton, Ontario","Total, emplacement",Hommes+,0 à 14 ans,537,68.2
2023,"Hamilton, Ontario","Total, emplacement",Hommes+,15 à 64 ans,537,71.8
2023,"Hamilton, Ontario","Total, emplacement",Hommes+,15 à 19 ans,537,67.7
2023,"Hamilton, Ontario","Total, emplacement",Hommes+,20 à 24 ans,537,72.8
2023,"Hamilton, Ontario","Total, emplacement",Hommes+,65 ans et plus,537,71.2
2023,"Hamilton, Ontario","Total, emplacement",Femmes+,Total - Groupes d'âge de la population - Données intégrales (100 %),537,71.9
2023,"Hamilton, Ontario","Total, emplacement",Femmes+,0 à 14 ans,537,68.3
2023,"Hamilton, Ontario","Total, emplacement",Femmes+,15 à 64 ans,537,71.9
2023,"Hamilton, Ontario","Total, emplacement",Femmes+,15 à 19 ans,537,67.8
2023,"Hamilton, Ontario","Total, emplacement",Femmes+,20 à 24 ans,537,73.2
2023,"Hamilton, Ontario","Total, emplacement",Femmes+,65 ans et plus,537,74.4
2023,"Hamilton, Ontario",Urbain,"Total, genre",Total - Groupes d'âge de la population - Données intégrales (100 %),537,75.4
2023,"Hamilton, Ontario",Urbain,"Total, genre",0 à 14 ans,537,71.9
2023,"Hamilton, Ontario",Urbain,"Total, genre",15 à 64 ans,537,75.7
2023,"Hamilton, Ontario",Urbain,"Total, genre",15 à 19 ans,537,71.8
2023,"Hamilton, Ontario",Urbain,"Total, genre",20 à 24 ans,537,76.8
2023,"Hamilton, Ontario",Urbain,"Total, genre",65 ans et plus,537,77.4
2023,"Hamilton, Ontario",Urbain,Hommes+,Total - Groupes d'âge de la population - Données intégrales (100 %),537,75.2
2023,"Hamilton, Ontario",Urbain,Hommes+,0 à 14 ans,537,71.9
2023,"Hamilton, Ontario",Urbain,Hommes+,15 à 64 ans,537,75.8
2023,"Hamilton, Ontario",Urbain,Hommes+,15 à 19 ans,537,71.8
2023,"Hamilton, Ontario",Urbain,Hommes+,20 à 24 ans,537,76.7
2023,"Hamilton, Ontario",Urbain,Hommes+,65 ans et plus,537,76.0
2023,"Hamilton, Ontario",Urbain,Femmes+,Total - Groupes d'âge de la population - Données intégrales (100 %),537,75.6
2023,"Hamilton, Ontario",Urbain,Femmes+,0 à 14 ans,537,71.9
2023,"Hamilton, Ontario",Urbain,Femmes+,15 à 64 ans,537,75.6
2023,"Hamilton, Ontario",Urbain,Femmes+,15 à 19 ans,537,71.7
2023,"Hamilton, Ontario",Urbain,Femmes+,20 à 24 ans,537,76.9
2023,"Hamilton, Ontario",Urbain,Femmes+,65 ans et plus,537,78.5
2023,"Hamilton, Ontario",Rurale,"Total, genre",Total - Groupes d'âge de la population - Données intégrales (100 %),537,3.8
2023,"Hamilton, Ontario",Rurale,"Total, genre",0 à 14 ans,537,3.6
2023,"Hamilton, Ontario",Rurale,"Total, genre",15 à 64 ans,537,3.7
2023,"Hamilton, Ontario",Rurale,"Total, genre",15 à 19 ans,537,4.1
2023,"Hamilton, Ontario",Rurale,"Total, genre",20 à 24 ans,537,4.0
2023,"Hamilton, Ontario",Rurale,"Total, genre",65 ans et plus,537,4.3
2023,"Hamilton, Ontario",Rurale,Hommes+,Total - Groupes d'âge de la population - Données intégrales (100 %),537,3.8
2023,"Hamilton, Ontario",Rurale,Hommes+,0 à 14 ans,537,3.5
2023,"Hamilton, Ontario",Rurale,Hommes+,15 à 64 ans,537,3.6
2023,"Hamilton, Ontario",Rurale,Hommes+,15 à 19 ans,537,3.6
2023,"Hamilton, Ontario",Rurale,Hommes+,20 à 24 ans,537,3.4
2023,"Hamilton, Ontario",Rurale,Hommes+,65 ans et plus,537,4.2
2023,"Hamilton, Ontario",Rurale,Femmes+,Total - Groupes d'âge de la population - Données intégrales (100 %),537,3.9
2023,"Hamilton, Ontario",Rurale,Femmes+,0 à 14 ans,537,3.7
2023,"Hamilton, Ontario",Rurale,Femmes+,15 à 64 ans,537,3.8
2023,"Hamilton, Ontario",Rurale,Femmes+,15 à 19 ans,537,4.8
2023,"Hamilton, Ontario",Rurale,Femmes+,20 à 24 ans,537,5.1
2023,"Hamilton, Ontario",Rurale,Femmes+,65 ans et plus,537,4.4
2023,"Kingston, Ontario","Total, emplacement","Total, genre",Total - Groupes d'âge de la population - Données intégrales (100 %),521,67.3
2023,"Kingston, Ontario","Total, emplacement","Total, genre",0 à 14 ans,521,65.3
2023,"Kingston, Ontario","Total, emplacement","Total, genre",15 à 64 ans,521,68.3
2023,"Kingston, Ontario","Total, emplacement","Total, genre",15 à 19 ans,521,67.6
2023,"Kingston, Ontario","Total, emplacement","Total, genre",20 à 24 ans,521,78.9
2023,"Kingston, Ontario","Total, emplacement","Total, genre",65 ans et plus,521,65.8
2023,"Kingston, Ontario","Total, emplacement",Hommes+,Total - Groupes d'âge de la population - Données intégrales (100 %),521,66.0
2023,"Kingston, Ontario","Total, emplacement",Hommes+,0 à 14 ans,521,65.7
2023,"Kingston, Ontario","Total, emplacement",Hommes+,15 à 64 ans,521,67.2
2023,"Kingston, Ontario","Total, emplacement",Hommes+,15 à 19 ans,521,66.5
2023,"Kingston, Ontario","Total, emplacement",Hommes+,20 à 24 ans,521,76.9
2023,"Kingston, Ontario","Total, emplacement",Hommes+,65 ans et plus,521,62.2
2023,"Kingston, Ontario","Total, emplacement",Femmes+,Total - Groupes d'âge de la population - Données intégrales (100 %),521,68.6
2023,"Kingston, Ontario","Total, emplacement",Femmes+,0 à 14 ans,521,65.0
2023,"Kingston, Ontario","Total, emplacement",Femmes+,15 à 64 ans,521,69.4
2023,"Kingston, Ontario","Total, emplacement",Femmes+,15 à 19 ans,521,68.7
2023,"Kingston, Ontario","Total, emplacement",Femmes+,20 à 24 ans,521,81.0
2023,"Kingston, Ontario","Total, emplacement",Femmes+,65 ans et plus,521,68.8
2023,"Kingston, Ontario",Urbain,"Total, genre",Total - Groupes d'âge de la population - Données intégrales (100 %),521,89.0
2023,"Kingston, Ontario",Urbain,"Total, genre",0 à 14 ans,521,86.9
2023,"Kingston, Ontario",Urbain,"Total, genre",15 à 64 ans,521,89.8
2023,"Kingston, Ontario",Urbain,"Total, genre",15 à 19 ans,521,89.0
2023,"Kingston, Ontario",Urbain,"Total, genre",20 à 24 ans,521,93.6
2023,"Kingston, Ontario",Urbain,"Total, genre",65 ans et plus,521,88.1
2023,"Kingston, Ontario",Urbain,Hommes+,Total - Groupes d'âge de la population - Données intégrales (100 %),521,88.9
2023,"Kingston, Ontario",Urbain,Hommes+,0 à 14 ans,521,87.1
2023,"Kingston, Ontario",Urbain,Hommes+,15 à 64 ans,521,89.8
2023,"Kingston, Ontario",Urbain,Hommes+,15 à 19 ans,521,89.0
2023,"Kingston, Ontario",Urbain,Hommes+,20 à 24 ans,521,92.9
2023,"Kingston, Ontario",Urbain,Hommes+,65 ans et plus,521,87.1
2023,"Kingston, Ontario",Urbain,Femmes+,Total - Groupes d'âge de la population - Données intégrales (100 %),521,89.2
2023,"Kingston, Ontario",Urbain,Femmes+,0 à 14 ans,521,86.7
2023,"Kingston, Ontario",Urbain,Femmes+,15 à 64 ans,521,89.8
2023,"Kingston, Ontario",Urbain,Femmes+,15 à 19 ans,521,89.1
2023,"Kingston, Ontario",Urbain,Femmes+,20 à 24 ans,521,94.3
2023,"Kingston, Ontario",Urbain,Femmes+,65 ans et plus,521,89.0
2023,"Kingston, Ontario",Rurale,"Total, genre",Total - Groupes d'âge de la population - Données intégrales (100 %),521,1.6
2023,"Kingston, Ontario",Rurale,"Total, genre",0 à 14 ans,521,1.4
2023,"Kingston, Ontario",Rurale,"Total, genre",15 à 64 ans,521,1.5
2023,"Kingston, Ontario",Rurale,"Total, genre",15 à 19 ans,521,1.6
2023,"Kingston, Ontario",Rurale,"Total, genre",20 à 24 ans,521,1.6
2023,"Kingston, Ontario",Rurale,"Total, genre",65 ans et plus,521,1.8
2023,"Kingston, Ontario",Rurale,Hommes+,Total - Groupes d'âge de la population - Données intégrales (100 %),521,1.4
2023,"Kingston, Ontario",Rurale,Hommes+,0 à 14 ans,521,1.2
2023,"Kingston, Ontario",Rurale,Hommes+,15 à 64 ans,521,1.4
2023,"Kingston, Ontario",Rurale,Hommes+,15 à 19 ans,521,1.2
2023,"Kingston, Ontario",Rurale,Hommes+,20 à 24 ans,521,1.0
2023,"Kingston, Ontario",Rurale,Hommes+,65 ans et plus,521,1.6
2023,"Kingston, Ontario",Rurale,Femmes+,Total - Groupes d'âge de la population - Données intégrales (100 %),521,1.7
2023,"Kingston, Ontario",Rurale,Femmes+,0 à 14 ans,521,1.6
2023,"Kingston, Ontario",Rurale,Femmes+,15 à 64 ans,521,1.7
2023,"Kingston, Ontario",Rurale,Femmes+,15 à 19 ans,521,1.4
2023,"Kingston, Ontario",Rurale,Femmes+,20 à 24 ans,521,1.8
2023,"Kingston, Ontario",Rurale,Femmes+,65 ans et plus,521,1.9
2023,"Kitchener - Cambridge - Waterloo, Ontario","Total, emplacement","Total, genre",Total - Groupes d'âge de la population - Données intégrales (100 %),541,76.9
2023,"Kitchener - Cambridge - Waterloo, Ontario","Total, emplacement","Total, genre",0 à 14 ans,541,73.8
2023,"Kitchener - Cambridge - Waterloo, Ontario","Total, emplacement","Total, genre",15 à 64 ans,541,77.8
2023,"Kitchener - Cambridge - Waterloo, Ontario","Total, emplacement","Total, genre",15 à 19 ans,541,74.7
2023,"Kitchener - Cambridge - Waterloo, Ontario","Total, emplacement","Total, genre",20 à 24 ans,541,81.6
2023,"Kitchener - Cambridge - Waterloo, Ontario","Total, emplacement","Total, genre",65 ans et plus,541,76.9
2023,"Kitchener - Cambridge - Waterloo, Ontario","Total, emplacement",Hommes+,Total - Groupes d'âge de la population - Données intégrales (100 %),541,76.9
2023,"Kitchener - Cambridge - Waterloo, Ontario","Total, emplacement",Hommes+,0 à 14 ans,541,73.9
2023,"Kitchener - Cambridge - Waterloo, Ontario","Total, emplacement",Hommes+,15 à 64 ans,541,78.0
2023,"Kitchener - Cambridge - Waterloo, Ontario","Total, emplacement",Hommes+,15 à 19 ans,541,74.4
2023,"Kitchener - Cambridge - Waterloo, Ontario","Total, emplacement",Hommes+,20 à 24 ans,541,81.7
2023,"Kitchener - Cambridge - Waterloo, Ontario","Total, emplacement",Hommes+,65 ans et plus,541,75.7
2023,"Kitchener - Cambridge - Waterloo, Ontario","Total, emplacement",Femmes+,Total - Groupes d'âge de la population - Données intégrales (100 %),541,77.0
2023,"Kitchener - Cambridge - Waterloo, Ontario","Total, emplacement",Femmes+,0 à 14 ans,541,73.7
2023,"Kitchener - Cambridge - Waterloo, Ontario","Total, emplacement",Femmes+,15 à 64 ans,541,77.6
2023,"Kitchener - Cambridge - Waterloo, Ontario","Total, emplacement",Femmes+,15 à 19 ans,541,75.1
2023,"Kitchener - Cambridge - Waterloo, Ontario","Total, emplacement",Femmes+,20 à 24 ans,541,81.4
2023,"Kitchener - Cambridge - Waterloo, Ontario","Total, emplacement",Femmes+,65 ans et plus,541,77.8
2023,"Kitchener - Cambridge - Waterloo, Ontario",Urbain,"Total, genre",Total - Groupes d'âge de la population - Données intégrales (100 %),541,79.4
2023,"Kitchener - Cambridge - Waterloo, Ontario",Urbain,"Total, genre",0 à 14 ans,541,76.2
2023,"Kitchener - Cambridge - Waterloo, Ontario",Urbain,"Total, genre",15 à 64 ans,541,80.0
2023,"Kitchener - Cambridge - Waterloo, Ontario",Urbain,"Total, genre",15 à 19 ans,541,77.5
2023,"Kitchener - Cambridge - Waterloo, Ontario",Urbain,"Total, genre",20 à 24 ans,541,83.8
2023,"Kitchener - Cambridge - Waterloo, Ontario",Urbain,"Total, genre",65 ans et plus,541,80.3
2023,"Kitchener - Cambridge - Waterloo, Ontario",Urbain,Hommes+,Total - Groupes d'âge de la population - Données intégrales (100 %),541,79.4
2023,"Kitchener - Cambridge - Waterloo, Ontario",Urbain,Hommes+,0 à 14 ans,541,76.4
2023,"Kitchener - Cambridge - Waterloo, Ontario",Urbain,Hommes+,15 à 64 ans,541,80.3
2023,"Kitchener - Cambridge - Waterloo, Ontario",Urbain,Hommes+,15 à 19 ans,541,77.3
2023,"Kitchener - Cambridge - Waterloo, Ontario",Urbain,Hommes+,20 à 24 ans,541,84.0
2023,"Kitchener - Cambridge - Waterloo, Ontario",Urbain,Hommes+,65 ans et plus,541,79.4
2023,"Kitchener - Cambridge - Waterloo, Ontario",Urbain,Femmes+,Total - Groupes d'âge de la population - Données intégrales (100 %),541,79.4
2023,"Kitchener - Cambridge - Waterloo, Ontario",Urbain,Femmes+,0 à 14 ans,541,76.1
2023,"Kitchener - Cambridge - Waterloo, Ontario",Urbain,Femmes+,15 à 64 ans,541,79.8
2023,"Kitchener - Cambridge - Waterloo, Ontario",Urbain,Femmes+,15 à 19 ans,541,77.7
2023,"Kitchener - Cambridge - Waterloo, Ontario",Urbain,Femmes+,20 à 24 ans,541,83.5
2023,"Kitchener - Cambridge - Waterloo, Ontario",Urbain,Femmes+,65 ans et plus,541,81.0
2023,"Kitchener - Cambridge - Waterloo, Ontario",Rurale,"Total, genre",Total - Groupes d'âge de la population - Données intégrales (100 %),541,5.3
2023,"Kitchener - Cambridge - Waterloo, Ontario",Rurale,"Total, genre",0 à 14 ans,541,3.9
2023,"Kitchener - Cambridge - Waterloo, Ontario",Rurale,"Total, genre",15 à 64 ans,541,4.8
2023,"Kitchener - Cambridge - Waterloo, Ontario",Rurale,"Total, genre",15 à 19 ans,541,3.4
2023,"Kitchener - Cambridge - Waterloo, Ontario",Rurale,"Total, genre",20 à 24 ans,541,3.9
2023,"Kitchener - Cambridge - Waterloo, Ontario",Rurale,"Total, genre",65 ans et plus,541,8.0
2023,"Kitchener - Cambridge - Waterloo, Ontario",Rurale,Hommes+,Total - Groupes d'âge de la population - Données intégrales (100 %),541,5.3
2023,"Kitchener - Cambridge - Waterloo, Ontario",Rurale,Hommes+,0 à 14 ans,541,4.0
2023,"Kitchener - Cambridge - Waterloo, Ontario",Rurale,Hommes+,15 à 64 ans,541,4.7
2023,"Kitchener - Cambridge - Waterloo, Ontario",Rurale,Hommes+,15 à 19 ans,541,3.5
2023,"Kitchener - Cambridge - Waterloo, Ontario",Rurale,Hommes+,20 à 24 ans,541,3.9
2023,"Kitchener - Cambridge - Waterloo, Ontario",Rurale,Hommes+,65 ans et plus,541,8.1
2023,"Kitchener - Cambridge - Waterloo, Ontario",Rurale,Femmes+,Total - Groupes d'âge de la population - Données intégrales (100 %),541,5.3
2023,"Kitchener - Cambridge - Waterloo, Ontario",Rurale,Femmes+,0 à 14 ans,541,3.7
2023,"Kitchener - Cambridge - Waterloo, Ontario",Rurale,Femmes+,15 à 64 ans,541,4.9
2023,"Kitchener - Cambridge - Waterloo, Ontario",Rurale,Femmes+,15 à 19 ans,541,4.1
2023,"Kitchener - Cambridge - Waterloo, Ontario",Rurale,Femmes+,20 à 24 ans,541,2.8
2023,"Kitchener - Cambridge - Waterloo, Ontario",Rurale,Femmes+,65 ans et plus,541,7.9
2023,"London, Ontario","Total, emplacement","Total, genre",Total - Groupes d'âge de la population - Données intégrales (100 %),555,69.6
2023,"London, Ontario","Total, emplacement","Total, genre",0 à 14 ans,555,65.2
2023,"London, Ontario","Total, emplacement","Total, genre",15 à 64 ans,555,70.4
2023,"London, Ontario","Total, emplacement","Total, genre",15 à 19 ans,555,65.6
2023,"London, Ontario","Total, emplacement","Total, genre",20 à 24 ans,555,75.6
2023,"London, Ontario","Total, emplacement","Total, genre",65 ans et plus,555,70.3
2023,"London, Ontario","Total, emplacement",Hommes+,Total - Groupes d'âge de la population - Données intégrales (100 %),555,69.1
2023,"London, Ontario","Total, emplacement",Hommes+,0 à 14 ans,555,65.0
2023,"London, Ontario","Total, emplacement",Hommes+,15 à 64 ans,555,70.5
2023,"London, Ontario","Total, emplacement",Hommes+,15 à 19 ans,555,65.6
2023,"London, Ontario","Total, emplacement",Hommes+,20 à 24 ans,555,75.4
2023,"London, Ontario","Total, emplacement",Hommes+,65 ans et plus,555,68.1
2023,"London, Ontario","Total, emplacement",Femmes+,Total - Groupes d'âge de la population - Données intégrales (100 %),555,70.0
2023,"London, Ontario","Total, emplacement",Femmes+,0 à 14 ans,555,65.4
2023,"London, Ontario","Total, emplacement",Femmes+,15 à 64 ans,555,70.4
2023,"London, Ontario","Total, emplacement",Femmes+,15 à 19 ans,555,65.6
2023,"London, Ontario","Total, emplacement",Femmes+,20 à 24 ans,555,75.9
2023,"London, Ontario","Total, emplacement",Femmes+,65 ans et plus,555,72.1
2023,"London, Ontario",Urbain,"Total, genre",Total - Groupes d'âge de la population - Données intégrales (100 %),555,75.7
2023,"London, Ontario",Urbain,"Total, genre",0 à 14 ans,555,71.2
2023,"London, Ontario",Urbain,"Total, genre",15 à 64 ans,555,76.5
2023,"London, Ontario",Urbain,"Total, genre",15 à 19 ans,555,71.6
2023,"London, Ontario",Urbain,"Total, genre",20 à 24 ans,555,80.5
2023,"London, Ontario",Urbain,"Total, genre",65 ans et plus,555,77.1
2023,"London, Ontario",Urbain,Hommes+,Total - Groupes d'âge de la population - Données intégrales (100 %),555,75.4
2023,"London, Ontario",Urbain,Hommes+,0 à 14 ans,555,70.9
2023,"London, Ontario",Urbain,Hommes+,15 à 64 ans,555,76.6
2023,"London, Ontario",Urbain,Hommes+,15 à 19 ans,555,71.6
2023,"London, Ontario",Urbain,Hommes+,20 à 24 ans,555,80.2
2023,"London, Ontario",Urbain,Hommes+,65 ans et plus,555,75.6
2023,"London, Ontario",Urbain,Femmes+,Total - Groupes d'âge de la population - Données intégrales (100 %),555,76.0
2023,"London, Ontario",Urbain,Femmes+,0 à 14 ans,555,71.5
2023,"London, Ontario",Urbain,Femmes+,15 à 64 ans,555,76.3
2023,"London, Ontario",Urbain,Femmes+,15 à 19 ans,555,71.7
2023,"London, Ontario",Urbain,Femmes+,20 à 24 ans,555,80.8
2023,"London, Ontario",Urbain,Femmes+,65 ans et plus,555,78.4
2023,"London, Ontario",Rurale,"Total, genre",Total - Groupes d'âge de la population - Données intégrales (100 %),555,1.2
2023,"London, Ontario",Rurale,"Total, genre",0 à 14 ans,555,0.5
2023,"London, Ontario",Rurale,"Total, genre",15 à 64 ans,555,1.6
2023,"London, Ontario",Rurale,"Total, genre",15 à 19 ans,555,0.8
2023,"London, Ontario",Rurale,"Total, genre",20 à 24 ans,555,1.8
2023,"London, Ontario",Rurale,"Total, genre",65 ans et plus,555,0.7
2023,"London, Ontario",Rurale,Hommes+,Total - Groupes d'âge de la population - Données intégrales (100 %),555,1.8
2023,"London, Ontario",Rurale,Hommes+,0 à 14 ans,555,0.5
2023,"London, Ontario",Rurale,Hommes+,15 à 64 ans,555,2.4
2023,"London, Ontario",Rurale,Hommes+,15 à 19 ans,555,0.7
2023,"London, Ontario",Rurale,Hommes+,20 à 24 ans,555,2.5
2023,"London, Ontario",Rurale,Hommes+,65 ans et plus,555,0.7
2023,"London, Ontario",Rurale,Femmes+,Total - Groupes d'âge de la population - Données intégrales (100 %),555,0.7
2023,"London, Ontario",Rurale,Femmes+,0 à 14 ans,555,0.5
2023,"London, Ontario",Rurale,Femmes+,15 à 64 ans,555,0.7
2023,"London, Ontario",Rurale,Femmes+,15 à 19 ans,555,0.4
2023,"London, Ontario",Rurale,Femmes+,20 à 24 ans,555,0.9
2023,"London, Ontario",Rurale,Femmes+,65 ans et plus,555,0.7
2023,"Oshawa, Ontario","Total, emplacement","Total, genre",Total - Groupes d'âge de la population - Données intégrales (100 %),532,62.3
2023,"Oshawa, Ontario","Total, emplacement","Total, genre",0 à 14 ans,532,59.9
2023,"Oshawa, Ontario","Total, emplacement","Total, genre",15 à 64 ans,532,62.2
2023,"Oshawa, Ontario","Total, emplacement","Total, genre",15 à 19 ans,532,59.9
2023,"Oshawa, Ontario","Total, emplacement","Total, genre",20 à 24 ans,532,63.1
2023,"Oshawa, Ontario","Total, emplacement","Total, genre",65 ans et plus,532,65.5
2023,"Oshawa, Ontario","Total, emplacement",Hommes+,Total - Groupes d'âge de la population - Données intégrales (100 %),532,62.0
2023,"Oshawa, Ontario","Total, emplacement",Hommes+,0 à 14 ans,532,59.9
2023,"Oshawa, Ontario","Total, emplacement",Hommes+,15 à 64 ans,532,62.2
2023,"Oshawa, Ontario","Total, emplacement",Hommes+,15 à 19 ans,532,60.5
2023,"Oshawa, Ontario","Total, emplacement",Hommes+,20 à 24 ans,532,62.6
2023,"Oshawa, Ontario","Total, emplacement",Hommes+,65 ans et plus,532,63.7
2023,"Oshawa, Ontario","Total, emplacement",Femmes+,Total - Groupes d'âge de la population - Données intégrales (100 %),532,62.6
2023,"Oshawa, Ontario","Total, emplacement",Femmes+,0 à 14 ans,532,59.9
2023,"Oshawa, Ontario","Total, emplacement",Femmes+,15 à 64 ans,532,62.2
2023,"Oshawa, Ontario","Total, emplacement",Femmes+,15 à 19 ans,532,59.4
2023,"Oshawa, Ontario","Total, emplacement",Femmes+,20 à 24 ans,532,63.6
2023,"Oshawa, Ontario","Total, emplacement",Femmes+,65 ans et plus,532,66.9
2023,"Oshawa, Ontario",Urbain,"Total, genre",Total - Groupes d'âge de la population - Données intégrales (100 %),532,65.2
2023,"Oshawa, Ontario",Urbain,"Total, genre",0 à 14 ans,532,62.2
2023,"Oshawa, Ontario",Urbain,"Total, genre",15 à 64 ans,532,65.1
2023,"Oshawa, Ontario",Urbain,"Total, genre",15 à 19 ans,532,62.4
2023,"Oshawa, Ontario",Urbain,"Total, genre",20 à 24 ans,532,65.9
2023,"Oshawa, Ontario",Urbain,"Total, genre",65 ans et plus,532,69.4
2023,"Oshawa, Ontario",Urbain,Hommes+,Total - Groupes d'âge de la population - Données intégrales (100 %),532,65.0
2023,"Oshawa, Ontario",Urbain,Hommes+,0 à 14 ans,532,62.2
2023,"Oshawa, Ontario",Urbain,Hommes+,15 à 64 ans,532,65.1
2023,"Oshawa, Ontario",Urbain,Hommes+,15 à 19 ans,532,62.8
2023,"Oshawa, Ontario",Urbain,Hommes+,20 à 24 ans,532,65.3
2023,"Oshawa, Ontario",Urbain,Hommes+,65 ans et plus,532,68.0
2023,"Oshawa, Ontario",Urbain,Femmes+,Total - Groupes d'âge de la population - Données intégrales (100 %),532,65.4
2023,"Oshawa, Ontario",Urbain,Femmes+,0 à 14 ans,532,62.2
2023,"Oshawa, Ontario",Urbain,Femmes+,15 à 64 ans,532,65.0
2023,"Oshawa, Ontario",Urbain,Femmes+,15 à 19 ans,532,62.0
2023,"Oshawa, Ontario",Urbain,Femmes+,20 à 24 ans,532,66.6
2023,"Oshawa, Ontario",Urbain,Femmes+,65 ans et plus,532,70.5
2023,"Oshawa, Ontario",Rurale,"Total, genre",Total - Groupes d'âge de la population - Données intégrales (100 %),532,9.5
2023,"Oshawa, Ontario",Rurale,"Total, genre",0 à 14 ans,532,12.1
2023,"Oshawa, Ontario",Rurale,"Total, genre",15 à 64 ans,532,10.0
2023,"Oshawa, Ontario",Rurale,"Total, genre",15 à 19 ans,532,10.3
2023,"Oshawa, Ontario",Rurale,"Total, genre",20 à 24 ans,532,11.3
2023,"Oshawa, Ontario",Rurale,"Total, genre",65 ans et plus,532,5.6
2023,"Oshawa, Ontario",Rurale,Hommes+,Total - Groupes d'âge de la population - Données intégrales (100 %),532,9.6
2023,"Oshawa, Ontario",Rurale,Hommes+,0 à 14 ans,532,12.8
2023,"Oshawa, Ontario",Rurale,Hommes+,15 à 64 ans,532,10.0
2023,"Oshawa, Ontario",Rurale,Hommes+,15 à 19 ans,532,12.1
2023,"Oshawa, Ontario",Rurale,Hommes+,20 à 24 ans,532,12.2
2023,"Oshawa, Ontario",Rurale,Hommes+,65 ans et plus,532,5.2
2023,"Oshawa, Ontario",Rurale,Femmes+,Total - Groupes d'âge de la population - Données intégrales (100 %),532,9.4
2023,"Oshawa, Ontario",Rurale,Femmes+,0 à 14 ans,532,11.4
2023,"Oshawa, Ontario",Rurale,Femmes+,15 à 64 ans,532,9.9
2023,"Oshawa, Ontario",Rurale,Femmes+,15 à 19 ans,532,8.5
2023,"Oshawa, Ontario",Rurale,Femmes+,20 à 24 ans,532,10.3
2023,"Oshawa, Ontario",Rurale,Femmes+,65 ans et plus,532,5.9
2023,"Ottawa - Gatineau (partie de l'Ontario), Ontario","Total, emplacement","Total, genre",Total - Groupes d'âge de la population - Données intégrales (100 %),35505,76.6
2023,"Ottawa - Gatineau (partie de l'Ontario), Ontario","Total, emplacement","Total, genre",0 à 14 ans,35505,74.5
2023,"Ottawa - Gatineau (partie de l'Ontario), Ontario","Total, emplacement","Total, genre",15 à 64 ans,35505,77.2
2023,"Ottawa - Gatineau (partie de l'Ontario), Ontario","Total, emplacement","Total, genre",15 à 19 ans,35505,76.1
2023,"Ottawa - Gatineau (partie de l'Ontario), Ontario","Total, emplacement","Total, genre",20 à 24 ans,35505,82.3
2023,"Ottawa - Gatineau (partie de l'Ontario), Ontario","Total, emplacement","Total, genre",65 ans et plus,35505,75.9
2023,"Ottawa - Gatineau (partie de l'Ontario), Ontario","Total, emplacement",Hommes+,Total - Groupes d'âge de la population - Données intégrales (100 %),35505,76.2
2023,"Ottawa - Gatineau (partie de l'Ontario), Ontario","Total, emplacement",Hommes+,0 à 14 ans,35505,74.4
