Year,Géographie,Type de famille économique,GeoCode,Value
2016,"Québec, Québec",Femmes non âgées hors famille économique,,35200.0
2016,"Montréal, Québec",Familles économiques et personnes hors famille économique,,54900.0
2016,"Montréal, Québec",Familles économiques,,81700.0
2016,"Montréal, Québec",Familles de personnes âgées,,57900.0
2016,"Montréal, Québec",Couples de personnes âgées,,59600.0
2016,"Montréal, Québec",Autres familles de personnes âgées,,50700.0
2016,"Montréal, Québec",Familles de personnes non âgées,,87200.0
2016,"Montréal, Québec",Couples,,82300.0
2016,"Montréal, Québec",Couples avec des enfants,,98800.0
2016,"Montréal, Québec",Couples avec d'autres personnes apparentées,,117500.0
2016,"Montréal, Québec",Familles monoparentales,,58000.0
2016,"Montréal, Québec",Familles monoparentales ayant un homme à leur tête,,
2016,"Montréal, Québec",Familles monoparentales ayant une femme à leur tête,,58000.0
2016,"Montréal, Québec",Autres familles de personnes non âgées,,66600.0
2016,"Montréal, Québec",Personnes hors famille économique,,32400.0
2016,"Montréal, Québec",Personnes âgées hors famille économique,,27800.0
2016,"Montréal, Québec",Hommes âgés hors famille économique,,25900.0
2016,"Montréal, Québec",Femmes âgées hors famille économique,,27800.0
2016,"Montréal, Québec",Personnes non âgées hors famille économique,,35500.0
2016,"Montréal, Québec",Hommes non âgés hors famille économique,,35700.0
2016,"Montréal, Québec",Femmes non âgées hors famille économique,,35400.0
2016,"Ottawa-Gatineau, Ontario/Québec",Familles économiques et personnes hors famille économique,,72100.0
2016,"Ottawa-Gatineau, Ontario/Québec",Familles économiques,,101700.0
2016,"Ottawa-Gatineau, Ontario/Québec",Familles de personnes âgées,,83100.0
2016,"Ottawa-Gatineau, Ontario/Québec",Couples de personnes âgées,,81500.0
2016,"Ottawa-Gatineau, Ontario/Québec",Autres familles de personnes âgées,,114800.0
2016,"Ottawa-Gatineau, Ontario/Québec",Familles de personnes non âgées,,107500.0
2016,"Ottawa-Gatineau, Ontario/Québec",Couples,,98400.0
2016,"Ottawa-Gatineau, Ontario/Québec",Couples avec des enfants,,114700.0
2016,"Ottawa-Gatineau, Ontario/Québec",Couples avec d'autres personnes apparentées,,141200.0
2016,"Ottawa-Gatineau, Ontario/Québec",Familles monoparentales,,52100.0
2016,"Ottawa-Gatineau, Ontario/Québec",Familles monoparentales ayant un homme à leur tête,,
2016,"Ottawa-Gatineau, Ontario/Québec",Familles monoparentales ayant une femme à leur tête,,51000.0
2016,"Ottawa-Gatineau, Ontario/Québec",Autres familles de personnes non âgées,,76400.0
2016,"Ottawa-Gatineau, Ontario/Québec",Personnes hors famille économique,,37900.0
2016,"Ottawa-Gatineau, Ontario/Québec",Personnes âgées hors famille économique,,39300.0
2016,"Ottawa-Gatineau, Ontario/Québec",Hommes âgés hors famille économique,,43600.0
2016,"Ottawa-Gatineau, Ontario/Québec",Femmes âgées hors famille économique,,34400.0
2016,"Ottawa-Gatineau, Ontario/Québec",Personnes non âgées hors famille économique,,37200.0
2016,"Ottawa-Gatineau, Ontario/Québec",Hommes non âgés hors famille économique,,37400.0
2016,"Ottawa-Gatineau, Ontario/Québec",Femmes non âgées hors famille économique,,36100.0
2016,"Toronto, Ontario",Familles économiques et personnes hors famille économique,,64900.0
2016,"Toronto, Ontario",Familles économiques,,91400.0
2016,"Toronto, Ontario",Familles de personnes âgées,,63200.0
2016,"Toronto, Ontario",Couples de personnes âgées,,60600.0
2016,"Toronto, Ontario",Autres familles de personnes âgées,,67800.0
2016,"Toronto, Ontario",Familles de personnes non âgées,,99500.0
2016,"Toronto, Ontario",Couples,,91500.0
2016,"Toronto, Ontario",Couples avec des enfants,,101600.0
2016,"Toronto, Ontario",Couples avec d'autres personnes apparentées,,127900.0
2016,"Toronto, Ontario",Familles monoparentales,,41700.0
2016,"Toronto, Ontario",Familles monoparentales ayant un homme à leur tête,,
2016,"Toronto, Ontario",Familles monoparentales ayant une femme à leur tête,,41700.0
2016,"Toronto, Ontario",Autres familles de personnes non âgées,,95800.0
2016,"Toronto, Ontario",Personnes hors famille économique,,31900.0
2016,"Toronto, Ontario",Personnes âgées hors famille économique,,30300.0
2016,"Toronto, Ontario",Hommes âgés hors famille économique,,28800.0
2016,"Toronto, Ontario",Femmes âgées hors famille économique,,31600.0
2016,"Toronto, Ontario",Personnes non âgées hors famille économique,,32500.0
2016,"Toronto, Ontario",Hommes non âgés hors famille économique,,35000.0
2016,"Toronto, Ontario",Femmes non âgées hors famille économique,,29400.0
2016,"Winnipeg, Manitoba",Familles économiques et personnes hors famille économique,,63100.0
2016,"Winnipeg, Manitoba",Familles économiques,,85300.0
2016,"Winnipeg, Manitoba",Familles de personnes âgées,,73500.0
2016,"Winnipeg, Manitoba",Couples de personnes âgées,,72300.0
2016,"Winnipeg, Manitoba",Autres familles de personnes âgées,,78900.0
2016,"Winnipeg, Manitoba",Familles de personnes non âgées,,88500.0
2016,"Winnipeg, Manitoba",Couples,,78200.0
2016,"Winnipeg, Manitoba",Couples avec des enfants,,98000.0
2016,"Winnipeg, Manitoba",Couples avec d'autres personnes apparentées,,128800.0
2016,"Winnipeg, Manitoba",Familles monoparentales,,48300.0
2016,"Winnipeg, Manitoba",Familles monoparentales ayant un homme à leur tête,,
2016,"Winnipeg, Manitoba",Familles monoparentales ayant une femme à leur tête,,44100.0
2016,"Winnipeg, Manitoba",Autres familles de personnes non âgées,,72500.0
2016,"Winnipeg, Manitoba",Personnes hors famille économique,,34800.0
2016,"Winnipeg, Manitoba",Personnes âgées hors famille économique,,36600.0
2016,"Winnipeg, Manitoba",Hommes âgés hors famille économique,,40500.0
2016,"Winnipeg, Manitoba",Femmes âgées hors famille économique,,33400.0
2016,"Winnipeg, Manitoba",Personnes non âgées hors famille économique,,34200.0
2016,"Winnipeg, Manitoba",Hommes non âgés hors famille économique,,32900.0
2016,"Winnipeg, Manitoba",Femmes non âgées hors famille économique,,36000.0
2016,"Calgary, Alberta",Familles économiques et personnes hors famille économique,,75000.0
2016,"Calgary, Alberta",Familles économiques,,100100.0
2016,"Calgary, Alberta",Familles de personnes âgées,,85500.0
2016,"Calgary, Alberta",Couples de personnes âgées,,86100.0
2016,"Calgary, Alberta",Autres familles de personnes âgées,,
2016,"Calgary, Alberta",Familles de personnes non âgées,,101000.0
2016,"Calgary, Alberta",Couples,,83400.0
2016,"Calgary, Alberta",Couples avec des enfants,,102700.0
2016,"Calgary, Alberta",Couples avec d'autres personnes apparentées,,161600.0
2016,"Calgary, Alberta",Familles monoparentales,,76700.0
2016,"Calgary, Alberta",Familles monoparentales ayant un homme à leur tête,,
2016,"Calgary, Alberta",Familles monoparentales ayant une femme à leur tête,,
2016,"Calgary, Alberta",Autres familles de personnes non âgées,,109700.0
2016,"Calgary, Alberta",Personnes hors famille économique,,40400.0
2016,"Calgary, Alberta",Personnes âgées hors famille économique,,27800.0
2016,"Calgary, Alberta",Hommes âgés hors famille économique,,
2016,"Calgary, Alberta",Femmes âgées hors famille économique,,32300.0
2016,"Calgary, Alberta",Personnes non âgées hors famille économique,,48100.0
2016,"Calgary, Alberta",Hommes non âgés hors famille économique,,49100.0
2016,"Calgary, Alberta",Femmes non âgées hors famille économique,,43100.0
2016,"Edmonton, Alberta",Familles économiques et personnes hors famille économique,,91700.0
2016,"Edmonton, Alberta",Familles économiques,,114900.0
2016,"Edmonton, Alberta",Familles de personnes âgées,,83400.0
2016,"Edmonton, Alberta",Couples de personnes âgées,,77800.0
2016,"Edmonton, Alberta",Autres familles de personnes âgées,,
2016,"Edmonton, Alberta",Familles de personnes non âgées,,120200.0
2016,"Edmonton, Alberta",Couples,,101200.0
2016,"Edmonton, Alberta",Couples avec des enfants,,126800.0
2016,"Edmonton, Alberta",Couples avec d'autres personnes apparentées,,156700.0
2016,"Edmonton, Alberta",Familles monoparentales,,77900.0
2016,"Edmonton, Alberta",Familles monoparentales ayant un homme à leur tête,,
2016,"Edmonton, Alberta",Familles monoparentales ayant une femme à leur tête,,79800.0
2016,"Edmonton, Alberta",Autres familles de personnes non âgées,,112900.0
2016,"Edmonton, Alberta",Personnes hors famille économique,,42100.0
2016,"Edmonton, Alberta",Personnes âgées hors famille économique,,32700.0
2016,"Edmonton, Alberta",Hommes âgés hors famille économique,,
2016,"Edmonton, Alberta",Femmes âgées hors famille économique,,32800.0
2016,"Edmonton, Alberta",Personnes non âgées hors famille économique,,44800.0
2016,"Edmonton, Alberta",Hommes non âgés hors famille économique,,48300.0
2016,"Edmonton, Alberta",Femmes non âgées hors famille économique,,41900.0
2016,"Vancouver, Colombie-Britannique",Familles économiques et personnes hors famille économique,,70400.0
2016,"Vancouver, Colombie-Britannique",Familles économiques,,94500.0
2016,"Vancouver, Colombie-Britannique",Familles de personnes âgées,,81000.0
2016,"Vancouver, Colombie-Britannique",Couples de personnes âgées,,82900.0
2016,"Vancouver, Colombie-Britannique",Autres familles de personnes âgées,,
2016,"Vancouver, Colombie-Britannique",Familles de personnes non âgées,,98400.0
2016,"Vancouver, Colombie-Britannique",Couples,,87800.0
2016,"Vancouver, Colombie-Britannique",Couples avec des enfants,,107700.0
2016,"Vancouver, Colombie-Britannique",Couples avec d'autres personnes apparentées,,133700.0
2016,"Vancouver, Colombie-Britannique",Familles monoparentales,,36400.0
2016,"Vancouver, Colombie-Britannique",Familles monoparentales ayant un homme à leur tête,,
2016,"Vancouver, Colombie-Britannique",Familles monoparentales ayant une femme à leur tête,,36300.0
2016,"Vancouver, Colombie-Britannique",Autres familles de personnes non âgées,,80200.0
2016,"Vancouver, Colombie-Britannique",Personnes hors famille économique,,35500.0
2016,"Vancouver, Colombie-Britannique",Personnes âgées hors famille économique,,30500.0
2016,"Vancouver, Colombie-Britannique",Hommes âgés hors famille économique,,42800.0
2016,"Vancouver, Colombie-Britannique",Femmes âgées hors famille économique,,27900.0
2016,"Vancouver, Colombie-Britannique",Personnes non âgées hors famille économique,,36500.0
2016,"Vancouver, Colombie-Britannique",Hommes non âgés hors famille économique,,40000.0
2016,"Vancouver, Colombie-Britannique",Femmes non âgées hors famille économique,,34000.0
2017,Canada,Familles économiques,,88600.0
2017,Canada,Familles de personnes âgées,,66400.0
2017,Canada,Couples de personnes âgées,,64600.0
2017,Canada,Autres familles de personnes âgées,,73100.0
2017,Canada,Familles de personnes non âgées,,94900.0
2017,Canada,Couples,,85900.0
2017,Canada,Couples avec des enfants,,105700.0
2017,Canada,Couples avec d'autres personnes apparentées,,131200.0
2017,Canada,Familles monoparentales,,54500.0
2017,Canada,Familles monoparentales ayant un homme à leur tête,,68000.0
2017,Canada,Familles monoparentales ayant une femme à leur tête,,51800.0
2017,Canada,Autres familles de personnes non âgées,,77800.0
2017,Canada,Personnes hors famille économique,,32600.0
2017,Canada,Personnes âgées hors famille économique,,29800.0
2017,Canada,Hommes âgés hors famille économique,,31400.0
2017,Canada,Femmes âgées hors famille économique,,29000.0
2017,Canada,Personnes non âgées hors famille économique,,34200.0
2017,Canada,Hommes non âgés hors famille économique,,35900.0
2017,Canada,Femmes non âgées hors famille économique,,32400.0
2017,Provinces de l'Atlantique,Familles économiques et personnes hors famille économique,,55700.0
2017,Provinces de l'Atlantique,Familles économiques,,75900.0
2017,Provinces de l'Atlantique,Familles de personnes âgées,,57800.0
2017,Provinces de l'Atlantique,Couples de personnes âgées,,57600.0
2017,Provinces de l'Atlantique,Autres familles de personnes âgées,,58600.0
2017,Provinces de l'Atlantique,Familles de personnes non âgées,,83200.0
2017,Provinces de l'Atlantique,Couples,,76300.0
2017,Provinces de l'Atlantique,Couples avec des enfants,,100700.0
2017,Provinces de l'Atlantique,Couples avec d'autres personnes apparentées,,114300.0
2017,Provinces de l'Atlantique,Familles monoparentales,,49400.0
2017,Provinces de l'Atlantique,Familles monoparentales ayant un homme à leur tête,,65200.0
2017,Provinces de l'Atlantique,Familles monoparentales ayant une femme à leur tête,,46800.0
2017,Provinces de l'Atlantique,Autres familles de personnes non âgées,,67100.0
2017,Provinces de l'Atlantique,Personnes hors famille économique,,28900.0
2017,Provinces de l'Atlantique,Personnes âgées hors famille économique,,28000.0
2017,Provinces de l'Atlantique,Hommes âgés hors famille économique,,29100.0
2017,Provinces de l'Atlantique,Femmes âgées hors famille économique,,27300.0
2017,Provinces de l'Atlantique,Personnes non âgées hors famille économique,,29900.0
2017,Provinces de l'Atlantique,Hommes non âgés hors famille économique,,32200.0
2017,Provinces de l'Atlantique,Femmes non âgées hors famille économique,,26500.0
2017,Terre-Neuve-et-Labrador,Familles économiques et personnes hors famille économique,10,58900.0
2017,Terre-Neuve-et-Labrador,Familles économiques,10,77800.0
2017,Terre-Neuve-et-Labrador,Familles de personnes âgées,10,53400.0
2017,Terre-Neuve-et-Labrador,Couples de personnes âgées,10,52400.0
2017,Terre-Neuve-et-Labrador,Autres familles de personnes âgées,10,57800.0
2017,Terre-Neuve-et-Labrador,Familles de personnes non âgées,10,87300.0
2017,Terre-Neuve-et-Labrador,Couples,10,77800.0
2017,Terre-Neuve-et-Labrador,Couples avec des enfants,10,112800.0
2017,Terre-Neuve-et-Labrador,Couples avec d'autres personnes apparentées,10,127900.0
2017,Terre-Neuve-et-Labrador,Familles monoparentales,10,43600.0
2017,Terre-Neuve-et-Labrador,Familles monoparentales ayant un homme à leur tête,10,
2017,Terre-Neuve-et-Labrador,Familles monoparentales ayant une femme à leur tête,10,41200.0
2017,Terre-Neuve-et-Labrador,Autres familles de personnes non âgées,10,70000.0
2017,Terre-Neuve-et-Labrador,Personnes hors famille économique,10,26300.0
2017,Terre-Neuve-et-Labrador,Personnes âgées hors famille économique,10,26600.0
2017,Terre-Neuve-et-Labrador,Hommes âgés hors famille économique,10,27200.0
2017,Terre-Neuve-et-Labrador,Femmes âgées hors famille économique,10,26200.0
2017,Terre-Neuve-et-Labrador,Personnes non âgées hors famille économique,10,26100.0
2017,Terre-Neuve-et-Labrador,Hommes non âgés hors famille économique,10,28800.0
2017,Terre-Neuve-et-Labrador,Femmes non âgées hors famille économique,10,20300.0
2017,Île-du-Prince-Édouard,Familles économiques et personnes hors famille économique,11,54000.0
2017,Île-du-Prince-Édouard,Familles économiques,11,75000.0
2017,Île-du-Prince-Édouard,Familles de personnes âgées,11,66500.0
2017,Île-du-Prince-Édouard,Couples de personnes âgées,11,62800.0
2017,Île-du-Prince-Édouard,Autres familles de personnes âgées,11,
2017,Île-du-Prince-Édouard,Familles de personnes non âgées,11,79500.0
2017,Île-du-Prince-Édouard,Couples,11,69700.0
2017,Île-du-Prince-Édouard,Couples avec des enfants,11,89200.0
2017,Île-du-Prince-Édouard,Couples avec d'autres personnes apparentées,11,129300.0
2017,Île-du-Prince-Édouard,Familles monoparentales,11,49800.0
2017,Île-du-Prince-Édouard,Familles monoparentales ayant un homme à leur tête,11,
2017,Île-du-Prince-Édouard,Familles monoparentales ayant une femme à leur tête,11,47200.0
2017,Île-du-Prince-Édouard,Autres familles de personnes non âgées,11,63900.0
2017,Île-du-Prince-Édouard,Personnes hors famille économique,11,27200.0
2017,Île-du-Prince-Édouard,Personnes âgées hors famille économique,11,26300.0
2017,Île-du-Prince-Édouard,Hommes âgés hors famille économique,11,22400.0
2017,Île-du-Prince-Édouard,Femmes âgées hors famille économique,11,27700.0
2017,Île-du-Prince-Édouard,Personnes non âgées hors famille économique,11,27800.0
2017,Île-du-Prince-Édouard,Hommes non âgés hors famille économique,11,29400.0
2017,Île-du-Prince-Édouard,Femmes non âgées hors famille économique,11,27700.0
2017,Nouvelle-Écosse,Familles économiques et personnes hors famille économique,12,54400.0
2017,Nouvelle-Écosse,Familles économiques,12,76000.0
2017,Nouvelle-Écosse,Familles de personnes âgées,12,60500.0
2017,Nouvelle-Écosse,Couples de personnes âgées,12,60100.0
2017,Nouvelle-Écosse,Autres familles de personnes âgées,12,62700.0
2017,Nouvelle-Écosse,Familles de personnes non âgées,12,82900.0
2017,Nouvelle-Écosse,Couples,12,78600.0
2017,Nouvelle-Écosse,Couples avec des enfants,12,98100.0
2017,Nouvelle-Écosse,Couples avec d'autres personnes apparentées,12,108200.0
2017,Nouvelle-Écosse,Familles monoparentales,12,52200.0
2017,Nouvelle-Écosse,Familles monoparentales ayant un homme à leur tête,12,71900.0
2017,Nouvelle-Écosse,Familles monoparentales ayant une femme à leur tête,12,49900.0
2017,Nouvelle-Écosse,Autres familles de personnes non âgées,12,65400.0
2017,Nouvelle-Écosse,Personnes hors famille économique,12,30300.0
2017,Nouvelle-Écosse,Personnes âgées hors famille économique,12,30500.0
2017,Nouvelle-Écosse,Hommes âgés hors famille économique,12,29400.0
2017,Nouvelle-Écosse,Femmes âgées hors famille économique,12,30800.0
2017,Nouvelle-Écosse,Personnes non âgées hors famille économique,12,30300.0
2017,Nouvelle-Écosse,Hommes non âgés hors famille économique,12,32800.0
2017,Nouvelle-Écosse,Femmes non âgées hors famille économique,12,25800.0
2017,Nouveau-Brunswick,Familles économiques et personnes hors famille économique,13,56000.0
2017,Nouveau-Brunswick,Familles économiques,13,74900.0
2017,Nouveau-Brunswick,Familles de personnes âgées,13,57600.0
2017,Nouveau-Brunswick,Couples de personnes âgées,13,58300.0
2017,Nouveau-Brunswick,Autres familles de personnes âgées,13,57300.0
2017,Nouveau-Brunswick,Familles de personnes non âgées,13,81900.0
2017,Nouveau-Brunswick,Couples,13,74100.0
2017,Nouveau-Brunswick,Couples avec des enfants,13,98000.0
2017,Nouveau-Brunswick,Couples avec d'autres personnes apparentées,13,114200.0
2017,Nouveau-Brunswick,Familles monoparentales,13,47000.0
2017,Nouveau-Brunswick,Familles monoparentales ayant un homme à leur tête,13,
2017,Nouveau-Brunswick,Familles monoparentales ayant une femme à leur tête,13,42400.0
2017,Nouveau-Brunswick,Autres familles de personnes non âgées,13,67100.0
2017,Nouveau-Brunswick,Personnes hors famille économique,13,29600.0
2017,Nouveau-Brunswick,Personnes âgées hors famille économique,13,26800.0
2017,Nouveau-Brunswick,Hommes âgés hors famille économique,13,29100.0
2017,Nouveau-Brunswick,Femmes âgées hors famille économique,13,26400.0
2017,Nouveau-Brunswick,Personnes non âgées hors famille économique,13,31200.0
2017,Nouveau-Brunswick,Hommes non âgés hors famille économique,13,33400.0
2017,Nouveau-Brunswick,Femmes non âgées hors famille économique,13,29000.0
2017,Québec,Familles économiques et personnes hors famille économique,24,55600.0
2017,Québec,Familles économiques,24,79900.0
2017,Québec,Familles de personnes âgées,24,57700.0
2017,Québec,Couples de personnes âgées,24,56200.0
2017,Québec,Autres familles de personnes âgées,24,64000.0
2017,Québec,Familles de personnes non âgées,24,86900.0
2017,Québec,Couples,24,74700.0
2017,Québec,Couples avec des enfants,24,99300.0
2017,Québec,Couples avec d'autres personnes apparentées,24,123500.0
2017,Québec,Familles monoparentales,24,57000.0
2017,Québec,Familles monoparentales ayant un homme à leur tête,24,61000.0
2017,Québec,Familles monoparentales ayant une femme à leur tête,24,56000.0
2017,Québec,Autres familles de personnes non âgées,24,71700.0
2017,Québec,Personnes hors famille économique,24,30700.0
2017,Québec,Personnes âgées hors famille économique,24,25900.0
2017,Québec,Hommes âgés hors famille économique,24,28700.0
2017,Québec,Femmes âgées hors famille économique,24,24800.0
2017,Québec,Personnes non âgées hors famille économique,24,33600.0
2017,Québec,Hommes non âgés hors famille économique,24,34600.0
2017,Québec,Femmes non âgées hors famille économique,24,31700.0
2017,Ontario,Familles économiques et personnes hors famille économique,35,66600.0
2017,Ontario,Familles économiques,35,91300.0
2017,Ontario,Familles de personnes âgées,35,70100.0
2017,Ontario,Couples de personnes âgées,35,69200.0
2017,Ontario,Autres familles de personnes âgées,35,77600.0
2017,Ontario,Familles de personnes non âgées,35,96900.0
2017,Ontario,Couples,35,91400.0
2017,Ontario,Couples avec des enfants,35,106300.0
2017,Ontario,Couples avec d'autres personnes apparentées,35,131700.0
2017,Ontario,Familles monoparentales,35,53500.0
2017,Ontario,Familles monoparentales ayant un homme à leur tête,35,70400.0
2017,Ontario,Familles monoparentales ayant une femme à leur tête,35,51100.0
2017,Ontario,Autres familles de personnes non âgées,35,79200.0
2017,Ontario,Personnes hors famille économique,35,33500.0
2017,Ontario,Personnes âgées hors famille économique,35,32300.0
2017,Ontario,Hommes âgés hors famille économique,35,33600.0
2017,Ontario,Femmes âgées hors famille économique,35,31800.0
2017,Ontario,Personnes non âgées hors famille économique,35,34200.0
2017,Ontario,Hommes non âgés hors famille économique,35,35200.0
2017,Ontario,Femmes non âgées hors famille économique,35,33400.0
2017,Provinces des Prairies,Familles économiques et personnes hors famille économique,,72800.0
2017,Provinces des Prairies,Familles économiques,,99400.0
2017,Provinces des Prairies,Familles de personnes âgées,,73000.0
2017,Provinces des Prairies,Couples de personnes âgées,,69600.0
2017,Provinces des Prairies,Autres familles de personnes âgées,,92900.0
2017,Provinces des Prairies,Familles de personnes non âgées,,106100.0
2017,Provinces des Prairies,Couples,,96100.0
2017,Provinces des Prairies,Couples avec des enfants,,111600.0
2017,Provinces des Prairies,Couples avec d'autres personnes apparentées,,145600.0
2017,Provinces des Prairies,Familles monoparentales,,58000.0
2017,Provinces des Prairies,Familles monoparentales ayant un homme à leur tête,,79600.0
2017,Provinces des Prairies,Familles monoparentales ayant une femme à leur tête,,53500.0
2017,Provinces des Prairies,Autres familles de personnes non âgées,,94900.0
2017,Provinces des Prairies,Personnes hors famille économique,,37400.0
2017,Provinces des Prairies,Personnes âgées hors famille économique,,32600.0
2017,Provinces des Prairies,Hommes âgés hors famille économique,,33100.0
2017,Provinces des Prairies,Femmes âgées hors famille économique,,32500.0
2017,Provinces des Prairies,Personnes non âgées hors famille économique,,39600.0
2017,Provinces des Prairies,Hommes non âgés hors famille économique,,42400.0
2017,Provinces des Prairies,Femmes non âgées hors famille économique,,36400.0
2017,Manitoba,Familles économiques et personnes hors famille économique,46,63900.0
2017,Manitoba,Familles économiques,46,85900.0
2017,Manitoba,Familles de personnes âgées,46,65000.0
2017,Manitoba,Couples de personnes âgées,46,62200.0
2017,Manitoba,Autres familles de personnes âgées,46,76400.0
2017,Manitoba,Familles de personnes non âgées,46,91400.0
2017,Manitoba,Couples,46,85200.0
2017,Manitoba,Couples avec des enfants,46,95300.0
2017,Manitoba,Couples avec d'autres personnes apparentées,46,137400.0
2017,Manitoba,Familles monoparentales,46,53000.0
2017,Manitoba,Familles monoparentales ayant un homme à leur tête,46,70300.0
2017,Manitoba,Familles monoparentales ayant une femme à leur tête,46,48300.0
2017,Manitoba,Autres familles de personnes non âgées,46,77800.0
2017,Manitoba,Personnes hors famille économique,46,32300.0
2017,Manitoba,Personnes âgées hors famille économique,46,30900.0
2017,Manitoba,Hommes âgés hors famille économique,46,31800.0
2017,Manitoba,Femmes âgées hors famille économique,46,30700.0
2017,Manitoba,Personnes non âgées hors famille économique,46,33400.0
2017,Manitoba,Hommes non âgés hors famille économique,46,33800.0
2017,Manitoba,Femmes non âgées hors famille économique,46,32300.0
2017,Saskatchewan,Familles économiques et personnes hors famille économique,47,67900.0
2017,Saskatchewan,Familles économiques,47,94400.0
2017,Saskatchewan,Familles de personnes âgées,47,66800.0
2017,Saskatchewan,Couples de personnes âgées,47,66600.0
2017,Saskatchewan,Autres familles de personnes âgées,47,73500.0
2017,Saskatchewan,Familles de personnes non âgées,47,102100.0
2017,Saskatchewan,Couples,47,96500.0
2017,Saskatchewan,Couples avec des enfants,47,110900.0
2017,Saskatchewan,Couples avec d'autres personnes apparentées,47,127300.0
2017,Saskatchewan,Familles monoparentales,47,48100.0
2017,Saskatchewan,Familles monoparentales ayant un homme à leur tête,47,76000.0
2017,Saskatchewan,Familles monoparentales ayant une femme à leur tête,47,46400.0
2017,Saskatchewan,Autres familles de personnes non âgées,47,85600.0
2017,Saskatchewan,Personnes hors famille économique,47,33600.0
2017,Saskatchewan,Personnes âgées hors famille économique,47,30500.0
2017,Saskatchewan,Hommes âgés hors famille économique,47,31000.0
2017,Saskatchewan,Femmes âgées hors famille économique,47,30000.0
2017,Saskatchewan,Personnes non âgées hors famille économique,47,35300.0
2017,Saskatchewan,Hommes non âgés hors famille économique,47,36100.0
2017,Saskatchewan,Femmes non âgées hors famille économique,47,35000.0
2017,Alberta,Familles économiques et personnes hors famille économique,48,77800.0
2017,Alberta,Familles économiques,48,107700.0
2017,Alberta,Familles de personnes âgées,48,77900.0
2017,Alberta,Couples de personnes âgées,48,73200.0
2017,Alberta,Autres familles de personnes âgées,48,101000.0
2017,Alberta,Familles de personnes non âgées,48,112900.0
2017,Alberta,Couples,48,101400.0
2017,Alberta,Couples avec des enfants,48,116000.0
2017,Alberta,Couples avec d'autres personnes apparentées,48,150200.0
2017,Alberta,Familles monoparentales,48,65700.0
2017,Alberta,Familles monoparentales ayant un homme à leur tête,48,83500.0
2017,Alberta,Familles monoparentales ayant une femme à leur tête,48,59400.0
2017,Alberta,Autres familles de personnes non âgées,48,103000.0
2017,Alberta,Personnes hors famille économique,48,39800.0
2017,Alberta,Personnes âgées hors famille économique,48,34200.0
2017,Alberta,Hommes âgés hors famille économique,48,34100.0
2017,Alberta,Femmes âgées hors famille économique,48,34700.0
2017,Alberta,Personnes non âgées hors famille économique,48,42500.0
2017,Alberta,Hommes non âgés hors famille économique,48,45600.0
2017,Alberta,Femmes non âgées hors famille économique,48,37900.0
2017,Colombie-Britannique,Familles économiques et personnes hors famille économique,59,65100.0
2017,Colombie-Britannique,Familles économiques,59,91500.0
2017,Colombie-Britannique,Familles de personnes âgées,59,71400.0
2017,Colombie-Britannique,Couples de personnes âgées,59,69100.0
2017,Colombie-Britannique,Autres familles de personnes âgées,59,73500.0
2017,Colombie-Britannique,Familles de personnes non âgées,59,98300.0
2017,Colombie-Britannique,Couples,59,91500.0
2017,Colombie-Britannique,Couples avec des enfants,59,110900.0
2017,Colombie-Britannique,Couples avec d'autres personnes apparentées,59,136500.0
2017,Colombie-Britannique,Familles monoparentales,59,53100.0
2017,Colombie-Britannique,Familles monoparentales ayant un homme à leur tête,59,63800.0
2017,Colombie-Britannique,Familles monoparentales ayant une femme à leur tête,59,53000.0
2017,Colombie-Britannique,Autres familles de personnes non âgées,59,74500.0
2017,Colombie-Britannique,Personnes hors famille économique,59,31700.0
2017,Colombie-Britannique,Personnes âgées hors famille économique,59,31000.0
2017,Colombie-Britannique,Hommes âgés hors famille économique,59,36300.0
2017,Colombie-Britannique,Femmes âgées hors famille économique,59,30300.0
2017,Colombie-Britannique,Personnes non âgées hors famille économique,59,32100.0
2017,Colombie-Britannique,Hommes non âgés hors famille économique,59,34600.0
2017,Colombie-Britannique,Femmes non âgées hors famille économique,59,28300.0
2017,"Québec, Québec",Familles économiques et personnes hors famille économique,,67900.0
2017,"Québec, Québec",Familles économiques,,88700.0
2017,"Québec, Québec",Familles de personnes âgées,,67100.0
2017,"Québec, Québec",Couples de personnes âgées,,65700.0
2017,"Québec, Québec",Autres familles de personnes âgées,,
2017,"Québec, Québec",Familles de personnes non âgées,,94300.0
2017,"Québec, Québec",Couples,,82800.0
2017,"Québec, Québec",Couples avec des enfants,,109900.0
2017,"Québec, Québec",Couples avec d'autres personnes apparentées,,120200.0
2017,"Québec, Québec",Familles monoparentales,,65300.0
2017,"Québec, Québec",Familles monoparentales ayant un homme à leur tête,,
2017,"Québec, Québec",Familles monoparentales ayant une femme à leur tête,,72800.0
2017,"Québec, Québec",Autres familles de personnes non âgées,,76300.0
2017,"Québec, Québec",Personnes hors famille économique,,34300.0
2017,"Québec, Québec",Personnes âgées hors famille économique,,26700.0
2017,"Québec, Québec",Hommes âgés hors famille économique,,31400.0
2017,"Québec, Québec",Femmes âgées hors famille économique,,26500.0
2017,"Québec, Québec",Personnes non âgées hors famille économique,,37200.0
2017,"Québec, Québec",Hommes non âgés hors famille économique,,40000.0
2017,"Québec, Québec",Femmes non âgées hors famille économique,,33700.0
2017,"Montréal, Québec",Familles économiques et personnes hors famille économique,,56000.0
