Year,Units,Géographie,Type de famille économique,GeoCode,Value
2016,Dollars constants de 2023,Québec,Hommes âgés hors famille économique,24,29500.0
2016,Dollars constants de 2023,Québec,Femmes âgées hors famille économique,24,29000.0
2016,Dollars constants de 2023,Québec,Personnes non âgées hors famille économique,24,36500.0
2016,Dollars constants de 2023,Québec,Hommes non âgés hors famille économique,24,37900.0
2016,Dollars constants de 2023,Québec,Femmes non âgées hors famille économique,24,34800.0
2016,Dollars constants de 2023,Ontario,Familles économiques et personnes hors famille économique,35,72000.0
2016,Dollars constants de 2023,Ontario,Familles économiques,35,99600.0
2016,Dollars constants de 2023,Ontario,Familles de personnes âgées,35,73000.0
2016,Dollars constants de 2023,Ontario,Couples de personnes âgées,35,69300.0
2016,Dollars constants de 2023,Ontario,Autres familles de personnes âgées,35,89600.0
2016,Dollars constants de 2023,Ontario,Familles de personnes non âgées,35,107700.0
2016,Dollars constants de 2023,Ontario,Couples,35,99800.0
2016,Dollars constants de 2023,Ontario,Couples avec des enfants,35,117200.0
2016,Dollars constants de 2023,Ontario,Couples avec d'autres personnes apparentées,35,143500.0
2016,Dollars constants de 2023,Ontario,Familles monoparentales,35,49200.0
2016,Dollars constants de 2023,Ontario,Familles monoparentales ayant un homme à leur tête,35,61700.0
2016,Dollars constants de 2023,Ontario,Familles monoparentales ayant une femme à leur tête,35,46900.0
2016,Dollars constants de 2023,Ontario,Autres familles de personnes non âgées,35,87400.0
2016,Dollars constants de 2023,Ontario,Personnes hors famille économique,35,36100.0
2016,Dollars constants de 2023,Ontario,Personnes âgées hors famille économique,35,36400.0
2016,Dollars constants de 2023,Ontario,Hommes âgés hors famille économique,35,38200.0
2016,Dollars constants de 2023,Ontario,Femmes âgées hors famille économique,35,35200.0
2016,Dollars constants de 2023,Ontario,Personnes non âgées hors famille économique,35,35900.0
2016,Dollars constants de 2023,Ontario,Hommes non âgés hors famille économique,35,39500.0
2016,Dollars constants de 2023,Ontario,Femmes non âgées hors famille économique,35,32000.0
2016,Dollars constants de 2023,Provinces des Prairies,Familles économiques et personnes hors famille économique,,81100.0
2016,Dollars constants de 2023,Provinces des Prairies,Familles économiques,,107900.0
2016,Dollars constants de 2023,Provinces des Prairies,Familles de personnes âgées,,79300.0
2016,Dollars constants de 2023,Provinces des Prairies,Couples de personnes âgées,,77900.0
2016,Dollars constants de 2023,Provinces des Prairies,Autres familles de personnes âgées,,89600.0
2016,Dollars constants de 2023,Provinces des Prairies,Familles de personnes non âgées,,113800.0
2016,Dollars constants de 2023,Provinces des Prairies,Couples,,100400.0
2016,Dollars constants de 2023,Provinces des Prairies,Couples avec des enfants,,121600.0
2016,Dollars constants de 2023,Provinces des Prairies,Couples avec d'autres personnes apparentées,,162100.0
2016,Dollars constants de 2023,Provinces des Prairies,Familles monoparentales,,71000.0
2016,Dollars constants de 2023,Provinces des Prairies,Familles monoparentales ayant un homme à leur tête,,92600.0
2016,Dollars constants de 2023,Provinces des Prairies,Familles monoparentales ayant une femme à leur tête,,63400.0
2016,Dollars constants de 2023,Provinces des Prairies,Autres familles de personnes non âgées,,103900.0
2016,Dollars constants de 2023,Provinces des Prairies,Personnes hors famille économique,,40300.0
2016,Dollars constants de 2023,Provinces des Prairies,Personnes âgées hors famille économique,,32300.0
2016,Dollars constants de 2023,Provinces des Prairies,Hommes âgés hors famille économique,,31600.0
2016,Dollars constants de 2023,Provinces des Prairies,Femmes âgées hors famille économique,,32400.0
2016,Dollars constants de 2023,Provinces des Prairies,Personnes non âgées hors famille économique,,44900.0
2016,Dollars constants de 2023,Provinces des Prairies,Hommes non âgés hors famille économique,,48400.0
2016,Dollars constants de 2023,Provinces des Prairies,Femmes non âgées hors famille économique,,41100.0
2016,Dollars constants de 2023,Manitoba,Familles économiques et personnes hors famille économique,46,69700.0
2016,Dollars constants de 2023,Manitoba,Familles économiques,46,91500.0
2016,Dollars constants de 2023,Manitoba,Familles de personnes âgées,46,72800.0
2016,Dollars constants de 2023,Manitoba,Couples de personnes âgées,46,72300.0
2016,Dollars constants de 2023,Manitoba,Autres familles de personnes âgées,46,77000.0
2016,Dollars constants de 2023,Manitoba,Familles de personnes non âgées,46,97000.0
2016,Dollars constants de 2023,Manitoba,Couples,46,88000.0
2016,Dollars constants de 2023,Manitoba,Couples avec des enfants,46,106100.0
2016,Dollars constants de 2023,Manitoba,Couples avec d'autres personnes apparentées,46,142900.0
2016,Dollars constants de 2023,Manitoba,Familles monoparentales,46,53600.0
2016,Dollars constants de 2023,Manitoba,Familles monoparentales ayant un homme à leur tête,46,
2016,Dollars constants de 2023,Manitoba,Familles monoparentales ayant une femme à leur tête,46,48900.0
2016,Dollars constants de 2023,Manitoba,Autres familles de personnes non âgées,46,80500.0
2016,Dollars constants de 2023,Manitoba,Personnes hors famille économique,46,36900.0
2016,Dollars constants de 2023,Manitoba,Personnes âgées hors famille économique,46,33700.0
2016,Dollars constants de 2023,Manitoba,Hommes âgés hors famille économique,46,38000.0
2016,Dollars constants de 2023,Manitoba,Femmes âgées hors famille économique,46,31900.0
2016,Dollars constants de 2023,Manitoba,Personnes non âgées hors famille économique,46,39300.0
2016,Dollars constants de 2023,Manitoba,Hommes non âgés hors famille économique,46,38700.0
2016,Dollars constants de 2023,Manitoba,Femmes non âgées hors famille économique,46,40000.0
2016,Dollars constants de 2023,Saskatchewan,Familles économiques et personnes hors famille économique,47,75200.0
2016,Dollars constants de 2023,Saskatchewan,Familles économiques,47,101400.0
2016,Dollars constants de 2023,Saskatchewan,Familles de personnes âgées,47,77900.0
2016,Dollars constants de 2023,Saskatchewan,Couples de personnes âgées,47,78100.0
2016,Dollars constants de 2023,Saskatchewan,Autres familles de personnes âgées,47,73100.0
2016,Dollars constants de 2023,Saskatchewan,Familles de personnes non âgées,47,109100.0
2016,Dollars constants de 2023,Saskatchewan,Couples,47,99000.0
2016,Dollars constants de 2023,Saskatchewan,Couples avec des enfants,47,120300.0
2016,Dollars constants de 2023,Saskatchewan,Couples avec d'autres personnes apparentées,47,151000.0
2016,Dollars constants de 2023,Saskatchewan,Familles monoparentales,47,65700.0
2016,Dollars constants de 2023,Saskatchewan,Familles monoparentales ayant un homme à leur tête,47,98800.0
2016,Dollars constants de 2023,Saskatchewan,Familles monoparentales ayant une femme à leur tête,47,58300.0
2016,Dollars constants de 2023,Saskatchewan,Autres familles de personnes non âgées,47,93500.0
2016,Dollars constants de 2023,Saskatchewan,Personnes hors famille économique,47,37900.0
2016,Dollars constants de 2023,Saskatchewan,Personnes âgées hors famille économique,47,31200.0
2016,Dollars constants de 2023,Saskatchewan,Hommes âgés hors famille économique,47,28900.0
2016,Dollars constants de 2023,Saskatchewan,Femmes âgées hors famille économique,47,33000.0
2016,Dollars constants de 2023,Saskatchewan,Personnes non âgées hors famille économique,47,41000.0
2016,Dollars constants de 2023,Saskatchewan,Hommes non âgés hors famille économique,47,45100.0
2016,Dollars constants de 2023,Saskatchewan,Femmes non âgées hors famille économique,47,34300.0
2016,Dollars constants de 2023,Alberta,Familles économiques et personnes hors famille économique,48,87000.0
2016,Dollars constants de 2023,Alberta,Familles économiques,48,114900.0
2016,Dollars constants de 2023,Alberta,Familles de personnes âgées,48,84300.0
2016,Dollars constants de 2023,Alberta,Couples de personnes âgées,48,82800.0
2016,Dollars constants de 2023,Alberta,Autres familles de personnes âgées,48,112600.0
2016,Dollars constants de 2023,Alberta,Familles de personnes non âgées,48,121400.0
2016,Dollars constants de 2023,Alberta,Couples,48,103600.0
2016,Dollars constants de 2023,Alberta,Couples avec des enfants,48,127800.0
2016,Dollars constants de 2023,Alberta,Couples avec d'autres personnes apparentées,48,173900.0
2016,Dollars constants de 2023,Alberta,Familles monoparentales,48,84800.0
2016,Dollars constants de 2023,Alberta,Familles monoparentales ayant un homme à leur tête,48,93600.0
2016,Dollars constants de 2023,Alberta,Familles monoparentales ayant une femme à leur tête,48,68700.0
2016,Dollars constants de 2023,Alberta,Autres familles de personnes non âgées,48,114800.0
2016,Dollars constants de 2023,Alberta,Personnes hors famille économique,48,43000.0
2016,Dollars constants de 2023,Alberta,Personnes âgées hors famille économique,48,32200.0
2016,Dollars constants de 2023,Alberta,Hommes âgés hors famille économique,48,31100.0
2016,Dollars constants de 2023,Alberta,Femmes âgées hors famille économique,48,32400.0
2016,Dollars constants de 2023,Alberta,Personnes non âgées hors famille économique,48,47800.0
2016,Dollars constants de 2023,Alberta,Hommes non âgés hors famille économique,48,53400.0
2016,Dollars constants de 2023,Alberta,Femmes non âgées hors famille économique,48,43900.0
2016,Dollars constants de 2023,Colombie-Britannique,Familles économiques et personnes hors famille économique,59,67300.0
2016,Dollars constants de 2023,Colombie-Britannique,Familles économiques,59,99700.0
2016,Dollars constants de 2023,Colombie-Britannique,Familles de personnes âgées,59,74500.0
2016,Dollars constants de 2023,Colombie-Britannique,Couples de personnes âgées,59,75200.0
2016,Dollars constants de 2023,Colombie-Britannique,Autres familles de personnes âgées,59,72500.0
2016,Dollars constants de 2023,Colombie-Britannique,Familles de personnes non âgées,59,106400.0
2016,Dollars constants de 2023,Colombie-Britannique,Couples,59,96200.0
2016,Dollars constants de 2023,Colombie-Britannique,Couples avec des enfants,59,120500.0
2016,Dollars constants de 2023,Colombie-Britannique,Couples avec d'autres personnes apparentées,59,151100.0
2016,Dollars constants de 2023,Colombie-Britannique,Familles monoparentales,59,46300.0
2016,Dollars constants de 2023,Colombie-Britannique,Familles monoparentales ayant un homme à leur tête,59,60600.0
2016,Dollars constants de 2023,Colombie-Britannique,Familles monoparentales ayant une femme à leur tête,59,41800.0
2016,Dollars constants de 2023,Colombie-Britannique,Autres familles de personnes non âgées,59,87500.0
2016,Dollars constants de 2023,Colombie-Britannique,Personnes hors famille économique,59,34000.0
2016,Dollars constants de 2023,Colombie-Britannique,Personnes âgées hors famille économique,59,33300.0
2016,Dollars constants de 2023,Colombie-Britannique,Hommes âgés hors famille économique,59,33900.0
2016,Dollars constants de 2023,Colombie-Britannique,Femmes âgées hors famille économique,59,31600.0
2016,Dollars constants de 2023,Colombie-Britannique,Personnes non âgées hors famille économique,59,34300.0
2016,Dollars constants de 2023,Colombie-Britannique,Hommes non âgés hors famille économique,59,35500.0
2016,Dollars constants de 2023,Colombie-Britannique,Femmes non âgées hors famille économique,59,33300.0
2016,Dollars constants de 2023,"Québec, Québec",Familles économiques et personnes hors famille économique,,63300.0
2016,Dollars constants de 2023,"Québec, Québec",Familles économiques,,95100.0
2016,Dollars constants de 2023,"Québec, Québec",Familles de personnes âgées,,65500.0
2016,Dollars constants de 2023,"Québec, Québec",Couples de personnes âgées,,60500.0
2016,Dollars constants de 2023,"Québec, Québec",Autres familles de personnes âgées,,
2016,Dollars constants de 2023,"Québec, Québec",Familles de personnes non âgées,,104700.0
2016,Dollars constants de 2023,"Québec, Québec",Couples,,87400.0
2016,Dollars constants de 2023,"Québec, Québec",Couples avec des enfants,,125600.0
2016,Dollars constants de 2023,"Québec, Québec",Couples avec d'autres personnes apparentées,,
2016,Dollars constants de 2023,"Québec, Québec",Familles monoparentales,,61500.0
2016,Dollars constants de 2023,"Québec, Québec",Familles monoparentales ayant un homme à leur tête,,
2016,Dollars constants de 2023,"Québec, Québec",Familles monoparentales ayant une femme à leur tête,,58300.0
2016,Dollars constants de 2023,"Québec, Québec",Autres familles de personnes non âgées,,
2016,Dollars constants de 2023,"Québec, Québec",Personnes hors famille économique,,34900.0
2016,Dollars constants de 2023,"Québec, Québec",Personnes âgées hors famille économique,,29100.0
2016,Dollars constants de 2023,"Québec, Québec",Hommes âgés hors famille économique,,30300.0
2016,Dollars constants de 2023,"Québec, Québec",Femmes âgées hors famille économique,,28000.0
2016,Dollars constants de 2023,"Québec, Québec",Personnes non âgées hors famille économique,,37500.0
2016,Dollars constants de 2023,"Québec, Québec",Hommes non âgés hors famille économique,,37300.0
2016,Dollars constants de 2023,"Québec, Québec",Femmes non âgées hors famille économique,,39100.0
2016,Dollars constants de 2023,"Montréal, Québec",Familles économiques et personnes hors famille économique,,60900.0
2016,Dollars constants de 2023,"Montréal, Québec",Familles économiques,,90600.0
2016,Dollars constants de 2023,"Montréal, Québec",Familles de personnes âgées,,64300.0
2016,Dollars constants de 2023,"Montréal, Québec",Couples de personnes âgées,,66100.0
2016,Dollars constants de 2023,"Montréal, Québec",Autres familles de personnes âgées,,56300.0
2016,Dollars constants de 2023,"Montréal, Québec",Familles de personnes non âgées,,96700.0
2016,Dollars constants de 2023,"Montréal, Québec",Couples,,91300.0
2016,Dollars constants de 2023,"Montréal, Québec",Couples avec des enfants,,109600.0
2016,Dollars constants de 2023,"Montréal, Québec",Couples avec d'autres personnes apparentées,,130400.0
2016,Dollars constants de 2023,"Montréal, Québec",Familles monoparentales,,64300.0
2016,Dollars constants de 2023,"Montréal, Québec",Familles monoparentales ayant un homme à leur tête,,
2016,Dollars constants de 2023,"Montréal, Québec",Familles monoparentales ayant une femme à leur tête,,64300.0
2016,Dollars constants de 2023,"Montréal, Québec",Autres familles de personnes non âgées,,73900.0
2016,Dollars constants de 2023,"Montréal, Québec",Personnes hors famille économique,,35900.0
2016,Dollars constants de 2023,"Montréal, Québec",Personnes âgées hors famille économique,,30800.0
2016,Dollars constants de 2023,"Montréal, Québec",Hommes âgés hors famille économique,,28700.0
2016,Dollars constants de 2023,"Montréal, Québec",Femmes âgées hors famille économique,,30800.0
2016,Dollars constants de 2023,"Montréal, Québec",Personnes non âgées hors famille économique,,39300.0
2016,Dollars constants de 2023,"Montréal, Québec",Hommes non âgés hors famille économique,,39600.0
2016,Dollars constants de 2023,"Montréal, Québec",Femmes non âgées hors famille économique,,39300.0
2016,Dollars constants de 2023,"Ottawa-Gatineau, Ontario/Québec",Familles économiques et personnes hors famille économique,,80000.0
2016,Dollars constants de 2023,"Ottawa-Gatineau, Ontario/Québec",Familles économiques,,112800.0
2016,Dollars constants de 2023,"Ottawa-Gatineau, Ontario/Québec",Familles de personnes âgées,,92200.0
2016,Dollars constants de 2023,"Ottawa-Gatineau, Ontario/Québec",Couples de personnes âgées,,90400.0
2016,Dollars constants de 2023,"Ottawa-Gatineau, Ontario/Québec",Autres familles de personnes âgées,,127300.0
2016,Dollars constants de 2023,"Ottawa-Gatineau, Ontario/Québec",Familles de personnes non âgées,,119300.0
2016,Dollars constants de 2023,"Ottawa-Gatineau, Ontario/Québec",Couples,,109200.0
2016,Dollars constants de 2023,"Ottawa-Gatineau, Ontario/Québec",Couples avec des enfants,,127300.0
2016,Dollars constants de 2023,"Ottawa-Gatineau, Ontario/Québec",Couples avec d'autres personnes apparentées,,156600.0
2016,Dollars constants de 2023,"Ottawa-Gatineau, Ontario/Québec",Familles monoparentales,,57800.0
2016,Dollars constants de 2023,"Ottawa-Gatineau, Ontario/Québec",Familles monoparentales ayant un homme à leur tête,,
2016,Dollars constants de 2023,"Ottawa-Gatineau, Ontario/Québec",Familles monoparentales ayant une femme à leur tête,,56600.0
2016,Dollars constants de 2023,"Ottawa-Gatineau, Ontario/Québec",Autres familles de personnes non âgées,,84800.0
2016,Dollars constants de 2023,"Ottawa-Gatineau, Ontario/Québec",Personnes hors famille économique,,42000.0
2016,Dollars constants de 2023,"Ottawa-Gatineau, Ontario/Québec",Personnes âgées hors famille économique,,43600.0
2016,Dollars constants de 2023,"Ottawa-Gatineau, Ontario/Québec",Hommes âgés hors famille économique,,48400.0
2016,Dollars constants de 2023,"Ottawa-Gatineau, Ontario/Québec",Femmes âgées hors famille économique,,38200.0
2016,Dollars constants de 2023,"Ottawa-Gatineau, Ontario/Québec",Personnes non âgées hors famille économique,,41300.0
2016,Dollars constants de 2023,"Ottawa-Gatineau, Ontario/Québec",Hommes non âgés hors famille économique,,41400.0
2016,Dollars constants de 2023,"Ottawa-Gatineau, Ontario/Québec",Femmes non âgées hors famille économique,,40000.0
2016,Dollars constants de 2023,"Toronto, Ontario",Familles économiques et personnes hors famille économique,,72000.0
2016,Dollars constants de 2023,"Toronto, Ontario",Familles économiques,,101400.0
2016,Dollars constants de 2023,"Toronto, Ontario",Familles de personnes âgées,,70100.0
2016,Dollars constants de 2023,"Toronto, Ontario",Couples de personnes âgées,,67300.0
2016,Dollars constants de 2023,"Toronto, Ontario",Autres familles de personnes âgées,,75300.0
2016,Dollars constants de 2023,"Toronto, Ontario",Familles de personnes non âgées,,110400.0
2016,Dollars constants de 2023,"Toronto, Ontario",Couples,,101500.0
2016,Dollars constants de 2023,"Toronto, Ontario",Couples avec des enfants,,112700.0
2016,Dollars constants de 2023,"Toronto, Ontario",Couples avec d'autres personnes apparentées,,141900.0
2016,Dollars constants de 2023,"Toronto, Ontario",Familles monoparentales,,46300.0
2016,Dollars constants de 2023,"Toronto, Ontario",Familles monoparentales ayant un homme à leur tête,,
2016,Dollars constants de 2023,"Toronto, Ontario",Familles monoparentales ayant une femme à leur tête,,46300.0
2016,Dollars constants de 2023,"Toronto, Ontario",Autres familles de personnes non âgées,,106200.0
2016,Dollars constants de 2023,"Toronto, Ontario",Personnes hors famille économique,,35400.0
2016,Dollars constants de 2023,"Toronto, Ontario",Personnes âgées hors famille économique,,33600.0
2016,Dollars constants de 2023,"Toronto, Ontario",Hommes âgés hors famille économique,,32000.0
2016,Dollars constants de 2023,"Toronto, Ontario",Femmes âgées hors famille économique,,35000.0
2016,Dollars constants de 2023,"Toronto, Ontario",Personnes non âgées hors famille économique,,36100.0
2016,Dollars constants de 2023,"Toronto, Ontario",Hommes non âgés hors famille économique,,38800.0
2016,Dollars constants de 2023,"Toronto, Ontario",Femmes non âgées hors famille économique,,32600.0
2016,Dollars constants de 2023,"Winnipeg, Manitoba",Familles économiques et personnes hors famille économique,,70000.0
2016,Dollars constants de 2023,"Winnipeg, Manitoba",Familles économiques,,94600.0
2016,Dollars constants de 2023,"Winnipeg, Manitoba",Familles de personnes âgées,,81500.0
2016,Dollars constants de 2023,"Winnipeg, Manitoba",Couples de personnes âgées,,80200.0
2016,Dollars constants de 2023,"Winnipeg, Manitoba",Autres familles de personnes âgées,,87500.0
2016,Dollars constants de 2023,"Winnipeg, Manitoba",Familles de personnes non âgées,,98100.0
2016,Dollars constants de 2023,"Winnipeg, Manitoba",Couples,,86700.0
2016,Dollars constants de 2023,"Winnipeg, Manitoba",Couples avec des enfants,,108800.0
2016,Dollars constants de 2023,"Winnipeg, Manitoba",Couples avec d'autres personnes apparentées,,142900.0
2016,Dollars constants de 2023,"Winnipeg, Manitoba",Familles monoparentales,,53600.0
2016,Dollars constants de 2023,"Winnipeg, Manitoba",Familles monoparentales ayant un homme à leur tête,,
2016,Dollars constants de 2023,"Winnipeg, Manitoba",Familles monoparentales ayant une femme à leur tête,,48900.0
2016,Dollars constants de 2023,"Winnipeg, Manitoba",Autres familles de personnes non âgées,,80400.0
2016,Dollars constants de 2023,"Winnipeg, Manitoba",Personnes hors famille économique,,38600.0
2016,Dollars constants de 2023,"Winnipeg, Manitoba",Personnes âgées hors famille économique,,40600.0
2016,Dollars constants de 2023,"Winnipeg, Manitoba",Hommes âgés hors famille économique,,45000.0
2016,Dollars constants de 2023,"Winnipeg, Manitoba",Femmes âgées hors famille économique,,37000.0
2016,Dollars constants de 2023,"Winnipeg, Manitoba",Personnes non âgées hors famille économique,,38000.0
2016,Dollars constants de 2023,"Winnipeg, Manitoba",Hommes non âgés hors famille économique,,36500.0
2016,Dollars constants de 2023,"Winnipeg, Manitoba",Femmes non âgées hors famille économique,,40000.0
2016,Dollars constants de 2023,"Calgary, Alberta",Familles économiques et personnes hors famille économique,,83200.0
2016,Dollars constants de 2023,"Calgary, Alberta",Familles économiques,,111000.0
2016,Dollars constants de 2023,"Calgary, Alberta",Familles de personnes âgées,,94900.0
2016,Dollars constants de 2023,"Calgary, Alberta",Couples de personnes âgées,,95500.0
2016,Dollars constants de 2023,"Calgary, Alberta",Autres familles de personnes âgées,,
2016,Dollars constants de 2023,"Calgary, Alberta",Familles de personnes non âgées,,112000.0
2016,Dollars constants de 2023,"Calgary, Alberta",Couples,,92500.0
2016,Dollars constants de 2023,"Calgary, Alberta",Couples avec des enfants,,113900.0
2016,Dollars constants de 2023,"Calgary, Alberta",Couples avec d'autres personnes apparentées,,179300.0
2016,Dollars constants de 2023,"Calgary, Alberta",Familles monoparentales,,85100.0
2016,Dollars constants de 2023,"Calgary, Alberta",Familles monoparentales ayant un homme à leur tête,,
2016,Dollars constants de 2023,"Calgary, Alberta",Familles monoparentales ayant une femme à leur tête,,
2016,Dollars constants de 2023,"Calgary, Alberta",Autres familles de personnes non âgées,,121800.0
2016,Dollars constants de 2023,"Calgary, Alberta",Personnes hors famille économique,,44900.0
2016,Dollars constants de 2023,"Calgary, Alberta",Personnes âgées hors famille économique,,30900.0
2016,Dollars constants de 2023,"Calgary, Alberta",Hommes âgés hors famille économique,,
2016,Dollars constants de 2023,"Calgary, Alberta",Femmes âgées hors famille économique,,35900.0
2016,Dollars constants de 2023,"Calgary, Alberta",Personnes non âgées hors famille économique,,53400.0
2016,Dollars constants de 2023,"Calgary, Alberta",Hommes non âgés hors famille économique,,54500.0
2016,Dollars constants de 2023,"Calgary, Alberta",Femmes non âgées hors famille économique,,47800.0
2016,Dollars constants de 2023,"Edmonton, Alberta",Familles économiques et personnes hors famille économique,,101700.0
2016,Dollars constants de 2023,"Edmonton, Alberta",Familles économiques,,127500.0
2016,Dollars constants de 2023,"Edmonton, Alberta",Familles de personnes âgées,,92500.0
2016,Dollars constants de 2023,"Edmonton, Alberta",Couples de personnes âgées,,86300.0
2016,Dollars constants de 2023,"Edmonton, Alberta",Autres familles de personnes âgées,,
2016,Dollars constants de 2023,"Edmonton, Alberta",Familles de personnes non âgées,,133300.0
2016,Dollars constants de 2023,"Edmonton, Alberta",Couples,,112200.0
2016,Dollars constants de 2023,"Edmonton, Alberta",Couples avec des enfants,,140700.0
2016,Dollars constants de 2023,"Edmonton, Alberta",Couples avec d'autres personnes apparentées,,173900.0
2016,Dollars constants de 2023,"Edmonton, Alberta",Familles monoparentales,,86500.0
2016,Dollars constants de 2023,"Edmonton, Alberta",Familles monoparentales ayant un homme à leur tête,,
2016,Dollars constants de 2023,"Edmonton, Alberta",Familles monoparentales ayant une femme à leur tête,,88600.0
2016,Dollars constants de 2023,"Edmonton, Alberta",Autres familles de personnes non âgées,,125300.0
2016,Dollars constants de 2023,"Edmonton, Alberta",Personnes hors famille économique,,46700.0
2016,Dollars constants de 2023,"Edmonton, Alberta",Personnes âgées hors famille économique,,36200.0
2016,Dollars constants de 2023,"Edmonton, Alberta",Hommes âgés hors famille économique,,
2016,Dollars constants de 2023,"Edmonton, Alberta",Femmes âgées hors famille économique,,36400.0
2016,Dollars constants de 2023,"Edmonton, Alberta",Personnes non âgées hors famille économique,,49700.0
2016,Dollars constants de 2023,"Edmonton, Alberta",Hommes non âgés hors famille économique,,53600.0
2016,Dollars constants de 2023,"Edmonton, Alberta",Femmes non âgées hors famille économique,,46500.0
2016,Dollars constants de 2023,"Vancouver, Colombie-Britannique",Familles économiques et personnes hors famille économique,,78100.0
2016,Dollars constants de 2023,"Vancouver, Colombie-Britannique",Familles économiques,,104800.0
2016,Dollars constants de 2023,"Vancouver, Colombie-Britannique",Familles de personnes âgées,,89900.0
2016,Dollars constants de 2023,"Vancouver, Colombie-Britannique",Couples de personnes âgées,,92000.0
2016,Dollars constants de 2023,"Vancouver, Colombie-Britannique",Autres familles de personnes âgées,,
2016,Dollars constants de 2023,"Vancouver, Colombie-Britannique",Familles de personnes non âgées,,109200.0
2016,Dollars constants de 2023,"Vancouver, Colombie-Britannique",Couples,,97400.0
2016,Dollars constants de 2023,"Vancouver, Colombie-Britannique",Couples avec des enfants,,119500.0
2016,Dollars constants de 2023,"Vancouver, Colombie-Britannique",Couples avec d'autres personnes apparentées,,148300.0
2016,Dollars constants de 2023,"Vancouver, Colombie-Britannique",Familles monoparentales,,40400.0
2016,Dollars constants de 2023,"Vancouver, Colombie-Britannique",Familles monoparentales ayant un homme à leur tête,,
2016,Dollars constants de 2023,"Vancouver, Colombie-Britannique",Familles monoparentales ayant une femme à leur tête,,40300.0
2016,Dollars constants de 2023,"Vancouver, Colombie-Britannique",Autres familles de personnes non âgées,,88900.0
2016,Dollars constants de 2023,"Vancouver, Colombie-Britannique",Personnes hors famille économique,,39400.0
2016,Dollars constants de 2023,"Vancouver, Colombie-Britannique",Personnes âgées hors famille économique,,33800.0
2016,Dollars constants de 2023,"Vancouver, Colombie-Britannique",Hommes âgés hors famille économique,,47500.0
2016,Dollars constants de 2023,"Vancouver, Colombie-Britannique",Femmes âgées hors famille économique,,30900.0
2016,Dollars constants de 2023,"Vancouver, Colombie-Britannique",Personnes non âgées hors famille économique,,40500.0
2016,Dollars constants de 2023,"Vancouver, Colombie-Britannique",Hommes non âgés hors famille économique,,44400.0
2016,Dollars constants de 2023,"Vancouver, Colombie-Britannique",Femmes non âgées hors famille économique,,37700.0
2017,Dollars constants de 2023,Canada,Familles économiques,,98300.0
2017,Dollars constants de 2023,Canada,Familles de personnes âgées,,73700.0
2017,Dollars constants de 2023,Canada,Couples de personnes âgées,,71700.0
2017,Dollars constants de 2023,Canada,Autres familles de personnes âgées,,81100.0
2017,Dollars constants de 2023,Canada,Familles de personnes non âgées,,105300.0
2017,Dollars constants de 2023,Canada,Couples,,95300.0
2017,Dollars constants de 2023,Canada,Couples avec des enfants,,117300.0
2017,Dollars constants de 2023,Canada,Couples avec d'autres personnes apparentées,,145600.0
2017,Dollars constants de 2023,Canada,Familles monoparentales,,60500.0
2017,Dollars constants de 2023,Canada,Familles monoparentales ayant un homme à leur tête,,75400.0
2017,Dollars constants de 2023,Canada,Familles monoparentales ayant une femme à leur tête,,57500.0
2017,Dollars constants de 2023,Canada,Autres familles de personnes non âgées,,86300.0
2017,Dollars constants de 2023,Canada,Personnes hors famille économique,,36200.0
2017,Dollars constants de 2023,Canada,Personnes âgées hors famille économique,,33100.0
2017,Dollars constants de 2023,Canada,Hommes âgés hors famille économique,,34800.0
2017,Dollars constants de 2023,Canada,Femmes âgées hors famille économique,,32200.0
2017,Dollars constants de 2023,Canada,Personnes non âgées hors famille économique,,37900.0
2017,Dollars constants de 2023,Canada,Hommes non âgés hors famille économique,,39900.0
2017,Dollars constants de 2023,Canada,Femmes non âgées hors famille économique,,35900.0
2017,Dollars constants de 2023,Provinces de l'Atlantique,Familles économiques et personnes hors famille économique,,61800.0
2017,Dollars constants de 2023,Provinces de l'Atlantique,Familles économiques,,84200.0
2017,Dollars constants de 2023,Provinces de l'Atlantique,Familles de personnes âgées,,64100.0
2017,Dollars constants de 2023,Provinces de l'Atlantique,Couples de personnes âgées,,63900.0
2017,Dollars constants de 2023,Provinces de l'Atlantique,Autres familles de personnes âgées,,65000.0
2017,Dollars constants de 2023,Provinces de l'Atlantique,Familles de personnes non âgées,,92300.0
2017,Dollars constants de 2023,Provinces de l'Atlantique,Couples,,84700.0
2017,Dollars constants de 2023,Provinces de l'Atlantique,Couples avec des enfants,,111700.0
2017,Dollars constants de 2023,Provinces de l'Atlantique,Couples avec d'autres personnes apparentées,,126800.0
2017,Dollars constants de 2023,Provinces de l'Atlantique,Familles monoparentales,,54800.0
2017,Dollars constants de 2023,Provinces de l'Atlantique,Familles monoparentales ayant un homme à leur tête,,72400.0
2017,Dollars constants de 2023,Provinces de l'Atlantique,Familles monoparentales ayant une femme à leur tête,,51900.0
2017,Dollars constants de 2023,Provinces de l'Atlantique,Autres familles de personnes non âgées,,74400.0
2017,Dollars constants de 2023,Provinces de l'Atlantique,Personnes hors famille économique,,32100.0
2017,Dollars constants de 2023,Provinces de l'Atlantique,Personnes âgées hors famille économique,,31100.0
2017,Dollars constants de 2023,Provinces de l'Atlantique,Hommes âgés hors famille économique,,32300.0
