Year,Géographie,Genre,Groupe d'âge,GeoCode,Value
2016,Terre-Neuve-et-Labrador,Hommes+,15 ans et plus,10,27.34
2016,Terre-Neuve-et-Labrador,Hommes+,25 à 44 ans,10,23.08
2016,Terre-Neuve-et-Labrador,Hommes+,25 à 54 ans,10,40.0
2016,Terre-Neuve-et-Labrador,Hommes+,25 ans et plus,10,30.3
2016,Terre-Neuve-et-Labrador,Hommes+,45 ans et plus,10,12.82
2016,Terre-Neuve-et-Labrador,Hommes+,55 à 64 ans,10,0.0
2016,Terre-Neuve-et-Labrador,Hommes+,55 ans et plus,10,0.0
2016,Terre-Neuve-et-Labrador,Hommes+,65 ans et plus,10,0.0
2016,Terre-Neuve-et-Labrador,Total - Genre,15 à 24 ans,10,19.85
2016,Terre-Neuve-et-Labrador,Total - Genre,15 ans et plus,10,33.85
2016,Terre-Neuve-et-Labrador,Total - Genre,25 à 44 ans,10,43.93
2016,Terre-Neuve-et-Labrador,Total - Genre,25 à 54 ans,10,46.63
2016,Terre-Neuve-et-Labrador,Total - Genre,25 ans et plus,10,40.73
2016,Terre-Neuve-et-Labrador,Total - Genre,45 ans et plus,10,32.39
2016,Terre-Neuve-et-Labrador,Total - Genre,55 à 64 ans,10,29.31
2016,Terre-Neuve-et-Labrador,Total - Genre,55 ans et plus,10,22.09
2016,Terre-Neuve-et-Labrador,Total - Genre,65 ans et plus,10,0.0
2016,Terre-Neuve-et-Labrador,Femmes+,15 à 24 ans,10,12.16
2016,Terre-Neuve-et-Labrador,Femmes+,15 ans et plus,10,36.96
2016,Terre-Neuve-et-Labrador,Femmes+,25 à 44 ans,10,43.21
2016,Terre-Neuve-et-Labrador,Femmes+,25 à 54 ans,10,46.88
2016,Terre-Neuve-et-Labrador,Femmes+,25 ans et plus,10,41.53
2016,Terre-Neuve-et-Labrador,Femmes+,45 ans et plus,10,31.37
2016,Terre-Neuve-et-Labrador,Femmes+,55 à 64 ans,10,21.95
2016,Terre-Neuve-et-Labrador,Femmes+,55 ans et plus,10,20.0
2016,Terre-Neuve-et-Labrador,Femmes+,65 ans et plus,10,0.0
2016,Nouvelle-Écosse,Hommes+,15 à 24 ans,12,23.39
2016,Nouvelle-Écosse,Hommes+,15 ans et plus,12,30.74
2016,Nouvelle-Écosse,Hommes+,25 à 44 ans,12,37.5
2016,Nouvelle-Écosse,Hommes+,25 à 54 ans,12,45.45
2016,Nouvelle-Écosse,Hommes+,25 ans et plus,12,33.96
2016,Nouvelle-Écosse,Hommes+,45 ans et plus,12,21.82
2016,Nouvelle-Écosse,Hommes+,55 à 64 ans,12,15.91
2016,Nouvelle-Écosse,Hommes+,55 ans et plus,12,12.2
2016,Nouvelle-Écosse,Hommes+,65 ans et plus,12,0.0
2016,Nouvelle-Écosse,Total - Genre,15 à 24 ans,12,24.82
2016,Nouvelle-Écosse,Total - Genre,15 ans et plus,12,27.58
2016,Nouvelle-Écosse,Total - Genre,25 à 44 ans,12,37.14
2016,Nouvelle-Écosse,Total - Genre,25 à 54 ans,12,37.05
2016,Nouvelle-Écosse,Total - Genre,25 ans et plus,12,28.96
2016,Nouvelle-Écosse,Total - Genre,45 ans et plus,12,24.48
2016,Nouvelle-Écosse,Total - Genre,55 à 64 ans,12,18.12
2016,Nouvelle-Écosse,Total - Genre,55 ans et plus,12,14.29
2016,Nouvelle-Écosse,Total - Genre,65 ans et plus,12,7.59
2016,Nouvelle-Écosse,Femmes+,15 à 24 ans,12,20.67
2016,Nouvelle-Écosse,Femmes+,15 ans et plus,12,25.93
2016,Nouvelle-Écosse,Femmes+,25 à 44 ans,12,32.72
2016,Nouvelle-Écosse,Femmes+,25 à 54 ans,12,32.28
2016,Nouvelle-Écosse,Femmes+,25 ans et plus,12,27.18
2016,Nouvelle-Écosse,Femmes+,45 ans et plus,12,23.25
2016,Nouvelle-Écosse,Femmes+,55 à 64 ans,12,12.63
2016,Nouvelle-Écosse,Femmes+,55 ans et plus,12,11.03
2016,Nouvelle-Écosse,Femmes+,65 ans et plus,12,0.0
2016,Ontario,Hommes+,15 à 24 ans,35,21.1
2016,Ontario,Hommes+,15 ans et plus,35,28.26
2016,Ontario,Hommes+,25 à 44 ans,35,47.54
2016,Ontario,Hommes+,25 à 54 ans,35,47.07
2016,Ontario,Hommes+,25 ans et plus,35,33.81
2016,Ontario,Hommes+,45 ans et plus,35,26.06
2016,Ontario,Hommes+,55 à 64 ans,35,27.4
2016,Ontario,Hommes+,55 ans et plus,35,18.91
2016,Ontario,Hommes+,65 ans et plus,35,7.15
2016,Ontario,Total - Genre,15 à 24 ans,35,20.57
2016,Ontario,Total - Genre,15 ans et plus,35,27.71
2016,Ontario,Total - Genre,25 à 44 ans,35,38.66
2016,Ontario,Total - Genre,25 à 54 ans,35,39.12
2016,Ontario,Total - Genre,25 ans et plus,35,31.68
2016,Ontario,Total - Genre,45 ans et plus,35,26.73
2016,Ontario,Total - Genre,55 à 64 ans,35,26.21
2016,Ontario,Total - Genre,55 ans et plus,35,19.46
2016,Ontario,Total - Genre,65 ans et plus,35,7.81
2016,Ontario,Femmes+,15 à 24 ans,35,20.11
2016,Ontario,Femmes+,15 ans et plus,35,27.42
2016,Ontario,Femmes+,25 à 44 ans,35,35.29
2016,Ontario,Femmes+,25 à 54 ans,35,36.2
2016,Ontario,Femmes+,25 ans et plus,35,30.7
2016,Ontario,Femmes+,45 ans et plus,35,27.12
2016,Ontario,Femmes+,55 à 64 ans,35,25.65
2016,Ontario,Femmes+,55 ans et plus,35,19.91
2016,Ontario,Femmes+,65 ans et plus,35,5.7
2016,Île-du-Prince-Édouard,Hommes+,15 à 24 ans,11,0.0
2016,Île-du-Prince-Édouard,Hommes+,15 ans et plus,11,28.57
2016,Île-du-Prince-Édouard,Hommes+,25 à 44 ans,11,28.57
2016,Île-du-Prince-Édouard,Hommes+,25 à 54 ans,11,45.45
2016,Île-du-Prince-Édouard,Hommes+,25 ans et plus,11,28.0
2016,Île-du-Prince-Édouard,Hommes+,45 ans et plus,11,16.67
2016,Île-du-Prince-Édouard,Hommes+,55 à 64 ans,11,0.0
2016,Île-du-Prince-Édouard,Hommes+,55 ans et plus,11,14.29
2016,Île-du-Prince-Édouard,Hommes+,65 ans et plus,11,0.0
2016,Île-du-Prince-Édouard,Total - Genre,15 à 24 ans,11,17.39
2016,Île-du-Prince-Édouard,Total - Genre,15 ans et plus,11,28.0
2016,Île-du-Prince-Édouard,Total - Genre,25 à 44 ans,11,35.71
2016,Île-du-Prince-Édouard,Total - Genre,25 à 54 ans,11,36.36
2016,Île-du-Prince-Édouard,Total - Genre,25 ans et plus,11,30.38
2016,Île-du-Prince-Édouard,Total - Genre,45 ans et plus,11,22.0
2016,Île-du-Prince-Édouard,Total - Genre,55 à 64 ans,11,25.0
2016,Île-du-Prince-Édouard,Total - Genre,55 ans et plus,11,20.59
2016,Île-du-Prince-Édouard,Total - Genre,65 ans et plus,11,0.0
2016,Île-du-Prince-Édouard,Femmes+,15 à 24 ans,11,17.24
2016,Île-du-Prince-Édouard,Femmes+,15 ans et plus,11,26.83
2016,Île-du-Prince-Édouard,Femmes+,25 à 44 ans,11,28.57
2016,Île-du-Prince-Édouard,Femmes+,25 à 54 ans,11,33.33
2016,Île-du-Prince-Édouard,Femmes+,25 ans et plus,11,29.63
2016,Île-du-Prince-Édouard,Femmes+,45 ans et plus,11,24.24
2016,Île-du-Prince-Édouard,Femmes+,55 à 64 ans,11,14.29
2016,Île-du-Prince-Édouard,Femmes+,55 ans et plus,11,9.52
2016,Île-du-Prince-Édouard,Femmes+,65 ans et plus,11,0.0
2016,Québec,Hommes+,15 à 24 ans,24,15.1
2016,Québec,Hommes+,15 ans et plus,24,24.04
2016,Québec,Hommes+,25 à 44 ans,24,42.93
2016,Québec,Hommes+,25 à 54 ans,24,43.17
2016,Québec,Hommes+,25 ans et plus,24,31.04
2016,Québec,Hommes+,45 ans et plus,24,24.31
2016,Québec,Hommes+,55 à 64 ans,24,19.72
2016,Québec,Hommes+,55 ans et plus,24,15.71
2016,Québec,Hommes+,65 ans et plus,24,5.6
2016,Québec,Total - Genre,15 à 24 ans,24,13.72
2016,Québec,Total - Genre,15 ans et plus,24,22.28
2016,Québec,Total - Genre,25 à 44 ans,24,34.12
2016,Québec,Total - Genre,25 à 54 ans,24,34.31
2016,Québec,Total - Genre,25 ans et plus,24,27.62
2016,Québec,Total - Genre,45 ans et plus,24,23.01
2016,Québec,Total - Genre,55 à 64 ans,24,21.8
2016,Québec,Total - Genre,55 ans et plus,24,16.71
2016,Québec,Total - Genre,65 ans et plus,24,4.92
2016,Québec,Femmes+,15 à 24 ans,24,12.92
2016,Québec,Femmes+,15 ans et plus,24,21.28
2016,Québec,Femmes+,25 à 44 ans,24,30.47
2016,Québec,Femmes+,25 à 54 ans,24,30.71
2016,Québec,Femmes+,25 ans et plus,24,25.91
2016,Québec,Femmes+,45 ans et plus,24,22.25
2016,Québec,Femmes+,55 à 64 ans,24,18.02
2016,Québec,Femmes+,55 ans et plus,24,14.93
2016,Québec,Femmes+,65 ans et plus,24,0.0
2016,Saskatchewan,Hommes+,15 à 24 ans,47,16.53
2016,Saskatchewan,Hommes+,15 ans et plus,47,26.42
2016,Saskatchewan,Hommes+,25 à 44 ans,47,50.0
2016,Saskatchewan,Hommes+,25 à 54 ans,47,46.51
2016,Saskatchewan,Hommes+,25 ans et plus,47,27.41
2016,Saskatchewan,Hommes+,45 ans et plus,47,17.65
2016,Saskatchewan,Hommes+,55 à 64 ans,47,16.33
2016,Saskatchewan,Hommes+,55 ans et plus,47,9.01
2016,Saskatchewan,Hommes+,65 ans et plus,47,0.0
2016,Saskatchewan,Total - Genre,15 à 24 ans,47,17.89
2016,Saskatchewan,Total - Genre,15 ans et plus,47,20.89
2016,Saskatchewan,Total - Genre,25 à 44 ans,47,29.18
2016,Saskatchewan,Total - Genre,25 à 54 ans,47,30.25
2016,Saskatchewan,Total - Genre,25 ans et plus,47,22.53
2016,Saskatchewan,Total - Genre,45 ans et plus,47,18.03
2016,Saskatchewan,Total - Genre,55 à 64 ans,47,14.69
2016,Saskatchewan,Total - Genre,55 ans et plus,47,10.1
2016,Saskatchewan,Total - Genre,65 ans et plus,47,0.0
2016,Saskatchewan,Femmes+,15 à 24 ans,47,11.46
2016,Saskatchewan,Femmes+,15 ans et plus,47,18.5
2016,Saskatchewan,Femmes+,25 à 44 ans,47,22.73
2016,Saskatchewan,Femmes+,25 à 54 ans,47,24.52
2016,Saskatchewan,Femmes+,25 ans et plus,47,19.4
2016,Saskatchewan,Femmes+,45 ans et plus,47,16.79
2016,Saskatchewan,Femmes+,55 à 64 ans,47,10.94
2016,Saskatchewan,Femmes+,55 ans et plus,47,7.53
2016,Saskatchewan,Femmes+,65 ans et plus,47,0.0
2017,Alberta,Hommes+,15 à 24 ans,48,19.26
2017,Alberta,Hommes+,15 ans et plus,48,30.79
2017,Alberta,Hommes+,25 à 44 ans,48,48.79
2017,Alberta,Hommes+,25 à 54 ans,48,49.75
2017,Alberta,Hommes+,25 ans et plus,48,37.34
2017,Alberta,Hommes+,45 ans et plus,48,26.98
2017,Alberta,Hommes+,55 à 64 ans,48,19.39
2017,Alberta,Hommes+,55 ans et plus,48,12.96
2017,Alberta,Hommes+,65 ans et plus,48,0.0
2017,Alberta,Total - Genre,15 à 24 ans,48,21.6
2017,Alberta,Total - Genre,15 ans et plus,48,26.31
2017,Alberta,Total - Genre,25 à 44 ans,48,31.7
2017,Alberta,Total - Genre,25 à 54 ans,48,32.93
2017,Alberta,Total - Genre,25 ans et plus,48,28.51
2017,Alberta,Total - Genre,45 ans et plus,48,25.62
2017,Alberta,Total - Genre,55 à 64 ans,48,26.59
2017,Alberta,Total - Genre,55 ans et plus,48,20.1
2017,Alberta,Total - Genre,65 ans et plus,48,6.08
2017,Alberta,Femmes+,15 à 24 ans,48,21.83
2017,Alberta,Femmes+,15 ans et plus,48,24.27
2017,Alberta,Femmes+,25 à 44 ans,48,26.37
2017,Alberta,Femmes+,25 à 54 ans,48,27.52
2017,Alberta,Femmes+,25 ans et plus,48,25.11
2017,Alberta,Femmes+,45 ans et plus,48,23.81
2017,Alberta,Femmes+,55 à 64 ans,48,22.22
2017,Alberta,Femmes+,55 ans et plus,48,17.97
2017,Alberta,Femmes+,65 ans et plus,48,0.0
2017,Colombie-Britannique,Hommes+,15 à 24 ans,59,17.4
2017,Colombie-Britannique,Hommes+,15 ans et plus,59,24.31
2017,Colombie-Britannique,Hommes+,25 à 44 ans,59,39.6
2017,Colombie-Britannique,Hommes+,25 à 54 ans,59,39.77
2017,Colombie-Britannique,Hommes+,25 ans et plus,59,28.7
2017,Colombie-Britannique,Hommes+,45 ans et plus,59,23.12
2017,Colombie-Britannique,Hommes+,55 à 64 ans,59,11.63
2017,Colombie-Britannique,Hommes+,55 ans et plus,59,14.18
2017,Colombie-Britannique,Hommes+,65 ans et plus,59,0.0
2017,Colombie-Britannique,Total - Genre,15 à 24 ans,59,16.89
2017,Colombie-Britannique,Total - Genre,15 ans et plus,59,20.74
2017,Colombie-Britannique,Total - Genre,25 à 44 ans,59,27.33
2017,Colombie-Britannique,Total - Genre,25 à 54 ans,59,27.04
2017,Colombie-Britannique,Total - Genre,25 ans et plus,59,22.55
2017,Colombie-Britannique,Total - Genre,45 ans et plus,59,19.29
2017,Colombie-Britannique,Total - Genre,55 à 64 ans,59,19.69
2017,Colombie-Britannique,Total - Genre,55 ans et plus,59,15.16
2017,Colombie-Britannique,Total - Genre,65 ans et plus,59,5.06
2017,Colombie-Britannique,Femmes+,15 à 24 ans,59,16.42
2017,Colombie-Britannique,Femmes+,15 ans et plus,59,18.81
2017,Colombie-Britannique,Femmes+,25 à 44 ans,59,22.94
2017,Colombie-Britannique,Femmes+,25 à 54 ans,59,22.54
2017,Colombie-Britannique,Femmes+,25 ans et plus,59,19.8
2017,Colombie-Britannique,Femmes+,45 ans et plus,59,17.3
2017,Colombie-Britannique,Femmes+,55 à 64 ans,59,13.55
2017,Colombie-Britannique,Femmes+,55 ans et plus,59,12.97
2017,Colombie-Britannique,Femmes+,65 ans et plus,59,5.81
2017,Canada,Hommes+,15 à 24 ans,,18.48
2017,Canada,Hommes+,15 ans et plus,,25.69
2017,Canada,Hommes+,25 à 44 ans,,43.87
2017,Canada,Hommes+,25 à 54 ans,,45.03
2017,Canada,Hommes+,25 ans et plus,,31.08
2017,Canada,Hommes+,45 ans et plus,,23.79
2017,Canada,Hommes+,55 à 64 ans,,25.73
2017,Canada,Hommes+,55 ans et plus,,16.0
2017,Canada,Hommes+,65 ans et plus,,5.44
2017,Canada,Total - Genre,15 à 24 ans,,17.68
2017,Canada,Total - Genre,25 à 44 ans,,34.41
2017,Canada,Total - Genre,25 à 54 ans,,34.52
2017,Canada,Total - Genre,25 ans et plus,,27.71
2017,Canada,Total - Genre,45 ans et plus,,22.82
2017,Canada,Total - Genre,55 à 64 ans,,22.77
2017,Canada,Total - Genre,55 ans et plus,,16.68
2017,Canada,Total - Genre,65 ans et plus,,6.61
2017,Canada,Femmes+,15 à 24 ans,,17.07
2017,Canada,Femmes+,15 ans et plus,,23.35
2017,Canada,Femmes+,25 à 44 ans,,30.89
2017,Canada,Femmes+,25 à 54 ans,,30.76
2017,Canada,Femmes+,25 ans et plus,,26.18
2017,Canada,Femmes+,45 ans et plus,,22.31
2017,Canada,Femmes+,55 à 64 ans,,21.4
2017,Canada,Femmes+,55 ans et plus,,17.11
2017,Canada,Femmes+,65 ans et plus,,6.54
2017,Manitoba,Hommes+,15 à 24 ans,46,21.69
2017,Manitoba,Hommes+,15 ans et plus,46,24.76
2017,Manitoba,Hommes+,25 à 44 ans,46,35.96
2017,Manitoba,Hommes+,25 à 54 ans,46,42.37
2017,Manitoba,Hommes+,25 ans et plus,46,27.66
2017,Manitoba,Hommes+,45 ans et plus,46,17.81
2017,Manitoba,Hommes+,55 à 64 ans,46,10.91
2017,Manitoba,Hommes+,55 ans et plus,46,5.98
2017,Manitoba,Hommes+,65 ans et plus,46,0.0
2017,Manitoba,Total - Genre,15 à 24 ans,46,20.22
2017,Manitoba,Total - Genre,15 ans et plus,46,22.43
2017,Manitoba,Total - Genre,25 à 44 ans,46,31.05
2017,Manitoba,Total - Genre,25 à 54 ans,46,30.8
2017,Manitoba,Total - Genre,25 ans et plus,46,23.8
2017,Manitoba,Total - Genre,45 ans et plus,46,18.48
2017,Manitoba,Total - Genre,55 à 64 ans,46,14.59
2017,Manitoba,Total - Genre,55 ans et plus,46,11.61
2017,Manitoba,Total - Genre,65 ans et plus,46,0.0
2017,Manitoba,Femmes+,15 à 24 ans,46,19.17
2017,Manitoba,Femmes+,15 ans et plus,46,21.28
2017,Manitoba,Femmes+,25 à 44 ans,46,27.86
2017,Manitoba,Femmes+,25 à 54 ans,46,27.15
2017,Manitoba,Femmes+,25 ans et plus,46,22.22
2017,Manitoba,Femmes+,45 ans et plus,46,17.52
2017,Manitoba,Femmes+,55 à 64 ans,46,10.77
2017,Manitoba,Femmes+,55 ans et plus,46,8.81
2017,Manitoba,Femmes+,65 ans et plus,46,0.0
2017,Nouveau-Brunswick,Hommes+,15 à 24 ans,13,10.0
2017,Nouveau-Brunswick,Hommes+,15 ans et plus,13,25.56
2017,Nouveau-Brunswick,Hommes+,25 à 44 ans,13,43.33
2017,Nouveau-Brunswick,Hommes+,25 à 54 ans,13,42.86
2017,Nouveau-Brunswick,Hommes+,25 ans et plus,13,29.09
2017,Nouveau-Brunswick,Hommes+,45 ans et plus,13,13.75
2017,Nouveau-Brunswick,Hommes+,55 à 64 ans,13,0.0
2017,Nouveau-Brunswick,Hommes+,55 ans et plus,13,11.59
2017,Nouveau-Brunswick,Hommes+,65 ans et plus,13,0.0
2017,Nouveau-Brunswick,Total - Genre,15 à 24 ans,13,18.82
2017,Nouveau-Brunswick,Total - Genre,15 ans et plus,13,25.61
2017,Nouveau-Brunswick,Total - Genre,25 à 44 ans,13,40.68
2017,Nouveau-Brunswick,Total - Genre,25 à 54 ans,13,39.44
2017,Nouveau-Brunswick,Total - Genre,25 ans et plus,13,27.3
2017,Nouveau-Brunswick,Total - Genre,45 ans et plus,13,19.13
2017,Nouveau-Brunswick,Total - Genre,55 à 64 ans,13,13.04
2017,Nouveau-Brunswick,Total - Genre,55 ans et plus,13,13.1
2017,Nouveau-Brunswick,Total - Genre,65 ans et plus,13,6.58
2017,Nouveau-Brunswick,Femmes+,15 à 24 ans,13,17.95
2017,Nouveau-Brunswick,Femmes+,15 ans et plus,13,24.23
2017,Nouveau-Brunswick,Femmes+,25 à 44 ans,13,26.14
2017,Nouveau-Brunswick,Femmes+,25 à 54 ans,13,34.53
2017,Nouveau-Brunswick,Femmes+,25 ans et plus,13,26.05
2017,Nouveau-Brunswick,Femmes+,45 ans et plus,13,19.33
2017,Nouveau-Brunswick,Femmes+,55 à 64 ans,13,13.64
2017,Nouveau-Brunswick,Femmes+,55 ans et plus,13,10.1
2017,Nouveau-Brunswick,Femmes+,65 ans et plus,13,0.0
2017,Terre-Neuve-et-Labrador,Hommes+,15 à 24 ans,10,12.07
2017,Terre-Neuve-et-Labrador,Hommes+,15 ans et plus,10,34.48
2017,Terre-Neuve-et-Labrador,Hommes+,25 à 44 ans,10,47.83
2017,Terre-Neuve-et-Labrador,Hommes+,25 à 54 ans,10,48.39
2017,Terre-Neuve-et-Labrador,Hommes+,25 ans et plus,10,39.66
2017,Terre-Neuve-et-Labrador,Hommes+,45 ans et plus,10,25.71
2017,Terre-Neuve-et-Labrador,Hommes+,55 à 64 ans,10,0.0
2017,Terre-Neuve-et-Labrador,Hommes+,55 ans et plus,10,22.22
2017,Terre-Neuve-et-Labrador,Hommes+,65 ans et plus,10,0.0
2017,Terre-Neuve-et-Labrador,Total - Genre,15 à 24 ans,10,17.27
2017,Terre-Neuve-et-Labrador,Total - Genre,15 ans et plus,10,37.32
2017,Terre-Neuve-et-Labrador,Total - Genre,25 à 44 ans,10,48.24
2017,Terre-Neuve-et-Labrador,Total - Genre,25 à 54 ans,10,55.56
2017,Terre-Neuve-et-Labrador,Total - Genre,25 ans et plus,10,47.55
2017,Terre-Neuve-et-Labrador,Total - Genre,45 ans et plus,10,43.7
2017,Terre-Neuve-et-Labrador,Total - Genre,55 à 64 ans,10,33.33
2017,Terre-Neuve-et-Labrador,Total - Genre,55 ans et plus,10,32.05
2017,Terre-Neuve-et-Labrador,Total - Genre,65 ans et plus,10,0.0
2017,Terre-Neuve-et-Labrador,Femmes+,15 à 24 ans,10,15.0
2017,Terre-Neuve-et-Labrador,Femmes+,15 ans et plus,10,37.61
2017,Terre-Neuve-et-Labrador,Femmes+,25 à 44 ans,10,43.55
2017,Terre-Neuve-et-Labrador,Femmes+,25 à 54 ans,10,54.74
2017,Terre-Neuve-et-Labrador,Femmes+,25 ans et plus,10,46.58
2017,Terre-Neuve-et-Labrador,Femmes+,45 ans et plus,10,39.29
2017,Terre-Neuve-et-Labrador,Femmes+,55 à 64 ans,10,23.08
2017,Terre-Neuve-et-Labrador,Femmes+,55 ans et plus,10,17.31
2017,Terre-Neuve-et-Labrador,Femmes+,65 ans et plus,10,0.0
2017,Nouvelle-Écosse,Hommes+,15 à 24 ans,12,17.24
2017,Nouvelle-Écosse,Hommes+,15 ans et plus,12,26.83
2017,Nouvelle-Écosse,Hommes+,25 à 44 ans,12,28.81
2017,Nouvelle-Écosse,Hommes+,25 à 54 ans,12,34.15
2017,Nouvelle-Écosse,Hommes+,25 ans et plus,12,26.32
2017,Nouvelle-Écosse,Hommes+,45 ans et plus,12,18.75
2017,Nouvelle-Écosse,Hommes+,55 à 64 ans,12,12.5
2017,Nouvelle-Écosse,Hommes+,55 ans et plus,12,8.99
2017,Nouvelle-Écosse,Hommes+,65 ans et plus,12,0.0
2017,Nouvelle-Écosse,Total - Genre,15 à 24 ans,12,20.7
2017,Nouvelle-Écosse,Total - Genre,15 ans et plus,12,25.86
2017,Nouvelle-Écosse,Total - Genre,25 à 44 ans,12,35.27
2017,Nouvelle-Écosse,Total - Genre,25 à 54 ans,12,37.03
2017,Nouvelle-Écosse,Total - Genre,25 ans et plus,12,28.29
2017,Nouvelle-Écosse,Total - Genre,45 ans et plus,12,25.07
2017,Nouvelle-Écosse,Total - Genre,55 à 64 ans,12,18.54
2017,Nouvelle-Écosse,Total - Genre,55 ans et plus,12,15.45
2017,Nouvelle-Écosse,Total - Genre,65 ans et plus,12,6.32
2017,Nouvelle-Écosse,Femmes+,15 à 24 ans,12,15.98
2017,Nouvelle-Écosse,Femmes+,15 ans et plus,12,25.36
2017,Nouvelle-Écosse,Femmes+,25 à 44 ans,12,33.11
2017,Nouvelle-Écosse,Femmes+,25 à 54 ans,12,34.62
2017,Nouvelle-Écosse,Femmes+,25 ans et plus,12,28.64
2017,Nouvelle-Écosse,Femmes+,45 ans et plus,12,25.51
2017,Nouvelle-Écosse,Femmes+,55 à 64 ans,12,17.12
2017,Nouvelle-Écosse,Femmes+,55 ans et plus,12,14.01
2017,Nouvelle-Écosse,Femmes+,65 ans et plus,12,0.0
2017,Ontario,Hommes+,15 à 24 ans,35,20.51
2017,Ontario,Hommes+,15 ans et plus,35,26.57
2017,Ontario,Hommes+,25 à 44 ans,35,43.24
2017,Ontario,Hommes+,25 à 54 ans,35,46.06
2017,Ontario,Hommes+,25 ans et plus,35,31.53
2017,Ontario,Hommes+,45 ans et plus,35,24.89
2017,Ontario,Hommes+,55 à 64 ans,35,26.46
2017,Ontario,Hommes+,55 ans et plus,35,15.29
2017,Ontario,Hommes+,65 ans et plus,35,4.32
2017,Ontario,Total - Genre,15 à 24 ans,35,19.99
2017,Ontario,Total - Genre,15 ans et plus,35,26.45
2017,Ontario,Total - Genre,25 à 44 ans,35,37.88
2017,Ontario,Total - Genre,25 à 54 ans,35,38.18
2017,Ontario,Total - Genre,25 ans et plus,35,30.13
2017,Ontario,Total - Genre,45 ans et plus,35,24.58
2017,Ontario,Total - Genre,55 à 64 ans,35,23.77
2017,Ontario,Total - Genre,55 ans et plus,35,17.08
2017,Ontario,Total - Genre,65 ans et plus,35,5.69
2017,Ontario,Femmes+,15 à 24 ans,35,19.53
2017,Ontario,Femmes+,15 ans et plus,35,26.37
2017,Ontario,Femmes+,25 à 44 ans,35,35.86
2017,Ontario,Femmes+,25 à 54 ans,35,35.3
2017,Ontario,Femmes+,25 ans et plus,35,29.5
2017,Ontario,Femmes+,45 ans et plus,35,24.46
2017,Ontario,Femmes+,55 à 64 ans,35,22.77
2017,Ontario,Femmes+,55 ans et plus,35,18.21
2017,Ontario,Femmes+,65 ans et plus,35,7.12
2017,Île-du-Prince-Édouard,Hommes+,15 à 24 ans,11,0.0
2017,Île-du-Prince-Édouard,Hommes+,15 ans et plus,11,19.05
2017,Île-du-Prince-Édouard,Hommes+,25 à 44 ans,11,0.0
2017,Île-du-Prince-Édouard,Hommes+,25 à 54 ans,11,20.0
2017,Île-du-Prince-Édouard,Hommes+,25 ans et plus,11,20.83
2017,Île-du-Prince-Édouard,Hommes+,45 ans et plus,11,11.11
2017,Île-du-Prince-Édouard,Hommes+,55 à 64 ans,11,0.0
2017,Île-du-Prince-Édouard,Hommes+,55 ans et plus,11,0.0
2017,Île-du-Prince-Édouard,Hommes+,65 ans et plus,11,0.0
2017,Île-du-Prince-Édouard,Total - Genre,15 à 24 ans,11,13.04
2017,Île-du-Prince-Édouard,Total - Genre,15 ans et plus,11,24.17
2017,Île-du-Prince-Édouard,Total - Genre,25 à 44 ans,11,38.46
2017,Île-du-Prince-Édouard,Total - Genre,25 à 54 ans,11,42.11
2017,Île-du-Prince-Édouard,Total - Genre,25 ans et plus,11,29.33
2017,Île-du-Prince-Édouard,Total - Genre,45 ans et plus,11,16.33
2017,Île-du-Prince-Édouard,Total - Genre,55 à 64 ans,11,10.53
2017,Île-du-Prince-Édouard,Total - Genre,55 ans et plus,11,13.51
2017,Île-du-Prince-Édouard,Total - Genre,65 ans et plus,11,0.0
2017,Île-du-Prince-Édouard,Femmes+,15 à 24 ans,11,7.14
2017,Île-du-Prince-Édouard,Femmes+,15 ans et plus,11,25.32
2017,Île-du-Prince-Édouard,Femmes+,25 à 44 ans,11,31.58
2017,Île-du-Prince-Édouard,Femmes+,25 à 54 ans,11,35.71
2017,Île-du-Prince-Édouard,Femmes+,25 ans et plus,11,29.41
2017,Île-du-Prince-Édouard,Femmes+,45 ans et plus,11,16.13
2017,Île-du-Prince-Édouard,Femmes+,55 à 64 ans,11,15.38
2017,Île-du-Prince-Édouard,Femmes+,55 ans et plus,11,9.09
2017,Île-du-Prince-Édouard,Femmes+,65 ans et plus,11,0.0
2017,Québec,Hommes+,15 à 24 ans,24,12.79
2017,Québec,Hommes+,15 ans et plus,24,22.45
2017,Québec,Hommes+,25 à 44 ans,24,44.23
2017,Québec,Hommes+,25 à 54 ans,24,42.81
2017,Québec,Hommes+,25 ans et plus,24,29.46
2017,Québec,Hommes+,45 ans et plus,24,20.76
2017,Québec,Hommes+,55 à 64 ans,24,24.06
2017,Québec,Hommes+,55 ans et plus,24,15.0
2017,Québec,Hommes+,65 ans et plus,24,0.0
2017,Québec,Total - Genre,15 à 24 ans,24,11.36
2017,Québec,Total - Genre,15 ans et plus,24,21.05
2017,Québec,Total - Genre,25 à 44 ans,24,34.84
2017,Québec,Total - Genre,25 à 54 ans,24,34.09
2017,Québec,Total - Genre,25 ans et plus,24,26.92
2017,Québec,Total - Genre,45 ans et plus,24,21.06
2017,Québec,Total - Genre,55 à 64 ans,24,21.35
2017,Québec,Total - Genre,55 ans et plus,24,15.52
2017,Québec,Total - Genre,65 ans et plus,24,5.05
2017,Québec,Femmes+,15 à 24 ans,24,10.31
2017,Québec,Femmes+,15 ans et plus,24,20.21
