Year,Géographie,Groupe d'âge,Sexe,Revenu du ménage,Plus haut niveau de scolarité,Series,GeoCode,Value
2019,Canada,18 à 34 ans,Les deux sexes,,,Âgés de 18 ans et plus,,62.5
2019,Canada,18 à 34 ans,Hommes,,,Âgés de 18 ans et plus,,60.2
2019,Canada,18 à 34 ans,Femmes,,,Âgés de 18 ans et plus,,64.9
2019,Canada,35 à 49 ans,Les deux sexes,,,Âgés de 18 ans et plus,,67.4
2019,Canada,35 à 49 ans,Hommes,,,Âgés de 18 ans et plus,,64.9
2019,Canada,35 à 49 ans,Femmes,,,Âgés de 18 ans et plus,,69.9
2019,Canada,50 à 64 ans,Les deux sexes,,,Âgés de 18 ans et plus,,70.0
2019,Canada,50 à 64 ans,Hommes,,,Âgés de 18 ans et plus,,69.5
2019,Canada,50 à 64 ans,Femmes,,,Âgés de 18 ans et plus,,70.4
2019,Canada,65 ans et plus,Les deux sexes,,,Âgés de 18 ans et plus,,75.8
2019,Canada,65 ans et plus,Hommes,,,Âgés de 18 ans et plus,,76.9
2019,Canada,65 ans et plus,Femmes,,,Âgés de 18 ans et plus,,75.0
2019,Terre-Neuve-et-Labrador,"Total, 18 ans et plus",Les deux sexes,,,Âgés de 18 ans et plus,10,78.9
2019,Terre-Neuve-et-Labrador,"Total, 18 ans et plus",Hommes,,,Âgés de 18 ans et plus,10,78.3
2019,Terre-Neuve-et-Labrador,"Total, 18 ans et plus",Femmes,,,Âgés de 18 ans et plus,10,79.5
2019,Terre-Neuve-et-Labrador,18 à 34 ans,Les deux sexes,,,Âgés de 18 ans et plus,10,67.8
2019,Terre-Neuve-et-Labrador,18 à 34 ans,Hommes,,,Âgés de 18 ans et plus,10,65.6
2019,Terre-Neuve-et-Labrador,18 à 34 ans,Femmes,,,Âgés de 18 ans et plus,10,70.2
2019,Terre-Neuve-et-Labrador,35 à 49 ans,Les deux sexes,,,Âgés de 18 ans et plus,10,74.6
2019,Terre-Neuve-et-Labrador,35 à 49 ans,Hommes,,,Âgés de 18 ans et plus,10,79.9
2019,Terre-Neuve-et-Labrador,35 à 49 ans,Femmes,,,Âgés de 18 ans et plus,10,69.6
2019,Terre-Neuve-et-Labrador,50 à 64 ans,Les deux sexes,,,Âgés de 18 ans et plus,10,83.7
2019,Terre-Neuve-et-Labrador,50 à 64 ans,Hommes,,,Âgés de 18 ans et plus,10,80.7
2019,Terre-Neuve-et-Labrador,50 à 64 ans,Femmes,,,Âgés de 18 ans et plus,10,86.6
2019,Terre-Neuve-et-Labrador,65 ans et plus,Les deux sexes,,,Âgés de 18 ans et plus,10,87.3
2019,Terre-Neuve-et-Labrador,65 ans et plus,Hommes,,,Âgés de 18 ans et plus,10,86.3
2019,Terre-Neuve-et-Labrador,65 ans et plus,Femmes,,,Âgés de 18 ans et plus,10,88.2
2019,Île-du-Prince-Édouard,"Total, 18 ans et plus",Les deux sexes,,,Âgés de 18 ans et plus,11,73.6
2019,Île-du-Prince-Édouard,"Total, 18 ans et plus",Hommes,,,Âgés de 18 ans et plus,11,75.0
2019,Île-du-Prince-Édouard,"Total, 18 ans et plus",Femmes,,,Âgés de 18 ans et plus,11,72.3
2019,Île-du-Prince-Édouard,18 à 34 ans,Les deux sexes,,,Âgés de 18 ans et plus,11,64.9
2019,Île-du-Prince-Édouard,18 à 34 ans,Hommes,,,Âgés de 18 ans et plus,11,60.1
2019,Île-du-Prince-Édouard,18 à 34 ans,Femmes,,,Âgés de 18 ans et plus,11,70.2
2019,Île-du-Prince-Édouard,35 à 49 ans,Les deux sexes,,,Âgés de 18 ans et plus,11,75.8
2019,Île-du-Prince-Édouard,35 à 49 ans,Hommes,,,Âgés de 18 ans et plus,11,78.1
2019,Île-du-Prince-Édouard,35 à 49 ans,Femmes,,,Âgés de 18 ans et plus,11,73.8
2019,Île-du-Prince-Édouard,50 à 64 ans,Les deux sexes,,,Âgés de 18 ans et plus,11,70.5
2019,Île-du-Prince-Édouard,50 à 64 ans,Hommes,,,Âgés de 18 ans et plus,11,78.5
2019,Île-du-Prince-Édouard,50 à 64 ans,Femmes,,,Âgés de 18 ans et plus,11,62.8
2019,Île-du-Prince-Édouard,65 ans et plus,Les deux sexes,,,Âgés de 18 ans et plus,11,85.3
2019,Île-du-Prince-Édouard,65 ans et plus,Hommes,,,Âgés de 18 ans et plus,11,87.4
2019,Île-du-Prince-Édouard,65 ans et plus,Femmes,,,Âgés de 18 ans et plus,11,83.7
2019,Nouvelle-Écosse,"Total, 18 ans et plus",Les deux sexes,,,Âgés de 18 ans et plus,12,74.3
2019,Nouvelle-Écosse,"Total, 18 ans et plus",Hommes,,,Âgés de 18 ans et plus,12,73.4
2019,Nouvelle-Écosse,"Total, 18 ans et plus",Femmes,,,Âgés de 18 ans et plus,12,75.1
2019,Nouvelle-Écosse,18 à 34 ans,Les deux sexes,,,Âgés de 18 ans et plus,12,68.2
2019,Nouvelle-Écosse,18 à 34 ans,Hommes,,,Âgés de 18 ans et plus,12,68.8
2019,Nouvelle-Écosse,18 à 34 ans,Femmes,,,Âgés de 18 ans et plus,12,67.7
2019,Nouvelle-Écosse,35 à 49 ans,Les deux sexes,,,Âgés de 18 ans et plus,12,69.0
2019,Nouvelle-Écosse,35 à 49 ans,Hommes,,,Âgés de 18 ans et plus,12,64.6
2019,Nouvelle-Écosse,35 à 49 ans,Femmes,,,Âgés de 18 ans et plus,12,72.9
2019,Nouvelle-Écosse,50 à 64 ans,Les deux sexes,,,Âgés de 18 ans et plus,12,79.6
2019,Nouvelle-Écosse,50 à 64 ans,Hommes,,,Âgés de 18 ans et plus,12,80.3
2019,Nouvelle-Écosse,50 à 64 ans,Femmes,,,Âgés de 18 ans et plus,12,79.0
2019,Nouvelle-Écosse,65 ans et plus,Les deux sexes,,,Âgés de 18 ans et plus,12,79.5
2019,Nouvelle-Écosse,65 ans et plus,Hommes,,,Âgés de 18 ans et plus,12,78.7
2019,Nouvelle-Écosse,65 ans et plus,Femmes,,,Âgés de 18 ans et plus,12,80.2
2019,Nouveau-Brunswick,"Total, 18 ans et plus",Les deux sexes,,,Âgés de 18 ans et plus,13,73.4
2019,Nouveau-Brunswick,"Total, 18 ans et plus",Hommes,,,Âgés de 18 ans et plus,13,73.3
2019,Nouveau-Brunswick,"Total, 18 ans et plus",Femmes,,,Âgés de 18 ans et plus,13,73.4
2019,Nouveau-Brunswick,18 à 34 ans,Les deux sexes,,,Âgés de 18 ans et plus,13,67.6
2019,Nouveau-Brunswick,18 à 34 ans,Hommes,,,Âgés de 18 ans et plus,13,64.6
2019,Nouveau-Brunswick,18 à 34 ans,Femmes,,,Âgés de 18 ans et plus,13,70.5
2019,Nouveau-Brunswick,35 à 49 ans,Les deux sexes,,,Âgés de 18 ans et plus,13,72.8
2019,Nouveau-Brunswick,35 à 49 ans,Hommes,,,Âgés de 18 ans et plus,13,77.2
2019,Nouveau-Brunswick,35 à 49 ans,Femmes,,,Âgés de 18 ans et plus,13,68.8
2019,Nouveau-Brunswick,50 à 64 ans,Les deux sexes,,,Âgés de 18 ans et plus,13,73.2
2019,Nouveau-Brunswick,50 à 64 ans,Hommes,,,Âgés de 18 ans et plus,13,72.1
2019,Nouveau-Brunswick,50 à 64 ans,Femmes,,,Âgés de 18 ans et plus,13,74.2
2019,Nouveau-Brunswick,65 ans et plus,Les deux sexes,,,Âgés de 18 ans et plus,13,79.9
2019,Nouveau-Brunswick,65 ans et plus,Hommes,,,Âgés de 18 ans et plus,13,80.3
2019,Nouveau-Brunswick,65 ans et plus,Femmes,,,Âgés de 18 ans et plus,13,79.5
2019,Québec,"Total, 18 ans et plus",Les deux sexes,,,Âgés de 18 ans et plus,24,61.3
2019,Québec,"Total, 18 ans et plus",Hommes,,,Âgés de 18 ans et plus,24,60.1
2019,Québec,"Total, 18 ans et plus",Femmes,,,Âgés de 18 ans et plus,24,62.5
2019,Québec,18 à 34 ans,Les deux sexes,,,Âgés de 18 ans et plus,24,57.4
2019,Québec,18 à 34 ans,Hommes,,,Âgés de 18 ans et plus,24,56.7
2019,Québec,18 à 34 ans,Femmes,,,Âgés de 18 ans et plus,24,58.1
2019,Québec,35 à 49 ans,Les deux sexes,,,Âgés de 18 ans et plus,24,59.1
2019,Québec,35 à 49 ans,Hommes,,,Âgés de 18 ans et plus,24,54.3
2019,Québec,35 à 49 ans,Femmes,,,Âgés de 18 ans et plus,24,64.1
2019,Québec,50 à 64 ans,Les deux sexes,,,Âgés de 18 ans et plus,24,60.8
2019,Québec,50 à 64 ans,Hommes,,,Âgés de 18 ans et plus,24,60.0
2019,Québec,50 à 64 ans,Femmes,,,Âgés de 18 ans et plus,24,61.6
2019,Québec,65 ans et plus,Les deux sexes,,,Âgés de 18 ans et plus,24,68.9
2019,Québec,65 ans et plus,Hommes,,,Âgés de 18 ans et plus,24,71.7
2019,Québec,65 ans et plus,Femmes,,,Âgés de 18 ans et plus,24,66.6
2019,Ontario,"Total, 18 ans et plus",Les deux sexes,,,Âgés de 18 ans et plus,35,70.0
2019,Ontario,"Total, 18 ans et plus",Hommes,,,Âgés de 18 ans et plus,35,68.2
2019,Ontario,"Total, 18 ans et plus",Femmes,,,Âgés de 18 ans et plus,35,71.7
2019,Ontario,18 à 34 ans,Les deux sexes,,,Âgés de 18 ans et plus,35,63.4
2019,Ontario,18 à 34 ans,Hommes,,,Âgés de 18 ans et plus,35,59.9
2019,Ontario,18 à 34 ans,Femmes,,,Âgés de 18 ans et plus,35,66.9
2019,Ontario,35 à 49 ans,Les deux sexes,,,Âgés de 18 ans et plus,35,69.1
2019,Ontario,35 à 49 ans,Hommes,,,Âgés de 18 ans et plus,35,66.9
2019,Ontario,35 à 49 ans,Femmes,,,Âgés de 18 ans et plus,35,71.2
2019,Ontario,50 à 64 ans,Les deux sexes,,,Âgés de 18 ans et plus,35,73.0
2019,Ontario,50 à 64 ans,Hommes,,,Âgés de 18 ans et plus,35,72.8
2019,Ontario,50 à 64 ans,Femmes,,,Âgés de 18 ans et plus,35,73.2
2019,Ontario,65 ans et plus,Les deux sexes,,,Âgés de 18 ans et plus,35,77.2
2019,Ontario,65 ans et plus,Hommes,,,Âgés de 18 ans et plus,35,77.2
2019,Ontario,65 ans et plus,Femmes,,,Âgés de 18 ans et plus,35,77.2
2019,Manitoba,"Total, 18 ans et plus",Les deux sexes,,,Âgés de 18 ans et plus,46,73.8
2019,Manitoba,"Total, 18 ans et plus",Hommes,,,Âgés de 18 ans et plus,46,72.0
2019,Manitoba,"Total, 18 ans et plus",Femmes,,,Âgés de 18 ans et plus,46,75.6
2019,Manitoba,18 à 34 ans,Les deux sexes,,,Âgés de 18 ans et plus,46,69.0
2019,Manitoba,18 à 34 ans,Hommes,,,Âgés de 18 ans et plus,46,66.9
2019,Manitoba,18 à 34 ans,Femmes,,,Âgés de 18 ans et plus,46,71.3
2019,Manitoba,35 à 49 ans,Les deux sexes,,,Âgés de 18 ans et plus,46,76.3
2019,Manitoba,35 à 49 ans,Hommes,,,Âgés de 18 ans et plus,46,72.8
2019,Manitoba,35 à 49 ans,Femmes,,,Âgés de 18 ans et plus,46,79.5
2019,Manitoba,50 à 64 ans,Les deux sexes,,,Âgés de 18 ans et plus,46,74.0
2019,Manitoba,50 à 64 ans,Hommes,,,Âgés de 18 ans et plus,46,74.2
2019,Manitoba,50 à 64 ans,Femmes,,,Âgés de 18 ans et plus,46,73.8
2019,Manitoba,65 ans et plus,Les deux sexes,,,Âgés de 18 ans et plus,46,78.3
2019,Manitoba,65 ans et plus,Hommes,,,Âgés de 18 ans et plus,46,77.3
2019,Manitoba,65 ans et plus,Femmes,,,Âgés de 18 ans et plus,46,79.2
2019,Saskatchewan,"Total, 18 ans et plus",Les deux sexes,,,Âgés de 18 ans et plus,47,74.7
2019,Saskatchewan,"Total, 18 ans et plus",Hommes,,,Âgés de 18 ans et plus,47,74.8
2019,Saskatchewan,"Total, 18 ans et plus",Femmes,,,Âgés de 18 ans et plus,47,74.5
2019,Saskatchewan,18 à 34 ans,Les deux sexes,,,Âgés de 18 ans et plus,47,70.2
2019,Saskatchewan,18 à 34 ans,Hommes,,,Âgés de 18 ans et plus,47,71.9
2019,Saskatchewan,18 à 34 ans,Femmes,,,Âgés de 18 ans et plus,47,68.5
2019,Saskatchewan,35 à 49 ans,Les deux sexes,,,Âgés de 18 ans et plus,47,75.7
2019,Saskatchewan,35 à 49 ans,Hommes,,,Âgés de 18 ans et plus,47,78.5
2019,Saskatchewan,35 à 49 ans,Femmes,,,Âgés de 18 ans et plus,47,72.8
2019,Saskatchewan,50 à 64 ans,Les deux sexes,,,Âgés de 18 ans et plus,47,74.3
2019,Saskatchewan,50 à 64 ans,Hommes,,,Âgés de 18 ans et plus,47,69.2
2019,Saskatchewan,50 à 64 ans,Femmes,,,Âgés de 18 ans et plus,47,79.2
2019,Saskatchewan,65 ans et plus,Les deux sexes,,,Âgés de 18 ans et plus,47,80.8
2019,Saskatchewan,65 ans et plus,Hommes,,,Âgés de 18 ans et plus,47,82.4
2019,Saskatchewan,65 ans et plus,Femmes,,,Âgés de 18 ans et plus,47,79.4
2019,Alberta,"Total, 18 ans et plus",Les deux sexes,,,Âgés de 18 ans et plus,48,68.2
2019,Alberta,"Total, 18 ans et plus",Hommes,,,Âgés de 18 ans et plus,48,68.1
2019,Alberta,"Total, 18 ans et plus",Femmes,,,Âgés de 18 ans et plus,48,68.4
2019,Alberta,18 à 34 ans,Les deux sexes,,,Âgés de 18 ans et plus,48,62.4
2019,Alberta,18 à 34 ans,Hommes,,,Âgés de 18 ans et plus,48,60.5
2019,Alberta,18 à 34 ans,Femmes,,,Âgés de 18 ans et plus,48,64.3
2019,Alberta,35 à 49 ans,Les deux sexes,,,Âgés de 18 ans et plus,48,68.3
2019,Alberta,35 à 49 ans,Hommes,,,Âgés de 18 ans et plus,48,68.2
2019,Alberta,35 à 49 ans,Femmes,,,Âgés de 18 ans et plus,48,68.3
2019,Alberta,50 à 64 ans,Les deux sexes,,,Âgés de 18 ans et plus,48,70.7
2019,Alberta,50 à 64 ans,Hommes,,,Âgés de 18 ans et plus,48,71.9
2019,Alberta,50 à 64 ans,Femmes,,,Âgés de 18 ans et plus,48,69.6
2019,Alberta,65 ans et plus,Les deux sexes,,,Âgés de 18 ans et plus,48,75.9
2019,Alberta,65 ans et plus,Hommes,,,Âgés de 18 ans et plus,48,77.5
2019,Alberta,65 ans et plus,Femmes,,,Âgés de 18 ans et plus,48,74.4
2019,Colombie-Britannique,"Total, 18 ans et plus",Les deux sexes,,,Âgés de 18 ans et plus,59,70.2
2019,Colombie-Britannique,"Total, 18 ans et plus",Hommes,,,Âgés de 18 ans et plus,59,68.1
2019,Colombie-Britannique,"Total, 18 ans et plus",Femmes,,,Âgés de 18 ans et plus,59,72.1
2019,Colombie-Britannique,18 à 34 ans,Les deux sexes,,,Âgés de 18 ans et plus,59,62.4
2019,Colombie-Britannique,18 à 34 ans,Hommes,,,Âgés de 18 ans et plus,59,59.0
2019,Colombie-Britannique,18 à 34 ans,Femmes,,,Âgés de 18 ans et plus,59,65.8
2019,Colombie-Britannique,35 à 49 ans,Les deux sexes,,,Âgés de 18 ans et plus,59,69.8
2019,Colombie-Britannique,35 à 49 ans,Hommes,,,Âgés de 18 ans et plus,59,65.8
2019,Colombie-Britannique,35 à 49 ans,Femmes,,,Âgés de 18 ans et plus,59,73.7
2019,Colombie-Britannique,50 à 64 ans,Les deux sexes,,,Âgés de 18 ans et plus,59,70.7
2019,Colombie-Britannique,50 à 64 ans,Hommes,,,Âgés de 18 ans et plus,59,69.8
2019,Colombie-Britannique,50 à 64 ans,Femmes,,,Âgés de 18 ans et plus,59,71.6
2019,Colombie-Britannique,65 ans et plus,Les deux sexes,,,Âgés de 18 ans et plus,59,80.1
2019,Colombie-Britannique,65 ans et plus,Hommes,,,Âgés de 18 ans et plus,59,81.6
2019,Colombie-Britannique,65 ans et plus,Femmes,,,Âgés de 18 ans et plus,59,78.8
2020,Canada,"Total, 18 ans et plus",Hommes,,,Âgés de 18 ans et plus,,67.5
2020,Canada,"Total, 18 ans et plus",Femmes,,,Âgés de 18 ans et plus,,70.5
2020,Canada,18 à 34 ans,Les deux sexes,,,Âgés de 18 ans et plus,,63.1
2020,Canada,18 à 34 ans,Hommes,,,Âgés de 18 ans et plus,,59.6
2020,Canada,18 à 34 ans,Femmes,,,Âgés de 18 ans et plus,,66.6
2020,Canada,35 à 49 ans,Les deux sexes,,,Âgés de 18 ans et plus,,68.2
2020,Canada,35 à 49 ans,Hommes,,,Âgés de 18 ans et plus,,65.9
2020,Canada,35 à 49 ans,Femmes,,,Âgés de 18 ans et plus,,70.5
2020,Canada,50 à 64 ans,Les deux sexes,,,Âgés de 18 ans et plus,,70.8
2020,Canada,50 à 64 ans,Hommes,,,Âgés de 18 ans et plus,,71.5
2020,Canada,50 à 64 ans,Femmes,,,Âgés de 18 ans et plus,,70.2
2020,Canada,65 ans et plus,Les deux sexes,,,Âgés de 18 ans et plus,,75.8
2020,Canada,65 ans et plus,Hommes,,,Âgés de 18 ans et plus,,75.9
2020,Canada,65 ans et plus,Femmes,,,Âgés de 18 ans et plus,,75.7
2020,Terre-Neuve-et-Labrador,"Total, 18 ans et plus",Les deux sexes,,,Âgés de 18 ans et plus,10,79.7
2020,Terre-Neuve-et-Labrador,"Total, 18 ans et plus",Hommes,,,Âgés de 18 ans et plus,10,77.6
2020,Terre-Neuve-et-Labrador,"Total, 18 ans et plus",Femmes,,,Âgés de 18 ans et plus,10,81.6
2020,Terre-Neuve-et-Labrador,18 à 34 ans,Les deux sexes,,,Âgés de 18 ans et plus,10,81.7
2020,Terre-Neuve-et-Labrador,35 à 49 ans,Les deux sexes,,,Âgés de 18 ans et plus,10,69.8
2020,Terre-Neuve-et-Labrador,35 à 49 ans,Femmes,,,Âgés de 18 ans et plus,10,73.5
2020,Terre-Neuve-et-Labrador,50 à 64 ans,Les deux sexes,,,Âgés de 18 ans et plus,10,78.2
2020,Terre-Neuve-et-Labrador,50 à 64 ans,Hommes,,,Âgés de 18 ans et plus,10,79.7
2020,Terre-Neuve-et-Labrador,50 à 64 ans,Femmes,,,Âgés de 18 ans et plus,10,76.8
2020,Terre-Neuve-et-Labrador,65 ans et plus,Les deux sexes,,,Âgés de 18 ans et plus,10,88.5
2020,Terre-Neuve-et-Labrador,65 ans et plus,Hommes,,,Âgés de 18 ans et plus,10,88.0
2020,Terre-Neuve-et-Labrador,65 ans et plus,Femmes,,,Âgés de 18 ans et plus,10,88.9
2020,Île-du-Prince-Édouard,"Total, 18 ans et plus",Les deux sexes,,,Âgés de 18 ans et plus,11,77.1
2020,Île-du-Prince-Édouard,"Total, 18 ans et plus",Hommes,,,Âgés de 18 ans et plus,11,83.3
2020,Île-du-Prince-Édouard,"Total, 18 ans et plus",Femmes,,,Âgés de 18 ans et plus,11,71.2
2020,Île-du-Prince-Édouard,18 à 34 ans,Les deux sexes,,,Âgés de 18 ans et plus,11,70.1
2020,Île-du-Prince-Édouard,35 à 49 ans,Les deux sexes,,,Âgés de 18 ans et plus,11,76.4
2020,Île-du-Prince-Édouard,50 à 64 ans,Les deux sexes,,,Âgés de 18 ans et plus,11,78.2
2020,Île-du-Prince-Édouard,50 à 64 ans,Femmes,,,Âgés de 18 ans et plus,11,68.3
2020,Île-du-Prince-Édouard,65 ans et plus,Les deux sexes,,,Âgés de 18 ans et plus,11,84.9
2020,Île-du-Prince-Édouard,65 ans et plus,Hommes,,,Âgés de 18 ans et plus,11,86.0
2020,Île-du-Prince-Édouard,65 ans et plus,Femmes,,,Âgés de 18 ans et plus,11,84.0
2020,Nouvelle-Écosse,"Total, 18 ans et plus",Les deux sexes,,,Âgés de 18 ans et plus,12,76.8
2020,Nouvelle-Écosse,"Total, 18 ans et plus",Hommes,,,Âgés de 18 ans et plus,12,78.3
2020,Nouvelle-Écosse,"Total, 18 ans et plus",Femmes,,,Âgés de 18 ans et plus,12,75.5
2020,Nouvelle-Écosse,18 à 34 ans,Les deux sexes,,,Âgés de 18 ans et plus,12,76.5
2020,Nouvelle-Écosse,18 à 34 ans,Femmes,,,Âgés de 18 ans et plus,12,75.3
2020,Nouvelle-Écosse,35 à 49 ans,Les deux sexes,,,Âgés de 18 ans et plus,12,75.1
2020,Nouvelle-Écosse,35 à 49 ans,Hommes,,,Âgés de 18 ans et plus,12,77.4
2020,Nouvelle-Écosse,35 à 49 ans,Femmes,,,Âgés de 18 ans et plus,12,73.2
2020,Nouvelle-Écosse,50 à 64 ans,Les deux sexes,,,Âgés de 18 ans et plus,12,73.7
2020,Nouvelle-Écosse,50 à 64 ans,Hommes,,,Âgés de 18 ans et plus,12,74.9
2020,Nouvelle-Écosse,50 à 64 ans,Femmes,,,Âgés de 18 ans et plus,12,72.7
2020,Nouvelle-Écosse,65 ans et plus,Les deux sexes,,,Âgés de 18 ans et plus,12,82.2
2020,Nouvelle-Écosse,65 ans et plus,Hommes,,,Âgés de 18 ans et plus,12,83.6
2020,Nouvelle-Écosse,65 ans et plus,Femmes,,,Âgés de 18 ans et plus,12,81.1
2020,Nouveau-Brunswick,"Total, 18 ans et plus",Les deux sexes,,,Âgés de 18 ans et plus,13,71.8
2020,Nouveau-Brunswick,"Total, 18 ans et plus",Hommes,,,Âgés de 18 ans et plus,13,69.7
2020,Nouveau-Brunswick,"Total, 18 ans et plus",Femmes,,,Âgés de 18 ans et plus,13,73.7
2020,Nouveau-Brunswick,18 à 34 ans,Les deux sexes,,,Âgés de 18 ans et plus,13,64.1
2020,Nouveau-Brunswick,18 à 34 ans,Femmes,,,Âgés de 18 ans et plus,13,76.5
2020,Nouveau-Brunswick,35 à 49 ans,Les deux sexes,,,Âgés de 18 ans et plus,13,70.4
2020,Nouveau-Brunswick,35 à 49 ans,Hommes,,,Âgés de 18 ans et plus,13,74.0
2020,Nouveau-Brunswick,35 à 49 ans,Femmes,,,Âgés de 18 ans et plus,13,67.1
2020,Nouveau-Brunswick,50 à 64 ans,Les deux sexes,,,Âgés de 18 ans et plus,13,72.0
2020,Nouveau-Brunswick,50 à 64 ans,Hommes,,,Âgés de 18 ans et plus,13,72.0
2020,Nouveau-Brunswick,50 à 64 ans,Femmes,,,Âgés de 18 ans et plus,13,72.1
2020,Nouveau-Brunswick,65 ans et plus,Les deux sexes,,,Âgés de 18 ans et plus,13,80.3
2020,Nouveau-Brunswick,65 ans et plus,Hommes,,,Âgés de 18 ans et plus,13,81.8
2020,Nouveau-Brunswick,65 ans et plus,Femmes,,,Âgés de 18 ans et plus,13,79.0
2020,Québec,"Total, 18 ans et plus",Les deux sexes,,,Âgés de 18 ans et plus,24,64.6
2020,Québec,"Total, 18 ans et plus",Hommes,,,Âgés de 18 ans et plus,24,63.1
2020,Québec,"Total, 18 ans et plus",Femmes,,,Âgés de 18 ans et plus,24,66.1
2020,Québec,18 à 34 ans,Les deux sexes,,,Âgés de 18 ans et plus,24,62.0
2020,Québec,18 à 34 ans,Hommes,,,Âgés de 18 ans et plus,24,57.6
2020,Québec,18 à 34 ans,Femmes,,,Âgés de 18 ans et plus,24,66.8
2020,Québec,35 à 49 ans,Les deux sexes,,,Âgés de 18 ans et plus,24,62.3
2020,Québec,35 à 49 ans,Hommes,,,Âgés de 18 ans et plus,24,60.7
2020,Québec,35 à 49 ans,Femmes,,,Âgés de 18 ans et plus,24,63.9
2020,Québec,50 à 64 ans,Les deux sexes,,,Âgés de 18 ans et plus,24,65.1
2020,Québec,50 à 64 ans,Hommes,,,Âgés de 18 ans et plus,24,63.9
2020,Québec,50 à 64 ans,Femmes,,,Âgés de 18 ans et plus,24,66.3
2020,Québec,65 ans et plus,Les deux sexes,,,Âgés de 18 ans et plus,24,69.4
2020,Québec,65 ans et plus,Hommes,,,Âgés de 18 ans et plus,24,71.8
2020,Québec,65 ans et plus,Femmes,,,Âgés de 18 ans et plus,24,67.4
2020,Ontario,"Total, 18 ans et plus",Les deux sexes,,,Âgés de 18 ans et plus,35,70.4
2020,Ontario,"Total, 18 ans et plus",Hommes,,,Âgés de 18 ans et plus,35,68.8
2020,Ontario,"Total, 18 ans et plus",Femmes,,,Âgés de 18 ans et plus,35,72.0
2020,Ontario,18 à 34 ans,Les deux sexes,,,Âgés de 18 ans et plus,35,63.7
2020,Ontario,18 à 34 ans,Hommes,,,Âgés de 18 ans et plus,35,59.9
2020,Ontario,18 à 34 ans,Femmes,,,Âgés de 18 ans et plus,35,67.7
2020,Ontario,35 à 49 ans,Les deux sexes,,,Âgés de 18 ans et plus,35,70.0
2020,Ontario,35 à 49 ans,Hommes,,,Âgés de 18 ans et plus,35,68.0
2020,Ontario,35 à 49 ans,Femmes,,,Âgés de 18 ans et plus,35,71.9
2020,Ontario,50 à 64 ans,Les deux sexes,,,Âgés de 18 ans et plus,35,73.5
2020,Ontario,50 à 64 ans,Hommes,,,Âgés de 18 ans et plus,35,74.8
2020,Ontario,50 à 64 ans,Femmes,,,Âgés de 18 ans et plus,35,72.3
2020,Ontario,65 ans et plus,Les deux sexes,,,Âgés de 18 ans et plus,35,76.9
2020,Ontario,65 ans et plus,Hommes,,,Âgés de 18 ans et plus,35,76.4
2020,Ontario,65 ans et plus,Femmes,,,Âgés de 18 ans et plus,35,77.3
2020,Manitoba,"Total, 18 ans et plus",Les deux sexes,,,Âgés de 18 ans et plus,46,69.6
2020,Manitoba,"Total, 18 ans et plus",Hommes,,,Âgés de 18 ans et plus,46,68.9
2020,Manitoba,"Total, 18 ans et plus",Femmes,,,Âgés de 18 ans et plus,46,70.2
2020,Manitoba,18 à 34 ans,Les deux sexes,,,Âgés de 18 ans et plus,46,69.3
2020,Manitoba,18 à 34 ans,Hommes,,,Âgés de 18 ans et plus,46,72.4
2020,Manitoba,18 à 34 ans,Femmes,,,Âgés de 18 ans et plus,46,66.3
2020,Manitoba,35 à 49 ans,Les deux sexes,,,Âgés de 18 ans et plus,46,63.0
2020,Manitoba,35 à 49 ans,Hommes,,,Âgés de 18 ans et plus,46,58.6
2020,Manitoba,35 à 49 ans,Femmes,,,Âgés de 18 ans et plus,46,67.4
2020,Manitoba,50 à 64 ans,Les deux sexes,,,Âgés de 18 ans et plus,46,72.5
2020,Manitoba,50 à 64 ans,Hommes,,,Âgés de 18 ans et plus,46,72.7
2020,Manitoba,50 à 64 ans,Femmes,,,Âgés de 18 ans et plus,46,72.2
2020,Manitoba,65 ans et plus,Les deux sexes,,,Âgés de 18 ans et plus,46,74.9
2020,Manitoba,65 ans et plus,Hommes,,,Âgés de 18 ans et plus,46,72.7
2020,Manitoba,65 ans et plus,Femmes,,,Âgés de 18 ans et plus,46,76.7
2020,Saskatchewan,"Total, 18 ans et plus",Les deux sexes,,,Âgés de 18 ans et plus,47,73.9
2020,Saskatchewan,"Total, 18 ans et plus",Hommes,,,Âgés de 18 ans et plus,47,73.2
2020,Saskatchewan,"Total, 18 ans et plus",Femmes,,,Âgés de 18 ans et plus,47,74.7
2020,Saskatchewan,18 à 34 ans,Les deux sexes,,,Âgés de 18 ans et plus,47,71.5
2020,Saskatchewan,18 à 34 ans,Hommes,,,Âgés de 18 ans et plus,47,69.2
2020,Saskatchewan,18 à 34 ans,Femmes,,,Âgés de 18 ans et plus,47,73.9
2020,Saskatchewan,35 à 49 ans,Les deux sexes,,,Âgés de 18 ans et plus,47,70.2
2020,Saskatchewan,35 à 49 ans,Hommes,,,Âgés de 18 ans et plus,47,68.2
2020,Saskatchewan,35 à 49 ans,Femmes,,,Âgés de 18 ans et plus,47,72.3
2020,Saskatchewan,50 à 64 ans,Les deux sexes,,,Âgés de 18 ans et plus,47,73.3
2020,Saskatchewan,50 à 64 ans,Hommes,,,Âgés de 18 ans et plus,47,74.8
2020,Saskatchewan,50 à 64 ans,Femmes,,,Âgés de 18 ans et plus,47,71.7
