Year,Géographie,Situation géographique,Régions métropolitaines de recensement sélectionnées,Mode d'occupation,GeoCode,Value
2018,Colombie-Britannique,Régions métropolitaines de recensement,"Vancouver, Colombie-Britannique",Locataire habitant dans un logement social et abordable,59,46.0
2018,Québec,Régions métropolitaines de recensement,"Autres régions métropolitaines de recensement, Québec","Total, mode d'occupation",24,4.3
2018,Québec,Régions métropolitaines de recensement,"Autres régions métropolitaines de recensement, Québec",Propriétaire,24,0.9
2018,Québec,Régions métropolitaines de recensement,"Autres régions métropolitaines de recensement, Québec",Propriétaire qui n'est pas un accédant à la propriété,24,0.3
2018,Québec,Régions métropolitaines de recensement,"Autres régions métropolitaines de recensement, Québec",Locataire,24,8.7
2018,Québec,Régions métropolitaines de recensement,"Autres régions métropolitaines de recensement, Québec",Locataire n'habitant pas dans un logement social et abordable,24,8.5
2018,Québec,Régions métropolitaines de recensement,"Autres régions métropolitaines de recensement, Québec",Locataire habitant dans un logement social et abordable,24,10.5
2018,Ontario,Régions métropolitaines de recensement,"Autres régions métropolitaines de recensement, Ontario","Total, mode d'occupation",35,10.6
2018,Ontario,Régions métropolitaines de recensement,"Autres régions métropolitaines de recensement, Ontario",Propriétaire,35,5.6
2018,Ontario,Régions métropolitaines de recensement,"Autres régions métropolitaines de recensement, Ontario",Propriétaire qui est un accédant à la propriété,35,4.7
2018,Ontario,Régions métropolitaines de recensement,"Autres régions métropolitaines de recensement, Ontario",Propriétaire qui n'est pas un accédant à la propriété,35,5.7
2018,Ontario,Régions métropolitaines de recensement,"Autres régions métropolitaines de recensement, Ontario",Locataire,35,24.0
2018,Ontario,Régions métropolitaines de recensement,"Autres régions métropolitaines de recensement, Ontario",Locataire n'habitant pas dans un logement social et abordable,35,23.0
2018,Ontario,Régions métropolitaines de recensement,"Autres régions métropolitaines de recensement, Ontario",Locataire habitant dans un logement social et abordable,35,26.0
2018,Colombie-Britannique,Régions métropolitaines de recensement,"Autres régions métropolitaines de recensement, Colombie-Britannique","Total, mode d'occupation",59,12.3
2018,Colombie-Britannique,Régions métropolitaines de recensement,"Autres régions métropolitaines de recensement, Colombie-Britannique",Propriétaire,59,5.5
2018,Colombie-Britannique,Régions métropolitaines de recensement,"Autres régions métropolitaines de recensement, Colombie-Britannique",Propriétaire qui est un accédant à la propriété,59,3.5
2018,Colombie-Britannique,Régions métropolitaines de recensement,"Autres régions métropolitaines de recensement, Colombie-Britannique",Propriétaire qui n'est pas un accédant à la propriété,59,5.8
2018,Colombie-Britannique,Régions métropolitaines de recensement,"Autres régions métropolitaines de recensement, Colombie-Britannique",Locataire,59,26.0
2018,Colombie-Britannique,Régions métropolitaines de recensement,"Autres régions métropolitaines de recensement, Colombie-Britannique",Locataire n'habitant pas dans un logement social et abordable,59,23.0
2018,Colombie-Britannique,Régions métropolitaines de recensement,"Autres régions métropolitaines de recensement, Colombie-Britannique",Locataire habitant dans un logement social et abordable,59,47.0
2021,Canada,Régions métropolitaines de recensement,"Total, régions métropolitaines de recensement","Total, mode d'occupation",,10.6
2021,Canada,Régions métropolitaines de recensement,"Total, régions métropolitaines de recensement",Propriétaire,,5.3
2021,Canada,Régions métropolitaines de recensement,"Total, régions métropolitaines de recensement",Propriétaire qui est un accédant à la propriété,,4.0
2021,Canada,Régions métropolitaines de recensement,"Total, régions métropolitaines de recensement",Propriétaire qui n'est pas un accédant à la propriété,,5.5
2021,Canada,Régions métropolitaines de recensement,"Total, régions métropolitaines de recensement",Locataire,,20.0
2021,Canada,Régions métropolitaines de recensement,"Total, régions métropolitaines de recensement",Locataire n'habitant pas dans un logement social et abordable,,19.3
2021,Canada,Régions métropolitaines de recensement,"Total, régions métropolitaines de recensement",Locataire habitant dans un logement social et abordable,,27.0
2021,Terre-Neuve-et-Labrador,Régions métropolitaines de recensement,"St. John's, Terre-Neuve-et-Labrador","Total, mode d'occupation",10,7.1
2021,Terre-Neuve-et-Labrador,Régions métropolitaines de recensement,"St. John's, Terre-Neuve-et-Labrador",Propriétaire,10,2.5
2021,Terre-Neuve-et-Labrador,Régions métropolitaines de recensement,"St. John's, Terre-Neuve-et-Labrador",Propriétaire qui n'est pas un accédant à la propriété,10,2.5
2021,Terre-Neuve-et-Labrador,Régions métropolitaines de recensement,"St. John's, Terre-Neuve-et-Labrador",Locataire,10,18.4
2021,Terre-Neuve-et-Labrador,Régions métropolitaines de recensement,"St. John's, Terre-Neuve-et-Labrador",Locataire n'habitant pas dans un logement social et abordable,10,14.3
2021,Terre-Neuve-et-Labrador,Régions métropolitaines de recensement,"St. John's, Terre-Neuve-et-Labrador",Locataire habitant dans un logement social et abordable,10,38.0
2021,Nouvelle-Écosse,Régions métropolitaines de recensement,"Halifax, Nouvelle-Écosse","Total, mode d'occupation",12,10.6
2021,Nouvelle-Écosse,Régions métropolitaines de recensement,"Halifax, Nouvelle-Écosse",Propriétaire,12,4.6
2021,Nouvelle-Écosse,Régions métropolitaines de recensement,"Halifax, Nouvelle-Écosse",Propriétaire qui n'est pas un accédant à la propriété,12,4.8
2021,Nouvelle-Écosse,Régions métropolitaines de recensement,"Halifax, Nouvelle-Écosse",Locataire,12,19.6
2021,Nouvelle-Écosse,Régions métropolitaines de recensement,"Halifax, Nouvelle-Écosse",Locataire n'habitant pas dans un logement social et abordable,12,17.2
2021,Nouvelle-Écosse,Régions métropolitaines de recensement,"Halifax, Nouvelle-Écosse",Locataire habitant dans un logement social et abordable,12,48.0
2021,Nouveau-Brunswick,Régions métropolitaines de recensement,"Moncton, Nouveau-Brunswick","Total, mode d'occupation",13,6.3
2021,Nouveau-Brunswick,Régions métropolitaines de recensement,"Moncton, Nouveau-Brunswick",Propriétaire,13,2.0
2021,Nouveau-Brunswick,Régions métropolitaines de recensement,"Moncton, Nouveau-Brunswick",Propriétaire qui n'est pas un accédant à la propriété,13,2.5
2021,Nouveau-Brunswick,Régions métropolitaines de recensement,"Moncton, Nouveau-Brunswick",Locataire,13,15.8
2021,Nouveau-Brunswick,Régions métropolitaines de recensement,"Moncton, Nouveau-Brunswick",Locataire n'habitant pas dans un logement social et abordable,13,14.4
2021,Nouveau-Brunswick,Régions métropolitaines de recensement,"Moncton, Nouveau-Brunswick",Locataire habitant dans un logement social et abordable,13,28.0
2021,Nouveau-Brunswick,Régions métropolitaines de recensement,"Saint John, Nouveau-Brunswick","Total, mode d'occupation",13,5.0
2021,Nouveau-Brunswick,Régions métropolitaines de recensement,"Saint John, Nouveau-Brunswick",Propriétaire,13,2.2
2021,Nouveau-Brunswick,Régions métropolitaines de recensement,"Saint John, Nouveau-Brunswick",Propriétaire qui n'est pas un accédant à la propriété,13,2.0
2021,Nouveau-Brunswick,Régions métropolitaines de recensement,"Saint John, Nouveau-Brunswick",Locataire,13,11.6
2021,Nouveau-Brunswick,Régions métropolitaines de recensement,"Saint John, Nouveau-Brunswick",Locataire n'habitant pas dans un logement social et abordable,13,10.7
2021,Nouveau-Brunswick,Régions métropolitaines de recensement,"Saint John, Nouveau-Brunswick",Locataire habitant dans un logement social et abordable,13,16.6
2021,Ontario/Quebec,Régions métropolitaines de recensement,"Ottawa-Gatineau, Ontario/Québec","Total, mode d'occupation",,8.9
2021,Ontario/Quebec,Régions métropolitaines de recensement,"Ottawa-Gatineau, Ontario/Québec",Propriétaire,,4.2
2021,Ontario/Quebec,Régions métropolitaines de recensement,"Ottawa-Gatineau, Ontario/Québec",Propriétaire qui n'est pas un accédant à la propriété,,4.4
2021,Ontario/Quebec,Régions métropolitaines de recensement,"Ottawa-Gatineau, Ontario/Québec",Locataire,,17.6
2021,Ontario/Quebec,Régions métropolitaines de recensement,"Ottawa-Gatineau, Ontario/Québec",Locataire n'habitant pas dans un logement social et abordable,,17.0
2021,Ontario/Quebec,Régions métropolitaines de recensement,"Ottawa-Gatineau, Ontario/Québec",Locataire habitant dans un logement social et abordable,,22.0
2021,Ontario,Régions métropolitaines de recensement,"Toronto, Ontario","Total, mode d'occupation",35,15.3
2021,Ontario,Régions métropolitaines de recensement,"Toronto, Ontario",Propriétaire,35,9.0
2021,Ontario,Régions métropolitaines de recensement,"Toronto, Ontario",Propriétaire qui n'est pas un accédant à la propriété,35,9.8
2021,Ontario,Régions métropolitaines de recensement,"Toronto, Ontario",Locataire,35,28.0
2021,Ontario,Régions métropolitaines de recensement,"Toronto, Ontario",Locataire n'habitant pas dans un logement social et abordable,35,27.0
2021,Ontario,Régions métropolitaines de recensement,"Toronto, Ontario",Locataire habitant dans un logement social et abordable,35,33.0
2021,Ontario,Régions métropolitaines de recensement,"Hamilton, Ontario","Total, mode d'occupation",35,11.5
2021,Ontario,Régions métropolitaines de recensement,"Hamilton, Ontario",Propriétaire,35,5.6
2021,Ontario,Régions métropolitaines de recensement,"Hamilton, Ontario",Propriétaire qui n'est pas un accédant à la propriété,35,6.4
2021,Ontario,Régions métropolitaines de recensement,"Hamilton, Ontario",Locataire,35,25.0
2021,Ontario,Régions métropolitaines de recensement,"Hamilton, Ontario",Locataire n'habitant pas dans un logement social et abordable,35,24.0
2021,Ontario,Régions métropolitaines de recensement,"Hamilton, Ontario",Locataire habitant dans un logement social et abordable,35,31.0
2021,Ontario,Régions métropolitaines de recensement,"Kitchener-Cambridge-Waterloo, Ontario","Total, mode d'occupation",35,9.7
2021,Ontario,Régions métropolitaines de recensement,"Kitchener-Cambridge-Waterloo, Ontario",Propriétaire,35,5.3
2021,Ontario,Régions métropolitaines de recensement,"Kitchener-Cambridge-Waterloo, Ontario",Propriétaire qui est un accédant à la propriété,35,6.0
2021,Ontario,Régions métropolitaines de recensement,"Kitchener-Cambridge-Waterloo, Ontario",Propriétaire qui n'est pas un accédant à la propriété,35,5.2
2021,Ontario,Régions métropolitaines de recensement,"Kitchener-Cambridge-Waterloo, Ontario",Locataire,35,18.3
2021,Ontario,Régions métropolitaines de recensement,"Kitchener-Cambridge-Waterloo, Ontario",Locataire n'habitant pas dans un logement social et abordable,35,17.3
2021,Ontario,Régions métropolitaines de recensement,"Kitchener-Cambridge-Waterloo, Ontario",Locataire habitant dans un logement social et abordable,35,27.0
2021,Manitoba,Régions métropolitaines de recensement,"Winnipeg, Manitoba","Total, mode d'occupation",46,11.6
2021,Manitoba,Régions métropolitaines de recensement,"Winnipeg, Manitoba",Propriétaire,46,5.6
2021,Manitoba,Régions métropolitaines de recensement,"Winnipeg, Manitoba",Propriétaire qui est un accédant à la propriété,46,6.1
2021,Manitoba,Régions métropolitaines de recensement,"Winnipeg, Manitoba",Propriétaire qui n'est pas un accédant à la propriété,46,5.5
2021,Manitoba,Régions métropolitaines de recensement,"Winnipeg, Manitoba",Locataire,46,25.0
2021,Manitoba,Régions métropolitaines de recensement,"Winnipeg, Manitoba",Locataire n'habitant pas dans un logement social et abordable,46,23.0
2021,Manitoba,Régions métropolitaines de recensement,"Winnipeg, Manitoba",Locataire habitant dans un logement social et abordable,46,34.0
2021,Saskatchewan,Régions métropolitaines de recensement,"Regina, Saskatchewan","Total, mode d'occupation",47,9.5
2021,Saskatchewan,Régions métropolitaines de recensement,"Regina, Saskatchewan",Propriétaire,47,4.2
2021,Saskatchewan,Régions métropolitaines de recensement,"Regina, Saskatchewan",Propriétaire qui est un accédant à la propriété,47,4.4
2021,Saskatchewan,Régions métropolitaines de recensement,"Regina, Saskatchewan",Propriétaire qui n'est pas un accédant à la propriété,47,4.2
2021,Saskatchewan,Régions métropolitaines de recensement,"Regina, Saskatchewan",Locataire,47,21.0
2021,Saskatchewan,Régions métropolitaines de recensement,"Regina, Saskatchewan",Locataire n'habitant pas dans un logement social et abordable,47,17.2
2021,Saskatchewan,Régions métropolitaines de recensement,"Regina, Saskatchewan",Locataire habitant dans un logement social et abordable,47,43.0
2021,Saskatchewan,Régions métropolitaines de recensement,"Saskatoon, Saskatchewan","Total, mode d'occupation",47,9.3
2021,Saskatchewan,Régions métropolitaines de recensement,"Saskatoon, Saskatchewan",Propriétaire,47,4.6
2021,Saskatchewan,Régions métropolitaines de recensement,"Saskatoon, Saskatchewan",Propriétaire qui n'est pas un accédant à la propriété,47,5.1
2021,Saskatchewan,Régions métropolitaines de recensement,"Saskatoon, Saskatchewan",Locataire,47,19.5
2021,Saskatchewan,Régions métropolitaines de recensement,"Saskatoon, Saskatchewan",Locataire n'habitant pas dans un logement social et abordable,47,17.2
2021,Saskatchewan,Régions métropolitaines de recensement,"Saskatoon, Saskatchewan",Locataire habitant dans un logement social et abordable,47,36.0
2021,Alberta,Régions métropolitaines de recensement,"Lethbridge, Alberta","Total, mode d'occupation",48,9.0
2021,Alberta,Régions métropolitaines de recensement,"Lethbridge, Alberta",Propriétaire,48,4.6
2021,Alberta,Régions métropolitaines de recensement,"Lethbridge, Alberta",Propriétaire qui est un accédant à la propriété,48,8.6
2021,Alberta,Régions métropolitaines de recensement,"Lethbridge, Alberta",Propriétaire qui n'est pas un accédant à la propriété,48,4.1
2021,Alberta,Régions métropolitaines de recensement,"Lethbridge, Alberta",Locataire,48,19.8
2021,Alberta,Régions métropolitaines de recensement,"Lethbridge, Alberta",Locataire n'habitant pas dans un logement social et abordable,48,17.2
2021,Alberta,Régions métropolitaines de recensement,"Lethbridge, Alberta",Locataire habitant dans un logement social et abordable,48,42.0
2021,Alberta,Régions métropolitaines de recensement,"Calgary, Alberta","Total, mode d'occupation",48,8.2
2021,Alberta,Régions métropolitaines de recensement,"Calgary, Alberta",Propriétaire,48,3.4
2021,Alberta,Régions métropolitaines de recensement,"Calgary, Alberta",Propriétaire qui est un accédant à la propriété,48,8.2
2021,Alberta,Régions métropolitaines de recensement,"Calgary, Alberta",Propriétaire qui n'est pas un accédant à la propriété,48,2.6
2021,Alberta,Régions métropolitaines de recensement,"Calgary, Alberta",Locataire,48,21.0
2021,Alberta,Régions métropolitaines de recensement,"Calgary, Alberta",Locataire n'habitant pas dans un logement social et abordable,48,18.3
2021,Alberta,Régions métropolitaines de recensement,"Calgary, Alberta",Locataire habitant dans un logement social et abordable,48,45.0
2021,Alberta,Régions métropolitaines de recensement,"Edmonton, Alberta","Total, mode d'occupation",48,9.5
2021,Alberta,Régions métropolitaines de recensement,"Edmonton, Alberta",Propriétaire,48,4.2
2021,Alberta,Régions métropolitaines de recensement,"Edmonton, Alberta",Propriétaire qui est un accédant à la propriété,48,3.9
2021,Alberta,Régions métropolitaines de recensement,"Edmonton, Alberta",Propriétaire qui n'est pas un accédant à la propriété,48,4.2
2021,Alberta,Régions métropolitaines de recensement,"Edmonton, Alberta",Locataire,48,22.0
2021,Alberta,Régions métropolitaines de recensement,"Edmonton, Alberta",Locataire n'habitant pas dans un logement social et abordable,48,19.8
2021,Alberta,Régions métropolitaines de recensement,"Edmonton, Alberta",Locataire habitant dans un logement social et abordable,48,38.0
2021,Colombie-Britannique,Régions métropolitaines de recensement,"Vancouver, Colombie-Britannique","Total, mode d'occupation",59,15.0
2021,Colombie-Britannique,Régions métropolitaines de recensement,"Vancouver, Colombie-Britannique",Propriétaire,59,9.4
2021,Colombie-Britannique,Régions métropolitaines de recensement,"Vancouver, Colombie-Britannique",Propriétaire qui est un accédant à la propriété,59,11.2
2021,Colombie-Britannique,Régions métropolitaines de recensement,"Vancouver, Colombie-Britannique",Propriétaire qui n'est pas un accédant à la propriété,59,9.1
2021,Colombie-Britannique,Régions métropolitaines de recensement,"Vancouver, Colombie-Britannique",Locataire,59,24.0
2021,Colombie-Britannique,Régions métropolitaines de recensement,"Vancouver, Colombie-Britannique",Locataire n'habitant pas dans un logement social et abordable,59,23.0
2021,Colombie-Britannique,Régions métropolitaines de recensement,"Vancouver, Colombie-Britannique",Locataire habitant dans un logement social et abordable,59,32.0
2021,Québec,Régions métropolitaines de recensement,"Autres régions métropolitaines de recensement, Québec","Total, mode d'occupation",24,3.1
2021,Québec,Régions métropolitaines de recensement,"Autres régions métropolitaines de recensement, Québec",Locataire,24,7.1
2021,Québec,Régions métropolitaines de recensement,"Autres régions métropolitaines de recensement, Québec",Locataire n'habitant pas dans un logement social et abordable,24,7.6
2021,Québec,Régions métropolitaines de recensement,"Autres régions métropolitaines de recensement, Québec",Locataire habitant dans un logement social et abordable,24,2.6
2021,Ontario,Régions métropolitaines de recensement,"Autres régions métropolitaines de recensement, Ontario","Total, mode d'occupation",35,9.1
2021,Ontario,Régions métropolitaines de recensement,"Autres régions métropolitaines de recensement, Ontario",Propriétaire,35,2.6
2021,Ontario,Régions métropolitaines de recensement,"Autres régions métropolitaines de recensement, Ontario",Propriétaire qui n'est pas un accédant à la propriété,35,3.1
2021,Ontario,Régions métropolitaines de recensement,"Autres régions métropolitaines de recensement, Ontario",Locataire,35,24.0
2021,Ontario,Régions métropolitaines de recensement,"Autres régions métropolitaines de recensement, Ontario",Locataire n'habitant pas dans un logement social et abordable,35,24.0
2021,Ontario,Régions métropolitaines de recensement,"Autres régions métropolitaines de recensement, Ontario",Locataire habitant dans un logement social et abordable,35,21.0
2021,Colombie-Britannique,Régions métropolitaines de recensement,"Autres régions métropolitaines de recensement, Colombie-Britannique","Total, mode d'occupation",59,9.4
2021,Colombie-Britannique,Régions métropolitaines de recensement,"Autres régions métropolitaines de recensement, Colombie-Britannique",Propriétaire,59,4.6
2021,Colombie-Britannique,Régions métropolitaines de recensement,"Autres régions métropolitaines de recensement, Colombie-Britannique",Propriétaire qui n'est pas un accédant à la propriété,59,4.8
2021,Colombie-Britannique,Régions métropolitaines de recensement,"Autres régions métropolitaines de recensement, Colombie-Britannique",Locataire,59,18.2
2021,Colombie-Britannique,Régions métropolitaines de recensement,"Autres régions métropolitaines de recensement, Colombie-Britannique",Locataire n'habitant pas dans un logement social et abordable,59,16.6
2021,Colombie-Britannique,Régions métropolitaines de recensement,"Autres régions métropolitaines de recensement, Colombie-Britannique",Locataire habitant dans un logement social et abordable,59,34.0
2018,Canada,Agglomérations de recensement,,"Total, mode d'occupation",,9.0
2018,Canada,Agglomérations de recensement,,Propriétaire,,3.4
2018,Canada,Agglomérations de recensement,,Propriétaire qui est un accédant à la propriété,,3.6
2018,Canada,Agglomérations de recensement,,Propriétaire qui n'est pas un accédant à la propriété,,3.4
2018,Canada,Agglomérations de recensement,,Locataire,,22.0
2018,Canada,Agglomérations de recensement,,Locataire n'habitant pas dans un logement social et abordable,,20.0
2018,Canada,Agglomérations de recensement,,Locataire habitant dans un logement social et abordable,,33.0
2018,Terre-Neuve-et-Labrador,Agglomérations de recensement,,"Total, mode d'occupation",10,7.5
2018,Terre-Neuve-et-Labrador,Agglomérations de recensement,,Propriétaire,10,2.3
2018,Terre-Neuve-et-Labrador,Agglomérations de recensement,,Propriétaire qui n'est pas un accédant à la propriété,10,2.5
2018,Terre-Neuve-et-Labrador,Agglomérations de recensement,,Locataire,10,23.0
2018,Terre-Neuve-et-Labrador,Agglomérations de recensement,,Locataire n'habitant pas dans un logement social et abordable,10,20.0
2018,Terre-Neuve-et-Labrador,Agglomérations de recensement,,Locataire habitant dans un logement social et abordable,10,30.0
2018,Île-du-Prince-Édouard,Agglomérations de recensement,,"Total, mode d'occupation",11,7.9
2018,Île-du-Prince-Édouard,Agglomérations de recensement,,Propriétaire,11,4.7
2018,Île-du-Prince-Édouard,Agglomérations de recensement,,Propriétaire qui est un accédant à la propriété,11,3.6
2018,Île-du-Prince-Édouard,Agglomérations de recensement,,Propriétaire qui n'est pas un accédant à la propriété,11,4.9
2018,Île-du-Prince-Édouard,Agglomérations de recensement,,Locataire,11,13.5
2018,Île-du-Prince-Édouard,Agglomérations de recensement,,Locataire n'habitant pas dans un logement social et abordable,11,11.5
2018,Île-du-Prince-Édouard,Agglomérations de recensement,,Locataire habitant dans un logement social et abordable,11,26.0
2018,Nouvelle-Écosse,Agglomérations de recensement,,"Total, mode d'occupation",12,11.6
2018,Nouvelle-Écosse,Agglomérations de recensement,,Propriétaire,12,6.8
2018,Nouvelle-Écosse,Agglomérations de recensement,,Propriétaire qui est un accédant à la propriété,12,8.4
2018,Nouvelle-Écosse,Agglomérations de recensement,,Propriétaire qui n'est pas un accédant à la propriété,12,6.6
2018,Nouvelle-Écosse,Agglomérations de recensement,,Locataire,12,24.0
2018,Nouvelle-Écosse,Agglomérations de recensement,,Locataire n'habitant pas dans un logement social et abordable,12,19.7
2018,Nouvelle-Écosse,Agglomérations de recensement,,Locataire habitant dans un logement social et abordable,12,43.0
2018,Nouveau-Brunswick,Agglomérations de recensement,,"Total, mode d'occupation",13,5.9
2018,Nouveau-Brunswick,Agglomérations de recensement,,Propriétaire,13,1.6
2018,Nouveau-Brunswick,Agglomérations de recensement,,Propriétaire qui n'est pas un accédant à la propriété,13,1.7
2018,Nouveau-Brunswick,Agglomérations de recensement,,Locataire,13,18.1
2018,Nouveau-Brunswick,Agglomérations de recensement,,Locataire n'habitant pas dans un logement social et abordable,13,16.1
2018,Nouveau-Brunswick,Agglomérations de recensement,,Locataire habitant dans un logement social et abordable,13,30.0
2018,Québec,Agglomérations de recensement,,"Total, mode d'occupation",24,5.5
2018,Québec,Agglomérations de recensement,,Propriétaire,24,0.6
2018,Québec,Agglomérations de recensement,,Propriétaire qui n'est pas un accédant à la propriété,24,0.6
2018,Québec,Agglomérations de recensement,,Locataire,24,14.0
2018,Québec,Agglomérations de recensement,,Locataire n'habitant pas dans un logement social et abordable,24,14.3
2018,Québec,Agglomérations de recensement,,Locataire habitant dans un logement social et abordable,24,10.4
2018,Ontario,Agglomérations de recensement,,"Total, mode d'occupation",35,10.3
2018,Ontario,Agglomérations de recensement,,Propriétaire,35,3.5
2018,Ontario,Agglomérations de recensement,,Propriétaire qui est un accédant à la propriété,35,7.4
2018,Ontario,Agglomérations de recensement,,Propriétaire qui n'est pas un accédant à la propriété,35,3.0
2018,Ontario,Agglomérations de recensement,,Locataire,35,28.0
2018,Ontario,Agglomérations de recensement,,Locataire n'habitant pas dans un logement social et abordable,35,26.0
2018,Ontario,Agglomérations de recensement,,Locataire habitant dans un logement social et abordable,35,33.0
2018,Manitoba,Agglomérations de recensement,,"Total, mode d'occupation",46,7.5
2018,Manitoba,Agglomérations de recensement,,Propriétaire,46,2.4
2018,Manitoba,Agglomérations de recensement,,Propriétaire qui est un accédant à la propriété,46,2.4
2018,Manitoba,Agglomérations de recensement,,Propriétaire qui n'est pas un accédant à la propriété,46,2.3
2018,Manitoba,Agglomérations de recensement,,Locataire,46,18.0
2018,Manitoba,Agglomérations de recensement,,Locataire n'habitant pas dans un logement social et abordable,46,13.2
2018,Manitoba,Agglomérations de recensement,,Locataire habitant dans un logement social et abordable,46,36.0
2018,Saskatchewan,Agglomérations de recensement,,"Total, mode d'occupation",47,12.0
2018,Saskatchewan,Agglomérations de recensement,,Propriétaire,47,5.4
2018,Saskatchewan,Agglomérations de recensement,,Propriétaire qui est un accédant à la propriété,47,5.3
2018,Saskatchewan,Agglomérations de recensement,,Propriétaire qui n'est pas un accédant à la propriété,47,5.4
2018,Saskatchewan,Agglomérations de recensement,,Locataire,47,28.0
2018,Saskatchewan,Agglomérations de recensement,,Locataire n'habitant pas dans un logement social et abordable,47,19.7
2018,Saskatchewan,Agglomérations de recensement,,Locataire habitant dans un logement social et abordable,47,52.0
2018,Alberta,Agglomérations de recensement,,"Total, mode d'occupation",48,9.7
2018,Alberta,Agglomérations de recensement,,Propriétaire,48,5.9
2018,Alberta,Agglomérations de recensement,,Propriétaire qui est un accédant à la propriété,48,5.0
2018,Alberta,Agglomérations de recensement,,Propriétaire qui n'est pas un accédant à la propriété,48,6.1
2018,Alberta,Agglomérations de recensement,,Locataire,48,18.9
2018,Alberta,Agglomérations de recensement,,Locataire n'habitant pas dans un logement social et abordable,48,16.8
2018,Alberta,Agglomérations de recensement,,Locataire habitant dans un logement social et abordable,48,39.0
2018,Colombie-Britannique,Agglomérations de recensement,,"Total, mode d'occupation",59,10.6
2018,Colombie-Britannique,Agglomérations de recensement,,Propriétaire,59,3.9
2018,Colombie-Britannique,Agglomérations de recensement,,Propriétaire qui n'est pas un accédant à la propriété,59,4.4
2018,Colombie-Britannique,Agglomérations de recensement,,Locataire,59,28.0
2018,Colombie-Britannique,Agglomérations de recensement,,Locataire n'habitant pas dans un logement social et abordable,59,26.0
2018,Colombie-Britannique,Agglomérations de recensement,,Locataire habitant dans un logement social et abordable,59,45.0
2018,Yukon,Agglomérations de recensement,,"Total, mode d'occupation",60,9.6
2018,Yukon,Agglomérations de recensement,,Propriétaire,60,3.7
2018,Yukon,Agglomérations de recensement,,Propriétaire qui n'est pas un accédant à la propriété,60,4.2
2018,Yukon,Agglomérations de recensement,,Locataire,60,21.0
2018,Yukon,Agglomérations de recensement,,Locataire n'habitant pas dans un logement social et abordable,60,18.6
2018,Yukon,Agglomérations de recensement,,Locataire habitant dans un logement social et abordable,60,30.0
2018,Territoires du Nord-Ouest,Agglomérations de recensement,,"Total, mode d'occupation",61,10.4
2018,Territoires du Nord-Ouest,Agglomérations de recensement,,Propriétaire,61,5.8
2018,Territoires du Nord-Ouest,Agglomérations de recensement,,Propriétaire qui n'est pas un accédant à la propriété,61,7.2
2018,Territoires du Nord-Ouest,Agglomérations de recensement,,Locataire,61,17.0
2018,Territoires du Nord-Ouest,Agglomérations de recensement,,Locataire n'habitant pas dans un logement social et abordable,61,15.8
2018,Territoires du Nord-Ouest,Agglomérations de recensement,,Locataire habitant dans un logement social et abordable,61,23.0
2021,Canada,Agglomérations de recensement,,"Total, mode d'occupation",,7.5
2021,Canada,Agglomérations de recensement,,Propriétaire,,3.0
2021,Canada,Agglomérations de recensement,,Propriétaire qui est un accédant à la propriété,,3.1
2021,Canada,Agglomérations de recensement,,Propriétaire qui n'est pas un accédant à la propriété,,3.0
2021,Canada,Agglomérations de recensement,,Locataire,,17.8
2021,Canada,Agglomérations de recensement,,Locataire n'habitant pas dans un logement social et abordable,,16.5
2021,Canada,Agglomérations de recensement,,Locataire habitant dans un logement social et abordable,,26.0
2021,Terre-Neuve-et-Labrador,Agglomérations de recensement,,"Total, mode d'occupation",10,5.5
2021,Terre-Neuve-et-Labrador,Agglomérations de recensement,,Propriétaire,10,1.7
2021,Terre-Neuve-et-Labrador,Agglomérations de recensement,,Propriétaire qui n'est pas un accédant à la propriété,10,1.6
2021,Terre-Neuve-et-Labrador,Agglomérations de recensement,,Locataire,10,15.0
2021,Terre-Neuve-et-Labrador,Agglomérations de recensement,,Locataire n'habitant pas dans un logement social et abordable,10,12.6
2021,Terre-Neuve-et-Labrador,Agglomérations de recensement,,Locataire habitant dans un logement social et abordable,10,23.0
2021,Île-du-Prince-Édouard,Agglomérations de recensement,,"Total, mode d'occupation",11,7.1
2021,Île-du-Prince-Édouard,Agglomérations de recensement,,Propriétaire,11,3.0
2021,Île-du-Prince-Édouard,Agglomérations de recensement,,Propriétaire qui est un accédant à la propriété,11,4.5
2021,Île-du-Prince-Édouard,Agglomérations de recensement,,Propriétaire qui n'est pas un accédant à la propriété,11,2.6
2021,Île-du-Prince-Édouard,Agglomérations de recensement,,Locataire,11,14.0
2021,Île-du-Prince-Édouard,Agglomérations de recensement,,Locataire n'habitant pas dans un logement social et abordable,11,11.8
2021,Île-du-Prince-Édouard,Agglomérations de recensement,,Locataire habitant dans un logement social et abordable,11,26.0
2021,Nouvelle-Écosse,Agglomérations de recensement,,"Total, mode d'occupation",12,9.7
2021,Nouvelle-Écosse,Agglomérations de recensement,,Propriétaire,12,6.5
2021,Nouvelle-Écosse,Agglomérations de recensement,,Propriétaire qui est un accédant à la propriété,12,17.9
2021,Nouvelle-Écosse,Agglomérations de recensement,,Propriétaire qui n'est pas un accédant à la propriété,12,5.7
2021,Nouvelle-Écosse,Agglomérations de recensement,,Locataire,12,17.8
2021,Nouvelle-Écosse,Agglomérations de recensement,,Locataire n'habitant pas dans un logement social et abordable,12,14.6
