Year,Géographie,Type de production d'électricité,GeoCode,Value
2021,Île-du-Prince-Édouard,Turbine marémotrice,11,0.0
2021,Île-du-Prince-Édouard,Production totale d’électricité provenant de la biomasse,11,0.616
2021,Île-du-Prince-Édouard,"Total, sources renouvelables et non émettrices de gaz à effet de serre",11,99.53
2021,Île-du-Prince-Édouard,Turbine éolienne,11,98.808
2021,Québec,Turbine à hydraulique,24,94.101
2021,Québec,Turbine à vapeur-nucléaire,24,
2021,Québec,Solaire,24,0.002
2021,Québec,Production totale d’électricité provenant de la biomasse,24,0.571
2021,Québec,"Total, sources renouvelables et non émettrices de gaz à effet de serre",24,99.584
2021,Québec,Turbine éolienne,24,4.91
2021,Saskatchewan,Turbine à hydraulique,47,12.0
2021,Saskatchewan,Solaire,47,0.017
2021,Saskatchewan,Production totale d’électricité provenant de la biomasse,47,0.047
2021,Saskatchewan,"Total, sources renouvelables et non émettrices de gaz à effet de serre",47,15.54
2021,Saskatchewan,Turbine éolienne,47,3.476
2021,Yukon,Turbine à hydraulique,60,89.884
2021,Yukon,Solaire,60,0.02
2021,Yukon,Production totale d’électricité provenant de la biomasse,60,0.0
2021,Yukon,"Total, sources renouvelables et non émettrices de gaz à effet de serre",60,89.904
2021,Yukon,Turbine éolienne,60,0.0
2022,Alberta,Turbine à hydraulique,48,3.038
2022,Alberta,Solaire,48,1.126
2022,Alberta,Production totale d’électricité provenant de la biomasse,48,2.437
2022,Alberta,"Total, sources renouvelables et non émettrices de gaz à effet de serre",48,16.261
2022,Alberta,Turbine éolienne,48,9.659
2022,Colombie-Britannique,Turbine à hydraulique,59,90.858
2022,Colombie-Britannique,Solaire,59,0.008
2022,Colombie-Britannique,Turbine marémotrice,59,0.0
2022,Colombie-Britannique,Production totale d’électricité provenant de la biomasse,59,4.619
2022,Colombie-Britannique,"Total, sources renouvelables et non émettrices de gaz à effet de serre",59,97.58
2022,Colombie-Britannique,Turbine éolienne,59,2.096
2022,Canada,Turbine à hydraulique,,61.238
2022,Canada,Turbine à vapeur-nucléaire,,12.921
2022,Canada,Solaire,,0.519
2022,Canada,Turbine marémotrice,,0.0
2022,Canada,Production totale d’électricité provenant de la biomasse,,1.281
2022,Canada,Turbine éolienne,,6.096
2022,Manitoba,Turbine à hydraulique,46,96.949
2022,Manitoba,Solaire,46,0.001
2022,Manitoba,Production totale d’électricité provenant de la biomasse,46,0.23
2022,Manitoba,"Total, sources renouvelables et non émettrices de gaz à effet de serre",46,99.92
2022,Manitoba,Turbine éolienne,46,2.739
2022,Nouveau-Brunswick,Turbine à hydraulique,13,30.578
2022,Nouveau-Brunswick,Turbine à vapeur-nucléaire,13,26.574
2022,Nouveau-Brunswick,Solaire,13,0.0
2022,Nouveau-Brunswick,Turbine marémotrice,13,0.0
2022,Nouveau-Brunswick,Production totale d’électricité provenant de la biomasse,13,4.975
2022,Nouveau-Brunswick,"Total, sources renouvelables et non émettrices de gaz à effet de serre",13,66.875
2022,Nouveau-Brunswick,Turbine éolienne,13,4.748
2022,Terre-Neuve-et-Labrador,Turbine à hydraulique,10,96.833
2022,Terre-Neuve-et-Labrador,Solaire,10,0.0
2022,Terre-Neuve-et-Labrador,Turbine marémotrice,10,0.0
2022,Terre-Neuve-et-Labrador,Production totale d’électricité provenant de la biomasse,10,0.068
2022,Terre-Neuve-et-Labrador,"Total, sources renouvelables et non émettrices de gaz à effet de serre",10,97.323
2022,Terre-Neuve-et-Labrador,Turbine éolienne,10,0.422
2022,Territoires du Nord-Ouest,Turbine à hydraulique,61,33.846
2022,Territoires du Nord-Ouest,Solaire,61,0.036
2022,Territoires du Nord-Ouest,Production totale d’électricité provenant de la biomasse,61,0.0
2022,Territoires du Nord-Ouest,"Total, sources renouvelables et non émettrices de gaz à effet de serre",61,36.32
2022,Territoires du Nord-Ouest,Turbine éolienne,61,2.438
2022,Nouvelle-Écosse,Turbine à hydraulique,12,9.305
2022,Nouvelle-Écosse,Solaire,12,0.0
2022,Nouvelle-Écosse,Turbine marémotrice,12,0.0
2022,Nouvelle-Écosse,Production totale d’électricité provenant de la biomasse,12,1.863
2022,Nouvelle-Écosse,"Total, sources renouvelables et non émettrices de gaz à effet de serre",12,26.909
2022,Nouvelle-Écosse,Turbine éolienne,12,15.742
2022,Nunavut,Turbine à hydraulique,62,0.0
2022,Nunavut,Solaire,62,0.0
2022,Nunavut,Production totale d’électricité provenant de la biomasse,62,0.0
2022,Nunavut,"Total, sources renouvelables et non émettrices de gaz à effet de serre",62,0.0
2022,Nunavut,Turbine éolienne,62,0.0
2022,Ontario,Turbine à hydraulique,35,25.928
2022,Ontario,Turbine à vapeur-nucléaire,35,51.294
2022,Ontario,Solaire,35,1.512
2022,Ontario,Production totale d’électricité provenant de la biomasse,35,0.695
2022,Ontario,"Total, sources renouvelables et non émettrices de gaz à effet de serre",35,88.804
2022,Ontario,Turbine éolienne,35,9.375
2022,Île-du-Prince-Édouard,Turbine à hydraulique,11,0.0
2022,Île-du-Prince-Édouard,Solaire,11,0.136
2022,Île-du-Prince-Édouard,Turbine marémotrice,11,0.0
2022,Île-du-Prince-Édouard,Production totale d’électricité provenant de la biomasse,11,0.757
2022,Île-du-Prince-Édouard,"Total, sources renouvelables et non émettrices de gaz à effet de serre",11,99.555
2022,Île-du-Prince-Édouard,Turbine éolienne,11,98.663
2022,Québec,Turbine à hydraulique,24,93.956
2022,Québec,Turbine à vapeur-nucléaire,24,
2022,Québec,Solaire,24,0.007
2022,Québec,Production totale d’électricité provenant de la biomasse,24,0.595
2022,Québec,"Total, sources renouvelables et non émettrices de gaz à effet de serre",24,99.629
2022,Québec,Turbine éolienne,24,5.071
2022,Saskatchewan,Turbine à hydraulique,47,13.668
2022,Saskatchewan,Solaire,47,0.126
2022,Saskatchewan,Production totale d’électricité provenant de la biomasse,47,0.117
2022,Saskatchewan,"Total, sources renouvelables et non émettrices de gaz à effet de serre",47,20.455
2022,Saskatchewan,Turbine éolienne,47,6.543
2022,Yukon,Turbine à hydraulique,60,89.631
2022,Yukon,Solaire,60,0.157
2022,Yukon,Production totale d’électricité provenant de la biomasse,60,0.0
2022,Yukon,"Total, sources renouvelables et non émettrices de gaz à effet de serre",60,89.787
2022,Yukon,Turbine éolienne,60,0.0
2023,Alberta,Turbine à hydraulique,48,2.587
2023,Alberta,Solaire,48,3.056
2023,Alberta,Production totale d’électricité provenant de la biomasse,48,2.473
2023,Alberta,"Total, sources renouvelables et non émettrices de gaz à effet de serre",48,21.405
2023,Alberta,Turbine éolienne,48,13.29
2023,Colombie-Britannique,Turbine à hydraulique,59,87.542
2023,Colombie-Britannique,Solaire,59,0.007
2023,Colombie-Britannique,Turbine marémotrice,59,0.0
2023,Colombie-Britannique,Production totale d’électricité provenant de la biomasse,59,6.833
2023,Colombie-Britannique,"Total, sources renouvelables et non émettrices de gaz à effet de serre",59,97.406
2023,Colombie-Britannique,Turbine éolienne,59,3.024
2023,Canada,Turbine à hydraulique,,58.139
2023,Canada,Turbine à vapeur-nucléaire,,13.874
2023,Canada,Solaire,,0.79
2023,Canada,Turbine marémotrice,,0.0
2023,Canada,Production totale d’électricité provenant de la biomasse,,1.515
2023,Canada,Turbine éolienne,,6.412
2023,Manitoba,Turbine à hydraulique,46,97.004
2023,Manitoba,Solaire,46,0.004
2023,Manitoba,Production totale d’électricité provenant de la biomasse,46,0.297
2023,Manitoba,"Total, sources renouvelables et non émettrices de gaz à effet de serre",46,99.911
2023,Manitoba,Turbine éolienne,46,2.606
2023,Nouveau-Brunswick,Turbine à hydraulique,13,24.224
2023,Nouveau-Brunswick,Turbine à vapeur-nucléaire,13,29.54
2023,Nouveau-Brunswick,Solaire,13,0.005
2023,Nouveau-Brunswick,Turbine marémotrice,13,0.0
2023,Nouveau-Brunswick,Production totale d’électricité provenant de la biomasse,13,3.276
2023,Nouveau-Brunswick,"Total, sources renouvelables et non émettrices de gaz à effet de serre",13,61.033
2023,Nouveau-Brunswick,Turbine éolienne,13,3.988
2023,Terre-Neuve-et-Labrador,Turbine à hydraulique,10,97.599
2023,Terre-Neuve-et-Labrador,Solaire,10,0.0
2023,Terre-Neuve-et-Labrador,Turbine marémotrice,10,0.0
2023,Terre-Neuve-et-Labrador,Production totale d’électricité provenant de la biomasse,10,0.047
2023,Terre-Neuve-et-Labrador,"Total, sources renouvelables et non émettrices de gaz à effet de serre",10,98.022
2023,Terre-Neuve-et-Labrador,Turbine éolienne,10,0.376
2023,Territoires du Nord-Ouest,Turbine à hydraulique,61,25.42
2023,Territoires du Nord-Ouest,Solaire,61,0.036
2023,Territoires du Nord-Ouest,Production totale d’électricité provenant de la biomasse,61,0.0
2023,Territoires du Nord-Ouest,"Total, sources renouvelables et non émettrices de gaz à effet de serre",61,27.997
2023,Territoires du Nord-Ouest,Turbine éolienne,61,2.541
2023,Nouvelle-Écosse,Turbine à hydraulique,12,11.346
2023,Nouvelle-Écosse,Solaire,12,0.036
2023,Nouvelle-Écosse,Turbine marémotrice,12,0.0
2023,Nouvelle-Écosse,Production totale d’électricité provenant de la biomasse,12,3.875
2023,Nouvelle-Écosse,"Total, sources renouvelables et non émettrices de gaz à effet de serre",12,31.368
2023,Nouvelle-Écosse,Turbine éolienne,12,16.111
2023,Nunavut,Turbine à hydraulique,62,0.0
2023,Nunavut,Solaire,62,0.051
2023,Nunavut,Production totale d’électricité provenant de la biomasse,62,0.0
2023,Nunavut,"Total, sources renouvelables et non émettrices de gaz à effet de serre",62,0.051
2023,Nunavut,Turbine éolienne,62,0.0
2023,Ontario,Turbine à hydraulique,35,24.907
2023,Ontario,Turbine à vapeur-nucléaire,35,51.133
2023,Ontario,Solaire,35,1.494
2023,Ontario,Production totale d’électricité provenant de la biomasse,35,0.853
2023,Ontario,"Total, sources renouvelables et non émettrices de gaz à effet de serre",35,86.485
2023,Ontario,Turbine éolienne,35,8.098
2023,Île-du-Prince-Édouard,Turbine à hydraulique,11,0.0
2023,Île-du-Prince-Édouard,Solaire,11,0.132
2023,Île-du-Prince-Édouard,Turbine marémotrice,11,0.0
2023,Île-du-Prince-Édouard,Production totale d’électricité provenant de la biomasse,11,0.818
2023,Île-du-Prince-Édouard,"Total, sources renouvelables et non émettrices de gaz à effet de serre",11,99.658
2023,Île-du-Prince-Édouard,Turbine éolienne,11,98.708
2023,Québec,Turbine à hydraulique,24,94.019
2023,Québec,Turbine à vapeur-nucléaire,24,
2023,Québec,Solaire,24,0.007
2023,Québec,Production totale d’électricité provenant de la biomasse,24,0.669
2023,Québec,"Total, sources renouvelables et non émettrices de gaz à effet de serre",24,99.652
2023,Québec,Turbine éolienne,24,4.957
2023,Saskatchewan,Turbine à hydraulique,47,10.947
2023,Saskatchewan,Solaire,47,0.2
2023,Saskatchewan,Production totale d’électricité provenant de la biomasse,47,0.213
2023,Saskatchewan,"Total, sources renouvelables et non émettrices de gaz à effet de serre",47,19.342
2023,Saskatchewan,Turbine éolienne,47,7.981
2023,Yukon,Turbine à hydraulique,60,87.696
2023,Yukon,Solaire,60,0.149
2023,Yukon,Production totale d’électricité provenant de la biomasse,60,0.0
2023,Yukon,"Total, sources renouvelables et non émettrices de gaz à effet de serre",60,87.928
2023,Yukon,Turbine éolienne,60,0.082
2024,Alberta,Turbine à hydraulique,48,2.259
2024,Alberta,Solaire,48,3.572
2024,Alberta,Production totale d’électricité provenant de la biomasse,48,1.796
2024,Alberta,"Total, sources renouvelables et non émettrices de gaz à effet de serre",48,23.599
2024,Alberta,Turbine éolienne,48,15.972
2024,Colombie-Britannique,Turbine à hydraulique,59,87.478
2024,Colombie-Britannique,Solaire,59,0.006
2024,Colombie-Britannique,Turbine marémotrice,59,0.0
2024,Colombie-Britannique,Production totale d’électricité provenant de la biomasse,59,6.715
2024,Colombie-Britannique,"Total, sources renouvelables et non émettrices de gaz à effet de serre",59,97.26
2024,Colombie-Britannique,Turbine éolienne,59,3.062
2024,Canada,Turbine à hydraulique,,55.971
2024,Canada,Turbine à vapeur-nucléaire,,13.445
2024,Canada,Solaire,,0.897
2024,Canada,Turbine marémotrice,,0.0
2024,Canada,Production totale d’électricité provenant de la biomasse,,1.533
2024,Canada,Turbine éolienne,,7.551
2024,Manitoba,Turbine à hydraulique,46,96.553
2024,Manitoba,Solaire,46,0.006
2024,Manitoba,Production totale d’électricité provenant de la biomasse,46,0.277
2024,Manitoba,"Total, sources renouvelables et non émettrices de gaz à effet de serre",46,99.909
2024,Manitoba,Turbine éolienne,46,3.074
2024,Nouveau-Brunswick,Turbine à hydraulique,13,22.697
2024,Nouveau-Brunswick,Turbine à vapeur-nucléaire,13,11.436
2024,Nouveau-Brunswick,Solaire,13,0.026
2024,Nouveau-Brunswick,Turbine marémotrice,13,0.0
2024,Nouveau-Brunswick,Production totale d’électricité provenant de la biomasse,13,5.616
2024,Nouveau-Brunswick,"Total, sources renouvelables et non émettrices de gaz à effet de serre",13,48.924
2024,Nouveau-Brunswick,Turbine éolienne,13,9.15
2024,Terre-Neuve-et-Labrador,Turbine à hydraulique,10,96.944
2024,Terre-Neuve-et-Labrador,Solaire,10,0.0
2024,Terre-Neuve-et-Labrador,Turbine marémotrice,10,0.0
2024,Terre-Neuve-et-Labrador,Production totale d’électricité provenant de la biomasse,10,0.003
2024,Terre-Neuve-et-Labrador,"Total, sources renouvelables et non émettrices de gaz à effet de serre",10,97.375
2024,Terre-Neuve-et-Labrador,Turbine éolienne,10,0.428
2024,Territoires du Nord-Ouest,Turbine à hydraulique,61,20.228
2024,Territoires du Nord-Ouest,Solaire,61,0.518
2024,Territoires du Nord-Ouest,Production totale d’électricité provenant de la biomasse,61,0.0
2024,Territoires du Nord-Ouest,"Total, sources renouvelables et non émettrices de gaz à effet de serre",61,23.559
2024,Territoires du Nord-Ouest,Turbine éolienne,61,2.813
2024,Nouvelle-Écosse,Turbine à hydraulique,12,8.092
2024,Nouvelle-Écosse,Solaire,12,0.034
2024,Nouvelle-Écosse,Turbine marémotrice,12,0.0
2024,Nouvelle-Écosse,Production totale d’électricité provenant de la biomasse,12,4.108
2024,Nouvelle-Écosse,"Total, sources renouvelables et non émettrices de gaz à effet de serre",12,30.628
2024,Nouvelle-Écosse,Turbine éolienne,12,18.393
2024,Nunavut,Turbine à hydraulique,62,0.0
2024,Nunavut,Solaire,62,0.047
2024,Nunavut,Production totale d’électricité provenant de la biomasse,62,0.0
2024,Nunavut,"Total, sources renouvelables et non émettrices de gaz à effet de serre",62,0.047
2024,Nunavut,Turbine éolienne,62,0.0
2024,Ontario,Turbine à hydraulique,35,24.042
2024,Ontario,Turbine à vapeur-nucléaire,35,48.581
2024,Ontario,Solaire,35,1.446
2024,Ontario,Production totale d’électricité provenant de la biomasse,35,0.808
2024,Ontario,"Total, sources renouvelables et non émettrices de gaz à effet de serre",35,83.394
2024,Ontario,Turbine éolienne,35,8.517
2024,Île-du-Prince-Édouard,Turbine à hydraulique,11,0.0
2024,Île-du-Prince-Édouard,Solaire,11,7.121
2024,Île-du-Prince-Édouard,Turbine marémotrice,11,0.0
2024,Île-du-Prince-Édouard,Production totale d’électricité provenant de la biomasse,11,0.681
2024,Île-du-Prince-Édouard,"Total, sources renouvelables et non émettrices de gaz à effet de serre",11,99.708
2024,Île-du-Prince-Édouard,Turbine éolienne,11,91.906
2024,Québec,Turbine à hydraulique,24,92.737
2024,Québec,Turbine à vapeur-nucléaire,24,
2024,Québec,Solaire,24,0.008
2024,Québec,Production totale d’électricité provenant de la biomasse,24,0.85
2024,Québec,"Total, sources renouvelables et non émettrices de gaz à effet de serre",24,99.581
2024,Québec,Turbine éolienne,24,5.986
2024,Saskatchewan,Turbine à hydraulique,47,9.806
2024,Saskatchewan,Solaire,47,0.231
2024,Saskatchewan,Production totale d’électricité provenant de la biomasse,47,0.26
2024,Saskatchewan,"Total, sources renouvelables et non émettrices de gaz à effet de serre",47,18.913
2024,Saskatchewan,Turbine éolienne,47,8.615
2024,Yukon,Turbine à hydraulique,60,79.415
2024,Yukon,Solaire,60,0.177
2024,Yukon,Production totale d’électricité provenant de la biomasse,60,0.0
2024,Yukon,"Total, sources renouvelables et non émettrices de gaz à effet de serre",60,80.661
2024,Yukon,Turbine éolienne,60,1.069
