Year,Geography,Age group,Gender,Indigenous group,Educational attainment,Visible minority,Immigrant status,GeoCode,Value
2020,Quebec,45 to 49 years,Men+,,,,,24,86.0
2020,Quebec,50 to 54 years,Men+,,,,,24,84.1
2020,Quebec,55 to 59 years,Men+,,,,,24,73.8
2020,Quebec,60 to 64 years,Men+,,,,,24,53.5
2020,Quebec,65 years and over,Men+,,,,,24,13.1
2020,Quebec,65 to 69 years,Men+,,,,,24,22.8
2020,Quebec,70 years and over,Men+,,,,,24,8.0
2020,Quebec,15 to 24 years,Women+,,,,,24,58.5
2020,Quebec,25 years and over,Women+,,,,,24,54.1
2020,Quebec,25 to 44 years,Women+,,,,,24,79.9
2020,Quebec,45 to 64 years,Women+,,,,,24,65.0
2020,Quebec,45 years and over,Women+,,,,,24,39.9
2020,Quebec,25 to 54 years,Women+,,,,,24,79.9
2020,Quebec,55 years and over,Women+,,,,,24,25.9
2020,Quebec,15 to 64 years,Women+,,,,,24,70.0
2020,Quebec,15 to 19 years,Women+,,,,,24,47.6
2020,Quebec,20 to 24 years,Women+,,,,,24,68.0
2020,Quebec,25 to 29 years,Women+,,,,,24,79.1
2020,Quebec,30 to 34 years,Women+,,,,,24,77.9
2020,Quebec,35 to 39 years,Women+,,,,,24,81.7
2020,Quebec,40 to 44 years,Women+,,,,,24,80.6
2020,Quebec,45 to 49 years,Women+,,,,,24,81.7
2020,Quebec,50 to 54 years,Women+,,,,,24,78.3
2020,Quebec,55 to 59 years,Women+,,,,,24,64.9
2020,Quebec,60 to 64 years,Women+,,,,,24,40.3
2020,Quebec,65 years and over,Women+,,,,,24,6.3
2020,Quebec,65 to 69 years,Women+,,,,,24,14.5
2020,Quebec,70 years and over,Women+,,,,,24,2.7
2020,Ontario,15 to 24 years,Total - Gender,,,,,35,45.7
2020,Ontario,25 years and over,Total - Gender,,,,,35,59.6
2020,Ontario,25 to 44 years,Total - Gender,,,,,35,77.8
2020,Ontario,45 to 64 years,Total - Gender,,,,,35,70.4
2020,Ontario,45 years and over,Total - Gender,,,,,35,48.3
2020,Ontario,25 to 54 years,Total - Gender,,,,,35,78.3
2020,Ontario,55 years and over,Total - Gender,,,,,35,35.2
2020,Ontario,15 to 64 years,Total - Gender,,,,,35,68.8
2020,Ontario,15 to 19 years,Total - Gender,,,,,35,32.5
2020,Ontario,20 to 24 years,Total - Gender,,,,,35,56.6
2020,Ontario,25 to 29 years,Total - Gender,,,,,35,74.0
2020,Ontario,30 to 34 years,Total - Gender,,,,,35,78.4
2020,Ontario,35 to 39 years,Total - Gender,,,,,35,78.3
2020,Ontario,40 to 44 years,Total - Gender,,,,,35,80.9
2020,Ontario,45 to 49 years,Total - Gender,,,,,35,80.3
2020,Ontario,50 to 54 years,Total - Gender,,,,,35,78.8
2020,Ontario,55 to 59 years,Total - Gender,,,,,35,70.5
2020,Ontario,60 to 64 years,Total - Gender,,,,,35,52.4
2020,Ontario,65 years and over,Total - Gender,,,,,35,13.5
2020,Ontario,65 to 69 years,Total - Gender,,,,,35,26.5
2020,Ontario,70 years and over,Total - Gender,,,,,35,7.4
2020,Ontario,15 to 24 years,Men+,,,,,35,45.8
2020,Ontario,25 years and over,Men+,,,,,35,65.1
2020,Ontario,25 to 44 years,Men+,,,,,35,82.0
2020,Ontario,45 to 64 years,Men+,,,,,35,75.5
2020,Ontario,45 years and over,Men+,,,,,35,54.1
2020,Ontario,25 to 54 years,Men+,,,,,35,82.8
2020,Ontario,55 years and over,Men+,,,,,35,41.0
2020,Ontario,15 to 64 years,Men+,,,,,35,72.3
2020,Ontario,15 to 19 years,Men+,,,,,35,31.6
2020,Ontario,20 to 24 years,Men+,,,,,35,57.2
2020,Ontario,25 to 29 years,Men+,,,,,35,75.6
2020,Ontario,30 to 34 years,Men+,,,,,35,81.9
2020,Ontario,35 to 39 years,Men+,,,,,35,85.1
2020,Ontario,40 to 44 years,Men+,,,,,35,86.9
2020,Ontario,45 to 49 years,Men+,,,,,35,85.7
2020,Ontario,50 to 54 years,Men+,,,,,35,83.2
2020,Ontario,55 to 59 years,Men+,,,,,35,74.6
2020,Ontario,60 to 64 years,Men+,,,,,35,59.0
2020,Ontario,65 years and over,Men+,,,,,35,18.2
2020,Ontario,65 to 69 years,Men+,,,,,35,33.4
2020,Ontario,70 years and over,Men+,,,,,35,10.7
2020,Ontario,15 to 24 years,Women+,,,,,35,45.7
2020,Ontario,25 years and over,Women+,,,,,35,54.3
2020,Ontario,25 to 44 years,Women+,,,,,35,73.5
2020,Ontario,45 to 64 years,Women+,,,,,35,65.6
2020,Ontario,45 years and over,Women+,,,,,35,43.0
2020,Ontario,25 to 54 years,Women+,,,,,35,73.9
2020,Ontario,55 years and over,Women+,,,,,35,29.9
2020,Ontario,15 to 64 years,Women+,,,,,35,65.2
2020,Ontario,15 to 19 years,Women+,,,,,35,33.3
2020,Ontario,20 to 24 years,Women+,,,,,35,56.0
2020,Ontario,25 to 29 years,Women+,,,,,35,72.3
2020,Ontario,30 to 34 years,Women+,,,,,35,74.8
2020,Ontario,35 to 39 years,Women+,,,,,35,71.8
2020,Ontario,40 to 44 years,Women+,,,,,35,75.0
2020,Ontario,45 to 49 years,Women+,,,,,35,75.1
2020,Ontario,50 to 54 years,Women+,,,,,35,74.8
2020,Ontario,55 to 59 years,Women+,,,,,35,66.6
2020,Ontario,60 to 64 years,Women+,,,,,35,46.0
2020,Ontario,65 years and over,Women+,,,,,35,9.5
2020,Ontario,65 to 69 years,Women+,,,,,35,20.3
2020,Ontario,70 years and over,Women+,,,,,35,4.7
2020,Manitoba,15 to 24 years,Total - Gender,,,,,46,53.5
2020,Manitoba,25 years and over,Total - Gender,,,,,46,61.6
2020,Manitoba,25 to 44 years,Total - Gender,,,,,46,79.6
2020,Manitoba,45 to 64 years,Total - Gender,,,,,46,72.3
2020,Manitoba,45 years and over,Total - Gender,,,,,46,49.6
2020,Manitoba,25 to 54 years,Total - Gender,,,,,46,80.5
2020,Manitoba,55 years and over,Total - Gender,,,,,46,36.2
2020,Manitoba,15 to 64 years,Total - Gender,,,,,46,71.6
2020,Manitoba,15 to 19 years,Total - Gender,,,,,46,40.0
2020,Manitoba,20 to 24 years,Total - Gender,,,,,46,64.8
2020,Manitoba,25 to 29 years,Total - Gender,,,,,46,76.5
2020,Manitoba,30 to 34 years,Total - Gender,,,,,46,78.8
2020,Manitoba,35 to 39 years,Total - Gender,,,,,46,80.7
2020,Manitoba,40 to 44 years,Total - Gender,,,,,46,82.8
2020,Manitoba,45 to 49 years,Total - Gender,,,,,46,83.0
2020,Manitoba,50 to 54 years,Total - Gender,,,,,46,81.9
2020,Manitoba,55 to 59 years,Total - Gender,,,,,46,72.9
2020,Manitoba,60 to 64 years,Total - Gender,,,,,46,52.5
2020,Manitoba,65 years and over,Total - Gender,,,,,46,14.7
2020,Manitoba,65 to 69 years,Total - Gender,,,,,46,27.0
2020,Manitoba,70 years and over,Total - Gender,,,,,46,8.6
2020,Manitoba,15 to 24 years,Men+,,,,,46,51.9
2020,Manitoba,25 years and over,Men+,,,,,46,67.9
2020,Manitoba,25 to 44 years,Men+,,,,,46,84.4
2020,Manitoba,45 to 64 years,Men+,,,,,46,78.0
2020,Manitoba,45 years and over,Men+,,,,,46,56.4
2020,Manitoba,25 to 54 years,Men+,,,,,46,84.7
2020,Manitoba,55 years and over,Men+,,,,,46,43.9
2020,Manitoba,15 to 64 years,Men+,,,,,46,75.2
2020,Manitoba,15 to 19 years,Men+,,,,,46,38.9
2020,Manitoba,20 to 24 years,Men+,,,,,46,62.6
2020,Manitoba,25 to 29 years,Men+,,,,,46,79.5
2020,Manitoba,30 to 34 years,Men+,,,,,46,84.9
2020,Manitoba,35 to 39 years,Men+,,,,,46,86.6
2020,Manitoba,40 to 44 years,Men+,,,,,46,86.9
2020,Manitoba,45 to 49 years,Men+,,,,,46,86.8
2020,Manitoba,50 to 54 years,Men+,,,,,46,84.5
2020,Manitoba,55 to 59 years,Men+,,,,,46,78.4
2020,Manitoba,60 to 64 years,Men+,,,,,46,62.8
2020,Manitoba,65 years and over,Men+,,,,,46,20.5
2020,Manitoba,65 to 69 years,Men+,,,,,46,34.1
2020,Manitoba,70 years and over,Men+,,,,,46,13.2
2020,Manitoba,15 to 24 years,Women+,,,,,46,55.3
2020,Manitoba,25 years and over,Women+,,,,,46,55.5
2020,Manitoba,25 to 44 years,Women+,,,,,46,74.8
2020,Manitoba,45 to 64 years,Women+,,,,,46,66.8
2020,Manitoba,45 years and over,Women+,,,,,46,43.3
2020,Manitoba,25 to 54 years,Women+,,,,,46,76.1
2020,Manitoba,55 years and over,Women+,,,,,46,29.2
2020,Manitoba,15 to 64 years,Women+,,,,,46,67.9
2020,Manitoba,15 to 19 years,Women+,,,,,46,41.4
2020,Manitoba,20 to 24 years,Women+,,,,,46,67.6
2020,Manitoba,25 to 29 years,Women+,,,,,46,73.2
2020,Manitoba,30 to 34 years,Women+,,,,,46,72.6
2020,Manitoba,35 to 39 years,Women+,,,,,46,74.6
2020,Manitoba,40 to 44 years,Women+,,,,,46,78.7
2020,Manitoba,45 to 49 years,Women+,,,,,46,79.0
2020,Manitoba,50 to 54 years,Women+,,,,,46,79.4
2020,Manitoba,55 to 59 years,Women+,,,,,46,67.6
2020,Manitoba,60 to 64 years,Women+,,,,,46,42.5
2020,Manitoba,65 years and over,Women+,,,,,46,9.5
2020,Manitoba,65 to 69 years,Women+,,,,,46,20.1
2020,Manitoba,70 years and over,Women+,,,,,46,4.7
2020,Saskatchewan,15 to 24 years,Total - Gender,,,,,47,52.3
2020,Saskatchewan,25 years and over,Total - Gender,,,,,47,63.3
2020,Saskatchewan,25 to 44 years,Total - Gender,,,,,47,80.9
2020,Saskatchewan,45 to 64 years,Total - Gender,,,,,47,73.0
2020,Saskatchewan,45 years and over,Total - Gender,,,,,47,51.4
2020,Saskatchewan,25 to 54 years,Total - Gender,,,,,47,81.8
2020,Saskatchewan,55 years and over,Total - Gender,,,,,47,38.7
2020,Saskatchewan,15 to 64 years,Total - Gender,,,,,47,72.6
2020,Saskatchewan,15 to 19 years,Total - Gender,,,,,47,37.4
2020,Saskatchewan,20 to 24 years,Total - Gender,,,,,47,66.2
2020,Saskatchewan,25 to 29 years,Total - Gender,,,,,47,77.4
2020,Saskatchewan,30 to 34 years,Total - Gender,,,,,47,79.3
2020,Saskatchewan,35 to 39 years,Total - Gender,,,,,47,83.2
2020,Saskatchewan,40 to 44 years,Total - Gender,,,,,47,83.8
2020,Saskatchewan,45 to 49 years,Total - Gender,,,,,47,85.3
2020,Saskatchewan,50 to 54 years,Total - Gender,,,,,47,82.8
2020,Saskatchewan,55 to 59 years,Total - Gender,,,,,47,73.3
2020,Saskatchewan,60 to 64 years,Total - Gender,,,,,47,53.8
2020,Saskatchewan,65 years and over,Total - Gender,,,,,47,18.4
2020,Saskatchewan,65 to 69 years,Total - Gender,,,,,47,29.8
2020,Saskatchewan,70 years and over,Total - Gender,,,,,47,12.5
2020,Saskatchewan,15 to 24 years,Men+,,,,,47,51.3
2020,Saskatchewan,25 years and over,Men+,,,,,47,68.9
2020,Saskatchewan,25 to 44 years,Men+,,,,,47,85.1
2020,Saskatchewan,45 to 64 years,Men+,,,,,47,77.2
2020,Saskatchewan,45 years and over,Men+,,,,,47,57.7
2020,Saskatchewan,25 to 54 years,Men+,,,,,47,85.5
2020,Saskatchewan,55 years and over,Men+,,,,,47,46.0
2020,Saskatchewan,15 to 64 years,Men+,,,,,47,75.7
2020,Saskatchewan,15 to 19 years,Men+,,,,,47,35.4
2020,Saskatchewan,20 to 24 years,Men+,,,,,47,65.8
2020,Saskatchewan,25 to 29 years,Men+,,,,,47,80.5
2020,Saskatchewan,30 to 34 years,Men+,,,,,47,86.3
2020,Saskatchewan,35 to 39 years,Men+,,,,,47,85.9
2020,Saskatchewan,40 to 44 years,Men+,,,,,47,87.5
2020,Saskatchewan,45 to 49 years,Men+,,,,,47,87.2
2020,Saskatchewan,50 to 54 years,Men+,,,,,47,86.1
2020,Saskatchewan,55 to 59 years,Men+,,,,,47,77.8
2020,Saskatchewan,60 to 64 years,Men+,,,,,47,60.1
2020,Saskatchewan,65 years and over,Men+,,,,,47,25.8
2020,Saskatchewan,65 to 69 years,Men+,,,,,47,37.4
2020,Saskatchewan,70 years and over,Men+,,,,,47,19.3
2020,Saskatchewan,15 to 24 years,Women+,,,,,47,53.5
2020,Saskatchewan,25 years and over,Women+,,,,,47,57.7
2020,Saskatchewan,25 to 44 years,Women+,,,,,47,76.6
2020,Saskatchewan,45 to 64 years,Women+,,,,,47,68.9
2020,Saskatchewan,45 years and over,Women+,,,,,47,45.4
2020,Saskatchewan,25 to 54 years,Women+,,,,,47,78.0
2020,Saskatchewan,55 years and over,Women+,,,,,47,31.9
2020,Saskatchewan,15 to 64 years,Women+,,,,,47,69.4
2020,Saskatchewan,15 to 19 years,Women+,,,,,47,39.5
2020,Saskatchewan,20 to 24 years,Women+,,,,,47,66.7
2020,Saskatchewan,25 to 29 years,Women+,,,,,47,73.9
2020,Saskatchewan,30 to 34 years,Women+,,,,,47,72.1
2020,Saskatchewan,35 to 39 years,Women+,,,,,47,80.4
2020,Saskatchewan,40 to 44 years,Women+,,,,,47,79.9
2020,Saskatchewan,45 to 49 years,Women+,,,,,47,83.4
2020,Saskatchewan,50 to 54 years,Women+,,,,,47,79.4
2020,Saskatchewan,55 to 59 years,Women+,,,,,47,68.7
2020,Saskatchewan,60 to 64 years,Women+,,,,,47,47.5
2020,Saskatchewan,65 years and over,Women+,,,,,47,11.7
2020,Saskatchewan,65 to 69 years,Women+,,,,,47,21.9
2020,Saskatchewan,70 years and over,Women+,,,,,47,6.9
2020,Alberta,15 to 24 years,Total - Gender,,,,,48,46.6
2020,Alberta,25 years and over,Total - Gender,,,,,48,63.6
2020,Alberta,25 to 44 years,Total - Gender,,,,,48,78.5
2020,Alberta,45 to 64 years,Total - Gender,,,,,48,71.1
2020,Alberta,45 years and over,Total - Gender,,,,,48,51.9
2020,Alberta,25 to 54 years,Total - Gender,,,,,48,78.9
2020,Alberta,55 years and over,Total - Gender,,,,,48,38.2
2020,Alberta,15 to 64 years,Total - Gender,,,,,48,70.0
2020,Alberta,15 to 19 years,Total - Gender,,,,,48,33.0
2020,Alberta,20 to 24 years,Total - Gender,,,,,48,59.2
2020,Alberta,25 to 29 years,Total - Gender,,,,,48,74.8
2020,Alberta,30 to 34 years,Total - Gender,,,,,48,79.2
2020,Alberta,35 to 39 years,Total - Gender,,,,,48,79.4
2020,Alberta,40 to 44 years,Total - Gender,,,,,48,80.1
2020,Alberta,45 to 49 years,Total - Gender,,,,,48,81.2
2020,Alberta,50 to 54 years,Total - Gender,,,,,48,78.6
2020,Alberta,55 to 59 years,Total - Gender,,,,,48,69.9
2020,Alberta,60 to 64 years,Total - Gender,,,,,48,53.9
2020,Alberta,65 years and over,Total - Gender,,,,,48,15.7
2020,Alberta,65 to 69 years,Total - Gender,,,,,48,25.5
2020,Alberta,70 years and over,Total - Gender,,,,,48,10.2
2020,Alberta,15 to 24 years,Men+,,,,,48,47.5
2020,Alberta,25 years and over,Men+,,,,,48,69.4
2020,Alberta,25 to 44 years,Men+,,,,,48,82.7
2020,Alberta,45 to 64 years,Men+,,,,,48,77.3
2020,Alberta,45 years and over,Men+,,,,,48,58.7
2020,Alberta,25 to 54 years,Men+,,,,,48,83.3
2020,Alberta,55 years and over,Men+,,,,,48,45.5
2020,Alberta,15 to 64 years,Men+,,,,,48,74.3
2020,Alberta,15 to 19 years,Men+,,,,,48,32.2
2020,Alberta,20 to 24 years,Men+,,,,,48,61.5
2020,Alberta,25 to 29 years,Men+,,,,,48,75.9
2020,Alberta,30 to 34 years,Men+,,,,,48,85.6
2020,Alberta,35 to 39 years,Men+,,,,,48,84.8
2020,Alberta,40 to 44 years,Men+,,,,,48,83.8
2020,Alberta,45 to 49 years,Men+,,,,,48,86.2
2020,Alberta,50 to 54 years,Men+,,,,,48,83.3
2020,Alberta,55 to 59 years,Men+,,,,,48,76.0
2020,Alberta,60 to 64 years,Men+,,,,,48,63.1
2020,Alberta,65 years and over,Men+,,,,,48,21.5
2020,Alberta,65 to 69 years,Men+,,,,,48,33.0
2020,Alberta,70 years and over,Men+,,,,,48,14.6
2020,Alberta,15 to 24 years,Women+,,,,,48,45.7
2020,Alberta,25 years and over,Women+,,,,,48,57.8
2020,Alberta,25 to 44 years,Women+,,,,,48,74.2
2020,Alberta,45 to 64 years,Women+,,,,,48,64.7
2020,Alberta,45 years and over,Women+,,,,,48,45.2
2020,Alberta,25 to 54 years,Women+,,,,,48,74.4
2020,Alberta,55 years and over,Women+,,,,,48,31.2
2020,Alberta,15 to 64 years,Women+,,,,,48,65.6
2020,Alberta,15 to 19 years,Women+,,,,,48,33.9
2020,Alberta,20 to 24 years,Women+,,,,,48,56.7
2020,Alberta,25 to 29 years,Women+,,,,,48,73.8
2020,Alberta,30 to 34 years,Women+,,,,,48,72.8
2020,Alberta,35 to 39 years,Women+,,,,,48,73.3
2020,Alberta,40 to 44 years,Women+,,,,,48,76.7
2020,Alberta,45 to 49 years,Women+,,,,,48,76.0
2020,Alberta,50 to 54 years,Women+,,,,,48,73.7
2020,Alberta,55 to 59 years,Women+,,,,,48,63.7
2020,Alberta,60 to 64 years,Women+,,,,,48,44.6
2020,Alberta,65 years and over,Women+,,,,,48,10.4
2020,Alberta,65 to 69 years,Women+,,,,,48,18.0
2020,Alberta,70 years and over,Women+,,,,,48,6.3
2020,British Columbia,15 to 24 years,Total - Gender,,,,,59,50.0
2020,British Columbia,25 years and over,Total - Gender,,,,,59,60.0
2020,British Columbia,25 to 44 years,Total - Gender,,,,,59,79.4
2020,British Columbia,45 to 64 years,Total - Gender,,,,,59,70.4
2020,British Columbia,45 years and over,Total - Gender,,,,,59,47.9
2020,British Columbia,25 to 54 years,Total - Gender,,,,,59,79.8
2020,British Columbia,55 years and over,Total - Gender,,,,,59,34.9
2020,British Columbia,15 to 64 years,Total - Gender,,,,,59,70.5
2020,British Columbia,15 to 19 years,Total - Gender,,,,,59,36.8
2020,British Columbia,20 to 24 years,Total - Gender,,,,,59,60.3
2020,British Columbia,25 to 29 years,Total - Gender,,,,,59,75.3
2020,British Columbia,30 to 34 years,Total - Gender,,,,,59,80.0
2020,British Columbia,35 to 39 years,Total - Gender,,,,,59,80.0
2020,British Columbia,40 to 44 years,Total - Gender,,,,,59,82.9
2020,British Columbia,45 to 49 years,Total - Gender,,,,,59,82.3
2020,British Columbia,50 to 54 years,Total - Gender,,,,,59,78.7
2020,British Columbia,55 to 59 years,Total - Gender,,,,,59,69.9
2020,British Columbia,60 to 64 years,Total - Gender,,,,,59,52.1
2020,British Columbia,65 years and over,Total - Gender,,,,,59,14.9
2020,British Columbia,65 to 69 years,Total - Gender,,,,,59,27.6
2020,British Columbia,70 years and over,Total - Gender,,,,,59,8.8
2020,British Columbia,15 to 24 years,Men+,,,,,59,50.3
2020,British Columbia,25 years and over,Men+,,,,,59,64.7
2020,British Columbia,25 to 44 years,Men+,,,,,59,83.3
2020,British Columbia,45 to 64 years,Men+,,,,,59,74.9
2020,British Columbia,45 years and over,Men+,,,,,59,52.6
2020,British Columbia,25 to 54 years,Men+,,,,,59,83.4
2020,British Columbia,55 years and over,Men+,,,,,59,40.1
2020,British Columbia,15 to 64 years,Men+,,,,,59,73.9
2020,British Columbia,15 to 19 years,Men+,,,,,59,34.7
2020,British Columbia,20 to 24 years,Men+,,,,,59,62.4
2020,British Columbia,25 to 29 years,Men+,,,,,59,76.3
2020,British Columbia,30 to 34 years,Men+,,,,,59,84.8
2020,British Columbia,35 to 39 years,Men+,,,,,59,85.3
2020,British Columbia,40 to 44 years,Men+,,,,,59,87.7
2020,British Columbia,45 to 49 years,Men+,,,,,59,85.2
2020,British Columbia,50 to 54 years,Men+,,,,,59,82.4
2020,British Columbia,55 to 59 years,Men+,,,,,59,74.7
2020,British Columbia,60 to 64 years,Men+,,,,,59,58.6
2020,British Columbia,65 years and over,Men+,,,,,59,19.0
2020,British Columbia,65 to 69 years,Men+,,,,,59,33.7
2020,British Columbia,70 years and over,Men+,,,,,59,11.6
2020,British Columbia,15 to 24 years,Women+,,,,,59,49.7
2020,British Columbia,25 years and over,Women+,,,,,59,55.4
2020,British Columbia,25 to 44 years,Women+,,,,,59,75.5
2020,British Columbia,45 to 64 years,Women+,,,,,59,66.1
2020,British Columbia,45 years and over,Women+,,,,,59,43.5
2020,British Columbia,25 to 54 years,Women+,,,,,59,76.1
2020,British Columbia,55 years and over,Women+,,,,,59,30.2
2020,British Columbia,15 to 64 years,Women+,,,,,59,67.2
2020,British Columbia,15 to 19 years,Women+,,,,,59,38.9
2020,British Columbia,20 to 24 years,Women+,,,,,59,58.1
2020,British Columbia,25 to 29 years,Women+,,,,,59,74.3
2020,British Columbia,30 to 34 years,Women+,,,,,59,75.0
2020,British Columbia,35 to 39 years,Women+,,,,,59,74.6
2020,British Columbia,40 to 44 years,Women+,,,,,59,78.3
2020,British Columbia,45 to 49 years,Women+,,,,,59,79.7
2020,British Columbia,50 to 54 years,Women+,,,,,59,75.2
2020,British Columbia,55 to 59 years,Women+,,,,,59,65.2
2020,British Columbia,60 to 64 years,Women+,,,,,59,46.0
2020,British Columbia,65 years and over,Women+,,,,,59,11.3
2020,British Columbia,65 to 69 years,Women+,,,,,59,22.1
2020,British Columbia,70 years and over,Women+,,,,,59,6.3
2021,Canada,15 to 24 years,Total - Gender,,,,,,55.5
2021,Canada,25 years and over,Total - Gender,,,,,,61.3
2021,Canada,25 to 44 years,Total - Gender,,,,,,82.4
2021,Canada,45 to 64 years,Total - Gender,,,,,,72.2
2021,Canada,45 years and over,Total - Gender,,,,,,48.3
2021,Canada,25 to 54 years,Total - Gender,,,,,,82.5
2021,Canada,55 years and over,Total - Gender,,,,,,34.8
2021,Canada,15 to 64 years,Total - Gender,,,,,,73.5
2021,Canada,15 to 19 years,Total - Gender,,,,,,42.2
2021,Canada,20 to 24 years,Total - Gender,,,,,,66.9
2021,Canada,25 to 29 years,Total - Gender,,,,,,79.7
2021,Canada,30 to 34 years,Total - Gender,,,,,,82.9
2021,Canada,35 to 39 years,Total - Gender,,,,,,82.9
2021,Canada,40 to 44 years,Total - Gender,,,,,,84.0
2021,Canada,45 to 49 years,Total - Gender,,,,,,83.7
2021,Canada,50 to 54 years,Total - Gender,,,,,,81.7
2021,Canada,55 to 59 years,Total - Gender,,,,,,72.1
2021,Canada,60 to 64 years,Total - Gender,,,,,,53.3
2021,Canada,65 years and over,Total - Gender,,,,,,13.1
2021,Canada,65 to 69 years,Total - Gender,,,,,,25.5
2021,Canada,70 years and over,Total - Gender,,,,,,7.1
2021,Canada,15 to 24 years,Men+,,,,,,54.7
2021,Canada,25 years and over,Men+,,,,,,66.3
2021,Canada,25 to 44 years,Men+,,,,,,85.7
2021,Canada,45 to 64 years,Men+,,,,,,76.8
2021,Canada,45 years and over,Men+,,,,,,53.6
2021,Canada,25 to 54 years,Men+,,,,,,85.8
2021,Canada,55 years and over,Men+,,,,,,40.4
2021,Canada,15 to 64 years,Men+,,,,,,76.5
2021,Canada,15 to 19 years,Men+,,,,,,40.7
2021,Canada,20 to 24 years,Men+,,,,,,66.6
2021,Canada,25 to 29 years,Men+,,,,,,81.2
2021,Canada,30 to 34 years,Men+,,,,,,86.5
2021,Canada,35 to 39 years,Men+,,,,,,87.9
2021,Canada,40 to 44 years,Men+,,,,,,87.7
2021,Canada,45 to 49 years,Men+,,,,,,87.3
2021,Canada,50 to 54 years,Men+,,,,,,84.9
2021,Canada,55 to 59 years,Men+,,,,,,76.8
2021,Canada,60 to 64 years,Men+,,,,,,59.6
2021,Canada,65 years and over,Men+,,,,,,17.5
2021,Canada,65 to 69 years,Men+,,,,,,31.1
2021,Canada,70 years and over,Men+,,,,,,10.5
2021,Canada,15 to 24 years,Women+,,,,,,56.4
2021,Canada,25 years and over,Women+,,,,,,56.6
2021,Canada,25 to 44 years,Women+,,,,,,78.9
2021,Canada,45 to 64 years,Women+,,,,,,67.8
2021,Canada,45 years and over,Women+,,,,,,43.4
2021,Canada,25 to 54 years,Women+,,,,,,79.1
2021,Canada,55 years and over,Women+,,,,,,29.6
2021,Canada,15 to 64 years,Women+,,,,,,70.5
2021,Canada,15 to 19 years,Women+,,,,,,43.7
2021,Canada,20 to 24 years,Women+,,,,,,67.2
2021,Canada,25 to 29 years,Women+,,,,,,78.1
2021,Canada,30 to 34 years,Women+,,,,,,79.3
2021,Canada,35 to 39 years,Women+,,,,,,77.9
2021,Canada,40 to 44 years,Women+,,,,,,80.4
2021,Canada,45 to 49 years,Women+,,,,,,80.2
2021,Canada,50 to 54 years,Women+,,,,,,78.7
2021,Canada,55 to 59 years,Women+,,,,,,67.4
2021,Canada,60 to 64 years,Women+,,,,,,47.2
2021,Canada,65 years and over,Women+,,,,,,9.2
2021,Canada,65 to 69 years,Women+,,,,,,20.1
2021,Canada,70 years and over,Women+,,,,,,4.2
2021,Newfoundland and Labrador,15 to 24 years,Total - Gender,,,,,10,51.4
2021,Newfoundland and Labrador,25 years and over,Total - Gender,,,,,10,49.8
2021,Newfoundland and Labrador,25 to 44 years,Total - Gender,,,,,10,76.5
2021,Newfoundland and Labrador,45 to 64 years,Total - Gender,,,,,10,60.5
2021,Newfoundland and Labrador,45 years and over,Total - Gender,,,,,10,38.6
2021,Newfoundland and Labrador,25 to 54 years,Total - Gender,,,,,10,75.8
2021,Newfoundland and Labrador,55 years and over,Total - Gender,,,,,10,25.5
2021,Newfoundland and Labrador,15 to 64 years,Total - Gender,,,,,10,64.7
2021,Newfoundland and Labrador,15 to 19 years,Total - Gender,,,,,10,38.6
2021,Newfoundland and Labrador,20 to 24 years,Total - Gender,,,,,10,63.2
2021,Newfoundland and Labrador,25 to 29 years,Total - Gender,,,,,10,73.0
2021,Newfoundland and Labrador,30 to 34 years,Total - Gender,,,,,10,77.0
2021,Newfoundland and Labrador,35 to 39 years,Total - Gender,,,,,10,78.9
2021,Newfoundland and Labrador,40 to 44 years,Total - Gender,,,,,10,77.2
2021,Newfoundland and Labrador,45 to 49 years,Total - Gender,,,,,10,75.9
2021,Newfoundland and Labrador,50 to 54 years,Total - Gender,,,,,10,73.9
2021,Newfoundland and Labrador,55 to 59 years,Total - Gender,,,,,10,59.3
2021,Newfoundland and Labrador,60 to 64 years,Total - Gender,,,,,10,37.2
2021,Newfoundland and Labrador,65 years and over,Total - Gender,,,,,10,9.2
2021,Newfoundland and Labrador,65 to 69 years,Total - Gender,,,,,10,17.2
2021,Newfoundland and Labrador,70 years and over,Total - Gender,,,,,10,5.0
2021,Newfoundland and Labrador,15 to 24 years,Men+,,,,,10,49.3
2021,Newfoundland and Labrador,25 years and over,Men+,,,,,10,51.5
2021,Newfoundland and Labrador,25 to 44 years,Men+,,,,,10,75.2
2021,Newfoundland and Labrador,45 to 64 years,Men+,,,,,10,62.1
2021,Newfoundland and Labrador,45 years and over,Men+,,,,,10,41.3
2021,Newfoundland and Labrador,25 to 54 years,Men+,,,,,10,75.1
2021,Newfoundland and Labrador,55 years and over,Men+,,,,,10,28.9
2021,Newfoundland and Labrador,15 to 64 years,Men+,,,,,10,64.6
2021,Newfoundland and Labrador,15 to 19 years,Men+,,,,,10,35.1
2021,Newfoundland and Labrador,20 to 24 years,Men+,,,,,10,63.0
2021,Newfoundland and Labrador,25 to 29 years,Men+,,,,,10,71.9
2021,Newfoundland and Labrador,30 to 34 years,Men+,,,,,10,74.3
2021,Newfoundland and Labrador,35 to 39 years,Men+,,,,,10,79.9
2021,Newfoundland and Labrador,40 to 44 years,Men+,,,,,10,75.0
2021,Newfoundland and Labrador,45 to 49 years,Men+,,,,,10,73.7
