Year,Geography,Economic family type,Demographic characteristics,Household food security status,GeoCode,Value
2020,Ontario,All persons,,Food secure,35,83.9
2020,Ontario,All persons,,Food secure,35,16.1
2020,Ontario,All persons,,"Food insecure, marginal",35,4.6
2020,Ontario,All persons,,"Food insecure, moderate or severe",35,11.5
2020,Ontario,All persons,,"Food insecure, moderate",35,7.6
2020,Ontario,All persons,,"Food insecure, severe",35,3.9
2020,Ontario,Persons in economic families,,Food secure,35,84.3
2020,Ontario,Persons in economic families,,Food secure,35,15.7
2020,Ontario,Persons in economic families,,"Food insecure, marginal",35,4.7
2020,Ontario,Persons in economic families,,"Food insecure, moderate or severe",35,11.0
2020,Ontario,Persons in economic families,,"Food insecure, moderate",35,7.4
2020,Ontario,Persons in economic families,,"Food insecure, severe",35,3.6
2020,Ontario,Persons in elderly families,,Food secure,35,92.1
2020,Ontario,Persons in elderly families,,Food secure,35,7.9
2020,Ontario,Persons in elderly families,,"Food insecure, marginal",35,2.5
2020,Ontario,Persons in elderly families,,"Food insecure, moderate or severe",35,5.4
2020,Ontario,Persons in elderly families,,"Food insecure, moderate",35,4.5
2020,Ontario,Persons in elderly families,,"Food insecure, severe",35,0.9
2020,Ontario,Persons in elderly couples,,Food secure,35,94.7
2020,Ontario,Persons in elderly couples,,Food secure,35,5.3
2020,Ontario,Persons in elderly couples,,"Food insecure, marginal",35,1.7
2020,Ontario,Persons in elderly couples,,"Food insecure, moderate or severe",35,3.6
2020,Ontario,Persons in elderly couples,,"Food insecure, moderate",35,2.8
2020,Ontario,Persons in elderly couples,,"Food insecure, severe",35,
2020,Ontario,Persons in other elderly families,,Food secure,35,87.4
2020,Ontario,Persons in other elderly families,,Food secure,35,12.6
2020,Ontario,Persons in other elderly families,,"Food insecure, marginal",35,3.9
2020,Ontario,Persons in other elderly families,,"Food insecure, moderate or severe",35,8.7
2020,Ontario,Persons in other elderly families,,"Food insecure, moderate",35,
2020,Ontario,Persons in other elderly families,,"Food insecure, severe",35,
2020,Ontario,Persons in non-elderly families,,Food secure,35,82.9
2020,Ontario,Persons in non-elderly families,,Food secure,35,17.1
2020,Ontario,Persons in non-elderly families,,"Food insecure, marginal",35,5.1
2020,Ontario,Persons in non-elderly families,,"Food insecure, moderate or severe",35,12.0
2020,Ontario,Persons in non-elderly families,,"Food insecure, moderate",35,8.0
2020,Ontario,Persons in non-elderly families,,"Food insecure, severe",35,4.0
2020,Ontario,Persons in couples,,Food secure,35,89.5
2020,Ontario,Persons in couples,,Food secure,35,10.5
2020,Ontario,Persons in couples,,"Food insecure, marginal",35,3.2
2020,Ontario,Persons in couples,,"Food insecure, moderate or severe",35,7.3
2020,Ontario,Persons in couples,,"Food insecure, moderate",35,4.1
2020,Ontario,Persons in couples,,"Food insecure, severe",35,3.3
2020,Ontario,Persons in couple families with children,,Food secure,35,83.2
2020,Ontario,Persons in couple families with children,,Food secure,35,16.8
2020,Ontario,Persons in couple families with children,,"Food insecure, marginal",35,6.1
2020,Ontario,Persons in couple families with children,,"Food insecure, moderate or severe",35,10.7
2020,Ontario,Persons in couple families with children,,"Food insecure, moderate",35,8.1
2020,Ontario,Persons in couple families with children,,"Food insecure, severe",35,2.6
2020,Ontario,Persons in couple families with other relatives,,Food secure,35,88.4
2020,Ontario,Persons in couple families with other relatives,,Food secure,35,11.6
2020,Ontario,Persons in couple families with other relatives,,"Food insecure, marginal",35,4.1
2020,Ontario,Persons in couple families with other relatives,,"Food insecure, moderate or severe",35,7.5
2020,Ontario,Persons in couple families with other relatives,,"Food insecure, moderate",35,4.2
2020,Ontario,Persons in couple families with other relatives,,"Food insecure, severe",35,3.3
2020,Ontario,Persons in lone-parent families,,Food secure,35,63.9
2020,Ontario,Persons in lone-parent families,,Food secure,35,36.1
2020,Ontario,Persons in lone-parent families,,"Food insecure, marginal",35,5.7
2020,Ontario,Persons in lone-parent families,,"Food insecure, moderate or severe",35,30.4
2020,Ontario,Persons in lone-parent families,,"Food insecure, moderate",35,18.1
2020,Ontario,Persons in lone-parent families,,"Food insecure, severe",35,12.4
2020,Ontario,Persons in male lone-parent families,,Food secure,35,83.5
2020,Ontario,Persons in male lone-parent families,,Food secure,35,16.5
2020,Ontario,Persons in male lone-parent families,,"Food insecure, marginal",35,
2020,Ontario,Persons in male lone-parent families,,"Food insecure, moderate or severe",35,
2020,Ontario,Persons in male lone-parent families,,"Food insecure, moderate",35,
2020,Ontario,Persons in male lone-parent families,,"Food insecure, severe",35,
2020,Ontario,Persons in female lone-parent families,,Food secure,35,60.1
2020,Ontario,Persons in female lone-parent families,,Food secure,35,39.9
2020,Ontario,Persons in female lone-parent families,,"Food insecure, marginal",35,6.3
2020,Ontario,Persons in female lone-parent families,,"Food insecure, moderate or severe",35,33.6
2020,Ontario,Persons in female lone-parent families,,"Food insecure, moderate",35,19.4
2020,Ontario,Persons in female lone-parent families,,"Food insecure, severe",35,14.2
2020,Ontario,Persons in other non-elderly families,,Food secure,35,77.0
2020,Ontario,Persons in other non-elderly families,,Food secure,35,23.0
2020,Ontario,Persons in other non-elderly families,,"Food insecure, marginal",35,4.8
2020,Ontario,Persons in other non-elderly families,,"Food insecure, moderate or severe",35,18.2
2020,Ontario,Persons in other non-elderly families,,"Food insecure, moderate",35,11.4
2020,Ontario,Persons in other non-elderly families,,"Food insecure, severe",35,6.8
2020,Ontario,Persons not in an economic family,,Food secure,35,81.9
2020,Ontario,Persons not in an economic family,,Food secure,35,18.1
2020,Ontario,Persons not in an economic family,,"Food insecure, marginal",35,4.0
2020,Ontario,Persons not in an economic family,,"Food insecure, moderate or severe",35,14.1
2020,Ontario,Persons not in an economic family,,"Food insecure, moderate",35,8.3
2020,Ontario,Persons not in an economic family,,"Food insecure, severe",35,5.7
2020,Ontario,Elderly persons not in an economic family,,Food secure,35,89.8
2020,Ontario,Elderly persons not in an economic family,,Food secure,35,10.2
2020,Ontario,Elderly persons not in an economic family,,"Food insecure, marginal",35,2.9
2020,Ontario,Elderly persons not in an economic family,,"Food insecure, moderate or severe",35,7.4
2020,Ontario,Elderly persons not in an economic family,,"Food insecure, moderate",35,5.5
2020,Ontario,Elderly persons not in an economic family,,"Food insecure, severe",35,1.8
2020,Ontario,Elderly males not in an economic family,,Food secure,35,89.1
2020,Ontario,Elderly males not in an economic family,,Food secure,35,10.9
2020,Ontario,Elderly males not in an economic family,,"Food insecure, marginal",35,3.5
2020,Ontario,Elderly males not in an economic family,,"Food insecure, moderate or severe",35,7.4
2020,Ontario,Elderly males not in an economic family,,"Food insecure, moderate",35,6.3
2020,Ontario,Elderly males not in an economic family,,"Food insecure, severe",35,1.1
2020,Ontario,Elderly females not in an economic family,,Food secure,35,90.1
2020,Ontario,Elderly females not in an economic family,,Food secure,35,9.9
2020,Ontario,Elderly females not in an economic family,,"Food insecure, marginal",35,2.6
2020,Ontario,Elderly females not in an economic family,,"Food insecure, moderate or severe",35,7.4
2020,Ontario,Elderly females not in an economic family,,"Food insecure, moderate",35,5.1
2020,Ontario,Elderly females not in an economic family,,"Food insecure, severe",35,2.2
2020,Ontario,Non-elderly persons not in an economic family,,Food secure,35,78.3
2020,Ontario,Non-elderly persons not in an economic family,,Food secure,35,21.7
2020,Ontario,Non-elderly persons not in an economic family,,"Food insecure, marginal",35,4.5
2020,Ontario,Non-elderly persons not in an economic family,,"Food insecure, moderate or severe",35,17.2
2020,Ontario,Non-elderly persons not in an economic family,,"Food insecure, moderate",35,9.6
2020,Ontario,Non-elderly persons not in an economic family,,"Food insecure, severe",35,7.5
2020,Ontario,Non-elderly males not in an economic family,,Food secure,35,80.9
2020,Ontario,Non-elderly males not in an economic family,,Food secure,35,19.1
2020,Ontario,Non-elderly males not in an economic family,,"Food insecure, marginal",35,4.6
2020,Ontario,Non-elderly males not in an economic family,,"Food insecure, moderate or severe",35,14.6
2020,Ontario,Non-elderly males not in an economic family,,"Food insecure, moderate",35,8.9
2020,Ontario,Non-elderly males not in an economic family,,"Food insecure, severe",35,5.6
2020,Ontario,Non-elderly females not in an economic family,,Food secure,35,74.7
2020,Ontario,Non-elderly females not in an economic family,,Food secure,35,25.3
2020,Ontario,Non-elderly females not in an economic family,,"Food insecure, marginal",35,4.5
2020,Ontario,Non-elderly females not in an economic family,,"Food insecure, moderate or severe",35,20.9
2020,Ontario,Non-elderly females not in an economic family,,"Food insecure, moderate",35,10.6
2020,Ontario,Non-elderly females not in an economic family,,"Food insecure, severe",35,10.2
2020,Prairie provinces,All persons,,Food secure,,81.0
2020,Prairie provinces,All persons,,Food secure,,19.0
2020,Prairie provinces,All persons,,"Food insecure, marginal",,4.9
2020,Prairie provinces,All persons,,"Food insecure, moderate or severe",,14.1
2020,Prairie provinces,All persons,,"Food insecure, moderate",,9.2
2020,Prairie provinces,All persons,,"Food insecure, severe",,4.9
2020,Prairie provinces,Persons in economic families,,Food secure,,81.8
2020,Prairie provinces,Persons in economic families,,Food secure,,18.2
2020,Prairie provinces,Persons in economic families,,"Food insecure, marginal",,4.8
2020,Prairie provinces,Persons in economic families,,"Food insecure, moderate or severe",,13.4
2020,Prairie provinces,Persons in economic families,,"Food insecure, moderate",,9.1
2020,Prairie provinces,Persons in economic families,,"Food insecure, severe",,4.3
2020,Prairie provinces,Persons in elderly families,,Food secure,,92.3
2020,Prairie provinces,Persons in elderly families,,Food secure,,7.7
2020,Prairie provinces,Persons in elderly families,,"Food insecure, marginal",,3.1
2020,Prairie provinces,Persons in elderly families,,"Food insecure, moderate or severe",,4.6
2020,Prairie provinces,Persons in elderly families,,"Food insecure, moderate",,2.9
2020,Prairie provinces,Persons in elderly families,,"Food insecure, severe",,1.7
2020,Prairie provinces,Persons in elderly couples,,Food secure,,94.0
2020,Prairie provinces,Persons in elderly couples,,Food secure,,6.0
2020,Prairie provinces,Persons in elderly couples,,"Food insecure, marginal",,2.4
2020,Prairie provinces,Persons in elderly couples,,"Food insecure, moderate or severe",,3.6
2020,Prairie provinces,Persons in elderly couples,,"Food insecure, moderate",,1.9
2020,Prairie provinces,Persons in elderly couples,,"Food insecure, severe",,1.7
2020,Prairie provinces,Persons in other elderly families,,Food secure,,88.2
2020,Prairie provinces,Persons in other elderly families,,Food secure,,11.8
2020,Prairie provinces,Persons in other elderly families,,"Food insecure, marginal",,
2020,Prairie provinces,Persons in other elderly families,,"Food insecure, moderate or severe",,7.0
2020,Prairie provinces,Persons in other elderly families,,"Food insecure, moderate",,5.3
2020,Prairie provinces,Persons in other elderly families,,"Food insecure, severe",,
2020,Prairie provinces,Persons in non-elderly families,,Food secure,,80.3
2020,Prairie provinces,Persons in non-elderly families,,Food secure,,19.7
2020,Prairie provinces,Persons in non-elderly families,,"Food insecure, marginal",,5.0
2020,Prairie provinces,Persons in non-elderly families,,"Food insecure, moderate or severe",,14.7
2020,Prairie provinces,Persons in non-elderly families,,"Food insecure, moderate",,10.0
2020,Prairie provinces,Persons in non-elderly families,,"Food insecure, severe",,4.7
2020,Prairie provinces,Persons in couples,,Food secure,,84.5
2020,Prairie provinces,Persons in couples,,Food secure,,15.5
2020,Prairie provinces,Persons in couples,,"Food insecure, marginal",,4.3
2020,Prairie provinces,Persons in couples,,"Food insecure, moderate or severe",,11.2
2020,Prairie provinces,Persons in couples,,"Food insecure, moderate",,6.8
2020,Prairie provinces,Persons in couples,,"Food insecure, severe",,4.4
2020,Prairie provinces,Persons in couple families with children,,Food secure,,81.0
2020,Prairie provinces,Persons in couple families with children,,Food secure,,19.0
2020,Prairie provinces,Persons in couple families with children,,"Food insecure, marginal",,5.7
2020,Prairie provinces,Persons in couple families with children,,"Food insecure, moderate or severe",,13.3
2020,Prairie provinces,Persons in couple families with children,,"Food insecure, moderate",,10.0
2020,Prairie provinces,Persons in couple families with children,,"Food insecure, severe",,3.4
2020,Prairie provinces,Persons in couple families with other relatives,,Food secure,,83.6
2020,Prairie provinces,Persons in couple families with other relatives,,Food secure,,16.4
2020,Prairie provinces,Persons in couple families with other relatives,,"Food insecure, marginal",,
2020,Prairie provinces,Persons in couple families with other relatives,,"Food insecure, moderate or severe",,13.7
2020,Prairie provinces,Persons in couple families with other relatives,,"Food insecure, moderate",,9.0
2020,Prairie provinces,Persons in couple families with other relatives,,"Food insecure, severe",,
2020,Prairie provinces,Persons in lone-parent families,,Food secure,,59.1
2020,Prairie provinces,Persons in lone-parent families,,Food secure,,40.9
2020,Prairie provinces,Persons in lone-parent families,,"Food insecure, marginal",,8.6
2020,Prairie provinces,Persons in lone-parent families,,"Food insecure, moderate or severe",,32.3
2020,Prairie provinces,Persons in lone-parent families,,"Food insecure, moderate",,22.9
2020,Prairie provinces,Persons in lone-parent families,,"Food insecure, severe",,9.4
2020,Prairie provinces,Persons in male lone-parent families,,Food secure,,67.1
2020,Prairie provinces,Persons in male lone-parent families,,Food secure,,32.9
2020,Prairie provinces,Persons in male lone-parent families,,"Food insecure, marginal",,
2020,Prairie provinces,Persons in male lone-parent families,,"Food insecure, moderate or severe",,
2020,Prairie provinces,Persons in male lone-parent families,,"Food insecure, moderate",,
2020,Prairie provinces,Persons in male lone-parent families,,"Food insecure, severe",,
2020,Prairie provinces,Persons in female lone-parent families,,Food secure,,57.1
2020,Prairie provinces,Persons in female lone-parent families,,Food secure,,42.9
2020,Prairie provinces,Persons in female lone-parent families,,"Food insecure, marginal",,8.9
2020,Prairie provinces,Persons in female lone-parent families,,"Food insecure, moderate or severe",,34.0
2020,Prairie provinces,Persons in female lone-parent families,,"Food insecure, moderate",,22.8
2020,Prairie provinces,Persons in female lone-parent families,,"Food insecure, severe",,11.2
2020,Prairie provinces,Persons in other non-elderly families,,Food secure,,77.6
2020,Prairie provinces,Persons in other non-elderly families,,Food secure,,22.4
2020,Prairie provinces,Persons in other non-elderly families,,"Food insecure, marginal",,4.2
2020,Prairie provinces,Persons in other non-elderly families,,"Food insecure, moderate or severe",,18.3
2020,Prairie provinces,Persons in other non-elderly families,,"Food insecure, moderate",,8.6
2020,Prairie provinces,Persons in other non-elderly families,,"Food insecure, severe",,9.7
2020,Prairie provinces,Persons not in an economic family,,Food secure,,76.4
2020,Prairie provinces,Persons not in an economic family,,Food secure,,23.6
2020,Prairie provinces,Persons not in an economic family,,"Food insecure, marginal",,5.3
2020,Prairie provinces,Persons not in an economic family,,"Food insecure, moderate or severe",,18.2
2020,Prairie provinces,Persons not in an economic family,,"Food insecure, moderate",,9.9
2020,Prairie provinces,Persons not in an economic family,,"Food insecure, severe",,8.4
2020,Prairie provinces,Elderly persons not in an economic family,,Food secure,,84.8
2020,Prairie provinces,Elderly persons not in an economic family,,Food secure,,15.2
2020,Prairie provinces,Elderly persons not in an economic family,,"Food insecure, marginal",,4.0
2020,Prairie provinces,Elderly persons not in an economic family,,"Food insecure, moderate or severe",,11.2
2020,Prairie provinces,Elderly persons not in an economic family,,"Food insecure, moderate",,7.0
2020,Prairie provinces,Elderly persons not in an economic family,,"Food insecure, severe",,4.2
2020,Prairie provinces,Elderly males not in an economic family,,Food secure,,81.9
2020,Prairie provinces,Elderly males not in an economic family,,Food secure,,18.1
2020,Prairie provinces,Elderly males not in an economic family,,"Food insecure, marginal",,
2020,Prairie provinces,Elderly males not in an economic family,,"Food insecure, moderate or severe",,12.8
2020,Prairie provinces,Elderly males not in an economic family,,"Food insecure, moderate",,6.8
2020,Prairie provinces,Elderly males not in an economic family,,"Food insecure, severe",,6.0
2020,Prairie provinces,Elderly females not in an economic family,,Food secure,,86.5
2020,Prairie provinces,Elderly females not in an economic family,,Food secure,,13.5
2020,Prairie provinces,Elderly females not in an economic family,,"Food insecure, marginal",,3.3
2020,Prairie provinces,Elderly females not in an economic family,,"Food insecure, moderate or severe",,10.3
2020,Prairie provinces,Elderly females not in an economic family,,"Food insecure, moderate",,7.1
2020,Prairie provinces,Elderly females not in an economic family,,"Food insecure, severe",,3.2
2020,Prairie provinces,Non-elderly persons not in an economic family,,Food secure,,73.1
2020,Prairie provinces,Non-elderly persons not in an economic family,,Food secure,,26.9
2020,Prairie provinces,Non-elderly persons not in an economic family,,"Food insecure, marginal",,5.9
2020,Prairie provinces,Non-elderly persons not in an economic family,,"Food insecure, moderate or severe",,21.0
2020,Prairie provinces,Non-elderly persons not in an economic family,,"Food insecure, moderate",,11.0
2020,Prairie provinces,Non-elderly persons not in an economic family,,"Food insecure, severe",,10.0
2020,Prairie provinces,Non-elderly males not in an economic family,,Food secure,,73.4
2020,Prairie provinces,Non-elderly males not in an economic family,,Food secure,,26.6
2020,Prairie provinces,Non-elderly males not in an economic family,,"Food insecure, marginal",,5.4
2020,Prairie provinces,Non-elderly males not in an economic family,,"Food insecure, moderate or severe",,21.3
2020,Prairie provinces,Non-elderly males not in an economic family,,"Food insecure, moderate",,10.8
2020,Prairie provinces,Non-elderly males not in an economic family,,"Food insecure, severe",,10.5
2020,Prairie provinces,Non-elderly females not in an economic family,,Food secure,,72.8
2020,Prairie provinces,Non-elderly females not in an economic family,,Food secure,,27.2
2020,Prairie provinces,Non-elderly females not in an economic family,,"Food insecure, marginal",,6.6
2020,Prairie provinces,Non-elderly females not in an economic family,,"Food insecure, moderate or severe",,20.6
2020,Prairie provinces,Non-elderly females not in an economic family,,"Food insecure, moderate",,11.4
2020,Prairie provinces,Non-elderly females not in an economic family,,"Food insecure, severe",,9.2
2020,Manitoba,All persons,,Food secure,46,82.9
2020,Manitoba,All persons,,Food secure,46,17.1
2020,Manitoba,All persons,,"Food insecure, marginal",46,5.1
2020,Manitoba,All persons,,"Food insecure, moderate or severe",46,12.0
2020,Manitoba,All persons,,"Food insecure, moderate",46,8.5
2020,Manitoba,All persons,,"Food insecure, severe",46,3.5
2020,Manitoba,Persons in economic families,,Food secure,46,83.7
2020,Manitoba,Persons in economic families,,Food secure,46,16.3
2020,Manitoba,Persons in economic families,,"Food insecure, marginal",46,5.0
2020,Manitoba,Persons in economic families,,"Food insecure, moderate or severe",46,11.3
2020,Manitoba,Persons in economic families,,"Food insecure, moderate",46,8.4
2020,Manitoba,Persons in economic families,,"Food insecure, severe",46,2.9
2020,Manitoba,Persons in elderly families,,Food secure,46,93.0
2020,Manitoba,Persons in elderly families,,Food secure,46,7.0
2020,Manitoba,Persons in elderly families,,"Food insecure, marginal",46,2.2
2020,Manitoba,Persons in elderly families,,"Food insecure, moderate or severe",46,4.7
2020,Manitoba,Persons in elderly families,,"Food insecure, moderate",46,2.8
2020,Manitoba,Persons in elderly families,,"Food insecure, severe",46,
2020,Manitoba,Persons in elderly couples,,Food secure,46,94.2
2020,Manitoba,Persons in elderly couples,,Food secure,46,5.8
2020,Manitoba,Persons in elderly couples,,"Food insecure, marginal",46,2.1
2020,Manitoba,Persons in elderly couples,,"Food insecure, moderate or severe",46,3.7
2020,Manitoba,Persons in elderly couples,,"Food insecure, moderate",46,2.3
2020,Manitoba,Persons in elderly couples,,"Food insecure, severe",46,
2020,Manitoba,Persons in other elderly families,,Food secure,46,90.0
2020,Manitoba,Persons in other elderly families,,Food secure,46,10.0
2020,Manitoba,Persons in other elderly families,,"Food insecure, marginal",46,
2020,Manitoba,Persons in other elderly families,,"Food insecure, moderate or severe",46,7.3
2020,Manitoba,Persons in other elderly families,,"Food insecure, moderate",46,
2020,Manitoba,Persons in other elderly families,,"Food insecure, severe",46,
2020,Manitoba,Persons in non-elderly families,,Food secure,46,82.1
2020,Manitoba,Persons in non-elderly families,,Food secure,46,17.9
2020,Manitoba,Persons in non-elderly families,,"Food insecure, marginal",46,5.5
2020,Manitoba,Persons in non-elderly families,,"Food insecure, moderate or severe",46,12.3
2020,Manitoba,Persons in non-elderly families,,"Food insecure, moderate",46,9.3
2020,Manitoba,Persons in non-elderly families,,"Food insecure, severe",46,3.0
2020,Manitoba,Persons in couples,,Food secure,46,87.0
2020,Manitoba,Persons in couples,,Food secure,46,13.0
2020,Manitoba,Persons in couples,,"Food insecure, marginal",46,2.7
2020,Manitoba,Persons in couples,,"Food insecure, moderate or severe",46,10.3
2020,Manitoba,Persons in couples,,"Food insecure, moderate",46,6.3
2020,Manitoba,Persons in couples,,"Food insecure, severe",46,4.0
2020,Manitoba,Persons in couple families with children,,Food secure,46,82.5
2020,Manitoba,Persons in couple families with children,,Food secure,46,17.5
2020,Manitoba,Persons in couple families with children,,"Food insecure, marginal",46,6.3
2020,Manitoba,Persons in couple families with children,,"Food insecure, moderate or severe",46,11.2
2020,Manitoba,Persons in couple families with children,,"Food insecure, moderate",46,9.5
2020,Manitoba,Persons in couple families with children,,"Food insecure, severe",46,1.7
2020,Manitoba,Persons in couple families with other relatives,,Food secure,46,89.4
2020,Manitoba,Persons in couple families with other relatives,,Food secure,46,10.6
2020,Manitoba,Persons in couple families with other relatives,,"Food insecure, marginal",46,4.4
2020,Manitoba,Persons in couple families with other relatives,,"Food insecure, moderate or severe",46,6.2
2020,Manitoba,Persons in couple families with other relatives,,"Food insecure, moderate",46,4.9
2020,Manitoba,Persons in couple families with other relatives,,"Food insecure, severe",46,
2020,Manitoba,Persons in lone-parent families,,Food secure,46,61.0
2020,Manitoba,Persons in lone-parent families,,Food secure,46,39.0
2020,Manitoba,Persons in lone-parent families,,"Food insecure, marginal",46,10.1
2020,Manitoba,Persons in lone-parent families,,"Food insecure, moderate or severe",46,28.9
2020,Manitoba,Persons in lone-parent families,,"Food insecure, moderate",46,21.1
2020,Manitoba,Persons in lone-parent families,,"Food insecure, severe",46,7.7
2020,Manitoba,Persons in male lone-parent families,,Food secure,46,70.5
2020,Manitoba,Persons in male lone-parent families,,Food secure,46,
2020,Manitoba,Persons in male lone-parent families,,"Food insecure, marginal",46,
2020,Manitoba,Persons in male lone-parent families,,"Food insecure, moderate or severe",46,
2020,Manitoba,Persons in male lone-parent families,,"Food insecure, moderate",46,
2020,Manitoba,Persons in male lone-parent families,,"Food insecure, severe",46,
2020,Manitoba,Persons in female lone-parent families,,Food secure,46,58.2
2020,Manitoba,Persons in female lone-parent families,,Food secure,46,41.8
2020,Manitoba,Persons in female lone-parent families,,"Food insecure, marginal",46,10.3
2020,Manitoba,Persons in female lone-parent families,,"Food insecure, moderate or severe",46,31.4
2020,Manitoba,Persons in female lone-parent families,,"Food insecure, moderate",46,22.0
2020,Manitoba,Persons in female lone-parent families,,"Food insecure, severe",46,
2020,Manitoba,Persons in other non-elderly families,,Food secure,46,78.6
2020,Manitoba,Persons in other non-elderly families,,Food secure,46,21.4
2020,Manitoba,Persons in other non-elderly families,,"Food insecure, marginal",46,3.6
2020,Manitoba,Persons in other non-elderly families,,"Food insecure, moderate or severe",46,17.8
2020,Manitoba,Persons in other non-elderly families,,"Food insecure, moderate",46,10.0
2020,Manitoba,Persons in other non-elderly families,,"Food insecure, severe",46,7.8
2020,Manitoba,Persons not in an economic family,,Food secure,46,78.6
2020,Manitoba,Persons not in an economic family,,Food secure,46,21.4
2020,Manitoba,Persons not in an economic family,,"Food insecure, marginal",46,5.2
2020,Manitoba,Persons not in an economic family,,"Food insecure, moderate or severe",46,16.2
2020,Manitoba,Persons not in an economic family,,"Food insecure, moderate",46,9.1
2020,Manitoba,Persons not in an economic family,,"Food insecure, severe",46,7.1
2020,Manitoba,Elderly persons not in an economic family,,Food secure,46,87.6
2020,Manitoba,Elderly persons not in an economic family,,Food secure,46,12.4
2020,Manitoba,Elderly persons not in an economic family,,"Food insecure, marginal",46,3.5
2020,Manitoba,Elderly persons not in an economic family,,"Food insecure, moderate or severe",46,8.9
2020,Manitoba,Elderly persons not in an economic family,,"Food insecure, moderate",46,5.7
2020,Manitoba,Elderly persons not in an economic family,,"Food insecure, severe",46,3.2
2020,Manitoba,Elderly males not in an economic family,,Food secure,46,84.0
2020,Manitoba,Elderly males not in an economic family,,Food secure,46,16.0
2020,Manitoba,Elderly males not in an economic family,,"Food insecure, marginal",46,
2020,Manitoba,Elderly males not in an economic family,,"Food insecure, moderate or severe",46,12.3
2020,Manitoba,Elderly males not in an economic family,,"Food insecure, moderate",46,9.4
2020,Manitoba,Elderly males not in an economic family,,"Food insecure, severe",46,
2020,Manitoba,Elderly females not in an economic family,,Food secure,46,89.4
2020,Manitoba,Elderly females not in an economic family,,Food secure,46,10.6
2020,Manitoba,Elderly females not in an economic family,,"Food insecure, marginal",46,3.4
2020,Manitoba,Elderly females not in an economic family,,"Food insecure, moderate or severe",46,7.2
2020,Manitoba,Elderly females not in an economic family,,"Food insecure, moderate",46,3.9
2020,Manitoba,Elderly females not in an economic family,,"Food insecure, severe",46,
2020,Manitoba,Non-elderly persons not in an economic family,,Food secure,46,74.4
2020,Manitoba,Non-elderly persons not in an economic family,,Food secure,46,25.6
2020,Manitoba,Non-elderly persons not in an economic family,,"Food insecure, marginal",46,6.0
2020,Manitoba,Non-elderly persons not in an economic family,,"Food insecure, moderate or severe",46,19.6
2020,Manitoba,Non-elderly persons not in an economic family,,"Food insecure, moderate",46,10.7
2020,Manitoba,Non-elderly persons not in an economic family,,"Food insecure, severe",46,8.9
2020,Manitoba,Non-elderly males not in an economic family,,Food secure,46,75.6
2020,Manitoba,Non-elderly males not in an economic family,,Food secure,46,24.4
2020,Manitoba,Non-elderly males not in an economic family,,"Food insecure, marginal",46,5.0
2020,Manitoba,Non-elderly males not in an economic family,,"Food insecure, moderate or severe",46,19.5
2020,Manitoba,Non-elderly males not in an economic family,,"Food insecure, moderate",46,11.5
2020,Manitoba,Non-elderly males not in an economic family,,"Food insecure, severe",46,8.0
2020,Manitoba,Non-elderly females not in an economic family,,Food secure,46,72.8
2020,Manitoba,Non-elderly females not in an economic family,,Food secure,46,27.2
2020,Manitoba,Non-elderly females not in an economic family,,"Food insecure, marginal",46,7.4
2020,Manitoba,Non-elderly females not in an economic family,,"Food insecure, moderate or severe",46,19.7
2020,Manitoba,Non-elderly females not in an economic family,,"Food insecure, moderate",46,9.5
2020,Manitoba,Non-elderly females not in an economic family,,"Food insecure, severe",46,10.2
2020,Saskatchewan,All persons,,Food secure,47,81.5
2020,Saskatchewan,All persons,,Food secure,47,18.5
2020,Saskatchewan,All persons,,"Food insecure, marginal",47,5.7
2020,Saskatchewan,All persons,,"Food insecure, moderate or severe",47,12.9
2020,Saskatchewan,All persons,,"Food insecure, moderate",47,8.0
2020,Saskatchewan,All persons,,"Food insecure, severe",47,4.8
2020,Saskatchewan,Persons in economic families,,Food secure,47,82.3
2020,Saskatchewan,Persons in economic families,,Food secure,47,17.7
2020,Saskatchewan,Persons in economic families,,"Food insecure, marginal",47,5.7
2020,Saskatchewan,Persons in economic families,,"Food insecure, moderate or severe",47,12.0
2020,Saskatchewan,Persons in economic families,,"Food insecure, moderate",47,8.0
2020,Saskatchewan,Persons in economic families,,"Food insecure, severe",47,4.0
2020,Saskatchewan,Persons in elderly families,,Food secure,47,94.7
2020,Saskatchewan,Persons in elderly families,,Food secure,47,5.3
2020,Saskatchewan,Persons in elderly families,,"Food insecure, marginal",47,2.4
2020,Saskatchewan,Persons in elderly families,,"Food insecure, moderate or severe",47,2.9
2020,Saskatchewan,Persons in elderly families,,"Food insecure, moderate",47,1.9
2020,Saskatchewan,Persons in elderly families,,"Food insecure, severe",47,
2020,Saskatchewan,Persons in elderly couples,,Food secure,47,95.9
2020,Saskatchewan,Persons in elderly couples,,Food secure,47,4.1
2020,Saskatchewan,Persons in elderly couples,,"Food insecure, marginal",47,
2020,Saskatchewan,Persons in elderly couples,,"Food insecure, moderate or severe",47,2.4
2020,Saskatchewan,Persons in elderly couples,,"Food insecure, moderate",47,
2020,Saskatchewan,Persons in elderly couples,,"Food insecure, severe",47,
2020,Saskatchewan,Persons in other elderly families,,Food secure,47,90.3
2020,Saskatchewan,Persons in other elderly families,,Food secure,47,
2020,Saskatchewan,Persons in other elderly families,,"Food insecure, marginal",47,
2020,Saskatchewan,Persons in other elderly families,,"Food insecure, moderate or severe",47,
